sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB
LSTJIOZ,O,X,O,X,O,X,O
LSTJZIO,O,X,O,O,X,X,O
LSTJZOI,O,X,O,O,X,X,O
LSTJOIZ,O,X,O,X,O,X,O
LSTJOZI,O,X,O,X,X,X,O
LSTZIJO,O,O,O,O,X,X,O
LSTZIOJ,O,O,O,O,X,O,O
LSTZJIO,O,O,O,O,X,X,O
LSTZJOI,O,O,O,O,X,X,O
LSTZOIJ,O,O,O,O,X,O,O
LSTZOJI,O,O,O,O,X,X,O
LSTOIJZ,O,X,O,X,O,X,O
LSTOIZJ,O,O,O,X,X,O,O
LSTOJIZ,O,X,O,X,O,X,O
LSTOJZI,O,X,O,X,X,X,O
LSTOZIJ,O,O,O,X,X,O,O
LSTOZJI,O,O,O,X,X,X,O
LSITJZO,O,X,X,O,X,X,O
LSITJOZ,O,X,X,X,O,X,O
LSITZJO,O,O,X,O,X,X,O
LSITZOJ,O,O,O,O,X,O,O
LSITOJZ,O,X,O,X,O,X,O
LSITOZJ,O,O,O,X,X,O,O
LSIJTZO,O,X,O,X,X,X,O
LSIJTOZ,O,X,O,X,O,X,O
LSIJZTO,O,O,O,X,X,X,O
LSIJZOT,O,O,O,O,O,X,X
LSIJOTZ,O,X,O,X,O,X,X
LSIJOZT,O,O,O,X,O,X,X
LSIZTJO,O,O,X,O,X,X,O
LSIZTOJ,O,O,O,O,X,X,O
LSIZJTO,O,O,O,X,X,X,O
LSIZJOT,O,O,O,O,O,X,X
LSIZOTJ,O,O,O,O,X,X,X
LSIZOJT,O,O,O,O,O,X,X
LSIOTJZ,O,X,O,X,O,X,X
LSIOTZJ,O,O,O,X,X,O,X
LSIOJTZ,O,X,O,X,O,X,X
LSIOJZT,O,O,O,X,O,X,X
LSIOZTJ,O,O,O,X,X,X,X
LSIOZJT,O,O,O,X,O,X,X
LSJTIZO,O,X,O,X,X,X,O
LSJTIOZ,O,X,O,X,O,X,O
LSJTZIO,O,X,O,X,X,X,O
LSJTZOI,O,X,O,X,X,X,O
LSJTOIZ,O,X,O,X,O,X,O
LSJTOZI,O,X,X,X,X,X,O
LSJITZO,O,X,O,X,X,X,O
LSJITOZ,O,X,O,X,O,X,O
LSJIZTO,O,O,O,X,X,X,O
LSJIZOT,O,O,O,O,O,X,X
LSJIOTZ,O,X,O,X,O,X,X
LSJIOZT,O,O,O,X,O,X,X
LSJZTIO,O,O,O,X,X,X,O
LSJZTOI,O,O,O,X,X,X,O
LSJZITO,O,O,O,X,X,X,O
LSJZIOT,O,O,O,O,O,X,X
LSJZOTI,O,O,O,X,X,X,X
LSJZOIT,O,O,O,O,O,X,X
LSJOTIZ,O,X,O,X,O,X,X
LSJOTZI,O,X,X,X,X,X,X
LSJOITZ,O,X,O,X,O,X,X
LSJOIZT,O,O,O,X,O,X,X
LSJOZTI,O,O,O,X,X,X,X
LSJOZIT,O,O,O,X,O,X,X
LSZTIJO,O,O,O,O,X,X,O
LSZTIOJ,O,O,O,O,X,X,O
LSZTJIO,O,O,O,O,X,X,O
LSZTJOI,O,O,O,O,X,X,O
LSZTOIJ,O,O,O,O,X,X,O
LSZTOJI,O,O,O,O,X,X,O
LSZITJO,O,O,X,O,X,X,O
LSZITOJ,O,O,O,O,X,X,O
LSZIJTO,O,O,O,X,X,X,O
LSZIJOT,O,O,O,O,O,X,X
LSZIOTJ,O,O,O,O,X,X,X
LSZIOJT,O,O,O,O,O,X,X
LSZJTIO,O,O,O,X,X,X,O
LSZJTOI,O,O,O,X,X,X,O
LSZJITO,O,O,O,X,X,X,O
LSZJIOT,O,O,O,O,O,X,X
LSZJOTI,O,O,O,X,X,X,X
LSZJOIT,O,O,O,O,O,X,X
LSZOTIJ,O,O,O,O,X,X,X
LSZOTJI,O,O,O,O,X,X,X
LSZOITJ,O,O,O,O,X,X,X
LSZOIJT,O,O,O,O,O,X,X
LSZOJTI,O,O,O,X,X,X,X
LSZOJIT,O,O,O,O,O,X,X
LSOTIJZ,O,X,O,X,O,X,X
LSOTIZJ,O,O,O,X,X,O,X
LSOTJIZ,O,X,O,X,O,X,X
LSOTJZI,O,X,O,X,X,X,X
LSOTZIJ,O,O,O,X,X,O,X
LSOTZJI,O,O,O,X,X,X,X
LSOITJZ,O,X,O,X,O,X,X
LSOITZJ,O,O,O,X,X,O,X
LSOIJTZ,O,X,O,X,O,X,X
LSOIJZT,O,O,O,X,O,X,X
LSOIZTJ,O,O,O,X,X,X,X
LSOIZJT,O,O,O,X,O,X,X
LSOJTIZ,O,X,O,X,O,X,X
LSOJTZI,O,X,X,X,X,X,X
LSOJITZ,O,X,O,X,O,X,X
LSOJIZT,O,O,O,X,O,X,X
LSOJZTI,O,O,O,X,X,X,X
LSOJZIT,O,O,O,X,O,X,X
LSOZTIJ,O,O,O,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X
LSOZIJT,O,O,O,X,O,X,X
LSOZJTI,O,O,O,X,X,X,X
LSOZJIT,O,O,O,X,O,X,X
LZTIJSO,O,O,O,O,X,X,X
LZTIJOS,O,O,O,O,X,O,X
LZTISJO,O,O,O,O,X,X,X
LZTISOJ,O,O,O,O,X,O,X
LZTIOJS,O,O,O,O,X,O,X
LZTIOSJ,O,O,O,O,X,O,X
LZTJISO,O,O,O,O,X,X,X
LZTJIOS,O,O,O,O,X,O,X
LZTJSIO,O,O,O,O,X,X,O
LZTJSOI,O,O,O,O,X,X,O
LZTJOIS,O,O,O,O,X,O,X
LZTJOSI,O,O,O,O,X,X,O
LZTSIJO,O,O,O,O,X,X,O
LZTSIOJ,O,O,O,O,X,O,O
LZTSJIO,O,O,O,O,X,X,O
LZTSJOI,O,O,O,O,X,X,O
LZTSOIJ,O,O,O,O,X,O,O
LZTSOJI,O,O,O,O,X,X,O
LZTOIJS,O,O,O,O,X,O,X
LZTOISJ,O,O,O,O,X,O,X
LZTOJIS,O,O,O,O,X,O,X
LZTOJSI,O,O,O,O,X,X,O
LZTOSIJ,O,O,O,O,X,O,O
LZTOSJI,O,O,O,O,X,X,O
LZITJSO,X,O,O,O,X,X,X
LZITJOS,X,O,O,O,X,O,X
LZITSJO,X,O,O,O,X,X,X
LZITSOJ,X,O,O,O,X,O,X
LZITOJS,X,O,O,O,X,O,X
LZITOSJ,X,O,O,O,X,O,X
LZIJTSO,X,O,X,O,X,X,X
LZIJTOS,X,O,O,O,X,X,X
LZIJSTO,O,O,O,X,X,X,X
LZIJSOT,O,O,O,O,X,X,X
LZIJOTS,X,O,O,O,X,X,X
LZIJOST,O,O,O,O,X,X,X
LZISTJO,O,O,X,O,X,X,X
LZISTOJ,O,O,O,O,X,X,X
LZISJTO,O,O,O,X,X,X,X
LZISJOT,O,O,O,O,X,X,X
LZISOTJ,O,O,O,O,X,X,X
LZISOJT,O,O,O,O,X,X,X
LZIOTJS,X,O,O,O,X,O,X
LZIOTSJ,X,O,O,O,X,O,X
LZIOJTS,X,O,O,O,X,X,X
LZIOJST,O,O,O,O,X,X,X
LZIOSTJ,O,O,O,O,X,X,X
LZIOSJT,O,O,O,O,X,X,X
LZJTISO,X,O,O,O,X,X,X
LZJTIOS,X,O,O,O,X,X,X
LZJTSIO,X,O,O,O,X,X,O
LZJTSOI,X,O,O,O,X,X,O
LZJTOIS,X,O,O,O,X,X,X
LZJTOSI,X,O,O,O,X,X,O
LZJITSO,X,O,X,O,X,X,X
LZJITOS,X,O,O,O,X,X,X
LZJISTO,O,O,O,X,X,X,X
LZJISOT,O,O,O,O,X,X,X
LZJIOTS,X,O,O,O,X,X,X
LZJIOST,O,O,O,O,X,X,X
LZJSTIO,O,O,O,X,X,X,O
LZJSTOI,O,O,O,X,X,X,O
LZJSITO,O,O,O,X,X,X,O
LZJSIOT,O,O,O,O,X,X,X
LZJSOTI,O,O,O,X,X,X,X
LZJSOIT,O,O,O,O,X,X,X
LZJOTIS,X,O,O,O,X,X,X
LZJOTSI,X,O,O,O,X,X,X
LZJOITS,X,O,O,O,X,X,X
LZJOIST,O,O,O,O,X,X,X
LZJOSTI,O,O,O,X,X,X,X
LZJOSIT,O,O,O,O,X,X,X
LZSTIJO,O,O,O,O,X,X,O
LZSTIOJ,O,O,O,O,X,X,O
LZSTJIO,O,O,O,O,X,X,O
LZSTJOI,O,O,O,O,X,X,O
LZSTOIJ,O,O,O,O,X,X,O
LZSTOJI,O,O,O,O,X,X,O
LZSITJO,O,O,X,O,X,X,O
LZSITOJ,O,O,O,O,X,X,O
LZSIJTO,O,O,O,X,X,X,O
LZSIJOT,O,O,O,O,X,X,X
LZSIOTJ,O,O,O,O,X,X,X
LZSIOJT,O,O,O,O,X,X,X
LZSJTIO,O,O,O,X,X,X,O
LZSJTOI,O,O,O,X,X,X,O
LZSJITO,O,O,O,X,X,X,O
LZSJIOT,O,O,O,O,X,X,X
LZSJOTI,O,O,O,X,X,X,X
LZSJOIT,O,O,O,O,X,X,X
LZSOTIJ,O,O,O,O,X,X,X
LZSOTJI,O,O,O,O,X,X,X
LZSOITJ,O,O,O,O,X,X,X
LZSOIJT,O,O,O,O,X,X,X
LZSOJTI,O,O,O,X,X,X,X
LZSOJIT,O,O,O,O,X,X,X
LZOTIJS,O,O,O,O,X,O,X
LZOTISJ,O,O,O,O,X,O,X
LZOTJIS,O,O,O,O,X,O,X
LZOTJSI,O,O,O,O,X,X,X
LZOTSIJ,O,O,O,O,X,O,X
LZOTSJI,O,O,O,O,X,X,X
LZOITJS,X,O,O,O,X,O,X
LZOITSJ,X,O,O,O,X,O,X
LZOIJTS,X,O,O,O,X,X,X
LZOIJST,O,O,O,O,X,X,X
LZOISTJ,O,O,O,O,X,X,X
LZOISJT,O,O,O,O,X,X,X
LZOJTIS,X,O,O,O,X,X,X
LZOJTSI,X,O,O,O,X,X,X
LZOJITS,X,O,O,O,X,X,X
LZOJIST,O,O,O,O,X,X,X
LZOJSTI,O,O,O,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X
LZOSTIJ,O,O,O,O,X,X,X
LZOSTJI,O,O,O,O,X,X,X
LZOSITJ,O,O,O,O,X,X,X
LZOSIJT,O,O,O,O,X,X,X
LZOSJTI,O,O,O,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X
LOTIJSZ,X,X,O,X,O,X,X
LOTIJZS,X,X,O,O,X,O,X
LOTISJZ,O,O,O,X,O,X,X
LOTISZJ,O,O,O,X,O,O,X
LOTIZJS,O,O,X,O,X,O,X
LOTIZSJ,O,O,X,O,X,O,X
LOTJISZ,X,X,O,X,O,X,X
LOTJIZS,X,X,O,O,X,O,X
LOTJSIZ,X,X,O,X,O,X,X
LOTJSZI,X,X,O,X,O,X,X
LOTJZIS,X,X,O,O,X,O,X
LOTJZSI,X,X,O,O,X,X,X
LOTSIJZ,O,O,O,X,O,X,X
LOTSIZJ,O,O,O,X,O,O,X
LOTSJIZ,O,O,O,X,O,X,X
LOTSJZI,O,O,O,X,O,X,X
LOTSZIJ,O,O,O,X,O,O,X
LOTSZJI,O,O,O,X,O,X,X
LOTZIJS,O,O,O,O,X,O,X
LOTZISJ,O,O,O,O,X,O,X
LOTZJIS,O,O,O,O,X,O,X
LOTZJSI,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,O,X,O,X
LOTZSJI,O,O,O,O,X,X,X
LOITJSZ,X,X,O,X,O,X,X
LOITJZS,X,X,O,O,X,O,X
LOITSJZ,O,O,O,X,O,X,X
LOITSZJ,O,O,O,X,O,O,X
LOITZJS,O,O,X,O,X,O,X
LOITZSJ,O,O,X,O,X,O,X
LOIJTSZ,X,X,O,X,O,X,X
LOIJTZS,X,X,O,X,X,O,X
LOIJSTZ,X,X,O,X,O,X,X
LOIJSZT,X,X,O,X,O,X,X
LOIJZTS,X,X,O,O,X,X,X
LOIJZST,X,X,O,O,X,X,X
LOISTJZ,O,X,O,X,O,X,X
LOISTZJ,O,O,O,X,X,O,X
LOISJTZ,O,X,O,X,O,X,X
LOISJZT,O,O,O,X,O,X,X
LOISZTJ,O,O,O,X,X,X,X
LOISZJT,O,O,O,X,O,X,X
LOIZTJS,X,O,X,O,X,O,X
LOIZTSJ,X,O,X,O,X,O,X
LOIZJTS,X,O,X,O,X,X,X
LOIZJST,O,O,X,O,X,X,X
LOIZSTJ,O,O,X,O,X,X,X
LOIZSJT,O,O,X,O,X,X,X
LOJTISZ,X,X,O,X,O,X,X
LOJTIZS,X,X,O,X,X,O,X
LOJTSIZ,X,X,O,X,O,X,X
LOJTSZI,X,X,O,X,O,X,X
LOJTZIS,X,X,O,X,X,O,X
LOJTZSI,X,X,O,X,X,X,X
LOJITSZ,X,X,O,X,O,X,X
LOJITZS,X,X,O,X,X,O,X
LOJISTZ,X,X,O,X,O,X,X
LOJISZT,X,X,O,X,O,X,X
LOJIZTS,X,X,O,O,X,X,X
LOJIZST,X,X,O,O,X,X,X
LOJSTIZ,X,X,O,X,O,X,X
LOJSTZI,X,X,X,X,X,X,X
LOJSITZ,X,X,O,X,O,X,X
LOJSIZT,X,X,O,X,O,X,X
LOJSZTI,X,X,O,X,X,X,X
LOJSZIT,X,X,O,X,O,X,X
LOJZTIS,X,X,O,O,X,X,X
LOJZTSI,X,X,O,X,X,X,X
LOJZITS,X,X,O,O,X,X,X
LOJZIST,X,X,O,O,X,X,X
LOJZSTI,X,X,O,X,X,X,X
LOJZSIT,X,X,O,O,X,X,X
LOSTIJZ,O,X,O,X,O,X,X
LOSTIZJ,O,O,O,X,X,O,X
LOSTJIZ,O,X,O,X,O,X,X
LOSTJZI,O,X,O,X,X,X,X
LOSTZIJ,O,O,O,X,X,O,X
LOSTZJI,O,O,O,X,X,X,X
LOSITJZ,O,X,O,X,O,X,X
LOSITZJ,O,O,O,X,X,O,X
LOSIJTZ,O,X,O,X,O,X,X
LOSIJZT,O,O,O,X,O,X,X
LOSIZTJ,O,O,O,X,X,X,X
LOSIZJT,O,O,O,X,O,X,X
LOSJTIZ,O,X,O,X,O,X,X
LOSJTZI,O,X,X,X,X,X,X
LOSJITZ,O,X,O,X,O,X,X
LOSJIZT,O,O,O,X,O,X,X
LOSJZTI,O,O,O,X,X,X,X
LOSJZIT,O,O,O,X,O,X,X
LOSZTIJ,O,O,O,X,X,X,X
LOSZTJI,O,O,O,X,X,X,X
LOSZITJ,O,O,O,X,X,X,X
LOSZIJT,O,O,O,X,O,X,X
LOSZJTI,O,O,O,X,X,X,X
LOSZJIT,O,O,O,X,O,X,X
LOZTIJS,O,O,O,O,X,O,X
LOZTISJ,O,O,O,O,X,O,X
LOZTJIS,O,O,O,O,X,O,X
LOZTJSI,O,O,O,O,X,X,X
LOZTSIJ,O,O,O,O,X,O,X
LOZTSJI,O,O,O,O,X,X,X
LOZITJS,X,O,O,O,X,O,X
LOZITSJ,X,O,O,O,X,O,X
LOZIJTS,X,O,O,O,X,X,X
LOZIJST,O,O,O,O,X,X,X
LOZISTJ,O,O,O,O,X,X,X
LOZISJT,O,O,O,O,X,X,X
LOZJTIS,X,O,O,O,X,X,X
LOZJTSI,X,O,O,O,X,X,X
LOZJITS,X,O,O,O,X,X,X
LOZJIST,O,O,O,O,X,X,X
LOZJSTI,O,O,O,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X
LOZSTIJ,O,O,O,O,X,X,X
LOZSTJI,O,O,O,O,X,X,X
LOZSITJ,O,O,O,O,X,X,X
LOZSIJT,O,O,O,O,X,X,X
LOZSJTI,O,O,O,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X
JTILSZO,X,X,O,O,O,X,X
JTILSOZ,X,X,O,X,O,X,X
JTILZSO,X,X,O,O,X,X,X
JTILZOS,X,X,O,O,X,O,X
JTILOSZ,X,X,O,X,O,X,X
JTILOZS,X,X,O,O,X,O,X
JTISLZO,O,O,O,O,O,X,O
JTISLOZ,O,O,O,X,O,X,O
JTISZLO,O,O,O,O,O,X,O
JTISZOL,O,O,O,O,O,X,O
JTISOLZ,O,O,O,X,O,X,O
JTISOZL,O,O,O,X,O,X,O
JTIZLSO,O,O,O,O,X,X,X
JTIZLOS,O,O,O,O,X,O,X
JTIZSLO,O,O,O,O,O,X,O
JTIZSOL,O,O,O,O,O,X,O
JTIZOLS,O,O,O,O,X,O,X
JTIZOSL,O,O,O,O,O,X,O
JTIOLSZ,X,X,O,X,O,X,X
JTIOLZS,X,X,O,O,X,O,X
JTIOSLZ,O,O,O,X,O,X,O
JTIOSZL,O,O,O,X,O,X,O
JTIOZLS,O,O,O,O,X,O,X
JTIOZSL,O,O,O,O,O,X,O
JTLISZO,X,X,O,O,O,X,X
JTLISOZ,X,X,O,X,O,X,X
JTLIZSO,X,X,O,O,X,X,X
JTLIZOS,X,X,O,O,X,O,X
JTLIOSZ,X,X,O,X,O,X,X
JTLIOZS,X,X,O,O,X,O,X
JTLSIZO,X,X,O,O,O,X,O
JTLSIOZ,X,X,O,X,O,X,O
JTLSZIO,X,X,O,O,O,X,O
JTLSZOI,X,X,O,O,O,X,O
JTLSOIZ,X,X,O,X,O,X,O
JTLSOZI,X,X,O,X,O,X,O
JTLZISO,X,X,O,O,X,X,X
JTLZIOS,X,X,O,O,X,O,X
JTLZSIO,X,X,O,O,X,X,O
JTLZSOI,X,X,O,O,X,X,O
JTLZOIS,X,X,O,O,X,O,X
JTLZOSI,X,X,O,O,X,X,O
JTLOISZ,X,X,O,X,O,X,X
JTLOIZS,X,X,O,O,X,O,X
JTLOSIZ,X,X,O,X,O,X,O
JTLOSZI,X,X,O,X,O,X,O
JTLOZIS,X,X,O,O,X,O,X
JTLOZSI,X,X,O,O,X,X,O
JTSILZO,O,O,O,O,O,X,O
JTSILOZ,O,O,O,X,O,X,O
JTSIZLO,O,O,O,O,O,X,O
JTSIZOL,O,O,O,O,O,X,O
JTSIOLZ,O,O,O,X,O,X,O
JTSIOZL,O,O,O,X,O,X,O
JTSLIZO,O,O,O,O,O,X,O
JTSLIOZ,O,O,O,X,O,X,O
JTSLZIO,O,O,O,O,O,X,O
JTSLZOI,O,O,O,O,O,X,O
JTSLOIZ,O,O,O,X,O,X,O
JTSLOZI,O,O,O,X,O,X,O
JTSZILO,O,O,O,O,O,X,O
JTSZIOL,O,O,O,O,O,X,O
JTSZLIO,O,O,O,O,O,X,O
JTSZLOI,O,O,O,O,O,X,O
JTSZOIL,O,O,O,O,O,X,O
JTSZOLI,O,O,O,O,O,X,O
JTSOILZ,O,O,O,X,O,X,O
JTSOIZL,O,O,O,X,O,X,O
JTSOLIZ,O,O,O,X,O,X,O
JTSOLZI,O,O,O,X,O,X,O
JTSOZIL,O,O,O,X,O,X,O
JTSOZLI,O,O,O,X,O,X,O
JTZILSO,O,O,O,O,X,X,X
JTZILOS,O,O,O,O,X,O,X
JTZISLO,O,O,O,O,O,X,O
JTZISOL,O,O,O,O,O,X,O
JTZIOLS,O,O,O,O,X,O,X
JTZIOSL,O,O,O,O,O,X,O
JTZLISO,O,O,O,O,X,X,X
JTZLIOS,O,O,O,O,X,O,X
JTZLSIO,O,O,O,O,X,X,O
JTZLSOI,O,O,O,O,X,X,O
JTZLOIS,O,O,O,O,X,O,X
JTZLOSI,O,O,O,O,X,X,O
JTZSILO,O,O,O,O,O,X,O
JTZSIOL,O,O,O,O,O,X,O
JTZSLIO,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,X,O
JTZSOLI,O,O,O,O,O,X,O
JTZOILS,O,O,O,O,X,O,X
JTZOISL,O,O,O,O,O,X,O
JTZOLIS,O,O,O,O,X,O,X
JTZOLSI,O,O,O,O,X,X,O
JTZOSIL,O,O,O,O,O,X,O
JTZOSLI,O,O,O,O,O,X,O
JTOILSZ,X,X,O,X,O,X,X
JTOILZS,X,X,O,O,X,O,X
JTOISLZ,O,O,O,X,O,X,O
JTOISZL,O,O,O,X,O,X,O
JTOIZLS,O,O,O,O,X,O,X
JTOIZSL,O,O,O,O,O,X,O
JTOLISZ,X,X,O,X,O,X,X
JTOLIZS,X,X,O,O,X,O,X
JTOLSIZ,X,X,O,X,O,X,O
JTOLSZI,X,X,O,X,O,X,O
JTOLZIS,X,X,O,O,X,O,X
JTOLZSI,X,X,O,O,X,X,O
JTOSILZ,O,O,O,X,O,X,O
JTOSIZL,O,O,O,X,O,X,O
JTOSLIZ,O,O,O,X,O,X,O
JTOSLZI,O,O,O,X,O,X,O
JTOSZIL,O,O,O,X,O,X,O
JTOSZLI,O,O,O,X,O,X,O
JTOZILS,O,O,O,O,X,O,X
JTOZISL,O,O,O,O,O,X,O
JTOZLIS,O,O,O,O,X,O,X
JTOZLSI,O,O,O,O,X,X,O
JTOZSIL,O,O,O,O,O,X,O
JTOZSLI,O,O,O,O,O,X,O
JITLSZO,X,X,X,O,O,X,X
JITLSOZ,X,X,X,X,O,X,X
JITLZSO,X,X,X,O,X,X,X
JITLZOS,X,X,O,O,X,O,X
JITLOSZ,X,X,O,X,O,X,X
JITLOZS,X,X,O,O,X,O,X
JITSLZO,O,O,X,O,O,X,O
JITSLOZ,O,O,X,X,O,X,O
JITSZLO,O,O,X,O,O,X,O
JITSZOL,O,O,X,O,O,X,O
JITSOLZ,O,O,X,X,O,X,O
JITSOZL,O,O,X,X,O,X,O
JITZLSO,O,O,X,O,X,X,X
JITZLOS,O,O,O,O,X,O,X
JITZSLO,O,O,X,O,O,X,O
JITZSOL,O,O,X,O,O,X,O
JITZOLS,O,O,O,O,X,O,X
JITZOSL,O,O,X,O,O,X,O
JITOLSZ,X,X,O,X,O,X,X
JITOLZS,X,X,O,O,X,O,X
JITOSLZ,O,O,X,X,O,X,O
JITOSZL,O,O,X,X,O,X,O
JITOZLS,O,O,X,O,X,O,X
JITOZSL,O,O,X,O,O,X,O
JILTSZO,X,X,X,O,O,X,X
JILTSOZ,X,X,X,X,O,X,X
JILTZSO,X,X,X,O,X,X,X
JILTZOS,X,X,O,O,X,O,X
JILTOSZ,X,X,O,X,O,X,X
JILTOZS,X,X,O,O,X,O,X
JILSTZO,X,X,O,X,X,X,X
JILSTOZ,X,X,O,X,O,X,X
JILSZTO,X,X,O,X,X,X,X
JILSZOT,X,X,O,O,O,X,X
JILSOTZ,X,X,O,X,O,X,X
JILSOZT,X,X,O,X,O,X,X
JILZTSO,X,X,X,O,X,X,X
JILZTOS,X,X,O,O,X,X,X
JILZSTO,X,X,O,X,X,X,X
JILZSOT,X,X,O,O,X,X,X
JILZOTS,X,X,O,O,X,X,X
JILZOST,X,X,O,O,X,X,X
JILOTSZ,X,X,O,X,O,X,X
JILOTZS,X,X,O,X,X,O,X
JILOSTZ,X,X,O,X,O,X,X
JILOSZT,X,X,O,X,O,X,X
JILOZTS,X,X,O,O,X,X,X
JILOZST,X,X,O,O,X,X,X
JISTLZO,O,X,O,X,O,X,O
JISTLOZ,O,X,O,X,O,X,O
JISTZLO,O,X,O,X,O,X,O
JISTZOL,O,X,O,X,O,X,O
JISTOLZ,O,X,O,X,O,X,O
JISTOZL,O,X,X,X,O,X,O
JISLTZO,O,X,O,X,X,X,O
JISLTOZ,O,X,O,X,O,X,O
JISLZTO,O,O,O,X,X,X,O
JISLZOT,O,O,O,O,O,X,X
JISLOTZ,O,X,O,X,O,X,X
JISLOZT,O,O,O,X,O,X,X
JISZTLO,O,O,O,X,X,X,O
JISZTOL,O,O,O,X,X,X,O
JISZLTO,O,O,O,X,X,X,O
JISZLOT,O,O,O,O,O,X,X
JISZOTL,O,O,O,X,X,X,O
JISZOLT,O,O,O,O,O,X,X
JISOTLZ,O,X,O,X,O,X,O
JISOTZL,O,X,X,X,O,X,O
JISOLTZ,O,X,O,X,O,X,X
JISOLZT,O,O,O,X,O,X,X
JISOZTL,O,O,O,X,X,X,O
JISOZLT,O,O,O,X,O,X,X
JIZTLSO,X,O,X,O,X,X,X
JIZTLOS,X,O,O,O,X,X,X
JIZTSLO,O,O,X,O,O,X,O
JIZTSOL,O,O,X,O,O,X,O
JIZTOLS,X,O,O,O,X,X,X
JIZTOSL,O,O,X,O,O,X,O
JIZLTSO,X,O,X,O,X,X,X
JIZLTOS,X,O,O,O,X,X,X
JIZLSTO,O,O,O,X,X,X,X
JIZLSOT,O,O,O,O,X,X,X
JIZLOTS,X,O,O,O,X,X,X
JIZLOST,O,O,O,O,X,X,X
JIZSTLO,O,O,O,X,X,X,O
JIZSTOL,O,O,O,X,X,X,O
JIZSLTO,O,O,O,X,X,X,O
JIZSLOT,O,O,O,O,O,X,X
JIZSOTL,O,O,O,X,X,X,O
JIZSOLT,O,O,O,O,O,X,X
JIZOTLS,X,O,O,O,X,X,X
JIZOTSL,O,O,X,O,O,X,X
JIZOLTS,X,O,O,O,X,X,X
JIZOLST,O,O,O,O,X,X,X
JIZOSTL,O,O,O,X,X,X,X
JIZOSLT,O,O,O,O,O,X,X
JIOTLSZ,X,X,O,X,O,X,X
JIOTLZS,X,X,O,X,X,O,X
JIOTSLZ,O,O,X,X,O,X,X
JIOTSZL,O,O,X,X,O,X,X
JIOTZLS,O,O,X,X,X,O,X
JIOTZSL,O,O,X,X,O,X,X
JIOLTSZ,X,X,O,X,O,X,X
JIOLTZS,X,X,O,X,X,O,X
JIOLSTZ,X,X,O,X,O,X,X
JIOLSZT,X,X,O,X,O,X,X
JIOLZTS,X,X,O,O,X,X,X
JIOLZST,X,X,O,O,X,X,X
JIOSTLZ,O,X,O,X,O,X,X
JIOSTZL,O,X,X,X,O,X,X
JIOSLTZ,O,X,O,X,O,X,X
JIOSLZT,O,O,O,X,O,X,X
JIOSZTL,O,O,X,X,X,X,X
JIOSZLT,O,O,O,X,O,X,X
JIOZTLS,X,O,O,O,X,X,X
JIOZTSL,O,O,X,X,O,X,X
JIOZLTS,X,O,O,O,X,X,X
JIOZLST,O,O,O,O,X,X,X
JIOZSTL,O,O,X,X,X,X,X
JIOZSLT,O,O,O,O,O,X,X
JLTISZO,X,X,O,O,O,X,X
JLTISOZ,X,X,O,X,O,X,X
JLTIZSO,X,X,O,O,X,X,X
JLTIZOS,X,X,O,O,X,O,X
JLTIOSZ,X,X,O,X,O,X,X
JLTIOZS,X,X,O,O,X,O,X
JLTSIZO,X,X,O,O,O,X,O
JLTSIOZ,X,X,O,X,O,X,O
JLTSZIO,X,X,O,O,O,X,O
JLTSZOI,X,X,O,O,O,X,O
JLTSOIZ,X,X,O,X,O,X,O
JLTSOZI,X,X,O,X,O,X,O
JLTZISO,X,X,O,O,X,X,X
JLTZIOS,X,X,O,O,X,O,X
JLTZSIO,X,X,O,O,X,X,O
JLTZSOI,X,X,O,O,X,X,O
JLTZOIS,X,X,O,O,X,O,X
JLTZOSI,X,X,O,O,X,X,O
JLTOISZ,X,X,O,X,O,X,X
JLTOIZS,X,X,O,O,X,O,X
JLTOSIZ,X,X,O,X,O,X,O
JLTOSZI,X,X,O,X,O,X,O
JLTOZIS,X,X,O,O,X,O,X
JLTOZSI,X,X,O,O,X,X,O
JLITSZO,X,X,X,O,O,X,X
JLITSOZ,X,X,X,X,O,X,X
JLITZSO,X,X,X,O,X,X,X
