sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
STZIOLSJ,O,O,X,X,X,X,X,X,O
STZIOJLS,O,O,X,X,X,X,X,O,O
STZIOJSL,O,O,X,O,X,X,X,O,O
STZIOSLJ,O,O,X,X,X,X,X,O,O
STZIOSJL,O,O,X,X,X,X,X,O,O
STZLIJSO,O,X,O,O,X,O,X,O,O
STZLIJOS,X,X,O,O,X,X,O,O,O
STZLISJO,O,O,O,O,X,O,X,O,O
STZLISOJ,O,O,O,O,X,O,X,O,O
STZLIOJS,X,X,O,O,X,X,X,O,X
STZLIOSJ,O,X,O,O,X,X,X,O,O
STZLJISO,O,O,O,O,X,O,X,O,O
STZLJIOS,X,X,O,O,X,X,O,O,O
STZLJSIO,O,O,O,O,X,O,X,O,O
STZLJSOI,O,O,O,O,O,O,O,O,O
STZLJOIS,X,X,O,O,O,X,O,O,O
STZLJOSI,X,X,O,O,O,O,O,O,O
STZLSIJO,O,O,O,O,X,O,X,O,O
STZLSIOJ,O,O,O,O,X,O,X,O,O
STZLSJIO,O,O,O,O,X,O,X,O,O
STZLSJOI,O,O,O,O,O,O,O,O,O
STZLSOIJ,O,O,O,O,X,O,X,O,O
STZLSOJI,O,O,O,O,X,O,X,O,O
STZLOIJS,X,X,O,O,X,X,X,O,X
STZLOISJ,O,O,O,O,X,X,X,O,O
STZLOJIS,X,O,O,O,X,X,O,O,O
STZLOJSI,X,O,O,O,X,O,O,O,O
STZLOSIJ,O,O,O,O,X,O,X,O,O
STZLOSJI,O,O,O,O,X,O,X,O,O
STZJILSO,O,O,O,O,X,X,X,O,O
STZJILOS,X,X,O,O,X,X,O,O,O
STZJISLO,O,O,O,O,X,X,X,O,O
STZJISOL,O,O,X,O,O,O,X,O,O
STZJIOLS,X,X,X,X,O,X,X,O,O
STZJIOSL,X,O,X,O,O,X,X,O,O
STZJLISO,O,O,O,O,X,O,X,O,O
STZJLIOS,X,X,O,O,X,X,O,O,O
STZJLSIO,O,O,O,O,X,O,X,O,O
STZJLSOI,O,O,O,O,O,O,O,O,O
STZJLOIS,X,X,O,O,O,X,O,O,O
STZJLOSI,X,X,O,O,O,O,O,O,O
STZJSILO,O,O,O,O,X,X,X,O,O
STZJSIOL,O,O,X,O,O,O,X,O,O
STZJSLIO,O,O,O,O,X,O,X,O,O
STZJSLOI,O,O,O,O,O,O,O,O,O
STZJSOIL,O,O,X,O,O,O,X,O,O
STZJSOLI,O,O,O,O,O,O,X,O,O
STZJOILS,X,O,X,O,O,X,X,O,O
STZJOISL,X,O,X,O,O,X,X,O,O
STZJOLIS,X,O,O,O,O,X,O,O,O
STZJOLSI,X,O,O,O,O,O,O,O,O
STZJOSIL,X,O,X,O,O,O,X,O,O
STZJOSLI,X,O,O,O,O,O,X,O,O
STZSILJO,O,O,O,O,X,O,X,O,O
STZSILOJ,O,O,O,O,X,O,X,O,O
STZSIJLO,O,O,O,O,X,X,X,O,O
STZSIJOL,O,O,X,O,O,O,X,O,O
STZSIOLJ,O,O,X,X,X,O,X,O,O
STZSIOJL,O,O,X,O,X,O,X,O,O
STZSLIJO,O,O,O,O,X,O,X,O,O
STZSLIOJ,O,O,O,O,X,O,X,O,O
STZSLJIO,O,O,O,O,X,O,X,O,O
STZSLJOI,O,O,O,O,O,O,O,O,O
STZSLOIJ,O,O,O,O,X,O,X,O,O
STZSLOJI,O,O,O,O,X,O,X,O,O
STZSJILO,O,O,O,O,X,X,X,O,O
STZSJIOL,O,O,X,O,O,O,X,O,O
STZSJLIO,O,O,O,O,X,O,X,O,O
STZSJLOI,O,O,O,O,O,O,O,O,O
STZSJOIL,O,O,X,O,O,O,X,O,O
STZSJOLI,O,O,O,O,O,O,X,O,O
STZSOILJ,O,O,X,X,X,O,X,O,O
STZSOIJL,O,O,X,O,X,O,X,O,O
STZSOLIJ,O,O,O,O,X,O,X,O,O
STZSOLJI,O,O,O,O,X,O,X,O,O
STZSOJIL,O,O,X,O,O,O,X,O,O
STZSOJLI,O,O,O,O,O,O,X,O,O
STZOILJS,O,X,X,O,X,X,X,O,X
STZOILSJ,O,O,X,O,X,X,X,X,O
STZOIJLS,O,O,X,O,X,X,X,O,O
STZOIJSL,O,O,X,O,X,X,X,O,O
STZOISLJ,O,O,X,O,X,X,X,O,O
STZOISJL,O,O,X,O,X,X,X,O,O
STZOLIJS,O,X,O,O,X,X,X,O,X
STZOLISJ,O,O,O,O,X,X,X,O,O
STZOLJIS,O,O,O,O,X,X,O,O,O
STZOLJSI,O,O,O,O,X,O,O,O,O
STZOLSIJ,O,O,O,O,X,O,X,O,O
STZOLSJI,O,O,O,O,X,O,X,O,O
STZOJILS,O,O,X,O,O,X,X,O,O
STZOJISL,O,O,X,O,O,X,X,O,O
STZOJLIS,O,O,O,O,O,X,O,O,O
STZOJLSI,O,O,O,O,O,O,O,O,O
STZOJSIL,O,O,X,O,O,O,X,O,O
STZOJSLI,O,O,O,O,O,O,X,O,O
STZOSILJ,O,O,X,O,X,O,X,O,O
STZOSIJL,O,O,X,O,X,O,X,O,O
STZOSLIJ,O,O,O,O,X,O,X,O,O
STZOSLJI,O,O,O,O,X,O,X,O,O
STZOSJIL,O,O,X,O,O,O,X,O,O
STZOSJLI,O,O,O,O,O,O,X,O,O
STOILJSZ,O,X,X,O,X,O,X,X,X
STOILJZS,O,X,X,O,X,X,X,X,X
STOILSJZ,O,X,X,O,X,O,X,O,O
STOILSZJ,O,X,X,O,X,O,X,O,O
STOILZJS,O,X,X,O,X,X,X,O,X
STOILZSJ,O,X,X,O,X,X,X,O,O
STOIJLSZ,O,O,X,X,X,O,X,X,X
STOIJLZS,O,O,X,X,X,X,X,X,X
STOIJSLZ,O,O,X,X,X,O,X,O,O
STOIJSZL,O,O,X,X,X,O,X,O,X
STOIJZLS,O,O,X,X,X,X,X,O,X
STOIJZSL,O,O,X,X,X,X,X,O,O
STOISLJZ,O,O,X,O,X,O,X,O,O
STOISLZJ,O,O,X,O,X,O,X,O,O
STOISJLZ,O,O,X,O,X,O,X,O,O
STOISJZL,O,O,X,O,X,O,X,O,X
STOISZLJ,O,O,X,O,X,O,X,O,O
STOISZJL,O,O,X,O,X,O,X,O,O
STOIZLJS,O,X,X,O,X,X,X,O,X
STOIZLSJ,O,O,X,O,X,X,X,X,O
STOIZJLS,O,O,X,O,X,X,X,O,O
STOIZJSL,O,O,X,O,X,X,X,O,O
STOIZSLJ,O,O,X,O,X,X,X,O,O
STOIZSJL,O,O,X,O,X,X,X,O,O
STOLIJSZ,O,X,O,O,X,O,X,X,X
STOLIJZS,O,X,O,O,X,X,X,X,X
STOLISJZ,O,X,O,O,X,O,X,O,O
STOLISZJ,O,X,O,O,X,O,X,O,O
STOLIZJS,O,X,O,O,X,X,X,O,X
STOLIZSJ,O,X,O,O,X,X,X,O,O
STOLJISZ,O,O,O,O,X,O,O,X,X
STOLJIZS,O,O,O,O,X,X,O,X,X
STOLJSIZ,O,O,O,O,X,O,O,X,X
STOLJSZI,O,O,O,O,X,O,O,X,X
STOLJZIS,O,O,O,O,X,X,O,X,X
STOLJZSI,O,O,O,O,X,O,O,X,X
STOLSIJZ,O,O,O,O,X,O,X,O,O
STOLSIZJ,O,O,O,O,X,O,X,O,O
STOLSJIZ,O,O,O,O,X,O,X,O,O
STOLSJZI,O,O,O,O,X,O,X,O,O
STOLSZIJ,O,O,O,O,X,O,X,O,O
STOLSZJI,O,O,O,O,X,O,X,O,O
STOLZIJS,O,X,O,O,X,X,X,O,X
STOLZISJ,O,O,O,O,X,X,X,O,O
STOLZJIS,O,O,O,O,X,X,O,O,O
STOLZJSI,O,O,O,O,X,O,O,O,O
STOLZSIJ,O,O,O,O,X,O,X,O,O
STOLZSJI,O,O,O,O,X,O,X,O,O
STOJILSZ,O,O,X,X,X,O,X,X,X
STOJILZS,O,O,X,X,O,X,X,X,X
STOJISLZ,O,O,X,X,X,O,X,O,O
STOJISZL,O,O,X,X,O,O,X,O,X
STOJIZLS,O,O,X,X,O,X,X,O,X
STOJIZSL,O,O,X,X,O,X,X,O,O
STOJLISZ,O,O,O,O,X,O,O,X,X
STOJLIZS,O,O,O,O,O,X,O,X,X
STOJLSIZ,O,O,O,O,X,O,O,X,X
STOJLSZI,O,O,O,O,X,O,O,X,X
STOJLZIS,O,O,O,O,O,X,O,X,X
STOJLZSI,O,O,O,O,O,O,O,X,X
STOJSILZ,O,O,X,O,X,O,X,O,O
STOJSIZL,O,O,X,O,O,O,X,O,X
STOJSLIZ,O,O,O,O,X,O,X,O,O
STOJSLZI,O,O,O,O,X,O,X,O,O
STOJSZIL,O,O,X,O,O,O,X,O,O
STOJSZLI,O,O,O,O,O,O,X,O,O
STOJZILS,O,O,X,O,O,X,X,O,O
STOJZISL,O,O,X,O,O,X,X,O,O
STOJZLIS,O,O,O,O,O,X,O,O,O
STOJZLSI,O,O,O,O,O,O,O,O,O
STOJZSIL,O,O,X,O,O,O,X,O,O
STOJZSLI,O,O,O,O,O,O,X,O,O
STOSILJZ,O,O,X,O,X,O,X,O,O
STOSILZJ,O,O,X,O,X,O,X,O,O
STOSIJLZ,O,O,X,O,X,O,X,O,O
STOSIJZL,O,O,X,O,X,O,X,O,X
STOSIZLJ,O,O,X,O,X,O,X,O,O
STOSIZJL,O,O,X,O,X,O,X,O,O
STOSLIJZ,O,O,O,O,X,O,X,O,O
STOSLIZJ,O,O,O,O,X,O,X,O,O
STOSLJIZ,O,O,O,O,X,O,X,O,O
STOSLJZI,O,O,O,O,X,O,X,O,O
STOSLZIJ,O,O,O,O,X,O,X,O,O
STOSLZJI,O,O,O,O,X,O,X,O,O
STOSJILZ,O,O,X,O,X,O,X,O,O
STOSJIZL,O,O,X,O,X,O,X,O,X
STOSJLIZ,O,O,O,O,X,O,X,O,O
STOSJLZI,O,O,O,O,X,O,X,O,O
STOSJZIL,O,O,X,O,X,O,X,O,O
STOSJZLI,O,O,O,O,X,O,X,O,O
STOSZILJ,O,O,X,O,X,O,X,O,O
STOSZIJL,O,O,X,O,X,O,X,O,O
STOSZLIJ,O,O,O,O,X,O,X,O,O
STOSZLJI,O,O,O,O,X,O,X,O,O
STOSZJIL,O,O,X,O,X,O,X,O,O
STOSZJLI,O,O,O,O,X,O,X,O,O
STOZILJS,O,X,X,O,X,X,X,O,X
STOZILSJ,O,O,X,O,X,X,X,X,O
STOZIJLS,O,O,X,O,X,X,X,O,O
STOZIJSL,O,O,X,O,X,X,X,O,O
STOZISLJ,O,O,X,O,X,X,X,O,O
STOZISJL,O,O,X,O,X,X,X,O,O
STOZLIJS,O,X,O,O,X,X,X,O,X
STOZLISJ,O,O,O,O,X,X,X,O,O
STOZLJIS,O,O,O,O,X,X,O,O,O
STOZLJSI,O,O,O,O,X,O,O,O,O
STOZLSIJ,O,O,O,O,X,O,X,O,O
STOZLSJI,O,O,O,O,X,O,X,O,O
STOZJILS,O,O,X,O,O,X,X,O,O
STOZJISL,O,O,X,O,O,X,X,O,O
STOZJLIS,O,O,O,O,O,X,O,O,O
STOZJLSI,O,O,O,O,O,O,O,O,O
STOZJSIL,O,O,X,O,O,O,X,O,O
STOZJSLI,O,O,O,O,O,O,X,O,O
STOZSILJ,O,O,X,O,X,O,X,O,O
STOZSIJL,O,O,X,O,X,O,X,O,O
STOZSLIJ,O,O,O,O,X,O,X,O,O
STOZSLJI,O,O,O,O,X,O,X,O,O
STOZSJIL,O,O,X,O,O,O,X,O,O
STOZSJLI,O,O,O,O,O,O,X,O,O
SITLJSZO,O,X,O,O,X,O,X,O,X
SITLJSOZ,O,X,O,X,X,O,X,O,O
SITLJZSO,O,X,O,O,X,O,X,O,X
SITLJZOS,X,X,O,O,X,X,O,O,X
SITLJOSZ,X,X,O,X,X,O,O,X,X
SITLJOZS,X,X,O,X,X,X,O,X,X
SITLSJZO,O,X,O,O,X,O,X,O,X
SITLSJOZ,O,X,O,X,X,O,X,O,O
SITLSZJO,O,X,O,O,X,O,X,O,O
SITLSZOJ,O,X,O,O,X,O,X,O,O
SITLSOJZ,O,X,O,X,X,O,X,O,O
SITLSOZJ,O,X,O,O,X,O,X,O,O
SITLZJSO,O,X,O,O,X,O,X,O,O
SITLZJOS,X,X,O,O,X,X,O,O,O
SITLZSJO,O,X,O,O,X,O,X,O,O
SITLZSOJ,O,X,O,O,X,O,X,O,O
SITLZOJS,X,X,O,O,X,X,X,O,X
SITLZOSJ,O,X,O,O,X,X,X,O,O
SITLOJSZ,O,X,O,X,X,O,X,X,X
SITLOJZS,O,X,O,X,X,X,X,X,X
SITLOSJZ,O,X,O,X,X,O,X,O,O
SITLOSZJ,O,X,O,O,X,O,X,O,O
SITLOZJS,O,X,O,O,X,X,X,O,X
SITLOZSJ,O,X,O,O,X,X,X,O,O
SITJLSZO,O,O,O,X,X,O,X,O,X
SITJLSOZ,O,O,O,X,X,O,X,O,O
SITJLZSO,O,O,O,X,X,O,X,O,X
SITJLZOS,X,X,O,X,X,X,O,O,X
SITJLOSZ,X,X,O,X,X,O,O,X,X
SITJLOZS,X,X,O,X,X,X,O,X,X
SITJSLZO,O,O,O,X,X,O,X,O,X
SITJSLOZ,O,O,O,X,X,O,X,O,O
SITJSZLO,O,O,O,X,X,X,X,O,X
SITJSZOL,O,O,X,X,X,O,X,O,X
SITJSOLZ,O,O,X,X,X,O,X,O,O
SITJSOZL,O,O,X,X,X,O,X,O,X
SITJZLSO,O,O,O,X,X,X,X,O,X
SITJZLOS,X,X,O,X,X,X,O,O,X
SITJZSLO,O,O,O,X,X,X,X,O,O
SITJZSOL,O,O,X,X,O,O,X,O,O
SITJZOLS,X,X,X,X,O,X,X,O,X
SITJZOSL,X,O,X,X,O,X,X,O,O
SITJOLSZ,O,X,X,X,X,O,X,X,X
SITJOLZS,O,X,X,X,O,X,X,X,X
SITJOSLZ,O,O,X,X,X,O,X,O,O
SITJOSZL,O,O,X,X,O,O,X,O,X
SITJOZLS,O,X,X,X,O,X,X,O,X
SITJOZSL,O,O,X,X,O,X,X,O,O
SITSLJZO,O,O,O,O,X,O,X,O,X
SITSLJOZ,O,O,O,X,X,O,X,O,O
SITSLZJO,O,O,O,O,X,O,X,O,O
SITSLZOJ,O,O,O,O,X,O,X,O,O
SITSLOJZ,O,O,O,X,X,O,X,O,O
SITSLOZJ,O,O,O,O,X,O,X,O,O
SITSJLZO,O,O,O,O,X,O,X,O,X
SITSJLOZ,O,O,O,X,X,O,X,O,O
SITSJZLO,O,O,O,O,X,X,X,O,X
SITSJZOL,O,O,X,O,X,O,X,O,X
SITSJOLZ,O,O,X,X,X,O,X,O,O
SITSJOZL,O,O,X,X,X,O,X,O,X
SITSZLJO,O,O,O,O,X,O,X,O,O
SITSZLOJ,O,O,O,O,X,O,X,O,O
SITSZJLO,O,O,O,O,X,X,X,O,O
SITSZJOL,O,O,X,O,X,O,X,O,O
SITSZOLJ,O,O,X,X,X,O,X,O,O
SITSZOJL,O,O,X,O,X,O,X,O,O
SITSOLJZ,O,O,X,X,X,O,X,O,O
SITSOLZJ,O,O,X,O,X,O,X,O,O
SITSOJLZ,O,O,X,X,X,O,X,O,O
SITSOJZL,O,O,X,X,X,O,X,O,X
SITSOZLJ,O,O,X,X,X,O,X,O,O
SITSOZJL,O,O,X,O,X,O,X,O,O
SITZLJSO,O,X,O,O,X,O,X,O,O
SITZLJOS,X,X,O,O,X,X,O,O,O
SITZLSJO,O,O,O,O,X,O,X,O,O
SITZLSOJ,O,O,O,O,X,O,X,O,O
SITZLOJS,X,X,O,O,X,X,X,O,X
SITZLOSJ,O,X,O,O,X,X,X,O,O
SITZJLSO,O,O,O,O,X,X,X,O,O
SITZJLOS,X,X,O,O,X,X,O,O,O
SITZJSLO,O,O,O,O,X,X,X,O,O
SITZJSOL,O,O,X,O,O,O,X,O,O
SITZJOLS,X,X,X,X,O,X,X,O,O
SITZJOSL,X,O,X,X,O,X,X,O,O
SITZSLJO,O,O,O,O,X,O,X,O,O
SITZSLOJ,O,O,O,O,X,O,X,O,O
SITZSJLO,O,O,O,O,X,X,X,O,O
SITZSJOL,O,O,X,O,O,O,X,O,O
SITZSOLJ,O,O,X,X,X,O,X,O,O
SITZSOJL,O,O,X,O,X,O,X,O,O
SITZOLJS,O,X,X,X,X,X,X,O,X
SITZOLSJ,O,O,X,X,X,X,X,X,O
SITZOJLS,O,O,X,X,X,X,X,O,O
SITZOJSL,O,O,X,X,X,X,X,O,O
SITZOSLJ,O,O,X,X,X,X,X,O,O
SITZOSJL,O,O,X,X,X,X,X,O,O
SITOLJSZ,O,X,X,X,X,O,X,X,X
SITOLJZS,O,X,X,X,X,X,X,X,X
SITOLSJZ,O,X,X,X,X,O,X,O,O
SITOLSZJ,O,X,X,X,X,O,X,O,O
SITOLZJS,O,X,X,X,X,X,X,O,X
SITOLZSJ,O,X,X,X,X,X,X,O,O
SITOJLSZ,O,O,X,X,X,O,X,X,X
SITOJLZS,O,O,X,X,X,X,X,X,X
SITOJSLZ,O,O,X,X,X,O,X,O,O
SITOJSZL,O,O,X,X,X,O,X,O,X
SITOJZLS,O,O,X,X,X,X,X,O,X
SITOJZSL,O,O,X,X,X,X,X,O,O
SITOSLJZ,O,O,X,X,X,O,X,O,O
SITOSLZJ,O,O,X,X,X,O,X,O,O
SITOSJLZ,O,O,X,X,X,O,X,O,O
SITOSJZL,O,O,X,X,X,O,X,O,X
SITOSZLJ,O,O,X,X,X,O,X,O,O
SITOSZJL,O,O,X,X,X,O,X,O,O
SITOZLJS,O,X,X,X,X,X,X,O,X
SITOZLSJ,O,O,X,X,X,X,X,X,O
SITOZJLS,O,O,X,X,X,X,X,O,O
SITOZJSL,O,O,X,X,X,X,X,O,O
SITOZSLJ,O,O,X,X,X,X,X,O,O
SITOZSJL,O,O,X,X,X,X,X,O,O
SILTJSZO,O,X,O,O,X,O,X,O,X
SILTJSOZ,O,X,O,X,X,O,X,O,O
SILTJZSO,O,X,O,O,X,O,X,O,X
SILTJZOS,X,X,O,O,X,X,O,O,X
SILTJOSZ,X,X,O,X,X,O,O,X,X
SILTJOZS,X,X,O,X,X,X,O,X,X
SILTSJZO,O,X,O,O,X,O,X,O,X
SILTSJOZ,O,X,O,X,X,O,X,O,O
SILTSZJO,O,X,O,O,X,O,X,O,O
SILTSZOJ,O,X,O,O,X,O,X,O,O
SILTSOJZ,O,X,O,X,X,O,X,O,O
SILTSOZJ,O,X,O,O,X,O,X,O,O
SILTZJSO,O,X,O,O,X,O,X,O,O
SILTZJOS,X,X,O,O,X,X,O,O,O
SILTZSJO,O,X,O,O,X,O,X,O,O
SILTZSOJ,O,X,O,O,X,O,X,O,O
SILTZOJS,X,X,O,O,X,X,X,O,X
SILTZOSJ,O,X,O,O,X,X,X,O,O
SILTOJSZ,O,X,O,O,X,O,X,X,X
SILTOJZS,O,X,O,O,X,X,X,X,X
SILTOSJZ,O,X,O,O,X,O,X,O,O
SILTOSZJ,O,X,O,O,X,O,X,O,O
SILTOZJS,O,X,O,O,X,X,X,O,X
SILTOZSJ,O,X,O,O,X,X,X,O,X
SILJTSZO,O,O,O,O,X,O,X,O,X
SILJTSOZ,O,O,O,X,X,O,X,O,X
SILJTZSO,O,X,O,O,X,O,X,O,X
SILJTZOS,X,X,O,O,X,X,O,O,X
SILJTOSZ,X,X,O,X,X,O,O,X,X
SILJTOZS,X,X,O,X,X,X,O,X,X
SILJSTZO,O,O,O,X,X,O,X,O,X
SILJSTOZ,O,O,O,X,X,O,X,O,X
SILJSZTO,O,O,O,X,X,O,X,O,X
SILJSZOT,X,X,O,X,X,X,X,O,X
SILJSOTZ,O,O,O,X,X,O,X,X,X
SILJSOZT,X,X,O,X,X,X,X,X,X
SILJZTSO,X,X,O,O,X,O,X,O,X
SILJZTOS,X,X,O,O,X,X,O,O,X
SILJZSTO,X,O,O,O,X,O,X,O,X
SILJZSOT,X,X,O,O,X,X,X,O,X
SILJZOTS,X,X,O,O,X,X,X,O,X
SILJZOST,X,X,O,O,X,X,X,O,X
SILJOTSZ,X,X,O,O,X,O,X,X,X
SILJOTZS,X,X,O,O,X,X,X,X,X
SILJOSTZ,X,O,O,X,X,O,X,X,X
SILJOSZT,X,X,O,X,X,X,X,X,X
SILJOZTS,X,X,O,O,X,X,X,X,X
SILJOZST,X,X,O,O,X,X,X,X,X
SILSTJZO,O,O,O,O,X,O,X,O,X
SILSTJOZ,O,O,O,X,X,O,X,O,O
SILSTZJO,O,O,O,O,X,O,X,O,O
SILSTZOJ,O,O,O,O,X,O,X,O,O
SILSTOJZ,O,O,O,X,X,O,X,O,O
SILSTOZJ,O,O,O,O,X,O,X,O,O
SILSJTZO,O,O,O,X,X,O,X,O,X
SILSJTOZ,O,O,O,X,X,O,X,O,X
SILSJZTO,O,O,O,X,X,O,X,O,X
SILSJZOT,X,X,O,X,X,X,X,O,X
SILSJOTZ,O,O,O,X,X,O,X,X,X
SILSJOZT,O,X,O,X,X,X,X,X,X
SILSZTJO,O,X,O,O,X,O,X,O,O
SILSZTOJ,O,X,O,O,X,O,X,O,O
SILSZJTO,O,X,O,O,X,O,X,O,O
SILSZJOT,X,X,O,O,X,X,X,O,O
SILSZOTJ,X,X,O,O,X,O,X,O,O
SILSZOJT,X,X,O,O,X,X,X,O,O
SILSOTJZ,O,O,O,O,X,O,X,O,O
SILSOTZJ,O,O,O,O,X,O,X,O,O
SILSOJTZ,O,O,O,X,X,O,X,X,X
SILSOJZT,O,O,O,X,X,X,X,X,X
SILSOZTJ,O,X,O,O,X,O,X,O,O
SILSOZJT,O,X,O,O,X,X,X,O,O
SILZTJSO,O,X,O,O,X,O,X,O,O
SILZTJOS,X,X,O,O,X,X,O,O,O
SILZTSJO,O,X,O,O,X,O,X,O,O
SILZTSOJ,O,X,O,O,X,O,X,O,O
SILZTOJS,X,X,O,O,X,X,X,O,X
SILZTOSJ,O,X,O,O,X,X,X,O,O
SILZJTSO,X,X,O,O,X,O,X,O,O
SILZJTOS,X,X,O,O,X,X,O,O,O
SILZJSTO,X,X,O,O,X,O,X,O,O
SILZJSOT,X,X,O,O,X,X,X,O,O
SILZJOTS,X,X,O,O,X,X,X,O,O
SILZJOST,X,X,O,O,X,X,X,O,O
SILZSTJO,O,X,O,O,X,O,X,O,O
SILZSTOJ,O,X,O,O,X,O,X,O,O
SILZSJTO,O,X,O,O,X,O,X,O,O
SILZSJOT,X,X,O,O,X,X,X,O,O
SILZSOTJ,X,X,O,O,X,O,X,O,O
SILZSOJT,X,X,O,O,X,X,X,O,O
SILZOTJS,X,X,O,O,X,X,X,O,X
SILZOTSJ,X,X,O,O,X,X,X,O,O
SILZOJTS,X,X,O,O,X,X,X,O,X
SILZOJST,X,X,O,O,X,X,X,O,X
SILZOSTJ,X,X,O,O,X,X,X,O,O
SILZOSJT,X,X,O,O,X,X,X,O,X
SILOTJSZ,O,X,O,O,X,O,X,X,X
SILOTJZS,O,X,O,O,X,X,X,X,X
SILOTSJZ,O,X,O,O,X,O,X,O,X
SILOTSZJ,O,X,O,O,X,O,X,O,X
SILOTZJS,O,X,O,O,X,X,X,O,X
SILOTZSJ,O,X,O,O,X,X,X,O,X
SILOJTSZ,O,O,O,O,X,O,X,X,X
SILOJTZS,O,X,O,O,X,X,X,X,X
SILOJSTZ,O,O,O,X,X,O,X,X,X
SILOJSZT,O,O,O,X,X,X,X,X,X
SILOJZTS,X,X,O,O,X,X,X,X,X
SILOJZST,X,O,O,O,X,X,X,X,X
SILOSTJZ,O,O,O,O,X,O,X,O,X
SILOSTZJ,O,O,O,O,X,O,X,O,X
SILOSJTZ,O,O,O,X,X,O,X,X,X
SILOSJZT,O,O,O,X,X,X,X,X,X
SILOSZTJ,O,X,O,O,X,O,X,O,X
SILOSZJT,O,X,O,O,X,X,X,O,X
SILOZTJS,O,X,O,O,X,X,X,O,X
SILOZTSJ,O,X,O,O,X,X,X,O,X
SILOZJTS,X,X,O,O,X,X,X,O,X
SILOZJST,X,X,O,O,X,X,X,O,X
SILOZSTJ,O,X,O,O,X,X,X,O,X
SILOZSJT,O,X,O,O,X,X,X,O,X
SIJTLSZO,O,O,O,X,X,O,X,X,X
SIJTLSOZ,O,O,O,X,X,O,X,X,X
SIJTLZSO,O,O,O,X,X,O,X,X,X
SIJTLZOS,X,X,O,X,X,X,O,X,X
SIJTLOSZ,X,X,O,X,X,O,O,X,X
SIJTLOZS,X,X,O,X,X,X,O,X,X
SIJTSLZO,O,O,O,X,X,O,X,X,X
SIJTSLOZ,O,O,O,X,X,O,X,X,X
SIJTSZLO,O,O,O,X,X,X,X,X,X
SIJTSZOL,O,O,X,X,X,O,X,X,X
SIJTSOLZ,O,O,X,X,X,O,X,X,X
SIJTSOZL,O,O,X,X,X,O,X,X,X
SIJTZLSO,O,O,O,X,X,X,X,X,X
SIJTZLOS,X,X,O,X,X,X,O,X,X
SIJTZSLO,O,O,O,X,X,X,X,X,X
SIJTZSOL,O,O,X,X,O,O,X,X,X
SIJTZOLS,X,X,X,X,O,X,X,X,X
SIJTZOSL,X,O,X,X,O,X,X,X,X
SIJTOLSZ,O,X,X,X,X,O,X,X,X
SIJTOLZS,O,X,X,X,O,X,X,X,X
SIJTOSLZ,O,O,X,X,X,O,X,X,X
SIJTOSZL,O,O,X,X,O,O,X,X,X
SIJTOZLS,O,X,X,X,O,X,X,X,X
SIJTOZSL,O,O,X,X,O,X,X,X,X
SIJLTSZO,O,O,O,X,X,O,X,X,X
SIJLTSOZ,O,O,O,X,X,O,X,X,X
SIJLTZSO,O,O,O,X,X,O,X,X,X
SIJLTZOS,X,X,O,X,X,X,O,X,X
SIJLTOSZ,X,X,O,X,X,O,O,X,X
SIJLTOZS,X,X,O,X,X,X,O,X,X
SIJLSTZO,O,O,O,X,X,O,X,X,X
SIJLSTOZ,O,O,O,X,X,O,X,X,X
SIJLSZTO,O,O,O,X,X,O,X,X,X
SIJLSZOT,X,X,O,X,X,X,X,X,X
SIJLSOTZ,O,O,O,X,X,O,X,X,X
SIJLSOZT,X,X,O,X,X,X,X,X,X
SIJLZTSO,X,O,O,X,X,O,X,X,X
SIJLZTOS,X,X,O,X,X,X,O,X,X
SIJLZSTO,X,O,O,X,X,O,X,X,X
SIJLZSOT,X,X,O,X,X,X,X,X,X
SIJLZOTS,X,X,O,X,X,X,X,X,X
SIJLZOST,X,X,O,X,X,X,X,X,X
SIJLOTSZ,X,X,O,X,X,O,X,X,X
SIJLOTZS,X,X,O,X,X,X,X,X,X
SIJLOSTZ,X,O,O,X,X,O,X,X,X
SIJLOSZT,X,X,O,X,X,X,X,X,X
SIJLOZTS,X,X,O,X,X,X,X,X,X
SIJLOZST,X,X,O,X,X,X,X,X,X
SIJSTLZO,O,O,O,X,X,O,X,X,X
SIJSTLOZ,O,O,O,X,X,O,X,X,X
SIJSTZLO,O,O,O,X,X,X,X,X,X
SIJSTZOL,O,O,X,X,X,O,X,X,X
