sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SJLOZTSI,X,X,O,O,O,X,O,X,X
SJLOZITS,X,X,O,O,O,X,X,X,X
SJLOZIST,X,O,O,O,O,X,X,X,X
SJLOZSTI,X,O,O,O,O,X,X,X,X
SJLOZSIT,X,O,O,O,O,X,X,X,X
SJSTILZO,O,O,O,X,X,O,X,O,X
SJSTILOZ,O,O,O,X,X,O,X,O,O
SJSTIZLO,O,O,O,X,X,X,X,O,X
SJSTIZOL,O,O,X,X,X,O,X,O,X
SJSTIOLZ,O,O,X,X,X,O,X,O,O
SJSTIOZL,O,O,X,X,X,O,X,O,X
SJSTLIZO,O,O,O,X,X,O,X,O,X
SJSTLIOZ,O,O,O,X,X,O,X,O,O
SJSTLZIO,O,O,O,X,X,O,X,O,O
SJSTLZOI,O,O,O,X,X,O,O,O,O
SJSTLOIZ,O,O,O,X,X,O,O,O,O
SJSTLOZI,O,O,O,X,X,O,O,O,O
SJSTZILO,O,O,O,X,X,X,X,O,O
SJSTZIOL,O,O,X,X,O,O,X,O,O
SJSTZLIO,O,O,O,X,X,O,X,O,O
SJSTZLOI,O,O,O,X,O,O,O,O,O
SJSTZOIL,O,O,X,X,O,O,X,O,O
SJSTZOLI,O,O,O,X,O,O,X,O,O
SJSTOILZ,O,O,X,X,X,O,X,O,O
SJSTOIZL,O,O,X,X,O,O,X,O,X
SJSTOLIZ,O,O,O,X,X,O,X,O,O
SJSTOLZI,O,O,O,X,X,O,X,O,O
SJSTOZIL,O,O,X,X,O,O,X,O,O
SJSTOZLI,O,O,O,X,O,O,X,O,O
SJSITLZO,O,O,O,X,X,O,X,X,X
SJSITLOZ,O,O,O,X,X,O,X,X,X
SJSITZLO,O,O,O,X,X,X,X,X,X
SJSITZOL,O,O,X,X,X,O,X,X,X
SJSITOLZ,O,O,X,X,X,O,X,X,X
SJSITOZL,O,O,X,X,X,O,X,X,X
SJSILTZO,O,O,O,X,X,O,X,X,X
SJSILTOZ,O,O,O,X,X,O,X,X,X
SJSILZTO,O,O,O,X,X,O,X,X,X
SJSILZOT,X,X,O,X,X,X,X,X,X
SJSILOTZ,O,O,O,X,X,O,X,X,X
SJSILOZT,O,X,O,X,X,X,X,X,X
SJSIZTLO,O,O,O,X,X,X,X,X,X
SJSIZTOL,O,O,X,X,X,O,X,X,X
SJSIZLTO,O,O,O,X,X,X,X,X,X
SJSIZLOT,X,X,O,X,X,X,X,X,X
SJSIZOTL,O,O,X,X,X,X,X,X,X
SJSIZOLT,O,X,X,X,X,X,X,X,X
SJSIOTLZ,O,O,X,X,X,O,X,X,X
SJSIOTZL,O,O,X,X,X,O,X,X,X
SJSIOLTZ,O,O,X,X,X,O,X,X,X
SJSIOLZT,O,X,X,X,X,X,X,X,X
SJSIOZTL,O,O,X,X,X,X,X,X,X
SJSIOZLT,O,X,X,X,X,X,X,X,X
SJSLTIZO,O,O,O,X,X,O,X,O,X
SJSLTIOZ,O,O,O,X,X,O,X,O,O
SJSLTZIO,O,O,O,X,X,O,X,O,O
SJSLTZOI,O,O,O,X,X,O,O,O,O
SJSLTOIZ,O,O,O,X,X,O,O,O,O
SJSLTOZI,O,O,O,X,X,O,O,O,O
SJSLITZO,O,O,O,X,X,O,X,O,X
SJSLITOZ,O,O,O,X,X,O,X,O,X
SJSLIZTO,O,O,O,X,X,O,X,O,X
SJSLIZOT,X,X,O,X,X,X,X,O,X
SJSLIOTZ,O,O,O,X,X,O,X,X,X
SJSLIOZT,O,X,O,X,X,X,X,X,X
SJSLZTIO,O,O,O,X,X,O,X,O,O
SJSLZTOI,O,O,O,X,X,O,O,O,O
SJSLZITO,O,O,O,X,X,O,X,O,O
SJSLZIOT,X,X,O,X,X,X,X,O,O
SJSLZOTI,X,X,O,X,X,X,X,O,O
SJSLZOIT,X,X,O,X,X,X,X,O,O
SJSLOTIZ,O,O,O,X,X,O,X,O,O
SJSLOTZI,O,O,O,X,X,O,X,O,O
SJSLOITZ,O,O,O,X,X,O,X,X,X
SJSLOIZT,O,O,O,X,X,X,X,X,X
SJSLOZTI,O,O,O,X,X,X,X,O,O
SJSLOZIT,O,O,O,X,X,X,X,O,O
SJSZTILO,O,O,O,X,X,X,X,O,O
SJSZTIOL,O,O,X,X,O,O,X,O,O
SJSZTLIO,O,O,O,X,X,O,X,O,O
SJSZTLOI,O,O,O,X,O,O,X,O,O
SJSZTOIL,O,O,X,X,O,O,X,O,O
SJSZTOLI,O,O,O,X,O,O,X,O,O
SJSZITLO,O,O,O,X,X,X,X,O,O
SJSZITOL,O,O,X,X,O,O,X,O,O
SJSZILTO,O,O,O,X,X,X,X,O,O
SJSZILOT,X,X,O,X,X,X,X,O,O
SJSZIOTL,O,O,X,X,O,X,X,O,O
SJSZIOLT,O,X,X,X,O,X,X,O,O
SJSZLTIO,O,O,O,X,X,O,X,O,O
SJSZLTOI,O,O,O,X,O,O,X,O,O
SJSZLITO,O,O,O,X,X,O,X,O,O
SJSZLIOT,X,X,O,X,X,X,X,O,O
SJSZLOTI,X,X,O,X,O,X,X,O,O
SJSZLOIT,X,X,O,X,O,X,X,O,O
SJSZOTIL,O,O,X,X,O,X,X,O,O
SJSZOTLI,O,O,O,X,O,X,X,O,O
SJSZOITL,O,O,X,X,O,X,X,O,O
SJSZOILT,O,O,X,X,O,X,X,O,O
SJSZOLTI,O,O,O,X,O,X,X,O,O
SJSZOLIT,O,O,O,X,O,X,X,O,O
SJSOTILZ,O,O,X,X,X,O,X,O,O
SJSOTIZL,O,O,X,X,O,O,X,O,X
SJSOTLIZ,O,O,O,X,X,O,X,O,O
SJSOTLZI,O,O,O,X,X,O,X,O,O
SJSOTZIL,O,O,X,X,O,O,X,O,O
SJSOTZLI,O,O,O,X,O,O,X,O,O
SJSOITLZ,O,O,X,X,X,O,X,X,X
SJSOITZL,O,O,X,X,O,O,X,X,X
SJSOILTZ,O,O,X,X,X,O,X,X,X
SJSOILZT,O,O,X,X,X,X,X,X,X
SJSOIZTL,O,O,X,X,O,X,X,X,X
SJSOIZLT,O,O,X,X,O,X,X,X,X
SJSOLTIZ,O,O,O,X,X,O,X,O,O
SJSOLTZI,O,O,O,X,X,O,X,O,O
SJSOLITZ,O,O,O,X,X,O,X,X,X
SJSOLIZT,O,O,O,X,X,X,X,X,X
SJSOLZTI,O,O,O,X,X,X,X,O,O
SJSOLZIT,O,O,O,X,X,X,X,O,O
SJSOZTIL,O,O,X,X,O,X,X,O,O
SJSOZTLI,O,O,O,X,O,X,X,O,O
SJSOZITL,O,O,X,X,O,X,X,O,O
SJSOZILT,O,O,X,X,O,X,X,O,O
SJSOZLTI,O,O,O,X,O,X,X,O,O
SJSOZLIT,O,O,O,X,O,X,X,O,O
SJZTILSO,X,O,O,O,X,X,X,O,O
SJZTILOS,X,X,O,O,X,X,O,O,O
SJZTISLO,X,O,O,O,X,X,X,O,O
SJZTISOL,X,O,X,O,O,O,X,O,O
SJZTIOLS,X,X,X,X,O,X,X,O,O
SJZTIOSL,X,O,X,X,O,X,X,O,O
SJZTLISO,X,O,O,O,X,O,X,O,O
SJZTLIOS,X,X,O,O,X,X,O,O,O
SJZTLSIO,X,O,O,O,X,O,X,O,O
SJZTLSOI,X,O,O,O,O,O,O,O,O
SJZTLOIS,X,X,O,O,O,X,O,O,O
SJZTLOSI,X,X,O,O,O,O,O,O,O
SJZTSILO,X,O,O,O,X,X,X,O,O
SJZTSIOL,X,O,X,O,O,O,X,O,O
SJZTSLIO,X,O,O,O,X,O,X,O,O
SJZTSLOI,X,O,O,O,O,O,O,O,O
SJZTSOIL,X,O,X,O,O,O,X,O,O
SJZTSOLI,X,O,O,O,O,O,X,O,O
SJZTOILS,X,O,X,O,O,X,X,O,O
SJZTOISL,X,O,X,O,O,X,X,O,O
SJZTOLIS,X,O,O,O,O,X,O,O,O
SJZTOLSI,X,O,O,O,O,O,O,O,O
SJZTOSIL,X,O,X,O,O,O,X,O,O
SJZTOSLI,X,O,O,O,O,O,X,O,O
SJZITLSO,X,O,O,O,X,X,X,O,O
SJZITLOS,X,X,O,O,X,X,X,O,O
SJZITSLO,X,O,O,O,X,X,X,O,O
SJZITSOL,X,O,X,O,O,O,X,O,O
SJZITOLS,X,X,X,X,O,X,X,O,O
SJZITOSL,X,O,X,X,O,X,X,O,O
SJZILTSO,X,O,O,O,X,X,X,O,O
SJZILTOS,X,X,O,O,X,X,X,O,O
SJZILSTO,X,O,O,O,X,X,X,O,O
SJZILSOT,X,X,O,O,X,X,X,O,O
SJZILOTS,X,X,O,O,X,X,X,O,O
SJZILOST,X,X,O,O,X,X,X,O,O
SJZISTLO,X,O,O,X,X,X,X,O,O
SJZISTOL,X,O,X,X,O,O,X,O,O
SJZISLTO,X,O,O,X,X,X,X,O,O
SJZISLOT,X,X,O,X,X,X,X,O,O
SJZISOTL,X,O,X,X,O,X,X,O,O
SJZISOLT,X,X,X,X,O,X,X,O,O
SJZIOTLS,X,X,X,O,O,X,X,O,O
SJZIOTSL,X,O,X,O,O,X,X,O,O
SJZIOLTS,X,X,X,O,O,X,X,X,O
SJZIOLST,X,X,X,O,O,X,X,X,O
SJZIOSTL,X,O,X,X,O,X,X,O,O
SJZIOSLT,X,X,X,X,O,X,X,O,O
SJZLTISO,X,O,O,O,X,O,X,O,O
SJZLTIOS,X,X,O,O,X,X,O,O,O
SJZLTSIO,X,O,O,O,X,O,X,O,O
SJZLTSOI,X,O,O,O,O,O,O,O,O
SJZLTOIS,X,X,O,O,O,X,O,O,O
SJZLTOSI,X,X,O,O,O,O,O,O,O
SJZLITSO,X,O,O,O,X,O,X,O,O
SJZLITOS,X,X,O,O,X,X,O,O,O
SJZLISTO,X,O,O,O,X,O,X,O,O
SJZLISOT,X,X,O,O,X,X,X,O,O
SJZLIOTS,X,X,O,O,X,X,X,O,O
SJZLIOST,X,X,O,O,X,X,X,O,O
SJZLSTIO,X,O,O,O,X,O,X,O,O
SJZLSTOI,X,O,O,O,O,O,O,O,O
SJZLSITO,X,O,O,O,X,O,X,O,O
SJZLSIOT,X,X,O,O,X,X,X,O,O
SJZLSOTI,X,X,O,O,O,X,X,O,O
SJZLSOIT,X,X,O,O,O,X,X,O,O
SJZLOTIS,X,X,O,O,O,X,O,O,O
SJZLOTSI,X,X,O,O,O,X,O,O,O
SJZLOITS,X,X,O,O,O,X,X,O,O
SJZLOIST,X,X,O,O,O,X,X,O,O
SJZLOSTI,X,X,O,O,O,X,X,O,O
SJZLOSIT,X,X,O,O,O,X,X,O,O
SJZSTILO,X,O,O,O,X,X,X,O,O
SJZSTIOL,X,O,X,O,O,O,X,O,O
SJZSTLIO,X,O,O,O,X,O,X,O,O
SJZSTLOI,X,O,O,O,O,O,X,O,O
SJZSTOIL,X,O,X,O,O,O,X,O,O
SJZSTOLI,X,O,O,O,O,O,X,O,O
SJZSITLO,X,O,O,X,X,X,X,O,O
SJZSITOL,X,O,X,X,O,O,X,O,O
SJZSILTO,X,O,O,X,X,X,X,O,O
SJZSILOT,X,X,O,X,X,X,X,O,O
SJZSIOTL,X,O,X,X,O,X,X,O,O
SJZSIOLT,X,X,X,X,O,X,X,O,O
SJZSLTIO,X,O,O,O,X,O,X,O,O
SJZSLTOI,X,O,O,O,O,O,X,O,O
SJZSLITO,X,O,O,O,X,O,X,O,O
SJZSLIOT,X,X,O,O,X,X,X,O,O
SJZSLOTI,X,X,O,O,O,X,X,O,O
SJZSLOIT,X,X,O,O,O,X,X,O,O
SJZSOTIL,X,O,X,O,O,X,X,O,O
SJZSOTLI,X,O,O,O,O,X,X,O,O
SJZSOITL,X,O,X,X,O,X,X,O,O
SJZSOILT,X,O,X,X,O,X,X,O,O
SJZSOLTI,X,O,O,O,O,X,X,O,O
SJZSOLIT,X,O,O,O,O,X,X,O,O
SJZOTILS,X,O,X,O,O,X,X,O,O
SJZOTISL,X,O,X,O,O,X,X,O,O
SJZOTLIS,X,O,O,O,O,X,X,O,O
SJZOTLSI,X,O,O,O,O,X,X,O,O
SJZOTSIL,X,O,X,O,O,X,X,O,O
SJZOTSLI,X,O,O,O,O,X,X,O,O
SJZOITLS,X,O,X,O,O,X,X,O,O
SJZOITSL,X,O,X,O,O,X,X,O,O
SJZOILTS,X,O,X,O,O,X,X,X,O
SJZOILST,X,O,X,O,O,X,X,X,O
SJZOISTL,X,O,X,X,O,X,X,O,O
SJZOISLT,X,O,X,X,O,X,X,O,O
SJZOLTIS,X,O,O,O,O,X,X,O,O
SJZOLTSI,X,O,O,O,O,X,X,O,O
SJZOLITS,X,O,O,O,O,X,X,O,O
SJZOLIST,X,O,O,O,O,X,X,O,O
SJZOLSTI,X,O,O,O,O,X,X,O,O
SJZOLSIT,X,O,O,O,O,X,X,O,O
SJZOSTIL,X,O,X,O,O,X,X,O,O
SJZOSTLI,X,O,O,O,O,X,X,O,O
SJZOSITL,X,O,X,X,O,X,X,O,O
SJZOSILT,X,O,X,X,O,X,X,O,O
SJZOSLTI,X,O,O,O,O,X,X,O,O
SJZOSLIT,X,O,O,O,O,X,X,O,O
SJOTILSZ,O,O,X,X,X,O,X,X,X
SJOTILZS,O,O,X,X,O,X,X,X,X
SJOTISLZ,O,O,X,X,X,O,X,O,O
SJOTISZL,O,O,X,X,O,O,X,O,X
SJOTIZLS,O,O,X,X,O,X,X,O,X
SJOTIZSL,O,O,X,X,O,X,X,O,O
SJOTLISZ,O,O,O,O,X,O,O,X,X
SJOTLIZS,O,O,O,O,O,X,O,X,X
SJOTLSIZ,O,O,O,O,X,O,O,X,X
SJOTLSZI,O,O,O,O,X,O,O,X,X
SJOTLZIS,O,O,O,O,O,X,O,X,X
SJOTLZSI,O,O,O,O,O,O,O,X,X
SJOTSILZ,O,O,X,O,X,O,X,O,O
SJOTSIZL,O,O,X,O,O,O,X,O,X
SJOTSLIZ,O,O,O,O,X,O,X,O,O
SJOTSLZI,O,O,O,O,X,O,X,O,O
SJOTSZIL,O,O,X,O,O,O,X,O,O
SJOTSZLI,O,O,O,O,O,O,X,O,O
SJOTZILS,O,O,X,O,O,X,X,O,O
SJOTZISL,O,O,X,O,O,X,X,O,O
SJOTZLIS,O,O,O,O,O,X,O,O,O
SJOTZLSI,O,O,O,O,O,O,O,O,O
SJOTZSIL,O,O,X,O,O,O,X,O,O
SJOTZSLI,O,O,O,O,O,O,X,O,O
SJOITLSZ,O,O,X,X,X,X,X,X,X
SJOITLZS,O,O,X,X,O,X,X,X,X
SJOITSLZ,O,O,X,X,X,O,X,X,X
SJOITSZL,O,O,X,X,O,O,X,X,X
SJOITZLS,O,O,X,X,O,X,X,X,X
SJOITZSL,O,O,X,X,O,X,X,X,X
SJOILTSZ,O,O,X,X,X,X,X,X,X
SJOILTZS,O,O,X,X,O,X,X,X,X
SJOILSTZ,O,O,X,X,X,X,X,X,X
SJOILSZT,O,O,X,X,X,X,X,X,X
SJOILZTS,X,O,X,X,O,X,X,X,X
SJOILZST,X,O,X,X,O,X,X,X,X
SJOISTLZ,O,O,X,X,X,O,X,X,X
SJOISTZL,O,O,X,X,O,O,X,X,X
SJOISLTZ,O,O,X,X,X,X,X,X,X
SJOISLZT,O,O,X,X,X,X,X,X,X
SJOISZTL,O,O,X,X,O,X,X,X,X
SJOISZLT,O,O,X,X,O,X,X,X,X
SJOIZTLS,X,O,X,X,O,X,X,X,X
SJOIZTSL,X,O,X,X,O,X,X,X,X
SJOIZLTS,X,O,X,X,O,X,X,X,X
SJOIZLST,X,O,X,X,O,X,X,X,X
SJOIZSTL,X,O,X,X,O,X,X,X,X
SJOIZSLT,X,O,X,X,O,X,X,X,X
SJOLTISZ,O,O,O,O,X,O,O,X,X
SJOLTIZS,O,O,O,O,O,X,O,X,X
SJOLTSIZ,O,O,O,O,X,O,O,X,X
SJOLTSZI,O,O,O,O,X,O,O,X,X
SJOLTZIS,O,O,O,O,O,X,O,X,X
SJOLTZSI,O,O,O,O,O,O,O,X,X
SJOLITSZ,O,O,O,O,X,O,X,X,X
SJOLITZS,O,O,O,O,O,X,X,X,X
SJOLISTZ,O,O,O,X,X,O,X,X,X
SJOLISZT,O,O,O,X,X,X,X,X,X
SJOLIZTS,X,O,O,O,O,X,X,X,X
SJOLIZST,X,O,O,O,O,X,X,X,X
SJOLSTIZ,O,O,O,X,X,O,X,X,X
SJOLSTZI,O,O,O,X,X,O,X,X,X
SJOLSITZ,O,O,O,X,X,O,X,X,X
SJOLSIZT,O,O,O,X,X,X,X,X,X
SJOLSZTI,O,O,O,X,X,X,X,X,X
SJOLSZIT,O,O,O,X,X,X,X,X,X
SJOLZTIS,O,O,O,O,O,X,O,X,X
SJOLZTSI,O,O,O,O,O,X,O,X,X
SJOLZITS,X,O,O,O,O,X,X,X,X
SJOLZIST,X,O,O,O,O,X,X,X,X
SJOLZSTI,O,O,O,O,O,X,X,X,X
SJOLZSIT,O,O,O,O,O,X,X,X,X
SJOSTILZ,O,O,X,X,X,O,X,O,O
SJOSTIZL,O,O,X,X,O,O,X,O,X
SJOSTLIZ,O,O,O,X,X,O,X,O,O
SJOSTLZI,O,O,O,X,X,O,X,O,O
SJOSTZIL,O,O,X,X,O,O,X,O,O
SJOSTZLI,O,O,O,X,O,O,X,O,O
SJOSITLZ,O,O,X,X,X,O,X,X,X
SJOSITZL,O,O,X,X,O,O,X,X,X
SJOSILTZ,O,O,X,X,X,O,X,X,X
SJOSILZT,O,O,X,X,X,X,X,X,X
SJOSIZTL,O,O,X,X,O,X,X,X,X
SJOSIZLT,O,O,X,X,O,X,X,X,X
SJOSLTIZ,O,O,O,X,X,O,X,O,O
SJOSLTZI,O,O,O,X,X,O,X,O,O
SJOSLITZ,O,O,O,X,X,O,X,X,X
SJOSLIZT,O,O,O,X,X,X,X,X,X
SJOSLZTI,O,O,O,X,X,X,X,O,O
SJOSLZIT,O,O,O,X,X,X,X,O,O
SJOSZTIL,O,O,X,X,O,X,X,O,O
SJOSZTLI,O,O,O,X,O,X,X,O,O
SJOSZITL,O,O,X,X,O,X,X,O,O
SJOSZILT,O,O,X,X,O,X,X,O,O
SJOSZLTI,O,O,O,X,O,X,X,O,O
SJOSZLIT,O,O,O,X,O,X,X,O,O
SJOZTILS,O,O,X,O,O,X,X,O,O
SJOZTISL,O,O,X,O,O,X,X,O,O
SJOZTLIS,O,O,O,O,O,X,X,O,O
SJOZTLSI,O,O,O,O,O,X,X,O,O
SJOZTSIL,O,O,X,O,O,X,X,O,O
SJOZTSLI,O,O,O,O,O,X,X,O,O
SJOZITLS,X,O,X,O,O,X,X,O,O
SJOZITSL,X,O,X,O,O,X,X,O,O
SJOZILTS,X,O,X,O,O,X,X,X,X
SJOZILST,X,O,X,O,O,X,X,X,X
SJOZISTL,X,O,X,X,O,X,X,O,O
SJOZISLT,X,O,X,X,O,X,X,O,O
SJOZLTIS,O,O,O,O,O,X,X,O,O
SJOZLTSI,O,O,O,O,O,X,X,O,O
SJOZLITS,X,O,O,O,O,X,X,X,X
SJOZLIST,X,O,O,O,O,X,X,X,X
SJOZLSTI,O,O,O,O,O,X,X,O,O
SJOZLSIT,O,O,O,O,O,X,X,O,O
SJOZSTIL,O,O,X,O,O,X,X,O,O
SJOZSTLI,O,O,O,O,O,X,X,O,O
SJOZSITL,O,O,X,X,O,X,X,O,O
SJOZSILT,O,O,X,X,O,X,X,O,O
SJOZSLTI,O,O,O,O,O,X,X,O,O
SJOZSLIT,O,O,O,O,O,X,X,O,O
SSTILJZO,O,O,O,O,X,O,X,O,X
SSTILJOZ,O,O,O,X,X,O,X,O,O
SSTILZJO,O,O,O,O,X,O,X,O,O
SSTILZOJ,O,O,O,O,X,O,X,O,O
SSTILOJZ,O,O,O,X,X,O,X,O,O
SSTILOZJ,O,O,O,O,X,O,X,O,O
SSTIJLZO,O,O,O,O,X,O,X,O,X
SSTIJLOZ,O,O,O,X,X,O,X,O,O
SSTIJZLO,O,O,O,O,X,X,X,O,X
SSTIJZOL,O,O,X,O,X,O,X,O,X
SSTIJOLZ,O,O,X,X,X,O,X,O,O
SSTIJOZL,O,O,X,X,X,O,X,O,X
SSTIZLJO,O,O,O,O,X,O,X,O,O
SSTIZLOJ,O,O,O,O,X,O,X,O,O
SSTIZJLO,O,O,O,O,X,X,X,O,O
SSTIZJOL,O,O,X,O,X,O,X,O,O
SSTIZOLJ,O,O,X,X,X,O,X,O,O
SSTIZOJL,O,O,X,O,X,O,X,O,O
SSTIOLJZ,O,O,X,X,X,O,X,O,O
SSTIOLZJ,O,O,X,O,X,O,X,O,O
SSTIOJLZ,O,O,X,X,X,O,X,O,O
SSTIOJZL,O,O,X,X,X,O,X,O,X
SSTIOZLJ,O,O,X,X,X,O,X,O,O
SSTIOZJL,O,O,X,O,X,O,X,O,O
SSTLIJZO,O,O,O,O,X,O,X,O,X
SSTLIJOZ,O,O,O,X,X,O,X,O,O
SSTLIZJO,O,O,O,O,X,O,X,O,O
SSTLIZOJ,O,O,O,O,X,O,X,O,O
SSTLIOJZ,O,O,O,X,X,O,X,O,O
SSTLIOZJ,O,O,O,O,X,O,X,O,O
SSTLJIZO,O,O,O,O,X,O,X,O,X
SSTLJIOZ,O,O,O,X,X,O,X,O,O
SSTLJZIO,O,O,O,O,X,O,X,O,O
SSTLJZOI,O,O,O,O,X,O,O,O,O
SSTLJOIZ,O,O,O,X,X,O,O,O,O
SSTLJOZI,O,O,O,X,X,O,O,O,O
SSTLZIJO,O,O,O,O,X,O,X,O,O
SSTLZIOJ,O,O,O,O,X,O,X,O,O
SSTLZJIO,O,O,O,O,X,O,X,O,O
SSTLZJOI,O,O,O,O,X,O,O,O,O
SSTLZOIJ,O,O,O,O,X,O,X,O,O
SSTLZOJI,O,O,O,O,X,O,X,O,O
SSTLOIJZ,O,O,O,X,X,O,X,O,O
SSTLOIZJ,O,O,O,O,X,O,X,O,O
SSTLOJIZ,O,O,O,X,X,O,X,O,O
SSTLOJZI,O,O,O,X,X,O,X,O,O
SSTLOZIJ,O,O,O,O,X,O,X,O,O
SSTLOZJI,O,O,O,O,X,O,X,O,O
SSTJILZO,O,O,O,O,X,O,X,O,X
SSTJILOZ,O,O,O,X,X,O,X,O,O
SSTJIZLO,O,O,O,O,X,X,X,O,X
SSTJIZOL,O,O,X,O,X,O,X,O,X
SSTJIOLZ,O,O,X,X,X,O,X,O,O
SSTJIOZL,O,O,X,X,X,O,X,O,X
SSTJLIZO,O,O,O,O,X,O,X,O,X
SSTJLIOZ,O,O,O,X,X,O,X,O,O
SSTJLZIO,O,O,O,O,X,O,X,O,O
SSTJLZOI,O,O,O,O,X,O,O,O,O
SSTJLOIZ,O,O,O,X,X,O,O,O,O
SSTJLOZI,O,O,O,X,X,O,O,O,O
SSTJZILO,O,O,O,O,X,X,X,O,O
SSTJZIOL,O,O,X,O,O,O,X,O,O
SSTJZLIO,O,O,O,O,X,O,X,O,O
SSTJZLOI,O,O,O,O,O,O,O,O,O
SSTJZOIL,O,O,X,O,O,O,X,O,O
SSTJZOLI,O,O,O,O,O,O,X,O,O
SSTJOILZ,O,O,X,X,X,O,X,O,O
SSTJOIZL,O,O,X,X,O,O,X,O,X
SSTJOLIZ,O,O,O,X,X,O,X,O,O
SSTJOLZI,O,O,O,X,X,O,X,O,O
SSTJOZIL,O,O,X,X,O,O,X,O,O
SSTJOZLI,O,O,O,X,O,O,X,O,O
SSTZILJO,O,O,O,O,X,O,X,O,O
SSTZILOJ,O,O,O,O,X,O,X,O,O
SSTZIJLO,O,O,O,O,X,X,X,O,O
SSTZIJOL,O,O,X,O,O,O,X,O,O
SSTZIOLJ,O,O,X,X,X,O,X,O,O
SSTZIOJL,O,O,X,O,X,O,X,O,O
SSTZLIJO,O,O,O,O,X,O,X,O,O
SSTZLIOJ,O,O,O,O,X,O,X,O,O
SSTZLJIO,O,O,O,O,X,O,X,O,O
SSTZLJOI,O,O,O,O,O,O,O,O,O
SSTZLOIJ,O,O,O,O,X,O,X,O,O
SSTZLOJI,O,O,O,O,X,O,X,O,O
SSTZJILO,O,O,O,O,X,X,X,O,O
SSTZJIOL,O,O,X,O,O,O,X,O,O
SSTZJLIO,O,O,O,O,X,O,X,O,O
SSTZJLOI,O,O,O,O,O,O,O,O,O
SSTZJOIL,O,O,X,O,O,O,X,O,O
SSTZJOLI,O,O,O,O,O,O,X,O,O
SSTZOILJ,O,O,X,X,X,O,X,O,O
SSTZOIJL,O,O,X,O,X,O,X,O,O
SSTZOLIJ,O,O,O,O,X,O,X,O,O
SSTZOLJI,O,O,O,O,X,O,X,O,O
SSTZOJIL,O,O,X,O,O,O,X,O,O
SSTZOJLI,O,O,O,O,O,O,X,O,O
SSTOILJZ,O,O,X,X,X,O,X,O,O
SSTOILZJ,O,O,X,O,X,O,X,O,O
SSTOIJLZ,O,O,X,X,X,O,X,O,O
SSTOIJZL,O,O,X,X,X,O,X,O,X
SSTOIZLJ,O,O,X,X,X,O,X,O,O
SSTOIZJL,O,O,X,O,X,O,X,O,O
SSTOLIJZ,O,O,O,X,X,O,X,O,O
SSTOLIZJ,O,O,O,O,X,O,X,O,O
SSTOLJIZ,O,O,O,X,X,O,X,O,O
SSTOLJZI,O,O,O,X,X,O,X,O,O
SSTOLZIJ,O,O,O,O,X,O,X,O,O
SSTOLZJI,O,O,O,O,X,O,X,O,O
SSTOJILZ,O,O,X,X,X,O,X,O,O
SSTOJIZL,O,O,X,X,X,O,X,O,X
SSTOJLIZ,O,O,O,X,X,O,X,O,O
SSTOJLZI,O,O,O,X,X,O,X,O,O
SSTOJZIL,O,O,X,X,X,O,X,O,O
SSTOJZLI,O,O,O,X,X,O,X,O,O
SSTOZILJ,O,O,X,X,X,O,X,O,O
SSTOZIJL,O,O,X,O,X,O,X,O,O
SSTOZLIJ,O,O,O,O,X,O,X,O,O
SSTOZLJI,O,O,O,O,X,O,X,O,O
SSTOZJIL,O,O,X,O,X,O,X,O,O
SSTOZJLI,O,O,O,O,X,O,X,O,O
SSITLJZO,O,O,O,X,X,O,X,O,X
SSITLJOZ,O,O,O,X,X,O,X,O,O
SSITLZJO,O,O,O,X,X,O,X,O,O
SSITLZOJ,O,O,O,X,X,O,X,O,O
SSITLOJZ,O,O,O,X,X,O,X,O,O
SSITLOZJ,O,O,O,X,X,O,X,O,O
SSITJLZO,O,O,O,X,X,O,X,O,X
SSITJLOZ,O,O,O,X,X,O,X,O,O
SSITJZLO,O,O,O,X,X,X,X,O,X
SSITJZOL,O,O,X,X,X,O,X,O,X
SSITJOLZ,O,O,X,X,X,O,X,O,O
SSITJOZL,O,O,X,X,X,O,X,O,X
SSITZLJO,O,O,O,X,X,O,X,O,O
SSITZLOJ,O,O,O,X,X,O,X,O,O
SSITZJLO,O,O,O,X,X,X,X,O,O
SSITZJOL,O,O,X,X,X,O,X,O,O
SSITZOLJ,O,O,X,X,X,O,X,O,O
SSITZOJL,O,O,X,X,X,O,X,O,O
