sequence,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBRhBCjBlmBToBmqB,v115@RhA8EeB8BeD8AeE8Jex/IvhFXhB8mBCjBlkBToBmqB,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBFhBxiBCnBToBmqB,v115@RhA8EeB8BeD8AeE8Jem/IvhFFhBxiB0kBfrBCsBTtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFelBSoBRmBfrBlrBUtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFxgBymBGjBXlBUoBFrB,v115@RhA8EeB8BeD8AeE8Je/EJvhFRgBzhBGjBilBUoBFrB,v115@RhA8EeB8BeD8AeE8JemAJvhFzhBfoB6oBxkB0kBFrB
LIZTSJO,X,O,O,O,X,O,X,X
LIZTSOJ,X,O,O,O,X,O,X,X
LIZTOJS,X,O,X,X,X,O,X,X
LIZTOSJ,X,O,X,X,X,X,X,X
LIZJTSO,X,O,O,O,X,O,X,X
LIZJTOS,X,O,X,X,X,O,X,X
LIZJSTO,X,O,O,O,X,O,O,X
LIZJSOT,X,O,O,O,X,O,O,X
LIZJOTS,X,X,X,O,O,O,X,X
LIZJOST,X,X,X,O,O,O,O,X
LIZSTJO,X,O,O,O,X,O,O,X
LIZSTOJ,X,O,O,O,X,O,O,X
LIZSJTO,X,O,O,O,X,O,O,X
LIZSJOT,X,O,O,O,X,O,O,X
LIZSOTJ,X,O,O,O,X,O,O,X
LIZSOJT,X,O,O,O,X,O,O,X
LIZOTJS,X,X,X,O,X,O,X,X
LIZOTSJ,X,X,X,O,X,O,X,X
LIZOJTS,X,X,X,O,O,O,X,X
LIZOJST,X,X,X,O,O,O,O,X
LIZOSTJ,X,X,X,O,X,O,O,X
LIZOSJT,X,X,X,O,X,O,O,X
LIOTJSZ,X,X,O,X,O,X,X,X
LIOTJZS,X,X,O,X,O,O,X,X
LIOTSJZ,X,X,O,O,X,X,X,X
LIOTSZJ,X,X,O,O,X,O,X,X
LIOTZJS,X,X,O,O,X,O,X,X
LIOTZSJ,X,X,O,O,X,O,X,X
LIOJTSZ,X,X,O,X,O,X,X,X
LIOJTZS,X,X,O,X,O,X,X,X
LIOJSTZ,X,X,O,O,O,X,X,O
LIOJSZT,X,X,O,O,O,X,X,O
LIOJZTS,X,X,O,O,O,O,X,X
LIOJZST,X,X,O,O,O,O,X,X
LIOSTJZ,X,X,O,O,X,X,X,O
LIOSTZJ,X,X,O,O,X,O,O,X
LIOSJTZ,X,X,O,O,O,X,X,O
LIOSJZT,X,X,O,O,O,O,O,O
LIOSZTJ,X,X,O,O,X,O,O,X
LIOSZJT,X,X,O,O,X,O,O,O
LIOZTJS,X,X,O,O,X,O,X,X
LIOZTSJ,X,X,O,O,X,O,X,X
LIOZJTS,X,X,O,O,O,O,X,X
LIOZJST,X,X,O,O,O,O,O,X
LIOZSTJ,X,X,O,O,X,O,O,X
LIOZSJT,X,X,O,O,X,O,O,X
LJTISZO,O,O,O,X,X,X,X,X
LJTISOZ,O,X,O,X,X,X,X,X
LJTIZSO,O,O,O,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,X,X
LJTIOSZ,O,O,O,X,O,X,X,X
LJTIOZS,O,O,O,X,O,X,X,X
LJTSIZO,O,O,O,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,X
LJTSZIO,O,O,O,X,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X
LJTZISO,O,O,O,X,X,X,X,X
LJTZIOS,X,O,X,X,X,X,X,X
LJTZSIO,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,X,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,X
LJTZOSI,X,O,O,X,X,X,X,X
LJTOISZ,O,O,O,X,O,X,X,X
LJTOIZS,O,O,O,X,O,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,X
LJTOSZI,O,O,O,X,X,X,X,X
LJTOZIS,O,O,O,X,X,X,X,X
LJTOZSI,O,O,O,X,X,X,X,X
LJITSZO,O,O,O,X,X,X,X,X
LJITSOZ,O,X,O,X,X,X,X,X
LJITZSO,O,O,O,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,X,X
LJITOSZ,O,X,O,X,O,X,X,X
LJITOZS,X,O,O,X,O,X,X,X
LJISTZO,O,X,O,O,X,X,X,X
LJISTOZ,O,X,O,X,X,X,X,X
LJISZTO,O,X,O,O,X,O,X,X
LJISZOT,O,X,O,O,X,O,X,X
LJISOTZ,X,X,O,X,O,X,X,X
LJISOZT,X,X,O,X,O,O,X,X
LJIZTSO,X,O,O,O,X,O,X,X
LJIZTOS,X,O,X,X,X,O,X,X
LJIZSTO,X,O,O,O,X,O,X,X
LJIZSOT,X,O,O,O,X,O,X,X
LJIZOTS,X,X,X,X,O,O,X,X
LJIZOST,X,X,X,O,O,O,X,X
LJIOTSZ,X,X,O,X,O,X,X,X
LJIOTZS,X,X,O,X,O,X,X,X
LJIOSTZ,X,X,O,X,O,X,X,X
LJIOSZT,X,X,O,X,O,X,X,X
LJIOZTS,X,X,O,X,O,O,X,X
LJIOZST,X,X,O,X,O,O,X,X
LJSTIZO,O,O,O,O,X,X,X,X
LJSTIOZ,O,X,O,X,X,X,X,X
LJSTZIO,O,O,O,O,X,X,X,X
LJSTZOI,O,O,O,O,X,X,X,X
LJSTOIZ,O,X,O,O,X,X,X,X
LJSTOZI,O,X,O,O,X,X,X,X
LJSITZO,O,X,O,O,X,X,X,X
LJSITOZ,O,X,O,X,X,X,X,X
LJSIZTO,O,X,O,O,X,O,O,X
LJSIZOT,O,X,O,O,X,O,O,X
LJSIOTZ,X,X,O,X,O,X,X,X
LJSIOZT,X,X,O,X,O,O,O,X
LJSZTIO,O,O,O,O,X,O,O,X
LJSZTOI,O,O,O,O,X,O,O,X
LJSZITO,O,O,O,O,X,O,O,X
LJSZIOT,O,O,O,O,X,O,O,X
LJSZOTI,O,O,O,O,X,O,O,X
LJSZOIT,O,O,O,O,X,O,O,X
LJSOTIZ,O,X,O,O,X,X,X,X
LJSOTZI,O,X,O,O,X,X,X,X
LJSOITZ,O,X,O,O,O,X,X,X
LJSOIZT,O,X,O,O,O,O,O,X
LJSOZTI,O,X,O,O,X,O,O,X
LJSOZIT,O,X,O,O,X,O,O,X
LJZTISO,O,O,O,O,X,O,X,X
LJZTIOS,X,O,X,X,X,O,X,X
LJZTSIO,O,O,O,O,X,O,O,X
LJZTSOI,O,O,O,O,X,O,O,X
LJZTOIS,X,O,O,O,X,O,X,X
LJZTOSI,X,O,O,O,X,O,O,X
LJZITSO,X,O,O,O,X,O,X,X
LJZITOS,X,O,X,X,X,O,X,X
LJZISTO,X,O,O,O,X,O,O,X
LJZISOT,X,O,O,O,X,O,O,X
LJZIOTS,X,X,X,O,O,O,X,X
LJZIOST,X,X,X,O,O,O,O,X
LJZSTIO,O,O,O,O,X,O,O,X
LJZSTOI,O,O,O,O,X,O,O,X
LJZSITO,O,O,O,O,X,O,O,X
LJZSIOT,O,O,O,O,X,O,O,X
LJZSOTI,O,O,O,O,X,O,O,X
LJZSOIT,O,O,O,O,X,O,O,X
LJZOTIS,X,O,O,O,X,O,X,X
LJZOTSI,X,O,O,O,X,O,O,X
LJZOITS,X,O,O,O,O,O,X,X
LJZOIST,X,O,O,O,O,O,O,X
LJZOSTI,X,O,O,O,X,O,O,X
LJZOSIT,X,O,O,O,X,O,O,X
LJOTISZ,O,O,O,X,O,X,X,X
LJOTIZS,O,O,O,X,O,O,X,X
LJOTSIZ,O,O,O,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X
LJOTZIS,O,O,O,X,X,O,X,X
LJOTZSI,O,O,O,X,X,O,X,X
LJOITSZ,O,O,O,X,O,X,X,X
LJOITZS,O,O,O,X,O,X,X,X
LJOISTZ,O,X,O,O,O,X,X,X
LJOISZT,O,X,O,O,O,X,X,X
LJOIZTS,X,O,O,O,O,O,X,X
LJOIZST,X,O,O,O,O,O,X,X
LJOSTIZ,O,O,O,O,X,X,X,X
LJOSTZI,O,O,O,O,X,X,X,X
LJOSITZ,O,X,O,O,O,X,X,X
LJOSIZT,O,X,O,O,O,O,O,X
LJOSZTI,O,O,O,O,X,O,O,X
LJOSZIT,O,O,O,O,X,O,O,X
LJOZTIS,O,O,O,O,X,O,X,X
LJOZTSI,O,O,O,O,X,O,O,X
LJOZITS,X,O,O,O,O,O,X,X
LJOZIST,X,O,O,O,O,O,O,X
LJOZSTI,O,O,O,O,X,O,O,X
LJOZSIT,O,O,O,O,X,O,O,X
LSTIJZO,O,X,O,O,X,O,O,O
LSTIJOZ,O,X,O,X,X,O,O,O
LSTIZJO,O,O,O,O,X,O,O,O
LSTIZOJ,O,O,O,O,X,O,O,O
LSTIOJZ,O,X,O,O,X,O,O,O
LSTIOZJ,O,X,O,O,X,O,O,O
LSTJIZO,O,X,O,O,X,O,O,O
LSTJIOZ,O,X,O,X,X,O,O,O
LSTJZIO,O,X,O,O,X,O,O,O
LSTJZOI,O,X,O,O,X,O,O,O
LSTJOIZ,O,X,O,O,X,O,O,O
LSTJOZI,O,X,O,O,X,O,O,O
LSTZIJO,O,O,O,O,X,O,O,O
LSTZIOJ,O,O,O,O,X,O,O,O
LSTZJIO,O,O,O,O,X,O,O,O
LSTZJOI,O,O,O,O,X,O,O,O
LSTZOIJ,O,O,O,O,X,O,O,O
LSTZOJI,O,X,O,O,X,O,O,O
LSTOIJZ,O,X,O,O,X,O,O,O
LSTOIZJ,O,X,O,O,X,O,O,O
LSTOJIZ,O,X,O,O,X,O,O,O
LSTOJZI,O,X,O,O,X,O,O,O
LSTOZIJ,O,X,O,O,X,O,O,O
LSTOZJI,O,X,O,O,X,O,O,O
LSITJZO,O,X,O,O,X,X,O,O
LSITJOZ,O,X,O,X,X,X,O,O
LSITZJO,O,X,O,O,X,O,O,O
LSITZOJ,O,X,O,O,X,O,O,O
LSITOJZ,X,X,O,O,X,X,O,O
LSITOZJ,O,X,O,O,X,O,O,O
LSIJTZO,O,X,O,O,X,X,X,O
LSIJTOZ,O,X,O,X,X,X,X,O
LSIJZTO,O,X,O,O,X,O,O,X
LSIJZOT,O,X,O,O,X,O,O,O
LSIJOTZ,X,X,O,X,O,X,X,O
LSIJOZT,X,X,O,X,O,O,O,O
LSIZTJO,O,X,O,O,X,O,O,O
LSIZTOJ,O,X,O,O,X,O,O,O
LSIZJTO,O,X,O,O,X,O,O,X
LSIZJOT,O,X,O,O,X,O,O,O
LSIZOTJ,O,X,O,O,X,O,O,X
LSIZOJT,O,X,O,O,X,O,O,O
LSIOTJZ,X,X,O,O,X,X,X,O
LSIOTZJ,X,X,O,O,X,O,O,O
LSIOJTZ,X,X,O,O,O,X,X,O
LSIOJZT,X,X,O,O,O,O,O,O
LSIOZTJ,X,X,O,O,X,O,O,X
LSIOZJT,X,X,O,O,X,O,O,O
LSJTIZO,O,O,O,O,X,X,X,O
LSJTIOZ,O,X,O,X,X,X,X,O
LSJTZIO,O,O,O,O,X,X,X,O
LSJTZOI,O,O,O,O,X,X,X,O
LSJTOIZ,O,X,O,O,X,X,X,O
LSJTOZI,O,X,O,O,X,X,X,O
LSJITZO,O,X,O,O,X,X,X,O
LSJITOZ,O,X,O,X,X,X,X,O
LSJIZTO,O,X,O,O,X,O,O,X
LSJIZOT,O,X,O,O,X,O,O,O
LSJIOTZ,X,X,O,X,O,X,X,O
LSJIOZT,X,X,O,X,O,O,O,O
LSJZTIO,O,O,O,O,X,O,O,X
LSJZTOI,O,O,O,O,X,O,O,X
LSJZITO,O,O,O,O,X,O,O,X
LSJZIOT,O,O,O,O,X,O,O,X
LSJZOTI,O,O,O,O,X,O,O,X
LSJZOIT,O,O,O,O,X,O,O,X
LSJOTIZ,O,X,O,O,X,X,X,O
LSJOTZI,O,X,O,O,X,X,X,O
LSJOITZ,O,X,O,O,O,X,X,O
LSJOIZT,O,X,O,O,O,O,O,O
LSJOZTI,O,X,O,O,X,O,O,X
LSJOZIT,O,X,O,O,X,O,O,X
LSZTIJO,O,O,O,O,X,O,O,O
LSZTIOJ,O,O,O,O,X,O,O,O
LSZTJIO,O,O,O,O,X,O,O,O
LSZTJOI,O,O,O,O,X,O,O,O
LSZTOIJ,O,O,O,O,X,O,O,O
LSZTOJI,O,X,O,O,X,O,O,O
LSZITJO,O,O,O,O,X,O,O,O
LSZITOJ,O,O,O,O,X,O,O,O
LSZIJTO,O,O,O,O,X,O,O,X
LSZIJOT,O,O,O,O,X,O,O,O
LSZIOTJ,O,O,O,O,X,O,O,X
LSZIOJT,O,O,O,O,X,O,O,O
LSZJTIO,O,O,O,O,X,O,O,X
LSZJTOI,O,O,O,O,X,O,O,X
LSZJITO,O,O,O,O,X,O,O,X
LSZJIOT,O,O,O,O,X,O,O,X
LSZJOTI,O,O,O,O,X,O,O,X
LSZJOIT,O,O,O,O,X,O,O,X
LSZOTIJ,O,O,O,O,X,O,O,O
LSZOTJI,O,X,O,O,X,O,O,O
LSZOITJ,O,O,O,O,X,O,O,X
LSZOIJT,O,O,O,O,X,O,O,O
LSZOJTI,O,O,O,O,X,O,O,X
LSZOJIT,O,O,O,O,X,O,O,X
LSOTIJZ,O,X,O,O,X,O,O,O
LSOTIZJ,O,X,O,O,X,O,O,O
LSOTJIZ,O,X,O,O,X,O,O,O
LSOTJZI,O,X,O,O,X,O,O,O
LSOTZIJ,O,X,O,O,X,O,O,O
LSOTZJI,O,X,O,O,X,O,O,O
LSOITJZ,O,X,O,O,X,X,X,O
LSOITZJ,O,X,O,O,X,O,O,O
LSOIJTZ,O,X,O,O,O,X,X,O
LSOIJZT,O,X,O,O,O,O,O,O
LSOIZTJ,O,X,O,O,X,O,O,X
LSOIZJT,O,X,O,O,X,O,O,O
LSOJTIZ,O,X,O,O,X,X,X,O
LSOJTZI,O,X,O,O,X,X,X,O
LSOJITZ,O,X,O,O,O,X,X,O
LSOJIZT,O,X,O,O,O,O,O,O
LSOJZTI,O,X,O,O,X,O,O,X
LSOJZIT,O,X,O,O,X,O,O,X
LSOZTIJ,O,X,O,O,X,O,O,O
LSOZTJI,O,X,O,O,X,O,O,O
LSOZITJ,O,X,O,O,X,O,O,X
LSOZIJT,O,X,O,O,X,O,O,O
LSOZJTI,O,X,O,O,X,O,O,X
LSOZJIT,O,X,O,O,X,O,O,X
LZTIJSO,O,O,O,O,X,O,O,X
LZTIJOS,X,O,X,X,X,O,O,X
LZTISJO,O,O,O,O,X,O,O,X
LZTISOJ,O,O,O,O,X,O,O,X
LZTIOJS,X,O,X,X,X,O,O,X
LZTIOSJ,X,O,X,X,X,O,O,X
LZTJISO,O,O,O,O,X,O,O,X
LZTJIOS,X,O,X,X,X,O,O,X
LZTJSIO,O,O,O,O,X,O,O,X
LZTJSOI,O,O,O,O,X,O,O,X
LZTJOIS,X,O,O,O,X,O,O,X
LZTJOSI,X,O,O,O,X,O,O,X
LZTSIJO,O,O,O,O,X,O,O,X
LZTSIOJ,O,O,O,O,X,O,O,X
LZTSJIO,O,O,O,O,X,O,O,X
LZTSJOI,O,O,O,O,X,O,O,X
LZTSOIJ,O,O,O,O,X,O,O,X
LZTSOJI,X,O,O,O,X,O,O,X
LZTOIJS,X,O,O,O,X,O,O,X
LZTOISJ,X,O,O,O,X,O,O,X
LZTOJIS,X,O,O,O,X,O,O,X
LZTOJSI,X,O,O,O,X,O,O,X
LZTOSIJ,X,O,O,O,X,O,O,X
LZTOSJI,X,O,O,O,X,O,O,X
LZITJSO,X,O,O,O,X,O,X,X
LZITJOS,X,O,X,X,X,O,X,X
LZITSJO,X,O,O,O,X,O,X,X
LZITSOJ,X,O,O,O,X,O,X,X
LZITOJS,X,O,X,X,X,O,X,X
LZITOSJ,X,O,X,X,X,X,X,X
LZIJTSO,X,O,O,O,X,O,X,X
LZIJTOS,X,O,X,X,X,O,X,X
LZIJSTO,X,O,O,O,X,O,O,X
LZIJSOT,X,O,O,O,X,O,O,X
LZIJOTS,X,X,X,O,O,O,X,X
LZIJOST,X,X,X,O,O,O,O,X
LZISTJO,X,O,O,O,X,O,O,X
LZISTOJ,X,O,O,O,X,O,O,X
LZISJTO,X,O,O,O,X,O,O,X
LZISJOT,X,O,O,O,X,O,O,X
LZISOTJ,X,O,O,O,X,O,O,X
LZISOJT,X,O,O,O,X,O,O,X
LZIOTJS,X,X,X,O,X,O,X,X
LZIOTSJ,X,X,X,O,X,O,X,X
LZIOJTS,X,X,X,O,O,O,X,X
LZIOJST,X,X,X,O,O,O,O,X
LZIOSTJ,X,X,X,O,X,O,O,X
LZIOSJT,X,X,X,O,X,O,O,X
LZJTISO,O,O,O,O,X,O,O,X
LZJTIOS,X,O,X,X,X,O,O,X
LZJTSIO,O,O,O,O,X,O,O,X
LZJTSOI,O,O,O,O,X,O,O,X
LZJTOIS,X,O,O,O,X,O,O,X
LZJTOSI,X,O,O,O,X,O,O,X
LZJITSO,X,O,O,O,X,O,X,X
LZJITOS,X,O,X,X,X,O,X,X
LZJISTO,X,O,O,O,X,O,O,X
LZJISOT,X,O,O,O,X,O,O,X
LZJIOTS,X,X,X,O,O,O,X,X
LZJIOST,X,X,X,O,O,O,O,X
LZJSTIO,O,O,O,O,X,O,O,X
LZJSTOI,O,O,O,O,X,O,O,X
LZJSITO,O,O,O,O,X,O,O,X
LZJSIOT,O,O,O,O,X,O,O,X
LZJSOTI,O,O,O,O,X,O,O,X
LZJSOIT,O,O,O,O,X,O,O,X
LZJOTIS,X,O,O,O,X,O,O,X
LZJOTSI,X,O,O,O,X,O,O,X
LZJOITS,X,O,O,O,O,O,X,X
LZJOIST,X,O,O,O,O,O,O,X
LZJOSTI,X,O,O,O,X,O,O,X
LZJOSIT,X,O,O,O,X,O,O,X
LZSTIJO,O,O,O,O,X,O,O,X
LZSTIOJ,O,O,O,O,X,O,O,X
LZSTJIO,O,O,O,O,X,O,O,X
LZSTJOI,O,O,O,O,X,O,O,X
LZSTOIJ,O,O,O,O,X,O,O,X
LZSTOJI,X,O,O,O,X,O,O,X
LZSITJO,O,O,O,O,X,O,O,X
LZSITOJ,O,O,O,O,X,O,O,X
LZSIJTO,O,O,O,O,X,O,O,X
LZSIJOT,O,O,O,O,X,O,O,X
LZSIOTJ,O,O,O,O,X,O,O,X
LZSIOJT,O,O,O,O,X,O,O,X
LZSJTIO,O,O,O,O,X,O,O,X
LZSJTOI,O,O,O,O,X,O,O,X
LZSJITO,O,O,O,O,X,O,O,X
LZSJIOT,O,O,O,O,X,O,O,X
LZSJOTI,O,O,O,O,X,O,O,X
LZSJOIT,O,O,O,O,X,O,O,X
LZSOTIJ,O,O,O,O,X,O,O,X
LZSOTJI,X,O,O,O,X,O,O,X
LZSOITJ,O,O,O,O,X,O,O,X
LZSOIJT,O,O,O,O,X,O,O,X
LZSOJTI,O,O,O,O,X,O,O,X
LZSOJIT,O,O,O,O,X,O,O,X
LZOTIJS,X,O,O,O,X,O,O,X
LZOTISJ,X,O,O,O,X,O,O,X
LZOTJIS,X,O,O,O,X,O,O,X
LZOTJSI,X,O,O,O,X,O,O,X
LZOTSIJ,X,O,O,O,X,O,O,X
LZOTSJI,X,O,O,O,X,O,O,X
LZOITJS,X,O,O,O,X,O,X,X
LZOITSJ,X,O,O,O,X,O,X,X
LZOIJTS,X,O,O,O,O,O,X,X
LZOIJST,X,O,O,O,O,O,O,X
LZOISTJ,X,O,O,O,X,O,O,X
LZOISJT,X,O,O,O,X,O,O,X
LZOJTIS,X,O,O,O,X,O,O,X
LZOJTSI,X,O,O,O,X,O,O,X
LZOJITS,X,O,O,O,O,O,X,X
LZOJIST,X,O,O,O,O,O,O,X
LZOJSTI,X,O,O,O,X,O,O,X
LZOJSIT,X,O,O,O,X,O,O,X
LZOSTIJ,X,O,O,O,X,O,O,X
LZOSTJI,X,O,O,O,X,O,O,X
LZOSITJ,X,O,O,O,X,O,O,X
LZOSIJT,X,O,O,O,X,O,O,X
LZOSJTI,X,O,O,O,X,O,O,X
LZOSJIT,X,O,O,O,X,O,O,X
LOTIJSZ,O,X,O,X,O,X,X,O
LOTIJZS,O,O,O,X,O,O,X,X
LOTISJZ,O,X,O,O,X,X,O,O
LOTISZJ,O,O,O,O,X,O,O,O
LOTIZJS,O,O,O,O,X,O,O,X
LOTIZSJ,O,O,O,O,X,O,O,X
LOTJISZ,O,O,O,X,O,X,X,O
LOTJIZS,O,O,O,X,O,O,X,X
LOTJSIZ,O,O,O,X,X,X,O,O
LOTJSZI,O,O,O,X,X,X,O,O
LOTJZIS,O,O,O,X,X,O,O,X
LOTJZSI,O,O,O,X,X,O,O,X
LOTSIJZ,O,X,O,O,X,X,O,O
LOTSIZJ,O,O,O,O,X,O,O,O
LOTSJIZ,O,X,O,O,X,X,O,O
LOTSJZI,O,X,O,O,X,X,O,O
LOTSZIJ,O,O,O,O,X,O,O,O
LOTSZJI,O,O,O,O,X,O,O,O
LOTZIJS,O,O,O,O,X,O,O,X
LOTZISJ,O,O,O,O,X,O,O,X
LOTZJIS,O,O,O,O,X,O,O,X
LOTZJSI,O,O,O,O,X,O,O,X
LOTZSIJ,O,O,O,O,X,O,O,X
LOTZSJI,O,O,O,O,X,O,O,X
LOITJSZ,O,X,O,X,O,X,X,X
LOITJZS,O,O,O,X,O,O,X,X
LOITSJZ,O,X,O,O,X,X,X,X
LOITSZJ,O,O,O,O,X,O,X,X
LOITZJS,O,O,O,O,X,O,X,X
LOITZSJ,O,O,O,O,X,O,X,X
LOIJTSZ,O,O,O,X,O,X,X,X
LOIJTZS,O,O,O,X,O,X,X,X
LOIJSTZ,O,X,O,O,O,X,X,O
LOIJSZT,O,X,O,O,O,X,X,O
LOIJZTS,X,O,O,O,O,O,X,X
LOIJZST,X,O,O,O,O,O,X,X
LOISTJZ,O,X,O,O,X,X,X,O
LOISTZJ,O,X,O,O,X,O,O,X
LOISJTZ,O,X,O,O,O,X,X,O
LOISJZT,O,X,O,O,O,O,O,O
LOISZTJ,O,X,O,O,X,O,O,X
LOISZJT,O,X,O,O,X,O,O,O
LOIZTJS,X,O,O,O,X,O,X,X
LOIZTSJ,X,O,O,O,X,O,X,X
LOIZJTS,X,O,O,O,O,O,X,X
LOIZJST,X,O,O,O,O,O,O,X
LOIZSTJ,X,O,O,O,X,O,O,X
LOIZSJT,X,O,O,O,X,O,O,X
LOJTISZ,O,O,O,X,O,X,X,X
LOJTIZS,O,O,O,X,O,O,X,X
LOJTSIZ,O,O,O,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X
LOJTZIS,O,O,O,X,X,O,X,X
LOJTZSI,O,O,O,X,X,O,X,X
LOJITSZ,O,O,O,X,O,X,X,X
LOJITZS,O,O,O,X,O,X,X,X
LOJISTZ,O,X,O,O,O,X,X,X
LOJISZT,O,X,O,O,O,X,X,X
LOJIZTS,X,O,O,O,O,O,X,X
LOJIZST,X,O,O,O,O,O,X,X
LOJSTIZ,O,O,O,O,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X
LOJSITZ,O,X,O,O,O,X,X,X
LOJSIZT,O,X,O,O,O,O,O,X
LOJSZTI,O,O,O,O,X,O,O,X
LOJSZIT,O,O,O,O,X,O,O,X
LOJZTIS,O,O,O,O,X,O,X,X
LOJZTSI,O,O,O,O,X,O,O,X
LOJZITS,X,O,O,O,O,O,X,X
LOJZIST,X,O,O,O,O,O,O,X
LOJZSTI,O,O,O,O,X,O,O,X
LOJZSIT,O,O,O,O,X,O,O,X
LOSTIJZ,O,X,O,O,X,O,O,O
LOSTIZJ,O,O,O,O,X,O,O,O
LOSTJIZ,O,X,O,O,X,O,O,O
LOSTJZI,O,X,O,O,X,O,O,O
LOSTZIJ,O,O,O,O,X,O,O,O
LOSTZJI,O,O,O,O,X,O,O,O
LOSITJZ,O,X,O,O,X,X,X,O
LOSITZJ,O,X,O,O,X,O,O,O
LOSIJTZ,O,X,O,O,O,X,X,O
LOSIJZT,O,X,O,O,O,O,O,O
LOSIZTJ,O,X,O,O,X,O,O,X
LOSIZJT,O,X,O,O,X,O,O,O
LOSJTIZ,O,O,O,O,X,X,X,O
LOSJTZI,O,O,O,O,X,X,X,O
LOSJITZ,O,X,O,O,O,X,X,O
LOSJIZT,O,X,O,O,O,O,O,O
LOSJZTI,O,O,O,O,X,O,O,X
LOSJZIT,O,O,O,O,X,O,O,X
LOSZTIJ,O,O,O,O,X,O,O,O
LOSZTJI,O,O,O,O,X,O,O,O
LOSZITJ,O,O,O,O,X,O,O,X
LOSZIJT,O,O,O,O,X,O,O,O
LOSZJTI,O,O,O,O,X,O,O,X
LOSZJIT,O,O,O,O,X,O,O,X
LOZTIJS,O,O,O,O,X,O,O,X
LOZTISJ,O,O,O,O,X,O,O,X
LOZTJIS,O,O,O,O,X,O,O,X
LOZTJSI,O,O,O,O,X,O,O,X
LOZTSIJ,O,O,O,O,X,O,O,X
LOZTSJI,O,O,O,O,X,O,O,X
LOZITJS,X,O,O,O,X,O,X,X
LOZITSJ,X,O,O,O,X,O,X,X
LOZIJTS,X,O,O,O,O,O,X,X
LOZIJST,X,O,O,O,O,O,O,X
LOZISTJ,X,O,O,O,X,O,O,X
LOZISJT,X,O,O,O,X,O,O,X
LOZJTIS,O,O,O,O,X,O,O,X
LOZJTSI,O,O,O,O,X,O,O,X
LOZJITS,X,O,O,O,O,O,X,X
LOZJIST,X,O,O,O,O,O,O,X
LOZJSTI,O,O,O,O,X,O,O,X
LOZJSIT,O,O,O,O,X,O,O,X
LOZSTIJ,O,O,O,O,X,O,O,X
LOZSTJI,O,O,O,O,X,O,O,X
LOZSITJ,O,O,O,O,X,O,O,X
LOZSIJT,O,O,O,O,X,O,O,X
LOZSJTI,O,O,O,O,X,O,O,X
LOZSJIT,O,O,O,O,X,O,O,X
JTILSZO,O,O,O,X,X,X,X,O
JTILSOZ,O,X,O,X,X,X,X,O
JTILZSO,O,O,O,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,X,X
JTILOSZ,O,O,O,X,O,X,X,O
JTILOZS,O,O,O,X,O,X,X,X
JTISLZO,O,O,O,X,X,X,X,O
JTISLOZ,O,X,O,X,X,X,X,O
JTISZLO,O,O,O,X,X,X,X,O
JTISZOL,O,O,O,X,X,X,X,O
JTISOLZ,O,O,O,X,X,X,X,O
JTISOZL,O,O,O,X,X,X,X,O
JTIZLSO,O,O,X,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,O
JTIZSOL,O,O,X,X,X,X,X,O
JTIZOLS,O,O,X,X,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,O
JTIOLSZ,O,O,O,X,O,X,X,O
JTIOLZS,O,O,X,X,O,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,O
JTIOSZL,O,O,O,X,X,X,X,O
JTIOZLS,O,O,X,X,X,X,X,X
JTIOZSL,O,O,O,X,X,X,X,O
JTLISZO,O,O,O,X,X,O,X,O
JTLISOZ,O,X,O,X,X,O,X,O
JTLIZSO,O,O,O,X,X,O,X,X
JTLIZOS,X,O,X,X,X,O,X,X
JTLIOSZ,O,O,O,X,O,X,X,O
JTLIOZS,O,O,O,X,O,O,X,X
JTLSIZO,O,O,O,X,X,O,O,O
JTLSIOZ,O,X,O,X,X,O,O,O
JTLSZIO,O,O,O,X,X,O,O,O
JTLSZOI,O,O,O,X,X,O,O,O
JTLSOIZ,O,X,O,X,X,O,O,O
JTLSOZI,O,X,O,X,X,O,O,O
JTLZISO,O,O,O,X,X,O,O,X
JTLZIOS,X,O,X,X,X,O,O,X
JTLZSIO,O,O,O,X,X,O,O,X
JTLZSOI,O,O,O,X,X,O,O,X
JTLZOIS,X,O,O,X,X,O,O,X
