sequence,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBRhBCjBlmBToBmqB,v115@RhA8EeB8BeD8AeE8Jex/IvhFXhB8mBCjBlkBToBmqB,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBFhBxiBCnBToBmqB,v115@RhA8EeB8BeD8AeE8Jem/IvhFFhBxiB0kBfrBCsBTtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFelBSoBRmBfrBlrBUtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFxgBymBGjBXlBUoBFrB,v115@RhA8EeB8BeD8AeE8Je/EJvhFRgBzhBGjBilBUoBFrB,v115@RhA8EeB8BeD8AeE8JemAJvhFzhBfoB6oBxkB0kBFrB
SJOIZLT,O,X,O,O,X,O,O,O
SJOLTIZ,O,O,O,O,X,X,X,O
SJOLTZI,O,O,O,O,X,X,X,O
SJOLITZ,O,X,O,O,O,X,X,O
SJOLIZT,O,X,O,O,O,O,O,O
SJOLZTI,O,O,O,O,X,O,O,X
SJOLZIT,O,O,O,O,X,O,O,X
SJOZTIL,O,O,O,O,X,O,O,X
SJOZTLI,O,O,O,O,X,O,O,X
SJOZITL,O,O,O,O,X,O,O,X
SJOZILT,O,O,O,O,X,O,O,X
SJOZLTI,O,O,O,O,X,O,O,X
SJOZLIT,O,O,O,O,X,O,O,X
SZTILJO,O,O,O,O,X,O,O,O
SZTILOJ,O,O,O,O,X,O,O,O
SZTIJLO,O,O,X,O,X,O,O,O
SZTIJOL,O,O,X,O,X,O,O,O
SZTIOLJ,O,O,O,O,X,O,O,O
SZTIOJL,O,O,O,O,X,O,O,O
SZTLIJO,O,O,O,O,X,O,O,O
SZTLIOJ,O,O,O,O,X,O,O,O
SZTLJIO,O,O,O,O,X,O,O,O
SZTLJOI,O,O,O,O,X,O,O,O
SZTLOIJ,O,O,O,O,X,O,O,O
SZTLOJI,O,O,O,O,X,O,O,O
SZTJILO,O,O,O,O,X,O,O,O
SZTJIOL,O,O,O,O,X,O,O,O
SZTJLIO,O,O,O,O,X,O,O,O
SZTJLOI,O,O,O,O,X,O,O,O
SZTJOIL,O,O,O,O,X,O,O,O
SZTJOLI,O,O,O,O,X,O,O,O
SZTOILJ,O,O,O,O,X,O,O,O
SZTOIJL,O,O,O,O,X,O,O,O
SZTOLIJ,O,O,O,O,X,O,O,O
SZTOLJI,O,O,O,O,X,O,O,O
SZTOJIL,O,O,O,O,X,O,O,O
SZTOJLI,O,O,O,O,X,O,O,O
SZITLJO,O,O,O,O,X,O,O,O
SZITLOJ,O,O,O,O,X,O,O,O
SZITJLO,O,O,X,O,X,O,O,O
SZITJOL,O,O,X,O,X,O,O,O
SZITOLJ,O,O,O,O,X,O,O,O
SZITOJL,O,O,O,O,X,O,O,O
SZILTJO,O,O,O,O,X,O,O,O
SZILTOJ,O,O,O,O,X,O,O,O
SZILJTO,O,O,O,O,X,O,O,X
SZILJOT,O,O,O,O,X,O,O,O
SZILOTJ,O,O,O,O,X,O,O,X
SZILOJT,O,O,O,O,X,O,O,O
SZIJTLO,O,O,O,O,X,O,O,X
SZIJTOL,O,O,O,O,X,O,O,X
SZIJLTO,O,O,O,O,X,O,O,X
SZIJLOT,O,O,O,O,X,O,O,O
SZIJOTL,O,O,O,O,X,O,O,X
SZIJOLT,O,O,O,O,X,O,O,O
SZIOTLJ,O,O,O,O,X,O,O,X
SZIOTJL,O,O,O,O,X,O,O,X
SZIOLTJ,O,O,O,O,X,O,O,X
SZIOLJT,O,O,O,O,X,O,O,O
SZIOJTL,O,O,O,O,X,O,O,X
SZIOJLT,O,O,O,O,X,O,O,O
SZLTIJO,O,O,O,O,X,O,O,O
SZLTIOJ,O,O,O,O,X,O,O,O
SZLTJIO,O,O,O,O,X,O,O,O
SZLTJOI,O,O,O,O,X,O,O,O
SZLTOIJ,O,O,O,O,X,O,O,O
SZLTOJI,O,O,O,O,X,O,O,O
SZLITJO,O,O,O,O,X,O,O,O
SZLITOJ,O,O,O,O,X,O,O,O
SZLIJTO,O,O,O,O,X,O,O,X
SZLIJOT,O,O,O,O,X,O,O,O
SZLIOTJ,O,O,O,O,X,O,O,X
SZLIOJT,O,O,O,O,X,O,O,O
SZLJTIO,O,O,O,O,X,O,O,X
SZLJTOI,O,O,O,O,X,O,O,X
SZLJITO,O,O,O,O,X,O,O,X
SZLJIOT,O,O,O,O,X,O,O,X
SZLJOTI,O,O,O,O,X,O,O,X
SZLJOIT,O,O,O,O,X,O,O,X
SZLOTIJ,O,O,O,O,X,O,O,O
SZLOTJI,O,O,O,O,X,O,O,O
SZLOITJ,O,O,O,O,X,O,O,X
SZLOIJT,O,O,O,O,X,O,O,O
SZLOJTI,O,O,O,O,X,O,O,X
SZLOJIT,O,O,O,O,X,O,O,X
SZJTILO,O,O,O,O,X,O,O,X
SZJTIOL,O,O,O,O,X,O,O,X
SZJTLIO,O,O,O,O,X,O,O,X
SZJTLOI,O,O,O,O,X,O,O,X
SZJTOIL,O,O,O,O,X,O,O,X
SZJTOLI,O,O,O,O,X,O,O,X
SZJITLO,O,O,O,O,X,O,O,X
SZJITOL,O,O,O,O,X,O,O,X
SZJILTO,O,O,O,O,X,O,O,X
SZJILOT,O,O,O,O,X,O,O,X
SZJIOTL,O,O,O,O,X,O,O,X
SZJIOLT,O,O,O,O,X,O,O,X
SZJLTIO,O,O,O,O,X,O,O,X
SZJLTOI,O,O,O,O,X,O,O,X
SZJLITO,O,O,O,O,X,O,O,X
SZJLIOT,O,O,O,O,X,O,O,X
SZJLOTI,O,O,O,O,X,O,O,X
SZJLOIT,O,O,O,O,X,O,O,X
SZJOTIL,O,O,O,O,X,O,O,X
SZJOTLI,O,O,O,O,X,O,O,X
SZJOITL,O,O,O,O,X,O,O,X
SZJOILT,O,O,O,O,X,O,O,X
SZJOLTI,O,O,O,O,X,O,O,X
SZJOLIT,O,O,O,O,X,O,O,X
SZOTILJ,O,O,O,O,X,O,O,O
SZOTIJL,O,O,O,O,X,O,O,O
SZOTLIJ,O,O,O,O,X,O,O,O
SZOTLJI,O,O,O,O,X,O,O,O
SZOTJIL,O,O,O,O,X,O,O,O
SZOTJLI,O,O,O,O,X,O,O,O
SZOITLJ,O,O,O,O,X,O,O,X
SZOITJL,O,O,O,O,X,O,O,X
SZOILTJ,O,O,O,O,X,O,O,X
SZOILJT,O,O,O,O,X,O,O,O
SZOIJTL,O,O,O,O,X,O,O,X
SZOIJLT,O,O,O,O,X,O,O,O
SZOLTIJ,O,O,O,O,X,O,O,O
SZOLTJI,O,O,O,O,X,O,O,O
SZOLITJ,O,O,O,O,X,O,O,X
SZOLIJT,O,O,O,O,X,O,O,O
SZOLJTI,O,O,O,O,X,O,O,X
SZOLJIT,O,O,O,O,X,O,O,X
SZOJTIL,O,O,O,O,X,O,O,X
SZOJTLI,O,O,O,O,X,O,O,X
SZOJITL,O,O,O,O,X,O,O,X
SZOJILT,O,O,O,O,X,O,O,X
SZOJLTI,O,O,O,O,X,O,O,X
SZOJLIT,O,O,O,O,X,O,O,X
SOTILJZ,O,X,O,O,X,O,O,O
SOTILZJ,O,O,O,O,X,O,O,O
SOTIJLZ,O,X,O,X,X,O,X,O
SOTIJZL,O,X,O,O,X,O,O,O
SOTIZLJ,O,O,O,O,X,O,O,O
SOTIZJL,O,O,O,O,X,O,O,O
SOTLIJZ,O,X,O,O,X,O,O,O
SOTLIZJ,O,O,O,O,X,O,O,O
SOTLJIZ,O,X,O,O,X,O,O,O
SOTLJZI,O,X,O,O,X,O,O,O
SOTLZIJ,O,O,O,O,X,O,O,O
SOTLZJI,O,O,O,O,X,O,O,O
SOTJILZ,O,X,O,X,X,O,X,O
SOTJIZL,O,X,O,O,X,O,O,O
SOTJLIZ,O,X,O,X,X,O,O,O
SOTJLZI,O,X,O,X,X,O,O,O
SOTJZIL,O,X,O,O,X,O,O,O
SOTJZLI,O,X,O,O,X,O,O,O
SOTZILJ,O,O,O,O,X,O,O,O
SOTZIJL,O,O,O,O,X,O,O,O
SOTZLIJ,O,O,O,O,X,O,O,O
SOTZLJI,O,O,O,O,X,O,O,O
SOTZJIL,O,O,O,O,X,O,O,O
SOTZJLI,O,O,O,O,X,O,O,O
SOITLJZ,O,X,O,O,X,O,O,O
SOITLZJ,O,X,O,O,X,O,O,O
SOITJLZ,O,X,O,X,X,O,X,O
SOITJZL,O,X,O,O,X,O,O,O
SOITZLJ,O,X,O,O,X,O,O,O
SOITZJL,O,X,O,O,X,O,O,O
SOILTJZ,O,X,O,O,X,X,X,O
SOILTZJ,O,X,O,O,X,O,O,O
SOILJTZ,O,X,O,O,O,X,X,O
SOILJZT,O,X,O,O,O,O,O,O
SOILZTJ,O,X,O,O,X,O,O,X
SOILZJT,O,X,O,O,X,O,O,O
SOIJTLZ,O,X,O,X,X,X,X,O
SOIJTZL,O,X,O,O,X,X,X,X
SOIJLTZ,O,X,O,O,O,X,X,O
SOIJLZT,O,X,O,O,O,O,X,O
SOIJZTL,O,X,O,O,X,O,O,X
SOIJZLT,O,X,O,O,X,O,O,O
SOIZTLJ,O,X,O,O,X,O,O,X
SOIZTJL,O,X,O,O,X,O,O,X
SOIZLTJ,O,X,O,O,X,O,O,X
SOIZLJT,O,X,O,O,X,O,O,O
SOIZJTL,O,X,O,O,X,O,O,X
SOIZJLT,O,X,O,O,X,O,O,O
SOLTIJZ,O,X,O,O,X,O,O,O
SOLTIZJ,O,O,O,O,X,O,O,O
SOLTJIZ,O,X,O,O,X,O,O,O
SOLTJZI,O,X,O,O,X,O,O,O
SOLTZIJ,O,O,O,O,X,O,O,O
SOLTZJI,O,O,O,O,X,O,O,O
SOLITJZ,O,X,O,O,X,X,X,O
SOLITZJ,O,X,O,O,X,O,O,O
SOLIJTZ,O,X,O,O,O,X,X,O
SOLIJZT,O,X,O,O,O,O,O,O
SOLIZTJ,O,X,O,O,X,O,O,X
SOLIZJT,O,X,O,O,X,O,O,O
SOLJTIZ,O,O,O,O,X,X,X,O
SOLJTZI,O,O,O,O,X,X,X,O
SOLJITZ,O,X,O,O,O,X,X,O
SOLJIZT,O,X,O,O,O,O,O,O
SOLJZTI,O,O,O,O,X,O,O,X
SOLJZIT,O,O,O,O,X,O,O,X
SOLZTIJ,O,O,O,O,X,O,O,O
SOLZTJI,O,O,O,O,X,O,O,O
SOLZITJ,O,O,O,O,X,O,O,X
SOLZIJT,O,O,O,O,X,O,O,O
SOLZJTI,O,O,O,O,X,O,O,X
SOLZJIT,O,O,O,O,X,O,O,X
SOJTILZ,O,O,O,X,X,O,X,O
SOJTIZL,O,O,O,O,X,O,O,O
SOJTLIZ,O,O,O,X,X,O,O,O
SOJTLZI,O,O,O,X,X,O,O,O
SOJTZIL,O,O,O,O,X,O,O,O
SOJTZLI,O,O,O,O,X,O,O,O
SOJITLZ,O,X,O,X,X,X,X,O
SOJITZL,O,X,O,O,X,X,X,X
SOJILTZ,O,X,O,O,O,X,X,O
SOJILZT,O,X,O,O,O,O,X,O
SOJIZTL,O,X,O,O,X,O,O,X
SOJIZLT,O,X,O,O,X,O,O,O
SOJLTIZ,O,O,O,O,X,X,X,O
SOJLTZI,O,O,O,O,X,X,X,O
SOJLITZ,O,X,O,O,O,X,X,O
SOJLIZT,O,X,O,O,O,O,O,O
SOJLZTI,O,O,O,O,X,O,O,X
SOJLZIT,O,O,O,O,X,O,O,X
SOJZTIL,O,O,O,O,X,O,O,X
SOJZTLI,O,O,O,O,X,O,O,X
SOJZITL,O,O,O,O,X,O,O,X
SOJZILT,O,O,O,O,X,O,O,X
SOJZLTI,O,O,O,O,X,O,O,X
SOJZLIT,O,O,O,O,X,O,O,X
SOZTILJ,O,O,O,O,X,O,O,O
SOZTIJL,O,O,O,O,X,O,O,O
SOZTLIJ,O,O,O,O,X,O,O,O
SOZTLJI,O,O,O,O,X,O,O,O
SOZTJIL,O,O,O,O,X,O,O,O
SOZTJLI,O,O,O,O,X,O,O,O
SOZITLJ,O,O,O,O,X,O,O,X
SOZITJL,O,O,O,O,X,O,O,X
SOZILTJ,O,O,O,O,X,O,O,X
SOZILJT,O,O,O,O,X,O,O,O
SOZIJTL,O,O,O,O,X,O,O,X
SOZIJLT,O,O,O,O,X,O,O,O
SOZLTIJ,O,O,O,O,X,O,O,O
SOZLTJI,O,O,O,O,X,O,O,O
SOZLITJ,O,O,O,O,X,O,O,X
SOZLIJT,O,O,O,O,X,O,O,O
SOZLJTI,O,O,O,O,X,O,O,X
SOZLJIT,O,O,O,O,X,O,O,X
SOZJTIL,O,O,O,O,X,O,O,X
SOZJTLI,O,O,O,O,X,O,O,X
SOZJITL,O,O,O,O,X,O,O,X
SOZJILT,O,O,O,O,X,O,O,X
SOZJLTI,O,O,O,O,X,O,O,X
SOZJLIT,O,O,O,O,X,O,O,X
ZTILJSO,O,O,X,X,X,O,O,X
ZTILJOS,X,O,X,X,X,O,O,X
ZTILSJO,O,O,X,X,X,O,O,X
ZTILSOJ,O,O,X,X,X,O,O,X
ZTILOJS,X,O,X,X,X,O,O,X
ZTILOSJ,X,O,X,X,X,O,O,X
ZTIJLSO,O,O,X,X,X,O,O,X
ZTIJLOS,X,O,X,X,X,O,O,X
ZTIJSLO,O,O,X,X,X,O,O,O
ZTIJSOL,O,O,X,X,X,O,O,O
ZTIJOLS,O,O,X,X,X,O,O,X
ZTIJOSL,O,O,X,X,X,X,O,O
ZTISLJO,O,O,X,X,X,O,O,O
ZTISLOJ,O,O,X,X,X,O,O,O
ZTISJLO,O,O,X,X,X,O,O,O
ZTISJOL,O,O,X,X,X,O,O,O
ZTISOLJ,O,O,X,X,X,O,O,O
ZTISOJL,O,O,X,X,X,O,O,O
ZTIOLJS,O,O,X,X,X,O,O,X
ZTIOLSJ,O,O,X,X,X,O,O,X
ZTIOJLS,O,O,X,X,X,O,O,X
ZTIOJSL,O,O,X,X,X,X,O,O
ZTIOSLJ,O,O,X,X,X,X,O,O
ZTIOSJL,O,O,X,X,X,X,O,O
ZTLIJSO,O,O,X,O,X,O,O,X
ZTLIJOS,X,O,X,X,X,O,O,X
ZTLISJO,O,O,X,O,X,O,O,X
ZTLISOJ,O,O,X,O,X,O,O,X
ZTLIOJS,X,O,X,X,X,O,O,X
ZTLIOSJ,X,O,X,X,X,O,O,X
ZTLJISO,O,O,X,O,X,O,O,X
ZTLJIOS,X,O,X,X,X,O,O,X
ZTLJSIO,O,O,X,O,X,O,O,X
ZTLJSOI,O,O,X,O,X,O,O,X
ZTLJOIS,X,O,X,O,X,O,O,X
ZTLJOSI,X,O,X,O,X,O,O,X
ZTLSIJO,O,O,X,O,X,O,O,X
ZTLSIOJ,O,O,X,O,X,O,O,X
ZTLSJIO,O,O,X,O,X,O,O,X
ZTLSJOI,O,O,X,O,X,O,O,X
ZTLSOIJ,O,O,X,O,X,O,O,X
ZTLSOJI,X,O,X,O,X,O,O,X
ZTLOIJS,X,O,X,O,X,O,O,X
ZTLOISJ,X,O,X,O,X,O,O,X
ZTLOJIS,X,O,X,O,X,O,O,X
ZTLOJSI,X,O,X,O,X,O,O,X
ZTLOSIJ,X,O,X,O,X,O,O,X
ZTLOSJI,X,O,X,O,X,O,O,X
ZTJILSO,O,O,X,X,X,O,O,X
ZTJILOS,X,O,X,X,X,O,O,X
ZTJISLO,O,O,X,X,X,O,O,O
ZTJISOL,O,O,X,X,X,O,O,O
ZTJIOLS,O,O,X,X,X,O,O,X
ZTJIOSL,O,O,X,X,X,X,O,O
ZTJLISO,O,O,X,O,X,O,O,X
ZTJLIOS,X,O,X,X,X,O,O,X
ZTJLSIO,O,O,X,O,X,O,O,X
ZTJLSOI,O,O,X,O,X,O,O,X
ZTJLOIS,X,O,X,O,X,O,O,X
ZTJLOSI,X,O,X,O,X,O,O,X
ZTJSILO,O,O,X,O,X,O,O,O
ZTJSIOL,O,O,X,O,X,O,O,O
ZTJSLIO,O,O,X,O,X,O,O,O
ZTJSLOI,O,O,X,O,X,O,O,O
ZTJSOIL,O,O,X,O,X,O,O,O
ZTJSOLI,O,O,X,O,X,O,O,O
ZTJOILS,O,O,X,O,X,O,O,X
ZTJOISL,O,O,X,O,X,X,O,O
ZTJOLIS,O,O,X,O,X,O,O,X
ZTJOLSI,O,O,X,O,X,O,O,X
ZTJOSIL,O,O,X,O,X,O,O,O
ZTJOSLI,O,O,X,O,X,O,O,O
ZTSILJO,O,O,X,O,X,O,O,O
ZTSILOJ,O,O,X,O,X,O,O,O
ZTSIJLO,O,O,X,O,X,O,O,O
ZTSIJOL,O,O,X,O,X,O,O,O
ZTSIOLJ,O,O,X,O,X,O,O,O
ZTSIOJL,O,O,X,O,X,O,O,O
ZTSLIJO,O,O,X,O,X,O,O,O
ZTSLIOJ,O,O,X,O,X,O,O,O
ZTSLJIO,O,O,X,O,X,O,O,O
ZTSLJOI,O,O,X,O,X,O,O,O
ZTSLOIJ,O,O,X,O,X,O,O,O
ZTSLOJI,O,O,X,O,X,O,O,O
ZTSJILO,O,O,X,O,X,O,O,O
ZTSJIOL,O,O,X,O,X,O,O,O
ZTSJLIO,O,O,X,O,X,O,O,O
ZTSJLOI,O,O,X,O,X,O,O,O
ZTSJOIL,O,O,X,O,X,O,O,O
ZTSJOLI,O,O,X,O,X,O,O,O
ZTSOILJ,O,O,X,O,X,O,O,O
ZTSOIJL,O,O,X,O,X,O,O,O
ZTSOLIJ,O,O,X,O,X,O,O,O
ZTSOLJI,O,O,X,O,X,O,O,O
ZTSOJIL,O,O,X,O,X,O,O,O
ZTSOJLI,O,O,X,O,X,O,O,O
ZTOILJS,O,O,X,O,X,O,O,X
ZTOILSJ,O,O,X,O,X,O,O,X
ZTOIJLS,O,O,X,O,X,O,O,X
ZTOIJSL,O,O,X,O,X,X,O,O
ZTOISLJ,O,O,X,O,X,X,O,O
ZTOISJL,O,O,X,O,X,X,O,O
ZTOLIJS,O,O,X,O,X,O,O,X
ZTOLISJ,O,O,X,O,X,O,O,X
ZTOLJIS,O,O,X,O,X,O,O,X
ZTOLJSI,O,O,X,O,X,O,O,X
ZTOLSIJ,O,O,X,O,X,O,O,X
ZTOLSJI,O,O,X,O,X,O,O,X
ZTOJILS,O,O,X,O,X,O,O,X
ZTOJISL,O,O,X,O,X,X,O,O
ZTOJLIS,O,O,X,O,X,O,O,X
ZTOJLSI,O,O,X,O,X,O,O,X
ZTOJSIL,O,O,X,O,X,O,O,O
ZTOJSLI,O,O,X,O,X,O,O,O
ZTOSILJ,O,O,X,O,X,O,O,O
ZTOSIJL,O,O,X,O,X,O,O,O
ZTOSLIJ,O,O,X,O,X,O,O,O
ZTOSLJI,O,O,X,O,X,O,O,O
ZTOSJIL,O,O,X,O,X,O,O,O
ZTOSJLI,O,O,X,O,X,O,O,O
ZITLJSO,X,O,X,X,X,O,O,X
ZITLJOS,X,O,X,X,X,O,O,X
ZITLSJO,X,O,X,X,X,O,O,X
ZITLSOJ,X,O,X,X,X,O,O,X
ZITLOJS,X,O,X,X,X,O,O,X
ZITLOSJ,X,O,X,X,X,O,O,X
ZITJLSO,X,O,X,X,X,O,O,X
ZITJLOS,X,O,X,X,X,O,O,X
ZITJSLO,X,O,X,X,X,O,O,O
ZITJSOL,X,O,X,X,X,O,O,O
ZITJOLS,X,O,X,X,X,O,O,X
ZITJOSL,X,O,X,X,X,X,O,O
ZITSLJO,X,O,X,X,X,O,O,O
ZITSLOJ,X,O,X,X,X,O,O,O
ZITSJLO,X,O,X,X,X,O,O,O
ZITSJOL,X,O,X,X,X,O,O,O
ZITSOLJ,X,O,X,X,X,O,O,O
ZITSOJL,X,O,X,X,X,O,O,O
ZITOLJS,X,O,X,X,X,O,O,X
ZITOLSJ,X,O,X,X,X,O,O,X
ZITOJLS,X,O,X,X,X,O,O,X
ZITOJSL,X,O,X,X,X,X,O,O
ZITOSLJ,X,O,X,X,X,X,O,O
ZITOSJL,X,O,X,X,X,X,O,O
ZILTJSO,X,O,X,O,X,O,X,X
ZILTJOS,X,O,X,X,X,O,X,X
ZILTSJO,X,O,X,O,X,O,X,X
ZILTSOJ,X,O,X,O,X,O,X,X
ZILTOJS,X,O,X,X,X,O,X,X
ZILTOSJ,X,O,X,X,X,X,X,X
ZILJTSO,X,O,X,O,X,O,X,X
ZILJTOS,X,O,X,X,X,O,X,X
ZILJSTO,X,O,X,O,X,O,O,X
ZILJSOT,X,O,X,O,X,O,O,X
ZILJOTS,X,X,X,O,O,O,X,X
ZILJOST,X,X,X,O,O,O,O,X
ZILSTJO,X,O,X,O,X,O,O,X
ZILSTOJ,X,O,X,O,X,O,O,X
ZILSJTO,X,O,X,O,X,O,O,X
ZILSJOT,X,O,X,O,X,O,O,X
ZILSOTJ,X,O,X,O,X,O,O,X
ZILSOJT,X,O,X,O,X,O,O,X
ZILOTJS,X,X,X,O,X,O,X,X
ZILOTSJ,X,X,X,O,X,O,X,X
ZILOJTS,X,X,X,O,O,O,X,X
ZILOJST,X,X,X,O,O,O,O,X
ZILOSTJ,X,X,X,O,X,O,O,X
ZILOSJT,X,X,X,O,X,O,O,X
ZIJTLSO,X,O,X,X,X,O,O,X
ZIJTLOS,X,O,X,X,X,O,O,X
ZIJTSLO,X,O,X,X,X,O,O,X
ZIJTSOL,X,O,X,X,X,O,O,X
ZIJTOLS,X,O,X,X,X,O,O,X
ZIJTOSL,X,O,X,X,X,X,O,X
ZIJLTSO,X,O,X,O,X,O,X,X
ZIJLTOS,X,O,X,X,X,O,X,X
ZIJLSTO,X,O,X,O,X,O,O,X
ZIJLSOT,X,O,X,O,X,O,O,X
ZIJLOTS,X,X,X,O,O,O,X,X
ZIJLOST,X,X,X,O,O,O,O,X
ZIJSTLO,X,O,X,O,X,O,O,X
ZIJSTOL,X,O,X,O,X,O,O,X
ZIJSLTO,X,O,X,O,X,O,O,X
ZIJSLOT,X,O,X,O,X,O,O,O
ZIJSOTL,X,O,X,O,X,O,O,X
ZIJSOLT,X,O,X,O,X,O,O,O
ZIJOTLS,X,O,X,O,X,O,O,X
ZIJOTSL,X,O,X,O,X,X,O,X
ZIJOLTS,X,O,X,O,O,O,X,X
ZIJOLST,X,O,X,O,O,O,O,X
ZIJOSTL,X,O,X,O,X,O,O,X
ZIJOSLT,X,O,X,O,X,O,O,O
ZISTLJO,X,O,X,O,X,O,O,O
ZISTLOJ,X,O,X,O,X,O,O,O
ZISTJLO,X,O,X,O,X,O,O,O
ZISTJOL,X,O,X,O,X,O,O,O
ZISTOLJ,X,O,X,O,X,O,O,O
ZISTOJL,X,O,X,O,X,O,O,O
ZISLTJO,X,O,X,O,X,O,O,O
ZISLTOJ,X,O,X,O,X,O,O,O
ZISLJTO,X,O,X,O,X,O,O,X
ZISLJOT,X,O,X,O,X,O,O,O
ZISLOTJ,X,O,X,O,X,O,O,X
ZISLOJT,X,O,X,O,X,O,O,O
ZISJTLO,X,O,X,O,X,O,O,X
ZISJTOL,X,O,X,O,X,O,O,X
ZISJLTO,X,O,X,O,X,O,O,X
ZISJLOT,X,O,X,O,X,O,O,O
ZISJOTL,X,O,X,O,X,O,O,X
ZISJOLT,X,O,X,O,X,O,O,O
ZISOTLJ,X,O,X,O,X,O,O,X
ZISOTJL,X,O,X,O,X,O,O,X
ZISOLTJ,X,O,X,O,X,O,O,X
ZISOLJT,X,O,X,O,X,O,O,O
ZISOJTL,X,O,X,O,X,O,O,X
ZISOJLT,X,O,X,O,X,O,O,O
ZIOTLJS,X,O,X,O,X,O,O,X
ZIOTLSJ,X,O,X,O,X,O,O,X
ZIOTJLS,X,O,X,O,X,O,O,X
ZIOTJSL,X,O,X,O,X,X,O,X
ZIOTSLJ,X,O,X,O,X,X,O,X
ZIOTSJL,X,O,X,O,X,X,O,X
ZIOLTJS,X,O,X,O,X,O,X,X
ZIOLTSJ,X,O,X,O,X,O,X,X
ZIOLJTS,X,O,X,O,O,O,X,X
ZIOLJST,X,O,X,O,O,O,O,X
ZIOLSTJ,X,O,X,O,X,O,O,X
ZIOLSJT,X,O,X,O,X,O,O,X
ZIOJTLS,X,O,X,O,X,O,O,X
ZIOJTSL,X,O,X,O,X,X,O,X
ZIOJLTS,X,O,X,O,O,O,X,X
ZIOJLST,X,O,X,O,O,O,O,X
ZIOJSTL,X,O,X,O,X,O,O,X
ZIOJSLT,X,O,X,O,X,O,O,O
ZIOSTLJ,X,O,X,O,X,O,O,X
ZIOSTJL,X,O,X,O,X,O,O,X
ZIOSLTJ,X,O,X,O,X,O,O,X
ZIOSLJT,X,O,X,O,X,O,O,O
ZIOSJTL,X,O,X,O,X,O,O,X
ZIOSJLT,X,O,X,O,X,O,O,O
ZLTIJSO,O,O,O,O,X,O,O,X
ZLTIJOS,X,O,X,X,X,O,O,X
ZLTISJO,O,O,O,O,X,O,O,X
ZLTISOJ,O,O,O,O,X,O,O,X
ZLTIOJS,X,O,X,X,X,O,O,X
ZLTIOSJ,X,O,X,X,X,O,O,X
ZLTJISO,O,O,O,O,X,O,O,X
ZLTJIOS,X,O,X,X,X,O,O,X
ZLTJSIO,O,O,O,O,X,O,O,X
ZLTJSOI,O,O,O,O,X,O,O,X
ZLTJOIS,X,O,O,O,X,O,O,X
ZLTJOSI,X,O,O,O,X,O,O,X
ZLTSIJO,O,O,O,O,X,O,O,X
ZLTSIOJ,O,O,O,O,X,O,O,X
ZLTSJIO,O,O,O,O,X,O,O,X
ZLTSJOI,O,O,O,O,X,O,O,X
ZLTSOIJ,O,O,O,O,X,O,O,X
ZLTSOJI,X,O,O,O,X,O,O,X
ZLTOIJS,X,O,O,O,X,O,O,X
ZLTOISJ,X,O,O,O,X,O,O,X
ZLTOJIS,X,O,O,O,X,O,O,X
ZLTOJSI,X,O,O,O,X,O,O,X
ZLTOSIJ,X,O,O,O,X,O,O,X
ZLTOSJI,X,O,O,O,X,O,O,X
ZLITJSO,X,O,O,O,X,O,X,X
ZLITJOS,X,O,X,X,X,O,X,X
ZLITSJO,X,O,O,O,X,O,X,X
ZLITSOJ,X,O,O,O,X,O,X,X
ZLITOJS,X,O,X,X,X,O,X,X
ZLITOSJ,X,O,X,X,X,X,X,X
ZLIJTSO,X,O,O,O,X,O,X,X
ZLIJTOS,X,O,X,X,X,O,X,X
ZLIJSTO,X,O,O,O,X,O,O,X
ZLIJSOT,X,O,O,O,X,O,O,X
ZLIJOTS,X,X,X,O,O,O,X,X
ZLIJOST,X,X,X,O,O,O,O,X
ZLISTJO,X,O,O,O,X,O,O,X
ZLISTOJ,X,O,O,O,X,O,O,X
ZLISJTO,X,O,O,O,X,O,O,X
ZLISJOT,X,O,O,O,X,O,O,X
ZLISOTJ,X,O,O,O,X,O,O,X
ZLISOJT,X,O,O,O,X,O,O,X
ZLIOTJS,X,X,X,O,X,O,X,X
ZLIOTSJ,X,X,X,O,X,O,X,X
ZLIOJTS,X,X,X,O,O,O,X,X
ZLIOJST,X,X,X,O,O,O,O,X
ZLIOSTJ,X,X,X,O,X,O,O,X
ZLIOSJT,X,X,X,O,X,O,O,X
ZLJTISO,O,O,O,O,X,O,O,X
ZLJTIOS,X,O,X,X,X,O,O,X
ZLJTSIO,O,O,O,O,X,O,O,X
ZLJTSOI,O,O,O,O,X,O,O,X
ZLJTOIS,X,O,O,O,X,O,O,X
ZLJTOSI,X,O,O,O,X,O,O,X
ZLJITSO,X,O,O,O,X,O,X,X
ZLJITOS,X,O,X,X,X,O,X,X
ZLJISTO,X,O,O,O,X,O,O,X
ZLJISOT,X,O,O,O,X,O,O,X
ZLJIOTS,X,X,X,O,O,O,X,X
ZLJIOST,X,X,X,O,O,O,O,X
ZLJSTIO,O,O,O,O,X,O,O,X
ZLJSTOI,O,O,O,O,X,O,O,X
ZLJSITO,O,O,O,O,X,O,O,X
ZLJSIOT,O,O,O,O,X,O,O,X
ZLJSOTI,O,O,O,O,X,O,O,X
