sequence,v115@ThB8EeF8AeD8Jem/IvhFRhB3iBcoBTkBFmBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhBCjBTkBmlB8rBXtB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB
SZIJTOL,O,O,O,O,X,O,O,O
SZIJLTO,O,O,O,O,X,O,O,X
SZIJLOT,O,O,O,O,X,O,O,O
SZIJOTL,O,O,O,O,X,O,O,X
SZIJOLT,O,O,O,O,X,O,O,O
SZIOTLJ,O,O,O,O,X,O,O,X
SZIOTJL,O,O,O,O,X,O,O,X
SZIOLTJ,O,O,O,O,X,O,O,X
SZIOLJT,O,O,O,O,X,O,O,O
SZIOJTL,O,O,O,O,X,O,O,X
SZIOJLT,O,O,O,O,X,O,O,O
SZLTIJO,O,O,O,O,X,O,O,X
SZLTIOJ,O,O,O,O,X,O,O,X
SZLTJIO,O,O,O,O,X,O,O,X
SZLTJOI,O,O,O,O,X,O,O,X
SZLTOIJ,O,O,O,O,X,O,O,X
SZLTOJI,O,O,O,O,X,O,O,X
SZLITJO,O,O,O,O,X,O,O,X
SZLITOJ,O,O,O,O,X,O,O,X
SZLIJTO,O,O,O,O,X,O,O,X
SZLIJOT,O,O,O,O,X,O,O,X
SZLIOTJ,O,O,O,O,X,O,O,X
SZLIOJT,O,O,O,O,X,O,O,X
SZLJTIO,O,O,O,O,X,O,O,X
SZLJTOI,O,O,O,O,X,O,O,X
SZLJITO,O,O,O,O,X,O,O,X
SZLJIOT,O,O,O,O,X,O,O,X
SZLJOTI,O,O,O,O,X,O,O,X
SZLJOIT,O,O,O,O,X,O,O,X
SZLOTIJ,O,O,O,O,X,O,O,X
SZLOTJI,O,O,O,O,X,O,O,X
SZLOITJ,O,O,O,O,X,O,O,X
SZLOIJT,O,O,O,O,X,O,O,X
SZLOJTI,O,O,O,O,X,O,O,X
SZLOJIT,O,O,O,O,X,O,O,X
SZJTILO,O,O,O,O,X,O,O,O
SZJTIOL,O,O,O,O,X,O,O,O
SZJTLIO,O,O,O,O,X,O,O,O
SZJTLOI,O,O,O,O,X,O,O,O
SZJTOIL,O,O,O,O,X,O,O,O
SZJTOLI,O,O,O,O,X,O,O,O
SZJITLO,O,O,O,O,X,O,O,O
SZJITOL,O,O,O,O,X,O,O,O
SZJILTO,O,O,O,O,X,O,O,X
SZJILOT,O,O,O,O,X,O,O,O
SZJIOTL,O,O,O,O,X,O,O,X
SZJIOLT,O,O,O,O,X,O,O,O
SZJLTIO,O,O,O,O,X,O,O,X
SZJLTOI,O,O,O,O,X,O,O,X
SZJLITO,O,O,O,O,X,O,O,X
SZJLIOT,O,O,O,O,X,O,O,X
SZJLOTI,O,O,O,O,X,O,O,X
SZJLOIT,O,O,O,O,X,O,O,X
SZJOTIL,O,O,O,O,X,O,O,O
SZJOTLI,O,O,O,O,X,O,O,O
SZJOITL,O,O,O,O,X,O,O,X
SZJOILT,O,O,O,O,X,O,O,O
SZJOLTI,O,O,O,O,X,O,O,X
SZJOLIT,O,O,O,O,X,O,O,X
SZOTILJ,O,O,O,O,X,O,O,O
SZOTIJL,O,O,O,O,X,O,O,O
SZOTLIJ,O,O,O,O,X,O,O,O
SZOTLJI,O,O,O,O,X,O,O,O
SZOTJIL,O,O,O,O,X,O,O,O
SZOTJLI,O,O,O,O,X,O,O,O
SZOITLJ,O,O,O,O,X,O,O,X
SZOITJL,O,O,O,O,X,O,O,X
SZOILTJ,O,O,O,O,X,O,O,X
SZOILJT,O,O,O,O,X,O,O,O
SZOIJTL,O,O,O,O,X,O,O,X
SZOIJLT,O,O,O,O,X,O,O,O
SZOLTIJ,O,O,O,O,X,O,O,X
SZOLTJI,O,O,O,O,X,O,O,X
SZOLITJ,O,O,O,O,X,O,O,X
SZOLIJT,O,O,O,O,X,O,O,X
SZOLJTI,O,O,O,O,X,O,O,X
SZOLJIT,O,O,O,O,X,O,O,X
SZOJTIL,O,O,O,O,X,O,O,O
SZOJTLI,O,O,O,O,X,O,O,O
SZOJITL,O,O,O,O,X,O,O,X
SZOJILT,O,O,O,O,X,O,O,O
SZOJLTI,O,O,O,O,X,O,O,X
SZOJLIT,O,O,O,O,X,O,O,X
SOTILJZ,O,O,X,O,X,O,O,X
SOTILZJ,O,O,X,O,X,X,O,O
SOTIJLZ,O,O,X,O,X,O,O,X
SOTIJZL,O,O,X,O,X,O,O,X
SOTIZLJ,O,O,X,O,X,X,O,O
SOTIZJL,O,O,X,O,X,X,O,O
SOTLIJZ,O,O,X,O,X,O,O,X
SOTLIZJ,O,O,X,O,X,X,O,O
SOTLJIZ,O,O,X,O,X,O,O,X
SOTLJZI,O,O,X,O,X,O,O,X
SOTLZIJ,O,O,X,O,X,O,O,O
SOTLZJI,O,O,X,O,X,O,O,O
SOTJILZ,O,O,X,O,X,O,O,X
SOTJIZL,O,O,X,O,X,O,O,X
SOTJLIZ,O,O,X,O,X,O,O,X
SOTJLZI,O,O,X,O,X,O,O,X
SOTJZIL,O,O,X,O,X,O,O,X
SOTJZLI,O,O,X,O,X,O,O,X
SOTZILJ,O,O,X,O,X,O,O,O
SOTZIJL,O,O,X,O,X,O,O,O
SOTZLIJ,O,O,X,O,X,O,O,O
SOTZLJI,O,O,X,O,X,O,O,O
SOTZJIL,O,O,X,O,X,O,O,O
SOTZJLI,O,O,X,O,X,O,O,O
SOITLJZ,X,O,X,O,X,O,O,X
SOITLZJ,X,O,X,O,X,X,O,X
SOITJLZ,X,O,X,O,X,O,O,X
SOITJZL,X,O,X,O,X,O,O,X
SOITZLJ,X,O,X,O,X,X,O,X
SOITZJL,X,O,X,O,X,X,O,X
SOILTJZ,X,O,X,O,X,O,O,X
SOILTZJ,X,O,O,O,X,X,O,X
SOILJTZ,X,O,O,O,O,O,X,X
SOILJZT,X,O,O,O,O,O,O,X
SOILZTJ,X,O,O,O,X,O,O,X
SOILZJT,X,O,O,O,X,O,O,O
SOIJTLZ,X,O,O,O,X,O,X,X
SOIJTZL,X,O,O,O,X,O,X,X
SOIJLTZ,X,O,O,O,O,O,X,X
SOIJLZT,X,O,O,O,O,O,O,X
SOIJZTL,X,O,O,O,X,O,O,X
SOIJZLT,X,O,O,O,X,O,O,X
SOIZTLJ,X,O,O,O,X,O,O,X
SOIZTJL,X,O,O,O,X,O,O,X
SOIZLTJ,X,O,O,O,X,O,O,X
SOIZLJT,X,O,O,O,X,O,O,O
SOIZJTL,X,O,O,O,X,O,O,X
SOIZJLT,X,O,O,O,X,O,O,O
SOLTIJZ,O,O,X,O,X,O,O,X
SOLTIZJ,O,O,O,O,X,X,O,X
SOLTJIZ,O,O,X,O,X,O,O,X
SOLTJZI,O,O,X,O,X,O,O,X
SOLTZIJ,O,O,O,O,X,O,O,X
SOLTZJI,O,O,O,O,X,O,O,X
SOLITJZ,X,O,X,O,X,O,O,X
SOLITZJ,X,O,O,O,X,X,O,X
SOLIJTZ,X,O,O,O,O,O,X,X
SOLIJZT,X,O,O,O,O,O,O,X
SOLIZTJ,X,O,O,O,X,O,O,X
SOLIZJT,X,O,O,O,X,O,O,X
SOLJTIZ,O,O,O,O,X,O,O,X
SOLJTZI,O,O,O,O,X,O,O,X
SOLJITZ,X,O,O,O,O,O,X,X
SOLJIZT,X,O,O,O,O,O,O,X
SOLJZTI,O,O,O,O,X,O,O,X
SOLJZIT,O,O,O,O,X,O,O,X
SOLZTIJ,O,O,O,O,X,O,O,X
SOLZTJI,O,O,O,O,X,O,O,X
SOLZITJ,O,O,O,O,X,O,O,X
SOLZIJT,O,O,O,O,X,O,O,X
SOLZJTI,O,O,O,O,X,O,O,X
SOLZJIT,O,O,O,O,X,O,O,X
SOJTILZ,O,O,O,O,X,O,O,X
SOJTIZL,O,O,O,O,X,O,O,X
SOJTLIZ,O,O,O,O,X,O,O,X
SOJTLZI,O,O,O,O,X,O,O,X
SOJTZIL,O,O,O,O,X,O,O,X
SOJTZLI,O,O,O,O,X,O,O,X
SOJITLZ,X,O,O,O,X,O,X,X
SOJITZL,X,O,O,O,X,O,X,X
SOJILTZ,X,O,O,O,O,O,X,X
SOJILZT,X,O,O,O,O,O,O,X
SOJIZTL,X,O,O,O,X,O,O,X
SOJIZLT,X,O,O,O,X,O,O,X
SOJLTIZ,O,O,O,O,X,O,O,X
SOJLTZI,O,O,O,O,X,O,O,X
SOJLITZ,X,O,O,O,O,O,X,X
SOJLIZT,X,O,O,O,O,O,O,X
SOJLZTI,O,O,O,O,X,O,O,X
SOJLZIT,O,O,O,O,X,O,O,X
SOJZTIL,O,O,O,O,X,O,O,X
SOJZTLI,O,O,O,O,X,O,O,X
SOJZITL,O,O,O,O,X,O,O,X
SOJZILT,O,O,O,O,X,O,O,X
SOJZLTI,O,O,O,O,X,O,O,X
SOJZLIT,O,O,O,O,X,O,O,X
SOZTILJ,O,O,O,O,X,O,O,O
SOZTIJL,O,O,O,O,X,O,O,O
SOZTLIJ,O,O,O,O,X,O,O,O
SOZTLJI,O,O,O,O,X,O,O,O
SOZTJIL,O,O,O,O,X,O,O,O
SOZTJLI,O,O,O,O,X,O,O,O
SOZITLJ,O,O,O,O,X,O,O,X
SOZITJL,O,O,O,O,X,O,O,X
SOZILTJ,O,O,O,O,X,O,O,X
SOZILJT,O,O,O,O,X,O,O,O
SOZIJTL,O,O,O,O,X,O,O,X
SOZIJLT,O,O,O,O,X,O,O,O
SOZLTIJ,O,O,O,O,X,O,O,X
SOZLTJI,O,O,O,O,X,O,O,X
SOZLITJ,O,O,O,O,X,O,O,X
SOZLIJT,O,O,O,O,X,O,O,X
SOZLJTI,O,O,O,O,X,O,O,X
SOZLJIT,O,O,O,O,X,O,O,X
SOZJTIL,O,O,O,O,X,O,O,O
SOZJTLI,O,O,O,O,X,O,O,O
SOZJITL,O,O,O,O,X,O,O,X
SOZJILT,O,O,O,O,X,O,O,O
SOZJLTI,O,O,O,O,X,O,O,X
SOZJLIT,O,O,O,O,X,O,O,X
ZTILJSO,O,X,X,X,X,O,O,O
ZTILJOS,O,X,X,X,X,O,O,O
ZTILSJO,O,X,X,X,X,O,O,O
ZTILSOJ,O,X,X,X,X,O,O,O
ZTILOJS,O,X,X,X,X,O,X,O
ZTILOSJ,O,X,X,X,X,O,O,O
ZTIJLSO,O,X,X,O,X,O,O,O
ZTIJLOS,O,X,X,X,X,O,O,O
ZTIJSLO,O,O,X,O,X,O,O,O
ZTIJSOL,O,O,X,O,X,O,O,O
ZTIJOLS,O,X,X,O,X,O,O,O
ZTIJOSL,O,X,X,O,X,O,O,O
ZTISLJO,O,O,X,O,X,O,O,O
ZTISLOJ,O,O,X,O,X,O,O,O
ZTISJLO,O,O,X,O,X,O,O,O
ZTISJOL,O,O,X,O,X,O,O,O
ZTISOLJ,O,O,X,O,X,O,O,O
ZTISOJL,O,O,X,O,X,O,O,O
ZTIOLJS,O,X,X,X,X,O,X,O
ZTIOLSJ,O,X,X,O,X,O,O,O
ZTIOJLS,O,X,X,X,X,O,O,O
ZTIOJSL,O,O,X,O,X,O,O,O
ZTIOSLJ,O,O,X,O,X,O,O,O
ZTIOSJL,O,O,X,O,X,O,O,O
ZTLIJSO,O,X,O,X,X,O,O,O
ZTLIJOS,O,X,O,X,X,O,O,O
ZTLISJO,O,X,O,X,X,O,O,O
ZTLISOJ,O,X,O,X,X,O,O,O
ZTLIOJS,O,X,O,X,X,O,X,O
ZTLIOSJ,O,X,O,X,X,O,O,O
ZTLJISO,O,X,O,O,X,O,O,O
ZTLJIOS,O,X,O,X,X,O,O,O
ZTLJSIO,O,X,O,O,X,O,O,O
ZTLJSOI,O,X,O,O,X,O,O,O
ZTLJOIS,O,X,O,O,X,O,O,O
ZTLJOSI,O,X,O,O,X,O,O,O
ZTLSIJO,O,X,O,O,X,O,O,O
ZTLSIOJ,O,X,O,O,X,O,O,O
ZTLSJIO,O,X,O,O,X,O,O,O
ZTLSJOI,O,X,O,O,X,O,O,O
ZTLSOIJ,O,X,O,O,X,O,O,O
ZTLSOJI,O,X,O,O,X,O,O,O
ZTLOIJS,O,X,O,X,X,O,X,O
ZTLOISJ,O,X,O,O,X,O,O,O
ZTLOJIS,O,X,O,X,X,O,O,O
ZTLOJSI,O,X,O,X,X,O,O,O
ZTLOSIJ,O,X,O,O,X,O,O,O
ZTLOSJI,O,X,O,O,X,O,O,O
ZTJILSO,O,X,O,O,X,O,O,O
ZTJILOS,O,X,O,X,X,O,O,O
ZTJISLO,O,O,O,O,X,O,O,O
ZTJISOL,O,O,O,O,X,O,O,O
ZTJIOLS,O,X,O,O,X,O,O,O
ZTJIOSL,O,X,O,O,X,O,O,O
ZTJLISO,O,X,O,O,X,O,O,O
ZTJLIOS,O,X,O,X,X,O,O,O
ZTJLSIO,O,X,O,O,X,O,O,O
ZTJLSOI,O,X,O,O,X,O,O,O
ZTJLOIS,O,X,O,O,X,O,O,O
ZTJLOSI,O,X,O,O,X,O,O,O
ZTJSILO,O,O,O,O,X,O,O,O
ZTJSIOL,O,O,O,O,X,O,O,O
ZTJSLIO,O,O,O,O,X,O,O,O
ZTJSLOI,O,O,O,O,X,O,O,O
ZTJSOIL,O,O,O,O,X,O,O,O
ZTJSOLI,O,X,O,O,X,O,O,O
ZTJOILS,O,X,O,O,X,O,O,O
ZTJOISL,O,X,O,O,X,O,O,O
ZTJOLIS,O,X,O,O,X,O,O,O
ZTJOLSI,O,X,O,O,X,O,O,O
ZTJOSIL,O,X,O,O,X,O,O,O
ZTJOSLI,O,X,O,O,X,O,O,O
ZTSILJO,O,O,X,O,X,O,O,O
ZTSILOJ,O,O,X,O,X,O,O,O
ZTSIJLO,O,O,O,O,X,O,O,O
ZTSIJOL,O,O,O,O,X,O,O,O
ZTSIOLJ,O,O,O,O,X,O,O,O
ZTSIOJL,O,O,O,O,X,O,O,O
ZTSLIJO,O,O,O,O,X,O,O,O
ZTSLIOJ,O,O,O,O,X,O,O,O
ZTSLJIO,O,O,O,O,X,O,O,O
ZTSLJOI,O,O,O,O,X,O,O,O
ZTSLOIJ,O,O,O,O,X,O,O,O
ZTSLOJI,O,O,O,O,X,O,O,O
ZTSJILO,O,O,O,O,X,O,O,O
ZTSJIOL,O,O,O,O,X,O,O,O
ZTSJLIO,O,O,O,O,X,O,O,O
ZTSJLOI,O,O,O,O,X,O,O,O
ZTSJOIL,O,O,O,O,X,O,O,O
ZTSJOLI,O,O,O,O,X,O,O,O
ZTSOILJ,O,O,O,O,X,O,O,O
ZTSOIJL,O,O,O,O,X,O,O,O
ZTSOLIJ,O,O,O,O,X,O,O,O
ZTSOLJI,O,O,O,O,X,O,O,O
ZTSOJIL,O,O,O,O,X,O,O,O
ZTSOJLI,O,O,O,O,X,O,O,O
ZTOILJS,O,X,O,X,X,O,X,O
ZTOILSJ,O,X,O,O,X,O,O,O
ZTOIJLS,O,X,O,O,X,O,O,O
ZTOIJSL,O,O,O,O,X,O,O,O
ZTOISLJ,O,O,O,O,X,O,O,O
ZTOISJL,O,O,O,O,X,O,O,O
ZTOLIJS,O,X,O,X,X,O,X,O
ZTOLISJ,O,X,O,O,X,O,O,O
ZTOLJIS,O,X,O,X,X,O,O,O
ZTOLJSI,O,X,O,X,X,O,O,O
ZTOLSIJ,O,X,O,O,X,O,O,O
ZTOLSJI,O,X,O,O,X,O,O,O
ZTOJILS,O,X,O,O,X,O,O,O
ZTOJISL,O,O,O,O,X,O,O,O
ZTOJLIS,O,X,O,O,X,O,O,O
ZTOJLSI,O,X,O,O,X,O,O,O
ZTOJSIL,O,O,O,O,X,O,O,O
ZTOJSLI,O,O,O,O,X,O,O,O
ZTOSILJ,O,O,O,O,X,O,O,O
ZTOSIJL,O,O,O,O,X,O,O,O
ZTOSLIJ,O,O,O,O,X,O,O,O
ZTOSLJI,O,O,O,O,X,O,O,O
ZTOSJIL,O,O,O,O,X,O,O,O
ZTOSJLI,O,O,O,O,X,O,O,O
ZITLJSO,O,X,X,X,X,O,O,O
ZITLJOS,O,X,X,X,X,O,O,O
ZITLSJO,O,X,X,X,X,O,O,O
ZITLSOJ,O,X,X,X,X,O,O,O
ZITLOJS,O,X,X,X,X,O,X,O
ZITLOSJ,O,X,X,X,X,O,O,O
ZITJLSO,O,X,X,O,X,O,O,O
ZITJLOS,O,X,X,X,X,O,O,O
ZITJSLO,O,X,X,O,X,O,O,O
ZITJSOL,O,X,X,O,X,O,O,O
ZITJOLS,O,X,X,O,X,O,O,O
ZITJOSL,O,X,X,O,X,O,O,O
ZITSLJO,O,X,X,O,X,O,O,O
ZITSLOJ,O,X,X,O,X,O,O,O
ZITSJLO,O,X,X,O,X,O,O,O
ZITSJOL,O,X,X,O,X,O,O,O
ZITSOLJ,O,X,X,O,X,O,O,O
ZITSOJL,O,X,X,O,X,O,O,O
ZITOLJS,O,X,X,X,X,O,X,O
ZITOLSJ,O,X,X,O,X,O,O,O
ZITOJLS,O,X,X,X,X,O,O,O
ZITOJSL,O,X,X,O,X,O,O,O
ZITOSLJ,O,X,X,O,X,O,O,O
ZITOSJL,O,X,X,O,X,O,O,O
ZILTJSO,O,X,O,X,X,X,O,O
ZILTJOS,O,X,O,X,X,X,O,O
ZILTSJO,O,X,O,X,X,X,O,O
ZILTSOJ,O,X,O,X,X,X,O,O
ZILTOJS,O,X,O,X,X,X,X,O
ZILTOSJ,O,X,O,X,X,X,O,O
ZILJTSO,O,X,O,X,X,X,X,O
ZILJTOS,O,X,O,X,X,X,X,O
ZILJSTO,O,X,O,X,X,O,O,X
ZILJSOT,O,X,O,X,X,O,O,O
ZILJOTS,X,X,O,X,O,X,X,O
ZILJOST,X,X,O,X,O,O,O,O
ZILSTJO,O,X,O,X,X,O,O,X
ZILSTOJ,O,X,O,X,X,O,O,X
ZILSJTO,O,X,O,X,X,O,O,X
ZILSJOT,O,X,O,X,X,O,O,O
ZILSOTJ,O,X,O,X,X,O,O,X
ZILSOJT,O,X,O,X,X,O,O,O
ZILOTJS,O,X,O,X,X,X,X,O
ZILOTSJ,O,X,O,X,X,X,X,X
ZILOJTS,O,X,O,X,O,X,X,O
ZILOJST,O,X,O,X,O,O,X,O
ZILOSTJ,O,X,O,X,X,O,O,X
ZILOSJT,O,X,O,X,X,O,O,O
ZIJTLSO,O,X,O,O,X,X,O,O
ZIJTLOS,O,X,O,X,X,X,O,O
ZIJTSLO,O,X,O,O,X,O,O,O
ZIJTSOL,O,X,O,O,X,O,O,O
ZIJTOLS,X,X,O,O,X,X,O,O
ZIJTOSL,O,X,O,O,X,O,O,O
ZIJLTSO,O,X,O,O,X,X,X,O
ZIJLTOS,O,X,O,X,X,X,X,O
ZIJLSTO,O,X,O,O,X,O,O,X
ZIJLSOT,O,X,O,O,X,O,O,O
ZIJLOTS,X,X,O,X,O,X,X,O
ZIJLOST,X,X,O,X,O,O,O,O
ZIJSTLO,O,X,O,O,X,O,O,O
ZIJSTOL,O,X,O,O,X,O,O,O
ZIJSLTO,O,X,O,O,X,O,O,X
ZIJSLOT,O,X,O,O,X,O,O,O
ZIJSOTL,O,X,O,O,X,O,O,X
ZIJSOLT,O,X,O,O,X,O,O,O
ZIJOTLS,X,X,O,O,X,X,X,O
ZIJOTSL,X,X,O,O,X,O,O,O
ZIJOLTS,X,X,O,O,O,X,X,O
ZIJOLST,X,X,O,O,O,O,O,O
ZIJOSTL,X,X,O,O,X,O,O,X
ZIJOSLT,X,X,O,O,X,O,O,O
ZISTLJO,O,X,X,O,X,O,O,O
ZISTLOJ,O,X,X,O,X,O,O,O
ZISTJLO,O,X,O,O,X,O,O,O
ZISTJOL,O,X,O,O,X,O,O,O
ZISTOLJ,O,X,O,O,X,O,O,O
ZISTOJL,O,X,O,O,X,O,O,O
ZISLTJO,O,X,O,O,X,O,O,X
ZISLTOJ,O,X,O,O,X,O,O,X
ZISLJTO,O,X,O,O,X,O,O,X
ZISLJOT,O,X,O,O,X,O,O,O
ZISLOTJ,O,X,O,O,X,O,O,X
ZISLOJT,O,X,O,O,X,O,O,O
ZISJTLO,O,X,O,O,X,O,O,O
ZISJTOL,O,X,O,O,X,O,O,O
ZISJLTO,O,X,O,O,X,O,O,X
ZISJLOT,O,X,O,O,X,O,O,O
ZISJOTL,O,X,O,O,X,O,O,X
ZISJOLT,O,X,O,O,X,O,O,O
ZISOTLJ,O,X,O,O,X,O,O,X
ZISOTJL,O,X,O,O,X,O,O,X
ZISOLTJ,O,X,O,O,X,O,O,X
ZISOLJT,O,X,O,O,X,O,O,O
ZISOJTL,O,X,O,O,X,O,O,X
ZISOJLT,O,X,O,O,X,O,O,O
ZIOTLJS,O,X,O,X,X,O,X,O
ZIOTLSJ,O,X,O,O,X,O,O,O
ZIOTJLS,O,X,O,O,X,O,O,O
ZIOTJSL,O,X,O,O,X,O,O,O
ZIOTSLJ,O,X,O,O,X,O,O,O
ZIOTSJL,O,X,O,O,X,O,O,O
ZIOLTJS,O,X,O,X,X,X,X,O
ZIOLTSJ,O,X,O,O,X,X,X,X
ZIOLJTS,O,X,O,O,O,X,X,O
ZIOLJST,O,X,O,O,O,O,X,O
ZIOLSTJ,O,X,O,O,X,O,O,X
ZIOLSJT,O,X,O,O,X,O,O,O
ZIOJTLS,O,X,O,O,X,X,X,O
ZIOJTSL,O,X,O,O,X,O,O,O
ZIOJLTS,O,X,O,O,O,X,X,O
ZIOJLST,O,X,O,O,O,O,O,O
ZIOJSTL,O,X,O,O,X,O,O,X
ZIOJSLT,O,X,O,O,X,O,O,O
ZIOSTLJ,O,X,O,O,X,O,O,X
ZIOSTJL,O,X,O,O,X,O,O,X
ZIOSLTJ,O,X,O,O,X,O,O,X
ZIOSLJT,O,X,O,O,X,O,O,O
ZIOSJTL,O,X,O,O,X,O,O,X
ZIOSJLT,O,X,O,O,X,O,O,O
ZLTIJSO,O,O,O,X,X,O,O,O
ZLTIJOS,O,X,O,X,X,O,O,O
ZLTISJO,O,O,O,X,X,O,O,O
ZLTISOJ,O,O,O,X,X,O,O,O
ZLTIOJS,O,O,O,X,X,O,X,O
ZLTIOSJ,O,O,O,X,X,O,O,O
ZLTJISO,O,O,O,O,X,O,O,O
ZLTJIOS,O,X,O,X,X,O,O,O
ZLTJSIO,O,O,O,O,X,O,O,O
ZLTJSOI,O,O,O,O,X,O,O,O
ZLTJOIS,O,X,O,O,X,O,O,O
ZLTJOSI,O,X,O,O,X,O,O,O
ZLTSIJO,O,O,O,O,X,O,O,O
ZLTSIOJ,O,O,O,O,X,O,O,O
ZLTSJIO,O,O,O,O,X,O,O,O
ZLTSJOI,O,O,O,O,X,O,O,O
ZLTSOIJ,O,O,O,O,X,O,O,O
ZLTSOJI,O,O,O,O,X,O,O,O
ZLTOIJS,O,O,O,X,X,O,X,O
ZLTOISJ,O,O,O,O,X,O,O,O
ZLTOJIS,O,O,O,X,X,O,O,O
ZLTOJSI,O,O,O,X,X,O,O,O
ZLTOSIJ,O,O,O,O,X,O,O,O
ZLTOSJI,O,O,O,O,X,O,O,O
ZLITJSO,O,X,O,X,X,X,O,O
ZLITJOS,O,X,O,X,X,X,O,O
ZLITSJO,O,X,O,X,X,X,O,O
ZLITSOJ,O,X,O,X,X,X,O,O
ZLITOJS,O,X,O,X,X,X,X,O
ZLITOSJ,O,X,O,X,X,X,O,O
ZLIJTSO,O,X,O,X,X,X,X,O
ZLIJTOS,O,X,O,X,X,X,X,O
ZLIJSTO,O,X,O,X,X,O,O,X
ZLIJSOT,O,X,O,X,X,O,O,O
ZLIJOTS,X,X,O,X,O,X,X,O
ZLIJOST,X,X,O,X,O,O,O,O
ZLISTJO,O,X,O,X,X,O,O,X
ZLISTOJ,O,X,O,X,X,O,O,X
ZLISJTO,O,X,O,X,X,O,O,X
ZLISJOT,O,X,O,X,X,O,O,O
ZLISOTJ,O,X,O,X,X,O,O,X
ZLISOJT,O,X,O,X,X,O,O,O
ZLIOTJS,O,X,O,X,X,X,X,O
ZLIOTSJ,O,X,O,X,X,X,X,X
ZLIOJTS,O,X,O,X,O,X,X,O
ZLIOJST,O,X,O,X,O,O,X,O
ZLIOSTJ,O,X,O,X,X,O,O,X
ZLIOSJT,O,X,O,X,X,O,O,O
ZLJTISO,O,O,O,O,X,X,X,O
ZLJTIOS,O,X,O,X,X,X,X,O
ZLJTSIO,O,O,O,O,X,X,X,O
ZLJTSOI,O,O,O,O,X,X,X,O
ZLJTOIS,O,X,O,O,X,X,X,O
ZLJTOSI,O,X,O,O,X,X,X,O
ZLJITSO,O,X,O,O,X,X,X,O
ZLJITOS,O,X,O,X,X,X,X,O
ZLJISTO,O,X,O,O,X,O,O,X
ZLJISOT,O,X,O,O,X,O,O,O
ZLJIOTS,X,X,O,X,O,X,X,O
ZLJIOST,X,X,O,X,O,O,O,O
ZLJSTIO,O,O,O,O,X,O,O,X
ZLJSTOI,O,O,O,O,X,O,O,X
ZLJSITO,O,O,O,O,X,O,O,X
ZLJSIOT,O,O,O,O,X,O,O,X
ZLJSOTI,O,O,O,O,X,O,O,X
ZLJSOIT,O,O,O,O,X,O,O,X
ZLJOTIS,O,X,O,O,X,X,X,O
ZLJOTSI,O,X,O,O,X,X,X,O
ZLJOITS,O,X,O,O,O,X,X,O
ZLJOIST,O,X,O,O,O,O,O,O
ZLJOSTI,O,X,O,O,X,O,O,X
ZLJOSIT,O,X,O,O,X,O,O,X
ZLSTIJO,O,O,O,O,X,O,O,X
ZLSTIOJ,O,O,O,O,X,O,O,X
ZLSTJIO,O,O,O,O,X,O,O,X
ZLSTJOI,O,O,O,O,X,O,O,X
ZLSTOIJ,O,O,O,O,X,O,O,X
ZLSTOJI,O,O,O,O,X,O,O,X
ZLSITJO,O,O,O,O,X,O,O,X
ZLSITOJ,O,O,O,O,X,O,O,X
ZLSIJTO,O,O,O,O,X,O,O,X
ZLSIJOT,O,O,O,O,X,O,O,X
ZLSIOTJ,O,O,O,O,X,O,O,X
ZLSIOJT,O,O,O,O,X,O,O,X
ZLSJTIO,O,O,O,O,X,O,O,X
ZLSJTOI,O,O,O,O,X,O,O,X
ZLSJITO,O,O,O,O,X,O,O,X
ZLSJIOT,O,O,O,O,X,O,O,X
ZLSJOTI,O,O,O,O,X,O,O,X
ZLSJOIT,O,O,O,O,X,O,O,X
ZLSOTIJ,O,O,O,O,X,O,O,X
ZLSOTJI,O,O,O,O,X,O,O,X
ZLSOITJ,O,O,O,O,X,O,O,X
ZLSOIJT,O,O,O,O,X,O,O,X
ZLSOJTI,O,O,O,O,X,O,O,X
ZLSOJIT,O,O,O,O,X,O,O,X
ZLOTIJS,O,O,O,X,X,O,X,O
ZLOTISJ,O,O,O,O,X,O,O,O
ZLOTJIS,O,O,O,X,X,O,O,O
ZLOTJSI,O,O,O,X,X,O,O,O
ZLOTSIJ,O,O,O,O,X,O,O,O
ZLOTSJI,O,O,O,O,X,O,O,O
ZLOITJS,O,X,O,X,X,X,X,O
ZLOITSJ,O,X,O,O,X,X,X,X
ZLOIJTS,O,X,O,O,O,X,X,O
ZLOIJST,O,X,O,O,O,O,X,O
ZLOISTJ,O,X,O,O,X,O,O,X
ZLOISJT,O,X,O,O,X,O,O,O
ZLOJTIS,O,O,O,O,X,X,X,O
ZLOJTSI,O,O,O,O,X,X,X,O
ZLOJITS,O,X,O,O,O,X,X,O
ZLOJIST,O,X,O,O,O,O,O,O
ZLOJSTI,O,O,O,O,X,O,O,X
ZLOJSIT,O,O,O,O,X,O,O,X
