sequence,v115@ThB8EeF8AeD8Jem/IvhFRhB3iBcoBTkBFmBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhBCjBTkBmlB8rBXtB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB
TZSILOJ,O,O,X,O,X,O,O,O
TZSIJLO,O,O,O,O,X,O,O,O
TZSIJOL,O,O,O,O,X,O,O,O
TZSIOLJ,O,O,O,O,X,O,O,O
TZSIOJL,O,O,O,O,X,O,O,O
TZSLIJO,O,O,O,O,X,O,O,O
TZSLIOJ,O,O,O,O,X,O,O,O
TZSLJIO,O,O,O,O,X,O,O,O
TZSLJOI,O,O,O,O,X,O,O,O
TZSLOIJ,O,O,O,O,X,O,O,O
TZSLOJI,O,O,O,O,X,O,O,O
TZSJILO,O,O,O,O,X,O,O,O
TZSJIOL,O,O,O,O,X,O,O,O
TZSJLIO,O,O,O,O,X,O,O,O
TZSJLOI,O,O,O,O,X,O,O,O
TZSJOIL,O,O,O,O,X,O,O,O
TZSJOLI,O,O,O,O,X,O,O,O
TZSOILJ,O,O,O,O,X,O,O,O
TZSOIJL,O,O,O,O,X,O,O,O
TZSOLIJ,O,O,O,O,X,O,O,O
TZSOLJI,O,O,O,O,X,O,O,O
TZSOJIL,O,O,O,O,X,O,O,O
TZSOJLI,O,O,O,O,X,O,O,O
TZOILJS,O,X,O,X,X,O,X,O
TZOILSJ,O,X,O,O,X,O,O,O
TZOIJLS,O,X,O,O,X,O,O,O
TZOIJSL,O,O,O,O,X,O,O,O
TZOISLJ,O,O,O,O,X,O,O,O
TZOISJL,O,O,O,O,X,O,O,O
TZOLIJS,O,X,O,X,X,O,X,O
TZOLISJ,O,X,O,O,X,O,O,O
TZOLJIS,O,X,O,X,X,O,O,O
TZOLJSI,O,X,O,X,X,O,O,O
TZOLSIJ,O,X,O,O,X,O,O,O
TZOLSJI,O,X,O,O,X,O,O,O
TZOJILS,O,X,O,O,X,O,O,O
TZOJISL,O,O,O,O,X,O,O,O
TZOJLIS,O,X,O,O,X,O,O,O
TZOJLSI,O,X,O,O,X,O,O,O
TZOJSIL,O,O,O,O,X,O,O,O
TZOJSLI,O,O,O,O,X,O,O,O
TZOSILJ,O,O,O,O,X,O,O,O
TZOSIJL,O,O,O,O,X,O,O,O
TZOSLIJ,O,O,O,O,X,O,O,O
TZOSLJI,O,O,O,O,X,O,O,O
TZOSJIL,O,O,O,O,X,O,O,O
TZOSJLI,O,O,O,O,X,O,O,O
TOILJSZ,O,O,O,X,O,X,X,X
TOILJZS,O,X,O,X,O,X,X,O
TOILSJZ,O,O,X,X,X,X,X,X
TOILSZJ,O,O,O,X,X,X,X,O
TOILZJS,O,X,O,X,X,X,X,O
TOILZSJ,O,X,O,X,X,X,X,O
TOIJLSZ,O,O,O,X,O,O,X,X
TOIJLZS,O,X,O,X,O,X,X,O
TOIJSLZ,O,O,O,O,X,O,O,X
TOIJSZL,O,O,O,O,X,O,O,X
TOIJZLS,O,X,O,O,X,X,O,O
TOIJZSL,O,O,O,O,X,O,O,O
TOISLJZ,O,O,X,O,X,O,O,X
TOISLZJ,O,O,X,O,X,X,O,O
TOISJLZ,O,O,X,O,X,O,O,X
TOISJZL,O,O,X,O,X,O,O,X
TOISZLJ,O,O,X,O,X,X,O,O
TOISZJL,O,O,X,O,X,X,O,O
TOIZLJS,O,X,O,X,X,X,X,O
TOIZLSJ,O,X,O,O,X,X,O,O
TOIZJLS,O,X,O,O,X,X,O,O
TOIZJSL,O,O,O,O,X,X,O,O
TOIZSLJ,O,O,O,O,X,X,O,O
TOIZSJL,O,O,O,O,X,X,O,O
TOLIJSZ,O,O,O,X,O,X,X,X
TOLIJZS,O,O,O,X,O,X,X,O
TOLISJZ,O,O,X,X,X,X,X,X
TOLISZJ,O,O,O,X,X,X,X,O
TOLIZJS,O,O,O,X,X,X,X,O
TOLIZSJ,O,O,O,X,X,X,X,O
TOLJISZ,O,O,O,X,O,O,X,X
TOLJIZS,O,O,O,X,O,X,X,O
TOLJSIZ,O,O,O,X,X,O,O,X
TOLJSZI,O,O,O,X,X,O,O,X
TOLJZIS,O,O,O,X,X,X,O,O
TOLJZSI,O,O,O,X,X,X,O,O
TOLSIJZ,O,O,X,X,X,O,O,X
TOLSIZJ,O,O,O,X,X,X,O,O
TOLSJIZ,O,O,X,X,X,O,O,X
TOLSJZI,O,O,X,X,X,O,O,X
TOLSZIJ,O,O,O,X,X,X,O,O
TOLSZJI,O,O,O,X,X,O,O,O
TOLZIJS,O,O,O,X,X,X,X,O
TOLZISJ,O,O,O,X,X,X,O,O
TOLZJIS,O,O,O,X,X,X,O,O
TOLZJSI,O,O,O,X,X,X,O,O
TOLZSIJ,O,O,O,X,X,X,O,O
TOLZSJI,O,O,O,X,X,X,O,O
TOJILSZ,O,O,O,X,O,O,X,X
TOJILZS,O,X,O,X,O,X,X,O
TOJISLZ,O,O,O,O,X,O,O,X
TOJISZL,O,O,O,O,X,O,O,X
TOJIZLS,O,X,O,O,X,O,O,O
TOJIZSL,O,O,O,O,X,O,O,O
TOJLISZ,O,O,O,X,O,O,X,X
TOJLIZS,O,O,O,X,O,X,X,O
TOJLSIZ,O,O,O,X,X,O,O,X
TOJLSZI,O,O,O,X,X,O,O,X
TOJLZIS,O,O,O,X,X,X,O,O
TOJLZSI,O,O,O,X,X,X,O,O
TOJSILZ,O,O,O,O,X,O,O,X
TOJSIZL,O,O,O,O,X,O,O,X
TOJSLIZ,O,O,O,O,X,O,O,X
TOJSLZI,O,O,O,O,X,O,O,X
TOJSZIL,O,O,O,O,X,O,O,X
TOJSZLI,O,O,O,O,X,O,O,X
TOJZILS,O,X,O,O,X,O,O,O
TOJZISL,O,O,O,O,X,O,O,O
TOJZLIS,O,X,O,O,X,O,O,O
TOJZLSI,O,X,O,O,X,O,O,O
TOJZSIL,O,O,O,O,X,O,O,O
TOJZSLI,O,O,O,O,X,O,O,O
TOSILJZ,O,O,X,O,X,O,O,X
TOSILZJ,O,O,X,O,X,X,O,O
TOSIJLZ,O,O,X,O,X,O,O,X
TOSIJZL,O,O,X,O,X,O,O,X
TOSIZLJ,O,O,X,O,X,X,O,O
TOSIZJL,O,O,X,O,X,X,O,O
TOSLIJZ,O,O,X,O,X,O,O,X
TOSLIZJ,O,O,X,O,X,X,O,O
TOSLJIZ,O,O,X,O,X,O,O,X
TOSLJZI,O,O,X,O,X,O,O,X
TOSLZIJ,O,O,X,O,X,O,O,O
TOSLZJI,O,O,X,O,X,O,O,O
TOSJILZ,O,O,X,O,X,O,O,X
TOSJIZL,O,O,X,O,X,O,O,X
TOSJLIZ,O,O,X,O,X,O,O,X
TOSJLZI,O,O,X,O,X,O,O,X
TOSJZIL,O,O,X,O,X,O,O,X
TOSJZLI,O,O,X,O,X,O,O,X
TOSZILJ,O,O,X,O,X,O,O,O
TOSZIJL,O,O,X,O,X,O,O,O
TOSZLIJ,O,O,X,O,X,O,O,O
TOSZLJI,O,O,X,O,X,O,O,O
TOSZJIL,O,O,X,O,X,O,O,O
TOSZJLI,O,O,X,O,X,O,O,O
TOZILJS,O,X,O,X,X,O,X,O
TOZILSJ,O,X,O,O,X,O,O,O
TOZIJLS,O,X,O,O,X,O,O,O
TOZIJSL,O,O,O,O,X,O,O,O
TOZISLJ,O,O,O,O,X,O,O,O
TOZISJL,O,O,O,O,X,O,O,O
TOZLIJS,O,X,O,X,X,O,X,O
TOZLISJ,O,X,O,O,X,O,O,O
TOZLJIS,O,X,O,X,X,O,O,O
TOZLJSI,O,X,O,X,X,O,O,O
TOZLSIJ,O,X,O,O,X,O,O,O
TOZLSJI,O,X,O,O,X,O,O,O
TOZJILS,O,X,O,O,X,O,O,O
TOZJISL,O,O,O,O,X,O,O,O
TOZJLIS,O,X,O,O,X,O,O,O
TOZJLSI,O,X,O,O,X,O,O,O
TOZJSIL,O,O,O,O,X,O,O,O
TOZJSLI,O,O,O,O,X,O,O,O
TOZSILJ,O,O,O,O,X,O,O,O
TOZSIJL,O,O,O,O,X,O,O,O
TOZSLIJ,O,O,O,O,X,O,O,O
TOZSLJI,O,O,O,O,X,O,O,O
TOZSJIL,O,O,O,O,X,O,O,O
TOZSJLI,O,O,O,O,X,O,O,O
ITLJSZO,O,O,X,X,X,X,X,X
ITLJSOZ,X,O,X,X,X,X,X,X
ITLJZSO,O,X,X,X,X,X,X,O
ITLJZOS,O,X,X,X,X,X,X,O
ITLJOSZ,O,X,X,X,O,X,X,X
ITLJOZS,O,X,X,X,O,X,X,O
ITLSJZO,O,O,X,X,X,X,X,X
ITLSJOZ,X,O,X,X,X,X,X,X
ITLSZJO,O,O,X,X,X,X,X,O
ITLSZOJ,O,O,X,X,X,X,X,O
ITLSOJZ,O,O,X,X,X,X,X,X
ITLSOZJ,O,O,X,X,X,X,X,O
ITLZJSO,O,X,X,X,X,X,X,O
ITLZJOS,O,X,X,X,X,X,X,O
ITLZSJO,O,X,X,X,X,X,X,O
ITLZSOJ,O,X,X,X,X,X,X,O
ITLZOJS,O,X,X,X,X,X,X,O
ITLZOSJ,O,X,X,X,X,X,X,O
ITLOJSZ,O,O,X,X,O,X,X,X
ITLOJZS,O,X,X,X,O,X,X,O
ITLOSJZ,O,O,X,X,X,X,X,X
ITLOSZJ,O,O,X,X,X,X,X,O
ITLOZJS,O,X,X,X,X,X,X,O
ITLOZSJ,O,X,X,X,X,X,X,O
ITJLSZO,O,O,X,X,X,O,X,X
ITJLSOZ,X,O,X,X,X,O,X,X
ITJLZSO,O,X,X,X,X,O,X,O
ITJLZOS,O,X,X,X,X,O,X,O
ITJLOSZ,O,X,X,X,O,O,X,X
ITJLOZS,O,X,X,X,O,X,X,O
ITJSLZO,O,O,X,X,X,O,O,X
ITJSLOZ,X,O,X,X,X,O,O,X
ITJSZLO,O,O,X,X,X,O,O,X
ITJSZOL,O,O,X,X,X,O,O,X
ITJSOLZ,X,O,X,X,X,O,O,X
ITJSOZL,X,O,X,X,X,O,O,X
ITJZLSO,O,X,X,X,X,O,O,O
ITJZLOS,O,X,X,X,X,O,O,O
ITJZSLO,O,O,X,X,X,O,O,O
ITJZSOL,O,O,X,X,X,O,O,O
ITJZOLS,O,X,X,X,X,O,O,O
ITJZOSL,O,X,X,X,X,O,O,O
ITJOLSZ,O,O,X,X,O,O,X,X
ITJOLZS,O,X,X,X,O,X,X,O
ITJOSLZ,O,O,X,X,X,O,O,X
ITJOSZL,O,O,X,X,X,O,O,X
ITJOZLS,O,X,X,X,X,O,O,O
ITJOZSL,O,O,X,X,X,O,O,O
ITSLJZO,O,O,X,X,X,O,O,X
ITSLJOZ,X,O,X,X,X,O,O,X
ITSLZJO,O,O,X,X,X,O,O,O
ITSLZOJ,O,O,X,X,X,O,O,O
ITSLOJZ,O,O,X,X,X,O,O,X
ITSLOZJ,O,O,X,X,X,X,O,O
ITSJLZO,O,O,X,X,X,O,O,X
ITSJLOZ,X,O,X,X,X,O,O,X
ITSJZLO,O,O,X,X,X,O,O,X
ITSJZOL,O,O,X,X,X,O,O,X
ITSJOLZ,X,O,X,X,X,O,O,X
ITSJOZL,X,O,X,X,X,O,O,X
ITSZLJO,O,O,X,X,X,O,O,O
ITSZLOJ,O,O,X,X,X,O,O,O
ITSZJLO,O,O,X,X,X,O,O,O
ITSZJOL,O,O,X,X,X,O,O,O
ITSZOLJ,O,O,X,X,X,O,O,O
ITSZOJL,O,O,X,X,X,O,O,O
ITSOLJZ,O,O,X,X,X,O,O,X
ITSOLZJ,O,O,X,X,X,X,O,O
ITSOJLZ,O,O,X,X,X,O,O,X
ITSOJZL,O,O,X,X,X,O,O,X
ITSOZLJ,O,O,X,X,X,X,O,O
ITSOZJL,O,O,X,X,X,X,O,O
ITZLJSO,O,X,X,X,X,O,O,O
ITZLJOS,O,X,X,X,X,O,O,O
ITZLSJO,O,X,X,X,X,O,O,O
ITZLSOJ,O,X,X,X,X,O,O,O
ITZLOJS,O,X,X,X,X,O,X,O
ITZLOSJ,O,X,X,X,X,O,O,O
ITZJLSO,O,X,X,X,X,O,O,O
ITZJLOS,O,X,X,X,X,O,O,O
ITZJSLO,O,O,X,X,X,O,O,O
ITZJSOL,O,O,X,X,X,O,O,O
ITZJOLS,O,X,X,X,X,O,O,O
ITZJOSL,O,X,X,X,X,O,O,O
ITZSLJO,O,O,X,X,X,O,O,O
ITZSLOJ,O,O,X,X,X,O,O,O
ITZSJLO,O,O,X,X,X,O,O,O
ITZSJOL,O,O,X,X,X,O,O,O
ITZSOLJ,O,O,X,X,X,O,O,O
ITZSOJL,O,O,X,X,X,O,O,O
ITZOLJS,O,X,X,X,X,O,X,O
ITZOLSJ,O,X,X,X,X,O,O,O
ITZOJLS,O,X,X,X,X,O,O,O
ITZOJSL,O,O,X,X,X,O,O,O
ITZOSLJ,O,O,X,X,X,O,O,O
ITZOSJL,O,O,X,X,X,O,O,O
ITOLJSZ,O,O,X,X,O,X,X,X
ITOLJZS,O,X,X,X,O,X,X,O
ITOLSJZ,O,O,X,X,X,X,X,X
ITOLSZJ,O,O,X,X,X,X,X,O
ITOLZJS,O,X,X,X,X,X,X,O
ITOLZSJ,O,X,X,X,X,X,X,O
ITOJLSZ,O,O,X,X,O,O,X,X
ITOJLZS,O,X,X,X,O,X,X,O
ITOJSLZ,O,O,X,X,X,O,O,X
ITOJSZL,O,O,X,X,X,O,O,X
ITOJZLS,O,X,X,X,X,X,O,O
ITOJZSL,O,O,X,X,X,O,O,O
ITOSLJZ,O,O,X,X,X,O,O,X
ITOSLZJ,O,O,X,X,X,X,O,O
ITOSJLZ,O,O,X,X,X,O,O,X
ITOSJZL,O,O,X,X,X,O,O,X
ITOSZLJ,O,O,X,X,X,X,O,O
ITOSZJL,O,O,X,X,X,X,O,O
ITOZLJS,O,X,X,X,X,X,X,O
ITOZLSJ,O,X,X,X,X,X,O,O
ITOZJLS,O,X,X,X,X,X,O,O
ITOZJSL,O,O,X,X,X,X,O,O
ITOZSLJ,O,O,X,X,X,X,O,O
ITOZSJL,O,O,X,X,X,X,O,O
ILTJSZO,O,O,O,X,X,X,X,X
ILTJSOZ,X,O,X,X,X,X,X,X
ILTJZSO,O,O,O,X,X,X,X,O
ILTJZOS,O,X,O,X,X,X,X,O
ILTJOSZ,O,O,O,X,O,X,X,X
ILTJOZS,O,O,O,X,O,X,X,O
ILTSJZO,O,O,X,X,X,X,X,X
ILTSJOZ,X,O,X,X,X,X,X,X
ILTSZJO,O,O,X,X,X,X,X,O
ILTSZOJ,O,O,X,X,X,X,X,O
ILTSOJZ,O,O,X,X,X,X,X,X
ILTSOZJ,O,O,X,X,X,X,X,O
ILTZJSO,O,O,O,X,X,X,X,O
ILTZJOS,O,X,O,X,X,X,X,O
ILTZSJO,O,O,O,X,X,X,X,O
ILTZSOJ,O,O,O,X,X,X,X,O
ILTZOJS,O,O,O,X,X,X,X,O
ILTZOSJ,O,O,O,X,X,X,X,O
ILTOJSZ,O,O,X,X,O,X,X,X
ILTOJZS,O,O,O,X,O,X,X,O
ILTOSJZ,O,O,X,X,X,X,X,X
ILTOSZJ,O,O,O,X,X,X,X,O
ILTOZJS,O,O,O,X,X,X,X,O
ILTOZSJ,O,O,O,X,X,X,X,O
ILJTSZO,O,O,O,X,X,X,X,X
ILJTSOZ,X,O,X,X,X,X,X,X
ILJTZSO,O,O,O,X,X,X,X,X
ILJTZOS,O,X,O,X,X,X,X,X
ILJTOSZ,X,O,O,X,O,X,X,X
ILJTOZS,O,X,O,X,O,X,X,X
ILJSTZO,X,O,O,X,X,X,X,X
ILJSTOZ,X,O,X,X,X,X,X,X
ILJSZTO,X,O,O,X,X,X,X,X
ILJSZOT,X,O,O,X,X,X,X,X
ILJSOTZ,X,X,X,X,O,X,X,X
ILJSOZT,X,X,X,X,O,X,X,X
ILJZTSO,O,X,O,X,X,X,X,X
ILJZTOS,O,X,O,X,X,X,X,O
ILJZSTO,O,X,O,X,X,X,X,X
ILJZSOT,O,X,O,X,X,X,X,O
ILJZOTS,X,X,O,X,O,X,X,O
ILJZOST,X,X,O,X,O,X,X,O
ILJOTSZ,X,X,O,X,O,X,X,X
ILJOTZS,X,X,O,X,O,X,X,X
ILJOSTZ,X,X,O,X,O,X,X,X
ILJOSZT,X,X,O,X,O,X,X,X
ILJOZTS,X,X,O,X,O,X,X,O
ILJOZST,X,X,O,X,O,X,X,O
ILSTJZO,X,O,X,X,X,X,X,X
ILSTJOZ,X,O,X,X,X,X,X,X
ILSTZJO,X,O,X,X,X,X,X,X
ILSTZOJ,X,O,X,X,X,X,X,X
ILSTOJZ,X,O,X,X,X,X,X,X
ILSTOZJ,X,O,X,X,X,X,X,X
ILSJTZO,X,O,X,X,X,X,X,X
ILSJTOZ,X,O,X,X,X,X,X,X
ILSJZTO,X,O,X,X,X,X,X,X
ILSJZOT,X,O,X,X,X,X,X,X
ILSJOTZ,X,X,X,X,O,X,X,X
ILSJOZT,X,X,X,X,O,X,X,X
ILSZTJO,X,O,X,X,X,X,X,X
ILSZTOJ,X,O,X,X,X,X,X,X
ILSZJTO,X,O,X,X,X,X,X,X
ILSZJOT,X,O,X,X,X,X,X,O
ILSZOTJ,X,O,X,X,X,X,X,X
ILSZOJT,X,O,X,X,X,X,X,O
ILSOTJZ,X,O,X,X,X,X,X,X
ILSOTZJ,X,O,X,X,X,X,X,X
ILSOJTZ,X,O,X,X,O,X,X,X
ILSOJZT,X,O,X,X,O,X,X,X
ILSOZTJ,X,O,X,X,X,X,X,X
ILSOZJT,X,O,X,X,X,X,X,O
ILZTJSO,O,X,O,X,X,X,X,O
ILZTJOS,O,X,O,X,X,X,X,O
ILZTSJO,O,X,O,X,X,X,X,O
ILZTSOJ,O,X,O,X,X,X,X,O
ILZTOJS,O,X,O,X,X,X,X,O
ILZTOSJ,O,X,O,X,X,X,X,O
ILZJTSO,O,X,O,X,X,X,X,O
ILZJTOS,O,X,O,X,X,X,X,O
ILZJSTO,O,X,O,X,X,X,X,X
ILZJSOT,O,X,O,X,X,X,X,O
ILZJOTS,X,X,O,X,O,X,X,O
ILZJOST,X,X,O,X,O,X,X,O
ILZSTJO,O,X,O,X,X,X,X,X
ILZSTOJ,O,X,O,X,X,X,X,X
ILZSJTO,O,X,O,X,X,X,X,X
ILZSJOT,O,X,O,X,X,X,X,O
ILZSOTJ,O,X,O,X,X,X,X,X
ILZSOJT,O,X,O,X,X,X,X,O
ILZOTJS,O,X,O,X,X,X,X,O
ILZOTSJ,O,X,O,X,X,X,X,X
ILZOJTS,O,X,O,X,O,X,X,O
ILZOJST,O,X,O,X,O,X,X,O
ILZOSTJ,O,X,O,X,X,X,X,X
ILZOSJT,O,X,O,X,X,X,X,O
ILOTJSZ,O,O,O,X,O,X,X,X
ILOTJZS,O,O,O,X,O,X,X,X
ILOTSJZ,O,O,X,X,X,X,X,X
ILOTSZJ,O,O,O,X,X,X,X,X
ILOTZJS,O,O,O,X,X,X,X,O
ILOTZSJ,O,O,O,X,X,X,X,X
ILOJTSZ,O,O,O,X,O,X,X,X
ILOJTZS,O,O,O,X,O,X,X,X
ILOJSTZ,X,O,O,X,O,X,X,X
ILOJSZT,X,O,O,X,O,X,X,X
ILOJZTS,O,X,O,X,O,X,X,O
ILOJZST,O,X,O,X,O,X,X,O
ILOSTJZ,X,O,X,X,X,X,X,X
ILOSTZJ,X,O,O,X,X,X,X,X
ILOSJTZ,X,O,O,X,O,X,X,X
ILOSJZT,X,O,O,X,O,X,X,X
ILOSZTJ,X,O,O,X,X,X,X,X
ILOSZJT,X,O,O,X,X,X,X,O
ILOZTJS,O,X,O,X,X,X,X,O
ILOZTSJ,O,X,O,X,X,X,X,X
ILOZJTS,O,X,O,X,O,X,X,O
ILOZJST,O,X,O,X,O,X,X,O
ILOZSTJ,O,X,O,X,X,X,X,X
ILOZSJT,O,X,O,X,X,X,X,O
IJTLSZO,O,O,O,X,X,X,X,X
IJTLSOZ,X,O,X,X,X,X,X,X
IJTLZSO,O,X,O,X,X,X,X,O
IJTLZOS,O,X,O,X,X,X,X,O
IJTLOSZ,X,X,O,X,O,X,X,X
IJTLOZS,O,X,O,X,O,X,X,O
IJTSLZO,O,O,O,O,X,O,X,X
IJTSLOZ,X,O,X,X,X,O,X,X
IJTSZLO,O,O,O,O,X,O,X,X
IJTSZOL,O,O,O,O,X,O,X,X
IJTSOLZ,X,O,X,X,X,O,X,X
IJTSOZL,X,O,X,X,X,X,X,X
IJTZLSO,O,X,O,O,X,X,X,O
IJTZLOS,O,X,O,X,X,X,X,O
IJTZSLO,O,O,O,O,X,O,X,O
IJTZSOL,O,O,O,O,X,O,X,O
IJTZOLS,X,X,O,X,X,X,X,O
IJTZOSL,O,X,O,O,X,O,X,O
IJTOLSZ,X,X,O,X,O,X,X,X
IJTOLZS,O,X,O,X,O,X,X,O
IJTOSLZ,X,O,O,X,X,O,X,X
IJTOSZL,X,O,O,X,X,X,X,X
IJTOZLS,X,X,O,X,X,X,X,O
IJTOZSL,O,X,O,X,X,X,X,O
IJLTSZO,O,O,O,X,X,X,X,X
IJLTSOZ,X,O,X,X,X,X,X,X
IJLTZSO,O,O,O,X,X,X,X,X
IJLTZOS,O,X,O,X,X,X,X,X
IJLTOSZ,X,O,O,X,O,X,X,X
IJLTOZS,O,X,O,X,O,X,X,X
IJLSTZO,X,O,O,O,X,O,X,X
IJLSTOZ,X,O,X,X,X,O,X,X
IJLSZTO,X,O,O,O,X,O,X,X
IJLSZOT,X,O,O,O,X,O,X,X
IJLSOTZ,X,X,X,X,O,O,X,X
IJLSOZT,X,X,X,O,O,O,X,X
IJLZTSO,O,X,O,O,X,X,X,X
IJLZTOS,O,X,O,X,X,X,X,O
IJLZSTO,O,X,O,O,X,O,X,X
IJLZSOT,O,X,O,O,X,O,X,O
IJLZOTS,X,X,O,X,O,X,X,O
IJLZOST,X,X,O,X,O,O,X,O
IJLOTSZ,X,X,O,X,O,X,X,X
IJLOTZS,X,X,O,X,O,X,X,X
IJLOSTZ,X,X,O,X,O,O,X,X
IJLOSZT,X,X,O,X,O,O,X,X
IJLOZTS,X,X,O,X,O,X,X,O
IJLOZST,X,X,O,X,O,X,X,O
IJSTLZO,X,O,O,O,X,O,X,X
IJSTLOZ,X,O,X,X,X,O,X,X
IJSTZLO,X,O,O,O,X,O,X,X
IJSTZOL,X,O,O,O,X,O,X,X
IJSTOLZ,X,O,X,X,X,O,X,X
IJSTOZL,X,O,X,X,X,X,X,X
IJSLTZO,X,O,O,O,X,O,X,X
IJSLTOZ,X,O,X,X,X,O,X,X
IJSLZTO,X,O,O,O,X,O,O,X
IJSLZOT,X,O,O,O,X,O,O,X
IJSLOTZ,X,X,X,O,O,O,X,X
IJSLOZT,X,X,X,O,O,O,O,X
IJSZTLO,X,O,O,O,X,O,O,X
IJSZTOL,X,O,O,O,X,O,O,X
IJSZLTO,X,O,O,O,X,O,O,X
IJSZLOT,X,O,O,O,X,O,O,X
IJSZOTL,X,O,O,O,X,O,O,X
IJSZOLT,X,O,O,O,X,O,O,X
IJSOTLZ,X,X,X,O,X,O,X,X
IJSOTZL,X,X,X,O,X,O,X,X
IJSOLTZ,X,X,X,O,O,O,X,X
IJSOLZT,X,X,X,O,O,O,O,X
IJSOZTL,X,X,X,O,X,O,O,X
IJSOZLT,X,X,X,O,X,O,O,X
IJZTLSO,O,X,O,O,X,X,X,O
IJZTLOS,O,X,O,X,X,X,X,O
IJZTSLO,O,X,O,O,X,O,O,O
IJZTSOL,O,X,O,O,X,O,O,O
IJZTOLS,X,X,O,O,X,X,X,O
IJZTOSL,O,X,O,O,X,O,O,O
IJZLTSO,O,X,O,O,X,X,X,O
IJZLTOS,O,X,O,X,X,X,X,O
IJZLSTO,O,X,O,O,X,O,O,X
IJZLSOT,O,X,O,O,X,O,O,O
IJZLOTS,X,X,O,X,O,X,X,O
IJZLOST,X,X,O,X,O,O,O,O
IJZSTLO,O,X,O,O,X,O,O,O
IJZSTOL,O,X,O,O,X,O,O,O
IJZSLTO,O,X,O,O,X,O,O,X
IJZSLOT,O,X,O,O,X,O,O,O
IJZSOTL,O,X,O,O,X,O,O,X
IJZSOLT,O,X,O,O,X,O,O,O
IJZOTLS,X,X,O,O,X,X,X,O
IJZOTSL,X,X,O,O,X,O,O,O
IJZOLTS,X,X,O,O,O,X,X,O
IJZOLST,X,X,O,O,O,O,O,O
IJZOSTL,X,X,O,O,X,O,O,X
IJZOSLT,X,X,O,O,X,O,O,O
IJOTLSZ,X,X,O,X,O,O,X,X
IJOTLZS,X,X,O,X,O,X,X,X
IJOTSLZ,X,X,O,O,X,O,X,X
IJOTSZL,X,X,O,O,X,O,X,X
IJOTZLS,X,X,O,O,X,X,X,X
IJOTZSL,X,X,O,O,X,O,X,X
IJOLTSZ,X,X,O,X,O,X,X,X
IJOLTZS,X,X,O,X,O,X,X,X
IJOLSTZ,X,X,O,O,O,O,X,X
IJOLSZT,X,X,O,O,O,O,X,X
IJOLZTS,X,X,O,O,O,X,X,O
IJOLZST,X,X,O,O,O,X,X,O
IJOSTLZ,X,X,O,O,X,O,X,X
IJOSTZL,X,X,O,O,X,O,X,X
IJOSLTZ,X,X,O,O,O,O,X,X
IJOSLZT,X,X,O,O,O,O,O,X
IJOSZTL,X,X,O,O,X,O,O,X
IJOSZLT,X,X,O,O,X,O,O,X
IJOZTLS,X,X,O,O,X,X,X,O
IJOZTSL,X,X,O,O,X,O,O,X
IJOZLTS,X,X,O,O,O,X,X,O
IJOZLST,X,X,O,O,O,O,O,O
IJOZSTL,X,X,O,O,X,O,O,X
IJOZSLT,X,X,O,O,X,O,O,O
ISTLJZO,X,O,X,X,X,O,O,X
ISTLJOZ,X,O,X,X,X,O,O,X
ISTLZJO,X,O,X,X,X,O,O,O
ISTLZOJ,X,O,X,X,X,O,O,O
ISTLOJZ,X,O,X,X,X,O,O,X
ISTLOZJ,X,O,X,X,X,X,O,O
ISTJLZO,X,O,X,X,X,O,O,X
ISTJLOZ,X,O,X,X,X,O,O,X
ISTJZLO,X,O,X,X,X,O,O,X
ISTJZOL,X,O,X,X,X,O,O,X
ISTJOLZ,X,O,X,X,X,O,O,X
ISTJOZL,X,O,X,X,X,O,O,X
ISTZLJO,X,O,X,X,X,O,O,O
ISTZLOJ,X,O,X,X,X,O,O,O
ISTZJLO,X,O,X,X,X,O,O,O
ISTZJOL,X,O,X,X,X,O,O,O
ISTZOLJ,X,O,X,X,X,O,O,O
ISTZOJL,X,O,X,X,X,O,O,O
ISTOLJZ,X,O,X,X,X,O,O,X
ISTOLZJ,X,O,X,X,X,X,O,O
ISTOJLZ,X,O,X,X,X,O,O,X
ISTOJZL,X,O,X,X,X,O,O,X
ISTOZLJ,X,O,X,X,X,X,O,O
ISTOZJL,X,O,X,X,X,X,O,O
ISLTJZO,X,O,X,X,X,O,O,X
ISLTJOZ,X,O,X,X,X,O,O,X
ISLTZJO,X,O,X,X,X,O,O,X
ISLTZOJ,X,O,X,X,X,O,O,X
ISLTOJZ,X,O,X,X,X,O,O,X
ISLTOZJ,X,O,X,X,X,X,O,X
ISLJTZO,X,O,X,O,X,O,X,X
ISLJTOZ,X,O,X,X,X,O,X,X
ISLJZTO,X,O,X,O,X,O,O,X
ISLJZOT,X,O,X,O,X,O,O,X
ISLJOTZ,X,X,X,O,O,O,X,X
ISLJOZT,X,X,X,O,O,O,O,X
