sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SJLIZSTO,X,X,O,X,X,X,X,X,X
SJLIZSOT,X,X,X,X,X,X,X,X,X
SJLIZOTS,X,X,X,X,X,X,X,X,X
SJLIZOST,X,X,X,X,X,X,X,X,X
SJLIOTSZ,X,X,X,X,X,X,X,X,X
SJLIOTZS,X,X,X,X,X,X,X,X,X
SJLIOSTZ,X,X,X,X,X,X,X,X,X
SJLIOSZT,X,X,X,X,X,X,X,X,X
SJLIOZTS,X,X,X,X,X,X,X,X,X
SJLIOZST,X,X,X,X,X,X,X,X,X
SJLSTIZO,X,O,O,X,X,X,X,X,X
SJLSTIOZ,X,X,X,X,X,O,X,X,X
SJLSTZIO,X,O,O,X,X,O,X,X,X
SJLSTZOI,X,O,O,X,X,O,X,X,X
SJLSTOIZ,X,X,X,X,X,O,X,X,X
SJLSTOZI,X,X,X,X,X,O,X,X,X
SJLSITZO,X,O,O,X,X,X,X,X,X
SJLSITOZ,X,X,X,X,X,O,X,X,X
SJLSIZTO,X,X,O,X,X,X,X,X,X
SJLSIZOT,X,X,X,X,X,X,X,X,X
SJLSIOTZ,X,X,X,X,X,X,X,X,X
SJLSIOZT,X,X,X,X,X,X,X,X,X
SJLSZTIO,X,X,O,X,X,X,X,X,X
SJLSZTOI,X,X,O,X,X,X,X,X,X
SJLSZITO,X,X,O,X,X,X,X,X,X
SJLSZIOT,X,X,X,X,X,X,X,X,X
SJLSZOTI,X,X,X,X,X,X,X,X,X
SJLSZOIT,X,X,X,X,X,X,X,X,X
SJLSOTIZ,X,X,X,X,X,X,X,X,X
SJLSOTZI,X,X,X,X,X,X,X,X,X
SJLSOITZ,X,X,X,X,X,X,X,X,X
SJLSOIZT,X,X,X,X,X,X,X,X,X
SJLSOZTI,X,X,X,X,X,X,X,X,X
SJLSOZIT,X,X,X,X,X,X,X,X,X
SJLZTISO,X,X,O,X,X,X,X,X,X
SJLZTIOS,X,X,X,X,X,X,X,X,X
SJLZTSIO,X,X,O,X,X,X,X,X,X
SJLZTSOI,X,X,O,X,X,X,X,X,X
SJLZTOIS,X,X,X,X,X,X,O,X,X
SJLZTOSI,X,X,X,X,X,X,O,X,X
SJLZITSO,X,X,O,X,X,X,X,X,X
SJLZITOS,X,X,X,X,X,X,X,X,X
SJLZISTO,X,X,O,X,X,X,X,X,X
SJLZISOT,X,X,X,X,X,X,X,X,X
SJLZIOTS,X,X,X,X,X,X,X,X,X
SJLZIOST,X,X,X,X,X,X,X,X,X
SJLZSTIO,X,X,O,X,X,X,X,X,X
SJLZSTOI,X,X,O,X,X,X,X,X,X
SJLZSITO,X,X,O,X,X,X,X,X,X
SJLZSIOT,X,X,X,X,X,X,X,X,X
SJLZSOTI,X,X,X,X,X,X,X,X,X
SJLZSOIT,X,X,X,X,X,X,X,X,X
SJLZOTIS,X,X,X,X,X,X,X,X,X
SJLZOTSI,X,X,X,X,X,X,X,X,X
SJLZOITS,X,X,X,X,X,X,X,X,X
SJLZOIST,X,X,X,X,X,X,X,X,X
SJLZOSTI,X,X,X,X,X,X,X,X,X
SJLZOSIT,X,X,X,X,X,X,X,X,X
SJLOTISZ,X,X,X,X,X,X,X,X,X
SJLOTIZS,X,X,X,X,X,X,X,X,X
SJLOTSIZ,X,X,X,X,X,X,X,X,X
SJLOTSZI,X,X,X,X,X,X,X,X,X
SJLOTZIS,X,X,X,X,X,X,X,X,X
SJLOTZSI,X,X,X,X,X,X,X,X,X
SJLOITSZ,X,X,X,X,X,X,X,X,X
SJLOITZS,X,X,X,X,X,X,X,X,X
SJLOISTZ,X,X,X,X,X,X,X,X,X
SJLOISZT,X,X,X,X,X,X,X,X,X
SJLOIZTS,X,X,X,X,X,X,X,X,X
SJLOIZST,X,X,X,X,X,X,X,X,X
SJLOSTIZ,X,X,X,X,X,X,X,X,X
SJLOSTZI,X,X,X,X,X,X,X,X,X
SJLOSITZ,X,X,X,X,X,X,X,X,X
SJLOSIZT,X,X,X,X,X,X,X,X,X
SJLOSZTI,X,X,X,X,X,X,X,X,X
SJLOSZIT,X,X,X,X,X,X,X,X,X
SJLOZTIS,X,X,X,X,X,X,X,X,X
SJLOZTSI,X,X,X,X,X,X,X,X,X
SJLOZITS,X,X,X,X,X,X,X,X,X
SJLOZIST,X,X,X,X,X,X,X,X,X
SJLOZSTI,X,X,X,X,X,X,X,X,X
SJLOZSIT,X,X,X,X,X,X,X,X,X
SJSTILZO,X,O,X,X,X,X,X,X,X
SJSTILOZ,X,X,X,X,X,X,X,X,X
SJSTIZLO,X,O,X,X,X,X,X,X,X
SJSTIZOL,X,X,X,X,X,X,X,X,X
SJSTIOLZ,X,X,X,X,X,O,X,X,X
SJSTIOZL,X,X,X,X,X,X,X,X,X
SJSTLIZO,X,O,O,X,X,X,X,X,X
SJSTLIOZ,X,X,X,X,X,O,X,X,X
SJSTLZIO,X,O,O,X,X,O,X,X,X
SJSTLZOI,X,O,O,X,X,O,X,X,X
SJSTLOIZ,X,X,X,X,X,O,X,X,X
SJSTLOZI,X,X,X,X,X,O,X,X,X
SJSTZILO,X,O,X,X,X,X,X,X,X
SJSTZIOL,X,X,X,X,X,X,X,X,X
SJSTZLIO,X,O,O,X,X,X,X,X,X
SJSTZLOI,X,O,O,X,X,X,X,X,X
SJSTZOIL,X,X,X,X,X,X,X,X,X
SJSTZOLI,X,X,X,X,X,X,X,X,X
SJSTOILZ,X,X,X,X,X,O,X,X,X
SJSTOIZL,X,X,X,X,X,X,X,X,X
SJSTOLIZ,X,X,X,X,X,O,X,X,X
SJSTOLZI,X,X,X,X,X,O,X,X,X
SJSTOZIL,X,X,X,X,X,X,X,X,X
SJSTOZLI,X,X,X,X,X,X,X,X,X
SJSITLZO,X,O,X,X,X,X,X,X,X
SJSITLOZ,X,X,X,X,X,X,X,X,X
SJSITZLO,X,O,X,X,X,X,X,X,X
SJSITZOL,X,X,X,X,X,X,X,X,X
SJSITOLZ,X,X,X,X,X,O,X,X,X
SJSITOZL,X,X,X,X,X,X,X,X,X
SJSILTZO,X,O,X,X,X,X,X,X,X
SJSILTOZ,X,X,X,X,X,X,X,X,X
SJSILZTO,X,X,X,X,X,X,X,X,X
SJSILZOT,X,X,X,X,X,X,X,X,X
SJSILOTZ,X,X,X,X,X,X,X,X,X
SJSILOZT,X,X,X,X,X,X,X,X,X
SJSIZTLO,X,O,X,X,X,X,X,X,X
SJSIZTOL,X,X,X,X,X,X,X,X,X
SJSIZLTO,X,X,X,X,X,X,X,X,X
SJSIZLOT,X,X,X,X,X,X,X,X,X
SJSIZOTL,X,X,X,X,X,X,X,X,X
SJSIZOLT,X,X,X,X,X,X,X,X,X
SJSIOTLZ,X,X,X,X,X,X,X,X,X
SJSIOTZL,X,X,X,X,X,X,X,X,X
SJSIOLTZ,X,X,X,X,X,X,X,X,X
SJSIOLZT,X,X,X,X,X,X,X,X,X
SJSIOZTL,X,X,X,X,X,X,X,X,X
SJSIOZLT,X,X,X,X,X,X,X,X,X
SJSLTIZO,X,O,O,X,X,X,X,X,X
SJSLTIOZ,X,X,X,X,X,O,X,X,X
SJSLTZIO,X,O,O,X,X,O,X,X,X
SJSLTZOI,X,O,O,X,X,O,X,X,X
SJSLTOIZ,X,X,X,X,X,O,X,X,X
SJSLTOZI,X,X,X,X,X,O,X,X,X
SJSLITZO,X,O,O,X,X,X,X,X,X
SJSLITOZ,X,X,X,X,X,O,X,X,X
SJSLIZTO,X,X,O,X,X,X,X,X,X
SJSLIZOT,X,X,X,X,X,X,X,X,X
SJSLIOTZ,X,X,X,X,X,X,X,X,X
SJSLIOZT,X,X,X,X,X,X,X,X,X
SJSLZTIO,X,X,O,X,X,X,X,X,X
SJSLZTOI,X,X,O,X,X,X,X,X,X
SJSLZITO,X,X,O,X,X,X,X,X,X
SJSLZIOT,X,X,X,X,X,X,X,X,X
SJSLZOTI,X,X,X,X,X,X,X,X,X
SJSLZOIT,X,X,X,X,X,X,X,X,X
SJSLOTIZ,X,X,X,X,X,X,X,X,X
SJSLOTZI,X,X,X,X,X,X,X,X,X
SJSLOITZ,X,X,X,X,X,X,X,X,X
SJSLOIZT,X,X,X,X,X,X,X,X,X
SJSLOZTI,X,X,X,X,X,X,X,X,X
SJSLOZIT,X,X,X,X,X,X,X,X,X
SJSZTILO,X,O,X,X,X,X,X,X,X
SJSZTIOL,X,X,X,X,X,X,X,X,X
SJSZTLIO,X,O,O,X,X,X,X,X,X
SJSZTLOI,X,O,O,X,X,X,X,X,X
SJSZTOIL,X,X,X,X,X,X,X,X,X
SJSZTOLI,X,X,X,X,X,X,X,X,X
SJSZITLO,X,O,X,X,X,X,X,X,X
SJSZITOL,X,X,X,X,X,X,X,X,X
SJSZILTO,X,X,X,X,X,X,X,X,X
SJSZILOT,X,X,X,X,X,X,X,X,X
SJSZIOTL,X,X,X,X,X,X,X,X,X
SJSZIOLT,X,X,X,X,X,X,X,X,X
SJSZLTIO,X,X,O,X,X,X,X,X,X
SJSZLTOI,X,X,O,X,X,X,X,X,X
SJSZLITO,X,X,O,X,X,X,X,X,X
SJSZLIOT,X,X,X,X,X,X,X,X,X
SJSZLOTI,X,X,X,X,X,X,X,X,X
SJSZLOIT,X,X,X,X,X,X,X,X,X
SJSZOTIL,X,X,X,X,X,X,X,X,X
SJSZOTLI,X,X,X,X,X,X,X,X,X
SJSZOITL,X,X,X,X,X,X,X,X,X
SJSZOILT,X,X,X,X,X,X,X,X,X
SJSZOLTI,X,X,X,X,X,X,X,X,X
SJSZOLIT,X,X,X,X,X,X,X,X,X
SJSOTILZ,X,X,X,X,X,X,X,X,X
SJSOTIZL,X,X,X,X,X,X,X,X,X
SJSOTLIZ,X,X,X,X,X,X,X,X,X
SJSOTLZI,X,X,X,X,X,X,X,X,X
SJSOTZIL,X,X,X,X,X,X,X,X,X
SJSOTZLI,X,X,X,X,X,X,X,X,X
SJSOITLZ,X,X,X,X,X,X,X,X,X
SJSOITZL,X,X,X,X,X,X,X,X,X
SJSOILTZ,X,X,X,X,X,X,X,X,X
SJSOILZT,X,X,X,X,X,X,X,X,X
SJSOIZTL,X,X,X,X,X,X,X,X,X
SJSOIZLT,X,X,X,X,X,X,X,X,X
SJSOLTIZ,X,X,X,X,X,X,X,X,X
SJSOLTZI,X,X,X,X,X,X,X,X,X
SJSOLITZ,X,X,X,X,X,X,X,X,X
SJSOLIZT,X,X,X,X,X,X,X,X,X
SJSOLZTI,X,X,X,X,X,X,X,X,X
SJSOLZIT,X,X,X,X,X,X,X,X,X
SJSOZTIL,X,X,X,X,X,X,X,X,X
SJSOZTLI,X,X,X,X,X,X,X,X,X
SJSOZITL,X,X,X,X,X,X,X,X,X
SJSOZILT,X,X,X,X,X,X,X,X,X
SJSOZLTI,X,X,X,X,X,X,X,X,X
SJSOZLIT,X,X,X,X,X,X,X,X,X
SJZTILSO,X,X,X,X,X,X,X,X,X
SJZTILOS,X,X,X,X,X,X,X,X,X
SJZTISLO,X,O,X,X,X,X,X,X,X
SJZTISOL,X,X,X,X,X,X,X,X,X
SJZTIOLS,X,X,X,X,X,X,X,X,X
SJZTIOSL,X,X,X,X,X,X,X,X,X
SJZTLISO,X,X,O,X,X,X,X,X,X
SJZTLIOS,X,X,X,X,X,X,X,X,X
SJZTLSIO,X,X,O,X,X,X,X,X,X
SJZTLSOI,X,X,O,X,X,X,X,X,X
SJZTLOIS,X,X,X,X,X,X,X,X,X
SJZTLOSI,X,X,X,X,X,X,X,X,X
SJZTSILO,X,O,X,X,X,X,X,X,X
SJZTSIOL,X,X,X,X,X,X,X,X,X
SJZTSLIO,X,O,O,X,X,X,X,X,X
SJZTSLOI,X,O,O,X,X,X,X,X,X
SJZTSOIL,X,X,X,X,O,X,X,X,X
SJZTSOLI,X,X,X,X,O,X,X,X,X
SJZTOILS,X,X,X,X,X,X,X,X,X
SJZTOISL,X,X,X,X,O,X,X,X,X
SJZTOLIS,X,X,X,X,X,X,X,X,X
SJZTOLSI,X,X,X,X,X,X,X,X,X
SJZTOSIL,X,X,X,X,O,X,X,X,X
SJZTOSLI,X,X,X,X,O,X,X,X,X
SJZITLSO,X,X,X,X,X,X,X,X,X
SJZITLOS,X,X,X,X,X,X,X,X,X
SJZITSLO,X,O,X,X,X,X,X,X,X
SJZITSOL,X,X,X,X,X,X,X,X,X
SJZITOLS,X,X,X,X,X,X,X,X,X
SJZITOSL,X,X,X,X,X,X,X,X,X
SJZILTSO,X,X,X,X,X,X,X,X,X
SJZILTOS,X,X,X,X,X,X,X,X,X
SJZILSTO,X,X,X,X,X,X,X,X,X
SJZILSOT,X,X,X,X,X,X,X,X,X
SJZILOTS,X,X,X,X,X,X,X,X,X
SJZILOST,X,X,X,X,X,X,X,X,X
SJZISTLO,X,O,X,X,X,X,X,X,X
SJZISTOL,X,X,X,X,X,X,X,X,X
SJZISLTO,X,X,X,X,X,X,X,X,X
SJZISLOT,X,X,X,X,X,X,X,X,X
SJZISOTL,X,X,X,X,X,X,X,X,X
SJZISOLT,X,X,X,X,X,X,X,X,X
SJZIOTLS,X,X,X,X,X,X,X,X,X
SJZIOTSL,X,X,X,X,X,X,X,X,X
SJZIOLTS,X,X,X,X,X,X,X,X,X
SJZIOLST,X,X,X,X,X,X,X,X,X
SJZIOSTL,X,X,X,X,X,X,X,X,X
SJZIOSLT,X,X,X,X,X,X,X,X,X
SJZLTISO,X,X,O,X,X,X,X,X,X
SJZLTIOS,X,X,X,X,X,X,X,X,X
SJZLTSIO,X,X,O,X,X,X,X,X,X
SJZLTSOI,X,X,O,X,X,X,X,X,X
SJZLTOIS,X,X,X,X,X,X,X,X,X
SJZLTOSI,X,X,X,X,X,X,X,X,X
SJZLITSO,X,X,O,X,X,X,X,X,X
SJZLITOS,X,X,X,X,X,X,X,X,X
SJZLISTO,X,X,O,X,X,X,X,X,X
SJZLISOT,X,X,X,X,X,X,X,X,X
SJZLIOTS,X,X,X,X,X,X,X,X,X
SJZLIOST,X,X,X,X,X,X,X,X,X
SJZLSTIO,X,X,O,X,X,X,X,X,X
SJZLSTOI,X,X,O,X,X,X,X,X,X
SJZLSITO,X,X,O,X,X,X,X,X,X
SJZLSIOT,X,X,X,X,X,X,X,X,X
SJZLSOTI,X,X,X,X,X,X,X,X,X
SJZLSOIT,X,X,X,X,X,X,X,X,X
SJZLOTIS,X,X,X,X,X,X,X,X,X
SJZLOTSI,X,X,X,X,X,X,X,X,X
SJZLOITS,X,X,X,X,X,X,X,X,X
SJZLOIST,X,X,X,X,X,X,X,X,X
SJZLOSTI,X,X,X,X,X,X,X,X,X
SJZLOSIT,X,X,X,X,X,X,X,X,X
SJZSTILO,X,O,X,X,X,X,X,X,X
SJZSTIOL,X,X,X,X,X,X,X,X,X
SJZSTLIO,X,O,O,X,X,X,X,X,X
SJZSTLOI,X,O,O,X,X,X,X,X,X
SJZSTOIL,X,X,X,X,O,X,X,X,X
SJZSTOLI,X,X,X,X,O,X,X,X,X
SJZSITLO,X,O,X,X,X,X,X,X,X
SJZSITOL,X,X,X,X,X,X,X,X,X
SJZSILTO,X,X,X,X,X,X,X,X,X
SJZSILOT,X,X,X,X,X,X,X,X,X
SJZSIOTL,X,X,X,X,X,X,X,X,X
SJZSIOLT,X,X,X,X,X,X,X,X,X
SJZSLTIO,X,X,O,X,X,X,X,X,X
SJZSLTOI,X,X,O,X,X,X,X,X,X
SJZSLITO,X,X,O,X,X,X,X,X,X
SJZSLIOT,X,X,X,X,X,X,X,X,X
SJZSLOTI,X,X,X,X,X,X,X,X,X
SJZSLOIT,X,X,X,X,X,X,X,X,X
SJZSOTIL,X,X,X,X,O,X,X,X,X
SJZSOTLI,X,X,X,X,O,X,X,X,X
SJZSOITL,X,X,X,X,O,X,X,X,X
SJZSOILT,X,X,X,X,X,X,X,X,X
SJZSOLTI,X,X,X,X,X,X,X,X,X
SJZSOLIT,X,X,X,X,X,X,X,X,X
SJZOTILS,X,X,X,X,X,X,X,X,X
SJZOTISL,X,X,X,X,O,X,X,X,X
SJZOTLIS,X,X,X,X,X,X,X,X,X
SJZOTLSI,X,X,X,X,X,X,X,X,X
SJZOTSIL,X,X,X,X,O,X,X,X,X
SJZOTSLI,X,X,X,X,O,X,X,X,X
SJZOITLS,X,X,X,X,X,X,X,X,X
SJZOITSL,X,X,X,X,O,X,X,X,X
SJZOILTS,X,X,X,X,X,X,X,X,X
SJZOILST,X,X,X,X,X,X,X,X,X
SJZOISTL,X,X,X,X,O,X,X,X,X
SJZOISLT,X,X,X,X,X,X,X,X,X
SJZOLTIS,X,X,X,X,X,X,X,X,X
SJZOLTSI,X,X,X,X,X,X,X,X,X
SJZOLITS,X,X,X,X,X,X,X,X,X
SJZOLIST,X,X,X,X,X,X,X,X,X
SJZOLSTI,X,X,X,X,X,X,X,X,X
SJZOLSIT,X,X,X,X,X,X,X,X,X
SJZOSTIL,X,X,X,X,O,X,X,X,X
SJZOSTLI,X,X,X,X,O,X,X,X,X
SJZOSITL,X,X,X,X,O,X,X,X,X
SJZOSILT,X,X,X,X,X,X,X,X,X
SJZOSLTI,X,X,X,X,X,X,X,X,X
SJZOSLIT,X,X,X,X,X,X,X,X,X
SJOTILSZ,X,X,X,X,X,X,X,X,X
SJOTILZS,X,X,X,X,X,X,X,X,X
SJOTISLZ,X,X,X,X,X,X,X,X,X
SJOTISZL,X,X,X,X,X,X,X,X,X
SJOTIZLS,X,X,X,X,X,X,X,X,X
SJOTIZSL,X,X,X,X,O,X,X,X,X
SJOTLISZ,X,X,X,X,X,X,X,X,X
SJOTLIZS,X,X,X,X,X,X,X,X,X
SJOTLSIZ,X,X,X,X,X,X,X,X,X
SJOTLSZI,X,X,X,X,X,X,X,X,X
SJOTLZIS,X,X,X,X,X,X,X,X,X
SJOTLZSI,X,X,X,X,X,X,X,X,X
SJOTSILZ,X,X,X,X,X,X,X,X,X
SJOTSIZL,X,X,X,X,X,X,X,X,X
SJOTSLIZ,X,X,X,X,X,X,X,X,X
SJOTSLZI,X,X,X,X,X,X,X,X,X
SJOTSZIL,X,X,X,X,X,X,X,X,X
SJOTSZLI,X,X,X,X,X,X,X,X,X
SJOTZILS,X,X,X,X,X,X,X,X,X
SJOTZISL,X,X,X,X,O,X,X,X,X
SJOTZLIS,X,X,X,X,X,X,X,X,X
SJOTZLSI,X,X,X,X,X,X,X,X,X
SJOTZSIL,X,X,X,X,O,X,X,X,X
SJOTZSLI,X,X,X,X,O,X,X,X,X
SJOITLSZ,X,X,X,X,X,X,X,X,X
SJOITLZS,X,X,X,X,X,X,X,X,X
SJOITSLZ,X,X,X,X,X,X,X,X,X
SJOITSZL,X,X,X,X,X,X,X,X,X
SJOITZLS,X,X,X,X,X,X,X,X,X
SJOITZSL,X,X,X,X,O,X,X,X,X
SJOILTSZ,X,X,X,X,X,X,X,X,X
SJOILTZS,X,X,X,X,X,X,X,X,X
SJOILSTZ,X,X,X,X,X,X,X,X,X
SJOILSZT,X,X,X,X,X,X,X,X,X
SJOILZTS,X,X,X,X,X,X,X,X,X
SJOILZST,X,X,X,X,X,X,X,X,X
SJOISTLZ,X,X,X,X,X,X,X,X,X
SJOISTZL,X,X,X,X,X,X,X,X,X
SJOISLTZ,X,X,X,X,X,X,X,X,X
SJOISLZT,X,X,X,X,X,X,X,X,X
SJOISZTL,X,X,X,X,X,X,X,X,X
SJOISZLT,X,X,X,X,X,X,X,X,X
SJOIZTLS,X,X,X,X,X,X,X,X,X
SJOIZTSL,X,X,X,X,O,X,X,X,X
SJOIZLTS,X,X,X,X,X,X,X,X,X
SJOIZLST,X,X,X,X,X,X,X,X,X
SJOIZSTL,X,X,X,X,O,X,X,X,X
SJOIZSLT,X,X,X,X,X,X,X,X,X
SJOLTISZ,X,X,X,X,X,X,X,X,X
SJOLTIZS,X,X,X,X,X,X,X,X,X
SJOLTSIZ,X,X,X,X,X,X,X,X,X
SJOLTSZI,X,X,X,X,X,X,X,X,X
SJOLTZIS,X,X,X,X,X,X,X,X,X
SJOLTZSI,X,X,X,X,X,X,X,X,X
SJOLITSZ,X,X,X,X,X,X,X,X,X
SJOLITZS,X,X,X,X,X,X,X,X,X
SJOLISTZ,X,X,X,X,X,X,X,X,X
SJOLISZT,X,X,X,X,X,X,X,X,X
SJOLIZTS,X,X,X,X,X,X,X,X,X
SJOLIZST,X,X,X,X,X,X,X,X,X
SJOLSTIZ,X,X,X,X,X,X,X,X,X
SJOLSTZI,X,X,X,X,X,X,X,X,X
SJOLSITZ,X,X,X,X,X,X,X,X,X
SJOLSIZT,X,X,X,X,X,X,X,X,X
SJOLSZTI,X,X,X,X,X,X,X,X,X
SJOLSZIT,X,X,X,X,X,X,X,X,X
SJOLZTIS,X,X,X,X,X,X,X,X,X
SJOLZTSI,X,X,X,X,X,X,X,X,X
SJOLZITS,X,X,X,X,X,X,X,X,X
SJOLZIST,X,X,X,X,X,X,X,X,X
SJOLZSTI,X,X,X,X,X,X,X,X,X
SJOLZSIT,X,X,X,X,X,X,X,X,X
SJOSTILZ,X,X,X,X,X,X,X,X,X
SJOSTIZL,X,X,X,X,X,X,X,X,X
SJOSTLIZ,X,X,X,X,X,X,X,X,X
SJOSTLZI,X,X,X,X,X,X,X,X,X
SJOSTZIL,X,X,X,X,X,X,X,X,X
SJOSTZLI,X,X,X,X,X,X,X,X,X
SJOSITLZ,X,X,X,X,X,X,X,X,X
SJOSITZL,X,X,X,X,X,X,X,X,X
SJOSILTZ,X,X,X,X,X,X,X,X,X
SJOSILZT,X,X,X,X,X,X,X,X,X
SJOSIZTL,X,X,X,X,X,X,X,X,X
SJOSIZLT,X,X,X,X,X,X,X,X,X
SJOSLTIZ,X,X,X,X,X,X,X,X,X
SJOSLTZI,X,X,X,X,X,X,X,X,X
SJOSLITZ,X,X,X,X,X,X,X,X,X
SJOSLIZT,X,X,X,X,X,X,X,X,X
SJOSLZTI,X,X,X,X,X,X,X,X,X
SJOSLZIT,X,X,X,X,X,X,X,X,X
SJOSZTIL,X,X,X,X,X,X,X,X,X
SJOSZTLI,X,X,X,X,X,X,X,X,X
SJOSZITL,X,X,X,X,X,X,X,X,X
SJOSZILT,X,X,X,X,X,X,X,X,X
SJOSZLTI,X,X,X,X,X,X,X,X,X
SJOSZLIT,X,X,X,X,X,X,X,X,X
SJOZTILS,X,X,X,X,X,X,X,X,X
SJOZTISL,X,X,X,X,O,X,X,X,X
SJOZTLIS,X,X,X,X,X,X,X,X,X
SJOZTLSI,X,X,X,X,X,X,X,X,X
SJOZTSIL,X,X,X,X,O,X,X,X,X
SJOZTSLI,X,X,X,X,O,X,X,X,X
SJOZITLS,X,X,X,X,X,X,X,X,X
SJOZITSL,X,X,X,X,O,X,X,X,X
SJOZILTS,X,X,X,X,X,X,X,X,X
SJOZILST,X,X,X,X,X,X,X,X,X
SJOZISTL,X,X,X,X,O,X,X,X,X
SJOZISLT,X,X,X,X,X,X,X,X,X
SJOZLTIS,X,X,X,X,X,X,X,X,X
SJOZLTSI,X,X,X,X,X,X,X,X,X
SJOZLITS,X,X,X,X,X,X,X,X,X
SJOZLIST,X,X,X,X,X,X,X,X,X
SJOZLSTI,X,X,X,X,X,X,X,X,X
SJOZLSIT,X,X,X,X,X,X,X,X,X
SJOZSTIL,X,X,X,X,O,X,X,X,X
SJOZSTLI,X,X,X,X,O,X,X,X,X
SJOZSITL,X,X,X,X,O,X,X,X,X
SJOZSILT,X,X,X,X,X,X,X,X,X
SJOZSLTI,X,X,X,X,X,X,X,X,X
SJOZSLIT,X,X,X,X,X,X,X,X,X
SSTILJZO,O,X,X,X,X,X,X,X,X
SSTILJOZ,X,X,X,X,X,O,X,X,X
SSTILZJO,O,X,X,X,X,X,X,O,X
SSTILZOJ,X,X,X,X,X,X,X,O,X
SSTILOJZ,X,X,X,X,X,O,X,X,X
SSTILOZJ,X,X,X,X,X,X,X,O,O
SSTIJLZO,O,X,X,X,X,X,X,X,X
SSTIJLOZ,X,X,X,X,X,X,X,X,X
SSTIJZLO,O,X,X,X,X,X,X,X,X
SSTIJZOL,X,X,X,X,X,X,X,X,X
SSTIJOLZ,O,X,X,X,X,O,X,X,X
SSTIJOZL,O,X,X,X,X,X,X,X,X
SSTIZLJO,O,X,X,X,X,X,X,X,X
SSTIZLOJ,X,X,X,X,X,X,X,X,X
SSTIZJLO,O,X,X,X,X,X,X,X,X
SSTIZJOL,X,X,X,X,X,X,X,O,X
SSTIZOLJ,X,X,X,X,X,X,X,X,X
SSTIZOJL,X,X,X,X,X,X,X,O,X
SSTIOLJZ,O,X,X,X,X,O,X,X,X
SSTIOLZJ,O,X,X,X,X,X,X,O,O
SSTIOJLZ,O,X,X,X,X,O,X,X,X
SSTIOJZL,O,X,X,X,X,X,X,X,X
SSTIOZLJ,O,X,X,X,X,X,X,X,X
SSTIOZJL,O,X,X,X,X,X,X,O,X
SSTLIJZO,O,X,O,X,X,X,X,X,X
SSTLIJOZ,X,X,X,X,X,O,X,X,X
SSTLIZJO,O,X,O,X,X,X,X,O,X
SSTLIZOJ,X,X,X,X,X,X,X,O,X
SSTLIOJZ,X,X,X,X,X,O,X,X,X
SSTLIOZJ,X,X,X,X,X,X,X,O,O
SSTLJIZO,O,O,O,X,X,X,X,X,X
SSTLJIOZ,X,X,X,X,X,O,X,X,X
SSTLJZIO,O,O,O,X,X,O,X,X,X
SSTLJZOI,X,O,O,X,X,O,X,X,X
SSTLJOIZ,X,X,X,X,X,O,X,X,X
SSTLJOZI,X,X,X,X,X,O,X,X,X
SSTLZIJO,O,O,O,X,X,X,X,O,X
SSTLZIOJ,X,O,X,X,X,X,X,O,O
SSTLZJIO,O,O,O,X,X,X,X,O,O
SSTLZJOI,X,O,O,X,X,X,X,O,O
SSTLZOIJ,X,O,X,X,X,X,X,O,O
SSTLZOJI,X,O,X,X,X,X,X,O,O
SSTLOIJZ,X,X,X,X,X,O,X,X,X
SSTLOIZJ,X,X,X,X,X,X,X,O,O
SSTLOJIZ,X,O,X,X,X,O,X,X,X
SSTLOJZI,X,O,X,X,X,O,X,X,X
SSTLOZIJ,X,O,X,X,X,X,X,O,O
SSTLOZJI,X,O,X,X,X,X,X,O,O
SSTJILZO,O,O,X,X,X,X,X,X,X
SSTJILOZ,X,X,X,X,X,X,X,X,X
SSTJIZLO,O,O,X,X,X,X,X,X,X
SSTJIZOL,X,X,X,X,X,X,X,X,X
SSTJIOLZ,O,X,X,X,X,O,X,X,X
SSTJIOZL,O,X,X,X,X,X,X,X,X
SSTJLIZO,O,O,O,X,X,X,X,X,X
SSTJLIOZ,X,X,X,X,X,O,X,X,X
SSTJLZIO,O,O,O,X,X,O,X,X,X
SSTJLZOI,X,O,O,X,X,O,X,X,X
SSTJLOIZ,X,X,X,X,X,O,X,X,X
SSTJLOZI,X,X,X,X,X,O,X,X,X
SSTJZILO,O,O,X,X,X,X,X,X,X
SSTJZIOL,X,X,X,X,X,X,X,X,X
