sequence,v115@HhA8IeC8FeF8CeB8Jex/IvhFihB3iBcoBGlB9rBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihBcnBTjBGlB9rB3sB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmB3iBcoBGlBzmBSxB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBNmBTjBRsBXsBGsB,v115@HhA8IeC8FeF8CeB8Je0/IvhFxgBdnBCjBzlBXoBWxB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmBUiBGlBXoBzrBCtB
LZOJTSI,O,X,O,X,O,X
LZOJITS,O,X,O,O,O,X
LZOJIST,O,X,O,X,O,X
LZOJSTI,O,X,O,X,O,X
LZOJSIT,O,X,O,X,O,X
LZOSTIJ,O,X,X,O,X,X
LZOSTJI,O,X,O,X,O,X
LZOSITJ,O,X,X,O,X,X
LZOSIJT,O,X,O,X,O,X
LZOSJTI,O,X,O,X,O,X
LZOSJIT,O,X,O,X,O,X
LOTIJSZ,O,X,X,O,X,X
LOTIJZS,O,X,X,O,X,X
LOTISJZ,X,X,X,O,X,X
LOTISZJ,O,O,X,O,X,X
LOTIZJS,O,X,X,O,X,X
LOTIZSJ,O,X,X,O,X,X
LOTJISZ,O,O,X,O,X,O
LOTJIZS,O,X,O,O,X,O
LOTJSIZ,O,O,X,X,X,O
LOTJSZI,O,O,X,X,X,O
LOTJZIS,O,X,O,O,X,O
LOTJZSI,O,X,O,X,X,O
LOTSIJZ,X,X,X,O,X,X
LOTSIZJ,O,O,X,O,X,X
LOTSJIZ,O,O,X,X,X,O
LOTSJZI,O,O,X,X,X,O
LOTSZIJ,O,O,X,O,X,X
LOTSZJI,O,O,X,X,X,O
LOTZIJS,O,X,X,O,X,X
LOTZISJ,O,X,X,O,X,X
LOTZJIS,O,X,O,O,X,O
LOTZJSI,O,X,O,X,X,O
LOTZSIJ,O,X,X,O,X,X
LOTZSJI,O,X,O,X,X,O
LOITJSZ,X,X,X,O,X,X
LOITJZS,O,X,X,O,X,X
LOITSJZ,X,X,X,O,X,X
LOITSZJ,O,O,X,O,X,X
LOITZJS,O,X,X,O,X,X
LOITZSJ,O,X,X,O,X,X
LOIJTSZ,O,O,X,O,O,O
LOIJTZS,O,X,O,O,O,O
LOIJSTZ,X,O,X,X,O,O
LOIJSZT,X,O,X,X,O,X
LOIJZTS,O,X,O,O,O,X
LOIJZST,O,X,O,X,O,X
LOISTJZ,X,X,X,O,X,X
LOISTZJ,X,O,X,O,X,X
LOISJTZ,X,O,X,X,O,O
LOISJZT,X,O,X,X,O,X
LOISZTJ,X,O,X,O,X,X
LOISZJT,X,O,X,X,O,X
LOIZTJS,O,X,X,O,X,X
LOIZTSJ,O,X,X,O,X,X
LOIZJTS,O,X,O,O,O,X
LOIZJST,O,X,O,X,O,X
LOIZSTJ,O,X,X,O,X,X
LOIZSJT,O,X,O,X,O,X
LOJTISZ,O,O,X,O,O,O
LOJTIZS,O,X,O,O,O,O
LOJTSIZ,O,O,X,X,O,O
LOJTSZI,O,O,X,X,O,O
LOJTZIS,O,X,O,O,O,O
LOJTZSI,O,X,O,X,O,O
LOJITSZ,O,O,X,O,O,O
LOJITZS,O,X,O,O,O,O
LOJISTZ,X,O,X,X,O,O
LOJISZT,X,O,X,X,O,X
LOJIZTS,O,X,O,O,O,X
LOJIZST,O,X,O,X,O,X
LOJSTIZ,X,O,X,X,O,O
LOJSTZI,X,O,X,X,O,O
LOJSITZ,X,O,X,X,O,O
LOJSIZT,X,O,X,X,O,X
LOJSZTI,X,O,X,X,O,X
LOJSZIT,X,O,X,X,O,X
LOJZTIS,O,X,O,O,O,X
LOJZTSI,O,X,O,X,O,X
LOJZITS,O,X,O,O,O,X
LOJZIST,O,X,O,X,O,X
LOJZSTI,O,X,O,X,O,X
LOJZSIT,O,X,O,X,O,X
LOSTIJZ,X,X,X,O,X,X
LOSTIZJ,X,O,X,O,X,X
LOSTJIZ,X,O,X,X,O,O
LOSTJZI,X,O,X,X,O,O
LOSTZIJ,X,O,X,O,X,X
LOSTZJI,X,O,X,X,O,O
LOSITJZ,X,X,X,O,X,X
LOSITZJ,X,O,X,O,X,X
LOSIJTZ,X,O,X,X,O,O
LOSIJZT,X,O,X,X,O,X
LOSIZTJ,X,O,X,O,X,X
LOSIZJT,X,O,X,X,O,X
LOSJTIZ,X,O,X,X,O,O
LOSJTZI,X,O,X,X,O,O
LOSJITZ,X,O,X,X,O,O
LOSJIZT,X,O,X,X,O,X
LOSJZTI,X,O,X,X,O,X
LOSJZIT,X,O,X,X,O,X
LOSZTIJ,X,O,X,O,X,X
LOSZTJI,X,O,X,X,O,O
LOSZITJ,X,O,X,O,X,X
LOSZIJT,X,O,X,X,O,X
LOSZJTI,X,O,X,X,O,X
LOSZJIT,X,O,X,X,O,X
LOZTIJS,O,X,X,O,X,X
LOZTISJ,O,X,X,O,X,X
LOZTJIS,O,X,O,O,X,O
LOZTJSI,O,X,O,X,X,O
LOZTSIJ,O,X,X,O,X,X
LOZTSJI,O,X,O,X,X,O
LOZITJS,O,X,X,O,X,X
LOZITSJ,O,X,X,O,X,X
LOZIJTS,O,X,O,O,O,X
LOZIJST,O,X,O,X,O,X
LOZISTJ,O,X,X,O,X,X
LOZISJT,O,X,O,X,O,X
LOZJTIS,O,X,O,O,O,X
LOZJTSI,O,X,O,X,O,X
LOZJITS,O,X,O,O,O,X
LOZJIST,O,X,O,X,O,X
LOZJSTI,O,X,O,X,O,X
LOZJSIT,O,X,O,X,O,X
LOZSTIJ,O,X,X,O,X,X
LOZSTJI,O,X,O,X,O,O
LOZSITJ,O,X,X,O,X,X
LOZSIJT,O,X,O,X,O,X
LOZSJTI,O,X,O,X,O,X
LOZSJIT,O,X,O,X,O,X
JTILSZO,O,O,O,O,O,X
JTILSOZ,O,O,X,O,O,X
JTILZSO,O,X,O,O,O,X
JTILZOS,O,X,O,O,X,X
JTILOSZ,O,O,X,O,X,O
JTILOZS,O,X,O,O,X,O
JTISLZO,O,O,O,X,O,X
JTISLOZ,O,O,X,X,O,X
JTISZLO,O,O,O,X,O,X
JTISZOL,O,O,O,X,O,X
JTISOLZ,O,O,X,X,O,O
JTISOZL,O,O,X,X,O,O
JTIZLSO,O,X,O,O,O,X
JTIZLOS,O,X,O,O,X,X
JTIZSLO,O,O,O,X,O,X
JTIZSOL,O,O,O,X,O,X
JTIZOLS,O,X,O,O,O,O
JTIZOSL,O,O,O,X,O,O
JTIOLSZ,O,O,X,O,O,O
JTIOLZS,O,X,O,O,O,O
JTIOSLZ,O,O,X,X,O,O
JTIOSZL,O,O,X,X,O,O
JTIOZLS,O,X,O,O,O,O
JTIOZSL,O,O,O,X,O,O
JTLISZO,O,O,O,O,O,X
JTLISOZ,O,O,X,O,O,X
JTLIZSO,O,X,O,O,O,X
JTLIZOS,O,X,O,O,X,X
JTLIOSZ,O,O,X,O,X,O
JTLIOZS,O,X,O,O,X,O
JTLSIZO,O,O,O,X,O,X
JTLSIOZ,O,O,X,X,O,X
JTLSZIO,O,O,O,X,O,X
JTLSZOI,O,O,O,X,O,X
JTLSOIZ,O,O,X,X,O,X
JTLSOZI,O,O,X,X,O,X
JTLZISO,O,X,O,O,O,X
JTLZIOS,O,X,O,O,X,X
JTLZSIO,O,X,O,X,O,X
JTLZSOI,O,X,O,X,O,X
JTLZOIS,O,X,O,O,O,X
JTLZOSI,O,X,O,X,O,X
JTLOISZ,O,O,X,O,O,O
JTLOIZS,O,X,O,O,O,O
JTLOSIZ,O,O,X,X,O,O
JTLOSZI,O,O,X,X,O,O
JTLOZIS,O,X,O,O,O,O
JTLOZSI,O,X,O,X,O,O
JTSILZO,O,O,O,X,O,X
JTSILOZ,O,O,X,X,O,X
JTSIZLO,O,O,O,X,O,X
JTSIZOL,O,O,O,X,O,X
JTSIOLZ,O,O,X,X,O,O
JTSIOZL,O,O,X,X,O,O
JTSLIZO,O,O,O,X,O,X
JTSLIOZ,O,O,X,X,O,X
JTSLZIO,O,O,O,X,O,X
JTSLZOI,O,O,O,X,O,X
JTSLOIZ,O,O,X,X,O,X
JTSLOZI,O,O,X,X,O,X
JTSZILO,O,O,O,X,O,X
JTSZIOL,O,O,O,X,O,X
JTSZLIO,O,O,O,X,O,X
JTSZLOI,O,O,O,X,O,X
JTSZOIL,O,O,O,X,O,X
JTSZOLI,O,O,O,X,O,X
JTSOILZ,O,O,X,X,O,O
JTSOIZL,O,O,X,X,O,O
JTSOLIZ,O,O,X,X,O,O
JTSOLZI,O,O,X,X,O,O
JTSOZIL,O,O,X,X,O,O
JTSOZLI,O,O,X,X,O,O
JTZILSO,O,X,O,O,O,X
JTZILOS,O,X,O,O,X,X
JTZISLO,O,O,O,X,O,X
JTZISOL,O,O,O,X,O,X
JTZIOLS,O,X,O,O,O,O
JTZIOSL,O,O,O,X,O,O
JTZLISO,O,X,O,O,O,X
JTZLIOS,O,X,O,O,X,X
JTZLSIO,O,X,O,X,O,X
JTZLSOI,O,X,O,X,O,X
JTZLOIS,O,X,O,O,O,X
JTZLOSI,O,X,O,X,O,X
JTZSILO,O,O,O,X,O,X
JTZSIOL,O,O,O,X,O,X
JTZSLIO,O,O,O,X,O,X
JTZSLOI,O,O,O,X,O,X
JTZSOIL,O,O,O,X,O,X
JTZSOLI,O,O,O,X,O,X
JTZOILS,O,X,O,O,O,O
JTZOISL,O,O,O,X,O,O
JTZOLIS,O,X,O,O,O,O
JTZOLSI,O,X,O,X,O,O
JTZOSIL,O,O,O,X,O,O
JTZOSLI,O,O,O,X,O,O
JTOILSZ,O,O,X,O,O,O
JTOILZS,O,X,O,O,O,O
JTOISLZ,O,O,X,X,O,O
JTOISZL,O,O,X,X,O,O
JTOIZLS,O,X,O,O,O,O
JTOIZSL,O,O,O,X,O,O
JTOLISZ,O,O,X,O,O,O
JTOLIZS,O,X,O,O,O,O
JTOLSIZ,O,O,X,X,O,O
JTOLSZI,O,O,X,X,O,O
JTOLZIS,O,X,O,O,O,O
JTOLZSI,O,X,O,X,O,O
JTOSILZ,O,O,X,X,O,O
JTOSIZL,O,O,X,X,O,O
JTOSLIZ,O,O,X,X,O,O
JTOSLZI,O,O,X,X,O,O
JTOSZIL,O,O,X,X,O,O
JTOSZLI,O,O,X,X,O,O
JTOZILS,O,X,O,O,O,O
JTOZISL,O,O,O,X,O,O
JTOZLIS,O,X,O,O,O,O
JTOZLSI,O,X,O,X,O,O
JTOZSIL,O,O,O,X,O,O
JTOZSLI,O,O,O,X,O,O
JITLSZO,O,O,O,O,O,X
JITLSOZ,O,O,X,O,O,X
JITLZSO,O,X,O,O,O,X
JITLZOS,O,X,O,O,X,X
JITLOSZ,O,O,X,O,X,O
JITLOZS,O,X,O,O,X,O
JITSLZO,O,O,O,X,O,X
JITSLOZ,O,O,X,X,O,X
JITSZLO,O,O,O,X,O,X
JITSZOL,O,O,O,X,O,X
JITSOLZ,O,O,X,X,O,O
JITSOZL,O,O,X,X,O,O
JITZLSO,O,X,O,O,O,X
JITZLOS,O,X,O,O,X,X
JITZSLO,O,O,O,X,O,X
JITZSOL,O,O,O,X,O,X
JITZOLS,O,X,O,O,O,O
JITZOSL,O,O,O,X,O,O
JITOLSZ,O,O,X,O,O,O
JITOLZS,O,X,O,O,O,O
JITOSLZ,O,O,X,X,O,O
JITOSZL,O,O,X,X,O,O
JITOZLS,O,X,O,O,O,O
JITOZSL,O,O,O,X,O,O
JILTSZO,O,O,O,O,X,X
JILTSOZ,O,O,X,O,X,X
JILTZSO,O,X,O,O,X,X
JILTZOS,O,X,O,O,X,X
JILTOSZ,O,O,X,O,X,O
JILTOZS,O,X,O,O,X,O
JILSTZO,X,O,O,X,X,X
JILSTOZ,X,O,X,X,X,X
JILSZTO,X,O,O,X,X,X
JILSZOT,X,O,O,X,X,X
JILSOTZ,X,O,X,X,X,O
JILSOZT,X,O,X,X,X,X
JILZTSO,O,X,O,O,X,X
JILZTOS,O,X,O,O,X,X
JILZSTO,O,X,O,X,X,X
JILZSOT,X,X,O,X,X,X
JILZOTS,O,X,O,O,X,X
JILZOST,O,X,O,X,X,X
JILOTSZ,O,O,X,O,X,O
JILOTZS,O,X,O,O,X,O
JILOSTZ,X,O,X,X,X,O
JILOSZT,X,O,X,X,X,X
JILOZTS,O,X,O,O,X,X
JILOZST,O,X,O,X,X,X
JISTLZO,O,O,O,X,O,X
JISTLOZ,O,O,X,X,O,X
JISTZLO,O,O,O,X,O,X
JISTZOL,O,O,O,X,O,X
JISTOLZ,O,O,X,X,O,O
JISTOZL,O,O,X,X,O,O
JISLTZO,X,O,O,X,O,X
JISLTOZ,X,O,X,X,O,X
JISLZTO,X,O,O,X,O,X
JISLZOT,X,O,O,X,O,X
JISLOTZ,X,O,X,X,O,O
JISLOZT,X,O,X,X,O,X
JISZTLO,O,O,O,X,O,X
JISZTOL,O,O,O,X,O,X
JISZLTO,O,O,O,X,O,X
JISZLOT,X,O,O,X,O,X
JISZOTL,O,O,O,X,O,O
JISZOLT,O,O,O,X,O,X
JISOTLZ,O,O,X,X,O,O
JISOTZL,O,O,X,X,O,O
JISOLTZ,X,O,X,X,O,O
JISOLZT,X,O,X,X,O,X
JISOZTL,O,O,X,X,O,O
JISOZLT,O,O,X,X,O,X
JIZTLSO,O,X,O,O,O,X
JIZTLOS,O,X,O,O,X,X
JIZTSLO,O,O,O,X,O,X
JIZTSOL,O,O,O,X,O,X
JIZTOLS,O,X,O,O,O,O
JIZTOSL,O,O,O,X,O,O
JIZLTSO,O,X,O,O,O,X
JIZLTOS,O,X,O,O,X,X
JIZLSTO,O,X,O,X,O,X
JIZLSOT,X,X,O,X,X,X
JIZLOTS,O,X,O,O,X,X
JIZLOST,O,X,O,X,X,X
JIZSTLO,O,O,O,X,O,X
JIZSTOL,O,O,O,X,O,X
JIZSLTO,O,O,O,X,O,X
JIZSLOT,X,O,O,X,O,X
JIZSOTL,O,O,O,X,O,O
JIZSOLT,O,O,O,X,O,X
JIZOTLS,O,X,O,O,O,O
JIZOTSL,O,O,O,X,O,O
JIZOLTS,O,X,O,O,O,X
JIZOLST,O,X,O,X,O,X
JIZOSTL,O,O,O,X,O,O
JIZOSLT,O,O,O,X,O,X
JIOTLSZ,O,O,X,O,O,O
JIOTLZS,O,X,O,O,O,O
JIOTSLZ,O,O,X,X,O,O
JIOTSZL,O,O,X,X,O,O
JIOTZLS,O,X,O,O,O,O
JIOTZSL,O,O,O,X,O,O
JIOLTSZ,O,O,X,O,O,O
JIOLTZS,O,X,O,O,O,O
JIOLSTZ,X,O,X,X,O,O
JIOLSZT,X,O,X,X,O,X
JIOLZTS,O,X,O,O,O,X
JIOLZST,O,X,O,X,O,X
JIOSTLZ,O,O,X,X,O,O
JIOSTZL,O,O,X,X,O,O
JIOSLTZ,X,O,X,X,O,O
JIOSLZT,X,O,X,X,O,X
JIOSZTL,O,O,X,X,O,O
JIOSZLT,O,O,X,X,O,X
JIOZTLS,O,X,O,O,O,O
JIOZTSL,O,O,O,X,O,O
JIOZLTS,O,X,O,O,O,X
JIOZLST,O,X,O,X,O,X
JIOZSTL,O,O,O,X,O,O
JIOZSLT,O,O,O,X,O,X
JLTISZO,O,O,O,O,O,X
JLTISOZ,O,O,X,O,O,X
JLTIZSO,O,X,O,O,O,X
JLTIZOS,O,X,O,O,X,X
JLTIOSZ,O,O,X,O,X,O
JLTIOZS,O,X,O,O,X,O
JLTSIZO,O,O,O,X,O,X
JLTSIOZ,O,O,X,X,O,X
JLTSZIO,O,O,O,X,O,X
JLTSZOI,O,O,O,X,O,X
JLTSOIZ,O,O,X,X,O,X
JLTSOZI,O,O,X,X,O,X
JLTZISO,O,X,O,O,O,X
JLTZIOS,O,X,O,O,X,X
JLTZSIO,O,X,O,X,O,X
JLTZSOI,O,X,O,X,O,X
JLTZOIS,O,X,O,O,O,X
JLTZOSI,O,X,O,X,O,X
JLTOISZ,O,O,X,O,O,O
JLTOIZS,O,X,O,O,O,O
JLTOSIZ,O,O,X,X,O,O
JLTOSZI,O,O,X,X,O,O
JLTOZIS,O,X,O,O,O,O
JLTOZSI,O,X,O,X,O,O
JLITSZO,O,O,O,O,X,X
JLITSOZ,O,O,X,O,X,X
JLITZSO,O,X,O,O,X,X
JLITZOS,O,X,O,O,X,X
JLITOSZ,O,O,X,O,X,O
JLITOZS,O,X,O,O,X,O
JLISTZO,X,O,O,X,X,X
JLISTOZ,X,O,X,X,X,X
JLISZTO,X,O,O,X,X,X
JLISZOT,X,O,O,X,X,X
JLISOTZ,X,O,X,X,X,O
JLISOZT,X,O,X,X,X,X
JLIZTSO,O,X,O,O,X,X
JLIZTOS,O,X,O,O,X,X
JLIZSTO,O,X,O,X,X,X
JLIZSOT,X,X,O,X,X,X
JLIZOTS,O,X,O,O,X,X
JLIZOST,O,X,O,X,X,X
JLIOTSZ,O,O,X,O,X,O
JLIOTZS,O,X,O,O,X,O
JLIOSTZ,X,O,X,X,X,O
JLIOSZT,X,O,X,X,X,X
JLIOZTS,O,X,O,O,X,X
JLIOZST,O,X,O,X,X,X
JLSTIZO,X,O,O,X,O,X
JLSTIOZ,X,O,X,X,O,X
JLSTZIO,X,O,O,X,O,X
JLSTZOI,X,O,O,X,O,X
JLSTOIZ,X,O,X,X,O,X
JLSTOZI,X,O,X,X,O,X
JLSITZO,X,O,O,X,O,X
JLSITOZ,X,O,X,X,O,X
JLSIZTO,X,O,O,X,O,X
JLSIZOT,X,O,O,X,O,X
JLSIOTZ,X,O,X,X,O,O
JLSIOZT,X,O,X,X,O,X
JLSZTIO,X,O,O,X,O,X
JLSZTOI,X,O,O,X,O,X
JLSZITO,X,O,O,X,O,X
JLSZIOT,X,O,O,X,O,X
JLSZOTI,X,O,O,X,O,X
JLSZOIT,X,O,O,X,O,X
JLSOTIZ,X,O,X,X,O,O
JLSOTZI,X,O,X,X,O,O
JLSOITZ,X,O,X,X,O,O
JLSOIZT,X,O,X,X,O,X
JLSOZTI,X,O,X,X,O,X
JLSOZIT,X,O,X,X,O,X
JLZTISO,O,X,O,O,O,X
JLZTIOS,O,X,O,O,X,X
JLZTSIO,O,X,O,X,O,X
JLZTSOI,O,X,O,X,O,X
JLZTOIS,O,X,O,O,O,X
JLZTOSI,O,X,O,X,O,X
JLZITSO,O,X,O,O,O,X
JLZITOS,O,X,O,O,X,X
JLZISTO,O,X,O,X,O,X
JLZISOT,X,X,O,X,X,X
JLZIOTS,O,X,O,O,X,X
JLZIOST,O,X,O,X,X,X
JLZSTIO,O,X,O,X,O,X
JLZSTOI,O,X,O,X,O,X
JLZSITO,O,X,O,X,O,X
JLZSIOT,X,X,O,X,O,X
JLZSOTI,X,X,O,X,O,X
JLZSOIT,X,X,O,X,O,X
JLZOTIS,O,X,O,O,O,X
JLZOTSI,O,X,O,X,O,X
JLZOITS,O,X,O,O,O,X
JLZOIST,O,X,O,X,O,X
JLZOSTI,O,X,O,X,O,X
JLZOSIT,O,X,O,X,O,X
JLOTISZ,O,O,X,O,O,O
JLOTIZS,O,X,O,O,O,O
JLOTSIZ,O,O,X,X,O,O
JLOTSZI,O,O,X,X,O,O
JLOTZIS,O,X,O,O,O,O
JLOTZSI,O,X,O,X,O,O
JLOITSZ,O,O,X,O,O,O
JLOITZS,O,X,O,O,O,O
JLOISTZ,X,O,X,X,O,O
JLOISZT,X,O,X,X,O,X
JLOIZTS,O,X,O,O,O,X
JLOIZST,O,X,O,X,O,X
JLOSTIZ,X,O,X,X,O,O
JLOSTZI,X,O,X,X,O,O
JLOSITZ,X,O,X,X,O,O
JLOSIZT,X,O,X,X,O,X
JLOSZTI,X,O,X,X,O,X
JLOSZIT,X,O,X,X,O,X
JLOZTIS,O,X,O,O,O,X
JLOZTSI,O,X,O,X,O,X
JLOZITS,O,X,O,O,O,X
JLOZIST,O,X,O,X,O,X
JLOZSTI,O,X,O,X,O,X
JLOZSIT,O,X,O,X,O,X
JSTILZO,O,O,O,X,O,X
JSTILOZ,O,O,X,X,O,X
JSTIZLO,O,O,O,X,O,X
JSTIZOL,O,O,O,X,O,X
JSTIOLZ,O,O,X,X,O,O
JSTIOZL,O,O,X,X,O,O
JSTLIZO,O,O,O,X,O,X
JSTLIOZ,O,O,X,X,O,X
JSTLZIO,O,O,O,X,O,X
JSTLZOI,O,O,O,X,O,X
JSTLOIZ,O,O,X,X,O,X
JSTLOZI,O,O,X,X,O,X
JSTZILO,O,O,O,X,O,X
JSTZIOL,O,O,O,X,O,X
JSTZLIO,O,O,O,X,O,X
JSTZLOI,O,O,O,X,O,X
JSTZOIL,O,O,O,X,O,X
JSTZOLI,O,O,O,X,O,X
JSTOILZ,O,O,X,X,O,O
JSTOIZL,O,O,X,X,O,O
JSTOLIZ,O,O,X,X,O,O
JSTOLZI,O,O,X,X,O,O
JSTOZIL,O,O,X,X,O,O
JSTOZLI,O,O,X,X,O,O
JSITLZO,O,O,O,X,O,X
JSITLOZ,O,O,X,X,O,X
JSITZLO,O,O,O,X,O,X
JSITZOL,O,O,O,X,O,X
JSITOLZ,O,O,X,X,O,O
JSITOZL,O,O,X,X,O,O
JSILTZO,X,O,O,X,O,X
JSILTOZ,X,O,X,X,O,X
JSILZTO,X,O,O,X,O,X
JSILZOT,X,O,O,X,O,X
JSILOTZ,X,O,X,X,O,O
JSILOZT,X,O,X,X,O,X
JSIZTLO,O,O,O,X,O,X
JSIZTOL,O,O,O,X,O,X
JSIZLTO,O,O,O,X,O,X
JSIZLOT,X,O,O,X,O,X
JSIZOTL,O,O,O,X,O,O
JSIZOLT,O,O,O,X,O,X
JSIOTLZ,O,O,X,X,O,O
JSIOTZL,O,O,X,X,O,O
JSIOLTZ,X,O,X,X,O,O
JSIOLZT,X,O,X,X,O,X
JSIOZTL,O,O,X,X,O,O
JSIOZLT,O,O,X,X,O,X
JSLTIZO,X,O,O,X,O,X
JSLTIOZ,X,O,X,X,O,X
JSLTZIO,X,O,O,X,O,X
JSLTZOI,X,O,O,X,O,X
JSLTOIZ,X,O,X,X,O,X
JSLTOZI,X,O,X,X,O,X
JSLITZO,X,O,O,X,O,X
JSLITOZ,X,O,X,X,O,X
JSLIZTO,X,O,O,X,O,X
JSLIZOT,X,O,O,X,O,X
JSLIOTZ,X,O,X,X,O,O
JSLIOZT,X,O,X,X,O,X
JSLZTIO,X,O,O,X,O,X
JSLZTOI,X,O,O,X,O,X
JSLZITO,X,O,O,X,O,X
JSLZIOT,X,O,O,X,O,X
JSLZOTI,X,O,O,X,O,X
JSLZOIT,X,O,O,X,O,X
JSLOTIZ,X,O,X,X,O,O
JSLOTZI,X,O,X,X,O,O
JSLOITZ,X,O,X,X,O,O
JSLOIZT,X,O,X,X,O,X
JSLOZTI,X,O,X,X,O,X
JSLOZIT,X,O,X,X,O,X
JSZTILO,O,O,O,X,O,X
JSZTIOL,O,O,O,X,O,X
JSZTLIO,O,O,O,X,O,X
JSZTLOI,O,O,O,X,O,X
JSZTOIL,O,O,O,X,O,X
JSZTOLI,O,O,O,X,O,X
JSZITLO,O,O,O,X,O,X
JSZITOL,O,O,O,X,O,X
JSZILTO,O,O,O,X,O,X
JSZILOT,X,O,O,X,O,X
JSZIOTL,O,O,O,X,O,O
JSZIOLT,O,O,O,X,O,X
JSZLTIO,O,O,O,X,O,X
JSZLTOI,O,O,O,X,O,X
JSZLITO,O,O,O,X,O,X
JSZLIOT,X,O,O,X,O,X
JSZLOTI,X,O,O,X,O,X
JSZLOIT,X,O,O,X,O,X
JSZOTIL,O,O,O,X,O,O
JSZOTLI,O,O,O,X,O,O
JSZOITL,O,O,O,X,O,O
JSZOILT,O,O,O,X,O,X
JSZOLTI,O,O,O,X,O,X
JSZOLIT,O,O,O,X,O,X
JSOTILZ,O,O,X,X,O,O
JSOTIZL,O,O,X,X,O,O
JSOTLIZ,O,O,X,X,O,O
JSOTLZI,O,O,X,X,O,O
JSOTZIL,O,O,X,X,O,O
JSOTZLI,O,O,X,X,O,O
JSOITLZ,O,O,X,X,O,O
JSOITZL,O,O,X,X,O,O
JSOILTZ,X,O,X,X,O,O
JSOILZT,X,O,X,X,O,X
JSOIZTL,O,O,X,X,O,O
JSOIZLT,O,O,X,X,O,X
JSOLTIZ,X,O,X,X,O,O
JSOLTZI,X,O,X,X,O,O
JSOLITZ,X,O,X,X,O,O
JSOLIZT,X,O,X,X,O,X
JSOLZTI,X,O,X,X,O,X
JSOLZIT,X,O,X,X,O,X
JSOZTIL,O,O,X,X,O,O
JSOZTLI,O,O,X,X,O,O
JSOZITL,O,O,X,X,O,O
JSOZILT,O,O,X,X,O,X
JSOZLTI,O,O,X,X,O,X
JSOZLIT,O,O,X,X,O,X
JZTILSO,O,X,O,O,O,X
JZTILOS,O,X,O,O,X,X
JZTISLO,O,O,O,X,O,X
JZTISOL,O,O,O,X,O,X
JZTIOLS,O,X,O,O,O,O
JZTIOSL,O,O,O,X,O,O
JZTLISO,O,X,O,O,O,X
JZTLIOS,O,X,O,O,X,X
JZTLSIO,O,X,O,X,O,X
JZTLSOI,O,X,O,X,O,X
JZTLOIS,O,X,O,O,O,X
JZTLOSI,O,X,O,X,O,X
JZTSILO,O,O,O,X,O,X
JZTSIOL,O,O,O,X,O,X
JZTSLIO,O,O,O,X,O,X
JZTSLOI,O,O,O,X,O,X
JZTSOIL,O,O,O,X,O,X
JZTSOLI,O,O,O,X,O,X
JZTOILS,O,X,O,O,O,O
JZTOISL,O,O,O,X,O,O
JZTOLIS,O,X,O,O,O,O
JZTOLSI,O,X,O,X,O,O
JZTOSIL,O,O,O,X,O,O
JZTOSLI,O,O,O,X,O,O
JZITLSO,O,X,O,O,O,X
JZITLOS,O,X,O,O,X,X
JZITSLO,O,O,O,X,O,X
JZITSOL,O,O,O,X,O,X
JZITOLS,O,X,O,O,O,O
JZITOSL,O,O,O,X,O,O
JZILTSO,O,X,O,O,O,X
JZILTOS,O,X,O,O,X,X
JZILSTO,O,X,O,X,O,X
JZILSOT,X,X,O,X,X,X
JZILOTS,O,X,O,O,X,X
JZILOST,O,X,O,X,X,X
JZISTLO,O,O,O,X,O,X
JZISTOL,O,O,O,X,O,X
JZISLTO,O,O,O,X,O,X
JZISLOT,X,O,O,X,O,X
JZISOTL,O,O,O,X,O,O
JZISOLT,O,O,O,X,O,X
JZIOTLS,O,X,O,O,O,O
JZIOTSL,O,O,O,X,O,O
JZIOLTS,O,X,O,O,O,X
JZIOLST,O,X,O,X,O,X
JZIOSTL,O,O,O,X,O,O
JZIOSLT,O,O,O,X,O,X
JZLTISO,O,X,O,O,O,X
JZLTIOS,O,X,O,O,X,X
JZLTSIO,O,X,O,X,O,X
JZLTSOI,O,X,O,X,O,X
JZLTOIS,O,X,O,O,O,X
JZLTOSI,O,X,O,X,O,X
JZLITSO,O,X,O,O,O,X
JZLITOS,O,X,O,O,X,X
JZLISTO,O,X,O,X,O,X
JZLISOT,X,X,O,X,X,X
JZLIOTS,O,X,O,O,X,X
JZLIOST,O,X,O,X,X,X
JZLSTIO,O,X,O,X,O,X
JZLSTOI,O,X,O,X,O,X
JZLSITO,O,X,O,X,O,X
JZLSIOT,X,X,O,X,O,X
JZLSOTI,X,X,O,X,O,X
JZLSOIT,X,X,O,X,O,X
JZLOTIS,O,X,O,O,O,X
JZLOTSI,O,X,O,X,O,X
JZLOITS,O,X,O,O,O,X
JZLOIST,O,X,O,X,O,X
JZLOSTI,O,X,O,X,O,X
JZLOSIT,O,X,O,X,O,X
JZSTILO,O,O,O,X,O,X
JZSTIOL,O,O,O,X,O,X
JZSTLIO,O,O,O,X,O,X
JZSTLOI,O,O,O,X,O,X
JZSTOIL,O,O,O,X,O,X
JZSTOLI,O,O,O,X,O,X
JZSITLO,O,O,O,X,O,X
JZSITOL,O,O,O,X,O,X
JZSILTO,O,O,O,X,O,X
