sequence,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhFzbBUdB3fBWnBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhF3bBuhB1kB8lBTn?BxuB,v115@6gC8HeB8HeE8AeF8DeF8JeO/IvhF8fBzbBqhB/iBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Je06IvhFlbB3cB2kBTiBCm?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jel6IvhF3bBzcB2kB8lBSs?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jem6IvhFCcB/iBTfB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jeu/IvhFcgBXhBTiBSvBZk?BlrB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFzaBWhB/iB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFzcB3fBSnBllB8q?B2uB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFlcBTiBCmBOpB8p?B3qB,v115@6gC8HeB8HeE8AeF8DeF8Jez6IvhFCcB/iB0hBllBZk?BWvB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFxbB/iB0hBllB+p?BTqB
ISOJLTZ,X,X,X,X,X,O,X,X,X,X,X,X
ISOJLZT,X,X,O,X,X,O,X,X,X,X,X,X
ISOJZTL,X,X,O,X,X,O,X,X,X,X,X,X
ISOJZLT,X,X,O,X,X,O,X,X,X,X,X,X
ISOZTLJ,X,X,O,X,X,O,X,X,X,X,X,X
ISOZTJL,X,X,O,X,X,O,X,X,X,X,X,X
ISOZLTJ,X,X,O,X,X,O,X,X,X,X,X,X
ISOZLJT,X,X,O,X,X,O,X,X,X,X,X,X
ISOZJTL,X,X,O,X,X,O,X,X,X,X,X,X
ISOZJLT,X,X,O,X,X,O,X,X,X,X,X,X
IZTLJSO,X,O,O,X,O,X,X,X,X,X,X,X
IZTLJOS,X,O,X,X,O,X,X,X,X,X,X,X
IZTLSJO,X,O,O,X,O,X,X,X,X,X,X,X
IZTLSOJ,X,O,O,X,O,X,X,X,X,X,X,X
IZTLOJS,X,O,X,X,O,X,X,X,X,X,X,X
IZTLOSJ,X,O,X,X,O,X,X,X,X,X,X,X
IZTJLSO,X,O,O,X,O,X,X,X,X,X,X,X
IZTJLOS,X,O,X,X,O,X,X,X,X,X,X,X
IZTJSLO,X,O,O,X,O,X,X,X,X,X,X,X
IZTJSOL,X,O,O,X,O,X,X,X,X,X,X,X
IZTJOLS,X,O,X,X,O,X,X,X,X,X,X,X
IZTJOSL,X,O,O,X,O,X,X,X,X,X,X,X
IZTSLJO,X,O,O,X,O,X,X,X,X,X,X,X
IZTSLOJ,X,O,O,X,O,X,X,X,X,X,X,X
IZTSJLO,X,O,O,X,O,X,X,X,X,X,X,X
IZTSJOL,X,O,O,X,O,X,X,X,X,X,X,X
IZTSOLJ,X,O,O,X,O,X,X,X,X,X,X,X
IZTSOJL,X,O,O,X,X,X,X,X,X,X,X,X
IZTOLJS,X,O,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,X,O,X,X,X,X,X,X,X,X,X,X
IZTOJLS,X,O,X,X,X,X,X,X,X,X,X,X
IZTOJSL,X,O,O,X,X,X,X,X,X,X,X,X
IZTOSLJ,X,O,O,X,X,X,X,X,X,X,X,X
IZTOSJL,X,O,O,X,X,X,X,X,X,X,X,X
IZLTJSO,X,O,X,X,O,X,X,X,X,X,X,X
IZLTJOS,X,O,X,X,O,X,X,X,X,X,X,X
IZLTSJO,X,O,X,X,O,X,X,X,X,X,X,X
IZLTSOJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLTOJS,X,O,X,X,O,X,X,X,X,X,X,X
IZLTOSJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLJTSO,X,O,X,X,O,X,X,X,X,X,X,X
IZLJTOS,X,O,X,X,O,X,X,X,X,X,X,X
IZLJSTO,X,O,X,X,O,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,O,X,X,X,X,X,X,X
IZLJOTS,X,X,X,X,O,X,X,X,X,X,X,X
IZLJOST,X,X,X,X,O,X,X,X,X,X,X,X
IZLSTJO,X,O,X,X,O,X,X,X,X,X,X,X
IZLSTOJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLSJTO,X,O,X,X,O,X,X,X,X,X,X,X
IZLSJOT,X,X,X,X,O,X,X,X,X,X,X,X
IZLSOTJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLSOJT,X,O,X,X,O,X,X,X,X,X,X,X
IZLOTJS,X,O,X,X,O,X,X,X,X,X,X,X
IZLOTSJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLOJTS,X,O,X,X,O,X,X,X,X,X,X,X
IZLOJST,X,O,X,X,O,X,X,X,X,X,X,X
IZLOSTJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLOSJT,X,O,X,X,O,X,X,X,X,X,X,X
IZJTLSO,X,O,X,X,O,X,X,X,X,X,X,X
IZJTLOS,X,O,X,X,O,X,X,X,X,X,X,X
IZJTSLO,X,O,O,X,O,X,X,X,X,X,X,X
IZJTSOL,X,O,X,X,O,X,X,X,X,X,X,X
IZJTOLS,X,O,X,X,O,X,X,X,X,X,X,X
IZJTOSL,X,O,X,X,O,X,X,X,X,X,X,X
IZJLTSO,X,O,X,X,O,X,X,X,X,X,X,X
IZJLTOS,X,O,X,X,O,X,X,X,X,X,X,X
IZJLSTO,X,O,X,X,O,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,O,X,X,X,X,X,X,X
IZJSTLO,X,O,O,X,O,X,X,X,X,X,X,X
IZJSTOL,X,O,O,X,O,X,X,X,X,X,X,X
IZJSLTO,X,O,O,X,O,X,X,X,X,X,X,X
IZJSLOT,X,X,O,X,O,X,X,X,X,X,X,X
IZJSOTL,X,O,O,X,O,X,X,X,X,X,X,X
IZJSOLT,X,O,O,X,O,X,X,X,X,X,X,X
IZJOTLS,X,O,X,X,O,X,X,X,X,X,X,X
IZJOTSL,X,O,X,X,O,X,X,X,X,X,X,X
IZJOLTS,X,O,X,X,O,X,X,X,X,X,X,X
IZJOLST,X,O,X,X,O,X,X,X,X,X,X,X
IZJOSTL,X,O,X,X,O,X,X,X,X,X,X,X
IZJOSLT,X,O,X,X,O,X,X,X,X,X,X,X
IZSTLJO,X,O,O,X,O,X,X,X,X,X,X,X
IZSTLOJ,X,O,O,X,O,X,X,X,X,X,X,X
IZSTJLO,X,O,O,X,O,X,X,X,X,X,X,X
IZSTJOL,X,O,O,X,O,X,X,X,X,X,X,X
IZSTOLJ,X,O,O,X,O,X,X,X,X,X,X,X
IZSTOJL,X,O,O,X,X,X,X,X,X,X,X,X
IZSLTJO,X,O,O,X,O,X,X,X,X,X,X,X
IZSLTOJ,X,O,O,X,O,X,X,X,X,X,X,X
IZSLJTO,X,O,O,X,O,X,X,X,X,X,X,X
IZSLJOT,X,X,O,X,O,X,X,X,X,X,X,X
IZSLOTJ,X,O,O,X,O,X,X,X,X,X,X,X
IZSLOJT,X,O,O,X,O,X,X,X,X,X,X,X
IZSJTLO,X,O,O,X,O,X,X,X,X,X,X,X
IZSJTOL,X,O,O,X,O,X,X,X,X,X,X,X
IZSJLTO,X,O,O,X,O,X,X,X,X,X,X,X
IZSJLOT,X,X,O,X,O,X,X,X,X,X,X,X
IZSJOTL,X,O,O,X,O,X,X,X,X,X,X,X
IZSJOLT,X,O,O,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,O,O,X,O,X,X,X,X,X,X,X
IZSOTJL,X,O,O,X,X,X,X,X,X,X,X,X
IZSOLTJ,X,O,O,X,O,X,X,X,X,X,X,X
IZSOLJT,X,O,O,X,O,X,X,X,X,X,X,X
IZSOJTL,X,O,O,X,O,X,X,X,X,X,X,X
IZSOJLT,X,O,O,X,O,X,X,X,X,X,X,X
IZOTLJS,X,O,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,X,X,X,X,X,X
IZOTJLS,X,O,X,X,X,X,X,X,X,X,X,X
IZOTJSL,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,O,X,X,X,X,X,X,X,X,X,X
IZOLTJS,X,O,X,X,O,X,X,X,X,X,X,X
IZOLTSJ,X,O,X,X,O,X,X,X,X,X,X,X
IZOLJTS,X,O,X,X,O,X,X,X,X,X,X,X
IZOLJST,X,O,X,X,O,X,X,X,X,X,X,X
IZOLSTJ,X,O,X,X,O,X,X,X,X,X,X,X
IZOLSJT,X,O,X,X,O,X,X,X,X,X,X,X
IZOJTLS,X,O,X,X,O,X,X,X,X,X,X,X
IZOJTSL,X,O,X,X,O,X,X,X,X,X,X,X
IZOJLTS,X,O,X,X,O,X,X,X,X,X,X,X
IZOJLST,X,O,X,X,O,X,X,X,X,X,X,X
IZOJSTL,X,O,X,X,O,X,X,X,X,X,X,X
IZOJSLT,X,O,X,X,O,X,X,X,X,X,X,X
IZOSTLJ,X,O,X,X,O,X,X,X,X,X,X,X
IZOSTJL,X,O,X,X,X,X,X,X,X,X,X,X
IZOSLTJ,X,O,X,X,O,X,X,X,X,X,X,X
IZOSLJT,X,O,X,X,O,X,X,X,X,X,X,X
IZOSJTL,X,O,X,X,O,X,X,X,X,X,X,X
IZOSJLT,X,O,X,X,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTLJZS,X,O,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTLZJS,X,O,X,O,X,X,X,X,X,X,X,X
IOTLZSJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTJLZS,X,O,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,X,O,X,O,X,O,X,X,X,X,X,X
IOTJSZL,X,O,X,O,X,X,X,X,X,X,X,X
IOTJZLS,X,O,X,O,X,X,X,X,X,X,X,X
IOTJZSL,X,O,X,O,X,X,X,X,X,X,X,X
IOTSLJZ,X,O,X,O,X,O,X,X,X,X,X,X
IOTSLZJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,O,X,O,X,X,X,X,X,X
IOTSJZL,X,O,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZJL,X,O,X,O,X,X,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJLS,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJSL,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSJL,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,X,O,X,O,X,X,X,X,X,O,X,X
IOLTJZS,X,O,X,O,X,X,O,X,X,O,X,X
IOLTSJZ,X,O,X,O,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,X,O,X,X,O,X,X,X,X,X
IOLTZJS,X,O,X,O,X,X,O,X,X,O,X,X
IOLTZSJ,X,O,X,O,X,X,O,X,X,O,X,X
IOLJTSZ,X,O,X,O,X,X,X,X,X,O,X,X
IOLJTZS,X,O,X,O,X,X,O,X,X,O,X,X
IOLJSTZ,X,X,X,O,X,X,X,X,X,O,X,X
IOLJSZT,X,X,X,O,X,X,O,X,X,X,X,X
IOLJZTS,X,O,X,O,X,X,O,X,X,O,X,X
IOLJZST,X,O,X,O,X,X,O,X,X,O,X,X
IOLSTJZ,X,X,X,O,X,X,X,X,X,X,X,X
IOLSTZJ,X,X,X,O,X,X,O,X,X,X,X,X
IOLSJTZ,X,X,X,O,X,X,X,X,X,X,X,X
IOLSJZT,X,X,X,O,X,X,O,X,X,X,X,X
IOLSZTJ,X,X,X,O,X,X,O,X,X,X,X,X
IOLSZJT,X,X,X,O,X,X,O,X,X,X,X,X
IOLZTJS,X,O,X,O,X,X,O,X,X,O,X,X
IOLZTSJ,X,O,X,O,X,X,O,X,X,O,X,X
IOLZJTS,X,O,X,O,X,X,O,X,X,O,X,X
IOLZJST,X,O,X,O,X,X,O,X,X,O,X,X
IOLZSTJ,X,O,X,O,X,X,O,X,X,O,X,X
IOLZSJT,X,O,X,O,X,X,O,X,X,X,X,X
IOJTLSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOJTLZS,X,O,X,O,X,X,X,X,X,X,X,X
IOJTSLZ,X,O,X,O,X,O,X,X,X,X,X,X
IOJTSZL,X,O,X,O,X,X,X,X,X,X,X,X
IOJTZLS,X,O,X,O,X,X,X,X,X,X,X,X
IOJTZSL,X,O,X,O,X,X,X,X,X,X,X,X
IOJLTSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOJLTZS,X,O,X,O,X,X,O,X,X,X,X,X
IOJLSTZ,X,X,X,O,X,X,X,X,X,X,X,X
IOJLSZT,X,X,X,O,X,X,O,X,X,X,X,X
IOJLZTS,X,O,X,O,X,X,O,X,X,X,X,X
IOJLZST,X,O,X,O,X,X,O,X,X,X,X,X
IOJSTLZ,X,O,X,O,X,O,X,X,X,X,X,X
IOJSTZL,X,O,X,O,X,O,X,X,X,X,X,X
IOJSLTZ,X,X,X,O,X,O,X,X,X,X,X,X
IOJSLZT,X,X,X,O,X,O,X,X,X,X,X,X
IOJSZTL,X,O,X,O,X,O,X,X,X,X,X,X
IOJSZLT,X,O,X,O,X,O,X,X,X,X,X,X
IOJZTLS,X,O,X,O,X,X,X,X,X,X,X,X
IOJZTSL,X,O,X,O,X,X,X,X,X,X,X,X
IOJZLTS,X,O,X,O,X,X,X,X,X,X,X,X
IOJZLST,X,O,X,O,X,X,X,X,X,X,X,X
IOJZSTL,X,O,X,O,X,X,X,X,X,X,X,X
IOJZSLT,X,O,X,O,X,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,O,X,O,X,X,X,X,X,X
IOSTLZJ,X,O,X,O,X,O,X,X,X,X,X,X
IOSTJLZ,X,O,X,O,X,O,X,X,X,X,X,X
IOSTJZL,X,O,X,O,X,O,X,X,X,X,X,X
IOSTZLJ,X,O,X,X,X,O,X,X,X,X,X,X
IOSTZJL,X,O,X,O,X,O,X,X,X,X,X,X
IOSLTJZ,X,X,X,O,X,O,X,X,X,X,X,X
IOSLTZJ,X,X,X,O,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,X,O,X,X,X,X,X,X
IOSLJZT,X,X,X,O,X,O,X,X,X,X,X,X
IOSLZTJ,X,X,X,O,X,O,X,X,X,X,X,X
IOSLZJT,X,X,X,O,X,O,X,X,X,X,X,X
IOSJTLZ,X,O,X,O,X,O,X,X,X,X,X,X
IOSJTZL,X,O,X,O,X,O,X,X,X,X,X,X
IOSJLTZ,X,X,X,O,X,O,X,X,X,X,X,X
IOSJLZT,X,X,X,O,X,O,X,X,X,X,X,X
IOSJZTL,X,O,X,O,X,O,X,X,X,X,X,X
IOSJZLT,X,O,X,O,X,O,X,X,X,X,X,X
IOSZTLJ,X,O,X,X,X,O,X,X,X,X,X,X
IOSZTJL,X,O,X,O,X,O,X,X,X,X,X,X
IOSZLTJ,X,O,X,O,X,O,X,X,X,X,X,X
IOSZLJT,X,O,X,O,X,O,X,X,X,X,X,X
IOSZJTL,X,O,X,O,X,O,X,X,X,X,X,X
IOSZJLT,X,O,X,O,X,O,X,X,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,X,X,X,X,X,X,X,X,X
IOZLTJS,X,O,X,O,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,O,X,X,X,X,X,X,X,X
IOZLJTS,X,O,X,O,X,X,X,X,X,X,X,X
IOZLJST,X,O,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,X,X,X,X,X,X,X
IOZLSJT,X,O,X,O,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,O,X,X,X,X,X,X,X,X
IOZJTSL,X,O,X,O,X,X,X,X,X,X,X,X
IOZJLTS,X,O,X,O,X,X,X,X,X,X,X,X
IOZJLST,X,O,X,O,X,X,X,X,X,X,X,X
IOZJSTL,X,O,X,O,X,X,X,X,X,X,X,X
IOZJSLT,X,O,X,O,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,O,X,O,X,X,X,X,X,X,X,X
IOZSLTJ,X,O,X,O,X,X,X,X,X,X,X,X
IOZSLJT,X,O,X,O,X,X,X,X,X,X,X,X
IOZSJTL,X,O,X,O,X,X,X,X,X,X,X,X
IOZSJLT,X,O,X,O,X,X,X,X,X,X,X,X
LTIJSZO,O,O,X,O,X,O,X,O,X,O,O,X
LTIJSOZ,O,X,X,O,X,O,X,O,X,O,O,X
LTIJZSO,O,O,X,O,X,X,X,O,X,O,X,X
LTIJZOS,O,O,X,O,X,X,O,O,X,O,X,X
LTIJOSZ,O,X,X,O,X,X,X,O,X,O,O,X
LTIJOZS,O,O,X,O,X,X,O,O,X,O,X,X
LTISJZO,O,X,O,O,X,O,X,O,O,X,O,X
LTISJOZ,O,X,O,O,X,O,X,O,O,X,O,X
LTISZJO,O,X,O,O,X,O,X,O,O,X,O,X
LTISZOJ,O,X,O,X,X,O,X,O,O,X,O,X
LTISOJZ,O,X,O,O,X,O,X,O,O,X,O,X
LTISOZJ,O,X,O,X,X,O,X,O,O,X,O,X
LTIZJSO,X,O,O,O,X,X,X,O,X,O,X,X
LTIZJOS,X,X,X,O,X,X,O,O,X,O,X,X
LTIZSJO,X,O,O,O,X,X,X,O,X,O,X,X
LTIZSOJ,X,O,O,X,X,X,X,O,X,O,X,X
LTIZOJS,X,O,X,X,X,X,O,O,X,O,X,X
LTIZOSJ,X,O,X,X,X,X,O,O,X,O,X,X
LTIOJSZ,O,O,X,O,X,O,X,O,X,X,X,X
LTIOJZS,O,O,X,O,X,X,O,O,X,X,X,X
LTIOSJZ,O,O,X,O,X,O,X,O,O,X,O,X
LTIOSZJ,O,O,X,X,X,O,O,O,O,X,O,X
LTIOZJS,X,O,X,X,X,X,O,O,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,O,O,X,X,X,X
LTJISZO,O,O,X,O,O,X,X,O,X,O,O,X
LTJISOZ,O,X,X,O,O,X,X,O,X,O,O,X
LTJIZSO,O,O,X,O,O,X,X,O,X,O,X,X
LTJIZOS,O,O,X,O,O,X,O,O,X,O,X,X
LTJIOSZ,O,X,X,O,O,X,X,O,X,O,O,X
LTJIOZS,O,O,X,O,O,X,O,O,X,O,X,X
LTJSIZO,O,O,X,O,O,O,X,O,O,O,O,X
LTJSIOZ,O,X,X,O,O,O,X,O,O,O,O,X
LTJSZIO,O,O,X,X,O,O,X,X,O,O,O,X
LTJSZOI,O,O,X,X,O,O,X,O,O,X,O,X
LTJSOIZ,O,X,X,X,O,O,X,O,O,X,O,X
LTJSOZI,O,X,X,X,O,O,X,O,O,X,O,X
LTJZISO,O,O,X,X,O,X,X,X,X,O,X,X
LTJZIOS,O,O,X,X,O,X,O,X,X,O,X,X
LTJZSIO,O,O,X,X,O,X,X,X,X,O,X,X
LTJZSOI,O,O,X,X,O,X,X,O,X,X,X,X
LTJZOIS,O,O,X,X,O,X,O,X,X,O,X,X
LTJZOSI,O,O,X,X,O,X,O,O,X,X,X,X
LTJOISZ,O,O,X,X,O,X,X,O,X,O,O,X
LTJOIZS,O,O,X,X,O,X,O,X,X,O,X,X
LTJOSIZ,O,O,X,X,O,X,X,O,O,X,O,X
LTJOSZI,O,O,X,X,O,X,X,O,O,X,O,X
LTJOZIS,O,O,X,X,O,X,O,X,X,O,X,X
LTJOZSI,O,O,X,X,O,X,O,O,X,X,X,X
LTSIJZO,O,X,O,O,X,O,X,O,O,X,O,X
LTSIJOZ,O,X,O,O,X,O,X,O,O,X,O,X
LTSIZJO,X,X,O,O,X,O,X,O,O,X,O,X
LTSIZOJ,X,X,O,X,X,O,X,O,O,X,O,X
LTSIOJZ,O,X,O,O,X,O,X,O,O,X,O,X
LTSIOZJ,X,X,O,X,X,O,X,O,O,X,O,X
LTSJIZO,O,O,O,O,X,O,X,O,O,O,O,X
LTSJIOZ,O,X,O,O,X,O,X,O,O,O,O,X
LTSJZIO,O,O,O,X,X,O,X,X,O,O,O,X
LTSJZOI,O,O,O,X,X,O,X,O,O,X,O,X
LTSJOIZ,O,X,O,X,X,O,X,O,O,X,O,X
LTSJOZI,O,X,O,X,X,O,X,O,O,X,O,X
LTSZIJO,X,O,O,O,X,O,X,X,O,O,O,O
LTSZIOJ,X,O,O,X,X,O,X,X,O,O,O,O
LTSZJIO,O,O,O,X,X,O,X,X,O,O,O,O
LTSZJOI,O,O,O,X,X,O,X,O,O,X,O,O
LTSZOIJ,X,O,O,X,X,X,X,X,O,X,O,O
LTSZOJI,O,O,O,X,X,X,X,O,O,X,X,O
LTSOIJZ,O,O,O,O,X,O,X,O,O,X,O,X
LTSOIZJ,X,O,O,X,X,O,X,O,O,X,O,X
LTSOJIZ,O,O,O,X,X,O,X,O,O,X,O,X
LTSOJZI,O,O,O,X,X,O,X,O,O,X,O,X
LTSOZIJ,X,O,O,X,X,X,X,X,O,X,O,X
LTSOZJI,O,O,O,X,X,X,X,O,O,X,X,X
LTZIJSO,X,O,O,O,O,X,X,X,X,O,X,X
LTZIJOS,X,X,X,O,O,X,O,X,X,O,X,X
LTZISJO,X,O,O,O,O,X,X,X,X,O,X,X
LTZISOJ,X,O,O,X,O,X,X,X,X,O,X,X
LTZIOJS,X,O,X,X,O,X,O,X,X,O,X,X
LTZIOSJ,X,O,X,X,O,X,O,X,X,O,X,X
LTZJISO,X,O,X,X,X,X,X,X,X,O,X,X
LTZJIOS,X,O,X,X,X,X,O,X,X,O,X,X
LTZJSIO,X,O,O,X,X,X,X,X,X,O,X,X
LTZJSOI,X,O,O,X,X,X,X,O,X,X,X,X
LTZJOIS,X,O,X,X,X,X,O,X,X,O,X,X
LTZJOSI,X,O,X,X,X,X,O,O,X,X,X,X
LTZSIJO,X,O,O,O,O,X,X,X,O,O,X,X
LTZSIOJ,X,O,O,X,O,X,X,X,O,O,X,X
LTZSJIO,X,O,O,X,X,X,X,X,O,O,X,X
LTZSJOI,X,O,O,X,O,X,X,O,O,X,X,X
LTZSOIJ,X,O,O,X,O,X,X,X,O,X,X,X
LTZSOJI,X,O,O,X,O,X,X,O,O,X,X,X
LTZOIJS,X,O,X,X,O,X,O,X,X,O,X,X
LTZOISJ,X,O,X,X,O,X,O,X,X,O,X,X
LTZOJIS,X,O,X,X,X,X,O,X,X,O,X,X
LTZOJSI,X,O,X,X,X,X,O,O,X,X,X,X
LTZOSIJ,X,O,X,X,O,X,O,X,O,X,X,X
LTZOSJI,X,O,X,X,O,X,O,O,O,X,X,X
LTOIJSZ,O,O,X,O,O,X,X,O,X,X,X,X
LTOIJZS,O,O,X,O,O,X,O,X,X,X,X,X
LTOISJZ,O,O,X,O,X,X,X,O,O,X,O,X
LTOISZJ,O,O,X,X,X,X,O,X,O,X,O,X
LTOIZJS,X,O,X,X,O,X,O,X,X,X,X,X
LTOIZSJ,X,O,X,X,O,X,O,X,X,X,X,X
LTOJISZ,O,O,X,X,O,X,X,O,X,O,X,X
LTOJIZS,O,O,X,X,O,X,O,X,X,O,X,X
LTOJSIZ,O,O,X,X,O,X,X,O,O,X,X,X
LTOJSZI,O,O,X,X,O,X,X,O,O,X,X,X
LTOJZIS,O,O,X,X,O,X,O,X,X,O,X,X
LTOJZSI,O,O,X,X,O,X,O,O,X,X,X,X
LTOSIJZ,O,O,X,O,X,X,X,O,O,X,O,X
LTOSIZJ,X,O,X,X,X,X,O,O,O,X,O,X
LTOSJIZ,O,O,X,X,X,X,X,O,O,X,O,X
LTOSJZI,O,O,X,X,X,X,X,O,O,X,X,X
LTOSZIJ,X,O,X,X,X,X,O,X,O,X,O,X
LTOSZJI,O,O,X,X,X,X,O,O,O,X,X,X
LTOZIJS,X,O,X,X,O,X,O,X,X,O,X,X
LTOZISJ,X,O,X,X,O,X,O,X,X,O,X,X
LTOZJIS,X,O,X,X,X,X,O,X,X,O,X,X
LTOZJSI,X,O,X,X,X,X,O,O,X,X,X,X
LTOZSIJ,X,O,X,X,O,X,O,X,O,X,X,X
LTOZSJI,X,O,X,X,O,X,O,O,O,X,X,X
LITJSZO,X,X,X,O,X,X,X,X,X,O,X,X
LITJSOZ,X,X,X,O,X,X,X,O,X,O,X,X
LITJZSO,X,X,X,O,X,X,X,X,X,O,X,X
LITJZOS,X,X,X,O,X,X,O,X,X,O,X,X
LITJOSZ,X,X,X,O,X,X,X,O,X,O,X,X
LITJOZS,X,X,X,O,X,X,O,X,X,O,X,X
LITSJZO,X,X,X,O,X,X,X,X,O,X,X,X
LITSJOZ,X,X,X,O,X,X,X,O,O,X,X,X
LITSZJO,X,X,X,O,X,X,X,X,O,X,X,X
LITSZOJ,X,X,X,X,X,X,X,X,O,X,X,X
LITSOJZ,X,X,X,O,X,X,X,O,O,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,O,X,X,X
LITZJSO,X,X,X,O,X,X,X,X,X,O,X,X
LITZJOS,X,X,X,O,X,X,O,X,X,O,X,X
LITZSJO,X,X,X,O,X,X,X,X,X,O,X,X
LITZSOJ,X,X,X,X,X,X,X,X,X,O,X,X
LITZOJS,X,X,X,X,X,X,O,X,X,O,X,X
LITZOSJ,X,X,X,X,X,X,O,X,X,O,X,X
LITOJSZ,X,X,X,O,X,X,X,O,X,X,X,X
LITOJZS,X,X,X,O,X,X,O,X,X,X,X,X
LITOSJZ,X,X,X,O,X,X,X,O,O,X,X,X
LITOSZJ,X,X,X,X,X,X,O,X,O,X,X,X
LITOZJS,X,X,X,X,X,X,O,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,O,X,X,X,X,X
LIJTSZO,X,X,X,O,O,X,X,X,X,O,X,X
LIJTSOZ,X,X,X,O,O,X,X,X,X,O,X,X
LIJTZSO,X,X,X,O,O,X,X,X,X,O,X,X
LIJTZOS,X,X,X,O,O,X,O,X,X,O,X,X
LIJTOSZ,X,X,X,O,O,X,X,X,X,O,X,X
LIJTOZS,X,X,X,O,O,X,O,X,X,O,X,X
LIJSTZO,X,X,X,O,O,X,X,X,X,O,X,X
LIJSTOZ,X,X,X,O,O,X,X,X,X,O,X,X
LIJSZTO,X,X,X,O,O,X,X,X,X,X,X,X
LIJSZOT,X,X,X,O,O,X,O,X,X,X,X,X
LIJSOTZ,X,X,X,O,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,O,O,X,O,X,X,X,X,X
LIJZTSO,X,X,X,O,O,X,X,X,X,O,X,X
LIJZTOS,X,X,X,O,O,X,O,X,X,O,X,X
LIJZSTO,X,X,X,O,O,X,X,X,X,O,X,X
LIJZSOT,X,X,X,O,O,X,O,X,X,X,X,X
LIJZOTS,X,X,X,O,O,X,O,X,X,O,X,X
LIJZOST,X,X,X,O,O,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,O,O,X,X,X,X,O,X,X
LIJOTZS,X,X,X,O,O,X,O,X,X,O,X,X
LIJOSTZ,X,X,X,O,O,X,X,X,X,X,X,X
