sequence,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFRdBSjB?UgB3hBmnBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhF6hBxdB?UgBTiBOoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhFxcBTeB?UgBCiBmnBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeSAJvhFxcBTeB?lhBfoBmlB8rB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFuhBUgB?xiB/rBisBFtB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFCdBUgB?xiBOoB/rBFsB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeWBJvhFxcBTeB?UgBymBfoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeSAJvhFlcBTeB?xlBmnBcnB/rB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhFxcBUgB?zhBCjBOoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeT+IvhFFgBfoB?RmBmmBUmBCsB
IOTZSJL,X,O,O,X,X,O,X,X,X,X
IOLTJSZ,X,X,X,X,X,X,X,O,X,X
IOLTJZS,X,X,X,X,X,X,X,O,X,X
IOLTSJZ,X,O,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,X,X,X,X,X,X,X,X
IOLTZJS,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,O,X,X
IOLJTZS,X,X,X,X,X,X,X,O,X,X
IOLJSTZ,X,X,X,X,X,X,X,O,X,X
IOLJSZT,X,X,X,X,X,X,X,O,X,X
IOLJZTS,X,X,X,X,X,X,X,O,X,X
IOLJZST,X,X,X,X,X,X,X,O,X,X
IOLSTJZ,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,X,O,X,X
IOLSJZT,X,X,X,X,O,X,X,O,X,X
IOLSZTJ,X,X,X,X,O,O,X,X,X,X
IOLSZJT,X,X,X,X,O,O,X,X,X,X
IOLZTJS,X,X,X,X,X,O,X,X,X,X
IOLZTSJ,X,O,X,X,X,X,X,X,X,X
IOLZJTS,X,X,X,X,X,O,X,O,X,X
IOLZJST,X,X,X,X,X,O,X,O,X,X
IOLZSTJ,X,O,X,X,O,X,X,X,X,X
IOLZSJT,X,O,X,X,O,O,X,X,X,X
IOJTLSZ,X,O,O,X,X,X,X,O,X,X
IOJTLZS,X,O,O,X,X,X,X,O,X,X
IOJTSLZ,X,O,O,X,X,X,X,O,X,X
IOJTSZL,X,O,O,X,X,X,X,O,X,X
IOJTZLS,X,O,O,X,X,X,X,O,X,X
IOJTZSL,X,O,O,X,X,X,X,O,X,X
IOJLTSZ,X,O,X,X,X,X,X,O,X,X
IOJLTZS,X,O,X,X,X,X,X,O,X,X
IOJLSTZ,X,X,X,X,X,X,X,O,X,X
IOJLSZT,X,X,X,X,X,X,X,O,X,X
IOJLZTS,X,O,X,X,X,X,X,O,X,X
IOJLZST,X,O,O,X,X,X,X,O,X,X
IOJSTLZ,X,O,X,X,X,X,X,O,X,X
IOJSTZL,X,O,X,X,X,X,X,O,X,X
IOJSLTZ,X,X,X,X,X,X,X,O,X,X
IOJSLZT,X,X,X,X,X,X,X,O,X,X
IOJSZTL,X,O,X,X,X,X,X,O,X,X
IOJSZLT,X,O,X,X,X,X,X,O,X,X
IOJZTLS,X,O,O,X,X,X,X,O,X,X
IOJZTSL,X,O,O,X,X,X,X,O,X,X
IOJZLTS,X,O,X,X,X,X,X,O,X,X
IOJZLST,X,O,O,X,X,X,X,O,X,X
IOJZSTL,X,O,O,X,X,X,X,O,X,X
IOJZSLT,X,O,O,X,X,X,X,O,X,X
IOSTLJZ,X,O,X,X,X,X,X,X,X,X
IOSTLZJ,X,O,X,X,X,X,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,X,X
IOSTJZL,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,O,X,X,X,X,X,X,X,X
IOSTZJL,X,O,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,O,X,X
IOSLJZT,X,X,X,X,X,X,X,O,X,X
IOSLZTJ,X,X,X,X,X,O,X,X,X,X
IOSLZJT,X,X,X,X,X,O,X,X,X,X
IOSJTLZ,X,X,X,X,X,X,X,O,X,X
IOSJTZL,X,X,X,X,X,X,X,O,X,X
IOSJLTZ,X,X,X,X,X,X,X,O,X,X
IOSJLZT,X,X,X,X,X,X,X,O,X,X
IOSJZTL,X,X,X,X,O,X,X,O,X,X
IOSJZLT,X,X,X,X,O,X,X,O,X,X
IOSZTLJ,X,O,X,X,X,O,X,X,X,X
IOSZTJL,X,O,X,X,O,X,X,X,X,X
IOSZLTJ,X,O,X,X,X,O,X,X,X,X
IOSZLJT,X,O,X,X,O,O,X,X,X,X
IOSZJTL,X,X,X,X,O,X,X,X,X,X
IOSZJLT,X,O,X,X,O,O,X,X,X,X
IOZTLJS,X,X,X,X,X,O,X,X,X,X
IOZTLSJ,X,O,O,X,X,X,X,X,X,X
IOZTJLS,X,O,O,X,X,X,X,X,X,X
IOZTJSL,X,O,O,X,X,X,X,X,X,X
IOZTSLJ,X,O,O,X,X,O,X,X,X,X
IOZTSJL,X,O,O,X,X,O,X,X,X,X
IOZLTJS,X,X,X,X,X,O,X,X,X,X
IOZLTSJ,X,O,X,X,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,O,X,O,X,X
IOZLJST,X,X,X,X,X,O,X,O,X,X
IOZLSTJ,X,O,X,X,O,X,X,X,X,X
IOZLSJT,X,O,X,X,O,O,X,X,X,X
IOZJTLS,X,O,O,X,X,X,X,O,X,X
IOZJTSL,X,O,O,X,X,X,X,O,X,X
IOZJLTS,X,O,X,X,X,O,X,O,X,X
IOZJLST,X,O,O,X,X,O,X,O,X,X
IOZJSTL,X,O,O,X,X,X,X,O,X,X
IOZJSLT,X,O,O,X,X,X,X,O,X,X
IOZSTLJ,X,O,O,X,X,O,X,X,X,X
IOZSTJL,X,O,O,X,O,X,X,X,X,X
IOZSLTJ,X,O,O,X,X,O,X,X,X,X
IOZSLJT,X,O,O,X,O,O,X,X,X,X
IOZSJTL,X,O,O,X,O,X,X,X,X,X
IOZSJLT,X,O,O,X,O,O,X,X,X,X
LTIJSZO,O,X,O,X,X,X,O,O,X,X
LTIJSOZ,O,X,O,X,X,X,O,O,X,X
LTIJZSO,O,X,O,X,X,X,O,O,X,X
LTIJZOS,O,X,O,X,X,X,X,O,X,X
LTIJOSZ,O,X,O,X,X,X,O,O,X,X
LTIJOZS,O,X,O,X,X,X,X,O,X,X
LTISJZO,O,X,O,X,O,O,O,X,X,X
LTISJOZ,O,X,O,X,X,X,O,X,X,O
LTISZJO,O,X,O,X,O,O,O,X,X,X
LTISZOJ,O,X,O,X,O,O,O,X,X,X
LTISOJZ,O,X,O,X,X,X,O,X,X,O
LTISOZJ,O,X,O,X,X,O,O,X,X,X
LTIZJSO,O,X,O,X,X,X,O,X,X,X
LTIZJOS,O,X,O,X,X,X,O,X,X,X
LTIZSJO,O,X,O,X,O,O,O,X,X,X
LTIZSOJ,O,X,O,X,O,O,O,X,O,X
LTIZOJS,O,X,X,X,X,X,O,X,X,X
LTIZOSJ,O,X,O,X,X,X,O,X,O,X
LTIOJSZ,O,X,X,X,X,X,O,O,X,X
LTIOJZS,O,X,X,X,X,X,X,O,X,X
LTIOSJZ,O,X,O,X,X,X,O,X,X,X
LTIOSZJ,O,X,O,X,X,X,O,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,X,X,X,X,X,O,X
LTJISZO,O,O,O,X,X,X,O,O,X,X
LTJISOZ,O,O,O,X,X,X,O,O,X,X
LTJIZSO,O,O,O,X,X,X,O,O,X,X
LTJIZOS,O,O,O,X,X,X,X,O,X,X
LTJIOSZ,O,O,O,X,X,X,O,O,X,X
LTJIOZS,O,O,O,X,X,X,X,O,X,X
LTJSIZO,O,O,O,X,X,X,O,X,X,X
LTJSIOZ,O,O,O,O,X,X,O,X,X,X
LTJSZIO,O,O,O,O,X,X,O,X,X,X
LTJSZOI,O,O,O,O,X,X,O,X,X,X
LTJSOIZ,O,O,O,O,X,X,O,X,X,X
LTJSOZI,O,O,O,O,X,X,O,X,X,X
LTJZISO,O,O,O,O,X,X,O,X,X,X
LTJZIOS,O,O,O,O,X,X,O,X,X,X
LTJZSIO,O,O,O,O,X,X,O,X,X,X
LTJZSOI,O,O,O,O,X,X,O,X,O,X
LTJZOIS,O,O,O,O,X,X,O,X,X,X
LTJZOSI,O,O,O,O,X,X,O,X,O,X
LTJOISZ,O,O,O,X,X,X,O,O,X,X
LTJOIZS,O,O,O,X,X,X,X,O,X,X
LTJOSIZ,O,O,O,X,X,X,O,X,X,X
LTJOSZI,O,O,O,X,X,X,O,X,X,X
LTJOZIS,O,O,O,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,X,X,X,X,O,X
LTSIJZO,O,O,O,X,O,X,O,X,X,X
LTSIJOZ,O,O,O,X,X,X,O,X,X,O
LTSIZJO,O,X,O,X,O,X,O,X,X,X
LTSIZOJ,O,X,O,X,O,X,O,X,X,X
LTSIOJZ,O,O,O,O,X,X,O,X,X,O
LTSIOZJ,O,O,O,O,X,X,O,X,X,X
LTSJIZO,O,O,O,X,O,X,O,X,X,X
LTSJIOZ,O,O,O,O,X,X,O,X,X,X
LTSJZIO,O,O,O,O,O,X,O,X,X,X
LTSJZOI,O,O,O,O,O,X,O,X,X,X
LTSJOIZ,O,O,O,O,X,X,O,X,X,X
LTSJOZI,O,O,O,O,X,X,O,X,X,X
LTSZIJO,O,X,O,O,O,X,O,X,X,X
LTSZIOJ,O,X,O,O,O,X,O,X,O,X
LTSZJIO,O,O,O,O,O,X,O,X,X,X
LTSZJOI,O,O,O,O,O,X,O,X,O,X
LTSZOIJ,O,O,O,O,O,X,O,X,O,X
LTSZOJI,O,O,O,O,O,X,O,X,O,X
LTSOIJZ,O,O,O,O,X,X,O,X,X,O
LTSOIZJ,O,O,O,O,X,X,O,X,X,X
LTSOJIZ,O,O,O,O,X,X,O,X,X,X
LTSOJZI,O,O,O,O,X,X,O,X,X,X
LTSOZIJ,O,O,O,O,X,X,O,X,O,X
LTSOZJI,O,O,O,O,X,X,O,X,O,X
LTZIJSO,O,X,O,O,X,X,O,X,X,X
LTZIJOS,O,X,O,X,X,X,O,X,X,X
LTZISJO,O,X,O,O,O,O,O,X,X,X
LTZISOJ,O,X,O,O,O,O,O,X,O,X
LTZIOJS,O,X,X,X,X,X,O,X,X,X
LTZIOSJ,O,X,O,O,X,X,O,X,O,X
LTZJISO,O,O,O,O,X,X,O,X,X,X
LTZJIOS,O,O,O,O,X,X,O,X,X,X
LTZJSIO,O,O,O,O,X,X,O,X,X,X
LTZJSOI,O,O,O,O,X,X,O,X,O,X
LTZJOIS,O,O,O,O,X,X,O,X,X,X
LTZJOSI,O,O,O,O,X,X,O,X,O,X
LTZSIJO,O,O,O,O,O,X,O,X,X,X
LTZSIOJ,O,O,O,O,O,X,O,X,O,X
LTZSJIO,O,O,O,O,O,X,O,X,X,X
LTZSJOI,O,O,O,O,O,X,O,X,O,X
LTZSOIJ,O,O,O,O,O,X,O,X,O,X
LTZSOJI,O,O,O,O,O,X,O,X,O,X
LTZOIJS,O,X,X,X,X,X,O,X,X,X
LTZOISJ,O,O,O,O,X,X,O,X,O,X
LTZOJIS,O,O,O,X,X,X,O,X,X,X
LTZOJSI,O,O,O,X,X,X,O,X,O,X
LTZOSIJ,O,O,O,O,X,X,O,X,O,X
LTZOSJI,O,O,O,O,X,X,O,X,O,X
LTOIJSZ,O,X,X,X,X,X,O,O,X,X
LTOIJZS,O,X,X,X,X,X,X,O,X,X
LTOISJZ,O,O,O,X,X,X,O,X,X,X
LTOISZJ,O,O,O,X,X,X,O,X,X,X
LTOIZJS,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,X,X,X,X,X,O,X
LTOJISZ,O,O,O,X,X,X,O,O,X,X
LTOJIZS,O,O,O,X,X,X,X,O,X,X
LTOJSIZ,O,O,O,X,X,X,O,X,X,X
LTOJSZI,O,O,O,X,X,X,O,X,X,X
LTOJZIS,O,O,O,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,X,X,X,X,O,X
LTOSIJZ,O,O,O,X,X,X,O,X,X,X
LTOSIZJ,O,O,O,X,X,X,O,X,X,X
LTOSJIZ,O,O,O,X,X,X,O,X,X,X
LTOSJZI,X,O,O,X,X,X,O,X,X,X
LTOSZIJ,O,O,O,X,X,X,O,X,O,X
LTOSZJI,O,O,O,X,X,X,O,X,O,X
LTOZIJS,O,X,X,X,X,X,O,X,X,X
LTOZISJ,O,O,O,X,X,X,O,X,O,X
LTOZJIS,O,O,O,X,X,X,O,X,X,X
LTOZJSI,O,O,O,X,X,X,O,X,O,X
LTOZSIJ,O,O,O,X,X,X,O,X,O,X
LTOZSJI,O,O,O,X,X,X,O,X,O,X
LITJSZO,O,X,X,X,X,X,X,O,X,X
LITJSOZ,O,X,X,X,X,X,X,O,X,X
LITJZSO,O,X,X,X,X,X,X,O,X,X
LITJZOS,O,X,X,X,X,X,X,O,X,X
LITJOSZ,O,X,X,X,X,X,X,O,X,X
LITJOZS,O,X,X,X,X,X,X,O,X,X
LITSJZO,O,X,X,X,O,O,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,X,X,O,O,X,X,X,X
LITSZOJ,O,X,X,X,O,O,X,X,X,X
LITSOJZ,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,O,X,X,X,X
LITZJSO,O,X,X,X,X,X,X,X,X,X
LITZJOS,O,X,X,X,X,X,X,X,X,X
LITZSJO,O,X,X,X,O,O,X,X,X,X
LITZSOJ,O,X,X,X,O,O,X,X,O,X
LITZOJS,O,X,X,X,X,O,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,O,X
LITOJSZ,O,X,X,X,X,X,X,O,X,X
LITOJZS,O,X,X,X,X,X,X,O,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,O,X
LIJTSZO,O,X,X,X,X,X,X,O,X,X
LIJTSOZ,O,X,X,X,X,X,X,O,X,X
LIJTZSO,O,X,X,X,X,X,X,O,X,X
LIJTZOS,O,X,X,X,X,X,X,O,X,X
LIJTOSZ,O,X,X,X,X,X,X,O,X,X
LIJTOZS,O,X,X,X,X,X,X,O,X,X
LIJSTZO,O,X,X,X,O,X,X,O,X,X
LIJSTOZ,O,X,X,O,X,X,X,O,X,X
LIJSZTO,O,X,X,O,O,X,X,O,X,X
LIJSZOT,O,X,X,O,O,O,X,O,X,X
LIJSOTZ,O,X,X,O,X,X,X,O,X,X
LIJSOZT,O,X,X,O,O,X,X,O,X,X
LIJZTSO,O,X,X,O,X,X,X,O,X,X
LIJZTOS,O,X,X,O,X,X,X,O,X,X
LIJZSTO,O,X,X,O,O,X,X,O,X,X
LIJZSOT,O,X,X,O,O,X,X,O,X,X
LIJZOTS,O,X,X,X,X,O,X,O,X,X
LIJZOST,O,X,X,X,X,O,X,O,X,X
LIJOTSZ,O,X,X,X,X,X,X,O,X,X
LIJOTZS,O,X,X,X,X,X,X,O,X,X
LIJOSTZ,O,X,X,X,X,X,X,O,X,X
LIJOSZT,O,X,X,X,X,X,X,O,X,X
LIJOZTS,O,X,X,X,X,X,X,O,X,X
LIJOZST,O,X,X,X,X,X,X,O,X,X
LISTJZO,O,X,X,X,O,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,X,O,X,X,X,X,X
LISTZOJ,O,X,X,X,O,O,X,X,X,X
LISTOJZ,O,X,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X
LISJTZO,O,X,X,X,O,X,X,O,X,X
LISJTOZ,O,X,X,O,X,X,X,O,X,X
LISJZTO,O,X,X,O,O,X,X,O,X,X
LISJZOT,O,X,X,O,O,O,X,O,X,X
LISJOTZ,O,X,X,O,X,X,X,O,X,X
LISJOZT,O,X,X,O,O,X,X,O,X,X
LISZTJO,O,X,X,O,O,X,X,X,X,X
LISZTOJ,O,X,X,O,O,O,X,X,X,X
LISZJTO,O,X,X,O,O,X,X,X,X,X
LISZJOT,O,X,X,O,O,O,X,X,X,X
LISZOTJ,O,X,X,O,O,O,X,X,X,X
LISZOJT,O,X,X,O,O,O,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,O,X,X
LISOJZT,X,X,X,O,O,X,X,O,X,X
LISOZTJ,X,X,X,O,O,O,X,X,X,X
LISOZJT,X,X,X,O,O,O,X,X,X,X
LIZTJSO,O,X,X,O,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,O,O,O,X,X,X,X
LIZTSOJ,O,X,X,O,O,O,X,X,O,X
LIZTOJS,O,X,X,X,X,O,X,X,X,X
LIZTOSJ,O,X,X,O,X,X,X,X,O,X
LIZJTSO,O,X,X,O,X,X,X,O,X,X
LIZJTOS,O,X,X,O,X,X,X,O,X,X
LIZJSTO,O,X,X,O,O,X,X,O,X,X
LIZJSOT,O,X,X,O,O,X,X,O,X,X
LIZJOTS,O,X,X,X,X,O,X,O,X,X
LIZJOST,O,X,X,X,X,O,X,O,X,X
LIZSTJO,O,X,X,O,O,X,X,X,X,X
LIZSTOJ,O,X,X,O,O,O,X,X,O,X
LIZSJTO,O,X,X,O,O,X,X,X,X,X
LIZSJOT,O,X,X,O,O,O,X,X,X,X
LIZSOTJ,O,X,X,O,O,O,X,X,X,X
LIZSOJT,O,X,X,O,O,O,X,X,X,X
LIZOTJS,O,X,X,X,X,O,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,O,X,O,X,X
LIZOJST,O,X,X,X,X,O,X,O,X,X
LIZOSTJ,O,X,X,X,O,X,X,X,X,X
LIZOSJT,O,X,X,X,O,O,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,O,X,X
LIOTJZS,O,X,X,X,X,X,X,O,X,X
LIOTSJZ,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,O,X,X
LIOJTZS,O,X,X,X,X,X,X,O,X,X
LIOJSTZ,O,X,X,X,X,X,X,O,X,X
LIOJSZT,O,X,X,X,X,X,X,O,X,X
LIOJZTS,O,X,X,X,X,X,X,O,X,X
LIOJZST,O,X,X,X,X,X,X,O,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,O,X,X
LIOSJZT,X,X,X,X,O,X,X,O,X,X
LIOSZTJ,X,X,X,X,O,O,X,X,X,X
LIOSZJT,X,X,X,X,O,O,X,X,X,X
LIOZTJS,O,X,X,X,X,O,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,O,X,O,X,X
LIOZJST,O,X,X,X,X,O,X,O,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,X
LIOZSJT,O,X,X,X,O,O,X,X,X,X
LJTISZO,O,O,O,X,X,X,X,O,X,X
LJTISOZ,O,O,O,X,X,X,X,O,X,X
LJTIZSO,O,O,O,X,X,X,X,O,X,X
LJTIZOS,O,O,O,X,X,X,X,O,X,X
LJTIOSZ,O,O,O,X,X,X,X,O,X,X
LJTIOZS,O,O,O,X,X,X,X,O,X,X
LJTSIZO,O,O,O,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,X,X,X,X,X,X
LJTSZIO,O,O,O,O,X,X,X,X,X,X
LJTSZOI,O,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,O,O,X,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,X,X,X,X
LJTZISO,O,O,O,O,X,X,X,X,X,X
LJTZIOS,O,O,O,O,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,X,X,X,X,X
LJTZSOI,O,O,O,O,X,X,X,X,O,X
LJTZOIS,O,O,O,O,X,X,X,X,X,X
LJTZOSI,O,O,O,O,X,X,X,X,O,X
LJTOISZ,O,O,O,X,X,X,X,O,X,X
LJTOIZS,O,O,O,X,X,X,X,O,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,X
LJTOSZI,O,O,O,X,X,X,X,X,X,X
LJTOZIS,O,O,O,X,X,X,X,X,X,X
LJTOZSI,O,O,O,X,X,X,X,X,O,X
LJITSZO,O,O,X,X,X,X,X,O,X,X
LJITSOZ,O,O,X,X,X,X,X,O,X,X
LJITZSO,O,O,X,X,X,X,X,O,X,X
LJITZOS,O,O,X,X,X,X,X,O,X,X
LJITOSZ,O,O,X,X,X,X,X,O,X,X
LJITOZS,O,O,X,X,X,X,X,O,X,X
LJISTZO,O,X,X,X,O,X,X,O,X,X
LJISTOZ,O,X,X,O,X,X,X,O,X,X
LJISZTO,O,X,X,O,O,X,X,O,X,X
LJISZOT,O,X,X,O,O,X,X,O,X,X
LJISOTZ,O,X,X,O,X,X,X,O,X,X
LJISOZT,O,X,X,O,O,X,X,O,X,X
LJIZTSO,O,O,X,O,X,X,X,O,X,X
LJIZTOS,O,O,X,O,X,X,X,O,X,X
LJIZSTO,O,O,O,O,O,X,X,O,X,X
LJIZSOT,O,O,O,O,O,X,X,O,X,X
LJIZOTS,O,O,X,X,X,X,X,O,X,X
LJIZOST,O,O,O,X,X,X,X,O,X,X
LJIOTSZ,O,O,X,X,X,X,X,O,X,X
LJIOTZS,O,O,X,X,X,X,X,O,X,X
LJIOSTZ,O,X,X,X,X,X,X,O,X,X
LJIOSZT,O,X,X,X,X,X,X,O,X,X
LJIOZTS,O,O,X,X,X,X,X,O,X,X
LJIOZST,O,O,O,X,X,X,X,O,X,X
LJSTIZO,O,X,X,X,O,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,X,X,X
LJSTZIO,O,X,X,O,O,X,X,X,X,X
LJSTZOI,O,X,X,O,O,X,X,X,X,X
LJSTOIZ,O,X,X,O,X,X,X,X,X,X
LJSTOZI,O,X,X,O,X,X,X,X,X,X
LJSITZO,O,X,X,X,O,X,X,O,X,X
LJSITOZ,O,X,X,O,X,X,X,O,X,X
LJSIZTO,O,X,X,O,O,X,X,O,X,X
LJSIZOT,O,X,X,O,O,X,X,O,X,X
LJSIOTZ,O,X,X,O,X,X,X,O,X,X
LJSIOZT,O,X,X,O,O,X,X,O,X,X
LJSZTIO,O,X,O,O,O,X,X,X,X,X
LJSZTOI,O,X,O,O,O,X,X,X,X,X
LJSZITO,O,X,O,O,O,X,X,X,X,X
LJSZIOT,O,X,O,O,O,X,X,X,X,X
LJSZOTI,O,X,O,O,O,X,X,X,X,X
LJSZOIT,O,X,O,O,O,X,X,X,X,X
LJSOTIZ,O,X,X,O,X,X,X,X,X,X
LJSOTZI,X,X,X,O,X,X,X,X,X,X
LJSOITZ,O,X,X,O,X,X,X,O,X,X
LJSOIZT,O,X,X,O,O,X,X,O,X,X
LJSOZTI,O,X,O,O,O,X,X,X,X,X
LJSOZIT,O,X,O,O,O,X,X,X,X,X
LJZTISO,O,O,O,O,X,X,X,X,X,X
LJZTIOS,O,O,O,O,X,X,X,X,X,X
LJZTSIO,O,O,O,O,X,X,X,X,X,X
LJZTSOI,O,O,O,O,X,X,X,X,O,X
LJZTOIS,O,O,O,O,X,X,X,X,X,X
LJZTOSI,O,O,O,O,X,X,X,X,O,X
LJZITSO,O,O,X,O,X,X,X,O,X,X
LJZITOS,O,O,X,O,X,X,X,O,X,X
LJZISTO,O,O,O,O,O,X,X,O,X,X
LJZISOT,O,O,O,O,O,X,X,O,X,X
LJZIOTS,O,O,X,X,X,X,X,O,X,X
LJZIOST,O,O,O,X,X,X,X,O,X,X
LJZSTIO,O,O,O,O,O,X,X,X,X,X
LJZSTOI,O,O,O,O,O,X,X,X,O,X
LJZSITO,O,O,O,O,O,X,X,X,X,X
LJZSIOT,O,O,O,O,O,X,X,X,X,X
LJZSOTI,O,O,O,O,O,X,X,X,X,X
LJZSOIT,O,O,O,O,O,X,X,X,X,X
LJZOTIS,O,O,O,O,X,X,X,X,X,X
LJZOTSI,O,O,O,O,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,O,X,X
LJZOIST,O,O,O,X,X,X,X,O,X,X
LJZOSTI,O,O,O,O,X,X,X,X,X,X
LJZOSIT,O,O,O,O,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,X,O,X,X
LJOTIZS,O,O,O,X,X,X,X,O,X,X
LJOTSIZ,O,O,O,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X,X,X
LJOTZIS,O,O,O,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,O,X,X
LJOITZS,O,O,X,X,X,X,X,O,X,X
LJOISTZ,O,X,X,X,X,X,X,O,X,X
LJOISZT,O,X,X,X,X,X,X,O,X,X
LJOIZTS,O,O,X,X,X,X,X,O,X,X
LJOIZST,O,O,O,X,X,X,X,O,X,X
LJOSTIZ,O,X,X,O,X,X,X,X,X,X
LJOSTZI,X,X,X,O,X,X,X,X,X,X
LJOSITZ,O,X,X,O,X,X,X,O,X,X
LJOSIZT,O,X,X,O,X,X,X,O,X,X
LJOSZTI,O,X,O,O,X,X,X,X,X,X
LJOSZIT,O,X,O,O,X,X,X,X,X,X
LJOZTIS,O,O,O,O,X,X,X,X,X,X
LJOZTSI,O,O,O,O,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,O,X,X
LJOZIST,O,O,O,X,X,X,X,O,X,X
LJOZSTI,O,O,O,O,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,X,X,X,X,X
LSTIJZO,O,X,X,X,O,O,O,X,X,X
LSTIJOZ,O,X,X,X,X,X,O,X,X,O
LSTIZJO,O,X,X,X,O,O,O,X,X,X
LSTIZOJ,O,X,X,X,O,O,O,X,X,X
LSTIOJZ,O,X,X,O,X,X,O,X,X,O
LSTIOZJ,O,X,X,O,X,O,O,X,X,X
LSTJIZO,O,X,X,X,O,O,O,X,X,X
LSTJIOZ,O,X,X,O,X,X,O,X,X,X
LSTJZIO,O,X,X,O,O,O,O,X,X,X
LSTJZOI,O,X,X,O,O,O,O,X,X,X
LSTJOIZ,O,X,X,O,X,X,O,X,X,X
LSTJOZI,O,X,X,O,X,X,O,X,X,X
LSTZIJO,O,X,X,O,O,O,O,X,X,X
LSTZIOJ,O,X,X,O,O,O,O,X,O,X
LSTZJIO,O,X,X,O,O,O,O,X,X,X
LSTZJOI,O,X,X,O,O,O,O,X,O,X
LSTZOIJ,O,X,X,O,O,O,O,X,O,X
LSTZOJI,O,X,X,O,O,O,O,X,O,X
LSTOIJZ,O,X,X,O,X,X,O,X,X,O
LSTOIZJ,O,X,X,O,X,O,O,X,X,X
