sequence,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeF8IvhFxdBTgB?UiBaoBOrBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeU8IvhFFdBXeB?TgBxmBysB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?2nBFmBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8Je37IvhFUdBFeB?mlBRnBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?mhBFmBznBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdBlhB?aoBXhBTnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?FmBesBznBirB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?eoBarBFnBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdB3iB?FmBysBmrBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?FmBmnB3nBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBFeB?foBRmBKnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?anBFmBznB2wB
LTSOZIJ,O,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,O,O,O,O,X,X,X,X,X,X
LTZIJOS,X,X,O,O,O,O,X,X,X,X,X,X
LTZISJO,X,X,O,O,O,O,X,X,O,X,X,X
LTZISOJ,X,X,O,X,O,O,X,X,O,X,X,X
LTZIOJS,X,X,X,O,O,O,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,O,X,X,X,X,X,X
LTZJISO,X,X,O,O,O,O,X,X,X,X,X,X
LTZJIOS,X,X,O,O,O,O,X,X,X,X,X,X
LTZJSIO,X,X,O,O,O,O,X,X,O,X,O,X
LTZJSOI,X,X,O,X,O,O,X,X,O,X,X,X
LTZJOIS,X,X,O,X,O,O,X,X,X,X,X,X
LTZJOSI,X,X,O,X,O,O,X,X,X,X,X,X
LTZSIJO,X,X,O,X,O,O,X,X,O,X,O,X
LTZSIOJ,X,X,O,X,O,O,X,X,O,X,O,X
LTZSJIO,X,X,O,X,O,O,X,X,O,X,O,X
LTZSJOI,X,X,O,X,O,O,X,X,O,X,X,X
LTZSOIJ,X,X,O,X,O,O,X,X,O,X,X,X
LTZSOJI,X,X,O,X,O,O,X,X,O,X,X,X
LTZOIJS,X,X,X,X,O,O,X,X,X,X,X,X
LTZOISJ,X,X,X,X,O,O,X,X,X,X,X,X
LTZOJIS,X,X,O,X,O,O,X,X,X,X,X,X
LTZOJSI,X,X,O,X,O,O,X,X,X,X,X,X
LTZOSIJ,X,X,O,X,O,O,X,X,O,X,X,X
LTZOSJI,X,X,O,X,O,O,X,X,O,X,X,X
LTOIJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,O,X,O,X,X,X,X,X,X
LTOISJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,O,X,X,X,X,X,X
LTOIZJS,X,O,X,O,X,O,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,O,X,X,X,X,X,X
LTOJISZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,O,X,O,X,X,X,X,X,X
LTOJSIZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,O,O,X,X,X,X,X,X
LTOJZSI,O,O,X,X,O,O,X,X,X,X,X,X
LTOSIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,O,O,X,X,X,X,X,X
LTOSZJI,O,O,X,X,O,O,X,X,X,X,X,X
LTOZIJS,X,O,X,X,O,O,X,X,X,X,X,X
LTOZISJ,O,O,X,X,O,O,X,X,X,X,X,X
LTOZJIS,X,X,X,X,O,O,X,X,X,X,X,X
LTOZJSI,X,O,X,X,O,O,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,O,O,X,X,X,X,X,X
LTOZSJI,X,O,X,X,O,O,X,X,X,X,X,X
LITJSZO,O,O,X,O,X,O,X,X,X,X,X,X
LITJSOZ,O,X,X,O,X,X,X,X,X,X,X,X
LITJZSO,O,O,X,O,X,O,X,X,X,X,X,X
LITJZOS,O,X,X,O,X,O,X,X,X,X,X,X
LITJOSZ,O,X,X,O,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,O,X,O,X,X,X,X,X,X
LITSJZO,O,O,X,O,X,X,X,X,X,X,X,X
LITSJOZ,O,X,X,O,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,O,X,O,X,X,O,X,X,X
LITSZOJ,O,O,X,X,X,O,X,X,O,X,X,X
LITSOJZ,O,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,X,O,X,O,X,X,X,X,X,X
LITZJOS,X,X,X,O,X,O,X,X,X,X,X,X
LITZSJO,X,O,X,O,X,O,X,X,O,X,X,X
LITZSOJ,X,O,X,X,X,O,X,X,O,X,X,X
LITZOJS,X,X,X,O,X,O,X,X,X,X,X,X
LITZOSJ,X,O,X,X,X,O,X,X,X,X,X,X
LITOJSZ,O,X,X,O,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,X,O,X,X,X,X,X,X,X,X
LITOZSJ,O,O,X,X,X,O,X,X,X,X,X,X
LIJTSZO,O,O,X,O,X,O,X,X,X,X,X,X
LIJTSOZ,O,O,X,O,X,X,X,X,X,X,X,X
LIJTZSO,O,O,X,O,X,O,X,X,X,X,X,X
LIJTZOS,O,O,X,O,X,O,X,X,X,X,X,X
LIJTOSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIJTOZS,O,O,X,O,X,O,X,X,X,X,X,X
LIJSTZO,O,O,X,O,X,O,X,X,X,X,X,X
LIJSTOZ,O,O,X,O,X,X,X,X,X,X,X,X
LIJSZTO,O,O,O,O,O,O,X,X,O,X,X,X
LIJSZOT,O,O,O,O,O,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,O,O,O,O,X,O,X,X,X,X
LIJZTOS,O,O,O,O,X,O,X,O,X,O,X,X
LIJZSTO,O,O,O,O,O,O,X,O,O,X,X,X
LIJZSOT,X,O,O,O,O,X,X,O,X,X,X,X
LIJZOTS,O,O,X,O,O,O,X,O,X,X,X,X
LIJZOST,X,O,O,O,O,X,X,O,X,X,X,X
LIJOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIJOTZS,O,O,X,O,X,O,X,X,X,X,X,X
LIJOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIJOSZT,O,O,X,O,O,X,X,X,X,X,X,X
LIJOZTS,O,O,X,O,O,O,X,X,X,X,X,X
LIJOZST,X,O,X,O,O,X,X,X,X,X,X,X
LISTJZO,O,O,X,O,X,X,X,X,X,X,X,X
LISTJOZ,O,O,X,O,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,O,X,O,X,X,O,X,X,X
LISTZOJ,O,O,X,X,X,O,X,X,O,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,O,X,O,X,X,X,X,X,X
LISJTOZ,O,O,X,O,X,X,X,X,X,X,X,X
LISJZTO,O,O,O,O,O,O,X,X,O,X,X,X
LISJZOT,O,O,O,O,O,X,X,X,X,X,X,X
LISJOTZ,O,O,X,O,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,O,O,O,X,X,O,X,X,X
LISZTOJ,O,O,O,X,O,O,X,X,O,X,X,X
LISZJTO,O,O,O,O,O,O,X,X,O,X,X,X
LISZJOT,O,X,O,O,O,X,X,X,X,X,X,X
LISZOTJ,O,O,O,X,O,X,X,X,O,X,X,X
LISZOJT,O,X,O,X,O,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X,O,X,X,X
LISOZJT,O,O,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,O,O,O,O,X,O,X,X,X,X
LIZTJOS,X,X,O,O,O,O,X,O,X,O,X,X
LIZTSJO,X,O,O,O,O,O,X,X,O,X,X,X
LIZTSOJ,X,O,O,X,O,O,X,X,O,X,X,X
LIZTOJS,X,X,X,O,O,O,X,O,X,O,X,X
LIZTOSJ,X,O,X,X,O,O,X,X,X,X,X,X
LIZJTSO,O,O,O,O,O,O,X,O,X,X,X,X
LIZJTOS,O,X,O,O,X,O,X,O,X,O,X,X
LIZJSTO,X,O,O,O,O,O,X,O,O,X,X,X
LIZJSOT,X,X,O,O,O,X,X,O,X,X,X,X
LIZJOTS,X,X,X,O,O,O,X,O,X,X,X,X
LIZJOST,X,X,O,O,O,X,X,O,X,X,X,X
LIZSTJO,O,O,O,O,O,O,X,X,O,X,X,X
LIZSTOJ,O,O,O,X,O,O,X,X,O,X,X,X
LIZSJTO,O,O,O,O,O,O,X,O,O,X,X,X
LIZSJOT,O,X,O,O,O,X,X,O,X,X,X,X
LIZSOTJ,O,O,O,X,O,X,X,X,O,X,X,X
LIZSOJT,O,X,O,X,O,X,X,O,X,X,X,X
LIZOTJS,X,X,X,O,O,X,X,O,X,X,X,X
LIZOTSJ,O,O,X,X,O,O,X,X,X,X,X,X
LIZOJTS,O,X,X,O,O,O,X,O,X,X,X,X
LIZOJST,X,X,X,O,O,X,X,O,X,X,X,X
LIZOSTJ,O,O,X,X,O,X,X,X,O,X,X,X
LIZOSJT,O,X,X,X,O,X,X,O,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJTZS,O,O,X,O,X,O,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LIOJSZT,O,O,X,O,O,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,O,O,X,X,X,X,X,X
LIOJZST,O,O,X,O,O,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,X,O,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,O,X,X,X,O,X,X,X
LIOSZJT,O,O,X,X,O,X,X,X,X,X,X,X
LIOZTJS,X,O,X,O,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,O,O,X,X,X,X,X,X
LIOZJTS,O,O,X,O,O,O,X,X,X,X,X,X
LIOZJST,X,O,X,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,O,X,X,X,O,X,X,X
LIOZSJT,O,O,X,X,O,X,X,X,X,X,X,X
LJTISZO,O,O,X,O,X,O,X,X,X,X,X,X
LJTISOZ,O,O,X,O,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,O,X,X,X,X,X,X
LJTIZOS,O,O,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,O,X,O,X,X,X,X,X,X
LJTSIZO,O,O,X,O,X,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,O,O,O,X,X,X,X,O,X
LJTSZOI,X,O,O,X,O,O,X,X,X,X,X,X
LJTSOIZ,X,O,X,O,X,X,X,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,O,O,O,O,X,X,X,X,X,X
LJTZIOS,O,X,O,O,X,O,X,X,X,X,X,X
LJTZSIO,O,X,O,O,O,O,X,X,X,X,O,X
LJTZSOI,X,X,O,X,O,O,X,X,X,X,X,X
LJTZOIS,O,X,O,X,O,O,X,X,X,X,X,X
LJTZOSI,X,X,O,X,O,O,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,O,X,X,X,X,X,X
LJTOIZS,O,O,X,O,X,O,X,X,X,X,X,X
LJTOSIZ,X,O,X,O,X,O,X,X,X,X,X,X
LJTOSZI,X,O,X,X,O,O,X,X,X,X,X,X
LJTOZIS,O,O,X,X,O,O,X,X,X,X,X,X
LJTOZSI,X,O,X,X,O,O,X,X,X,X,X,X
LJITSZO,O,O,X,O,X,O,X,X,X,X,X,X
LJITSOZ,O,O,X,O,X,X,X,X,X,X,X,X
LJITZSO,O,O,X,O,X,O,X,X,X,X,X,X
LJITZOS,O,O,X,O,X,O,X,X,X,X,X,X
LJITOSZ,O,O,X,O,X,X,X,X,X,X,X,X
LJITOZS,O,O,X,O,X,O,X,X,X,X,X,X
LJISTZO,O,O,X,O,X,O,X,X,X,X,X,X
LJISTOZ,O,O,X,O,X,X,X,X,X,X,X,X
LJISZTO,O,O,O,O,O,O,X,X,O,X,X,X
LJISZOT,O,O,O,O,O,X,X,X,X,X,X,X
LJISOTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,O,O,O,O,X,O,X,X,X,X
LJIZTOS,O,O,O,O,X,O,X,O,X,O,X,X
LJIZSTO,O,O,O,O,O,O,X,O,O,X,X,X
LJIZSOT,X,O,O,O,O,X,X,O,X,X,X,X
LJIZOTS,O,O,X,O,O,O,X,O,X,X,X,X
LJIZOST,X,O,O,O,O,X,X,O,X,X,X,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LJIOTZS,O,O,X,O,X,O,X,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,O,O,X,X,X,X,X,X,X
LJIOZTS,O,O,X,O,O,O,X,X,X,X,X,X
LJIOZST,X,O,X,O,O,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,O,X,X,X,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,X,X,X,X,X
LJSTZIO,O,O,O,O,O,O,X,X,X,X,O,X
LJSTZOI,O,O,O,X,O,O,X,X,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,O,X,O,X,X,X,X,X,X
LJSITOZ,O,O,X,O,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,O,O,O,X,X,O,X,X,X
LJSIZOT,O,O,O,O,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,O,O,X,X,O,X,O,X
LJSZTOI,O,O,O,X,O,O,X,X,O,X,X,X
LJSZITO,O,O,O,O,O,O,X,X,O,X,O,X
LJSZIOT,O,O,O,O,O,X,X,X,X,X,O,X
LJSZOTI,O,O,O,X,O,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,X,O,X,X,X,X,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,O,O,X,X,X,X,X,X,X
LJSOZTI,O,O,O,X,O,X,X,X,X,X,X,X
LJSOZIT,O,O,O,X,O,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,O,O,X,O,X,X,X,X
LJZTIOS,O,X,O,O,O,O,X,O,X,O,X,X
LJZTSIO,O,X,O,O,O,O,X,O,O,O,O,X
LJZTSOI,X,X,O,X,O,O,X,O,O,O,X,X
LJZTOIS,O,X,O,X,O,O,O,O,X,O,X,X
LJZTOSI,X,X,O,X,O,O,O,O,X,O,X,X
LJZITSO,O,O,O,O,O,O,X,O,X,X,X,X
LJZITOS,O,O,O,O,X,O,X,O,X,O,X,X
LJZISTO,O,O,O,O,O,O,X,O,O,X,O,X
LJZISOT,X,O,O,O,O,X,X,O,X,X,O,X
LJZIOTS,O,O,X,O,O,O,X,O,X,X,X,X
LJZIOST,X,O,O,O,O,X,X,O,X,X,X,X
LJZSTIO,O,O,O,O,O,O,X,O,O,X,O,X
LJZSTOI,X,O,O,X,O,O,X,O,O,X,X,X
LJZSITO,O,O,O,O,O,O,X,O,O,X,O,X
LJZSIOT,X,O,O,O,O,X,X,O,X,X,O,X
LJZSOTI,X,O,O,X,O,X,X,O,X,X,X,X
LJZSOIT,X,O,O,X,O,X,X,O,X,X,X,X
LJZOTIS,O,O,O,X,O,O,O,O,X,X,X,X
LJZOTSI,X,O,O,X,O,O,O,O,X,X,X,X
LJZOITS,O,O,X,X,O,O,X,O,X,X,X,X
LJZOIST,X,O,O,X,O,O,X,O,X,X,X,X
LJZOSTI,X,O,O,X,O,O,O,O,X,X,X,X
LJZOSIT,X,O,O,X,O,O,O,O,X,X,X,X
LJOTISZ,O,O,X,O,X,O,X,X,X,X,X,X
LJOTIZS,O,O,X,O,X,O,X,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,O,X,X,X,X,X,X
LJOTSZI,O,O,X,X,O,O,X,X,X,X,X,X
LJOTZIS,O,O,X,X,O,O,X,X,X,X,X,X
LJOTZSI,O,O,X,X,O,O,X,X,X,X,X,X
LJOITSZ,O,O,X,O,X,O,X,X,X,X,X,X
LJOITZS,O,O,X,O,X,O,X,X,X,X,X,X
LJOISTZ,O,O,X,O,X,O,X,X,X,X,X,X
LJOISZT,O,O,X,O,O,O,X,X,X,X,X,X
LJOIZTS,O,O,X,O,O,O,X,X,X,X,X,X
LJOIZST,O,O,X,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,O,X,X,X,X,X,X
LJOSTZI,O,O,X,X,O,O,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,O,X,X,X,X,X,X
LJOSIZT,O,O,X,O,O,O,X,X,X,X,X,X
LJOSZTI,O,O,O,X,O,O,O,X,X,X,X,X
LJOSZIT,O,O,O,X,O,O,O,X,X,X,X,X
LJOZTIS,O,O,O,X,O,O,O,X,X,X,X,X
LJOZTSI,O,O,O,X,O,O,O,X,X,X,X,X
LJOZITS,O,O,X,X,O,O,X,X,X,X,X,X
LJOZIST,O,O,O,X,O,O,X,X,X,X,X,X
LJOZSTI,O,O,O,X,O,O,O,X,X,X,X,X
LJOZSIT,O,O,O,X,O,O,O,X,X,X,X,X
LSTIJZO,O,O,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,X,O,X,X,O,X,X,X
LSTIZOJ,O,O,X,X,X,O,X,X,O,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,X,X,X,O,X
LSTJZOI,O,O,O,X,O,X,X,X,X,X,X,X
LSTJOIZ,O,O,X,O,X,X,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,X,O,O,X,X,O,X,O,X
LSTZIOJ,O,O,O,X,O,O,X,X,O,X,O,X
LSTZJIO,O,O,O,X,O,O,X,X,O,X,O,X
LSTZJOI,X,O,O,X,O,O,X,X,O,X,X,X
LSTZOIJ,O,O,O,X,O,O,X,X,O,X,X,X
LSTZOJI,O,O,O,X,O,O,X,X,O,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,O,X,X,X,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,O,X,O,X,X,O,X,X,X
LSITZOJ,O,O,X,X,X,O,X,X,O,X,X,X
LSITOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,O,X,O,X,X,X,X,X,X
LSIJTOZ,O,O,X,O,X,X,X,X,X,X,X,X
LSIJZTO,O,O,O,O,O,O,X,X,O,X,X,X
LSIJZOT,O,O,O,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,O,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,O,O,X,X,O,X,X,X
LSIZTOJ,O,O,O,X,O,O,X,X,O,X,X,X
LSIZJTO,O,O,O,O,O,O,X,X,O,X,X,X
LSIZJOT,O,X,O,O,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,O,X,X,X,O,X,X,X
LSIZOJT,O,X,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,O,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,X,O,X,O,X,X,X,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,O,O,O,X,X,X,X,O,X
LSJTZOI,O,O,O,X,O,O,X,X,X,X,X,X
LSJTOIZ,O,O,X,O,X,X,X,X,X,X,X,X
LSJTOZI,O,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,X,O,X,O,X,X,X,X,X,X
LSJITOZ,O,O,X,O,X,X,X,X,X,X,X,X
LSJIZTO,O,O,O,O,O,O,X,X,O,X,X,X
LSJIZOT,O,O,O,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,O,X,X,O,X,O,X
LSJZTOI,O,O,O,X,O,O,X,X,O,X,X,X
LSJZITO,O,O,O,O,O,O,X,X,O,X,O,X
LSJZIOT,O,O,O,O,O,X,X,X,X,X,O,X
LSJZOTI,O,O,O,X,O,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSJOITZ,O,O,X,O,X,X,X,X,X,X,X,X
LSJOIZT,O,O,X,O,O,X,X,X,X,X,X,X
LSJOZTI,O,O,O,X,O,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,O,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,O,O,X,X,O,X,O,X
LSZTIOJ,O,O,O,X,O,O,X,X,O,X,O,X
LSZTJIO,O,O,O,X,O,O,X,X,O,X,O,X
LSZTJOI,X,O,O,X,O,O,X,X,O,X,X,X
LSZTOIJ,O,O,O,X,O,O,X,X,O,X,X,X
LSZTOJI,O,O,O,X,O,O,X,X,O,X,X,X
LSZITJO,O,O,O,X,O,O,X,X,O,X,O,X
LSZITOJ,O,O,O,X,O,O,X,X,O,X,O,X
LSZIJTO,O,O,O,X,O,O,X,X,O,X,O,X
LSZIJOT,O,X,O,X,O,X,X,X,X,X,O,X
LSZIOTJ,O,O,O,X,O,X,X,X,O,X,O,X
LSZIOJT,O,X,O,X,O,X,X,X,X,X,O,X
LSZJTIO,O,O,O,X,O,O,X,X,O,X,O,X
LSZJTOI,O,O,O,X,O,O,X,X,O,X,X,X
LSZJITO,O,O,O,X,O,O,X,X,O,X,O,X
LSZJIOT,O,O,O,X,O,X,X,X,X,X,O,X
LSZJOTI,O,O,O,X,O,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,O,X,X,X,O,X,X,X
LSZOTJI,O,O,O,X,O,X,X,X,O,X,X,X
LSZOITJ,O,O,O,X,O,X,X,X,O,X,X,X
LSZOIJT,O,O,O,X,O,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,X,X,X,X,X,X
LSOTZJI,O,O,X,X,O,X,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,X,O,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,O,X,X,X,O,X,X,X
LSOIZJT,O,O,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,O,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,O,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,O,X,X,X,O,X,X,X
LSOZTJI,O,O,O,X,O,X,X,X,O,X,X,X
LSOZITJ,O,O,O,X,O,X,X,X,O,X,X,X
LSOZIJT,O,O,O,X,O,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,O,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,O,X,X,X,X,X,X,X
LZTIJSO,X,X,O,O,O,O,X,O,X,X,X,X
LZTIJOS,X,X,O,O,O,O,X,O,X,O,X,X
LZTISJO,X,X,O,O,O,O,X,X,O,X,X,X
LZTISOJ,X,X,O,X,O,O,X,X,O,X,X,X
LZTIOJS,X,X,X,O,O,O,X,O,X,O,X,O
