sequence,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBTjB6?rBcsBXtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBCjB8?rBToB1xB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBXjB6?rBctBTsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBlnBc?tBzrBCtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBTjBlmBc?sBXtBCsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBfoB6oBl?mB0sBzrB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBlmBcsBT?oBCsBXtB
LJSIOZT,O,X,O,O,O,X,X
LJSZTIO,O,X,O,X,O,X,X
LJSZTOI,O,X,O,X,O,X,X
LJSZITO,O,X,O,X,O,X,X
LJSZIOT,O,X,O,X,O,X,X
LJSZOTI,O,X,O,X,O,X,X
LJSZOIT,O,X,O,X,O,X,X
LJSOTIZ,O,X,O,X,X,X,X
LJSOTZI,O,X,O,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X
LJSOIZT,O,X,O,O,O,X,X
LJSOZTI,O,X,O,O,O,X,X
LJSOZIT,O,X,O,O,O,X,X
LJZTISO,O,X,O,X,O,O,X
LJZTIOS,O,X,O,X,X,X,O
LJZTSIO,O,X,O,X,O,O,X
LJZTSOI,O,X,O,X,O,O,X
LJZTOIS,O,X,O,X,X,X,O
LJZTOSI,O,X,O,X,X,X,X
LJZITSO,O,X,O,X,O,O,X
LJZITOS,O,X,O,X,X,X,O
LJZISTO,O,X,O,X,O,O,X
LJZISOT,O,X,O,X,O,O,X
LJZIOTS,O,X,O,O,X,X,O
LJZIOST,O,X,O,O,X,X,X
LJZSTIO,O,X,O,X,O,O,X
LJZSTOI,O,X,O,X,O,O,X
LJZSITO,O,X,O,X,O,O,X
LJZSIOT,O,X,O,X,O,O,X
LJZSOTI,O,X,O,X,O,O,X
LJZSOIT,O,X,O,X,O,O,X
LJZOTIS,O,X,O,O,X,X,O
LJZOTSI,O,X,O,O,X,X,X
LJZOITS,O,X,O,O,X,X,O
LJZOIST,O,X,O,O,X,X,X
LJZOSTI,O,X,O,O,X,X,X
LJZOSIT,O,X,O,O,X,X,X
LJOTISZ,X,O,O,X,X,X,X
LJOTIZS,O,O,O,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X
LJOTSZI,X,O,O,X,X,X,X
LJOTZIS,O,O,O,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X
LJOITSZ,X,O,O,X,X,X,X
LJOITZS,O,O,O,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X
LJOISZT,O,X,O,O,X,X,X
LJOIZTS,O,O,O,O,X,X,O
LJOIZST,O,X,O,O,X,X,X
LJOSTIZ,O,O,O,X,X,X,X
LJOSTZI,O,O,O,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X
LJOSIZT,O,X,O,O,X,X,X
LJOSZTI,O,X,O,O,X,X,X
LJOSZIT,O,X,O,O,X,X,X
LJOZTIS,O,O,O,O,X,X,O
LJOZTSI,O,O,O,O,X,X,X
LJOZITS,O,O,O,O,X,X,O
LJOZIST,O,X,O,O,X,X,X
LJOZSTI,O,X,O,O,X,X,X
LJOZSIT,O,X,O,O,X,X,X
LSTIJZO,O,X,O,X,X,X,X
LSTIJOZ,O,X,O,X,X,X,X
LSTIZJO,O,X,O,X,X,X,X
LSTIZOJ,O,X,O,X,X,X,X
LSTIOJZ,O,X,O,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X
LSTJIZO,O,X,O,X,X,X,X
LSTJIOZ,O,X,O,X,X,X,X
LSTJZIO,O,X,O,X,X,X,X
LSTJZOI,O,X,O,X,X,X,X
LSTJOIZ,O,X,O,X,X,X,X
LSTJOZI,O,X,O,X,X,X,X
LSTZIJO,O,X,O,X,X,X,X
LSTZIOJ,O,X,O,X,X,X,X
LSTZJIO,O,X,O,X,X,X,X
LSTZJOI,O,X,O,X,X,X,X
LSTZOIJ,O,X,O,X,X,X,X
LSTZOJI,O,X,O,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X
LSTOJIZ,O,X,O,X,X,X,X
LSTOJZI,O,X,O,X,X,X,X
LSTOZIJ,O,X,O,X,X,X,X
LSTOZJI,O,X,O,X,X,X,X
LSITJZO,O,X,O,X,X,X,X
LSITJOZ,O,X,O,X,X,X,X
LSITZJO,O,X,O,X,X,X,X
LSITZOJ,O,X,O,X,X,X,X
LSITOJZ,O,X,O,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X
LSIJTZO,O,X,O,X,X,X,X
LSIJTOZ,O,X,O,X,X,X,X
LSIJZTO,O,X,O,X,O,X,X
LSIJZOT,O,X,O,X,O,X,X
LSIJOTZ,O,X,O,X,X,X,X
LSIJOZT,O,X,O,O,O,X,X
LSIZTJO,O,X,O,X,O,X,X
LSIZTOJ,O,X,O,X,O,X,X
LSIZJTO,O,X,O,X,O,X,X
LSIZJOT,O,X,O,X,O,X,X
LSIZOTJ,O,X,O,X,O,X,X
LSIZOJT,O,X,O,X,O,X,X
LSIOTJZ,O,X,O,X,X,X,X
LSIOTZJ,O,X,O,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,X
LSIOJZT,O,X,O,O,O,X,X
LSIOZTJ,O,X,O,O,O,X,X
LSIOZJT,O,X,O,O,O,X,X
LSJTIZO,O,X,O,X,X,X,X
LSJTIOZ,O,X,O,X,X,X,X
LSJTZIO,O,X,O,X,X,X,X
LSJTZOI,O,X,O,X,X,X,X
LSJTOIZ,O,X,O,X,X,X,X
LSJTOZI,O,X,O,X,X,X,X
LSJITZO,O,X,O,X,X,X,X
LSJITOZ,O,X,O,X,X,X,X
LSJIZTO,O,X,O,X,O,X,X
LSJIZOT,O,X,O,X,O,X,X
LSJIOTZ,O,X,O,X,X,X,X
LSJIOZT,O,X,O,O,O,X,X
LSJZTIO,O,X,O,X,O,X,X
LSJZTOI,O,X,O,X,O,X,X
LSJZITO,O,X,O,X,O,X,X
LSJZIOT,O,X,O,X,O,X,X
LSJZOTI,O,X,O,X,O,X,X
LSJZOIT,O,X,O,X,O,X,X
LSJOTIZ,O,X,O,X,X,X,X
LSJOTZI,O,X,O,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X
LSJOIZT,O,X,O,O,O,X,X
LSJOZTI,O,X,O,O,O,X,X
LSJOZIT,O,X,O,O,O,X,X
LSZTIJO,O,X,O,X,O,X,X
LSZTIOJ,O,X,O,X,O,X,X
LSZTJIO,O,X,O,X,O,X,X
LSZTJOI,O,X,O,X,O,X,X
LSZTOIJ,O,X,O,X,O,X,X
LSZTOJI,O,X,O,X,O,X,X
LSZITJO,O,X,O,X,O,X,X
LSZITOJ,O,X,O,X,O,X,X
LSZIJTO,O,X,O,X,O,X,X
LSZIJOT,O,X,O,X,O,X,X
LSZIOTJ,O,X,O,X,O,X,X
LSZIOJT,O,X,O,X,O,X,X
LSZJTIO,O,X,O,X,O,X,X
LSZJTOI,O,X,O,X,O,X,X
LSZJITO,O,X,O,X,O,X,X
LSZJIOT,O,X,O,X,O,X,X
LSZJOTI,O,X,O,X,O,X,X
LSZJOIT,O,X,O,X,O,X,X
LSZOTIJ,O,X,O,X,O,X,X
LSZOTJI,O,X,O,X,O,X,X
LSZOITJ,O,X,O,X,O,X,X
LSZOIJT,O,X,O,X,O,X,X
LSZOJTI,O,X,O,X,O,X,X
LSZOJIT,O,X,O,X,O,X,X
LSOTIJZ,O,X,O,X,X,X,X
LSOTIZJ,O,X,O,X,X,X,X
LSOTJIZ,O,X,O,X,X,X,X
LSOTJZI,O,X,O,X,X,X,X
LSOTZIJ,O,X,O,X,X,X,X
LSOTZJI,O,X,O,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X
LSOITZJ,O,X,O,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,X
LSOIJZT,O,X,O,O,O,X,X
LSOIZTJ,O,X,O,O,O,X,X
LSOIZJT,O,X,O,O,O,X,X
LSOJTIZ,O,X,O,X,X,X,X
LSOJTZI,O,X,O,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X
LSOJIZT,O,X,O,O,O,X,X
LSOJZTI,O,X,O,O,O,X,X
LSOJZIT,O,X,O,O,O,X,X
LSOZTIJ,O,X,O,O,O,X,X
LSOZTJI,O,X,O,O,O,X,X
LSOZITJ,O,X,O,O,O,X,X
LSOZIJT,O,X,O,O,O,X,X
LSOZJTI,O,X,O,O,O,X,X
LSOZJIT,O,X,O,O,O,X,X
LZTIJSO,O,X,O,X,O,O,X
LZTIJOS,O,X,O,X,X,X,O
LZTISJO,O,X,O,X,O,O,X
LZTISOJ,O,X,O,X,O,O,X
LZTIOJS,O,X,O,X,X,X,O
LZTIOSJ,O,X,O,X,X,X,X
LZTJISO,O,X,O,X,O,O,X
LZTJIOS,O,X,O,X,X,X,O
LZTJSIO,O,X,O,X,O,O,X
LZTJSOI,O,X,O,X,O,O,X
LZTJOIS,O,X,O,X,X,X,O
LZTJOSI,O,X,O,X,X,X,X
LZTSIJO,O,X,O,X,O,O,X
LZTSIOJ,O,X,O,X,O,O,X
LZTSJIO,O,X,O,X,O,O,X
LZTSJOI,O,X,O,X,O,O,X
LZTSOIJ,O,X,O,X,O,O,X
LZTSOJI,O,X,O,X,O,O,X
LZTOIJS,O,X,O,X,X,X,O
LZTOISJ,O,X,O,X,X,X,X
LZTOJIS,O,X,O,X,X,X,O
LZTOJSI,O,X,O,X,X,X,X
LZTOSIJ,O,X,O,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X
LZITJSO,O,X,O,X,O,O,X
LZITJOS,O,X,O,X,X,X,O
LZITSJO,O,X,O,X,O,O,X
LZITSOJ,O,X,O,X,O,O,X
LZITOJS,O,X,O,X,X,X,O
LZITOSJ,O,X,O,X,X,X,X
LZIJTSO,O,X,O,X,O,O,X
LZIJTOS,O,X,O,X,X,X,O
LZIJSTO,O,X,O,X,O,O,X
LZIJSOT,O,X,O,X,O,O,X
LZIJOTS,O,X,O,O,X,X,O
LZIJOST,O,X,O,O,X,X,X
LZISTJO,O,X,O,X,O,O,X
LZISTOJ,O,X,O,X,O,O,X
LZISJTO,O,X,O,X,O,O,X
LZISJOT,O,X,O,X,O,O,X
LZISOTJ,O,X,O,X,O,O,X
LZISOJT,O,X,O,X,O,O,X
LZIOTJS,O,X,O,O,X,X,O
LZIOTSJ,O,X,O,O,X,X,X
LZIOJTS,O,X,O,O,X,X,O
LZIOJST,O,X,O,O,X,X,X
LZIOSTJ,O,X,O,O,X,X,X
LZIOSJT,O,X,O,O,X,X,X
LZJTISO,O,X,O,X,O,O,X
LZJTIOS,O,X,O,X,X,X,O
LZJTSIO,O,X,O,X,O,O,X
LZJTSOI,O,X,O,X,O,O,X
LZJTOIS,O,X,O,X,X,X,O
LZJTOSI,O,X,O,X,X,X,X
LZJITSO,O,X,O,X,O,O,X
LZJITOS,O,X,O,X,X,X,O
LZJISTO,O,X,O,X,O,O,X
LZJISOT,O,X,O,X,O,O,X
LZJIOTS,O,X,O,O,X,X,O
LZJIOST,O,X,O,O,X,X,X
LZJSTIO,O,X,O,X,O,O,X
LZJSTOI,O,X,O,X,O,O,X
LZJSITO,O,X,O,X,O,O,X
LZJSIOT,O,X,O,X,O,O,X
LZJSOTI,O,X,O,X,O,O,X
LZJSOIT,O,X,O,X,O,O,X
LZJOTIS,O,X,O,O,X,X,O
LZJOTSI,O,X,O,O,X,X,X
LZJOITS,O,X,O,O,X,X,O
LZJOIST,O,X,O,O,X,X,X
LZJOSTI,O,X,O,O,X,X,X
LZJOSIT,O,X,O,O,X,X,X
LZSTIJO,O,X,O,X,O,O,X
LZSTIOJ,O,X,O,X,O,O,X
LZSTJIO,O,X,O,X,O,O,X
LZSTJOI,O,X,O,X,O,O,X
LZSTOIJ,O,X,O,X,O,O,X
LZSTOJI,O,X,O,X,O,O,X
LZSITJO,O,X,O,X,O,O,X
LZSITOJ,O,X,O,X,O,O,X
LZSIJTO,O,X,O,X,O,O,X
LZSIJOT,O,X,O,X,O,O,X
LZSIOTJ,O,X,O,X,O,O,X
LZSIOJT,O,X,O,X,O,O,X
LZSJTIO,O,X,O,X,O,O,X
LZSJTOI,O,X,O,X,O,O,X
LZSJITO,O,X,O,X,O,O,X
LZSJIOT,O,X,O,X,O,O,X
LZSJOTI,O,X,O,X,O,O,X
LZSJOIT,O,X,O,X,O,O,X
LZSOTIJ,O,X,O,X,O,O,X
LZSOTJI,O,X,O,X,O,O,X
LZSOITJ,O,X,O,X,O,O,X
LZSOIJT,O,X,O,X,O,O,X
LZSOJTI,O,X,O,X,O,O,X
LZSOJIT,O,X,O,X,O,O,X
LZOTIJS,O,X,O,O,X,X,O
LZOTISJ,O,X,O,O,X,X,X
LZOTJIS,O,X,O,O,X,X,O
LZOTJSI,O,X,O,O,X,X,X
LZOTSIJ,O,X,O,O,X,X,X
LZOTSJI,O,X,O,O,X,X,X
LZOITJS,O,X,O,O,X,X,O
LZOITSJ,O,X,O,O,X,X,X
LZOIJTS,O,X,O,O,X,X,O
LZOIJST,O,X,O,O,X,X,X
LZOISTJ,O,X,O,O,X,X,X
LZOISJT,O,X,O,O,X,X,X
LZOJTIS,O,X,O,O,X,X,O
LZOJTSI,O,X,O,O,X,X,X
LZOJITS,O,X,O,O,X,X,O
LZOJIST,O,X,O,O,X,X,X
LZOJSTI,O,X,O,O,X,X,X
LZOJSIT,O,X,O,O,X,X,X
LZOSTIJ,O,X,O,O,X,X,X
LZOSTJI,O,X,O,O,X,X,X
LZOSITJ,O,X,O,O,X,X,X
LZOSIJT,O,X,O,O,X,X,X
LZOSJTI,O,X,O,O,X,X,X
LZOSJIT,O,X,O,O,X,X,X
LOTIJSZ,X,O,O,X,X,X,X
LOTIJZS,O,O,O,X,X,X,X
LOTISJZ,X,O,O,X,X,X,X
LOTISZJ,X,O,O,X,X,X,X
LOTIZJS,O,O,O,X,X,X,X
LOTIZSJ,O,O,O,X,X,X,X
LOTJISZ,X,O,O,X,X,X,X
LOTJIZS,O,O,O,X,X,X,X
LOTJSIZ,X,O,O,X,X,X,X
LOTJSZI,X,O,O,X,X,X,X
LOTJZIS,O,O,O,X,X,X,X
LOTJZSI,O,O,O,X,X,X,X
LOTSIJZ,X,O,O,X,X,X,X
LOTSIZJ,X,O,O,X,X,X,X
LOTSJIZ,X,O,O,X,X,X,X
LOTSJZI,X,O,O,X,X,X,X
LOTSZIJ,X,O,O,X,X,X,X
LOTSZJI,X,O,O,X,X,X,X
LOTZIJS,O,O,O,X,X,X,X
LOTZISJ,O,O,O,X,X,X,X
LOTZJIS,O,O,O,X,X,X,X
LOTZJSI,O,O,O,X,X,X,X
LOTZSIJ,O,O,O,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X
LOITJSZ,X,O,O,X,X,X,X
LOITJZS,O,O,O,X,X,X,X
LOITSJZ,X,O,O,X,X,X,X
LOITSZJ,X,O,O,X,X,X,X
LOITZJS,O,O,O,X,X,X,X
LOITZSJ,O,O,O,X,X,X,X
LOIJTSZ,X,O,O,X,X,X,X
LOIJTZS,O,O,O,X,X,X,X
LOIJSTZ,O,O,O,X,X,X,X
LOIJSZT,O,X,O,O,X,X,X
LOIJZTS,O,O,O,O,X,X,O
LOIJZST,O,X,O,O,X,X,X
LOISTJZ,O,O,O,X,X,X,X
LOISTZJ,O,O,O,X,X,X,X
LOISJTZ,O,O,O,X,X,X,X
LOISJZT,O,X,O,O,X,X,X
LOISZTJ,O,X,O,O,X,X,X
LOISZJT,O,X,O,O,X,X,X
LOIZTJS,O,O,O,O,X,X,O
LOIZTSJ,O,O,O,O,X,X,X
LOIZJTS,O,O,O,O,X,X,O
LOIZJST,O,X,O,O,X,X,X
LOIZSTJ,O,X,O,O,X,X,X
LOIZSJT,O,X,O,O,X,X,X
LOJTISZ,X,O,O,X,X,X,X
LOJTIZS,O,O,O,X,X,X,X
LOJTSIZ,X,O,O,X,X,X,X
LOJTSZI,X,O,O,X,X,X,X
LOJTZIS,O,O,O,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X
LOJITSZ,X,O,O,X,X,X,X
LOJITZS,O,O,O,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X
LOJISZT,O,X,O,O,X,X,X
LOJIZTS,O,O,O,O,X,X,O
LOJIZST,O,X,O,O,X,X,X
LOJSTIZ,O,O,O,X,X,X,X
LOJSTZI,O,O,O,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X
LOJSIZT,O,X,O,O,X,X,X
LOJSZTI,O,X,O,O,X,X,X
LOJSZIT,O,X,O,O,X,X,X
LOJZTIS,O,O,O,O,X,X,O
LOJZTSI,O,O,O,O,X,X,X
LOJZITS,O,O,O,O,X,X,O
LOJZIST,O,X,O,O,X,X,X
LOJZSTI,O,X,O,O,X,X,X
LOJZSIT,O,X,O,O,X,X,X
LOSTIJZ,O,O,O,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X
LOSITJZ,O,O,O,X,X,X,X
LOSITZJ,O,O,O,X,X,X,X
LOSIJTZ,O,O,O,X,X,X,X
LOSIJZT,O,X,O,O,X,X,X
LOSIZTJ,O,X,O,O,X,X,X
LOSIZJT,O,X,O,O,X,X,X
LOSJTIZ,O,O,O,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X
LOSJIZT,O,X,O,O,X,X,X
LOSJZTI,O,X,O,O,X,X,X
LOSJZIT,O,X,O,O,X,X,X
LOSZTIJ,O,X,O,O,X,X,X
LOSZTJI,O,X,O,O,X,X,X
LOSZITJ,O,X,O,O,X,X,X
LOSZIJT,O,X,O,O,X,X,X
LOSZJTI,O,X,O,O,X,X,X
LOSZJIT,O,X,O,O,X,X,X
LOZTIJS,O,O,O,O,X,X,O
LOZTISJ,O,O,O,O,X,X,X
LOZTJIS,O,O,O,O,X,X,O
LOZTJSI,O,O,O,O,X,X,X
LOZTSIJ,O,O,O,O,X,X,X
LOZTSJI,O,O,O,O,X,X,X
LOZITJS,O,O,O,O,X,X,O
LOZITSJ,O,O,O,O,X,X,X
LOZIJTS,O,O,O,O,X,X,O
LOZIJST,O,X,O,O,X,X,X
LOZISTJ,O,X,O,O,X,X,X
LOZISJT,O,X,O,O,X,X,X
LOZJTIS,O,O,O,O,X,X,O
LOZJTSI,O,O,O,O,X,X,X
LOZJITS,O,O,O,O,X,X,O
LOZJIST,O,X,O,O,X,X,X
LOZJSTI,O,X,O,O,X,X,X
LOZJSIT,O,X,O,O,X,X,X
LOZSTIJ,O,X,O,O,X,X,X
LOZSTJI,O,X,O,O,X,X,X
LOZSITJ,O,X,O,O,X,X,X
LOZSIJT,O,X,O,O,X,X,X
LOZSJTI,O,X,O,O,X,X,X
LOZSJIT,O,X,O,O,X,X,X
JTILSZO,O,O,O,X,X,X,X
JTILSOZ,O,X,O,X,X,X,X
JTILZSO,O,O,O,X,O,O,X
JTILZOS,O,O,O,X,X,X,O
JTILOSZ,X,O,O,X,X,X,X
JTILOZS,O,O,O,X,X,X,X
JTISLZO,O,O,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X,X
JTISZLO,O,O,X,X,O,O,X
JTISZOL,O,O,X,X,O,O,O
JTISOLZ,O,O,X,X,X,X,X
JTISOZL,O,O,X,O,O,X,X
JTIZLSO,O,O,O,X,O,O,X
JTIZLOS,X,O,O,X,X,X,O
JTIZSLO,O,O,O,X,O,O,X
JTIZSOL,O,O,O,X,O,O,O
JTIZOLS,X,O,O,O,X,X,O
JTIZOSL,O,O,O,O,O,O,O
JTIOLSZ,X,O,X,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,X
JTIOSZL,X,O,O,O,X,X,X
JTIOZLS,X,O,O,O,X,X,O
JTIOZSL,X,O,O,O,O,O,O
JTLISZO,O,O,O,X,X,X,X
JTLISOZ,O,X,O,X,X,X,X
JTLIZSO,O,O,O,X,O,O,X
JTLIZOS,O,O,O,X,X,X,O
JTLIOSZ,X,O,O,X,X,X,X
JTLIOZS,O,O,O,X,X,X,X
JTLSIZO,O,O,O,X,X,X,X
JTLSIOZ,O,X,O,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X
JTLSOIZ,O,X,O,X,X,X,X
JTLSOZI,O,X,O,X,X,X,X
JTLZISO,O,O,O,X,O,O,X
JTLZIOS,O,O,O,X,X,X,O
JTLZSIO,O,O,O,X,O,O,X
JTLZSOI,O,O,O,X,O,O,X
JTLZOIS,O,O,O,X,X,X,O
JTLZOSI,O,O,O,X,X,X,X
JTLOISZ,X,O,O,X,X,X,X
JTLOIZS,O,O,O,X,X,X,X
JTLOSIZ,X,O,O,X,X,X,X
JTLOSZI,X,O,O,X,X,X,X
JTLOZIS,O,O,O,X,X,X,X
JTLOZSI,O,O,O,X,X,X,X
JTSILZO,O,O,X,X,X,X,X
JTSILOZ,O,X,X,X,X,X,X
JTSIZLO,O,O,X,X,O,O,X
JTSIZOL,O,O,X,X,O,O,O
JTSIOLZ,O,O,X,X,X,X,X
JTSIOZL,O,O,X,O,O,X,X
JTSLIZO,O,O,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,X,X
JTSLZIO,O,O,X,X,X,X,X
JTSLZOI,O,O,X,X,X,X,X
JTSLOIZ,O,X,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X
JTSZILO,O,O,X,X,O,O,X
JTSZIOL,O,O,X,X,O,O,O
JTSZLIO,O,O,X,X,O,O,X
JTSZLOI,O,O,X,X,O,O,X
JTSZOIL,O,O,X,X,O,O,O
JTSZOLI,O,O,X,X,O,O,X
JTSOILZ,O,O,X,X,X,X,X
JTSOIZL,O,O,X,O,O,X,X
JTSOLIZ,O,O,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X
JTSOZIL,O,O,X,O,O,X,X
JTSOZLI,O,O,X,O,O,X,X
JTZILSO,O,O,O,X,O,O,X
JTZILOS,X,O,O,X,X,X,O
JTZISLO,O,O,O,X,O,O,X
JTZISOL,O,O,O,X,O,O,O
JTZIOLS,X,O,O,O,X,X,O
JTZIOSL,O,O,O,O,O,O,O
JTZLISO,O,O,O,X,O,O,X
JTZLIOS,X,O,O,X,X,X,O
JTZLSIO,O,O,O,X,O,O,X
JTZLSOI,O,O,O,X,O,O,X
JTZLOIS,X,O,O,X,X,X,O
JTZLOSI,X,O,O,X,X,X,X
JTZSILO,O,O,O,X,O,O,X
JTZSIOL,O,O,O,X,O,O,O
JTZSLIO,O,O,O,X,O,O,X
JTZSLOI,O,O,O,X,O,O,X
JTZSOIL,O,O,O,X,O,O,O
JTZSOLI,O,O,O,X,O,O,X
JTZOILS,X,O,O,O,X,X,O
JTZOISL,O,O,O,O,O,O,O
JTZOLIS,X,O,O,O,X,X,O
JTZOLSI,X,O,O,O,X,X,X
JTZOSIL,O,O,O,O,O,O,O
JTZOSLI,O,O,O,O,O,O,X
JTOILSZ,X,O,X,X,X,X,X
JTOILZS,X,O,O,X,X,X,X
JTOISLZ,X,O,X,X,X,X,X
JTOISZL,X,O,O,O,X,X,X
JTOIZLS,X,O,O,O,X,X,O
JTOIZSL,X,O,O,O,O,O,O
JTOLISZ,X,O,X,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X
JTOLSIZ,X,O,X,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X
JTOSILZ,X,O,X,X,X,X,X
JTOSIZL,X,O,O,O,X,X,X
JTOSLIZ,X,O,X,X,X,X,X
JTOSLZI,X,O,X,X,X,X,X
JTOSZIL,X,O,O,O,X,X,X
JTOSZLI,X,O,O,O,X,X,X
JTOZILS,X,O,O,O,X,X,O
JTOZISL,X,O,O,O,O,O,O
JTOZLIS,X,O,O,O,X,X,O
JTOZLSI,X,O,O,O,X,X,X
JTOZSIL,X,O,O,O,O,O,O
JTOZSLI,X,O,O,O,O,O,X
JITLSZO,O,O,O,X,X,X,X
JITLSOZ,O,X,O,X,X,X,X
JITLZSO,O,O,O,X,O,O,X
JITLZOS,O,O,O,X,X,X,O
JITLOSZ,X,O,O,X,X,X,X
JITLOZS,O,O,O,X,X,X,X
JITSLZO,O,O,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X
JITSZLO,O,O,X,X,O,O,X
JITSZOL,O,O,X,X,O,O,O
JITSOLZ,O,O,X,X,X,X,X
JITSOZL,O,O,X,O,O,X,X
JITZLSO,O,O,O,X,O,O,X
JITZLOS,X,O,O,X,X,X,O
JITZSLO,O,O,O,X,O,O,X
JITZSOL,O,O,O,X,O,O,O
JITZOLS,X,O,O,O,X,X,O
JITZOSL,O,O,O,O,O,O,O
JITOLSZ,X,O,X,X,X,X,X
JITOLZS,X,O,O,X,X,X,X
JITOSLZ,X,O,X,X,X,X,X
JITOSZL,X,O,O,O,X,X,X
JITOZLS,X,O,O,O,X,X,O
JITOZSL,X,O,O,O,O,O,O
JILTSZO,O,O,O,X,X,X,X
JILTSOZ,O,X,O,X,X,X,X
JILTZSO,O,O,O,X,O,O,X
JILTZOS,O,O,O,X,X,X,O
JILTOSZ,X,O,O,X,X,X,X
JILTOZS,O,O,O,X,X,X,X
JILSTZO,O,X,O,X,X,X,X
JILSTOZ,O,X,O,X,X,X,X
JILSZTO,O,X,O,X,O,X,X
JILSZOT,O,X,O,X,O,X,X
JILSOTZ,O,X,O,X,X,X,X
JILSOZT,O,X,O,O,O,X,X
JILZTSO,O,X,O,X,O,O,X
JILZTOS,O,X,O,X,X,X,O
JILZSTO,O,X,O,X,O,O,X
JILZSOT,O,X,O,X,O,O,X
JILZOTS,O,X,O,O,X,X,O
JILZOST,O,X,O,O,X,X,X
JILOTSZ,X,O,O,X,X,X,X
JILOTZS,O,O,O,X,X,X,X
JILOSTZ,O,O,O,X,X,X,X
JILOSZT,O,X,O,O,X,X,X
JILOZTS,O,O,O,O,X,X,O
JILOZST,O,X,O,O,X,X,X
JISTLZO,O,O,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X
JISTZLO,O,O,X,X,O,O,X
JISTZOL,O,O,X,X,O,O,O
JISTOLZ,O,O,X,X,X,X,X
JISTOZL,O,O,X,O,O,X,X
JISLTZO,O,X,O,X,X,X,X
JISLTOZ,O,X,O,X,X,X,X
JISLZTO,O,X,O,X,O,X,X
JISLZOT,O,X,O,X,O,X,X
JISLOTZ,O,X,O,X,X,X,X
JISLOZT,O,X,O,O,O,X,X
JISZTLO,O,X,O,X,O,O,X
JISZTOL,O,X,O,X,O,O,O
JISZLTO,O,X,O,X,O,O,X
JISZLOT,O,X,O,X,O,O,X
JISZOTL,O,X,O,O,O,O,O
JISZOLT,O,X,O,O,O,O,X
JISOTLZ,O,O,X,X,X,X,X
JISOTZL,O,O,O,O,O,X,X
JISOLTZ,O,O,X,X,X,X,X
JISOLZT,O,X,X,O,O,X,X
JISOZTL,O,X,O,O,O,X,O
JISOZLT,O,X,O,O,O,X,X
JIZTLSO,O,O,O,X,O,O,X
JIZTLOS,X,O,O,X,X,X,O
JIZTSLO,O,O,O,X,O,O,X
JIZTSOL,O,O,O,X,O,O,O
JIZTOLS,X,O,O,O,X,X,O
JIZTOSL,O,O,O,O,O,O,O
JIZLTSO,O,X,O,X,O,O,X
JIZLTOS,O,X,O,X,X,X,O
