sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
IJSLTZO,O,O,O,X,O,O,X,X,X
IJSLTOZ,O,O,O,X,O,O,X,X,X
IJSLZTO,O,O,O,X,O,O,X,O,X
IJSLZOT,O,O,O,X,O,O,X,O,X
IJSLOTZ,X,X,O,X,O,O,X,X,X
IJSLOZT,O,O,O,X,O,O,X,X,X
IJSZTLO,O,O,O,X,O,O,X,O,X
IJSZTOL,O,O,O,X,O,O,X,O,X
IJSZLTO,O,O,O,X,O,O,X,O,X
IJSZLOT,O,O,O,X,O,O,X,O,X
IJSZOTL,O,X,O,X,O,O,X,O,X
IJSZOLT,O,O,O,X,O,O,X,O,X
IJSOTLZ,O,X,O,X,O,O,X,X,X
IJSOTZL,O,X,O,X,O,O,X,X,X
IJSOLTZ,X,X,O,X,O,O,X,X,X
IJSOLZT,O,O,O,X,O,O,X,X,X
IJSOZTL,O,X,O,X,O,O,X,O,X
IJSOZLT,O,O,O,X,O,O,X,O,X
IJZTLSO,O,O,O,X,O,O,X,X,X
IJZTLOS,O,O,O,X,O,O,X,X,X
IJZTSLO,O,O,O,X,O,O,X,O,X
IJZTSOL,O,O,O,X,O,O,X,O,X
IJZTOLS,O,O,O,X,O,O,X,X,X
IJZTOSL,O,O,O,X,O,O,X,O,X
IJZLTSO,O,O,O,X,O,O,X,X,X
IJZLTOS,O,O,O,X,X,O,X,X,X
IJZLSTO,O,O,O,X,X,O,X,O,X
IJZLSOT,O,O,O,X,X,O,X,O,X
IJZLOTS,X,X,O,X,X,O,X,X,X
IJZLOST,O,X,O,X,X,O,X,O,O
IJZSTLO,O,O,O,X,O,O,X,O,X
IJZSTOL,O,O,O,X,O,O,X,O,X
IJZSLTO,O,O,O,X,O,O,X,O,X
IJZSLOT,O,O,O,X,O,O,X,O,X
IJZSOTL,O,X,O,X,O,O,X,O,X
IJZSOLT,O,O,O,X,O,O,X,O,X
IJZOTLS,X,X,O,X,O,O,X,X,X
IJZOTSL,X,X,O,X,O,O,X,O,X
IJZOLTS,X,X,O,X,X,O,X,X,X
IJZOLST,O,X,O,X,X,O,X,O,O
IJZOSTL,O,X,O,X,O,O,X,O,X
IJZOSLT,O,X,O,X,O,O,X,O,X
IJOTLSZ,O,X,X,X,O,X,X,X,X
IJOTLZS,O,X,O,X,O,X,X,X,X
IJOTSLZ,O,X,O,X,O,X,X,X,X
IJOTSZL,O,X,O,X,O,O,X,X,X
IJOTZLS,O,X,O,X,O,O,X,X,X
IJOTZSL,O,X,O,X,O,O,X,O,X
IJOLTSZ,O,X,X,X,O,X,X,X,X
IJOLTZS,O,X,O,X,O,X,X,X,X
IJOLSTZ,X,X,O,X,O,O,X,X,X
IJOLSZT,O,X,O,X,O,O,X,X,X
IJOLZTS,X,X,O,X,X,O,X,X,X
IJOLZST,O,X,O,X,X,O,X,O,O
IJOSTLZ,O,X,O,X,O,O,X,X,X
IJOSTZL,O,X,O,X,O,O,X,X,X
IJOSLTZ,X,X,O,X,O,O,X,X,X
IJOSLZT,O,X,O,X,O,O,X,X,X
IJOSZTL,O,X,O,X,O,O,X,O,X
IJOSZLT,O,X,O,X,O,O,X,O,X
IJOZTLS,X,X,O,X,O,O,X,X,X
IJOZTSL,X,X,O,X,O,O,X,O,X
IJOZLTS,X,X,O,X,X,O,X,X,X
IJOZLST,O,X,O,X,X,O,X,O,O
IJOZSTL,O,X,O,X,O,O,X,O,X
IJOZSLT,O,X,O,X,O,O,X,O,X
ISTLJZO,O,O,O,O,O,O,X,X,X
ISTLJOZ,O,O,O,O,O,O,O,X,X
ISTLZJO,O,O,O,O,X,O,O,X,X
ISTLZOJ,O,O,O,O,O,O,O,X,O
ISTLOJZ,X,O,X,X,O,X,O,X,X
ISTLOZJ,X,O,X,O,O,O,O,X,O
ISTJLZO,O,O,O,O,O,O,X,X,X
ISTJLOZ,O,O,O,O,O,O,O,X,X
ISTJZLO,O,O,O,O,O,O,X,X,X
ISTJZOL,O,O,O,O,O,O,X,X,X
ISTJOLZ,O,O,O,O,O,O,O,X,X
ISTJOZL,O,O,O,O,O,O,X,X,X
ISTZLJO,O,O,O,O,X,O,O,X,X
ISTZLOJ,O,O,O,O,O,O,O,X,O
ISTZJLO,O,O,O,O,X,O,O,X,X
ISTZJOL,O,X,O,O,X,O,O,X,X
ISTZOLJ,O,O,O,O,O,O,O,X,O
ISTZOJL,O,O,X,X,X,O,O,X,X
ISTOLJZ,O,O,X,X,O,X,O,X,X
ISTOLZJ,O,O,X,O,O,O,O,X,O
ISTOJLZ,O,O,X,X,O,X,O,X,X
ISTOJZL,O,O,X,X,O,X,X,X,X
ISTOZLJ,O,O,X,O,O,O,O,X,O
ISTOZJL,O,O,X,X,X,O,O,X,X
ISLTJZO,X,O,O,O,X,O,X,X,X
ISLTJOZ,X,O,O,O,X,O,O,X,X
ISLTZJO,X,O,O,O,X,O,O,X,X
ISLTZOJ,X,O,O,O,X,O,O,X,O
ISLTOJZ,X,O,X,X,X,X,O,X,X
ISLTOZJ,X,O,X,O,X,O,O,X,O
ISLJTZO,O,O,O,O,X,O,X,X,O
ISLJTOZ,X,O,O,O,X,O,X,X,O
ISLJZTO,O,O,O,O,X,O,X,X,O
ISLJZOT,O,O,O,X,X,O,X,X,O
ISLJOTZ,X,X,O,O,X,O,X,X,O
ISLJOZT,O,O,O,O,X,O,X,X,O
ISLZTJO,O,O,O,O,X,O,O,X,X
ISLZTOJ,O,O,O,O,X,O,O,X,O
ISLZJTO,O,O,O,O,X,O,X,X,O
ISLZJOT,O,O,O,X,X,O,X,X,O
ISLZOTJ,O,O,O,O,X,O,O,X,O
ISLZOJT,O,O,O,X,X,O,X,X,O
ISLOTJZ,X,X,X,O,X,X,O,X,X
ISLOTZJ,X,O,X,O,X,O,O,X,O
ISLOJTZ,X,X,O,O,X,X,X,X,O
ISLOJZT,X,X,O,O,X,X,X,X,O
ISLOZTJ,X,O,O,O,X,O,O,X,O
ISLOZJT,X,O,O,X,X,O,X,X,O
ISJTLZO,O,O,O,O,O,O,X,X,O
ISJTLOZ,O,O,O,O,O,O,X,X,O
ISJTZLO,O,O,O,O,O,O,X,O,O
ISJTZOL,O,O,O,O,O,O,X,O,O
ISJTOLZ,O,O,O,O,O,O,X,X,O
ISJTOZL,O,O,O,O,O,O,X,X,O
ISJLTZO,O,O,O,O,O,O,X,X,O
ISJLTOZ,O,O,O,O,O,O,X,X,O
ISJLZTO,O,O,O,O,O,O,X,O,O
ISJLZOT,O,O,O,X,O,O,X,O,O
ISJLOTZ,X,X,O,O,O,O,X,X,O
ISJLOZT,O,O,O,O,O,O,X,X,O
ISJZTLO,O,O,O,O,O,O,X,O,O
ISJZTOL,O,O,O,O,O,O,X,O,O
ISJZLTO,O,O,O,O,O,O,X,O,O
ISJZLOT,O,O,O,X,O,O,X,O,O
ISJZOTL,O,X,O,X,O,O,X,O,O
ISJZOLT,O,O,O,X,O,O,X,O,O
ISJOTLZ,O,X,O,O,O,O,X,X,O
ISJOTZL,O,X,O,O,O,O,X,X,O
ISJOLTZ,X,X,O,O,O,O,X,X,O
ISJOLZT,O,O,O,O,O,O,X,X,O
ISJOZTL,O,X,O,O,O,O,X,O,O
ISJOZLT,O,O,O,O,O,O,X,O,O
ISZTLJO,O,O,O,O,O,O,O,X,X
ISZTLOJ,O,O,O,O,O,O,O,X,O
ISZTJLO,O,O,O,O,O,O,O,X,X
ISZTJOL,O,X,O,O,O,O,O,X,X
ISZTOLJ,O,O,O,O,O,O,O,X,O
ISZTOJL,O,O,X,X,O,O,O,X,X
ISZLTJO,O,O,O,O,X,O,O,X,X
ISZLTOJ,O,O,O,O,X,O,O,X,O
ISZLJTO,O,O,O,O,O,O,X,X,O
ISZLJOT,O,O,O,X,O,O,X,X,O
ISZLOTJ,O,O,O,O,X,O,O,X,O
ISZLOJT,O,O,O,X,O,O,X,X,O
ISZJTLO,O,O,O,O,O,O,O,O,O
ISZJTOL,O,O,O,O,O,O,O,O,O
ISZJLTO,O,O,O,O,O,O,O,O,O
ISZJLOT,O,O,O,X,O,O,O,O,O
ISZJOTL,O,X,O,X,O,O,O,O,O
ISZJOLT,O,O,O,X,O,O,O,O,O
ISZOTLJ,O,X,O,O,O,O,O,X,O
ISZOTJL,O,X,X,O,O,O,O,X,X
ISZOLTJ,O,O,O,O,X,O,O,X,O
ISZOLJT,O,O,O,X,O,X,X,X,O
ISZOJTL,X,X,X,X,O,O,O,O,O
ISZOJLT,X,X,X,X,O,O,O,O,O
ISOTLJZ,X,X,O,O,O,X,O,X,X
ISOTLZJ,X,X,O,O,O,O,O,X,O
ISOTJLZ,X,X,O,O,O,X,O,X,X
ISOTJZL,X,X,O,O,O,X,X,X,X
ISOTZLJ,X,X,O,O,O,O,O,X,O
ISOTZJL,X,X,O,O,X,O,O,X,X
ISOLTJZ,X,X,X,O,X,X,O,X,X
ISOLTZJ,X,O,X,O,X,O,O,X,O
ISOLJTZ,X,X,O,O,X,X,X,X,O
ISOLJZT,X,X,O,O,X,X,X,X,O
ISOLZTJ,X,O,O,O,X,O,O,X,O
ISOLZJT,X,O,O,X,X,O,X,X,O
ISOJTLZ,X,X,O,O,O,X,X,X,O
ISOJTZL,X,X,O,O,O,O,X,X,O
ISOJLTZ,X,X,O,O,O,X,X,X,O
ISOJLZT,X,X,O,O,O,O,X,X,O
ISOJZTL,X,X,O,O,O,O,X,X,O
ISOJZLT,X,X,O,O,O,O,X,X,O
ISOZTLJ,X,X,O,O,O,O,O,X,O
ISOZTJL,X,X,O,O,O,O,O,X,X
ISOZLTJ,X,O,O,O,X,O,O,X,O
ISOZLJT,X,O,O,X,O,X,X,X,O
ISOZJTL,X,X,O,X,O,O,O,X,O
ISOZJLT,X,X,O,X,O,O,O,X,O
IZTLJSO,O,X,O,O,X,X,X,X,X
IZTLJOS,X,X,O,O,X,X,X,X,X
IZTLSJO,O,O,O,O,O,X,X,X,X
IZTLSOJ,O,O,O,O,O,X,X,X,X
IZTLOJS,X,X,O,O,X,X,X,X,X
IZTLOSJ,X,O,O,O,X,X,X,X,O
IZTJLSO,X,X,X,O,O,X,X,X,X
IZTJLOS,X,X,X,O,X,O,X,X,X
IZTJSLO,X,X,X,X,O,X,X,X,X
IZTJSOL,X,X,X,X,O,O,X,X,X
IZTJOLS,X,X,X,X,X,O,X,X,X
IZTJOSL,X,X,X,X,O,O,X,X,X
IZTSLJO,O,O,O,O,O,X,X,X,X
IZTSLOJ,O,O,O,O,O,X,X,X,X
IZTSJLO,O,O,O,O,O,X,X,X,X
IZTSJOL,O,X,X,O,O,X,X,X,X
IZTSOLJ,O,O,O,O,O,X,X,X,X
IZTSOJL,O,O,X,X,O,X,X,X,X
IZTOLJS,X,X,O,O,X,X,X,X,X
IZTOLSJ,X,O,O,O,X,X,X,X,O
IZTOJLS,X,X,X,O,X,O,X,X,X
IZTOJSL,X,X,X,X,X,O,X,X,X
IZTOSLJ,X,O,O,O,O,X,X,X,X
IZTOSJL,X,O,O,O,O,X,X,X,X
IZLTJSO,O,X,O,O,X,O,X,X,X
IZLTJOS,X,X,O,O,X,O,X,X,X
IZLTSJO,O,O,O,O,X,X,X,X,X
IZLTSOJ,O,O,O,O,X,X,X,X,X
IZLTOJS,X,X,O,O,X,O,X,X,X
IZLTOSJ,X,O,O,O,X,X,X,X,O
IZLJTSO,O,O,O,X,X,O,X,X,X
IZLJTOS,X,O,O,X,X,O,X,X,X
IZLJSTO,O,O,O,X,X,O,X,X,X
IZLJSOT,O,O,O,X,X,O,X,X,X
IZLJOTS,X,X,O,X,X,O,X,X,X
IZLJOST,O,X,O,X,X,O,X,X,O
IZLSTJO,O,O,O,O,X,O,X,X,X
IZLSTOJ,O,O,O,O,X,O,X,X,O
IZLSJTO,O,O,O,O,X,O,X,X,O
IZLSJOT,O,O,O,X,X,O,X,X,O
IZLSOTJ,O,O,O,O,X,O,X,X,O
IZLSOJT,O,O,O,X,X,O,X,X,O
IZLOTJS,X,X,O,O,X,O,X,X,X
IZLOTSJ,X,X,O,O,X,X,X,X,O
IZLOJTS,X,X,O,X,X,O,X,X,X
IZLOJST,O,X,O,X,X,O,X,X,O
IZLOSTJ,O,X,O,O,X,O,X,X,O
IZLOSJT,O,X,O,X,X,O,X,X,O
IZJTLSO,O,O,O,X,O,O,X,X,X
IZJTLOS,X,O,O,X,X,O,X,X,X
IZJTSLO,O,O,O,X,O,O,X,O,X
IZJTSOL,O,O,O,X,O,O,X,O,X
IZJTOLS,X,O,O,X,X,O,X,X,X
IZJTOSL,X,O,O,X,O,O,X,O,X
IZJLTSO,O,O,O,X,O,O,X,X,X
IZJLTOS,X,O,O,X,X,O,X,X,X
IZJLSTO,O,O,O,X,X,O,X,O,X
IZJLSOT,O,O,O,X,X,O,X,O,X
IZJLOTS,X,X,O,X,X,O,X,X,X
IZJLOST,O,X,O,X,X,O,X,O,O
IZJSTLO,O,O,O,X,O,O,X,O,X
IZJSTOL,O,O,O,X,O,O,X,O,X
IZJSLTO,O,O,O,X,X,O,X,O,X
IZJSLOT,O,O,O,X,X,O,X,O,X
IZJSOTL,O,X,O,X,X,O,X,O,X
IZJSOLT,O,O,O,X,X,O,X,O,X
IZJOTLS,X,X,O,X,X,O,X,X,X
IZJOTSL,X,X,O,X,O,O,X,O,X
IZJOLTS,X,X,O,X,X,O,X,X,X
IZJOLST,O,X,O,X,X,O,X,O,O
IZJOSTL,O,X,O,X,X,O,X,O,X
IZJOSLT,O,X,O,X,X,O,X,O,X
IZSTLJO,O,O,O,O,X,X,X,X,X
IZSTLOJ,O,O,O,O,X,O,X,X,O
IZSTJLO,O,O,O,O,X,O,X,X,X
IZSTJOL,O,X,O,O,X,O,X,X,X
IZSTOLJ,O,O,O,O,X,O,X,X,O
IZSTOJL,O,O,X,X,X,O,X,X,X
IZSLTJO,O,O,O,O,X,X,X,X,X
IZSLTOJ,O,O,O,O,X,O,X,X,O
IZSLJTO,O,O,O,O,X,X,X,X,O
IZSLJOT,O,O,O,X,X,X,X,X,O
IZSLOTJ,O,O,O,O,X,O,X,X,O
IZSLOJT,O,O,O,X,X,X,X,X,O
IZSJTLO,O,O,O,O,X,O,X,O,O
IZSJTOL,O,O,O,O,X,O,X,O,O
IZSJLTO,O,O,O,O,X,O,X,O,O
IZSJLOT,O,O,O,X,X,O,X,O,O
IZSJOTL,O,X,O,X,X,O,X,O,O
IZSJOLT,O,O,O,X,X,O,X,O,O
IZSOTLJ,O,X,O,O,X,O,X,X,O
IZSOTJL,O,X,O,O,X,O,X,X,X
IZSOLTJ,O,O,O,O,X,O,X,X,O
IZSOLJT,O,O,O,X,X,X,X,X,O
IZSOJTL,X,X,O,X,X,O,X,O,O
IZSOJLT,X,X,O,X,X,O,X,O,O
IZOTLJS,X,X,O,O,X,X,X,X,X
IZOTLSJ,X,X,O,O,X,X,X,X,O
IZOTJLS,X,X,X,O,X,O,X,X,X
IZOTJSL,X,X,X,X,X,O,X,X,X
IZOTSLJ,X,X,O,O,X,X,X,X,X
IZOTSJL,X,X,O,O,X,X,X,X,X
IZOLTJS,X,X,O,O,X,O,X,X,X
IZOLTSJ,X,X,O,O,X,X,X,X,O
IZOLJTS,X,X,O,X,X,O,X,X,X
IZOLJST,O,X,O,X,X,O,X,X,O
IZOLSTJ,O,X,O,O,X,O,X,X,O
IZOLSJT,O,X,O,X,X,O,X,X,O
IZOJTLS,X,X,O,X,X,O,X,X,X
IZOJTSL,X,X,O,X,X,O,X,O,X
IZOJLTS,X,X,O,X,X,O,X,X,X
IZOJLST,X,X,O,X,X,O,X,O,O
IZOJSTL,X,X,O,X,X,O,X,O,X
IZOJSLT,X,X,O,X,X,O,X,O,X
IZOSTLJ,O,X,O,O,X,O,X,X,O
IZOSTJL,O,X,O,O,X,O,X,X,X
IZOSLTJ,O,X,O,O,X,O,X,X,O
IZOSLJT,O,X,O,X,X,X,X,X,O
IZOSJTL,X,X,O,X,X,O,X,O,O
IZOSJLT,X,X,O,X,X,O,X,O,O
IOTLJSZ,X,X,X,X,O,X,O,X,X
IOTLJZS,X,X,X,O,O,X,X,X,X
IOTLSJZ,X,X,X,O,O,X,O,X,X
IOTLSZJ,X,X,X,O,X,X,O,X,X
IOTLZJS,X,X,X,O,O,X,X,X,X
IOTLZSJ,X,X,X,O,X,X,O,X,O
IOTJLSZ,X,X,X,X,O,X,O,X,X
IOTJLZS,X,X,X,O,O,X,X,X,X
IOTJSLZ,X,X,X,X,O,X,X,X,X
IOTJSZL,X,X,X,X,X,X,X,X,X
IOTJZLS,X,X,X,O,O,X,X,X,X
IOTJZSL,X,X,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,O,O,X,O,X,X
IOTSLZJ,X,X,X,O,X,X,O,X,X
IOTSJLZ,X,X,X,O,X,X,O,X,X
IOTSJZL,X,X,X,O,X,X,X,X,X
IOTSZLJ,X,X,X,O,X,X,O,X,X
IOTSZJL,X,X,X,O,X,X,O,X,X
IOTZLJS,X,X,X,O,O,X,X,X,X
IOTZLSJ,X,X,X,O,X,X,O,X,O
IOTZJLS,X,X,X,O,X,X,X,X,X
IOTZJSL,X,X,X,X,X,X,X,X,X
IOTZSLJ,X,X,X,O,X,X,X,X,X
IOTZSJL,X,X,X,O,X,X,X,X,X
IOLTJSZ,X,X,X,X,X,X,O,X,X
IOLTJZS,X,X,X,O,X,X,X,X,X
IOLTSJZ,X,X,X,O,X,X,O,X,X
IOLTSZJ,X,X,X,O,X,X,O,X,X
IOLTZJS,X,X,X,O,X,X,X,X,X
IOLTZSJ,X,X,X,O,X,X,O,X,O
IOLJTSZ,X,X,X,X,X,X,X,X,X
IOLJTZS,X,X,O,X,X,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,O,X,X,X,X,X,X
IOLJZTS,X,X,O,X,X,X,X,X,X
IOLJZST,X,X,O,X,X,X,X,X,O
IOLSTJZ,X,X,X,O,X,X,O,X,X
IOLSTZJ,X,X,X,O,X,X,O,X,O
IOLSJTZ,X,X,X,O,X,X,X,X,O
IOLSJZT,X,X,X,O,X,X,X,X,O
IOLSZTJ,X,X,X,O,X,X,O,X,O
IOLSZJT,X,X,X,X,X,X,X,X,O
IOLZTJS,X,X,O,O,X,X,X,X,X
IOLZTSJ,X,X,O,O,X,X,X,X,O
IOLZJTS,X,X,O,X,X,X,X,X,X
IOLZJST,X,X,O,X,X,X,X,X,O
IOLZSTJ,X,X,O,O,X,X,X,X,O
IOLZSJT,X,X,O,X,X,X,X,X,O
IOJTLSZ,X,X,X,X,O,X,X,X,X
IOJTLZS,X,X,O,X,O,X,X,X,X
IOJTSLZ,X,X,O,X,O,X,X,X,X
IOJTSZL,X,X,O,X,O,O,X,X,X
IOJTZLS,X,X,O,X,O,O,X,X,X
IOJTZSL,X,X,O,X,X,O,X,O,X
IOJLTSZ,X,X,X,X,O,X,X,X,X
IOJLTZS,X,X,O,X,O,X,X,X,X
IOJLSTZ,X,X,O,X,O,X,X,X,X
IOJLSZT,X,X,O,X,O,O,X,X,X
IOJLZTS,X,X,O,X,X,O,X,X,X
IOJLZST,X,X,O,X,X,O,X,O,O
IOJSTLZ,X,X,O,X,O,X,X,X,X
IOJSTZL,X,X,O,X,O,O,X,X,X
IOJSLTZ,X,X,O,X,O,X,X,X,X
IOJSLZT,X,X,O,X,O,O,X,X,X
IOJSZTL,X,X,O,X,O,O,X,O,X
IOJSZLT,X,X,O,X,O,O,X,O,X
IOJZTLS,X,X,O,X,O,O,X,X,X
IOJZTSL,X,X,O,X,X,O,X,O,X
IOJZLTS,X,X,O,X,X,O,X,X,X
IOJZLST,X,X,O,X,X,O,X,O,O
IOJZSTL,X,X,O,X,O,O,X,O,X
IOJZSLT,X,X,O,X,O,O,X,O,X
IOSTLJZ,X,X,O,O,O,X,O,X,X
IOSTLZJ,X,X,O,O,O,X,O,X,O
IOSTJLZ,X,X,O,O,O,X,O,X,X
IOSTJZL,X,X,O,O,O,X,X,X,X
IOSTZLJ,X,X,O,O,O,O,O,X,O
IOSTZJL,X,X,O,O,X,O,O,X,X
IOSLTJZ,X,X,X,O,X,X,O,X,X
IOSLTZJ,X,X,X,O,X,X,O,X,O
IOSLJTZ,X,X,O,O,X,X,X,X,O
IOSLJZT,X,X,O,O,X,X,X,X,O
IOSLZTJ,X,X,O,O,X,O,O,X,O
IOSLZJT,X,X,O,X,X,X,X,X,O
IOSJTLZ,X,X,O,O,O,X,X,X,O
IOSJTZL,X,X,O,O,O,O,X,X,O
IOSJLTZ,X,X,O,O,O,X,X,X,O
IOSJLZT,X,X,O,O,O,O,X,X,O
IOSJZTL,X,X,O,O,O,O,X,X,O
IOSJZLT,X,X,O,O,O,O,X,X,O
IOSZTLJ,X,X,O,O,O,O,O,X,O
IOSZTJL,X,X,O,O,O,O,O,X,X
IOSZLTJ,X,X,O,O,X,O,O,X,O
IOSZLJT,X,X,O,X,O,X,X,X,O
IOSZJTL,X,X,O,X,O,O,O,X,O
IOSZJLT,X,X,O,X,O,O,O,X,O
IOZTLJS,X,X,O,O,X,X,X,X,X
IOZTLSJ,X,X,O,O,X,X,X,X,O
IOZTJLS,X,X,X,O,X,O,X,X,X
IOZTJSL,X,X,X,X,X,O,X,X,X
IOZTSLJ,X,X,O,O,X,X,X,X,X
IOZTSJL,X,X,O,O,X,X,X,X,X
IOZLTJS,X,X,O,O,X,O,X,X,X
IOZLTSJ,X,X,O,O,X,X,X,X,O
IOZLJTS,X,X,O,X,X,O,X,X,X
IOZLJST,X,X,O,X,X,O,X,X,O
IOZLSTJ,X,X,O,O,X,O,X,X,O
IOZLSJT,X,X,O,X,X,O,X,X,O
IOZJTLS,X,X,O,X,X,O,X,X,X
IOZJTSL,X,X,O,X,X,O,X,O,X
IOZJLTS,X,X,O,X,X,O,X,X,X
IOZJLST,X,X,O,X,X,O,X,O,O
IOZJSTL,X,X,O,X,X,O,X,O,X
IOZJSLT,X,X,O,X,X,O,X,O,X
IOZSTLJ,X,X,O,O,X,O,X,X,O
IOZSTJL,X,X,O,O,X,O,X,X,X
IOZSLTJ,X,X,O,O,X,O,X,X,O
IOZSLJT,X,X,O,X,X,X,X,X,O
IOZSJTL,X,X,O,X,X,O,X,O,O
IOZSJLT,X,X,O,X,X,O,X,O,O
LTIJSZO,O,O,X,X,X,X,X,X,X
LTIJSOZ,O,O,X,X,O,X,O,X,X
LTIJZSO,O,O,X,O,X,X,X,X,X
LTIJZOS,O,O,X,O,O,X,X,X,X
LTIJOSZ,O,O,X,X,O,X,O,X,X
LTIJOZS,O,O,X,X,O,X,X,X,X
LTISJZO,O,O,X,O,X,X,X,X,X
LTISJOZ,O,O,X,O,O,X,O,X,X
LTISZJO,O,O,X,O,X,X,O,X,X
LTISZOJ,O,O,X,O,O,X,O,X,X
LTISOJZ,X,O,X,X,O,X,O,X,X
LTISOZJ,X,O,X,O,O,X,O,X,X
LTIZJSO,X,X,X,O,X,X,X,X,X
LTIZJOS,X,X,X,O,X,X,X,X,X
LTIZSJO,X,O,X,O,O,X,X,X,X
LTIZSOJ,X,O,X,O,O,X,O,X,X
LTIZOJS,X,X,X,O,O,X,X,X,X
LTIZOSJ,X,O,X,O,X,X,O,X,O
LTIOJSZ,O,O,X,X,O,X,O,X,X
LTIOJZS,O,O,X,O,O,X,X,X,X
LTIOSJZ,O,O,X,O,O,X,O,X,X
LTIOSZJ,O,O,X,O,X,X,O,X,X
LTIOZJS,X,X,X,O,O,X,X,X,X
LTIOZSJ,X,O,X,O,X,X,O,X,O
LTJISZO,O,O,O,X,O,O,X,X,X
LTJISOZ,O,O,O,X,O,O,O,X,X
LTJIZSO,O,O,O,O,O,O,X,X,X
LTJIZOS,O,O,O,O,O,O,X,X,X
LTJIOSZ,O,O,X,X,O,X,O,X,X
LTJIOZS,O,O,O,X,O,X,X,X,X
LTJSIZO,O,O,O,O,O,O,X,X,X
LTJSIOZ,O,O,O,O,O,O,O,X,X
LTJSZIO,O,O,O,O,O,O,O,X,X
LTJSZOI,O,O,O,O,O,O,O,X,X
LTJSOIZ,O,O,O,O,O,O,O,X,X
LTJSOZI,O,O,O,O,O,O,O,X,X
LTJZISO,O,O,O,O,O,O,X,X,X
LTJZIOS,O,O,O,O,O,O,X,X,X
LTJZSIO,O,O,X,O,O,O,X,X,X
LTJZSOI,O,O,X,O,O,O,X,X,X
LTJZOIS,O,O,X,O,O,O,X,X,X
LTJZOSI,O,O,X,O,X,O,X,X,X
LTJOISZ,O,O,X,X,O,X,O,X,X
LTJOIZS,O,O,O,O,O,X,X,X,X
LTJOSIZ,O,O,X,O,O,X,O,X,X
LTJOSZI,O,O,X,O,X,X,O,X,X
LTJOZIS,O,O,O,O,O,X,X,X,X
LTJOZSI,O,O,X,O,X,X,X,X,X
LTSIJZO,O,O,O,O,O,O,X,X,X
LTSIJOZ,O,O,O,O,O,O,O,X,X
LTSIZJO,O,O,O,O,X,O,O,X,X
LTSIZOJ,O,O,O,O,O,O,O,X,O
LTSIOJZ,X,O,X,X,O,X,O,X,X
LTSIOZJ,X,O,X,O,O,O,O,X,O
LTSJIZO,O,O,O,O,O,O,X,X,O
LTSJIOZ,O,O,O,O,O,O,O,X,O
LTSJZIO,O,O,O,O,O,O,O,X,O
LTSJZOI,O,O,O,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,O,O,O,X,O
LTSJOZI,O,O,O,O,O,O,O,X,O
LTSZIJO,O,O,O,O,X,O,O,X,X
LTSZIOJ,O,O,O,O,O,O,O,X,O
LTSZJIO,O,O,O,O,O,O,O,X,O
LTSZJOI,O,O,O,O,O,O,O,X,O
LTSZOIJ,O,O,O,O,O,O,O,X,O
LTSZOJI,O,O,O,O,O,O,O,X,O
LTSOIJZ,O,O,X,O,O,X,O,X,X
LTSOIZJ,O,O,X,O,O,O,O,X,O
LTSOJIZ,O,O,O,O,O,O,O,X,O
LTSOJZI,O,O,O,O,O,O,O,X,O
LTSOZIJ,O,O,O,O,O,O,O,X,O
LTSOZJI,O,O,O,O,O,O,O,X,O
LTZIJSO,O,X,O,O,X,O,X,X,X
LTZIJOS,X,X,O,O,X,O,X,X,X
LTZISJO,O,O,O,O,O,X,X,X,X
LTZISOJ,O,O,O,O,O,X,O,X,X
LTZIOJS,X,X,O,O,O,O,X,X,X
LTZIOSJ,X,O,O,O,X,X,O,X,O
LTZJISO,O,O,O,O,O,O,X,X,X
LTZJIOS,O,O,O,O,O,O,X,X,X
LTZJSIO,O,O,X,O,O,O,X,X,X
LTZJSOI,O,O,X,O,O,O,X,X,X
LTZJOIS,O,O,X,O,O,O,X,X,X
LTZJOSI,O,O,X,O,X,O,X,X,X
LTZSIJO,O,O,X,O,O,O,O,X,X
LTZSIOJ,O,O,X,O,O,O,O,X,O
LTZSJIO,O,O,X,O,O,O,O,X,O
LTZSJOI,O,O,X,O,O,O,O,X,O
