sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
JSLTIOZ,O,O,O,O,O,O,O,X,O
JSLTZIO,O,O,O,O,O,O,O,X,O
JSLTZOI,O,O,O,O,O,O,O,X,O
JSLTOIZ,O,O,O,O,O,O,O,X,O
JSLTOZI,O,O,O,O,O,O,O,X,O
JSLITZO,O,O,O,O,O,O,X,X,O
JSLITOZ,O,O,O,O,O,O,X,X,O
JSLIZTO,O,O,O,O,O,O,X,O,O
JSLIZOT,O,O,O,X,O,O,X,O,O
JSLIOTZ,X,X,O,O,O,O,X,X,O
JSLIOZT,O,O,O,O,O,O,X,X,O
JSLZTIO,O,O,O,O,O,O,O,O,O
JSLZTOI,O,O,O,O,O,O,O,O,O
JSLZITO,O,O,O,O,O,O,X,O,O
JSLZIOT,O,O,O,X,O,O,X,O,O
JSLZOTI,X,O,O,O,O,O,O,O,O
JSLZOIT,O,O,O,O,O,O,X,O,O
JSLOTIZ,X,O,O,O,O,O,O,X,O
JSLOTZI,X,O,O,O,O,O,O,X,O
JSLOITZ,X,X,O,O,O,O,X,X,O
JSLOIZT,O,O,O,O,O,O,X,X,O
JSLOZTI,X,O,O,O,O,O,O,X,O
JSLOZIT,O,O,O,O,O,O,X,X,O
JSZTILO,O,O,O,O,O,O,O,O,O
JSZTIOL,O,O,O,O,O,O,O,O,O
JSZTLIO,O,O,O,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O,O,O,O
JSZTOIL,O,O,O,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O,O,O,O
JSZITLO,O,O,O,O,O,O,O,O,O
JSZITOL,O,O,O,O,O,O,O,O,O
JSZILTO,O,O,O,O,O,O,O,O,O
JSZILOT,O,O,O,X,O,O,O,O,O
JSZIOTL,O,X,O,X,O,O,O,O,O
JSZIOLT,O,O,O,X,O,O,O,O,O
JSZLTIO,O,O,O,O,O,O,O,O,O
JSZLTOI,O,O,O,O,O,O,O,O,O
JSZLITO,O,O,O,O,O,O,O,O,O
JSZLIOT,O,O,O,X,O,O,O,O,O
JSZLOTI,X,O,O,O,O,O,O,O,O
JSZLOIT,O,O,O,O,O,O,O,O,O
JSZOTIL,O,O,O,O,O,O,O,O,O
JSZOTLI,O,O,O,O,O,O,O,O,O
JSZOITL,O,X,O,O,O,O,O,O,O
JSZOILT,O,O,O,O,O,O,O,O,O
JSZOLTI,X,O,O,O,O,O,O,O,O
JSZOLIT,O,O,O,O,O,O,O,O,O
JSOTILZ,O,O,O,O,O,O,O,X,O
JSOTIZL,O,O,O,O,O,O,X,X,O
JSOTLIZ,O,O,O,O,O,O,O,X,O
JSOTLZI,O,O,O,O,O,O,O,X,O
JSOTZIL,O,O,O,O,O,O,O,X,O
JSOTZLI,O,O,O,O,O,O,O,X,O
JSOITLZ,O,X,O,O,O,O,X,X,O
JSOITZL,O,X,O,O,O,O,X,X,O
JSOILTZ,X,X,O,O,O,O,X,X,O
JSOILZT,O,O,O,O,O,O,X,X,O
JSOIZTL,O,X,O,O,O,O,X,O,O
JSOIZLT,O,O,O,O,O,O,X,O,O
JSOLTIZ,X,O,O,O,O,O,O,X,O
JSOLTZI,X,O,O,O,O,O,O,X,O
JSOLITZ,X,X,O,O,O,O,X,X,O
JSOLIZT,O,O,O,O,O,O,X,X,O
JSOLZTI,X,O,O,O,O,O,O,X,O
JSOLZIT,O,O,O,O,O,O,X,X,O
JSOZTIL,O,O,O,O,O,O,O,O,O
JSOZTLI,O,O,O,O,O,O,O,O,O
JSOZITL,O,X,O,O,O,O,O,O,O
JSOZILT,O,O,O,O,O,O,O,O,O
JSOZLTI,X,O,O,O,O,O,O,O,O
JSOZLIT,O,O,O,O,O,O,O,O,O
JZTILSO,O,O,O,O,O,O,X,X,X
JZTILOS,O,O,O,O,O,O,X,X,X
JZTISLO,O,O,O,X,O,O,X,O,X
JZTISOL,O,O,O,X,O,O,X,O,X
JZTIOLS,O,O,O,X,O,O,X,X,X
JZTIOSL,O,O,O,X,O,O,X,O,X
JZTLISO,O,O,O,O,O,O,X,X,X
JZTLIOS,O,O,O,O,O,O,X,X,X
JZTLSIO,O,O,X,O,O,O,X,X,X
JZTLSOI,O,O,X,O,O,O,X,X,X
JZTLOIS,O,O,X,O,O,O,X,X,X
JZTLOSI,O,O,X,O,X,O,X,X,X
JZTSILO,O,O,O,O,O,O,X,O,X
JZTSIOL,O,O,O,O,O,O,X,O,X
JZTSLIO,O,O,O,O,O,O,X,O,X
JZTSLOI,O,O,O,O,O,O,X,O,X
JZTSOIL,O,O,O,O,O,O,X,O,X
JZTSOLI,O,O,O,O,O,O,X,O,X
JZTOILS,O,O,O,O,O,O,X,X,X
JZTOISL,O,O,O,X,O,O,X,O,X
JZTOLIS,O,O,O,O,O,O,X,X,X
JZTOLSI,O,O,X,O,X,O,X,X,X
JZTOSIL,O,O,O,O,O,O,X,O,X
JZTOSLI,O,O,O,O,O,O,X,O,X
JZITLSO,O,O,O,X,O,O,X,X,X
JZITLOS,O,O,O,X,O,O,X,X,X
JZITSLO,O,O,O,X,O,O,X,O,X
JZITSOL,O,O,O,X,O,O,X,O,X
JZITOLS,O,O,O,X,O,O,X,X,X
JZITOSL,O,O,O,X,O,O,X,O,X
JZILTSO,O,O,O,X,O,O,X,X,X
JZILTOS,O,O,O,X,X,O,X,X,X
JZILSTO,O,O,O,X,X,O,X,O,X
JZILSOT,O,O,O,X,X,O,X,O,X
JZILOTS,X,X,O,X,X,O,X,X,X
JZILOST,O,X,O,X,X,O,X,O,O
JZISTLO,O,O,O,X,O,O,X,O,X
JZISTOL,O,O,O,X,O,O,X,O,X
JZISLTO,O,O,O,X,O,O,X,O,X
JZISLOT,O,O,O,X,O,O,X,O,X
JZISOTL,O,X,O,X,O,O,X,O,X
JZISOLT,O,O,O,X,O,O,X,O,X
JZIOTLS,X,X,O,X,O,O,X,X,X
JZIOTSL,X,X,O,X,O,O,X,O,X
JZIOLTS,X,X,O,X,X,O,X,X,X
JZIOLST,O,X,O,X,X,O,X,O,O
JZIOSTL,O,X,O,X,O,O,X,O,X
JZIOSLT,O,X,O,X,O,O,X,O,X
JZLTISO,O,O,O,O,O,O,X,X,X
JZLTIOS,O,O,O,O,X,O,X,X,X
JZLTSIO,O,O,X,O,O,O,X,X,X
JZLTSOI,O,O,X,O,O,O,X,X,X
JZLTOIS,O,O,X,O,X,O,X,X,X
JZLTOSI,O,O,X,O,X,O,X,X,X
JZLITSO,O,O,O,X,O,O,X,X,X
JZLITOS,O,O,O,X,X,O,X,X,X
JZLISTO,O,O,O,X,X,O,X,O,X
JZLISOT,O,O,O,X,X,O,X,O,X
JZLIOTS,X,X,O,X,X,O,X,X,X
JZLIOST,O,X,O,X,X,O,X,O,O
JZLSTIO,O,O,O,O,X,O,X,O,O
JZLSTOI,O,O,O,O,X,O,X,O,O
JZLSITO,O,O,O,O,X,O,X,O,O
JZLSIOT,O,O,O,X,X,O,X,O,O
JZLSOTI,X,O,O,O,X,O,X,O,O
JZLSOIT,O,O,O,X,X,O,X,O,O
JZLOTIS,X,O,O,O,X,O,X,X,X
JZLOTSI,X,O,X,O,X,O,X,X,X
JZLOITS,X,X,O,X,X,O,X,X,X
JZLOIST,O,X,O,X,X,O,X,O,O
JZLOSTI,X,O,O,O,X,O,X,O,O
JZLOSIT,X,O,O,X,X,O,X,O,O
JZSTILO,O,O,O,O,O,O,X,O,O
JZSTIOL,O,O,O,O,O,O,X,O,O
JZSTLIO,O,O,O,O,O,O,X,O,O
JZSTLOI,O,O,O,O,O,O,X,O,O
JZSTOIL,O,O,O,O,O,O,X,O,O
JZSTOLI,O,O,O,O,O,O,X,O,O
JZSITLO,O,O,O,O,O,O,X,O,O
JZSITOL,O,O,O,O,O,O,X,O,O
JZSILTO,O,O,O,O,O,O,X,O,O
JZSILOT,O,O,O,X,O,O,X,O,O
JZSIOTL,O,X,O,X,O,O,X,O,O
JZSIOLT,O,O,O,X,O,O,X,O,O
JZSLTIO,O,O,O,O,O,O,X,O,O
JZSLTOI,O,O,O,O,O,O,X,O,O
JZSLITO,O,O,O,O,O,O,X,O,O
JZSLIOT,O,O,O,X,O,O,X,O,O
JZSLOTI,X,O,O,O,O,O,X,O,O
JZSLOIT,O,O,O,X,O,O,X,O,O
JZSOTIL,O,O,O,O,O,O,X,O,O
JZSOTLI,O,O,O,O,O,O,X,O,O
JZSOITL,O,X,O,X,O,O,X,O,O
JZSOILT,O,O,O,X,O,O,X,O,O
JZSOLTI,X,O,O,O,O,O,X,O,O
JZSOLIT,O,O,O,X,O,O,X,O,O
JZOTILS,X,O,O,O,O,O,X,X,X
JZOTISL,X,O,O,X,O,O,X,O,X
JZOTLIS,X,O,O,O,O,O,X,X,X
JZOTLSI,X,O,X,O,X,O,X,X,X
JZOTSIL,X,O,O,O,O,O,X,O,X
JZOTSLI,X,O,O,O,O,O,X,O,X
JZOITLS,X,X,O,X,O,O,X,X,X
JZOITSL,X,X,O,X,O,O,X,O,X
JZOILTS,X,X,O,X,X,O,X,X,X
JZOILST,O,X,O,X,X,O,X,O,O
JZOISTL,O,X,O,X,O,O,X,O,X
JZOISLT,O,X,O,X,O,O,X,O,X
JZOLTIS,X,O,O,O,X,O,X,X,X
JZOLTSI,X,O,X,O,X,O,X,X,X
JZOLITS,X,X,O,X,X,O,X,X,X
JZOLIST,O,X,O,X,X,O,X,O,O
JZOLSTI,X,O,O,O,X,O,X,O,O
JZOLSIT,X,O,O,X,X,O,X,O,O
JZOSTIL,O,O,O,O,O,O,X,O,O
JZOSTLI,O,O,O,O,O,O,X,O,O
JZOSITL,O,X,O,X,O,O,X,O,O
JZOSILT,O,O,O,X,O,O,X,O,O
JZOSLTI,X,O,O,O,O,O,X,O,O
JZOSLIT,O,O,O,X,O,O,X,O,O
JOTILSZ,O,O,X,X,O,X,O,X,X
JOTILZS,O,O,O,O,O,X,X,X,X
JOTISLZ,O,O,O,X,O,X,X,X,X
JOTISZL,O,O,O,X,O,O,X,X,X
JOTIZLS,O,O,O,O,O,O,X,X,X
JOTIZSL,O,O,O,X,O,O,X,O,X
JOTLISZ,O,O,X,X,O,X,O,X,X
JOTLIZS,O,O,O,O,O,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,O,X,X
JOTLSZI,O,O,X,O,X,X,O,X,X
JOTLZIS,O,O,O,O,O,X,X,X,X
JOTLZSI,O,O,X,O,X,X,X,X,X
JOTSILZ,O,O,O,O,O,X,O,X,X
JOTSIZL,O,O,O,O,O,O,X,X,X
JOTSLIZ,O,O,O,O,O,X,O,X,X
JOTSLZI,O,O,O,O,O,X,O,X,X
JOTSZIL,O,O,O,O,O,O,O,X,X
JOTSZLI,O,O,O,O,O,O,O,X,X
JOTZILS,O,O,O,O,O,O,X,X,X
JOTZISL,O,O,O,X,O,O,X,O,X
JOTZLIS,O,O,O,O,O,O,X,X,X
JOTZLSI,O,O,X,O,X,O,X,X,X
JOTZSIL,O,O,O,O,O,O,X,O,X
JOTZSLI,O,O,O,O,O,O,X,O,X
JOITLSZ,O,X,X,X,O,X,X,X,X
JOITLZS,O,X,O,X,O,X,X,X,X
JOITSLZ,O,X,O,X,O,X,X,X,X
JOITSZL,O,X,O,X,O,O,X,X,X
JOITZLS,O,X,O,X,O,O,X,X,X
JOITZSL,O,X,O,X,O,O,X,O,X
JOILTSZ,O,X,X,X,O,X,X,X,X
JOILTZS,O,X,O,X,O,X,X,X,X
JOILSTZ,X,X,O,X,O,O,X,X,X
JOILSZT,O,X,O,X,O,O,X,X,X
JOILZTS,X,X,O,X,X,O,X,X,X
JOILZST,O,X,O,X,X,O,X,O,O
JOISTLZ,O,X,O,X,O,O,X,X,X
JOISTZL,O,X,O,X,O,O,X,X,X
JOISLTZ,X,X,O,X,O,O,X,X,X
JOISLZT,O,X,O,X,O,O,X,X,X
JOISZTL,O,X,O,X,O,O,X,O,X
JOISZLT,O,X,O,X,O,O,X,O,X
JOIZTLS,X,X,O,X,O,O,X,X,X
JOIZTSL,X,X,O,X,O,O,X,O,X
JOIZLTS,X,X,O,X,X,O,X,X,X
JOIZLST,O,X,O,X,X,O,X,O,O
JOIZSTL,O,X,O,X,O,O,X,O,X
JOIZSLT,O,X,O,X,O,O,X,O,X
JOLTISZ,O,O,X,X,O,X,O,X,X
JOLTIZS,O,O,O,O,O,X,X,X,X
JOLTSIZ,O,O,X,O,O,X,O,X,X
JOLTSZI,O,O,X,O,X,X,O,X,X
JOLTZIS,O,O,O,O,O,X,X,X,X
JOLTZSI,O,O,X,O,X,X,X,X,X
JOLITSZ,O,X,X,X,O,X,X,X,X
JOLITZS,O,X,O,X,O,X,X,X,X
JOLISTZ,X,X,O,X,O,O,X,X,X
JOLISZT,O,X,O,X,O,O,X,X,X
JOLIZTS,X,X,O,X,X,O,X,X,X
JOLIZST,O,X,O,X,X,O,X,O,O
JOLSTIZ,X,O,O,O,O,O,O,X,O
JOLSTZI,X,O,O,O,O,O,O,X,O
JOLSITZ,X,X,O,O,O,O,X,X,O
JOLSIZT,O,O,O,O,O,O,X,X,O
JOLSZTI,X,O,O,O,O,O,O,X,O
JOLSZIT,O,O,O,O,O,O,X,X,O
JOLZTIS,X,O,O,O,X,O,X,X,X
JOLZTSI,X,O,X,O,X,O,X,X,X
JOLZITS,X,X,O,X,X,O,X,X,X
JOLZIST,O,X,O,X,X,O,X,O,O
JOLZSTI,X,O,O,O,X,O,X,O,O
JOLZSIT,X,O,O,X,X,O,X,O,O
JOSTILZ,O,O,O,O,O,O,O,X,O
JOSTIZL,O,O,O,O,O,O,X,X,O
JOSTLIZ,O,O,O,O,O,O,O,X,O
JOSTLZI,O,O,O,O,O,O,O,X,O
JOSTZIL,O,O,O,O,O,O,O,X,O
JOSTZLI,O,O,O,O,O,O,O,X,O
JOSITLZ,O,X,O,O,O,O,X,X,O
JOSITZL,O,X,O,O,O,O,X,X,O
JOSILTZ,X,X,O,O,O,O,X,X,O
JOSILZT,O,O,O,O,O,O,X,X,O
JOSIZTL,O,X,O,O,O,O,X,O,O
JOSIZLT,O,O,O,O,O,O,X,O,O
JOSLTIZ,X,O,O,O,O,O,O,X,O
JOSLTZI,X,O,O,O,O,O,O,X,O
JOSLITZ,X,X,O,O,O,O,X,X,O
JOSLIZT,O,O,O,O,O,O,X,X,O
JOSLZTI,X,O,O,O,O,O,O,X,O
JOSLZIT,O,O,O,O,O,O,X,X,O
JOSZTIL,O,O,O,O,O,O,O,O,O
JOSZTLI,O,O,O,O,O,O,O,O,O
JOSZITL,O,X,O,O,O,O,O,O,O
JOSZILT,O,O,O,O,O,O,O,O,O
JOSZLTI,X,O,O,O,O,O,O,O,O
JOSZLIT,O,O,O,O,O,O,O,O,O
JOZTILS,X,O,O,O,O,O,X,X,X
JOZTISL,X,O,O,X,O,O,X,O,X
JOZTLIS,X,O,O,O,O,O,X,X,X
JOZTLSI,X,O,X,O,X,O,X,X,X
JOZTSIL,X,O,O,O,O,O,X,O,X
JOZTSLI,X,O,O,O,O,O,X,O,X
JOZITLS,X,X,O,X,O,O,X,X,X
JOZITSL,X,X,O,X,O,O,X,O,X
JOZILTS,X,X,O,X,X,O,X,X,X
JOZILST,O,X,O,X,X,O,X,O,O
JOZISTL,O,X,O,X,O,O,X,O,X
JOZISLT,O,X,O,X,O,O,X,O,X
JOZLTIS,X,O,O,O,X,O,X,X,X
JOZLTSI,X,O,X,O,X,O,X,X,X
JOZLITS,X,X,O,X,X,O,X,X,X
JOZLIST,O,X,O,X,X,O,X,O,O
JOZLSTI,X,O,O,O,X,O,X,O,O
JOZLSIT,X,O,O,X,X,O,X,O,O
JOZSTIL,O,O,O,O,O,O,X,O,O
JOZSTLI,O,O,O,O,O,O,X,O,O
JOZSITL,O,X,O,X,O,O,X,O,O
JOZSILT,O,O,O,X,O,O,X,O,O
JOZSLTI,X,O,O,O,O,O,X,O,O
JOZSLIT,O,O,O,X,O,O,X,O,O
STILJZO,O,O,O,O,O,O,X,X,X
STILJOZ,O,O,O,O,O,O,O,X,X
STILZJO,O,O,O,O,X,O,O,X,X
STILZOJ,O,O,O,O,O,O,O,X,O
STILOJZ,X,O,X,X,O,X,O,X,X
STILOZJ,X,O,X,O,O,O,O,X,O
STIJLZO,O,O,O,O,O,O,X,X,X
STIJLOZ,O,O,O,O,O,O,O,X,X
STIJZLO,O,O,O,O,O,O,X,X,X
STIJZOL,O,O,O,O,O,O,X,X,X
STIJOLZ,O,O,O,O,O,O,O,X,X
STIJOZL,O,O,O,O,O,O,X,X,X
STIZLJO,O,O,O,O,O,O,O,X,X
STIZLOJ,O,O,O,O,O,O,O,X,O
STIZJLO,O,O,O,O,O,O,O,X,X
STIZJOL,O,X,O,O,O,O,O,X,X
STIZOLJ,O,O,O,O,O,O,O,X,O
STIZOJL,O,O,X,X,O,O,O,X,X
STIOLJZ,O,O,X,X,O,X,O,X,X
STIOLZJ,O,O,X,O,O,O,O,X,O
STIOJLZ,O,O,X,X,O,X,O,X,X
STIOJZL,O,O,X,X,O,X,X,X,X
STIOZLJ,O,O,X,O,O,O,O,X,O
STIOZJL,O,O,X,X,X,O,O,X,X
STLIJZO,O,O,O,O,O,O,X,X,X
STLIJOZ,O,O,O,O,O,O,O,X,X
STLIZJO,O,O,O,O,X,O,O,X,X
STLIZOJ,O,O,O,O,O,O,O,X,O
STLIOJZ,X,O,X,X,O,X,O,X,X
STLIOZJ,X,O,X,O,O,O,O,X,O
STLJIZO,O,O,O,O,O,O,X,X,O
STLJIOZ,O,O,O,O,O,O,O,X,O
STLJZIO,O,O,O,O,O,O,O,X,O
STLJZOI,O,O,O,O,O,O,O,X,O
STLJOIZ,O,O,O,O,O,O,O,X,O
STLJOZI,O,O,O,O,O,O,O,X,O
STLZIJO,O,O,O,O,X,O,O,X,X
STLZIOJ,O,O,O,O,O,O,O,X,O
STLZJIO,O,O,O,O,O,O,O,X,O
STLZJOI,O,O,O,O,O,O,O,X,O
STLZOIJ,O,O,O,O,O,O,O,X,O
STLZOJI,O,O,O,O,O,O,O,X,O
STLOIJZ,O,O,X,O,O,X,O,X,X
STLOIZJ,O,O,X,O,O,O,O,X,O
STLOJIZ,O,O,O,O,O,O,O,X,O
STLOJZI,O,O,O,O,O,O,O,X,O
STLOZIJ,O,O,O,O,O,O,O,X,O
STLOZJI,O,O,O,O,O,O,O,X,O
STJILZO,O,O,O,O,O,O,X,X,O
STJILOZ,O,O,O,O,O,O,O,X,O
STJIZLO,O,O,O,O,O,O,X,O,O
STJIZOL,O,O,O,O,O,O,X,O,O
STJIOLZ,O,O,O,O,O,O,O,X,O
STJIOZL,O,O,O,O,O,O,X,X,O
STJLIZO,O,O,O,O,O,O,X,X,O
STJLIOZ,O,O,O,O,O,O,O,X,O
STJLZIO,O,O,O,O,O,O,O,X,O
STJLZOI,O,O,O,O,O,O,O,X,O
STJLOIZ,O,O,O,O,O,O,O,X,O
STJLOZI,O,O,O,O,O,O,O,X,O
STJZILO,O,O,O,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O,O,O,O
STJOILZ,O,O,O,O,O,O,O,X,O
STJOIZL,O,O,O,O,O,O,X,X,O
STJOLIZ,O,O,O,O,O,O,O,X,O
STJOLZI,O,O,O,O,O,O,O,X,O
STJOZIL,O,O,O,O,O,O,O,X,O
STJOZLI,O,O,O,O,O,O,O,X,O
STZILJO,O,O,O,O,O,O,O,X,X
STZILOJ,O,O,O,O,O,O,O,X,O
STZIJLO,O,O,O,O,O,O,O,X,X
STZIJOL,O,X,O,O,O,O,O,X,X
STZIOLJ,O,O,O,O,O,O,O,X,O
STZIOJL,O,O,X,X,O,O,O,X,X
STZLIJO,O,O,O,O,O,O,O,X,X
STZLIOJ,O,O,O,O,O,O,O,X,O
STZLJIO,O,O,O,O,O,O,O,X,O
STZLJOI,O,O,O,O,O,O,O,X,O
STZLOIJ,O,O,O,O,O,O,O,X,O
STZLOJI,O,O,O,O,O,O,O,X,O
STZJILO,O,O,O,O,O,O,O,O,O
STZJIOL,O,O,O,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O,O,O,O
STZOILJ,O,O,O,O,O,O,O,X,O
STZOIJL,O,O,X,O,O,O,O,X,X
STZOLIJ,O,O,O,O,O,O,O,X,O
STZOLJI,O,O,O,O,O,O,O,X,O
STZOJIL,O,O,O,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O,O,O,O
STOILJZ,O,O,O,O,O,X,O,X,X
STOILZJ,O,O,O,O,O,O,O,X,O
STOIJLZ,O,O,O,O,O,X,O,X,X
STOIJZL,O,O,O,O,O,X,X,X,X
STOIZLJ,O,O,O,O,O,O,O,X,O
STOIZJL,O,O,O,O,X,O,O,X,X
STOLIJZ,O,O,O,O,O,X,O,X,X
STOLIZJ,O,O,O,O,O,O,O,X,O
STOLJIZ,O,O,O,O,O,O,O,X,O
STOLJZI,O,O,O,O,O,O,O,X,O
STOLZIJ,O,O,O,O,O,O,O,X,O
STOLZJI,O,O,O,O,O,O,O,X,O
STOJILZ,O,O,O,O,O,O,O,X,O
STOJIZL,O,O,O,O,O,O,X,X,O
STOJLIZ,O,O,O,O,O,O,O,X,O
STOJLZI,O,O,O,O,O,O,O,X,O
STOJZIL,O,O,O,O,O,O,O,X,O
STOJZLI,O,O,O,O,O,O,O,X,O
STOZILJ,O,O,O,O,O,O,O,X,O
STOZIJL,O,O,O,O,O,O,O,X,X
STOZLIJ,O,O,O,O,O,O,O,X,O
STOZLJI,O,O,O,O,O,O,O,X,O
STOZJIL,O,O,O,O,O,O,O,X,O
STOZJLI,O,O,O,O,O,O,O,X,O
SITLJZO,O,O,O,O,O,O,X,X,X
SITLJOZ,O,O,O,O,O,O,O,X,X
SITLZJO,O,O,O,O,X,O,O,X,X
SITLZOJ,O,O,O,O,O,O,O,X,O
SITLOJZ,X,O,X,X,O,X,O,X,X
SITLOZJ,X,O,X,O,O,O,O,X,O
SITJLZO,O,O,O,O,O,O,X,X,X
SITJLOZ,O,O,O,O,O,O,O,X,X
SITJZLO,O,O,O,O,O,O,X,X,X
SITJZOL,O,O,O,O,O,O,X,X,X
SITJOLZ,O,O,O,O,O,O,O,X,X
SITJOZL,O,O,O,O,O,O,X,X,X
SITZLJO,O,O,O,O,X,O,O,X,X
SITZLOJ,O,O,O,O,O,O,O,X,O
SITZJLO,O,O,O,O,X,O,O,X,X
SITZJOL,O,X,O,O,X,O,O,X,X
SITZOLJ,O,O,O,O,O,O,O,X,O
SITZOJL,O,O,X,X,X,O,O,X,X
SITOLJZ,O,O,X,X,O,X,O,X,X
SITOLZJ,O,O,X,O,O,O,O,X,O
SITOJLZ,O,O,X,X,O,X,O,X,X
SITOJZL,O,O,X,X,O,X,X,X,X
SITOZLJ,O,O,X,O,O,O,O,X,O
SITOZJL,O,O,X,X,X,O,O,X,X
SILTJZO,X,O,O,O,X,O,X,X,X
SILTJOZ,X,O,O,O,X,O,O,X,X
SILTZJO,X,O,O,O,X,O,O,X,X
SILTZOJ,X,O,O,O,X,O,O,X,O
SILTOJZ,X,O,X,X,X,X,O,X,X
SILTOZJ,X,O,X,O,X,O,O,X,O
SILJTZO,O,O,O,O,X,O,X,X,O
SILJTOZ,X,O,O,O,X,O,X,X,O
SILJZTO,O,O,O,O,X,O,X,X,O
SILJZOT,O,O,O,X,X,O,X,X,O
SILJOTZ,X,X,O,O,X,O,X,X,O
SILJOZT,O,O,O,O,X,O,X,X,O
SILZTJO,O,O,O,O,X,O,O,X,X
SILZTOJ,O,O,O,O,X,O,O,X,O
SILZJTO,O,O,O,O,X,O,X,X,O
SILZJOT,O,O,O,X,X,O,X,X,O
SILZOTJ,O,O,O,O,X,O,O,X,O
SILZOJT,O,O,O,X,X,O,X,X,O
SILOTJZ,X,X,X,O,X,X,O,X,X
SILOTZJ,X,O,X,O,X,O,O,X,O
SILOJTZ,X,X,O,O,X,X,X,X,O
SILOJZT,X,X,O,O,X,X,X,X,O
SILOZTJ,X,O,O,O,X,O,O,X,O
SILOZJT,X,O,O,X,X,O,X,X,O
SIJTLZO,O,O,O,O,O,O,X,X,O
SIJTLOZ,O,O,O,O,O,O,X,X,O
SIJTZLO,O,O,O,O,O,O,X,O,O
SIJTZOL,O,O,O,O,O,O,X,O,O
SIJTOLZ,O,O,O,O,O,O,X,X,O
SIJTOZL,O,O,O,O,O,O,X,X,O
SIJLTZO,O,O,O,O,O,O,X,X,O
SIJLTOZ,O,O,O,O,O,O,X,X,O
SIJLZTO,O,O,O,O,O,O,X,O,O
SIJLZOT,O,O,O,X,O,O,X,O,O
SIJLOTZ,X,X,O,O,O,O,X,X,O
SIJLOZT,O,O,O,O,O,O,X,X,O
SIJZTLO,O,O,O,O,O,O,X,O,O
SIJZTOL,O,O,O,O,O,O,X,O,O
SIJZLTO,O,O,O,O,O,O,X,O,O
SIJZLOT,O,O,O,X,O,O,X,O,O
SIJZOTL,O,X,O,X,O,O,X,O,O
SIJZOLT,O,O,O,X,O,O,X,O,O
SIJOTLZ,O,X,O,O,O,O,X,X,O
SIJOTZL,O,X,O,O,O,O,X,X,O
SIJOLTZ,X,X,O,O,O,O,X,X,O
SIJOLZT,O,O,O,O,O,O,X,X,O
SIJOZTL,O,X,O,O,O,O,X,O,O
SIJOZLT,O,O,O,O,O,O,X,O,O
SIZTLJO,O,O,O,O,O,O,O,X,X
SIZTLOJ,O,O,O,O,O,O,O,X,O
SIZTJLO,O,O,O,O,O,O,O,X,X
SIZTJOL,O,X,O,O,O,O,O,X,X
SIZTOLJ,O,O,O,O,O,O,O,X,O
SIZTOJL,O,O,X,X,O,O,O,X,X
SIZLTJO,O,O,O,O,X,O,O,X,X
SIZLTOJ,O,O,O,O,X,O,O,X,O
SIZLJTO,O,O,O,O,O,O,X,X,O
SIZLJOT,O,O,O,X,O,O,X,X,O
SIZLOTJ,O,O,O,O,X,O,O,X,O
SIZLOJT,O,O,O,X,O,O,X,X,O
SIZJTLO,O,O,O,O,O,O,O,O,O
SIZJTOL,O,O,O,O,O,O,O,O,O
SIZJLTO,O,O,O,O,O,O,O,O,O
SIZJLOT,O,O,O,X,O,O,O,O,O
SIZJOTL,O,X,O,X,O,O,O,O,O
SIZJOLT,O,O,O,X,O,O,O,O,O
SIZOTLJ,O,X,O,O,O,O,O,X,O
SIZOTJL,O,X,X,O,O,O,O,X,X
SIZOLTJ,O,O,O,O,X,O,O,X,O
SIZOLJT,O,O,O,X,O,X,X,X,O
SIZOJTL,X,X,X,X,O,O,O,O,O
SIZOJLT,X,X,X,X,O,O,O,O,O
