sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
ZLSOITJ,O,O,O,O,O,X,X,X
ZLSOIJT,O,O,X,O,O,X,X,X
ZLSOJTI,O,O,X,O,O,X,X,X
ZLSOJIT,O,O,X,O,O,X,X,X
ZLOTIJS,X,X,O,O,O,O,X,X
ZLOTISJ,X,X,O,O,O,O,X,X
ZLOTJIS,X,X,O,O,O,O,X,X
ZLOTJSI,X,X,O,O,O,O,X,X
ZLOTSIJ,X,X,O,O,O,O,X,X
ZLOTSJI,X,X,O,O,O,O,X,X
ZLOITJS,X,X,O,O,O,O,X,X
ZLOITSJ,X,X,O,O,O,O,X,X
ZLOIJTS,X,X,X,O,O,O,O,X
ZLOIJST,O,X,X,O,O,X,O,X
ZLOISTJ,O,X,O,O,O,X,X,X
ZLOISJT,O,X,O,O,O,X,O,X
ZLOJTIS,X,X,X,O,O,O,O,X
ZLOJTSI,X,X,X,O,O,O,O,X
ZLOJITS,X,X,X,O,O,O,O,X
ZLOJIST,O,X,X,O,O,X,O,X
ZLOJSTI,O,X,X,O,O,X,O,X
ZLOJSIT,O,X,X,O,O,X,O,X
ZLOSTIJ,O,X,O,O,O,X,X,X
ZLOSTJI,O,X,O,O,O,X,X,X
ZLOSITJ,O,X,O,O,O,X,X,X
ZLOSIJT,O,X,O,O,O,X,O,X
ZLOSJTI,O,X,O,O,O,X,O,X
ZLOSJIT,O,X,O,O,O,X,O,X
ZJTILSO,O,O,X,X,O,O,O,X
ZJTILOS,O,O,X,X,X,O,O,X
ZJTISLO,O,O,X,X,O,O,O,X
ZJTISOL,O,O,X,X,O,O,O,X
ZJTIOLS,O,O,X,X,O,O,O,X
ZJTIOSL,O,O,X,X,O,O,O,X
ZJTLISO,O,O,X,X,O,O,O,X
ZJTLIOS,O,O,X,X,X,O,O,X
ZJTLSIO,O,O,X,X,O,O,O,X
ZJTLSOI,O,O,X,X,O,O,O,X
ZJTLOIS,O,O,X,X,X,O,O,X
ZJTLOSI,O,O,X,X,X,O,O,X
ZJTSILO,O,O,X,X,O,O,O,X
ZJTSIOL,O,O,X,X,O,O,O,X
ZJTSLIO,O,O,X,X,O,O,O,X
ZJTSLOI,O,O,X,X,O,O,O,X
ZJTSOIL,O,O,X,X,O,O,O,X
ZJTSOLI,O,O,X,X,O,O,O,X
ZJTOILS,O,O,X,X,O,O,O,X
ZJTOISL,O,O,X,X,O,O,O,X
ZJTOLIS,O,O,X,X,O,O,O,X
ZJTOLSI,O,O,X,X,O,O,O,X
ZJTOSIL,O,O,X,X,O,O,O,X
ZJTOSLI,O,O,X,X,O,O,O,X
ZJITLSO,O,O,X,X,O,O,O,X
ZJITLOS,O,O,X,X,X,O,O,X
ZJITSLO,O,O,X,X,O,O,O,X
ZJITSOL,O,O,X,X,O,O,O,X
ZJITOLS,O,O,X,X,O,O,O,X
ZJITOSL,O,O,X,X,O,O,O,X
ZJILTSO,O,O,X,O,O,O,O,X
ZJILTOS,O,O,X,O,X,O,O,X
ZJILSTO,O,O,X,O,O,X,O,X
ZJILSOT,O,O,X,O,O,X,O,X
ZJILOTS,X,X,X,O,X,O,O,X
ZJILOST,O,X,X,O,X,X,O,X
ZJISTLO,O,O,X,O,O,O,O,X
ZJISTOL,O,O,X,O,O,O,O,X
ZJISLTO,O,O,X,O,O,X,O,X
ZJISLOT,O,O,X,O,O,X,O,X
ZJISOTL,O,O,X,O,O,O,O,X
ZJISOLT,O,O,X,O,O,X,O,X
ZJIOTLS,O,O,X,X,O,O,O,X
ZJIOTSL,O,O,X,X,O,O,O,X
ZJIOLTS,X,X,X,O,O,O,O,X
ZJIOLST,O,X,X,O,O,X,O,X
ZJIOSTL,O,O,X,O,O,O,O,X
ZJIOSLT,O,O,X,O,O,X,O,X
ZJLTISO,O,O,X,O,O,O,O,X
ZJLTIOS,O,O,X,O,X,O,O,X
ZJLTSIO,O,O,X,O,O,O,O,X
ZJLTSOI,O,O,X,O,O,O,O,X
ZJLTOIS,O,O,X,O,X,O,O,X
ZJLTOSI,O,O,X,O,X,O,O,X
ZJLITSO,O,O,X,O,O,O,O,X
ZJLITOS,O,O,X,O,X,O,O,X
ZJLISTO,O,O,X,O,O,X,O,X
ZJLISOT,O,O,X,O,O,X,O,X
ZJLIOTS,X,X,X,O,X,O,O,X
ZJLIOST,O,X,X,O,X,X,O,X
ZJLSTIO,O,O,X,O,O,X,O,X
ZJLSTOI,O,O,X,O,O,X,O,X
ZJLSITO,O,O,X,O,O,X,O,X
ZJLSIOT,O,O,X,O,O,X,O,X
ZJLSOTI,O,O,X,O,O,X,O,X
ZJLSOIT,O,O,X,O,O,X,O,X
ZJLOTIS,X,X,X,O,X,O,O,X
ZJLOTSI,X,X,X,O,X,O,O,X
ZJLOITS,X,X,X,O,X,O,O,X
ZJLOIST,O,X,X,O,X,X,O,X
ZJLOSTI,O,X,X,O,X,X,O,X
ZJLOSIT,O,X,X,O,X,X,O,X
ZJSTILO,O,O,X,O,O,O,O,X
ZJSTIOL,O,O,X,O,O,O,O,X
ZJSTLIO,O,O,X,O,O,O,O,X
ZJSTLOI,O,O,X,O,O,O,O,X
ZJSTOIL,O,O,X,O,O,O,O,X
ZJSTOLI,O,O,X,O,O,O,O,X
ZJSITLO,O,O,X,O,O,O,O,X
ZJSITOL,O,O,X,O,O,O,O,X
ZJSILTO,O,O,X,O,O,X,O,X
ZJSILOT,O,O,X,O,O,X,O,X
ZJSIOTL,O,O,X,O,O,O,O,X
ZJSIOLT,O,O,X,O,O,X,O,X
ZJSLTIO,O,O,X,O,O,X,O,X
ZJSLTOI,O,O,X,O,O,X,O,X
ZJSLITO,O,O,X,O,O,X,O,X
ZJSLIOT,O,O,X,O,O,X,O,X
ZJSLOTI,O,O,X,O,O,X,O,X
ZJSLOIT,O,O,X,O,O,X,O,X
ZJSOTIL,O,O,X,O,O,O,O,X
ZJSOTLI,O,O,X,O,O,O,O,X
ZJSOITL,O,O,X,O,O,O,O,X
ZJSOILT,O,O,X,O,O,X,O,X
ZJSOLTI,O,O,X,O,O,X,O,X
ZJSOLIT,O,O,X,O,O,X,O,X
ZJOTILS,O,O,X,X,O,O,O,X
ZJOTISL,O,O,X,X,O,O,O,X
ZJOTLIS,O,O,X,X,O,O,O,X
ZJOTLSI,O,O,X,X,O,O,O,X
ZJOTSIL,O,O,X,X,O,O,O,X
ZJOTSLI,O,O,X,X,O,O,O,X
ZJOITLS,O,O,X,X,O,O,O,X
ZJOITSL,O,O,X,X,O,O,O,X
ZJOILTS,X,X,X,O,O,O,O,X
ZJOILST,O,X,X,O,O,X,O,X
ZJOISTL,O,O,X,O,O,O,O,X
ZJOISLT,O,O,X,O,O,X,O,X
ZJOLTIS,X,X,X,O,O,O,O,X
ZJOLTSI,X,X,X,O,O,O,O,X
ZJOLITS,X,X,X,O,O,O,O,X
ZJOLIST,O,X,X,O,O,X,O,X
ZJOLSTI,O,X,X,O,O,X,O,X
ZJOLSIT,O,X,X,O,O,X,O,X
ZJOSTIL,O,O,X,O,O,O,O,X
ZJOSTLI,O,O,X,O,O,O,O,X
ZJOSITL,O,O,X,O,O,O,O,X
ZJOSILT,O,O,X,O,O,X,O,X
ZJOSLTI,O,O,X,O,O,X,O,X
ZJOSLIT,O,O,X,O,O,X,O,X
ZSTILJO,O,O,O,O,O,O,X,O
ZSTILOJ,O,O,O,O,O,O,X,O
ZSTIJLO,O,O,O,O,O,O,X,O
ZSTIJOL,O,O,O,O,O,O,X,O
ZSTIOLJ,O,O,O,X,O,O,X,O
ZSTIOJL,O,O,O,O,O,O,X,O
ZSTLIJO,O,O,O,O,O,O,X,O
ZSTLIOJ,O,O,O,O,O,O,X,O
ZSTLJIO,O,O,O,O,O,O,X,O
ZSTLJOI,O,O,O,O,O,O,X,O
ZSTLOIJ,O,O,O,O,O,O,X,O
ZSTLOJI,O,O,O,O,O,O,X,O
ZSTJILO,O,O,O,O,O,O,X,O
ZSTJIOL,O,O,O,O,O,O,X,O
ZSTJLIO,O,O,O,O,O,O,X,O
ZSTJLOI,O,O,O,O,O,O,X,O
ZSTJOIL,O,O,O,O,O,O,X,O
ZSTJOLI,O,O,O,O,O,O,X,O
ZSTOILJ,O,O,O,X,O,O,X,O
ZSTOIJL,O,O,O,O,O,O,X,O
ZSTOLIJ,O,O,O,X,O,O,X,O
ZSTOLJI,O,O,O,X,O,O,X,O
ZSTOJIL,O,O,O,O,O,O,X,O
ZSTOJLI,O,O,O,O,O,O,X,O
ZSITLJO,O,O,O,O,O,O,X,O
ZSITLOJ,O,O,O,O,O,O,X,O
ZSITJLO,O,O,O,O,O,O,X,O
ZSITJOL,O,O,O,O,O,O,X,O
ZSITOLJ,O,O,O,X,O,O,X,O
ZSITOJL,O,O,O,O,O,O,X,O
ZSILTJO,O,O,O,O,O,X,X,X
ZSILTOJ,O,O,O,O,O,X,X,X
ZSILJTO,O,O,O,O,O,X,O,X
ZSILJOT,O,O,X,O,O,X,O,X
ZSILOTJ,O,O,O,O,O,X,X,X
ZSILOJT,O,O,O,O,O,X,X,X
ZSIJTLO,O,O,O,O,O,O,O,X
ZSIJTOL,O,O,O,O,O,O,O,X
ZSIJLTO,O,O,O,O,O,X,O,X
ZSIJLOT,O,O,X,O,O,X,O,X
ZSIJOTL,O,O,O,O,O,O,O,X
ZSIJOLT,O,O,O,O,O,X,O,X
ZSIOTLJ,O,O,O,X,O,O,X,O
ZSIOTJL,O,O,O,O,O,O,X,O
ZSIOLTJ,O,O,O,O,O,X,X,X
ZSIOLJT,O,O,O,O,O,X,O,X
ZSIOJTL,O,O,O,O,O,O,O,X
ZSIOJLT,O,O,O,O,O,X,O,X
ZSLTIJO,O,O,O,O,O,X,X,X
ZSLTIOJ,O,O,O,O,O,X,X,X
ZSLTJIO,O,O,O,O,O,X,X,X
ZSLTJOI,O,O,O,O,O,X,X,X
ZSLTOIJ,O,O,O,O,O,X,X,X
ZSLTOJI,O,O,O,O,O,X,X,X
ZSLITJO,O,O,O,O,O,X,X,X
ZSLITOJ,O,O,O,O,O,X,X,X
ZSLIJTO,O,O,O,O,O,X,O,X
ZSLIJOT,O,O,X,O,O,X,O,X
ZSLIOTJ,O,O,O,O,O,X,X,X
ZSLIOJT,O,O,O,O,O,X,X,X
ZSLJTIO,O,O,O,O,O,X,O,X
ZSLJTOI,O,O,O,O,O,X,O,X
ZSLJITO,O,O,O,O,O,X,O,X
ZSLJIOT,O,O,X,O,O,X,O,X
ZSLJOTI,O,O,X,O,O,X,O,X
ZSLJOIT,O,O,X,O,O,X,O,X
ZSLOTIJ,O,O,O,O,O,X,X,X
ZSLOTJI,O,O,O,O,O,X,X,X
ZSLOITJ,O,O,O,O,O,X,X,X
ZSLOIJT,O,O,O,O,O,X,X,X
ZSLOJTI,O,O,O,O,O,X,X,X
ZSLOJIT,O,O,O,O,O,X,X,X
ZSJTILO,O,O,O,O,O,O,O,X
ZSJTIOL,O,O,O,O,O,O,O,X
ZSJTLIO,O,O,O,O,O,O,O,X
ZSJTLOI,O,O,O,O,O,O,O,X
ZSJTOIL,O,O,O,O,O,O,O,X
ZSJTOLI,O,O,O,O,O,O,O,X
ZSJITLO,O,O,O,O,O,O,O,X
ZSJITOL,O,O,O,O,O,O,O,X
ZSJILTO,O,O,O,O,O,X,O,X
ZSJILOT,O,O,X,O,O,X,O,X
ZSJIOTL,O,O,O,O,O,O,O,X
ZSJIOLT,O,O,O,O,O,X,O,X
ZSJLTIO,O,O,O,O,O,X,O,X
ZSJLTOI,O,O,O,O,O,X,O,X
ZSJLITO,O,O,O,O,O,X,O,X
ZSJLIOT,O,O,X,O,O,X,O,X
ZSJLOTI,O,O,X,O,O,X,O,X
ZSJLOIT,O,O,X,O,O,X,O,X
ZSJOTIL,O,O,O,O,O,O,O,X
ZSJOTLI,O,O,O,O,O,O,O,X
ZSJOITL,O,O,O,O,O,O,O,X
ZSJOILT,O,O,O,O,O,X,O,X
ZSJOLTI,O,O,O,O,O,X,O,X
ZSJOLIT,O,O,O,O,O,X,O,X
ZSOTILJ,O,O,O,X,O,O,X,O
ZSOTIJL,O,O,O,O,O,O,X,O
ZSOTLIJ,O,O,O,X,O,O,X,O
ZSOTLJI,O,O,O,X,O,O,X,O
ZSOTJIL,O,O,O,O,O,O,X,O
ZSOTJLI,O,O,O,O,O,O,X,O
ZSOITLJ,O,O,O,X,O,O,X,O
ZSOITJL,O,O,O,O,O,O,X,O
ZSOILTJ,O,O,O,O,O,X,X,X
ZSOILJT,O,O,O,O,O,X,O,X
ZSOIJTL,O,O,O,O,O,O,O,X
ZSOIJLT,O,O,O,O,O,X,O,X
ZSOLTIJ,O,O,O,O,O,X,X,X
ZSOLTJI,O,O,O,O,O,X,X,X
ZSOLITJ,O,O,O,O,O,X,X,X
ZSOLIJT,O,O,O,O,O,X,O,X
ZSOLJTI,O,O,O,O,O,X,O,X
ZSOLJIT,O,O,O,O,O,X,O,X
ZSOJTIL,O,O,O,O,O,O,O,X
ZSOJTLI,O,O,O,O,O,O,O,X
ZSOJITL,O,O,O,O,O,O,O,X
ZSOJILT,O,O,O,O,O,X,O,X
ZSOJLTI,O,O,O,O,O,X,O,X
ZSOJLIT,O,O,O,O,O,X,O,X
ZOTILJS,O,O,O,X,O,O,X,X
ZOTILSJ,O,O,O,X,O,O,X,X
ZOTIJLS,O,O,O,X,O,O,X,X
ZOTIJSL,O,O,O,X,O,O,X,X
ZOTISLJ,O,O,O,X,O,O,X,X
ZOTISJL,O,O,O,X,O,O,X,X
ZOTLIJS,O,O,O,X,O,O,X,X
ZOTLISJ,O,O,O,X,O,O,X,X
ZOTLJIS,O,O,O,X,O,O,X,X
ZOTLJSI,O,O,O,X,O,O,X,X
ZOTLSIJ,O,O,O,X,O,O,X,X
ZOTLSJI,O,O,O,X,O,O,X,X
ZOTJILS,O,O,O,X,O,O,X,X
ZOTJISL,O,O,O,X,O,O,X,X
ZOTJLIS,O,O,O,X,O,O,X,X
ZOTJLSI,O,O,O,X,O,O,X,X
ZOTJSIL,O,O,O,X,O,O,X,X
ZOTJSLI,O,O,O,X,O,O,X,X
ZOTSILJ,O,O,O,X,O,O,X,X
ZOTSIJL,O,O,O,X,O,O,X,X
ZOTSLIJ,O,O,O,X,O,O,X,X
ZOTSLJI,O,O,O,X,O,O,X,X
ZOTSJIL,O,O,O,X,O,O,X,X
ZOTSJLI,O,O,O,X,O,O,X,X
ZOITLJS,O,O,O,X,O,O,X,X
ZOITLSJ,O,O,O,X,O,O,X,X
ZOITJLS,O,O,O,X,O,O,X,X
ZOITJSL,O,O,O,X,O,O,X,X
ZOITSLJ,O,O,O,X,O,O,X,X
ZOITSJL,O,O,O,X,O,O,X,X
ZOILTJS,X,X,O,O,O,O,X,X
ZOILTSJ,X,X,O,O,O,O,X,X
ZOILJTS,X,X,X,O,O,O,O,X
ZOILJST,O,X,X,O,O,X,O,X
ZOILSTJ,O,X,O,O,O,X,X,X
ZOILSJT,O,X,O,O,O,X,O,X
ZOIJTLS,O,O,X,X,O,O,O,X
ZOIJTSL,O,O,X,X,O,O,O,X
ZOIJLTS,X,X,X,O,O,O,O,X
ZOIJLST,O,X,X,O,O,X,O,X
ZOIJSTL,O,O,X,O,O,O,O,X
ZOIJSLT,O,O,X,O,O,X,O,X
ZOISTLJ,O,O,O,X,O,O,X,O
ZOISTJL,O,O,O,X,O,O,X,O
ZOISLTJ,O,O,O,O,O,X,X,X
ZOISLJT,O,O,O,O,O,X,O,X
ZOISJTL,O,O,O,O,O,O,O,X
ZOISJLT,O,O,O,O,O,X,O,X
ZOLTIJS,X,X,O,O,O,O,X,X
ZOLTISJ,X,X,O,O,O,O,X,X
ZOLTJIS,X,X,O,O,O,O,X,X
ZOLTJSI,X,X,O,O,O,O,X,X
ZOLTSIJ,X,X,O,O,O,O,X,X
ZOLTSJI,X,X,O,O,O,O,X,X
ZOLITJS,X,X,O,O,O,O,X,X
ZOLITSJ,X,X,O,O,O,O,X,X
ZOLIJTS,X,X,X,O,O,O,O,X
ZOLIJST,O,X,X,O,O,X,O,X
ZOLISTJ,O,X,O,O,O,X,X,X
ZOLISJT,O,X,O,O,O,X,O,X
ZOLJTIS,X,X,X,O,O,O,O,X
ZOLJTSI,X,X,X,O,O,O,O,X
ZOLJITS,X,X,X,O,O,O,O,X
ZOLJIST,O,X,X,O,O,X,O,X
ZOLJSTI,O,X,X,O,O,X,O,X
ZOLJSIT,O,X,X,O,O,X,O,X
ZOLSTIJ,O,X,O,O,O,X,X,X
ZOLSTJI,O,X,O,O,O,X,X,X
ZOLSITJ,O,X,O,O,O,X,X,X
ZOLSIJT,O,X,O,O,O,X,O,X
ZOLSJTI,O,X,O,O,O,X,O,X
ZOLSJIT,O,X,O,O,O,X,O,X
ZOJTILS,O,O,X,X,O,O,O,X
ZOJTISL,O,O,X,X,O,O,O,X
ZOJTLIS,O,O,X,X,O,O,O,X
ZOJTLSI,O,O,X,X,O,O,O,X
ZOJTSIL,O,O,X,X,O,O,O,X
ZOJTSLI,O,O,X,X,O,O,O,X
ZOJITLS,O,O,X,X,O,O,O,X
ZOJITSL,O,O,X,X,O,O,O,X
ZOJILTS,X,X,X,O,O,O,O,X
ZOJILST,O,X,X,O,O,X,O,X
ZOJISTL,O,O,X,O,O,O,O,X
ZOJISLT,O,O,X,O,O,X,O,X
ZOJLTIS,X,X,X,O,O,O,O,X
ZOJLTSI,X,X,X,O,O,O,O,X
ZOJLITS,X,X,X,O,O,O,O,X
ZOJLIST,O,X,X,O,O,X,O,X
ZOJLSTI,O,X,X,O,O,X,O,X
ZOJLSIT,O,X,X,O,O,X,O,X
ZOJSTIL,O,O,X,O,O,O,O,X
ZOJSTLI,O,O,X,O,O,O,O,X
ZOJSITL,O,O,X,O,O,O,O,X
ZOJSILT,O,O,X,O,O,X,O,X
ZOJSLTI,O,O,X,O,O,X,O,X
ZOJSLIT,O,O,X,O,O,X,O,X
ZOSTILJ,O,O,O,X,O,O,X,O
ZOSTIJL,O,O,O,X,O,O,X,O
ZOSTLIJ,O,O,O,X,O,O,X,O
ZOSTLJI,O,O,O,X,O,O,X,O
ZOSTJIL,O,O,O,X,O,O,X,O
ZOSTJLI,O,O,O,X,O,O,X,O
ZOSITLJ,O,O,O,X,O,O,X,O
ZOSITJL,O,O,O,X,O,O,X,O
ZOSILTJ,O,O,O,O,O,X,X,X
ZOSILJT,O,O,O,O,O,X,O,X
ZOSIJTL,O,O,O,O,O,O,O,X
ZOSIJLT,O,O,O,O,O,X,O,X
ZOSLTIJ,O,O,O,O,O,X,X,X
ZOSLTJI,O,O,O,O,O,X,X,X
ZOSLITJ,O,O,O,O,O,X,X,X
ZOSLIJT,O,O,O,O,O,X,O,X
ZOSLJTI,O,O,O,O,O,X,O,X
ZOSLJIT,O,O,O,O,O,X,O,X
ZOSJTIL,O,O,O,O,O,O,O,X
ZOSJTLI,O,O,O,O,O,O,O,X
ZOSJITL,O,O,O,O,O,O,O,X
ZOSJILT,O,O,O,O,O,X,O,X
ZOSJLTI,O,O,O,O,O,X,O,X
ZOSJLIT,O,O,O,O,O,X,O,X
OTILJSZ,X,X,O,O,O,X,O,O
OTILJZS,X,X,O,O,O,O,O,X
OTILSJZ,O,O,O,O,O,X,O,O
OTILSZJ,O,O,O,O,O,O,X,O
OTILZJS,O,O,O,O,O,O,X,X
OTILZSJ,O,O,O,O,O,O,X,X
OTIJLSZ,X,X,O,O,O,X,O,O
OTIJLZS,X,X,O,O,O,O,O,X
OTIJSLZ,O,O,O,O,O,X,O,O
OTIJSZL,O,O,O,O,O,X,O,O
OTIJZLS,O,O,O,X,O,O,O,X
OTIJZSL,O,O,O,X,O,O,O,X
OTISLJZ,O,O,O,O,O,X,O,O
OTISLZJ,O,O,O,O,O,O,X,O
OTISJLZ,O,O,O,O,O,X,O,O
OTISJZL,O,O,O,O,O,X,O,O
OTISZLJ,O,O,O,X,O,O,X,O
OTISZJL,O,O,O,X,O,O,X,O
OTIZLJS,O,O,O,X,O,O,X,X
OTIZLSJ,O,O,O,X,O,O,X,X
OTIZJLS,O,O,O,X,O,O,X,X
OTIZJSL,O,O,O,X,O,O,X,X
OTIZSLJ,O,O,O,X,O,O,X,X
OTIZSJL,O,O,O,X,O,O,X,X
OTLIJSZ,X,X,O,O,O,X,O,O
OTLIJZS,X,X,O,O,O,O,O,X
OTLISJZ,O,O,O,O,O,X,O,O
OTLISZJ,O,O,O,O,O,O,X,O
OTLIZJS,O,O,O,O,O,O,X,X
OTLIZSJ,O,O,O,O,O,O,X,X
OTLJISZ,X,X,O,O,O,X,O,O
OTLJIZS,X,X,O,O,O,O,O,X
OTLJSIZ,X,X,O,O,O,X,O,O
OTLJSZI,X,X,O,O,O,X,O,O
OTLJZIS,X,X,O,O,O,O,O,X
OTLJZSI,X,X,O,O,O,O,O,X
OTLSIJZ,O,O,O,O,O,X,O,O
OTLSIZJ,O,O,O,O,O,O,X,O
OTLSJIZ,O,O,O,O,O,X,O,O
OTLSJZI,O,O,O,O,O,X,O,O
OTLSZIJ,O,O,O,O,O,O,X,O
OTLSZJI,O,O,O,O,O,O,X,O
OTLZIJS,O,O,O,O,O,O,X,X
OTLZISJ,O,O,O,O,O,O,X,X
OTLZJIS,O,O,O,O,O,O,X,X
OTLZJSI,O,O,O,O,O,O,X,X
OTLZSIJ,O,O,O,O,O,O,X,X
OTLZSJI,O,O,O,O,O,O,X,X
OTJILSZ,X,X,O,O,O,X,O,O
OTJILZS,X,X,O,O,O,O,O,X
OTJISLZ,O,O,O,O,O,X,O,O
OTJISZL,O,O,O,O,O,X,O,O
OTJIZLS,O,O,O,X,O,O,O,X
OTJIZSL,O,O,O,X,O,O,O,X
OTJLISZ,X,X,O,O,O,X,O,O
OTJLIZS,X,X,O,O,O,O,O,X
OTJLSIZ,X,X,O,O,O,X,O,O
OTJLSZI,X,X,O,O,O,X,O,O
OTJLZIS,X,X,O,O,O,O,O,X
OTJLZSI,X,X,O,O,O,O,O,X
OTJSILZ,O,O,O,O,O,X,O,O
OTJSIZL,O,O,O,O,O,X,O,O
OTJSLIZ,O,O,O,O,O,X,O,O
OTJSLZI,O,O,O,O,O,X,O,O
OTJSZIL,O,O,O,O,O,X,O,O
OTJSZLI,O,O,O,O,O,X,O,O
OTJZILS,O,O,O,X,O,O,O,X
OTJZISL,O,O,O,X,O,O,O,X
OTJZLIS,O,O,O,X,O,O,O,X
OTJZLSI,O,O,O,X,O,O,O,X
OTJZSIL,O,O,O,X,O,O,O,X
OTJZSLI,O,O,O,X,O,O,O,X
OTSILJZ,O,O,O,O,O,X,O,O
OTSILZJ,O,O,O,O,O,O,X,O
OTSIJLZ,O,O,O,O,O,X,O,O
OTSIJZL,O,O,O,O,O,X,O,O
OTSIZLJ,O,O,O,X,O,O,X,O
OTSIZJL,O,O,O,X,O,O,X,O
OTSLIJZ,O,O,O,O,O,X,O,O
OTSLIZJ,O,O,O,O,O,O,X,O
OTSLJIZ,O,O,O,O,O,X,O,O
OTSLJZI,O,O,O,O,O,X,O,O
OTSLZIJ,O,O,O,O,O,O,X,O
OTSLZJI,O,O,O,O,O,O,X,O
OTSJILZ,O,O,O,O,O,X,O,O
OTSJIZL,O,O,O,O,O,X,O,O
OTSJLIZ,O,O,O,O,O,X,O,O
OTSJLZI,O,O,O,O,O,X,O,O
OTSJZIL,O,O,O,O,O,X,O,O
OTSJZLI,O,O,O,O,O,X,O,O
OTSZILJ,O,O,O,X,O,O,X,O
OTSZIJL,O,O,O,X,O,O,X,O
OTSZLIJ,O,O,O,X,O,O,X,O
OTSZLJI,O,O,O,X,O,O,X,O
OTSZJIL,O,O,O,X,O,O,X,O
OTSZJLI,O,O,O,X,O,O,X,O
OTZILJS,O,O,O,X,O,O,X,X
OTZILSJ,O,O,O,X,O,O,X,X
OTZIJLS,O,O,O,X,O,O,X,X
OTZIJSL,O,O,O,X,O,O,X,X
OTZISLJ,O,O,O,X,O,O,X,X
OTZISJL,O,O,O,X,O,O,X,X
OTZLIJS,O,O,O,X,O,O,X,X
OTZLISJ,O,O,O,X,O,O,X,X
OTZLJIS,O,O,O,X,O,O,X,X
OTZLJSI,O,O,O,X,O,O,X,X
OTZLSIJ,O,O,O,X,O,O,X,X
OTZLSJI,O,O,O,X,O,O,X,X
OTZJILS,O,O,O,X,O,O,X,X
OTZJISL,O,O,O,X,O,O,X,X
OTZJLIS,O,O,O,X,O,O,X,X
OTZJLSI,O,O,O,X,O,O,X,X
OTZJSIL,O,O,O,X,O,O,X,X
OTZJSLI,O,O,O,X,O,O,X,X
OTZSILJ,O,O,O,X,O,O,X,X
OTZSIJL,O,O,O,X,O,O,X,X
OTZSLIJ,O,O,O,X,O,O,X,X
OTZSLJI,O,O,O,X,O,O,X,X
OTZSJIL,O,O,O,X,O,O,X,X
OTZSJLI,O,O,O,X,O,O,X,X
OITLJSZ,X,X,O,O,O,X,O,O
OITLJZS,X,X,O,O,O,O,O,X
OITLSJZ,O,O,O,O,O,X,O,O
OITLSZJ,O,O,O,O,O,O,X,O
OITLZJS,O,O,O,O,O,O,X,X
OITLZSJ,O,O,O,O,O,O,X,X
OITJLSZ,X,X,O,O,O,X,O,O
OITJLZS,X,X,O,O,O,O,O,X
OITJSLZ,O,O,O,O,O,X,O,O
OITJSZL,O,O,O,O,O,X,O,O
OITJZLS,O,O,O,X,O,O,O,X
OITJZSL,O,O,O,X,O,O,O,X
OITSLJZ,O,O,O,O,O,X,O,O
OITSLZJ,O,O,O,O,O,O,X,O
OITSJLZ,O,O,O,O,O,X,O,O
OITSJZL,O,O,O,O,O,X,O,O
OITSZLJ,O,O,O,X,O,O,X,O
OITSZJL,O,O,O,X,O,O,X,O
OITZLJS,O,O,O,X,O,O,X,X
OITZLSJ,O,O,O,X,O,O,X,X
OITZJLS,O,O,O,X,O,O,X,X
OITZJSL,O,O,O,X,O,O,X,X
OITZSLJ,O,O,O,X,O,O,X,X
OITZSJL,O,O,O,X,O,O,X,X
OILTJSZ,X,X,O,O,O,X,O,X
OILTJZS,X,X,O,O,O,O,O,X
OILTSJZ,X,X,O,O,O,X,O,X
OILTSZJ,X,X,O,O,O,O,X,X
OILTZJS,X,X,O,O,O,O,X,X
OILTZSJ,X,X,O,O,O,O,X,X
OILJTSZ,X,X,O,O,O,X,O,X
OILJTZS,X,X,O,O,O,X,O,X
OILJSTZ,X,X,O,O,O,X,O,X
OILJSZT,X,X,O,O,O,X,O,X
OILJZTS,X,X,X,O,O,X,O,X
OILJZST,X,X,X,O,O,X,O,X
OILSTJZ,O,X,O,O,O,X,O,O
OILSTZJ,O,X,O,O,O,X,X,O
OILSJTZ,X,X,O,O,O,X,O,X
OILSJZT,X,X,O,O,O,X,O,X
OILSZTJ,O,X,O,O,O,X,X,X
OILSZJT,O,X,O,O,O,X,O,X
OILZTJS,X,X,O,O,O,O,X,X
OILZTSJ,X,X,O,O,O,O,X,X
OILZJTS,X,X,X,O,O,O,O,X
OILZJST,O,X,X,O,O,X,O,X
OILZSTJ,O,X,O,O,O,X,X,X
