sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
TZJOISL,O,O,O,X,X,O,X,X
TZJOLIS,O,O,O,X,X,O,X,X
TZJOLSI,O,O,O,X,X,O,X,X
TZJOSIL,O,O,O,X,X,O,X,X
TZJOSLI,O,O,O,X,X,O,X,X
TZSILJO,O,O,O,X,X,O,X,O
TZSILOJ,O,O,O,X,X,O,X,O
TZSIJLO,O,O,O,X,X,O,X,O
TZSIJOL,O,O,O,X,X,O,X,O
TZSIOLJ,O,O,O,X,X,O,X,O
TZSIOJL,O,O,O,X,X,O,X,O
TZSLIJO,O,O,O,X,X,O,X,O
TZSLIOJ,O,O,O,X,X,O,X,O
TZSLJIO,O,O,O,X,X,O,X,O
TZSLJOI,O,O,O,X,X,O,X,O
TZSLOIJ,O,O,O,X,X,O,X,O
TZSLOJI,O,O,O,X,X,O,X,O
TZSJILO,O,O,O,X,X,O,X,O
TZSJIOL,O,O,O,X,X,O,X,O
TZSJLIO,O,O,O,X,X,O,X,O
TZSJLOI,O,O,O,X,X,O,X,O
TZSJOIL,O,O,O,X,X,O,X,O
TZSJOLI,O,O,O,X,X,O,X,O
TZSOILJ,O,O,O,X,X,O,X,O
TZSOIJL,O,O,O,X,X,O,X,O
TZSOLIJ,O,O,O,X,X,O,X,O
TZSOLJI,O,O,O,X,X,O,X,O
TZSOJIL,O,O,O,X,X,O,X,O
TZSOJLI,O,O,O,X,X,O,X,O
TZOILJS,O,O,O,X,X,O,X,X
TZOILSJ,O,O,O,X,X,O,X,X
TZOIJLS,O,O,O,X,X,O,X,X
TZOIJSL,O,O,O,X,X,O,X,X
TZOISLJ,O,O,O,X,X,O,X,X
TZOISJL,O,O,O,X,X,O,X,X
TZOLIJS,O,O,O,X,X,O,X,X
TZOLISJ,O,O,O,X,X,O,X,X
TZOLJIS,O,O,O,X,X,O,X,X
TZOLJSI,O,O,O,X,X,O,X,X
TZOLSIJ,O,O,O,X,X,O,X,X
TZOLSJI,O,O,O,X,X,O,X,X
TZOJILS,O,O,O,X,X,O,X,X
TZOJISL,O,O,O,X,X,O,X,X
TZOJLIS,O,O,O,X,X,O,X,X
TZOJLSI,O,O,O,X,X,O,X,X
TZOJSIL,O,O,O,X,X,O,X,X
TZOJSLI,O,O,O,X,X,O,X,X
TZOSILJ,O,O,O,X,X,O,X,X
TZOSIJL,O,O,O,X,X,O,X,X
TZOSLIJ,O,O,O,X,X,O,X,X
TZOSLJI,O,O,O,X,X,O,X,X
TZOSJIL,O,O,O,X,X,O,X,X
TZOSJLI,O,O,O,X,X,O,X,X
TOILJSZ,X,X,O,O,O,X,O,O
TOILJZS,X,X,O,O,O,O,O,X
TOILSJZ,O,O,O,O,O,X,O,O
TOILSZJ,O,O,O,O,O,O,X,O
TOILZJS,O,O,O,O,O,O,X,X
TOILZSJ,O,O,O,O,O,O,X,X
TOIJLSZ,X,X,O,O,O,X,O,O
TOIJLZS,X,X,O,O,O,O,O,X
TOIJSLZ,O,O,O,O,O,X,O,O
TOIJSZL,O,O,O,O,O,X,O,O
TOIJZLS,O,O,O,X,O,O,O,X
TOIJZSL,O,O,O,X,O,O,O,X
TOISLJZ,O,O,O,O,O,X,O,O
TOISLZJ,O,O,O,O,O,O,X,O
TOISJLZ,O,O,O,O,O,X,O,O
TOISJZL,O,O,O,O,O,X,O,O
TOISZLJ,O,O,O,X,O,O,X,O
TOISZJL,O,O,O,X,O,O,X,O
TOIZLJS,O,O,O,X,O,O,X,X
TOIZLSJ,O,O,O,X,O,O,X,X
TOIZJLS,O,O,O,X,O,O,X,X
TOIZJSL,O,O,O,X,O,O,X,X
TOIZSLJ,O,O,O,X,O,O,X,X
TOIZSJL,O,O,O,X,O,O,X,X
TOLIJSZ,X,X,O,O,O,X,O,O
TOLIJZS,X,X,O,O,O,O,O,X
TOLISJZ,O,O,O,O,O,X,O,O
TOLISZJ,O,O,O,O,O,O,X,O
TOLIZJS,O,O,O,O,O,O,X,X
TOLIZSJ,O,O,O,O,O,O,X,X
TOLJISZ,X,X,O,O,O,X,O,O
TOLJIZS,X,X,O,O,O,O,O,X
TOLJSIZ,X,X,O,O,O,X,O,O
TOLJSZI,X,X,O,O,O,X,O,O
TOLJZIS,X,X,O,O,O,O,O,X
TOLJZSI,X,X,O,O,O,O,O,X
TOLSIJZ,O,O,O,O,O,X,O,O
TOLSIZJ,O,O,O,O,O,O,X,O
TOLSJIZ,O,O,O,O,O,X,O,O
TOLSJZI,O,O,O,O,O,X,O,O
TOLSZIJ,O,O,O,O,O,O,X,O
TOLSZJI,O,O,O,O,O,O,X,O
TOLZIJS,O,O,O,O,O,O,X,X
TOLZISJ,O,O,O,O,O,O,X,X
TOLZJIS,O,O,O,O,O,O,X,X
TOLZJSI,O,O,O,O,O,O,X,X
TOLZSIJ,O,O,O,O,O,O,X,X
TOLZSJI,O,O,O,O,O,O,X,X
TOJILSZ,X,X,O,O,O,X,O,O
TOJILZS,X,X,O,O,O,O,O,X
TOJISLZ,O,O,O,O,O,X,O,O
TOJISZL,O,O,O,O,O,X,O,O
TOJIZLS,O,O,O,X,O,O,O,X
TOJIZSL,O,O,O,X,O,O,O,X
TOJLISZ,X,X,O,O,O,X,O,O
TOJLIZS,X,X,O,O,O,O,O,X
TOJLSIZ,X,X,O,O,O,X,O,O
TOJLSZI,X,X,O,O,O,X,O,O
TOJLZIS,X,X,O,O,O,O,O,X
TOJLZSI,X,X,O,O,O,O,O,X
TOJSILZ,O,O,O,O,O,X,O,O
TOJSIZL,O,O,O,O,O,X,O,O
TOJSLIZ,O,O,O,O,O,X,O,O
TOJSLZI,O,O,O,O,O,X,O,O
TOJSZIL,O,O,O,O,O,X,O,O
TOJSZLI,O,O,O,O,O,X,O,O
TOJZILS,O,O,O,X,O,O,O,X
TOJZISL,O,O,O,X,O,O,O,X
TOJZLIS,O,O,O,X,O,O,O,X
TOJZLSI,O,O,O,X,O,O,O,X
TOJZSIL,O,O,O,X,O,O,O,X
TOJZSLI,O,O,O,X,O,O,O,X
TOSILJZ,O,O,O,O,O,X,O,O
TOSILZJ,O,O,O,O,O,O,X,O
TOSIJLZ,O,O,O,O,O,X,O,O
TOSIJZL,O,O,O,O,O,X,O,O
TOSIZLJ,O,O,O,X,O,O,X,O
TOSIZJL,O,O,O,X,O,O,X,O
TOSLIJZ,O,O,O,O,O,X,O,O
TOSLIZJ,O,O,O,O,O,O,X,O
TOSLJIZ,O,O,O,O,O,X,O,O
TOSLJZI,O,O,O,O,O,X,O,O
TOSLZIJ,O,O,O,O,O,O,X,O
TOSLZJI,O,O,O,O,O,O,X,O
TOSJILZ,O,O,O,O,O,X,O,O
TOSJIZL,O,O,O,O,O,X,O,O
TOSJLIZ,O,O,O,O,O,X,O,O
TOSJLZI,O,O,O,O,O,X,O,O
TOSJZIL,O,O,O,O,O,X,O,O
TOSJZLI,O,O,O,O,O,X,O,O
TOSZILJ,O,O,O,X,O,O,X,O
TOSZIJL,O,O,O,X,O,O,X,O
TOSZLIJ,O,O,O,X,O,O,X,O
TOSZLJI,O,O,O,X,O,O,X,O
TOSZJIL,O,O,O,X,O,O,X,O
TOSZJLI,O,O,O,X,O,O,X,O
TOZILJS,O,O,O,X,O,O,X,X
TOZILSJ,O,O,O,X,O,O,X,X
TOZIJLS,O,O,O,X,O,O,X,X
TOZIJSL,O,O,O,X,O,O,X,X
TOZISLJ,O,O,O,X,O,O,X,X
TOZISJL,O,O,O,X,O,O,X,X
TOZLIJS,O,O,O,X,O,O,X,X
TOZLISJ,O,O,O,X,O,O,X,X
TOZLJIS,O,O,O,X,O,O,X,X
TOZLJSI,O,O,O,X,O,O,X,X
TOZLSIJ,O,O,O,X,O,O,X,X
TOZLSJI,O,O,O,X,O,O,X,X
TOZJILS,O,O,O,X,O,O,X,X
TOZJISL,O,O,O,X,O,O,X,X
TOZJLIS,O,O,O,X,O,O,X,X
TOZJLSI,O,O,O,X,O,O,X,X
TOZJSIL,O,O,O,X,O,O,X,X
TOZJSLI,O,O,O,X,O,O,X,X
TOZSILJ,O,O,O,X,O,O,X,X
TOZSIJL,O,O,O,X,O,O,X,X
TOZSLIJ,O,O,O,X,O,O,X,X
TOZSLJI,O,O,O,X,O,O,X,X
TOZSJIL,O,O,O,X,O,O,X,X
TOZSJLI,O,O,O,X,O,O,X,X
ITLJSZO,X,X,O,O,O,X,O,O
ITLJSOZ,X,X,O,O,O,X,X,O
ITLJZSO,X,X,O,O,O,O,O,O
ITLJZOS,X,X,O,O,X,O,O,X
ITLJOSZ,X,X,O,O,O,X,O,O
ITLJOZS,X,X,O,O,X,O,O,X
ITLSJZO,O,O,O,O,O,X,O,O
ITLSJOZ,O,O,O,O,O,X,X,O
ITLSZJO,O,O,O,O,O,O,X,O
ITLSZOJ,O,O,O,O,O,O,X,O
ITLSOJZ,O,O,O,O,O,X,X,O
ITLSOZJ,O,O,O,O,O,O,X,O
ITLZJSO,O,O,O,O,X,O,X,O
ITLZJOS,O,O,O,O,X,O,X,X
ITLZSJO,O,O,O,O,X,O,X,O
ITLZSOJ,O,O,O,O,X,O,X,O
ITLZOJS,O,O,O,O,X,O,X,X
ITLZOSJ,O,O,O,O,X,O,X,X
ITLOJSZ,X,X,O,O,O,X,O,O
ITLOJZS,X,X,O,O,O,O,O,X
ITLOSJZ,O,O,O,O,O,X,O,O
ITLOSZJ,O,O,O,O,O,O,X,O
ITLOZJS,O,O,O,O,O,O,X,X
ITLOZSJ,O,O,O,O,O,O,X,X
ITJLSZO,X,X,O,O,O,X,O,O
ITJLSOZ,X,X,O,O,O,X,X,O
ITJLZSO,X,X,O,O,O,O,O,O
ITJLZOS,X,X,O,O,X,O,O,X
ITJLOSZ,X,X,O,O,O,X,O,O
ITJLOZS,X,X,O,O,O,O,O,X
ITJSLZO,O,O,O,O,O,X,O,O
ITJSLOZ,O,O,O,O,O,X,X,O
ITJSZLO,O,O,O,O,O,X,O,O
ITJSZOL,O,O,O,O,O,X,O,O
ITJSOLZ,O,O,O,O,O,X,O,O
ITJSOZL,O,O,O,O,O,X,O,O
ITJZLSO,O,O,O,X,O,O,O,O
ITJZLOS,O,O,O,X,X,O,O,X
ITJZSLO,O,O,O,X,O,O,O,O
ITJZSOL,O,O,O,X,O,O,O,O
ITJZOLS,O,O,O,X,O,O,O,X
ITJZOSL,O,O,O,X,O,O,O,X
ITJOLSZ,X,X,O,O,O,X,O,O
ITJOLZS,X,X,O,O,O,O,O,X
ITJOSLZ,O,O,O,O,O,X,O,O
ITJOSZL,O,O,O,O,O,X,O,O
ITJOZLS,O,O,O,X,O,O,O,X
ITJOZSL,O,O,O,X,O,O,O,X
ITSLJZO,O,O,O,O,O,X,O,O
ITSLJOZ,O,O,O,O,O,X,X,O
ITSLZJO,O,O,O,O,O,O,X,O
ITSLZOJ,O,O,O,O,O,O,X,O
ITSLOJZ,O,O,O,O,O,X,X,O
ITSLOZJ,O,O,O,O,O,O,X,O
ITSJLZO,O,O,O,O,O,X,O,O
ITSJLOZ,O,O,O,O,O,X,X,O
ITSJZLO,O,O,O,O,O,X,O,O
ITSJZOL,O,O,O,O,O,X,O,O
ITSJOLZ,O,O,O,O,O,X,O,O
ITSJOZL,O,O,O,O,O,X,O,O
ITSZLJO,O,O,O,O,O,O,X,O
ITSZLOJ,O,O,O,O,O,O,X,O
ITSZJLO,O,O,O,O,O,O,X,O
ITSZJOL,O,O,O,O,O,O,X,O
ITSZOLJ,O,O,O,X,O,O,X,O
ITSZOJL,O,O,O,O,O,O,X,O
ITSOLJZ,O,O,O,O,O,X,O,O
ITSOLZJ,O,O,O,O,O,O,X,O
ITSOJLZ,O,O,O,O,O,X,O,O
ITSOJZL,O,O,O,O,O,X,O,O
ITSOZLJ,O,O,O,X,O,O,X,O
ITSOZJL,O,O,O,X,O,O,X,O
ITZLJSO,O,O,O,X,X,O,X,O
ITZLJOS,O,O,O,X,X,O,X,X
ITZLSJO,O,O,O,X,X,O,X,O
ITZLSOJ,O,O,O,X,X,O,X,O
ITZLOJS,O,O,O,X,X,O,X,X
ITZLOSJ,O,O,O,X,X,O,X,X
ITZJLSO,O,O,O,X,X,O,X,O
ITZJLOS,O,O,O,X,X,O,X,X
ITZJSLO,O,O,O,X,X,O,X,O
ITZJSOL,O,O,O,X,X,O,X,O
ITZJOLS,O,O,O,X,X,O,X,X
ITZJOSL,O,O,O,X,X,O,X,X
ITZSLJO,O,O,O,X,X,O,X,O
ITZSLOJ,O,O,O,X,X,O,X,O
ITZSJLO,O,O,O,X,X,O,X,O
ITZSJOL,O,O,O,X,X,O,X,O
ITZSOLJ,O,O,O,X,X,O,X,O
ITZSOJL,O,O,O,X,X,O,X,O
ITZOLJS,O,O,O,X,X,O,X,X
ITZOLSJ,O,O,O,X,X,O,X,X
ITZOJLS,O,O,O,X,X,O,X,X
ITZOJSL,O,O,O,X,X,O,X,X
ITZOSLJ,O,O,O,X,X,O,X,X
ITZOSJL,O,O,O,X,X,O,X,X
ITOLJSZ,X,X,O,O,O,X,O,O
ITOLJZS,X,X,O,O,O,O,O,X
ITOLSJZ,O,O,O,O,O,X,O,O
ITOLSZJ,O,O,O,O,O,O,X,O
ITOLZJS,O,O,O,O,O,O,X,X
ITOLZSJ,O,O,O,O,O,O,X,X
ITOJLSZ,X,X,O,O,O,X,O,O
ITOJLZS,X,X,O,O,O,O,O,X
ITOJSLZ,O,O,O,O,O,X,O,O
ITOJSZL,O,O,O,O,O,X,O,O
ITOJZLS,O,O,O,X,O,O,O,X
ITOJZSL,O,O,O,X,O,O,O,X
ITOSLJZ,O,O,O,O,O,X,O,O
ITOSLZJ,O,O,O,O,O,O,X,O
ITOSJLZ,O,O,O,O,O,X,O,O
ITOSJZL,O,O,O,O,O,X,O,O
ITOSZLJ,O,O,O,X,O,O,X,O
ITOSZJL,O,O,O,X,O,O,X,O
ITOZLJS,O,O,O,X,O,O,X,X
ITOZLSJ,O,O,O,X,O,O,X,X
ITOZJLS,O,O,O,X,O,O,X,X
ITOZJSL,O,O,O,X,O,O,X,X
ITOZSLJ,O,O,O,X,O,O,X,X
ITOZSJL,O,O,O,X,O,O,X,X
ILTJSZO,X,X,O,O,O,X,O,O
ILTJSOZ,X,X,O,O,O,X,X,O
ILTJZSO,X,X,O,O,O,O,O,O
ILTJZOS,X,X,O,O,X,O,O,X
ILTJOSZ,X,X,O,O,O,X,O,O
ILTJOZS,X,X,O,O,X,O,O,X
ILTSJZO,O,O,O,O,O,X,O,O
ILTSJOZ,O,O,O,O,O,X,X,O
ILTSZJO,O,O,O,O,O,O,X,O
ILTSZOJ,O,O,O,O,O,O,X,O
ILTSOJZ,O,O,O,O,O,X,X,O
ILTSOZJ,O,O,O,O,O,O,X,O
ILTZJSO,O,O,O,O,X,O,X,O
ILTZJOS,O,O,O,O,X,O,X,X
ILTZSJO,O,O,O,O,X,O,X,O
ILTZSOJ,O,O,O,O,X,O,X,O
ILTZOJS,O,O,O,O,X,O,X,X
ILTZOSJ,O,O,O,O,X,O,X,X
ILTOJSZ,X,X,O,O,O,X,O,O
ILTOJZS,X,X,O,O,O,O,O,X
ILTOSJZ,O,O,O,O,O,X,O,O
ILTOSZJ,O,O,O,O,O,O,X,O
ILTOZJS,O,O,O,O,O,O,X,X
ILTOZSJ,O,O,O,O,O,O,X,X
ILJTSZO,X,X,O,O,O,X,O,X
ILJTSOZ,X,X,O,O,O,X,X,X
ILJTZSO,X,X,O,O,O,X,O,X
ILJTZOS,X,X,O,O,X,X,O,X
ILJTOSZ,X,X,O,O,O,X,O,X
ILJTOZS,X,X,O,O,O,X,O,X
ILJSTZO,O,X,O,O,O,X,O,X
ILJSTOZ,O,X,O,O,O,X,X,X
ILJSZTO,O,X,O,O,O,X,O,X
ILJSZOT,O,X,X,O,O,X,O,X
ILJSOTZ,X,X,X,O,O,X,O,X
ILJSOZT,X,X,X,O,O,X,O,X
ILJZTSO,O,X,X,O,O,X,O,X
ILJZTOS,X,X,X,O,X,X,O,X
ILJZSTO,O,X,X,O,O,X,O,X
ILJZSOT,O,X,X,O,O,X,O,X
ILJZOTS,X,X,X,O,X,X,O,X
ILJZOST,O,X,X,O,X,X,O,X
ILJOTSZ,X,X,O,O,O,X,O,X
ILJOTZS,X,X,O,O,O,X,O,X
ILJOSTZ,X,X,O,O,O,X,O,X
ILJOSZT,X,X,O,O,O,X,O,X
ILJOZTS,X,X,X,O,O,X,O,X
ILJOZST,X,X,X,O,O,X,O,X
ILSTJZO,O,O,O,O,O,X,O,O
ILSTJOZ,O,O,O,O,O,X,X,O
ILSTZJO,O,O,O,O,O,X,X,O
ILSTZOJ,O,O,O,O,O,X,X,O
ILSTOJZ,O,O,O,O,O,X,X,O
ILSTOZJ,O,O,O,O,O,X,X,O
ILSJTZO,O,O,O,O,O,X,O,X
ILSJTOZ,O,O,O,O,O,X,X,X
ILSJZTO,O,O,O,O,O,X,O,X
ILSJZOT,O,O,X,O,O,X,O,X
ILSJOTZ,X,X,X,O,O,X,O,X
ILSJOZT,X,X,X,O,O,X,O,X
ILSZTJO,O,O,O,O,O,X,X,X
ILSZTOJ,O,O,O,O,O,X,X,X
ILSZJTO,O,O,O,O,O,X,O,X
ILSZJOT,O,O,X,O,O,X,O,X
ILSZOTJ,O,O,O,O,O,X,X,X
ILSZOJT,O,O,O,O,O,X,X,X
ILSOTJZ,O,O,O,O,O,X,O,O
ILSOTZJ,O,O,O,O,O,X,X,O
ILSOJTZ,X,X,O,O,O,X,O,X
ILSOJZT,X,X,O,O,O,X,O,X
ILSOZTJ,O,O,O,O,O,X,X,X
ILSOZJT,O,O,O,O,O,X,O,X
ILZTJSO,O,O,O,O,X,O,X,X
ILZTJOS,O,O,O,O,X,O,X,X
ILZTSJO,O,O,O,O,X,O,X,X
ILZTSOJ,O,O,O,O,X,O,X,X
ILZTOJS,O,O,O,O,X,O,X,X
ILZTOSJ,O,O,O,O,X,O,X,X
ILZJTSO,O,O,X,O,O,O,O,X
ILZJTOS,O,O,X,O,X,O,O,X
ILZJSTO,O,O,X,O,O,X,O,X
ILZJSOT,O,O,X,O,O,X,O,X
ILZJOTS,X,X,X,O,X,O,O,X
ILZJOST,O,X,X,O,X,X,O,X
ILZSTJO,O,O,O,O,O,X,X,X
ILZSTOJ,O,O,O,O,O,X,X,X
ILZSJTO,O,O,O,O,O,X,O,X
ILZSJOT,O,O,X,O,O,X,O,X
ILZSOTJ,O,O,O,O,O,X,X,X
ILZSOJT,O,O,X,O,O,X,X,X
ILZOTJS,X,X,O,O,O,O,X,X
ILZOTSJ,X,X,O,O,O,O,X,X
ILZOJTS,X,X,X,O,O,O,O,X
ILZOJST,O,X,X,O,O,X,O,X
ILZOSTJ,O,X,O,O,O,X,X,X
ILZOSJT,O,X,O,O,O,X,O,X
ILOTJSZ,X,X,O,O,O,X,O,X
ILOTJZS,X,X,O,O,O,O,O,X
ILOTSJZ,X,X,O,O,O,X,O,X
ILOTSZJ,X,X,O,O,O,O,X,X
ILOTZJS,X,X,O,O,O,O,X,X
ILOTZSJ,X,X,O,O,O,O,X,X
ILOJTSZ,X,X,O,O,O,X,O,X
ILOJTZS,X,X,O,O,O,X,O,X
ILOJSTZ,X,X,O,O,O,X,O,X
ILOJSZT,X,X,O,O,O,X,O,X
ILOJZTS,X,X,X,O,O,X,O,X
ILOJZST,X,X,X,O,O,X,O,X
ILOSTJZ,O,X,O,O,O,X,O,O
ILOSTZJ,O,X,O,O,O,X,X,O
ILOSJTZ,X,X,O,O,O,X,O,X
ILOSJZT,X,X,O,O,O,X,O,X
ILOSZTJ,O,X,O,O,O,X,X,X
ILOSZJT,O,X,O,O,O,X,O,X
ILOZTJS,X,X,O,O,O,O,X,X
ILOZTSJ,X,X,O,O,O,O,X,X
ILOZJTS,X,X,X,O,O,O,O,X
ILOZJST,O,X,X,O,O,X,O,X
ILOZSTJ,O,X,O,O,O,X,X,X
ILOZSJT,O,X,O,O,O,X,O,X
IJTLSZO,X,X,O,O,O,X,O,O
IJTLSOZ,X,X,O,O,O,X,X,O
IJTLZSO,X,X,O,O,O,O,O,O
IJTLZOS,X,X,O,O,X,O,O,X
IJTLOSZ,X,X,O,O,O,X,O,O
IJTLOZS,X,X,O,O,O,O,O,X
IJTSLZO,O,O,O,O,O,X,O,O
IJTSLOZ,O,O,O,O,O,X,X,O
IJTSZLO,O,O,O,O,O,X,O,O
IJTSZOL,O,O,O,O,O,X,O,O
IJTSOLZ,O,O,O,O,O,X,O,O
IJTSOZL,O,O,O,O,O,X,O,O
IJTZLSO,O,O,O,X,O,O,O,O
IJTZLOS,O,O,O,X,X,O,O,X
IJTZSLO,O,O,O,X,O,O,O,O
IJTZSOL,O,O,O,X,O,O,O,O
IJTZOLS,O,O,O,X,O,O,O,X
IJTZOSL,O,O,O,X,O,O,O,X
IJTOLSZ,X,X,O,O,O,X,O,O
IJTOLZS,X,X,O,O,O,O,O,X
IJTOSLZ,O,O,O,O,O,X,O,O
IJTOSZL,O,O,O,O,O,X,O,O
IJTOZLS,O,O,O,X,O,O,O,X
IJTOZSL,O,O,O,X,O,O,O,X
IJLTSZO,X,X,O,O,O,X,O,X
IJLTSOZ,X,X,O,O,O,X,X,X
IJLTZSO,X,X,O,O,O,X,O,X
IJLTZOS,X,X,O,O,X,X,O,X
IJLTOSZ,X,X,O,O,O,X,O,X
IJLTOZS,X,X,O,O,O,X,O,X
IJLSTZO,O,X,O,O,O,X,O,X
IJLSTOZ,O,X,O,O,O,X,X,X
IJLSZTO,O,X,O,O,O,X,O,X
IJLSZOT,O,X,X,O,O,X,O,X
IJLSOTZ,X,X,X,O,O,X,O,X
IJLSOZT,X,X,X,O,O,X,O,X
IJLZTSO,O,X,X,O,O,X,O,X
IJLZTOS,X,X,X,O,X,X,O,X
IJLZSTO,O,X,X,O,O,X,O,X
IJLZSOT,O,X,X,O,O,X,O,X
IJLZOTS,X,X,X,O,X,X,O,X
IJLZOST,O,X,X,O,X,X,O,X
IJLOTSZ,X,X,O,O,O,X,O,X
IJLOTZS,X,X,O,O,O,X,O,X
IJLOSTZ,X,X,O,O,O,X,O,X
IJLOSZT,X,X,O,O,O,X,O,X
IJLOZTS,X,X,X,O,O,X,O,X
IJLOZST,X,X,X,O,O,X,O,X
IJSTLZO,O,O,O,O,O,X,O,O
IJSTLOZ,O,O,O,O,O,X,X,O
IJSTZLO,O,O,O,O,O,X,O,O
IJSTZOL,O,O,O,O,O,X,O,O
IJSTOLZ,O,O,O,O,O,X,O,O
IJSTOZL,O,O,O,O,O,X,O,O
IJSLTZO,O,O,O,O,O,X,O,X
IJSLTOZ,O,O,O,O,O,X,X,X
IJSLZTO,O,O,O,O,O,X,O,X
IJSLZOT,O,O,X,O,O,X,O,X
IJSLOTZ,X,X,X,O,O,X,O,X
IJSLOZT,X,X,X,O,O,X,O,X
IJSZTLO,O,O,O,O,O,X,O,X
IJSZTOL,O,O,O,O,O,X,O,X
IJSZLTO,O,O,O,O,O,X,O,X
IJSZLOT,O,O,X,O,O,X,O,X
IJSZOTL,O,O,O,O,O,X,O,X
IJSZOLT,O,O,O,O,O,X,O,X
IJSOTLZ,X,X,O,O,O,X,O,O
IJSOTZL,X,X,O,O,O,X,O,O
IJSOLTZ,X,X,O,O,O,X,O,X
IJSOLZT,X,X,O,O,O,X,O,X
IJSOZTL,X,X,O,O,O,X,O,X
IJSOZLT,X,X,O,O,O,X,O,X
IJZTLSO,O,O,X,X,O,O,O,X
IJZTLOS,O,O,X,X,X,O,O,X
IJZTSLO,O,O,X,X,O,O,O,X
IJZTSOL,O,O,X,X,O,O,O,X
IJZTOLS,O,O,X,X,O,O,O,X
IJZTOSL,O,O,X,X,O,O,O,X
IJZLTSO,O,O,X,O,O,O,O,X
IJZLTOS,O,O,X,O,X,O,O,X
IJZLSTO,O,O,X,O,O,X,O,X
IJZLSOT,O,O,X,O,O,X,O,X
IJZLOTS,X,X,X,O,X,O,O,X
IJZLOST,O,X,X,O,X,X,O,X
IJZSTLO,O,O,X,O,O,O,O,X
IJZSTOL,O,O,X,O,O,O,O,X
IJZSLTO,O,O,X,O,O,X,O,X
IJZSLOT,O,O,X,O,O,X,O,X
IJZSOTL,O,O,X,O,O,O,O,X
IJZSOLT,O,O,X,O,O,X,O,X
IJZOTLS,O,O,X,X,O,O,O,X
IJZOTSL,O,O,X,X,O,O,O,X
IJZOLTS,X,X,X,O,O,O,O,X
IJZOLST,O,X,X,O,O,X,O,X
IJZOSTL,O,O,X,O,O,O,O,X
IJZOSLT,O,O,X,O,O,X,O,X
IJOTLSZ,X,X,O,O,O,X,O,X
IJOTLZS,X,X,O,O,O,O,O,X
IJOTSLZ,X,X,O,O,O,X,O,X
IJOTSZL,X,X,O,O,O,X,O,X
IJOTZLS,X,X,O,X,O,O,O,X
IJOTZSL,X,X,O,X,O,O,O,X
IJOLTSZ,X,X,O,O,O,X,O,X
IJOLTZS,X,X,O,O,O,X,O,X
IJOLSTZ,X,X,O,O,O,X,O,X
IJOLSZT,X,X,O,O,O,X,O,X
IJOLZTS,X,X,X,O,O,X,O,X
IJOLZST,X,X,X,O,O,X,O,X
IJOSTLZ,X,X,O,O,O,X,O,O
IJOSTZL,X,X,O,O,O,X,O,O
IJOSLTZ,X,X,O,O,O,X,O,X
IJOSLZT,X,X,O,O,O,X,O,X
IJOSZTL,X,X,O,O,O,X,O,X
IJOSZLT,X,X,O,O,O,X,O,X
IJOZTLS,X,X,X,X,O,O,O,X
IJOZTSL,X,X,X,X,O,O,O,X
IJOZLTS,X,X,X,O,O,O,O,X
IJOZLST,X,X,X,O,O,X,O,X
IJOZSTL,X,X,X,O,O,O,O,X
IJOZSLT,X,X,X,O,O,X,O,X
ISTLJZO,O,O,O,O,O,X,O,O
ISTLJOZ,O,O,O,O,O,X,X,O
ISTLZJO,O,O,O,O,O,O,X,O
ISTLZOJ,O,O,O,O,O,O,X,O
ISTLOJZ,O,O,O,O,O,X,X,O
ISTLOZJ,O,O,O,O,O,O,X,O
ISTJLZO,O,O,O,O,O,X,O,O
ISTJLOZ,O,O,O,O,O,X,X,O
ISTJZLO,O,O,O,O,O,X,O,O
ISTJZOL,O,O,O,O,O,X,O,O
ISTJOLZ,O,O,O,O,O,X,O,O
ISTJOZL,O,O,O,O,O,X,O,O
ISTZLJO,O,O,O,O,O,O,X,O
ISTZLOJ,O,O,O,O,O,O,X,O
ISTZJLO,O,O,O,O,O,O,X,O
ISTZJOL,O,O,O,O,O,O,X,O
ISTZOLJ,O,O,O,X,O,O,X,O
ISTZOJL,O,O,O,O,O,O,X,O
ISTOLJZ,O,O,O,O,O,X,O,O
ISTOLZJ,O,O,O,O,O,O,X,O
ISTOJLZ,O,O,O,O,O,X,O,O
ISTOJZL,O,O,O,O,O,X,O,O
ISTOZLJ,O,O,O,X,O,O,X,O
ISTOZJL,O,O,O,X,O,O,X,O
ISLTJZO,O,O,O,O,O,X,O,O
ISLTJOZ,O,O,O,O,O,X,X,O
ISLTZJO,O,O,O,O,O,X,X,O
