sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
LOTSIJZ,O,X,X,X,O,X,O,O,O
LOTSIZJ,O,X,X,X,X,X,O,O,O
LOTSJIZ,O,X,X,X,O,O,O,O,O
LOTSJZI,O,X,X,X,O,O,O,O,O
LOTSZIJ,O,X,X,X,X,X,O,O,O
LOTSZJI,O,X,X,X,O,O,O,O,O
LOTZIJS,O,X,X,X,X,O,O,O,O
LOTZISJ,O,X,X,X,X,X,O,O,O
LOTZJIS,O,X,X,X,O,O,O,O,O
LOTZJSI,O,X,X,X,O,O,O,O,O
LOTZSIJ,O,X,X,X,X,X,O,O,O
LOTZSJI,O,X,X,X,O,O,O,O,O
LOITJSZ,O,X,X,X,X,X,O,O,X
LOITJZS,O,X,X,X,X,X,O,O,X
LOITSJZ,O,X,X,X,X,X,O,O,O
LOITSZJ,O,X,X,X,X,X,O,O,O
LOITZJS,O,X,X,X,X,X,O,O,O
LOITZSJ,O,X,X,X,X,X,O,O,O
LOIJTSZ,O,X,X,X,X,X,O,O,X
LOIJTZS,O,X,X,X,X,X,O,O,X
LOIJSTZ,O,X,X,X,X,X,O,O,O
LOIJSZT,O,X,X,X,X,X,O,O,O
LOIJZTS,X,X,X,X,X,X,X,O,O
LOIJZST,O,X,X,X,X,X,X,O,O
LOISTJZ,O,X,O,X,X,X,O,O,O
LOISTZJ,O,X,O,X,X,X,O,O,O
LOISJTZ,O,X,X,X,X,X,O,O,O
LOISJZT,O,X,X,X,X,X,O,O,O
LOISZTJ,O,X,O,X,X,X,O,O,O
LOISZJT,O,X,O,X,X,X,O,O,O
LOIZTJS,X,X,X,X,X,X,O,O,O
LOIZTSJ,X,X,X,X,X,X,O,O,O
LOIZJTS,X,X,X,X,X,X,X,O,O
LOIZJST,O,X,O,X,X,X,X,O,O
LOIZSTJ,O,X,O,X,X,X,O,O,O
LOIZSJT,O,X,O,X,X,X,O,O,O
LOJTISZ,O,X,X,X,O,O,O,O,X
LOJTIZS,O,X,X,X,O,O,O,O,X
LOJTSIZ,O,X,X,X,O,O,O,O,X
LOJTSZI,O,X,X,X,O,O,O,O,X
LOJTZIS,O,X,X,X,O,O,O,O,X
LOJTZSI,O,X,X,X,O,O,O,O,X
LOJITSZ,O,X,X,X,O,O,O,O,X
LOJITZS,O,X,X,X,O,O,O,O,X
LOJISTZ,O,X,X,X,O,X,O,O,O
LOJISZT,O,X,X,X,O,X,O,O,O
LOJIZTS,X,X,X,X,X,X,X,O,O
LOJIZST,O,X,X,X,X,X,X,O,O
LOJSTIZ,O,X,X,X,O,X,O,O,O
LOJSTZI,O,X,X,X,O,X,O,O,O
LOJSITZ,O,X,X,X,O,X,O,O,O
LOJSIZT,O,X,X,X,O,X,O,O,O
LOJSZTI,O,X,X,X,O,X,O,O,O
LOJSZIT,O,X,X,X,O,X,O,O,O
LOJZTIS,X,X,X,X,X,O,X,O,O
LOJZTSI,X,X,X,X,X,O,X,O,O
LOJZITS,X,X,X,X,X,X,X,O,O
LOJZIST,O,X,X,X,X,X,X,O,O
LOJZSTI,O,X,X,X,X,X,X,O,O
LOJZSIT,O,X,X,X,X,X,X,O,O
LOSTIJZ,O,X,O,X,O,X,O,O,O
LOSTIZJ,O,X,O,X,X,X,O,O,O
LOSTJIZ,O,X,O,X,O,X,O,O,O
LOSTJZI,O,X,O,X,O,X,O,O,O
LOSTZIJ,O,X,O,X,X,X,O,O,O
LOSTZJI,O,X,O,X,O,X,O,O,O
LOSITJZ,O,X,O,X,O,X,O,O,O
LOSITZJ,O,X,O,X,X,X,O,O,O
LOSIJTZ,O,X,X,X,O,X,O,O,O
LOSIJZT,O,X,X,X,O,X,O,O,O
LOSIZTJ,O,X,O,X,X,X,O,O,O
LOSIZJT,O,X,O,X,X,X,O,O,O
LOSJTIZ,O,X,X,X,O,X,O,O,O
LOSJTZI,O,X,X,X,O,X,O,O,O
LOSJITZ,O,X,X,X,O,X,O,O,O
LOSJIZT,O,X,X,X,O,X,O,O,O
LOSJZTI,O,X,X,X,O,X,O,O,O
LOSJZIT,O,X,X,X,O,X,O,O,O
LOSZTIJ,O,X,O,X,X,X,O,O,O
LOSZTJI,O,X,O,X,O,X,O,O,O
LOSZITJ,O,X,O,X,X,X,O,O,O
LOSZIJT,O,X,O,X,X,X,O,O,O
LOSZJTI,O,X,O,X,O,X,O,O,O
LOSZJIT,O,X,O,X,O,X,O,O,O
LOZTIJS,X,X,X,X,X,O,O,O,O
LOZTISJ,X,X,X,X,X,X,O,O,O
LOZTJIS,X,X,X,X,X,O,O,O,O
LOZTJSI,X,X,X,X,X,O,O,O,O
LOZTSIJ,X,X,X,X,X,X,O,O,O
LOZTSJI,X,X,X,X,X,O,O,O,O
LOZITJS,X,X,X,X,X,X,O,O,O
LOZITSJ,X,X,X,X,X,X,O,O,O
LOZIJTS,X,X,X,X,X,X,X,O,O
LOZIJST,O,X,O,X,X,X,X,O,O
LOZISTJ,O,X,O,X,X,X,O,O,O
LOZISJT,O,X,O,X,X,X,O,O,O
LOZJTIS,X,X,X,X,X,O,X,O,O
LOZJTSI,X,X,X,X,X,O,X,O,O
LOZJITS,X,X,X,X,X,X,X,O,O
LOZJIST,O,X,O,X,X,X,X,O,O
LOZJSTI,O,X,O,X,X,X,X,O,O
LOZJSIT,O,X,O,X,X,X,X,O,O
LOZSTIJ,O,X,O,X,X,X,O,O,O
LOZSTJI,O,X,O,X,X,X,O,O,O
LOZSITJ,O,X,O,X,X,X,O,O,O
LOZSIJT,O,X,O,X,X,X,O,O,O
LOZSJTI,O,X,O,X,X,X,O,O,O
LOZSJIT,O,X,O,X,X,X,O,O,O
JTILSZO,O,X,X,O,O,O,O,O,X
JTILSOZ,O,X,X,O,O,O,O,O,X
JTILZSO,O,X,X,O,O,O,O,O,X
JTILZOS,O,X,X,O,O,O,O,X,X
JTILOSZ,O,X,X,O,O,O,O,O,X
JTILOZS,O,X,X,O,O,O,O,X,X
JTISLZO,O,O,O,O,O,O,O,O,X
JTISLOZ,O,O,O,O,O,O,O,O,X
JTISZLO,O,O,O,O,O,O,O,O,X
JTISZOL,O,O,O,O,O,O,O,O,X
JTISOLZ,O,O,O,O,O,O,O,O,X
JTISOZL,O,O,O,O,O,O,O,O,X
JTIZLSO,O,O,O,O,O,O,O,X,X
JTIZLOS,O,O,O,O,O,O,O,X,X
JTIZSLO,O,O,O,O,O,O,O,X,X
JTIZSOL,O,O,O,O,O,O,O,X,X
JTIZOLS,O,O,O,O,O,O,X,X,X
JTIZOSL,O,O,O,O,O,O,X,X,X
JTIOLSZ,O,X,X,O,O,O,O,O,X
JTIOLZS,O,X,X,O,O,O,O,O,X
JTIOSLZ,O,O,O,O,O,O,O,O,X
JTIOSZL,O,O,O,O,O,O,O,O,X
JTIOZLS,O,O,O,O,O,O,X,X,X
JTIOZSL,O,O,O,O,O,O,X,X,X
JTLISZO,O,X,X,O,O,O,O,O,X
JTLISOZ,O,X,X,O,O,O,O,O,X
JTLIZSO,O,X,X,O,O,O,O,O,X
JTLIZOS,O,X,X,O,O,O,O,X,X
JTLIOSZ,O,X,X,O,O,O,O,O,X
JTLIOZS,O,X,X,O,O,O,O,X,X
JTLSIZO,O,X,X,O,O,O,O,O,X
JTLSIOZ,O,X,X,O,O,O,O,O,X
JTLSZIO,O,X,X,O,O,O,O,O,X
JTLSZOI,O,X,X,O,O,O,O,O,X
JTLSOIZ,O,X,X,O,O,O,O,O,X
JTLSOZI,O,X,X,O,O,O,O,O,X
JTLZISO,O,X,X,O,O,O,O,O,X
JTLZIOS,O,X,X,O,O,O,O,X,X
JTLZSIO,O,X,X,O,O,O,O,O,X
JTLZSOI,O,X,X,O,O,O,O,O,X
JTLZOIS,O,X,X,O,O,O,O,X,X
JTLZOSI,O,X,X,O,O,O,O,X,X
JTLOISZ,O,X,X,O,O,O,O,O,X
JTLOIZS,O,X,X,O,O,O,O,X,X
JTLOSIZ,O,X,X,O,O,O,O,O,X
JTLOSZI,O,X,X,O,O,O,O,O,X
JTLOZIS,O,X,X,O,O,O,O,X,X
JTLOZSI,O,X,X,O,O,O,O,X,X
JTSILZO,O,O,O,O,O,O,O,O,X
JTSILOZ,O,O,O,O,O,O,O,O,X
JTSIZLO,O,O,O,O,O,O,O,O,X
JTSIZOL,O,O,O,O,O,O,O,O,X
JTSIOLZ,O,O,O,O,O,O,O,O,X
JTSIOZL,O,O,O,O,O,O,O,O,X
JTSLIZO,O,O,O,O,O,O,O,O,X
JTSLIOZ,O,O,O,O,O,O,O,O,X
JTSLZIO,O,O,O,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,O,O,O,X
JTSLOIZ,O,O,O,O,O,O,O,O,X
JTSLOZI,O,O,O,O,O,O,O,O,X
JTSZILO,O,O,O,O,O,O,O,O,X
JTSZIOL,O,O,O,O,O,O,O,O,X
JTSZLIO,O,O,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,O,O,X
JTSZOIL,O,O,O,O,O,O,O,O,X
JTSZOLI,O,O,O,O,O,O,O,O,X
JTSOILZ,O,O,O,O,O,O,O,O,X
JTSOIZL,O,O,O,O,O,O,O,O,X
JTSOLIZ,O,O,O,O,O,O,O,O,X
JTSOLZI,O,O,O,O,O,O,O,O,X
JTSOZIL,O,O,O,O,O,O,O,O,X
JTSOZLI,O,O,O,O,O,O,O,O,X
JTZILSO,O,O,O,O,O,O,O,X,X
JTZILOS,O,O,O,O,O,O,O,X,X
JTZISLO,O,O,O,O,O,O,O,X,X
JTZISOL,O,O,O,O,O,O,O,X,X
JTZIOLS,O,O,O,O,O,O,X,X,X
JTZIOSL,O,O,O,O,O,O,X,X,X
JTZLISO,O,O,O,O,O,O,O,X,X
JTZLIOS,O,O,O,O,O,O,O,X,X
JTZLSIO,O,O,O,O,O,O,O,X,X
JTZLSOI,O,O,O,O,O,O,O,X,X
JTZLOIS,O,O,O,O,O,O,O,X,X
JTZLOSI,O,O,O,O,O,O,O,X,X
JTZSILO,O,O,O,O,O,O,O,X,X
JTZSIOL,O,O,O,O,O,O,O,X,X
JTZSLIO,O,O,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,O,O,X,X
JTZSOIL,O,O,O,O,O,O,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X
JTZOILS,O,O,O,O,O,O,X,X,X
JTZOISL,O,O,O,O,O,O,X,X,X
JTZOLIS,O,O,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,O,O,X,X,X
JTZOSLI,O,O,O,O,O,O,X,X,X
JTOILSZ,O,X,X,O,O,O,O,O,X
JTOILZS,O,X,X,O,O,O,O,O,X
JTOISLZ,O,O,O,O,O,O,O,O,X
JTOISZL,O,O,O,O,O,O,O,O,X
JTOIZLS,O,O,O,O,O,O,X,X,X
JTOIZSL,O,O,O,O,O,O,X,X,X
JTOLISZ,O,X,X,O,O,O,O,O,X
JTOLIZS,O,X,X,O,O,O,O,O,X
JTOLSIZ,O,X,X,O,O,O,O,O,X
JTOLSZI,O,X,X,O,O,O,O,O,X
JTOLZIS,O,X,X,O,O,O,O,O,X
JTOLZSI,O,X,X,O,O,O,O,O,X
JTOSILZ,O,O,O,O,O,O,O,O,X
JTOSIZL,O,O,O,O,O,O,O,O,X
JTOSLIZ,O,O,O,O,O,O,O,O,X
JTOSLZI,O,O,O,O,O,O,O,O,X
JTOSZIL,O,O,O,O,O,O,O,O,X
JTOSZLI,O,O,O,O,O,O,O,O,X
JTOZILS,O,O,O,O,O,O,X,X,X
JTOZISL,O,O,O,O,O,O,X,X,X
JTOZLIS,O,O,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,O,O,X,X,X
JTOZSIL,O,O,O,O,O,O,X,X,X
JTOZSLI,O,O,O,O,O,O,X,X,X
JITLSZO,O,X,X,O,O,O,O,O,X
JITLSOZ,O,X,X,O,O,O,O,O,X
JITLZSO,O,X,X,O,O,O,O,O,X
JITLZOS,O,X,X,O,O,O,O,X,X
JITLOSZ,O,X,X,O,O,O,O,O,X
JITLOZS,O,X,X,O,O,O,O,X,X
JITSLZO,O,O,O,O,O,O,O,O,X
JITSLOZ,O,O,O,O,O,O,O,O,X
JITSZLO,O,O,O,O,O,O,O,O,X
JITSZOL,O,O,O,O,O,O,O,O,X
JITSOLZ,O,O,O,O,O,O,O,O,X
JITSOZL,O,O,O,O,O,O,O,O,X
JITZLSO,O,O,O,O,O,O,O,X,X
JITZLOS,O,O,O,O,O,O,O,X,X
JITZSLO,O,O,O,O,O,O,O,X,X
JITZSOL,O,O,O,O,O,O,O,X,X
JITZOLS,O,O,O,O,O,O,X,X,X
JITZOSL,O,O,O,O,O,O,X,X,X
JITOLSZ,O,X,X,O,O,O,O,O,X
JITOLZS,O,X,X,O,O,O,O,O,X
JITOSLZ,O,O,O,O,O,O,O,O,X
JITOSZL,O,O,O,O,O,O,O,O,X
JITOZLS,O,O,O,O,O,O,X,X,X
JITOZSL,O,O,O,O,O,O,X,X,X
JILTSZO,O,X,X,O,O,O,O,O,X
JILTSOZ,O,X,X,O,O,O,O,O,X
JILTZSO,O,X,X,O,O,O,O,O,X
JILTZOS,O,X,X,O,O,O,O,X,X
JILTOSZ,O,X,X,O,O,O,O,O,X
JILTOZS,O,X,X,O,O,O,O,O,X
JILSTZO,O,X,O,O,X,X,O,O,O
JILSTOZ,O,X,O,O,O,X,O,O,X
JILSZTO,O,X,O,O,X,X,O,O,O
JILSZOT,O,X,O,O,O,X,O,O,O
JILSOTZ,O,X,X,X,O,X,O,O,X
JILSOZT,O,X,X,X,O,X,O,O,X
JILZTSO,O,X,O,O,X,X,X,O,O
JILZTOS,O,X,X,O,X,X,X,X,O
JILZSTO,O,X,O,O,X,X,X,O,O
JILZSOT,O,X,O,O,X,X,X,O,O
JILZOTS,X,X,X,O,X,X,X,X,O
JILZOST,O,X,O,O,X,X,X,X,O
JILOTSZ,O,X,X,O,O,O,O,O,X
JILOTZS,O,X,X,O,O,O,O,O,X
JILOSTZ,O,X,X,X,O,X,O,O,O
JILOSZT,O,X,X,X,O,X,O,O,O
JILOZTS,X,X,X,O,X,X,X,O,O
JILOZST,O,X,X,O,X,X,X,O,O
JISTLZO,O,O,O,O,O,O,O,O,O
JISTLOZ,O,O,O,O,O,O,O,O,X
JISTZLO,O,O,O,O,O,O,O,O,O
JISTZOL,O,O,O,O,O,O,O,O,O
JISTOLZ,O,O,O,O,O,O,O,O,O
JISTOZL,O,O,O,O,O,O,O,O,O
JISLTZO,O,O,O,O,X,X,O,O,O
JISLTOZ,O,O,O,O,O,X,O,O,X
JISLZTO,O,O,O,O,X,X,O,O,O
JISLZOT,O,O,O,O,O,X,O,O,O
JISLOTZ,O,X,X,X,O,X,O,O,X
JISLOZT,O,X,X,X,O,X,O,O,X
JISZTLO,O,O,O,O,X,X,O,O,O
JISZTOL,O,O,O,O,X,X,O,O,O
JISZLTO,O,O,O,O,X,X,O,O,O
JISZLOT,O,O,O,O,O,X,O,O,O
JISZOTL,O,O,O,O,X,X,O,O,O
JISZOLT,X,O,O,O,O,X,O,O,O
JISOTLZ,O,X,X,X,O,O,O,O,O
JISOTZL,O,X,X,X,O,O,O,O,O
JISOLTZ,O,X,X,X,O,X,O,O,O
JISOLZT,O,X,X,X,O,X,O,O,O
JISOZTL,O,X,X,X,X,X,O,O,O
JISOZLT,X,X,X,X,O,X,O,O,O
JIZTLSO,O,O,O,O,O,O,X,X,O
JIZTLOS,O,O,O,O,O,O,X,X,O
JIZTSLO,O,O,O,O,O,O,X,X,O
JIZTSOL,O,O,O,O,O,O,X,X,O
JIZTOLS,O,O,O,O,O,O,X,X,O
JIZTOSL,O,O,O,O,O,O,X,X,O
JIZLTSO,O,O,O,O,X,X,X,O,O
JIZLTOS,O,O,O,O,X,X,X,X,O
JIZLSTO,O,O,O,O,X,X,X,O,O
JIZLSOT,O,O,O,O,X,X,X,O,O
JIZLOTS,X,X,X,O,X,X,X,X,O
JIZLOST,O,X,O,O,X,X,X,X,O
JIZSTLO,O,O,O,O,X,X,X,O,O
JIZSTOL,O,O,O,O,X,X,X,O,O
JIZSLTO,O,O,O,O,X,X,X,O,O
JIZSLOT,O,O,O,O,O,X,X,O,O
JIZSOTL,O,O,O,O,X,X,X,O,O
JIZSOLT,X,O,O,O,O,X,X,O,O
JIZOTLS,X,O,O,O,O,O,X,X,O
JIZOTSL,X,O,O,O,O,O,X,X,O
JIZOLTS,X,X,X,O,X,X,X,O,O
JIZOLST,X,X,O,O,X,X,X,O,O
JIZOSTL,X,O,O,O,X,X,X,O,O
JIZOSLT,X,O,O,O,O,X,X,O,O
JIOTLSZ,O,X,X,O,O,O,O,O,X
JIOTLZS,O,X,X,O,O,O,O,O,X
JIOTSLZ,O,X,X,O,O,O,O,O,X
JIOTSZL,O,X,X,O,O,O,O,O,X
JIOTZLS,O,X,X,O,O,O,X,X,X
JIOTZSL,O,X,X,O,O,O,X,X,X
JIOLTSZ,O,X,X,O,O,O,O,O,X
JIOLTZS,O,X,X,O,O,O,O,O,X
JIOLSTZ,O,X,X,X,O,X,O,O,O
JIOLSZT,O,X,X,X,O,X,O,O,O
JIOLZTS,X,X,X,O,X,X,X,O,O
JIOLZST,O,X,X,O,X,X,X,O,O
JIOSTLZ,O,X,X,X,O,O,O,O,O
JIOSTZL,O,X,X,X,O,O,O,O,O
JIOSLTZ,O,X,X,X,O,X,O,O,O
JIOSLZT,O,X,X,X,O,X,O,O,O
JIOSZTL,O,X,X,X,X,X,O,O,O
JIOSZLT,X,X,X,X,O,X,O,O,O
JIOZTLS,X,X,X,O,O,O,X,X,O
JIOZTSL,X,X,X,O,O,O,X,X,O
JIOZLTS,X,X,X,O,X,X,X,O,O
JIOZLST,X,X,X,O,X,X,X,O,O
JIOZSTL,X,X,X,O,X,X,X,O,O
JIOZSLT,X,X,X,O,O,X,X,O,O
JLTISZO,O,X,X,O,O,O,O,O,X
JLTISOZ,O,X,X,O,O,O,O,O,X
JLTIZSO,O,X,X,O,O,O,O,O,X
JLTIZOS,O,X,X,O,O,O,O,X,X
JLTIOSZ,O,X,X,O,O,O,O,O,X
JLTIOZS,O,X,X,O,O,O,O,O,X
JLTSIZO,O,X,X,O,O,O,O,O,X
JLTSIOZ,O,X,X,O,O,O,O,O,X
JLTSZIO,O,X,X,O,O,O,O,O,X
JLTSZOI,O,X,X,O,O,O,O,O,X
JLTSOIZ,O,X,X,O,O,O,O,O,X
JLTSOZI,O,X,X,O,O,O,O,O,X
JLTZISO,O,X,X,O,O,O,O,O,X
JLTZIOS,O,X,X,O,O,O,O,X,X
JLTZSIO,O,X,X,O,O,O,O,O,X
JLTZSOI,O,X,X,O,O,O,O,O,X
JLTZOIS,O,X,X,O,O,O,O,X,X
JLTZOSI,O,X,X,O,O,O,O,X,X
JLTOISZ,O,X,X,O,O,O,O,O,X
JLTOIZS,O,X,X,O,O,O,O,O,X
JLTOSIZ,O,X,X,O,O,O,O,O,X
JLTOSZI,O,X,X,O,O,O,O,O,X
JLTOZIS,O,X,X,O,O,O,O,O,X
JLTOZSI,O,X,X,O,O,O,O,O,X
JLITSZO,O,X,X,O,O,O,O,O,X
JLITSOZ,O,X,X,O,O,O,O,O,X
JLITZSO,O,X,X,O,O,O,O,O,X
JLITZOS,O,X,X,O,O,O,O,X,X
JLITOSZ,O,X,X,O,O,O,O,O,X
JLITOZS,O,X,X,O,O,O,O,O,X
JLISTZO,O,X,O,O,X,X,O,O,O
JLISTOZ,O,X,O,O,O,X,O,O,X
JLISZTO,O,X,O,O,X,X,O,O,O
JLISZOT,O,X,O,O,O,X,O,O,O
JLISOTZ,O,X,X,X,O,X,O,O,X
JLISOZT,O,X,X,X,O,X,O,O,X
JLIZTSO,O,X,O,O,X,X,X,O,O
JLIZTOS,O,X,X,O,X,X,X,X,O
JLIZSTO,O,X,O,O,X,X,X,O,O
JLIZSOT,O,X,O,O,X,X,X,O,O
JLIZOTS,X,X,X,O,X,X,X,X,O
JLIZOST,O,X,O,O,X,X,X,X,O
JLIOTSZ,O,X,X,O,O,O,O,O,X
JLIOTZS,O,X,X,O,O,O,O,O,X
JLIOSTZ,O,X,X,X,O,X,O,O,O
JLIOSZT,O,X,X,X,O,X,O,O,O
JLIOZTS,X,X,X,O,X,X,X,O,O
JLIOZST,O,X,X,O,X,X,X,O,O
JLSTIZO,O,X,O,O,O,X,O,O,O
JLSTIOZ,O,X,O,O,O,X,O,O,X
JLSTZIO,O,X,O,O,O,X,O,O,O
JLSTZOI,O,X,O,O,O,X,O,O,O
JLSTOIZ,O,X,O,O,O,X,O,O,X
JLSTOZI,O,X,O,O,O,X,O,O,X
JLSITZO,O,X,O,O,X,X,O,O,O
JLSITOZ,O,X,O,O,O,X,O,O,X
JLSIZTO,O,X,O,O,X,X,O,O,O
JLSIZOT,O,X,O,O,O,X,O,O,O
JLSIOTZ,O,X,X,X,O,X,O,O,X
JLSIOZT,O,X,X,X,O,X,O,O,X
JLSZTIO,O,X,O,O,X,X,O,O,O
JLSZTOI,O,X,O,O,X,X,O,O,O
JLSZITO,O,X,O,O,X,X,O,O,O
JLSZIOT,O,X,O,O,O,X,O,O,O
JLSZOTI,O,X,O,O,O,X,O,O,O
JLSZOIT,O,X,O,O,O,X,O,O,O
JLSOTIZ,O,X,X,X,O,X,O,O,X
JLSOTZI,O,X,X,X,O,X,O,O,X
JLSOITZ,O,X,X,X,O,X,O,O,X
JLSOIZT,O,X,X,X,O,X,O,O,X
JLSOZTI,O,X,X,X,O,X,O,O,X
JLSOZIT,O,X,X,X,O,X,O,O,X
JLZTISO,O,X,O,O,X,O,X,O,O
JLZTIOS,O,X,X,O,X,O,X,X,O
JLZTSIO,O,X,O,O,X,O,X,O,O
JLZTSOI,O,X,O,O,X,O,X,O,O
JLZTOIS,O,X,X,O,X,O,X,X,O
JLZTOSI,O,X,X,O,X,O,X,X,O
JLZITSO,O,X,O,O,X,X,X,O,O
JLZITOS,O,X,X,O,X,X,X,X,O
JLZISTO,O,X,O,O,X,X,X,O,O
JLZISOT,O,X,O,O,X,X,X,O,O
JLZIOTS,X,X,X,O,X,X,X,X,O
JLZIOST,O,X,O,O,X,X,X,X,O
JLZSTIO,O,X,O,O,X,X,X,O,O
JLZSTOI,O,X,O,O,X,X,X,O,O
JLZSITO,O,X,O,O,X,X,X,O,O
JLZSIOT,O,X,O,O,X,X,X,O,O
JLZSOTI,O,X,O,O,X,X,X,O,O
JLZSOIT,O,X,O,O,X,X,X,O,O
JLZOTIS,X,X,X,O,X,O,X,X,O
JLZOTSI,X,X,X,O,X,O,X,X,O
JLZOITS,X,X,X,O,X,X,X,X,O
JLZOIST,O,X,O,O,X,X,X,X,O
JLZOSTI,O,X,O,O,X,X,X,X,O
JLZOSIT,O,X,O,O,X,X,X,X,O
JLOTISZ,O,X,X,O,O,O,O,O,X
JLOTIZS,O,X,X,O,O,O,O,O,X
JLOTSIZ,O,X,X,O,O,O,O,O,X
JLOTSZI,O,X,X,O,O,O,O,O,X
JLOTZIS,O,X,X,O,O,O,O,O,X
JLOTZSI,O,X,X,O,O,O,O,O,X
JLOITSZ,O,X,X,O,O,O,O,O,X
JLOITZS,O,X,X,O,O,O,O,O,X
JLOISTZ,O,X,X,X,O,X,O,O,O
JLOISZT,O,X,X,X,O,X,O,O,O
JLOIZTS,X,X,X,O,X,X,X,O,O
JLOIZST,O,X,X,O,X,X,X,O,O
JLOSTIZ,O,X,X,X,O,X,O,O,O
JLOSTZI,O,X,X,X,O,X,O,O,O
JLOSITZ,O,X,X,X,O,X,O,O,O
JLOSIZT,O,X,X,X,O,X,O,O,O
JLOSZTI,O,X,X,X,O,X,O,O,O
JLOSZIT,O,X,X,X,O,X,O,O,O
JLOZTIS,X,X,X,O,X,O,X,O,O
JLOZTSI,X,X,X,O,X,O,X,O,O
JLOZITS,X,X,X,O,X,X,X,O,O
JLOZIST,O,X,X,O,X,X,X,O,O
JLOZSTI,O,X,X,O,X,X,X,O,O
JLOZSIT,O,X,X,O,X,X,X,O,O
JSTILZO,O,O,O,O,O,O,O,O,O
JSTILOZ,O,O,O,O,O,O,O,O,X
JSTIZLO,O,O,O,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O,O,O,O
JSTIOLZ,O,O,O,O,O,O,O,O,O
JSTIOZL,O,O,O,O,O,O,O,O,O
JSTLIZO,O,O,O,O,O,O,O,O,O
JSTLIOZ,O,O,O,O,O,O,O,O,X
JSTLZIO,O,O,O,O,O,O,O,O,O
JSTLZOI,O,O,O,O,O,O,O,O,O
JSTLOIZ,O,O,O,O,O,O,O,O,X
JSTLOZI,O,O,O,O,O,O,O,O,X
JSTZILO,O,O,O,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O,O,O,O
JSTOILZ,O,O,O,O,O,O,O,O,O
JSTOIZL,O,O,O,O,O,O,O,O,O
JSTOLIZ,O,O,O,O,O,O,O,O,O
JSTOLZI,O,O,O,O,O,O,O,O,O
JSTOZIL,O,O,O,O,O,O,O,O,O
JSTOZLI,O,O,O,O,O,O,O,O,O
JSITLZO,O,O,O,O,O,O,O,O,O
JSITLOZ,O,O,O,O,O,O,O,O,X
JSITZLO,O,O,O,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O,O,O,O
JSITOLZ,O,O,O,O,O,O,O,O,O
JSITOZL,O,O,O,O,O,O,O,O,O
JSILTZO,O,O,O,O,X,X,O,O,O
JSILTOZ,O,O,O,O,O,X,O,O,X
JSILZTO,O,O,O,O,X,X,O,O,O
JSILZOT,O,O,O,O,O,X,O,O,O
JSILOTZ,O,X,X,X,O,X,O,O,X
JSILOZT,O,X,X,X,O,X,O,O,X
JSIZTLO,O,O,O,O,X,X,O,O,O
JSIZTOL,O,O,O,O,X,X,O,O,O
JSIZLTO,O,O,O,O,X,X,O,O,O
JSIZLOT,O,O,O,O,O,X,O,O,O
JSIZOTL,O,O,O,O,X,X,O,O,O
JSIZOLT,X,O,O,O,O,X,O,O,O
JSIOTLZ,O,X,X,X,O,O,O,O,O
JSIOTZL,O,X,X,X,O,O,O,O,O
JSIOLTZ,O,X,X,X,O,X,O,O,O
JSIOLZT,O,X,X,X,O,X,O,O,O
JSIOZTL,O,X,X,X,X,X,O,O,O
JSIOZLT,X,X,X,X,O,X,O,O,O
JSLTIZO,O,O,O,O,O,X,O,O,O
JSLTIOZ,O,O,O,O,O,X,O,O,X
JSLTZIO,O,O,O,O,O,X,O,O,O
JSLTZOI,O,O,O,O,O,X,O,O,O
JSLTOIZ,O,O,O,O,O,X,O,O,X
JSLTOZI,O,O,O,O,O,X,O,O,X
JSLITZO,O,O,O,O,X,X,O,O,O
