sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
TZIOJSL,O,O,O,O,X,O,X,X,O
TZIOSLJ,O,O,O,O,X,X,O,X,O
TZIOSJL,O,O,O,O,X,X,O,X,O
TZLIJSO,O,O,O,O,X,O,O,X,O
TZLIJOS,O,O,O,O,X,O,O,X,O
TZLISJO,O,O,O,O,X,X,O,X,O
TZLISOJ,O,O,O,O,X,X,O,X,O
TZLIOJS,O,O,O,O,X,O,O,X,O
TZLIOSJ,O,O,O,O,X,X,O,X,O
TZLJISO,O,O,O,O,O,O,O,X,O
TZLJIOS,O,O,O,O,O,O,O,X,O
TZLJSIO,O,O,O,O,O,O,O,X,O
TZLJSOI,O,O,O,O,O,O,O,X,O
TZLJOIS,O,O,O,O,O,O,O,X,O
TZLJOSI,O,O,O,O,O,O,O,X,O
TZLSIJO,O,O,O,O,X,X,O,X,O
TZLSIOJ,O,O,O,O,X,X,O,X,O
TZLSJIO,O,O,O,O,O,O,O,X,O
TZLSJOI,O,O,O,O,O,O,O,X,O
TZLSOIJ,O,O,O,O,X,X,O,X,O
TZLSOJI,O,O,O,O,O,O,O,X,O
TZLOIJS,O,O,O,O,X,O,O,X,O
TZLOISJ,O,O,O,O,X,X,O,X,O
TZLOJIS,O,O,O,O,O,O,O,X,O
TZLOJSI,O,O,O,O,O,O,O,X,O
TZLOSIJ,O,O,O,O,X,X,O,X,O
TZLOSJI,O,O,O,O,O,O,O,X,O
TZJILSO,O,O,O,O,O,O,O,X,O
TZJILOS,O,O,O,O,O,O,O,X,O
TZJISLO,O,O,O,O,O,O,O,X,O
TZJISOL,O,O,O,O,O,O,O,X,O
TZJIOLS,O,O,O,O,O,O,X,X,O
TZJIOSL,O,O,O,O,O,O,X,X,O
TZJLISO,O,O,O,O,O,O,O,X,O
TZJLIOS,O,O,O,O,O,O,O,X,O
TZJLSIO,O,O,O,O,O,O,O,X,O
TZJLSOI,O,O,O,O,O,O,O,X,O
TZJLOIS,O,O,O,O,O,O,O,X,O
TZJLOSI,O,O,O,O,O,O,O,X,O
TZJSILO,O,O,O,O,O,O,O,X,O
TZJSIOL,O,O,O,O,O,O,O,X,O
TZJSLIO,O,O,O,O,O,O,O,X,O
TZJSLOI,O,O,O,O,O,O,O,X,O
TZJSOIL,O,O,O,O,O,O,O,X,O
TZJSOLI,O,O,O,O,O,O,O,X,O
TZJOILS,O,O,O,O,O,O,X,X,O
TZJOISL,O,O,O,O,O,O,X,X,O
TZJOLIS,O,O,O,O,O,O,X,X,O
TZJOLSI,O,O,O,O,O,O,X,X,O
TZJOSIL,O,O,O,O,O,O,X,X,O
TZJOSLI,O,O,O,O,O,O,X,X,O
TZSILJO,O,O,O,O,X,X,O,X,O
TZSILOJ,O,O,O,O,X,X,O,X,O
TZSIJLO,O,O,O,O,X,X,O,X,O
TZSIJOL,O,O,O,O,X,X,O,X,O
TZSIOLJ,O,O,O,O,X,X,O,X,O
TZSIOJL,O,O,O,O,X,X,O,X,O
TZSLIJO,O,O,O,O,X,X,O,X,O
TZSLIOJ,O,O,O,O,X,X,O,X,O
TZSLJIO,O,O,O,O,O,O,O,X,O
TZSLJOI,O,O,O,O,O,O,O,X,O
TZSLOIJ,O,O,O,O,X,X,O,X,O
TZSLOJI,O,O,O,O,O,O,O,X,O
TZSJILO,O,O,O,O,O,O,O,X,O
TZSJIOL,O,O,O,O,O,O,O,X,O
TZSJLIO,O,O,O,O,O,O,O,X,O
TZSJLOI,O,O,O,O,O,O,O,X,O
TZSJOIL,O,O,O,O,O,O,O,X,O
TZSJOLI,O,O,O,O,O,O,O,X,O
TZSOILJ,O,O,O,O,X,X,O,X,O
TZSOIJL,O,O,O,O,X,X,O,X,O
TZSOLIJ,O,O,O,O,X,X,O,X,O
TZSOLJI,O,O,O,O,O,O,O,X,O
TZSOJIL,O,O,O,O,O,O,O,X,O
TZSOJLI,O,O,O,O,O,O,O,X,O
TZOILJS,O,O,O,O,X,O,O,X,O
TZOILSJ,O,O,O,O,X,X,O,X,O
TZOIJLS,O,O,O,O,X,O,X,X,O
TZOIJSL,O,O,O,O,X,O,X,X,O
TZOISLJ,O,O,O,O,X,X,O,X,O
TZOISJL,O,O,O,O,X,X,O,X,O
TZOLIJS,O,O,O,O,X,O,O,X,O
TZOLISJ,O,O,O,O,X,X,O,X,O
TZOLJIS,O,O,O,O,O,O,O,X,O
TZOLJSI,O,O,O,O,O,O,O,X,O
TZOLSIJ,O,O,O,O,X,X,O,X,O
TZOLSJI,O,O,O,O,O,O,O,X,O
TZOJILS,O,O,O,O,O,O,X,X,O
TZOJISL,O,O,O,O,O,O,X,X,O
TZOJLIS,O,O,O,O,O,O,X,X,O
TZOJLSI,O,O,O,O,O,O,X,X,O
TZOJSIL,O,O,O,O,O,O,X,X,O
TZOJSLI,O,O,O,O,O,O,X,X,O
TZOSILJ,O,O,O,O,X,X,O,X,O
TZOSIJL,O,O,O,O,X,X,O,X,O
TZOSLIJ,O,O,O,O,X,X,O,X,O
TZOSLJI,O,O,O,O,O,O,O,X,O
TZOSJIL,O,O,O,O,O,O,O,X,O
TZOSJLI,O,O,O,O,O,O,O,X,O
TOILJSZ,O,X,X,O,O,O,O,O,X
TOILJZS,O,X,X,O,O,O,O,O,X
TOILSJZ,O,O,O,O,O,X,O,O,O
TOILSZJ,O,O,O,O,X,X,O,O,O
TOILZJS,O,O,O,O,X,O,O,O,O
TOILZSJ,O,O,O,O,X,X,O,O,O
TOIJLSZ,O,X,X,O,O,O,O,O,X
TOIJLZS,O,X,X,O,O,O,O,O,X
TOIJSLZ,O,O,O,O,O,O,O,O,X
TOIJSZL,O,O,O,O,O,O,O,O,X
TOIJZLS,O,O,O,O,O,O,X,X,X
TOIJZSL,O,O,O,O,O,O,X,X,X
TOISLJZ,O,O,O,O,O,X,O,O,O
TOISLZJ,O,O,O,O,X,X,O,O,O
TOISJLZ,O,O,O,O,O,X,O,O,O
TOISJZL,O,O,O,O,O,X,O,O,O
TOISZLJ,O,O,O,O,X,X,O,O,O
TOISZJL,O,O,O,O,X,X,O,O,O
TOIZLJS,O,O,O,O,X,O,O,X,O
TOIZLSJ,O,O,O,O,X,X,O,X,O
TOIZJLS,O,O,O,O,X,O,X,X,O
TOIZJSL,O,O,O,O,X,O,X,X,O
TOIZSLJ,O,O,O,O,X,X,O,X,O
TOIZSJL,O,O,O,O,X,X,O,X,O
TOLIJSZ,O,X,X,O,O,O,O,O,X
TOLIJZS,O,X,X,O,O,O,O,O,X
TOLISJZ,O,O,O,O,O,X,O,O,O
TOLISZJ,O,O,O,O,X,X,O,O,O
TOLIZJS,O,O,O,O,X,O,O,O,O
TOLIZSJ,O,O,O,O,X,X,O,O,O
TOLJISZ,O,X,X,O,O,O,O,O,X
TOLJIZS,O,X,X,O,O,O,O,O,X
TOLJSIZ,O,X,X,O,O,O,O,O,X
TOLJSZI,O,X,X,O,O,O,O,O,X
TOLJZIS,O,X,X,O,O,O,O,O,X
TOLJZSI,O,X,X,O,O,O,O,O,X
TOLSIJZ,O,O,O,O,O,X,O,O,O
TOLSIZJ,O,O,O,O,X,X,O,O,O
TOLSJIZ,O,O,O,O,O,O,O,O,O
TOLSJZI,O,O,O,O,O,O,O,O,O
TOLSZIJ,O,O,O,O,X,X,O,O,O
TOLSZJI,O,O,O,O,O,O,O,O,O
TOLZIJS,O,O,O,O,X,O,O,O,O
TOLZISJ,O,O,O,O,X,X,O,O,O
TOLZJIS,O,O,O,O,O,O,O,O,O
TOLZJSI,O,O,O,O,O,O,O,O,O
TOLZSIJ,O,O,O,O,X,X,O,O,O
TOLZSJI,O,O,O,O,O,O,O,O,O
TOJILSZ,O,X,X,O,O,O,O,O,X
TOJILZS,O,X,X,O,O,O,O,O,X
TOJISLZ,O,O,O,O,O,O,O,O,X
TOJISZL,O,O,O,O,O,O,O,O,X
TOJIZLS,O,O,O,O,O,O,X,X,X
TOJIZSL,O,O,O,O,O,O,X,X,X
TOJLISZ,O,X,X,O,O,O,O,O,X
TOJLIZS,O,X,X,O,O,O,O,O,X
TOJLSIZ,O,X,X,O,O,O,O,O,X
TOJLSZI,O,X,X,O,O,O,O,O,X
TOJLZIS,O,X,X,O,O,O,O,O,X
TOJLZSI,O,X,X,O,O,O,O,O,X
TOJSILZ,O,O,O,O,O,O,O,O,X
TOJSIZL,O,O,O,O,O,O,O,O,X
TOJSLIZ,O,O,O,O,O,O,O,O,X
TOJSLZI,O,O,O,O,O,O,O,O,X
TOJSZIL,O,O,O,O,O,O,O,O,X
TOJSZLI,O,O,O,O,O,O,O,O,X
TOJZILS,O,O,O,O,O,O,X,X,X
TOJZISL,O,O,O,O,O,O,X,X,X
TOJZLIS,O,O,O,O,O,O,X,X,X
TOJZLSI,O,O,O,O,O,O,X,X,X
TOJZSIL,O,O,O,O,O,O,X,X,X
TOJZSLI,O,O,O,O,O,O,X,X,X
TOSILJZ,O,O,O,O,O,X,O,O,O
TOSILZJ,O,O,O,O,X,X,O,O,O
TOSIJLZ,O,O,O,O,O,X,O,O,O
TOSIJZL,O,O,O,O,O,X,O,O,O
TOSIZLJ,O,O,O,O,X,X,O,O,O
TOSIZJL,O,O,O,O,X,X,O,O,O
TOSLIJZ,O,O,O,O,O,X,O,O,O
TOSLIZJ,O,O,O,O,X,X,O,O,O
TOSLJIZ,O,O,O,O,O,O,O,O,O
TOSLJZI,O,O,O,O,O,O,O,O,O
TOSLZIJ,O,O,O,O,X,X,O,O,O
TOSLZJI,O,O,O,O,O,O,O,O,O
TOSJILZ,O,O,O,O,O,O,O,O,O
TOSJIZL,O,O,O,O,O,O,O,O,O
TOSJLIZ,O,O,O,O,O,O,O,O,O
TOSJLZI,O,O,O,O,O,O,O,O,O
TOSJZIL,O,O,O,O,O,O,O,O,O
TOSJZLI,O,O,O,O,O,O,O,O,O
TOSZILJ,O,O,O,O,X,X,O,O,O
TOSZIJL,O,O,O,O,X,X,O,O,O
TOSZLIJ,O,O,O,O,X,X,O,O,O
TOSZLJI,O,O,O,O,O,O,O,O,O
TOSZJIL,O,O,O,O,O,O,O,O,O
TOSZJLI,O,O,O,O,O,O,O,O,O
TOZILJS,O,O,O,O,X,O,O,X,O
TOZILSJ,O,O,O,O,X,X,O,X,O
TOZIJLS,O,O,O,O,X,O,X,X,O
TOZIJSL,O,O,O,O,X,O,X,X,O
TOZISLJ,O,O,O,O,X,X,O,X,O
TOZISJL,O,O,O,O,X,X,O,X,O
TOZLIJS,O,O,O,O,X,O,O,X,O
TOZLISJ,O,O,O,O,X,X,O,X,O
TOZLJIS,O,O,O,O,O,O,O,X,O
TOZLJSI,O,O,O,O,O,O,O,X,O
TOZLSIJ,O,O,O,O,X,X,O,X,O
TOZLSJI,O,O,O,O,O,O,O,X,O
TOZJILS,O,O,O,O,O,O,X,X,O
TOZJISL,O,O,O,O,O,O,X,X,O
TOZJLIS,O,O,O,O,O,O,X,X,O
TOZJLSI,O,O,O,O,O,O,X,X,O
TOZJSIL,O,O,O,O,O,O,X,X,O
TOZJSLI,O,O,O,O,O,O,X,X,O
TOZSILJ,O,O,O,O,X,X,O,X,O
TOZSIJL,O,O,O,O,X,X,O,X,O
TOZSLIJ,O,O,O,O,X,X,O,X,O
TOZSLJI,O,O,O,O,O,O,O,X,O
TOZSJIL,O,O,O,O,O,O,O,X,O
TOZSJLI,O,O,O,O,O,O,O,X,O
ITLJSZO,O,X,X,O,O,O,O,O,X
ITLJSOZ,O,X,X,O,O,O,O,O,X
ITLJZSO,O,X,X,O,O,O,O,O,X
ITLJZOS,O,X,X,O,O,O,O,X,X
ITLJOSZ,O,X,X,O,O,O,O,O,X
ITLJOZS,O,X,X,O,O,O,O,O,X
ITLSJZO,O,O,O,O,O,X,O,O,O
ITLSJOZ,O,O,O,O,O,X,O,O,X
ITLSZJO,O,O,O,O,X,X,O,O,O
ITLSZOJ,O,O,O,O,X,X,O,O,O
ITLSOJZ,O,O,O,O,O,X,O,O,X
ITLSOZJ,O,O,O,O,X,X,O,O,O
ITLZJSO,O,O,O,O,X,O,O,O,O
ITLZJOS,O,O,O,O,X,O,O,X,O
ITLZSJO,O,O,O,O,X,X,O,O,O
ITLZSOJ,O,O,O,O,X,X,O,O,O
ITLZOJS,O,O,O,O,X,O,O,O,O
ITLZOSJ,O,O,O,O,X,X,O,O,O
ITLOJSZ,O,X,X,O,O,O,O,O,X
ITLOJZS,O,X,X,O,O,O,O,O,X
ITLOSJZ,O,O,O,O,O,X,O,O,O
ITLOSZJ,O,O,O,O,X,X,O,O,O
ITLOZJS,O,O,O,O,X,O,O,O,O
ITLOZSJ,O,O,O,O,X,X,O,O,O
ITJLSZO,O,X,X,O,O,O,O,O,X
ITJLSOZ,O,X,X,O,O,O,O,O,X
ITJLZSO,O,X,X,O,O,O,O,O,X
ITJLZOS,O,X,X,O,O,O,O,X,X
ITJLOSZ,O,X,X,O,O,O,O,O,X
ITJLOZS,O,X,X,O,O,O,O,X,X
ITJSLZO,O,O,O,O,O,O,O,O,X
ITJSLOZ,O,O,O,O,O,O,O,O,X
ITJSZLO,O,O,O,O,O,O,O,O,X
ITJSZOL,O,O,O,O,O,O,O,O,X
ITJSOLZ,O,O,O,O,O,O,O,O,X
ITJSOZL,O,O,O,O,O,O,O,O,X
ITJZLSO,O,O,O,O,O,O,O,X,X
ITJZLOS,O,O,O,O,O,O,O,X,X
ITJZSLO,O,O,O,O,O,O,O,X,X
ITJZSOL,O,O,O,O,O,O,O,X,X
ITJZOLS,O,O,O,O,O,O,X,X,X
ITJZOSL,O,O,O,O,O,O,X,X,X
ITJOLSZ,O,X,X,O,O,O,O,O,X
ITJOLZS,O,X,X,O,O,O,O,O,X
ITJOSLZ,O,O,O,O,O,O,O,O,X
ITJOSZL,O,O,O,O,O,O,O,O,X
ITJOZLS,O,O,O,O,O,O,X,X,X
ITJOZSL,O,O,O,O,O,O,X,X,X
ITSLJZO,O,O,O,O,O,X,O,O,O
ITSLJOZ,O,O,O,O,O,X,O,O,X
ITSLZJO,O,O,O,O,X,X,O,O,O
ITSLZOJ,O,O,O,O,X,X,O,O,O
ITSLOJZ,O,O,O,O,O,X,O,O,O
ITSLOZJ,O,O,O,O,X,X,O,O,O
ITSJLZO,O,O,O,O,O,X,O,O,O
ITSJLOZ,O,O,O,O,O,X,O,O,X
ITSJZLO,O,O,O,O,O,X,O,O,O
ITSJZOL,O,O,O,O,O,X,O,O,O
ITSJOLZ,O,O,O,O,O,X,O,O,O
ITSJOZL,O,O,O,O,O,X,O,O,O
ITSZLJO,O,O,O,O,X,X,O,O,O
ITSZLOJ,O,O,O,O,X,X,O,O,O
ITSZJLO,O,O,O,O,X,X,O,O,O
ITSZJOL,O,O,O,O,X,X,O,O,O
ITSZOLJ,O,O,O,O,X,X,O,O,O
ITSZOJL,O,O,O,O,X,X,O,O,O
ITSOLJZ,O,O,O,O,O,X,O,O,O
ITSOLZJ,O,O,O,O,X,X,O,O,O
ITSOJLZ,O,O,O,O,O,X,O,O,O
ITSOJZL,O,O,O,O,O,X,O,O,O
ITSOZLJ,O,O,O,O,X,X,O,O,O
ITSOZJL,O,O,O,O,X,X,O,O,O
ITZLJSO,O,O,O,O,X,O,O,X,O
ITZLJOS,O,O,O,O,X,O,O,X,O
ITZLSJO,O,O,O,O,X,X,O,X,O
ITZLSOJ,O,O,O,O,X,X,O,X,O
ITZLOJS,O,O,O,O,X,O,O,X,O
ITZLOSJ,O,O,O,O,X,X,O,X,O
ITZJLSO,O,O,O,O,X,O,O,X,O
ITZJLOS,O,O,O,O,X,O,O,X,O
ITZJSLO,O,O,O,O,X,O,O,X,O
ITZJSOL,O,O,O,O,X,O,O,X,O
ITZJOLS,O,O,O,O,X,O,X,X,O
ITZJOSL,O,O,O,O,X,O,X,X,O
ITZSLJO,O,O,O,O,X,X,O,X,O
ITZSLOJ,O,O,O,O,X,X,O,X,O
ITZSJLO,O,O,O,O,X,X,O,X,O
ITZSJOL,O,O,O,O,X,X,O,X,O
ITZSOLJ,O,O,O,O,X,X,O,X,O
ITZSOJL,O,O,O,O,X,X,O,X,O
ITZOLJS,O,O,O,O,X,O,O,X,O
ITZOLSJ,O,O,O,O,X,X,O,X,O
ITZOJLS,O,O,O,O,X,O,X,X,O
ITZOJSL,O,O,O,O,X,O,X,X,O
ITZOSLJ,O,O,O,O,X,X,O,X,O
ITZOSJL,O,O,O,O,X,X,O,X,O
ITOLJSZ,O,X,X,O,O,O,O,O,X
ITOLJZS,O,X,X,O,O,O,O,O,X
ITOLSJZ,O,O,O,O,O,X,O,O,O
ITOLSZJ,O,O,O,O,X,X,O,O,O
ITOLZJS,O,O,O,O,X,O,O,O,O
ITOLZSJ,O,O,O,O,X,X,O,O,O
ITOJLSZ,O,X,X,O,O,O,O,O,X
ITOJLZS,O,X,X,O,O,O,O,O,X
ITOJSLZ,O,O,O,O,O,O,O,O,X
ITOJSZL,O,O,O,O,O,O,O,O,X
ITOJZLS,O,O,O,O,O,O,X,X,X
ITOJZSL,O,O,O,O,O,O,X,X,X
ITOSLJZ,O,O,O,O,O,X,O,O,O
ITOSLZJ,O,O,O,O,X,X,O,O,O
ITOSJLZ,O,O,O,O,O,X,O,O,O
ITOSJZL,O,O,O,O,O,X,O,O,O
ITOSZLJ,O,O,O,O,X,X,O,O,O
ITOSZJL,O,O,O,O,X,X,O,O,O
ITOZLJS,O,O,O,O,X,O,O,X,O
ITOZLSJ,O,O,O,O,X,X,O,X,O
ITOZJLS,O,O,O,O,X,O,X,X,O
ITOZJSL,O,O,O,O,X,O,X,X,O
ITOZSLJ,O,O,O,O,X,X,O,X,O
ITOZSJL,O,O,O,O,X,X,O,X,O
ILTJSZO,O,X,X,O,X,X,O,O,X
ILTJSOZ,O,X,X,O,X,X,O,O,X
ILTJZSO,O,X,X,O,X,X,O,O,X
ILTJZOS,O,X,X,O,X,X,O,X,X
ILTJOSZ,O,X,X,O,X,X,O,O,X
ILTJOZS,O,X,X,O,X,X,O,O,X
ILTSJZO,O,O,O,O,X,X,O,O,O
ILTSJOZ,O,O,O,O,X,X,O,O,X
ILTSZJO,O,O,O,O,X,X,O,O,O
ILTSZOJ,O,O,O,O,X,X,O,O,O
ILTSOJZ,O,O,O,O,X,X,O,O,X
ILTSOZJ,O,O,O,O,X,X,O,O,O
ILTZJSO,O,O,O,O,X,X,O,O,O
ILTZJOS,O,O,O,O,X,X,O,X,O
ILTZSJO,O,O,O,O,X,X,O,O,O
ILTZSOJ,O,O,O,O,X,X,O,O,O
ILTZOJS,O,O,O,O,X,X,O,O,O
ILTZOSJ,O,O,O,O,X,X,O,O,O
ILTOJSZ,O,X,X,O,X,X,O,O,X
ILTOJZS,O,X,X,O,X,X,O,O,X
ILTOSJZ,O,O,O,O,X,X,O,O,O
ILTOSZJ,O,O,O,O,X,X,O,O,O
ILTOZJS,O,O,O,O,X,X,O,O,O
ILTOZSJ,O,O,O,O,X,X,O,O,O
ILJTSZO,O,X,X,O,X,X,O,O,X
ILJTSOZ,O,X,X,O,X,X,O,O,X
ILJTZSO,O,X,X,O,X,X,O,O,X
ILJTZOS,O,X,X,O,X,X,O,X,X
ILJTOSZ,O,X,X,O,X,X,O,O,X
ILJTOZS,O,X,X,O,X,X,O,O,X
ILJSTZO,O,X,O,O,X,X,O,O,O
ILJSTOZ,O,X,O,O,X,X,O,O,X
ILJSZTO,O,X,O,O,X,X,O,O,O
ILJSZOT,O,X,O,O,X,X,O,O,O
ILJSOTZ,O,X,X,X,X,X,O,O,X
ILJSOZT,O,X,X,X,X,X,O,O,X
ILJZTSO,O,X,O,O,X,X,X,O,O
ILJZTOS,O,X,X,O,X,X,X,X,O
ILJZSTO,O,X,O,O,X,X,X,O,O
ILJZSOT,O,X,O,O,X,X,X,O,O
ILJZOTS,X,X,X,O,X,X,X,X,O
ILJZOST,O,X,O,O,X,X,X,X,O
ILJOTSZ,O,X,X,O,X,X,O,O,X
ILJOTZS,O,X,X,O,X,X,O,O,X
ILJOSTZ,O,X,X,X,X,X,O,O,O
ILJOSZT,O,X,X,X,X,X,O,O,O
ILJOZTS,X,X,X,O,X,X,X,O,O
ILJOZST,O,X,X,O,X,X,X,O,O
ILSTJZO,O,O,O,X,X,X,O,O,O
ILSTJOZ,O,O,O,X,X,X,O,O,X
ILSTZJO,O,O,O,X,X,X,O,O,O
ILSTZOJ,O,O,O,X,X,X,O,O,O
ILSTOJZ,O,O,O,X,X,X,O,O,O
ILSTOZJ,O,O,O,X,X,X,O,O,O
ILSJTZO,O,O,O,X,X,X,O,O,O
ILSJTOZ,O,O,O,X,X,X,O,O,X
ILSJZTO,O,O,O,X,X,X,O,O,O
ILSJZOT,O,O,O,X,X,X,O,O,O
ILSJOTZ,O,X,X,X,X,X,O,O,X
ILSJOZT,O,X,X,X,X,X,O,O,X
ILSZTJO,O,O,O,X,X,X,O,O,O
ILSZTOJ,O,O,O,X,X,X,O,O,O
ILSZJTO,O,O,O,X,X,X,O,O,O
ILSZJOT,O,O,O,X,X,X,O,O,O
ILSZOTJ,O,O,O,X,X,X,O,O,O
ILSZOJT,O,O,O,X,X,X,O,O,O
ILSOTJZ,O,O,O,X,X,X,O,O,O
ILSOTZJ,O,O,O,X,X,X,O,O,O
ILSOJTZ,O,X,X,X,X,X,O,O,O
ILSOJZT,O,X,X,X,X,X,O,O,O
ILSOZTJ,O,O,O,X,X,X,O,O,O
ILSOZJT,O,O,O,X,X,X,O,O,O
ILZTJSO,O,O,O,O,X,X,O,O,O
ILZTJOS,O,O,O,O,X,X,O,X,O
ILZTSJO,O,O,O,O,X,X,O,O,O
ILZTSOJ,O,O,O,O,X,X,O,O,O
ILZTOJS,O,O,O,O,X,X,O,O,O
ILZTOSJ,O,O,O,O,X,X,O,O,O
ILZJTSO,O,O,O,O,X,X,X,O,O
ILZJTOS,O,O,O,O,X,X,X,X,O
ILZJSTO,O,O,O,O,X,X,X,O,O
ILZJSOT,O,O,O,O,X,X,X,O,O
ILZJOTS,X,X,X,O,X,X,X,X,O
ILZJOST,O,X,O,O,X,X,X,X,O
ILZSTJO,O,O,O,O,X,X,O,O,O
ILZSTOJ,O,O,O,O,X,X,O,O,O
ILZSJTO,O,O,O,O,X,X,O,O,O
ILZSJOT,O,O,O,O,X,X,O,O,O
ILZSOTJ,O,O,O,O,X,X,O,O,O
ILZSOJT,O,O,O,X,X,X,O,O,O
ILZOTJS,X,X,X,X,X,X,O,O,O
ILZOTSJ,X,X,X,X,X,X,O,O,O
ILZOJTS,X,X,X,X,X,X,X,O,O
ILZOJST,O,X,O,X,X,X,X,O,O
ILZOSTJ,O,X,O,X,X,X,O,O,O
ILZOSJT,O,X,O,X,X,X,O,O,O
ILOTJSZ,O,X,X,X,X,X,O,O,X
ILOTJZS,O,X,X,X,X,X,O,O,X
ILOTSJZ,O,X,X,X,X,X,O,O,O
ILOTSZJ,O,X,X,X,X,X,O,O,O
ILOTZJS,O,X,X,X,X,X,O,O,O
ILOTZSJ,O,X,X,X,X,X,O,O,O
ILOJTSZ,O,X,X,X,X,X,O,O,X
ILOJTZS,O,X,X,X,X,X,O,O,X
ILOJSTZ,O,X,X,X,X,X,O,O,O
ILOJSZT,O,X,X,X,X,X,O,O,O
ILOJZTS,X,X,X,X,X,X,X,O,O
ILOJZST,O,X,X,X,X,X,X,O,O
ILOSTJZ,O,X,O,X,X,X,O,O,O
ILOSTZJ,O,X,O,X,X,X,O,O,O
ILOSJTZ,O,X,X,X,X,X,O,O,O
ILOSJZT,O,X,X,X,X,X,O,O,O
ILOSZTJ,O,X,O,X,X,X,O,O,O
ILOSZJT,O,X,O,X,X,X,O,O,O
ILOZTJS,X,X,X,X,X,X,O,O,O
ILOZTSJ,X,X,X,X,X,X,O,O,O
ILOZJTS,X,X,X,X,X,X,X,O,O
ILOZJST,O,X,O,X,X,X,X,O,O
ILOZSTJ,O,X,O,X,X,X,O,O,O
ILOZSJT,O,X,O,X,X,X,O,O,O
IJTLSZO,O,X,X,O,O,O,O,O,X
IJTLSOZ,O,X,X,O,O,O,O,O,X
IJTLZSO,O,X,X,O,O,O,O,O,X
IJTLZOS,O,X,X,O,O,O,O,X,X
IJTLOSZ,O,X,X,O,O,O,O,O,X
IJTLOZS,O,X,X,O,O,O,O,X,X
IJTSLZO,O,O,O,O,O,O,O,O,X
IJTSLOZ,O,O,O,O,O,O,O,O,X
IJTSZLO,O,O,O,O,O,O,O,O,X
IJTSZOL,O,O,O,O,O,O,O,O,X
IJTSOLZ,O,O,O,O,O,O,O,O,X
IJTSOZL,O,O,O,O,O,O,O,O,X
IJTZLSO,O,O,O,O,O,O,O,X,X
IJTZLOS,O,O,O,O,O,O,O,X,X
IJTZSLO,O,O,O,O,O,O,O,X,X
IJTZSOL,O,O,O,O,O,O,O,X,X
IJTZOLS,O,O,O,O,O,O,X,X,X
IJTZOSL,O,O,O,O,O,O,X,X,X
IJTOLSZ,O,X,X,O,O,O,O,O,X
IJTOLZS,O,X,X,O,O,O,O,O,X
IJTOSLZ,O,O,O,O,O,O,O,O,X
IJTOSZL,O,O,O,O,O,O,O,O,X
IJTOZLS,O,O,O,O,O,O,X,X,X
IJTOZSL,O,O,O,O,O,O,X,X,X
IJLTSZO,O,X,X,O,O,O,O,O,X
IJLTSOZ,O,X,X,O,O,O,O,O,X
IJLTZSO,O,X,X,O,O,O,O,O,X
IJLTZOS,O,X,X,O,O,O,O,X,X
IJLTOSZ,O,X,X,O,O,O,O,O,X
IJLTOZS,O,X,X,O,O,O,O,O,X
IJLSTZO,O,X,O,O,X,X,O,O,O
IJLSTOZ,O,X,O,O,O,X,O,O,X
IJLSZTO,O,X,O,O,X,X,O,O,O
IJLSZOT,O,X,O,O,O,X,O,O,O
IJLSOTZ,O,X,X,X,O,X,O,O,X
IJLSOZT,O,X,X,X,O,X,O,O,X
IJLZTSO,O,X,O,O,X,X,X,O,O
IJLZTOS,O,X,X,O,X,X,X,X,O
IJLZSTO,O,X,O,O,X,X,X,O,O
IJLZSOT,O,X,O,O,X,X,X,O,O
IJLZOTS,X,X,X,O,X,X,X,X,O
IJLZOST,O,X,O,O,X,X,X,X,O
IJLOTSZ,O,X,X,O,O,O,O,O,X
IJLOTZS,O,X,X,O,O,O,O,O,X
IJLOSTZ,O,X,X,X,O,X,O,O,O
IJLOSZT,O,X,X,X,O,X,O,O,O
IJLOZTS,X,X,X,O,X,X,X,O,O
IJLOZST,O,X,X,O,X,X,X,O,O
IJSTLZO,O,O,O,O,O,O,O,O,O
IJSTLOZ,O,O,O,O,O,O,O,O,X
IJSTZLO,O,O,O,O,O,O,O,O,O
IJSTZOL,O,O,O,O,O,O,O,O,O
IJSTOLZ,O,O,O,O,O,O,O,O,O
IJSTOZL,O,O,O,O,O,O,O,O,O
IJSLTZO,O,O,O,O,X,X,O,O,O
IJSLTOZ,O,O,O,O,O,X,O,O,X
IJSLZTO,O,O,O,O,X,X,O,O,O
