sequence,v115@RhB8GeF8AeD8Je2EJvhFRgBCiBTjB3lB0nBlrB,v115@RhB8GeF8AeD8Jex/IvhF8lBzhBCjBmkBXoBlrB,v115@RhB8GeF8AeD8JeT/IvhFigBRiBcoB3lBGnBlrB,v115@RhB8GeF8AeD8JeT/IvhFOlB8lBCiBxnBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFzhBunBcoBRlB3lBlrB,v115@RhB8GeF8AeD8Jei/IvhFzgBWnBxiBUlBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFWnBTjBRlB3lB0nBlrB,v115@RhB8GeF8AeD8Jei/IvhFRhBGjBFlBXmB8rBzsB,v115@RhB8GeF8AeD8Je2EJvhFzgBCiBxnBUlBXoBlrB,v115@RhB8GeF8AeD8Jex/IvhFlhB3iBcoBmkBzlBCsB,v115@RhB8GeF8AeD8JeT/IvhFOlBCmBxnB/rBUsBFtB
IZSLJTO,O,O,O,X,O,O,X,O,X,O,X
IZSLJOT,O,O,O,O,X,O,X,O,X,O,X
IZSLOTJ,O,O,O,X,X,O,X,O,X,O,X
IZSLOJT,O,X,O,O,X,O,X,O,X,O,X
IZSJTLO,O,O,O,X,O,O,X,O,X,O,X
IZSJTOL,O,O,O,X,O,O,X,O,X,O,X
IZSJLTO,O,O,O,X,O,O,X,O,X,O,X
IZSJLOT,O,O,O,O,X,O,X,O,X,O,X
IZSJOTL,O,O,O,X,X,O,X,O,X,O,X
IZSJOLT,O,O,O,O,X,O,X,O,X,O,X
IZSOTLJ,O,O,O,X,X,O,X,O,X,O,X
IZSOTJL,O,O,O,X,X,O,X,O,X,O,X
IZSOLTJ,O,O,O,X,X,O,X,O,X,O,X
IZSOLJT,O,X,O,O,X,O,X,O,X,O,X
IZSOJTL,O,X,O,X,X,O,X,O,X,O,X
IZSOJLT,O,X,O,O,X,O,X,O,X,O,X
IZOTLJS,O,X,O,O,O,O,O,O,X,O,X
IZOTLSJ,O,O,O,O,O,O,X,O,X,O,X
IZOTJLS,O,X,O,O,O,O,O,O,X,O,X
IZOTJSL,O,O,O,O,O,O,X,O,X,O,X
IZOTSLJ,O,O,O,O,O,O,X,O,X,O,X
IZOTSJL,O,O,O,O,O,O,X,O,X,O,X
IZOLTJS,X,X,O,O,O,O,O,O,X,O,X
IZOLTSJ,X,X,O,X,O,O,X,O,X,O,X
IZOLJTS,O,X,X,O,O,X,X,O,X,O,O
IZOLJST,O,X,O,O,X,X,X,O,X,O,O
IZOLSTJ,O,X,O,X,X,O,X,O,X,O,X
IZOLSJT,O,X,O,O,X,O,X,O,X,O,X
IZOJTLS,O,X,O,O,O,X,X,O,X,O,X
IZOJTSL,O,X,O,O,O,X,X,O,X,O,X
IZOJLTS,O,X,X,O,O,X,X,O,X,O,O
IZOJLST,O,X,O,O,X,X,X,O,X,O,O
IZOJSTL,O,X,O,X,X,X,X,O,X,O,X
IZOJSLT,O,X,O,O,X,X,X,O,X,O,X
IZOSTLJ,O,O,O,X,X,O,X,O,X,O,X
IZOSTJL,O,O,O,X,X,O,X,O,X,O,X
IZOSLTJ,O,O,O,X,X,O,X,O,X,O,X
IZOSLJT,O,X,O,O,X,O,X,O,X,O,X
IZOSJTL,O,X,O,X,X,O,X,O,X,O,X
IZOSJLT,O,X,O,O,X,O,X,O,X,O,X
IOTLJSZ,O,X,X,X,X,X,O,O,O,O,O
IOTLJZS,O,X,X,O,O,X,O,O,O,O,O
IOTLSJZ,O,X,X,X,X,X,O,O,O,X,X
IOTLSZJ,O,X,X,O,O,X,X,X,X,O,X
IOTLZJS,X,X,X,O,O,X,O,O,O,O,X
IOTLZSJ,X,X,X,O,O,X,X,O,X,O,X
IOTJLSZ,O,X,X,X,X,X,O,O,O,O,O
IOTJLZS,O,X,X,O,O,X,O,O,O,O,O
IOTJSLZ,O,X,O,X,X,X,O,O,O,O,X
IOTJSZL,O,X,O,X,X,X,X,X,X,O,X
IOTJZLS,O,X,O,O,O,X,O,O,O,O,X
IOTJZSL,X,X,O,O,O,X,X,O,X,O,X
IOTSLJZ,O,X,O,X,X,X,O,O,O,X,X
IOTSLZJ,O,X,O,O,O,X,X,X,X,O,X
IOTSJLZ,O,X,O,X,X,X,O,O,O,X,X
IOTSJZL,O,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,O,X,O,O,O,X,X,X,X,O,X
IOTSZJL,O,X,O,O,O,X,X,X,X,O,X
IOTZLJS,X,X,O,O,O,X,O,O,O,O,X
IOTZLSJ,X,X,O,O,O,X,X,O,X,O,X
IOTZJLS,X,X,O,O,O,X,O,O,O,O,X
IOTZJSL,X,X,O,O,O,X,X,O,X,O,X
IOTZSLJ,X,X,O,O,O,X,X,O,X,O,X
IOTZSJL,X,X,O,O,O,X,X,O,X,O,X
IOLTJSZ,X,X,X,X,X,X,O,O,X,O,O
IOLTJZS,X,X,X,O,O,X,O,O,X,O,O
IOLTSJZ,X,X,X,X,X,X,O,O,X,X,X
IOLTSZJ,X,X,X,O,O,X,X,X,X,O,X
IOLTZJS,X,X,X,O,O,X,O,O,X,O,X
IOLTZSJ,X,X,X,O,O,X,X,O,X,O,X
IOLJTSZ,X,X,X,X,X,X,O,O,O,O,O
IOLJTZS,X,X,X,X,X,X,O,O,O,O,O
IOLJSTZ,X,X,X,X,X,X,X,X,X,O,O
IOLJSZT,X,X,X,X,X,X,X,X,X,O,O
IOLJZTS,X,X,X,O,X,X,X,O,X,O,O
IOLJZST,X,X,X,O,X,X,X,O,X,O,O
IOLSTJZ,X,X,X,X,X,X,O,X,X,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X,O,X
IOLSJTZ,X,X,X,X,X,X,X,X,X,X,O
IOLSJZT,X,X,X,X,X,X,X,X,X,X,O
IOLSZTJ,X,X,X,X,X,X,X,X,X,O,X
IOLSZJT,X,X,X,O,X,X,X,X,X,O,X
IOLZTJS,X,X,X,O,O,X,O,O,X,O,X
IOLZTSJ,X,X,X,X,O,X,X,O,X,O,X
IOLZJTS,X,X,X,O,O,X,X,O,X,O,O
IOLZJST,X,X,X,O,X,X,X,O,X,O,O
IOLZSTJ,X,X,X,X,X,X,X,O,X,O,X
IOLZSJT,X,X,X,O,X,X,X,O,X,O,X
IOJTLSZ,O,X,X,X,X,X,O,O,O,O,O
IOJTLZS,O,X,X,O,X,X,O,O,O,O,O
IOJTSLZ,O,X,X,X,X,X,O,O,O,O,X
IOJTSZL,O,X,X,X,X,X,X,X,X,O,X
IOJTZLS,O,X,X,O,X,X,O,O,O,O,X
IOJTZSL,X,X,X,O,X,X,X,O,X,O,X
IOJLTSZ,O,X,X,X,X,X,O,O,O,O,O
IOJLTZS,O,X,X,X,X,X,O,O,O,O,O
IOJLSTZ,O,X,X,X,X,X,X,X,X,O,O
IOJLSZT,O,X,X,X,X,X,X,X,X,O,O
IOJLZTS,O,X,X,O,X,X,X,O,X,O,O
IOJLZST,O,X,X,O,X,X,X,O,X,O,O
IOJSTLZ,O,X,X,X,X,X,X,X,X,O,X
IOJSTZL,O,X,X,X,X,X,X,X,X,O,X
IOJSLTZ,O,X,X,X,X,X,X,X,X,O,O
IOJSLZT,O,X,O,X,X,X,X,X,X,O,O
IOJSZTL,O,X,O,X,X,X,X,X,X,O,X
IOJSZLT,O,X,O,O,X,X,X,X,X,O,X
IOJZTLS,O,X,X,O,X,X,X,O,X,O,X
IOJZTSL,O,X,O,O,X,X,X,O,X,O,X
IOJZLTS,O,X,X,O,X,X,X,O,X,O,O
IOJZLST,O,X,O,O,X,X,X,O,X,O,O
IOJZSTL,O,X,O,X,X,X,X,O,X,O,X
IOJZSLT,O,X,O,O,X,X,X,O,X,O,X
IOSTLJZ,O,X,O,X,X,X,O,X,X,X,X
IOSTLZJ,O,X,O,O,X,X,X,X,X,O,X
IOSTJLZ,O,X,O,X,X,X,O,X,X,X,X
IOSTJZL,O,X,O,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,O,O,X,X,X,X,X,O,X
IOSTZJL,O,X,O,O,X,X,X,X,X,O,X
IOSLTJZ,O,X,O,X,X,X,O,X,X,X,X
IOSLTZJ,O,X,O,X,X,X,X,X,X,O,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,O
IOSLJZT,O,X,O,X,X,X,X,X,X,X,O
IOSLZTJ,O,X,O,X,X,X,X,X,X,O,X
IOSLZJT,O,X,O,O,X,X,X,X,X,O,X
IOSJTLZ,O,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,X,X,X,O
IOSJLZT,O,X,O,X,X,X,X,X,X,X,O
IOSJZTL,O,X,O,X,X,X,X,X,X,X,X
IOSJZLT,O,X,O,O,X,X,X,X,X,X,X
IOSZTLJ,O,X,O,X,X,X,X,X,X,O,X
IOSZTJL,O,X,O,X,X,X,X,X,X,O,X
IOSZLTJ,O,X,O,X,X,X,X,X,X,O,X
IOSZLJT,O,X,O,O,X,X,X,X,X,O,X
IOSZJTL,O,X,O,X,X,X,X,X,X,O,X
IOSZJLT,O,X,O,O,X,X,X,X,X,O,X
IOZTLJS,O,X,O,O,O,X,O,O,X,O,X
IOZTLSJ,O,X,O,O,O,X,X,O,X,O,X
IOZTJLS,O,X,O,O,O,X,O,O,X,O,X
IOZTJSL,O,X,O,O,O,X,X,O,X,O,X
IOZTSLJ,O,X,O,O,O,X,X,O,X,O,X
IOZTSJL,O,X,O,O,O,X,X,O,X,O,X
IOZLTJS,X,X,O,O,O,X,O,O,X,O,X
IOZLTSJ,X,X,O,X,O,X,X,O,X,O,X
IOZLJTS,O,X,X,O,O,X,X,O,X,O,O
IOZLJST,O,X,O,O,X,X,X,O,X,O,O
IOZLSTJ,O,X,O,X,X,X,X,O,X,O,X
IOZLSJT,O,X,O,O,X,X,X,O,X,O,X
IOZJTLS,O,X,O,O,O,X,X,O,X,O,X
IOZJTSL,O,X,O,O,O,X,X,O,X,O,X
IOZJLTS,O,X,X,O,O,X,X,O,X,O,O
IOZJLST,O,X,O,O,X,X,X,O,X,O,O
IOZJSTL,O,X,O,X,X,X,X,O,X,O,X
IOZJSLT,O,X,O,O,X,X,X,O,X,O,X
IOZSTLJ,O,X,O,X,X,X,X,O,X,O,X
IOZSTJL,O,X,O,X,X,X,X,O,X,O,X
IOZSLTJ,O,X,O,X,X,X,X,O,X,O,X
IOZSLJT,O,X,O,O,X,X,X,O,X,O,X
IOZSJTL,O,X,O,X,X,X,X,O,X,O,X
IOZSJLT,O,X,O,O,X,X,X,O,X,O,X
LTIJSZO,O,X,X,X,X,O,X,O,X,O,X
LTIJSOZ,O,X,X,X,X,O,O,O,O,X,X
LTIJZSO,O,X,X,O,O,O,X,O,X,O,X
LTIJZOS,O,X,X,O,O,O,O,O,O,O,X
LTIJOSZ,O,X,X,X,X,O,O,O,O,X,O
LTIJOZS,O,X,X,O,O,O,O,O,O,O,O
LTISJZO,O,X,X,X,X,O,X,O,X,X,X
LTISJOZ,O,X,X,X,X,O,O,O,O,X,X
LTISZJO,O,X,X,O,O,O,X,O,X,X,X
LTISZOJ,O,X,X,O,O,O,X,O,X,X,X
LTISOJZ,O,X,X,X,X,O,O,O,O,X,X
LTISOZJ,O,X,X,O,O,O,X,X,X,X,X
LTIZJSO,O,X,X,O,O,O,X,O,X,O,X
LTIZJOS,O,X,X,O,O,O,O,O,O,O,X
LTIZSJO,O,X,X,O,O,O,X,O,X,O,X
LTIZSOJ,O,X,X,O,O,O,X,O,X,O,X
LTIZOJS,O,X,X,O,O,O,O,O,O,O,X
LTIZOSJ,O,X,X,O,O,O,X,O,X,O,X
LTIOJSZ,O,X,X,X,X,O,O,O,O,O,O
LTIOJZS,O,X,X,O,O,O,O,O,O,O,O
LTIOSJZ,O,X,X,X,X,O,O,O,O,X,X
LTIOSZJ,O,X,X,O,O,O,X,X,X,O,X
LTIOZJS,X,X,X,O,O,X,O,O,O,O,X
LTIOZSJ,X,X,X,O,O,X,X,O,X,O,X
LTJISZO,O,X,X,X,X,O,X,O,X,O,X
LTJISOZ,O,X,X,X,X,O,O,O,O,X,X
LTJIZSO,O,X,X,O,O,O,X,O,X,O,X
LTJIZOS,O,X,X,O,O,O,O,O,O,O,X
LTJIOSZ,O,X,X,X,X,O,O,O,O,X,O
LTJIOZS,O,X,X,O,O,O,O,O,O,O,O
LTJSIZO,O,O,O,X,X,O,X,O,X,O,X
LTJSIOZ,O,O,O,X,X,O,O,O,O,X,X
LTJSZIO,O,O,O,X,X,O,X,O,X,O,X
LTJSZOI,O,O,O,X,X,O,X,O,X,O,X
LTJSOIZ,O,O,O,X,X,O,O,O,O,X,X
LTJSOZI,O,O,O,X,X,O,X,O,X,X,X
LTJZISO,O,O,O,O,O,O,X,O,X,O,X
LTJZIOS,O,O,O,O,O,O,O,O,O,O,X
LTJZSIO,O,O,O,O,O,O,X,O,X,O,X
LTJZSOI,O,O,O,O,O,O,X,O,X,O,X
LTJZOIS,O,O,O,O,O,O,O,O,O,O,X
LTJZOSI,O,O,O,O,O,O,X,O,X,O,X
LTJOISZ,O,X,X,X,X,O,O,O,O,O,O
LTJOIZS,O,X,X,O,O,O,O,O,O,O,O
LTJOSIZ,O,O,O,X,X,O,O,O,O,O,X
LTJOSZI,O,O,O,X,X,O,X,O,X,O,X
LTJOZIS,O,O,O,O,O,O,O,O,O,O,X
LTJOZSI,O,O,O,O,O,O,X,O,X,O,X
LTSIJZO,O,O,O,X,X,O,X,O,X,X,X
LTSIJOZ,O,O,O,X,X,O,O,O,O,X,X
LTSIZJO,O,O,O,O,O,O,X,O,X,X,X
LTSIZOJ,O,O,O,O,O,O,X,O,X,X,X
LTSIOJZ,O,O,O,X,X,O,O,O,O,X,X
LTSIOZJ,O,O,O,O,O,O,X,X,X,X,X
LTSJIZO,O,O,O,X,X,O,X,O,X,O,X
LTSJIOZ,O,O,O,X,X,O,O,O,O,X,X
LTSJZIO,O,O,O,X,X,O,X,O,X,O,X
LTSJZOI,O,O,O,X,X,O,X,O,X,O,X
LTSJOIZ,O,O,O,X,X,O,O,O,O,X,X
LTSJOZI,O,O,O,X,X,O,X,O,X,X,X
LTSZIJO,O,O,O,O,O,O,X,O,X,O,X
LTSZIOJ,O,O,O,O,O,O,X,O,X,O,X
LTSZJIO,O,O,O,O,O,O,X,O,X,O,X
LTSZJOI,O,O,O,O,O,O,X,O,X,O,X
LTSZOIJ,O,O,O,O,O,O,X,O,X,O,X
LTSZOJI,O,O,O,O,O,O,X,O,X,O,X
LTSOIJZ,O,O,O,X,X,O,O,O,O,X,X
LTSOIZJ,O,O,O,O,O,O,X,X,X,O,X
LTSOJIZ,O,O,O,X,X,O,O,O,O,O,X
LTSOJZI,O,O,O,X,X,O,X,O,X,O,X
LTSOZIJ,O,O,O,O,O,O,X,O,X,O,X
LTSOZJI,O,O,O,O,O,O,X,O,X,O,X
LTZIJSO,O,X,O,O,O,O,X,O,X,O,X
LTZIJOS,O,X,O,O,O,O,O,O,O,O,X
LTZISJO,O,O,O,O,O,O,X,O,X,O,X
LTZISOJ,O,O,O,O,O,O,X,O,X,O,X
LTZIOJS,O,X,O,O,O,O,O,O,O,O,X
LTZIOSJ,O,O,O,O,O,O,X,O,X,O,X
LTZJISO,O,O,O,O,O,O,X,O,X,O,X
LTZJIOS,O,O,O,O,O,O,O,O,O,O,X
LTZJSIO,O,O,O,O,O,O,X,O,X,O,X
LTZJSOI,O,O,O,O,O,O,X,O,X,O,X
LTZJOIS,O,O,O,O,O,O,O,O,O,O,X
LTZJOSI,O,O,O,O,O,O,X,O,X,O,X
LTZSIJO,O,O,O,O,O,O,X,O,X,O,X
LTZSIOJ,O,O,O,O,O,O,X,O,X,O,X
LTZSJIO,O,O,O,O,O,O,X,O,X,O,X
LTZSJOI,O,O,O,O,O,O,X,O,X,O,X
LTZSOIJ,O,O,O,O,O,O,X,O,X,O,X
LTZSOJI,O,O,O,O,O,O,X,O,X,O,X
LTZOIJS,O,X,O,O,O,O,O,O,O,O,X
LTZOISJ,O,O,O,O,O,O,X,O,X,O,X
LTZOJIS,O,O,O,O,O,O,O,O,O,O,X
LTZOJSI,O,O,O,O,O,O,X,O,X,O,X
LTZOSIJ,O,O,O,O,O,O,X,O,X,O,X
LTZOSJI,O,O,O,O,O,O,X,O,X,O,X
LTOIJSZ,O,X,X,X,X,O,O,O,O,O,O
LTOIJZS,O,X,X,O,O,O,O,O,O,O,O
LTOISJZ,O,X,X,X,X,O,O,O,O,X,X
LTOISZJ,O,X,X,O,O,O,X,X,X,O,X
LTOIZJS,X,X,X,O,O,X,O,O,O,O,X
LTOIZSJ,X,X,X,O,O,X,X,O,X,O,X
LTOJISZ,O,X,X,X,X,O,O,O,O,O,O
LTOJIZS,O,X,X,O,O,O,O,O,O,O,O
LTOJSIZ,O,O,O,X,X,O,O,O,O,O,X
LTOJSZI,O,O,O,X,X,O,X,O,X,O,X
LTOJZIS,O,O,O,O,O,O,O,O,O,O,X
LTOJZSI,O,O,O,O,O,O,X,O,X,O,X
LTOSIJZ,O,O,O,X,X,O,O,O,O,X,X
LTOSIZJ,O,O,O,O,O,O,X,X,X,O,X
LTOSJIZ,O,O,O,X,X,O,O,O,O,O,X
LTOSJZI,O,O,O,X,X,O,X,O,X,O,X
LTOSZIJ,O,O,O,O,O,O,X,O,X,O,X
LTOSZJI,O,O,O,O,O,O,X,O,X,O,X
LTOZIJS,O,X,O,O,O,O,O,O,O,O,X
LTOZISJ,O,O,O,O,O,O,X,O,X,O,X
LTOZJIS,O,O,O,O,O,O,O,O,O,O,X
LTOZJSI,O,O,O,O,O,O,X,O,X,O,X
LTOZSIJ,O,O,O,O,O,O,X,O,X,O,X
LTOZSJI,O,O,O,O,O,O,X,O,X,O,X
LITJSZO,X,X,X,X,X,O,X,O,X,O,X
LITJSOZ,X,X,X,X,X,O,O,O,O,X,X
LITJZSO,X,X,X,O,O,O,X,O,X,O,X
LITJZOS,X,X,X,O,O,O,O,O,O,O,X
LITJOSZ,X,X,X,X,X,O,O,O,O,X,O
LITJOZS,X,X,X,O,O,O,O,O,O,O,O
LITSJZO,X,X,X,X,X,O,X,O,X,X,X
LITSJOZ,X,X,X,X,X,O,O,O,O,X,X
LITSZJO,X,X,X,O,O,O,X,O,X,X,X
LITSZOJ,X,X,X,O,O,O,X,O,X,X,X
LITSOJZ,X,X,X,X,X,O,O,O,O,X,X
LITSOZJ,X,X,X,O,O,O,X,X,X,X,X
LITZJSO,X,X,X,O,O,O,X,O,X,O,X
LITZJOS,X,X,X,O,O,O,O,O,O,O,X
LITZSJO,X,X,X,O,O,O,X,O,X,O,X
LITZSOJ,X,X,X,O,O,O,X,O,X,O,X
LITZOJS,X,X,X,O,O,O,O,O,O,O,X
LITZOSJ,X,X,X,O,O,O,X,O,X,O,X
LITOJSZ,X,X,X,X,X,O,O,O,O,O,O
LITOJZS,X,X,X,O,O,O,O,O,O,O,O
LITOSJZ,X,X,X,X,X,O,O,O,O,X,X
LITOSZJ,X,X,X,O,O,O,X,X,X,O,X
LITOZJS,X,X,X,O,O,X,O,O,O,O,X
LITOZSJ,X,X,X,O,O,X,X,O,X,O,X
LIJTSZO,X,X,X,X,X,X,X,O,X,O,X
LIJTSOZ,X,X,X,X,X,X,O,O,O,X,X
LIJTZSO,X,X,X,X,O,X,X,O,X,O,X
LIJTZOS,X,X,X,X,O,X,O,O,O,O,X
LIJTOSZ,X,X,X,X,X,X,O,O,O,X,O
LIJTOZS,X,X,X,X,O,X,O,O,O,O,O
LIJSTZO,X,X,X,X,X,X,X,X,X,O,X
LIJSTOZ,X,X,X,X,X,X,X,X,O,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,O,X
LIJSZOT,X,X,X,X,X,X,X,X,X,O,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,O
LIJSOZT,X,X,X,X,X,X,X,X,X,X,O
LIJZTSO,X,X,X,X,O,X,X,O,X,O,X
LIJZTOS,X,X,X,O,O,X,X,O,O,O,X
LIJZSTO,X,X,X,X,O,X,X,O,X,O,X
LIJZSOT,X,X,X,O,X,X,X,O,X,O,X
LIJZOTS,X,X,X,O,O,X,X,O,X,O,O
LIJZOST,X,X,X,O,X,X,X,O,X,O,O
LIJOTSZ,X,X,X,X,X,X,O,O,O,O,O
LIJOTZS,X,X,X,X,X,X,O,O,O,O,O
LIJOSTZ,X,X,X,X,X,X,X,X,X,O,O
LIJOSZT,X,X,X,X,X,X,X,X,X,O,O
LIJOZTS,X,X,X,O,X,X,X,O,X,O,O
LIJOZST,X,X,X,O,X,X,X,O,X,O,O
LISTJZO,X,X,X,X,X,O,X,X,X,X,X
LISTJOZ,X,X,X,X,X,O,O,X,X,X,X
LISTZJO,X,X,X,X,O,O,X,X,X,X,X
LISTZOJ,X,X,X,X,O,O,X,X,X,X,X
LISTOJZ,X,X,X,X,X,O,O,X,X,X,X
LISTOZJ,X,X,X,X,O,O,X,X,X,X,X
LISJTZO,X,X,X,X,X,O,X,X,X,X,X
LISJTOZ,X,X,X,X,X,O,X,X,O,X,X
LISJZTO,X,X,X,X,X,O,X,X,X,X,X
LISJZOT,X,X,X,X,X,O,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,O
LISJOZT,X,X,X,X,X,O,X,X,X,X,O
LISZTJO,X,X,X,X,O,O,X,X,X,X,X
LISZTOJ,X,X,X,X,O,O,X,X,X,X,X
LISZJTO,X,X,X,X,O,O,X,X,X,X,X
LISZJOT,X,X,X,O,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,X,X,O,X,O,X,X,X,X,X
LISOTJZ,X,X,X,X,X,O,O,X,X,X,X
LISOTZJ,X,X,X,X,X,O,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,O
LISOJZT,X,X,X,X,X,O,X,X,X,X,O
LISOZTJ,X,X,X,X,X,O,X,X,X,X,X
LISOZJT,X,X,X,O,X,O,X,X,X,X,X
LIZTJSO,X,X,X,X,O,O,X,O,X,O,X
LIZTJOS,X,X,X,O,O,O,O,O,X,O,X
LIZTSJO,X,X,X,X,O,O,X,O,X,O,X
LIZTSOJ,X,X,X,X,O,O,X,O,X,O,X
LIZTOJS,X,X,X,O,O,O,O,O,X,O,X
LIZTOSJ,X,X,X,X,O,O,X,O,X,O,X
LIZJTSO,X,X,X,X,O,X,X,O,X,O,X
LIZJTOS,X,X,X,O,O,X,X,O,O,O,X
LIZJSTO,X,X,X,X,O,X,X,O,X,O,X
LIZJSOT,X,X,X,O,X,X,X,O,X,O,X
LIZJOTS,X,X,X,O,O,X,X,O,X,O,O
LIZJOST,X,X,X,O,X,X,X,O,X,O,O
LIZSTJO,X,X,X,X,O,O,X,O,X,O,X
LIZSTOJ,X,X,X,X,O,O,X,O,X,O,X
LIZSJTO,X,X,X,X,O,O,X,O,X,O,X
LIZSJOT,X,X,X,O,X,O,X,O,X,O,X
LIZSOTJ,X,X,X,X,X,O,X,O,X,O,X
LIZSOJT,X,X,X,O,X,O,X,O,X,O,X
LIZOTJS,X,X,X,O,O,O,O,O,X,O,X
LIZOTSJ,X,X,X,X,O,O,X,O,X,O,X
LIZOJTS,X,X,X,O,O,X,X,O,X,O,O
LIZOJST,X,X,X,O,X,X,X,O,X,O,O
LIZOSTJ,X,X,X,X,X,O,X,O,X,O,X
LIZOSJT,X,X,X,O,X,O,X,O,X,O,X
LIOTJSZ,X,X,X,X,X,X,O,O,X,O,O
LIOTJZS,X,X,X,O,O,X,O,O,X,O,O
LIOTSJZ,X,X,X,X,X,X,O,O,X,X,X
LIOTSZJ,X,X,X,O,O,X,X,X,X,O,X
LIOTZJS,X,X,X,O,O,X,O,O,X,O,X
LIOTZSJ,X,X,X,O,O,X,X,O,X,O,X
LIOJTSZ,X,X,X,X,X,X,O,O,O,O,O
LIOJTZS,X,X,X,X,X,X,O,O,O,O,O
LIOJSTZ,X,X,X,X,X,X,X,X,X,O,O
LIOJSZT,X,X,X,X,X,X,X,X,X,O,O
LIOJZTS,X,X,X,O,X,X,X,O,X,O,O
LIOJZST,X,X,X,O,X,X,X,O,X,O,O
LIOSTJZ,X,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,O
LIOSJZT,X,X,X,X,X,X,X,X,X,X,O
LIOSZTJ,X,X,X,X,X,X,X,X,X,O,X
LIOSZJT,X,X,X,O,X,X,X,X,X,O,X
LIOZTJS,X,X,X,O,O,X,O,O,X,O,X
LIOZTSJ,X,X,X,X,O,X,X,O,X,O,X
LIOZJTS,X,X,X,O,O,X,X,O,X,O,O
LIOZJST,X,X,X,O,X,X,X,O,X,O,O
LIOZSTJ,X,X,X,X,X,X,X,O,X,O,X
LIOZSJT,X,X,X,O,X,X,X,O,X,O,X
LJTISZO,O,X,X,X,X,O,X,O,X,O,X
LJTISOZ,O,X,X,X,X,O,O,O,O,X,X
LJTIZSO,O,X,X,X,O,O,X,O,X,O,X
LJTIZOS,O,X,X,X,O,O,O,O,O,O,X
LJTIOSZ,O,X,X,X,X,O,O,O,O,X,O
LJTIOZS,O,X,X,X,O,O,O,O,O,O,O
LJTSIZO,O,O,X,X,X,O,X,O,X,O,X
LJTSIOZ,O,O,X,X,X,O,O,O,O,X,X
LJTSZIO,O,O,X,X,X,O,X,O,X,O,X
LJTSZOI,O,O,X,X,X,O,X,O,X,O,X
LJTSOIZ,O,O,X,X,X,O,O,O,O,X,X
LJTSOZI,O,O,X,X,X,O,X,O,X,X,X
LJTZISO,O,O,X,X,O,O,X,O,X,O,X
LJTZIOS,O,O,X,X,O,O,O,O,O,O,X
LJTZSIO,O,O,X,X,O,O,X,O,X,O,X
LJTZSOI,O,O,X,X,O,O,X,O,X,O,X
LJTZOIS,O,O,X,X,O,O,O,O,O,O,X
LJTZOSI,O,O,X,X,O,O,X,O,X,O,X
LJTOISZ,O,X,X,X,X,O,O,O,O,O,O
LJTOIZS,O,X,X,X,O,O,O,O,O,O,O
LJTOSIZ,O,O,X,X,X,O,O,O,O,O,X
LJTOSZI,O,O,X,X,X,O,X,O,X,O,X
LJTOZIS,O,O,X,X,O,O,O,O,O,O,X
LJTOZSI,O,O,X,X,O,O,X,O,X,O,X
LJITSZO,O,X,X,X,X,X,X,O,X,O,X
LJITSOZ,O,X,X,X,X,X,O,O,O,X,X
LJITZSO,O,X,X,X,O,X,X,O,X,O,X
LJITZOS,O,X,X,X,O,X,O,O,O,O,X
LJITOSZ,O,X,X,X,X,X,O,O,O,X,O
LJITOZS,O,X,X,X,O,X,O,O,O,O,O
LJISTZO,O,O,X,X,X,X,X,X,X,O,X
LJISTOZ,O,X,X,X,X,X,X,X,O,X,X
LJISZTO,O,O,X,X,X,X,X,X,X,O,X
LJISZOT,O,O,X,X,X,X,X,X,X,O,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,O
LJISOZT,O,O,X,X,X,X,X,X,X,X,O
LJIZTSO,X,O,X,X,O,X,X,O,X,O,X
LJIZTOS,O,O,X,O,O,X,X,O,O,O,X
LJIZSTO,X,O,X,X,O,X,X,O,X,O,X
LJIZSOT,O,O,X,O,X,X,X,O,X,O,X
LJIZOTS,O,X,X,O,O,X,X,O,X,O,O
LJIZOST,O,X,X,O,X,X,X,O,X,O,O
LJIOTSZ,O,X,X,X,X,X,O,O,O,O,O
LJIOTZS,O,X,X,X,X,X,O,O,O,O,O
LJIOSTZ,O,X,X,X,X,X,X,X,X,O,O
LJIOSZT,O,X,X,X,X,X,X,X,X,O,O
LJIOZTS,O,X,X,O,X,X,X,O,X,O,O
LJIOZST,O,X,X,O,X,X,X,O,X,O,O
