sequence,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeT7IvhF0cBxdB?ylBGjBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je07IvhFlcB3dB?5jB2lBynBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhFXeBTgB?ihB+oBlnB0sB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeOAJvhFxcBzgB?UiBFjBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cB5jB?1lBmiB0nBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhF0dBTgB?ihB+oBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cBTeB?1lB2nBctB5nB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex8IvhFmgBUiB?FjBTgBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhBxcB?TeBlnBctBGsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je38IvhFTgBxiB?mgBlnBctBCtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhB0cB?xdB+oBlnBzsB
IZSOJTL,X,X,X,O,O,X,X,X,X,O,X
IZSOJLT,X,X,X,O,X,X,X,X,X,O,X
IZOTLJS,X,O,X,O,O,X,X,X,X,X,X
IZOTLSJ,X,O,X,O,O,X,X,X,O,O,X
IZOTJLS,X,O,X,O,O,X,X,O,X,X,X
IZOTJSL,X,O,X,O,O,X,X,O,X,O,X
IZOTSLJ,X,X,X,X,O,X,X,X,X,O,X
IZOTSJL,X,X,X,O,O,X,X,X,X,O,X
IZOLTJS,O,O,X,O,X,X,X,O,X,X,X
IZOLTSJ,O,O,X,O,X,X,X,X,O,X,X
IZOLJTS,O,O,X,O,X,X,X,O,X,X,X
IZOLJST,O,O,X,O,X,X,X,X,X,X,X
IZOLSTJ,O,O,X,O,X,X,X,X,O,O,X
IZOLSJT,O,O,X,O,X,X,X,X,O,O,X
IZOJTLS,X,O,X,O,O,X,X,O,X,X,X
IZOJTSL,X,O,X,O,O,X,X,O,X,X,X
IZOJLTS,X,O,X,O,X,X,X,O,X,X,X
IZOJLST,X,O,X,O,X,X,X,X,X,X,X
IZOJSTL,X,O,X,O,O,X,X,X,X,O,X
IZOJSLT,X,O,X,O,X,X,X,X,X,O,X
IZOSTLJ,X,X,X,X,O,X,X,X,X,O,X
IZOSTJL,X,X,X,O,O,X,X,X,X,O,X
IZOSLTJ,X,X,X,O,X,X,X,X,X,O,X
IZOSLJT,X,X,X,O,X,X,X,X,X,O,X
IZOSJTL,X,X,X,O,O,X,X,X,X,O,X
IZOSJLT,X,X,X,O,X,X,X,X,X,O,X
IOTLJSZ,X,O,O,X,X,O,X,X,X,X,X
IOTLJZS,X,O,O,O,X,O,X,X,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,X,X,O,X,X,X,X,X,X
IOTLZJS,X,O,X,O,O,X,X,X,X,X,X
IOTLZSJ,X,O,X,O,O,X,X,X,X,X,X
IOTJLSZ,X,O,O,X,X,O,X,X,X,X,X
IOTJLZS,X,O,O,O,X,O,X,X,X,X,X
IOTJSLZ,X,O,O,X,X,O,X,X,X,X,X
IOTJSZL,X,O,O,X,X,X,X,X,X,X,X
IOTJZLS,X,O,O,O,X,O,X,X,X,X,X
IOTJZSL,X,O,O,O,X,X,X,X,X,X,X
IOTSLJZ,X,O,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,O,X,X,O,X,X,X,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,X,X,X
IOTSJZL,X,O,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,O,X,X,X,X,X,X
IOTSZJL,X,X,X,X,O,X,X,X,X,X,X
IOTZLJS,X,O,X,O,O,X,X,X,X,X,X
IOTZLSJ,X,O,X,O,O,X,X,X,X,X,X
IOTZJLS,X,O,X,O,O,X,X,X,X,X,X
IOTZJSL,X,O,X,O,O,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,O,X,X,X,X,X,X
IOTZSJL,X,X,X,O,O,X,X,X,X,X,X
IOLTJSZ,X,O,O,X,X,O,X,X,X,X,X
IOLTJZS,X,O,O,O,X,O,X,X,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,X,X,X,X,X,X,X,X,X
IOLTZJS,X,O,X,O,X,X,X,X,X,X,X
IOLTZSJ,X,O,X,O,X,X,X,X,X,X,X
IOLJTSZ,X,O,O,X,X,O,X,X,X,X,X
IOLJTZS,X,O,O,O,X,O,X,X,X,X,X
IOLJSTZ,X,O,O,X,X,O,X,X,X,X,X
IOLJSZT,X,O,O,O,X,X,X,X,X,X,X
IOLJZTS,X,O,O,O,X,O,X,X,X,X,X
IOLJZST,X,O,O,O,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,X,X,X,X,X,X,X,X
IOLSTZJ,X,O,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,O,O,X,X,O,X,X,X,X,X
IOLSJZT,X,O,O,O,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,O,X,X,X,X,X,X,X
IOLSZJT,X,O,X,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,O,X,X,X,X,X,X,X
IOLZTSJ,X,O,X,O,X,X,X,X,X,X,X
IOLZJTS,X,O,O,O,X,O,X,X,X,X,X
IOLZJST,X,O,O,O,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,O,X,X,X,X,X,X,X
IOLZSJT,X,O,X,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,X,O,X,X,X,X,X
IOJTLZS,X,O,O,O,X,O,X,X,X,X,X
IOJTSLZ,X,O,O,X,X,O,X,X,X,X,X
IOJTSZL,X,O,O,X,X,X,X,X,X,X,X
IOJTZLS,X,O,O,O,X,O,X,X,X,X,X
IOJTZSL,X,O,O,O,X,X,X,X,X,X,X
IOJLTSZ,X,O,O,X,X,O,X,X,X,X,X
IOJLTZS,X,O,O,O,X,O,X,X,X,X,X
IOJLSTZ,X,O,O,X,X,O,X,X,X,X,X
IOJLSZT,X,O,O,O,X,X,X,X,X,X,X
IOJLZTS,X,O,O,O,X,O,X,X,X,X,X
IOJLZST,X,O,O,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,O,X,X,O,X,X,X,X,X
IOJSTZL,X,O,O,X,X,X,X,X,X,X,X
IOJSLTZ,X,O,O,X,X,O,X,X,X,X,X
IOJSLZT,X,O,O,O,X,X,X,X,X,X,X
IOJSZTL,X,O,X,O,X,X,X,X,X,X,X
IOJSZLT,X,O,O,O,X,X,X,X,X,X,X
IOJZTLS,X,O,O,O,X,O,X,X,X,X,X
IOJZTSL,X,O,O,O,X,X,X,X,X,X,X
IOJZLTS,X,O,O,O,X,O,X,X,X,X,X
IOJZLST,X,O,O,O,X,X,X,X,X,X,X
IOJZSTL,X,O,X,O,X,X,X,X,X,X,X
IOJZSLT,X,O,O,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,O,X,X,O,X,X,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,O,X,X,X,X,X,X
IOSTZJL,X,X,X,X,O,X,X,X,X,X,X
IOSLTJZ,X,O,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,O,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,O,O,X,X,O,X,X,X,X,X
IOSLJZT,X,O,O,O,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,O,X,X,X,X,X,X,X
IOSLZJT,X,O,X,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,O,X,X,O,X,X,X,X,X
IOSJTZL,X,O,O,X,X,X,X,X,X,X,X
IOSJLTZ,X,O,O,X,X,O,X,X,X,X,X
IOSJLZT,X,O,O,O,X,X,X,X,X,X,X
IOSJZTL,X,O,X,O,X,X,X,X,X,X,X
IOSJZLT,X,O,O,O,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,O,X,X,X,X,O,X
IOSZTJL,X,X,X,O,O,X,X,X,X,O,X
IOSZLTJ,X,X,X,O,X,X,X,X,X,O,X
IOSZLJT,X,X,X,O,X,X,X,X,X,O,X
IOSZJTL,X,X,X,O,O,X,X,X,X,O,X
IOSZJLT,X,X,X,O,X,X,X,X,X,O,X
IOZTLJS,X,O,X,O,O,X,X,X,X,X,X
IOZTLSJ,X,O,X,O,O,X,X,X,X,O,X
IOZTJLS,X,O,X,O,O,X,X,X,X,X,X
IOZTJSL,X,O,X,O,O,X,X,X,X,O,X
IOZTSLJ,X,X,X,X,O,X,X,X,X,O,X
IOZTSJL,X,X,X,O,O,X,X,X,X,O,X
IOZLTJS,X,O,X,O,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,O,X,X,X,X,X,X,X
IOZLJTS,X,O,O,O,X,O,X,X,X,X,X
IOZLJST,X,O,O,O,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,X,X,X,X,O,X
IOZLSJT,X,O,X,O,X,X,X,X,X,O,X
IOZJTLS,X,O,O,O,O,O,X,X,X,X,X
IOZJTSL,X,O,O,O,O,X,X,X,X,X,X
IOZJLTS,X,O,O,O,X,O,X,X,X,X,X
IOZJLST,X,O,O,O,X,X,X,X,X,X,X
IOZJSTL,X,O,X,O,O,X,X,X,X,O,X
IOZJSLT,X,O,O,O,X,X,X,X,X,O,X
IOZSTLJ,X,X,X,X,O,X,X,X,X,O,X
IOZSTJL,X,X,X,O,O,X,X,X,X,O,X
IOZSLTJ,X,X,X,O,X,X,X,X,X,O,X
IOZSLJT,X,X,X,O,X,X,X,X,X,O,X
IOZSJTL,X,X,X,O,O,X,X,X,X,O,X
IOZSJLT,X,X,X,O,X,X,X,X,X,O,X
LTIJSZO,O,O,X,X,O,X,X,X,X,X,X
LTIJSOZ,O,O,X,X,X,X,X,X,X,X,X
LTIJZSO,O,O,X,X,O,X,X,O,X,X,X
LTIJZOS,O,O,X,X,O,X,X,O,X,X,X
LTIJOSZ,O,O,X,X,X,X,X,X,X,X,X
LTIJOZS,O,O,X,X,X,X,X,X,X,X,X
LTISJZO,X,O,X,X,O,X,X,X,X,X,X
LTISJOZ,X,O,X,X,X,X,X,X,X,X,X
LTISZJO,X,O,X,X,O,X,O,X,X,X,X
LTISZOJ,X,X,X,X,O,X,X,X,X,X,X
LTISOJZ,X,O,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,O,X,X,X,X,X,X
LTIZJSO,O,O,X,X,O,X,O,O,X,X,X
LTIZJOS,O,O,X,O,O,X,O,O,X,X,X
LTIZSJO,X,O,X,X,O,X,O,O,X,X,X
LTIZSOJ,O,X,X,O,O,X,X,X,X,X,X
LTIZOJS,O,X,X,O,O,X,X,O,X,X,X
LTIZOSJ,O,X,X,O,O,X,X,X,X,X,X
LTIOJSZ,O,O,X,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,O,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,O,X,X,O,X,X,X,X,X,X
LTIOZJS,O,O,X,O,O,X,X,X,X,X,X
LTIOZSJ,O,O,X,O,O,X,X,X,X,X,X
LTJISZO,O,O,X,X,O,X,X,X,X,X,O
LTJISOZ,O,O,O,X,X,X,X,X,X,X,O
LTJIZSO,O,O,X,X,O,X,X,O,X,X,O
LTJIZOS,O,O,X,X,O,O,X,O,X,X,X
LTJIOSZ,O,O,O,X,X,O,X,X,X,X,O
LTJIOZS,O,O,O,X,X,O,X,X,X,X,X
LTJSIZO,O,O,X,X,O,X,X,X,X,X,O
LTJSIOZ,O,O,O,X,X,X,X,X,X,X,O
LTJSZIO,O,O,X,X,O,X,O,O,X,X,O
LTJSZOI,O,O,O,X,O,O,O,O,X,X,O
LTJSOIZ,O,O,O,X,X,O,X,X,X,X,O
LTJSOZI,O,O,O,X,X,O,X,X,X,X,O
LTJZISO,O,O,X,X,O,X,O,O,X,X,O
LTJZIOS,O,O,X,O,O,O,O,O,X,X,X
LTJZSIO,O,O,X,X,O,X,O,O,X,X,O
LTJZSOI,O,O,O,X,O,O,O,O,X,X,O
LTJZOIS,O,O,O,O,O,O,O,O,X,X,X
LTJZOSI,O,O,O,O,O,O,O,O,X,X,X
LTJOISZ,O,O,O,X,X,O,X,X,X,X,O
LTJOIZS,O,O,O,O,X,O,X,X,X,X,X
LTJOSIZ,O,O,O,X,X,O,X,X,X,X,O
LTJOSZI,O,O,O,O,X,O,X,X,X,X,O
LTJOZIS,O,O,O,O,X,O,X,O,X,X,X
LTJOZSI,O,O,O,O,X,O,X,O,X,X,X
LTSIJZO,O,O,X,X,O,X,X,X,X,X,X
LTSIJOZ,O,O,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,X,X,O,X,O,X,O,X,X
LTSIZOJ,O,X,X,X,O,X,X,X,O,X,X
LTSIOJZ,O,O,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,O,X,X,X,X,X,X
LTSJIZO,O,O,X,X,O,X,X,X,X,X,O
LTSJIOZ,O,O,X,X,X,X,X,X,X,X,O
LTSJZIO,O,O,X,X,O,X,O,O,X,X,O
LTSJZOI,O,O,X,X,O,X,O,O,X,X,O
LTSJOIZ,O,O,X,X,X,X,X,X,X,X,O
LTSJOZI,O,O,X,X,X,X,X,X,X,X,O
LTSZIJO,O,O,X,X,O,X,O,O,O,X,O
LTSZIOJ,O,X,X,O,O,X,X,X,O,X,X
LTSZJIO,O,O,X,X,O,X,O,O,O,X,O
LTSZJOI,O,O,X,X,O,X,O,O,O,X,O
LTSZOIJ,O,X,X,O,O,X,X,X,O,X,X
LTSZOJI,O,X,X,O,O,X,O,X,O,X,X
LTSOIJZ,O,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,O,X,X,X,X,X,X
LTSOJIZ,O,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,O,O,X,X,X,X,X,X
LTSOZJI,O,X,X,O,O,X,O,X,X,X,X
LTZIJSO,O,O,X,X,O,X,O,O,X,X,X
LTZIJOS,O,O,X,O,O,X,O,O,X,X,X
LTZISJO,X,O,X,X,O,X,O,O,O,X,X
LTZISOJ,O,X,X,O,O,X,X,X,O,X,X
LTZIOJS,O,X,X,O,O,X,X,O,X,X,X
LTZIOSJ,O,X,X,O,O,X,X,X,O,X,X
LTZJISO,O,O,X,X,O,X,O,O,X,X,X
LTZJIOS,O,O,X,O,O,X,O,O,X,X,X
LTZJSIO,O,O,X,X,O,X,O,O,O,X,X
LTZJSOI,O,O,X,X,O,X,O,O,O,X,X
LTZJOIS,O,O,X,O,O,X,O,O,X,X,X
LTZJOSI,O,O,X,O,O,X,O,O,O,X,X
LTZSIJO,O,O,X,X,O,X,O,O,O,X,X
LTZSIOJ,O,X,X,O,O,X,X,X,O,X,X
LTZSJIO,O,O,X,X,O,X,O,O,O,X,X
LTZSJOI,O,O,X,X,O,X,O,O,O,X,X
LTZSOIJ,O,X,X,O,O,X,X,X,O,X,X
LTZSOJI,O,X,X,O,O,X,O,X,O,X,X
LTZOIJS,O,X,X,O,O,X,X,O,X,X,X
LTZOISJ,O,X,X,O,O,X,X,X,O,X,X
LTZOJIS,O,X,X,O,O,X,O,O,X,X,X
LTZOJSI,O,X,X,O,O,X,O,O,O,X,X
LTZOSIJ,O,X,X,O,O,X,X,X,O,X,X
LTZOSJI,O,X,X,O,O,X,O,X,O,X,X
LTOIJSZ,O,O,O,X,X,O,X,X,X,X,X
LTOIJZS,O,O,O,O,X,O,X,X,X,X,X
LTOISJZ,X,O,X,X,X,X,X,X,X,X,X
LTOISZJ,X,O,X,X,O,X,X,X,X,X,X
LTOIZJS,O,O,X,O,O,X,X,X,X,X,X
LTOIZSJ,O,O,X,O,O,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,O,X,X,X,X,X
LTOJIZS,O,O,O,O,X,O,X,X,X,X,X
LTOJSIZ,O,O,O,X,X,O,X,X,X,X,X
LTOJSZI,O,O,O,O,X,O,X,X,X,X,X
LTOJZIS,O,O,O,O,X,O,X,O,X,X,X
LTOJZSI,O,O,O,O,X,O,X,O,X,X,X
LTOSIJZ,O,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,O,O,X,X,X,X,X,X
LTOSZJI,O,O,X,O,O,X,O,X,X,X,X
LTOZIJS,O,O,X,O,O,X,X,O,X,X,X
LTOZISJ,O,O,X,O,O,X,X,X,X,X,X
LTOZJIS,O,O,X,O,O,X,O,O,X,X,X
LTOZJSI,O,O,X,O,O,X,O,O,X,X,X
LTOZSIJ,O,O,X,O,O,X,X,X,X,X,X
LTOZSJI,O,O,X,O,O,X,O,X,X,X,X
LITJSZO,O,O,X,X,O,X,X,X,X,X,X
LITJSOZ,O,O,X,X,X,X,X,X,X,X,X
LITJZSO,O,O,X,X,O,X,X,O,X,X,X
LITJZOS,O,O,X,X,O,X,X,O,X,X,X
LITJOSZ,O,O,X,X,X,X,X,X,X,X,X
LITJOZS,O,O,X,X,X,X,X,X,X,X,X
LITSJZO,X,O,X,X,O,X,X,X,X,X,X
LITSJOZ,X,O,X,X,X,X,X,X,X,X,X
LITSZJO,X,O,X,X,O,X,X,X,X,X,X
LITSZOJ,X,X,X,X,O,X,X,X,X,X,X
LITSOJZ,X,O,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,X,X,X,X
LITZJSO,O,O,X,X,O,X,X,O,X,X,X
LITZJOS,O,O,X,O,O,X,X,O,X,X,X
LITZSJO,X,O,X,X,O,X,X,O,X,X,X
LITZSOJ,O,X,X,O,O,X,X,X,X,X,X
LITZOJS,O,X,X,O,O,X,X,O,X,X,X
LITZOSJ,O,X,X,O,O,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,O,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,X,O,X,X,X,X,X,X
LITOZJS,O,O,X,O,O,X,X,X,X,X,X
LITOZSJ,O,O,X,O,O,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,X,X,X,X,X,O
LIJTSOZ,X,O,O,X,X,X,X,X,X,X,O
LIJTZSO,X,O,X,X,X,X,X,O,X,X,O
LIJTZOS,X,O,X,X,X,O,X,O,X,X,X
LIJTOSZ,X,O,O,X,X,O,X,X,X,X,O
LIJTOZS,X,O,O,X,X,O,X,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,X,O
LIJSTOZ,X,O,X,X,X,X,X,X,X,X,O
LIJSZTO,X,O,X,X,X,X,X,O,X,X,O
LIJSZOT,X,O,X,X,X,X,X,X,X,X,O
LIJSOTZ,X,O,O,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,X,X,X,X,X,X,X,O
LIJZTSO,X,O,X,X,X,X,X,O,X,X,X
LIJZTOS,X,O,X,X,X,X,X,O,X,X,X
LIJZSTO,X,O,X,X,X,X,X,O,X,X,O
LIJZSOT,X,O,X,X,X,X,X,X,X,X,O
LIJZOTS,X,O,X,X,X,X,X,O,X,X,X
LIJZOST,X,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,X,X,O,X,X,X,X,X
LIJOTZS,X,O,O,X,X,O,X,X,X,X,X
LIJOSTZ,X,O,O,X,X,O,X,X,X,X,X
LIJOSZT,X,O,O,X,X,X,X,X,X,X,O
LIJOZTS,X,O,O,X,X,O,X,O,X,X,X
LIJOZST,X,O,O,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,O,X,X,X,O,X,X
LISTZOJ,O,X,X,X,O,X,X,X,O,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,O,X,X,X,X,X,X
LISJTZO,O,O,X,X,X,X,X,X,X,X,O
LISJTOZ,O,O,X,X,X,X,X,X,X,X,O
LISJZTO,O,O,X,X,X,X,X,X,O,X,O
LISJZOT,O,O,X,X,X,X,X,X,O,X,O
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,X,X,O
LISZTJO,O,O,X,X,O,X,X,X,O,X,O
LISZTOJ,O,X,X,X,O,X,X,X,O,X,X
LISZJTO,O,O,X,X,O,X,X,X,O,X,O
LISZJOT,O,O,X,X,X,X,X,X,O,X,O
LISZOTJ,O,X,X,X,X,X,X,X,O,X,X
LISZOJT,O,X,X,X,X,X,X,X,O,X,O
LISOTJZ,O,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,O,X,X
LISOZJT,O,X,X,X,X,X,X,X,O,X,X
LIZTJSO,O,O,X,X,O,X,X,O,X,X,X
LIZTJOS,O,O,X,O,O,X,X,O,X,X,X
LIZTSJO,X,O,X,X,O,X,X,O,O,X,X
LIZTSOJ,O,X,X,O,O,X,X,X,O,X,X
LIZTOJS,O,X,X,O,O,X,X,O,X,X,X
LIZTOSJ,O,X,X,O,O,X,X,X,O,X,X
LIZJTSO,X,O,X,X,O,X,X,O,X,X,X
LIZJTOS,X,O,X,O,O,X,X,O,X,X,X
LIZJSTO,X,O,X,X,O,X,X,O,X,X,X
LIZJSOT,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,O,O,X,O,X,X,X,O,X,X,X
LIZJOST,O,O,X,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,O,X,X,O,O,X,X
LIZSTOJ,O,X,X,O,O,X,X,X,O,X,X
LIZSJTO,O,O,X,X,O,X,X,O,O,X,X
LIZSJOT,O,O,X,X,X,X,X,X,O,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,O,X,X
LIZSOJT,O,X,X,O,X,X,X,X,O,X,X
LIZOTJS,O,X,X,O,X,X,X,O,X,X,X
LIZOTSJ,O,X,X,O,X,X,X,X,O,X,X
LIZOJTS,O,X,X,O,X,X,X,O,X,X,X
LIZOJST,O,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,X,O,X,X
LIZOSJT,O,X,X,O,X,X,X,X,O,X,X
LIOTJSZ,O,O,O,X,X,O,X,X,X,X,X
LIOTJZS,O,O,O,O,X,O,X,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,O,X,X,X,X,X
LIOJTZS,X,O,O,O,X,O,X,X,X,X,X
LIOJSTZ,X,O,O,X,X,O,X,X,X,X,X
LIOJSZT,X,O,O,O,X,X,X,X,X,X,X
LIOJZTS,X,O,O,O,X,O,X,X,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,O,X,X,O,X,X,X,X,X
LIOSJZT,O,O,O,O,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,X,X,X,X,X
LIOSZJT,O,O,X,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,X,X,X,X,X
LIOZJTS,O,O,O,O,X,O,X,X,X,X,X
LIOZJST,O,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X,X,X,X
LIOZSJT,O,O,X,O,X,X,X,X,X,X,X
LJTISZO,O,O,X,X,X,X,X,X,X,X,O
LJTISOZ,O,O,O,X,X,X,X,X,X,X,O
LJTIZSO,O,O,X,X,X,X,X,O,X,X,O
LJTIZOS,O,O,X,X,X,O,X,O,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,X,X,O
LJTIOZS,O,O,O,X,X,O,X,X,X,X,X
LJTSIZO,O,O,X,X,X,X,X,X,X,X,O
LJTSIOZ,O,O,O,X,X,X,X,X,X,X,O
LJTSZIO,O,O,X,X,X,X,X,O,X,X,O
LJTSZOI,O,O,O,X,X,O,X,O,X,X,O
LJTSOIZ,O,O,O,X,X,O,X,X,X,X,O
LJTSOZI,O,O,O,X,X,O,X,X,X,X,O
LJTZISO,O,O,X,X,X,X,X,O,X,X,O
LJTZIOS,O,O,X,O,X,O,X,O,X,X,X
LJTZSIO,O,O,X,X,X,X,X,O,X,X,O
LJTZSOI,O,O,O,X,X,O,X,O,X,X,O
LJTZOIS,O,O,O,O,X,O,X,O,X,X,X
LJTZOSI,O,O,O,O,X,O,X,O,X,X,X
LJTOISZ,O,O,O,X,X,O,X,X,X,X,O
LJTOIZS,O,O,O,O,X,O,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,O,X,X,X,X,O
LJTOSZI,O,O,O,O,X,O,X,X,X,X,O
LJTOZIS,O,O,O,O,X,O,X,O,X,X,X
LJTOZSI,O,O,O,O,X,O,X,O,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,X,X,O
LJITSOZ,X,O,O,X,X,X,X,X,X,X,O
LJITZSO,X,O,X,X,X,X,X,O,X,X,O
LJITZOS,X,O,X,X,X,O,X,O,X,X,X
LJITOSZ,X,O,O,X,X,O,X,X,X,X,O
LJITOZS,X,O,O,X,X,O,X,X,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X,X,O
LJISTOZ,X,O,X,X,X,X,X,X,X,X,O
LJISZTO,X,O,X,X,X,X,X,O,X,X,O
LJISZOT,X,O,X,X,X,X,X,X,X,X,O
LJISOTZ,X,O,O,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,X,X,X,X,X,X,O
LJIZTSO,X,O,X,X,X,X,X,O,X,X,X
LJIZTOS,X,O,X,X,X,X,X,O,X,X,X
LJIZSTO,X,O,X,X,X,X,X,O,X,X,O
LJIZSOT,X,O,X,X,X,X,X,X,X,X,O
LJIZOTS,X,O,X,X,X,X,X,O,X,X,X
LJIZOST,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,O,X,X,X,X,X
LJIOTZS,X,O,O,X,X,O,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,O,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,X,X,X,X,O
LJIOZTS,X,O,O,X,X,O,X,O,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,X,X,X,X,X,O
LJSTIOZ,O,O,O,X,X,X,X,X,X,X,O
LJSTZIO,O,O,X,X,X,X,X,O,X,X,O
LJSTZOI,O,O,O,X,X,O,X,O,X,X,O
LJSTOIZ,O,O,O,X,X,O,X,X,X,X,O
LJSTOZI,O,O,O,X,X,O,X,X,X,X,O
LJSITZO,O,O,X,X,X,X,X,X,X,X,O
LJSITOZ,O,O,X,X,X,X,X,X,X,X,O
LJSIZTO,O,O,X,X,X,X,X,O,O,X,O
