sequence,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhF/mBUiBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFThBNnB2pBqqB0r?B3pB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8JeNEJvhFUgBRhB6rBOsB3p?BzqB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFdmBUiBzkBfsBWw?BCqB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFNmBUiBxpBzrBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFThBNnBxpB0rBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Jem/IvhFChBNnBxpBXrBTp?B0rB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBdmBUiBfsBCq?BWwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8Je/GJvhFUiBxkBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JezAJvhFNnBxpBXrBOpB8p?BqrB,v115@EhC8HeB8GeC8BeA8DeC8Je0/IvhFThBNnBKpBWrBXl?BRwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNmBOpB8pBqqBXn?BzrB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFCgB8pBtqBXnBTr?BmrB
ZITLSJO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O
ZITLSOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZITLOJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZITLOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZITJLSO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,O
ZITJLOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZITJSLO,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZITJSOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZITJOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZITJOSL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITSLJO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZITSLOJ,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZITSJLO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
ZITSJOL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
ZITSOLJ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
ZITSOJL,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZITOLJS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZITOLSJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZITOJLS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZITOJSL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZITOSLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZITOSJL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZILTJSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZILTJOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZILTSJO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
ZILTSOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZILTOJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZILTOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZILJTSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZILJTOS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZILJSTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZILJSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZILJOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
ZILJOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZILSTJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O
ZILSTOJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZILSJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZILSJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZILSOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZILSOJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZILOTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZILOTSJ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZILOJTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZILOJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZILOSTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZILOSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZIJTLSO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,O,O
ZIJTLOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZIJTSLO,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
ZIJTSOL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZIJTOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZIJTOSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIJLTSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZIJLTOS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZIJLSTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZIJLSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZIJLOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
ZIJLOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZIJSTLO,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O
ZIJSTOL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZIJSLTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
ZIJSLOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZIJSOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJSOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOTLS,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZIJOTSL,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZIJOLTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZIJOLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIJOSTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZIJOSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISTLJO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZISTLOJ,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZISTJLO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
ZISTJOL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
ZISTOLJ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
ZISTOJL,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZISLTJO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZISLTOJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISLJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZISLJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZISLOTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISLOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZISJTLO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZISJTOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZISJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZISJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZISJOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISOTJL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZISOLTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISOLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZISOJTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISOJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOTLJS,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZIOTLSJ,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O
ZIOTJLS,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZIOTJSL,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZIOTSLJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZIOTSJL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZIOLTJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOLTSJ,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O
ZIOLJTS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOLJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZIOLSTJ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZIOLSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZIOJTLS,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZIOJTSL,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZIOJLTS,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZIOJLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOJSTL,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZIOJSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOSTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZIOSTJL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZIOSLTJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZIOSLJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZIOSJTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLTIJSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZLTIJOS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
ZLTISJO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
ZLTISOJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLTIOJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLTIOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLTJISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZLTJIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
ZLTJSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLTJSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLTJOIS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLTJOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLTSIJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O
ZLTSIOJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZLTSJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZLTSJOI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZLTSOIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLTSOJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZLTOIJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
ZLTOISJ,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O
ZLTOJIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLTOJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLTOSIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLTOSJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZLITJSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZLITJOS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZLITSJO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
ZLITSOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLITOJS,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLITOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLIJTSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
ZLIJTOS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
ZLIJSTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZLIJSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLIJOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
ZLIJOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLISTJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZLISTOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZLISJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZLISJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLISOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLISOJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZLIOTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLIOTSJ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLIOJTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLIOJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLIOSTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLIOSJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZLJTISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZLJTIOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
ZLJTSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZLJTSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLJTOIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLJTOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLJITSO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZLJITOS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
ZLJISTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZLJISOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJIOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
ZLJIOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJSTIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZLJSTOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJSITO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZLJSIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJSOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJSOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZLJOTIS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJOTSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJOITS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLJOIST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZLJOSTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJOSIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZLSTIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZLSTIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZLSTJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZLSTJOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSTOIJ,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZLSTOJI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSITJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
ZLSITOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZLSIJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
ZLSIJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSIOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLSIOJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZLSJTIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZLSJTOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSJITO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZLSJIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSJOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSJOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZLSOTIJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLSOTJI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLSOITJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLSOIJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZLSOJTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLSOJIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZLOTIJS,X,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZLOTISJ,O,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O
ZLOTJIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLOTJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLOTSIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLOTSJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
ZLOITJS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLOITSJ,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O
ZLOIJTS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZLOIJST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLOISTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLOISJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZLOJTIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLOJTSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLOJITS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLOJIST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZLOJSTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLOJSIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZLOSTIJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLOSTJI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLOSITJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZLOSIJT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZLOSJTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZLOSJIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZJTILSO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJTILOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJTISLO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
ZJTISOL,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZJTIOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTIOSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTLISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJTLIOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJTLSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJTLSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJTLOIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJTLOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJTSILO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJTSIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJTSLIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O
ZJTSLOI,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X
ZJTSOIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSOLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOILS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZJTOISL,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZJTOLIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJTOLSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJTOSIL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTOSLI,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJITLSO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJITLOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
ZJITSLO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
ZJITSOL,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZJITOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJITOSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJILTSO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
ZJILTOS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZJILSTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZJILSOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJILOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJILOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJISTLO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZJISTOL,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZJISLTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
ZJISLOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJISOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOTLS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJIOTSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJIOLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJIOSTL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTIOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJLTSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJLTOIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJLTOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJLITSO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLITOS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLISTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZJLISOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLIOTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLIOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSTIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZJLSTOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZJLSIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJLSOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZJLOTIS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLOTSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLOITS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
