sequence,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTeBXiBFo?B0sB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTeBFnBXo?B0sB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBWiBxdBUnBFo?BXtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBuhB3dBxnBls?BctB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBFdBfnB5nBco?BOtB
SITJOLZ,O,O,X,X,O
SITJOZL,O,O,X,X,O
SITZLJO,O,O,X,X,O
SITZLOJ,O,O,X,X,O
SITZJLO,O,O,X,X,O
SITZJOL,O,O,X,X,O
SITZOLJ,O,O,X,X,O
SITZOJL,O,O,X,X,O
SITOLJZ,O,O,X,X,O
SITOLZJ,O,X,X,X,O
SITOJLZ,O,O,X,X,O
SITOJZL,O,O,X,X,O
SITOZLJ,O,X,X,X,O
SITOZJL,O,X,X,X,O
SILTJZO,O,O,X,X,O
SILTJOZ,O,O,X,X,O
SILTZJO,O,O,X,X,O
SILTZOJ,O,O,X,X,O
SILTOJZ,O,O,X,X,O
SILTOZJ,O,X,X,X,O
SILJTZO,O,O,X,O,O
SILJTOZ,O,O,X,O,O
SILJZTO,O,O,X,X,O
SILJZOT,O,O,X,X,O
SILJOTZ,O,O,X,O,O
SILJOZT,O,O,X,X,O
SILZTJO,O,X,X,X,O
SILZTOJ,O,X,X,X,O
SILZJTO,O,X,X,X,O
SILZJOT,O,X,X,X,O
SILZOTJ,O,X,X,X,O
SILZOJT,O,X,X,X,O
SILOTJZ,O,O,X,X,O
SILOTZJ,O,X,X,X,O
SILOJTZ,O,O,X,O,O
SILOJZT,O,O,X,X,O
SILOZTJ,O,X,X,X,O
SILOZJT,O,X,X,X,O
SIJTLZO,O,O,X,O,O
SIJTLOZ,O,O,X,O,O
SIJTZLO,O,O,X,O,O
SIJTZOL,O,O,X,O,O
SIJTOLZ,O,O,X,O,O
SIJTOZL,O,O,X,O,O
SIJLTZO,O,O,X,O,O
SIJLTOZ,O,O,X,O,O
SIJLZTO,O,O,X,X,O
SIJLZOT,O,O,X,X,O
SIJLOTZ,O,O,X,O,O
SIJLOZT,O,O,X,X,O
SIJZTLO,O,O,X,X,O
SIJZTOL,O,O,X,X,O
SIJZLTO,O,O,X,X,O
SIJZLOT,O,O,X,X,O
SIJZOTL,O,X,X,X,O
SIJZOLT,O,O,X,X,O
SIJOTLZ,O,O,X,O,O
SIJOTZL,O,O,X,O,O
SIJOLTZ,O,O,X,O,O
SIJOLZT,O,O,X,X,O
SIJOZTL,O,X,X,X,O
SIJOZLT,O,O,X,X,O
SIZTLJO,O,X,X,X,O
SIZTLOJ,O,X,X,X,O
SIZTJLO,O,X,X,X,O
SIZTJOL,O,X,X,X,O
SIZTOLJ,O,X,X,X,O
SIZTOJL,O,X,X,X,O
SIZLTJO,O,X,X,X,O
SIZLTOJ,O,X,X,X,O
SIZLJTO,O,X,X,X,O
SIZLJOT,O,X,X,X,O
SIZLOTJ,O,X,X,X,O
SIZLOJT,O,X,X,X,O
SIZJTLO,O,X,X,X,O
SIZJTOL,O,X,X,X,O
SIZJLTO,O,X,X,X,O
SIZJLOT,O,X,X,X,O
SIZJOTL,O,X,X,X,O
SIZJOLT,O,X,X,X,O
SIZOTLJ,O,X,X,X,O
SIZOTJL,O,X,X,X,O
SIZOLTJ,O,X,X,X,O
SIZOLJT,O,X,X,X,O
SIZOJTL,O,X,X,X,O
SIZOJLT,O,X,X,X,O
SIOTLJZ,O,O,X,X,O
SIOTLZJ,O,X,X,X,O
SIOTJLZ,O,O,X,X,O
SIOTJZL,O,O,X,X,O
SIOTZLJ,O,X,X,X,O
SIOTZJL,O,X,X,X,O
SIOLTJZ,O,O,X,X,O
SIOLTZJ,O,X,X,X,O
SIOLJTZ,O,O,X,O,O
SIOLJZT,O,O,X,X,O
SIOLZTJ,O,X,X,X,O
SIOLZJT,O,X,X,X,O
SIOJTLZ,O,O,X,O,O
SIOJTZL,O,O,X,O,O
SIOJLTZ,O,O,X,O,O
SIOJLZT,O,O,X,X,O
SIOJZTL,O,X,X,X,O
SIOJZLT,O,O,X,X,O
SIOZTLJ,O,X,X,X,O
SIOZTJL,O,X,X,X,O
SIOZLTJ,O,X,X,X,O
SIOZLJT,O,X,X,X,O
SIOZJTL,O,X,X,X,O
SIOZJLT,O,X,X,X,O
SLTIJZO,O,O,X,O,O
SLTIJOZ,O,O,X,O,O
SLTIZJO,O,O,X,X,O
SLTIZOJ,O,O,X,X,O
SLTIOJZ,O,O,X,O,O
SLTIOZJ,O,X,X,X,O
SLTJIZO,O,O,X,O,O
SLTJIOZ,O,O,X,O,O
SLTJZIO,O,O,X,X,X
SLTJZOI,O,O,X,X,X
SLTJOIZ,O,O,X,O,O
SLTJOZI,O,O,X,X,X
SLTZIJO,O,O,O,X,O
SLTZIOJ,O,O,O,X,O
SLTZJIO,O,O,O,X,X
SLTZJOI,O,O,O,X,X
SLTZOIJ,O,O,O,X,O
SLTZOJI,O,O,O,X,X
SLTOIJZ,O,O,X,O,O
SLTOIZJ,O,X,X,X,O
SLTOJIZ,O,O,X,O,O
SLTOJZI,O,O,X,X,X
SLTOZIJ,O,O,O,X,O
SLTOZJI,O,O,O,X,X
SLITJZO,O,O,X,X,O
SLITJOZ,O,O,X,X,O
SLITZJO,O,O,X,X,O
SLITZOJ,O,O,X,X,O
SLITOJZ,O,O,X,X,O
SLITOZJ,O,X,X,X,O
SLIJTZO,O,O,X,O,O
SLIJTOZ,O,O,X,O,O
SLIJZTO,O,O,X,X,O
SLIJZOT,O,O,X,X,O
SLIJOTZ,O,O,X,O,O
SLIJOZT,O,O,X,X,O
SLIZTJO,O,X,X,X,O
SLIZTOJ,O,X,X,X,O
SLIZJTO,O,X,X,X,O
SLIZJOT,O,X,X,X,O
SLIZOTJ,O,X,X,X,O
SLIZOJT,O,X,X,X,O
SLIOTJZ,O,O,X,X,O
SLIOTZJ,O,X,X,X,O
SLIOJTZ,O,O,X,O,O
SLIOJZT,O,O,X,X,O
SLIOZTJ,O,X,X,X,O
SLIOZJT,O,X,X,X,O
SLJTIZO,O,O,X,O,O
SLJTIOZ,O,O,X,O,O
SLJTZIO,O,O,X,X,X
SLJTZOI,O,O,X,X,X
SLJTOIZ,O,O,X,O,O
SLJTOZI,O,O,X,X,X
SLJITZO,O,O,X,O,O
SLJITOZ,O,O,X,O,O
SLJIZTO,O,O,X,X,O
SLJIZOT,O,O,X,X,O
SLJIOTZ,O,O,X,O,O
SLJIOZT,O,O,X,X,O
SLJZTIO,O,O,X,X,X
SLJZTOI,O,O,X,X,X
SLJZITO,O,O,X,X,O
SLJZIOT,O,O,X,X,O
SLJZOTI,O,O,X,X,X
SLJZOIT,O,O,X,X,O
SLJOTIZ,O,O,X,O,O
SLJOTZI,O,O,X,X,X
SLJOITZ,O,O,X,O,O
SLJOIZT,O,O,X,X,O
SLJOZTI,O,O,X,X,X
SLJOZIT,O,O,X,X,O
SLZTIJO,O,O,O,X,O
SLZTIOJ,O,O,O,X,O
SLZTJIO,O,O,O,X,X
SLZTJOI,O,O,O,X,X
SLZTOIJ,O,O,O,X,O
SLZTOJI,O,O,O,X,X
SLZITJO,O,X,X,X,O
SLZITOJ,O,X,X,X,O
SLZIJTO,O,X,X,X,O
SLZIJOT,O,X,X,X,O
SLZIOTJ,O,X,X,X,O
SLZIOJT,O,X,X,X,O
SLZJTIO,O,O,O,X,X
SLZJTOI,O,O,O,X,X
SLZJITO,O,O,X,X,O
SLZJIOT,O,O,O,X,O
SLZJOTI,O,O,O,X,X
SLZJOIT,O,O,O,X,O
SLZOTIJ,O,X,O,X,O
SLZOTJI,O,O,O,X,X
SLZOITJ,O,X,X,X,O
SLZOIJT,O,X,X,X,O
SLZOJTI,O,O,O,X,X
SLZOJIT,O,O,O,X,O
SLOTIJZ,O,O,X,O,O
SLOTIZJ,O,X,X,X,O
SLOTJIZ,O,O,X,O,O
SLOTJZI,O,O,X,X,X
SLOTZIJ,O,O,O,X,O
SLOTZJI,O,O,O,X,X
SLOITJZ,O,O,X,X,O
SLOITZJ,O,X,X,X,O
SLOIJTZ,O,O,X,O,O
SLOIJZT,O,O,X,X,O
SLOIZTJ,O,X,X,X,O
SLOIZJT,O,X,X,X,O
SLOJTIZ,O,O,X,O,O
SLOJTZI,O,O,X,X,X
SLOJITZ,O,O,X,O,O
SLOJIZT,O,O,X,X,O
SLOJZTI,O,O,X,X,X
SLOJZIT,O,O,X,X,O
SLOZTIJ,O,X,O,X,O
SLOZTJI,O,O,O,X,X
SLOZITJ,O,X,X,X,O
SLOZIJT,O,X,X,X,O
SLOZJTI,O,O,O,X,X
SLOZJIT,O,O,O,X,O
SJTILZO,O,O,X,O,O
SJTILOZ,O,O,X,O,O
SJTIZLO,O,O,X,O,O
SJTIZOL,O,O,X,O,O
SJTIOLZ,O,O,X,O,O
SJTIOZL,O,O,X,O,O
SJTLIZO,O,O,X,O,O
SJTLIOZ,O,O,X,O,O
SJTLZIO,O,O,X,X,X
SJTLZOI,O,O,X,X,X
SJTLOIZ,O,O,X,O,O
SJTLOZI,O,O,X,X,X
SJTZILO,O,O,X,X,X
SJTZIOL,O,O,X,X,X
SJTZLIO,O,O,X,X,X
SJTZLOI,O,O,X,X,X
SJTZOIL,O,O,X,X,X
SJTZOLI,O,O,X,X,X
SJTOILZ,O,O,X,O,O
SJTOIZL,O,O,X,O,O
SJTOLIZ,O,O,X,O,O
SJTOLZI,O,O,X,X,X
SJTOZIL,O,O,X,X,X
SJTOZLI,O,O,X,X,X
SJITLZO,O,O,X,O,O
SJITLOZ,O,O,X,O,O
SJITZLO,O,O,X,O,O
SJITZOL,O,O,X,O,O
SJITOLZ,O,O,X,O,O
SJITOZL,O,O,X,O,O
SJILTZO,O,O,X,O,O
SJILTOZ,O,O,X,O,O
SJILZTO,O,O,X,X,O
SJILZOT,O,O,X,X,O
SJILOTZ,O,O,X,O,O
SJILOZT,O,O,X,X,O
SJIZTLO,O,O,X,X,O
SJIZTOL,O,O,X,X,O
SJIZLTO,O,O,X,X,O
SJIZLOT,O,O,X,X,O
SJIZOTL,O,X,X,X,O
SJIZOLT,O,O,X,X,O
SJIOTLZ,O,O,X,O,O
SJIOTZL,O,O,X,O,O
SJIOLTZ,O,O,X,O,O
SJIOLZT,O,O,X,X,O
SJIOZTL,O,X,X,X,O
SJIOZLT,O,O,X,X,O
SJLTIZO,O,O,X,O,O
SJLTIOZ,O,O,X,O,O
SJLTZIO,O,O,X,X,X
SJLTZOI,O,O,X,X,X
SJLTOIZ,O,O,X,O,O
SJLTOZI,O,O,X,X,X
SJLITZO,O,O,X,O,O
SJLITOZ,O,O,X,O,O
SJLIZTO,O,O,X,X,O
SJLIZOT,O,O,X,X,O
SJLIOTZ,O,O,X,O,O
SJLIOZT,O,O,X,X,O
SJLZTIO,O,O,X,X,X
SJLZTOI,O,O,X,X,X
SJLZITO,O,O,X,X,O
SJLZIOT,O,O,X,X,O
SJLZOTI,O,O,X,X,X
SJLZOIT,O,O,X,X,O
SJLOTIZ,O,O,X,O,O
SJLOTZI,O,O,X,X,X
SJLOITZ,O,O,X,O,O
SJLOIZT,O,O,X,X,O
SJLOZTI,O,O,X,X,X
SJLOZIT,O,O,X,X,O
SJZTILO,O,O,X,X,X
SJZTIOL,O,O,X,X,X
SJZTLIO,O,O,X,X,X
SJZTLOI,O,O,X,X,X
SJZTOIL,O,O,X,X,X
SJZTOLI,O,O,X,X,X
SJZITLO,O,O,X,X,O
SJZITOL,O,O,X,X,O
SJZILTO,O,O,X,X,O
SJZILOT,O,O,X,X,O
SJZIOTL,O,X,X,X,O
SJZIOLT,O,O,X,X,O
SJZLTIO,O,O,X,X,X
SJZLTOI,O,O,X,X,X
SJZLITO,O,O,X,X,O
SJZLIOT,O,O,X,X,O
SJZLOTI,O,O,X,X,X
SJZLOIT,O,O,X,X,O
SJZOTIL,O,O,X,X,X
SJZOTLI,O,O,X,X,X
SJZOITL,O,X,X,X,O
SJZOILT,O,O,X,X,O
SJZOLTI,O,O,X,X,X
SJZOLIT,O,O,X,X,O
SJOTILZ,O,O,X,O,O
SJOTIZL,O,O,X,O,O
SJOTLIZ,O,O,X,O,O
SJOTLZI,O,O,X,X,X
SJOTZIL,O,O,X,X,X
SJOTZLI,O,O,X,X,X
SJOITLZ,O,O,X,O,O
SJOITZL,O,O,X,O,O
SJOILTZ,O,O,X,O,O
SJOILZT,O,O,X,X,O
SJOIZTL,O,X,X,X,O
SJOIZLT,O,O,X,X,O
SJOLTIZ,O,O,X,O,O
SJOLTZI,O,O,X,X,X
SJOLITZ,O,O,X,O,O
SJOLIZT,O,O,X,X,O
SJOLZTI,O,O,X,X,X
SJOLZIT,O,O,X,X,O
SJOZTIL,O,O,X,X,X
SJOZTLI,O,O,X,X,X
SJOZITL,O,X,X,X,O
SJOZILT,O,O,X,X,O
SJOZLTI,O,O,X,X,X
SJOZLIT,O,O,X,X,O
SZTILJO,O,O,O,X,O
SZTILOJ,O,O,O,X,O
SZTIJLO,O,O,O,X,O
SZTIJOL,O,O,O,X,O
SZTIOLJ,O,O,O,X,O
SZTIOJL,O,O,O,X,O
SZTLIJO,O,O,O,X,O
SZTLIOJ,O,O,O,X,O
SZTLJIO,O,O,O,X,X
SZTLJOI,O,O,O,X,X
SZTLOIJ,O,O,O,X,O
SZTLOJI,O,O,O,X,X
SZTJILO,O,O,O,X,X
SZTJIOL,O,O,O,X,X
SZTJLIO,O,O,O,X,X
SZTJLOI,O,O,O,X,X
SZTJOIL,O,O,O,X,X
SZTJOLI,O,O,O,X,X
SZTOILJ,O,O,O,X,O
SZTOIJL,O,O,O,X,O
SZTOLIJ,O,O,O,X,O
SZTOLJI,O,O,O,X,X
SZTOJIL,O,O,O,X,X
SZTOJLI,O,O,O,X,X
SZITLJO,O,X,X,X,O
SZITLOJ,O,X,X,X,O
SZITJLO,O,X,X,X,O
SZITJOL,O,X,X,X,O
SZITOLJ,O,X,X,X,O
SZITOJL,O,X,X,X,O
SZILTJO,O,X,X,X,O
SZILTOJ,O,X,X,X,O
SZILJTO,O,X,X,X,O
SZILJOT,O,X,X,X,O
SZILOTJ,O,X,X,X,O
SZILOJT,O,X,X,X,O
SZIJTLO,O,X,X,X,O
SZIJTOL,O,X,X,X,O
SZIJLTO,O,X,X,X,O
SZIJLOT,O,X,X,X,O
SZIJOTL,O,X,X,X,O
SZIJOLT,O,X,X,X,O
SZIOTLJ,O,X,X,X,O
SZIOTJL,O,X,X,X,O
SZIOLTJ,O,X,X,X,O
SZIOLJT,O,X,X,X,O
SZIOJTL,O,X,X,X,O
SZIOJLT,O,X,X,X,O
SZLTIJO,O,O,O,X,O
SZLTIOJ,O,O,O,X,O
SZLTJIO,O,O,O,X,X
SZLTJOI,O,O,O,X,X
SZLTOIJ,O,O,O,X,O
SZLTOJI,O,O,O,X,X
SZLITJO,O,X,X,X,O
SZLITOJ,O,X,X,X,O
SZLIJTO,O,X,X,X,O
SZLIJOT,O,X,X,X,O
SZLIOTJ,O,X,X,X,O
SZLIOJT,O,X,X,X,O
SZLJTIO,O,O,O,X,X
SZLJTOI,O,O,O,X,X
SZLJITO,O,O,X,X,O
SZLJIOT,O,O,O,X,O
SZLJOTI,O,O,O,X,X
SZLJOIT,O,O,O,X,O
SZLOTIJ,O,X,O,X,O
SZLOTJI,O,O,O,X,X
SZLOITJ,O,X,X,X,O
SZLOIJT,O,X,X,X,O
SZLOJTI,O,O,O,X,X
SZLOJIT,O,O,O,X,O
SZJTILO,O,O,O,X,X
SZJTIOL,O,O,O,X,X
SZJTLIO,O,O,O,X,X
SZJTLOI,O,O,O,X,X
SZJTOIL,O,O,O,X,X
SZJTOLI,O,O,O,X,X
SZJITLO,O,O,X,X,O
SZJITOL,O,O,X,X,O
SZJILTO,O,O,X,X,O
SZJILOT,O,O,O,X,O
SZJIOTL,O,X,X,X,O
SZJIOLT,O,O,O,X,O
SZJLTIO,O,O,O,X,X
SZJLTOI,O,O,O,X,X
SZJLITO,O,O,X,X,O
SZJLIOT,O,O,O,X,O
SZJLOTI,O,O,O,X,X
SZJLOIT,O,O,O,X,O
SZJOTIL,O,O,O,X,X
SZJOTLI,O,O,O,X,X
SZJOITL,O,X,X,X,O
SZJOILT,O,O,O,X,O
SZJOLTI,O,O,O,X,X
SZJOLIT,O,O,O,X,O
SZOTILJ,O,X,O,X,O
SZOTIJL,O,X,O,X,O
SZOTLIJ,O,X,O,X,O
SZOTLJI,O,O,O,X,X
SZOTJIL,O,O,O,X,X
SZOTJLI,O,O,O,X,X
SZOITLJ,O,X,X,X,O
SZOITJL,O,X,X,X,O
SZOILTJ,O,X,X,X,O
SZOILJT,O,X,X,X,O
SZOIJTL,O,X,X,X,O
SZOIJLT,O,X,X,X,O
SZOLTIJ,O,X,O,X,O
SZOLTJI,O,O,O,X,X
SZOLITJ,O,X,X,X,O
SZOLIJT,O,X,X,X,O
SZOLJTI,O,O,O,X,X
SZOLJIT,O,O,O,X,O
SZOJTIL,O,O,O,X,X
SZOJTLI,O,O,O,X,X
SZOJITL,O,X,X,X,O
SZOJILT,O,O,O,X,O
SZOJLTI,O,O,O,X,X
SZOJLIT,O,O,O,X,O
SOTILJZ,O,O,X,O,O
SOTILZJ,O,X,X,X,O
SOTIJLZ,O,O,X,O,O
SOTIJZL,O,O,X,O,O
SOTIZLJ,O,X,X,X,O
SOTIZJL,O,X,X,X,O
SOTLIJZ,O,O,X,O,O
SOTLIZJ,O,X,X,X,O
SOTLJIZ,O,O,X,O,O
SOTLJZI,O,O,X,X,X
SOTLZIJ,O,O,O,X,O
SOTLZJI,O,O,O,X,X
SOTJILZ,O,O,X,O,O
SOTJIZL,O,O,X,O,O
SOTJLIZ,O,O,X,O,O
SOTJLZI,O,O,X,X,X
SOTJZIL,O,O,X,X,X
SOTJZLI,O,O,X,X,X
SOTZILJ,O,O,O,X,O
SOTZIJL,O,O,O,X,O
SOTZLIJ,O,O,O,X,O
SOTZLJI,O,O,O,X,X
SOTZJIL,O,O,O,X,X
SOTZJLI,O,O,O,X,X
SOITLJZ,O,O,X,X,O
SOITLZJ,O,X,X,X,O
SOITJLZ,O,O,X,X,O
SOITJZL,O,O,X,X,O
SOITZLJ,O,X,X,X,O
SOITZJL,O,X,X,X,O
SOILTJZ,O,O,X,X,O
SOILTZJ,O,X,X,X,O
SOILJTZ,O,O,X,O,O
SOILJZT,O,O,X,X,O
SOILZTJ,O,X,X,X,O
SOILZJT,O,X,X,X,O
SOIJTLZ,O,O,X,O,O
SOIJTZL,O,O,X,O,O
SOIJLTZ,O,O,X,O,O
SOIJLZT,O,O,X,X,O
SOIJZTL,O,X,X,X,O
SOIJZLT,O,O,X,X,O
SOIZTLJ,O,X,X,X,O
SOIZTJL,O,X,X,X,O
SOIZLTJ,O,X,X,X,O
SOIZLJT,O,X,X,X,O
SOIZJTL,O,X,X,X,O
SOIZJLT,O,X,X,X,O
SOLTIJZ,O,O,X,O,O
SOLTIZJ,O,X,X,X,O
SOLTJIZ,O,O,X,O,O
SOLTJZI,O,O,X,X,X
SOLTZIJ,O,O,O,X,O
SOLTZJI,O,O,O,X,X
SOLITJZ,O,O,X,X,O
SOLITZJ,O,X,X,X,O
SOLIJTZ,O,O,X,O,O
SOLIJZT,O,O,X,X,O
SOLIZTJ,O,X,X,X,O
SOLIZJT,O,X,X,X,O
SOLJTIZ,O,O,X,O,O
SOLJTZI,O,O,X,X,X
SOLJITZ,O,O,X,O,O
SOLJIZT,O,O,X,X,O
SOLJZTI,O,O,X,X,X
SOLJZIT,O,O,X,X,O
SOLZTIJ,O,X,O,X,O
SOLZTJI,O,O,O,X,X
SOLZITJ,O,X,X,X,O
SOLZIJT,O,X,X,X,O
SOLZJTI,O,O,O,X,X
SOLZJIT,O,O,O,X,O
SOJTILZ,O,O,X,O,O
SOJTIZL,O,O,X,O,O
SOJTLIZ,O,O,X,O,O
SOJTLZI,O,O,X,X,X
SOJTZIL,O,O,X,X,X
SOJTZLI,O,O,X,X,X
SOJITLZ,O,O,X,O,O
SOJITZL,O,O,X,O,O
SOJILTZ,O,O,X,O,O
SOJILZT,O,O,X,X,O
SOJIZTL,O,X,X,X,O
SOJIZLT,O,O,X,X,O
SOJLTIZ,O,O,X,O,O
SOJLTZI,O,O,X,X,X
SOJLITZ,O,O,X,O,O
SOJLIZT,O,O,X,X,O
SOJLZTI,O,O,X,X,X
SOJLZIT,O,O,X,X,O
SOJZTIL,O,O,X,X,X
SOJZTLI,O,O,X,X,X
SOJZITL,O,X,X,X,O
SOJZILT,O,O,X,X,O
SOJZLTI,O,O,X,X,X
SOJZLIT,O,O,X,X,O
SOZTILJ,O,X,O,X,O
SOZTIJL,O,X,O,X,O
SOZTLIJ,O,X,O,X,O
SOZTLJI,O,O,O,X,X
SOZTJIL,O,O,O,X,X
SOZTJLI,O,O,O,X,X
SOZITLJ,O,X,X,X,O
SOZITJL,O,X,X,X,O
SOZILTJ,O,X,X,X,O
SOZILJT,O,X,X,X,O
SOZIJTL,O,X,X,X,O
SOZIJLT,O,X,X,X,O
SOZLTIJ,O,X,O,X,O
SOZLTJI,O,O,O,X,X
SOZLITJ,O,X,X,X,O
SOZLIJT,O,X,X,X,O
SOZLJTI,O,O,O,X,X
SOZLJIT,O,O,O,X,O
SOZJTIL,O,O,O,X,X
SOZJTLI,O,O,O,X,X
SOZJITL,O,X,X,X,O
SOZJILT,O,O,O,X,O
SOZJLTI,O,O,O,X,X
SOZJLIT,O,O,O,X,O
ZTILJSO,O,X,O,O,X
ZTILJOS,O,X,O,O,X
ZTILSJO,O,X,O,X,O
ZTILSOJ,O,X,O,X,O
ZTILOJS,O,X,O,O,X
ZTILOSJ,O,X,O,X,O
ZTIJLSO,O,X,O,O,X
ZTIJLOS,O,X,O,O,X
ZTIJSLO,O,X,O,O,X
ZTIJSOL,O,X,O,O,X
ZTIJOLS,O,X,O,O,X
ZTIJOSL,O,X,O,O,X
ZTISLJO,O,X,O,X,O
ZTISLOJ,O,X,O,X,O
ZTISJLO,O,X,O,X,O
ZTISJOL,O,X,O,X,O
ZTISOLJ,O,X,O,X,O
ZTISOJL,O,X,O,X,O
ZTIOLJS,O,X,O,O,X
ZTIOLSJ,O,X,O,X,O
ZTIOJLS,O,X,O,O,X
ZTIOJSL,O,X,O,O,X
ZTIOSLJ,O,X,O,X,O
ZTIOSJL,O,X,O,X,O
ZTLIJSO,O,X,O,O,X
ZTLIJOS,O,X,O,O,X
ZTLISJO,O,X,O,X,O
ZTLISOJ,O,X,O,X,O
ZTLIOJS,O,X,O,O,X
ZTLIOSJ,O,X,O,X,O
ZTLJISO,O,O,O,O,X
ZTLJIOS,O,X,O,O,X
ZTLJSIO,O,O,O,X,X
ZTLJSOI,O,O,O,X,X
ZTLJOIS,O,X,O,O,X
ZTLJOSI,O,X,O,X,X
ZTLSIJO,O,O,O,X,O
ZTLSIOJ,O,O,O,X,O
ZTLSJIO,O,O,O,X,X
ZTLSJOI,O,O,O,X,X
ZTLSOIJ,O,O,O,X,O
ZTLSOJI,O,O,O,X,X
ZTLOIJS,O,X,O,O,X
ZTLOISJ,O,X,O,X,O
ZTLOJIS,O,X,O,O,X
ZTLOJSI,O,X,O,X,X
ZTLOSIJ,O,X,O,X,O
ZTLOSJI,O,X,O,X,X
ZTJILSO,O,O,O,O,X
ZTJILOS,O,X,O,O,X
ZTJISLO,O,O,O,O,X
ZTJISOL,O,O,O,O,X
ZTJIOLS,O,X,O,O,X
ZTJIOSL,O,X,O,O,X
ZTJLISO,O,O,O,O,X
ZTJLIOS,O,X,O,O,X
ZTJLSIO,O,O,O,X,X
ZTJLSOI,O,O,O,X,X
ZTJLOIS,O,X,O,O,X
ZTJLOSI,O,X,O,X,X
ZTJSILO,O,O,O,X,X
ZTJSIOL,O,O,O,X,X
ZTJSLIO,O,O,O,X,X
ZTJSLOI,O,O,O,X,X
ZTJSOIL,O,O,O,X,X
ZTJSOLI,O,O,O,X,X
ZTJOILS,O,X,O,O,X
ZTJOISL,O,X,O,O,X
ZTJOLIS,O,X,O,O,X
ZTJOLSI,O,X,O,X,X
ZTJOSIL,O,X,O,X,X
ZTJOSLI,O,X,O,X,X
ZTSILJO,O,O,O,X,O
ZTSILOJ,O,O,O,X,O
ZTSIJLO,O,O,O,X,O
ZTSIJOL,O,O,O,X,O
ZTSIOLJ,O,O,O,X,O
ZTSIOJL,O,O,O,X,O
ZTSLIJO,O,O,O,X,O
ZTSLIOJ,O,O,O,X,O
ZTSLJIO,O,O,O,X,X
ZTSLJOI,O,O,O,X,X
ZTSLOIJ,O,O,O,X,O
ZTSLOJI,O,O,O,X,X
ZTSJILO,O,O,O,X,X
ZTSJIOL,O,O,O,X,X
ZTSJLIO,O,O,O,X,X
ZTSJLOI,O,O,O,X,X
ZTSJOIL,O,O,O,X,X
ZTSJOLI,O,O,O,X,X
ZTSOILJ,O,O,O,X,O
ZTSOIJL,O,O,O,X,O
ZTSOLIJ,O,O,O,X,O
ZTSOLJI,O,O,O,X,X
ZTSOJIL,O,O,O,X,X
ZTSOJLI,O,O,O,X,X
ZTOILJS,O,X,O,O,X
ZTOILSJ,O,X,O,X,O
ZTOIJLS,O,X,O,O,X
ZTOIJSL,O,X,O,O,X
ZTOISLJ,O,X,O,X,O
ZTOISJL,O,X,O,X,O
ZTOLIJS,O,X,O,O,X
ZTOLISJ,O,X,O,X,O
ZTOLJIS,O,X,O,O,X
ZTOLJSI,O,X,O,X,X
ZTOLSIJ,O,X,O,X,O
ZTOLSJI,O,X,O,X,X
ZTOJILS,O,X,O,O,X
ZTOJISL,O,X,O,O,X
ZTOJLIS,O,X,O,O,X
ZTOJLSI,O,X,O,X,X
ZTOJSIL,O,X,O,X,X
ZTOJSLI,O,X,O,X,X
ZTOSILJ,O,X,O,X,O
ZTOSIJL,O,X,O,X,O
ZTOSLIJ,O,X,O,X,O
ZTOSLJI,O,X,O,X,X
ZTOSJIL,O,X,O,X,X
ZTOSJLI,O,X,O,X,X
ZITLJSO,O,X,O,X,X
ZITLJOS,O,X,O,X,X
ZITLSJO,O,X,O,X,O
ZITLSOJ,O,X,O,X,O
ZITLOJS,O,X,O,X,X
ZITLOSJ,O,X,O,X,O
ZITJLSO,O,X,O,X,X
ZITJLOS,O,X,O,X,X
ZITJSLO,O,X,O,X,X
ZITJSOL,O,X,O,X,X
ZITJOLS,O,X,O,X,X
ZITJOSL,O,X,O,X,X
ZITSLJO,O,X,O,X,O
ZITSLOJ,O,X,O,X,O
ZITSJLO,O,X,O,X,O
ZITSJOL,O,X,O,X,O
ZITSOLJ,O,X,O,X,O
ZITSOJL,O,X,O,X,O
ZITOLJS,O,X,O,X,X
ZITOLSJ,O,X,O,X,O
ZITOJLS,O,X,O,X,X
ZITOJSL,O,X,O,X,X
ZITOSLJ,O,X,O,X,O
ZITOSJL,O,X,O,X,O
ZILTJSO,O,X,O,X,X
ZILTJOS,O,X,O,X,X
ZILTSJO,O,X,O,X,O
ZILTSOJ,O,X,O,X,O
ZILTOJS,O,X,O,X,X
ZILTOSJ,O,X,O,X,O
ZILJTSO,O,X,O,O,X
ZILJTOS,O,X,O,O,X
ZILJSTO,O,X,X,X,O
ZILJSOT,O,X,O,X,O
ZILJOTS,O,X,O,O,X
ZILJOST,O,X,O,X,O
ZILSTJO,O,X,X,X,O
ZILSTOJ,O,X,X,X,O
ZILSJTO,O,X,X,X,O
ZILSJOT,O,X,X,X,O
ZILSOTJ,O,X,X,X,O
ZILSOJT,O,X,X,X,O
ZILOTJS,X,X,O,X,X
ZILOTSJ,X,X,O,X,O
ZILOJTS,X,X,O,O,X
