sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
ILSJOTZ,O,X,X,O,O,X,X,O,X,O,O
ILSJOZT,O,X,O,O,X,X,X,O,X,O,O
ILSZTJO,O,O,O,X,O,X,X,O,X,O,X
ILSZTOJ,O,O,O,X,O,X,X,O,X,O,X
ILSZJTO,O,O,O,X,O,X,X,O,X,O,X
ILSZJOT,O,O,O,O,X,X,X,O,X,O,X
ILSZOTJ,O,O,O,X,X,X,X,O,X,O,X
ILSZOJT,O,O,O,O,X,X,X,O,X,O,X
ILSOTJZ,O,O,X,O,O,X,X,O,X,O,X
ILSOTZJ,O,O,O,O,O,X,X,X,X,O,X
ILSOJTZ,O,X,X,O,O,X,X,O,X,O,O
ILSOJZT,O,X,O,O,X,X,X,O,X,O,O
ILSOZTJ,O,O,O,X,X,X,X,O,X,O,X
ILSOZJT,O,O,O,O,X,X,X,O,X,O,X
ILZTJSO,O,O,X,X,X,X,X,X,X,X,X
ILZTJOS,O,O,X,X,X,X,X,X,O,X,X
ILZTSJO,O,O,X,X,X,X,X,X,X,X,X
ILZTSOJ,O,O,X,X,X,X,X,X,X,X,X
ILZTOJS,O,O,X,X,X,X,X,X,O,X,X
ILZTOSJ,O,O,X,X,X,X,X,X,X,X,X
ILZJTSO,O,O,X,X,X,X,X,X,X,O,X
ILZJTOS,O,O,X,X,X,X,X,X,O,X,X
ILZJSTO,O,O,O,X,X,X,X,X,X,O,X
ILZJSOT,O,O,O,X,X,X,X,X,X,O,X
ILZJOTS,O,X,X,X,X,X,X,X,X,X,O
ILZJOST,O,O,O,X,X,X,X,X,X,X,O
ILZSTJO,O,O,O,X,X,X,X,X,X,O,X
ILZSTOJ,O,O,O,X,X,X,X,X,X,O,X
ILZSJTO,O,O,O,X,X,X,X,X,X,O,X
ILZSJOT,O,O,O,O,X,X,X,X,X,O,X
ILZSOTJ,O,O,O,X,X,X,X,X,X,O,X
ILZSOJT,O,O,O,O,X,X,X,X,X,O,X
ILZOTJS,O,X,X,X,X,X,X,X,X,O,X
ILZOTSJ,O,X,X,X,X,X,X,X,X,O,X
ILZOJTS,O,X,X,X,X,X,X,X,X,O,O
ILZOJST,O,O,O,X,X,X,X,X,X,O,O
ILZOSTJ,O,O,O,X,X,X,X,X,X,O,X
ILZOSJT,O,O,O,O,X,X,X,X,X,O,X
ILOTJSZ,O,X,X,O,X,X,O,O,O,O,O
ILOTJZS,O,X,X,X,X,X,O,O,O,O,O
ILOTSJZ,O,X,X,O,X,X,O,O,O,O,X
ILOTSZJ,O,X,X,O,X,X,X,O,X,O,X
ILOTZJS,O,X,X,X,X,X,O,O,O,O,X
ILOTZSJ,O,X,X,X,X,X,X,X,X,O,X
ILOJTSZ,O,X,X,X,X,X,O,O,O,O,O
ILOJTZS,O,X,X,X,X,X,O,O,O,O,O
ILOJSTZ,O,X,X,O,X,X,X,O,X,O,O
ILOJSZT,O,X,X,O,X,X,X,O,X,O,O
ILOJZTS,O,X,X,X,X,X,X,X,X,O,O
ILOJZST,O,X,X,X,X,X,X,X,X,O,O
ILOSTJZ,O,O,X,O,X,X,X,O,X,O,X
ILOSTZJ,O,O,O,O,X,X,X,O,X,O,X
ILOSJTZ,O,X,X,O,X,X,X,O,X,O,O
ILOSJZT,O,X,O,O,X,X,X,O,X,O,O
ILOSZTJ,O,O,O,X,X,X,X,O,X,O,X
ILOSZJT,O,O,O,O,X,X,X,O,X,O,X
ILOZTJS,O,X,X,X,X,X,X,X,X,O,X
ILOZTSJ,O,X,X,X,X,X,X,X,X,O,X
ILOZJTS,O,X,X,X,X,X,X,X,X,O,O
ILOZJST,O,O,O,X,X,X,X,X,X,O,O
ILOZSTJ,O,O,O,X,X,X,X,X,X,O,X
ILOZSJT,O,O,O,O,X,X,X,X,X,O,X
IJTLSZO,X,X,X,O,O,O,X,O,X,O,X
IJTLSOZ,X,X,X,O,O,O,O,O,O,O,X
IJTLZSO,X,X,X,X,X,O,X,O,X,O,X
IJTLZOS,X,X,X,X,X,O,O,O,O,X,X
IJTLOSZ,X,X,X,O,O,O,O,O,O,O,O
IJTLOZS,X,X,X,X,X,O,O,O,O,X,O
IJTSLZO,X,X,X,O,O,O,X,O,X,O,X
IJTSLOZ,X,X,X,O,O,O,O,O,O,O,X
IJTSZLO,X,X,X,O,O,O,X,O,X,O,X
IJTSZOL,X,X,X,O,O,O,X,O,X,O,X
IJTSOLZ,X,X,X,O,O,O,O,O,O,O,X
IJTSOZL,X,X,X,O,O,O,X,O,X,O,X
IJTZLSO,X,X,X,X,X,O,X,O,X,X,X
IJTZLOS,X,X,X,X,X,O,O,O,O,X,X
IJTZSLO,X,X,X,O,O,O,X,O,X,X,X
IJTZSOL,X,X,X,O,O,O,X,O,X,X,X
IJTZOLS,X,X,X,X,X,O,O,O,O,X,X
IJTZOSL,X,X,X,O,O,O,X,X,X,X,X
IJTOLSZ,X,X,X,O,O,O,O,O,O,O,O
IJTOLZS,X,X,X,X,X,O,O,O,O,O,O
IJTOSLZ,X,X,X,O,O,X,O,O,O,O,X
IJTOSZL,X,X,X,O,O,X,X,O,X,O,X
IJTOZLS,X,X,X,X,X,O,O,O,O,X,X
IJTOZSL,X,X,X,O,O,O,X,X,X,O,X
IJLTSZO,X,X,X,X,O,X,X,O,X,O,X
IJLTSOZ,X,X,X,X,O,X,O,O,O,O,X
IJLTZSO,X,X,X,X,X,X,X,O,X,O,X
IJLTZOS,X,X,X,X,X,X,O,O,O,X,X
IJLTOSZ,X,X,X,X,O,X,O,O,O,O,O
IJLTOZS,X,X,X,X,X,X,O,O,O,X,O
IJLSTZO,X,X,X,X,O,X,X,O,X,O,X
IJLSTOZ,X,X,X,O,O,X,X,O,O,O,X
IJLSZTO,X,X,X,X,O,X,X,O,X,O,X
IJLSZOT,X,X,X,O,X,X,X,O,X,O,X
IJLSOTZ,X,X,X,O,O,X,X,O,X,O,O
IJLSOZT,X,X,X,O,X,X,X,O,X,O,O
IJLZTSO,X,X,X,X,X,X,X,X,X,O,X
IJLZTOS,X,X,X,X,X,X,X,X,O,X,X
IJLZSTO,X,X,X,X,X,X,X,X,X,O,X
IJLZSOT,X,X,X,X,X,X,X,X,X,O,X
IJLZOTS,X,X,X,X,X,X,X,X,X,X,O
IJLZOST,X,X,X,X,X,X,X,X,X,X,O
IJLOTSZ,X,X,X,X,X,X,O,O,O,O,O
IJLOTZS,X,X,X,X,X,X,O,O,O,O,O
IJLOSTZ,X,X,X,O,X,X,X,O,X,O,O
IJLOSZT,X,X,X,O,X,X,X,O,X,O,O
IJLOZTS,X,X,X,X,X,X,X,X,X,O,O
IJLOZST,X,X,X,X,X,X,X,X,X,O,O
IJSTLZO,X,X,X,X,O,O,X,O,X,O,X
IJSTLOZ,X,X,X,O,O,O,O,O,X,O,X
IJSTZLO,X,X,X,X,O,O,X,O,X,O,X
IJSTZOL,X,X,X,X,O,O,X,O,X,O,X
IJSTOLZ,X,X,X,O,O,O,O,O,X,O,X
IJSTOZL,X,X,X,X,O,O,X,O,X,O,X
IJSLTZO,X,X,X,X,O,X,X,O,X,O,X
IJSLTOZ,X,X,X,O,O,X,X,O,O,O,X
IJSLZTO,X,X,X,X,O,X,X,O,X,O,X
IJSLZOT,X,X,X,O,X,X,X,O,X,O,X
IJSLOTZ,X,X,X,O,O,X,X,O,X,O,O
IJSLOZT,X,X,X,O,X,X,X,O,X,O,O
IJSZTLO,X,X,X,X,O,O,X,O,X,O,X
IJSZTOL,X,X,X,X,O,O,X,O,X,O,X
IJSZLTO,X,X,X,X,O,O,X,O,X,O,X
IJSZLOT,X,X,X,O,X,O,X,O,X,O,X
IJSZOTL,X,X,X,X,X,O,X,O,X,O,X
IJSZOLT,X,X,X,O,X,O,X,O,X,O,X
IJSOTLZ,X,X,X,O,O,O,O,O,X,O,X
IJSOTZL,X,X,X,X,O,O,X,O,X,O,X
IJSOLTZ,X,X,X,O,O,X,X,O,X,O,O
IJSOLZT,X,X,X,O,X,X,X,O,X,O,O
IJSOZTL,X,X,X,X,X,O,X,O,X,O,X
IJSOZLT,X,X,X,O,X,O,X,O,X,O,X
IJZTLSO,X,X,X,X,X,O,X,X,X,X,X
IJZTLOS,X,X,X,X,X,O,O,X,X,X,X
IJZTSLO,X,X,X,X,O,O,X,X,X,X,X
IJZTSOL,X,X,X,X,O,O,X,X,X,X,X
IJZTOLS,X,X,X,X,X,O,O,X,X,X,X
IJZTOSL,X,X,X,X,O,O,X,X,X,X,X
IJZLTSO,X,X,X,X,X,O,X,X,X,X,X
IJZLTOS,X,X,X,X,X,O,X,X,O,X,X
IJZLSTO,X,X,X,X,X,O,X,X,X,X,X
IJZLSOT,X,X,X,X,X,O,X,X,X,X,X
IJZLOTS,X,X,X,X,X,X,X,X,X,X,O
IJZLOST,X,X,X,X,X,O,X,X,X,X,O
IJZSTLO,X,X,X,X,O,O,X,X,X,X,X
IJZSTOL,X,X,X,X,O,O,X,X,X,X,X
IJZSLTO,X,X,X,X,O,O,X,X,X,X,X
IJZSLOT,X,X,X,O,X,O,X,X,X,X,X
IJZSOTL,X,X,X,X,X,O,X,X,X,X,X
IJZSOLT,X,X,X,O,X,O,X,X,X,X,X
IJZOTLS,X,X,X,X,X,O,O,X,X,X,X
IJZOTSL,X,X,X,X,X,O,X,X,X,X,X
IJZOLTS,X,X,X,X,X,X,X,X,X,X,O
IJZOLST,X,X,X,X,X,O,X,X,X,X,O
IJZOSTL,X,X,X,X,X,O,X,X,X,X,X
IJZOSLT,X,X,X,O,X,O,X,X,X,X,X
IJOTLSZ,X,X,X,O,O,X,O,O,X,O,O
IJOTLZS,X,X,X,X,X,X,O,O,X,O,O
IJOTSLZ,X,X,X,O,O,X,O,O,X,O,X
IJOTSZL,X,X,X,O,O,X,X,O,X,O,X
IJOTZLS,X,X,X,X,X,X,O,O,X,X,X
IJOTZSL,X,X,X,O,O,X,X,X,X,O,X
IJOLTSZ,X,X,X,X,X,X,O,O,O,O,O
IJOLTZS,X,X,X,X,X,X,O,O,O,O,O
IJOLSTZ,X,X,X,O,X,X,X,O,X,O,O
IJOLSZT,X,X,X,O,X,X,X,O,X,O,O
IJOLZTS,X,X,X,X,X,X,X,X,X,O,O
IJOLZST,X,X,X,X,X,X,X,X,X,O,O
IJOSTLZ,X,X,X,O,O,X,O,O,X,O,X
IJOSTZL,X,X,X,X,O,X,X,O,X,O,X
IJOSLTZ,X,X,X,O,O,X,X,O,X,O,O
IJOSLZT,X,X,X,O,X,X,X,O,X,O,O
IJOSZTL,X,X,X,X,X,X,X,O,X,O,X
IJOSZLT,X,X,X,O,X,X,X,O,X,O,X
IJOZTLS,X,X,X,X,X,X,O,X,X,X,X
IJOZTSL,X,X,X,X,X,X,X,X,X,O,X
IJOZLTS,X,X,X,X,X,X,X,X,X,X,O
IJOZLST,X,X,X,X,X,X,X,X,X,X,O
IJOZSTL,X,X,X,X,X,X,X,X,X,O,X
IJOZSLT,X,X,X,O,X,X,X,X,X,O,X
ISTLJZO,O,O,O,O,O,O,X,O,X,X,X
ISTLJOZ,O,O,O,O,O,O,O,O,O,X,X
ISTLZJO,O,O,O,O,O,O,X,O,X,X,X
ISTLZOJ,O,O,O,O,O,O,X,O,X,X,X
ISTLOJZ,O,O,O,O,O,O,O,O,O,X,X
ISTLOZJ,O,O,O,O,O,O,X,O,X,X,X
ISTJLZO,O,X,O,O,O,O,X,O,X,X,X
ISTJLOZ,O,X,O,O,O,O,O,O,O,X,X
ISTJZLO,O,O,O,O,O,O,X,O,X,X,X
ISTJZOL,O,O,O,O,O,O,X,O,X,X,X
ISTJOLZ,O,X,O,O,O,O,O,O,O,X,X
ISTJOZL,O,O,O,O,O,O,X,O,X,X,X
ISTZLJO,O,O,O,O,O,O,X,O,X,X,X
ISTZLOJ,O,O,O,O,O,O,X,O,X,X,X
ISTZJLO,O,O,O,O,O,O,X,O,X,X,X
ISTZJOL,O,O,O,O,O,O,X,O,X,X,X
ISTZOLJ,O,O,O,O,O,O,X,O,X,X,X
ISTZOJL,O,O,O,O,O,O,X,O,X,X,X
ISTOLJZ,O,O,O,O,O,O,O,O,O,X,X
ISTOLZJ,O,O,O,O,O,O,X,O,X,X,X
ISTOJLZ,O,X,O,O,O,O,O,O,O,X,X
ISTOJZL,O,O,O,O,O,O,X,O,X,X,X
ISTOZLJ,O,O,O,O,O,O,X,O,X,X,X
ISTOZJL,O,O,O,O,O,O,X,O,X,X,X
ISLTJZO,O,O,O,O,O,X,X,O,X,O,X
ISLTJOZ,O,O,O,O,O,X,X,O,O,O,X
ISLTZJO,O,O,O,O,O,X,X,O,X,O,X
ISLTZOJ,O,O,O,O,O,X,X,O,X,O,X
ISLTOJZ,O,O,O,O,O,X,X,O,O,O,X
ISLTOZJ,O,O,O,O,O,X,X,O,X,O,X
ISLJTZO,O,O,X,X,O,X,X,O,X,O,X
ISLJTOZ,O,O,X,O,O,X,X,O,O,O,X
ISLJZTO,O,O,O,X,O,X,X,O,X,O,X
ISLJZOT,O,O,O,O,X,X,X,O,X,O,X
ISLJOTZ,O,X,X,O,O,X,X,O,X,O,O
ISLJOZT,O,X,O,O,X,X,X,O,X,O,O
ISLZTJO,O,O,O,X,O,X,X,O,X,O,X
ISLZTOJ,O,O,O,X,O,X,X,O,X,O,X
ISLZJTO,O,O,O,X,O,X,X,O,X,O,X
ISLZJOT,O,O,O,O,X,X,X,O,X,O,X
ISLZOTJ,O,O,O,X,X,X,X,O,X,O,X
ISLZOJT,O,O,O,O,X,X,X,O,X,O,X
ISLOTJZ,O,O,O,O,O,X,X,O,X,O,X
ISLOTZJ,O,O,O,O,O,X,X,O,X,O,X
ISLOJTZ,O,X,X,O,O,X,X,O,X,O,O
ISLOJZT,O,X,O,O,X,X,X,O,X,O,O
ISLOZTJ,O,O,O,X,X,X,X,O,X,O,X
ISLOZJT,O,O,O,O,X,X,X,O,X,O,X
ISJTLZO,X,X,O,X,O,O,X,O,X,O,X
ISJTLOZ,X,X,O,O,O,O,O,O,X,O,X
ISJTZLO,X,O,O,X,O,O,X,O,X,O,X
ISJTZOL,X,O,O,X,O,O,X,O,X,O,X
ISJTOLZ,X,X,O,O,O,O,O,O,X,O,X
ISJTOZL,X,O,O,X,O,O,X,O,X,O,X
ISJLTZO,O,X,X,X,O,X,X,O,X,O,X
ISJLTOZ,O,X,X,O,O,X,X,O,O,O,X
ISJLZTO,O,X,O,X,O,X,X,O,X,O,X
ISJLZOT,O,X,O,O,X,X,X,O,X,O,X
ISJLOTZ,O,X,X,O,O,X,X,O,X,O,O
ISJLOZT,O,X,O,O,X,X,X,O,X,O,O
ISJZTLO,O,O,X,X,O,O,X,O,X,O,X
ISJZTOL,O,O,O,X,O,O,X,O,X,O,X
ISJZLTO,O,O,X,X,O,O,X,O,X,O,X
ISJZLOT,O,X,O,O,X,O,X,O,X,O,X
ISJZOTL,O,O,O,X,X,O,X,O,X,O,X
ISJZOLT,O,X,O,O,X,O,X,O,X,O,X
ISJOTLZ,X,X,O,O,O,O,O,O,X,O,X
ISJOTZL,X,X,O,X,O,O,X,O,X,O,X
ISJOLTZ,O,X,X,O,O,X,X,O,X,O,O
ISJOLZT,O,X,O,O,X,X,X,O,X,O,O
ISJOZTL,O,X,O,X,X,O,X,O,X,O,X
ISJOZLT,O,X,O,O,X,O,X,O,X,O,X
ISZTLJO,O,O,O,X,O,O,X,O,X,O,X
ISZTLOJ,O,O,O,X,O,O,X,O,X,O,X
ISZTJLO,O,O,O,X,O,O,X,O,X,X,X
ISZTJOL,O,O,O,X,O,O,X,O,X,X,X
ISZTOLJ,O,O,O,X,O,O,X,O,X,O,X
ISZTOJL,O,O,O,X,O,O,X,O,X,O,X
ISZLTJO,O,O,O,X,O,O,X,O,X,O,X
ISZLTOJ,O,O,O,X,O,O,X,O,X,O,X
ISZLJTO,O,O,O,X,O,O,X,O,X,O,X
ISZLJOT,O,O,O,O,X,O,X,O,X,O,X
ISZLOTJ,O,O,O,X,X,O,X,O,X,O,X
ISZLOJT,O,O,O,O,X,O,X,O,X,O,X
ISZJTLO,O,O,O,X,O,O,X,O,X,O,X
ISZJTOL,O,O,O,X,O,O,X,O,X,O,X
ISZJLTO,O,O,O,X,O,O,X,O,X,O,X
ISZJLOT,O,O,O,O,X,O,X,O,X,O,X
ISZJOTL,O,O,O,X,X,O,X,O,X,O,X
ISZJOLT,O,X,O,O,X,O,X,O,X,O,X
ISZOTLJ,O,O,O,X,X,O,X,O,X,O,X
ISZOTJL,O,O,O,X,X,O,X,O,X,O,X
ISZOLTJ,O,X,O,X,X,O,X,O,X,O,X
ISZOLJT,O,X,O,O,X,O,X,O,X,O,X
ISZOJTL,O,O,O,X,X,O,X,O,X,O,X
ISZOJLT,O,X,O,O,X,O,X,O,X,O,X
ISOTLJZ,O,X,O,O,O,O,O,O,X,O,X
ISOTLZJ,O,O,O,O,O,O,X,O,X,O,X
ISOTJLZ,O,X,O,O,O,O,O,O,X,O,X
ISOTJZL,O,O,O,O,O,O,X,O,X,O,X
ISOTZLJ,O,O,O,O,O,O,X,O,X,O,X
ISOTZJL,O,O,O,O,O,O,X,O,X,O,X
ISOLTJZ,O,X,O,O,O,X,X,O,X,O,X
ISOLTZJ,O,X,O,O,O,X,X,O,X,O,X
ISOLJTZ,O,X,X,O,O,X,X,O,X,O,O
ISOLJZT,O,X,O,O,X,X,X,O,X,O,O
ISOLZTJ,O,X,O,X,X,X,X,O,X,O,X
ISOLZJT,O,X,O,O,X,X,X,O,X,O,X
ISOJTLZ,X,X,O,O,O,O,O,O,X,O,X
ISOJTZL,X,X,O,X,O,O,X,O,X,O,X
ISOJLTZ,O,X,X,O,O,X,X,O,X,O,O
ISOJLZT,O,X,O,O,X,X,X,O,X,O,O
ISOJZTL,O,X,O,X,X,O,X,O,X,O,X
ISOJZLT,O,X,O,O,X,O,X,O,X,O,X
ISOZTLJ,O,O,O,X,X,O,X,O,X,O,X
ISOZTJL,O,O,O,X,X,O,X,O,X,O,X
ISOZLTJ,O,X,O,X,X,O,X,O,X,O,X
ISOZLJT,O,X,O,O,X,O,X,O,X,O,X
ISOZJTL,O,O,O,X,X,O,X,O,X,O,X
ISOZJLT,O,X,O,O,X,O,X,O,X,O,X
IZTLJSO,O,O,O,X,X,O,X,X,X,X,X
IZTLJOS,O,O,O,X,X,O,O,X,O,X,X
IZTLSJO,O,O,O,X,X,O,X,X,X,X,X
IZTLSOJ,O,O,O,X,X,O,X,X,X,X,X
IZTLOJS,O,O,O,X,X,O,O,X,O,X,X
IZTLOSJ,O,O,O,X,X,O,X,X,X,X,X
IZTJLSO,O,O,O,X,X,O,X,X,X,X,X
IZTJLOS,O,O,O,X,X,O,O,X,O,X,X
IZTJSLO,O,O,O,O,O,O,X,X,X,X,X
IZTJSOL,O,O,O,O,O,O,X,X,X,X,X
IZTJOLS,O,O,O,X,X,O,O,X,O,X,X
IZTJOSL,O,O,O,O,O,O,X,X,X,X,X
IZTSLJO,O,O,O,O,O,O,X,X,X,X,X
IZTSLOJ,O,O,O,O,O,O,X,X,X,X,X
IZTSJLO,O,O,O,O,O,O,X,X,X,X,X
IZTSJOL,O,O,O,O,O,O,X,X,X,X,X
IZTSOLJ,O,O,O,O,O,O,X,X,X,X,X
IZTSOJL,O,O,O,O,O,O,X,X,X,X,X
IZTOLJS,O,O,O,X,X,O,O,X,O,X,X
IZTOLSJ,O,O,O,X,X,O,X,X,X,X,X
IZTOJLS,O,O,O,X,X,O,O,X,O,X,X
IZTOJSL,O,O,O,O,O,O,X,X,X,X,X
IZTOSLJ,O,O,O,O,O,O,X,X,X,X,X
IZTOSJL,O,O,O,O,O,O,X,X,X,X,X
IZLTJSO,O,O,X,X,X,O,X,X,X,X,X
IZLTJOS,O,O,X,X,X,O,X,X,O,X,X
IZLTSJO,O,O,X,X,X,O,X,X,X,X,X
IZLTSOJ,O,O,X,X,X,O,X,X,X,X,X
IZLTOJS,O,O,X,X,X,O,X,X,O,X,X
IZLTOSJ,O,O,X,X,X,O,X,X,X,X,X
IZLJTSO,O,O,X,X,X,O,X,X,X,X,X
IZLJTOS,O,O,X,X,X,O,X,X,O,X,X
IZLJSTO,O,O,O,X,X,O,X,X,X,X,X
IZLJSOT,O,O,O,X,X,O,X,X,X,X,X
IZLJOTS,O,X,X,X,X,X,X,X,X,X,O
IZLJOST,O,O,O,X,X,O,X,X,X,X,O
IZLSTJO,O,O,O,X,X,O,X,X,X,X,X
IZLSTOJ,O,O,O,X,X,O,X,X,X,X,X
IZLSJTO,O,O,O,X,X,O,X,X,X,X,X
IZLSJOT,O,O,O,O,X,O,X,X,X,X,X
IZLSOTJ,O,O,O,X,X,O,X,X,X,X,X
IZLSOJT,O,O,O,O,X,O,X,X,X,X,X
IZLOTJS,O,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,O,X,X,X,X,X,X,X,X,X,X
IZLOJTS,O,X,X,X,X,X,X,X,X,X,O
IZLOJST,O,O,O,X,X,O,X,X,X,X,O
IZLOSTJ,O,O,O,X,X,O,X,X,X,X,X
IZLOSJT,O,O,O,O,X,O,X,X,X,X,X
IZJTLSO,O,O,O,X,X,O,X,X,X,X,X
IZJTLOS,O,O,O,X,X,O,O,X,X,X,X
IZJTSLO,O,O,O,X,O,O,X,X,X,X,X
IZJTSOL,O,O,O,X,O,O,X,X,X,X,X
IZJTOLS,O,O,O,X,X,O,O,X,X,X,X
IZJTOSL,O,O,O,X,O,O,X,X,X,X,X
IZJLTSO,O,O,X,X,X,O,X,X,X,X,X
IZJLTOS,O,O,X,X,X,O,X,X,O,X,X
IZJLSTO,O,O,O,X,X,O,X,X,X,X,X
IZJLSOT,O,O,O,X,X,O,X,X,X,X,X
IZJLOTS,O,X,X,X,X,X,X,X,X,X,O
IZJLOST,O,O,O,X,X,O,X,X,X,X,O
IZJSTLO,O,O,O,X,O,O,X,X,X,X,X
IZJSTOL,O,O,O,X,O,O,X,X,X,X,X
IZJSLTO,O,O,O,X,O,O,X,X,X,X,X
IZJSLOT,O,O,O,O,X,O,X,X,X,X,X
IZJSOTL,O,O,O,X,X,O,X,X,X,X,X
IZJSOLT,O,X,O,O,X,O,X,X,X,X,X
IZJOTLS,O,X,O,X,X,O,O,X,X,X,X
IZJOTSL,O,X,O,X,X,O,X,X,X,X,X
IZJOLTS,O,X,X,X,X,X,X,X,X,X,O
IZJOLST,O,X,O,X,X,O,X,X,X,X,O
IZJOSTL,O,X,O,X,X,O,X,X,X,X,X
IZJOSLT,O,X,O,O,X,O,X,X,X,X,X
IZSTLJO,O,O,O,X,O,O,X,X,X,X,X
IZSTLOJ,O,O,O,X,O,O,X,X,X,X,X
IZSTJLO,O,O,O,X,O,O,X,X,X,X,X
IZSTJOL,O,O,O,X,O,O,X,X,X,X,X
IZSTOLJ,O,O,O,X,O,O,X,X,X,X,X
IZSTOJL,O,O,O,X,O,O,X,X,X,X,X
IZSLTJO,O,O,O,X,O,O,X,X,X,X,X
IZSLTOJ,O,O,O,X,O,O,X,X,X,X,X
IZSLJTO,O,O,O,X,O,O,X,X,X,X,X
IZSLJOT,O,O,O,O,X,O,X,X,X,X,X
IZSLOTJ,O,O,O,X,X,O,X,X,X,X,X
IZSLOJT,O,O,O,O,X,O,X,X,X,X,X
IZSJTLO,O,O,O,X,O,O,X,X,X,X,X
IZSJTOL,O,O,O,X,O,O,X,X,X,X,X
IZSJLTO,O,O,O,X,O,O,X,X,X,X,X
IZSJLOT,O,O,O,O,X,O,X,X,X,X,X
IZSJOTL,O,O,O,X,X,O,X,X,X,X,X
IZSJOLT,O,X,O,O,X,O,X,X,X,X,X
IZSOTLJ,O,O,O,X,X,O,X,X,X,X,X
IZSOTJL,O,O,O,X,X,O,X,X,X,X,X
IZSOLTJ,O,X,O,X,X,O,X,X,X,X,X
IZSOLJT,O,X,O,O,X,O,X,X,X,X,X
IZSOJTL,O,O,O,X,X,O,X,X,X,X,X
IZSOJLT,O,X,O,O,X,O,X,X,X,X,X
IZOTLJS,O,X,O,X,X,O,O,X,X,X,X
IZOTLSJ,O,X,O,X,X,O,X,X,X,X,X
IZOTJLS,O,X,O,X,X,O,O,X,X,X,X
IZOTJSL,O,X,O,O,X,O,X,X,X,X,X
IZOTSLJ,O,X,O,O,X,O,X,X,X,X,X
IZOTSJL,O,X,O,O,X,O,X,X,X,X,X
IZOLTJS,O,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,X,X,X,X,X,X,X,X,X
IZOLJTS,O,X,X,X,X,X,X,X,X,X,O
IZOLJST,O,X,O,X,X,O,X,X,X,X,O
IZOLSTJ,O,X,O,X,X,O,X,X,X,X,X
IZOLSJT,O,X,O,O,X,O,X,X,X,X,X
IZOJTLS,O,X,O,X,X,O,O,X,X,X,X
IZOJTSL,O,X,O,X,X,O,X,X,X,X,X
IZOJLTS,O,X,X,X,X,X,X,X,X,X,O
IZOJLST,O,X,O,X,X,O,X,X,X,X,O
IZOJSTL,O,X,O,X,X,O,X,X,X,X,X
IZOJSLT,O,X,O,O,X,O,X,X,X,X,X
IZOSTLJ,O,X,O,X,X,O,X,X,X,X,X
IZOSTJL,O,X,O,X,X,O,X,X,X,X,X
IZOSLTJ,O,X,O,X,X,O,X,X,X,X,X
IZOSLJT,O,X,O,O,X,O,X,X,X,X,X
IZOSJTL,O,X,O,X,X,O,X,X,X,X,X
IZOSJLT,O,X,O,O,X,O,X,X,X,X,X
IOTLJSZ,O,X,X,O,O,X,O,O,O,O,O
IOTLJZS,O,X,X,X,X,X,O,O,O,O,O
IOTLSJZ,O,X,O,O,O,X,O,O,O,O,X
IOTLSZJ,X,X,O,O,O,X,X,O,X,O,X
IOTLZJS,O,X,O,X,X,X,O,O,O,O,X
IOTLZSJ,O,X,O,X,X,X,X,X,X,O,X
IOTJLSZ,O,X,X,O,O,X,O,O,O,O,O
IOTJLZS,O,X,X,X,X,X,O,O,O,O,O
IOTJSLZ,X,X,X,O,O,X,O,O,O,O,X
IOTJSZL,X,X,X,O,O,X,X,O,X,O,X
IOTJZLS,O,X,X,X,X,X,O,O,O,X,X
IOTJZSL,O,X,X,O,O,X,X,X,X,O,X
IOTSLJZ,X,X,O,O,O,X,O,O,O,O,X
IOTSLZJ,X,X,O,O,O,X,X,O,X,O,X
IOTSJLZ,X,X,O,O,O,X,O,O,O,O,X
IOTSJZL,X,X,O,O,O,X,X,O,X,O,X
IOTSZLJ,X,X,O,O,O,X,X,O,X,O,X
IOTSZJL,X,X,O,O,O,X,X,O,X,O,X
IOTZLJS,O,X,O,X,X,X,O,O,O,X,X
IOTZLSJ,O,X,O,X,X,X,X,X,X,X,X
IOTZJLS,O,X,O,X,X,X,O,O,O,X,X
IOTZJSL,O,X,O,O,O,X,X,X,X,O,X
IOTZSLJ,O,X,O,O,O,X,X,X,X,O,X
IOTZSJL,O,X,O,O,O,X,X,X,X,O,X
IOLTJSZ,O,X,X,O,X,X,O,O,O,O,O
