sequence,v115@EhC8FeF8DeG8AeF8JeO/IvhF6gB0cBxdBzfB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBCgB/mBTgBlqB,v115@EhC8FeF8DeG8AeF8JeK/IvhFzaB+gB0cBxdB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBflBlgBTmB6qB,v115@EhC8FeF8DeG8AeF8JeT6IvhF0bBxdBykBumBXhBlqB,v115@EhC8FeF8DeG8AeF8JeT6IvhFxdBlhBmkBUmB/lBCrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFCcBxdBTfBlhB/qBUrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFxdBTfBclBXmBlmBCrB
JOITSZL,O,O,X,O,X,X,O,X
JOITZLS,O,X,X,X,X,O,O,X
JOITZSL,O,X,X,O,X,O,O,O
JOILTSZ,O,O,X,X,O,X,O,X
JOILTZS,O,X,X,X,O,X,O,X
JOILSTZ,O,X,X,O,O,X,O,X
JOILSZT,O,O,X,O,O,X,O,X
JOILZTS,O,X,X,X,O,O,X,X
JOILZST,O,X,X,O,O,X,X,O
JOISTLZ,O,O,X,O,X,X,O,X
JOISTZL,O,O,X,O,X,X,O,X
JOISLTZ,O,X,X,O,X,X,O,X
JOISLZT,O,O,X,O,X,X,O,X
JOISZTL,O,O,X,O,X,O,O,O
JOISZLT,O,O,X,O,X,X,O,O
JOIZTLS,O,X,X,X,X,O,O,X
JOIZTSL,O,X,X,O,X,O,O,O
JOIZLTS,O,X,X,X,X,O,X,X
JOIZLST,O,X,X,O,X,X,X,O
JOIZSTL,O,O,X,O,X,O,O,O
JOIZSLT,O,O,X,O,X,X,O,O
JOLTISZ,O,O,X,X,O,X,O,X
JOLTIZS,O,X,X,X,O,X,O,X
JOLTSIZ,O,O,X,X,O,X,O,X
JOLTSZI,O,O,X,X,O,X,X,X
JOLTZIS,O,X,X,X,O,X,O,X
JOLTZSI,O,X,X,X,O,X,X,X
JOLITSZ,O,O,X,X,O,X,O,X
JOLITZS,O,X,X,X,O,X,O,X
JOLISTZ,O,X,X,O,O,X,O,X
JOLISZT,O,O,X,O,O,X,O,X
JOLIZTS,O,X,X,X,O,O,X,X
JOLIZST,O,X,X,O,O,X,X,O
JOLSTIZ,O,X,X,O,O,X,O,X
JOLSTZI,O,X,X,O,O,X,O,X
JOLSITZ,O,X,X,O,O,X,O,X
JOLSIZT,O,O,X,O,O,X,O,X
JOLSZTI,O,O,X,O,O,X,O,X
JOLSZIT,O,O,X,O,O,X,O,X
JOLZTIS,O,X,X,X,O,O,X,X
JOLZTSI,O,X,X,X,O,O,X,X
JOLZITS,O,X,X,X,O,O,X,X
JOLZIST,O,X,X,O,O,X,X,O
JOLZSTI,O,X,X,O,O,X,X,O
JOLZSIT,O,X,X,O,O,X,X,O
JOSTILZ,O,O,X,O,X,X,O,X
JOSTIZL,O,O,X,O,X,X,O,X
JOSTLIZ,O,O,X,O,X,X,O,X
JOSTLZI,O,O,X,O,X,X,O,X
JOSTZIL,O,O,X,O,X,X,O,X
JOSTZLI,O,O,X,O,X,X,O,X
JOSITLZ,O,O,X,O,X,X,O,X
JOSITZL,O,O,X,O,X,X,O,X
JOSILTZ,O,X,X,O,X,X,O,X
JOSILZT,O,O,X,O,X,X,O,X
JOSIZTL,O,O,X,O,X,O,O,O
JOSIZLT,O,O,X,O,X,X,O,O
JOSLTIZ,O,X,X,O,X,X,O,X
JOSLTZI,O,X,X,O,X,X,O,X
JOSLITZ,O,X,X,O,X,X,O,X
JOSLIZT,O,O,X,O,X,X,O,X
JOSLZTI,O,O,X,O,X,X,O,X
JOSLZIT,O,O,X,O,X,X,O,X
JOSZTIL,O,O,X,O,X,O,O,O
JOSZTLI,O,O,X,O,X,O,O,O
JOSZITL,O,O,X,O,X,O,O,O
JOSZILT,O,O,X,O,X,X,O,O
JOSZLTI,O,O,X,O,X,X,O,O
JOSZLIT,O,O,X,O,X,X,O,O
JOZTILS,O,X,X,X,X,O,O,X
JOZTISL,O,X,X,O,X,O,O,O
JOZTLIS,O,X,X,X,X,O,O,X
JOZTLSI,O,X,X,X,X,O,X,X
JOZTSIL,O,X,X,O,X,O,O,O
JOZTSLI,O,X,X,O,X,O,O,O
JOZITLS,O,X,X,X,X,O,O,X
JOZITSL,O,X,X,O,X,O,O,O
JOZILTS,O,X,X,X,X,O,X,X
JOZILST,O,X,X,O,X,X,X,O
JOZISTL,O,O,X,O,X,O,O,O
JOZISLT,O,O,X,O,X,X,O,O
JOZLTIS,O,X,X,X,X,O,X,X
JOZLTSI,O,X,X,X,X,O,X,X
JOZLITS,O,X,X,X,X,O,X,X
JOZLIST,O,X,X,O,X,X,X,O
JOZLSTI,O,X,X,O,X,X,X,O
JOZLSIT,O,X,X,O,X,X,X,O
JOZSTIL,O,O,X,O,X,O,O,O
JOZSTLI,O,O,X,O,X,O,O,O
JOZSITL,O,O,X,O,X,O,O,O
JOZSILT,O,O,X,O,X,X,O,O
JOZSLTI,O,O,X,O,X,X,O,O
JOZSLIT,O,O,X,O,X,X,O,O
STILJZO,O,O,O,X,X,X,O,X
STILJOZ,O,O,O,X,X,X,O,X
STILZJO,O,O,O,X,X,X,O,X
STILZOJ,O,O,O,X,X,X,O,X
STILOJZ,O,O,O,X,X,X,O,X
STILOZJ,O,O,O,X,X,X,O,X
STIJLZO,O,O,O,X,X,X,O,X
STIJLOZ,O,O,O,X,X,X,O,X
STIJZLO,O,O,O,X,X,X,O,X
STIJZOL,O,O,O,X,X,X,O,X
STIJOLZ,O,O,O,O,X,X,O,X
STIJOZL,O,O,O,O,X,X,O,X
STIZLJO,O,O,O,X,X,X,O,X
STIZLOJ,O,O,O,X,X,X,O,X
STIZJLO,O,O,O,X,X,O,O,X
STIZJOL,O,O,O,X,X,O,O,X
STIZOLJ,O,O,O,X,X,X,O,O
STIZOJL,O,O,O,X,X,X,O,O
STIOLJZ,O,O,O,O,X,X,O,X
STIOLZJ,O,O,O,O,X,X,O,X
STIOJLZ,O,O,O,O,X,X,O,X
STIOJZL,O,O,O,O,X,X,O,X
STIOZLJ,O,O,O,O,X,X,O,O
STIOZJL,O,O,O,O,X,X,O,O
STLIJZO,O,O,O,X,X,X,O,X
STLIJOZ,O,O,O,X,X,X,O,X
STLIZJO,O,O,O,X,X,X,O,X
STLIZOJ,O,O,O,X,X,X,O,X
STLIOJZ,O,O,O,X,X,X,O,X
STLIOZJ,O,O,O,X,X,X,O,X
STLJIZO,O,O,O,X,O,X,O,X
STLJIOZ,O,O,O,X,O,X,O,X
STLJZIO,O,O,O,X,O,X,O,X
STLJZOI,O,O,O,X,O,X,X,X
STLJOIZ,O,O,O,X,O,X,O,X
STLJOZI,O,O,O,X,O,X,O,X
STLZIJO,O,O,O,X,X,X,O,X
STLZIOJ,O,O,O,X,X,X,O,X
STLZJIO,O,O,O,X,O,X,O,X
STLZJOI,O,O,O,X,O,X,X,X
STLZOIJ,O,O,O,X,X,X,O,X
STLZOJI,O,O,O,X,O,X,O,X
STLOIJZ,O,O,O,X,X,X,O,X
STLOIZJ,O,O,O,X,X,X,O,X
STLOJIZ,O,O,O,X,O,X,O,X
STLOJZI,O,O,O,X,O,X,O,X
STLOZIJ,O,O,O,X,X,X,O,X
STLOZJI,O,O,O,X,O,X,O,X
STJILZO,O,O,O,X,O,X,O,X
STJILOZ,O,O,O,X,O,X,O,X
STJIZLO,O,O,O,X,X,X,O,X
STJIZOL,O,O,O,X,X,X,O,X
STJIOLZ,O,O,O,O,X,X,O,X
STJIOZL,O,O,O,O,X,X,O,X
STJLIZO,O,O,O,X,O,X,O,X
STJLIOZ,O,O,O,X,O,X,O,X
STJLZIO,O,O,O,X,O,X,O,X
STJLZOI,O,O,O,X,O,X,X,X
STJLOIZ,O,O,O,X,O,X,O,X
STJLOZI,O,O,O,X,O,X,O,X
STJZILO,O,O,O,X,X,X,O,X
STJZIOL,O,O,O,X,X,X,O,X
STJZLIO,O,O,O,X,X,X,O,X
STJZLOI,O,O,O,X,X,X,O,X
STJZOIL,O,O,O,X,X,X,O,X
STJZOLI,O,O,O,X,X,X,O,X
STJOILZ,O,O,O,O,X,X,O,X
STJOIZL,O,O,O,O,X,X,O,X
STJOLIZ,O,O,O,O,X,X,O,X
STJOLZI,O,O,O,O,X,X,O,X
STJOZIL,O,O,O,O,X,X,O,X
STJOZLI,O,O,O,O,X,X,O,X
STZILJO,O,O,O,X,X,X,O,X
STZILOJ,O,O,O,X,X,X,O,X
STZIJLO,O,O,O,X,X,O,O,X
STZIJOL,O,O,O,X,X,O,O,X
STZIOLJ,O,O,O,X,X,X,O,O
STZIOJL,O,O,O,X,X,X,O,O
STZLIJO,O,O,O,X,X,X,O,X
STZLIOJ,O,O,O,X,X,X,O,X
STZLJIO,O,O,O,X,X,X,O,X
STZLJOI,O,O,O,X,X,X,O,X
STZLOIJ,O,O,O,X,X,X,O,X
STZLOJI,O,O,O,X,X,X,O,X
STZJILO,O,O,O,X,X,O,O,X
STZJIOL,O,O,O,X,X,O,O,X
STZJLIO,O,O,O,X,X,O,O,X
STZJLOI,O,O,O,X,X,O,O,X
STZJOIL,O,O,O,X,X,O,O,X
STZJOLI,O,O,O,X,X,O,O,X
STZOILJ,O,O,O,X,X,X,O,O
STZOIJL,O,O,O,X,X,X,O,O
STZOLIJ,O,O,O,X,X,X,O,O
STZOLJI,O,O,O,X,X,X,O,O
STZOJIL,O,O,O,X,X,X,O,O
STZOJLI,O,O,O,X,X,X,O,O
STOILJZ,O,O,O,O,X,X,O,X
STOILZJ,O,O,O,O,X,X,O,X
STOIJLZ,O,O,O,O,X,X,O,X
STOIJZL,O,O,O,O,X,X,O,X
STOIZLJ,O,O,O,O,X,X,O,O
STOIZJL,O,O,O,O,X,X,O,O
STOLIJZ,O,O,O,O,X,X,O,X
STOLIZJ,O,O,O,O,X,X,O,X
STOLJIZ,O,O,O,O,X,X,O,X
STOLJZI,O,O,O,O,X,X,O,X
STOLZIJ,O,O,O,O,X,X,O,X
STOLZJI,O,O,O,O,X,X,O,X
STOJILZ,O,O,O,O,X,X,O,X
STOJIZL,O,O,O,O,X,X,O,X
STOJLIZ,O,O,O,O,X,X,O,X
STOJLZI,O,O,O,O,X,X,O,X
STOJZIL,O,O,O,O,X,X,O,X
STOJZLI,O,O,O,O,X,X,O,X
STOZILJ,O,O,O,O,X,X,O,O
STOZIJL,O,O,O,O,X,X,O,O
STOZLIJ,O,O,O,O,X,X,O,O
STOZLJI,O,O,O,O,X,X,O,O
STOZJIL,O,O,O,O,X,X,O,O
STOZJLI,O,O,O,O,X,X,O,O
SITLJZO,O,O,O,X,X,X,O,X
SITLJOZ,O,O,O,X,X,X,O,X
SITLZJO,O,O,O,X,X,X,O,X
SITLZOJ,O,O,O,X,X,X,O,X
SITLOJZ,O,O,O,X,X,X,O,X
SITLOZJ,O,O,O,X,X,X,O,X
SITJLZO,O,O,O,X,X,X,O,X
SITJLOZ,O,O,O,X,X,X,O,X
SITJZLO,O,O,O,X,X,X,O,X
SITJZOL,O,O,O,X,X,X,O,X
SITJOLZ,O,O,O,O,X,X,O,X
SITJOZL,O,O,O,O,X,X,O,X
SITZLJO,O,O,O,X,X,X,O,X
SITZLOJ,O,O,O,X,X,X,O,X
SITZJLO,O,O,O,X,X,O,O,X
SITZJOL,O,O,O,X,X,O,O,X
SITZOLJ,O,O,O,X,X,X,O,O
SITZOJL,O,O,O,X,X,X,O,O
SITOLJZ,O,O,O,O,X,X,O,X
SITOLZJ,O,O,O,O,X,X,O,X
SITOJLZ,O,O,O,O,X,X,O,X
SITOJZL,O,O,O,O,X,X,O,X
SITOZLJ,O,O,O,O,X,X,O,O
SITOZJL,O,O,O,O,X,X,O,O
SILTJZO,O,O,O,X,X,X,O,X
SILTJOZ,O,O,O,X,X,X,O,X
SILTZJO,O,O,O,X,X,X,O,X
SILTZOJ,O,O,O,X,X,X,O,X
SILTOJZ,O,O,O,X,X,X,O,X
SILTOZJ,O,O,O,X,X,X,O,X
SILJTZO,O,O,O,X,O,X,O,X
SILJTOZ,O,O,O,X,O,X,O,X
SILJZTO,O,O,O,X,X,X,O,X
SILJZOT,O,O,X,X,O,X,O,X
SILJOTZ,O,X,X,O,O,X,X,X
SILJOZT,O,O,X,O,O,X,X,X
SILZTJO,O,O,O,X,X,X,O,X
SILZTOJ,O,O,O,X,X,X,O,X
SILZJTO,O,O,O,X,X,X,O,X
SILZJOT,O,O,X,X,X,X,O,X
SILZOTJ,O,X,O,X,X,X,O,O
SILZOJT,O,O,X,X,X,X,O,O
SILOTJZ,O,X,O,O,X,X,O,X
SILOTZJ,O,X,O,O,X,X,O,X
SILOJTZ,O,X,X,O,O,X,O,X
SILOJZT,O,O,X,O,O,X,O,X
SILOZTJ,O,X,O,O,X,X,O,O
SILOZJT,O,O,X,O,X,X,O,O
SIJTLZO,O,O,O,X,O,X,O,X
SIJTLOZ,O,O,O,X,O,X,O,X
SIJTZLO,O,O,O,X,X,X,O,X
SIJTZOL,O,O,O,X,X,X,O,X
SIJTOLZ,O,O,O,O,X,X,O,X
SIJTOZL,O,O,O,O,X,X,O,X
SIJLTZO,O,O,O,X,O,X,O,X
SIJLTOZ,O,O,O,X,O,X,O,X
SIJLZTO,O,O,O,X,X,X,O,X
SIJLZOT,O,O,X,X,O,X,O,X
SIJLOTZ,O,X,X,O,O,X,X,X
SIJLOZT,O,O,X,O,O,X,X,X
SIJZTLO,O,O,O,X,X,O,O,X
SIJZTOL,O,O,O,X,X,O,O,X
SIJZLTO,O,O,O,X,X,X,O,X
SIJZLOT,O,O,X,X,X,X,O,X
SIJZOTL,O,O,X,O,X,O,O,O
SIJZOLT,O,O,X,O,X,X,O,O
SIJOTLZ,O,O,X,O,X,X,O,X
SIJOTZL,O,O,X,O,X,X,O,X
SIJOLTZ,O,X,X,O,X,X,O,X
SIJOLZT,O,O,X,O,X,X,O,X
SIJOZTL,O,O,X,O,X,O,O,O
SIJOZLT,O,O,X,O,X,X,O,O
SIZTLJO,O,O,O,X,X,X,O,X
SIZTLOJ,O,O,O,X,X,X,O,X
SIZTJLO,O,O,O,X,X,O,O,X
SIZTJOL,O,O,O,X,X,O,O,X
SIZTOLJ,O,O,O,X,X,X,O,O
SIZTOJL,O,O,O,X,X,X,O,O
SIZLTJO,O,O,O,X,X,X,O,X
SIZLTOJ,O,O,O,X,X,X,O,X
SIZLJTO,O,O,O,X,X,X,O,X
SIZLJOT,O,O,X,X,X,X,O,X
SIZLOTJ,O,X,O,X,X,X,O,O
SIZLOJT,O,O,X,X,X,X,O,O
SIZJTLO,O,O,O,X,X,O,O,X
SIZJTOL,O,O,O,X,X,O,O,X
SIZJLTO,O,O,O,X,X,X,O,X
SIZJLOT,O,O,X,X,X,X,O,X
SIZJOTL,O,O,X,O,X,O,O,O
SIZJOLT,O,O,X,O,X,X,O,O
SIZOTLJ,O,O,O,O,X,X,O,O
SIZOTJL,O,O,O,O,X,X,O,O
SIZOLTJ,O,X,O,O,X,X,O,O
SIZOLJT,O,O,X,O,X,X,O,O
SIZOJTL,O,O,X,O,X,X,O,O
SIZOJLT,O,O,X,O,X,X,O,O
SIOTLJZ,O,O,O,O,X,X,O,X
SIOTLZJ,O,O,O,O,X,X,O,X
SIOTJLZ,O,O,O,O,X,X,O,X
SIOTJZL,O,O,O,O,X,X,O,X
SIOTZLJ,O,O,O,O,X,X,O,O
SIOTZJL,O,O,O,O,X,X,O,O
SIOLTJZ,O,X,O,O,X,X,O,X
SIOLTZJ,O,X,O,O,X,X,O,X
SIOLJTZ,O,X,X,O,X,X,O,X
SIOLJZT,O,O,X,O,X,X,O,X
SIOLZTJ,O,X,O,O,X,X,O,O
SIOLZJT,O,O,X,O,X,X,O,O
SIOJTLZ,O,O,X,O,X,X,O,X
SIOJTZL,O,O,X,O,X,X,O,X
SIOJLTZ,O,X,X,O,X,X,O,X
SIOJLZT,O,O,X,O,X,X,O,X
SIOJZTL,O,O,X,O,X,X,O,O
SIOJZLT,O,O,X,O,X,X,O,O
SIOZTLJ,O,O,O,O,X,X,O,O
SIOZTJL,O,O,O,O,X,X,O,O
SIOZLTJ,O,X,O,O,X,X,O,O
SIOZLJT,O,O,X,O,X,X,O,O
SIOZJTL,O,O,X,O,X,X,O,O
SIOZJLT,O,O,X,O,X,X,O,O
SLTIJZO,O,O,O,X,X,X,O,X
SLTIJOZ,O,O,O,X,X,X,O,X
SLTIZJO,O,O,O,X,X,X,O,X
SLTIZOJ,O,O,O,X,X,X,O,X
SLTIOJZ,O,O,O,X,X,X,O,X
SLTIOZJ,O,O,O,X,X,X,O,X
SLTJIZO,O,O,O,X,O,X,O,X
SLTJIOZ,O,O,O,X,O,X,O,X
SLTJZIO,O,O,O,X,O,X,O,X
SLTJZOI,O,O,O,X,O,X,X,X
SLTJOIZ,O,O,O,X,O,X,O,X
SLTJOZI,O,O,O,X,O,X,O,X
SLTZIJO,O,O,O,X,X,X,O,X
SLTZIOJ,O,O,O,X,X,X,O,X
SLTZJIO,O,O,O,X,O,X,O,X
SLTZJOI,O,O,O,X,O,X,X,X
SLTZOIJ,O,O,O,X,X,X,O,X
SLTZOJI,O,O,O,X,O,X,O,X
SLTOIJZ,O,O,O,X,X,X,O,X
SLTOIZJ,O,O,O,X,X,X,O,X
SLTOJIZ,O,O,O,X,O,X,O,X
SLTOJZI,O,O,O,X,O,X,O,X
SLTOZIJ,O,O,O,X,X,X,O,X
SLTOZJI,O,O,O,X,O,X,O,X
SLITJZO,O,O,O,X,X,X,O,X
SLITJOZ,O,O,O,X,X,X,O,X
SLITZJO,O,O,O,X,X,X,O,X
SLITZOJ,O,O,O,X,X,X,O,X
SLITOJZ,O,O,O,X,X,X,O,X
SLITOZJ,O,O,O,X,X,X,O,X
SLIJTZO,O,O,O,X,O,X,O,X
SLIJTOZ,O,O,O,X,O,X,O,X
SLIJZTO,O,O,O,X,X,X,O,X
SLIJZOT,O,O,X,X,O,X,O,X
SLIJOTZ,O,X,X,O,O,X,X,X
SLIJOZT,O,O,X,O,O,X,X,X
SLIZTJO,O,O,O,X,X,X,O,X
SLIZTOJ,O,O,O,X,X,X,O,X
SLIZJTO,O,O,O,X,X,X,O,X
SLIZJOT,O,O,X,X,X,X,O,X
SLIZOTJ,O,X,O,X,X,X,O,O
SLIZOJT,O,O,X,X,X,X,O,O
SLIOTJZ,O,X,O,O,X,X,O,X
SLIOTZJ,O,X,O,O,X,X,O,X
SLIOJTZ,O,X,X,O,O,X,O,X
SLIOJZT,O,O,X,O,O,X,O,X
SLIOZTJ,O,X,O,O,X,X,O,O
SLIOZJT,O,O,X,O,X,X,O,O
SLJTIZO,O,O,O,X,O,X,O,X
SLJTIOZ,O,O,O,X,O,X,O,X
SLJTZIO,O,O,O,X,O,X,O,X
SLJTZOI,O,O,O,X,O,X,X,X
SLJTOIZ,O,O,O,X,O,X,O,X
SLJTOZI,O,O,O,X,O,X,X,X
SLJITZO,O,O,O,X,O,X,O,X
SLJITOZ,O,O,O,X,O,X,O,X
SLJIZTO,O,O,O,X,X,X,O,X
SLJIZOT,O,O,X,X,O,X,O,X
SLJIOTZ,O,X,X,O,O,X,X,X
SLJIOZT,O,O,X,O,O,X,X,X
SLJZTIO,O,O,O,X,X,X,O,X
SLJZTOI,O,O,O,X,X,X,O,X
SLJZITO,O,O,O,X,X,X,O,X
SLJZIOT,O,O,X,X,O,X,O,X
SLJZOTI,O,O,X,X,O,X,X,X
SLJZOIT,O,O,X,X,O,X,O,X
SLJOTIZ,O,X,X,O,O,X,X,X
SLJOTZI,O,X,X,O,O,X,X,X
SLJOITZ,O,X,X,O,O,X,X,X
SLJOIZT,O,O,X,O,O,X,X,X
SLJOZTI,O,O,X,O,O,X,X,X
SLJOZIT,O,O,X,O,O,X,X,X
SLZTIJO,O,O,O,X,X,X,O,X
SLZTIOJ,O,O,O,X,X,X,O,X
SLZTJIO,O,O,O,X,X,X,O,X
SLZTJOI,O,O,O,X,X,X,O,X
SLZTOIJ,O,O,O,X,X,X,O,X
SLZTOJI,O,O,O,X,X,X,O,X
SLZITJO,O,O,O,X,X,X,O,X
SLZITOJ,O,O,O,X,X,X,O,X
SLZIJTO,O,O,O,X,X,X,O,X
SLZIJOT,O,O,X,X,X,X,O,X
SLZIOTJ,O,X,O,X,X,X,O,O
SLZIOJT,O,O,X,X,X,X,O,O
SLZJTIO,O,O,O,X,X,X,O,X
SLZJTOI,O,O,O,X,X,X,O,X
SLZJITO,O,O,O,X,X,X,O,X
SLZJIOT,O,O,X,X,O,X,O,X
SLZJOTI,O,O,X,X,O,X,O,X
SLZJOIT,O,O,X,X,O,X,O,X
SLZOTIJ,O,X,O,X,X,X,O,O
SLZOTJI,O,X,O,X,X,X,O,O
SLZOITJ,O,X,O,X,X,X,O,O
SLZOIJT,O,O,X,X,X,X,O,O
SLZOJTI,O,O,X,X,O,X,O,O
SLZOJIT,O,O,X,X,O,X,O,O
SLOTIJZ,O,X,O,O,X,X,O,X
SLOTIZJ,O,X,O,O,X,X,O,X
SLOTJIZ,O,X,O,O,O,X,O,X
SLOTJZI,O,X,O,O,O,X,O,X
SLOTZIJ,O,X,O,O,X,X,O,X
SLOTZJI,O,X,O,O,O,X,O,X
SLOITJZ,O,X,O,O,X,X,O,X
SLOITZJ,O,X,O,O,X,X,O,X
SLOIJTZ,O,X,X,O,O,X,O,X
SLOIJZT,O,O,X,O,O,X,O,X
SLOIZTJ,O,X,O,O,X,X,O,O
SLOIZJT,O,O,X,O,X,X,O,O
SLOJTIZ,O,X,X,O,O,X,O,X
SLOJTZI,O,X,X,O,O,X,O,X
SLOJITZ,O,X,X,O,O,X,O,X
SLOJIZT,O,O,X,O,O,X,O,X
SLOJZTI,O,O,X,O,O,X,O,X
SLOJZIT,O,O,X,O,O,X,O,X
SLOZTIJ,O,X,O,O,X,X,O,O
SLOZTJI,O,X,O,O,X,X,O,O
SLOZITJ,O,X,O,O,X,X,O,O
SLOZIJT,O,O,X,O,X,X,O,O
SLOZJTI,O,O,X,O,O,X,O,O
SLOZJIT,O,O,X,O,O,X,O,O
SJTILZO,O,O,O,X,O,X,O,X
SJTILOZ,O,O,O,X,O,X,O,X
SJTIZLO,O,O,O,X,X,X,O,X
SJTIZOL,O,O,O,X,X,X,O,X
SJTIOLZ,O,O,O,O,X,X,O,X
SJTIOZL,O,O,O,O,X,X,O,X
SJTLIZO,O,O,O,X,O,X,O,X
SJTLIOZ,O,O,O,X,O,X,O,X
SJTLZIO,O,O,O,X,O,X,O,X
SJTLZOI,O,O,O,X,O,X,X,X
SJTLOIZ,O,O,O,X,O,X,O,X
SJTLOZI,O,O,O,X,O,X,O,X
SJTZILO,O,O,O,X,X,X,O,X
SJTZIOL,O,O,O,X,X,X,O,X
SJTZLIO,O,O,O,X,X,X,O,X
SJTZLOI,O,O,O,X,X,X,O,X
SJTZOIL,O,O,O,X,X,X,O,X
SJTZOLI,O,O,O,X,X,X,O,X
SJTOILZ,O,O,O,O,X,X,O,X
SJTOIZL,O,O,O,O,X,X,O,X
SJTOLIZ,O,O,O,O,X,X,O,X
SJTOLZI,O,O,O,O,X,X,O,X
SJTOZIL,O,O,O,O,X,X,O,X
SJTOZLI,O,O,O,O,X,X,O,X
SJITLZO,O,O,O,X,O,X,O,X
SJITLOZ,O,O,O,X,O,X,O,X
SJITZLO,O,O,O,X,X,X,O,X
SJITZOL,O,O,O,X,X,X,O,X
SJITOLZ,O,O,O,O,X,X,O,X
SJITOZL,O,O,O,O,X,X,O,X
SJILTZO,O,O,O,X,O,X,O,X
SJILTOZ,O,O,O,X,O,X,O,X
SJILZTO,O,O,O,X,X,X,O,X
SJILZOT,O,O,X,X,O,X,O,X
SJILOTZ,O,X,X,O,O,X,X,X
SJILOZT,O,O,X,O,O,X,X,X
SJIZTLO,O,O,O,X,X,O,O,X
SJIZTOL,O,O,O,X,X,O,O,X
SJIZLTO,O,O,O,X,X,X,O,X
SJIZLOT,O,O,X,X,X,X,O,X
SJIZOTL,O,O,X,O,X,O,O,O
SJIZOLT,O,O,X,O,X,X,O,O
SJIOTLZ,O,O,X,O,X,X,O,X
SJIOTZL,O,O,X,O,X,X,O,X
SJIOLTZ,O,X,X,O,X,X,O,X
SJIOLZT,O,O,X,O,X,X,O,X
SJIOZTL,O,O,X,O,X,O,O,O
SJIOZLT,O,O,X,O,X,X,O,O
SJLTIZO,O,O,O,X,O,X,O,X
SJLTIOZ,O,O,O,X,O,X,O,X
SJLTZIO,O,O,O,X,O,X,O,X
SJLTZOI,O,O,O,X,O,X,X,X
SJLTOIZ,O,O,O,X,O,X,O,X
SJLTOZI,O,O,O,X,O,X,X,X
SJLITZO,O,O,O,X,O,X,O,X
SJLITOZ,O,O,O,X,O,X,O,X
SJLIZTO,O,O,O,X,X,X,O,X
SJLIZOT,O,O,X,X,O,X,O,X
SJLIOTZ,O,X,X,O,O,X,X,X
SJLIOZT,O,O,X,O,O,X,X,X
SJLZTIO,O,O,O,X,X,X,O,X
SJLZTOI,O,O,O,X,X,X,O,X
SJLZITO,O,O,O,X,X,X,O,X
SJLZIOT,O,O,X,X,O,X,O,X
SJLZOTI,O,O,X,X,O,X,X,X
SJLZOIT,O,O,X,X,O,X,O,X
SJLOTIZ,O,X,X,O,O,X,X,X
SJLOTZI,O,X,X,O,O,X,X,X
SJLOITZ,O,X,X,O,O,X,X,X
SJLOIZT,O,O,X,O,O,X,X,X
SJLOZTI,O,O,X,O,O,X,X,X
SJLOZIT,O,O,X,O,O,X,X,X
SJZTILO,O,O,O,X,X,O,O,X
SJZTIOL,O,O,O,X,X,O,O,X
SJZTLIO,O,O,O,X,X,O,O,X
SJZTLOI,O,O,O,X,X,O,O,X
SJZTOIL,O,O,O,X,X,O,O,X
SJZTOLI,O,O,O,X,X,O,O,X
SJZITLO,O,O,O,X,X,O,O,X
SJZITOL,O,O,O,X,X,O,O,X
SJZILTO,O,O,O,X,X,X,O,X
SJZILOT,O,O,X,X,X,X,O,X
SJZIOTL,O,O,X,O,X,O,O,O
SJZIOLT,O,O,X,O,X,X,O,O
SJZLTIO,O,O,O,X,X,X,O,X
SJZLTOI,O,O,O,X,X,X,O,X
SJZLITO,O,O,O,X,X,X,O,X
SJZLIOT,O,O,X,X,X,X,O,X
SJZLOTI,O,O,X,X,X,X,O,X
SJZLOIT,O,O,X,X,X,X,O,X
SJZOTIL,O,O,X,O,X,O,O,O
SJZOTLI,O,O,X,O,X,O,O,O
SJZOITL,O,O,X,O,X,O,O,O
SJZOILT,O,O,X,O,X,X,O,O
SJZOLTI,O,O,X,O,X,X,O,O
SJZOLIT,O,O,X,O,X,X,O,O
SJOTILZ,O,O,X,O,X,X,O,X
SJOTIZL,O,O,X,O,X,X,O,X
SJOTLIZ,O,O,X,O,X,X,O,X
SJOTLZI,O,O,X,O,X,X,O,X
SJOTZIL,O,O,X,O,X,X,O,X
SJOTZLI,O,O,X,O,X,X,O,X
SJOITLZ,O,O,X,O,X,X,O,X
SJOITZL,O,O,X,O,X,X,O,X
SJOILTZ,O,X,X,O,X,X,O,X
SJOILZT,O,O,X,O,X,X,O,X
SJOIZTL,O,O,X,O,X,O,O,O
SJOIZLT,O,O,X,O,X,X,O,O
SJOLTIZ,O,X,X,O,X,X,O,X
SJOLTZI,O,X,X,O,X,X,O,X
SJOLITZ,O,X,X,O,X,X,O,X
SJOLIZT,O,O,X,O,X,X,O,X
SJOLZTI,O,O,X,O,X,X,O,X
SJOLZIT,O,O,X,O,X,X,O,X
SJOZTIL,O,O,X,O,X,O,O,O
SJOZTLI,O,O,X,O,X,O,O,O
SJOZITL,O,O,X,O,X,O,O,O
SJOZILT,O,O,X,O,X,X,O,O
SJOZLTI,O,O,X,O,X,X,O,O
