sequence,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhFGdBTeBlgB3hBRr?BUrB,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhF3bBGdBTeBlhBRr?BUrB,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhF3bBTeBxhBGmBFn?BUrB,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhF3bBGeBVmBRnBzm?BUrB,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhFGeBlgBRiBXmBzm?BUrB,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhFGeBlgBRiB0mBzl?B3rB,v115@+gA8HeC8CeG8DeG8BeD8Jei6IvhFRcBTeBlgBXmBcn?B+rB
JLSTZOI,O,O,X,O,X,X,O
JLSTOIZ,O,O,X,X,O,X,O
JLSTOZI,O,O,X,X,X,X,O
JLSITZO,O,O,X,X,O,O,X
JLSITOZ,O,O,X,X,O,X,X
JLSIZTO,O,O,X,O,O,O,X
JLSIZOT,O,O,X,X,X,X,X
JLSIOTZ,O,O,X,X,O,X,X
JLSIOZT,O,O,O,X,X,X,X
JLSZTIO,X,X,O,O,O,X,X
JLSZTOI,O,X,O,O,X,X,X
JLSZITO,O,X,O,O,O,O,X
JLSZIOT,O,X,O,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X
JLSZOIT,O,O,O,X,X,X,X
JLSOTIZ,O,O,X,X,O,X,O
JLSOTZI,O,O,X,X,X,X,O
JLSOITZ,O,O,X,X,O,X,X
JLSOIZT,O,O,O,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X
JLSOZIT,O,O,O,X,X,X,X
JLZTISO,X,O,O,O,O,O,X
JLZTIOS,X,O,O,O,X,O,X
JLZTSIO,X,X,O,O,X,X,X
JLZTSOI,X,O,O,O,X,X,X
JLZTOIS,X,O,O,O,X,X,X
JLZTOSI,X,O,O,O,X,X,X
JLZITSO,X,O,O,O,O,O,X
JLZITOS,X,O,O,O,X,O,X
JLZISTO,O,O,O,O,O,O,X
JLZISOT,O,O,O,X,X,X,X
JLZIOTS,X,O,O,X,X,O,X
JLZIOST,O,O,O,X,X,X,X
JLZSTIO,X,X,O,O,O,X,X
JLZSTOI,O,X,O,O,X,X,X
JLZSITO,O,X,O,O,O,O,X
JLZSIOT,O,X,O,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X
JLZSOIT,O,O,O,X,X,X,X
JLZOTIS,X,O,O,O,X,X,X
JLZOTSI,X,O,O,O,X,X,X
JLZOITS,X,O,O,X,X,O,X
JLZOIST,O,O,O,X,X,X,X
JLZOSTI,O,O,O,O,X,X,X
JLZOSIT,O,O,O,X,X,X,X
JLOTISZ,O,O,X,X,O,X,X
JLOTIZS,X,O,X,X,X,O,X
JLOTSIZ,O,O,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X
JLOTZIS,X,O,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X
JLOITSZ,O,O,X,X,O,X,X
JLOITZS,X,O,X,X,X,O,X
JLOISTZ,O,O,X,X,O,X,X
JLOISZT,O,O,O,X,X,X,X
JLOIZTS,X,O,X,X,X,O,X
JLOIZST,O,O,X,X,X,X,X
JLOSTIZ,O,O,X,X,O,X,O
JLOSTZI,O,O,X,X,X,X,O
JLOSITZ,O,O,X,X,O,X,X
JLOSIZT,O,O,O,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X
JLOSZIT,O,O,O,X,X,X,X
JLOZTIS,X,O,O,O,X,X,X
JLOZTSI,X,O,O,O,X,X,X
JLOZITS,X,O,O,X,X,O,X
JLOZIST,O,O,O,X,X,X,X
JLOZSTI,O,O,O,O,X,X,X
JLOZSIT,O,O,O,X,X,X,X
JSTILZO,O,O,X,X,O,O,O
JSTILOZ,O,O,X,X,O,X,O
JSTIZLO,O,O,X,X,O,X,O
JSTIZOL,O,O,X,X,X,X,O
JSTIOLZ,O,O,X,X,O,X,O
JSTIOZL,O,O,X,X,X,X,O
JSTLIZO,O,O,X,X,O,O,O
JSTLIOZ,O,O,X,X,O,X,O
JSTLZIO,X,X,X,O,O,X,O
JSTLZOI,O,O,X,O,X,X,O
JSTLOIZ,O,O,X,X,O,X,O
JSTLOZI,O,O,X,X,X,X,O
JSTZILO,X,X,X,O,O,X,O
JSTZIOL,X,X,X,O,X,X,O
JSTZLIO,X,X,X,O,O,X,O
JSTZLOI,O,O,X,O,X,X,O
JSTZOIL,X,X,X,O,X,X,O
JSTZOLI,O,O,X,O,X,X,O
JSTOILZ,O,O,X,X,O,X,O
JSTOIZL,O,O,X,X,X,X,O
JSTOLIZ,O,O,X,X,O,X,O
JSTOLZI,O,O,X,X,X,X,O
JSTOZIL,X,X,X,X,X,X,O
JSTOZLI,O,O,X,X,X,X,O
JSITLZO,O,O,X,X,O,O,X
JSITLOZ,O,O,X,X,O,X,X
JSITZLO,O,O,X,X,O,X,X
JSITZOL,O,O,X,X,X,X,X
JSITOLZ,O,O,X,X,O,X,X
JSITOZL,O,O,X,X,X,X,X
JSILTZO,O,O,X,X,O,O,X
JSILTOZ,O,O,X,X,O,X,X
JSILZTO,O,O,X,O,O,O,X
JSILZOT,O,O,X,X,X,X,X
JSILOTZ,O,O,X,X,O,X,X
JSILOZT,O,O,O,X,X,X,X
JSIZTLO,O,O,X,O,O,O,X
JSIZTOL,O,O,X,O,X,X,X
JSIZLTO,O,O,X,O,O,O,X
JSIZLOT,O,O,X,X,X,X,X
JSIZOTL,O,O,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X
JSIOTLZ,O,O,X,X,O,X,X
JSIOTZL,O,O,X,X,X,X,X
JSIOLTZ,O,O,X,X,O,X,X
JSIOLZT,O,O,O,X,X,X,X
JSIOZTL,O,O,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X
JSLTIZO,O,O,X,X,O,O,O
JSLTIOZ,O,O,X,X,O,X,O
JSLTZIO,X,X,X,O,O,X,O
JSLTZOI,O,O,X,O,X,X,O
JSLTOIZ,O,O,X,X,O,X,O
JSLTOZI,O,O,X,X,X,X,O
JSLITZO,O,O,X,X,O,O,X
JSLITOZ,O,O,X,X,O,X,X
JSLIZTO,O,O,X,O,O,O,X
JSLIZOT,O,O,X,X,X,X,X
JSLIOTZ,O,O,X,X,O,X,X
JSLIOZT,O,O,O,X,X,X,X
JSLZTIO,X,X,O,O,O,X,X
JSLZTOI,O,X,O,O,X,X,X
JSLZITO,O,X,O,O,O,O,X
JSLZIOT,O,X,O,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,O,O,X,X,O,X,O
JSLOTZI,O,O,X,X,X,X,O
JSLOITZ,O,O,X,X,O,X,X
JSLOIZT,O,O,O,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X
JSLOZIT,O,O,O,X,X,X,X
JSZTILO,X,X,O,O,O,X,X
JSZTIOL,X,X,O,O,X,X,X
JSZTLIO,X,X,O,O,O,X,X
JSZTLOI,O,X,O,O,X,X,X
JSZTOIL,X,X,O,O,X,X,X
JSZTOLI,O,X,O,O,X,X,X
JSZITLO,O,X,O,O,O,O,X
JSZITOL,O,X,O,O,X,X,X
JSZILTO,O,X,O,O,O,O,X
JSZILOT,O,X,O,X,X,X,X
JSZIOTL,O,X,O,X,X,X,X
JSZIOLT,O,X,O,X,X,X,X
JSZLTIO,X,X,O,O,O,X,X
JSZLTOI,O,X,O,O,X,X,X
JSZLITO,O,X,O,O,O,O,X
JSZLIOT,O,X,O,X,X,X,X
JSZLOTI,O,O,O,O,X,X,X
JSZLOIT,O,O,O,X,X,X,X
JSZOTIL,X,X,O,O,X,X,X
JSZOTLI,O,X,O,O,X,X,X
JSZOITL,O,X,O,X,X,X,X
JSZOILT,O,X,O,X,X,X,X
JSZOLTI,O,O,O,O,X,X,X
JSZOLIT,O,O,O,X,X,X,X
JSOTILZ,O,O,X,X,O,X,O
JSOTIZL,O,O,X,X,X,X,O
JSOTLIZ,O,O,X,X,O,X,O
JSOTLZI,O,O,X,X,X,X,O
JSOTZIL,X,X,X,X,X,X,O
JSOTZLI,O,O,X,X,X,X,O
JSOITLZ,O,O,X,X,O,X,X
JSOITZL,O,O,X,X,X,X,X
JSOILTZ,O,O,X,X,O,X,X
JSOILZT,O,O,O,X,X,X,X
JSOIZTL,O,O,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X
JSOLTIZ,O,O,X,X,O,X,O
JSOLTZI,O,O,X,X,X,X,O
JSOLITZ,O,O,X,X,O,X,X
JSOLIZT,O,O,O,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X
JSOLZIT,O,O,O,X,X,X,X
JSOZTIL,X,X,O,O,X,X,X
JSOZTLI,O,X,O,O,X,X,X
JSOZITL,O,X,O,X,X,X,X
JSOZILT,O,X,O,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X
JSOZLIT,O,O,O,X,X,X,X
JZTILSO,X,O,O,O,O,O,X
JZTILOS,X,O,O,O,X,O,X
JZTISLO,X,O,O,O,X,O,X
JZTISOL,X,O,O,O,X,X,X
JZTIOLS,X,O,O,O,X,O,X
JZTIOSL,X,O,O,O,X,X,X
JZTLISO,X,O,O,O,O,O,X
JZTLIOS,X,O,O,O,X,O,X
JZTLSIO,X,X,O,O,X,X,X
JZTLSOI,X,O,O,O,X,X,X
JZTLOIS,X,O,O,O,X,X,X
JZTLOSI,X,O,O,O,X,X,X
JZTSILO,X,X,O,O,X,X,X
JZTSIOL,X,X,O,O,X,X,X
JZTSLIO,X,X,O,O,X,X,X
JZTSLOI,X,O,O,O,X,X,X
JZTSOIL,X,X,O,O,X,X,X
JZTSOLI,X,O,O,O,X,X,X
JZTOILS,X,O,O,O,X,X,X
JZTOISL,X,O,O,O,X,X,X
JZTOLIS,X,O,O,O,X,X,X
JZTOLSI,X,O,O,O,X,X,X
JZTOSIL,X,X,O,O,X,X,X
JZTOSLI,X,O,O,O,X,X,X
JZITLSO,X,O,O,O,O,O,X
JZITLOS,X,O,O,O,X,O,X
JZITSLO,X,O,O,O,X,O,X
JZITSOL,X,O,O,O,X,X,X
JZITOLS,X,O,O,O,X,O,X
JZITOSL,X,O,O,O,X,X,X
JZILTSO,X,O,O,O,O,O,X
JZILTOS,X,O,O,O,X,O,X
JZILSTO,O,O,O,O,O,O,X
JZILSOT,O,O,O,X,X,X,X
JZILOTS,X,O,O,X,X,O,X
JZILOST,O,O,O,X,X,X,X
JZISTLO,O,O,O,O,O,O,X
JZISTOL,O,O,O,O,X,X,X
JZISLTO,O,O,O,O,O,O,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,O,O,X,X,X,X
JZIOTLS,X,O,O,X,X,O,X
JZIOTSL,X,O,O,X,X,X,X
JZIOLTS,X,O,O,X,X,O,X
JZIOLST,O,O,O,X,X,X,X
JZIOSTL,O,O,O,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X
JZLTISO,X,O,O,O,O,O,X
JZLTIOS,X,O,O,O,X,O,X
JZLTSIO,X,X,O,O,X,X,X
JZLTSOI,X,O,O,O,X,X,X
JZLTOIS,X,O,O,O,X,X,X
JZLTOSI,X,O,O,O,X,X,X
JZLITSO,X,O,O,O,O,O,X
JZLITOS,X,O,O,O,X,O,X
JZLISTO,O,O,O,O,O,O,X
JZLISOT,O,O,O,X,X,X,X
JZLIOTS,X,O,O,X,X,O,X
JZLIOST,O,O,O,X,X,X,X
JZLSTIO,X,X,O,O,O,X,X
JZLSTOI,O,X,O,O,X,X,X
JZLSITO,O,X,O,O,O,O,X
JZLSIOT,O,X,O,X,X,X,X
JZLSOTI,O,O,O,O,X,X,X
JZLSOIT,O,O,O,X,X,X,X
JZLOTIS,X,O,O,O,X,X,X
JZLOTSI,X,O,O,O,X,X,X
JZLOITS,X,O,O,X,X,O,X
JZLOIST,O,O,O,X,X,X,X
JZLOSTI,O,O,O,O,X,X,X
JZLOSIT,O,O,O,X,X,X,X
JZSTILO,X,X,O,O,O,X,X
JZSTIOL,X,X,O,O,X,X,X
JZSTLIO,X,X,O,O,O,X,X
JZSTLOI,O,X,O,O,X,X,X
JZSTOIL,X,X,O,O,X,X,X
JZSTOLI,O,X,O,O,X,X,X
JZSITLO,O,X,O,O,O,O,X
JZSITOL,O,X,O,O,X,X,X
JZSILTO,O,X,O,O,O,O,X
JZSILOT,O,X,O,X,X,X,X
JZSIOTL,O,X,O,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X
JZSLTIO,X,X,O,O,O,X,X
JZSLTOI,O,X,O,O,X,X,X
JZSLITO,O,X,O,O,O,O,X
JZSLIOT,O,X,O,X,X,X,X
JZSLOTI,O,O,O,O,X,X,X
JZSLOIT,O,O,O,X,X,X,X
JZSOTIL,X,X,O,O,X,X,X
JZSOTLI,O,X,O,O,X,X,X
JZSOITL,O,X,O,X,X,X,X
JZSOILT,O,X,O,X,X,X,X
JZSOLTI,O,O,O,O,X,X,X
JZSOLIT,O,O,O,X,X,X,X
JZOTILS,X,O,O,O,X,X,X
JZOTISL,X,O,O,O,X,X,X
JZOTLIS,X,O,O,O,X,X,X
JZOTLSI,X,O,O,O,X,X,X
JZOTSIL,X,X,O,O,X,X,X
JZOTSLI,X,O,O,O,X,X,X
JZOITLS,X,O,O,X,X,O,X
JZOITSL,X,O,O,X,X,X,X
JZOILTS,X,O,O,X,X,O,X
JZOILST,O,O,O,X,X,X,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,X,O,O,O,X,X,X
JZOLTSI,X,O,O,O,X,X,X
JZOLITS,X,O,O,X,X,O,X
JZOLIST,O,O,O,X,X,X,X
JZOLSTI,O,O,O,O,X,X,X
JZOLSIT,O,O,O,X,X,X,X
JZOSTIL,X,X,O,O,X,X,X
JZOSTLI,O,X,O,O,X,X,X
JZOSITL,O,X,O,X,X,X,X
JZOSILT,O,X,O,X,X,X,X
JZOSLTI,O,O,O,O,X,X,X
JZOSLIT,O,O,O,X,X,X,X
JOTILSZ,O,O,X,X,O,X,X
JOTILZS,X,O,X,X,X,O,X
JOTISLZ,O,O,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X,X
JOTLIZS,X,O,X,X,X,O,X
JOTLSIZ,O,O,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X
JOTLZIS,X,O,X,X,X,X,X
JOTLZSI,X,O,X,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X
JOTSLIZ,O,O,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X
JOTZILS,X,O,X,X,X,X,X
JOTZISL,X,O,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X
JOTZLSI,X,O,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,X
JOTZSLI,X,O,X,X,X,X,X
JOITLSZ,O,O,X,X,O,X,X
JOITLZS,X,O,X,X,X,O,X
JOITSLZ,O,O,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X
JOITZSL,X,O,X,X,X,X,X
JOILTSZ,O,O,X,X,O,X,X
JOILTZS,X,O,X,X,X,O,X
JOILSTZ,O,O,X,X,O,X,X
JOILSZT,O,O,O,X,X,X,X
JOILZTS,X,O,X,X,X,O,X
JOILZST,O,O,X,X,X,X,X
JOISTLZ,O,O,X,X,O,X,X
JOISTZL,O,O,X,X,X,X,X
JOISLTZ,O,O,X,X,O,X,X
JOISLZT,O,O,O,X,X,X,X
JOISZTL,O,O,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X
JOIZTLS,X,O,X,X,X,O,X
JOIZTSL,X,O,X,X,X,X,X
JOIZLTS,X,O,X,X,X,O,X
JOIZLST,O,O,X,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X
JOLTISZ,O,O,X,X,O,X,X
JOLTIZS,X,O,X,X,X,O,X
JOLTSIZ,O,O,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X
JOLITSZ,O,O,X,X,O,X,X
JOLITZS,X,O,X,X,X,O,X
JOLISTZ,O,O,X,X,O,X,X
JOLISZT,O,O,O,X,X,X,X
JOLIZTS,X,O,X,X,X,O,X
JOLIZST,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,X,O,X,O
JOLSTZI,O,O,X,X,X,X,O
JOLSITZ,O,O,X,X,O,X,X
JOLSIZT,O,O,O,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X
JOLSZIT,O,O,O,X,X,X,X
JOLZTIS,X,O,O,O,X,X,X
JOLZTSI,X,O,O,O,X,X,X
JOLZITS,X,O,O,X,X,O,X
JOLZIST,O,O,O,X,X,X,X
JOLZSTI,O,O,O,O,X,X,X
JOLZSIT,O,O,O,X,X,X,X
JOSTILZ,O,O,X,X,O,X,O
JOSTIZL,O,O,X,X,X,X,O
JOSTLIZ,O,O,X,X,O,X,O
JOSTLZI,O,O,X,X,X,X,O
JOSTZIL,X,X,X,X,X,X,O
JOSTZLI,O,O,X,X,X,X,O
JOSITLZ,O,O,X,X,O,X,X
JOSITZL,O,O,X,X,X,X,X
JOSILTZ,O,O,X,X,O,X,X
JOSILZT,O,O,O,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X
JOSLTIZ,O,O,X,X,O,X,O
JOSLTZI,O,O,X,X,X,X,O
JOSLITZ,O,O,X,X,O,X,X
JOSLIZT,O,O,O,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X
JOSLZIT,O,O,O,X,X,X,X
JOSZTIL,X,X,O,O,X,X,X
JOSZTLI,O,X,O,O,X,X,X
JOSZITL,O,X,O,X,X,X,X
JOSZILT,O,X,O,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X
JOSZLIT,O,O,O,X,X,X,X
JOZTILS,X,O,O,O,X,X,X
JOZTISL,X,O,O,O,X,X,X
JOZTLIS,X,O,O,O,X,X,X
JOZTLSI,X,O,O,O,X,X,X
JOZTSIL,X,X,O,O,X,X,X
JOZTSLI,X,O,O,O,X,X,X
JOZITLS,X,O,O,X,X,O,X
JOZITSL,X,O,O,X,X,X,X
JOZILTS,X,O,O,X,X,O,X
JOZILST,O,O,O,X,X,X,X
JOZISTL,O,O,O,X,X,X,X
JOZISLT,O,O,O,X,X,X,X
JOZLTIS,X,O,O,O,X,X,X
JOZLTSI,X,O,O,O,X,X,X
JOZLITS,X,O,O,X,X,O,X
JOZLIST,O,O,O,X,X,X,X
JOZLSTI,O,O,O,O,X,X,X
JOZLSIT,O,O,O,X,X,X,X
JOZSTIL,X,X,O,O,X,X,X
JOZSTLI,O,X,O,O,X,X,X
JOZSITL,O,X,O,X,X,X,X
JOZSILT,O,X,O,X,X,X,X
JOZSLTI,O,O,O,O,X,X,X
JOZSLIT,O,O,O,X,X,X,X
STILJZO,O,O,X,X,O,O,O
STILJOZ,O,O,X,X,O,X,O
STILZJO,O,O,X,X,O,X,X
STILZOJ,O,O,X,X,X,X,X
STILOJZ,O,O,X,X,O,X,O
STILOZJ,O,O,O,X,X,X,X
STIJLZO,O,O,X,X,O,O,O
STIJLOZ,O,O,X,X,O,X,O
STIJZLO,O,O,X,X,O,X,O
STIJZOL,O,O,X,X,X,X,O
STIJOLZ,O,O,X,X,O,X,O
STIJOZL,O,O,X,X,X,X,O
STIZLJO,O,O,X,X,O,X,X
STIZLOJ,O,O,X,X,X,X,X
STIZJLO,O,O,X,X,O,X,X
STIZJOL,O,O,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X
STIOLJZ,O,O,X,X,O,X,O
STIOLZJ,O,O,O,X,X,X,X
STIOJLZ,O,O,X,X,O,X,O
STIOJZL,O,O,X,X,X,X,O
STIOZLJ,O,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X
STLIJZO,O,O,X,X,O,O,O
STLIJOZ,O,O,X,X,O,X,O
STLIZJO,O,O,X,X,O,X,X
STLIZOJ,O,O,X,X,X,X,X
STLIOJZ,O,O,X,X,O,X,O
STLIOZJ,O,O,O,X,X,X,X
STLJIZO,O,O,X,X,O,O,O
STLJIOZ,O,O,X,X,O,X,O
STLJZIO,X,X,X,O,O,X,O
STLJZOI,O,O,X,O,X,X,O
STLJOIZ,O,O,X,X,O,X,O
STLJOZI,O,O,X,X,X,X,O
STLZIJO,X,X,X,O,O,O,X
STLZIOJ,X,X,O,O,X,X,X
STLZJIO,X,X,O,O,O,X,O
STLZJOI,O,O,O,O,X,X,O
STLZOIJ,X,X,O,O,X,X,X
STLZOJI,O,O,O,O,X,X,O
STLOIJZ,O,O,X,X,O,X,O
STLOIZJ,O,O,O,X,X,X,X
STLOJIZ,O,O,X,X,O,X,O
STLOJZI,O,O,X,X,X,X,O
STLOZIJ,X,X,O,X,X,X,X
STLOZJI,O,O,O,X,X,X,O
STJILZO,O,O,X,X,O,O,O
STJILOZ,O,O,X,X,O,X,O
STJIZLO,O,O,X,X,O,X,O
STJIZOL,O,O,X,X,X,X,O
STJIOLZ,O,O,X,X,O,X,O
STJIOZL,O,O,X,X,X,X,O
STJLIZO,O,O,X,X,O,O,O
STJLIOZ,O,O,X,X,O,X,O
STJLZIO,X,X,X,O,O,X,O
STJLZOI,O,O,X,O,X,X,O
STJLOIZ,O,O,X,X,O,X,O
STJLOZI,O,O,X,X,X,X,O
STJZILO,X,X,X,O,O,X,O
STJZIOL,X,X,X,O,X,X,O
STJZLIO,X,X,X,O,O,X,O
STJZLOI,O,O,X,O,X,X,O
STJZOIL,X,X,X,O,X,X,O
STJZOLI,O,O,X,O,X,X,O
STJOILZ,O,O,X,X,O,X,O
STJOIZL,O,O,X,X,X,X,O
STJOLIZ,O,O,X,X,O,X,O
STJOLZI,O,O,X,X,X,X,O
STJOZIL,X,X,X,X,X,X,O
STJOZLI,O,O,X,X,X,X,O
STZILJO,X,X,X,O,O,O,X
STZILOJ,X,X,O,O,X,X,X
STZIJLO,X,X,X,O,O,O,X
STZIJOL,X,X,X,O,X,X,X
STZIOLJ,X,X,O,O,X,X,X
STZIOJL,X,X,X,O,X,X,X
STZLIJO,X,X,X,O,O,O,X
STZLIOJ,X,X,O,O,X,X,X
STZLJIO,X,X,O,O,O,X,O
STZLJOI,O,O,O,O,X,X,O
STZLOIJ,X,X,O,O,X,X,X
STZLOJI,O,O,O,O,X,X,O
STZJILO,X,X,O,O,O,X,O
STZJIOL,X,X,O,O,X,X,O
STZJLIO,X,X,O,O,O,X,O
STZJLOI,O,O,O,O,X,X,O
STZJOIL,X,X,O,O,X,X,O
STZJOLI,O,O,O,O,X,X,O
STZOILJ,X,X,O,O,X,X,X
STZOIJL,X,X,X,O,X,X,X
STZOLIJ,X,X,O,O,X,X,X
STZOLJI,O,O,O,O,X,X,O
STZOJIL,X,X,O,O,X,X,O
STZOJLI,O,O,O,O,X,X,O
STOILJZ,O,O,X,X,O,X,O
STOILZJ,O,O,O,X,X,X,X
STOIJLZ,O,O,X,X,O,X,O
STOIJZL,O,O,X,X,X,X,O
STOIZLJ,O,O,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X
STOLIJZ,O,O,X,X,O,X,O
STOLIZJ,O,O,O,X,X,X,X
STOLJIZ,O,O,X,X,O,X,O
STOLJZI,O,O,X,X,X,X,O
STOLZIJ,X,X,O,X,X,X,X
STOLZJI,O,O,O,X,X,X,O
STOJILZ,O,O,X,X,O,X,O
STOJIZL,O,O,X,X,X,X,O
STOJLIZ,O,O,X,X,O,X,O
STOJLZI,O,O,X,X,X,X,O
STOJZIL,X,X,X,X,X,X,O
STOJZLI,O,O,X,X,X,X,O
STOZILJ,X,X,O,X,X,X,X
STOZIJL,X,X,X,X,X,X,X
STOZLIJ,X,X,O,X,X,X,X
STOZLJI,O,O,O,X,X,X,O
STOZJIL,X,X,O,X,X,X,O
STOZJLI,O,O,O,X,X,X,O
SITLJZO,O,O,X,X,O,O,O
SITLJOZ,O,O,X,X,O,X,O
SITLZJO,O,O,X,X,O,X,X
SITLZOJ,O,O,X,X,X,X,X
SITLOJZ,O,O,X,X,O,X,O
SITLOZJ,O,O,O,X,X,X,X
SITJLZO,O,O,X,X,O,O,O
SITJLOZ,O,O,X,X,O,X,O
SITJZLO,O,O,X,X,O,X,O
SITJZOL,O,O,X,X,X,X,O
SITJOLZ,O,O,X,X,O,X,O
SITJOZL,O,O,X,X,X,X,O
SITZLJO,O,O,X,X,O,X,X
SITZLOJ,O,O,X,X,X,X,X
SITZJLO,O,O,X,X,O,X,X
SITZJOL,O,O,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X
SITOLJZ,O,O,X,X,O,X,O
SITOLZJ,O,O,O,X,X,X,X
SITOJLZ,O,O,X,X,O,X,O
SITOJZL,O,O,X,X,X,X,O
SITOZLJ,O,O,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X
SILTJZO,O,O,X,X,O,O,O
SILTJOZ,O,O,X,X,O,X,O
SILTZJO,O,O,X,X,O,X,X
SILTZOJ,O,O,X,X,X,X,X
SILTOJZ,O,O,X,X,O,X,O
SILTOZJ,O,O,O,X,X,X,X
SILJTZO,O,O,X,X,O,O,X
SILJTOZ,O,O,X,X,O,X,X
SILJZTO,O,O,X,O,O,O,X
SILJZOT,O,O,X,X,X,X,X
SILJOTZ,O,O,X,X,O,X,X
SILJOZT,O,O,O,X,X,X,X
SILZTJO,O,O,X,O,O,O,X
SILZTOJ,O,O,O,O,X,X,X
SILZJTO,O,O,O,O,O,O,X
SILZJOT,O,O,O,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X
SILZOJT,O,O,O,X,X,X,X
SILOTJZ,O,O,X,X,O,X,O
SILOTZJ,O,O,O,X,X,X,X
SILOJTZ,O,O,X,X,O,X,X
SILOJZT,O,O,O,X,X,X,X
SILOZTJ,O,O,O,X,X,X,X
SILOZJT,O,O,O,X,X,X,X
SIJTLZO,O,O,X,X,O,O,X
SIJTLOZ,O,O,X,X,O,X,X
SIJTZLO,O,O,X,X,O,X,X
SIJTZOL,O,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,O,X,X
SIJTOZL,O,O,X,X,X,X,X
SIJLTZO,O,O,X,X,O,O,X
SIJLTOZ,O,O,X,X,O,X,X
SIJLZTO,O,O,X,O,O,O,X
SIJLZOT,O,O,X,X,X,X,X
SIJLOTZ,O,O,X,X,O,X,X
SIJLOZT,O,O,O,X,X,X,X
SIJZTLO,O,O,X,O,O,O,X
SIJZTOL,O,O,X,O,X,X,X
SIJZLTO,O,O,X,O,O,O,X
SIJZLOT,O,O,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X
SIJOTLZ,O,O,X,X,O,X,X
SIJOTZL,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,O,X,X
SIJOLZT,O,O,O,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X
SIZTLJO,O,O,X,O,O,O,X
SIZTLOJ,O,O,O,O,X,X,X
SIZTJLO,O,O,X,O,O,O,X
SIZTJOL,O,O,X,O,X,X,X
SIZTOLJ,O,O,O,O,X,X,X
SIZTOJL,O,O,X,O,X,X,X
SIZLTJO,O,O,X,O,O,O,X
SIZLTOJ,O,O,O,O,X,X,X
