sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
JIOLZST,O,O,O,O,O,X,X,X,X,O,X,O
JIOSTLZ,O,O,X,X,X,X,O,O,X,X,X,X
JIOSTZL,O,X,X,X,X,X,O,O,X,O,X,X
JIOSLTZ,O,O,X,X,O,X,X,O,X,X,X,X
JIOSLZT,O,O,X,X,O,O,X,X,X,O,X,X
JIOSZTL,O,X,O,X,X,O,O,X,X,O,X,X
JIOSZLT,O,O,O,X,X,O,X,X,X,O,X,X
JIOZTLS,O,X,X,O,X,X,O,O,X,O,X,O
JIOZTSL,O,X,O,O,X,O,O,O,X,O,X,O
JIOZLTS,O,O,X,O,X,X,X,O,X,O,X,O
JIOZLST,O,O,O,O,O,X,X,X,X,O,X,O
JIOZSTL,O,X,O,O,X,O,O,X,X,O,X,O
JIOZSLT,O,O,O,O,X,O,X,X,X,O,X,O
JLTISZO,X,O,X,X,O,X,X,O,X,X,X,X
JLTISOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTIZSO,X,O,X,X,X,X,X,O,X,X,O,O
JLTIZOS,X,O,X,X,X,X,X,O,X,X,O,O
JLTIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOZS,X,O,X,X,X,X,X,O,X,X,O,O
JLTSIZO,X,O,X,X,O,X,X,O,X,X,X,X
JLTSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTSZIO,O,O,X,X,O,X,X,X,X,X,X,X
JLTSZOI,O,O,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTSOZI,O,O,X,X,O,X,X,X,X,X,X,X
JLTZISO,O,O,X,X,X,X,X,O,X,X,X,O
JLTZIOS,O,O,X,X,X,X,X,O,X,X,X,O
JLTZSIO,O,O,O,X,O,X,X,X,X,X,X,X
JLTZSOI,O,O,O,X,O,X,X,X,X,X,X,O
JLTZOIS,O,O,X,X,X,X,X,O,X,X,X,O
JLTZOSI,O,O,O,X,O,X,X,X,X,X,X,O
JLTOISZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTOIZS,X,O,X,X,X,X,X,O,X,X,O,O
JLTOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSZI,O,O,X,X,O,X,X,X,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X,O,X,X,X,O
JLTOZSI,O,O,O,X,O,X,X,X,X,X,X,O
JLITSZO,X,O,X,X,O,X,X,O,X,X,X,X
JLITSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLITZSO,X,O,X,X,X,X,X,O,X,X,O,O
JLITZOS,X,O,X,X,X,X,X,O,X,X,O,O
JLITOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,O,X,X,O,O
JLISTZO,X,O,X,X,O,X,X,O,X,X,X,X
JLISTOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLISZTO,O,O,X,X,O,X,X,X,X,X,X,X
JLISZOT,O,O,X,X,O,X,X,X,X,X,X,X
JLISOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLISOZT,O,O,X,X,O,X,X,X,X,O,X,X
JLIZTSO,O,O,X,X,X,X,X,O,X,O,X,O
JLIZTOS,O,O,X,X,X,X,X,O,X,O,X,O
JLIZSTO,O,O,O,X,O,X,X,X,X,X,X,O
JLIZSOT,O,O,O,X,O,X,X,X,X,O,X,O
JLIZOTS,O,O,X,X,X,X,X,O,X,O,X,O
JLIZOST,O,O,O,X,O,X,X,X,X,O,X,O
JLIOTSZ,O,O,X,X,O,X,X,O,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,O,X,X,O,O
JLIOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLIOSZT,O,O,X,X,O,X,X,X,X,O,X,X
JLIOZTS,O,O,X,X,X,X,X,O,X,O,X,O
JLIOZST,O,O,O,X,O,X,X,X,X,O,X,O
JLSTIZO,X,O,X,X,O,X,X,O,X,X,X,X
JLSTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSTZIO,O,O,X,X,O,X,X,X,X,X,X,X
JLSTZOI,O,O,X,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSTOZI,O,O,X,X,O,X,X,X,X,X,X,X
JLSITZO,X,O,X,X,O,X,X,O,X,X,X,X
JLSITOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSIZTO,O,O,X,X,O,X,X,X,X,X,X,X
JLSIZOT,O,O,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSIOZT,O,O,X,X,O,X,X,X,X,O,X,X
JLSZTIO,O,O,X,X,O,X,X,X,O,X,X,X
JLSZTOI,O,O,X,X,O,X,X,X,O,X,X,X
JLSZITO,O,O,X,X,O,X,X,X,X,X,X,X
JLSZIOT,O,O,X,X,O,X,X,X,X,O,X,X
JLSZOTI,O,O,X,X,O,X,X,X,O,X,X,X
JLSZOIT,O,O,X,X,O,X,X,X,X,O,X,X
JLSOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSOTZI,O,O,X,X,O,X,X,X,X,X,X,X
JLSOITZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSOIZT,O,O,X,X,O,X,X,X,X,O,X,X
JLSOZTI,O,O,X,X,O,X,X,X,O,X,X,X
JLSOZIT,O,O,X,X,O,X,X,X,X,O,X,X
JLZTISO,O,O,X,X,X,X,X,O,X,O,X,O
JLZTIOS,O,O,X,X,X,X,X,O,X,O,X,O
JLZTSIO,O,O,O,X,O,X,X,X,X,O,X,X
JLZTSOI,O,O,O,X,O,X,X,X,X,O,X,O
JLZTOIS,O,O,X,X,X,X,X,O,X,O,X,O
JLZTOSI,O,O,O,X,O,X,X,X,X,O,X,O
JLZITSO,O,O,X,X,X,X,X,O,X,O,X,O
JLZITOS,O,O,X,X,X,X,X,O,X,O,X,O
JLZISTO,O,O,O,X,O,X,X,X,X,X,X,O
JLZISOT,O,O,O,X,O,X,X,X,X,O,X,O
JLZIOTS,O,O,X,X,X,X,X,O,X,O,X,O
JLZIOST,O,O,O,X,O,X,X,X,X,O,X,O
JLZSTIO,O,O,O,X,O,X,X,X,X,X,X,X
JLZSTOI,O,O,O,X,O,X,X,X,X,X,X,O
JLZSITO,O,O,O,X,O,X,X,X,X,X,X,O
JLZSIOT,O,O,O,X,O,X,X,X,X,O,X,O
JLZSOTI,O,O,O,X,O,X,X,X,X,X,X,O
JLZSOIT,O,O,O,X,O,X,X,X,X,O,X,O
JLZOTIS,O,O,X,X,X,X,X,O,X,O,X,O
JLZOTSI,O,O,O,X,O,X,X,X,X,O,X,O
JLZOITS,O,O,X,X,X,X,X,O,X,O,X,O
JLZOIST,O,O,O,X,O,X,X,X,X,O,X,O
JLZOSTI,O,O,O,X,O,X,X,X,X,X,X,O
JLZOSIT,O,O,O,X,O,X,X,X,X,O,X,O
JLOTISZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOTIZS,X,O,X,X,X,X,X,O,X,X,O,O
JLOTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOTSZI,O,O,X,X,O,X,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X,O,X,X,X,O
JLOTZSI,O,O,O,X,O,X,X,X,X,X,X,O
JLOITSZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOITZS,X,O,X,X,X,X,X,O,X,X,O,O
JLOISTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOISZT,O,O,X,X,O,X,X,X,X,O,X,X
JLOIZTS,O,O,X,X,X,X,X,O,X,O,X,O
JLOIZST,O,O,O,X,O,X,X,X,X,O,X,O
JLOSTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOSTZI,O,O,X,X,O,X,X,X,X,X,X,X
JLOSITZ,O,O,X,X,O,X,X,O,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X,X,X,O,X,X
JLOSZTI,O,O,X,X,O,X,X,X,O,X,X,X
JLOSZIT,O,O,X,X,O,X,X,X,X,O,X,X
JLOZTIS,O,O,X,X,X,X,X,O,X,O,X,O
JLOZTSI,O,O,O,X,O,X,X,X,X,O,X,O
JLOZITS,O,O,X,X,X,X,X,O,X,O,X,O
JLOZIST,O,O,O,X,O,X,X,X,X,O,X,O
JLOZSTI,O,O,O,X,O,X,X,X,X,X,X,O
JLOZSIT,O,O,O,X,O,X,X,X,X,O,X,O
JSTILZO,X,X,X,X,X,X,X,O,X,X,X,X
JSTILOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSTIZLO,X,X,X,X,X,X,X,O,X,X,X,X
JSTIZOL,X,X,X,X,X,X,X,O,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,O,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,O,X,O,X,X
JSTLIZO,X,O,X,X,O,X,X,O,X,X,X,X
JSTLIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JSTLZIO,O,O,X,X,O,X,X,X,X,X,X,X
JSTLZOI,O,O,X,X,O,X,X,X,X,X,X,X
JSTLOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSTLOZI,O,O,X,X,O,X,X,X,X,X,X,X
JSTZILO,O,X,O,X,X,X,X,X,X,X,X,X
JSTZIOL,O,X,O,X,X,X,X,X,X,O,X,X
JSTZLIO,O,X,O,X,X,X,X,X,X,X,X,X
JSTZLOI,O,X,O,X,X,X,X,X,X,X,X,X
JSTZOIL,O,X,O,X,X,X,X,X,X,O,X,X
JSTZOLI,O,X,O,X,X,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X,O,X,X,X,X
JSTOIZL,O,X,X,X,X,X,X,O,X,O,X,X
JSTOLIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSTOLZI,O,O,X,X,O,X,X,X,X,X,X,X
JSTOZIL,O,X,O,X,X,X,X,X,X,O,X,X
JSTOZLI,O,X,O,X,X,X,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,X,O,O,X,X,X,X
JSITLOZ,X,X,X,X,X,X,O,O,X,X,X,X
JSITZLO,X,X,X,X,X,X,O,O,X,X,X,X
JSITZOL,X,X,X,X,X,X,O,O,X,X,X,X
JSITOLZ,O,O,X,X,X,X,O,O,X,X,X,X
JSITOZL,O,X,X,X,X,X,O,O,X,O,X,X
JSILTZO,X,O,X,X,O,X,X,O,X,X,X,X
JSILTOZ,O,O,X,X,O,X,X,O,X,X,X,X
JSILZTO,O,O,X,X,O,O,X,X,X,X,X,X
JSILZOT,O,O,X,X,O,O,X,X,X,X,X,X
JSILOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JSILOZT,O,O,X,X,O,O,X,X,X,O,X,X
JSIZTLO,O,X,O,X,X,O,O,X,X,O,X,X
JSIZTOL,O,X,O,X,X,O,O,X,X,O,X,X
JSIZLTO,O,X,O,X,X,O,X,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O,X,X,X,O,X,X
JSIZOTL,O,X,O,X,X,O,O,X,X,O,X,X
JSIZOLT,O,O,O,X,X,O,X,X,X,O,X,X
JSIOTLZ,O,O,X,X,X,X,O,O,X,X,X,X
JSIOTZL,O,X,X,X,X,X,O,O,X,O,X,X
JSIOLTZ,O,O,X,X,O,X,X,O,X,X,X,X
JSIOLZT,O,O,X,X,O,O,X,X,X,O,X,X
JSIOZTL,O,X,O,X,X,O,O,X,X,O,X,X
JSIOZLT,O,O,O,X,X,O,X,X,X,O,X,X
JSLTIZO,X,O,X,X,O,X,X,O,X,X,X,X
JSLTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLTZIO,O,O,X,X,O,X,X,X,X,X,X,X
JSLTZOI,O,O,X,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLTOZI,O,O,X,X,O,X,X,X,X,X,X,X
JSLITZO,X,O,X,X,O,X,X,O,X,X,X,X
JSLITOZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLIZTO,O,O,X,X,O,O,X,X,X,X,X,X
JSLIZOT,O,O,X,X,O,O,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLIOZT,O,O,X,X,O,O,X,X,X,O,X,X
JSLZTIO,O,O,X,X,O,X,X,X,O,X,X,X
JSLZTOI,O,O,X,X,O,X,X,X,O,X,X,X
JSLZITO,O,O,X,X,O,X,X,X,X,X,X,X
JSLZIOT,O,O,X,X,O,X,X,X,X,O,X,X
JSLZOTI,O,O,X,X,O,X,X,X,O,X,X,X
JSLZOIT,O,O,X,X,O,X,X,X,X,O,X,X
JSLOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLOTZI,O,O,X,X,O,X,X,X,X,X,X,X
JSLOITZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLOIZT,O,O,X,X,O,O,X,X,X,O,X,X
JSLOZTI,O,O,X,X,O,X,X,X,O,X,X,X
JSLOZIT,O,O,X,X,O,X,X,X,X,O,X,X
JSZTILO,O,X,O,X,X,X,X,X,O,O,X,X
JSZTIOL,O,X,O,X,X,X,X,X,O,O,X,X
JSZTLIO,O,X,O,X,X,X,X,X,O,O,X,X
JSZTLOI,O,X,O,X,X,X,X,X,O,O,X,X
JSZTOIL,O,X,O,X,X,X,X,X,O,O,X,X
JSZTOLI,O,X,O,X,X,X,X,X,O,O,X,X
JSZITLO,O,X,O,X,X,X,O,X,X,O,X,X
JSZITOL,O,X,O,X,X,X,O,X,X,O,X,X
JSZILTO,O,X,O,X,X,X,X,X,X,X,X,X
JSZILOT,O,X,O,X,X,X,X,X,X,O,X,X
JSZIOTL,O,X,O,X,X,X,O,X,X,O,X,X
JSZIOLT,O,O,O,X,X,X,X,X,X,O,X,X
JSZLTIO,O,O,O,X,X,X,X,X,O,X,X,X
JSZLTOI,O,O,O,X,X,X,X,X,O,X,X,X
JSZLITO,O,O,O,X,X,X,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X,X,O,X,X
JSZLOTI,O,O,O,X,X,X,X,X,O,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X,O,X,X
JSZOTIL,O,X,O,X,X,X,X,X,O,O,X,X
JSZOTLI,O,X,O,X,X,X,X,X,O,O,X,X
JSZOITL,O,X,O,X,X,X,O,X,X,O,X,X
JSZOILT,O,O,O,X,X,X,X,X,X,O,X,X
JSZOLTI,O,O,O,X,X,X,X,X,O,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X,O,X,X
JSOTILZ,O,O,X,X,X,X,X,O,X,X,X,X
JSOTIZL,O,X,X,X,X,X,X,O,X,O,X,X
JSOTLIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSOTLZI,O,O,X,X,O,X,X,X,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X,X,O,X,X
JSOTZLI,O,X,O,X,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,O,O,X,X,X,X
JSOITZL,O,X,X,X,X,X,O,O,X,O,X,X
JSOILTZ,O,O,X,X,O,X,X,O,X,X,X,X
JSOILZT,O,O,X,X,O,O,X,X,X,O,X,X
JSOIZTL,O,X,O,X,X,O,O,X,X,O,X,X
JSOIZLT,O,O,O,X,X,O,X,X,X,O,X,X
JSOLTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSOLTZI,O,O,X,X,O,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,O,X,X,O,X,X,X,X
JSOLIZT,O,O,X,X,O,O,X,X,X,O,X,X
JSOLZTI,O,O,X,X,O,X,X,X,O,X,X,X
JSOLZIT,O,O,X,X,O,X,X,X,X,O,X,X
JSOZTIL,O,X,O,X,X,X,X,X,O,O,X,X
JSOZTLI,O,X,O,X,X,X,X,X,O,O,X,X
JSOZITL,O,X,O,X,X,X,O,X,X,O,X,X
JSOZILT,O,O,O,X,X,X,X,X,X,O,X,X
JSOZLTI,O,O,O,X,X,X,X,X,O,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,X,O,X,X
JZTILSO,O,X,X,O,X,X,X,O,X,O,X,O
JZTILOS,O,X,X,O,X,X,X,O,X,O,X,O
JZTISLO,O,X,O,X,X,X,X,O,X,O,X,X
JZTISOL,O,X,O,O,X,X,X,O,X,O,X,O
JZTIOLS,O,X,X,O,X,X,X,O,X,O,X,O
JZTIOSL,O,X,O,O,X,X,X,O,X,O,X,O
JZTLISO,O,X,X,X,X,X,X,O,X,O,X,O
JZTLIOS,O,X,X,X,X,X,X,O,X,O,X,O
JZTLSIO,O,X,O,X,O,X,X,X,X,O,X,X
JZTLSOI,O,X,O,X,O,X,X,X,X,O,X,O
JZTLOIS,O,X,X,X,X,X,X,O,X,O,X,O
JZTLOSI,O,X,O,X,O,X,X,X,X,O,X,O
JZTSILO,O,X,O,X,X,X,X,X,X,O,X,X
JZTSIOL,O,X,O,X,X,X,X,X,X,O,X,X
JZTSLIO,O,X,O,X,X,X,X,X,X,O,X,X
JZTSLOI,O,X,O,X,X,X,X,X,X,O,X,X
JZTSOIL,O,X,O,O,X,X,X,X,X,O,X,O
JZTSOLI,O,X,O,X,X,X,X,X,X,O,X,O
JZTOILS,O,X,X,O,X,X,X,O,X,O,X,O
JZTOISL,O,X,O,O,X,X,X,O,X,O,X,O
JZTOLIS,O,X,X,X,X,X,X,O,X,O,X,O
JZTOLSI,O,X,O,X,O,X,X,X,X,O,X,O
JZTOSIL,O,X,O,O,X,X,X,X,X,O,X,O
JZTOSLI,O,X,O,X,X,X,X,X,X,O,X,O
JZITLSO,O,X,X,O,X,X,O,O,X,O,X,O
JZITLOS,O,X,X,O,X,X,O,O,X,O,X,O
JZITSLO,O,X,O,X,X,X,O,O,X,O,X,X
JZITSOL,O,X,O,O,X,X,O,O,X,O,X,O
JZITOLS,O,X,X,O,X,X,O,O,X,O,X,O
JZITOSL,O,X,O,O,X,X,O,O,X,O,X,O
JZILTSO,O,O,X,O,X,X,X,O,X,O,X,O
JZILTOS,O,O,X,O,X,X,X,O,X,O,X,O
JZILSTO,O,O,O,O,O,X,X,X,X,X,X,O
JZILSOT,O,O,O,O,O,X,X,X,X,O,X,O
JZILOTS,O,O,X,O,X,X,X,O,X,O,X,O
JZILOST,O,O,O,O,O,X,X,X,X,O,X,O
JZISTLO,O,X,O,X,X,X,O,X,X,O,X,X
JZISTOL,O,X,O,O,X,X,O,X,X,O,X,O
JZISLTO,O,X,O,O,X,X,X,X,X,X,X,O
JZISLOT,O,X,O,O,X,X,X,X,X,O,X,O
JZISOTL,O,X,O,O,X,X,O,X,X,O,X,O
JZISOLT,O,O,O,O,X,X,X,X,X,O,X,O
JZIOTLS,O,X,X,O,X,X,O,O,X,O,X,O
JZIOTSL,O,X,O,O,X,X,O,O,X,O,X,O
JZIOLTS,O,O,X,O,X,X,X,O,X,O,X,O
JZIOLST,O,O,O,O,O,X,X,X,X,O,X,O
JZIOSTL,O,X,O,O,X,X,O,X,X,O,X,O
JZIOSLT,O,O,O,O,X,X,X,X,X,O,X,O
JZLTISO,O,O,X,X,X,X,X,O,X,O,X,O
JZLTIOS,O,O,X,X,X,X,X,O,X,O,X,O
JZLTSIO,O,O,O,X,O,X,X,X,X,O,X,X
JZLTSOI,O,O,O,X,O,X,X,X,X,O,X,O
JZLTOIS,O,O,X,X,X,X,X,O,X,O,X,O
JZLTOSI,O,O,O,X,O,X,X,X,X,O,X,O
JZLITSO,O,O,X,X,X,X,X,O,X,O,X,O
JZLITOS,O,O,X,X,X,X,X,O,X,O,X,O
JZLISTO,O,O,O,X,O,X,X,X,X,X,X,O
JZLISOT,O,O,O,X,O,X,X,X,X,O,X,O
JZLIOTS,O,O,X,X,X,X,X,O,X,O,X,O
JZLIOST,O,O,O,X,O,X,X,X,X,O,X,O
JZLSTIO,O,O,O,X,O,X,X,X,X,X,X,X
JZLSTOI,O,O,O,X,O,X,X,X,X,X,X,O
JZLSITO,O,O,O,X,O,X,X,X,X,X,X,O
JZLSIOT,O,O,O,X,O,X,X,X,X,O,X,O
JZLSOTI,O,O,O,X,O,X,X,X,X,X,X,O
JZLSOIT,O,O,O,X,O,X,X,X,X,O,X,O
JZLOTIS,O,O,X,X,X,X,X,O,X,O,X,O
JZLOTSI,O,O,O,X,O,X,X,X,X,O,X,O
JZLOITS,O,O,X,X,X,X,X,O,X,O,X,O
JZLOIST,O,O,O,X,O,X,X,X,X,O,X,O
JZLOSTI,O,O,O,X,O,X,X,X,X,X,X,O
JZLOSIT,O,O,O,X,O,X,X,X,X,O,X,O
JZSTILO,O,X,O,X,X,X,X,X,X,O,X,X
JZSTIOL,O,X,O,X,X,X,X,X,X,O,X,X
JZSTLIO,O,X,O,X,X,X,X,X,X,O,X,X
JZSTLOI,O,X,O,X,X,X,X,X,X,O,X,X
JZSTOIL,O,X,O,O,X,X,X,X,X,O,X,O
JZSTOLI,O,X,O,X,X,X,X,X,X,O,X,O
JZSITLO,O,X,O,X,X,X,O,X,X,O,X,X
JZSITOL,O,X,O,O,X,X,O,X,X,O,X,O
JZSILTO,O,X,O,O,X,X,X,X,X,X,X,O
JZSILOT,O,X,O,O,X,X,X,X,X,O,X,O
JZSIOTL,O,X,O,O,X,X,O,X,X,O,X,O
JZSIOLT,O,O,O,O,X,X,X,X,X,O,X,O
JZSLTIO,O,O,O,X,X,X,X,X,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X,X,X,X,O
JZSLITO,O,O,O,X,X,X,X,X,X,X,X,O
JZSLIOT,O,O,O,X,X,X,X,X,X,O,X,O
JZSLOTI,O,O,O,X,X,X,X,X,X,X,X,O
JZSLOIT,O,O,O,X,X,X,X,X,X,O,X,O
JZSOTIL,O,X,O,O,X,X,X,X,X,O,X,O
JZSOTLI,O,X,O,X,X,X,X,X,X,O,X,O
JZSOITL,O,X,O,O,X,X,O,X,X,O,X,O
JZSOILT,O,O,O,O,X,X,X,X,X,O,X,O
JZSOLTI,O,O,O,X,X,X,X,X,X,X,X,O
JZSOLIT,O,O,O,X,X,X,X,X,X,O,X,O
JZOTILS,O,X,X,O,X,X,X,O,X,O,X,O
JZOTISL,O,X,O,O,X,X,X,O,X,O,X,O
JZOTLIS,O,X,X,X,X,X,X,O,X,O,X,O
JZOTLSI,O,X,O,X,O,X,X,X,X,O,X,O
JZOTSIL,O,X,O,O,X,X,X,X,X,O,X,O
JZOTSLI,O,X,O,X,X,X,X,X,X,O,X,O
JZOITLS,O,X,X,O,X,X,O,O,X,O,X,O
JZOITSL,O,X,O,O,X,X,O,O,X,O,X,O
JZOILTS,O,O,X,O,X,X,X,O,X,O,X,O
JZOILST,O,O,O,O,O,X,X,X,X,O,X,O
JZOISTL,O,X,O,O,X,X,O,X,X,O,X,O
JZOISLT,O,O,O,O,X,X,X,X,X,O,X,O
JZOLTIS,O,O,X,X,X,X,X,O,X,O,X,O
JZOLTSI,O,O,O,X,O,X,X,X,X,O,X,O
JZOLITS,O,O,X,X,X,X,X,O,X,O,X,O
JZOLIST,O,O,O,X,O,X,X,X,X,O,X,O
JZOLSTI,O,O,O,X,O,X,X,X,X,X,X,O
JZOLSIT,O,O,O,X,O,X,X,X,X,O,X,O
JZOSTIL,O,X,O,O,X,X,X,X,X,O,X,O
JZOSTLI,O,X,O,X,X,X,X,X,X,O,X,O
JZOSITL,O,X,O,O,X,X,O,X,X,O,X,O
JZOSILT,O,O,O,O,X,X,X,X,X,O,X,O
JZOSLTI,O,O,O,X,X,X,X,X,X,X,X,O
JZOSLIT,O,O,O,X,X,X,X,X,X,O,X,O
JOTILSZ,O,O,X,X,O,X,X,O,X,X,X,X
JOTILZS,X,O,X,O,X,X,X,O,X,X,X,O
JOTISLZ,O,O,X,X,X,X,X,O,X,X,X,X
JOTISZL,O,X,X,X,X,X,X,O,X,O,X,X
JOTIZLS,O,X,X,O,X,X,X,O,X,O,X,O
JOTIZSL,O,X,O,O,X,O,X,O,X,O,X,O
JOTLISZ,O,O,X,X,O,X,X,O,X,X,X,X
JOTLIZS,X,O,X,X,X,X,X,O,X,X,O,O
JOTLSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOTLSZI,O,O,X,X,O,X,X,X,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X,O,X,X,X,O
JOTLZSI,O,O,O,X,O,X,X,X,X,X,X,O
JOTSILZ,O,O,X,X,X,X,X,O,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X,O,X,O,X,X
JOTSLIZ,O,O,X,X,O,X,X,O,X,X,X,X
JOTSLZI,O,O,X,X,O,X,X,X,X,X,X,X
JOTSZIL,O,X,O,X,X,X,X,X,X,O,X,X
JOTSZLI,O,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,X,O,X,X,X,O,X,O,X,O
JOTZISL,O,X,O,O,X,X,X,O,X,O,X,O
JOTZLIS,O,X,X,X,X,X,X,O,X,O,X,O
JOTZLSI,O,X,O,X,O,X,X,X,X,O,X,O
JOTZSIL,O,X,O,O,X,X,X,X,X,O,X,O
JOTZSLI,O,X,O,X,X,X,X,X,X,O,X,O
JOITLSZ,O,O,X,X,O,X,O,O,X,X,X,X
JOITLZS,X,O,X,O,X,X,O,O,X,X,X,O
JOITSLZ,O,O,X,X,X,X,O,O,X,X,X,X
JOITSZL,O,X,X,X,X,X,O,O,X,O,X,X
JOITZLS,O,X,X,O,X,X,O,O,X,O,X,O
JOITZSL,O,X,O,O,X,O,O,O,X,O,X,O
JOILTSZ,O,O,X,X,O,X,X,O,X,X,X,X
JOILTZS,X,O,X,O,X,X,X,O,X,X,X,O
JOILSTZ,O,O,X,X,O,X,X,O,X,X,X,X
JOILSZT,O,O,X,X,O,X,X,X,X,O,X,X
JOILZTS,O,O,X,O,X,X,X,O,X,O,X,O
JOILZST,O,O,O,O,O,X,X,X,X,O,X,O
JOISTLZ,O,O,X,X,X,X,O,O,X,X,X,X
JOISTZL,O,X,X,X,X,X,O,O,X,O,X,X
JOISLTZ,O,O,X,X,O,X,X,O,X,X,X,X
JOISLZT,O,O,X,X,O,O,X,X,X,O,X,X
JOISZTL,O,X,O,X,X,O,O,X,X,O,X,X
JOISZLT,O,O,O,X,X,O,X,X,X,O,X,X
JOIZTLS,O,X,X,O,X,X,O,O,X,O,X,O
JOIZTSL,O,X,O,O,X,O,O,O,X,O,X,O
JOIZLTS,O,O,X,O,X,X,X,O,X,O,X,O
JOIZLST,O,O,O,O,O,X,X,X,X,O,X,O
JOIZSTL,O,X,O,O,X,O,O,X,X,O,X,O
