sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
ISJZTLO,O,X,X,X,X,O,O,X,X,X,X,X
ISJZTOL,O,X,X,X,X,O,O,X,X,O,X,X
ISJZLTO,X,X,X,X,X,O,X,X,X,X,X,X
ISJZLOT,O,X,X,X,X,O,X,X,X,O,X,X
ISJZOTL,O,X,X,X,X,O,O,X,X,O,X,X
ISJZOLT,O,O,X,X,X,O,X,X,X,O,X,X
ISJOTLZ,O,O,X,X,X,X,O,O,X,X,X,X
ISJOTZL,O,X,X,X,X,X,O,O,X,O,X,X
ISJOLTZ,O,O,X,X,X,X,X,O,X,X,X,X
ISJOLZT,O,O,X,X,X,O,X,X,X,O,X,X
ISJOZTL,O,X,X,X,X,O,O,X,X,O,X,X
ISJOZLT,O,O,X,X,X,O,X,X,X,O,X,X
ISZTLJO,X,X,X,O,X,O,O,X,O,X,X,O
ISZTLOJ,O,X,X,O,X,O,O,X,O,X,X,O
ISZTJLO,O,X,X,X,X,O,O,X,O,X,X,X
ISZTJOL,O,X,X,O,X,O,O,X,O,X,X,O
ISZTOLJ,O,X,X,O,X,O,O,X,O,X,X,O
ISZTOJL,O,X,X,O,X,O,O,X,O,X,X,O
ISZLTJO,X,X,X,O,X,O,O,X,O,X,X,O
ISZLTOJ,X,X,X,O,X,O,O,X,O,X,X,O
ISZLJTO,X,X,X,O,X,O,X,X,X,X,X,O
ISZLJOT,X,X,X,O,X,O,X,X,X,X,X,O
ISZLOTJ,X,X,X,O,X,O,O,X,O,X,X,O
ISZLOJT,X,X,X,O,X,O,X,X,X,X,X,O
ISZJTLO,O,X,X,X,X,O,O,X,X,X,X,X
ISZJTOL,O,X,X,O,X,O,O,X,X,O,X,O
ISZJLTO,X,X,X,O,X,O,X,X,X,X,X,O
ISZJLOT,O,X,X,O,X,O,X,X,X,O,X,O
ISZJOTL,O,X,X,O,X,O,O,X,X,O,X,O
ISZJOLT,O,X,X,O,X,O,X,X,X,O,X,O
ISZOTLJ,O,X,X,O,X,O,O,X,O,X,X,O
ISZOTJL,O,X,X,O,X,O,O,X,O,X,X,O
ISZOLTJ,X,X,X,O,X,O,O,X,O,X,X,O
ISZOLJT,X,X,X,O,X,O,X,X,X,X,X,O
ISZOJTL,O,X,X,O,X,O,O,X,X,O,X,O
ISZOJLT,O,X,X,O,X,O,X,X,X,O,X,O
ISOTLJZ,X,X,X,X,X,X,O,X,X,X,X,X
ISOTLZJ,X,X,X,O,X,O,O,X,X,X,X,O
ISOTJLZ,X,X,X,X,X,X,O,X,X,X,X,X
ISOTJZL,X,X,X,X,X,X,O,X,X,X,X,X
ISOTZLJ,X,X,X,O,X,O,O,X,X,X,X,O
ISOTZJL,X,X,X,O,X,O,O,X,X,X,X,O
ISOLTJZ,O,O,X,X,X,X,O,X,X,X,X,X
ISOLTZJ,X,O,X,O,X,O,O,X,X,X,X,O
ISOLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISOLJZT,O,O,X,X,X,O,X,X,X,X,X,X
ISOLZTJ,O,X,X,O,X,O,O,X,O,X,X,O
ISOLZJT,O,X,X,O,X,O,X,X,X,X,X,O
ISOJTLZ,O,O,X,X,X,X,O,O,X,X,X,X
ISOJTZL,O,X,X,X,X,X,O,O,X,O,X,X
ISOJLTZ,O,O,X,X,X,X,X,O,X,X,X,X
ISOJLZT,O,O,X,X,X,O,X,X,X,O,X,X
ISOJZTL,O,X,X,X,X,O,O,X,X,O,X,X
ISOJZLT,O,O,X,X,X,O,X,X,X,O,X,X
ISOZTLJ,O,X,X,O,X,O,O,X,O,X,X,O
ISOZTJL,O,X,X,O,X,O,O,X,O,X,X,O
ISOZLTJ,X,X,X,O,X,O,O,X,O,X,X,O
ISOZLJT,X,X,X,O,X,O,X,X,X,X,X,O
ISOZJTL,O,X,X,O,X,O,O,X,X,O,X,O
ISOZJLT,O,X,X,O,X,O,X,X,X,O,X,O
IZTLJSO,X,X,X,O,X,X,O,X,X,X,X,O
IZTLJOS,X,X,X,O,X,X,O,X,X,X,X,O
IZTLSJO,X,X,X,O,X,O,O,X,X,X,X,O
IZTLSOJ,O,X,X,O,X,O,O,X,X,X,X,O
IZTLOJS,X,X,X,O,X,X,O,X,X,X,X,O
IZTLOSJ,O,X,X,O,X,O,O,X,X,X,X,O
IZTJLSO,O,X,X,O,X,X,O,X,X,O,X,O
IZTJLOS,O,X,X,O,X,X,O,X,X,O,X,O
IZTJSLO,O,X,O,X,X,O,O,X,X,O,X,X
IZTJSOL,O,X,O,O,X,O,O,X,X,O,X,O
IZTJOLS,O,X,X,O,X,X,O,X,X,O,X,O
IZTJOSL,O,X,O,O,X,O,O,X,X,O,X,O
IZTSLJO,X,X,X,O,X,O,O,X,X,X,X,O
IZTSLOJ,O,X,X,O,X,O,O,X,X,X,X,O
IZTSJLO,O,X,O,X,X,O,O,X,X,O,X,X
IZTSJOL,O,X,O,O,X,O,O,X,X,O,X,O
IZTSOLJ,O,X,X,O,X,O,O,X,X,X,X,O
IZTSOJL,O,X,O,O,X,O,O,X,X,O,X,O
IZTOLJS,X,X,X,O,X,X,O,X,X,X,X,O
IZTOLSJ,O,X,X,O,X,O,O,X,X,X,X,O
IZTOJLS,O,X,X,O,X,X,O,X,X,O,X,O
IZTOJSL,O,X,O,O,X,O,O,X,X,O,X,O
IZTOSLJ,O,X,X,O,X,O,O,X,X,X,X,O
IZTOSJL,O,X,O,O,X,O,O,X,X,O,X,O
IZLTJSO,O,X,X,O,X,X,O,X,X,X,X,O
IZLTJOS,O,X,X,O,X,X,O,X,X,X,X,O
IZLTSJO,O,X,X,O,X,O,O,X,X,X,X,O
IZLTSOJ,O,X,X,O,X,O,O,X,X,X,X,O
IZLTOJS,O,X,X,O,X,X,O,X,X,X,X,O
IZLTOSJ,O,X,X,O,X,O,O,X,X,X,X,O
IZLJTSO,O,X,X,O,X,X,X,X,X,X,X,O
IZLJTOS,O,X,X,O,X,X,X,X,X,X,X,O
IZLJSTO,O,X,X,O,X,X,X,X,X,X,X,O
IZLJSOT,O,X,X,O,X,X,X,X,X,X,X,O
IZLJOTS,O,X,X,O,X,X,X,X,X,X,X,O
IZLJOST,O,X,X,O,X,X,X,X,X,X,X,O
IZLSTJO,O,X,X,O,X,O,O,X,X,X,X,O
IZLSTOJ,O,X,X,O,X,O,O,X,X,X,X,O
IZLSJTO,O,X,X,O,X,O,X,X,X,X,X,O
IZLSJOT,O,X,X,O,X,O,X,X,X,X,X,O
IZLSOTJ,O,X,X,O,X,O,O,X,X,X,X,O
IZLSOJT,O,X,X,O,X,O,X,X,X,X,X,O
IZLOTJS,O,X,X,O,X,X,O,X,X,X,X,O
IZLOTSJ,O,X,X,O,X,O,O,X,X,X,X,O
IZLOJTS,O,X,X,O,X,X,X,X,X,X,X,O
IZLOJST,O,X,X,O,X,X,X,X,X,X,X,O
IZLOSTJ,O,X,X,O,X,O,O,X,X,X,X,O
IZLOSJT,O,X,X,O,X,O,X,X,X,X,X,O
IZJTLSO,O,X,X,O,X,X,O,O,X,O,X,O
IZJTLOS,O,X,X,O,X,X,O,O,X,O,X,O
IZJTSLO,O,X,O,X,X,O,O,O,X,O,X,X
IZJTSOL,O,X,O,O,X,O,O,O,X,O,X,O
IZJTOLS,O,X,X,O,X,X,O,O,X,O,X,O
IZJTOSL,O,X,O,O,X,O,O,O,X,O,X,O
IZJLTSO,O,X,X,O,X,X,X,O,X,O,X,O
IZJLTOS,O,X,X,O,X,X,X,O,X,O,X,O
IZJLSTO,O,X,O,O,X,X,X,X,X,X,X,O
IZJLSOT,O,X,O,O,X,X,X,X,X,O,X,O
IZJLOTS,O,X,X,O,X,X,X,O,X,O,X,O
IZJLOST,O,X,O,O,X,X,X,X,X,O,X,O
IZJSTLO,O,X,O,X,X,O,O,X,X,O,X,X
IZJSTOL,O,X,O,O,X,O,O,X,X,O,X,O
IZJSLTO,O,X,O,O,X,O,X,X,X,X,X,O
IZJSLOT,O,X,O,O,X,O,X,X,X,O,X,O
IZJSOTL,O,X,O,O,X,O,O,X,X,O,X,O
IZJSOLT,O,X,O,O,X,O,X,X,X,O,X,O
IZJOTLS,O,X,X,O,X,X,O,O,X,O,X,O
IZJOTSL,O,X,O,O,X,O,O,O,X,O,X,O
IZJOLTS,O,X,X,O,X,X,X,O,X,O,X,O
IZJOLST,O,X,O,O,X,X,X,X,X,O,X,O
IZJOSTL,O,X,O,O,X,O,O,X,X,O,X,O
IZJOSLT,O,X,O,O,X,O,X,X,X,O,X,O
IZSTLJO,X,X,X,O,X,O,O,X,X,X,X,O
IZSTLOJ,O,X,X,O,X,O,O,X,X,X,X,O
IZSTJLO,O,X,O,X,X,O,O,X,X,X,X,X
IZSTJOL,O,X,O,O,X,O,O,X,X,X,X,O
IZSTOLJ,O,X,X,O,X,O,O,X,X,X,X,O
IZSTOJL,O,X,O,O,X,O,O,X,X,X,X,O
IZSLTJO,X,X,X,O,X,O,O,X,X,X,X,O
IZSLTOJ,X,X,X,O,X,O,O,X,X,X,X,O
IZSLJTO,X,X,X,O,X,O,X,X,X,X,X,O
IZSLJOT,X,X,X,O,X,O,X,X,X,X,X,O
IZSLOTJ,X,X,X,O,X,O,O,X,X,X,X,O
IZSLOJT,X,X,X,O,X,O,X,X,X,X,X,O
IZSJTLO,O,X,O,X,X,O,O,X,X,X,X,X
IZSJTOL,O,X,O,O,X,O,O,X,X,O,X,O
IZSJLTO,X,X,O,O,X,O,X,X,X,X,X,O
IZSJLOT,O,X,O,O,X,O,X,X,X,O,X,O
IZSJOTL,O,X,O,O,X,O,O,X,X,O,X,O
IZSJOLT,O,X,O,O,X,O,X,X,X,O,X,O
IZSOTLJ,O,X,X,O,X,O,O,X,X,X,X,O
IZSOTJL,O,X,O,O,X,O,O,X,X,X,X,O
IZSOLTJ,X,X,X,O,X,O,O,X,X,X,X,O
IZSOLJT,X,X,X,O,X,O,X,X,X,X,X,O
IZSOJTL,O,X,O,O,X,O,O,X,X,O,X,O
IZSOJLT,O,X,O,O,X,O,X,X,X,O,X,O
IZOTLJS,X,X,X,O,X,X,O,X,X,X,X,O
IZOTLSJ,O,X,X,O,X,O,O,X,X,X,X,O
IZOTJLS,O,X,X,O,X,X,O,X,X,O,X,O
IZOTJSL,O,X,O,O,X,O,O,X,X,O,X,O
IZOTSLJ,O,X,X,O,X,O,O,X,X,X,X,O
IZOTSJL,O,X,O,O,X,O,O,X,X,O,X,O
IZOLTJS,O,X,X,O,X,X,O,X,X,X,X,O
IZOLTSJ,O,X,X,O,X,O,O,X,X,X,X,O
IZOLJTS,O,X,X,O,X,X,X,X,X,X,X,O
IZOLJST,O,X,X,O,X,X,X,X,X,X,X,O
IZOLSTJ,O,X,X,O,X,O,O,X,X,X,X,O
IZOLSJT,O,X,X,O,X,O,X,X,X,X,X,O
IZOJTLS,O,X,X,O,X,X,O,O,X,O,X,O
IZOJTSL,O,X,O,O,X,O,O,O,X,O,X,O
IZOJLTS,O,X,X,O,X,X,X,O,X,O,X,O
IZOJLST,O,X,O,O,X,X,X,X,X,O,X,O
IZOJSTL,O,X,O,O,X,O,O,X,X,O,X,O
IZOJSLT,O,X,O,O,X,O,X,X,X,O,X,O
IZOSTLJ,O,X,X,O,X,O,O,X,X,X,X,O
IZOSTJL,O,X,O,O,X,O,O,X,X,X,X,O
IZOSLTJ,X,X,X,O,X,O,O,X,X,X,X,O
IZOSLJT,X,X,X,O,X,O,X,X,X,X,X,O
IZOSJTL,O,X,O,O,X,O,O,X,X,O,X,O
IZOSJLT,O,X,O,O,X,O,X,X,X,O,X,O
IOTLJSZ,X,X,X,X,O,X,O,O,X,X,X,X
IOTLJZS,X,X,X,O,X,X,O,O,X,X,O,O
IOTLSJZ,X,X,X,X,O,X,O,X,X,X,X,X
IOTLSZJ,X,X,X,O,X,X,O,X,X,X,O,O
IOTLZJS,X,X,X,O,X,X,O,X,X,X,O,O
IOTLZSJ,X,X,X,O,X,O,O,X,X,X,O,O
IOTJLSZ,X,X,X,X,O,X,O,O,X,X,X,X
IOTJLZS,X,X,X,O,X,X,O,O,X,X,X,O
IOTJSLZ,X,X,X,X,X,X,O,O,X,X,X,X
IOTJSZL,X,X,X,X,X,X,O,O,X,X,X,X
IOTJZLS,X,X,X,O,X,X,O,O,X,X,X,O
IOTJZSL,X,X,O,O,X,O,O,O,X,X,X,O
IOTSLJZ,X,X,X,X,X,X,O,X,X,X,X,X
IOTSLZJ,X,X,X,O,X,O,O,X,X,X,X,O
IOTSJLZ,X,X,X,X,X,X,O,O,X,X,X,X
IOTSJZL,X,X,X,X,X,X,O,O,X,X,X,X
IOTSZLJ,X,X,X,O,X,O,O,X,X,X,X,O
IOTSZJL,X,X,X,O,X,O,O,X,X,X,X,O
IOTZLJS,X,X,X,O,X,X,O,X,X,X,X,O
IOTZLSJ,X,X,X,O,X,O,O,X,X,X,X,O
IOTZJLS,X,X,X,O,X,X,O,O,X,X,X,O
IOTZJSL,X,X,O,O,X,O,O,O,X,X,X,O
IOTZSLJ,X,X,X,O,X,O,O,X,X,X,X,O
IOTZSJL,X,X,O,O,X,O,O,X,X,X,X,O
IOLTJSZ,O,O,X,X,O,X,O,X,X,X,X,X
IOLTJZS,X,O,X,O,X,X,O,X,X,X,O,O
IOLTSJZ,O,O,X,X,O,X,O,X,X,X,X,X
IOLTSZJ,X,O,X,O,X,X,O,X,X,X,O,O
IOLTZJS,X,X,X,O,X,X,O,X,X,X,O,O
IOLTZSJ,X,O,X,O,X,O,O,X,X,X,O,O
IOLJTSZ,O,O,X,X,O,X,X,O,X,X,X,X
IOLJTZS,X,O,X,O,X,X,X,O,X,X,O,O
IOLJSTZ,O,O,X,X,O,X,X,O,X,X,X,X
IOLJSZT,O,O,X,X,O,X,X,X,X,X,X,X
IOLJZTS,O,O,X,O,X,X,X,O,X,X,X,O
IOLJZST,O,O,X,O,O,X,X,X,X,X,X,O
IOLSTJZ,O,O,X,X,O,X,O,X,X,X,X,X
IOLSTZJ,X,O,X,O,X,O,O,X,X,X,O,O
IOLSJTZ,O,O,X,X,O,X,X,X,X,X,X,X
IOLSJZT,O,O,X,X,O,O,X,X,X,X,X,X
IOLSZTJ,O,X,X,O,X,O,O,X,O,X,X,O
IOLSZJT,O,X,X,O,X,O,X,X,X,X,X,O
IOLZTJS,O,X,X,O,X,X,O,X,X,X,O,O
IOLZTSJ,O,X,X,O,X,O,O,X,X,X,O,O
IOLZJTS,O,X,X,O,X,X,X,X,X,X,X,O
IOLZJST,O,X,X,O,X,X,X,X,X,X,X,O
IOLZSTJ,O,X,X,O,X,O,O,X,X,X,X,O
IOLZSJT,O,X,X,O,X,O,X,X,X,X,X,O
IOJTLSZ,O,O,X,X,O,X,O,O,X,X,X,X
IOJTLZS,X,O,X,O,X,X,O,O,X,X,X,O
IOJTSLZ,O,O,X,X,X,X,O,O,X,X,X,X
IOJTSZL,O,X,X,X,X,X,O,O,X,O,X,X
IOJTZLS,O,X,X,O,X,X,O,O,X,O,X,O
IOJTZSL,O,X,O,O,X,O,O,O,X,O,X,O
IOJLTSZ,O,O,X,X,O,X,X,O,X,X,X,X
IOJLTZS,X,O,X,O,X,X,X,O,X,X,X,O
IOJLSTZ,O,O,X,X,O,X,X,O,X,X,X,X
IOJLSZT,O,O,X,X,O,X,X,X,X,O,X,X
IOJLZTS,O,O,X,O,X,X,X,O,X,O,X,O
IOJLZST,O,O,O,O,O,X,X,X,X,O,X,O
IOJSTLZ,O,O,X,X,X,X,O,O,X,X,X,X
IOJSTZL,O,X,X,X,X,X,O,O,X,O,X,X
IOJSLTZ,O,O,X,X,O,X,X,O,X,X,X,X
IOJSLZT,O,O,X,X,O,O,X,X,X,O,X,X
IOJSZTL,O,X,O,X,X,O,O,X,X,O,X,X
IOJSZLT,O,O,O,X,X,O,X,X,X,O,X,X
IOJZTLS,O,X,X,O,X,X,O,O,X,O,X,O
IOJZTSL,O,X,O,O,X,O,O,O,X,O,X,O
IOJZLTS,O,O,X,O,X,X,X,O,X,O,X,O
IOJZLST,O,O,O,O,O,X,X,X,X,O,X,O
IOJZSTL,O,X,O,O,X,O,O,X,X,O,X,O
IOJZSLT,O,O,O,O,X,O,X,X,X,O,X,O
IOSTLJZ,X,X,X,X,X,X,O,X,X,X,X,X
IOSTLZJ,X,X,X,O,X,O,O,X,X,X,X,O
IOSTJLZ,X,X,X,X,X,X,O,X,X,X,X,X
IOSTJZL,X,X,X,X,X,X,O,X,X,X,X,X
IOSTZLJ,X,X,X,O,X,O,O,X,X,X,X,O
IOSTZJL,X,X,X,O,X,O,O,X,X,X,X,O
IOSLTJZ,O,O,X,X,X,X,O,X,X,X,X,X
IOSLTZJ,X,O,X,O,X,O,O,X,X,X,X,O
IOSLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,O,X,X,X,O,X,X,X,X,X,X
IOSLZTJ,O,X,X,O,X,O,O,X,O,X,X,O
IOSLZJT,O,X,X,O,X,O,X,X,X,X,X,O
IOSJTLZ,O,O,X,X,X,X,O,O,X,X,X,X
IOSJTZL,O,X,X,X,X,X,O,O,X,O,X,X
IOSJLTZ,O,O,X,X,X,X,X,O,X,X,X,X
IOSJLZT,O,O,X,X,X,O,X,X,X,O,X,X
IOSJZTL,O,X,X,X,X,O,O,X,X,O,X,X
IOSJZLT,O,O,X,X,X,O,X,X,X,O,X,X
IOSZTLJ,O,X,X,O,X,O,O,X,O,X,X,O
IOSZTJL,O,X,X,O,X,O,O,X,O,X,X,O
IOSZLTJ,X,X,X,O,X,O,O,X,O,X,X,O
IOSZLJT,X,X,X,O,X,O,X,X,X,X,X,O
IOSZJTL,O,X,X,O,X,O,O,X,X,O,X,O
IOSZJLT,O,X,X,O,X,O,X,X,X,O,X,O
IOZTLJS,X,X,X,O,X,X,O,X,X,X,X,O
IOZTLSJ,O,X,X,O,X,O,O,X,X,X,X,O
IOZTJLS,O,X,X,O,X,X,O,X,X,O,X,O
IOZTJSL,O,X,O,O,X,O,O,X,X,O,X,O
IOZTSLJ,O,X,X,O,X,O,O,X,X,X,X,O
IOZTSJL,O,X,O,O,X,O,O,X,X,O,X,O
IOZLTJS,O,X,X,O,X,X,O,X,X,X,X,O
IOZLTSJ,O,X,X,O,X,O,O,X,X,X,X,O
IOZLJTS,O,X,X,O,X,X,X,X,X,X,X,O
IOZLJST,O,X,X,O,X,X,X,X,X,X,X,O
IOZLSTJ,O,X,X,O,X,O,O,X,X,X,X,O
IOZLSJT,O,X,X,O,X,O,X,X,X,X,X,O
IOZJTLS,O,X,X,O,X,X,O,O,X,O,X,O
IOZJTSL,O,X,O,O,X,O,O,O,X,O,X,O
IOZJLTS,O,X,X,O,X,X,X,O,X,O,X,O
IOZJLST,O,X,O,O,X,X,X,X,X,O,X,O
IOZJSTL,O,X,O,O,X,O,O,X,X,O,X,O
IOZJSLT,O,X,O,O,X,O,X,X,X,O,X,O
IOZSTLJ,O,X,X,O,X,O,O,X,X,X,X,O
IOZSTJL,O,X,O,O,X,O,O,X,X,X,X,O
IOZSLTJ,X,X,X,O,X,O,O,X,X,X,X,O
IOZSLJT,X,X,X,O,X,O,X,X,X,X,X,O
IOZSJTL,O,X,O,O,X,O,O,X,X,O,X,O
IOZSJLT,O,X,O,O,X,O,X,X,X,O,X,O
LTIJSZO,X,O,X,X,O,X,X,O,X,X,X,X
LTIJSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIJZSO,X,O,X,O,X,X,X,O,X,X,O,O
LTIJZOS,X,O,X,O,X,X,X,O,X,X,O,O
LTIJOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIJOZS,X,O,X,O,X,X,X,O,X,X,O,O
LTISJZO,X,O,X,X,O,X,X,X,X,X,X,X
LTISJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LTISZJO,X,X,X,O,X,X,X,X,X,X,O,O
LTISZOJ,X,O,X,O,X,X,X,X,X,X,O,O
LTISOJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTISOZJ,X,O,X,O,X,X,X,X,X,X,O,O
LTIZJSO,X,X,X,O,X,X,X,X,X,X,O,O
LTIZJOS,X,X,X,O,X,X,X,X,X,X,O,O
LTIZSJO,X,X,X,O,X,O,X,X,X,X,O,O
LTIZSOJ,X,O,X,O,X,O,X,X,X,X,O,O
LTIZOJS,X,X,X,O,X,X,X,X,X,X,O,O
LTIZOSJ,X,O,X,O,X,O,X,X,X,X,O,O
LTIOJSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIOJZS,X,O,X,O,X,X,X,O,X,X,O,O
LTIOSJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTIOSZJ,X,O,X,O,X,X,X,X,X,X,O,O
LTIOZJS,X,X,X,O,X,X,X,X,X,X,O,O
LTIOZSJ,X,O,X,O,X,O,X,X,X,X,O,O
LTJISZO,X,O,X,X,O,X,X,O,X,X,X,X
LTJISOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJIZSO,X,O,X,X,X,X,X,O,X,X,O,O
LTJIZOS,X,O,X,X,X,X,X,O,X,X,O,O
LTJIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJIOZS,X,O,X,X,X,X,X,O,X,X,O,O
LTJSIZO,X,O,X,X,O,X,X,O,X,X,X,X
LTJSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJSZIO,O,O,X,X,O,X,X,X,X,X,X,X
LTJSZOI,O,O,X,X,O,X,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJSOZI,O,O,X,X,O,X,X,X,X,X,X,X
LTJZISO,O,O,X,X,X,X,X,O,X,X,X,O
LTJZIOS,O,O,X,X,X,X,X,O,X,X,X,O
LTJZSIO,O,O,O,X,O,X,X,X,X,X,X,X
LTJZSOI,O,O,O,X,O,X,X,X,X,X,X,O
LTJZOIS,O,O,X,X,X,X,X,O,X,X,X,O
LTJZOSI,O,O,O,X,O,X,X,X,X,X,X,O
LTJOISZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJOIZS,X,O,X,X,X,X,X,O,X,X,O,O
LTJOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJOSZI,O,O,X,X,O,X,X,X,X,X,X,X
LTJOZIS,O,O,X,X,X,X,X,O,X,X,X,O
LTJOZSI,O,O,O,X,O,X,X,X,X,X,X,O
LTSIJZO,X,O,X,X,O,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSIZJO,X,X,X,X,X,X,X,X,X,X,O,O
LTSIZOJ,X,O,X,X,X,X,X,X,X,X,O,O
LTSIOJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSIOZJ,X,O,X,X,X,X,X,X,X,X,O,O
LTSJIZO,X,O,X,X,O,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSJZIO,O,O,X,X,O,X,X,X,X,X,X,X
LTSJZOI,O,O,X,X,O,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSJOZI,O,O,X,X,O,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,X,X,X,O,X,X,O
LTSZIOJ,O,O,X,X,X,X,X,X,O,X,X,O
LTSZJIO,O,O,X,X,O,X,X,X,O,X,X,X
LTSZJOI,O,O,X,X,O,X,X,X,O,X,X,O
LTSZOIJ,O,O,X,X,X,X,X,X,O,X,X,O
LTSZOJI,O,O,X,X,O,X,X,X,O,X,X,O
LTSOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSOIZJ,X,O,X,X,X,X,X,X,X,X,O,O
LTSOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSOJZI,O,O,X,X,O,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,X,X,X,X,X,O,X,X,O
LTSOZJI,O,O,X,X,O,X,X,X,O,X,X,O
LTZIJSO,O,X,X,O,X,X,X,X,X,X,O,O
LTZIJOS,O,X,X,O,X,X,X,X,X,X,O,O
LTZISJO,O,X,X,O,X,X,X,X,X,X,O,O
LTZISOJ,O,O,X,O,X,X,X,X,X,X,O,O
LTZIOJS,O,X,X,O,X,X,X,X,X,X,O,O
LTZIOSJ,O,O,X,O,X,X,X,X,X,X,O,O
LTZJISO,O,O,X,X,X,X,X,X,X,X,X,O
LTZJIOS,O,O,X,X,X,X,X,X,X,X,X,O
LTZJSIO,O,O,O,X,O,X,X,X,X,X,X,X
LTZJSOI,O,O,O,X,O,X,X,X,X,X,X,O
LTZJOIS,O,O,X,X,X,X,X,X,X,X,X,O
LTZJOSI,O,O,O,X,O,X,X,X,X,X,X,O
LTZSIJO,O,X,X,X,X,X,X,X,X,X,X,O
LTZSIOJ,O,O,X,X,X,X,X,X,X,X,X,O
LTZSJIO,O,O,O,X,O,X,X,X,X,X,X,X
LTZSJOI,O,O,O,X,O,X,X,X,X,X,X,O
LTZSOIJ,O,O,X,O,X,X,X,X,X,X,X,O
LTZSOJI,O,O,O,X,O,X,X,X,X,X,X,O
LTZOIJS,O,X,X,O,X,X,X,X,X,X,O,O
LTZOISJ,O,O,X,O,X,X,X,X,X,X,O,O
LTZOJIS,O,O,X,X,X,X,X,X,X,X,X,O
LTZOJSI,O,O,O,X,O,X,X,X,X,X,X,O
LTZOSIJ,O,O,X,O,X,X,X,X,X,X,X,O
LTZOSJI,O,O,O,X,O,X,X,X,X,X,X,O
LTOIJSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOIJZS,X,O,X,O,X,X,X,O,X,X,O,O
LTOISJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTOISZJ,X,O,X,O,X,X,X,X,X,X,O,O
LTOIZJS,X,X,X,O,X,X,X,X,X,X,O,O
LTOIZSJ,X,O,X,O,X,O,X,X,X,X,O,O
LTOJISZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOJIZS,X,O,X,X,X,X,X,O,X,X,O,O
LTOJSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOJSZI,O,O,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,X,X,X,O,X,X,X,O
LTOJZSI,O,O,O,X,O,X,X,X,X,X,X,O
LTOSIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTOSIZJ,X,O,X,X,X,X,X,X,X,X,O,O
LTOSJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,X,X,X,X,O,X,X,O
