sequence,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhF6gBxcBXeBemBzh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFxbBOiBXeBqlBTh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFlbBXeB6mBZnBzq?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Jel6IvhFUcBXeB6lBZnBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFehBXeBzhB6lBxr?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFVhBXeBZnB6qBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFTcBFeBRmB6lB/n?BmrB,v115@9gA8HeD8DeF8EeH8AeC8Jex6IvhFTcBFeBUmBasB/s?BGqB
JTLISOZ,O,O,X,O,X,X,X,X
JTLIZSO,O,O,X,X,X,X,X,X
JTLIZOS,O,O,X,X,X,X,X,X
JTLIOSZ,O,O,X,O,X,X,X,X
JTLIOZS,O,O,X,O,X,X,X,X
JTLSIZO,O,O,X,X,X,X,X,X
JTLSIOZ,O,O,X,O,X,X,X,X
JTLSZIO,O,O,X,X,X,X,X,X
JTLSZOI,O,O,X,X,X,X,X,X
JTLSOIZ,O,O,X,O,X,X,X,X
JTLSOZI,O,O,X,O,X,X,X,X
JTLZISO,O,O,X,X,X,X,X,X
JTLZIOS,O,O,X,X,X,X,X,X
JTLZSIO,O,O,X,X,X,X,X,X
JTLZSOI,O,O,X,X,X,X,X,X
JTLZOIS,O,O,X,X,X,X,X,X
JTLZOSI,O,O,X,X,X,X,X,X
JTLOISZ,O,O,X,O,X,X,X,X
JTLOIZS,O,O,X,O,X,X,X,X
JTLOSIZ,O,O,X,O,X,X,X,X
JTLOSZI,O,O,X,O,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,X
JTSILOZ,O,O,X,O,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X
JTSLIZO,O,O,X,X,X,X,X,X
JTSLIOZ,O,O,X,O,X,X,X,X
JTSLZIO,O,O,X,X,X,X,X,X
JTSLZOI,O,O,X,X,X,X,X,X
JTSLOIZ,O,O,X,O,X,X,X,X
JTSLOZI,O,O,X,O,X,X,X,X
JTSZILO,O,O,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X
JTSOIZL,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X
JTZILSO,O,O,X,X,X,X,O,X
JTZILOS,O,O,X,X,X,X,O,X
JTZISLO,O,O,X,X,X,X,O,X
JTZISOL,O,O,X,X,X,X,O,X
JTZIOLS,O,X,X,X,X,X,O,X
JTZIOSL,O,O,X,X,X,X,O,X
JTZLISO,O,O,X,X,X,X,X,X
JTZLIOS,O,O,X,X,X,X,X,X
JTZLSIO,O,O,X,X,X,X,X,X
JTZLSOI,O,O,X,X,X,X,X,X
JTZLOIS,O,O,X,X,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X
JTZSIOL,O,O,X,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X
JTZSLOI,O,O,X,X,X,X,X,X
JTZSOIL,O,O,X,X,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X,X
JTZOILS,O,X,X,X,X,X,X,X
JTZOISL,O,O,X,X,X,X,X,X
JTZOLIS,O,O,X,X,X,X,X,X
JTZOLSI,O,O,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X,X
JTOILSZ,O,O,X,X,X,X,X,X
JTOILZS,O,O,X,X,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X,X
JTOISZL,O,X,X,X,X,X,X,X
JTOIZLS,O,X,X,X,X,X,X,X
JTOIZSL,O,X,X,X,X,X,X,X
JTOLISZ,O,O,X,X,X,X,X,X
JTOLIZS,O,O,X,X,X,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X,X
JTOLZSI,O,O,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X,X
JTOSIZL,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X
JTOZILS,O,X,X,X,X,X,X,X
JTOZISL,O,O,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X
JTOZLSI,O,O,X,X,X,X,X,X
JTOZSIL,O,O,X,X,X,X,X,X
JTOZSLI,O,O,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,O,X
JITLSOZ,O,X,X,O,X,X,O,X
JITLZSO,O,X,X,X,X,X,O,X
JITLZOS,O,X,X,X,X,X,O,X
JITLOSZ,O,X,X,O,X,X,O,X
JITLOZS,O,X,X,O,X,X,O,X
JITSLZO,O,X,X,X,X,X,O,X
JITSLOZ,O,X,X,O,X,X,O,X
JITSZLO,O,X,X,X,X,X,O,X
JITSZOL,O,X,X,X,O,X,O,X
JITSOLZ,O,X,X,X,O,X,O,X
JITSOZL,O,X,X,X,O,X,O,X
JITZLSO,O,X,X,X,X,X,O,X
JITZLOS,O,X,X,X,X,X,O,X
JITZSLO,O,X,X,X,X,X,O,X
JITZSOL,O,X,X,X,O,X,O,X
JITZOLS,O,X,X,X,O,X,O,X
JITZOSL,O,X,X,X,O,X,O,X
JITOLSZ,O,X,X,X,O,X,O,X
JITOLZS,O,X,X,X,O,X,O,X
JITOSLZ,O,X,X,X,O,X,O,X
JITOSZL,O,X,X,X,O,X,O,X
JITOZLS,O,X,X,X,O,X,O,X
JITOZSL,O,X,X,X,O,X,O,X
JILTSZO,O,X,X,X,X,X,O,X
JILTSOZ,O,X,X,O,X,X,O,X
JILTZSO,O,X,X,X,X,X,O,X
JILTZOS,O,X,X,X,X,X,O,X
JILTOSZ,O,X,X,O,X,X,O,X
JILTOZS,O,X,X,O,X,X,O,X
JILSTZO,O,X,X,X,X,X,O,X
JILSTOZ,O,X,X,O,X,X,O,X
JILSZTO,O,X,X,X,X,X,O,X
JILSZOT,O,X,X,X,O,X,O,X
JILSOTZ,X,X,X,O,O,X,O,X
JILSOZT,O,X,X,O,O,X,O,X
JILZTSO,O,X,X,X,X,X,O,X
JILZTOS,O,X,X,X,X,X,O,X
JILZSTO,O,X,X,X,X,X,O,O
JILZSOT,O,X,X,X,O,X,O,O
JILZOTS,X,X,X,X,O,X,O,X
JILZOST,O,X,X,X,O,X,O,O
JILOTSZ,X,X,X,O,O,X,O,X
JILOTZS,X,X,X,O,O,X,O,X
JILOSTZ,X,X,X,O,O,X,O,X
JILOSZT,O,X,X,O,O,X,O,X
JILOZTS,X,X,X,O,O,X,O,X
JILOZST,O,X,X,O,O,X,O,X
JISTLZO,O,X,X,X,X,X,O,X
JISTLOZ,O,X,X,O,X,X,O,X
JISTZLO,O,X,X,X,X,X,O,X
JISTZOL,O,X,X,X,O,X,O,X
JISTOLZ,O,X,X,X,O,X,O,X
JISTOZL,O,X,X,X,O,X,O,X
JISLTZO,O,X,X,X,X,X,O,X
JISLTOZ,O,X,X,O,X,X,O,X
JISLZTO,O,X,X,X,X,X,O,X
JISLZOT,O,X,X,X,O,X,O,X
JISLOTZ,X,X,X,O,O,X,O,X
JISLOZT,O,X,X,O,O,X,O,X
JISZTLO,O,X,X,X,X,X,O,X
JISZTOL,O,X,X,X,O,X,O,X
JISZLTO,O,X,X,X,X,X,O,X
JISZLOT,O,X,X,X,O,X,O,X
JISZOTL,X,X,X,X,O,O,O,X
JISZOLT,O,X,O,X,O,X,O,X
JISOTLZ,X,X,X,X,O,X,O,X
JISOTZL,X,X,X,X,O,O,O,X
JISOLTZ,X,X,O,O,O,X,O,X
JISOLZT,O,X,O,O,O,X,O,X
JISOZTL,X,X,X,X,O,O,O,X
JISOZLT,O,X,O,X,O,X,O,X
JIZTLSO,O,X,X,X,X,X,O,X
JIZTLOS,O,X,X,X,X,X,O,X
JIZTSLO,O,X,X,X,X,X,O,X
JIZTSOL,O,X,X,X,O,X,O,X
JIZTOLS,O,X,X,X,O,X,O,X
JIZTOSL,O,X,X,X,O,X,O,X
JIZLTSO,O,X,X,X,X,X,O,X
JIZLTOS,O,X,X,X,X,X,O,X
JIZLSTO,O,X,X,X,X,X,O,O
JIZLSOT,O,X,X,X,O,X,O,O
JIZLOTS,X,X,X,X,O,X,O,X
JIZLOST,O,X,X,X,O,X,O,O
JIZSTLO,O,X,X,X,X,X,O,X
JIZSTOL,O,X,X,X,O,X,O,X
JIZSLTO,O,X,X,X,X,X,O,X
JIZSLOT,O,X,X,X,O,X,O,X
JIZSOTL,X,X,X,X,O,O,O,X
JIZSOLT,O,X,O,X,O,X,O,X
JIZOTLS,X,X,X,X,O,X,O,X
JIZOTSL,X,X,X,X,O,O,O,X
JIZOLTS,X,X,O,X,O,X,O,X
JIZOLST,O,X,O,X,O,X,O,X
JIZOSTL,X,X,X,X,O,O,O,X
JIZOSLT,O,X,O,X,O,X,O,X
JIOTLSZ,X,X,X,X,O,X,O,X
JIOTLZS,X,X,X,X,O,X,O,X
JIOTSLZ,X,X,X,X,O,X,O,X
JIOTSZL,X,X,X,X,O,O,O,X
JIOTZLS,X,X,X,X,O,X,O,X
JIOTZSL,X,X,X,X,O,O,O,X
JIOLTSZ,X,X,O,O,O,X,O,X
JIOLTZS,X,X,O,O,O,X,O,X
JIOLSTZ,X,X,O,O,O,X,O,X
JIOLSZT,O,X,O,O,O,X,O,X
JIOLZTS,X,X,O,O,O,X,O,X
JIOLZST,O,X,O,O,O,X,O,X
JIOSTLZ,X,X,X,X,O,X,O,X
JIOSTZL,X,X,X,X,O,O,O,X
JIOSLTZ,X,X,O,O,O,X,O,X
JIOSLZT,O,X,O,O,O,X,O,X
JIOSZTL,X,X,X,X,O,O,O,X
JIOSZLT,O,X,O,X,O,X,O,X
JIOZTLS,X,X,X,X,O,X,O,X
JIOZTSL,X,X,X,X,O,O,O,X
JIOZLTS,X,X,O,X,O,X,O,X
JIOZLST,O,X,O,X,O,X,O,X
JIOZSTL,X,X,X,X,O,O,O,X
JIOZSLT,O,X,O,X,O,X,O,X
JLTISZO,O,O,X,X,X,X,X,X
JLTISOZ,O,O,X,O,X,X,X,X
JLTIZSO,O,O,X,X,X,X,X,X
JLTIZOS,O,O,X,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,X,X,X
JLTIOZS,O,O,X,O,X,X,X,X
JLTSIZO,O,O,X,X,X,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,X
JLTSZIO,O,O,X,X,X,X,X,X
JLTSZOI,O,O,X,X,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X
JLTZISO,O,O,X,X,X,X,X,X
JLTZIOS,O,O,X,X,X,X,X,X
JLTZSIO,O,O,X,X,X,X,X,X
JLTZSOI,O,O,X,X,X,X,X,X
JLTZOIS,O,O,X,X,X,X,X,X
JLTZOSI,O,O,X,X,X,X,X,X
JLTOISZ,O,O,X,O,X,X,X,X
JLTOIZS,O,O,X,O,X,X,X,X
JLTOSIZ,O,O,X,O,X,X,X,X
JLTOSZI,O,O,X,O,X,X,X,X
JLTOZIS,O,O,X,O,X,X,X,X
JLTOZSI,O,O,X,O,X,X,X,X
JLITSZO,O,O,X,X,X,X,O,X
JLITSOZ,O,O,X,O,X,X,O,X
JLITZSO,O,O,X,X,X,X,O,X
JLITZOS,O,O,X,X,X,X,O,X
JLITOSZ,O,O,X,O,X,X,O,X
JLITOZS,O,O,X,O,X,X,O,X
JLISTZO,O,O,X,X,X,X,O,X
JLISTOZ,O,X,X,O,X,X,O,X
JLISZTO,O,O,X,X,X,X,O,X
JLISZOT,O,O,X,X,X,X,O,X
JLISOTZ,X,X,X,O,X,X,O,X
JLISOZT,O,O,X,O,X,X,O,X
JLIZTSO,O,O,X,X,X,X,O,X
JLIZTOS,O,O,X,X,X,X,O,X
JLIZSTO,O,O,X,X,X,X,O,O
JLIZSOT,O,O,X,X,X,X,O,O
JLIZOTS,X,X,X,X,X,X,O,X
JLIZOST,O,X,X,X,X,X,O,O
JLIOTSZ,X,X,X,O,X,X,O,X
JLIOTZS,X,X,X,O,X,X,O,X
JLIOSTZ,X,X,X,O,X,X,O,X
JLIOSZT,O,X,X,O,X,X,O,X
JLIOZTS,X,X,X,O,X,X,O,X
JLIOZST,O,X,X,O,X,X,O,X
JLSTIZO,O,O,X,X,X,X,X,X
JLSTIOZ,O,O,X,O,X,X,X,X
JLSTZIO,O,O,X,X,X,X,X,X
JLSTZOI,O,O,X,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X
JLSITOZ,O,X,X,O,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,X,X
JLSIOTZ,X,O,X,O,X,X,X,X
JLSIOZT,O,O,X,O,X,X,X,X
JLSZTIO,O,O,X,X,X,X,X,X
JLSZTOI,O,O,X,X,X,X,X,X
JLSZITO,O,O,X,X,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X
JLSOITZ,X,O,X,O,X,X,X,X
JLSOIZT,O,O,X,O,X,X,X,X
JLSOZTI,O,O,X,O,X,X,X,X
JLSOZIT,O,O,X,O,X,X,X,X
JLZTISO,O,O,X,X,X,X,X,O
JLZTIOS,O,O,X,X,X,X,X,O
JLZTSIO,O,O,X,X,X,X,X,O
JLZTSOI,O,O,X,X,X,X,X,O
JLZTOIS,O,O,X,X,X,X,X,O
JLZTOSI,O,O,X,X,X,X,X,O
JLZITSO,O,O,X,X,X,X,O,O
JLZITOS,O,O,X,X,X,X,O,O
JLZISTO,O,O,X,X,X,X,O,O
JLZISOT,O,O,X,X,X,X,O,O
JLZIOTS,X,X,X,X,X,X,O,O
JLZIOST,O,X,X,X,X,X,O,O
JLZSTIO,O,O,X,X,X,X,X,O
JLZSTOI,O,O,X,X,X,X,X,O
JLZSITO,O,O,X,X,X,X,X,O
JLZSIOT,O,O,X,X,X,X,X,O
JLZSOTI,O,O,X,X,X,X,X,O
JLZSOIT,O,O,X,X,X,X,X,O
JLZOTIS,O,X,X,X,X,X,X,O
JLZOTSI,O,X,X,X,X,X,X,O
JLZOITS,X,X,X,X,X,X,X,O
JLZOIST,O,O,X,X,X,X,X,O
JLZOSTI,O,O,X,X,X,X,X,O
JLZOSIT,O,O,X,X,X,X,X,O
JLOTISZ,O,X,X,O,X,X,X,X
JLOTIZS,O,X,X,O,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X
JLOTZIS,O,X,X,O,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X
JLOITZS,X,X,X,O,X,X,X,X
JLOISTZ,X,O,X,O,X,X,X,X
JLOISZT,O,O,X,O,X,X,X,X
JLOIZTS,X,X,X,O,X,X,X,X
JLOIZST,O,O,X,O,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X
JLOSITZ,X,O,X,O,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,X
JLOSZIT,O,O,X,O,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,X
JLOZTSI,O,X,X,O,X,X,X,X
JLOZITS,X,X,X,O,X,X,X,X
JLOZIST,O,O,X,O,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,X
JLOZSIT,O,O,X,O,X,X,X,X
JSTILZO,O,O,X,X,X,X,X,X
JSTILOZ,O,O,X,O,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X
JSTLIZO,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,O,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,X,O,X,X,X,X
JSTLOZI,O,O,X,O,X,X,X,X
JSTZILO,O,O,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X
JSTOIZL,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X
JSITLZO,O,X,X,X,X,X,O,X
JSITLOZ,O,X,X,O,X,X,O,X
JSITZLO,O,X,X,X,X,X,O,X
JSITZOL,O,X,X,X,O,X,O,X
JSITOLZ,O,X,X,X,O,X,O,X
JSITOZL,O,X,X,X,O,X,O,X
JSILTZO,O,O,X,X,X,X,O,X
JSILTOZ,O,X,X,O,X,X,O,X
JSILZTO,O,O,X,X,X,X,O,X
JSILZOT,O,O,X,X,O,X,O,X
JSILOTZ,X,O,X,O,O,X,O,X
JSILOZT,O,O,X,O,O,X,O,X
JSIZTLO,O,O,X,X,X,X,O,X
JSIZTOL,O,X,X,X,O,X,O,X
JSIZLTO,O,O,X,X,X,X,O,X
JSIZLOT,O,O,X,X,O,X,O,X
JSIZOTL,X,X,X,X,O,O,O,X
JSIZOLT,O,O,O,X,O,X,O,X
JSIOTLZ,X,X,X,X,O,X,O,X
JSIOTZL,X,X,X,X,O,O,O,X
JSIOLTZ,X,X,O,O,O,X,O,X
JSIOLZT,O,X,O,O,O,X,O,X
JSIOZTL,X,X,X,X,O,O,O,X
JSIOZLT,O,X,O,X,O,X,O,X
JSLTIZO,O,O,X,X,X,X,X,X
JSLTIOZ,O,O,X,O,X,X,X,X
JSLTZIO,O,O,X,X,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X,X
JSLTOIZ,O,O,X,O,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X
JSLITOZ,O,X,X,O,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,O,X,X,X,X
JSLIOZT,O,O,X,O,X,X,X,X
JSLZTIO,O,O,X,X,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,X,X
JSLOTZI,O,O,X,O,X,X,X,X
JSLOITZ,X,O,X,O,X,X,X,X
JSLOIZT,O,O,X,O,X,X,X,X
JSLOZTI,O,O,X,O,X,X,X,X
JSLOZIT,O,O,X,O,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,O,X
JSZITOL,O,X,X,X,O,X,O,X
JSZILTO,O,O,X,X,X,X,O,X
JSZILOT,O,O,X,X,O,X,O,X
JSZIOTL,X,X,X,X,O,O,O,X
JSZIOLT,O,O,O,X,O,X,O,X
JSZLTIO,O,O,X,X,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X,X
JSZLITO,O,O,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X
JSZOTIL,O,X,X,X,X,O,X,X
JSZOTLI,O,X,O,X,X,X,X,X
JSZOITL,X,X,X,X,X,O,X,X
JSZOILT,O,O,O,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X
JSOTILZ,O,X,X,X,X,X,X,X
JSOTIZL,O,X,X,X,X,O,X,X
JSOTLIZ,O,X,O,X,X,X,X,X
JSOTLZI,O,X,O,X,X,X,X,X
JSOTZIL,O,X,X,X,X,O,X,X
JSOTZLI,O,X,O,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,O,X,X
JSOILTZ,X,X,O,O,X,X,X,X
JSOILZT,O,X,O,O,X,X,X,X
JSOIZTL,X,X,X,X,X,O,X,X
JSOIZLT,O,X,O,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X
JSOLITZ,X,O,O,O,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X
JSOZTIL,O,X,X,X,X,O,X,X
JSOZTLI,O,X,O,X,X,X,X,X
JSOZITL,X,X,X,X,X,O,X,X
JSOZILT,O,O,O,X,X,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X
JZTILSO,O,O,X,X,X,X,O,X
JZTILOS,O,O,X,X,X,X,O,X
JZTISLO,O,O,X,X,X,X,O,X
JZTISOL,O,O,X,X,X,X,O,X
JZTIOLS,O,X,X,X,X,X,O,X
JZTIOSL,O,O,X,X,X,X,O,X
JZTLISO,O,O,X,X,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X
JZTSILO,O,O,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X
JZTSOIL,O,O,X,X,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X,X
JZTOILS,O,X,X,X,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X
JZTOLIS,O,O,O,X,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X,X
JZITLSO,O,O,X,X,X,X,O,X
JZITLOS,O,O,X,X,X,X,O,X
JZITSLO,O,O,X,X,X,X,O,X
JZITSOL,O,O,X,X,O,X,O,X
JZITOLS,O,X,X,X,O,X,O,X
JZITOSL,O,O,X,X,O,X,O,X
JZILTSO,O,O,X,X,X,X,O,X
JZILTOS,O,O,X,X,X,X,O,X
JZILSTO,O,O,X,X,X,X,O,O
JZILSOT,O,O,X,X,O,X,O,O
JZILOTS,X,X,X,X,O,X,O,X
JZILOST,O,X,X,X,O,X,O,O
JZISTLO,O,O,X,X,X,X,O,X
JZISTOL,O,X,X,X,O,X,O,X
JZISLTO,O,O,X,X,X,X,O,X
JZISLOT,O,O,X,X,O,X,O,X
JZISOTL,X,X,X,X,O,O,O,X
JZISOLT,O,O,O,X,O,X,O,X
JZIOTLS,X,X,X,X,O,X,O,X
JZIOTSL,X,X,X,X,O,O,O,X
JZIOLTS,X,X,O,X,O,X,O,X
JZIOLST,O,X,O,X,O,X,O,X
JZIOSTL,X,X,X,X,O,O,O,X
JZIOSLT,O,X,O,X,O,X,O,X
JZLTISO,O,O,X,X,X,X,X,O
JZLTIOS,O,O,X,X,X,X,X,O
JZLTSIO,O,O,X,X,X,X,X,O
JZLTSOI,O,O,X,X,X,X,X,O
JZLTOIS,O,O,X,X,X,X,X,O
JZLTOSI,O,O,X,X,X,X,X,O
JZLITSO,O,O,X,X,X,X,O,O
JZLITOS,O,O,X,X,X,X,O,O
JZLISTO,O,O,X,X,X,X,O,O
JZLISOT,O,O,X,X,X,X,O,O
JZLIOTS,X,X,X,X,X,X,O,O
JZLIOST,O,X,X,X,X,X,O,O
JZLSTIO,O,O,X,X,X,X,X,O
JZLSTOI,O,O,X,X,X,X,X,O
JZLSITO,O,O,X,X,X,X,X,O
JZLSIOT,O,O,X,X,X,X,X,O
JZLSOTI,O,O,X,X,X,X,X,O
JZLSOIT,O,O,X,X,X,X,X,O
JZLOTIS,O,X,X,X,X,X,X,O
JZLOTSI,O,X,X,X,X,X,X,O
JZLOITS,X,X,X,X,X,X,X,O
JZLOIST,O,O,X,X,X,X,X,O
JZLOSTI,O,O,X,X,X,X,X,O
JZLOSIT,O,O,X,X,X,X,X,O
JZSTILO,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X
JZSTOLI,O,O,O,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,O,X
JZSITOL,O,X,X,X,O,X,O,X
JZSILTO,O,O,X,X,X,X,O,X
JZSILOT,O,O,X,X,O,X,O,X
JZSIOTL,X,X,X,X,O,O,O,X
JZSIOLT,O,O,O,X,O,X,O,X
JZSLTIO,O,O,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,X
JZSLITO,O,O,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X
JZSOTIL,O,X,X,X,X,O,X,X
JZSOTLI,O,X,O,X,X,X,X,X
JZSOITL,X,X,X,X,X,O,X,X
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,O,O,O,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X
JZOTILS,O,X,X,X,X,X,X,X
JZOTISL,O,X,X,X,X,O,X,X
JZOTLIS,O,X,O,X,X,X,X,X
JZOTLSI,O,X,O,X,X,X,X,X
JZOTSIL,O,X,X,X,X,O,X,X
JZOTSLI,O,X,O,X,X,X,X,X
JZOITLS,X,X,X,X,X,X,O,X
JZOITSL,X,X,X,X,X,O,O,X
JZOILTS,X,X,O,X,X,X,O,X
JZOILST,O,X,O,X,X,X,O,X
JZOISTL,X,X,X,X,X,O,O,X
JZOISLT,O,X,O,X,X,X,O,X
JZOLTIS,O,X,O,X,X,X,X,X
JZOLTSI,O,X,O,X,X,X,X,X
JZOLITS,X,X,O,X,X,X,X,X
JZOLIST,O,X,O,X,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X,X
JZOLSIT,O,X,O,X,X,X,X,X
JZOSTIL,O,X,X,X,X,O,X,X
JZOSTLI,O,X,O,X,X,X,X,X
JZOSITL,X,X,X,X,X,O,X,X
