sequence,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFicB9iBfnB5oB8s?BOtB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcBCeBzhBXjB9t?B0sB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBcjBOnBqs?B9tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBSjBNnB8s?B+tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBRdB9jBfoBUn?BSyB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBXeBxsB9tBCn?B0sB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcB9iBfnB6oB8s?BTtB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFxcB6jB0hB9sB/t?BmsB
ZLSOTIJ,O,X,O,X,O,X,O,X
ZLSOTJI,O,X,O,X,O,X,O,X
ZLSOITJ,O,X,X,X,O,X,X,O
ZLSOIJT,O,X,X,X,O,X,X,X
ZLSOJTI,O,X,O,X,O,X,O,X
ZLSOJIT,O,X,X,X,O,X,X,X
ZLOTIJS,X,O,O,X,O,X,X,X
ZLOTISJ,O,O,O,X,O,X,X,O
ZLOTJIS,X,O,O,X,O,X,X,X
ZLOTJSI,X,O,O,X,O,X,O,X
ZLOTSIJ,O,O,O,X,O,X,O,O
ZLOTSJI,O,O,O,X,O,X,O,O
ZLOITJS,X,O,X,X,O,X,X,X
ZLOITSJ,O,O,X,X,O,X,X,O
ZLOIJTS,X,O,X,X,O,X,X,X
ZLOIJST,O,X,X,X,O,X,X,X
ZLOISTJ,O,X,X,X,O,X,X,O
ZLOISJT,O,X,X,X,O,X,X,X
ZLOJTIS,X,O,O,X,O,X,X,X
ZLOJTSI,X,O,O,X,O,X,O,X
ZLOJITS,X,O,X,X,O,X,X,X
ZLOJIST,O,X,X,X,O,X,X,X
ZLOJSTI,O,X,O,X,O,X,O,X
ZLOJSIT,O,X,X,X,O,X,X,X
ZLOSTIJ,O,X,O,X,O,X,O,X
ZLOSTJI,O,X,O,X,O,X,O,X
ZLOSITJ,O,X,X,X,O,X,X,O
ZLOSIJT,O,X,X,X,O,X,X,X
ZLOSJTI,O,X,O,X,O,X,O,X
ZLOSJIT,O,X,X,X,O,X,X,X
ZJTILSO,X,O,X,O,X,X,O,X
ZJTILOS,X,O,X,O,X,X,X,X
ZJTISLO,O,O,X,O,X,X,O,O
ZJTISOL,O,O,X,O,X,X,O,O
ZJTIOLS,X,O,X,O,X,X,X,X
ZJTIOSL,O,O,X,O,X,X,X,O
ZJTLISO,X,O,X,O,O,X,O,X
ZJTLIOS,X,O,X,O,O,X,X,X
ZJTLSIO,X,O,X,O,O,X,O,X
ZJTLSOI,X,O,X,O,O,X,O,X
ZJTLOIS,X,O,X,O,O,X,X,X
ZJTLOSI,X,O,X,O,O,X,O,X
ZJTSILO,O,O,X,O,O,X,O,O
ZJTSIOL,O,O,X,O,O,X,O,O
ZJTSLIO,O,O,X,O,O,X,O,O
ZJTSLOI,O,O,X,O,O,X,O,O
ZJTSOIL,O,O,X,O,O,X,O,O
ZJTSOLI,O,O,X,O,O,X,O,O
ZJTOILS,X,O,X,O,X,X,X,X
ZJTOISL,O,O,X,O,X,X,X,O
ZJTOLIS,X,O,X,O,O,X,X,X
ZJTOLSI,X,O,X,O,O,X,O,X
ZJTOSIL,O,O,X,O,O,X,O,O
ZJTOSLI,O,O,X,O,O,X,O,O
ZJITLSO,X,O,X,O,X,O,O,X
ZJITLOS,X,O,X,O,X,O,X,X
ZJITSLO,O,O,X,O,X,O,O,O
ZJITSOL,O,O,X,O,X,O,O,O
ZJITOLS,X,O,X,O,X,O,X,X
ZJITOSL,O,O,X,O,X,O,X,O
ZJILTSO,X,O,X,O,O,O,O,X
ZJILTOS,X,O,X,O,O,O,X,X
ZJILSTO,O,X,X,X,O,X,O,X
ZJILSOT,O,X,X,X,O,X,X,X
ZJILOTS,X,O,X,O,O,O,X,X
ZJILOST,O,X,X,X,O,X,X,X
ZJISTLO,O,O,X,O,O,O,O,O
ZJISTOL,O,O,X,O,O,O,O,O
ZJISLTO,O,X,X,X,X,X,O,X
ZJISLOT,O,X,X,X,X,X,X,X
ZJISOTL,O,O,X,O,O,O,O,O
ZJISOLT,O,X,X,X,X,X,X,X
ZJIOTLS,X,O,X,O,X,O,X,X
ZJIOTSL,O,O,X,O,X,O,X,O
ZJIOLTS,X,O,X,O,O,O,X,X
ZJIOLST,O,X,X,X,O,X,X,X
ZJIOSTL,O,O,X,O,O,O,O,O
ZJIOSLT,O,X,X,X,X,X,X,X
ZJLTISO,X,O,O,O,O,X,O,X
ZJLTIOS,X,O,O,O,O,X,X,X
ZJLTSIO,X,O,O,O,O,X,O,X
ZJLTSOI,X,O,O,O,O,X,O,X
ZJLTOIS,X,O,O,O,O,X,X,X
ZJLTOSI,X,O,O,O,O,X,O,X
ZJLITSO,X,O,X,O,O,X,O,X
ZJLITOS,X,O,X,O,O,X,X,X
ZJLISTO,O,X,X,X,O,X,O,X
ZJLISOT,O,X,X,X,O,X,X,X
ZJLIOTS,X,O,X,O,O,X,X,X
ZJLIOST,O,X,X,X,O,X,X,X
ZJLSTIO,O,X,O,O,O,X,O,X
ZJLSTOI,O,X,O,O,O,X,O,X
ZJLSITO,O,X,X,X,O,X,O,X
ZJLSIOT,O,X,X,X,O,X,X,X
ZJLSOTI,O,X,O,O,O,X,O,X
ZJLSOIT,O,X,X,X,O,X,X,X
ZJLOTIS,X,O,O,O,O,X,X,X
ZJLOTSI,X,O,O,O,O,X,O,X
ZJLOITS,X,O,X,O,O,X,X,X
ZJLOIST,O,X,X,X,O,X,X,X
ZJLOSTI,O,X,O,O,O,X,O,X
ZJLOSIT,O,X,X,X,O,X,X,X
ZJSTILO,O,O,X,O,O,X,O,X
ZJSTIOL,O,O,X,O,O,X,O,X
ZJSTLIO,O,O,X,O,O,X,O,X
ZJSTLOI,O,O,X,O,O,X,O,X
ZJSTOIL,O,O,X,O,O,X,O,X
ZJSTOLI,O,O,X,O,O,X,O,X
ZJSITLO,O,O,X,O,O,X,O,O
ZJSITOL,O,O,X,O,O,X,O,O
ZJSILTO,O,X,X,X,X,X,O,X
ZJSILOT,O,X,X,X,X,X,X,X
ZJSIOTL,O,O,X,O,O,X,O,O
ZJSIOLT,O,X,X,X,X,X,X,X
ZJSLTIO,O,X,O,O,O,X,O,X
ZJSLTOI,O,X,O,O,O,X,O,X
ZJSLITO,O,X,X,X,O,X,O,X
ZJSLIOT,O,X,X,X,O,X,X,X
ZJSLOTI,O,X,O,O,O,X,O,X
ZJSLOIT,O,X,X,X,O,X,X,X
ZJSOTIL,O,O,X,O,O,X,O,X
ZJSOTLI,O,O,X,O,O,X,O,X
ZJSOITL,O,O,X,O,O,X,O,O
ZJSOILT,O,X,X,X,X,X,X,X
ZJSOLTI,O,X,O,O,O,X,O,X
ZJSOLIT,O,X,X,X,O,X,X,X
ZJOTILS,X,O,X,O,X,X,X,X
ZJOTISL,O,O,X,O,X,X,X,O
ZJOTLIS,X,O,X,O,O,X,X,X
ZJOTLSI,X,O,X,O,O,X,O,X
ZJOTSIL,O,O,X,O,O,X,O,O
ZJOTSLI,O,O,X,O,O,X,O,O
ZJOITLS,X,O,X,O,X,O,X,X
ZJOITSL,O,O,X,O,X,O,X,O
ZJOILTS,X,O,X,O,O,O,X,X
ZJOILST,O,X,X,X,O,X,X,X
ZJOISTL,O,O,X,O,O,O,O,O
ZJOISLT,O,X,X,X,X,X,X,X
ZJOLTIS,X,O,O,O,O,X,X,X
ZJOLTSI,X,O,O,O,O,X,O,X
ZJOLITS,X,O,X,O,O,X,X,X
ZJOLIST,O,X,X,X,O,X,X,X
ZJOLSTI,O,X,O,O,O,X,O,X
ZJOLSIT,O,X,X,X,O,X,X,X
ZJOSTIL,O,O,X,O,O,X,O,X
ZJOSTLI,O,O,X,O,O,X,O,X
ZJOSITL,O,O,X,O,O,X,O,O
ZJOSILT,O,X,X,X,X,X,X,X
ZJOSLTI,O,X,O,O,O,X,O,X
ZJOSLIT,O,X,X,X,O,X,X,X
ZSTILJO,O,O,O,X,O,X,O,O
ZSTILOJ,O,O,O,X,O,X,O,O
ZSTIJLO,O,O,X,X,O,X,O,O
ZSTIJOL,O,O,O,X,O,X,O,O
ZSTIOLJ,O,O,O,X,O,X,O,O
ZSTIOJL,O,O,O,X,O,X,O,O
ZSTLIJO,O,O,O,X,O,X,O,O
ZSTLIOJ,O,O,O,X,O,X,O,O
ZSTLJIO,O,O,O,X,O,X,O,O
ZSTLJOI,O,O,O,X,O,X,O,O
ZSTLOIJ,O,O,O,X,O,X,O,O
ZSTLOJI,O,O,O,X,O,X,O,O
ZSTJILO,O,O,X,O,O,X,O,O
ZSTJIOL,O,O,O,O,O,X,O,O
ZSTJLIO,O,O,O,O,O,X,O,O
ZSTJLOI,O,O,O,O,O,X,O,O
ZSTJOIL,O,O,O,O,O,X,O,O
ZSTJOLI,O,O,O,O,O,X,O,O
ZSTOILJ,O,O,O,X,O,X,O,O
ZSTOIJL,O,O,O,X,O,X,O,O
ZSTOLIJ,O,O,O,X,O,X,O,O
ZSTOLJI,O,O,O,X,O,X,O,O
ZSTOJIL,O,O,O,O,O,X,O,O
ZSTOJLI,O,O,O,O,O,X,O,O
ZSITLJO,O,X,X,X,O,X,O,O
ZSITLOJ,O,X,X,X,O,X,O,O
ZSITJLO,O,X,X,X,O,X,O,O
ZSITJOL,O,X,X,X,O,X,O,O
ZSITOLJ,O,X,X,X,O,X,O,O
ZSITOJL,O,X,X,X,O,X,O,O
ZSILTJO,O,X,X,X,X,X,O,O
ZSILTOJ,O,X,X,X,X,X,O,O
ZSILJTO,O,X,X,X,X,X,O,X
ZSILJOT,O,X,X,X,X,X,X,X
ZSILOTJ,O,X,X,X,X,X,X,O
ZSILOJT,O,X,X,X,X,X,X,X
ZSIJTLO,O,X,X,X,O,X,O,O
ZSIJTOL,O,X,X,X,O,X,O,O
ZSIJLTO,O,X,X,X,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,O,X,O,O
ZSIJOLT,O,X,X,X,X,X,X,X
ZSIOTLJ,O,X,X,X,O,X,O,O
ZSIOTJL,O,X,X,X,O,X,O,O
ZSIOLTJ,O,X,X,X,X,X,X,O
ZSIOLJT,O,X,X,X,X,X,X,X
ZSIOJTL,O,X,X,X,O,X,O,O
ZSIOJLT,O,X,X,X,X,X,X,X
ZSLTIJO,O,X,O,X,O,X,O,O
ZSLTIOJ,O,X,O,X,O,X,O,O
ZSLTJIO,O,X,O,X,O,X,O,O
ZSLTJOI,O,X,O,X,O,X,O,O
ZSLTOIJ,O,X,O,X,O,X,O,O
ZSLTOJI,O,X,O,X,O,X,O,O
ZSLITJO,O,X,X,X,O,X,O,O
ZSLITOJ,O,X,X,X,O,X,O,O
ZSLIJTO,O,X,X,X,O,X,O,X
ZSLIJOT,O,X,X,X,O,X,X,X
ZSLIOTJ,O,X,X,X,O,X,X,O
ZSLIOJT,O,X,X,X,O,X,X,X
ZSLJTIO,O,X,O,X,O,X,O,X
ZSLJTOI,O,X,O,X,O,X,O,X
ZSLJITO,O,X,X,X,O,X,O,X
ZSLJIOT,O,X,X,X,O,X,X,X
ZSLJOTI,O,X,O,X,O,X,O,X
ZSLJOIT,O,X,X,X,O,X,X,X
ZSLOTIJ,O,X,O,X,O,X,O,O
ZSLOTJI,O,X,O,X,O,X,O,O
ZSLOITJ,O,X,X,X,O,X,X,O
ZSLOIJT,O,X,X,X,O,X,X,X
ZSLOJTI,O,X,O,X,O,X,O,X
ZSLOJIT,O,X,X,X,O,X,X,X
ZSJTILO,O,O,X,O,O,X,O,X
ZSJTIOL,O,O,X,O,O,X,O,X
ZSJTLIO,O,O,X,O,O,X,O,X
ZSJTLOI,O,O,X,O,O,X,O,X
ZSJTOIL,O,O,X,O,O,X,O,X
ZSJTOLI,O,O,X,O,O,X,O,X
ZSJITLO,O,O,X,O,O,X,O,O
ZSJITOL,O,O,X,O,O,X,O,O
ZSJILTO,O,X,X,X,X,X,O,X
ZSJILOT,O,X,X,X,X,X,X,X
ZSJIOTL,O,O,X,O,O,X,O,O
ZSJIOLT,O,X,X,X,X,X,X,X
ZSJLTIO,O,X,O,O,O,X,O,X
ZSJLTOI,O,X,O,O,O,X,O,X
ZSJLITO,O,X,X,X,O,X,O,X
ZSJLIOT,O,X,X,X,O,X,X,X
ZSJLOTI,O,X,O,O,O,X,O,X
ZSJLOIT,O,X,X,X,O,X,X,X
ZSJOTIL,O,O,X,O,O,X,O,X
ZSJOTLI,O,O,X,O,O,X,O,X
ZSJOITL,O,O,X,O,O,X,O,O
ZSJOILT,O,X,X,X,X,X,X,X
ZSJOLTI,O,X,O,O,O,X,O,X
ZSJOLIT,O,X,X,X,O,X,X,X
ZSOTILJ,O,O,O,X,O,X,O,O
ZSOTIJL,O,O,O,X,O,X,O,O
ZSOTLIJ,O,O,O,X,O,X,O,O
ZSOTLJI,O,O,O,X,O,X,O,O
ZSOTJIL,O,O,O,O,O,X,O,O
ZSOTJLI,O,O,O,O,O,X,O,O
ZSOITLJ,O,O,X,X,O,X,O,O
ZSOITJL,O,O,X,X,O,X,O,O
ZSOILTJ,O,X,X,X,X,X,X,O
ZSOILJT,O,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,O,X,O,O
ZSOIJLT,O,X,X,X,X,X,X,X
ZSOLTIJ,O,X,O,X,O,X,O,O
ZSOLTJI,O,X,O,X,O,X,O,O
ZSOLITJ,O,X,X,X,O,X,X,O
ZSOLIJT,O,X,X,X,O,X,X,X
ZSOLJTI,O,X,O,X,O,X,O,X
ZSOLJIT,O,X,X,X,O,X,X,X
ZSOJTIL,O,O,X,O,O,X,O,X
ZSOJTLI,O,O,X,O,O,X,O,X
ZSOJITL,O,O,X,O,O,X,O,O
ZSOJILT,O,X,X,X,X,X,X,X
ZSOJLTI,O,X,O,O,O,X,O,X
ZSOJLIT,O,X,X,X,O,X,X,X
ZOTILJS,X,O,O,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X,O
ZOTIJLS,X,O,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,X,X,X,O
ZOTISLJ,O,O,O,X,X,X,X,O
ZOTISJL,O,O,O,X,X,X,X,O
ZOTLIJS,X,O,O,X,O,X,X,X
ZOTLISJ,O,O,O,X,O,X,X,O
ZOTLJIS,X,O,O,X,O,X,X,X
ZOTLJSI,X,O,O,X,O,X,O,X
ZOTLSIJ,O,O,O,X,O,X,O,O
ZOTLSJI,O,O,O,X,O,X,O,O
ZOTJILS,X,O,X,O,X,X,X,X
ZOTJISL,O,O,X,O,X,X,X,O
ZOTJLIS,X,O,O,O,O,X,X,X
ZOTJLSI,X,O,O,O,O,X,O,X
ZOTJSIL,O,O,O,O,O,X,O,O
ZOTJSLI,O,O,O,O,O,X,O,O
ZOTSILJ,O,O,O,X,O,X,O,O
ZOTSIJL,O,O,O,X,O,X,O,O
ZOTSLIJ,O,O,O,X,O,X,O,O
ZOTSLJI,O,O,O,X,O,X,O,O
ZOTSJIL,O,O,O,O,O,X,O,O
ZOTSJLI,O,O,O,O,O,X,O,O
ZOITLJS,X,O,X,X,X,O,X,X
ZOITLSJ,O,O,X,X,X,O,X,O
ZOITJLS,X,O,X,X,X,O,X,X
ZOITJSL,O,O,X,X,X,O,X,O
ZOITSLJ,O,O,X,X,X,O,X,O
ZOITSJL,O,O,X,X,X,O,X,O
ZOILTJS,X,O,X,X,O,O,X,X
ZOILTSJ,O,O,X,X,O,O,X,O
ZOILJTS,X,O,X,X,O,O,X,X
ZOILJST,O,X,X,X,O,X,X,X
ZOILSTJ,O,X,X,X,O,X,X,O
ZOILSJT,O,X,X,X,O,X,X,X
ZOIJTLS,X,O,X,X,X,O,X,X
ZOIJTSL,O,O,X,X,X,O,X,O
ZOIJLTS,X,O,X,X,O,O,X,X
ZOIJLST,O,X,X,X,O,X,X,X
ZOIJSTL,O,O,X,X,O,O,X,O
ZOIJSLT,O,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,O,O,X,O
ZOISTJL,O,O,X,X,O,O,X,O
ZOISLTJ,O,X,X,X,X,X,X,O
ZOISLJT,O,X,X,X,X,X,X,X
ZOISJTL,O,O,X,X,O,O,X,O
ZOISJLT,O,X,X,X,X,X,X,X
ZOLTIJS,X,O,O,X,O,X,X,X
ZOLTISJ,O,O,O,X,O,X,X,O
ZOLTJIS,X,O,O,X,O,X,X,X
ZOLTJSI,X,O,O,X,O,X,O,X
ZOLTSIJ,O,O,O,X,O,X,O,O
ZOLTSJI,O,O,O,X,O,X,O,O
ZOLITJS,X,O,X,X,O,X,X,X
ZOLITSJ,O,O,X,X,O,X,X,O
ZOLIJTS,X,O,X,X,O,X,X,X
ZOLIJST,O,X,X,X,O,X,X,X
ZOLISTJ,O,X,X,X,O,X,X,O
ZOLISJT,O,X,X,X,O,X,X,X
ZOLJTIS,X,O,O,X,O,X,X,X
ZOLJTSI,X,O,O,X,O,X,O,X
ZOLJITS,X,O,X,X,O,X,X,X
ZOLJIST,O,X,X,X,O,X,X,X
ZOLJSTI,O,X,O,X,O,X,O,X
ZOLJSIT,O,X,X,X,O,X,X,X
ZOLSTIJ,O,X,O,X,O,X,O,X
ZOLSTJI,O,X,O,X,O,X,O,X
ZOLSITJ,O,X,X,X,O,X,X,O
ZOLSIJT,O,X,X,X,O,X,X,X
ZOLSJTI,O,X,O,X,O,X,O,X
ZOLSJIT,O,X,X,X,O,X,X,X
ZOJTILS,X,O,X,O,X,X,X,X
ZOJTISL,O,O,X,O,X,X,X,O
ZOJTLIS,X,O,X,O,O,X,X,X
ZOJTLSI,X,O,X,O,O,X,O,X
ZOJTSIL,O,O,X,O,O,X,O,O
ZOJTSLI,O,O,X,O,O,X,O,O
ZOJITLS,X,O,X,O,X,O,X,X
ZOJITSL,O,O,X,O,X,O,X,O
ZOJILTS,X,O,X,O,O,O,X,X
ZOJILST,O,X,X,X,O,X,X,X
ZOJISTL,O,O,X,O,O,O,O,O
ZOJISLT,O,X,X,X,X,X,X,X
ZOJLTIS,X,O,O,O,O,X,X,X
ZOJLTSI,X,O,O,O,O,X,O,X
ZOJLITS,X,O,X,O,O,X,X,X
ZOJLIST,O,X,X,X,O,X,X,X
ZOJLSTI,O,X,O,O,O,X,O,X
ZOJLSIT,O,X,X,X,O,X,X,X
ZOJSTIL,O,O,X,O,O,X,O,X
ZOJSTLI,O,O,X,O,O,X,O,X
ZOJSITL,O,O,X,O,O,X,O,O
ZOJSILT,O,X,X,X,X,X,X,X
ZOJSLTI,O,X,O,O,O,X,O,X
ZOJSLIT,O,X,X,X,O,X,X,X
ZOSTILJ,O,O,O,X,O,X,O,O
ZOSTIJL,O,O,O,X,O,X,O,O
ZOSTLIJ,O,O,O,X,O,X,O,O
ZOSTLJI,O,O,O,X,O,X,O,O
ZOSTJIL,O,O,O,O,O,X,O,O
ZOSTJLI,O,O,O,O,O,X,O,O
ZOSITLJ,O,O,X,X,O,X,O,O
ZOSITJL,O,O,X,X,O,X,O,O
ZOSILTJ,O,X,X,X,X,X,X,O
ZOSILJT,O,X,X,X,X,X,X,X
ZOSIJTL,O,O,X,X,O,X,O,O
ZOSIJLT,O,X,X,X,X,X,X,X
ZOSLTIJ,O,X,O,X,O,X,O,O
ZOSLTJI,O,X,O,X,O,X,O,O
ZOSLITJ,O,X,X,X,O,X,X,O
ZOSLIJT,O,X,X,X,O,X,X,X
ZOSLJTI,O,X,O,X,O,X,O,X
ZOSLJIT,O,X,X,X,O,X,X,X
ZOSJTIL,O,O,X,O,O,X,O,X
ZOSJTLI,O,O,X,O,O,X,O,X
ZOSJITL,O,O,X,O,O,X,O,O
ZOSJILT,O,X,X,X,X,X,X,X
ZOSJLTI,O,X,O,O,O,X,O,X
ZOSJLIT,O,X,X,X,O,X,X,X
OTILJSZ,X,O,O,X,X,O,X,X
OTILJZS,X,O,O,X,X,O,X,X
OTILSJZ,X,O,O,X,X,O,X,X
OTILSZJ,O,O,O,X,X,X,X,X
OTILZJS,X,O,O,X,X,O,X,X
OTILZSJ,O,O,O,X,X,O,X,X
OTIJLSZ,X,O,X,X,X,O,X,X
OTIJLZS,X,O,X,X,X,O,X,X
OTIJSLZ,X,O,X,X,X,O,X,X
OTIJSZL,X,O,X,O,X,O,X,X
OTIJZLS,X,O,X,O,X,O,X,X
OTIJZSL,X,O,X,O,X,O,X,X
OTISLJZ,X,O,O,X,X,O,X,X
OTISLZJ,O,O,O,X,X,X,X,O
OTISJLZ,X,O,X,X,X,O,X,X
OTISJZL,X,O,X,O,X,O,X,X
OTISZLJ,O,O,O,X,X,O,X,O
OTISZJL,O,O,O,X,X,O,X,O
OTIZLJS,X,O,O,X,X,O,X,X
OTIZLSJ,O,O,O,X,X,O,X,O
OTIZJLS,X,O,X,X,X,O,X,X
OTIZJSL,O,O,X,X,X,O,X,O
OTIZSLJ,O,O,O,X,X,O,X,O
OTIZSJL,O,O,O,X,X,O,X,O
OTLIJSZ,X,O,O,X,O,X,X,X
OTLIJZS,X,O,O,X,X,X,X,X
OTLISJZ,X,O,O,X,O,X,X,X
OTLISZJ,O,O,O,X,O,X,X,X
OTLIZJS,X,O,O,X,O,X,X,X
OTLIZSJ,O,O,O,X,O,X,X,X
OTLJISZ,X,O,O,X,O,X,X,X
OTLJIZS,X,O,O,X,X,X,X,X
OTLJSIZ,X,O,O,X,O,X,X,X
OTLJSZI,X,O,O,O,O,X,X,X
OTLJZIS,X,O,O,O,O,X,X,X
OTLJZSI,X,O,O,O,O,X,X,X
OTLSIJZ,X,O,O,X,O,X,X,X
OTLSIZJ,O,O,O,X,O,X,X,O
OTLSJIZ,X,O,O,X,O,X,X,X
OTLSJZI,O,O,O,O,O,X,X,O
OTLSZIJ,O,O,O,X,O,X,X,O
OTLSZJI,O,O,O,X,O,X,X,O
OTLZIJS,X,O,O,X,O,X,X,X
OTLZISJ,O,O,O,X,O,X,X,O
OTLZJIS,X,O,O,X,O,X,X,X
OTLZJSI,X,O,O,X,O,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,O
OTLZSJI,O,O,O,X,O,X,X,O
OTJILSZ,X,O,X,X,X,O,X,X
OTJILZS,X,O,X,X,X,O,X,X
OTJISLZ,X,O,X,X,X,O,X,X
OTJISZL,X,O,X,O,X,O,X,X
OTJIZLS,X,O,X,O,X,O,X,X
OTJIZSL,X,O,X,O,X,O,X,X
OTJLISZ,X,O,O,X,O,X,X,X
OTJLIZS,X,O,O,X,X,X,X,X
OTJLSIZ,X,O,O,X,O,X,X,X
OTJLSZI,X,O,O,O,O,X,X,X
OTJLZIS,X,O,O,O,O,X,X,X
OTJLZSI,X,O,O,O,O,X,X,X
OTJSILZ,X,O,X,X,X,X,X,X
OTJSIZL,X,O,X,O,X,X,X,X
OTJSLIZ,X,O,O,X,X,X,X,X
OTJSLZI,X,O,O,O,X,X,X,O
OTJSZIL,X,O,O,O,X,X,X,O
OTJSZLI,X,O,O,O,X,X,X,O
OTJZILS,X,O,X,O,X,X,X,X
OTJZISL,X,O,X,O,X,X,X,O
OTJZLIS,X,O,O,O,O,X,X,X
OTJZLSI,X,O,O,O,O,X,X,X
OTJZSIL,X,O,O,O,O,X,X,O
OTJZSLI,X,O,O,O,O,X,X,O
OTSILJZ,X,O,O,X,X,X,X,X
OTSILZJ,O,O,O,X,X,X,X,O
OTSIJLZ,X,O,X,X,X,X,X,X
OTSIJZL,X,O,X,O,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X,O
OTSIZJL,O,O,O,X,X,X,X,O
OTSLIJZ,X,O,O,X,X,X,X,X
OTSLIZJ,O,O,O,X,X,X,X,O
OTSLJIZ,X,O,O,X,X,X,X,X
OTSLJZI,O,O,O,O,X,X,X,O
OTSLZIJ,O,O,O,X,X,X,X,O
OTSLZJI,O,O,O,X,X,X,X,O
OTSJILZ,X,O,X,X,X,X,X,X
OTSJIZL,X,O,X,O,X,X,X,X
OTSJLIZ,X,O,O,X,X,X,X,X
OTSJLZI,O,O,O,O,X,X,X,O
OTSJZIL,O,O,O,O,X,X,X,O
OTSJZLI,O,O,O,O,X,X,X,O
OTSZILJ,O,O,O,X,X,X,X,O
OTSZIJL,O,O,O,X,X,X,X,O
OTSZLIJ,O,O,O,X,X,X,X,O
OTSZLJI,O,O,O,X,X,X,X,O
OTSZJIL,O,O,O,O,X,X,X,O
OTSZJLI,O,O,O,O,X,X,X,O
OTZILJS,X,O,O,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,O
OTZIJLS,X,O,X,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X,O
OTZISLJ,O,O,O,X,X,X,X,O
OTZISJL,O,O,O,X,X,X,X,O
OTZLIJS,X,O,O,X,O,X,X,X
OTZLISJ,O,O,O,X,O,X,X,O
OTZLJIS,X,O,O,X,O,X,X,X
OTZLJSI,X,O,O,X,O,X,X,X
OTZLSIJ,O,O,O,X,O,X,X,O
OTZLSJI,O,O,O,X,O,X,X,O
OTZJILS,X,O,X,O,X,X,X,X
OTZJISL,O,O,X,O,X,X,X,O
OTZJLIS,X,O,O,O,O,X,X,X
OTZJLSI,X,O,O,O,O,X,X,X
OTZJSIL,O,O,O,O,O,X,X,O
OTZJSLI,O,O,O,O,O,X,X,O
OTZSILJ,O,O,O,X,O,X,X,O
OTZSIJL,O,O,O,X,O,X,X,O
OTZSLIJ,O,O,O,X,O,X,X,O
OTZSLJI,O,O,O,X,O,X,X,O
OTZSJIL,O,O,O,O,O,X,X,O
OTZSJLI,O,O,O,O,O,X,X,O
OITLJSZ,X,O,O,X,X,O,X,X
OITLJZS,X,O,O,X,X,O,X,X
OITLSJZ,X,O,O,X,X,O,X,X
OITLSZJ,O,O,O,X,X,X,X,X
OITLZJS,X,O,O,X,X,O,X,X
OITLZSJ,O,O,O,X,X,O,X,X
OITJLSZ,X,O,X,X,X,O,X,X
OITJLZS,X,O,X,X,X,O,X,X
OITJSLZ,X,O,X,X,X,O,X,X
OITJSZL,X,O,X,O,X,O,X,X
OITJZLS,X,O,X,O,X,O,X,X
OITJZSL,X,O,X,O,X,O,X,X
OITSLJZ,X,O,O,X,X,O,X,X
OITSLZJ,O,O,O,X,X,X,X,O
OITSJLZ,X,O,X,X,X,O,X,X
OITSJZL,X,O,X,O,X,O,X,X
OITSZLJ,O,O,O,X,X,O,X,O
OITSZJL,O,O,O,X,X,O,X,O
OITZLJS,X,O,O,X,X,O,X,X
OITZLSJ,O,O,O,X,X,O,X,O
OITZJLS,X,O,X,X,X,O,X,X
OITZJSL,O,O,X,X,X,O,X,O
OITZSLJ,O,O,O,X,X,O,X,O
OITZSJL,O,O,O,X,X,O,X,O
OILTJSZ,X,O,O,X,O,O,X,X
OILTJZS,X,O,O,X,X,O,X,X
OILTSJZ,X,O,O,X,O,O,X,X
OILTSZJ,O,O,O,X,O,X,X,X
OILTZJS,X,O,O,X,O,O,X,X
OILTZSJ,O,O,O,X,O,O,X,X
OILJTSZ,X,O,O,X,O,O,X,X
OILJTZS,X,O,O,X,X,O,X,X
OILJSTZ,X,X,O,X,O,X,X,X
OILJSZT,O,X,X,X,X,X,X,X
OILJZTS,X,O,X,X,O,O,X,X
OILJZST,O,X,X,X,O,X,X,X
OILSTJZ,X,X,O,X,O,X,X,X
OILSTZJ,O,X,O,X,O,X,X,X
OILSJTZ,X,X,O,X,O,X,X,X
OILSJZT,O,X,X,X,X,X,X,X
OILSZTJ,O,X,X,X,X,X,X,X
OILSZJT,O,X,X,X,X,X,X,X
OILZTJS,X,O,X,X,O,O,X,X
OILZTSJ,O,O,X,X,O,O,X,X
