sequence,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFGcBTdBZkB8lBfq?B6pB,v115@7gB8HeB8EeE8DeF8CeG8Jem6IvhFRcBSiB0fBzgBNp?BXqB,v115@7gB8HeB8EeE8DeF8CeG8Je//IvhFRbBchBTdB6lBNp?BeqB,v115@7gB8HeB8EeE8DeF8CeG8Je2/IvhFRbBchBTdB9lBKp?BfqB,v115@7gB8HeB8EeE8DeF8CeG8JeN/IvhFRbBShBTdB8kB3l?B2uB,v115@7gB8HeB8EeE8DeF8CeG8Je06IvhFShBTdBxpBNpBml?BXqB,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFRcBSiBOkB8lBfq?BTpB,v115@7gB8HeB8EeE8DeF8CeG8JeO/IvhFxbBTdBXhBcpBNq?BCqB
LIZTOJS,X,O,X,X,X,O,X,X
LIZTOSJ,X,O,X,O,X,O,O,X
LIZJTSO,X,X,O,X,X,X,O,X
LIZJTOS,X,X,O,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,O,X
LIZJSOT,O,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,O,X,O,O,X
LIZSTOJ,O,O,X,O,X,O,O,X
LIZSJTO,O,X,X,X,X,X,O,X
LIZSJOT,O,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,O,X,O,O,X
LIZSOJT,O,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,O,X,X
LIZOTSJ,X,O,X,O,X,O,O,X
LIZOJTS,X,X,O,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,O,O,X
LIZOSJT,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,O,X,X
LIOTJZS,X,O,X,X,X,O,X,X
LIOTSJZ,X,O,X,O,X,O,X,X
LIOTSZJ,X,O,X,O,X,O,X,X
LIOTZJS,X,O,X,X,X,O,X,X
LIOTZSJ,X,O,X,O,X,O,X,X
LIOJTSZ,X,O,O,X,X,O,X,X
LIOJTZS,X,O,O,X,O,O,X,X
LIOJSTZ,X,O,X,O,O,O,X,X
LIOJSZT,O,X,X,X,O,X,X,X
LIOJZTS,X,X,O,X,O,X,X,X
LIOJZST,O,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,O,X,O,X,X
LIOSTZJ,O,O,X,O,X,O,X,X
LIOSJTZ,X,O,X,O,O,O,X,X
LIOSJZT,O,X,X,X,O,X,X,X
LIOSZTJ,O,O,X,O,O,O,O,X
LIOSZJT,O,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,O,X,X
LIOZTSJ,X,O,X,O,X,O,O,X
LIOZJTS,X,X,O,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,O,O,X
LIOZSJT,O,X,X,X,X,X,X,X
LJTISZO,X,O,O,X,X,X,X,X
LJTISOZ,X,O,O,X,X,X,X,X
LJTIZSO,X,O,O,X,O,X,X,X
LJTIZOS,X,O,O,X,O,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,X
LJTIOZS,X,O,O,X,O,X,X,X
LJTSIZO,X,O,O,O,O,X,X,X
LJTSIOZ,X,O,O,O,O,X,X,X
LJTSZIO,X,O,O,O,O,X,X,X
LJTSZOI,X,O,O,O,O,X,X,X
LJTSOIZ,X,O,O,O,O,X,X,X
LJTSOZI,X,O,O,O,O,X,X,X
LJTZISO,X,O,O,X,O,X,X,X
LJTZIOS,X,O,O,X,O,X,X,X
LJTZSIO,X,O,O,O,O,X,X,X
LJTZSOI,X,O,O,O,O,X,X,X
LJTZOIS,X,O,O,X,O,X,X,X
LJTZOSI,X,O,O,O,O,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X
LJTOIZS,X,O,O,X,O,X,X,X
LJTOSIZ,X,O,O,O,O,X,X,X
LJTOSZI,X,O,O,O,O,X,X,X
LJTOZIS,X,O,O,X,O,X,X,X
LJTOZSI,X,O,O,O,O,X,X,X
LJITSZO,X,O,O,X,X,O,X,X
LJITSOZ,X,O,O,X,X,O,X,X
LJITZSO,X,O,O,X,O,X,X,X
LJITZOS,X,O,O,X,O,O,X,X
LJITOSZ,X,O,O,X,X,O,X,X
LJITOZS,X,O,O,X,O,O,X,X
LJISTZO,X,O,X,O,O,O,X,X
LJISTOZ,X,O,X,O,O,O,X,X
LJISZTO,O,X,X,X,O,X,O,X
LJISZOT,O,X,X,X,O,X,X,X
LJISOTZ,X,O,X,O,O,O,X,X
LJISOZT,O,X,X,X,O,X,X,X
LJIZTSO,X,X,O,X,O,X,O,X
LJIZTOS,X,X,O,X,O,X,X,X
LJIZSTO,O,X,X,X,X,X,O,X
LJIZSOT,O,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,O,X,X,X
LJIZOST,O,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,O,X,X
LJIOTZS,X,O,O,X,O,O,X,X
LJIOSTZ,X,O,X,O,O,O,X,X
LJIOSZT,O,X,X,X,O,X,X,X
LJIOZTS,X,X,O,X,O,X,X,X
LJIOZST,O,X,X,X,X,X,X,X
LJSTIZO,X,O,O,O,O,X,O,X
LJSTIOZ,X,O,O,O,O,X,X,X
LJSTZIO,X,O,O,O,O,X,O,X
LJSTZOI,X,O,O,O,O,X,O,X
LJSTOIZ,X,O,O,O,O,X,X,X
LJSTOZI,X,O,O,O,O,X,O,X
LJSITZO,X,O,X,O,O,X,O,X
LJSITOZ,X,O,X,O,O,X,X,X
LJSIZTO,O,X,X,X,O,X,O,X
LJSIZOT,O,X,X,X,O,X,X,X
LJSIOTZ,X,O,X,O,O,X,X,X
LJSIOZT,O,X,X,X,O,X,X,X
LJSZTIO,O,X,O,O,O,X,O,X
LJSZTOI,O,X,O,O,O,X,O,X
LJSZITO,O,X,X,X,O,X,O,X
LJSZIOT,O,X,X,X,O,X,X,X
LJSZOTI,O,X,O,O,O,X,O,X
LJSZOIT,O,X,X,X,O,X,X,X
LJSOTIZ,X,O,O,O,O,X,X,X
LJSOTZI,X,O,O,O,O,X,O,X
LJSOITZ,X,O,X,O,O,X,X,X
LJSOIZT,O,X,X,X,O,X,X,X
LJSOZTI,O,X,O,O,O,X,O,X
LJSOZIT,O,X,X,X,O,X,X,X
LJZTISO,X,X,O,X,O,X,O,X
LJZTIOS,X,X,O,X,O,X,X,X
LJZTSIO,O,X,O,O,O,X,O,X
LJZTSOI,O,X,O,O,O,X,O,X
LJZTOIS,X,X,O,X,O,X,X,X
LJZTOSI,O,X,O,O,O,X,X,X
LJZITSO,X,X,O,X,O,X,O,X
LJZITOS,X,X,O,X,O,X,X,X
LJZISTO,O,X,X,X,X,X,O,X
LJZISOT,O,X,X,X,X,X,X,X
LJZIOTS,X,X,O,X,O,X,X,X
LJZIOST,O,X,X,X,X,X,X,X
LJZSTIO,O,X,O,O,O,X,O,X
LJZSTOI,O,X,O,O,O,X,O,X
LJZSITO,O,X,X,X,O,X,O,X
LJZSIOT,O,X,X,X,O,X,X,X
LJZSOTI,O,X,O,O,O,X,O,X
LJZSOIT,O,X,X,X,O,X,X,X
LJZOTIS,X,X,O,X,O,X,X,X
LJZOTSI,O,X,O,O,O,X,X,X
LJZOITS,X,X,O,X,O,X,X,X
LJZOIST,O,X,X,X,X,X,X,X
LJZOSTI,O,X,O,O,O,X,X,X
LJZOSIT,O,X,X,X,O,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X
LJOTIZS,X,O,O,X,O,X,X,X
LJOTSIZ,X,O,O,O,O,X,X,X
LJOTSZI,X,O,O,O,O,X,X,X
LJOTZIS,X,O,O,X,O,X,X,X
LJOTZSI,X,O,O,O,O,X,X,X
LJOITSZ,X,O,O,X,X,O,X,X
LJOITZS,X,O,O,X,O,O,X,X
LJOISTZ,X,O,X,O,O,O,X,X
LJOISZT,O,X,X,X,O,X,X,X
LJOIZTS,X,X,O,X,O,X,X,X
LJOIZST,O,X,X,X,X,X,X,X
LJOSTIZ,X,O,O,O,O,X,X,X
LJOSTZI,X,O,O,O,O,X,X,X
LJOSITZ,X,O,X,O,O,X,X,X
LJOSIZT,O,X,X,X,O,X,X,X
LJOSZTI,O,X,O,O,O,X,X,X
LJOSZIT,O,X,X,X,O,X,X,X
LJOZTIS,X,X,O,X,O,X,X,X
LJOZTSI,O,X,O,O,O,X,X,X
LJOZITS,X,X,O,X,O,X,X,X
LJOZIST,O,X,X,X,X,X,X,X
LJOZSTI,O,X,O,O,O,X,X,X
LJOZSIT,O,X,X,X,O,X,X,X
LSTIJZO,X,O,X,O,X,X,O,X
LSTIJOZ,X,O,X,O,X,X,X,X
LSTIZJO,O,O,X,O,X,X,O,O
LSTIZOJ,O,O,X,O,X,X,O,O
LSTIOJZ,X,O,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,O
LSTJIZO,X,O,X,O,O,X,O,X
LSTJIOZ,X,O,X,O,O,X,X,X
LSTJZIO,X,O,X,O,O,X,O,X
LSTJZOI,X,O,X,O,O,X,O,X
LSTJOIZ,X,O,X,O,O,X,X,X
LSTJOZI,X,O,X,O,O,X,O,X
LSTZIJO,O,O,X,O,O,X,O,O
LSTZIOJ,O,O,X,O,O,X,O,O
LSTZJIO,O,O,X,O,O,X,O,O
LSTZJOI,O,O,X,O,O,X,O,O
LSTZOIJ,O,O,X,O,O,X,O,O
LSTZOJI,O,O,X,O,O,X,O,O
LSTOIJZ,X,O,X,O,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,X,O
LSTOJIZ,X,O,X,O,O,X,X,X
LSTOJZI,X,O,X,O,O,X,O,X
LSTOZIJ,O,O,X,O,O,X,O,O
LSTOZJI,O,O,X,O,O,X,O,O
LSITJZO,X,O,X,O,X,O,O,X
LSITJOZ,X,O,X,O,X,O,X,X
LSITZJO,O,O,X,O,X,O,O,O
LSITZOJ,O,O,X,O,X,O,O,O
LSITOJZ,X,O,X,O,X,O,X,X
LSITOZJ,O,O,X,O,X,O,X,O
LSIJTZO,X,O,X,O,O,O,O,X
LSIJTOZ,X,O,X,O,O,O,X,X
LSIJZTO,O,X,X,X,O,X,O,X
LSIJZOT,O,X,X,X,O,X,X,X
LSIJOTZ,X,O,X,O,O,O,X,X
LSIJOZT,O,X,X,X,O,X,X,X
LSIZTJO,O,O,X,O,O,O,O,O
LSIZTOJ,O,O,X,O,O,O,O,O
LSIZJTO,O,X,X,X,X,X,O,X
LSIZJOT,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,O,O,O,O,O
LSIZOJT,O,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,O,X,O,X,X
LSIOTZJ,O,O,X,O,X,O,X,O
LSIOJTZ,X,O,X,O,O,O,X,X
LSIOJZT,O,X,X,X,O,X,X,X
LSIOZTJ,O,O,X,O,O,O,O,O
LSIOZJT,O,X,X,X,X,X,X,X
LSJTIZO,X,O,O,O,O,X,O,X
LSJTIOZ,X,O,O,O,O,X,X,X
LSJTZIO,X,O,O,O,O,X,O,X
LSJTZOI,X,O,O,O,O,X,O,X
LSJTOIZ,X,O,O,O,O,X,X,X
LSJTOZI,X,O,O,O,O,X,O,X
LSJITZO,X,O,X,O,O,X,O,X
LSJITOZ,X,O,X,O,O,X,X,X
LSJIZTO,O,X,X,X,O,X,O,X
LSJIZOT,O,X,X,X,O,X,X,X
LSJIOTZ,X,O,X,O,O,X,X,X
LSJIOZT,O,X,X,X,O,X,X,X
LSJZTIO,O,X,O,O,O,X,O,X
LSJZTOI,O,X,O,O,O,X,O,X
LSJZITO,O,X,X,X,O,X,O,X
LSJZIOT,O,X,X,X,O,X,X,X
LSJZOTI,O,X,O,O,O,X,O,X
LSJZOIT,O,X,X,X,O,X,X,X
LSJOTIZ,X,O,O,O,O,X,X,X
LSJOTZI,X,O,O,O,O,X,O,X
LSJOITZ,X,O,X,O,O,X,X,X
LSJOIZT,O,X,X,X,O,X,X,X
LSJOZTI,O,X,O,O,O,X,O,X
LSJOZIT,O,X,X,X,O,X,X,X
LSZTIJO,O,O,X,O,O,X,O,X
LSZTIOJ,O,O,X,O,O,X,O,X
LSZTJIO,O,O,X,O,O,X,O,X
LSZTJOI,O,O,X,O,O,X,O,X
LSZTOIJ,O,O,X,O,O,X,O,X
LSZTOJI,O,O,X,O,O,X,O,X
LSZITJO,O,O,X,O,O,X,O,O
LSZITOJ,O,O,X,O,O,X,O,O
LSZIJTO,O,X,X,X,X,X,O,X
LSZIJOT,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,O,O,X,O,O
LSZIOJT,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,O,O,X,O,X
LSZJTOI,O,X,O,O,O,X,O,X
LSZJITO,O,X,X,X,O,X,O,X
LSZJIOT,O,X,X,X,O,X,X,X
LSZJOTI,O,X,O,O,O,X,O,X
LSZJOIT,O,X,X,X,O,X,X,X
LSZOTIJ,O,O,X,O,O,X,O,X
LSZOTJI,O,O,X,O,O,X,O,X
LSZOITJ,O,O,X,O,O,X,O,O
LSZOIJT,O,X,X,X,X,X,X,X
LSZOJTI,O,X,O,O,O,X,O,X
LSZOJIT,O,X,X,X,O,X,X,X
LSOTIJZ,X,O,X,O,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,O
LSOTJIZ,X,O,X,O,O,X,X,X
LSOTJZI,X,O,X,O,O,X,O,X
LSOTZIJ,O,O,X,O,O,X,O,O
LSOTZJI,O,O,X,O,O,X,O,O
LSOITJZ,X,O,X,O,X,O,X,X
LSOITZJ,O,O,X,O,X,O,X,O
LSOIJTZ,X,O,X,O,O,O,X,X
LSOIJZT,O,X,X,X,O,X,X,X
LSOIZTJ,O,O,X,O,O,O,O,O
LSOIZJT,O,X,X,X,X,X,X,X
LSOJTIZ,X,O,O,O,O,X,X,X
LSOJTZI,X,O,O,O,O,X,O,X
LSOJITZ,X,O,X,O,O,X,X,X
LSOJIZT,O,X,X,X,O,X,X,X
LSOJZTI,O,X,O,O,O,X,O,X
LSOJZIT,O,X,X,X,O,X,X,X
LSOZTIJ,O,O,X,O,O,X,O,X
LSOZTJI,O,O,X,O,O,X,O,X
LSOZITJ,O,O,X,O,O,X,O,O
LSOZIJT,O,X,X,X,X,X,X,X
LSOZJTI,O,X,O,O,O,X,O,X
LSOZJIT,O,X,X,X,O,X,X,X
LZTIJSO,X,O,X,X,X,X,O,X
LZTIJOS,X,O,X,X,X,X,X,X
LZTISJO,X,O,X,O,X,X,O,X
LZTISOJ,X,O,X,O,X,X,O,X
LZTIOJS,X,O,X,X,X,X,X,X
LZTIOSJ,X,O,X,O,X,X,O,X
LZTJISO,X,O,O,X,X,X,O,X
LZTJIOS,X,O,O,X,X,X,X,X
LZTJSIO,O,O,O,O,X,X,O,O
LZTJSOI,O,O,O,O,X,X,O,O
LZTJOIS,X,O,O,X,X,X,X,X
LZTJOSI,O,O,O,O,X,X,X,O
LZTSIJO,O,O,X,O,X,X,O,O
LZTSIOJ,O,O,O,O,X,X,O,O
LZTSJIO,O,O,O,O,X,X,O,O
LZTSJOI,O,O,O,O,X,X,O,O
LZTSOIJ,O,O,O,O,X,X,O,O
LZTSOJI,O,O,O,O,X,X,O,O
LZTOIJS,X,O,X,X,X,X,X,X
LZTOISJ,X,O,X,O,X,X,O,X
LZTOJIS,X,O,O,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,O
LZTOSIJ,O,O,O,O,X,X,O,O
LZTOSJI,O,O,O,O,X,X,O,O
LZITJSO,X,O,X,X,X,X,O,X
LZITJOS,X,O,X,X,X,O,X,X
LZITSJO,X,O,X,O,X,O,O,X
LZITSOJ,X,O,X,O,X,O,O,X
LZITOJS,X,O,X,X,X,O,X,X
LZITOSJ,X,O,X,O,X,O,O,X
LZIJTSO,X,X,O,X,X,X,O,X
LZIJTOS,X,X,O,X,X,X,X,X
LZIJSTO,O,X,X,X,X,X,O,X
LZIJSOT,O,X,X,X,X,X,X,X
LZIJOTS,X,X,O,X,X,X,X,X
LZIJOST,O,X,X,X,X,X,X,X
LZISTJO,O,O,X,O,X,O,O,X
LZISTOJ,O,O,X,O,X,O,O,X
LZISJTO,O,X,X,X,X,X,O,X
LZISJOT,O,X,X,X,X,X,X,X
LZISOTJ,O,O,X,O,X,O,O,X
LZISOJT,O,X,X,X,X,X,X,X
LZIOTJS,X,O,X,X,X,O,X,X
LZIOTSJ,X,O,X,O,X,O,O,X
LZIOJTS,X,X,O,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,O,O,X
LZIOSJT,O,X,X,X,X,X,X,X
LZJTISO,X,X,O,X,O,X,O,X
LZJTIOS,X,X,O,X,O,X,X,X
LZJTSIO,O,X,O,O,O,X,O,O
LZJTSOI,O,X,O,O,O,X,O,O
LZJTOIS,X,X,O,X,O,X,X,X
LZJTOSI,O,X,O,O,O,X,X,O
LZJITSO,X,X,O,X,O,X,O,X
LZJITOS,X,X,O,X,O,X,X,X
LZJISTO,O,X,X,X,X,X,O,X
LZJISOT,O,X,X,X,X,X,X,X
LZJIOTS,X,X,O,X,O,X,X,X
LZJIOST,O,X,X,X,X,X,X,X
LZJSTIO,O,X,O,O,O,X,O,X
LZJSTOI,O,X,O,O,O,X,O,X
LZJSITO,O,X,X,X,O,X,O,X
LZJSIOT,O,X,X,X,O,X,X,X
LZJSOTI,O,X,O,O,O,X,O,X
LZJSOIT,O,X,X,X,O,X,X,X
LZJOTIS,X,X,O,X,O,X,X,X
LZJOTSI,O,X,O,O,O,X,X,O
LZJOITS,X,X,O,X,O,X,X,X
LZJOIST,O,X,X,X,X,X,X,X
LZJOSTI,O,X,O,O,O,X,X,X
LZJOSIT,O,X,X,X,O,X,X,X
LZSTIJO,O,O,X,O,O,X,O,X
LZSTIOJ,O,O,X,O,O,X,O,X
LZSTJIO,O,O,X,O,O,X,O,X
LZSTJOI,O,O,X,O,O,X,O,X
LZSTOIJ,O,O,X,O,O,X,O,X
LZSTOJI,O,O,X,O,O,X,O,X
LZSITJO,O,O,X,O,O,X,O,O
LZSITOJ,O,O,X,O,O,X,O,O
LZSIJTO,O,X,X,X,X,X,O,X
LZSIJOT,O,X,X,X,X,X,X,X
LZSIOTJ,O,O,X,O,O,X,O,O
LZSIOJT,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,O,O,X,O,X
LZSJTOI,O,X,O,O,O,X,O,X
LZSJITO,O,X,X,X,O,X,O,X
LZSJIOT,O,X,X,X,O,X,X,X
LZSJOTI,O,X,O,O,O,X,O,X
LZSJOIT,O,X,X,X,O,X,X,X
LZSOTIJ,O,O,X,O,O,X,O,X
LZSOTJI,O,O,X,O,O,X,O,X
LZSOITJ,O,O,X,O,O,X,O,O
LZSOIJT,O,X,X,X,X,X,X,X
LZSOJTI,O,X,O,O,O,X,O,X
LZSOJIT,O,X,X,X,O,X,X,X
LZOTIJS,X,O,X,X,X,X,X,X
LZOTISJ,X,O,X,O,X,X,O,X
LZOTJIS,X,O,O,X,X,X,X,X
LZOTJSI,O,O,O,O,X,X,X,O
LZOTSIJ,O,O,O,O,X,X,O,O
LZOTSJI,O,O,O,O,X,X,O,O
LZOITJS,X,O,X,X,X,O,X,X
LZOITSJ,X,O,X,O,X,O,O,X
LZOIJTS,X,X,O,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,O,O,X
LZOISJT,O,X,X,X,X,X,X,X
LZOJTIS,X,X,O,X,O,X,X,X
LZOJTSI,O,X,O,O,O,X,X,O
LZOJITS,X,X,O,X,O,X,X,X
LZOJIST,O,X,X,X,X,X,X,X
LZOJSTI,O,X,O,O,O,X,X,X
LZOJSIT,O,X,X,X,O,X,X,X
LZOSTIJ,O,O,X,O,O,X,O,X
LZOSTJI,O,O,X,O,O,X,O,X
LZOSITJ,O,O,X,O,O,X,O,O
LZOSIJT,O,X,X,X,X,X,X,X
LZOSJTI,O,X,O,O,O,X,O,X
LZOSJIT,O,X,X,X,O,X,X,X
LOTIJSZ,X,O,X,X,X,O,X,X
LOTIJZS,X,O,X,X,X,O,X,X
LOTISJZ,X,O,X,O,X,O,X,X
LOTISZJ,X,O,X,O,X,O,X,X
LOTIZJS,X,O,X,X,X,O,X,X
LOTIZSJ,X,O,X,O,X,O,X,X
LOTJISZ,X,O,O,X,X,X,X,X
LOTJIZS,X,O,O,X,O,X,X,X
LOTJSIZ,X,O,O,O,O,X,X,X
LOTJSZI,X,O,O,O,O,X,X,X
LOTJZIS,X,O,O,X,O,X,X,X
LOTJZSI,X,O,O,O,O,X,X,X
LOTSIJZ,X,O,X,O,X,X,X,X
LOTSIZJ,X,O,X,O,X,X,X,O
LOTSJIZ,X,O,O,O,O,X,X,X
LOTSJZI,X,O,O,O,O,X,X,X
LOTSZIJ,X,O,O,O,O,X,X,O
LOTSZJI,X,O,O,O,O,X,X,O
LOTZIJS,X,O,X,X,X,X,X,X
LOTZISJ,X,O,X,O,X,X,X,X
LOTZJIS,X,O,O,X,X,X,X,X
LOTZJSI,X,O,O,O,X,X,X,O
LOTZSIJ,X,O,O,O,X,X,X,O
LOTZSJI,X,O,O,O,X,X,X,O
LOITJSZ,X,O,X,X,X,O,X,X
LOITJZS,X,O,X,X,X,O,X,X
LOITSJZ,X,O,X,O,X,O,X,X
LOITSZJ,X,O,X,O,X,O,X,X
LOITZJS,X,O,X,X,X,O,X,X
LOITZSJ,X,O,X,O,X,O,X,X
LOIJTSZ,X,O,O,X,X,O,X,X
LOIJTZS,X,O,O,X,O,O,X,X
LOIJSTZ,X,O,X,O,O,O,X,X
LOIJSZT,O,X,X,X,O,X,X,X
LOIJZTS,X,X,O,X,O,X,X,X
LOIJZST,O,X,X,X,X,X,X,X
LOISTJZ,X,O,X,O,X,O,X,X
LOISTZJ,O,O,X,O,X,O,X,X
LOISJTZ,X,O,X,O,O,O,X,X
LOISJZT,O,X,X,X,O,X,X,X
LOISZTJ,O,O,X,O,O,O,O,X
LOISZJT,O,X,X,X,X,X,X,X
LOIZTJS,X,O,X,X,X,O,X,X
LOIZTSJ,X,O,X,O,X,O,O,X
LOIZJTS,X,X,O,X,X,X,X,X
LOIZJST,O,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,O,O,X
LOIZSJT,O,X,X,X,X,X,X,X
LOJTISZ,X,O,O,X,X,X,X,X
LOJTIZS,X,O,O,X,O,X,X,X
LOJTSIZ,X,O,O,O,O,X,X,X
LOJTSZI,X,O,O,O,O,X,X,X
LOJTZIS,X,O,O,X,O,X,X,X
LOJTZSI,X,O,O,O,O,X,X,X
LOJITSZ,X,O,O,X,X,O,X,X
LOJITZS,X,O,O,X,O,O,X,X
LOJISTZ,X,O,X,O,O,O,X,X
LOJISZT,O,X,X,X,O,X,X,X
LOJIZTS,X,X,O,X,O,X,X,X
LOJIZST,O,X,X,X,X,X,X,X
LOJSTIZ,X,O,O,O,O,X,X,X
LOJSTZI,X,O,O,O,O,X,X,X
LOJSITZ,X,O,X,O,O,X,X,X
LOJSIZT,O,X,X,X,O,X,X,X
LOJSZTI,O,X,O,O,O,X,X,X
LOJSZIT,O,X,X,X,O,X,X,X
LOJZTIS,X,X,O,X,O,X,X,X
LOJZTSI,O,X,O,O,O,X,X,X
LOJZITS,X,X,O,X,O,X,X,X
LOJZIST,O,X,X,X,X,X,X,X
LOJZSTI,O,X,O,O,O,X,X,X
LOJZSIT,O,X,X,X,O,X,X,X
LOSTIJZ,X,O,X,O,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,O
LOSTJIZ,X,O,X,O,O,X,X,X
LOSTJZI,X,O,X,O,O,X,O,X
LOSTZIJ,O,O,X,O,O,X,O,O
LOSTZJI,O,O,X,O,O,X,O,O
LOSITJZ,X,O,X,O,X,O,X,X
LOSITZJ,O,O,X,O,X,O,X,O
LOSIJTZ,X,O,X,O,O,O,X,X
LOSIJZT,O,X,X,X,O,X,X,X
LOSIZTJ,O,O,X,O,O,O,O,O
LOSIZJT,O,X,X,X,X,X,X,X
LOSJTIZ,X,O,O,O,O,X,X,X
LOSJTZI,X,O,O,O,O,X,O,X
LOSJITZ,X,O,X,O,O,X,X,X
LOSJIZT,O,X,X,X,O,X,X,X
LOSJZTI,O,X,O,O,O,X,O,X
LOSJZIT,O,X,X,X,O,X,X,X
LOSZTIJ,O,O,X,O,O,X,O,X
LOSZTJI,O,O,X,O,O,X,O,X
LOSZITJ,O,O,X,O,O,X,O,O
LOSZIJT,O,X,X,X,X,X,X,X
LOSZJTI,O,X,O,O,O,X,O,X
LOSZJIT,O,X,X,X,O,X,X,X
LOZTIJS,X,O,X,X,X,X,X,X
LOZTISJ,X,O,X,O,X,X,O,X
LOZTJIS,X,O,O,X,X,X,X,X
LOZTJSI,O,O,O,O,X,X,X,O
LOZTSIJ,O,O,O,O,X,X,O,O
LOZTSJI,O,O,O,O,X,X,O,O
LOZITJS,X,O,X,X,X,O,X,X
LOZITSJ,X,O,X,O,X,O,O,X
LOZIJTS,X,X,O,X,X,X,X,X
LOZIJST,O,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,O,O,X
LOZISJT,O,X,X,X,X,X,X,X
LOZJTIS,X,X,O,X,O,X,X,X
LOZJTSI,O,X,O,O,O,X,X,O
LOZJITS,X,X,O,X,O,X,X,X
LOZJIST,O,X,X,X,X,X,X,X
LOZJSTI,O,X,O,O,O,X,X,X
LOZJSIT,O,X,X,X,O,X,X,X
LOZSTIJ,O,O,X,O,O,X,O,X
LOZSTJI,O,O,X,O,O,X,O,X
LOZSITJ,O,O,X,O,O,X,O,O
LOZSIJT,O,X,X,X,X,X,X,X
LOZSJTI,O,X,O,O,O,X,O,X
LOZSJIT,O,X,X,X,O,X,X,X
JTILSZO,X,X,O,X,X,X,X,X
JTILSOZ,X,X,O,X,X,X,X,X
JTILZSO,X,X,O,X,O,X,X,X
JTILZOS,X,X,O,X,O,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X
JTILOZS,X,X,O,X,O,X,X,X
JTISLZO,X,X,O,X,O,X,X,X
JTISLOZ,X,X,O,X,O,X,X,X
JTISZLO,O,X,O,X,O,X,X,X
JTISZOL,O,X,O,X,O,X,X,X
JTISOLZ,X,X,O,X,O,X,X,X
JTISOZL,O,X,O,X,O,X,X,X
JTIZLSO,X,X,O,X,O,X,X,X
JTIZLOS,X,X,O,X,O,X,X,X
JTIZSLO,O,X,O,X,O,X,X,X
JTIZSOL,O,X,O,X,O,X,X,X
JTIZOLS,X,X,O,X,O,X,X,X
JTIZOSL,O,X,O,X,O,X,X,X
JTIOLSZ,X,X,O,X,X,X,X,X
JTIOLZS,X,X,O,X,O,X,X,X
JTIOSLZ,X,X,O,X,O,X,X,X
JTIOSZL,O,X,O,X,O,X,X,X
JTIOZLS,X,X,O,X,O,X,X,X
JTIOZSL,O,X,O,X,O,X,X,X
JTLISZO,X,O,O,X,X,X,X,X
JTLISOZ,X,O,O,X,X,X,X,X
JTLIZSO,X,O,O,X,O,X,X,X
JTLIZOS,X,O,O,X,O,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,X
JTLIOZS,X,O,O,X,O,X,X,X
JTLSIZO,X,O,O,O,O,X,X,X
JTLSIOZ,X,O,O,O,O,X,X,X
JTLSZIO,X,O,O,O,O,X,X,X
JTLSZOI,X,O,O,O,O,X,X,X
JTLSOIZ,X,O,O,O,O,X,X,X
JTLSOZI,X,O,O,O,O,X,X,X
JTLZISO,X,O,O,X,O,X,X,X
JTLZIOS,X,O,O,X,O,X,X,X
JTLZSIO,X,O,O,O,O,X,X,X
JTLZSOI,X,O,O,O,O,X,X,X
JTLZOIS,X,O,O,X,O,X,X,X
