sequence,v115@ChB8CeA8EeF8CeH8BeE8Je//IvhFRbBGdBTeBigBFm?B0qB,v115@ChB8CeA8EeF8CeH8BeE8JeT6IvhFmbBRdBSjBXgBFm?B0qB,v115@ChB8CeA8EeF8CeH8BeE8JeT6IvhFmbBRdBSjBFlBXm?B0qB,v115@ChB8CeA8EeF8CeH8BeE8Je//IvhFUbBGdBTeBxlBlq?BarB
SZJTIOL,O,O,O,O
SZJTLIO,O,O,O,O
SZJTLOI,O,O,O,O
SZJTOIL,O,O,O,O
SZJTOLI,O,O,O,O
SZJITLO,O,O,O,O
SZJITOL,O,O,O,O
SZJILTO,O,O,O,X
SZJILOT,O,O,O,X
SZJIOTL,O,O,X,O
SZJIOLT,O,O,O,X
SZJLTIO,O,O,O,X
SZJLTOI,O,O,O,X
SZJLITO,O,O,O,X
SZJLIOT,O,O,O,X
SZJLOTI,O,O,X,X
SZJLOIT,O,O,O,X
SZJOTIL,O,O,X,O
SZJOTLI,O,O,X,O
SZJOITL,O,O,X,O
SZJOILT,O,O,O,X
SZJOLTI,O,O,X,X
SZJOLIT,O,O,O,X
SZOTILJ,O,O,O,O
SZOTIJL,O,O,O,O
SZOTLIJ,O,O,O,O
SZOTLJI,O,O,O,O
SZOTJIL,O,O,O,O
SZOTJLI,O,O,O,O
SZOITLJ,O,O,O,O
SZOITJL,O,O,O,O
SZOILTJ,O,O,O,X
SZOILJT,O,O,O,X
SZOIJTL,O,O,X,O
SZOIJLT,O,O,O,X
SZOLTIJ,O,O,O,X
SZOLTJI,O,O,O,X
SZOLITJ,O,O,O,X
SZOLIJT,O,O,O,X
SZOLJTI,O,O,X,X
SZOLJIT,O,O,O,X
SZOJTIL,O,O,X,O
SZOJTLI,O,O,X,O
SZOJITL,O,O,X,O
SZOJILT,O,O,O,X
SZOJLTI,O,O,X,X
SZOJLIT,O,O,O,X
SOTILJZ,O,O,O,O
SOTILZJ,O,X,O,O
SOTIJLZ,O,O,O,O
SOTIJZL,O,X,O,O
SOTIZLJ,X,X,O,O
SOTIZJL,O,X,O,O
SOTLIJZ,O,O,O,O
SOTLIZJ,O,X,O,O
SOTLJIZ,O,O,O,O
SOTLJZI,O,X,O,O
SOTLZIJ,O,X,O,O
SOTLZJI,O,X,O,O
SOTJILZ,O,O,O,O
SOTJIZL,O,X,O,O
SOTJLIZ,O,O,O,O
SOTJLZI,O,X,O,O
SOTJZIL,O,X,O,O
SOTJZLI,O,X,O,O
SOTZILJ,O,X,O,O
SOTZIJL,O,X,O,O
SOTZLIJ,O,X,O,O
SOTZLJI,O,X,O,O
SOTZJIL,O,X,O,O
SOTZJLI,O,X,O,O
SOITLJZ,O,O,O,O
SOITLZJ,O,X,O,O
SOITJLZ,O,O,O,O
SOITJZL,O,X,O,O
SOITZLJ,X,X,O,O
SOITZJL,O,X,O,O
SOILTJZ,X,O,O,O
SOILTZJ,X,X,O,O
SOILJTZ,O,O,O,O
SOILJZT,O,O,O,X
SOILZTJ,X,O,O,X
SOILZJT,X,O,O,X
SOIJTLZ,O,O,O,O
SOIJTZL,O,X,O,O
SOIJLTZ,O,O,O,O
SOIJLZT,O,O,O,X
SOIJZTL,O,X,X,O
SOIJZLT,O,O,O,X
SOIZTLJ,O,O,O,O
SOIZTJL,O,O,O,O
SOIZLTJ,O,O,O,X
SOIZLJT,O,O,O,X
SOIZJTL,O,O,X,O
SOIZJLT,O,O,O,X
SOLTIJZ,O,O,O,O
SOLTIZJ,O,X,O,O
SOLTJIZ,O,O,O,O
SOLTJZI,O,X,O,O
SOLTZIJ,O,X,O,O
SOLTZJI,O,X,O,O
SOLITJZ,X,O,O,O
SOLITZJ,X,X,O,O
SOLIJTZ,O,O,O,O
SOLIJZT,O,O,O,X
SOLIZTJ,X,O,O,X
SOLIZJT,X,O,O,X
SOLJTIZ,O,O,O,O
SOLJTZI,O,X,O,O
SOLJITZ,O,O,O,O
SOLJIZT,O,O,O,X
SOLJZTI,O,X,X,X
SOLJZIT,O,O,O,X
SOLZTIJ,O,O,O,X
SOLZTJI,O,O,O,X
SOLZITJ,O,O,O,X
SOLZIJT,O,O,O,X
SOLZJTI,O,O,X,X
SOLZJIT,O,O,O,X
SOJTILZ,O,O,O,O
SOJTIZL,O,X,O,O
SOJTLIZ,O,O,O,O
SOJTLZI,O,X,O,O
SOJTZIL,O,X,O,O
SOJTZLI,O,X,O,O
SOJITLZ,O,O,O,O
SOJITZL,O,X,O,O
SOJILTZ,O,O,O,O
SOJILZT,O,O,O,X
SOJIZTL,O,X,X,O
SOJIZLT,O,O,O,X
SOJLTIZ,O,O,O,O
SOJLTZI,O,X,O,O
SOJLITZ,O,O,O,O
SOJLIZT,O,O,O,X
SOJLZTI,O,X,X,X
SOJLZIT,O,O,O,X
SOJZTIL,O,X,X,O
SOJZTLI,O,X,X,O
SOJZITL,O,X,X,O
SOJZILT,O,O,O,X
SOJZLTI,O,X,X,X
SOJZLIT,O,O,O,X
SOZTILJ,O,O,O,O
SOZTIJL,O,O,O,O
SOZTLIJ,O,O,O,O
SOZTLJI,O,O,O,O
SOZTJIL,O,O,O,O
SOZTJLI,O,O,O,O
SOZITLJ,O,O,O,O
SOZITJL,O,O,O,O
SOZILTJ,O,O,O,X
SOZILJT,O,O,O,X
SOZIJTL,O,O,X,O
SOZIJLT,O,O,O,X
SOZLTIJ,O,O,O,X
SOZLTJI,O,O,O,X
SOZLITJ,O,O,O,X
SOZLIJT,O,O,O,X
SOZLJTI,O,O,X,X
SOZLJIT,O,O,O,X
SOZJTIL,O,O,X,O
SOZJTLI,O,O,X,O
SOZJITL,O,O,X,O
SOZJILT,O,O,O,X
SOZJLTI,O,O,X,X
SOZJLIT,O,O,O,X
ZTILJSO,O,O,X,X
ZTILJOS,O,O,X,X
ZTILSJO,O,O,O,X
ZTILSOJ,O,O,O,X
ZTILOJS,O,O,X,X
ZTILOSJ,O,O,O,X
ZTIJLSO,O,O,X,X
ZTIJLOS,O,O,X,X
ZTIJSLO,O,O,X,O
ZTIJSOL,O,O,X,O
ZTIJOLS,O,O,X,X
ZTIJOSL,O,O,X,O
ZTISLJO,O,O,O,O
ZTISLOJ,O,O,O,O
ZTISJLO,O,O,O,O
ZTISJOL,O,O,O,O
ZTISOLJ,O,O,O,O
ZTISOJL,O,O,O,O
ZTIOLJS,O,O,X,X
ZTIOLSJ,O,O,O,X
ZTIOJLS,O,O,X,X
ZTIOJSL,O,O,X,O
ZTIOSLJ,O,O,O,O
ZTIOSJL,O,O,O,O
ZTLIJSO,O,O,X,X
ZTLIJOS,O,O,X,X
ZTLISJO,O,O,O,X
ZTLISOJ,O,O,O,X
ZTLIOJS,O,O,X,X
ZTLIOSJ,O,O,O,X
ZTLJISO,O,O,X,X
ZTLJIOS,O,O,X,X
ZTLJSIO,O,O,X,X
ZTLJSOI,O,O,X,X
ZTLJOIS,O,O,X,X
ZTLJOSI,O,O,X,X
ZTLSIJO,O,O,O,X
ZTLSIOJ,O,O,O,X
ZTLSJIO,O,O,O,X
ZTLSJOI,O,O,O,X
ZTLSOIJ,O,O,O,X
ZTLSOJI,O,O,O,X
ZTLOIJS,O,O,X,X
ZTLOISJ,O,O,O,X
ZTLOJIS,O,O,X,X
ZTLOJSI,O,O,X,X
ZTLOSIJ,O,O,O,X
ZTLOSJI,O,O,O,X
ZTJILSO,O,O,X,X
ZTJILOS,O,O,X,X
ZTJISLO,O,O,X,O
ZTJISOL,O,O,X,O
ZTJIOLS,O,O,X,X
ZTJIOSL,O,O,X,O
ZTJLISO,O,O,X,X
ZTJLIOS,O,O,X,X
ZTJLSIO,O,O,X,X
ZTJLSOI,O,O,X,X
ZTJLOIS,O,O,X,X
ZTJLOSI,O,O,X,X
ZTJSILO,O,O,X,O
ZTJSIOL,O,O,X,O
ZTJSLIO,O,O,X,O
ZTJSLOI,O,O,X,O
ZTJSOIL,O,O,X,O
ZTJSOLI,O,O,X,O
ZTJOILS,O,O,X,X
ZTJOISL,O,O,X,O
ZTJOLIS,O,O,X,X
ZTJOLSI,O,O,X,X
ZTJOSIL,O,O,X,O
ZTJOSLI,O,O,X,O
ZTSILJO,O,O,O,O
ZTSILOJ,O,O,O,O
ZTSIJLO,O,O,O,O
ZTSIJOL,O,O,O,O
ZTSIOLJ,O,O,O,O
ZTSIOJL,O,O,O,O
ZTSLIJO,O,O,O,O
ZTSLIOJ,O,O,O,O
ZTSLJIO,O,O,O,O
ZTSLJOI,O,O,O,O
ZTSLOIJ,O,O,O,O
ZTSLOJI,O,O,O,O
ZTSJILO,O,O,O,O
ZTSJIOL,O,O,O,O
ZTSJLIO,O,O,O,O
ZTSJLOI,O,O,O,O
ZTSJOIL,O,O,O,O
ZTSJOLI,O,O,O,O
ZTSOILJ,O,O,O,O
ZTSOIJL,O,O,O,O
ZTSOLIJ,O,O,O,O
ZTSOLJI,O,O,O,O
ZTSOJIL,O,O,O,O
ZTSOJLI,O,O,O,O
ZTOILJS,O,O,X,X
ZTOILSJ,O,O,O,X
ZTOIJLS,O,O,X,X
ZTOIJSL,O,O,X,O
ZTOISLJ,O,O,O,O
ZTOISJL,O,O,O,O
ZTOLIJS,O,O,X,X
ZTOLISJ,O,O,O,X
ZTOLJIS,O,O,X,X
ZTOLJSI,O,O,X,X
ZTOLSIJ,O,O,O,X
ZTOLSJI,O,O,O,X
ZTOJILS,O,O,X,X
ZTOJISL,O,O,X,O
ZTOJLIS,O,O,X,X
ZTOJLSI,O,O,X,X
ZTOJSIL,O,O,X,O
ZTOJSLI,O,O,X,O
ZTOSILJ,O,O,O,O
ZTOSIJL,O,O,O,O
ZTOSLIJ,O,O,O,O
ZTOSLJI,O,O,O,O
ZTOSJIL,O,O,O,O
ZTOSJLI,O,O,O,O
ZITLJSO,O,O,X,X
ZITLJOS,O,O,X,X
ZITLSJO,O,O,O,X
ZITLSOJ,O,O,O,X
ZITLOJS,O,O,X,X
ZITLOSJ,O,O,O,X
ZITJLSO,O,O,X,X
ZITJLOS,O,O,X,X
ZITJSLO,O,O,X,X
ZITJSOL,O,O,X,X
ZITJOLS,O,O,X,X
ZITJOSL,O,O,X,X
ZITSLJO,O,O,O,X
ZITSLOJ,O,O,O,X
ZITSJLO,O,O,O,X
ZITSJOL,O,O,O,X
ZITSOLJ,O,O,O,X
ZITSOJL,O,O,O,X
ZITOLJS,O,O,X,X
ZITOLSJ,O,O,O,X
ZITOJLS,O,O,X,X
ZITOJSL,O,O,X,X
ZITOSLJ,O,O,O,X
ZITOSJL,O,O,O,X
ZILTJSO,X,O,X,X
ZILTJOS,X,O,X,X
ZILTSJO,X,O,O,X
ZILTSOJ,X,O,O,X
ZILTOJS,X,O,X,X
ZILTOSJ,X,O,O,X
ZILJTSO,X,O,X,X
ZILJTOS,X,O,X,X
ZILJSTO,O,O,X,X
ZILJSOT,O,O,X,X
ZILJOTS,X,O,X,X
ZILJOST,O,O,X,X
ZILSTJO,O,O,O,X
ZILSTOJ,O,O,O,X
ZILSJTO,O,O,O,X
ZILSJOT,O,O,O,X
ZILSOTJ,O,O,O,X
ZILSOJT,O,O,O,X
ZILOTJS,X,O,X,X
ZILOTSJ,X,O,O,X
ZILOJTS,X,O,X,X
ZILOJST,O,O,X,X
ZILOSTJ,O,O,O,X
ZILOSJT,O,O,O,X
ZIJTLSO,O,O,X,X
ZIJTLOS,O,O,X,X
ZIJTSLO,O,O,X,X
ZIJTSOL,O,O,X,X
ZIJTOLS,O,O,X,X
ZIJTOSL,O,O,X,X
ZIJLTSO,X,O,X,X
ZIJLTOS,X,O,X,X
ZIJLSTO,O,O,X,X
ZIJLSOT,O,O,X,X
ZIJLOTS,X,O,X,X
ZIJLOST,O,O,X,X
ZIJSTLO,O,O,X,O
ZIJSTOL,O,O,X,O
ZIJSLTO,O,O,X,X
ZIJSLOT,O,O,X,X
ZIJSOTL,O,O,X,O
ZIJSOLT,O,O,X,X
ZIJOTLS,O,O,X,X
ZIJOTSL,O,O,X,X
ZIJOLTS,X,O,X,X
ZIJOLST,O,O,X,X
ZIJOSTL,O,O,X,O
ZIJOSLT,O,O,X,X
ZISTLJO,O,O,O,O
ZISTLOJ,O,O,O,O
ZISTJLO,O,O,O,O
ZISTJOL,O,O,O,O
ZISTOLJ,O,O,O,O
ZISTOJL,O,O,O,O
ZISLTJO,O,O,O,X
ZISLTOJ,O,O,O,X
ZISLJTO,O,O,O,X
ZISLJOT,O,O,O,X
ZISLOTJ,O,O,O,X
ZISLOJT,O,O,O,X
ZISJTLO,O,O,O,O
ZISJTOL,O,O,O,O
ZISJLTO,O,O,O,X
ZISJLOT,O,O,O,X
ZISJOTL,O,O,X,O
ZISJOLT,O,O,O,X
ZISOTLJ,O,O,O,O
ZISOTJL,O,O,O,O
ZISOLTJ,O,O,O,X
ZISOLJT,O,O,O,X
ZISOJTL,O,O,X,O
ZISOJLT,O,O,O,X
ZIOTLJS,O,O,X,X
ZIOTLSJ,O,O,O,X
ZIOTJLS,O,O,X,X
ZIOTJSL,O,O,X,X
ZIOTSLJ,O,O,O,X
ZIOTSJL,O,O,O,X
ZIOLTJS,X,O,X,X
ZIOLTSJ,X,O,O,X
ZIOLJTS,X,O,X,X
ZIOLJST,O,O,X,X
ZIOLSTJ,O,O,O,X
ZIOLSJT,O,O,O,X
ZIOJTLS,O,O,X,X
ZIOJTSL,O,O,X,X
ZIOJLTS,X,O,X,X
ZIOJLST,O,O,X,X
ZIOJSTL,O,O,X,O
ZIOJSLT,O,O,X,X
ZIOSTLJ,O,O,O,O
ZIOSTJL,O,O,O,O
ZIOSLTJ,O,O,O,X
ZIOSLJT,O,O,O,X
ZIOSJTL,O,O,X,O
ZIOSJLT,O,O,O,X
ZLTIJSO,O,O,X,X
ZLTIJOS,O,O,X,X
ZLTISJO,O,O,O,X
ZLTISOJ,O,O,O,X
ZLTIOJS,O,O,X,X
ZLTIOSJ,O,O,O,X
ZLTJISO,O,O,X,X
ZLTJIOS,O,O,X,X
ZLTJSIO,O,O,X,X
ZLTJSOI,O,O,X,X
ZLTJOIS,O,O,X,X
ZLTJOSI,O,O,X,X
ZLTSIJO,O,O,O,X
ZLTSIOJ,O,O,O,X
ZLTSJIO,O,O,O,X
ZLTSJOI,O,O,O,X
ZLTSOIJ,O,O,O,X
ZLTSOJI,O,O,O,X
ZLTOIJS,O,O,X,X
ZLTOISJ,O,O,O,X
ZLTOJIS,O,O,X,X
ZLTOJSI,O,O,X,X
ZLTOSIJ,O,O,O,X
ZLTOSJI,O,O,O,X
ZLITJSO,X,O,X,X
ZLITJOS,X,O,X,X
ZLITSJO,X,O,O,X
ZLITSOJ,X,O,O,X
ZLITOJS,X,O,X,X
ZLITOSJ,X,O,O,X
ZLIJTSO,X,O,X,X
ZLIJTOS,X,O,X,X
ZLIJSTO,O,O,X,X
ZLIJSOT,O,O,X,X
ZLIJOTS,X,O,X,X
ZLIJOST,O,O,X,X
ZLISTJO,O,O,O,X
ZLISTOJ,O,O,O,X
ZLISJTO,O,O,O,X
ZLISJOT,O,O,O,X
ZLISOTJ,O,O,O,X
ZLISOJT,O,O,O,X
ZLIOTJS,X,O,X,X
ZLIOTSJ,X,O,O,X
ZLIOJTS,X,O,X,X
ZLIOJST,O,O,X,X
ZLIOSTJ,O,O,O,X
ZLIOSJT,O,O,O,X
ZLJTISO,O,O,X,X
ZLJTIOS,O,O,X,X
ZLJTSIO,O,O,X,X
ZLJTSOI,O,O,X,X
ZLJTOIS,O,O,X,X
ZLJTOSI,O,O,X,X
ZLJITSO,X,O,X,X
ZLJITOS,X,O,X,X
ZLJISTO,O,O,X,X
ZLJISOT,O,O,X,X
ZLJIOTS,X,O,X,X
ZLJIOST,O,O,X,X
ZLJSTIO,O,O,X,X
ZLJSTOI,O,O,X,X
ZLJSITO,O,O,X,X
ZLJSIOT,O,O,X,X
ZLJSOTI,O,O,X,X
ZLJSOIT,O,O,X,X
ZLJOTIS,O,O,X,X
ZLJOTSI,O,O,X,X
ZLJOITS,X,O,X,X
ZLJOIST,O,O,X,X
ZLJOSTI,O,O,X,X
ZLJOSIT,O,O,X,X
ZLSTIJO,O,O,O,X
ZLSTIOJ,O,O,O,X
ZLSTJIO,O,O,O,X
ZLSTJOI,O,O,O,X
ZLSTOIJ,O,O,O,X
ZLSTOJI,O,O,O,X
ZLSITJO,O,O,O,X
ZLSITOJ,O,O,O,X
ZLSIJTO,O,O,O,X
ZLSIJOT,O,O,O,X
ZLSIOTJ,O,O,O,X
ZLSIOJT,O,O,O,X
ZLSJTIO,O,O,O,X
ZLSJTOI,O,O,O,X
ZLSJITO,O,O,O,X
ZLSJIOT,O,O,O,X
ZLSJOTI,O,O,X,X
ZLSJOIT,O,O,O,X
ZLSOTIJ,O,O,O,X
ZLSOTJI,O,O,O,X
ZLSOITJ,O,O,O,X
ZLSOIJT,O,O,O,X
ZLSOJTI,O,O,X,X
ZLSOJIT,O,O,O,X
ZLOTIJS,O,O,X,X
ZLOTISJ,O,O,O,X
ZLOTJIS,O,O,X,X
ZLOTJSI,O,O,X,X
ZLOTSIJ,O,O,O,X
ZLOTSJI,O,O,O,X
ZLOITJS,X,O,X,X
ZLOITSJ,X,O,O,X
ZLOIJTS,X,O,X,X
ZLOIJST,O,O,X,X
ZLOISTJ,O,O,O,X
ZLOISJT,O,O,O,X
ZLOJTIS,O,O,X,X
ZLOJTSI,O,O,X,X
ZLOJITS,X,O,X,X
ZLOJIST,O,O,X,X
ZLOJSTI,O,O,X,X
ZLOJSIT,O,O,X,X
ZLOSTIJ,O,O,O,X
ZLOSTJI,O,O,O,X
ZLOSITJ,O,O,O,X
ZLOSIJT,O,O,O,X
ZLOSJTI,O,O,X,X
ZLOSJIT,O,O,O,X
ZJTILSO,O,O,X,X
ZJTILOS,O,O,X,X
ZJTISLO,O,O,X,O
ZJTISOL,O,O,X,O
ZJTIOLS,O,O,X,X
ZJTIOSL,O,O,X,O
ZJTLISO,O,O,X,X
ZJTLIOS,O,O,X,X
ZJTLSIO,O,O,X,X
ZJTLSOI,O,O,X,X
ZJTLOIS,O,O,X,X
ZJTLOSI,O,O,X,X
ZJTSILO,O,O,X,O
ZJTSIOL,O,O,X,O
ZJTSLIO,O,O,X,O
ZJTSLOI,O,O,X,O
ZJTSOIL,O,O,X,O
ZJTSOLI,O,O,X,O
ZJTOILS,O,O,X,X
ZJTOISL,O,O,X,O
ZJTOLIS,O,O,X,X
ZJTOLSI,O,O,X,X
ZJTOSIL,O,O,X,O
ZJTOSLI,O,O,X,O
ZJITLSO,O,O,X,X
ZJITLOS,O,O,X,X
ZJITSLO,O,O,X,X
ZJITSOL,O,O,X,X
ZJITOLS,O,O,X,X
ZJITOSL,O,O,X,X
ZJILTSO,X,O,X,X
ZJILTOS,X,O,X,X
ZJILSTO,O,O,X,X
ZJILSOT,O,O,X,X
ZJILOTS,X,O,X,X
ZJILOST,O,O,X,X
ZJISTLO,O,O,X,O
ZJISTOL,O,O,X,O
ZJISLTO,O,O,X,X
ZJISLOT,O,O,X,X
ZJISOTL,O,O,X,O
ZJISOLT,O,O,X,X
ZJIOTLS,O,O,X,X
ZJIOTSL,O,O,X,X
ZJIOLTS,X,O,X,X
ZJIOLST,O,O,X,X
ZJIOSTL,O,O,X,O
ZJIOSLT,O,O,X,X
ZJLTISO,O,O,X,X
ZJLTIOS,O,O,X,X
ZJLTSIO,O,O,X,X
ZJLTSOI,O,O,X,X
ZJLTOIS,O,O,X,X
ZJLTOSI,O,O,X,X
ZJLITSO,X,O,X,X
ZJLITOS,X,O,X,X
ZJLISTO,O,O,X,X
ZJLISOT,O,O,X,X
ZJLIOTS,X,O,X,X
ZJLIOST,O,O,X,X
ZJLSTIO,O,O,X,X
ZJLSTOI,O,O,X,X
ZJLSITO,O,O,X,X
ZJLSIOT,O,O,X,X
ZJLSOTI,O,O,X,X
ZJLSOIT,O,O,X,X
ZJLOTIS,O,O,X,X
ZJLOTSI,O,O,X,X
ZJLOITS,X,O,X,X
ZJLOIST,O,O,X,X
ZJLOSTI,O,O,X,X
ZJLOSIT,O,O,X,X
ZJSTILO,O,O,X,O
ZJSTIOL,O,O,X,O
ZJSTLIO,O,O,X,O
ZJSTLOI,O,O,X,O
ZJSTOIL,O,O,X,O
ZJSTOLI,O,O,X,O
ZJSITLO,O,O,X,O
ZJSITOL,O,O,X,O
ZJSILTO,O,O,X,X
ZJSILOT,O,O,X,X
ZJSIOTL,O,O,X,O
ZJSIOLT,O,O,X,X
ZJSLTIO,O,O,X,X
ZJSLTOI,O,O,X,X
ZJSLITO,O,O,X,X
ZJSLIOT,O,O,X,X
ZJSLOTI,O,O,X,X
ZJSLOIT,O,O,X,X
ZJSOTIL,O,O,X,O
ZJSOTLI,O,O,X,O
ZJSOITL,O,O,X,O
ZJSOILT,O,O,X,X
ZJSOLTI,O,O,X,X
ZJSOLIT,O,O,X,X
ZJOTILS,O,O,X,X
ZJOTISL,O,O,X,O
ZJOTLIS,O,O,X,X
ZJOTLSI,O,O,X,X
ZJOTSIL,O,O,X,O
ZJOTSLI,O,O,X,O
ZJOITLS,O,O,X,X
ZJOITSL,O,O,X,X
ZJOILTS,X,O,X,X
ZJOILST,O,O,X,X
ZJOISTL,O,O,X,O
ZJOISLT,O,O,X,X
ZJOLTIS,O,O,X,X
ZJOLTSI,O,O,X,X
ZJOLITS,X,O,X,X
ZJOLIST,O,O,X,X
ZJOLSTI,O,O,X,X
ZJOLSIT,O,O,X,X
ZJOSTIL,O,O,X,O
ZJOSTLI,O,O,X,O
ZJOSITL,O,O,X,O
ZJOSILT,O,O,X,X
ZJOSLTI,O,O,X,X
ZJOSLIT,O,O,X,X
ZSTILJO,O,O,O,O
ZSTILOJ,O,O,O,O
ZSTIJLO,O,O,O,O
ZSTIJOL,O,O,O,O
ZSTIOLJ,O,O,O,O
ZSTIOJL,O,O,O,O
ZSTLIJO,O,O,O,O
ZSTLIOJ,O,O,O,O
ZSTLJIO,O,O,O,O
ZSTLJOI,O,O,O,O
ZSTLOIJ,O,O,O,O
ZSTLOJI,O,O,O,O
ZSTJILO,O,O,O,O
ZSTJIOL,O,O,O,O
ZSTJLIO,O,O,O,O
ZSTJLOI,O,O,O,O
ZSTJOIL,O,O,O,O
ZSTJOLI,O,O,O,O
ZSTOILJ,O,O,O,O
ZSTOIJL,O,O,O,O
ZSTOLIJ,O,O,O,O
ZSTOLJI,O,O,O,O
ZSTOJIL,O,O,O,O
ZSTOJLI,O,O,O,O
ZSITLJO,O,O,O,O
ZSITLOJ,O,O,O,O
ZSITJLO,O,O,O,O
ZSITJOL,O,O,O,O
ZSITOLJ,O,O,O,O
ZSITOJL,O,O,O,O
ZSILTJO,O,O,O,X
ZSILTOJ,O,O,O,X
ZSILJTO,O,O,O,X
ZSILJOT,O,O,O,X
ZSILOTJ,O,O,O,X
ZSILOJT,O,O,O,X
ZSIJTLO,O,O,O,O
ZSIJTOL,O,O,O,O
ZSIJLTO,O,O,O,X
ZSIJLOT,O,O,O,X
ZSIJOTL,O,O,X,O
ZSIJOLT,O,O,O,X
ZSIOTLJ,O,O,O,O
ZSIOTJL,O,O,O,O
ZSIOLTJ,O,O,O,X
ZSIOLJT,O,O,O,X
ZSIOJTL,O,O,X,O
ZSIOJLT,O,O,O,X
ZSLTIJO,O,O,O,X
ZSLTIOJ,O,O,O,X
ZSLTJIO,O,O,O,X
ZSLTJOI,O,O,O,X
ZSLTOIJ,O,O,O,X
ZSLTOJI,O,O,O,X
ZSLITJO,O,O,O,X
ZSLITOJ,O,O,O,X
ZSLIJTO,O,O,O,X
ZSLIJOT,O,O,O,X
ZSLIOTJ,O,O,O,X
ZSLIOJT,O,O,O,X
ZSLJTIO,O,O,O,X
ZSLJTOI,O,O,O,X
ZSLJITO,O,O,O,X
ZSLJIOT,O,O,O,X
ZSLJOTI,O,O,X,X
ZSLJOIT,O,O,O,X
ZSLOTIJ,O,O,O,X
ZSLOTJI,O,O,O,X
ZSLOITJ,O,O,O,X
ZSLOIJT,O,O,O,X
ZSLOJTI,O,O,X,X
ZSLOJIT,O,O,O,X
ZSJTILO,O,O,O,O
ZSJTIOL,O,O,O,O
ZSJTLIO,O,O,O,O
ZSJTLOI,O,O,O,O
ZSJTOIL,O,O,O,O
ZSJTOLI,O,O,O,O
ZSJITLO,O,O,O,O
ZSJITOL,O,O,O,O
ZSJILTO,O,O,O,X
ZSJILOT,O,O,O,X
ZSJIOTL,O,O,X,O
ZSJIOLT,O,O,O,X
ZSJLTIO,O,O,O,X
ZSJLTOI,O,O,O,X
ZSJLITO,O,O,O,X
ZSJLIOT,O,O,O,X
ZSJLOTI,O,O,X,X
ZSJLOIT,O,O,O,X
ZSJOTIL,O,O,X,O
ZSJOTLI,O,O,X,O
ZSJOITL,O,O,X,O
ZSJOILT,O,O,O,X
ZSJOLTI,O,O,X,X
ZSJOLIT,O,O,O,X
ZSOTILJ,O,O,O,O
ZSOTIJL,O,O,O,O
ZSOTLIJ,O,O,O,O
ZSOTLJI,O,O,O,O
ZSOTJIL,O,O,O,O
ZSOTJLI,O,O,O,O
ZSOITLJ,O,O,O,O
ZSOITJL,O,O,O,O
ZSOILTJ,O,O,O,X
ZSOILJT,O,O,O,X
ZSOIJTL,O,O,X,O
ZSOIJLT,O,O,O,X
ZSOLTIJ,O,O,O,X
ZSOLTJI,O,O,O,X
ZSOLITJ,O,O,O,X
ZSOLIJT,O,O,O,X
ZSOLJTI,O,O,X,X
ZSOLJIT,O,O,O,X
ZSOJTIL,O,O,X,O
ZSOJTLI,O,O,X,O
ZSOJITL,O,O,X,O
ZSOJILT,O,O,O,X
ZSOJLTI,O,O,X,X
ZSOJLIT,O,O,O,X
ZOTILJS,O,O,X,X
ZOTILSJ,O,O,O,X
ZOTIJLS,O,O,X,X
ZOTIJSL,O,O,X,O
ZOTISLJ,O,O,O,O
ZOTISJL,O,O,O,O
ZOTLIJS,O,O,X,X
ZOTLISJ,O,O,O,X
ZOTLJIS,O,O,X,X
ZOTLJSI,O,O,X,X
ZOTLSIJ,O,O,O,X
ZOTLSJI,O,O,O,X
ZOTJILS,O,O,X,X
ZOTJISL,O,O,X,O
ZOTJLIS,O,O,X,X
ZOTJLSI,O,O,X,X
ZOTJSIL,O,O,X,O
ZOTJSLI,O,O,X,O
ZOTSILJ,O,O,O,O
ZOTSIJL,O,O,O,O
ZOTSLIJ,O,O,O,O
ZOTSLJI,O,O,O,O
ZOTSJIL,O,O,O,O
ZOTSJLI,O,O,O,O
ZOITLJS,O,O,X,X
ZOITLSJ,O,O,O,X
ZOITJLS,O,O,X,X
ZOITJSL,O,O,X,X
ZOITSLJ,O,O,O,X
ZOITSJL,O,O,O,X
ZOILTJS,X,O,X,X
ZOILTSJ,X,O,O,X
ZOILJTS,X,O,X,X
ZOILJST,O,O,X,X
ZOILSTJ,O,O,O,X
ZOILSJT,O,O,O,X
ZOIJTLS,O,O,X,X
ZOIJTSL,O,O,X,X
ZOIJLTS,X,O,X,X
ZOIJLST,O,O,X,X
ZOIJSTL,O,O,X,O
ZOIJSLT,O,O,X,X
ZOISTLJ,O,O,O,O
ZOISTJL,O,O,O,O
ZOISLTJ,O,O,O,X
ZOISLJT,O,O,O,X
ZOISJTL,O,O,X,O
ZOISJLT,O,O,O,X
ZOLTIJS,O,O,X,X
ZOLTISJ,O,O,O,X
ZOLTJIS,O,O,X,X
ZOLTJSI,O,O,X,X
ZOLTSIJ,O,O,O,X
ZOLTSJI,O,O,O,X
ZOLITJS,X,O,X,X
ZOLITSJ,X,O,O,X
ZOLIJTS,X,O,X,X
ZOLIJST,O,O,X,X
ZOLISTJ,O,O,O,X
ZOLISJT,O,O,O,X
ZOLJTIS,O,O,X,X
ZOLJTSI,O,O,X,X
ZOLJITS,X,O,X,X
ZOLJIST,O,O,X,X
