sequence,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jei6IvhFFcBXdBckBZ?lBWmBzqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeT6IvhFxcBlgB3hBi?kB0lB2vB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCcBXdBzfBV?mBmqBUqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFufB3bBFdBT?hBiqB0qB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCbBXdBUlBF?mBOrBTqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jex8IvhF0fBlgB3hBO?kBTlByvB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFzaBXdBamBG?hB0qBFqB
IZTJSOL,O,X,O,X,O,X,X
IZTJOLS,O,X,O,X,O,X,X
IZTJOSL,O,X,O,O,O,X,X
IZTSLJO,O,X,X,X,O,O,O
IZTSLOJ,O,X,O,X,O,O,O
IZTSJLO,O,X,O,X,O,O,X
IZTSJOL,O,X,O,X,O,O,X
IZTSOLJ,O,X,O,X,O,X,X
IZTSOJL,O,X,O,X,O,O,X
IZTOLJS,O,X,X,O,O,X,X
IZTOLSJ,O,X,O,O,O,X,X
IZTOJLS,O,X,O,X,O,X,X
IZTOJSL,O,X,O,O,O,X,X
IZTOSLJ,O,X,O,X,O,X,X
IZTOSJL,O,X,O,O,O,X,X
IZLTJSO,O,X,X,O,O,X,O
IZLTJOS,O,X,X,O,O,X,O
IZLTSJO,O,X,X,O,O,O,O
IZLTSOJ,O,X,X,O,O,O,O
IZLTOJS,O,X,X,O,O,X,O
IZLTOSJ,O,X,X,O,O,X,O
IZLJTSO,O,X,X,O,O,X,O
IZLJTOS,O,X,X,O,O,X,O
IZLJSTO,O,O,X,O,X,O,O
IZLJSOT,O,O,X,O,X,X,X
IZLJOTS,O,X,X,O,X,X,X
IZLJOST,O,O,X,O,X,X,X
IZLSTJO,O,X,X,O,O,O,O
IZLSTOJ,O,O,X,O,O,O,O
IZLSJTO,O,O,X,O,X,O,O
IZLSJOT,O,O,X,O,X,X,X
IZLSOTJ,O,O,X,O,X,O,O
IZLSOJT,O,O,X,O,X,X,X
IZLOTJS,O,X,X,O,O,X,O
IZLOTSJ,O,X,X,O,O,X,O
IZLOJTS,O,X,X,O,X,X,X
IZLOJST,O,O,X,O,X,X,X
IZLOSTJ,O,O,X,O,X,O,O
IZLOSJT,O,O,X,O,X,X,X
IZJTLSO,O,X,O,O,O,X,X
IZJTLOS,O,X,O,O,O,X,X
IZJTSLO,O,X,O,X,O,X,X
IZJTSOL,O,X,O,X,O,X,X
IZJTOLS,O,X,O,X,O,X,X
IZJTOSL,O,X,O,O,O,X,X
IZJLTSO,O,X,X,O,O,X,O
IZJLTOS,O,X,X,O,O,X,O
IZJLSTO,O,O,X,O,X,O,O
IZJLSOT,O,O,X,O,X,X,X
IZJLOTS,O,X,X,O,X,X,X
IZJLOST,O,O,X,O,X,X,X
IZJSTLO,O,O,O,X,O,O,X
IZJSTOL,O,X,O,X,O,O,X
IZJSLTO,O,O,X,X,X,O,O
IZJSLOT,O,O,X,X,X,X,X
IZJSOTL,O,X,O,X,X,X,X
IZJSOLT,O,X,X,X,X,X,X
IZJOTLS,O,X,O,X,X,X,X
IZJOTSL,O,X,O,O,X,X,X
IZJOLTS,O,X,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,X
IZJOSTL,O,X,O,O,X,X,X
IZJOSLT,O,X,X,X,X,X,X
IZSTLJO,O,X,X,X,O,O,O
IZSTLOJ,O,O,O,X,O,O,O
IZSTJLO,O,X,O,X,O,O,X
IZSTJOL,O,X,O,X,O,O,X
IZSTOLJ,O,X,O,X,O,X,X
IZSTOJL,O,X,O,X,O,O,X
IZSLTJO,O,X,X,X,O,O,O
IZSLTOJ,O,O,O,X,O,O,O
IZSLJTO,O,O,X,X,X,O,O
IZSLJOT,O,O,X,X,X,X,X
IZSLOTJ,O,O,X,X,X,O,O
IZSLOJT,O,O,X,X,X,X,X
IZSJTLO,O,O,O,X,O,O,X
IZSJTOL,O,X,O,X,O,O,X
IZSJLTO,O,O,X,X,X,O,O
IZSJLOT,O,O,X,X,X,X,X
IZSJOTL,O,X,O,X,X,X,X
IZSJOLT,O,X,X,X,X,X,X
IZSOTLJ,O,X,O,X,O,X,X
IZSOTJL,O,X,O,X,O,O,X
IZSOLTJ,O,X,X,X,X,O,O
IZSOLJT,O,X,X,X,X,X,X
IZSOJTL,O,X,O,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X
IZOTLJS,O,X,X,O,O,X,X
IZOTLSJ,O,X,O,O,O,X,X
IZOTJLS,O,X,O,X,O,X,X
IZOTJSL,O,X,O,O,O,X,X
IZOTSLJ,O,X,O,X,O,X,X
IZOTSJL,O,X,O,O,O,X,X
IZOLTJS,O,X,X,O,O,X,O
IZOLTSJ,O,X,X,O,O,X,O
IZOLJTS,O,X,X,O,X,X,X
IZOLJST,O,X,X,O,X,X,X
IZOLSTJ,O,X,X,O,X,O,O
IZOLSJT,O,X,X,O,X,X,X
IZOJTLS,O,X,O,X,X,X,X
IZOJTSL,O,X,O,O,X,X,X
IZOJLTS,O,X,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,X
IZOJSTL,O,X,O,O,X,X,X
IZOJSLT,O,X,X,X,X,X,X
IZOSTLJ,O,X,O,X,O,X,X
IZOSTJL,O,X,O,O,O,O,X
IZOSLTJ,O,X,X,X,X,O,O
IZOSLJT,O,X,X,X,X,X,X
IZOSJTL,O,X,O,O,X,X,X
IZOSJLT,O,X,X,X,X,X,X
IOTLJSZ,X,X,O,O,X,X,X
IOTLJZS,X,X,O,O,X,X,X
IOTLSJZ,X,X,O,O,X,X,X
IOTLSZJ,X,X,O,O,X,X,X
IOTLZJS,X,X,X,O,X,X,X
IOTLZSJ,X,X,O,O,X,X,X
IOTJLSZ,O,X,O,O,X,X,X
IOTJLZS,O,X,O,O,X,X,X
IOTJSLZ,O,X,O,O,X,X,X
IOTJSZL,O,X,O,O,X,X,X
IOTJZLS,O,X,O,X,X,X,X
IOTJZSL,O,X,O,O,X,X,X
IOTSLJZ,X,X,O,O,X,X,X
IOTSLZJ,O,X,O,O,X,X,X
IOTSJLZ,O,X,O,O,X,X,X
IOTSJZL,O,X,O,O,X,X,X
IOTSZLJ,O,X,O,X,O,X,X
IOTSZJL,O,X,O,O,O,X,X
IOTZLJS,O,X,X,O,O,X,X
IOTZLSJ,O,X,O,O,O,X,X
IOTZJLS,O,X,O,X,O,X,X
IOTZJSL,O,X,O,O,O,X,X
IOTZSLJ,O,X,O,X,O,X,X
IOTZSJL,O,X,O,O,O,X,X
IOLTJSZ,X,O,O,O,X,X,X
IOLTJZS,X,X,O,O,X,X,X
IOLTSJZ,X,O,O,O,X,X,X
IOLTSZJ,X,O,O,O,X,X,X
IOLTZJS,X,X,X,O,X,X,X
IOLTZSJ,X,X,O,O,X,X,X
IOLJTSZ,O,O,O,O,X,X,X
IOLJTZS,O,X,O,O,X,X,X
IOLJSTZ,O,O,O,O,X,X,X
IOLJSZT,O,O,X,O,X,X,X
IOLJZTS,O,X,X,O,X,X,X
IOLJZST,O,O,X,O,X,X,X
IOLSTJZ,X,O,O,O,X,X,X
IOLSTZJ,O,O,O,O,X,O,X
IOLSJTZ,O,O,O,O,X,X,X
IOLSJZT,O,O,X,O,X,X,X
IOLSZTJ,O,O,X,O,X,O,X
IOLSZJT,O,O,X,O,X,X,X
IOLZTJS,O,X,X,O,X,X,X
IOLZTSJ,O,X,X,O,X,X,X
IOLZJTS,O,X,X,O,X,X,X
IOLZJST,O,O,X,O,X,X,X
IOLZSTJ,O,O,X,O,X,O,X
IOLZSJT,O,O,X,O,X,X,X
IOJTLSZ,O,X,O,O,X,X,X
IOJTLZS,O,X,O,O,X,X,X
IOJTSLZ,O,X,O,O,X,X,X
IOJTSZL,O,X,O,O,X,X,X
IOJTZLS,O,X,O,X,X,X,X
IOJTZSL,O,X,O,O,X,X,X
IOJLTSZ,O,O,O,O,X,X,X
IOJLTZS,O,X,O,O,X,X,X
IOJLSTZ,O,O,O,O,X,X,X
IOJLSZT,O,O,X,O,X,X,X
IOJLZTS,O,X,X,O,X,X,X
IOJLZST,O,O,X,O,X,X,X
IOJSTLZ,O,O,O,O,X,X,X
IOJSTZL,O,X,O,O,X,X,X
IOJSLTZ,O,O,O,O,X,X,X
IOJSLZT,O,O,X,X,X,X,X
IOJSZTL,O,X,O,O,X,X,X
IOJSZLT,O,X,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X
IOJZTSL,O,X,O,O,X,X,X
IOJZLTS,O,X,X,X,X,X,X
IOJZLST,O,X,X,X,X,X,X
IOJZSTL,O,X,O,O,X,X,X
IOJZSLT,O,X,X,X,X,X,X
IOSTLJZ,X,O,O,O,X,X,X
IOSTLZJ,O,O,O,O,X,X,X
IOSTJLZ,O,X,O,O,X,X,X
IOSTJZL,O,X,O,O,X,X,X
IOSTZLJ,O,X,O,X,O,X,X
IOSTZJL,O,X,O,O,O,O,X
IOSLTJZ,X,O,O,O,X,X,X
IOSLTZJ,O,O,O,O,X,O,X
IOSLJTZ,O,O,O,O,X,X,X
IOSLJZT,O,O,X,O,X,X,X
IOSLZTJ,O,O,X,O,X,O,X
IOSLZJT,O,O,X,O,X,X,X
IOSJTLZ,O,O,O,O,X,X,X
IOSJTZL,O,X,O,O,X,X,X
IOSJLTZ,O,O,O,O,X,X,X
IOSJLZT,O,O,X,X,X,X,X
IOSJZTL,O,X,O,O,X,X,X
IOSJZLT,O,X,X,X,X,X,X
IOSZTLJ,O,X,O,X,O,X,X
IOSZTJL,O,X,O,O,O,O,X
IOSZLTJ,O,X,X,X,X,O,O
IOSZLJT,O,X,X,X,X,X,X
IOSZJTL,O,X,O,O,X,X,X
IOSZJLT,O,X,X,X,X,X,X
IOZTLJS,O,X,X,O,O,X,X
IOZTLSJ,O,X,O,O,O,X,X
IOZTJLS,O,X,O,X,O,X,X
IOZTJSL,O,X,O,O,O,X,X
IOZTSLJ,O,X,O,X,O,X,X
IOZTSJL,O,X,O,O,O,X,X
IOZLTJS,O,X,X,O,O,X,O
IOZLTSJ,O,X,X,O,O,X,O
IOZLJTS,O,X,X,O,X,X,X
IOZLJST,O,X,X,O,X,X,X
IOZLSTJ,O,X,X,O,X,O,O
IOZLSJT,O,X,X,O,X,X,X
IOZJTLS,O,X,O,X,X,X,X
IOZJTSL,O,X,O,O,X,X,X
IOZJLTS,O,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X
IOZJSTL,O,X,O,O,X,X,X
IOZJSLT,O,X,X,X,X,X,X
IOZSTLJ,O,X,O,X,O,X,X
IOZSTJL,O,X,O,O,O,O,X
IOZSLTJ,O,X,X,X,X,O,O
IOZSLJT,O,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X
IOZSJLT,O,X,X,X,X,X,X
LTIJSZO,X,O,O,O,X,X,X
LTIJSOZ,X,O,O,O,X,X,X
LTIJZSO,X,X,O,O,X,X,X
LTIJZOS,X,X,O,O,X,X,X
LTIJOSZ,X,O,O,O,X,X,X
LTIJOZS,X,X,O,O,X,X,X
LTISJZO,X,O,O,O,X,O,X
LTISJOZ,X,O,O,O,X,X,X
LTISZJO,X,X,X,O,O,O,X
LTISZOJ,X,O,O,O,O,O,X
LTISOJZ,X,O,O,O,X,X,X
LTISOZJ,X,O,O,O,X,O,X
LTIZJSO,X,X,X,O,O,X,X
LTIZJOS,X,X,X,O,O,X,X
LTIZSJO,X,X,X,O,O,O,X
LTIZSOJ,X,X,O,O,O,O,X
LTIZOJS,X,X,X,O,O,X,X
LTIZOSJ,X,X,O,O,O,X,X
LTIOJSZ,X,O,O,O,X,X,X
LTIOJZS,X,X,O,O,X,X,X
LTIOSJZ,X,O,O,O,X,X,X
LTIOSZJ,X,O,O,O,X,X,X
LTIOZJS,X,X,X,O,X,X,X
LTIOZSJ,X,X,O,O,X,X,X
LTJISZO,X,O,O,O,X,X,X
LTJISOZ,X,O,O,O,X,X,X
LTJIZSO,X,X,O,O,X,X,X
LTJIZOS,X,X,O,O,X,X,X
LTJIOSZ,X,O,O,O,X,X,X
LTJIOZS,X,X,O,O,X,X,X
LTJSIZO,X,O,O,O,X,X,X
LTJSIOZ,X,O,O,O,X,X,X
LTJSZIO,X,O,O,X,X,X,X
LTJSZOI,X,O,O,X,X,X,X
LTJSOIZ,X,O,O,O,X,X,X
LTJSOZI,X,O,O,O,X,X,X
LTJZISO,X,X,O,O,X,X,X
LTJZIOS,X,X,O,O,X,X,X
LTJZSIO,X,O,O,X,X,X,X
LTJZSOI,X,O,O,X,X,X,X
LTJZOIS,X,X,O,O,X,X,X
LTJZOSI,X,O,O,O,X,X,X
LTJOISZ,X,O,O,O,X,X,X
LTJOIZS,X,X,O,O,X,X,X
LTJOSIZ,X,O,O,O,X,X,X
LTJOSZI,X,O,O,O,X,X,X
LTJOZIS,X,X,O,O,X,X,X
LTJOZSI,X,O,O,O,X,X,X
LTSIJZO,X,O,O,O,X,O,X
LTSIJOZ,X,O,O,O,X,X,X
LTSIZJO,X,X,X,O,O,O,X
LTSIZOJ,X,O,O,O,O,O,X
LTSIOJZ,X,O,O,O,X,X,X
LTSIOZJ,X,O,O,O,X,O,X
LTSJIZO,X,O,O,O,X,O,X
LTSJIOZ,X,O,O,O,X,X,X
LTSJZIO,X,O,O,X,X,O,X
LTSJZOI,X,O,O,X,X,O,X
LTSJOIZ,X,O,O,O,X,X,X
LTSJOZI,X,O,O,O,X,X,X
LTSZIJO,X,X,X,X,O,O,X
LTSZIOJ,X,O,O,X,O,O,X
LTSZJIO,X,X,X,X,O,O,X
LTSZJOI,X,X,X,X,X,O,X
LTSZOIJ,X,O,O,X,O,O,X
LTSZOJI,X,O,X,X,X,O,X
LTSOIJZ,X,O,O,O,X,X,X
LTSOIZJ,X,O,O,O,X,O,X
LTSOJIZ,X,O,O,O,X,X,X
LTSOJZI,X,O,X,O,X,X,X
LTSOZIJ,X,O,O,O,X,O,X
LTSOZJI,X,O,X,O,X,O,X
LTZIJSO,X,X,X,O,O,X,X
LTZIJOS,X,X,X,O,O,X,X
LTZISJO,X,X,X,O,O,O,X
LTZISOJ,X,X,O,O,O,O,X
LTZIOJS,X,X,X,O,O,X,X
LTZIOSJ,X,X,O,O,O,X,X
LTZJISO,X,X,X,O,O,X,X
LTZJIOS,X,X,X,O,O,X,X
LTZJSIO,X,X,X,X,O,O,X
LTZJSOI,X,X,X,X,X,O,X
LTZJOIS,X,X,X,O,X,X,X
LTZJOSI,X,X,X,O,X,X,X
LTZSIJO,X,X,X,X,O,O,X
LTZSIOJ,X,O,O,X,O,O,X
LTZSJIO,X,X,X,X,O,O,X
LTZSJOI,X,X,X,X,X,O,X
LTZSOIJ,X,O,O,X,O,O,X
LTZSOJI,X,O,X,X,X,O,X
LTZOIJS,X,X,X,O,O,X,X
LTZOISJ,X,X,O,O,O,X,X
LTZOJIS,X,X,X,O,X,X,X
LTZOJSI,X,X,X,O,X,X,X
LTZOSIJ,X,O,O,O,O,O,X
LTZOSJI,X,O,X,O,X,O,X
LTOIJSZ,X,O,O,O,X,X,X
LTOIJZS,X,X,O,O,X,X,X
LTOISJZ,X,O,O,O,X,X,X
LTOISZJ,X,O,O,O,X,X,X
LTOIZJS,X,X,X,O,X,X,X
LTOIZSJ,X,X,O,O,X,X,X
LTOJISZ,X,O,O,O,X,X,X
LTOJIZS,X,X,X,O,X,X,X
LTOJSIZ,X,O,O,O,X,X,X
LTOJSZI,X,O,X,O,X,X,X
LTOJZIS,X,X,X,O,X,X,X
LTOJZSI,X,O,X,O,X,X,X
LTOSIJZ,X,O,O,O,X,X,X
LTOSIZJ,X,O,O,O,X,X,X
LTOSJIZ,X,O,O,O,X,X,X
LTOSJZI,X,O,X,O,X,X,X
LTOSZIJ,X,O,O,O,X,X,X
LTOSZJI,X,O,X,O,X,X,X
LTOZIJS,X,X,X,O,X,X,X
LTOZISJ,X,X,O,O,X,X,X
LTOZJIS,X,X,X,O,X,X,X
LTOZJSI,X,X,X,O,X,X,X
LTOZSIJ,X,O,O,O,X,X,X
LTOZSJI,X,O,X,O,X,X,X
LITJSZO,X,O,O,O,X,X,X
LITJSOZ,X,O,O,O,X,X,X
LITJZSO,X,X,O,O,X,X,X
LITJZOS,X,X,O,O,X,X,X
LITJOSZ,X,O,O,O,X,X,X
LITJOZS,X,X,O,O,X,X,X
LITSJZO,X,O,O,O,X,O,X
LITSJOZ,X,O,O,O,X,X,X
LITSZJO,X,X,X,O,O,O,X
LITSZOJ,X,O,O,O,O,O,X
LITSOJZ,X,O,O,O,X,X,X
LITSOZJ,X,O,O,O,X,O,X
LITZJSO,X,X,X,O,O,X,X
LITZJOS,X,X,X,O,O,X,X
LITZSJO,X,X,X,O,O,O,X
LITZSOJ,X,X,O,O,O,O,X
LITZOJS,X,X,X,O,O,X,X
LITZOSJ,X,X,O,O,O,X,X
LITOJSZ,X,O,O,O,X,X,X
LITOJZS,X,X,O,O,X,X,X
LITOSJZ,X,O,O,O,X,X,X
LITOSZJ,X,O,O,O,X,X,X
LITOZJS,X,X,X,O,X,X,X
LITOZSJ,X,X,O,O,X,X,X
LIJTSZO,O,O,O,O,X,X,X
LIJTSOZ,X,O,O,O,X,X,X
LIJTZSO,O,X,O,O,X,X,X
LIJTZOS,O,X,O,O,X,X,X
LIJTOSZ,X,O,O,O,X,X,X
LIJTOZS,X,X,O,O,X,X,X
LIJSTZO,O,O,O,O,X,O,X
LIJSTOZ,X,O,O,O,X,X,X
LIJSZTO,O,O,X,O,X,O,X
LIJSZOT,O,O,X,O,X,X,X
LIJSOTZ,X,O,O,O,X,X,X
LIJSOZT,X,O,X,O,X,X,X
LIJZTSO,O,X,X,O,X,X,X
LIJZTOS,O,X,X,O,X,X,X
LIJZSTO,O,O,X,O,X,O,X
LIJZSOT,O,O,X,O,X,X,X
LIJZOTS,O,X,X,O,X,X,X
LIJZOST,O,O,X,O,X,X,X
LIJOTSZ,X,O,O,O,X,X,X
LIJOTZS,X,X,O,O,X,X,X
LIJOSTZ,X,O,O,O,X,X,X
LIJOSZT,X,O,X,O,X,X,X
LIJOZTS,X,X,X,O,X,X,X
LIJOZST,X,O,X,O,X,X,X
LISTJZO,X,O,O,O,X,O,X
LISTJOZ,X,O,O,O,X,X,X
LISTZJO,O,X,X,O,O,O,X
LISTZOJ,O,O,O,O,O,O,X
LISTOJZ,X,O,O,O,X,X,X
LISTOZJ,X,O,O,O,X,O,X
LISJTZO,O,O,O,O,X,O,X
LISJTOZ,X,O,O,O,X,X,X
LISJZTO,O,O,X,O,X,O,X
LISJZOT,O,O,X,O,X,X,X
LISJOTZ,X,O,O,O,X,X,X
LISJOZT,X,O,X,O,X,X,X
LISZTJO,O,X,X,O,O,O,O
LISZTOJ,O,O,O,O,O,O,O
LISZJTO,O,O,X,O,X,O,O
LISZJOT,O,O,X,O,X,X,X
LISZOTJ,O,O,X,O,X,O,O
LISZOJT,O,O,X,O,X,X,X
LISOTJZ,X,O,O,O,X,X,X
LISOTZJ,O,O,O,O,X,O,X
LISOJTZ,O,O,O,O,X,X,X
LISOJZT,O,O,X,O,X,X,X
LISOZTJ,O,O,X,O,X,O,X
LISOZJT,O,O,X,O,X,X,X
LIZTJSO,O,X,X,O,O,X,O
LIZTJOS,O,X,X,O,O,X,O
LIZTSJO,O,X,X,O,O,O,O
LIZTSOJ,O,X,X,O,O,O,O
LIZTOJS,O,X,X,O,O,X,O
LIZTOSJ,O,X,X,O,O,X,O
LIZJTSO,O,X,X,O,O,X,O
LIZJTOS,O,X,X,O,O,X,O
LIZJSTO,O,O,X,O,X,O,O
LIZJSOT,O,O,X,O,X,X,X
LIZJOTS,O,X,X,O,X,X,X
LIZJOST,O,O,X,O,X,X,X
LIZSTJO,O,X,X,O,O,O,O
LIZSTOJ,O,O,X,O,O,O,O
LIZSJTO,O,O,X,O,X,O,O
LIZSJOT,O,O,X,O,X,X,X
LIZSOTJ,O,O,X,O,X,O,O
LIZSOJT,O,O,X,O,X,X,X
LIZOTJS,O,X,X,O,O,X,O
LIZOTSJ,O,X,X,O,O,X,O
LIZOJTS,O,X,X,O,X,X,X
LIZOJST,O,O,X,O,X,X,X
LIZOSTJ,O,O,X,O,X,O,O
LIZOSJT,O,O,X,O,X,X,X
LIOTJSZ,X,O,O,O,X,X,X
LIOTJZS,X,X,O,O,X,X,X
LIOTSJZ,X,O,O,O,X,X,X
LIOTSZJ,X,O,O,O,X,X,X
LIOTZJS,X,X,X,O,X,X,X
LIOTZSJ,X,X,O,O,X,X,X
LIOJTSZ,O,O,O,O,X,X,X
LIOJTZS,O,X,O,O,X,X,X
LIOJSTZ,O,O,O,O,X,X,X
LIOJSZT,O,O,X,O,X,X,X
LIOJZTS,O,X,X,O,X,X,X
LIOJZST,O,O,X,O,X,X,X
LIOSTJZ,X,O,O,O,X,X,X
LIOSTZJ,O,O,O,O,X,O,X
LIOSJTZ,O,O,O,O,X,X,X
LIOSJZT,O,O,X,O,X,X,X
LIOSZTJ,O,O,X,O,X,O,X
LIOSZJT,O,O,X,O,X,X,X
LIOZTJS,O,X,X,O,X,X,X
LIOZTSJ,O,X,X,O,X,X,X
LIOZJTS,O,X,X,O,X,X,X
LIOZJST,O,O,X,O,X,X,X
LIOZSTJ,O,O,X,O,X,O,X
LIOZSJT,O,O,X,O,X,X,X
LJTISZO,O,O,O,O,X,X,X
LJTISOZ,X,O,O,O,X,X,X
LJTIZSO,O,X,O,O,X,X,X
LJTIZOS,O,X,O,O,X,X,X
LJTIOSZ,X,O,O,O,X,X,X
LJTIOZS,X,X,O,O,X,X,X
LJTSIZO,O,O,O,O,X,X,X
LJTSIOZ,X,O,O,O,X,X,X
LJTSZIO,O,O,O,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X
LJTSOIZ,X,O,O,O,X,X,X
LJTSOZI,X,O,O,O,X,X,X
LJTZISO,O,X,O,O,X,X,X
LJTZIOS,O,X,O,O,X,X,X
LJTZSIO,O,O,O,X,X,X,X
LJTZSOI,O,O,O,X,X,X,X
LJTZOIS,X,X,O,O,X,X,X
LJTZOSI,O,O,O,O,X,X,X
LJTOISZ,X,O,O,O,X,X,X
LJTOIZS,X,X,O,O,X,X,X
LJTOSIZ,X,O,O,O,X,X,X
LJTOSZI,X,O,O,O,X,X,X
LJTOZIS,X,X,O,O,X,X,X
LJTOZSI,X,O,O,O,X,X,X
LJITSZO,O,O,O,O,X,X,X
LJITSOZ,X,O,O,O,X,X,X
LJITZSO,O,X,O,O,X,X,X
LJITZOS,O,X,O,O,X,X,X
LJITOSZ,X,O,O,O,X,X,X
LJITOZS,X,X,O,O,X,X,X
LJISTZO,O,O,O,O,X,O,X
LJISTOZ,X,O,O,O,X,X,X
LJISZTO,O,O,X,O,X,O,X
LJISZOT,O,O,X,O,X,X,X
LJISOTZ,X,O,O,O,X,X,X
LJISOZT,X,O,X,O,X,X,X
LJIZTSO,O,X,X,O,X,X,X
LJIZTOS,O,X,X,O,X,X,X
LJIZSTO,O,O,X,O,X,O,X
LJIZSOT,O,O,X,O,X,X,X
LJIZOTS,O,X,X,O,X,X,X
LJIZOST,O,O,X,O,X,X,X
LJIOTSZ,X,O,O,O,X,X,X
LJIOTZS,X,X,O,O,X,X,X
LJIOSTZ,X,O,O,O,X,X,X
LJIOSZT,X,O,X,O,X,X,X
LJIOZTS,X,X,X,O,X,X,X
LJIOZST,X,O,X,O,X,X,X
LJSTIZO,O,O,O,O,X,O,X
LJSTIOZ,X,O,O,O,X,X,X
LJSTZIO,O,O,O,X,X,O,X
LJSTZOI,O,O,O,X,X,O,X
LJSTOIZ,X,O,O,O,X,X,X
LJSTOZI,X,O,O,O,X,X,X
LJSITZO,O,O,O,O,X,O,X
LJSITOZ,X,O,O,O,X,X,X
LJSIZTO,O,O,X,O,X,O,X
LJSIZOT,O,O,X,O,X,X,X
LJSIOTZ,X,O,O,O,X,X,X
LJSIOZT,X,O,X,O,X,X,X
LJSZTIO,O,O,X,X,X,O,X
LJSZTOI,O,O,X,X,X,O,X
LJSZITO,O,O,X,X,X,O,X
LJSZIOT,O,O,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X
LJSZOIT,X,O,X,X,X,X,X
LJSOTIZ,X,O,O,O,X,X,X
LJSOTZI,X,O,O,O,X,X,X
LJSOITZ,X,O,O,O,X,X,X
LJSOIZT,X,O,X,O,X,X,X
LJSOZTI,X,O,X,O,X,X,X
LJSOZIT,X,O,X,O,X,X,X
LJZTISO,O,X,X,O,X,X,X
LJZTIOS,O,X,X,O,X,X,X
LJZTSIO,O,O,X,X,X,O,X
LJZTSOI,O,O,X,X,X,O,X
LJZTOIS,X,X,X,O,X,X,X
LJZTOSI,O,O,X,O,X,X,X
LJZITSO,O,X,X,O,X,X,X
LJZITOS,O,X,X,O,X,X,X
LJZISTO,O,O,X,O,X,O,X
LJZISOT,O,O,X,O,X,X,X
LJZIOTS,O,X,X,O,X,X,X
LJZIOST,O,O,X,O,X,X,X
LJZSTIO,O,O,X,X,X,O,X
LJZSTOI,O,O,X,X,X,O,X
LJZSITO,O,O,X,X,X,O,X
LJZSIOT,O,O,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X
LJZSOIT,X,O,X,X,X,X,X
LJZOTIS,X,X,X,O,X,X,X
LJZOTSI,O,O,X,O,X,X,X
LJZOITS,X,X,X,O,X,X,X
LJZOIST,X,O,X,O,X,X,X
LJZOSTI,O,O,X,O,X,X,X
LJZOSIT,X,O,X,O,X,X,X
LJOTISZ,X,O,O,O,X,X,X
LJOTIZS,X,X,O,O,X,X,X
LJOTSIZ,X,O,O,O,X,X,X
LJOTSZI,X,O,O,O,X,X,X
LJOTZIS,X,X,O,O,X,X,X
LJOTZSI,X,O,O,O,X,X,X
LJOITSZ,X,O,O,O,X,X,X
LJOITZS,X,X,O,O,X,X,X
LJOISTZ,X,O,O,O,X,X,X
LJOISZT,X,O,X,O,X,X,X
LJOIZTS,X,X,X,O,X,X,X
LJOIZST,X,O,X,O,X,X,X
LJOSTIZ,X,O,O,O,X,X,X
LJOSTZI,X,O,O,O,X,X,X
LJOSITZ,X,O,O,O,X,X,X
LJOSIZT,X,O,X,O,X,X,X
LJOSZTI,X,O,X,O,X,X,X
LJOSZIT,X,O,X,O,X,X,X
LJOZTIS,X,X,X,O,X,X,X
LJOZTSI,X,O,X,O,X,X,X
LJOZITS,X,X,X,O,X,X,X
LJOZIST,X,O,X,O,X,X,X
LJOZSTI,X,O,X,O,X,X,X
LJOZSIT,X,O,X,O,X,X,X
LSTIJZO,X,O,O,O,X,O,X
LSTIJOZ,X,O,O,O,X,X,X
LSTIZJO,O,X,X,O,O,O,X
LSTIZOJ,O,O,O,O,O,O,X
LSTIOJZ,X,O,O,O,X,X,X
LSTIOZJ,X,O,O,O,X,O,X
LSTJIZO,O,O,O,O,X,O,X
LSTJIOZ,X,O,O,O,X,X,X
LSTJZIO,O,O,O,X,X,O,X
LSTJZOI,O,O,O,X,X,O,X
LSTJOIZ,X,O,O,O,X,X,X
LSTJOZI,X,O,O,O,X,X,X
LSTZIJO,O,X,X,X,O,O,X
LSTZIOJ,O,O,O,X,O,O,X
LSTZJIO,O,X,X,X,O,O,X
LSTZJOI,O,X,X,X,X,O,X
LSTZOIJ,O,O,O,X,O,O,X
LSTZOJI,O,O,X,X,X,O,X
LSTOIJZ,X,O,O,O,X,X,X
LSTOIZJ,O,O,O,O,X,O,X
LSTOJIZ,O,O,O,O,X,X,X
LSTOJZI,O,O,X,O,X,X,X
LSTOZIJ,O,O,O,O,X,O,X
LSTOZJI,O,O,X,O,X,O,X
