sequence,v115@FhB8FeD8CeH8AeH8Jex6IvhFXcB8hBCeBTfB2lBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFxbB8hBCeBmgB/pBFqB,v115@FhB8FeD8CeH8AeH8Je2/IvhFRbBzcBCeBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeK/IvhFzaBWiBxdB3gBUhBlpB,v115@FhB8FeD8CeH8AeH8Jey/IvhFWiBxdB3gBTfBUhBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFibBWiBxdBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeZ/IvhFufB3bBzcBCeBVmB8pB,v115@FhB8FeD8CeH8AeH8Jel6IvhFmcBCeBThBxkBclB/pB
LIZSJTO,O,O,O,X,X,O,O,X
LIZSJOT,O,O,O,X,X,O,X,X
LIZSOTJ,O,O,O,X,X,O,X,X
LIZSOJT,O,O,O,X,X,O,X,X
LIZOTJS,X,X,X,X,X,X,O,O
LIZOTSJ,X,X,X,X,X,X,O,O
LIZOJTS,X,X,X,X,X,X,O,O
LIZOJST,X,O,X,X,X,O,X,O
LIZOSTJ,X,O,O,X,X,O,X,O
LIZOSJT,X,O,O,X,X,O,X,O
LIOTJSZ,X,X,X,X,X,X,X,O
LIOTJZS,X,X,X,X,X,X,O,O
LIOTSJZ,X,X,X,X,X,X,X,O
LIOTSZJ,X,X,X,X,X,X,O,O
LIOTZJS,X,X,X,X,X,X,O,O
LIOTZSJ,X,X,X,X,X,X,O,O
LIOJTSZ,X,X,X,X,X,X,X,O
LIOJTZS,X,X,X,X,X,X,O,O
LIOJSTZ,X,X,X,X,X,X,X,O
LIOJSZT,X,X,X,X,X,X,X,O
LIOJZTS,X,X,X,X,X,X,X,O
LIOJZST,X,X,X,X,X,X,X,O
LIOSTJZ,X,X,O,X,X,X,X,O
LIOSTZJ,X,X,X,X,X,X,O,O
LIOSJTZ,X,X,O,X,X,X,X,O
LIOSJZT,X,X,O,X,X,X,X,O
LIOSZTJ,X,X,O,X,X,X,X,O
LIOSZJT,X,X,O,X,X,X,X,O
LIOZTJS,X,X,X,X,X,X,O,O
LIOZTSJ,X,X,X,X,X,X,O,O
LIOZJTS,X,X,X,X,X,X,O,O
LIOZJST,X,X,X,X,X,X,X,O
LIOZSTJ,X,X,O,X,X,X,X,O
LIOZSJT,X,X,O,X,X,X,X,O
LJTISZO,O,O,X,O,O,X,X,X
LJTISOZ,X,O,X,O,O,X,X,X
LJTIZSO,O,O,X,O,X,X,O,X
LJTIZOS,O,X,X,O,X,X,O,X
LJTIOSZ,O,X,X,O,X,X,X,X
LJTIOZS,O,X,X,O,X,X,O,X
LJTSIZO,O,O,X,O,O,X,X,X
LJTSIOZ,X,O,X,O,O,X,X,X
LJTSZIO,O,O,X,O,O,X,O,X
LJTSZOI,O,O,X,O,O,X,O,X
LJTSOIZ,O,O,X,O,O,X,X,X
LJTSOZI,O,O,X,O,O,X,O,X
LJTZISO,O,O,X,O,X,X,O,X
LJTZIOS,O,X,X,O,X,X,O,X
LJTZSIO,O,O,X,O,X,X,O,X
LJTZSOI,O,O,X,O,X,X,O,X
LJTZOIS,O,X,X,O,X,X,O,X
LJTZOSI,O,O,X,O,X,X,O,X
LJTOISZ,O,X,X,O,X,X,X,O
LJTOIZS,O,X,X,O,X,X,O,O
LJTOSIZ,O,O,X,O,X,X,X,X
LJTOSZI,O,O,X,O,X,X,O,X
LJTOZIS,O,X,X,O,X,X,O,X
LJTOZSI,O,O,X,O,X,X,O,X
LJITSZO,O,O,X,O,O,X,X,X
LJITSOZ,X,O,X,O,O,X,X,X
LJITZSO,O,O,X,O,X,X,O,X
LJITZOS,O,X,X,O,X,X,O,X
LJITOSZ,O,X,X,O,X,X,X,X
LJITOZS,O,X,X,O,X,X,O,X
LJISTZO,X,X,X,O,O,O,X,X
LJISTOZ,X,X,X,O,O,O,X,X
LJISZTO,O,O,X,X,O,O,X,X
LJISZOT,O,O,X,X,O,O,X,X
LJISOTZ,X,X,X,X,O,O,X,X
LJISOZT,X,O,X,X,O,O,X,X
LJIZTSO,O,O,X,X,X,O,O,X
LJIZTOS,O,X,X,X,X,X,O,X
LJIZSTO,O,O,X,X,X,O,O,X
LJIZSOT,O,O,X,X,X,O,X,X
LJIZOTS,X,X,X,X,X,X,O,X
LJIZOST,O,O,X,X,X,O,X,X
LJIOTSZ,X,X,X,X,X,X,X,O
LJIOTZS,X,X,X,X,X,X,O,O
LJIOSTZ,X,X,X,X,X,X,X,O
LJIOSZT,X,X,X,X,X,X,X,O
LJIOZTS,X,X,X,X,X,X,X,O
LJIOZST,O,X,X,X,X,X,X,O
LJSTIZO,O,O,O,O,O,O,X,X
LJSTIOZ,X,O,O,O,O,O,X,X
LJSTZIO,O,O,O,O,O,O,X,X
LJSTZOI,O,O,O,O,O,O,X,X
LJSTOIZ,O,O,O,O,O,O,X,X
LJSTOZI,O,O,O,O,O,O,X,X
LJSITZO,X,X,O,O,O,O,X,X
LJSITOZ,X,X,O,O,O,O,X,X
LJSIZTO,O,O,O,X,O,O,X,X
LJSIZOT,O,O,O,X,O,O,X,X
LJSIOTZ,X,X,O,X,O,O,X,X
LJSIOZT,X,O,O,X,O,O,X,X
LJSZTIO,O,O,O,X,O,O,X,X
LJSZTOI,O,O,O,X,O,O,X,X
LJSZITO,O,O,O,X,O,O,X,X
LJSZIOT,O,O,O,X,O,O,X,X
LJSZOTI,O,O,O,X,O,O,X,X
LJSZOIT,O,O,O,X,O,O,X,X
LJSOTIZ,X,O,O,X,O,O,X,X
LJSOTZI,X,O,O,X,O,O,X,X
LJSOITZ,X,X,O,X,O,O,X,O
LJSOIZT,X,O,O,X,O,O,X,O
LJSOZTI,X,O,O,X,O,O,X,X
LJSOZIT,X,O,O,X,O,O,X,X
LJZTISO,O,O,X,X,X,O,O,X
LJZTIOS,O,X,X,X,X,X,O,X
LJZTSIO,O,O,X,X,X,O,O,X
LJZTSOI,O,O,X,X,X,O,O,X
LJZTOIS,O,X,X,X,X,X,O,X
LJZTOSI,O,O,X,X,X,X,O,X
LJZITSO,O,O,X,X,X,O,O,X
LJZITOS,O,X,X,X,X,X,O,X
LJZISTO,O,O,X,X,X,O,O,X
LJZISOT,O,O,X,X,X,O,X,X
LJZIOTS,X,X,X,X,X,X,O,X
LJZIOST,O,O,X,X,X,O,X,X
LJZSTIO,O,O,O,X,X,O,O,X
LJZSTOI,O,O,O,X,X,O,O,X
LJZSITO,O,O,O,X,X,O,O,X
LJZSIOT,O,O,O,X,X,O,X,X
LJZSOTI,O,O,O,X,X,O,X,X
LJZSOIT,O,O,O,X,X,O,X,X
LJZOTIS,O,X,X,X,X,X,O,X
LJZOTSI,O,O,X,X,X,X,O,X
LJZOITS,X,X,X,X,X,X,O,O
LJZOIST,O,O,X,X,X,O,X,O
LJZOSTI,O,O,O,X,X,O,X,X
LJZOSIT,O,O,O,X,X,O,X,X
LJOTISZ,O,X,X,X,X,X,X,O
LJOTIZS,O,X,X,X,X,X,O,O
LJOTSIZ,O,O,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,O,X
LJOTZIS,O,X,X,X,X,X,O,X
LJOTZSI,O,O,X,X,X,X,O,X
LJOITSZ,X,X,X,X,X,X,X,O
LJOITZS,X,X,X,X,X,X,O,O
LJOISTZ,X,X,X,X,X,X,X,O
LJOISZT,X,X,X,X,X,X,X,O
LJOIZTS,X,X,X,X,X,X,X,O
LJOIZST,O,X,X,X,X,X,X,O
LJOSTIZ,X,X,O,X,X,X,X,X
LJOSTZI,X,O,O,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,X,O
LJOSIZT,X,O,O,X,X,X,X,O
LJOSZTI,X,O,O,X,X,X,X,X
LJOSZIT,X,O,O,X,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,X,O
LJOZIST,O,O,X,X,X,X,X,O
LJOZSTI,O,O,O,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X
LSTIJZO,X,O,O,O,O,O,X,X
LSTIJOZ,X,O,O,O,O,O,X,X
LSTIZJO,X,O,O,O,O,O,O,X
LSTIZOJ,X,O,O,O,X,O,O,X
LSTIOJZ,X,O,O,O,O,O,X,X
LSTIOZJ,X,O,X,O,X,O,O,X
LSTJIZO,O,O,O,O,O,O,X,X
LSTJIOZ,X,O,O,O,O,O,X,X
LSTJZIO,O,O,O,O,O,O,O,X
LSTJZOI,O,O,O,O,O,O,O,X
LSTJOIZ,O,O,O,O,O,O,X,X
LSTJOZI,O,O,O,O,O,O,O,X
LSTZIJO,O,O,O,O,O,O,O,X
LSTZIOJ,O,O,O,O,X,O,O,X
LSTZJIO,O,O,O,O,O,O,O,X
LSTZJOI,O,O,O,O,O,O,O,X
LSTZOIJ,O,O,O,O,X,O,O,X
LSTZOJI,O,O,O,O,X,O,O,X
LSTOIJZ,O,O,O,O,O,O,X,X
LSTOIZJ,O,O,X,O,X,O,O,X
LSTOJIZ,O,O,O,O,O,O,X,X
LSTOJZI,O,O,O,O,O,O,O,X
LSTOZIJ,O,O,O,O,X,O,O,X
LSTOZJI,O,O,O,O,X,O,O,X
LSITJZO,X,O,O,O,O,O,X,X
LSITJOZ,X,O,O,O,O,O,X,X
LSITZJO,X,O,O,O,O,O,O,X
LSITZOJ,X,O,O,O,X,O,O,X
LSITOJZ,X,O,O,O,O,O,X,X
LSITOZJ,X,O,X,O,X,O,O,X
LSIJTZO,X,X,O,O,O,O,X,X
LSIJTOZ,X,X,O,O,O,O,X,X
LSIJZTO,X,O,O,X,O,O,X,X
LSIJZOT,X,O,O,X,O,O,X,X
LSIJOTZ,X,X,O,X,O,O,X,X
LSIJOZT,X,O,O,X,O,O,X,X
LSIZTJO,X,O,O,X,X,O,O,X
LSIZTOJ,X,O,O,X,X,O,O,X
LSIZJTO,X,O,O,X,O,O,O,X
LSIZJOT,X,O,O,X,O,O,X,X
LSIZOTJ,X,O,O,X,X,O,X,X
LSIZOJT,X,O,O,X,X,O,X,X
LSIOTJZ,X,O,O,X,X,O,X,O
LSIOTZJ,X,O,X,X,X,O,O,O
LSIOJTZ,X,X,O,X,O,O,X,O
LSIOJZT,X,O,O,X,O,O,X,O
LSIOZTJ,X,O,O,X,X,O,X,O
LSIOZJT,X,O,O,X,X,O,X,O
LSJTIZO,O,O,O,O,O,O,X,X
LSJTIOZ,X,O,O,O,O,O,X,X
LSJTZIO,O,O,O,O,O,O,X,X
LSJTZOI,O,O,O,O,O,O,X,X
LSJTOIZ,O,O,O,O,O,O,X,X
LSJTOZI,O,O,O,O,O,O,X,X
LSJITZO,X,X,O,O,O,O,X,X
LSJITOZ,X,X,O,O,O,O,X,X
LSJIZTO,O,O,O,X,O,O,X,X
LSJIZOT,O,O,O,X,O,O,X,X
LSJIOTZ,X,X,O,X,O,O,X,X
LSJIOZT,X,O,O,X,O,O,X,X
LSJZTIO,O,O,O,X,O,O,X,X
LSJZTOI,O,O,O,X,O,O,X,X
LSJZITO,O,O,O,X,O,O,X,X
LSJZIOT,O,O,O,X,O,O,X,X
LSJZOTI,O,O,O,X,O,O,X,X
LSJZOIT,O,O,O,X,O,O,X,X
LSJOTIZ,X,O,O,X,O,O,X,X
LSJOTZI,X,O,O,X,O,O,X,X
LSJOITZ,X,X,O,X,O,O,X,O
LSJOIZT,X,O,O,X,O,O,X,O
LSJOZTI,X,O,O,X,O,O,X,X
LSJOZIT,X,O,O,X,O,O,X,X
LSZTIJO,O,O,O,X,X,O,O,X
LSZTIOJ,O,O,O,X,X,O,O,X
LSZTJIO,O,O,O,X,X,O,O,X
LSZTJOI,O,O,O,X,X,O,O,X
LSZTOIJ,O,O,O,X,X,O,O,X
LSZTOJI,O,O,O,X,X,O,O,X
LSZITJO,O,O,O,X,X,O,O,X
LSZITOJ,O,O,O,X,X,O,O,X
LSZIJTO,O,O,O,X,O,O,O,X
LSZIJOT,O,O,O,X,O,O,X,X
LSZIOTJ,O,O,O,X,X,O,X,X
LSZIOJT,O,O,O,X,X,O,X,X
LSZJTIO,O,O,O,X,O,O,O,X
LSZJTOI,O,O,O,X,O,O,O,X
LSZJITO,O,O,O,X,O,O,O,X
LSZJIOT,O,O,O,X,O,O,X,X
LSZJOTI,O,O,O,X,O,O,X,X
LSZJOIT,O,O,O,X,O,O,X,X
LSZOTIJ,O,O,O,X,X,O,X,X
LSZOTJI,O,O,O,X,X,O,X,X
LSZOITJ,O,O,O,X,X,O,X,X
LSZOIJT,O,O,O,X,X,O,X,X
LSZOJTI,O,O,O,X,X,O,X,X
LSZOJIT,O,O,O,X,X,O,X,X
LSOTIJZ,X,O,O,X,X,O,X,X
LSOTIZJ,X,O,X,X,X,O,O,X
LSOTJIZ,X,O,O,X,X,O,X,X
LSOTJZI,X,O,O,X,X,O,O,X
LSOTZIJ,X,O,O,X,X,O,O,X
LSOTZJI,X,O,O,X,X,O,O,X
LSOITJZ,X,O,O,X,X,O,X,O
LSOITZJ,X,O,X,X,X,O,O,O
LSOIJTZ,X,X,O,X,O,O,X,O
LSOIJZT,X,O,O,X,O,O,X,O
LSOIZTJ,X,O,O,X,X,O,X,O
LSOIZJT,X,O,O,X,X,O,X,O
LSOJTIZ,X,O,O,X,O,O,X,X
LSOJTZI,X,O,O,X,O,O,X,X
LSOJITZ,X,X,O,X,O,O,X,O
LSOJIZT,X,O,O,X,O,O,X,O
LSOJZTI,X,O,O,X,O,O,X,X
LSOJZIT,X,O,O,X,O,O,X,X
LSOZTIJ,X,O,O,X,X,O,X,X
LSOZTJI,X,O,O,X,X,O,X,X
LSOZITJ,X,O,O,X,X,O,X,X
LSOZIJT,X,O,O,X,X,O,X,X
LSOZJTI,X,O,O,X,X,O,X,X
LSOZJIT,X,O,O,X,X,O,X,X
LZTIJSO,O,O,X,X,X,O,O,X
LZTIJOS,O,X,X,X,X,X,O,X
LZTISJO,O,O,X,X,X,O,O,X
LZTISOJ,O,O,X,X,X,O,O,X
LZTIOJS,O,X,X,X,X,X,O,X
LZTIOSJ,O,X,X,X,X,X,O,X
LZTJISO,O,O,X,X,X,O,O,X
LZTJIOS,O,X,X,X,X,X,O,X
LZTJSIO,O,O,X,X,X,O,O,X
LZTJSOI,O,O,X,X,X,O,O,X
LZTJOIS,O,X,X,X,X,X,O,X
LZTJOSI,O,O,X,X,X,X,O,X
LZTSIJO,O,O,O,X,X,O,O,X
LZTSIOJ,O,O,O,X,X,O,O,X
LZTSJIO,O,O,O,X,X,O,O,X
LZTSJOI,O,O,O,X,X,O,O,X
LZTSOIJ,O,O,O,X,X,O,O,X
LZTSOJI,O,O,O,X,X,O,O,X
LZTOIJS,O,X,X,X,X,X,O,X
LZTOISJ,O,X,X,X,X,X,O,X
LZTOJIS,O,X,X,X,X,X,O,X
LZTOJSI,O,O,X,X,X,X,O,X
LZTOSIJ,O,X,O,X,X,X,O,X
LZTOSJI,O,X,O,X,X,X,O,X
LZITJSO,O,O,X,X,X,O,O,X
LZITJOS,O,X,X,X,X,X,O,X
LZITSJO,O,O,X,X,X,O,O,X
LZITSOJ,O,O,X,X,X,O,O,X
LZITOJS,O,X,X,X,X,X,O,X
LZITOSJ,O,X,X,X,X,X,O,X
LZIJTSO,O,O,X,X,X,O,O,X
LZIJTOS,O,X,X,X,X,X,O,X
LZIJSTO,O,O,X,X,X,O,O,X
LZIJSOT,O,O,X,X,X,O,X,X
LZIJOTS,X,X,X,X,X,X,O,X
LZIJOST,O,O,X,X,X,O,X,X
LZISTJO,O,O,O,X,X,O,O,X
LZISTOJ,O,O,O,X,X,O,O,X
LZISJTO,O,O,O,X,X,O,O,X
LZISJOT,O,O,O,X,X,O,X,X
LZISOTJ,O,O,O,X,X,O,X,X
LZISOJT,O,O,O,X,X,O,X,X
LZIOTJS,X,X,X,X,X,X,O,O
LZIOTSJ,X,X,X,X,X,X,O,O
LZIOJTS,X,X,X,X,X,X,O,O
LZIOJST,X,O,X,X,X,O,X,O
LZIOSTJ,X,O,O,X,X,O,X,O
LZIOSJT,X,O,O,X,X,O,X,O
LZJTISO,O,O,X,X,X,O,O,X
LZJTIOS,O,X,X,X,X,X,O,X
LZJTSIO,O,O,X,X,X,O,O,X
LZJTSOI,O,O,X,X,X,O,O,X
LZJTOIS,O,X,X,X,X,X,O,X
LZJTOSI,O,O,X,X,X,X,O,X
LZJITSO,O,O,X,X,X,O,O,X
LZJITOS,O,X,X,X,X,X,O,X
LZJISTO,O,O,X,X,X,O,O,X
LZJISOT,O,O,X,X,X,O,X,X
LZJIOTS,X,X,X,X,X,X,O,X
LZJIOST,O,O,X,X,X,O,X,X
LZJSTIO,O,O,O,X,X,O,O,X
LZJSTOI,O,O,O,X,X,O,O,X
LZJSITO,O,O,O,X,X,O,O,X
LZJSIOT,O,O,O,X,X,O,X,X
LZJSOTI,O,O,O,X,X,O,X,X
LZJSOIT,O,O,O,X,X,O,X,X
LZJOTIS,O,X,X,X,X,X,O,X
LZJOTSI,O,O,X,X,X,X,O,X
LZJOITS,X,X,X,X,X,X,O,O
LZJOIST,O,O,X,X,X,O,X,O
LZJOSTI,O,O,O,X,X,O,X,X
LZJOSIT,O,O,O,X,X,O,X,X
LZSTIJO,O,O,O,X,X,O,O,X
LZSTIOJ,O,O,O,X,X,O,O,X
LZSTJIO,O,O,O,X,X,O,O,X
LZSTJOI,O,O,O,X,X,O,O,X
LZSTOIJ,O,O,O,X,X,O,O,X
LZSTOJI,O,O,O,X,X,O,O,X
LZSITJO,O,O,O,X,X,O,O,X
LZSITOJ,O,O,O,X,X,O,O,X
LZSIJTO,O,O,O,X,X,O,O,X
LZSIJOT,O,O,O,X,X,O,X,X
LZSIOTJ,O,O,O,X,X,O,X,X
LZSIOJT,O,O,O,X,X,O,X,X
LZSJTIO,O,O,O,X,X,O,O,X
LZSJTOI,O,O,O,X,X,O,O,X
LZSJITO,O,O,O,X,X,O,O,X
LZSJIOT,O,O,O,X,X,O,X,X
LZSJOTI,O,O,O,X,X,O,X,X
LZSJOIT,O,O,O,X,X,O,X,X
LZSOTIJ,O,O,O,X,X,O,X,X
LZSOTJI,O,O,O,X,X,O,X,X
LZSOITJ,O,O,O,X,X,O,X,X
LZSOIJT,O,O,O,X,X,O,X,X
LZSOJTI,O,O,O,X,X,O,X,X
LZSOJIT,O,O,O,X,X,O,X,X
LZOTIJS,O,X,X,X,X,X,O,X
LZOTISJ,O,X,X,X,X,X,O,X
LZOTJIS,O,X,X,X,X,X,O,X
LZOTJSI,O,O,X,X,X,X,O,X
LZOTSIJ,O,X,O,X,X,X,O,X
LZOTSJI,O,X,O,X,X,X,O,X
LZOITJS,X,X,X,X,X,X,O,O
LZOITSJ,X,X,X,X,X,X,O,O
LZOIJTS,X,X,X,X,X,X,O,O
LZOIJST,X,O,X,X,X,O,X,O
LZOISTJ,X,O,O,X,X,O,X,O
LZOISJT,X,O,O,X,X,O,X,O
LZOJTIS,O,X,X,X,X,X,O,X
LZOJTSI,O,O,X,X,X,X,O,X
LZOJITS,X,X,X,X,X,X,O,O
LZOJIST,O,O,X,X,X,O,X,O
LZOJSTI,O,O,O,X,X,O,X,X
LZOJSIT,O,O,O,X,X,O,X,X
LZOSTIJ,O,O,O,X,X,O,X,X
LZOSTJI,O,O,O,X,X,O,X,X
LZOSITJ,O,O,O,X,X,O,X,X
LZOSIJT,O,O,O,X,X,O,X,X
LZOSJTI,O,O,O,X,X,O,X,X
LZOSJIT,O,O,O,X,X,O,X,X
LOTIJSZ,O,X,X,X,X,X,X,O
LOTIJZS,O,X,X,X,X,X,O,O
LOTISJZ,O,X,X,X,X,X,X,O
LOTISZJ,O,X,X,X,X,X,O,O
LOTIZJS,O,X,X,X,X,X,O,O
LOTIZSJ,O,X,X,X,X,X,O,O
LOTJISZ,O,X,X,X,X,X,X,O
LOTJIZS,O,X,X,X,X,X,O,O
LOTJSIZ,O,O,X,X,X,X,X,X
LOTJSZI,O,O,X,X,X,X,O,X
LOTJZIS,O,X,X,X,X,X,O,X
LOTJZSI,O,O,X,X,X,X,O,X
LOTSIJZ,O,X,O,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,X,O,X
LOTSJIZ,O,X,O,X,X,X,X,X
LOTSJZI,O,X,O,X,X,X,O,X
LOTSZIJ,O,X,O,X,X,X,O,X
LOTSZJI,O,X,O,X,X,X,O,X
LOTZIJS,O,X,X,X,X,X,O,X
LOTZISJ,O,X,X,X,X,X,O,X
LOTZJIS,O,X,X,X,X,X,O,X
LOTZJSI,O,O,X,X,X,X,O,X
LOTZSIJ,O,X,O,X,X,X,O,X
LOTZSJI,O,X,O,X,X,X,O,X
LOITJSZ,X,X,X,X,X,X,X,O
LOITJZS,X,X,X,X,X,X,O,O
LOITSJZ,X,X,X,X,X,X,X,O
LOITSZJ,X,X,X,X,X,X,O,O
LOITZJS,X,X,X,X,X,X,O,O
LOITZSJ,X,X,X,X,X,X,O,O
LOIJTSZ,X,X,X,X,X,X,X,O
LOIJTZS,X,X,X,X,X,X,O,O
LOIJSTZ,X,X,X,X,X,X,X,O
LOIJSZT,X,X,X,X,X,X,X,O
LOIJZTS,X,X,X,X,X,X,X,O
LOIJZST,X,X,X,X,X,X,X,O
LOISTJZ,X,X,O,X,X,X,X,O
LOISTZJ,X,X,X,X,X,X,O,O
LOISJTZ,X,X,O,X,X,X,X,O
LOISJZT,X,X,O,X,X,X,X,O
LOISZTJ,X,X,O,X,X,X,X,O
LOISZJT,X,X,O,X,X,X,X,O
LOIZTJS,X,X,X,X,X,X,O,O
LOIZTSJ,X,X,X,X,X,X,O,O
LOIZJTS,X,X,X,X,X,X,O,O
LOIZJST,X,X,X,X,X,X,X,O
LOIZSTJ,X,X,O,X,X,X,X,O
LOIZSJT,X,X,O,X,X,X,X,O
LOJTISZ,O,X,X,X,X,X,X,O
LOJTIZS,O,X,X,X,X,X,O,O
LOJTSIZ,O,O,X,X,X,X,X,X
LOJTSZI,O,O,X,X,X,X,O,X
LOJTZIS,O,X,X,X,X,X,O,X
LOJTZSI,O,O,X,X,X,X,O,X
LOJITSZ,X,X,X,X,X,X,X,O
LOJITZS,X,X,X,X,X,X,O,O
LOJISTZ,X,X,X,X,X,X,X,O
LOJISZT,X,X,X,X,X,X,X,O
LOJIZTS,X,X,X,X,X,X,X,O
LOJIZST,O,X,X,X,X,X,X,O
LOJSTIZ,X,X,O,X,X,X,X,X
LOJSTZI,X,O,O,X,X,X,X,X
LOJSITZ,X,X,O,X,X,X,X,O
LOJSIZT,X,O,O,X,X,X,X,O
LOJSZTI,X,O,O,X,X,X,X,X
LOJSZIT,X,O,O,X,X,X,X,X
LOJZTIS,O,X,X,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X,X
LOJZITS,X,X,X,X,X,X,X,O
LOJZIST,O,O,X,X,X,X,X,O
LOJZSTI,O,O,O,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X
LOSTIJZ,X,O,O,X,X,X,X,X
LOSTIZJ,X,O,X,X,X,X,O,X
LOSTJIZ,X,O,O,X,X,X,X,X
LOSTJZI,X,O,O,X,X,X,O,X
LOSTZIJ,X,O,O,X,X,X,O,X
LOSTZJI,X,O,O,X,X,X,O,X
LOSITJZ,X,O,O,X,X,X,X,O
LOSITZJ,X,O,X,X,X,X,O,O
LOSIJTZ,X,X,O,X,X,X,X,O
LOSIJZT,X,O,O,X,X,X,X,O
LOSIZTJ,X,O,O,X,X,X,X,O
LOSIZJT,X,O,O,X,X,X,X,O
LOSJTIZ,X,O,O,X,X,X,X,X
LOSJTZI,X,O,O,X,X,X,X,X
LOSJITZ,X,X,O,X,X,X,X,O
LOSJIZT,X,O,O,X,X,X,X,O
LOSJZTI,X,O,O,X,X,X,X,X
LOSJZIT,X,O,O,X,X,X,X,X
LOSZTIJ,X,O,O,X,X,X,X,X
LOSZTJI,X,O,O,X,X,X,X,X
LOSZITJ,X,O,O,X,X,X,X,X
LOSZIJT,X,O,O,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,X
LOSZJIT,X,O,O,X,X,X,X,X
LOZTIJS,O,X,X,X,X,X,O,X
LOZTISJ,O,X,X,X,X,X,O,X
LOZTJIS,O,X,X,X,X,X,O,X
LOZTJSI,O,O,X,X,X,X,O,X
LOZTSIJ,O,X,O,X,X,X,O,X
LOZTSJI,O,X,O,X,X,X,O,X
LOZITJS,X,X,X,X,X,X,O,O
LOZITSJ,X,X,X,X,X,X,O,O
LOZIJTS,X,X,X,X,X,X,O,O
LOZIJST,X,O,X,X,X,X,X,O
LOZISTJ,X,O,O,X,X,X,X,O
LOZISJT,X,O,O,X,X,X,X,O
LOZJTIS,O,X,X,X,X,X,O,X
LOZJTSI,O,O,X,X,X,X,O,X
LOZJITS,X,X,X,X,X,X,O,O
LOZJIST,O,O,X,X,X,X,X,O
LOZJSTI,O,O,O,X,X,X,X,X
LOZJSIT,O,O,O,X,X,X,X,X
LOZSTIJ,O,O,O,X,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X
LOZSITJ,O,O,O,X,X,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X
JTILSZO,O,O,X,O,O,X,X,X
JTILSOZ,X,O,X,O,O,X,X,X
JTILZSO,O,O,X,O,X,X,O,X
JTILZOS,O,X,X,O,X,X,O,X
JTILOSZ,O,X,X,O,X,X,X,X
JTILOZS,O,X,X,O,X,X,O,X
JTISLZO,O,O,X,O,O,O,X,X
JTISLOZ,X,O,X,O,O,O,X,X
JTISZLO,O,O,X,O,O,O,X,X
JTISZOL,O,O,X,X,X,O,X,X
JTISOLZ,X,O,X,O,O,O,X,X
JTISOZL,X,O,X,X,X,O,X,X
JTIZLSO,O,O,X,O,X,O,O,X
JTIZLOS,O,X,X,O,X,X,O,X
JTIZSLO,O,O,X,O,O,O,O,X
JTIZSOL,O,O,X,X,X,O,O,X
JTIZOLS,O,X,X,X,X,X,O,X
JTIZOSL,O,X,X,X,X,X,O,X
JTIOLSZ,O,X,X,O,X,X,X,X
JTIOLZS,O,X,X,O,X,X,O,X
JTIOSLZ,O,X,X,O,O,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X
JTIOZLS,O,X,X,X,X,X,O,X
JTIOZSL,O,X,X,X,X,X,O,X
JTLISZO,O,O,X,O,O,X,X,X
JTLISOZ,X,O,X,O,O,X,X,X
JTLIZSO,O,O,X,O,X,X,O,X
JTLIZOS,O,X,X,O,X,X,O,X
JTLIOSZ,O,X,X,O,X,X,X,X
JTLIOZS,O,X,X,O,X,X,O,X
JTLSIZO,O,O,X,O,O,X,X,X
JTLSIOZ,X,O,X,O,O,X,X,X
JTLSZIO,O,O,X,O,O,X,O,X
JTLSZOI,O,O,X,O,O,X,O,X
JTLSOIZ,O,O,X,O,O,X,X,X
JTLSOZI,O,O,X,O,O,X,O,X
JTLZISO,O,O,X,O,X,X,O,X
JTLZIOS,O,X,X,O,X,X,O,X
JTLZSIO,O,O,X,O,X,X,O,X
JTLZSOI,O,O,X,O,X,X,O,X
JTLZOIS,O,X,X,O,X,X,O,X
JTLZOSI,O,O,X,O,X,X,O,X
JTLOISZ,O,X,X,O,X,X,X,O
JTLOIZS,O,X,X,O,X,X,O,O
JTLOSIZ,O,O,X,O,X,X,X,X
JTLOSZI,O,O,X,O,X,X,O,X
JTLOZIS,O,X,X,O,X,X,O,X
JTLOZSI,O,O,X,O,X,X,O,X
JTSILZO,O,O,X,O,O,O,X,X
JTSILOZ,X,O,X,O,O,O,X,X
JTSIZLO,O,O,X,O,O,O,X,X
JTSIZOL,O,O,X,X,X,O,X,X
JTSIOLZ,X,O,X,O,O,O,X,X
