sequence,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF0cBmdB5jBf?oBimBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFmcB5jBcmBa?oB3iBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFxcBcmBiiB+?oBXjBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFlcB3dBcjBx?mBStBmrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFfjB6jBcmBZ?nBWyBlrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF6jBRiBOmBX?iBUoBFsB
SZIJTLO,X,O,X,X,O,X
SZIJTOL,O,O,X,X,O,X
SZIJLTO,O,X,X,X,O,X
SZIJLOT,O,O,X,X,O,X
SZIJOTL,O,O,X,X,O,X
SZIJOLT,O,O,X,X,O,X
SZIOTLJ,O,O,X,X,X,X
SZIOTJL,O,O,O,X,X,X
SZIOLTJ,O,X,X,X,X,O
SZIOLJT,O,O,X,X,X,O
SZIOJTL,O,O,X,X,O,X
SZIOJLT,O,O,X,X,O,X
SZLTIJO,O,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,O
SZLTJIO,O,X,X,X,X,X
SZLTJOI,O,X,X,X,X,X
SZLTOIJ,O,X,X,X,X,O
SZLTOJI,O,X,X,X,X,X
SZLITJO,O,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X
SZLIJTO,O,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X
SZLIOTJ,O,X,X,X,X,O
SZLIOJT,O,O,X,X,X,O
SZLJTIO,O,X,X,X,X,X
SZLJTOI,O,X,X,X,X,X
SZLJITO,O,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X
SZLJOTI,O,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X
SZLOTIJ,O,X,X,X,X,O
SZLOTJI,O,X,X,X,X,X
SZLOITJ,O,X,X,X,X,O
SZLOIJT,O,O,X,X,X,O
SZLOJTI,O,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X
SZJTILO,X,O,O,X,O,X
SZJTIOL,O,O,O,X,O,X
SZJTLIO,X,O,O,X,O,X
SZJTLOI,X,O,O,X,O,X
SZJTOIL,O,O,O,X,O,X
SZJTOLI,X,O,O,X,O,X
SZJITLO,X,O,X,X,O,X
SZJITOL,O,O,X,X,O,X
SZJILTO,O,X,X,X,O,X
SZJILOT,O,O,X,X,O,X
SZJIOTL,O,O,X,X,O,X
SZJIOLT,O,O,X,X,O,X
SZJLTIO,O,X,X,X,O,X
SZJLTOI,O,X,X,X,O,X
SZJLITO,O,X,X,X,O,X
SZJLIOT,O,O,X,X,O,X
SZJLOTI,O,X,X,X,O,X
SZJLOIT,O,O,X,X,O,X
SZJOTIL,O,O,O,X,O,X
SZJOTLI,X,O,O,X,O,X
SZJOITL,O,O,X,X,O,X
SZJOILT,O,O,X,X,O,X
SZJOLTI,O,X,X,X,O,X
SZJOLIT,O,O,X,X,O,X
SZOTILJ,O,O,X,X,X,O
SZOTIJL,O,O,O,X,X,X
SZOTLIJ,O,O,X,X,X,O
SZOTLJI,O,O,X,X,X,X
SZOTJIL,O,O,O,X,X,X
SZOTJLI,O,O,O,X,X,X
SZOITLJ,O,O,X,X,X,X
SZOITJL,O,O,O,X,X,X
SZOILTJ,O,X,X,X,X,O
SZOILJT,O,O,X,X,X,O
SZOIJTL,O,O,X,X,O,X
SZOIJLT,O,O,X,X,O,X
SZOLTIJ,O,X,X,X,X,O
SZOLTJI,O,X,X,X,X,X
SZOLITJ,O,X,X,X,X,O
SZOLIJT,O,O,X,X,X,O
SZOLJTI,O,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X
SZOJTIL,O,O,O,X,O,X
SZOJTLI,X,O,O,X,O,X
SZOJITL,O,O,X,X,O,X
SZOJILT,O,O,X,X,O,X
SZOJLTI,O,X,X,X,O,X
SZOJLIT,O,O,X,X,O,X
SOTILJZ,O,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X
SOTIJLZ,O,X,X,X,X,X
SOTIJZL,O,X,X,X,X,X
SOTIZLJ,O,O,X,X,X,X
SOTIZJL,O,O,X,X,X,X
SOTLIJZ,O,X,X,X,X,X
SOTLIZJ,O,O,X,O,X,X
SOTLJIZ,O,X,X,O,X,X
SOTLJZI,O,X,X,O,X,X
SOTLZIJ,O,O,X,O,X,X
SOTLZJI,O,O,X,O,X,X
SOTJILZ,O,X,X,O,X,X
SOTJIZL,O,X,X,X,X,X
SOTJLIZ,O,X,X,O,X,X
SOTJLZI,O,X,O,O,X,X
SOTJZIL,O,X,O,X,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,O,X,X,X,O
SOTZIJL,O,O,O,X,X,X
SOTZLIJ,O,O,X,X,X,O
SOTZLJI,O,O,X,X,X,X
SOTZJIL,O,O,O,X,X,X
SOTZJLI,O,O,O,X,X,X
SOITLJZ,O,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X
SOITJLZ,O,X,X,X,X,X
SOITJZL,O,X,X,X,X,X
SOITZLJ,O,O,X,X,X,X
SOITZJL,O,O,X,X,X,X
SOILTJZ,O,X,X,X,X,X
SOILTZJ,O,O,X,X,X,X
SOILJTZ,O,X,X,X,X,X
SOILJZT,O,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X
SOILZJT,O,O,X,X,X,X
SOIJTLZ,O,X,X,X,O,X
SOIJTZL,O,X,X,X,O,X
SOIJLTZ,O,X,X,X,O,X
SOIJLZT,O,X,X,X,O,X
SOIJZTL,O,O,X,X,O,X
SOIJZLT,O,O,X,X,O,X
SOIZTLJ,O,O,X,X,X,X
SOIZTJL,O,O,O,X,X,X
SOIZLTJ,O,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X
SOIZJTL,O,O,X,X,O,X
SOIZJLT,O,O,X,X,O,X
SOLTIJZ,O,X,X,X,X,X
SOLTIZJ,O,O,X,O,X,X
SOLTJIZ,O,X,X,O,X,X
SOLTJZI,O,X,X,O,X,X
SOLTZIJ,O,O,X,O,X,X
SOLTZJI,O,O,X,O,X,X
SOLITJZ,O,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X
SOLIJTZ,O,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X
SOLIZTJ,O,X,X,O,X,X
SOLIZJT,O,O,X,O,X,X
SOLJTIZ,O,X,X,O,X,X
SOLJTZI,O,X,X,O,X,X
SOLJITZ,O,X,X,O,X,X
SOLJIZT,O,X,X,O,X,X
SOLJZTI,O,X,X,O,X,X
SOLJZIT,O,X,X,O,X,X
SOLZTIJ,O,X,X,O,X,X
SOLZTJI,O,X,X,O,X,X
SOLZITJ,O,X,X,O,X,X
SOLZIJT,O,O,X,O,X,X
SOLZJTI,O,X,X,O,X,X
SOLZJIT,O,O,X,O,X,X
SOJTILZ,O,X,X,O,O,X
SOJTIZL,O,X,X,X,O,X
SOJTLIZ,O,X,X,O,O,X
SOJTLZI,O,X,O,O,O,X
SOJTZIL,O,X,O,X,O,X
SOJTZLI,O,X,O,X,O,X
SOJITLZ,O,X,X,O,O,X
SOJITZL,O,X,X,X,O,X
SOJILTZ,O,X,X,O,O,X
SOJILZT,O,X,X,O,O,X
SOJIZTL,O,O,X,X,O,X
SOJIZLT,O,O,X,X,O,X
SOJLTIZ,O,X,X,O,O,X
SOJLTZI,O,X,X,O,O,X
SOJLITZ,O,X,X,O,O,X
SOJLIZT,O,X,X,O,O,X
SOJLZTI,O,X,X,O,O,X
SOJLZIT,O,X,X,O,O,X
SOJZTIL,O,O,O,X,O,X
SOJZTLI,X,O,O,X,O,X
SOJZITL,O,O,X,X,O,X
SOJZILT,O,O,X,X,O,X
SOJZLTI,O,X,X,X,O,X
SOJZLIT,O,O,X,X,O,X
SOZTILJ,O,O,X,X,X,O
SOZTIJL,O,O,O,X,X,X
SOZTLIJ,O,O,X,X,X,O
SOZTLJI,O,O,X,X,X,X
SOZTJIL,O,O,O,X,X,X
SOZTJLI,O,O,O,X,X,X
SOZITLJ,O,O,X,X,X,X
SOZITJL,O,O,O,X,X,X
SOZILTJ,O,X,X,X,X,O
SOZILJT,O,O,X,X,X,O
SOZIJTL,O,O,X,X,O,X
SOZIJLT,O,O,X,X,O,X
SOZLTIJ,O,X,X,X,X,O
SOZLTJI,O,X,X,X,X,X
SOZLITJ,O,X,X,X,X,O
SOZLIJT,O,O,X,X,X,O
SOZLJTI,O,X,X,X,X,X
SOZLJIT,O,O,X,X,X,X
SOZJTIL,O,O,O,X,O,X
SOZJTLI,X,O,O,X,O,X
SOZJITL,O,O,X,X,O,X
SOZJILT,O,O,X,X,O,X
SOZJLTI,O,X,X,X,O,X
SOZJLIT,O,O,X,X,O,X
ZTILJSO,O,O,O,X,X,X
ZTILJOS,O,O,O,X,X,O
ZTILSJO,O,O,X,X,X,X
ZTILSOJ,O,O,X,X,X,O
ZTILOJS,O,O,O,X,X,O
ZTILOSJ,O,O,X,X,X,O
ZTIJLSO,O,O,O,X,X,X
ZTIJLOS,O,O,O,X,X,O
ZTIJSLO,O,O,O,X,O,X
ZTIJSOL,O,O,O,X,O,X
ZTIJOLS,O,O,O,X,X,O
ZTIJOSL,O,O,O,X,O,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,O,X,X,X,O
ZTISJLO,O,O,O,X,X,X
ZTISJOL,O,O,O,X,X,X
ZTISOLJ,O,O,X,X,X,O
ZTISOJL,O,O,O,X,X,X
ZTIOLJS,O,O,O,X,X,O
ZTIOLSJ,O,O,X,X,X,O
ZTIOJLS,O,O,O,X,X,O
ZTIOJSL,O,O,O,X,O,X
ZTIOSLJ,O,O,X,X,X,O
ZTIOSJL,O,O,O,X,X,X
ZTLIJSO,O,O,O,O,X,X
ZTLIJOS,O,O,O,O,X,O
ZTLISJO,O,O,X,O,X,X
ZTLISOJ,O,O,X,O,X,O
ZTLIOJS,O,O,O,O,X,O
ZTLIOSJ,O,O,X,O,X,O
ZTLJISO,O,O,O,O,X,X
ZTLJIOS,O,O,O,O,X,O
ZTLJSIO,O,O,O,O,X,X
ZTLJSOI,O,O,O,O,X,X
ZTLJOIS,O,O,O,O,X,O
ZTLJOSI,O,O,O,O,X,X
ZTLSIJO,O,O,X,O,X,X
ZTLSIOJ,O,O,X,O,X,O
ZTLSJIO,O,O,X,X,X,X
ZTLSJOI,O,O,X,O,X,X
ZTLSOIJ,O,O,X,O,X,O
ZTLSOJI,O,O,X,O,X,X
ZTLOIJS,O,O,O,O,X,O
ZTLOISJ,O,O,X,O,X,O
ZTLOJIS,O,O,O,O,X,O
ZTLOJSI,O,O,O,O,X,X
ZTLOSIJ,O,O,X,O,X,O
ZTLOSJI,O,O,X,O,X,X
ZTJILSO,O,O,O,O,X,X
ZTJILOS,O,O,O,O,X,O
ZTJISLO,O,O,O,X,O,X
ZTJISOL,O,O,O,X,O,X
ZTJIOLS,O,O,O,O,X,O
ZTJIOSL,O,O,O,X,O,X
ZTJLISO,O,O,O,O,X,X
ZTJLIOS,O,O,O,O,X,O
ZTJLSIO,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,X,X
ZTJLOIS,O,O,O,O,X,O
ZTJLOSI,O,O,O,O,X,X
ZTJSILO,O,O,O,X,O,X
ZTJSIOL,O,O,O,X,O,X
ZTJSLIO,O,O,O,X,O,X
ZTJSLOI,O,O,O,X,O,X
ZTJSOIL,O,O,O,X,O,X
ZTJSOLI,O,O,O,X,O,X
ZTJOILS,O,O,O,O,X,O
ZTJOISL,O,O,O,X,O,X
ZTJOLIS,O,O,O,O,X,O
ZTJOLSI,O,O,O,O,X,X
ZTJOSIL,O,O,O,X,O,X
ZTJOSLI,O,O,O,X,O,X
ZTSILJO,O,O,X,X,X,X
ZTSILOJ,O,O,X,X,X,O
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,O,O,O,X,X,X
ZTSIOLJ,O,O,X,X,X,O
ZTSIOJL,O,O,O,X,X,X
ZTSLIJO,O,O,X,X,X,X
ZTSLIOJ,O,O,X,X,X,O
ZTSLJIO,O,O,X,X,X,X
ZTSLJOI,O,O,X,X,X,X
ZTSLOIJ,O,O,X,X,X,O
ZTSLOJI,O,O,X,X,X,X
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,O,O,O,X,X,X
ZTSJLIO,O,O,O,X,X,X
ZTSJLOI,O,O,O,X,X,X
ZTSJOIL,O,O,O,X,X,X
ZTSJOLI,O,O,O,X,X,X
ZTSOILJ,O,O,X,X,X,O
ZTSOIJL,O,O,O,X,X,X
ZTSOLIJ,O,O,X,X,X,O
ZTSOLJI,O,O,X,X,X,X
ZTSOJIL,O,O,O,X,X,X
ZTSOJLI,O,O,O,X,X,X
ZTOILJS,O,O,O,X,X,O
ZTOILSJ,O,O,X,X,X,O
ZTOIJLS,O,O,O,X,X,O
ZTOIJSL,O,O,O,X,O,X
ZTOISLJ,O,O,X,X,X,O
ZTOISJL,O,O,O,X,X,X
ZTOLIJS,O,O,O,O,X,O
ZTOLISJ,O,O,X,O,X,O
ZTOLJIS,O,O,O,O,X,O
ZTOLJSI,O,O,O,O,X,X
ZTOLSIJ,O,O,X,O,X,O
ZTOLSJI,O,O,X,O,X,X
ZTOJILS,O,O,O,O,X,O
ZTOJISL,O,O,O,X,O,X
ZTOJLIS,O,O,O,O,X,O
ZTOJLSI,O,O,O,O,X,X
ZTOJSIL,O,O,O,X,O,X
ZTOJSLI,O,O,O,X,O,X
ZTOSILJ,O,O,X,X,X,O
ZTOSIJL,O,O,O,X,X,X
ZTOSLIJ,O,O,X,X,X,O
ZTOSLJI,O,O,X,X,X,X
ZTOSJIL,O,O,O,X,X,X
ZTOSJLI,O,O,O,X,X,X
ZITLJSO,O,O,O,X,X,X
ZITLJOS,O,O,O,X,X,O
ZITLSJO,O,O,X,X,X,X
ZITLSOJ,O,O,X,X,X,O
ZITLOJS,O,O,O,X,X,O
ZITLOSJ,O,O,X,X,X,O
ZITJLSO,O,O,O,X,X,X
ZITJLOS,O,O,O,X,X,O
ZITJSLO,O,O,O,X,O,X
ZITJSOL,O,O,O,X,O,X
ZITJOLS,O,O,O,X,X,O
ZITJOSL,O,O,O,X,O,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,O,O,X,X,X,O
ZITSJLO,O,O,O,X,X,X
ZITSJOL,O,O,O,X,X,X
ZITSOLJ,O,O,X,X,X,O
ZITSOJL,O,O,O,X,X,X
ZITOLJS,O,O,O,X,X,O
ZITOLSJ,O,O,X,X,X,O
ZITOJLS,O,O,O,X,X,O
ZITOJSL,O,O,O,X,O,X
ZITOSLJ,O,O,X,X,X,O
ZITOSJL,O,O,O,X,X,X
ZILTJSO,O,O,O,X,X,X
ZILTJOS,O,O,O,X,X,O
ZILTSJO,O,O,X,X,X,X
ZILTSOJ,O,O,X,X,X,O
ZILTOJS,O,O,O,X,X,O
ZILTOSJ,O,O,X,X,X,O
ZILJTSO,O,O,X,X,X,X
ZILJTOS,O,O,X,X,X,X
ZILJSTO,O,X,X,X,O,X
ZILJSOT,O,O,X,X,O,X
ZILJOTS,O,O,X,X,X,O
ZILJOST,O,O,X,X,O,O
ZILSTJO,O,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X
ZILSJTO,O,X,X,X,X,X
ZILSJOT,O,O,X,X,X,X
ZILSOTJ,O,X,X,X,X,O
ZILSOJT,O,O,X,X,X,O
ZILOTJS,O,O,O,X,X,O
ZILOTSJ,O,O,X,X,X,O
ZILOJTS,O,O,X,X,X,O
ZILOJST,O,O,X,X,O,O
ZILOSTJ,O,X,X,X,X,O
ZILOSJT,O,O,X,X,X,O
ZIJTLSO,O,O,O,X,X,X
ZIJTLOS,O,O,O,X,X,X
ZIJTSLO,O,O,O,X,O,X
ZIJTSOL,O,O,O,X,O,X
ZIJTOLS,O,O,O,X,X,X
ZIJTOSL,O,O,O,X,O,X
ZIJLTSO,O,O,X,X,X,X
ZIJLTOS,O,O,X,X,X,X
ZIJLSTO,O,X,X,X,O,X
ZIJLSOT,O,O,X,X,O,X
ZIJLOTS,O,O,X,X,X,O
ZIJLOST,O,O,X,X,O,O
ZIJSTLO,X,O,X,X,O,X
ZIJSTOL,O,O,X,X,O,X
ZIJSLTO,X,X,X,X,O,X
ZIJSLOT,O,O,X,X,O,X
ZIJSOTL,O,O,X,X,O,X
ZIJSOLT,O,O,X,X,O,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,O,O,O,X,O,X
ZIJOLTS,O,O,X,X,X,O
ZIJOLST,O,O,X,X,O,O
ZIJOSTL,O,O,X,X,O,X
ZIJOSLT,O,O,X,X,O,X
ZISTLJO,O,O,X,X,X,X
ZISTLOJ,O,O,X,X,X,X
ZISTJLO,O,O,O,X,X,X
ZISTJOL,O,O,O,X,X,X
ZISTOLJ,O,O,X,X,X,X
ZISTOJL,O,O,O,X,X,X
ZISLTJO,O,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X
ZISLJTO,O,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X
ZISLOTJ,O,X,X,X,X,O
ZISLOJT,O,O,X,X,X,O
ZISJTLO,X,O,X,X,O,X
ZISJTOL,O,O,X,X,O,X
ZISJLTO,O,X,X,X,O,X
ZISJLOT,O,O,X,X,O,X
ZISJOTL,O,O,X,X,O,X
ZISJOLT,O,O,X,X,O,X
ZISOTLJ,O,O,X,X,X,X
ZISOTJL,O,O,O,X,X,X
ZISOLTJ,O,X,X,X,X,O
ZISOLJT,O,O,X,X,X,O
ZISOJTL,O,O,X,X,O,X
ZISOJLT,O,O,X,X,O,X
ZIOTLJS,O,O,O,X,X,O
ZIOTLSJ,O,O,X,X,X,O
ZIOTJLS,O,O,O,X,X,O
ZIOTJSL,O,O,O,X,O,X
ZIOTSLJ,O,O,X,X,X,O
ZIOTSJL,O,O,O,X,X,X
ZIOLTJS,O,O,O,X,X,O
ZIOLTSJ,O,O,X,X,X,O
ZIOLJTS,O,O,X,X,X,O
ZIOLJST,O,O,X,X,O,O
ZIOLSTJ,O,X,X,X,X,O
ZIOLSJT,O,O,X,X,X,O
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,O,O,O,X,O,X
ZIOJLTS,O,O,X,X,X,O
ZIOJLST,O,O,X,X,O,O
ZIOJSTL,O,O,X,X,O,X
ZIOJSLT,O,O,X,X,O,X
ZIOSTLJ,O,O,X,X,X,X
ZIOSTJL,O,O,O,X,X,X
ZIOSLTJ,O,X,X,X,X,O
ZIOSLJT,O,O,X,X,X,O
ZIOSJTL,O,O,X,X,O,X
ZIOSJLT,O,O,X,X,O,X
ZLTIJSO,O,O,O,O,X,X
ZLTIJOS,O,O,O,O,X,O
ZLTISJO,O,O,X,O,X,X
ZLTISOJ,O,O,X,O,X,O
ZLTIOJS,O,O,O,O,X,O
ZLTIOSJ,O,O,X,O,X,O
ZLTJISO,O,O,O,O,X,X
ZLTJIOS,O,O,O,O,X,O
ZLTJSIO,O,O,O,O,X,X
ZLTJSOI,O,O,O,O,X,X
ZLTJOIS,O,O,O,O,X,O
ZLTJOSI,O,O,O,O,X,X
ZLTSIJO,O,O,X,O,X,X
ZLTSIOJ,O,O,X,O,X,O
ZLTSJIO,O,O,X,O,X,X
ZLTSJOI,O,O,X,O,X,X
ZLTSOIJ,O,O,X,O,X,O
ZLTSOJI,O,O,X,O,X,X
ZLTOIJS,O,O,O,O,X,O
ZLTOISJ,O,O,X,O,X,O
ZLTOJIS,O,O,O,O,X,O
ZLTOJSI,O,O,O,O,X,X
ZLTOSIJ,O,O,X,O,X,O
ZLTOSJI,O,O,X,O,X,X
ZLITJSO,O,O,O,O,X,X
ZLITJOS,O,O,O,O,X,O
ZLITSJO,O,O,X,O,X,X
ZLITSOJ,O,O,X,O,X,O
ZLITOJS,O,O,O,O,X,O
ZLITOSJ,O,O,X,O,X,O
ZLIJTSO,O,O,X,O,X,X
ZLIJTOS,O,O,X,O,X,X
ZLIJSTO,O,X,X,O,O,X
ZLIJSOT,O,O,X,O,O,X
ZLIJOTS,O,O,X,O,X,O
ZLIJOST,O,O,X,O,O,O
ZLISTJO,O,X,X,O,X,X
ZLISTOJ,O,X,X,O,X,X
ZLISJTO,O,X,X,O,X,X
ZLISJOT,O,O,X,O,X,X
ZLISOTJ,O,X,X,O,X,O
ZLISOJT,O,O,X,O,X,O
ZLIOTJS,O,O,O,O,X,O
ZLIOTSJ,O,O,X,O,X,O
ZLIOJTS,O,O,X,O,X,O
ZLIOJST,O,O,X,O,O,O
ZLIOSTJ,O,X,X,O,X,O
ZLIOSJT,O,O,X,O,X,O
ZLJTISO,X,O,O,O,X,X
ZLJTIOS,X,O,O,O,X,O
ZLJTSIO,X,O,O,O,X,X
ZLJTSOI,X,O,O,O,X,X
ZLJTOIS,X,O,O,O,X,O
ZLJTOSI,X,O,O,O,X,X
ZLJITSO,O,O,X,O,X,X
ZLJITOS,O,O,X,O,X,X
ZLJISTO,O,X,X,O,O,X
ZLJISOT,O,O,X,O,O,X
ZLJIOTS,O,O,X,O,X,O
ZLJIOST,O,O,X,O,O,O
ZLJSTIO,O,X,X,O,O,X
ZLJSTOI,O,X,X,O,O,X
ZLJSITO,O,X,X,O,O,X
ZLJSIOT,O,O,X,O,O,X
ZLJSOTI,O,X,X,O,O,X
ZLJSOIT,O,O,X,O,O,X
ZLJOTIS,X,O,O,O,X,O
ZLJOTSI,X,O,O,O,X,X
ZLJOITS,O,O,X,O,X,O
ZLJOIST,O,O,X,O,O,O
ZLJOSTI,O,X,X,O,O,X
ZLJOSIT,O,O,X,O,O,X
ZLSTIJO,O,X,X,O,X,X
ZLSTIOJ,O,X,X,O,X,O
ZLSTJIO,O,X,X,O,X,X
ZLSTJOI,O,X,X,O,X,X
ZLSTOIJ,O,X,X,O,X,O
ZLSTOJI,O,X,X,O,X,X
ZLSITJO,O,X,X,O,X,X
ZLSITOJ,O,X,X,O,X,X
ZLSIJTO,O,X,X,O,X,X
ZLSIJOT,O,O,X,O,X,X
ZLSIOTJ,O,X,X,O,X,O
ZLSIOJT,O,O,X,O,X,O
ZLSJTIO,O,X,X,O,X,X
ZLSJTOI,O,X,X,O,X,X
ZLSJITO,O,X,X,O,X,X
ZLSJIOT,O,O,X,O,X,X
ZLSJOTI,O,X,X,O,X,X
ZLSJOIT,O,O,X,O,X,X
ZLSOTIJ,O,X,X,O,X,O
ZLSOTJI,O,X,X,O,X,X
ZLSOITJ,O,X,X,O,X,O
ZLSOIJT,O,O,X,O,X,O
ZLSOJTI,O,X,X,O,X,X
ZLSOJIT,O,O,X,O,X,X
ZLOTIJS,O,O,O,O,X,O
ZLOTISJ,O,O,X,O,X,O
ZLOTJIS,O,O,O,O,X,O
ZLOTJSI,O,O,O,O,X,X
ZLOTSIJ,O,O,X,O,X,O
ZLOTSJI,O,O,X,O,X,X
ZLOITJS,O,O,O,O,X,O
ZLOITSJ,O,O,X,O,X,O
ZLOIJTS,O,O,X,O,X,O
ZLOIJST,O,O,X,O,O,O
ZLOISTJ,O,X,X,O,X,O
ZLOISJT,O,O,X,O,X,O
ZLOJTIS,X,O,O,O,X,O
ZLOJTSI,X,O,O,O,X,X
ZLOJITS,O,O,X,O,X,O
ZLOJIST,O,O,X,O,O,O
ZLOJSTI,O,X,X,O,O,X
ZLOJSIT,O,O,X,O,O,X
ZLOSTIJ,O,X,X,O,X,O
ZLOSTJI,O,X,X,O,X,X
ZLOSITJ,O,X,X,O,X,O
ZLOSIJT,O,O,X,O,X,O
ZLOSJTI,O,X,X,O,X,X
ZLOSJIT,O,O,X,O,X,X
ZJTILSO,O,O,O,O,X,X
ZJTILOS,O,O,O,O,X,O
ZJTISLO,O,O,O,X,O,X
ZJTISOL,O,O,O,X,O,X
ZJTIOLS,O,O,O,O,X,O
ZJTIOSL,O,O,O,X,O,X
ZJTLISO,O,O,O,O,X,X
ZJTLIOS,O,O,O,O,X,O
ZJTLSIO,O,O,O,O,X,X
ZJTLSOI,O,O,O,O,X,X
ZJTLOIS,O,O,O,O,X,O
ZJTLOSI,O,O,O,O,X,X
ZJTSILO,O,O,O,X,O,X
ZJTSIOL,O,O,O,X,O,X
ZJTSLIO,O,O,O,X,O,X
ZJTSLOI,O,O,O,X,O,X
ZJTSOIL,O,O,O,X,O,X
ZJTSOLI,O,O,O,X,O,X
ZJTOILS,O,O,O,O,X,O
ZJTOISL,O,O,O,X,O,X
ZJTOLIS,O,O,O,O,X,O
ZJTOLSI,O,O,O,O,X,X
ZJTOSIL,O,O,O,X,O,X
ZJTOSLI,O,O,O,X,O,X
ZJITLSO,O,O,O,O,X,X
ZJITLOS,O,O,O,O,X,X
ZJITSLO,O,O,O,X,O,X
ZJITSOL,O,O,O,X,O,X
ZJITOLS,O,O,O,O,X,X
ZJITOSL,O,O,O,X,O,X
ZJILTSO,O,O,X,O,X,X
ZJILTOS,O,O,X,O,X,X
ZJILSTO,O,X,X,O,O,X
ZJILSOT,O,O,X,O,O,X
ZJILOTS,O,O,X,O,X,O
ZJILOST,O,O,X,O,O,O
ZJISTLO,X,O,X,X,O,X
ZJISTOL,O,O,X,X,O,X
ZJISLTO,X,X,X,X,O,X
ZJISLOT,O,O,X,X,O,X
ZJISOTL,O,O,X,X,O,X
ZJISOLT,O,O,X,X,O,X
ZJIOTLS,O,O,O,O,X,X
ZJIOTSL,O,O,O,X,O,X
ZJIOLTS,O,O,X,O,X,O
ZJIOLST,O,O,X,O,O,O
ZJIOSTL,O,O,X,X,O,X
ZJIOSLT,O,O,X,X,O,X
ZJLTISO,X,O,O,O,X,X
ZJLTIOS,X,O,O,O,X,O
ZJLTSIO,X,O,O,O,X,X
ZJLTSOI,X,O,O,O,X,X
ZJLTOIS,X,O,O,O,X,O
ZJLTOSI,X,O,O,O,X,X
ZJLITSO,O,O,X,O,X,X
ZJLITOS,O,O,X,O,X,X
ZJLISTO,O,X,X,O,O,X
ZJLISOT,O,O,X,O,O,X
ZJLIOTS,O,O,X,O,X,O
ZJLIOST,O,O,X,O,O,O
ZJLSTIO,O,X,X,O,O,X
ZJLSTOI,O,X,X,O,O,X
ZJLSITO,O,X,X,O,O,X
ZJLSIOT,O,O,X,O,O,X
ZJLSOTI,O,X,X,O,O,X
ZJLSOIT,O,O,X,O,O,X
ZJLOTIS,X,O,O,O,X,O
ZJLOTSI,X,O,O,O,X,X
ZJLOITS,O,O,X,O,X,O
ZJLOIST,O,O,X,O,O,O
ZJLOSTI,O,X,X,O,O,X
ZJLOSIT,O,O,X,O,O,X
ZJSTILO,X,O,O,X,O,X
ZJSTIOL,O,O,O,X,O,X
ZJSTLIO,X,O,O,X,O,X
ZJSTLOI,X,O,O,X,O,X
ZJSTOIL,O,O,O,X,O,X
ZJSTOLI,X,O,O,X,O,X
ZJSITLO,X,O,X,X,O,X
ZJSITOL,O,O,X,X,O,X
ZJSILTO,X,X,X,X,O,X
ZJSILOT,O,O,X,X,O,X
ZJSIOTL,O,O,X,X,O,X
ZJSIOLT,O,O,X,X,O,X
ZJSLTIO,X,X,X,X,O,X
ZJSLTOI,X,X,X,X,O,X
ZJSLITO,X,X,X,X,O,X
ZJSLIOT,O,O,X,X,O,X
ZJSLOTI,X,X,X,X,O,X
ZJSLOIT,O,O,X,X,O,X
ZJSOTIL,O,O,O,X,O,X
ZJSOTLI,X,O,O,X,O,X
ZJSOITL,O,O,X,X,O,X
ZJSOILT,O,O,X,X,O,X
ZJSOLTI,X,X,X,X,O,X
ZJSOLIT,O,O,X,X,O,X
ZJOTILS,O,O,O,O,X,O
ZJOTISL,O,O,O,X,O,X
ZJOTLIS,O,O,O,O,X,O
ZJOTLSI,O,O,O,O,X,X
ZJOTSIL,O,O,O,X,O,X
ZJOTSLI,O,O,O,X,O,X
