sequence,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Jez7IvhFUd?BajB5jB2lBfnBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeU8IvhFaj?B5jBTgBOnB3hBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Je37IvhFUd?BajB5jBllBzmBOrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFaj?B5jBThBOnBfrBlrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeG+IvhFTg?BxhB/oBUhBanBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFGe?BFiB/oBCmBZmBzrB
ZJSLOIT,O,X,X,O,X,X
ZJSOTIL,O,X,X,O,X,X
ZJSOTLI,O,X,X,O,X,X
ZJSOITL,O,X,X,O,X,X
ZJSOILT,O,X,X,O,X,X
ZJSOLTI,O,X,X,O,X,O
ZJSOLIT,O,X,X,O,X,X
ZJOTILS,O,O,O,X,X,X
ZJOTISL,O,O,O,X,X,X
ZJOTLIS,O,O,O,X,X,X
ZJOTLSI,O,O,O,X,X,X
ZJOTSIL,O,O,O,X,X,X
ZJOTSLI,O,O,O,X,X,X
ZJOITLS,O,O,O,X,X,X
ZJOITSL,O,O,O,X,X,X
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,O,X,O,X,X
ZJOISTL,O,X,X,O,X,X
ZJOISLT,O,O,X,O,X,X
ZJOLTIS,O,O,O,X,X,X
ZJOLTSI,O,O,O,X,X,X
ZJOLITS,O,O,O,X,X,X
ZJOLIST,O,O,X,O,X,X
ZJOLSTI,O,X,X,O,X,X
ZJOLSIT,O,O,X,O,X,X
ZJOSTIL,O,X,X,O,X,X
ZJOSTLI,O,X,X,O,X,X
ZJOSITL,O,X,X,O,X,X
ZJOSILT,O,O,X,O,X,X
ZJOSLTI,O,X,X,O,X,X
ZJOSLIT,O,O,X,O,X,X
ZSTILJO,O,X,X,O,X,X
ZSTILOJ,O,X,X,X,X,X
ZSTIJLO,O,X,X,O,X,X
ZSTIJOL,O,X,X,O,X,X
ZSTIOLJ,O,X,X,X,X,X
ZSTIOJL,O,X,X,O,X,X
ZSTLIJO,O,X,X,O,X,O
ZSTLIOJ,O,X,X,X,X,O
ZSTLJIO,O,X,X,O,X,O
ZSTLJOI,O,X,X,O,X,O
ZSTLOIJ,O,X,X,X,X,O
ZSTLOJI,O,X,X,X,X,O
ZSTJILO,O,X,X,O,X,X
ZSTJIOL,O,X,X,O,X,X
ZSTJLIO,O,X,X,O,X,O
ZSTJLOI,O,X,X,O,X,O
ZSTJOIL,O,X,X,O,O,X
ZSTJOLI,O,X,X,O,X,X
ZSTOILJ,O,X,X,X,X,X
ZSTOIJL,O,X,X,O,O,X
ZSTOLIJ,O,X,X,X,X,X
ZSTOLJI,O,X,X,X,X,X
ZSTOJIL,O,X,X,O,O,X
ZSTOJLI,O,X,X,O,X,X
ZSITLJO,O,X,X,O,X,X
ZSITLOJ,O,X,X,X,X,X
ZSITJLO,O,X,X,O,X,X
ZSITJOL,O,X,X,O,X,X
ZSITOLJ,O,X,X,X,X,X
ZSITOJL,O,X,X,O,X,X
ZSILTJO,O,X,X,O,X,O
ZSILTOJ,O,X,X,X,X,O
ZSILJTO,O,X,X,O,X,O
ZSILJOT,O,X,X,O,X,X
ZSILOTJ,O,X,O,X,X,X
ZSILOJT,O,X,X,O,X,X
ZSIJTLO,O,X,X,O,X,X
ZSIJTOL,O,X,X,O,X,X
ZSIJLTO,O,X,X,O,X,O
ZSIJLOT,O,X,X,O,X,X
ZSIJOTL,O,X,X,O,X,X
ZSIJOLT,O,X,X,O,X,X
ZSIOTLJ,O,X,O,X,X,X
ZSIOTJL,O,X,O,O,X,X
ZSIOLTJ,O,X,O,X,X,X
ZSIOLJT,O,X,X,O,X,X
ZSIOJTL,O,X,X,O,X,X
ZSIOJLT,O,X,X,O,X,X
ZSLTIJO,O,X,X,O,X,O
ZSLTIOJ,O,X,X,X,X,O
ZSLTJIO,O,X,X,O,X,O
ZSLTJOI,O,X,X,O,X,O
ZSLTOIJ,O,X,X,X,X,O
ZSLTOJI,O,X,X,X,X,O
ZSLITJO,O,X,X,O,X,O
ZSLITOJ,O,X,X,X,X,O
ZSLIJTO,O,X,X,O,X,O
ZSLIJOT,O,X,X,O,X,X
ZSLIOTJ,O,X,O,X,X,X
ZSLIOJT,O,X,X,O,X,X
ZSLJTIO,O,X,X,O,X,O
ZSLJTOI,O,X,X,O,X,O
ZSLJITO,O,X,X,O,X,O
ZSLJIOT,O,X,X,O,X,X
ZSLJOTI,O,X,X,O,X,O
ZSLJOIT,O,X,X,O,X,X
ZSLOTIJ,O,X,O,X,X,O
ZSLOTJI,O,X,O,X,X,O
ZSLOITJ,O,X,O,X,X,X
ZSLOIJT,O,X,X,O,X,X
ZSLOJTI,O,X,X,O,X,O
ZSLOJIT,O,X,X,O,X,X
ZSJTILO,O,X,X,O,X,X
ZSJTIOL,O,X,X,O,X,X
ZSJTLIO,O,X,X,O,X,O
ZSJTLOI,O,X,X,O,X,O
ZSJTOIL,O,X,X,O,O,X
ZSJTOLI,O,X,X,O,X,X
ZSJITLO,O,X,X,O,X,X
ZSJITOL,O,X,X,O,X,X
ZSJILTO,O,X,X,O,X,O
ZSJILOT,O,X,X,O,X,X
ZSJIOTL,O,X,X,O,X,X
ZSJIOLT,O,X,X,O,X,X
ZSJLTIO,O,X,X,O,X,O
ZSJLTOI,O,X,X,O,X,O
ZSJLITO,O,X,X,O,X,O
ZSJLIOT,O,X,X,O,X,X
ZSJLOTI,O,X,X,O,X,O
ZSJLOIT,O,X,X,O,X,X
ZSJOTIL,O,X,X,O,O,X
ZSJOTLI,O,X,X,O,X,X
ZSJOITL,O,X,X,O,O,X
ZSJOILT,O,X,X,O,O,X
ZSJOLTI,O,X,X,O,X,O
ZSJOLIT,O,X,X,O,X,X
ZSOTILJ,O,X,O,X,X,X
ZSOTIJL,O,X,O,O,O,X
ZSOTLIJ,O,X,O,X,X,X
ZSOTLJI,O,X,O,X,X,X
ZSOTJIL,O,X,O,O,O,X
ZSOTJLI,O,X,O,O,X,X
ZSOITLJ,O,X,O,X,X,X
ZSOITJL,O,X,O,O,X,X
ZSOILTJ,O,X,O,X,X,X
ZSOILJT,O,X,X,O,X,X
ZSOIJTL,O,X,X,O,O,X
ZSOIJLT,O,X,X,O,O,X
ZSOLTIJ,O,X,O,X,X,O
ZSOLTJI,O,X,O,X,X,O
ZSOLITJ,O,X,O,X,X,X
ZSOLIJT,O,X,X,O,X,X
ZSOLJTI,O,X,X,O,X,O
ZSOLJIT,O,X,X,O,X,X
ZSOJTIL,O,X,X,O,O,X
ZSOJTLI,O,X,X,O,X,X
ZSOJITL,O,X,X,O,O,X
ZSOJILT,O,X,X,O,O,X
ZSOJLTI,O,X,X,O,X,O
ZSOJLIT,O,X,X,O,X,X
ZOTILJS,X,O,O,X,X,X
ZOTILSJ,X,X,O,X,X,X
ZOTIJLS,X,O,O,X,X,X
ZOTIJSL,X,O,O,X,X,X
ZOTISLJ,X,X,O,X,X,X
ZOTISJL,X,O,O,X,O,X
ZOTLIJS,X,O,O,X,X,X
ZOTLISJ,X,X,O,X,X,X
ZOTLJIS,X,O,O,X,X,X
ZOTLJSI,X,O,O,X,X,X
ZOTLSIJ,X,X,O,X,X,X
ZOTLSJI,X,X,O,X,X,X
ZOTJILS,X,O,O,X,X,X
ZOTJISL,X,O,O,X,X,X
ZOTJLIS,X,O,O,X,X,X
ZOTJLSI,X,O,O,X,X,X
ZOTJSIL,X,O,O,X,X,X
ZOTJSLI,X,O,O,X,X,X
ZOTSILJ,X,X,O,X,X,X
ZOTSIJL,X,O,O,X,O,X
ZOTSLIJ,X,X,O,X,X,X
ZOTSLJI,X,X,O,X,X,X
ZOTSJIL,X,O,O,X,O,X
ZOTSJLI,X,O,O,X,X,X
ZOITLJS,X,O,O,X,X,X
ZOITLSJ,X,X,O,X,X,X
ZOITJLS,X,O,O,X,X,X
ZOITJSL,X,O,O,X,X,X
ZOITSLJ,X,X,O,X,X,X
ZOITSJL,X,O,O,X,X,X
ZOILTJS,X,X,O,X,X,X
ZOILTSJ,X,X,O,X,X,X
ZOILJTS,X,O,O,X,X,X
ZOILJST,X,O,X,O,X,X
ZOILSTJ,O,X,O,X,X,X
ZOILSJT,O,X,X,O,X,X
ZOIJTLS,X,O,O,X,X,X
ZOIJTSL,X,O,O,X,X,X
ZOIJLTS,X,O,O,X,X,X
ZOIJLST,X,O,X,O,X,X
ZOIJSTL,X,X,X,O,X,X
ZOIJSLT,X,O,X,O,X,X
ZOISTLJ,O,X,O,X,X,X
ZOISTJL,O,X,O,O,X,X
ZOISLTJ,O,X,O,X,X,X
ZOISLJT,O,X,X,O,X,X
ZOISJTL,O,X,X,O,O,X
ZOISJLT,O,O,X,O,O,X
ZOLTIJS,X,X,O,X,X,X
ZOLTISJ,X,X,O,X,X,X
ZOLTJIS,X,X,O,X,X,X
ZOLTJSI,X,X,O,X,X,X
ZOLTSIJ,X,X,O,X,X,O
ZOLTSJI,X,X,O,X,X,O
ZOLITJS,X,X,O,X,X,X
ZOLITSJ,X,X,O,X,X,X
ZOLIJTS,X,O,O,X,X,X
ZOLIJST,X,O,X,O,X,X
ZOLISTJ,O,X,O,X,X,X
ZOLISJT,O,X,X,O,X,X
ZOLJTIS,X,O,O,X,X,X
ZOLJTSI,X,O,O,X,X,X
ZOLJITS,X,O,O,X,X,X
ZOLJIST,X,O,X,O,X,X
ZOLJSTI,X,X,X,O,X,X
ZOLJSIT,X,O,X,O,X,X
ZOLSTIJ,O,X,O,X,X,O
ZOLSTJI,O,X,O,X,X,O
ZOLSITJ,O,X,O,X,X,X
ZOLSIJT,O,X,X,O,X,X
ZOLSJTI,O,X,X,O,X,O
ZOLSJIT,O,X,X,O,X,X
ZOJTILS,X,O,O,X,X,X
ZOJTISL,X,O,O,X,X,X
ZOJTLIS,X,O,O,X,X,X
ZOJTLSI,X,O,O,X,X,X
ZOJTSIL,X,O,O,X,X,X
ZOJTSLI,X,O,O,X,X,X
ZOJITLS,X,O,O,X,X,X
ZOJITSL,X,O,O,X,X,X
ZOJILTS,X,O,O,X,X,X
ZOJILST,X,O,X,O,X,X
ZOJISTL,X,X,X,O,X,X
ZOJISLT,X,O,X,O,X,X
ZOJLTIS,X,O,O,X,X,X
ZOJLTSI,X,O,O,X,X,X
ZOJLITS,X,O,O,X,X,X
ZOJLIST,X,O,X,O,X,X
ZOJLSTI,X,X,X,O,X,X
ZOJLSIT,X,O,X,O,X,X
ZOJSTIL,X,X,X,O,X,X
ZOJSTLI,X,X,X,O,X,X
ZOJSITL,X,X,X,O,X,X
ZOJSILT,X,O,X,O,X,X
ZOJSLTI,X,X,X,O,X,X
ZOJSLIT,X,O,X,O,X,X
ZOSTILJ,O,X,O,X,X,X
ZOSTIJL,O,X,O,O,O,X
ZOSTLIJ,O,X,O,X,X,X
ZOSTLJI,O,X,O,X,X,X
ZOSTJIL,O,X,O,O,O,X
ZOSTJLI,O,X,O,O,X,X
ZOSITLJ,O,X,O,X,X,X
ZOSITJL,O,X,O,O,X,X
ZOSILTJ,O,X,O,X,X,X
ZOSILJT,O,X,X,O,X,X
ZOSIJTL,O,X,X,O,O,X
ZOSIJLT,O,O,X,O,O,X
ZOSLTIJ,O,X,O,X,X,O
ZOSLTJI,O,X,O,X,X,O
ZOSLITJ,O,X,O,X,X,X
ZOSLIJT,O,X,X,O,X,X
ZOSLJTI,O,X,X,O,X,O
ZOSLJIT,O,X,X,O,X,X
ZOSJTIL,O,X,X,O,O,X
ZOSJTLI,O,X,X,O,X,X
ZOSJITL,O,X,X,O,O,X
ZOSJILT,O,O,X,O,O,X
ZOSJLTI,O,X,X,O,X,O
ZOSJLIT,O,O,X,O,X,X
OTILJSZ,O,O,O,X,X,X
OTILJZS,O,O,O,X,X,X
OTILSJZ,O,X,O,X,O,X
OTILSZJ,O,X,O,X,X,X
OTILZJS,X,O,O,X,X,X
OTILZSJ,X,X,O,X,X,X
OTIJLSZ,O,O,O,X,X,X
OTIJLZS,O,O,O,X,X,X
OTIJSLZ,O,O,O,X,O,X
OTIJSZL,O,O,O,X,O,X
OTIJZLS,O,O,O,X,X,X
OTIJZSL,O,O,O,X,X,X
OTISLJZ,O,X,O,X,O,X
OTISLZJ,O,X,O,X,X,X
OTISJLZ,O,O,O,X,O,X
OTISJZL,O,O,O,X,O,X
OTISZLJ,O,X,O,X,X,X
OTISZJL,O,O,O,X,O,X
OTIZLJS,X,O,O,X,X,X
OTIZLSJ,X,X,O,X,X,X
OTIZJLS,X,O,O,X,X,X
OTIZJSL,X,O,O,X,X,X
OTIZSLJ,X,X,O,X,X,X
OTIZSJL,X,O,O,X,O,X
OTLIJSZ,O,O,O,X,X,X
OTLIJZS,O,O,O,X,X,X
OTLISJZ,O,X,O,X,O,X
OTLISZJ,O,X,O,X,X,X
OTLIZJS,X,O,O,X,X,X
OTLIZSJ,X,X,O,X,X,X
OTLJISZ,O,O,O,X,X,X
OTLJIZS,O,O,O,X,X,X
OTLJSIZ,O,O,O,X,X,X
OTLJSZI,O,O,O,X,X,X
OTLJZIS,O,O,O,X,X,X
OTLJZSI,O,O,O,X,X,X
OTLSIJZ,O,X,O,X,O,X
OTLSIZJ,O,X,O,X,X,X
OTLSJIZ,O,X,O,X,O,X
OTLSJZI,O,X,O,X,X,X
OTLSZIJ,O,X,O,X,X,X
OTLSZJI,O,X,O,X,X,X
OTLZIJS,X,O,O,X,X,X
OTLZISJ,X,X,O,X,X,X
OTLZJIS,X,O,O,X,X,X
OTLZJSI,X,O,O,X,X,X
OTLZSIJ,X,X,O,X,X,X
OTLZSJI,X,X,O,X,X,X
OTJILSZ,O,O,O,X,X,X
OTJILZS,O,O,O,X,X,X
OTJISLZ,O,O,O,X,O,X
OTJISZL,O,O,O,X,O,X
OTJIZLS,O,O,O,X,X,X
OTJIZSL,O,O,O,X,X,X
OTJLISZ,O,O,O,X,X,X
OTJLIZS,O,O,O,X,X,X
OTJLSIZ,O,O,O,X,X,X
OTJLSZI,O,O,O,X,X,X
OTJLZIS,O,O,O,X,X,X
OTJLZSI,O,O,O,X,X,X
OTJSILZ,O,O,O,X,O,X
OTJSIZL,O,O,O,X,O,X
OTJSLIZ,O,O,O,X,O,X
OTJSLZI,O,O,O,X,X,X
OTJSZIL,O,O,O,X,O,X
OTJSZLI,O,O,O,X,X,X
OTJZILS,O,O,O,X,X,X
OTJZISL,O,O,O,X,X,X
OTJZLIS,O,O,O,X,X,X
OTJZLSI,O,O,O,X,X,X
OTJZSIL,O,O,O,X,X,X
OTJZSLI,O,O,O,X,X,X
OTSILJZ,O,X,O,X,O,X
OTSILZJ,O,X,O,X,X,X
OTSIJLZ,O,O,O,X,O,X
OTSIJZL,O,O,O,X,O,X
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,O,O,O,X,O,X
OTSLIJZ,O,X,O,X,O,X
OTSLIZJ,O,X,O,X,X,X
OTSLJIZ,O,X,O,X,O,X
OTSLJZI,O,X,O,X,X,X
OTSLZIJ,O,X,O,X,X,X
OTSLZJI,O,X,O,X,X,X
OTSJILZ,O,O,O,X,O,X
OTSJIZL,O,O,O,X,O,X
OTSJLIZ,O,O,O,X,O,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,O,O,X,O,X
OTSJZLI,O,O,O,X,X,X
OTSZILJ,O,X,O,X,X,X
OTSZIJL,O,O,O,X,O,X
OTSZLIJ,O,X,O,X,X,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,O,O,X,O,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,X,O,O,X,X,X
OTZILSJ,X,X,O,X,X,X
OTZIJLS,X,O,O,X,X,X
OTZIJSL,X,O,O,X,X,X
OTZISLJ,X,X,O,X,X,X
OTZISJL,X,O,O,X,O,X
OTZLIJS,X,O,O,X,X,X
OTZLISJ,X,X,O,X,X,X
OTZLJIS,X,O,O,X,X,X
OTZLJSI,X,O,O,X,X,X
OTZLSIJ,X,X,O,X,X,X
OTZLSJI,X,X,O,X,X,X
OTZJILS,X,O,O,X,X,X
OTZJISL,X,O,O,X,X,X
OTZJLIS,X,O,O,X,X,X
OTZJLSI,X,O,O,X,X,X
OTZJSIL,X,O,O,X,X,X
OTZJSLI,X,O,O,X,X,X
OTZSILJ,X,X,O,X,X,X
OTZSIJL,X,O,O,X,O,X
OTZSLIJ,X,X,O,X,X,X
OTZSLJI,X,X,O,X,X,X
OTZSJIL,X,O,O,X,O,X
OTZSJLI,X,O,O,X,X,X
OITLJSZ,O,O,O,X,X,X
OITLJZS,O,O,O,X,X,X
OITLSJZ,O,X,O,X,O,X
OITLSZJ,O,X,O,X,X,X
OITLZJS,X,O,O,X,X,X
OITLZSJ,X,X,O,X,X,X
OITJLSZ,O,O,O,X,X,X
OITJLZS,O,O,O,X,X,X
OITJSLZ,O,O,O,X,O,X
OITJSZL,O,O,O,X,O,X
OITJZLS,O,O,O,X,X,X
OITJZSL,O,O,O,X,X,X
OITSLJZ,O,X,O,X,O,X
OITSLZJ,O,X,O,X,X,X
OITSJLZ,O,O,O,X,O,X
OITSJZL,O,O,O,X,O,X
OITSZLJ,O,X,O,X,X,X
OITSZJL,O,O,O,X,O,X
OITZLJS,X,O,O,X,X,X
OITZLSJ,X,X,O,X,X,X
OITZJLS,X,O,O,X,X,X
OITZJSL,X,O,O,X,X,X
OITZSLJ,X,X,O,X,X,X
OITZSJL,X,O,O,X,O,X
OILTJSZ,O,O,O,X,X,X
OILTJZS,O,O,O,X,X,X
OILTSJZ,O,X,O,X,X,X
OILTSZJ,O,X,O,X,X,X
OILTZJS,X,O,O,X,X,X
OILTZSJ,X,X,O,X,X,X
OILJTSZ,O,O,O,X,X,X
OILJTZS,O,O,O,X,X,X
OILJSTZ,O,O,X,X,X,X
OILJSZT,O,O,X,X,X,X
OILJZTS,O,O,O,X,X,X
OILJZST,O,O,X,O,X,X
OILSTJZ,O,X,O,X,X,X
OILSTZJ,O,X,O,X,X,X
OILSJTZ,O,O,X,X,O,X
OILSJZT,O,O,X,X,O,X
OILSZTJ,O,X,O,X,X,X
OILSZJT,O,X,X,X,X,X
OILZTJS,X,X,O,X,X,X
OILZTSJ,X,X,O,X,X,X
OILZJTS,X,O,O,X,X,X
OILZJST,X,O,X,O,X,X
OILZSTJ,O,X,O,X,X,X
OILZSJT,O,X,X,O,X,X
OIJTLSZ,O,O,O,X,X,X
OIJTLZS,O,O,O,X,X,X
OIJTSLZ,O,O,O,X,X,X
OIJTSZL,O,O,O,X,X,X
OIJTZLS,O,O,O,X,X,X
OIJTZSL,O,O,O,X,X,X
OIJLTSZ,O,O,O,X,X,X
OIJLTZS,O,O,O,X,X,X
OIJLSTZ,O,O,X,X,X,X
OIJLSZT,O,O,X,X,X,X
OIJLZTS,O,O,O,X,X,X
OIJLZST,O,O,X,O,X,X
OIJSTLZ,O,O,X,X,O,X
OIJSTZL,O,O,X,X,O,X
OIJSLTZ,O,O,X,X,O,X
OIJSLZT,O,O,X,X,O,X
OIJSZTL,O,X,X,X,O,X
OIJSZLT,O,O,X,X,O,X
OIJZTLS,O,O,O,X,X,X
OIJZTSL,O,O,O,X,X,X
OIJZLTS,O,O,O,X,X,X
OIJZLST,O,O,X,O,X,X
OIJZSTL,O,X,X,O,X,X
OIJZSLT,O,O,X,O,X,X
OISTLJZ,O,X,O,X,O,X
OISTLZJ,O,X,O,X,X,X
OISTJLZ,O,O,O,X,O,X
OISTJZL,O,O,O,X,O,X
OISTZLJ,O,X,O,X,X,X
OISTZJL,O,O,O,X,O,X
OISLTJZ,O,X,O,X,X,X
OISLTZJ,O,X,O,X,X,X
OISLJTZ,O,O,X,X,O,X
OISLJZT,O,O,X,X,O,X
OISLZTJ,O,X,O,X,X,X
OISLZJT,O,X,X,X,X,X
OISJTLZ,O,O,X,X,O,X
OISJTZL,O,O,X,X,O,X
OISJLTZ,O,O,X,X,O,X
OISJLZT,O,O,X,X,O,X
OISJZTL,O,X,X,X,O,X
OISJZLT,O,O,X,X,O,X
OISZTLJ,O,X,O,X,X,X
OISZTJL,O,X,O,X,X,X
OISZLTJ,O,X,O,X,X,X
OISZLJT,O,X,X,X,X,X
OISZJTL,O,X,X,X,O,X
OISZJLT,O,O,X,X,O,X
OIZTLJS,X,O,O,X,X,X
OIZTLSJ,X,X,O,X,X,X
OIZTJLS,X,O,O,X,X,X
OIZTJSL,X,O,O,X,X,X
OIZTSLJ,X,X,O,X,X,X
OIZTSJL,X,O,O,X,X,X
OIZLTJS,X,X,O,X,X,X
OIZLTSJ,X,X,O,X,X,X
OIZLJTS,X,O,O,X,X,X
OIZLJST,X,O,X,O,X,X
OIZLSTJ,O,X,O,X,X,X
OIZLSJT,O,X,X,O,X,X
OIZJTLS,X,O,O,X,X,X
OIZJTSL,X,O,O,X,X,X
OIZJLTS,X,O,O,X,X,X
OIZJLST,X,O,X,O,X,X
OIZJSTL,X,X,X,O,X,X
OIZJSLT,X,O,X,O,X,X
OIZSTLJ,O,X,O,X,X,X
OIZSTJL,O,X,O,O,X,X
OIZSLTJ,O,X,O,X,X,X
OIZSLJT,O,X,X,O,X,X
OIZSJTL,O,X,X,O,O,X
OIZSJLT,O,O,X,O,O,X
OLTIJSZ,O,O,O,X,X,X
OLTIJZS,O,O,O,X,X,X
OLTISJZ,O,X,O,X,O,X
OLTISZJ,O,X,O,X,X,X
OLTIZJS,X,O,O,X,X,X
OLTIZSJ,X,X,O,X,X,X
OLTJISZ,O,O,O,X,X,X
OLTJIZS,O,O,O,X,X,X
OLTJSIZ,O,O,O,X,X,X
OLTJSZI,O,O,O,X,X,X
OLTJZIS,O,O,O,X,X,X
OLTJZSI,O,O,O,X,X,X
OLTSIJZ,O,X,O,X,O,X
OLTSIZJ,O,X,O,X,X,X
OLTSJIZ,O,X,O,X,O,X
OLTSJZI,O,X,O,X,X,X
OLTSZIJ,O,X,O,X,X,X
OLTSZJI,O,X,O,X,X,X
OLTZIJS,X,O,O,X,X,X
OLTZISJ,X,X,O,X,X,X
OLTZJIS,X,O,O,X,X,X
OLTZJSI,X,O,O,X,X,X
OLTZSIJ,X,X,O,X,X,X
OLTZSJI,X,X,O,X,X,X
OLITJSZ,O,O,O,X,X,X
OLITJZS,O,O,O,X,X,X
OLITSJZ,O,X,O,X,X,X
OLITSZJ,O,X,O,X,X,X
OLITZJS,X,O,O,X,X,X
OLITZSJ,X,X,O,X,X,X
OLIJTSZ,O,O,O,X,X,X
OLIJTZS,O,O,O,X,X,X
OLIJSTZ,O,O,X,X,X,X
OLIJSZT,O,O,X,X,X,X
OLIJZTS,O,O,O,X,X,X
OLIJZST,O,O,X,O,X,X
OLISTJZ,O,X,O,X,X,X
OLISTZJ,O,X,O,X,X,X
OLISJTZ,O,O,X,X,O,X
OLISJZT,O,O,X,X,O,X
OLISZTJ,O,X,O,X,X,X
OLISZJT,O,X,X,X,X,X
OLIZTJS,X,X,O,X,X,X
OLIZTSJ,X,X,O,X,X,X
OLIZJTS,X,O,O,X,X,X
OLIZJST,X,O,X,O,X,X
OLIZSTJ,O,X,O,X,X,X
OLIZSJT,O,X,X,O,X,X
OLJTISZ,O,O,O,X,X,X
OLJTIZS,O,O,O,X,X,X
OLJTSIZ,O,O,O,X,X,X
OLJTSZI,O,O,O,X,X,X
OLJTZIS,O,O,O,X,X,X
OLJTZSI,O,O,O,X,X,X
OLJITSZ,O,O,O,X,X,X
OLJITZS,O,O,O,X,X,X
OLJISTZ,O,O,X,X,X,X
OLJISZT,O,O,X,X,X,X
OLJIZTS,O,O,O,X,X,X
OLJIZST,O,O,X,O,X,X
OLJSTIZ,O,O,X,X,X,X
OLJSTZI,O,O,X,X,X,X
OLJSITZ,O,O,X,X,X,X
OLJSIZT,O,O,X,X,X,X
OLJSZTI,O,X,X,X,X,X
OLJSZIT,O,O,X,X,X,X
OLJZTIS,O,O,O,X,X,X
OLJZTSI,O,O,O,X,X,X
OLJZITS,O,O,O,X,X,X
OLJZIST,O,O,X,O,X,X
OLJZSTI,O,X,X,O,X,X
OLJZSIT,O,O,X,O,X,X
OLSTIJZ,O,X,O,X,O,X
OLSTIZJ,O,X,O,X,X,X
OLSTJIZ,O,X,O,X,O,X
OLSTJZI,O,X,O,X,X,X
OLSTZIJ,O,X,O,X,X,X
OLSTZJI,O,X,O,X,X,X
OLSITJZ,O,X,O,X,X,X
OLSITZJ,O,X,O,X,X,X
OLSIJTZ,O,O,X,X,O,X
OLSIJZT,O,O,X,X,O,X
OLSIZTJ,O,X,O,X,X,X
OLSIZJT,O,X,X,X,X,X
OLSJTIZ,O,O,X,X,O,X
OLSJTZI,O,O,X,X,X,X
OLSJITZ,O,O,X,X,O,X
OLSJIZT,O,O,X,X,O,X
OLSJZTI,O,X,X,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,X,O,X,X,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,O,X,O,X,X,X
OLSZIJT,O,X,X,X,X,X
OLSZJTI,O,X,X,X,X,X
OLSZJIT,O,X,X,X,X,X
OLZTIJS,X,X,O,X,X,X
OLZTISJ,X,X,O,X,X,X
OLZTJIS,X,X,O,X,X,X
OLZTJSI,X,X,O,X,X,X
OLZTSIJ,X,X,O,X,X,X
OLZTSJI,X,X,O,X,X,X
OLZITJS,X,X,O,X,X,X
OLZITSJ,X,X,O,X,X,X
OLZIJTS,X,O,O,X,X,X
OLZIJST,X,O,X,O,X,X
OLZISTJ,O,X,O,X,X,X
OLZISJT,O,X,X,O,X,X
OLZJTIS,X,O,O,X,X,X
OLZJTSI,X,O,O,X,X,X
OLZJITS,X,O,O,X,X,X
OLZJIST,X,O,X,O,X,X
OLZJSTI,X,X,X,O,X,X
OLZJSIT,X,O,X,O,X,X
OLZSTIJ,O,X,O,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,X,O,X,X,X
OLZSIJT,O,X,X,O,X,X
OLZSJTI,O,X,X,O,X,X
OLZSJIT,O,X,X,O,X,X
OJTILSZ,O,O,O,X,X,X
OJTILZS,O,O,O,X,X,X
OJTISLZ,O,O,O,X,O,X
OJTISZL,O,O,O,X,O,X
OJTIZLS,O,O,O,X,X,X
OJTIZSL,O,O,O,X,X,X
OJTLISZ,O,O,O,X,X,X
OJTLIZS,O,O,O,X,X,X
OJTLSIZ,O,O,O,X,X,X
OJTLSZI,O,O,O,X,X,X
OJTLZIS,O,O,O,X,X,X
OJTLZSI,O,O,O,X,X,X
OJTSILZ,O,O,O,X,O,X
OJTSIZL,O,O,O,X,O,X
OJTSLIZ,O,O,O,X,O,X
OJTSLZI,O,O,O,X,X,X
OJTSZIL,O,O,O,X,O,X
OJTSZLI,O,O,O,X,X,X
OJTZILS,O,O,O,X,X,X
OJTZISL,O,O,O,X,X,X
OJTZLIS,O,O,O,X,X,X
OJTZLSI,O,O,O,X,X,X
OJTZSIL,O,O,O,X,X,X
OJTZSLI,O,O,O,X,X,X
OJITLSZ,O,O,O,X,X,X
OJITLZS,O,O,O,X,X,X
OJITSLZ,O,O,O,X,X,X
OJITSZL,O,O,O,X,X,X
OJITZLS,O,O,O,X,X,X
OJITZSL,O,O,O,X,X,X
OJILTSZ,O,O,O,X,X,X
OJILTZS,O,O,O,X,X,X
OJILSTZ,O,O,X,X,X,X
OJILSZT,O,O,X,X,X,X
OJILZTS,O,O,O,X,X,X
OJILZST,O,O,X,O,X,X
OJISTLZ,O,O,X,X,O,X
OJISTZL,O,O,X,X,O,X
OJISLTZ,O,O,X,X,O,X
OJISLZT,O,O,X,X,O,X
OJISZTL,O,X,X,X,O,X
