sequence,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFTdBejB?5jBVsBXrB0rB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFldB5jB?mhB8nBzrBXrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB0iB?6oBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhFmdB5jB?0iBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFUdBGeB?1mB/oBSsBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jei9IvhF5jBziB?lmBXsBuqBcrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JefBJvhFSiBTeB?UnBGoBlmBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB6oB?0mBlnBzqBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBUhB?/oBTnBSwBFsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFldB5jB?8nBmmBSwBfsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeU9IvhFajB5jB?FhBWsBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR9IvhFSjBFhB?8mBGoBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeaDJvhF5jBFhB?XiBcsBurBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhF/iBTjB?UhBVsBGoBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBFiB?/oB6rBcsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhF0mBxnB?6oBlnBzqBXsB
ZITOSJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZILTJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZILTJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZILTSJO,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZILTSOJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,O
ZILTOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZILTOSJ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O
ZILJTSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZILJTOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZILJSTO,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X
ZILJSOT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZILJOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZILJOST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZILSTJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZILSTOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O
ZILSJTO,X,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X
ZILSJOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZILSOTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZILSOJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZILOTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZILOTSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZILOJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZILOJST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZILOSTJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZILOSJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJTLSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZIJTLOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZIJTSLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZIJTSOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLTSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZIJLTOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZIJLSTO,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X
ZIJLSOT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZIJLOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZIJLOST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZIJSTLO,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZIJSTOL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZIJSLTO,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
ZIJSLOT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZIJSOTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZIJSOLT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOLTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIJOLST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZIJOSTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOSLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISTLJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZISTLOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O
ZISTJLO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZISTJOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISTOLJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZISTOJL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZISLTJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZISLTOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O
ZISLJTO,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X
ZISLJOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZISLOTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZISLOJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZISJTLO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZISJTOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISJLTO,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X
ZISJLOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZISJOTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISJOLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISOTLJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZISOTJL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZISOLTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZISOLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZISOJTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISOJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTLJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIOTLSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZIOTJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTSLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZIOTSJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZIOLTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIOLTSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZIOLJTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIOLJST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIOLSTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZIOLSJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIOJTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJLTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIOJLST,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIOJSTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSTLJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZIOSTJL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOSLTJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZIOSLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZIOSJTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZLTIJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTISJO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLTISOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZLTIOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTIOSJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLTJISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZLTJIOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTJSIO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
ZLTJSOI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZLTJOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTJOSI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZLTSIJO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLTSIOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZLTSJIO,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLTSJOI,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
ZLTSOIJ,X,X,O,X,O,X,X,O,O,X,X,X,O,O,O,X
ZLTSOJI,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
ZLTOIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTOISJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLTOJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLTOJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLTOSIJ,X,O,X,X,O,X,X,O,O,X,X,X,O,O,O,X
ZLTOSJI,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
ZLITJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZLITJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLITSJO,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
ZLITSOJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,O
ZLITOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLITOSJ,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O
ZLIJTSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZLIJTOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZLIJSTO,X,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X
ZLIJSOT,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
ZLIJOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLIJOST,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLISTJO,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
ZLISTOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O
ZLISJTO,X,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X
ZLISJOT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLISOTJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZLISOJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLIOTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZLIOTSJ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZLIOJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLIOJST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLIOSTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZLIOSJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLJTISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZLJTIOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLJTSIO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
ZLJTSOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZLJTOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLJTOSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLJITSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZLJITOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLJISTO,X,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X
ZLJISOT,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
ZLJIOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLJIOST,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLJSTIO,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZLJSTOI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLJSITO,X,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X
ZLJSIOT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLJSOTI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZLJSOIT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLJOTIS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLJOTSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJOITS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLJOIST,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLJOSTI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLJOSIT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLSTIJO,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZLSTIOJ,X,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZLSTJIO,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZLSTJOI,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X
ZLSTOIJ,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZLSTOJI,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
ZLSITJO,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
ZLSITOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZLSIJTO,X,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X
ZLSIJOT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLSIOTJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZLSIOJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLSJTIO,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
ZLSJTOI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZLSJITO,X,X,O,O,O,X,X,O,O,O,X,X,O,X,O,X
ZLSJIOT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLSJOTI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZLSJOIT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLSOTIJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X
ZLSOTJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZLSOITJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZLSOIJT,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLSOJTI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZLSOJIT,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLOTIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLOTISJ,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X
ZLOTJIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLOTJSI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOTSIJ,X,O,X,X,X,X,X,O,O,X,X,X,O,O,O,X
ZLOTSJI,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
ZLOITJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOITSJ,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X
ZLOIJTS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLOIJST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLOISTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZLOISJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLOJTIS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLOJTSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJITS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLOJIST,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLOJSTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLOJSIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZLOSTIJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
ZLOSTJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZLOSITJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZLOSIJT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZLOSJTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZLOSJIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZJTILSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZJTILOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJTISLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJTISOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLISO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJTLIOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTLSIO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJTLSOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJTLOIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTLOSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJTSILO,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJTSIOL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSLIO,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
ZJTSLOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJTSOIL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSOLI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJTOILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTOLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTOSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJITLSO,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X
ZJITLOS,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
ZJITSLO,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
ZJITSOL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJILTSO,X,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X
ZJILTOS,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
ZJILSTO,X,X,X,O,X,X,O,O,X,O,O,X,O,X,X,X
ZJILSOT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJILOST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJISTLO,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
ZJISTOL,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJISLTO,X,X,X,O,X,X,O,X,X,O,O,X,O,X,X,X
ZJISLOT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJISOTL,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJISOLT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJIOLTS,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJIOLST,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJIOSTL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJIOSLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLTISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZJLTIOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJLTSIO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJLTSOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJLTOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJLTOSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJLITSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZJLITOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJLISTO,X,X,O,O,X,X,X,O,X,O,O,O,O,X,X,X
ZJLISOT,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
ZJLIOTS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJLIOST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJLSTIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
ZJLSTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZJLSITO,X,X,O,O,X,X,X,O,X,O,X,O,O,X,O,X
ZJLSIOT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZJLSOTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZJLSOIT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZJLOTIS,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJLOTSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOITS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJLOIST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJLOSTI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJSTILO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZJSTIOL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZJSTLIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
ZJSTLOI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZJSTOIL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZJSTOLI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZJSITLO,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X
ZJSITOL,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZJSILTO,X,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X
ZJSILOT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
ZJSIOTL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZJSIOLT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZJSLTIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
ZJSLTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZJSLITO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
ZJSLIOT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZJSLOTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZJSLOIT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZJSOTIL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZJSOTLI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZJSOITL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZJSOILT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZJSOLTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZJSOLIT,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZJOTILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOTLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOITLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOITSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
