sequence,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBzcB?CeBlmB3nBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcBCeB?3fB0mBlnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhF+hBxdB?3fBlnBzrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?lmB3nBqrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBCeB?3hBlnBzmBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?1nB6rB0sBfsB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaBFiB?XjB0mBGnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcB1nB?3fB0mBCoBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFUdBTfB?1mBXjBSsBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFzcB5iB?3fBUsBOtBlrB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFUdB3fB?1mB5nBzrBOtB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaB3hB?5nB8rBOtBFsB
JOZSLTI,X,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,O,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,X,O,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,O,X,X,X,X,X,X,X
STILOJZ,O,O,X,O,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,O,O,X,X,X,X,X,X,O
STIJLZO,O,O,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,O,X,X,X,X
STIJOLZ,O,O,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,O,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,O,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,O,X,X,X,X
STIZOLJ,O,O,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,O,X,X,X,O,X,X,X,X
STIOLJZ,O,O,X,O,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,O,X,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,O,O,X,X,X,X,X,X,O
STLJIZO,X,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,O,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,O,O,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,O,X,X,X,X,O,X,X
STLZIOJ,O,X,X,X,O,X,X,X,X,O,X,X
STLZJIO,O,X,X,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,X,X,X,X,X,X,X
STLOIJZ,X,X,O,O,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,X,X,X,X,O,O
STLOJIZ,X,O,O,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,X,X,X,X,X,X,O,X
STLOZIJ,O,X,X,O,X,X,X,X,X,X,O,X
STLOZJI,O,X,O,O,O,X,X,X,X,X,O,X
STJILZO,X,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,X,X,X,X,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,O,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,X,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,O,X,X,X,X
STJZOLI,O,O,X,X,X,X,X,O,X,X,X,X
STJOILZ,X,X,O,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,O,O,X,X,X,X,X,X,X,X
STJOLIZ,X,O,O,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,O,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,O,X,X,X,X,O,X,X
STZILOJ,O,X,X,X,O,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,O,X,X,X,X,O,X,X
STZIJOL,O,X,X,X,X,X,X,X,X,O,X,X
STZIOLJ,O,X,X,O,X,X,X,X,X,O,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,O,X,X
STZLIJO,O,X,X,X,O,X,X,X,X,O,X,X
STZLIOJ,O,X,X,X,O,X,X,X,X,O,X,X
STZLJIO,O,X,X,X,O,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,O,X,X,X,X,X,X,X
STZJILO,O,X,X,X,O,X,X,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,X,X,O,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,X,O,X,X,X,X
STZJOLI,O,O,X,X,X,X,X,O,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,O,X,X,X,X
STZOJLI,O,O,X,O,X,X,X,O,X,X,X,X
STOILJZ,X,X,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,O,X,X,X,X,X,X,O,X
STOIJLZ,X,X,O,O,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,O,X,X,X,X,X,X,O,X
STOIZJL,O,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,X,X,X,X,X,O,X
STOLJIZ,X,O,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,X,X,X,O,X
STOLZIJ,O,X,X,O,X,X,X,X,X,X,O,X
STOLZJI,O,X,O,O,X,X,X,X,X,X,O,X
STOJILZ,X,X,O,O,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,O,X,X,X,X,X,X,X,X
STOJLIZ,X,O,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,X,X,X,O,X
STOJZIL,O,X,O,O,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,O,X,X,X,X,X,X,O,X
STOZILJ,O,X,X,O,X,X,X,X,X,X,O,X
STOZIJL,O,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,X,X,X,O,X
STOZLJI,O,X,O,O,X,X,X,X,X,X,O,X
STOZJIL,O,X,O,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,O,X,X,X,X,X,X,O,X
SITLJZO,O,O,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,O,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,O,X,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,O,O,X,X,X,X,X,X,O
SITJLZO,O,O,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,O,X,X,X,X
SITJOLZ,O,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,O,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,O,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,O,X,X,X,X
SITZOLJ,O,O,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,X,X,X,O,O,X,X,X
SITOLJZ,O,O,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,O,X,X,X
SITOZLJ,O,X,X,O,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,O,X,X,X,X,O,X,X,X
SILTJZO,O,O,X,X,O,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,O,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,O,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,O,X,X,X,X,X,X,O
SILJTZO,O,O,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,X,X,X,X,X,X,X,X,O
SILZTJO,O,X,X,X,O,X,X,X,X,O,X,X
SILZTOJ,O,X,X,X,O,X,O,X,X,O,X,X
SILZJTO,O,X,X,X,O,X,X,X,X,O,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,O,X,X,O,X,O
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,O
SILOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
SILOJTZ,X,X,O,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,X,X,X,X,X,O
SILOZTJ,O,X,X,X,X,X,O,X,X,X,X,O
SILOZJT,O,X,X,X,X,X,X,X,X,X,X,O
SIJTLZO,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,O,X,X,X,X,X,X,X,X,O
SIJZTLO,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,O,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,O,X,X,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,X,O,X,X,O,X,X
SIZTJLO,O,O,X,X,O,X,X,X,X,O,X,X
SIZTJOL,O,O,X,X,X,X,X,O,X,O,X,X
SIZTOLJ,O,O,X,X,X,X,X,X,X,O,X,X
SIZTOJL,O,O,X,X,X,X,X,O,X,O,X,X
SIZLTJO,O,X,X,X,O,X,X,X,X,O,X,X
SIZLTOJ,O,X,X,X,O,X,O,X,X,O,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,O,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,O,X,X,O,X,O
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,O
SIZJTLO,O,O,X,X,O,X,X,X,X,O,X,X
SIZJTOL,O,O,X,X,X,X,X,O,X,O,X,X
SIZJLTO,O,X,X,X,O,X,X,X,X,O,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,O,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,O,X,X,X,X,X,X,O,X
SIOTJLZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,O,X,X,X,X,O,X,X,X
SIOTZLJ,O,X,X,O,X,X,X,X,X,X,O,X
SIOTZJL,O,X,X,O,X,X,X,X,O,X,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,O,O
SIOLJTZ,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,O,X,X,X,X,X,X,X,X,O
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X,O
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X,O
SIOJTLZ,X,X,O,O,X,X,X,X,X,X,X,X
SIOJTZL,X,X,O,O,X,X,X,X,O,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,X,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,O,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,X,O,O,X,X,X,X,X,X,O
SLTJIZO,X,O,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,O,O,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,O,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,O,O,X,X,X,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,O,X,X,X,X,O,X,X
SLTZIOJ,O,X,X,X,O,X,X,X,X,O,X,X
SLTZJIO,O,X,X,X,O,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,O,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,X,X,X,O,O
SLTOJIZ,X,O,O,O,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,O,X,X,X,X,X,X,O,X
SLTOZIJ,O,X,X,O,X,X,X,X,X,X,O,X
SLTOZJI,O,X,O,O,O,X,X,X,X,X,O,X
SLITJZO,O,O,X,X,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,X,O,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,O,X,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,O,X,X,X,X,X,X,O
SLIJTZO,O,O,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,O,X,X,X,X,X,X,X,X,O
SLIZTJO,O,X,X,X,O,X,X,X,X,O,X,X
SLIZTOJ,O,X,X,X,O,X,O,X,X,O,X,X
SLIZJTO,O,X,X,X,O,X,X,X,X,O,X,X
SLIZJOT,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,O,X,X,O,X,O
SLIZOJT,O,O,X,X,X,X,X,X,X,X,X,O
SLIOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
SLIOJTZ,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,O,X,X,X,X,X,X,X,X,O
SLIOZTJ,O,X,X,X,X,X,O,X,X,X,X,O
SLIOZJT,O,X,X,X,X,X,X,X,X,X,X,O
SLJTIZO,X,O,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,O,O,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,O,X,X,X,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,O,X,X,X,X,X,X,X,X,O
SLJZTIO,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X,X,X,O,X,X
SLJZIOT,O,X,O,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,O,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,O,X,X,X,X,X,X,X,O,X
SLJOITZ,X,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,O,X,X,X,X,X,X,X,X,O
SLJOZTI,X,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,O,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,O,X,X,X,X,O,X,X
SLZTIOJ,O,X,X,X,O,X,X,X,X,O,X,X
SLZTJIO,O,X,X,X,O,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,O,O,X,X,X,X,X
SLZTOJI,O,X,X,X,O,O,O,X,X,X,X,X
SLZITJO,O,X,X,X,O,X,X,X,X,O,X,X
SLZITOJ,O,X,X,X,O,X,X,X,X,O,X,X
SLZIJTO,O,X,X,X,O,X,X,X,X,O,X,X
SLZIJOT,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,X,O,X,O
SLZIOJT,O,X,X,X,X,X,X,X,X,X,X,O
SLZJTIO,O,X,X,X,O,X,X,X,X,X,X,X
SLZJTOI,O,X,X,X,O,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,O,X,X,X,X,O,X,X
SLZJIOT,O,X,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,O,O,X,X,X,O,X
SLZOTJI,O,X,O,X,X,O,O,X,X,X,O,X
SLZOITJ,O,X,X,X,X,X,X,X,X,O,X,O
SLZOIJT,O,X,X,X,X,X,X,X,X,X,X,O
SLZOJTI,O,O,O,X,X,O,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,X,O,X,X,X,X,X,X,O,O
SLOTJIZ,X,X,O,O,X,X,X,X,X,X,X,X
SLOTJZI,O,X,O,O,X,X,X,X,X,X,O,X
SLOTZIJ,O,X,X,O,X,X,X,X,X,X,O,X
SLOTZJI,O,X,O,O,X,X,X,X,X,X,O,X
SLOITJZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X,O,O
SLOIJTZ,X,X,O,X,X,X,X,X,X,X,X,X
SLOIJZT,X,X,O,X,X,X,X,X,X,X,X,O
SLOIZTJ,O,X,X,X,X,X,O,X,X,X,X,O
SLOIZJT,O,X,X,X,X,X,X,X,X,X,X,O
SLOJTIZ,X,X,O,O,X,X,X,X,X,X,X,X
SLOJTZI,X,X,O,O,X,X,X,X,X,X,O,X
SLOJITZ,X,X,O,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,O,X,X,X,X,X,X,X,X,O
SLOJZTI,X,X,O,X,X,O,X,X,X,X,X,X
SLOJZIT,X,X,O,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,O,O,X,X,X,O,X
SLOZTJI,O,X,O,X,X,O,O,X,X,X,O,X
SLOZITJ,O,X,X,X,X,X,X,X,X,O,X,O
SLOZIJT,O,X,X,X,X,X,X,X,X,X,X,O
SLOZJTI,O,X,O,X,X,O,X,X,X,X,X,X
SLOZJIT,O,X,O,X,X,X,X,X,X,X,X,X
SJTILZO,X,O,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJTIZLO,X,O,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X,O,X,X,X,X
SJTIOLZ,X,O,X,O,X,X,X,X,X,X,X,X
SJTIOZL,X,X,X,O,X,X,X,X,X,X,X,X
SJTLIZO,X,O,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,O,O,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,O,O,X,X,X,X,X,X,X,X,X
SJTLOZI,O,O,O,X,X,X,X,X,X,X,X,X
SJTZILO,O,X,X,X,X,X,X,X,X,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X,X,X,X,X,X,X
SJTZLOI,O,O,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X,O,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,O,X,X,X,X
SJTOILZ,X,X,O,O,X,X,X,X,X,X,X,X
SJTOIZL,X,X,O,O,X,X,X,X,X,X,X,X
SJTOLIZ,X,O,O,O,X,X,X,X,X,X,X,X
SJTOLZI,O,O,O,O,X,X,X,X,X,X,X,X
SJTOZIL,O,X,O,O,X,X,X,X,X,X,X,X
SJTOZLI,O,X,O,O,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X,X,X,X,X,X
SJITLOZ,O,O,O,X,X,X,X,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X,O,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X,X,X,X,X
SJILTZO,O,O,X,X,X,X,X,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SJILZTO,O,X,X,X,X,X,X,X,X,X,X,X
SJILZOT,O,O,O,X,X,X,X,X,X,X,X,X
SJILOTZ,X,X,O,X,X,X,X,X,X,X,X,X
SJILOZT,X,X,O,X,X,X,X,X,X,X,X,O
SJIZTLO,O,O,X,X,X,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,O,X,X,X,X
SJIZLTO,O,X,X,X,X,X,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,X,O,X,X,X,X,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,O,X,X,X,X,X,X,X,X,X
SJIOLZT,X,X,O,X,X,X,X,X,X,X,X,X
SJIOZTL,X,X,X,X,X,X,X,X,X,X,X,X
SJIOZLT,X,X,O,X,X,X,X,X,X,X,X,X
SJLTIZO,X,O,X,X,X,X,X,X,X,X,X,X
SJLTIOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJLTZIO,O,X,X,X,X,X,X,X,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,X,O,O,X,X,X,X,X,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,X,X,X,X,X
