sequence,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBGeBCiB/?oBUiBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFCcB/iB0hBT?jBGoBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBuhBciB6?oBXjBlsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBuhB0iB6?oB/sBFtB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBFdB8iB+?jBfnBCtB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbB6jBfnBU?oBlnBGsB,v115@0gB8HeB8HeD8FeE8DeG8AeB8JeZ/IvhFzbBqhBliBc?oB/sBGtB
LSTIOZJ,O,O,O,O,X,X,X
LSTJIZO,O,X,O,O,O,X,X
LSTJIOZ,O,X,O,O,O,X,X
LSTJZIO,O,X,O,O,O,X,X
LSTJZOI,O,X,O,O,O,X,X
LSTJOIZ,O,X,O,O,O,X,X
LSTJOZI,O,X,O,O,O,X,X
LSTZIJO,O,O,O,O,X,X,X
LSTZIOJ,O,O,O,O,X,X,X
LSTZJIO,O,O,O,O,X,X,X
LSTZJOI,O,O,O,O,X,X,X
LSTZOIJ,O,O,O,O,X,X,X
LSTZOJI,O,O,O,O,X,X,X
LSTOIJZ,O,X,O,O,O,X,X
LSTOIZJ,O,O,O,O,X,X,X
LSTOJIZ,O,X,O,O,O,X,X
LSTOJZI,O,X,O,O,O,X,X
LSTOZIJ,O,O,O,O,X,X,X
LSTOZJI,O,O,O,O,X,X,X
LSITJZO,O,X,O,O,O,X,X
LSITJOZ,O,X,O,O,O,X,X
LSITZJO,O,O,O,O,X,X,X
LSITZOJ,O,O,O,O,X,X,X
LSITOJZ,O,X,O,O,O,X,X
LSITOZJ,O,O,O,O,X,X,X
LSIJTZO,O,X,X,O,O,X,X
LSIJTOZ,O,X,X,O,O,X,X
LSIJZTO,X,X,X,O,O,X,X
LSIJZOT,O,X,X,O,O,X,X
LSIJOTZ,O,X,X,O,O,X,X
LSIJOZT,O,X,X,O,O,X,X
LSIZTJO,X,O,X,O,X,O,X
LSIZTOJ,X,O,X,O,X,O,O
LSIZJTO,X,O,X,O,O,O,X
LSIZJOT,O,X,X,O,O,O,X
LSIZOTJ,X,O,X,O,X,O,O
LSIZOJT,O,X,X,O,O,O,X
LSIOTJZ,O,X,O,O,O,X,X
LSIOTZJ,O,X,O,O,X,X,X
LSIOJTZ,O,X,X,O,O,X,X
LSIOJZT,O,X,X,O,O,X,X
LSIOZTJ,X,X,X,O,X,O,O
LSIOZJT,O,X,X,O,O,O,X
LSJTIZO,O,X,X,O,O,X,X
LSJTIOZ,O,X,X,O,O,X,X
LSJTZIO,O,X,X,O,O,X,X
LSJTZOI,O,X,X,O,O,X,X
LSJTOIZ,O,X,X,O,O,X,X
LSJTOZI,O,X,X,O,O,X,X
LSJITZO,O,X,X,O,O,X,X
LSJITOZ,O,X,X,O,O,X,X
LSJIZTO,X,X,X,O,O,X,X
LSJIZOT,O,X,X,O,O,X,X
LSJIOTZ,O,X,X,O,O,X,X
LSJIOZT,O,X,X,O,O,X,X
LSJZTIO,X,X,X,O,O,X,X
LSJZTOI,X,X,X,O,O,X,X
LSJZITO,X,X,X,O,O,X,X
LSJZIOT,O,X,X,O,O,X,X
LSJZOTI,X,X,X,O,O,X,X
LSJZOIT,O,X,X,O,O,X,X
LSJOTIZ,O,X,X,O,O,X,X
LSJOTZI,O,X,X,O,O,X,X
LSJOITZ,O,X,X,O,O,X,X
LSJOIZT,O,X,X,O,O,X,X
LSJOZTI,X,X,X,O,O,X,X
LSJOZIT,O,X,X,O,O,X,X
LSZTIJO,X,O,X,O,X,O,X
LSZTIOJ,X,O,X,O,X,O,O
LSZTJIO,X,O,X,O,X,X,X
LSZTJOI,X,O,X,O,X,X,X
LSZTOIJ,X,O,X,O,X,O,O
LSZTOJI,X,O,X,O,X,X,X
LSZITJO,X,O,X,O,X,O,X
LSZITOJ,X,O,X,O,X,O,O
LSZIJTO,X,O,X,O,O,O,X
LSZIJOT,O,X,X,O,O,O,X
LSZIOTJ,X,O,X,O,X,O,O
LSZIOJT,O,X,X,O,O,O,X
LSZJTIO,X,O,X,O,O,X,X
LSZJTOI,X,O,X,O,O,X,X
LSZJITO,X,O,X,O,O,O,X
LSZJIOT,O,X,X,O,O,O,X
LSZJOTI,X,X,X,O,O,X,X
LSZJOIT,O,X,X,O,O,O,X
LSZOTIJ,X,O,X,O,X,O,O
LSZOTJI,X,O,X,O,X,X,X
LSZOITJ,X,O,X,O,X,O,O
LSZOIJT,O,X,X,O,O,O,X
LSZOJTI,X,X,X,O,O,X,X
LSZOJIT,O,X,X,O,O,O,X
LSOTIJZ,O,X,O,O,O,X,X
LSOTIZJ,O,X,O,O,X,X,X
LSOTJIZ,O,X,O,O,O,X,X
LSOTJZI,O,X,O,O,O,X,X
LSOTZIJ,O,X,O,O,X,X,X
LSOTZJI,O,X,O,O,X,X,X
LSOITJZ,O,X,O,O,O,X,X
LSOITZJ,O,X,O,O,X,X,X
LSOIJTZ,O,X,X,O,O,X,X
LSOIJZT,O,X,X,O,O,X,X
LSOIZTJ,X,X,X,O,X,O,O
LSOIZJT,O,X,X,O,O,O,X
LSOJTIZ,O,X,X,O,O,X,X
LSOJTZI,O,X,X,O,O,X,X
LSOJITZ,O,X,X,O,O,X,X
LSOJIZT,O,X,X,O,O,X,X
LSOJZTI,X,X,X,O,O,X,X
LSOJZIT,O,X,X,O,O,X,X
LSOZTIJ,X,X,X,O,X,O,O
LSOZTJI,X,X,X,O,X,X,X
LSOZITJ,X,X,X,O,X,O,O
LSOZIJT,O,X,X,O,O,O,X
LSOZJTI,X,X,X,O,O,X,X
LSOZJIT,O,X,X,O,O,O,X
LZTIJSO,X,O,O,X,X,X,X
LZTIJOS,X,O,O,X,X,X,O
LZTISJO,O,O,O,X,X,O,X
LZTISOJ,O,O,O,X,X,O,O
LZTIOJS,X,O,O,X,X,X,O
LZTIOSJ,O,O,O,X,X,O,O
LZTJISO,X,O,O,X,X,X,X
LZTJIOS,X,O,O,X,X,X,O
LZTJSIO,X,O,O,X,X,X,X
LZTJSOI,X,O,O,X,X,X,X
LZTJOIS,X,O,O,X,X,X,O
LZTJOSI,X,O,O,X,X,X,X
LZTSIJO,O,O,O,X,X,O,X
LZTSIOJ,O,O,O,X,X,O,O
LZTSJIO,O,O,O,X,X,X,X
LZTSJOI,O,O,O,X,X,X,X
LZTSOIJ,O,O,O,X,X,O,O
LZTSOJI,O,O,O,X,X,X,X
LZTOIJS,X,O,O,X,X,X,O
LZTOISJ,O,O,O,X,X,O,O
LZTOJIS,X,O,O,X,X,X,O
LZTOJSI,X,O,O,X,X,X,X
LZTOSIJ,O,O,O,X,X,O,O
LZTOSJI,O,O,O,X,X,X,X
LZITJSO,X,O,O,X,X,X,X
LZITJOS,X,O,O,X,X,X,O
LZITSJO,O,O,O,X,X,O,X
LZITSOJ,O,O,O,X,X,O,O
LZITOJS,X,O,O,X,X,X,O
LZITOSJ,O,O,O,X,X,O,O
LZIJTSO,X,O,X,X,O,X,X
LZIJTOS,X,O,X,X,O,X,O
LZIJSTO,X,O,X,O,O,O,X
LZIJSOT,X,X,X,O,O,O,X
LZIJOTS,X,X,X,X,O,X,O
LZIJOST,X,X,X,O,O,O,X
LZISTJO,X,O,X,O,X,O,X
LZISTOJ,X,O,X,O,X,O,O
LZISJTO,X,O,X,O,O,O,X
LZISJOT,O,X,X,O,O,O,X
LZISOTJ,X,O,X,O,X,O,O
LZISOJT,O,X,X,O,O,O,X
LZIOTJS,X,O,O,X,X,X,O
LZIOTSJ,O,O,O,X,X,O,O
LZIOJTS,X,X,X,X,O,X,O
LZIOJST,X,X,X,O,O,O,X
LZIOSTJ,X,O,X,O,X,O,O
LZIOSJT,O,X,X,O,O,O,X
LZJTISO,X,O,X,X,O,X,X
LZJTIOS,X,O,X,X,O,X,O
LZJTSIO,X,O,X,X,O,X,X
LZJTSOI,X,O,X,X,O,X,X
LZJTOIS,X,O,X,X,O,X,O
LZJTOSI,X,O,X,X,O,X,X
LZJITSO,X,O,X,X,O,X,X
LZJITOS,X,O,X,X,O,X,O
LZJISTO,X,O,X,O,O,O,X
LZJISOT,X,X,X,O,O,O,X
LZJIOTS,X,X,X,X,O,X,O
LZJIOST,X,X,X,O,O,O,X
LZJSTIO,X,O,X,O,O,X,X
LZJSTOI,X,O,X,O,O,X,X
LZJSITO,X,O,X,O,O,O,X
LZJSIOT,X,X,X,O,O,O,X
LZJSOTI,X,X,X,O,O,X,X
LZJSOIT,X,X,X,O,O,O,X
LZJOTIS,X,X,X,X,O,X,O
LZJOTSI,X,X,X,X,O,X,X
LZJOITS,X,X,X,X,O,X,O
LZJOIST,X,X,X,O,O,O,X
LZJOSTI,X,X,X,O,O,X,X
LZJOSIT,X,X,X,O,O,O,X
LZSTIJO,X,O,X,O,X,O,X
LZSTIOJ,X,O,X,O,X,O,O
LZSTJIO,X,O,X,O,X,X,X
LZSTJOI,X,O,X,O,X,X,X
LZSTOIJ,X,O,X,O,X,O,O
LZSTOJI,X,O,X,O,X,X,X
LZSITJO,X,O,X,O,X,O,X
LZSITOJ,X,O,X,O,X,O,O
LZSIJTO,X,O,X,O,O,O,X
LZSIJOT,O,X,X,O,O,O,X
LZSIOTJ,X,O,X,O,X,O,O
LZSIOJT,O,X,X,O,O,O,X
LZSJTIO,X,O,X,O,O,X,X
LZSJTOI,X,O,X,O,O,X,X
LZSJITO,X,O,X,O,O,O,X
LZSJIOT,O,X,X,O,O,O,X
LZSJOTI,X,X,X,O,O,X,X
LZSJOIT,O,X,X,O,O,O,X
LZSOTIJ,X,O,X,O,X,O,O
LZSOTJI,X,O,X,O,X,X,X
LZSOITJ,X,O,X,O,X,O,O
LZSOIJT,O,X,X,O,O,O,X
LZSOJTI,X,X,X,O,O,X,X
LZSOJIT,O,X,X,O,O,O,X
LZOTIJS,X,O,O,X,X,X,O
LZOTISJ,O,O,O,X,X,O,O
LZOTJIS,X,O,O,X,X,X,O
LZOTJSI,X,O,O,X,X,X,X
LZOTSIJ,O,O,O,X,X,O,O
LZOTSJI,O,O,O,X,X,X,X
LZOITJS,X,O,O,X,X,X,O
LZOITSJ,O,O,O,X,X,O,O
LZOIJTS,X,X,X,X,O,X,O
LZOIJST,X,X,X,O,O,O,X
LZOISTJ,X,O,X,O,X,O,O
LZOISJT,O,X,X,O,O,O,X
LZOJTIS,X,X,X,X,O,X,O
LZOJTSI,X,X,X,X,O,X,X
LZOJITS,X,X,X,X,O,X,O
LZOJIST,X,X,X,O,O,O,X
LZOJSTI,X,X,X,O,O,X,X
LZOJSIT,X,X,X,O,O,O,X
LZOSTIJ,X,O,X,O,X,O,O
LZOSTJI,X,O,X,O,X,X,X
LZOSITJ,X,O,X,O,X,O,O
LZOSIJT,O,X,X,O,O,O,X
LZOSJTI,X,X,X,O,O,X,X
LZOSJIT,O,X,X,O,O,O,X
LOTIJSZ,O,X,O,O,O,X,X
LOTIJZS,X,O,O,X,O,X,X
LOTISJZ,O,X,O,O,O,X,X
LOTISZJ,O,O,O,O,X,X,X
LOTIZJS,X,O,O,X,X,X,O
LOTIZSJ,O,O,O,X,X,X,O
LOTJISZ,O,X,O,O,O,X,X
LOTJIZS,X,O,O,X,O,X,X
LOTJSIZ,O,X,O,O,O,X,X
LOTJSZI,O,X,O,O,O,X,X
LOTJZIS,X,O,O,X,O,X,X
LOTJZSI,X,O,O,X,O,X,X
LOTSIJZ,O,X,O,O,O,X,X
LOTSIZJ,O,O,O,O,X,X,X
LOTSJIZ,O,X,O,O,O,X,X
LOTSJZI,O,X,O,O,O,X,X
LOTSZIJ,O,O,O,O,X,X,X
LOTSZJI,O,O,O,O,X,X,X
LOTZIJS,X,O,O,X,X,X,O
LOTZISJ,O,O,O,X,X,X,O
LOTZJIS,X,O,O,X,X,X,O
LOTZJSI,X,O,O,X,X,X,X
LOTZSIJ,O,O,O,X,X,X,O
LOTZSJI,O,O,O,X,X,X,X
LOITJSZ,O,X,O,O,O,X,X
LOITJZS,X,O,O,X,O,X,X
LOITSJZ,O,X,O,O,O,X,X
LOITSZJ,O,O,O,O,X,X,X
LOITZJS,X,O,O,X,X,X,O
LOITZSJ,O,O,O,X,X,X,O
LOIJTSZ,O,X,O,O,O,X,X
LOIJTZS,X,X,O,X,O,X,X
LOIJSTZ,O,X,X,O,O,X,X
LOIJSZT,O,X,X,O,O,X,X
LOIJZTS,X,X,X,X,O,X,O
LOIJZST,X,X,X,O,O,X,X
LOISTJZ,O,X,O,O,O,X,X
LOISTZJ,O,X,O,O,X,X,X
LOISJTZ,O,X,X,O,O,X,X
LOISJZT,O,X,X,O,O,X,X
LOISZTJ,X,X,X,O,X,O,O
LOISZJT,O,X,X,O,O,O,X
LOIZTJS,X,O,O,X,X,X,O
LOIZTSJ,O,O,O,X,X,O,O
LOIZJTS,X,X,X,X,O,X,O
LOIZJST,X,X,X,O,O,O,X
LOIZSTJ,X,O,X,O,X,O,O
LOIZSJT,O,X,X,O,O,O,X
LOJTISZ,O,X,O,O,O,X,X
LOJTIZS,X,X,O,X,O,X,X
LOJTSIZ,O,X,O,O,O,X,X
LOJTSZI,O,X,O,O,O,X,X
LOJTZIS,X,X,O,X,O,X,X
LOJTZSI,X,X,O,X,O,X,X
LOJITSZ,O,X,O,O,O,X,X
LOJITZS,X,X,O,X,O,X,X
LOJISTZ,O,X,X,O,O,X,X
LOJISZT,O,X,X,O,O,X,X
LOJIZTS,X,X,X,X,O,X,O
LOJIZST,X,X,X,O,O,X,X
LOJSTIZ,O,X,X,O,O,X,X
LOJSTZI,X,X,X,O,O,X,X
LOJSITZ,O,X,X,O,O,X,X
LOJSIZT,O,X,X,O,O,X,X
LOJSZTI,X,X,X,O,O,X,X
LOJSZIT,O,X,X,O,O,X,X
LOJZTIS,X,X,X,X,O,X,O
LOJZTSI,X,X,X,X,O,X,X
LOJZITS,X,X,X,X,O,X,O
LOJZIST,X,X,X,O,O,X,X
LOJZSTI,X,X,X,O,O,X,X
LOJZSIT,X,X,X,O,O,X,X
LOSTIJZ,O,X,O,O,O,X,X
LOSTIZJ,O,X,O,O,X,X,X
LOSTJIZ,O,X,O,O,O,X,X
LOSTJZI,O,X,O,O,O,X,X
LOSTZIJ,O,X,O,O,X,X,X
LOSTZJI,O,X,O,O,X,X,X
LOSITJZ,O,X,O,O,O,X,X
LOSITZJ,O,X,O,O,X,X,X
LOSIJTZ,O,X,X,O,O,X,X
LOSIJZT,O,X,X,O,O,X,X
LOSIZTJ,X,X,X,O,X,O,O
LOSIZJT,O,X,X,O,O,O,X
LOSJTIZ,O,X,X,O,O,X,X
LOSJTZI,O,X,X,O,O,X,X
LOSJITZ,O,X,X,O,O,X,X
LOSJIZT,O,X,X,O,O,X,X
LOSJZTI,X,X,X,O,O,X,X
LOSJZIT,O,X,X,O,O,X,X
LOSZTIJ,X,X,X,O,X,O,O
LOSZTJI,X,X,X,O,X,X,X
LOSZITJ,X,X,X,O,X,O,O
LOSZIJT,O,X,X,O,O,O,X
LOSZJTI,X,X,X,O,O,X,X
LOSZJIT,O,X,X,O,O,O,X
LOZTIJS,X,O,O,X,X,X,O
LOZTISJ,O,O,O,X,X,O,O
LOZTJIS,X,O,O,X,X,X,O
LOZTJSI,X,O,O,X,X,X,X
LOZTSIJ,O,O,O,X,X,O,O
LOZTSJI,O,O,O,X,X,X,X
LOZITJS,X,O,O,X,X,X,O
LOZITSJ,O,O,O,X,X,O,O
LOZIJTS,X,X,X,X,O,X,O
LOZIJST,X,X,X,O,O,O,X
LOZISTJ,X,O,X,O,X,O,O
LOZISJT,O,X,X,O,O,O,X
LOZJTIS,X,X,X,X,O,X,O
LOZJTSI,X,X,X,X,O,X,X
LOZJITS,X,X,X,X,O,X,O
LOZJIST,X,X,X,O,O,O,X
LOZJSTI,X,X,X,O,O,X,X
LOZJSIT,X,X,X,O,O,O,X
LOZSTIJ,X,O,X,O,X,O,O
LOZSTJI,X,O,X,O,X,X,X
LOZSITJ,X,O,X,O,X,O,O
LOZSIJT,O,X,X,O,O,O,X
LOZSJTI,X,X,X,O,O,X,X
LOZSJIT,O,X,X,O,O,O,X
JTILSZO,O,X,O,O,X,X,X
JTILSOZ,O,X,O,O,X,X,X
JTILZSO,X,O,O,X,X,X,X
JTILZOS,X,O,O,X,X,X,X
JTILOSZ,O,X,O,O,X,X,X
JTILOZS,X,O,O,X,X,X,X
JTISLZO,O,X,O,O,X,X,X
JTISLOZ,O,X,O,O,X,X,X
JTISZLO,O,X,O,O,X,X,X
JTISZOL,O,X,O,O,X,X,X
JTISOLZ,O,X,O,O,X,X,X
JTISOZL,O,X,O,O,X,X,X
JTIZLSO,X,O,O,X,X,X,X
JTIZLOS,X,O,O,X,X,X,X
JTIZSLO,X,O,O,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X
JTIZOLS,X,O,O,X,X,X,X
JTIZOSL,X,O,O,X,X,X,X
JTIOLSZ,O,X,O,O,X,X,X
JTIOLZS,X,O,O,X,X,X,X
JTIOSLZ,O,X,O,O,X,X,X
JTIOSZL,O,X,O,O,X,X,X
JTIOZLS,X,O,O,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X
JTLISZO,O,X,O,O,X,X,X
JTLISOZ,O,X,O,O,X,X,X
JTLIZSO,X,O,O,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X
JTLIOSZ,O,X,O,O,X,X,X
JTLIOZS,X,O,O,X,X,X,X
JTLSIZO,O,X,O,O,X,X,X
JTLSIOZ,O,X,O,O,X,X,X
JTLSZIO,O,X,O,O,X,X,X
JTLSZOI,O,X,O,O,X,X,X
JTLSOIZ,O,X,O,O,X,X,X
JTLSOZI,O,X,O,O,X,X,X
JTLZISO,X,O,O,X,X,X,X
JTLZIOS,X,O,O,X,X,X,X
JTLZSIO,X,O,O,X,X,X,X
JTLZSOI,X,O,O,X,X,X,X
JTLZOIS,X,O,O,X,X,X,X
JTLZOSI,X,O,O,X,X,X,X
JTLOISZ,O,X,O,O,X,X,X
JTLOIZS,X,O,O,X,X,X,X
JTLOSIZ,O,X,O,O,X,X,X
JTLOSZI,O,X,O,O,X,X,X
JTLOZIS,X,O,O,X,X,X,X
JTLOZSI,X,O,O,X,X,X,X
JTSILZO,O,X,O,O,X,X,X
JTSILOZ,O,X,O,O,X,X,X
JTSIZLO,O,X,O,O,X,X,X
JTSIZOL,O,X,O,O,X,X,X
JTSIOLZ,O,X,O,O,X,X,X
JTSIOZL,O,X,O,O,X,X,X
JTSLIZO,O,X,O,O,X,X,X
JTSLIOZ,O,X,O,O,X,X,X
JTSLZIO,O,X,O,O,X,X,X
JTSLZOI,O,X,O,O,X,X,X
JTSLOIZ,O,X,O,O,X,X,X
JTSLOZI,O,X,O,O,X,X,X
JTSZILO,O,X,O,O,X,X,X
JTSZIOL,O,X,O,O,X,X,X
JTSZLIO,O,X,O,O,X,X,X
JTSZLOI,O,X,O,O,X,X,X
JTSZOIL,O,X,O,O,X,X,X
JTSZOLI,O,X,O,O,X,X,X
JTSOILZ,O,X,O,O,X,X,X
JTSOIZL,O,X,O,O,X,X,X
JTSOLIZ,O,X,O,O,X,X,X
JTSOLZI,O,X,O,O,X,X,X
JTSOZIL,O,X,O,O,X,X,X
JTSOZLI,O,X,O,O,X,X,X
JTZILSO,X,O,O,X,X,X,X
JTZILOS,X,O,O,X,X,X,X
JTZISLO,X,O,O,X,X,X,X
JTZISOL,X,O,O,X,X,X,X
JTZIOLS,X,O,O,X,X,X,X
JTZIOSL,X,O,O,X,X,X,X
JTZLISO,X,O,O,X,X,X,X
JTZLIOS,X,O,O,X,X,X,X
JTZLSIO,X,O,O,X,X,X,X
JTZLSOI,X,O,O,X,X,X,X
JTZLOIS,X,O,O,X,X,X,X
JTZLOSI,X,O,O,X,X,X,X
JTZSILO,X,O,O,X,X,X,X
JTZSIOL,X,O,O,X,X,X,X
JTZSLIO,X,O,O,X,X,X,X
JTZSLOI,X,O,O,X,X,X,X
JTZSOIL,X,O,O,X,X,X,X
JTZSOLI,X,O,O,X,X,X,X
JTZOILS,X,O,O,X,X,X,X
JTZOISL,X,O,O,X,X,X,X
JTZOLIS,X,O,O,X,X,X,X
JTZOLSI,X,O,O,X,X,X,X
JTZOSIL,X,O,O,X,X,X,X
JTZOSLI,X,O,O,X,X,X,X
JTOILSZ,O,X,O,O,X,X,X
JTOILZS,X,O,O,X,X,X,X
JTOISLZ,O,X,O,O,X,X,X
JTOISZL,O,X,O,O,X,X,X
JTOIZLS,X,O,O,X,X,X,X
JTOIZSL,X,O,O,X,X,X,X
JTOLISZ,O,X,O,O,X,X,X
JTOLIZS,X,O,O,X,X,X,X
JTOLSIZ,O,X,O,O,X,X,X
JTOLSZI,O,X,O,O,X,X,X
JTOLZIS,X,O,O,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X
JTOSILZ,O,X,O,O,X,X,X
JTOSIZL,O,X,O,O,X,X,X
JTOSLIZ,O,X,O,O,X,X,X
JTOSLZI,O,X,O,O,X,X,X
JTOSZIL,O,X,O,O,X,X,X
JTOSZLI,O,X,O,O,X,X,X
JTOZILS,X,O,O,X,X,X,X
JTOZISL,X,O,O,X,X,X,X
JTOZLIS,X,O,O,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X
JTOZSIL,X,O,O,X,X,X,X
JTOZSLI,X,O,O,X,X,X,X
JITLSZO,O,X,O,O,X,X,X
JITLSOZ,O,X,O,O,X,X,X
JITLZSO,X,O,O,X,X,X,X
JITLZOS,X,O,O,X,X,X,X
JITLOSZ,O,X,O,O,X,X,X
JITLOZS,X,O,O,X,X,X,X
JITSLZO,O,X,O,O,X,X,X
JITSLOZ,O,X,O,O,X,X,X
JITSZLO,O,X,O,O,X,X,X
JITSZOL,O,X,O,O,X,X,X
JITSOLZ,O,X,O,O,X,X,X
JITSOZL,O,X,O,O,X,X,X
JITZLSO,X,O,O,X,X,X,X
JITZLOS,X,O,O,X,X,X,X
JITZSLO,X,O,O,X,X,X,X
JITZSOL,X,O,O,X,X,X,X
JITZOLS,X,O,O,X,X,X,X
JITZOSL,X,O,O,X,X,X,X
JITOLSZ,O,X,O,O,X,X,X
JITOLZS,X,O,O,X,X,X,X
JITOSLZ,O,X,O,O,X,X,X
JITOSZL,O,X,O,O,X,X,X
JITOZLS,X,O,O,X,X,X,X
JITOZSL,X,O,O,X,X,X,X
JILTSZO,O,X,O,O,O,X,X
JILTSOZ,O,X,O,O,O,X,X
JILTZSO,X,O,O,X,O,X,X
JILTZOS,X,O,O,X,O,X,X
JILTOSZ,O,X,O,O,O,X,X
JILTOZS,X,O,O,X,O,X,X
JILSTZO,X,X,X,O,O,X,X
JILSTOZ,O,X,X,O,O,X,X
JILSZTO,X,X,X,O,O,X,X
JILSZOT,O,X,X,O,O,X,X
JILSOTZ,O,X,X,O,O,X,X
JILSOZT,O,X,X,O,O,X,X
JILZTSO,X,O,X,X,O,X,X
JILZTOS,X,O,X,X,O,X,O
JILZSTO,X,O,X,O,O,X,X
JILZSOT,X,X,X,O,O,X,X
JILZOTS,X,X,X,X,O,X,O
JILZOST,X,X,X,O,O,X,X
JILOTSZ,O,X,O,O,O,X,X
JILOTZS,X,X,O,X,O,X,X
JILOSTZ,O,X,X,O,O,X,X
JILOSZT,O,X,X,O,O,X,X
JILOZTS,X,X,X,X,O,X,O
JILOZST,X,X,X,O,O,X,X
JISTLZO,O,X,O,O,X,X,X
JISTLOZ,O,X,O,O,X,X,X
JISTZLO,O,X,O,O,X,X,X
JISTZOL,O,X,O,O,X,X,X
JISTOLZ,O,X,O,O,X,X,X
JISTOZL,O,X,O,O,X,X,X
JISLTZO,O,X,X,O,O,X,X
JISLTOZ,O,X,X,O,O,X,X
JISLZTO,X,X,X,O,O,X,X
JISLZOT,O,X,X,O,O,X,X
JISLOTZ,O,X,X,O,O,X,X
JISLOZT,O,X,X,O,O,X,X
JISZTLO,O,X,X,O,X,X,X
JISZTOL,O,X,X,O,X,X,X
JISZLTO,X,X,X,O,X,O,X
JISZLOT,O,X,X,O,X,O,X
JISZOTL,O,X,X,O,X,X,X
JISZOLT,O,X,X,O,X,O,X
JISOTLZ,O,X,O,O,X,X,X
JISOTZL,O,X,O,O,X,X,X
JISOLTZ,O,X,X,O,O,X,X
JISOLZT,O,X,X,O,O,X,X
JISOZTL,O,X,X,O,X,X,X
JISOZLT,O,X,X,O,X,O,X
JIZTLSO,X,O,O,X,X,X,X
JIZTLOS,X,O,O,X,X,X,O
JIZTSLO,X,O,O,X,X,X,X
JIZTSOL,X,O,O,X,X,X,X
JIZTOLS,X,O,O,X,X,X,X
JIZTOSL,X,O,O,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,O
JIZLSTO,X,O,X,O,X,O,X
JIZLSOT,X,X,X,O,X,O,X
JIZLOTS,X,X,X,X,X,X,O
JIZLOST,X,X,X,O,X,O,X
JIZSTLO,X,O,X,O,X,X,X
JIZSTOL,X,O,X,O,X,X,X
JIZSLTO,X,O,X,O,X,O,X
JIZSLOT,X,X,X,O,X,O,X
JIZSOTL,X,X,X,O,X,X,X
JIZSOLT,X,X,X,O,X,O,X
JIZOTLS,X,X,O,X,X,X,X
JIZOTSL,X,X,O,X,X,X,X
JIZOLTS,X,X,X,X,X,X,O
JIZOLST,X,X,X,O,X,O,X
JIZOSTL,X,X,X,O,X,X,X
JIZOSLT,X,X,X,O,X,O,X
JIOTLSZ,O,X,O,O,X,X,X
JIOTLZS,X,X,O,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,X
JIOTSZL,O,X,O,O,X,X,X
JIOTZLS,X,X,O,X,X,X,X
JIOTZSL,X,X,O,X,X,X,X
JIOLTSZ,O,X,O,O,O,X,X
JIOLTZS,X,X,O,X,O,X,X
JIOLSTZ,O,X,X,O,O,X,X
JIOLSZT,O,X,X,O,O,X,X
JIOLZTS,X,X,X,X,O,X,O
JIOLZST,X,X,X,O,O,X,X
JIOSTLZ,O,X,O,O,X,X,X
JIOSTZL,O,X,O,O,X,X,X
JIOSLTZ,O,X,X,O,O,X,X
JIOSLZT,O,X,X,O,O,X,X
JIOSZTL,O,X,X,O,X,X,X
JIOSZLT,O,X,X,O,X,O,X
JIOZTLS,X,X,O,X,X,X,X
JIOZTSL,X,X,O,X,X,X,X
JIOZLTS,X,X,X,X,X,X,O
JIOZLST,X,X,X,O,X,O,X
JIOZSTL,X,X,X,O,X,X,X
JIOZSLT,X,X,X,O,X,O,X
JLTISZO,O,X,O,O,O,X,X
JLTISOZ,O,X,O,O,O,X,X
JLTIZSO,X,O,O,X,O,X,X
JLTIZOS,X,O,O,X,O,X,X
JLTIOSZ,O,X,O,O,O,X,X
JLTIOZS,X,O,O,X,O,X,X
JLTSIZO,O,X,O,O,O,X,X
JLTSIOZ,O,X,O,O,O,X,X
JLTSZIO,O,X,O,O,O,X,X
JLTSZOI,O,X,O,O,O,X,X
JLTSOIZ,O,X,O,O,O,X,X
JLTSOZI,O,X,O,O,O,X,X
JLTZISO,X,O,O,X,O,X,X
JLTZIOS,X,O,O,X,O,X,X
JLTZSIO,X,O,O,X,O,X,X
JLTZSOI,X,O,O,X,O,X,X
JLTZOIS,X,O,O,X,O,X,X
JLTZOSI,X,O,O,X,O,X,X
JLTOISZ,O,X,O,O,O,X,X
JLTOIZS,X,O,O,X,O,X,X
JLTOSIZ,O,X,O,O,O,X,X
JLTOSZI,O,X,O,O,O,X,X
JLTOZIS,X,O,O,X,O,X,X
JLTOZSI,X,O,O,X,O,X,X
JLITSZO,O,X,O,O,O,X,X
