sequence,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBliBasB8sB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBliBysBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeF7IvhF0cBxdB?3gBSnBOoBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhF3cBGeB?TgBFnB8sBisB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeU7IvhFRdBSjB?lhB3gBmnBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFGeBTgB?lhB3iB8sBasB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeF7IvhF0cBSjB?3gBRnBmnBTsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFCeBTgB?lhBXjB2sBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFSjBTgB?lhBmnB3nBUsB,v115@zgA8IeB8HeB8BeA8DeG8CeG8BeB8JeR7IvhFGeBTgB?lhB3iBysBUsB
LSIZOJT,O,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,O,X,X,O
LSIOTZJ,O,O,O,X,X,X,O,X,X,O
LSIOJTZ,O,O,X,X,X,X,O,X,X,O
LSIOJZT,O,O,X,X,X,X,O,X,X,O
LSIOZTJ,O,O,O,X,X,X,O,X,X,O
LSIOZJT,O,O,X,X,X,X,O,X,X,O
LSJTIZO,O,O,O,X,O,X,O,X,X,X
LSJTIOZ,O,O,O,X,X,X,X,O,X,O
LSJTZIO,X,O,O,X,O,X,O,X,X,X
LSJTZOI,X,O,O,X,O,X,O,O,X,O
LSJTOIZ,O,O,O,X,X,X,X,O,O,O
LSJTOZI,X,O,O,X,X,X,X,O,O,O
LSJITZO,O,O,O,X,X,X,O,X,X,X
LSJITOZ,O,O,O,X,X,X,X,O,X,O
LSJIZTO,O,O,O,O,X,X,O,X,X,X
LSJIZOT,O,O,O,O,X,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,X,X,O,X,O
LSJIOZT,O,O,O,O,X,X,X,O,X,O
LSJZTIO,O,O,O,X,O,X,O,X,X,X
LSJZTOI,O,O,O,X,O,X,O,O,X,O
LSJZITO,O,O,O,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,X,O,X,O
LSJZOIT,O,O,O,X,X,X,X,O,X,O
LSJOTIZ,O,O,O,X,X,X,X,O,O,O
LSJOTZI,X,O,O,X,X,X,X,O,O,O
LSJOITZ,O,O,O,X,X,X,X,O,O,O
LSJOIZT,O,O,O,O,X,X,X,O,X,O
LSJOZTI,O,O,O,X,X,X,X,O,X,O
LSJOZIT,O,O,O,X,X,X,X,O,X,O
LSZTIJO,O,O,O,X,O,X,O,X,X,X
LSZTIOJ,O,O,O,X,O,X,O,X,X,X
LSZTJIO,O,O,O,X,O,X,O,X,X,X
LSZTJOI,O,O,O,X,O,X,O,X,X,O
LSZTOIJ,O,O,O,X,O,X,O,X,X,O
LSZTOJI,O,O,O,X,O,X,O,X,X,O
LSZITJO,O,O,O,X,X,X,O,X,X,X
LSZITOJ,O,O,O,X,X,X,O,X,X,X
LSZIJTO,O,O,O,O,X,X,O,X,X,X
LSZIJOT,O,O,O,O,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,X,X,O,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,O,X,O,X,X,X
LSZJTOI,O,O,O,X,O,X,O,X,X,O
LSZJITO,O,O,O,O,X,X,X,X,X,X
LSZJIOT,O,O,O,O,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X,O
LSZJOIT,O,O,O,O,X,X,X,X,X,O
LSZOTIJ,O,O,O,X,X,X,O,X,X,O
LSZOTJI,O,O,O,X,X,X,O,X,X,O
LSZOITJ,O,O,O,X,X,X,O,X,X,O
LSZOIJT,O,O,O,O,X,X,O,X,X,O
LSZOJTI,O,O,O,X,X,X,O,X,X,O
LSZOJIT,O,O,O,O,X,X,X,X,X,O
LSOTIJZ,O,O,O,X,X,X,O,X,O,O
LSOTIZJ,O,O,O,X,X,X,O,X,X,O
LSOTJIZ,O,O,O,X,X,X,X,X,O,O
LSOTJZI,X,O,O,X,X,X,O,X,O,O
LSOTZIJ,O,O,O,X,X,X,O,X,X,O
LSOTZJI,O,O,O,X,X,X,O,X,X,O
LSOITJZ,O,O,O,X,X,X,O,X,O,O
LSOITZJ,O,O,O,X,X,X,O,X,X,O
LSOIJTZ,O,O,O,X,X,X,O,O,O,O
LSOIJZT,O,O,O,O,X,X,O,O,X,O
LSOIZTJ,O,O,O,X,X,X,O,X,X,O
LSOIZJT,O,O,O,O,X,X,O,X,X,O
LSOJTIZ,O,O,O,X,X,X,X,O,O,O
LSOJTZI,X,O,O,X,X,X,O,O,O,O
LSOJITZ,O,O,O,X,X,X,X,O,O,O
LSOJIZT,O,O,O,O,X,X,X,O,X,O
LSOJZTI,O,O,O,X,X,X,O,O,X,O
LSOJZIT,O,O,O,X,X,X,X,O,X,O
LSOZTIJ,O,O,O,X,X,X,O,X,X,O
LSOZTJI,O,O,O,X,X,X,O,X,X,O
LSOZITJ,O,O,O,X,X,X,O,X,X,O
LSOZIJT,O,O,O,O,X,X,O,X,X,O
LSOZJTI,O,O,O,X,X,X,O,X,X,O
LSOZJIT,O,O,O,O,X,X,X,X,X,O
LZTIJSO,O,O,O,O,O,X,X,X,X,X
LZTIJOS,O,O,O,X,O,X,X,X,X,X
LZTISJO,O,O,O,O,O,X,X,X,X,X
LZTISOJ,O,O,O,X,O,X,X,X,X,X
LZTIOJS,O,O,O,X,O,X,X,X,X,X
LZTIOSJ,O,O,O,X,O,X,X,X,X,X
LZTJISO,O,O,O,O,O,X,X,X,X,X
LZTJIOS,O,O,O,X,O,X,X,X,X,X
LZTJSIO,O,O,O,O,O,X,X,X,X,X
LZTJSOI,O,O,O,O,O,X,X,X,X,X
LZTJOIS,O,O,O,O,O,X,X,X,X,X
LZTJOSI,O,O,X,O,O,X,X,X,X,X
LZTSIJO,O,O,O,O,O,X,X,X,X,X
LZTSIOJ,O,O,O,X,O,X,X,X,X,X
LZTSJIO,O,O,O,O,O,X,X,X,X,X
LZTSJOI,O,O,O,O,O,O,X,X,X,O
LZTSOIJ,O,O,O,O,O,O,X,X,X,O
LZTSOJI,O,O,O,O,O,O,X,X,X,O
LZTOIJS,O,O,O,O,O,X,X,X,O,X
LZTOISJ,O,O,O,O,O,O,X,X,X,O
LZTOJIS,O,O,O,O,O,X,X,X,O,X
LZTOJSI,O,O,X,O,O,X,X,X,O,X
LZTOSIJ,O,O,X,O,O,O,X,X,X,O
LZTOSJI,O,O,X,O,O,O,X,X,X,O
LZITJSO,O,O,O,O,O,X,X,X,X,X
LZITJOS,O,O,O,X,O,X,X,X,X,X
LZITSJO,O,O,O,O,O,X,O,X,X,X
LZITSOJ,O,O,O,X,O,X,O,X,X,X
LZITOJS,O,O,O,X,O,X,X,X,X,X
LZITOSJ,O,O,O,X,O,X,X,X,X,X
LZIJTSO,O,O,O,O,O,X,X,X,X,X
LZIJTOS,O,O,O,X,O,X,X,X,X,X
LZIJSTO,O,O,O,O,X,X,O,X,X,X
LZIJSOT,O,O,O,O,X,X,X,X,X,X
LZIJOTS,O,O,O,X,X,X,X,X,X,X
LZIJOST,O,O,O,X,X,X,X,X,X,X
LZISTJO,O,O,O,X,X,X,O,X,X,X
LZISTOJ,O,O,O,X,X,X,O,X,X,X
LZISJTO,O,O,O,O,X,X,O,X,X,X
LZISJOT,O,O,O,O,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,O,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X,X
LZIOTJS,O,O,O,X,X,X,X,X,X,X
LZIOTSJ,O,O,O,X,X,X,X,X,X,X
LZIOJTS,O,O,X,X,X,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,O,X,X,X,O,X,X,X
LZIOSJT,O,O,X,X,X,X,X,X,X,X
LZJTISO,O,O,O,O,O,X,X,X,X,X
LZJTIOS,O,O,O,X,O,X,X,X,X,X
LZJTSIO,O,O,O,O,O,X,X,X,X,X
LZJTSOI,O,O,O,O,O,X,X,X,X,X
LZJTOIS,O,O,O,O,O,X,X,X,O,X
LZJTOSI,O,O,X,O,O,X,X,X,O,X
LZJITSO,O,O,O,O,O,X,X,X,X,X
LZJITOS,O,O,O,X,O,X,X,X,X,X
LZJISTO,O,O,O,O,X,X,X,X,X,X
LZJISOT,O,O,O,O,X,X,X,X,X,X
LZJIOTS,O,O,O,X,X,X,X,X,X,X
LZJIOST,O,O,O,X,X,X,X,X,X,X
LZJSTIO,O,O,O,X,O,X,X,X,X,X
LZJSTOI,O,O,O,X,O,O,X,X,X,O
LZJSITO,O,O,O,O,X,X,X,X,X,X
LZJSIOT,O,O,O,O,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,O,X,X,X,O
LZJSOIT,O,O,O,O,X,O,X,X,X,O
LZJOTIS,O,O,O,O,O,X,X,X,O,X
LZJOTSI,O,O,X,O,O,X,X,X,O,X
LZJOITS,O,O,O,O,X,X,X,X,O,X
LZJOIST,O,O,O,O,X,O,X,X,X,O
LZJOSTI,O,O,O,X,X,O,X,X,X,O
LZJOSIT,O,O,O,O,X,O,X,X,X,O
LZSTIJO,O,O,O,X,O,X,O,X,X,X
LZSTIOJ,O,O,O,X,O,X,O,X,X,X
LZSTJIO,O,O,O,X,O,X,O,X,X,X
LZSTJOI,O,O,O,X,O,O,O,X,X,O
LZSTOIJ,O,O,O,X,O,O,O,X,X,O
LZSTOJI,O,O,O,X,O,O,O,X,X,O
LZSITJO,O,O,O,X,X,X,O,X,X,X
LZSITOJ,O,O,O,X,X,X,O,X,X,X
LZSIJTO,O,O,O,O,X,X,O,X,X,X
LZSIJOT,O,O,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,X,X,O,X,X,X
LZSIOJT,O,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,O,X,X,X
LZSJTOI,O,O,O,X,O,O,O,X,X,O
LZSJITO,O,O,O,O,X,X,X,X,X,X
LZSJIOT,O,O,O,O,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,O,X,X,X,O
LZSJOIT,O,O,O,O,X,O,X,X,X,O
LZSOTIJ,O,O,O,X,X,O,O,X,X,O
LZSOTJI,O,O,O,X,X,O,O,X,X,O
LZSOITJ,O,O,O,X,X,O,X,X,X,O
LZSOIJT,O,O,X,O,X,O,X,X,X,O
LZSOJTI,O,O,O,X,X,O,X,X,X,O
LZSOJIT,O,O,O,O,X,O,X,X,X,O
LZOTIJS,O,O,O,O,O,X,X,X,O,X
LZOTISJ,O,O,O,O,O,O,X,X,X,O
LZOTJIS,O,O,O,O,O,X,X,X,O,X
LZOTJSI,O,O,X,O,O,X,X,X,O,X
LZOTSIJ,O,O,X,O,O,O,X,X,X,O
LZOTSJI,O,O,X,O,O,O,X,X,X,O
LZOITJS,O,O,O,O,O,X,X,X,O,X
LZOITSJ,O,O,O,O,O,O,X,X,X,O
LZOIJTS,O,O,X,O,O,X,X,X,O,X
LZOIJST,O,O,X,O,X,O,X,X,X,O
LZOISTJ,O,O,O,X,X,O,X,X,X,O
LZOISJT,O,O,X,O,X,O,X,X,X,O
LZOJTIS,O,O,O,O,O,X,X,X,O,X
LZOJTSI,O,O,X,O,O,X,X,X,O,X
LZOJITS,O,O,O,O,O,X,X,X,O,X
LZOJIST,O,O,O,O,X,O,X,X,X,O
LZOJSTI,O,O,O,X,O,O,X,X,X,O
LZOJSIT,O,O,O,O,X,O,X,X,X,O
LZOSTIJ,O,O,O,X,O,O,X,X,X,O
LZOSTJI,O,O,O,X,O,O,X,X,X,O
LZOSITJ,O,O,O,X,X,O,X,X,X,O
LZOSIJT,O,O,X,O,X,O,X,X,X,O
LZOSJTI,O,O,O,X,O,O,X,X,X,O
LZOSJIT,O,O,O,O,X,O,X,X,X,O
LOTIJSZ,O,O,O,X,X,X,X,O,O,O
LOTIJZS,X,O,O,X,O,X,X,X,O,X
LOTISJZ,O,O,O,X,X,X,X,X,O,O
LOTISZJ,O,O,O,X,O,X,X,X,X,O
LOTIZJS,O,O,O,X,O,X,X,X,O,X
LOTIZSJ,O,O,O,X,O,O,X,X,X,O
LOTJISZ,O,O,O,X,O,X,X,O,O,O
LOTJIZS,X,O,O,X,O,X,X,X,O,X
LOTJSIZ,O,O,O,X,O,X,X,O,O,O
LOTJSZI,X,O,O,X,O,X,X,O,O,O
LOTJZIS,X,O,O,X,O,X,X,X,O,X
LOTJZSI,X,O,O,X,O,X,X,X,O,X
LOTSIJZ,O,O,O,X,X,X,X,X,O,O
LOTSIZJ,O,O,O,X,O,X,O,X,X,O
LOTSJIZ,O,O,O,X,X,X,X,X,O,O
LOTSJZI,X,O,O,X,X,X,O,X,O,O
LOTSZIJ,O,O,O,X,O,X,O,X,X,O
LOTSZJI,O,O,O,X,O,X,O,X,X,O
LOTZIJS,O,O,O,X,O,X,X,X,O,X
LOTZISJ,O,O,O,X,O,O,X,X,X,O
LOTZJIS,O,O,O,X,O,X,X,X,O,X
LOTZJSI,O,O,O,X,O,X,X,X,O,X
LOTZSIJ,O,O,O,X,O,O,X,X,X,O
LOTZSJI,O,O,O,X,O,O,X,X,X,O
LOITJSZ,O,O,O,X,X,X,X,O,O,O
LOITJZS,X,O,O,X,O,X,X,X,O,X
LOITSJZ,O,O,O,X,X,X,O,X,O,O
LOITSZJ,O,O,O,X,O,X,O,X,X,O
LOITZJS,O,O,O,X,O,X,X,X,O,X
LOITZSJ,O,O,O,X,O,O,O,X,X,O
LOIJTSZ,O,O,O,X,O,X,X,O,O,O
LOIJTZS,X,O,O,X,O,X,X,X,O,X
LOIJSTZ,O,O,O,X,X,X,O,O,O,O
LOIJSZT,O,O,O,O,X,X,O,O,X,O
LOIJZTS,O,O,O,O,O,X,X,X,O,X
LOIJZST,O,O,O,O,X,O,O,X,X,O
LOISTJZ,O,O,O,X,X,X,O,X,O,O
LOISTZJ,O,O,O,X,X,X,O,X,X,O
LOISJTZ,O,O,O,X,X,X,O,O,O,O
LOISJZT,O,O,O,O,X,X,O,O,X,O
LOISZTJ,O,O,O,X,X,X,O,X,X,O
LOISZJT,O,O,O,O,X,X,O,X,X,O
LOIZTJS,O,O,O,O,O,X,X,X,O,X
LOIZTSJ,O,O,O,O,O,O,O,X,X,O
LOIZJTS,O,O,O,O,O,X,X,X,O,X
LOIZJST,O,O,O,O,X,O,O,X,X,O
LOIZSTJ,O,O,O,X,X,O,O,X,X,O
LOIZSJT,O,O,O,O,X,O,O,X,X,O
LOJTISZ,O,O,O,X,O,X,X,O,O,O
LOJTIZS,X,O,O,X,O,X,X,X,O,X
LOJTSIZ,O,O,O,X,O,X,X,O,O,O
LOJTSZI,X,O,O,X,O,X,X,O,O,O
LOJTZIS,X,O,O,X,O,X,X,X,O,X
LOJTZSI,X,O,O,X,O,X,X,X,O,X
LOJITSZ,O,O,O,X,O,X,X,O,O,O
LOJITZS,X,O,O,X,O,X,X,X,O,X
LOJISTZ,O,O,O,X,X,X,X,O,O,O
LOJISZT,O,O,O,O,X,X,X,O,X,O
LOJIZTS,O,O,O,O,O,X,X,X,O,X
LOJIZST,O,O,O,O,X,O,X,X,X,O
LOJSTIZ,O,O,O,X,O,X,X,O,O,O
LOJSTZI,X,O,O,X,O,X,O,O,O,O
LOJSITZ,O,O,O,X,X,X,X,O,O,O
LOJSIZT,O,O,O,O,X,X,X,O,X,O
LOJSZTI,O,O,O,X,O,X,O,O,X,O
LOJSZIT,O,O,O,X,X,X,X,O,X,O
LOJZTIS,O,O,O,O,O,X,X,X,O,X
LOJZTSI,O,O,O,O,O,X,X,X,O,X
LOJZITS,O,O,O,O,O,X,X,X,O,X
LOJZIST,O,O,O,O,X,O,X,X,X,O
LOJZSTI,O,O,O,X,O,O,X,X,X,O
LOJZSIT,O,O,O,O,X,O,X,X,X,O
LOSTIJZ,O,O,O,X,X,X,O,X,O,O
LOSTIZJ,O,O,O,X,O,X,O,X,X,O
LOSTJIZ,O,O,O,X,X,X,X,X,O,O
LOSTJZI,X,O,O,X,X,X,O,X,O,O
LOSTZIJ,O,O,O,X,O,X,O,X,X,O
LOSTZJI,O,O,O,X,O,X,O,X,X,O
LOSITJZ,O,O,O,X,X,X,O,X,O,O
LOSITZJ,O,O,O,X,X,X,O,X,X,O
LOSIJTZ,O,O,O,X,X,X,O,O,O,O
LOSIJZT,O,O,O,O,X,X,O,O,X,O
LOSIZTJ,O,O,O,X,X,X,O,X,X,O
LOSIZJT,O,O,O,O,X,X,O,X,X,O
LOSJTIZ,O,O,O,X,O,X,X,O,O,O
LOSJTZI,X,O,O,X,O,X,O,O,O,O
LOSJITZ,O,O,O,X,X,X,X,O,O,O
LOSJIZT,O,O,O,O,X,X,X,O,X,O
LOSJZTI,O,O,O,X,O,X,O,O,X,O
LOSJZIT,O,O,O,X,X,X,X,O,X,O
LOSZTIJ,O,O,O,X,O,X,O,X,X,O
LOSZTJI,O,O,O,X,O,X,O,X,X,O
LOSZITJ,O,O,O,X,X,X,O,X,X,O
LOSZIJT,O,O,O,O,X,X,O,X,X,O
LOSZJTI,O,O,O,X,O,X,O,X,X,O
LOSZJIT,O,O,O,O,X,X,X,X,X,O
LOZTIJS,O,O,O,O,O,X,X,X,O,X
LOZTISJ,O,O,O,O,O,O,X,X,X,O
LOZTJIS,O,O,O,O,O,X,X,X,O,X
LOZTJSI,O,O,O,O,O,X,X,X,O,X
LOZTSIJ,O,O,O,O,O,O,X,X,X,O
LOZTSJI,O,O,O,O,O,O,X,X,X,O
LOZITJS,O,O,O,O,O,X,X,X,O,X
LOZITSJ,O,O,O,O,O,O,X,X,X,O
LOZIJTS,O,O,O,O,O,X,X,X,O,X
LOZIJST,O,O,O,O,X,O,X,X,X,O
LOZISTJ,O,O,O,X,X,O,X,X,X,O
LOZISJT,O,O,O,O,X,O,X,X,X,O
LOZJTIS,O,O,O,O,O,X,X,X,O,X
LOZJTSI,O,O,O,O,O,X,X,X,O,X
LOZJITS,O,O,O,O,O,X,X,X,O,X
LOZJIST,O,O,O,O,X,O,X,X,X,O
LOZJSTI,O,O,O,X,O,O,X,X,X,O
LOZJSIT,O,O,O,O,X,O,X,X,X,O
LOZSTIJ,O,O,O,X,O,O,O,X,X,O
LOZSTJI,O,O,O,X,O,O,O,X,X,O
LOZSITJ,O,O,O,X,X,O,O,X,X,O
LOZSIJT,O,O,O,O,X,O,X,X,X,O
LOZSJTI,O,O,O,X,O,O,O,X,X,O
LOZSJIT,O,O,O,O,X,O,X,X,X,O
JTILSZO,O,O,O,X,O,X,X,X,X,X
JTILSOZ,O,O,O,X,X,X,X,X,X,X
JTILZSO,X,O,O,X,O,X,X,X,X,X
JTILZOS,X,O,O,X,O,X,X,X,X,X
JTILOSZ,X,O,X,X,X,X,X,X,O,X
JTILOZS,X,X,O,X,O,X,X,X,O,X
JTISLZO,O,O,O,X,O,X,X,X,X,X
JTISLOZ,O,O,O,X,X,X,X,O,X,X
JTISZLO,O,X,O,O,O,X,X,X,X,X
JTISZOL,O,X,O,O,X,X,X,X,X,X
JTISOLZ,O,O,O,X,X,X,X,O,X,X
JTISOZL,O,X,O,O,X,X,X,O,X,X
JTIZLSO,O,X,O,O,O,X,X,X,X,X
JTIZLOS,O,X,O,X,O,X,X,X,X,X
JTIZSLO,O,X,X,O,O,X,X,X,X,X
JTIZSOL,O,X,X,O,X,X,X,X,X,X
JTIZOLS,X,X,X,X,O,X,X,X,X,X
JTIZOSL,O,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,X,X,X,O,O,X
JTIOLZS,X,X,O,X,O,X,X,X,O,X
JTIOSLZ,X,X,O,X,X,X,X,O,O,X
JTIOSZL,X,X,X,X,X,X,X,O,X,X
JTIOZLS,X,X,O,X,O,X,X,X,O,X
JTIOZSL,X,X,X,X,X,X,X,O,X,X
JTLISZO,O,O,O,X,O,X,X,X,X,X
JTLISOZ,O,O,O,X,X,X,X,X,X,X
JTLIZSO,X,O,O,X,O,X,X,X,X,X
JTLIZOS,X,O,O,X,O,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,X,X,O,X
JTLIOZS,X,O,O,X,O,X,X,X,O,X
JTLSIZO,O,O,O,X,O,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,O,X,O
JTLSZIO,X,O,O,X,O,X,X,X,X,X
JTLSZOI,X,O,O,X,O,X,X,O,X,O
JTLSOIZ,O,O,O,X,X,X,X,O,O,O
JTLSOZI,X,O,O,X,X,X,X,O,O,O
JTLZISO,X,O,O,X,O,X,X,X,X,X
JTLZIOS,X,O,O,X,O,X,X,X,X,X
JTLZSIO,X,O,O,X,O,X,X,X,X,X
JTLZSOI,X,O,O,X,O,X,X,X,X,X
JTLZOIS,X,O,O,X,O,X,X,X,O,X
JTLZOSI,X,O,X,X,O,X,X,X,O,X
JTLOISZ,O,O,O,X,X,X,X,O,O,O
JTLOIZS,X,O,O,X,O,X,X,X,O,X
JTLOSIZ,O,O,O,X,X,X,X,O,O,O
JTLOSZI,X,O,O,X,X,X,X,O,O,O
JTLOZIS,X,O,O,X,O,X,X,X,O,X
JTLOZSI,X,O,O,X,O,X,X,X,O,X
JTSILZO,O,O,O,X,O,X,X,X,X,X
JTSILOZ,O,O,O,X,X,X,X,O,X,X
JTSIZLO,O,X,O,O,O,X,X,X,X,X
JTSIZOL,O,X,O,O,X,X,X,X,X,X
JTSIOLZ,O,O,O,X,X,X,X,O,X,X
JTSIOZL,O,X,O,O,X,X,X,O,X,X
JTSLIZO,X,X,O,X,O,X,X,X,X,X
JTSLIOZ,X,X,O,X,X,X,X,O,X,X
JTSLZIO,X,X,O,X,O,X,X,X,X,X
JTSLZOI,X,X,O,X,O,X,X,O,X,X
JTSLOIZ,X,X,O,X,X,X,X,O,O,X
JTSLOZI,X,X,O,X,X,X,X,O,O,X
JTSZILO,X,X,O,X,O,X,X,X,X,X
JTSZIOL,X,X,O,X,X,X,X,X,X,X
JTSZLIO,X,X,O,X,O,X,X,X,X,X
JTSZLOI,X,X,O,X,O,X,X,O,X,X
JTSZOIL,X,X,O,X,X,X,X,O,X,X
JTSZOLI,X,X,O,X,X,X,X,O,X,X
JTSOILZ,O,O,O,X,X,X,X,O,O,X
JTSOIZL,O,X,O,O,X,X,X,O,X,X
JTSOLIZ,X,X,O,X,X,X,X,O,O,X
JTSOLZI,X,X,O,X,X,X,X,O,O,X
JTSOZIL,X,X,O,X,X,X,X,O,X,X
JTSOZLI,X,X,O,X,X,X,X,O,X,X
JTZILSO,O,X,O,O,O,X,X,X,X,X
JTZILOS,O,X,O,X,O,X,X,X,X,X
JTZISLO,O,X,X,O,O,X,X,X,X,X
JTZISOL,O,X,X,O,X,X,X,X,X,X
JTZIOLS,O,X,X,O,O,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,X,X,X
JTZLISO,O,X,O,O,O,X,X,X,X,X
JTZLIOS,O,X,O,X,O,X,X,X,X,X
JTZLSIO,O,X,O,O,O,X,X,X,X,X
JTZLSOI,O,X,X,O,O,X,X,X,X,X
JTZLOIS,O,X,O,O,O,X,X,X,O,X
JTZLOSI,O,X,X,O,O,X,X,X,O,X
JTZSILO,O,X,X,O,O,X,X,X,X,X
JTZSIOL,O,X,X,O,X,O,X,X,X,X
JTZSLIO,O,X,X,O,O,X,X,X,X,X
JTZSLOI,O,X,X,O,O,O,X,O,X,X
JTZSOIL,O,X,X,O,X,O,X,O,X,X
JTZSOLI,O,X,X,O,X,O,X,O,X,X
JTZOILS,O,X,O,O,O,X,X,X,O,X
JTZOISL,O,X,X,O,O,O,X,O,X,X
JTZOLIS,O,X,O,O,O,X,X,X,O,X
JTZOLSI,O,X,O,O,O,X,X,X,O,X
JTZOSIL,O,X,X,O,O,O,X,O,X,X
JTZOSLI,O,X,X,O,O,O,X,O,X,X
JTOILSZ,O,O,O,X,O,X,X,O,O,O
JTOILZS,X,O,O,X,O,X,X,X,O,X
JTOISLZ,O,O,O,X,O,X,X,O,O,X
JTOISZL,O,X,O,O,O,X,X,O,X,X
JTOIZLS,O,X,O,O,O,X,X,X,O,X
JTOIZSL,O,X,X,O,O,O,X,O,X,X
JTOLISZ,O,O,O,X,O,X,X,O,O,O
JTOLIZS,X,O,O,X,O,X,X,X,O,X
JTOLSIZ,O,O,O,X,O,X,X,O,O,O
JTOLSZI,X,O,O,X,O,X,X,O,O,O
JTOLZIS,X,O,O,X,O,X,X,X,O,X
JTOLZSI,X,O,O,X,O,X,X,X,O,X
JTOSILZ,O,O,O,X,O,X,X,O,O,X
JTOSIZL,O,X,O,O,O,X,X,O,X,X
JTOSLIZ,X,X,O,X,O,X,X,O,O,X
JTOSLZI,X,X,O,X,O,X,X,O,O,X
JTOSZIL,X,X,O,X,O,X,X,O,X,X
JTOSZLI,X,X,O,X,O,X,X,O,X,X
JTOZILS,O,X,O,O,O,X,X,X,O,X
JTOZISL,O,X,X,O,O,O,X,O,X,X
JTOZLIS,O,X,O,O,O,X,X,X,O,X
JTOZLSI,O,X,O,O,O,X,X,X,O,X
JTOZSIL,O,X,X,O,O,O,X,O,X,X
JTOZSLI,O,X,X,O,O,O,X,O,X,X
JITLSZO,O,O,O,X,O,X,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X,X,X,X
JITLZSO,X,O,O,X,O,X,X,X,X,X
JITLZOS,X,O,O,X,O,X,X,X,X,X
JITLOSZ,X,O,X,X,X,X,X,X,O,X
JITLOZS,X,X,O,X,O,X,X,X,O,X
JITSLZO,O,O,O,X,O,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,O,X,X
JITSZLO,O,X,O,O,O,X,X,X,X,X
JITSZOL,O,X,O,O,X,X,X,X,X,X
JITSOLZ,O,O,O,X,X,X,X,O,X,X
JITSOZL,O,X,O,O,X,X,X,O,X,X
JITZLSO,O,X,O,O,O,X,X,X,X,X
JITZLOS,O,X,O,X,O,X,X,X,X,X
JITZSLO,O,X,X,O,O,X,X,X,X,X
JITZSOL,O,X,X,O,X,X,X,X,X,X
JITZOLS,X,X,X,X,O,X,X,X,X,X
JITZOSL,O,X,X,O,X,X,X,X,X,X
JITOLSZ,X,X,O,X,X,X,X,O,O,X
JITOLZS,X,X,O,X,O,X,X,X,O,X
JITOSLZ,X,X,O,X,X,X,X,O,O,X
JITOSZL,X,X,X,X,X,X,X,O,X,X
JITOZLS,X,X,O,X,O,X,X,X,O,X
JITOZSL,X,X,X,X,X,X,X,O,X,X
JILTSZO,O,O,O,X,O,X,X,X,X,X
JILTSOZ,O,O,O,X,X,X,X,X,X,X
JILTZSO,X,O,O,X,O,X,X,X,X,X
JILTZOS,X,O,O,X,O,X,X,X,X,X
JILTOSZ,X,O,X,X,X,X,X,X,O,X
JILTOZS,X,O,O,X,O,X,X,X,O,X
JILSTZO,O,O,O,X,X,X,O,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,O
JILSZTO,O,O,O,O,X,X,O,X,X,X
JILSZOT,O,O,O,O,X,X,X,X,X,X
JILSOTZ,O,O,O,X,X,X,X,X,X,O
JILSOZT,O,O,O,O,X,X,X,X,X,O
JILZTSO,O,O,O,O,O,X,X,X,X,X
JILZTOS,O,O,O,X,O,X,X,X,X,X
JILZSTO,O,O,O,O,X,X,O,X,X,X
JILZSOT,O,O,O,O,X,X,X,X,X,X
JILZOTS,O,O,O,X,X,X,X,X,X,X
