sequence,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFGeBylBRiBF?nBTrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBlhB3?iBKrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBihB3?iBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBlhBcnBm?lBCnBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFehBSiBTeBF?nB3mBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF6iBTeBmhBX?hB1rBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je38IvhFGeBTgBliBU?hByrBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeX9IvhFTeBigBcnBG?mBFmBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBxlBirBc?sBlrBGsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Jez7IvhFfiBxdB2lBC?jBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je1AJvhF0cBTeBxlBX?nB2wB6sB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFicBGeBRiBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxdBFmBXnBO?rBzrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxiBFmBXnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBRdBSjBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFXhBxiBFnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBTeBFmB3?rB5nBasB
ZLJITSO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZLJITOS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLJISTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLJISOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLJIOTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLJIOST,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLJSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLJSTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZLJSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJSOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOTSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLJOITS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLJOIST,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLJOSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSTIJO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZLSTIOJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZLSTJIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZLSTJOI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZLSTOIJ,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,O
ZLSTOJI,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O
ZLSITJO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
ZLSITOJ,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O,O,X
ZLSIJTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSIJOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLSIOTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZLSIOJT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLSJTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLSJTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZLSJITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSJIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZLSOTJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZLSOITJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZLSOIJT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSOJIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLOTISJ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLOTJIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTJSI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOITJS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZLOITSJ,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZLOIJTS,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZLOIJST,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOISTJ,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZLOISJT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOJTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJITS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJIST,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOJSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
ZLOSTJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZLOSITJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
ZLOSIJT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOSJIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTILSO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJTILOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTISLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTISOL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZJTIOLS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTLISO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLIOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJTLOIS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLOSI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJTSILO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZJTSIOL,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZJTSLIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZJTSLOI,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZJTSOIL,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
ZJTSOLI,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
ZJTOILS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTOISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLSI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJTOSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJITLSO,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJITLOS,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJITSLO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJITSOL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X
ZJITOLS,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJITOSL,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZJILTSO,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJILTOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJILSTO,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJILSOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJILOTS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJILOST,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJISTLO,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
ZJISTOL,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X
ZJISLTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJISLOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJISOTL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJISOLT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJIOTLS,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJIOTSL,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZJIOLTS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJIOLST,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJIOSTL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJIOSLT,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJLTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLTOIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLITSO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLITOS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLISTO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLISOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJLIOTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLIOST,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJLSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJLSTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZJLSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJLSOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOITS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSTILO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZJSTIOL,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O,O,O
ZJSTLIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZJSTLOI,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
ZJSTOIL,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X,O
ZJSTOLI,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
ZJSITLO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZJSITOL,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X
ZJSILTO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZJSILOT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJSIOTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJSIOLT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJSLTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJSLTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZJSLITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSLIOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJSLOTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSLOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSOTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZJSOTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZJSOITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJSOILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJSOLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSOLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOTILS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOTSIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOITLS,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJOITSL,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZJOILTS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJOILST,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJOISTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJOISLT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJOLTIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLITS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
ZJOSTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZJOSITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJOSILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJOSLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTILJO,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTILOJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSTIJLO,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTIJOL,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTIOLJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSTIOJL,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTLIJO,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTLIOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTLJIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSTLJOI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTLOIJ,X,O,O,X,O,X,X,O,X,X,X,O,O,O,O,X,O
ZSTLOJI,X,O,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZSTJILO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJIOL,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSTJLIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJLOI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTJOIL,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O
ZSTJOLI,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSTOILJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSTOIJL,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSTOLIJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,X,O
ZSTOLJI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZSTOJIL,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O
ZSTOJLI,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSITLJO,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O
ZSITLOJ,X,X,X,X,O,O,X,O,X,X,X,O,O,O,O,O,O
ZSITJLO,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O
ZSITJOL,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,O,O
ZSITOLJ,X,X,X,X,O,O,X,O,X,X,X,O,O,O,O,O,O
ZSITOJL,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,O,O
ZSILTJO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSILTOJ,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X
ZSILJTO,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSILJOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSILOJT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSIJTLO,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
ZSIJTOL,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X
ZSIJLTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSIJLOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSIJOTL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSIJOLT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSIOTLJ,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZSIOTJL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSIOLTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSIOLJT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSIOJTL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSIOJLT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSLTIJO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSLTIOJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSLTJIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSLTJOI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSLTOIJ,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,O
ZSLTOJI,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O
ZSLITJO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSLITOJ,X,O,X,X,X,O,X,O,X,X,X,X,X,O,O,O,X
ZSLIJTO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSLIJOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLIOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSLIOJT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLJTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSLJTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
ZSLJITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSLJIOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLJOTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLJOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZSLOTJI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZSLOITJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOJIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTILO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSJTIOL,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSJTLIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
ZSJTLOI,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSJTOIL,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X,O
ZSJTOLI,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSJITLO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSJITOL,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X
ZSJILTO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZSJILOT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSJIOTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJIOLT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSJLTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSJLTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
ZSJLITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJLIOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJLOTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZSJOTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSJOITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJOILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSJOLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSOTIJL,X,O,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
ZSOTLIJ,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
ZSOTLJI,X,X,O,X,O,X,X,O,X,X,X,O,O,X,O,X,O
ZSOTJIL,X,O,O,X,X,X,X,X,X,X,X,O,O,O,O,O,O
ZSOTJLI,X,O,O,X,O,X,X,X,X,X,X,O,O,X,O,X,O
ZSOITLJ,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O,O
ZSOITJL,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSOILTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSOILJT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOIJTL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSOIJLT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSOLTIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
ZSOLTJI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZSOLITJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSOLIJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O
ZSOJTLI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZSOJITL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSOJILT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSOJLTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
