sequence,v115@EhB8FeF8CeG8BeG8JeT6IvhFxbByhBGeB0gBlkBXqB,v115@EhB8FeF8CeG8BeG8JeT6IvhFxbByhBGeB0kBllBXqB,v115@EhB8FeF8CeG8BeG8Jex6IvhFygBzcBGeBlkB3lB0pB,v115@EhB8FeF8CeG8BeG8JeU7IvhFahBzcBGeBxkBFqB/pB,v115@EhB8FeF8CeG8BeG8Jel7IvhFzcBGeB/kBZlB8lB6pB
OIJTSLZ,X,X,O,O,X
OIJTSZL,X,X,O,X,O
OIJTZLS,X,X,X,O,O
OIJTZSL,X,X,X,X,O
OIJLTSZ,X,X,X,O,X
OIJLTZS,X,X,X,O,X
OIJLSTZ,X,X,X,O,X
OIJLSZT,X,X,X,X,O
OIJLZTS,X,X,X,O,O
OIJLZST,X,X,X,X,O
OIJSTLZ,X,X,O,X,X
OIJSTZL,X,X,O,X,O
OIJSLTZ,X,X,O,O,X
OIJSLZT,X,X,O,X,O
OIJSZTL,X,X,X,X,O
OIJSZLT,X,X,X,X,O
OIJZTLS,X,X,X,X,O
OIJZTSL,X,X,X,X,O
OIJZLTS,X,X,X,O,O
OIJZLST,X,X,X,X,O
OIJZSTL,X,X,X,X,O
OIJZSLT,X,X,X,X,O
OISTLJZ,X,X,O,X,X
OISTLZJ,X,X,O,X,X
OISTJLZ,X,X,O,X,X
OISTJZL,X,X,O,X,O
OISTZLJ,X,X,O,X,O
OISTZJL,X,X,O,X,O
OISLTJZ,X,X,O,O,X
OISLTZJ,X,X,O,O,X
OISLJTZ,X,X,O,O,X
OISLJZT,X,X,O,X,O
OISLZTJ,X,X,X,X,O
OISLZJT,X,X,O,X,O
OISJTLZ,X,X,O,X,X
OISJTZL,X,X,O,X,O
OISJLTZ,X,X,O,O,X
OISJLZT,X,X,O,X,O
OISJZTL,X,X,X,X,O
OISJZLT,X,X,X,X,O
OISZTLJ,X,X,X,X,O
OISZTJL,X,X,X,X,O
OISZLTJ,X,X,X,X,O
OISZLJT,X,X,X,X,O
OISZJTL,X,X,X,X,O
OISZJLT,X,X,X,X,O
OIZTLJS,X,X,X,X,O
OIZTLSJ,X,X,X,X,O
OIZTJLS,X,X,X,X,O
OIZTJSL,X,X,X,X,O
OIZTSLJ,X,X,X,X,O
OIZTSJL,X,X,X,X,O
OIZLTJS,X,X,X,O,O
OIZLTSJ,X,X,X,O,O
OIZLJTS,X,X,X,O,O
OIZLJST,X,X,X,X,O
OIZLSTJ,X,X,X,X,O
OIZLSJT,X,X,X,X,O
OIZJTLS,X,X,X,X,O
OIZJTSL,X,X,X,X,O
OIZJLTS,X,X,X,O,O
OIZJLST,X,X,X,X,O
OIZJSTL,X,X,X,X,O
OIZJSLT,X,X,X,X,O
OIZSTLJ,X,X,X,X,O
OIZSTJL,X,X,X,X,O
OIZSLTJ,X,X,X,X,O
OIZSLJT,X,X,X,X,O
OIZSJTL,X,X,X,X,O
OIZSJLT,X,X,X,X,O
OLTIJSZ,O,X,X,O,X
OLTIJZS,O,O,X,O,X
OLTISJZ,O,X,X,O,X
OLTISZJ,X,X,X,O,X
OLTIZJS,O,O,X,O,X
OLTIZSJ,O,O,X,O,X
OLTJISZ,O,X,X,O,X
OLTJIZS,O,O,X,O,X
OLTJSIZ,O,X,O,O,X
OLTJSZI,O,X,O,X,X
OLTJZIS,O,O,X,O,X
OLTJZSI,O,O,X,X,X
OLTSIJZ,O,X,O,O,X
OLTSIZJ,X,X,O,O,X
OLTSJIZ,O,X,O,O,X
OLTSJZI,O,X,O,X,X
OLTSZIJ,O,X,O,X,X
OLTSZJI,O,X,O,X,X
OLTZIJS,O,O,X,O,X
OLTZISJ,O,O,X,O,X
OLTZJIS,O,O,X,O,X
OLTZJSI,O,O,X,X,X
OLTZSIJ,O,O,X,X,X
OLTZSJI,O,O,X,X,X
OLITJSZ,O,X,X,O,X
OLITJZS,O,O,X,O,X
OLITSJZ,O,X,X,O,X
OLITSZJ,X,X,X,O,X
OLITZJS,O,O,X,O,X
OLITZSJ,X,O,X,O,X
OLIJTSZ,O,X,X,O,X
OLIJTZS,O,O,X,O,X
OLIJSTZ,O,X,X,O,X
OLIJSZT,O,X,X,X,O
OLIJZTS,O,O,X,O,O
OLIJZST,O,O,X,X,O
OLISTJZ,O,X,X,O,X
OLISTZJ,O,X,X,O,X
OLISJTZ,O,X,X,O,X
OLISJZT,O,X,X,X,O
OLISZTJ,O,X,X,X,O
OLISZJT,O,X,X,X,O
OLIZTJS,O,O,X,O,O
OLIZTSJ,O,O,X,O,O
OLIZJTS,O,O,X,O,O
OLIZJST,O,O,X,X,O
OLIZSTJ,O,X,X,X,O
OLIZSJT,O,O,X,X,O
OLJTISZ,O,X,X,O,X
OLJTIZS,O,O,X,O,X
OLJTSIZ,O,X,O,O,X
OLJTSZI,O,X,O,X,X
OLJTZIS,O,O,X,O,X
OLJTZSI,O,O,X,X,X
OLJITSZ,O,X,X,O,X
OLJITZS,O,O,X,O,X
OLJISTZ,O,X,X,O,X
OLJISZT,O,X,X,X,O
OLJIZTS,O,O,X,O,O
OLJIZST,O,O,X,X,O
OLJSTIZ,O,X,O,O,X
OLJSTZI,O,X,O,X,X
OLJSITZ,O,X,O,O,X
OLJSIZT,O,X,O,X,O
OLJSZTI,O,X,O,X,X
OLJSZIT,O,X,O,X,O
OLJZTIS,O,O,X,O,O
OLJZTSI,O,O,X,X,X
OLJZITS,O,O,X,O,O
OLJZIST,O,O,X,X,O
OLJZSTI,O,O,X,X,X
OLJZSIT,O,O,X,X,O
OLSTIJZ,O,X,O,O,X
OLSTIZJ,O,X,O,O,X
OLSTJIZ,O,X,O,O,X
OLSTJZI,O,X,O,X,X
OLSTZIJ,O,X,O,X,X
OLSTZJI,O,X,O,X,X
OLSITJZ,O,X,O,O,X
OLSITZJ,O,X,O,O,X
OLSIJTZ,O,X,O,O,X
OLSIJZT,O,X,O,X,O
OLSIZTJ,O,X,X,X,O
OLSIZJT,O,X,O,X,O
OLSJTIZ,O,X,O,O,X
OLSJTZI,O,X,O,X,X
OLSJITZ,O,X,O,O,X
OLSJIZT,O,X,O,X,O
OLSJZTI,O,X,O,X,X
OLSJZIT,O,X,O,X,O
OLSZTIJ,O,X,O,X,X
OLSZTJI,O,X,O,X,X
OLSZITJ,O,X,X,X,O
OLSZIJT,O,X,O,X,O
OLSZJTI,O,X,O,X,X
OLSZJIT,O,X,O,X,O
OLZTIJS,O,O,X,O,O
OLZTISJ,O,O,X,O,O
OLZTJIS,O,O,X,O,O
OLZTJSI,O,O,X,X,X
OLZTSIJ,O,O,X,X,X
OLZTSJI,O,O,X,X,X
OLZITJS,O,O,X,O,O
OLZITSJ,O,O,X,O,O
OLZIJTS,O,O,X,O,O
OLZIJST,O,O,X,X,O
OLZISTJ,O,X,X,X,O
OLZISJT,O,O,X,X,O
OLZJTIS,O,O,X,O,O
OLZJTSI,O,O,X,X,X
OLZJITS,O,O,X,O,O
OLZJIST,O,O,X,X,O
OLZJSTI,O,O,X,X,X
OLZJSIT,O,O,X,X,O
OLZSTIJ,O,O,X,X,X
OLZSTJI,O,O,X,X,X
OLZSITJ,O,X,X,X,O
OLZSIJT,O,O,X,X,O
OLZSJTI,O,O,X,X,X
OLZSJIT,O,O,X,X,O
OJTILSZ,O,X,X,O,X
OJTILZS,O,X,X,O,X
OJTISLZ,X,X,O,O,X
OJTISZL,X,X,O,X,O
OJTIZLS,O,X,X,O,O
OJTIZSL,O,X,X,X,O
OJTLISZ,O,X,X,O,X
OJTLIZS,O,O,X,O,X
OJTLSIZ,O,X,O,O,X
OJTLSZI,O,X,O,X,X
OJTLZIS,O,O,X,O,X
OJTLZSI,O,O,X,X,X
OJTSILZ,X,X,O,O,X
OJTSIZL,X,X,O,X,O
OJTSLIZ,O,X,O,O,X
OJTSLZI,O,X,O,X,X
OJTSZIL,O,X,O,X,O
OJTSZLI,O,X,O,X,X
OJTZILS,O,O,X,O,O
OJTZISL,O,X,X,X,O
OJTZLIS,O,O,X,O,O
OJTZLSI,O,O,X,X,X
OJTZSIL,O,O,O,X,O
OJTZSLI,O,O,O,X,X
OJITLSZ,X,X,X,O,X
OJITLZS,X,X,X,O,X
OJITSLZ,X,X,O,O,X
OJITSZL,X,X,O,X,O
OJITZLS,X,X,X,O,O
OJITZSL,X,X,X,X,O
OJILTSZ,X,X,X,O,X
OJILTZS,X,X,X,O,X
OJILSTZ,X,X,X,O,X
OJILSZT,X,X,X,X,O
OJILZTS,X,X,X,O,O
OJILZST,X,X,X,X,O
OJISTLZ,X,X,O,X,X
OJISTZL,X,X,O,X,O
OJISLTZ,X,X,O,O,X
OJISLZT,X,X,O,X,O
OJISZTL,X,X,X,X,O
OJISZLT,X,X,X,X,O
OJIZTLS,X,X,X,X,O
OJIZTSL,X,X,X,X,O
OJIZLTS,X,X,X,O,O
OJIZLST,X,X,X,X,O
OJIZSTL,X,X,X,X,O
OJIZSLT,X,X,X,X,O
OJLTISZ,O,X,X,O,X
OJLTIZS,O,O,X,O,X
OJLTSIZ,O,X,O,O,X
OJLTSZI,O,X,O,X,X
OJLTZIS,O,O,X,O,X
OJLTZSI,O,O,X,X,X
OJLITSZ,O,X,X,O,X
OJLITZS,O,O,X,O,X
OJLISTZ,O,X,X,O,X
OJLISZT,O,X,X,X,O
OJLIZTS,O,O,X,O,O
OJLIZST,O,O,X,X,O
OJLSTIZ,O,X,O,O,X
OJLSTZI,O,X,O,X,X
OJLSITZ,O,X,O,O,X
OJLSIZT,O,X,O,X,O
OJLSZTI,O,X,O,X,X
OJLSZIT,O,X,O,X,O
OJLZTIS,O,O,X,O,O
OJLZTSI,O,O,X,X,X
OJLZITS,O,O,X,O,O
OJLZIST,O,O,X,X,O
OJLZSTI,O,O,X,X,X
OJLZSIT,O,O,X,X,O
OJSTILZ,O,X,O,O,X
OJSTIZL,O,X,O,X,O
OJSTLIZ,O,X,O,O,X
OJSTLZI,O,X,O,X,X
OJSTZIL,O,X,O,X,O
OJSTZLI,O,X,O,X,X
OJSITLZ,X,X,O,X,X
OJSITZL,X,X,O,X,O
OJSILTZ,X,X,O,O,X
OJSILZT,X,X,O,X,O
OJSIZTL,X,X,X,X,O
OJSIZLT,X,X,X,X,O
OJSLTIZ,O,X,O,O,X
OJSLTZI,O,X,O,X,X
OJSLITZ,O,X,O,O,X
OJSLIZT,O,X,O,X,O
OJSLZTI,O,X,O,X,X
OJSLZIT,O,X,O,X,O
OJSZTIL,O,X,O,X,O
OJSZTLI,O,X,O,X,X
OJSZITL,O,X,X,X,O
OJSZILT,O,X,X,X,O
OJSZLTI,O,X,O,X,X
OJSZLIT,O,X,O,X,O
OJZTILS,O,O,X,O,O
OJZTISL,O,X,X,X,O
OJZTLIS,O,O,X,O,O
OJZTLSI,O,O,X,X,X
OJZTSIL,O,O,O,X,O
OJZTSLI,O,O,O,X,X
OJZITLS,O,O,X,X,O
OJZITSL,O,X,X,X,O
OJZILTS,O,O,X,O,O
OJZILST,O,O,X,X,O
OJZISTL,O,X,X,X,O
OJZISLT,O,X,X,X,O
OJZLTIS,O,O,X,O,O
OJZLTSI,O,O,X,X,X
OJZLITS,O,O,X,O,O
OJZLIST,O,O,X,X,O
OJZLSTI,O,O,X,X,X
OJZLSIT,O,O,X,X,O
OJZSTIL,O,X,O,X,O
OJZSTLI,O,O,O,X,X
OJZSITL,O,X,X,X,O
OJZSILT,O,X,X,X,O
OJZSLTI,O,O,O,X,X
OJZSLIT,O,O,O,X,O
OSTILJZ,O,X,O,O,X
OSTILZJ,O,X,O,O,X
OSTIJLZ,O,X,O,O,X
OSTIJZL,O,X,O,X,O
OSTIZLJ,O,X,O,X,O
OSTIZJL,O,X,O,X,O
OSTLIJZ,O,X,O,O,X
OSTLIZJ,O,X,O,O,X
OSTLJIZ,O,X,O,O,X
OSTLJZI,O,X,O,X,X
OSTLZIJ,O,X,O,X,X
OSTLZJI,O,X,O,X,X
OSTJILZ,O,X,O,O,X
OSTJIZL,O,X,O,X,O
OSTJLIZ,O,X,O,O,X
OSTJLZI,O,X,O,X,X
OSTJZIL,O,X,O,X,O
OSTJZLI,O,X,O,X,X
OSTZILJ,O,X,O,X,O
OSTZIJL,O,X,O,X,O
OSTZLIJ,O,X,O,X,X
OSTZLJI,O,X,O,X,X
OSTZJIL,O,X,O,X,O
OSTZJLI,O,X,O,X,X
OSITLJZ,X,X,O,X,X
OSITLZJ,X,X,O,X,X
OSITJLZ,X,X,O,X,X
OSITJZL,X,X,O,X,O
OSITZLJ,X,X,O,X,O
OSITZJL,X,X,O,X,O
OSILTJZ,X,X,O,O,X
OSILTZJ,X,X,O,O,X
OSILJTZ,X,X,O,O,X
OSILJZT,X,X,O,X,O
OSILZTJ,X,X,X,X,O
OSILZJT,X,X,O,X,O
OSIJTLZ,X,X,O,X,X
OSIJTZL,X,X,O,X,O
OSIJLTZ,X,X,O,O,X
OSIJLZT,X,X,O,X,O
OSIJZTL,X,X,X,X,O
OSIJZLT,X,X,X,X,O
OSIZTLJ,X,X,X,X,O
OSIZTJL,X,X,X,X,O
OSIZLTJ,X,X,X,X,O
OSIZLJT,X,X,X,X,O
OSIZJTL,X,X,X,X,O
OSIZJLT,X,X,X,X,O
OSLTIJZ,O,X,O,O,X
OSLTIZJ,O,X,O,O,X
OSLTJIZ,O,X,O,O,X
OSLTJZI,O,X,O,X,X
OSLTZIJ,O,X,O,X,X
OSLTZJI,O,X,O,X,X
OSLITJZ,O,X,O,O,X
OSLITZJ,O,X,O,O,X
OSLIJTZ,O,X,O,O,X
OSLIJZT,O,X,O,X,O
OSLIZTJ,O,X,X,X,O
OSLIZJT,O,X,O,X,O
OSLJTIZ,O,X,O,O,X
OSLJTZI,O,X,O,X,X
OSLJITZ,O,X,O,O,X
OSLJIZT,O,X,O,X,O
OSLJZTI,O,X,O,X,X
OSLJZIT,O,X,O,X,O
OSLZTIJ,O,X,O,X,X
OSLZTJI,O,X,O,X,X
OSLZITJ,O,X,X,X,O
OSLZIJT,O,X,O,X,O
OSLZJTI,O,X,O,X,X
OSLZJIT,O,X,O,X,O
OSJTILZ,O,X,O,O,X
OSJTIZL,O,X,O,X,O
OSJTLIZ,O,X,O,O,X
OSJTLZI,O,X,O,X,X
OSJTZIL,O,X,O,X,O
OSJTZLI,O,X,O,X,X
OSJITLZ,X,X,O,X,X
OSJITZL,X,X,O,X,O
OSJILTZ,X,X,O,O,X
OSJILZT,X,X,O,X,O
OSJIZTL,X,X,X,X,O
OSJIZLT,X,X,X,X,O
OSJLTIZ,O,X,O,O,X
OSJLTZI,O,X,O,X,X
OSJLITZ,O,X,O,O,X
OSJLIZT,O,X,O,X,O
OSJLZTI,O,X,O,X,X
OSJLZIT,O,X,O,X,O
OSJZTIL,O,X,O,X,O
OSJZTLI,O,X,O,X,X
OSJZITL,O,X,X,X,O
OSJZILT,O,X,X,X,O
OSJZLTI,O,X,O,X,X
OSJZLIT,O,X,O,X,O
OSZTILJ,O,X,O,X,O
OSZTIJL,O,X,O,X,O
OSZTLIJ,O,X,O,X,X
OSZTLJI,O,X,O,X,X
OSZTJIL,O,X,O,X,O
OSZTJLI,O,X,O,X,X
OSZITLJ,O,X,X,X,O
OSZITJL,O,X,X,X,O
OSZILTJ,O,X,X,X,O
OSZILJT,O,X,X,X,O
OSZIJTL,O,X,X,X,O
OSZIJLT,O,X,X,X,O
OSZLTIJ,O,X,O,X,X
OSZLTJI,O,X,O,X,X
OSZLITJ,O,X,X,X,O
OSZLIJT,O,X,O,X,O
OSZLJTI,O,X,O,X,X
OSZLJIT,O,X,O,X,O
OSZJTIL,O,X,O,X,O
OSZJTLI,O,X,O,X,X
OSZJITL,O,X,X,X,O
OSZJILT,O,X,X,X,O
OSZJLTI,O,X,O,X,X
OSZJLIT,O,X,O,X,O
OZTILJS,O,O,X,O,O
OZTILSJ,O,O,X,O,O
OZTIJLS,O,O,X,O,O
OZTIJSL,O,X,X,X,O
OZTISLJ,O,X,X,X,O
OZTISJL,O,X,X,X,O
OZTLIJS,O,O,X,O,O
OZTLISJ,O,O,X,O,O
OZTLJIS,O,O,X,O,O
OZTLJSI,O,O,X,X,X
OZTLSIJ,O,O,X,X,X
OZTLSJI,O,O,X,X,X
OZTJILS,O,O,X,O,O
OZTJISL,O,X,X,X,O
OZTJLIS,O,O,X,O,O
OZTJLSI,O,O,X,X,X
OZTJSIL,O,O,O,X,O
OZTJSLI,O,O,O,X,X
OZTSILJ,O,O,O,X,O
OZTSIJL,O,O,O,X,O
OZTSLIJ,O,O,O,X,X
OZTSLJI,O,O,O,X,X
OZTSJIL,O,O,O,X,O
OZTSJLI,O,O,O,X,X
OZITLJS,O,O,X,X,O
OZITLSJ,O,O,X,X,O
OZITJLS,O,O,X,X,O
OZITJSL,O,X,X,X,O
OZITSLJ,O,X,X,X,O
OZITSJL,O,X,X,X,O
OZILTJS,O,O,X,O,O
OZILTSJ,O,O,X,O,O
OZILJTS,O,O,X,O,O
OZILJST,O,O,X,X,O
OZILSTJ,O,X,X,X,O
OZILSJT,O,O,X,X,O
OZIJTLS,O,O,X,X,O
OZIJTSL,O,X,X,X,O
OZIJLTS,O,O,X,O,O
OZIJLST,O,O,X,X,O
OZIJSTL,O,X,X,X,O
OZIJSLT,O,X,X,X,O
OZISTLJ,O,X,X,X,O
OZISTJL,O,X,X,X,O
OZISLTJ,O,X,X,X,O
OZISLJT,O,X,X,X,O
OZISJTL,O,X,X,X,O
OZISJLT,O,X,X,X,O
OZLTIJS,O,O,X,O,O
OZLTISJ,O,O,X,O,O
OZLTJIS,O,O,X,O,O
OZLTJSI,O,O,X,X,X
OZLTSIJ,O,O,X,X,X
OZLTSJI,O,O,X,X,X
OZLITJS,O,O,X,O,O
OZLITSJ,O,O,X,O,O
OZLIJTS,O,O,X,O,O
OZLIJST,O,O,X,X,O
OZLISTJ,O,X,X,X,O
OZLISJT,O,O,X,X,O
OZLJTIS,O,O,X,O,O
OZLJTSI,O,O,X,X,X
OZLJITS,O,O,X,O,O
OZLJIST,O,O,X,X,O
OZLJSTI,O,O,X,X,X
OZLJSIT,O,O,X,X,O
OZLSTIJ,O,O,X,X,X
OZLSTJI,O,O,X,X,X
OZLSITJ,O,X,X,X,O
OZLSIJT,O,O,X,X,O
OZLSJTI,O,O,X,X,X
OZLSJIT,O,O,X,X,O
OZJTILS,O,O,X,O,O
OZJTISL,O,X,X,X,O
OZJTLIS,O,O,X,O,O
OZJTLSI,O,O,X,X,X
OZJTSIL,O,O,O,X,O
OZJTSLI,O,O,O,X,X
OZJITLS,O,O,X,X,O
OZJITSL,O,X,X,X,O
OZJILTS,O,O,X,O,O
OZJILST,O,O,X,X,O
OZJISTL,O,X,X,X,O
OZJISLT,O,X,X,X,O
OZJLTIS,O,O,X,O,O
OZJLTSI,O,O,X,X,X
OZJLITS,O,O,X,O,O
OZJLIST,O,O,X,X,O
OZJLSTI,O,O,X,X,X
OZJLSIT,O,O,X,X,O
OZJSTIL,O,X,O,X,O
OZJSTLI,O,O,O,X,X
OZJSITL,O,X,X,X,O
OZJSILT,O,X,X,X,O
OZJSLTI,O,O,O,X,X
OZJSLIT,O,O,O,X,O
OZSTILJ,O,X,O,X,O
OZSTIJL,O,X,O,X,O
OZSTLIJ,O,O,O,X,X
OZSTLJI,O,O,O,X,X
OZSTJIL,O,X,O,X,O
OZSTJLI,O,O,O,X,X
OZSITLJ,O,X,X,X,O
OZSITJL,O,X,X,X,O
OZSILTJ,O,X,X,X,O
OZSILJT,O,X,X,X,O
OZSIJTL,O,X,X,X,O
OZSIJLT,O,X,X,X,O
OZSLTIJ,O,O,O,X,X
OZSLTJI,O,O,O,X,X
OZSLITJ,O,X,X,X,O
OZSLIJT,O,O,O,X,O
OZSLJTI,O,O,O,X,X
OZSLJIT,O,O,O,X,O
OZSJTIL,O,X,O,X,O
OZSJTLI,O,O,O,X,X
OZSJITL,O,X,X,X,O
OZSJILT,O,X,X,X,O
OZSJLTI,O,O,O,X,X
OZSJLIT,O,O,O,X,O
