sequence,v115@7gB8HeB8FeF8EeF8AeF8Jem6IvhFRcBSiBTfB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFzaBGdBRhB3gB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFxbBTdBflBlgBqm?B8qB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFibBchBTdBflB5l?B1wB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhFTbBSiBflBRrB8q?BlrB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFfgBxbBTdBWmB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeO/IvhF0bBxcBzfBSmBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeT6IvhFlbBGdBxkB0mB/q?BirB,v115@7gB8HeB8FeF8EeF8AeF8Je36IvhFTdBxgB2kBChB0m?BlqB,v115@7gB8HeB8FeF8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@7gB8HeB8FeF8EeF8AeF8JeK/IvhFGbBUgBxhBThBXn?BlqB
LTJOIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
LTJOSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTJOSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LTJOZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
LTJOZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LTSIJZO,O,X,X,O,O,O,O,X,X,X,X,O,X
LTSIJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LTSIZJO,O,X,X,O,O,X,O,X,X,X,X,X,O
LTSIZOJ,O,X,X,O,O,O,O,X,X,X,X,X,X
LTSIOJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTSIOZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LTSJIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
LTSJIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LTSJZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
LTSJZOI,O,X,O,O,X,O,X,X,O,X,X,X,X
LTSJOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LTSJOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
LTSZIJO,O,O,O,O,X,X,O,X,X,X,X,X,O
LTSZIOJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,O,O,X,X,X,X,X,O
LTSZJOI,O,O,O,O,X,O,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LTSOIJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTSOIZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LTSOJIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTSOJZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LTSOZIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTSOZJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LTZIJSO,O,O,X,X,X,X,O,O,X,X,X,O,O
LTZIJOS,O,O,O,X,X,X,O,O,X,X,X,O,O
LTZISJO,O,O,O,O,X,X,O,O,X,X,X,X,O
LTZISOJ,O,O,O,O,X,X,O,O,X,X,O,X,X
LTZIOJS,O,O,O,X,X,X,O,O,O,X,X,X,O
LTZIOSJ,O,O,O,O,X,X,O,O,X,X,O,X,X
LTZJISO,O,O,X,X,X,X,O,O,X,X,X,O,O
LTZJIOS,O,O,O,X,X,X,O,O,O,X,X,O,O
LTZJSIO,O,O,O,O,X,O,O,O,X,X,X,O,O
LTZJSOI,O,O,O,O,X,O,X,X,O,X,X,X,X
LTZJOIS,O,O,O,X,X,X,O,O,O,X,X,O,O
LTZJOSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LTZSIJO,O,O,O,O,X,X,O,O,X,X,X,X,O
LTZSIOJ,O,O,O,O,X,O,O,O,X,X,X,X,X
LTZSJIO,O,O,O,O,X,O,O,O,X,X,X,X,O
LTZSJOI,O,O,O,O,X,O,X,X,X,X,X,X,X
LTZSOIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTZSOJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LTZOIJS,O,O,O,X,X,X,O,O,O,X,X,X,O
LTZOISJ,O,O,O,O,X,X,O,O,X,X,O,X,X
LTZOJIS,O,O,O,X,X,X,O,O,O,X,X,X,O
LTZOJSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LTZOSIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTZOSJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LTOIJZS,O,O,O,X,X,X,O,X,O,X,X,O,X
LTOISJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTOISZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,O,X,O,X,X,X,O
LTOIZSJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LTOJIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
LTOJSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTOJSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LTOJZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
LTOJZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LTOSIJZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTOSIZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LTOSJIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LTOSJZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LTOSZIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTOSZJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LTOZIJS,O,O,O,X,X,X,O,X,O,X,X,X,O
LTOZISJ,O,O,O,O,X,X,O,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,X,O,X,O,X,X,X,O
LTOZJSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LTOZSIJ,O,O,O,O,X,O,O,X,X,X,X,X,X
LTOZSJI,O,O,O,O,X,O,O,X,X,X,X,X,X
LITJSZO,O,X,X,X,O,O,X,X,X,X,X,O,X
LITJSOZ,O,O,X,X,X,O,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,O,X,X,X,O,O
LITJZOS,X,O,X,X,X,X,X,O,O,X,X,O,O
LITJOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LITJOZS,O,O,O,X,X,X,X,O,O,X,X,O,X
LITSJZO,O,X,X,O,O,O,X,X,X,X,X,O,X
LITSJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LITSZJO,O,X,X,O,O,X,X,O,X,X,X,X,O
LITSZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X
LITSOJZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LITSOZJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LITZJSO,O,O,X,X,X,X,X,O,X,X,X,O,O
LITZJOS,O,O,O,X,X,X,X,O,X,X,X,O,O
LITZSJO,O,O,O,O,X,X,X,O,X,X,X,X,O
LITZSOJ,O,O,O,O,X,X,X,O,X,X,X,X,X
LITZOJS,O,O,O,X,X,X,X,O,O,X,X,X,O
LITZOSJ,O,O,O,O,X,X,X,O,X,X,X,X,X
LITOJSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LITOJZS,O,O,O,X,X,X,X,O,O,X,X,O,X
LITOSJZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LITOSZJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LITOZJS,O,O,O,X,X,X,X,O,O,X,X,X,O
LITOZSJ,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJTSZO,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,O,X,X,X,X,O
LIJTZOS,X,O,X,X,X,X,X,O,O,X,X,X,O
LIJTOSZ,O,O,O,X,X,X,X,X,O,X,X,X,X
LIJTOZS,O,O,O,X,X,X,X,O,O,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJSZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X,O,X,O,O
LIJZTOS,O,O,O,X,X,X,X,O,O,O,X,O,O
LIJZSTO,O,X,O,X,O,X,X,X,X,O,X,O,O
LIJZSOT,O,O,O,X,O,X,X,O,X,O,X,X,X
LIJZOTS,O,O,O,X,X,X,X,O,X,O,X,O,O
LIJZOST,O,O,O,X,X,X,X,O,X,O,X,X,X
LIJOTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,O,O,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LIJOZTS,O,O,O,X,X,X,X,O,X,O,X,X,X
LIJOZST,O,O,O,X,X,X,X,O,X,O,X,X,X
LISTJZO,O,X,X,O,O,O,X,X,X,X,X,X,X
LISTJOZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LISTZJO,O,X,X,O,O,X,X,O,X,X,X,X,O
LISTZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X
LISTOJZ,O,X,O,O,X,O,X,X,O,X,X,X,X
LISTOZJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LISJTZO,X,X,X,O,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LISJZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LISJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LISZJTO,O,X,O,X,O,X,X,X,X,X,X,X,O
LISZJOT,O,X,O,X,O,X,X,O,X,X,X,X,X
LISZOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LISZOJT,O,X,O,X,O,X,X,O,X,X,X,X,X
LISOTJZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LISOJTZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LISOJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LISOZJT,X,X,O,X,O,X,X,O,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,O,X,O,X,X,O
LIZTJOS,O,O,O,X,X,X,X,O,X,O,X,X,O
LIZTSJO,O,O,O,X,X,X,X,O,X,O,X,X,O
LIZTSOJ,O,O,O,X,X,X,X,O,X,O,X,X,X
LIZTOJS,O,O,O,X,X,X,X,O,O,O,X,X,O
LIZTOSJ,O,O,O,X,X,X,X,O,X,O,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,O,X,X,O
LIZJTOS,O,O,O,X,X,X,X,O,X,O,X,X,O
LIZJSTO,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZJSOT,O,O,O,X,O,X,X,O,X,O,X,X,X
LIZJOTS,O,O,O,X,X,X,X,O,X,O,X,X,O
LIZJOST,O,O,O,X,X,X,X,O,X,O,X,X,X
LIZSTJO,O,X,O,X,O,X,X,X,X,O,X,X,X
LIZSTOJ,O,X,O,X,O,X,X,X,X,O,X,X,X
LIZSJTO,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZSJOT,O,O,O,X,O,X,X,O,X,O,X,X,X
LIZSOTJ,O,X,O,X,O,X,X,X,X,O,X,X,X
LIZSOJT,O,O,O,X,O,X,X,O,X,O,X,X,X
LIZOTJS,O,O,O,X,X,X,X,O,X,O,X,X,X
LIZOTSJ,O,X,O,X,X,X,X,O,X,O,X,X,X
LIZOJTS,O,O,O,X,X,X,X,O,X,O,X,X,O
LIZOJST,O,O,O,X,X,X,X,O,X,O,X,X,X
LIZOSTJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LIZOSJT,O,O,O,X,X,X,X,O,X,O,X,X,X
LIOTJSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LIOTJZS,O,O,O,X,X,X,X,O,O,X,X,X,X
LIOTSJZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LIOTSZJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,X,O,O,X,X,X,O
LIOTZSJ,X,O,O,O,X,X,X,O,X,X,X,X,X
LIOJTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,O,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,O,O,X,X,X,X,O,X,O,X,X,X
LIOJZST,O,O,O,X,X,X,X,O,X,O,X,X,X
LIOSTJZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LIOSJTZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOSJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSZJT,X,X,O,X,O,X,X,O,X,X,X,X,X
LIOZTJS,O,O,O,X,X,X,X,O,X,O,X,X,X
LIOZTSJ,O,X,O,X,X,X,X,O,X,O,X,X,X
LIOZJTS,O,O,O,X,X,X,X,O,X,O,X,X,O
LIOZJST,O,O,O,X,X,X,X,O,X,O,X,X,X
LIOZSTJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LIOZSJT,O,O,O,X,X,X,X,O,X,O,X,X,X
LJTISZO,O,X,X,X,O,O,O,X,X,X,X,O,X
LJTISOZ,O,O,X,X,X,O,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,O,X,X,X,X,O,O
LJTIZOS,X,O,X,X,X,X,O,X,O,X,X,O,O
LJTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,O,O,O,X,X,X,O,X,O,X,X,O,X
LJTSIZO,O,X,X,O,O,O,O,X,X,X,X,O,X
LJTSIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LJTSZIO,O,X,O,O,X,O,O,X,X,X,X,O,X
LJTSZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
LJTSOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LJTSOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
LJTZISO,X,O,X,X,X,X,O,O,X,X,X,O,O
LJTZIOS,X,O,O,X,X,X,O,O,O,X,X,O,O
LJTZSIO,X,O,O,O,X,O,O,O,X,X,X,O,O
LJTZSOI,X,O,O,O,X,O,X,X,O,X,X,X,X
LJTZOIS,X,O,O,X,X,X,O,O,O,X,X,O,O
LJTZOSI,X,O,O,O,X,O,X,X,O,X,X,X,X
LJTOISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LJTOIZS,O,O,O,X,X,X,O,X,O,X,X,O,X
LJTOSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LJTOSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LJTOZIS,O,O,O,X,X,X,O,X,O,X,X,O,X
LJTOZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X,O
LJITZOS,X,O,X,X,X,X,X,X,O,X,X,X,O
LJITOSZ,O,O,O,X,X,X,X,X,O,X,X,X,X
LJITOZS,O,O,O,X,X,X,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LJISZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X,O,X,O,O
LJIZTOS,O,O,O,X,X,X,X,X,O,O,X,O,O
LJIZSTO,O,X,O,X,O,X,X,X,X,O,X,O,O
LJIZSOT,O,O,O,X,O,X,X,X,X,O,X,X,X
LJIZOTS,O,O,O,X,X,X,X,X,X,O,X,O,O
LJIZOST,O,O,O,X,X,X,X,X,X,O,X,X,X
LJIOTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LJIOZTS,O,O,O,X,X,X,X,X,X,O,X,X,X
LJIOZST,O,O,O,X,X,X,X,X,X,O,X,X,X
LJSTIZO,X,X,X,O,O,O,X,X,X,X,X,X,X
LJSTIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LJSTZIO,X,X,O,O,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
LJSTOIZ,X,O,O,O,X,O,X,X,O,X,X,X,X
LJSTOZI,X,X,O,O,X,O,X,X,O,X,X,X,X
LJSITZO,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LJSIZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LJSIOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSZITO,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LJSOTZI,X,X,O,O,X,O,X,X,X,X,X,X,X
LJSOITZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LJSOIZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X,X,O,O
LJZTIOS,O,O,O,X,X,X,X,X,O,X,X,O,O
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZTSOI,O,O,O,X,X,X,X,X,O,X,X,X,X
LJZTOIS,O,O,O,X,X,X,X,X,O,X,X,O,O
LJZTOSI,O,O,O,X,X,X,X,X,O,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,O,X,O,O
LJZITOS,O,O,O,X,X,X,X,X,O,O,X,O,O
LJZISTO,O,X,O,X,O,X,X,X,X,O,X,O,O
LJZISOT,O,O,O,X,O,X,X,X,X,O,X,X,X
LJZIOTS,O,O,O,X,X,X,X,X,X,O,X,O,O
LJZIOST,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZSTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZSITO,O,X,O,X,O,X,X,X,X,X,X,O,O
LJZSIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,X,X,X,X,X,O,X,X,O,O
LJZOTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
LJZOITS,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZOIST,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,O,O,X,O,X,X,X,X
LJOTIZS,O,O,O,X,X,X,O,X,O,X,X,X,X
LJOTSIZ,O,O,O,O,X,O,O,X,O,X,X,X,X
LJOTSZI,O,X,O,O,X,O,O,X,O,X,X,X,X
LJOTZIS,O,O,O,X,X,X,O,X,O,X,X,X,X
LJOTZSI,O,O,O,O,X,O,O,X,O,X,X,X,X
LJOITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LJOSTZI,O,X,O,O,X,O,X,X,X,X,X,X,X
LJOSITZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LJOSIZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOZTSI,O,O,O,X,X,X,X,X,O,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,O,O,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTIZJO,O,X,X,O,O,X,X,X,X,X,X,X,O
LSTIZOJ,O,X,X,O,O,O,X,X,X,X,X,X,X
LSTIOJZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LSTIOZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTJIZO,O,X,X,O,O,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTJZIO,O,X,O,O,X,O,X,X,X,X,X,X,X
LSTJZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
LSTJOIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LSTJOZI,O,X,O,O,X,O,X,X,O,X,X,X,X
LSTZIJO,O,O,O,O,X,X,X,X,X,X,X,X,O
LSTZIOJ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,X,O,X,X,X,X,X,X,O
LSTZJOI,X,O,O,O,X,O,X,X,X,X,X,X,X
LSTZOIJ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LSTOIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LSTOJZI,O,X,O,O,X,O,X,X,O,X,X,X,X
LSTOZIJ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSTOZJI,O,O,O,O,X,O,X,X,X,X,X,X,X
LSITJZO,O,X,X,O,O,O,X,X,X,X,X,X,X
LSITJOZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LSITZJO,O,X,X,O,O,X,X,X,X,X,X,X,O
LSITZOJ,O,X,X,O,O,O,X,X,X,X,X,X,X
LSITOJZ,O,X,O,O,X,O,X,X,O,X,X,X,X
LSITOZJ,O,X,X,O,X,O,X,X,X,X,X,X,X
LSIJTZO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LSIJZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIJZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSIJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSIZJTO,O,X,O,X,O,X,X,X,X,X,X,X,O
LSIZJOT,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSIZOJT,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,O,X,X,X,X,X,X,X
LSIOJTZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LSIOJZT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIOZJT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,O,O,O,X,X,X,X,X,X,X
LSJTIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSJTZIO,X,X,O,O,X,O,X,X,X,X,X,X,X
LSJTZOI,X,X,O,O,X,O,X,X,O,X,X,X,X
LSJTOIZ,X,O,O,O,X,O,X,X,O,X,X,X,X
LSJTOZI,X,X,O,O,X,O,X,X,O,X,X,X,X
LSJITZO,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJITOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LSJIZTO,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJIZOT,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSJIOZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,O,O,X,X,X,X,X,O,X,X,X,X
LSJZITO,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJZIOT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZOTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSJOTZI,X,X,O,O,X,O,X,X,X,X,X,X,X
LSJOITZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LSJOIZT,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOZTI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,X,X,X,X,X,X,X,X,O
LSZTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
