sequence,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFCe?BUgBFhBXjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFGe?BUgBFhBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFqi?BTeBUgBFhBGrBXrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BqiBTeBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BCeBFgBXjBUmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BWjBFgBXjBCrBUrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BGeB1lBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjB6rBzqB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BuiBcjBFgBqqB/rB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFGe?BylBziB5mBfrBlqB
IZTJSOL,O,X,X,X,O,X,O,O,O,O,X
IZTJOLS,X,O,O,X,O,X,O,X,X,X,X
IZTJOSL,O,O,X,X,O,O,O,O,O,O,X
IZTSLJO,O,X,X,X,O,X,X,X,X,O,X
IZTSLOJ,O,X,O,O,O,X,X,X,X,O,X
IZTSJLO,O,X,X,X,O,X,X,O,O,O,X
IZTSJOL,O,X,X,X,O,X,O,O,O,O,X
IZTSOLJ,O,X,X,X,O,X,X,X,X,X,X
IZTSOJL,X,O,X,X,X,X,O,X,X,O,X
IZTOLJS,X,O,O,O,X,X,O,X,X,X,X
IZTOLSJ,X,O,O,O,X,X,O,X,X,X,X
IZTOJLS,X,O,X,X,X,X,O,X,X,X,X
IZTOJSL,X,O,X,X,X,O,O,O,O,O,X
IZTOSLJ,O,X,X,X,O,X,X,X,X,X,X
IZTOSJL,X,O,X,X,X,X,O,X,X,X,X
IZLTJSO,X,X,O,X,X,O,O,O,O,O,X
IZLTJOS,X,O,O,O,X,O,O,O,X,X,X
IZLTSJO,O,X,X,O,X,O,O,O,X,O,X
IZLTSOJ,O,O,O,O,X,O,O,X,X,O,X
IZLTOJS,X,O,O,O,X,O,O,O,X,X,X
IZLTOSJ,X,O,O,O,X,O,O,X,X,X,X
IZLJTSO,O,X,O,X,X,O,O,O,O,O,X
IZLJTOS,X,O,O,X,X,O,O,O,X,X,X
IZLJSTO,O,X,O,X,X,X,O,O,X,O,X
IZLJSOT,O,X,O,X,X,X,O,X,X,O,X
IZLJOTS,X,O,O,O,X,X,O,O,X,X,X
IZLJOST,X,O,O,O,X,X,O,X,X,O,X
IZLSTJO,O,X,X,O,X,X,X,O,X,O,X
IZLSTOJ,O,O,O,O,X,X,X,X,X,O,X
IZLSJTO,O,X,O,X,X,X,O,O,X,O,X
IZLSJOT,O,X,O,O,X,X,O,X,X,O,X
IZLSOTJ,O,O,O,O,X,X,X,X,X,O,X
IZLSOJT,O,O,O,O,X,X,O,X,X,O,X
IZLOTJS,X,O,O,O,X,X,O,O,X,X,O
IZLOTSJ,X,O,O,O,X,X,O,X,X,X,O
IZLOJTS,X,O,O,O,X,X,O,O,X,X,O
IZLOJST,X,O,O,O,X,X,O,X,X,O,O
IZLOSTJ,X,O,O,O,X,X,X,X,X,O,O
IZLOSJT,X,O,O,O,X,X,O,X,X,O,O
IZJTLSO,O,X,O,X,O,X,O,O,O,O,X
IZJTLOS,X,X,O,X,O,X,O,O,X,X,X
IZJTSLO,O,X,O,X,O,X,X,O,O,O,X
IZJTSOL,O,X,X,X,O,X,O,O,O,O,X
IZJTOLS,X,O,O,X,O,X,O,X,X,X,X
IZJTOSL,O,O,X,X,O,O,O,O,O,O,X
IZJLTSO,O,X,O,X,X,O,O,O,O,O,X
IZJLTOS,X,O,O,X,X,O,O,O,X,X,X
IZJLSTO,O,X,O,X,O,X,O,O,X,O,X
IZJLSOT,O,X,O,X,O,X,O,X,X,O,X
IZJLOTS,X,O,O,O,X,X,O,O,X,X,X
IZJLOST,X,O,O,O,O,X,O,X,X,O,X
IZJSTLO,O,X,O,X,O,X,X,O,O,O,X
IZJSTOL,O,X,X,X,O,X,O,O,O,O,X
IZJSLTO,O,X,O,X,O,X,O,O,X,O,X
IZJSLOT,O,X,O,X,O,X,O,X,X,O,X
IZJSOTL,O,X,X,X,O,X,O,X,X,O,X
IZJSOLT,O,X,X,X,O,X,O,X,X,O,X
IZJOTLS,X,O,O,X,X,X,O,X,X,X,X
IZJOTSL,O,O,X,X,O,X,O,O,O,O,X
IZJOLTS,X,O,O,X,X,X,O,O,X,X,X
IZJOLST,X,O,O,X,O,X,O,X,X,O,X
IZJOSTL,O,O,X,X,O,X,O,X,X,O,X
IZJOSLT,O,O,X,X,O,X,O,X,X,O,X
IZSTLJO,O,X,X,O,O,X,X,X,X,O,X
IZSTLOJ,O,X,O,O,O,X,X,X,X,O,X
IZSTJLO,O,X,X,O,O,X,X,O,O,O,X
IZSTJOL,O,X,X,X,O,X,X,O,O,O,X
IZSTOLJ,O,X,X,O,O,X,X,X,X,X,X
IZSTOJL,X,O,X,X,X,X,X,X,X,O,X
IZSLTJO,O,X,X,O,O,X,X,O,X,O,X
IZSLTOJ,O,O,O,O,O,X,X,X,X,O,X
IZSLJTO,O,X,O,X,O,X,X,O,X,O,X
IZSLJOT,O,X,O,O,O,X,X,X,X,O,X
IZSLOTJ,O,O,O,O,O,X,X,X,X,O,X
IZSLOJT,O,O,O,O,X,X,X,X,X,O,X
IZSJTLO,O,X,O,X,O,X,X,O,O,O,X
IZSJTOL,O,X,X,X,O,X,O,O,O,O,X
IZSJLTO,O,X,O,X,O,X,O,O,X,O,X
IZSJLOT,O,X,O,O,O,X,O,X,X,O,X
IZSJOTL,O,X,X,X,O,X,O,X,X,O,X
IZSJOLT,O,X,X,X,O,X,O,X,X,O,X
IZSOTLJ,O,X,X,X,X,X,X,X,X,X,X
IZSOTJL,X,O,X,X,X,X,X,X,X,O,X
IZSOLTJ,O,O,X,O,O,X,X,X,X,O,X
IZSOLJT,O,O,X,O,X,X,X,X,X,O,X
IZSOJTL,O,O,X,X,X,X,O,X,X,O,X
IZSOJLT,O,O,X,X,X,X,O,X,X,O,X
IZOTLJS,X,O,O,X,X,X,O,X,X,X,X
IZOTLSJ,X,O,O,X,X,X,O,X,X,X,X
IZOTJLS,X,O,X,X,X,X,O,X,X,X,X
IZOTJSL,X,O,X,X,X,X,O,O,O,O,X
IZOTSLJ,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,O,X,X,X,X,O,X,X,X,X
IZOLTJS,X,O,O,O,X,X,O,O,X,X,O
IZOLTSJ,X,O,O,O,X,X,O,X,X,X,O
IZOLJTS,X,O,O,O,X,X,O,O,X,X,O
IZOLJST,X,O,O,O,X,X,O,X,X,O,O
IZOLSTJ,X,O,O,O,X,X,X,X,X,O,O
IZOLSJT,X,O,O,O,X,X,O,X,X,O,O
IZOJTLS,X,O,O,X,X,X,O,X,X,X,X
IZOJTSL,O,O,X,X,X,X,O,O,O,O,X
IZOJLTS,X,O,O,X,X,X,O,O,X,X,O
IZOJLST,X,O,O,X,X,X,O,X,X,O,O
IZOJSTL,O,O,X,X,X,X,O,X,X,O,X
IZOJSLT,O,O,X,X,X,X,O,X,X,O,X
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,X
IZOSTJL,X,O,X,X,X,X,X,X,X,O,X
IZOSLTJ,O,O,X,X,O,X,X,X,X,O,X
IZOSLJT,O,O,X,X,X,X,X,X,X,O,X
IZOSJTL,O,O,X,X,X,X,O,X,X,O,X
IZOSJLT,O,O,X,X,X,X,O,X,X,O,X
IOTLJSZ,X,X,X,X,X,O,O,X,X,X,X
IOTLJZS,X,O,X,X,X,X,O,X,X,X,X
IOTLSJZ,X,X,X,X,O,X,O,X,X,X,X
IOTLSZJ,X,X,X,X,O,X,O,X,X,X,X
IOTLZJS,X,O,X,X,X,X,O,X,X,X,X
IOTLZSJ,X,O,X,X,X,X,O,X,X,X,X
IOTJLSZ,X,X,X,X,O,O,O,X,X,X,X
IOTJLZS,X,O,X,X,X,O,O,X,X,X,X
IOTJSLZ,X,X,X,X,O,O,X,X,X,X,X
IOTJSZL,X,X,X,X,O,O,O,X,X,X,X
IOTJZLS,X,O,X,X,O,X,O,X,O,X,X
IOTJZSL,X,O,X,X,O,O,O,X,O,X,X
IOTSLJZ,X,X,X,X,O,X,X,X,X,X,X
IOTSLZJ,X,X,X,X,O,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,O,O,X,X,X,X,X
IOTSJZL,X,X,X,X,O,O,O,X,X,X,X
IOTSZLJ,X,X,X,X,O,X,X,X,X,X,X
IOTSZJL,X,X,X,X,X,X,O,X,X,X,X
IOTZLJS,X,O,X,X,X,X,O,X,O,X,X
IOTZLSJ,X,O,X,X,X,X,O,X,X,X,X
IOTZJLS,X,O,X,X,X,X,O,X,O,X,X
IOTZJSL,X,O,X,X,X,O,O,X,O,O,X
IOTZSLJ,X,X,X,X,O,X,X,X,X,X,X
IOTZSJL,X,O,X,X,X,X,O,X,O,X,X
IOLTJSZ,X,X,X,X,X,O,O,X,X,X,O
IOLTJZS,X,O,O,X,X,O,O,X,X,X,O
IOLTSJZ,X,X,X,X,X,O,O,X,X,X,O
IOLTSZJ,X,X,X,X,X,X,O,X,X,X,O
IOLTZJS,X,O,O,X,X,O,O,X,X,X,O
IOLTZSJ,X,O,O,X,X,O,O,X,X,X,O
IOLJTSZ,X,X,X,X,X,O,O,X,X,X,O
IOLJTZS,X,O,O,X,X,O,O,X,X,X,O
IOLJSTZ,X,X,X,X,X,X,X,X,X,X,O
IOLJSZT,X,O,O,X,X,X,X,X,X,X,O
IOLJZTS,X,O,O,X,X,X,O,O,O,X,O
IOLJZST,X,O,O,X,X,X,O,X,X,X,O
IOLSTJZ,X,X,X,X,O,X,X,X,X,X,O
IOLSTZJ,X,X,X,X,O,X,X,X,X,O,O
IOLSJTZ,X,X,X,X,O,X,X,X,X,X,O
IOLSJZT,X,O,O,X,X,X,X,X,X,O,O
IOLSZTJ,X,O,O,X,O,X,X,X,X,O,O
IOLSZJT,X,O,O,X,X,X,X,X,X,O,O
IOLZTJS,X,O,O,X,X,X,O,O,O,X,O
IOLZTSJ,X,O,O,X,X,X,O,X,X,X,O
IOLZJTS,X,O,O,X,X,X,O,O,O,X,O
IOLZJST,X,O,O,X,X,X,O,X,X,O,O
IOLZSTJ,X,O,O,X,X,X,X,X,X,O,O
IOLZSJT,X,O,O,X,X,X,O,X,X,O,O
IOJTLSZ,X,X,X,X,O,O,O,X,X,X,X
IOJTLZS,X,O,X,X,X,O,O,X,X,X,X
IOJTSLZ,X,X,X,X,O,O,X,X,X,X,X
IOJTSZL,X,X,X,X,O,O,O,X,X,X,X
IOJTZLS,X,O,X,X,O,X,O,X,O,X,X
IOJTZSL,X,O,X,X,O,O,O,X,O,X,X
IOJLTSZ,X,X,X,X,X,O,O,X,X,X,O
IOJLTZS,X,O,O,X,X,O,O,X,X,X,O
IOJLSTZ,X,X,X,X,O,X,X,X,X,X,O
IOJLSZT,X,O,O,X,O,X,X,X,X,X,O
IOJLZTS,X,O,O,X,X,X,O,O,O,X,O
IOJLZST,X,O,O,X,X,X,O,X,X,X,O
IOJSTLZ,X,X,X,X,O,X,X,X,X,X,X
IOJSTZL,X,X,X,X,O,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,O,X,X,X,X,X,X
IOJSLZT,O,O,X,X,O,X,X,X,X,X,X
IOJSZTL,O,O,X,X,O,X,X,X,O,X,X
IOJSZLT,O,O,X,X,O,X,X,X,X,X,X
IOJZTLS,X,O,O,X,X,X,O,X,O,X,X
IOJZTSL,O,O,X,X,O,X,O,O,O,O,X
IOJZLTS,X,O,O,X,X,X,O,O,O,X,O
IOJZLST,X,O,O,X,O,X,O,X,X,O,O
IOJZSTL,O,O,X,X,O,X,O,X,O,O,X
IOJZSLT,O,O,X,X,O,X,O,X,X,O,X
IOSTLJZ,X,X,X,X,O,X,X,X,X,X,X
IOSTLZJ,X,X,X,X,O,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,O,X,X,X,X,X,X
IOSTJZL,X,X,X,X,O,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,O,X,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,X,X,X,O,X
IOSLTJZ,X,X,X,X,O,X,X,X,X,O,X
IOSLTZJ,X,X,X,X,O,X,X,X,X,O,X
IOSLJTZ,X,X,X,X,O,X,X,X,X,X,X
IOSLJZT,O,O,X,X,O,X,X,X,X,O,X
IOSLZTJ,O,O,X,X,O,X,X,X,X,O,X
IOSLZJT,O,O,X,X,X,X,X,X,X,O,X
IOSJTLZ,X,X,X,X,O,X,X,X,X,X,X
IOSJTZL,X,X,X,X,O,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,O,X,X,X,X,X,X
IOSJLZT,O,O,X,X,O,X,X,X,X,X,X
IOSJZTL,O,O,X,X,O,X,X,X,O,O,X
IOSJZLT,O,O,X,X,O,X,X,X,X,O,X
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,O,X,X,X,X,X,X,O,O,X
IOSZLTJ,O,O,X,X,O,X,X,X,X,O,X
IOSZLJT,O,O,X,X,X,X,X,X,X,O,X
IOSZJTL,O,O,X,X,X,X,X,X,O,O,X
IOSZJLT,O,O,X,X,X,X,X,X,X,O,X
IOZTLJS,X,O,O,X,X,X,O,X,O,X,X
IOZTLSJ,X,O,O,X,X,X,O,X,X,X,X
IOZTJLS,X,O,X,X,X,X,O,X,O,X,X
IOZTJSL,X,O,X,X,X,X,O,O,O,O,X
IOZTSLJ,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,X,X,X,O,X,O,X,X
IOZLTJS,X,O,O,X,X,X,O,O,O,X,O
IOZLTSJ,X,O,O,X,X,X,O,X,X,X,O
IOZLJTS,X,O,O,X,X,X,O,O,O,X,O
IOZLJST,X,O,O,X,X,X,O,X,X,O,O
IOZLSTJ,X,O,O,X,X,X,X,X,X,O,O
IOZLSJT,X,O,O,X,X,X,O,X,X,O,O
IOZJTLS,X,O,O,X,X,X,O,X,O,X,X
IOZJTSL,O,O,X,X,X,X,O,O,O,O,X
IOZJLTS,X,O,O,X,X,X,O,O,O,X,O
IOZJLST,X,O,O,X,X,X,O,X,X,O,O
IOZJSTL,O,O,X,X,X,X,O,X,O,O,X
IOZJSLT,O,O,X,X,X,X,O,X,X,O,X
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,O,X,X,X,X,X,X,O,O,X
IOZSLTJ,O,O,X,X,O,X,X,X,X,O,X
IOZSLJT,O,O,X,X,X,X,X,X,X,O,X
IOZSJTL,O,O,X,X,X,X,O,X,O,O,X
IOZSJLT,O,O,X,X,X,X,O,X,X,O,X
LTIJSZO,X,X,X,X,O,O,O,X,X,X,X
LTIJSOZ,X,X,X,X,O,O,X,X,X,X,X
LTIJZSO,X,X,O,X,O,O,O,O,X,X,X
LTIJZOS,X,X,O,X,O,O,O,O,X,X,X
LTIJOSZ,X,X,X,X,O,O,O,X,X,X,X
LTIJOZS,X,X,O,X,X,O,O,X,X,X,X
LTISJZO,X,X,X,O,O,O,O,X,X,X,X
LTISJOZ,X,X,X,O,O,O,X,X,X,X,X
LTISZJO,X,X,X,O,O,O,O,X,X,O,X
LTISZOJ,X,X,X,O,O,O,O,X,X,O,X
LTISOJZ,X,X,X,O,O,O,O,X,X,X,X
LTISOZJ,X,X,X,O,O,X,O,X,X,O,X
LTIZJSO,X,X,O,X,X,O,O,O,X,O,X
LTIZJOS,X,O,O,O,X,O,O,O,X,X,X
LTIZSJO,X,X,X,O,X,O,O,O,X,O,X
LTIZSOJ,X,O,O,O,X,O,O,X,X,O,X
LTIZOJS,X,O,O,O,X,O,O,O,X,X,X
LTIZOSJ,X,O,O,O,X,O,O,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,O,X,X,X,X
LTIOJZS,X,O,O,X,X,O,O,X,X,X,X
LTIOSJZ,X,X,X,O,O,O,O,X,X,X,X
LTIOSZJ,X,X,X,O,O,X,O,X,X,X,X
LTIOZJS,X,O,O,O,X,O,O,X,X,X,X
LTIOZSJ,X,O,O,O,X,O,O,X,X,X,X
LTJISZO,X,X,X,X,O,O,O,X,X,X,X
LTJISOZ,X,X,X,X,O,O,X,X,X,X,X
LTJIZSO,X,X,O,X,O,O,O,O,X,X,X
LTJIZOS,X,X,O,X,O,O,O,O,X,X,X
LTJIOSZ,X,X,X,X,O,O,O,X,X,X,X
LTJIOZS,X,X,O,X,X,O,O,X,X,X,X
LTJSIZO,X,X,X,O,O,O,O,X,X,X,X
LTJSIOZ,X,X,X,O,O,O,X,X,X,X,X
LTJSZIO,X,X,O,O,O,O,O,O,X,X,X
LTJSZOI,X,X,O,O,O,O,X,O,X,X,X
LTJSOIZ,X,X,X,O,O,O,X,X,X,X,X
LTJSOZI,X,X,O,O,O,O,X,X,X,X,X
LTJZISO,X,X,O,X,O,O,O,O,O,X,X
LTJZIOS,X,O,O,O,O,O,O,O,X,X,X
LTJZSIO,X,X,O,O,O,O,O,O,O,X,X
LTJZSOI,X,X,O,O,O,O,X,O,O,X,X
LTJZOIS,X,O,O,O,O,O,O,O,X,X,X
LTJZOSI,X,O,O,O,O,O,O,O,X,X,X
LTJOISZ,X,X,X,X,O,O,O,X,X,X,X
LTJOIZS,X,O,O,X,X,O,O,X,X,X,X
LTJOSIZ,X,X,X,O,O,O,O,X,X,X,X
LTJOSZI,X,O,O,O,O,O,O,X,X,X,X
LTJOZIS,X,O,O,O,X,O,O,O,X,X,X
LTJOZSI,X,O,O,O,X,O,O,O,X,X,X
LTSIJZO,X,X,X,O,O,O,O,X,X,X,X
LTSIJOZ,X,X,X,O,O,O,X,X,X,X,X
LTSIZJO,O,X,X,O,O,O,O,X,X,X,X
LTSIZOJ,O,X,X,O,O,O,O,X,X,X,X
LTSIOJZ,X,X,X,O,O,O,O,X,X,X,X
LTSIOZJ,X,X,X,O,O,X,O,X,X,X,X
LTSJIZO,X,X,X,O,O,O,O,X,X,X,X
LTSJIOZ,X,X,X,O,O,O,X,X,X,X,X
LTSJZIO,O,X,X,O,O,O,O,O,X,X,X
LTSJZOI,O,X,X,O,O,O,X,O,X,X,X
LTSJOIZ,X,X,X,O,O,O,X,X,X,X,X
LTSJOZI,X,X,X,O,O,O,X,X,X,X,X
LTSZIJO,O,X,X,O,O,O,O,O,X,X,X
LTSZIOJ,O,O,O,O,O,O,O,X,X,X,X
LTSZJIO,O,X,X,O,O,O,O,O,X,X,X
LTSZJOI,O,X,X,O,O,O,X,O,X,X,X
LTSZOIJ,O,O,O,O,O,O,O,X,X,X,X
LTSZOJI,O,O,O,O,X,O,O,X,X,X,X
LTSOIJZ,X,X,X,O,O,O,O,X,X,X,X
LTSOIZJ,X,X,X,O,O,X,O,X,X,X,X
LTSOJIZ,X,X,X,O,O,O,O,X,X,X,X
LTSOJZI,X,O,X,O,O,O,O,X,X,X,X
LTSOZIJ,O,O,O,O,O,X,O,X,X,X,X
LTSOZJI,O,O,O,O,X,X,O,X,X,X,X
LTZIJSO,X,X,O,X,X,O,O,O,O,O,X
LTZIJOS,X,O,O,O,X,O,O,O,X,X,X
LTZISJO,O,X,X,O,X,O,O,O,X,O,X
LTZISOJ,O,O,O,O,X,O,O,X,X,O,X
LTZIOJS,X,O,O,O,X,O,O,O,X,X,X
LTZIOSJ,X,O,O,O,X,O,O,X,X,X,X
LTZJISO,X,X,O,X,X,O,O,O,O,O,X
LTZJIOS,X,O,O,O,X,O,O,O,X,X,X
LTZJSIO,X,X,O,O,X,O,O,O,O,X,X
LTZJSOI,X,X,O,O,X,O,X,O,O,X,X
LTZJOIS,X,O,O,O,X,O,O,O,X,X,X
LTZJOSI,X,O,O,O,X,O,O,O,X,X,X
LTZSIJO,O,X,X,O,X,O,O,O,X,X,X
LTZSIOJ,O,O,O,O,X,O,O,X,X,X,X
LTZSJIO,O,X,X,O,X,O,O,O,X,X,X
LTZSJOI,O,X,X,O,X,O,X,O,X,X,X
LTZSOIJ,O,O,O,O,X,O,O,X,X,X,X
LTZSOJI,O,O,O,O,X,O,O,X,X,X,X
LTZOIJS,X,O,O,O,X,O,O,O,X,X,O
LTZOISJ,X,O,O,O,X,O,O,X,X,X,O
LTZOJIS,X,O,O,O,X,O,O,O,X,X,O
LTZOJSI,X,O,O,O,X,O,O,O,X,X,X
LTZOSIJ,X,O,O,O,X,O,O,X,X,X,X
LTZOSJI,X,O,O,O,X,O,O,X,X,X,X
LTOIJSZ,X,X,X,X,X,O,O,X,X,X,O
LTOIJZS,X,O,O,X,X,O,O,X,X,X,O
LTOISJZ,X,X,X,O,O,O,O,X,X,X,O
LTOISZJ,X,X,X,O,O,X,O,X,X,X,O
LTOIZJS,X,O,O,O,X,O,O,X,X,X,O
LTOIZSJ,X,O,O,O,X,O,O,X,X,X,O
LTOJISZ,X,X,X,X,X,O,O,X,X,X,O
LTOJIZS,X,O,O,X,X,O,O,X,X,X,O
LTOJSIZ,X,X,X,O,X,O,O,X,X,X,X
LTOJSZI,X,O,O,O,X,O,O,X,X,X,X
LTOJZIS,X,O,O,O,X,O,O,O,X,X,O
LTOJZSI,X,O,O,O,X,O,O,O,X,X,X
LTOSIJZ,X,X,X,O,O,O,O,X,X,X,X
LTOSIZJ,X,X,X,O,O,X,O,X,X,X,X
LTOSJIZ,X,X,X,O,O,O,O,X,X,X,X
LTOSJZI,X,O,X,O,X,O,O,X,X,X,X
LTOSZIJ,X,O,O,O,O,X,O,X,X,X,X
LTOSZJI,X,O,O,O,X,X,O,X,X,X,X
LTOZIJS,X,O,O,O,X,O,O,O,X,X,O
LTOZISJ,X,O,O,O,X,O,O,X,X,X,O
LTOZJIS,X,O,O,O,X,O,O,O,X,X,O
LTOZJSI,X,O,O,O,X,O,O,O,X,X,X
LTOZSIJ,X,O,O,O,X,O,O,X,X,X,X
LTOZSJI,X,O,O,O,X,O,O,X,X,X,X
LITJSZO,X,X,X,X,O,O,O,X,X,X,X
LITJSOZ,X,X,X,X,O,O,X,X,X,X,X
LITJZSO,X,X,O,X,O,O,O,O,X,X,X
LITJZOS,X,X,O,X,O,O,O,O,X,X,X
LITJOSZ,X,X,X,X,O,O,O,X,X,X,X
LITJOZS,X,X,O,X,X,O,O,X,X,X,X
LITSJZO,X,X,X,O,O,O,O,X,X,X,X
LITSJOZ,X,X,X,O,O,O,X,X,X,X,X
LITSZJO,X,X,X,O,O,O,O,X,X,O,X
LITSZOJ,X,X,X,O,O,O,O,X,X,O,X
LITSOJZ,X,X,X,O,O,O,O,X,X,X,X
LITSOZJ,X,X,X,O,O,X,O,X,X,O,X
LITZJSO,X,X,O,X,X,O,O,O,X,O,X
LITZJOS,X,O,O,O,X,O,O,O,X,X,X
LITZSJO,X,X,X,O,X,O,O,O,X,O,X
LITZSOJ,X,O,O,O,X,O,O,X,X,O,X
LITZOJS,X,O,O,O,X,O,O,O,X,X,X
LITZOSJ,X,O,O,O,X,O,O,X,X,X,X
LITOJSZ,X,X,X,X,X,O,O,X,X,X,X
LITOJZS,X,O,O,X,X,O,O,X,X,X,X
LITOSJZ,X,X,X,O,O,O,O,X,X,X,X
LITOSZJ,X,X,X,O,O,X,O,X,X,X,X
LITOZJS,X,O,O,O,X,O,O,X,X,X,X
LITOZSJ,X,O,O,O,X,O,O,X,X,X,X
LIJTSZO,X,X,X,X,O,O,O,X,X,X,X
LIJTSOZ,X,X,X,X,O,O,X,X,X,X,X
LIJTZSO,X,X,O,X,O,O,O,O,X,X,X
LIJTZOS,X,X,O,X,O,O,O,O,X,X,X
LIJTOSZ,X,X,X,X,O,O,X,X,X,X,X
LIJTOZS,X,X,O,X,X,O,O,X,X,X,X
LIJSTZO,O,X,X,X,O,O,X,X,X,X,X
LIJSTOZ,X,X,X,X,O,O,X,X,X,X,X
LIJSZTO,O,X,O,X,O,X,X,O,X,O,X
LIJSZOT,O,X,O,X,O,X,X,X,X,O,X
LIJSOTZ,X,X,X,X,O,X,X,X,X,X,X
LIJSOZT,O,X,O,X,O,X,X,X,X,O,X
LIJZTSO,O,X,O,X,X,O,O,O,O,O,X
LIJZTOS,X,O,O,X,X,O,O,O,X,X,X
LIJZSTO,O,X,O,X,O,X,O,O,X,O,X
LIJZSOT,O,X,O,X,O,X,O,X,X,O,X
LIJZOTS,X,O,O,X,X,O,O,O,X,X,X
LIJZOST,X,O,O,X,O,X,O,X,X,O,X
LIJOTSZ,X,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,O,O,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,X,X
LIJOSZT,X,O,O,X,O,X,X,X,X,X,X
LIJOZTS,X,O,O,X,X,X,X,O,X,X,X
LIJOZST,X,O,O,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,O,O,O,X,X,X,X,X
LISTJOZ,X,X,X,O,O,O,X,X,X,X,X
LISTZJO,O,X,X,O,O,O,X,X,X,O,X
LISTZOJ,O,X,X,O,O,O,X,X,X,O,X
LISTOJZ,X,X,X,O,O,O,X,X,X,X,X
LISTOZJ,X,X,X,O,O,X,X,X,X,O,X
LISJTZO,O,X,X,X,O,O,X,X,X,X,X
LISJTOZ,X,X,X,X,O,O,X,X,X,X,X
LISJZTO,O,X,O,X,O,X,X,O,X,O,X
LISJZOT,O,X,O,X,O,X,X,X,X,O,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,O,X,O,X,O,X,X,X,X,O,X
LISZTJO,O,X,X,O,O,X,X,O,X,O,X
LISZTOJ,O,O,O,O,O,X,X,X,X,O,X
LISZJTO,O,X,O,X,O,X,X,O,X,O,X
LISZJOT,O,X,O,O,O,X,X,X,X,O,X
LISZOTJ,O,O,O,O,O,X,X,X,X,O,X
LISZOJT,O,O,O,O,X,X,X,X,X,O,X
LISOTJZ,X,X,X,O,O,X,X,X,X,X,X
LISOTZJ,X,X,X,O,O,X,X,X,X,O,X
LISOJTZ,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,O,O,O,X,O,X,X,X,X,O,X
LISOZTJ,O,O,O,O,O,X,X,X,X,O,X
LISOZJT,O,O,O,O,X,X,X,X,X,O,X
LIZTJSO,X,X,O,X,X,O,O,O,O,O,X
LIZTJOS,X,O,O,O,X,O,O,O,X,X,X
LIZTSJO,O,X,X,O,X,O,O,O,X,O,X
LIZTSOJ,O,O,O,O,X,O,O,X,X,O,X
LIZTOJS,X,O,O,O,X,O,O,O,X,X,X
LIZTOSJ,X,O,O,O,X,O,O,X,X,X,X
LIZJTSO,O,X,O,X,X,O,O,O,O,O,X
LIZJTOS,X,O,O,X,X,O,O,O,X,X,X
LIZJSTO,O,X,O,X,X,X,O,O,X,O,X
LIZJSOT,O,X,O,X,X,X,O,X,X,O,X
LIZJOTS,X,O,O,O,X,O,O,O,X,X,X
LIZJOST,X,O,O,O,X,X,O,X,X,O,X
LIZSTJO,O,X,X,O,X,X,X,O,X,O,X
LIZSTOJ,O,O,O,O,X,X,X,X,X,O,X
LIZSJTO,O,X,O,X,X,X,O,O,X,O,X
LIZSJOT,O,X,O,O,X,X,O,X,X,O,X
LIZSOTJ,O,O,O,O,X,X,X,X,X,O,X
LIZSOJT,O,O,O,O,X,X,O,X,X,O,X
