sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB
JIOSLTZ,O,X,X,O,O,X,X
JIOSLZT,O,O,X,O,O,X,X
JIOSZTL,O,O,X,X,X,X,X
JIOSZLT,O,O,X,O,O,X,X
JIOZTLS,X,O,O,O,X,X,X
JIOZTSL,O,O,X,X,O,X,X
JIOZLTS,X,O,O,O,X,X,X
JIOZLST,O,O,O,O,X,X,X
JIOZSTL,O,O,X,X,X,X,X
JIOZSLT,O,O,O,O,O,X,X
JLTISZO,X,X,O,O,O,X,X
JLTISOZ,X,X,X,O,O,X,X
JLTIZSO,X,X,O,O,X,X,X
JLTIZOS,X,X,O,O,X,X,O
JLTIOSZ,X,X,X,O,O,X,X
JLTIOZS,X,X,O,O,X,X,O
JLTSIZO,X,X,O,O,O,O,X
JLTSIOZ,X,X,X,O,O,O,X
JLTSZIO,X,X,O,O,O,O,X
JLTSZOI,X,X,O,O,O,O,X
JLTSOIZ,X,X,X,O,O,O,X
JLTSOZI,X,X,X,O,O,O,X
JLTZISO,X,X,O,O,X,X,X
JLTZIOS,X,X,O,O,X,X,O
JLTZSIO,X,X,O,O,X,O,X
JLTZSOI,X,X,O,O,X,O,X
JLTZOIS,X,X,O,O,X,X,O
JLTZOSI,X,X,O,O,X,O,X
JLTOISZ,X,X,X,O,O,X,X
JLTOIZS,X,X,O,O,X,X,O
JLTOSIZ,X,X,X,O,O,O,X
JLTOSZI,X,X,X,O,O,O,X
JLTOZIS,X,X,O,O,X,X,O
JLTOZSI,X,X,O,O,X,O,X
JLITSZO,X,X,O,X,O,X,X
JLITSOZ,X,X,X,X,O,X,X
JLITZSO,X,X,O,X,X,X,X
JLITZOS,X,X,O,O,X,X,O
JLITOSZ,X,X,X,O,O,X,X
JLITOZS,X,X,O,O,X,X,O
JLISTZO,X,X,X,O,X,X,X
JLISTOZ,X,X,X,O,O,X,X
JLISZTO,X,X,X,O,X,X,X
JLISZOT,X,X,O,O,O,X,X
JLISOTZ,X,X,X,O,O,X,X
JLISOZT,X,X,X,O,O,X,X
JLIZTSO,X,X,O,X,X,X,X
JLIZTOS,X,X,O,O,X,X,X
JLIZSTO,X,X,X,O,X,X,X
JLIZSOT,X,X,O,O,X,X,X
JLIZOTS,X,X,O,O,X,X,X
JLIZOST,X,X,O,O,X,X,X
JLIOTSZ,X,X,X,O,O,X,X
JLIOTZS,X,X,X,O,X,X,O
JLIOSTZ,X,X,X,O,O,X,X
JLIOSZT,X,X,X,O,O,X,X
JLIOZTS,X,X,O,O,X,X,X
JLIOZST,X,X,O,O,X,X,X
JLSTIZO,X,X,X,O,X,O,X
JLSTIOZ,X,X,X,O,O,O,X
JLSTZIO,X,X,X,O,X,O,X
JLSTZOI,X,X,X,O,X,O,X
JLSTOIZ,X,X,X,O,O,O,X
JLSTOZI,X,X,X,X,X,O,X
JLSITZO,X,X,X,O,X,O,X
JLSITOZ,X,X,X,O,O,O,X
JLSIZTO,X,X,X,O,X,O,X
JLSIZOT,X,X,O,O,O,X,X
JLSIOTZ,X,X,X,O,O,X,X
JLSIOZT,X,X,X,O,O,X,X
JLSZTIO,X,X,X,O,X,O,X
JLSZTOI,X,X,X,O,X,O,X
JLSZITO,X,X,X,O,X,O,X
JLSZIOT,X,X,O,O,O,X,X
JLSZOTI,X,X,X,O,X,X,X
JLSZOIT,X,X,O,O,O,X,X
JLSOTIZ,X,X,X,O,O,X,X
JLSOTZI,X,X,X,X,X,X,X
JLSOITZ,X,X,X,O,O,X,X
JLSOIZT,X,X,X,O,O,X,X
JLSOZTI,X,X,X,O,X,X,X
JLSOZIT,X,X,X,O,O,X,X
JLZTISO,X,X,O,O,X,X,X
JLZTIOS,X,X,O,O,X,X,X
JLZTSIO,X,X,O,O,X,O,X
JLZTSOI,X,X,O,O,X,O,X
JLZTOIS,X,X,O,O,X,X,X
JLZTOSI,X,X,O,O,X,O,X
JLZITSO,X,X,O,X,X,X,X
JLZITOS,X,X,O,O,X,X,X
JLZISTO,X,X,X,O,X,X,X
JLZISOT,X,X,O,O,X,X,X
JLZIOTS,X,X,O,O,X,X,X
JLZIOST,X,X,O,O,X,X,X
JLZSTIO,X,X,X,O,X,O,X
JLZSTOI,X,X,X,O,X,O,X
JLZSITO,X,X,X,O,X,O,X
JLZSIOT,X,X,O,O,X,X,X
JLZSOTI,X,X,X,O,X,X,X
JLZSOIT,X,X,O,O,X,X,X
JLZOTIS,X,X,O,O,X,X,X
JLZOTSI,X,X,O,O,X,X,X
JLZOITS,X,X,O,O,X,X,X
JLZOIST,X,X,O,O,X,X,X
JLZOSTI,X,X,X,O,X,X,X
JLZOSIT,X,X,O,O,X,X,X
JLOTISZ,X,X,X,O,O,X,X
JLOTIZS,X,X,X,O,X,X,O
JLOTSIZ,X,X,X,O,O,X,X
JLOTSZI,X,X,X,O,O,X,X
JLOTZIS,X,X,X,O,X,X,O
JLOTZSI,X,X,X,O,X,X,X
JLOITSZ,X,X,X,O,O,X,X
JLOITZS,X,X,X,O,X,X,O
JLOISTZ,X,X,X,O,O,X,X
JLOISZT,X,X,X,O,O,X,X
JLOIZTS,X,X,O,O,X,X,X
JLOIZST,X,X,O,O,X,X,X
JLOSTIZ,X,X,X,O,O,X,X
JLOSTZI,X,X,X,X,X,X,X
JLOSITZ,X,X,X,O,O,X,X
JLOSIZT,X,X,X,O,O,X,X
JLOSZTI,X,X,X,O,X,X,X
JLOSZIT,X,X,X,O,O,X,X
JLOZTIS,X,X,O,O,X,X,X
JLOZTSI,X,X,X,O,X,X,X
JLOZITS,X,X,O,O,X,X,X
JLOZIST,X,X,O,O,X,X,X
JLOZSTI,X,X,X,O,X,X,X
JLOZSIT,X,X,O,O,X,X,X
JSTILZO,O,X,X,O,O,O,X
JSTILOZ,O,X,X,O,O,O,X
JSTIZLO,O,X,X,O,O,O,X
JSTIZOL,O,X,X,O,O,O,X
JSTIOLZ,O,X,X,O,O,O,X
JSTIOZL,O,X,X,X,O,O,X
JSTLIZO,O,X,X,O,O,O,X
JSTLIOZ,O,X,X,O,O,O,X
JSTLZIO,O,X,X,O,O,O,X
JSTLZOI,O,X,X,O,O,O,X
JSTLOIZ,O,X,X,O,O,O,X
JSTLOZI,O,X,X,X,O,O,X
JSTZILO,O,X,X,O,O,O,X
JSTZIOL,O,X,X,O,O,O,X
JSTZLIO,O,X,X,O,O,O,X
JSTZLOI,O,X,X,O,O,O,X
JSTZOIL,O,X,X,O,O,O,X
JSTZOLI,O,X,X,O,O,O,X
JSTOILZ,O,X,X,O,O,O,X
JSTOIZL,O,X,X,X,O,O,X
JSTOLIZ,O,X,X,O,O,O,X
JSTOLZI,O,X,X,X,O,O,X
JSTOZIL,O,X,X,X,O,O,X
JSTOZLI,O,X,X,X,O,O,X
JSITLZO,O,X,X,O,O,O,X
JSITLOZ,O,X,X,O,O,O,X
JSITZLO,O,X,X,O,O,O,X
JSITZOL,O,X,X,O,O,O,X
JSITOLZ,O,X,X,O,O,O,X
JSITOZL,O,X,X,X,O,O,X
JSILTZO,O,X,X,O,X,O,X
JSILTOZ,O,X,X,O,O,O,X
JSILZTO,O,O,X,O,X,O,X
JSILZOT,O,O,O,O,O,X,X
JSILOTZ,O,X,X,O,O,X,X
JSILOZT,O,O,X,O,O,X,X
JSIZTLO,O,O,X,O,X,O,X
JSIZTOL,O,O,X,O,X,O,X
JSIZLTO,O,O,X,O,X,O,X
JSIZLOT,O,O,O,O,O,X,X
JSIZOTL,O,O,X,O,X,O,X
JSIZOLT,O,O,O,O,O,X,X
JSIOTLZ,O,X,X,O,O,O,X
JSIOTZL,O,X,X,X,O,O,X
JSIOLTZ,O,X,X,O,O,X,X
JSIOLZT,O,O,X,O,O,X,X
JSIOZTL,O,O,X,O,X,O,X
JSIOZLT,O,O,X,O,O,X,X
JSLTIZO,O,X,X,O,X,O,X
JSLTIOZ,O,X,X,O,O,O,X
JSLTZIO,O,X,X,O,X,O,X
JSLTZOI,O,X,X,O,X,O,X
JSLTOIZ,O,X,X,O,O,O,X
JSLTOZI,O,X,X,X,X,O,X
JSLITZO,O,X,X,O,X,O,X
JSLITOZ,O,X,X,O,O,O,X
JSLIZTO,O,O,X,O,X,O,X
JSLIZOT,O,O,O,O,O,X,X
JSLIOTZ,O,X,X,O,O,X,X
JSLIOZT,O,O,X,O,O,X,X
JSLZTIO,O,O,X,O,X,O,X
JSLZTOI,O,O,X,O,X,O,X
JSLZITO,O,O,X,O,X,O,X
JSLZIOT,O,O,O,O,O,X,X
JSLZOTI,O,O,X,O,X,X,X
JSLZOIT,O,O,O,O,O,X,X
JSLOTIZ,O,X,X,O,O,X,X
JSLOTZI,O,X,X,X,X,X,X
JSLOITZ,O,X,X,O,O,X,X
JSLOIZT,O,O,X,O,O,X,X
JSLOZTI,O,O,X,O,X,X,X
JSLOZIT,O,O,X,O,O,X,X
JSZTILO,O,O,X,O,X,O,X
JSZTIOL,O,O,X,O,X,O,X
JSZTLIO,O,O,X,O,X,O,X
JSZTLOI,O,O,X,O,X,O,X
JSZTOIL,O,O,X,O,X,O,X
JSZTOLI,O,O,X,O,X,O,X
JSZITLO,O,O,X,O,X,O,X
JSZITOL,O,O,X,O,X,O,X
JSZILTO,O,O,X,O,X,O,X
JSZILOT,O,O,O,O,O,X,X
JSZIOTL,O,O,X,O,X,O,X
JSZIOLT,O,O,O,O,O,X,X
JSZLTIO,O,O,X,O,X,O,X
JSZLTOI,O,O,X,O,X,O,X
JSZLITO,O,O,X,O,X,O,X
JSZLIOT,O,O,O,O,O,X,X
JSZLOTI,O,O,X,O,X,X,X
JSZLOIT,O,O,O,O,O,X,X
JSZOTIL,O,O,X,O,X,O,X
JSZOTLI,O,O,X,O,X,O,X
JSZOITL,O,O,X,O,X,O,X
JSZOILT,O,O,O,O,O,X,X
JSZOLTI,O,O,X,O,X,X,X
JSZOLIT,O,O,O,O,O,X,X
JSOTILZ,O,X,X,O,O,O,X
JSOTIZL,O,X,X,X,O,O,X
JSOTLIZ,O,X,X,O,O,O,X
JSOTLZI,O,X,X,X,O,O,X
JSOTZIL,O,X,X,X,O,O,X
JSOTZLI,O,X,X,X,O,O,X
JSOITLZ,O,X,X,O,O,O,X
JSOITZL,O,X,X,X,O,O,X
JSOILTZ,O,X,X,O,O,X,X
JSOILZT,O,O,X,O,O,X,X
JSOIZTL,O,O,X,O,X,O,X
JSOIZLT,O,O,X,O,O,X,X
JSOLTIZ,O,X,X,O,O,X,X
JSOLTZI,O,X,X,X,X,X,X
JSOLITZ,O,X,X,O,O,X,X
JSOLIZT,O,O,X,O,O,X,X
JSOLZTI,O,O,X,O,X,X,X
JSOLZIT,O,O,X,O,O,X,X
JSOZTIL,O,O,X,O,X,O,X
JSOZTLI,O,O,X,O,X,O,X
JSOZITL,O,O,X,O,X,O,X
JSOZILT,O,O,X,O,O,X,X
JSOZLTI,O,O,X,O,X,X,X
JSOZLIT,O,O,X,O,O,X,X
JZTILSO,O,O,O,O,X,X,X
JZTILOS,O,O,O,O,X,X,X
JZTISLO,O,O,O,O,O,O,X
JZTISOL,O,O,O,O,O,O,X
JZTIOLS,O,O,O,O,X,X,X
JZTIOSL,O,O,O,O,O,O,X
JZTLISO,O,O,O,O,X,X,X
JZTLIOS,O,O,O,O,X,X,X
JZTLSIO,O,O,O,O,X,O,X
JZTLSOI,O,O,O,O,X,O,X
JZTLOIS,O,O,O,O,X,X,X
JZTLOSI,O,O,O,O,X,O,X
JZTSILO,O,O,O,O,O,O,X
JZTSIOL,O,O,O,O,O,O,X
JZTSLIO,O,O,O,O,O,O,X
JZTSLOI,O,O,O,O,O,O,X
JZTSOIL,O,O,O,O,O,O,X
JZTSOLI,O,O,O,O,O,O,X
JZTOILS,O,O,O,O,X,X,X
JZTOISL,O,O,O,O,O,O,X
JZTOLIS,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,X,O,X
JZTOSIL,O,O,O,O,O,O,X
JZTOSLI,O,O,O,O,O,O,X
JZITLSO,X,O,O,X,X,X,X
JZITLOS,X,O,O,O,X,X,X
JZITSLO,O,O,O,X,O,O,X
JZITSOL,O,O,O,X,O,O,X
JZITOLS,X,O,O,O,X,X,X
JZITOSL,O,O,O,X,O,O,X
JZILTSO,X,O,O,X,X,X,X
JZILTOS,X,O,O,O,X,X,X
JZILSTO,O,O,X,O,X,X,X
JZILSOT,O,O,O,O,X,X,X
JZILOTS,X,O,O,O,X,X,X
JZILOST,O,O,O,O,X,X,X
JZISTLO,O,O,X,O,X,O,X
JZISTOL,O,O,X,O,X,O,X
JZISLTO,O,O,X,O,X,O,X
JZISLOT,O,O,O,O,O,X,X
JZISOTL,O,O,X,O,X,O,X
JZISOLT,O,O,O,O,O,X,X
JZIOTLS,X,O,O,O,X,X,X
JZIOTSL,O,O,O,X,O,X,X
JZIOLTS,X,O,O,O,X,X,X
JZIOLST,O,O,O,O,X,X,X
JZIOSTL,O,O,X,O,X,X,X
JZIOSLT,O,O,O,O,O,X,X
JZLTISO,X,O,O,O,X,X,X
JZLTIOS,X,O,O,O,X,X,X
JZLTSIO,X,O,O,O,X,O,X
JZLTSOI,X,O,O,O,X,O,X
JZLTOIS,X,O,O,O,X,X,X
JZLTOSI,X,O,O,O,X,O,X
JZLITSO,X,O,O,X,X,X,X
JZLITOS,X,O,O,O,X,X,X
JZLISTO,O,O,X,O,X,X,X
JZLISOT,O,O,O,O,X,X,X
JZLIOTS,X,O,O,O,X,X,X
JZLIOST,O,O,O,O,X,X,X
JZLSTIO,O,O,X,O,X,O,X
JZLSTOI,O,O,X,O,X,O,X
JZLSITO,O,O,X,O,X,O,X
JZLSIOT,O,O,O,O,X,X,X
JZLSOTI,O,O,X,O,X,X,X
JZLSOIT,O,O,O,O,X,X,X
JZLOTIS,X,O,O,O,X,X,X
JZLOTSI,X,O,O,O,X,X,X
JZLOITS,X,O,O,O,X,X,X
JZLOIST,O,O,O,O,X,X,X
JZLOSTI,O,O,X,O,X,X,X
JZLOSIT,O,O,O,O,X,X,X
JZSTILO,O,O,X,O,X,O,X
JZSTIOL,O,O,X,O,X,O,X
JZSTLIO,O,O,X,O,X,O,X
JZSTLOI,O,O,X,O,X,O,X
JZSTOIL,O,O,X,O,X,O,X
JZSTOLI,O,O,X,O,X,O,X
JZSITLO,O,O,X,O,X,O,X
JZSITOL,O,O,X,O,X,O,X
JZSILTO,O,O,X,O,X,O,X
JZSILOT,O,O,O,O,O,X,X
JZSIOTL,O,O,X,O,X,O,X
JZSIOLT,O,O,O,O,O,X,X
JZSLTIO,O,O,X,O,X,O,X
JZSLTOI,O,O,X,O,X,O,X
JZSLITO,O,O,X,O,X,O,X
JZSLIOT,O,O,O,O,O,X,X
JZSLOTI,O,O,X,O,X,X,X
JZSLOIT,O,O,O,O,O,X,X
JZSOTIL,O,O,X,O,X,O,X
JZSOTLI,O,O,X,O,X,O,X
JZSOITL,O,O,X,O,X,O,X
JZSOILT,O,O,O,O,O,X,X
JZSOLTI,O,O,X,O,X,X,X
JZSOLIT,O,O,O,O,O,X,X
JZOTILS,O,O,O,O,X,X,X
JZOTISL,O,O,O,O,O,O,X
JZOTLIS,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,X,O,X
JZOTSIL,O,O,O,O,O,O,X
JZOTSLI,O,O,O,O,O,O,X
JZOITLS,X,O,O,O,X,X,X
JZOITSL,O,O,O,X,O,X,X
JZOILTS,X,O,O,O,X,X,X
JZOILST,O,O,O,O,X,X,X
JZOISTL,O,O,X,O,X,X,X
JZOISLT,O,O,O,O,O,X,X
JZOLTIS,X,O,O,O,X,X,X
JZOLTSI,X,O,O,O,X,X,X
JZOLITS,X,O,O,O,X,X,X
JZOLIST,O,O,O,O,X,X,X
JZOLSTI,O,O,X,O,X,X,X
JZOLSIT,O,O,O,O,X,X,X
JZOSTIL,O,O,X,O,X,O,X
JZOSTLI,O,O,X,O,X,O,X
JZOSITL,O,O,X,O,X,O,X
JZOSILT,O,O,O,O,O,X,X
JZOSLTI,O,O,X,O,X,X,X
JZOSLIT,O,O,O,O,O,X,X
JOTILSZ,X,X,X,O,O,X,X
JOTILZS,X,X,X,O,X,X,O
JOTISLZ,O,O,X,O,O,O,X
JOTISZL,O,O,X,O,O,O,X
JOTIZLS,O,O,X,O,X,X,O
JOTIZSL,O,O,X,X,O,O,X
JOTLISZ,X,X,X,O,O,X,X
JOTLIZS,X,X,X,O,X,X,O
JOTLSIZ,X,X,X,O,O,O,X
JOTLSZI,X,X,X,O,O,O,X
JOTLZIS,X,X,X,O,X,X,O
JOTLZSI,X,X,X,O,X,O,X
JOTSILZ,O,O,X,O,O,O,X
JOTSIZL,O,O,X,O,O,O,X
JOTSLIZ,O,O,X,O,O,O,X
JOTSLZI,O,O,X,O,O,O,X
JOTSZIL,O,O,X,O,O,O,X
JOTSZLI,O,O,X,O,O,O,X
JOTZILS,O,O,X,O,X,X,O
JOTZISL,O,O,X,X,O,O,X
JOTZLIS,O,O,X,O,X,X,O
JOTZLSI,O,O,X,O,X,O,X
JOTZSIL,O,O,X,O,O,O,X
JOTZSLI,O,O,X,O,O,O,X
JOITLSZ,X,X,X,O,O,X,X
JOITLZS,X,X,X,O,X,X,O
JOITSLZ,O,O,X,X,O,X,X
JOITSZL,O,O,X,X,O,X,X
JOITZLS,O,O,X,X,X,X,O
JOITZSL,O,O,X,X,O,X,X
JOILTSZ,X,X,X,O,O,X,X
JOILTZS,X,X,X,O,X,X,O
JOILSTZ,X,X,X,O,O,X,X
JOILSZT,X,X,X,O,O,X,X
JOILZTS,X,X,O,O,X,X,X
JOILZST,X,X,O,O,X,X,X
JOISTLZ,O,X,X,O,O,X,X
JOISTZL,O,X,X,X,O,X,X
JOISLTZ,O,X,X,O,O,X,X
JOISLZT,O,O,X,O,O,X,X
JOISZTL,O,O,X,X,X,X,X
JOISZLT,O,O,X,O,O,X,X
JOIZTLS,X,O,O,O,X,X,X
JOIZTSL,O,O,X,X,O,X,X
JOIZLTS,X,O,O,O,X,X,X
JOIZLST,O,O,O,O,X,X,X
JOIZSTL,O,O,X,X,X,X,X
JOIZSLT,O,O,O,O,O,X,X
JOLTISZ,X,X,X,O,O,X,X
JOLTIZS,X,X,X,O,X,X,O
JOLTSIZ,X,X,X,O,O,X,X
JOLTSZI,X,X,X,O,O,X,X
JOLTZIS,X,X,X,O,X,X,O
JOLTZSI,X,X,X,O,X,X,X
JOLITSZ,X,X,X,O,O,X,X
JOLITZS,X,X,X,O,X,X,O
JOLISTZ,X,X,X,O,O,X,X
JOLISZT,X,X,X,O,O,X,X
JOLIZTS,X,X,O,O,X,X,X
JOLIZST,X,X,O,O,X,X,X
JOLSTIZ,X,X,X,O,O,X,X
JOLSTZI,X,X,X,X,X,X,X
JOLSITZ,X,X,X,O,O,X,X
JOLSIZT,X,X,X,O,O,X,X
JOLSZTI,X,X,X,O,X,X,X
JOLSZIT,X,X,X,O,O,X,X
JOLZTIS,X,X,O,O,X,X,X
JOLZTSI,X,X,X,O,X,X,X
JOLZITS,X,X,O,O,X,X,X
JOLZIST,X,X,O,O,X,X,X
JOLZSTI,X,X,X,O,X,X,X
JOLZSIT,X,X,O,O,X,X,X
JOSTILZ,O,X,X,O,O,O,X
JOSTIZL,O,X,X,X,O,O,X
JOSTLIZ,O,X,X,O,O,O,X
JOSTLZI,O,X,X,X,O,O,X
JOSTZIL,O,X,X,X,O,O,X
JOSTZLI,O,X,X,X,O,O,X
JOSITLZ,O,X,X,O,O,O,X
JOSITZL,O,X,X,X,O,O,X
JOSILTZ,O,X,X,O,O,X,X
JOSILZT,O,O,X,O,O,X,X
JOSIZTL,O,O,X,O,X,O,X
JOSIZLT,O,O,X,O,O,X,X
JOSLTIZ,O,X,X,O,O,X,X
JOSLTZI,O,X,X,X,X,X,X
JOSLITZ,O,X,X,O,O,X,X
JOSLIZT,O,O,X,O,O,X,X
JOSLZTI,O,O,X,O,X,X,X
JOSLZIT,O,O,X,O,O,X,X
JOSZTIL,O,O,X,O,X,O,X
JOSZTLI,O,O,X,O,X,O,X
JOSZITL,O,O,X,O,X,O,X
JOSZILT,O,O,X,O,O,X,X
JOSZLTI,O,O,X,O,X,X,X
JOSZLIT,O,O,X,O,O,X,X
JOZTILS,O,O,O,O,X,X,X
JOZTISL,O,O,X,X,O,O,X
JOZTLIS,O,O,O,O,X,X,X
JOZTLSI,O,O,X,O,X,O,X
JOZTSIL,O,O,X,O,O,O,X
JOZTSLI,O,O,X,O,O,O,X
JOZITLS,X,O,O,O,X,X,X
JOZITSL,O,O,X,X,O,X,X
JOZILTS,X,O,O,O,X,X,X
JOZILST,O,O,O,O,X,X,X
JOZISTL,O,O,X,O,X,X,X
JOZISLT,O,O,O,O,O,X,X
JOZLTIS,X,O,O,O,X,X,X
JOZLTSI,X,O,X,O,X,X,X
JOZLITS,X,O,O,O,X,X,X
JOZLIST,O,O,O,O,X,X,X
JOZLSTI,O,O,X,O,X,X,X
JOZLSIT,O,O,O,O,X,X,X
JOZSTIL,O,O,X,O,X,O,X
JOZSTLI,O,O,X,O,X,O,X
JOZSITL,O,O,X,O,X,O,X
JOZSILT,O,O,O,O,O,X,X
JOZSLTI,O,O,X,O,X,X,X
JOZSLIT,O,O,O,O,O,X,X
STILJZO,O,O,O,O,O,O,X
STILJOZ,O,O,X,O,O,O,X
STILZJO,O,O,O,O,O,O,X
STILZOJ,O,O,O,O,O,O,O
STILOJZ,O,O,X,O,O,O,X
STILOZJ,O,O,X,O,O,O,O
STIJLZO,O,O,O,O,O,O,X
STIJLOZ,O,O,X,O,O,O,X
STIJZLO,O,O,O,O,O,O,X
STIJZOL,O,O,O,O,O,O,X
STIJOLZ,O,O,X,O,O,O,X
STIJOZL,O,O,X,O,O,O,X
STIZLJO,O,O,O,O,O,O,X
STIZLOJ,O,O,O,O,O,O,O
STIZJLO,O,O,O,O,O,O,X
STIZJOL,O,O,O,O,O,O,X
STIZOLJ,O,O,O,O,O,O,O
STIZOJL,O,O,O,O,O,O,X
STIOLJZ,O,O,X,O,O,O,X
STIOLZJ,O,O,X,O,O,O,O
STIOJLZ,O,O,X,O,O,O,X
STIOJZL,O,O,X,O,O,O,X
STIOZLJ,O,O,X,O,O,O,O
STIOZJL,O,O,X,O,O,O,X
STLIJZO,O,O,O,O,O,O,X
STLIJOZ,O,O,X,O,O,O,X
STLIZJO,O,O,O,O,O,O,X
STLIZOJ,O,O,O,O,O,O,O
STLIOJZ,O,O,X,O,O,O,X
STLIOZJ,O,O,X,O,O,O,O
STLJIZO,O,O,O,O,O,O,X
STLJIOZ,O,O,X,O,O,O,X
STLJZIO,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,X
STLJOIZ,O,O,X,O,O,O,X
STLJOZI,O,O,X,O,O,O,X
STLZIJO,O,O,O,O,O,O,X
STLZIOJ,O,O,O,O,O,O,O
STLZJIO,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,O,O,O
STLZOJI,O,O,O,O,O,O,X
STLOIJZ,O,O,X,O,O,O,X
STLOIZJ,O,O,X,O,O,O,O
STLOJIZ,O,O,X,O,O,O,X
STLOJZI,O,O,X,O,O,O,X
STLOZIJ,O,O,X,O,O,O,O
STLOZJI,O,O,X,O,O,O,X
STJILZO,O,O,O,O,O,O,X
STJILOZ,O,O,X,O,O,O,X
STJIZLO,O,O,O,O,O,O,X
STJIZOL,O,O,O,O,O,O,X
STJIOLZ,O,O,X,O,O,O,X
STJIOZL,O,O,X,O,O,O,X
STJLIZO,O,O,O,O,O,O,X
STJLIOZ,O,O,X,O,O,O,X
STJLZIO,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,X
STJLOIZ,O,O,X,O,O,O,X
STJLOZI,O,O,X,O,O,O,X
STJZILO,O,O,O,O,O,O,X
STJZIOL,O,O,O,O,O,O,X
STJZLIO,O,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,O,X
STJZOIL,O,O,O,O,O,O,X
STJZOLI,O,O,O,O,O,O,X
STJOILZ,O,O,X,O,O,O,X
STJOIZL,O,O,X,O,O,O,X
STJOLIZ,O,O,X,O,O,O,X
STJOLZI,O,O,X,O,O,O,X
STJOZIL,O,O,X,O,O,O,X
STJOZLI,O,O,X,O,O,O,X
STZILJO,O,O,O,O,O,O,X
STZILOJ,O,O,O,O,O,O,O
STZIJLO,O,O,O,O,O,O,X
STZIJOL,O,O,O,O,O,O,X
STZIOLJ,O,O,O,O,O,O,O
STZIOJL,O,O,O,O,O,O,X
STZLIJO,O,O,O,O,O,O,X
STZLIOJ,O,O,O,O,O,O,O
STZLJIO,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,X
STZLOIJ,O,O,O,O,O,O,O
STZLOJI,O,O,O,O,O,O,X
STZJILO,O,O,O,O,O,O,X
STZJIOL,O,O,O,O,O,O,X
STZJLIO,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,O,O,X
STZJOLI,O,O,O,O,O,O,X
STZOILJ,O,O,O,O,O,O,O
STZOIJL,O,O,O,O,O,O,X
STZOLIJ,O,O,O,O,O,O,O
STZOLJI,O,O,O,O,O,O,X
STZOJIL,O,O,O,O,O,O,X
STZOJLI,O,O,O,O,O,O,X
STOILJZ,O,O,X,O,O,O,X
STOILZJ,O,O,X,O,O,O,O
STOIJLZ,O,O,X,O,O,O,X
STOIJZL,O,O,X,O,O,O,X
STOIZLJ,O,O,X,O,O,O,O
STOIZJL,O,O,X,O,O,O,X
STOLIJZ,O,O,X,O,O,O,X
STOLIZJ,O,O,X,O,O,O,O
STOLJIZ,O,O,X,O,O,O,X
STOLJZI,O,O,X,O,O,O,X
STOLZIJ,O,O,X,O,O,O,O
STOLZJI,O,O,X,O,O,O,X
STOJILZ,O,O,X,O,O,O,X
STOJIZL,O,O,X,O,O,O,X
STOJLIZ,O,O,X,O,O,O,X
STOJLZI,O,O,X,O,O,O,X
STOJZIL,O,O,X,O,O,O,X
STOJZLI,O,O,X,O,O,O,X
STOZILJ,O,O,X,O,O,O,O
STOZIJL,O,O,X,O,O,O,X
STOZLIJ,O,O,X,O,O,O,O
STOZLJI,O,O,X,O,O,O,X
STOZJIL,O,O,X,O,O,O,X
STOZJLI,O,O,X,O,O,O,X
SITLJZO,O,O,O,X,O,O,X
SITLJOZ,O,O,X,X,O,O,X
SITLZJO,O,O,O,X,O,O,X
SITLZOJ,O,O,O,O,O,O,O
SITLOJZ,O,O,X,O,O,O,X
SITLOZJ,O,O,X,O,O,O,O
SITJLZO,O,O,O,X,O,O,X
SITJLOZ,O,O,X,X,O,O,X
SITJZLO,O,O,O,X,O,O,X
SITJZOL,O,O,O,X,O,O,X
SITJOLZ,O,O,X,X,O,O,X
SITJOZL,O,O,X,X,O,O,X
SITZLJO,O,O,O,X,O,O,X
SITZLOJ,O,O,O,O,O,O,O
SITZJLO,O,O,O,X,O,O,X
SITZJOL,O,O,O,X,O,O,X
SITZOLJ,O,O,O,O,O,O,O
SITZOJL,O,O,O,X,O,O,X
