sequence,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBl?nBctBCtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbBXeBigB+?oBlnB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfBl?nBctB6sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFxbB0dBigB+?oBlnBXtB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBxdBF?jBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcB5jB0?nBatBlsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8Jex6IvhFXcBTeBmfB1?nBStB0sB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBldBx?nBCtBctB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeF8IvhFXeBxfBCtBc?tBmpBTsB,v115@ChB8CeB8AeC8DeG8CeG8BeA8JeT6IvhFOgBXcBVjBx?nBStB0sB
LJOZTIS,O,O,X,O,O,X,X,X,X,X
LJOZTSI,O,O,X,O,O,X,X,X,X,X
LJOZITS,X,O,X,O,O,O,X,O,X,X
LJOZIST,O,O,X,X,O,O,X,O,X,X
LJOZSTI,O,O,X,X,O,X,X,X,X,X
LJOZSIT,O,O,X,X,O,O,X,O,X,X
LSTIJZO,X,X,X,X,O,X,O,O,X,X
LSTIJOZ,X,X,X,X,O,X,O,O,X,X
LSTIZJO,X,X,X,X,O,X,X,X,O,X
LSTIZOJ,X,X,X,X,O,X,X,X,O,X
LSTIOJZ,X,X,X,X,O,X,O,O,X,X
LSTIOZJ,X,X,X,X,O,X,X,X,X,X
LSTJIZO,X,X,X,X,O,X,O,O,X,X
LSTJIOZ,X,X,X,X,O,X,O,O,X,X
LSTJZIO,X,X,X,X,O,X,O,X,X,X
LSTJZOI,X,X,X,X,O,X,O,X,X,X
LSTJOIZ,X,X,X,X,O,X,O,O,X,X
LSTJOZI,X,X,X,X,O,X,O,X,X,X
LSTZIJO,X,X,X,X,O,X,X,X,O,X
LSTZIOJ,X,X,X,X,O,X,X,X,O,X
LSTZJIO,X,X,X,X,O,X,O,X,O,X
LSTZJOI,X,X,X,X,O,X,O,X,X,X
LSTZOIJ,X,X,X,X,O,X,X,X,O,X
LSTZOJI,X,X,X,X,O,X,O,X,X,X
LSTOIJZ,X,X,X,X,O,X,O,O,X,X
LSTOIZJ,X,X,X,X,O,X,X,X,X,X
LSTOJIZ,X,X,X,X,O,X,O,O,X,X
LSTOJZI,X,X,X,X,O,X,O,X,X,X
LSTOZIJ,X,X,X,X,O,X,X,X,X,X
LSTOZJI,X,X,X,X,O,X,O,X,X,X
LSITJZO,X,X,X,X,O,X,O,O,X,X
LSITJOZ,X,X,X,X,O,X,O,O,X,O
LSITZJO,X,X,X,X,O,X,X,X,O,X
LSITZOJ,X,X,X,X,O,X,X,X,O,X
LSITOJZ,X,X,X,X,O,X,O,O,X,O
LSITOZJ,X,X,X,X,O,X,X,X,X,X
LSIJTZO,X,O,X,O,O,X,O,O,X,X
LSIJTOZ,X,O,X,O,O,X,O,O,X,X
LSIJZTO,X,X,X,X,O,O,O,O,X,X
LSIJZOT,X,O,X,X,O,O,X,O,X,X
LSIJOTZ,X,O,X,O,O,X,O,O,X,X
LSIJOZT,O,O,X,X,O,O,X,O,X,X
LSIZTJO,X,X,X,X,O,O,X,X,O,X
LSIZTOJ,X,X,X,X,O,O,X,X,O,X
LSIZJTO,X,X,X,X,O,O,X,O,O,X
LSIZJOT,X,X,X,X,O,O,X,O,X,X
LSIZOTJ,X,X,X,X,O,O,X,X,O,X
LSIZOJT,X,X,X,X,O,O,X,O,X,X
LSIOTJZ,X,X,X,X,O,X,X,O,X,O
LSIOTZJ,X,X,X,X,O,X,X,X,X,X
LSIOJTZ,X,O,X,O,O,X,X,O,X,X
LSIOJZT,O,O,X,X,O,O,X,O,X,X
LSIOZTJ,X,X,X,X,O,O,X,X,X,X
LSIOZJT,X,X,X,X,O,O,X,O,X,X
LSJTIZO,X,O,X,O,O,X,O,O,X,X
LSJTIOZ,X,O,X,O,O,X,O,O,X,X
LSJTZIO,X,O,X,O,O,X,O,X,X,X
LSJTZOI,X,O,X,O,O,X,O,X,X,X
LSJTOIZ,X,O,X,O,O,X,O,O,X,X
LSJTOZI,X,O,X,O,O,X,O,X,X,X
LSJITZO,X,O,X,O,O,X,O,O,X,X
LSJITOZ,X,O,X,O,O,X,O,O,X,X
LSJIZTO,X,X,O,X,O,O,O,O,X,X
LSJIZOT,X,O,X,X,O,O,X,O,X,X
LSJIOTZ,X,O,X,O,O,X,O,O,X,X
LSJIOZT,O,O,X,X,O,O,X,O,X,X
LSJZTIO,O,X,O,X,O,X,O,X,X,X
LSJZTOI,O,X,O,X,O,X,O,X,X,X
LSJZITO,X,X,O,X,O,O,O,O,X,X
LSJZIOT,O,O,X,X,O,O,X,O,X,X
LSJZOTI,O,O,X,X,O,X,X,X,X,X
LSJZOIT,O,O,X,X,O,O,X,O,X,X
LSJOTIZ,X,O,X,O,O,X,O,O,X,X
LSJOTZI,X,O,X,O,O,X,O,X,X,X
LSJOITZ,X,O,X,O,O,X,O,O,X,X
LSJOIZT,O,O,X,X,O,O,X,O,X,X
LSJOZTI,O,O,X,X,O,X,X,X,X,X
LSJOZIT,O,O,X,X,O,O,X,O,X,X
LSZTIJO,O,X,X,X,O,X,X,X,O,X
LSZTIOJ,O,X,X,X,O,X,X,X,O,X
LSZTJIO,O,X,O,X,O,X,O,X,O,X
LSZTJOI,O,X,O,X,O,X,O,X,X,X
LSZTOIJ,O,X,X,X,O,X,X,X,O,X
LSZTOJI,O,X,O,X,O,X,O,X,X,X
LSZITJO,X,X,X,X,O,O,X,X,O,X
LSZITOJ,X,X,X,X,O,O,X,X,O,X
LSZIJTO,X,X,X,X,O,O,X,O,O,X
LSZIJOT,O,X,X,X,O,O,X,O,X,X
LSZIOTJ,X,X,X,X,O,O,X,X,O,X
LSZIOJT,O,X,X,X,O,O,X,O,X,X
LSZJTIO,O,X,O,X,O,X,O,X,O,X
LSZJTOI,O,X,O,X,O,X,O,X,X,X
LSZJITO,X,X,O,X,O,O,O,O,O,X
LSZJIOT,O,X,X,X,O,O,X,O,X,X
LSZJOTI,O,X,X,X,O,X,X,X,X,X
LSZJOIT,O,X,X,X,O,O,X,O,X,X
LSZOTIJ,O,X,X,X,O,X,X,X,O,X
LSZOTJI,O,X,X,X,O,X,X,X,X,X
LSZOITJ,X,X,X,X,O,O,X,X,O,X
LSZOIJT,O,X,X,X,O,O,X,O,X,X
LSZOJTI,O,X,X,X,O,X,X,X,X,X
LSZOJIT,O,X,X,X,O,O,X,O,X,X
LSOTIJZ,X,X,X,X,O,X,O,O,X,X
LSOTIZJ,X,X,X,X,O,X,X,X,X,X
LSOTJIZ,X,X,X,X,O,X,O,O,X,X
LSOTJZI,X,X,X,X,O,X,O,X,X,X
LSOTZIJ,X,X,X,X,O,X,X,X,X,X
LSOTZJI,X,X,X,X,O,X,O,X,X,X
LSOITJZ,X,X,X,X,O,X,X,O,X,O
LSOITZJ,X,X,X,X,O,X,X,X,X,X
LSOIJTZ,X,O,X,O,O,X,X,O,X,X
LSOIJZT,O,O,X,X,O,O,X,O,X,X
LSOIZTJ,X,X,X,X,O,O,X,X,X,X
LSOIZJT,X,X,X,X,O,O,X,O,X,X
LSOJTIZ,X,O,X,O,O,X,O,O,X,X
LSOJTZI,X,O,X,O,O,X,O,X,X,X
LSOJITZ,X,O,X,O,O,X,O,O,X,X
LSOJIZT,O,O,X,X,O,O,X,O,X,X
LSOJZTI,O,O,X,X,O,X,X,X,X,X
LSOJZIT,O,O,X,X,O,O,X,O,X,X
LSOZTIJ,O,X,X,X,O,X,X,X,X,X
LSOZTJI,O,X,X,X,O,X,X,X,X,X
LSOZITJ,X,X,X,X,O,O,X,X,X,X
LSOZIJT,O,X,X,X,O,O,X,O,X,X
LSOZJTI,O,X,X,X,O,X,X,X,X,X
LSOZJIT,O,X,X,X,O,O,X,O,X,X
LZTIJSO,O,X,X,X,O,X,X,X,O,X
LZTIJOS,O,X,X,X,O,X,X,X,X,X
LZTISJO,O,X,X,X,O,X,X,X,O,X
LZTISOJ,O,X,X,X,O,X,X,X,O,X
LZTIOJS,O,X,X,X,O,X,X,X,X,X
LZTIOSJ,O,X,X,X,O,X,X,X,O,X
LZTJISO,O,X,O,X,O,X,O,X,O,X
LZTJIOS,O,X,O,X,O,X,O,X,X,X
LZTJSIO,O,X,O,X,O,X,O,X,O,X
LZTJSOI,O,X,O,X,O,X,O,X,X,X
LZTJOIS,O,X,O,X,O,X,O,X,X,X
LZTJOSI,O,X,O,X,O,X,O,X,X,X
LZTSIJO,O,X,X,X,O,X,X,X,O,X
LZTSIOJ,O,X,X,X,O,X,X,X,O,X
LZTSJIO,O,X,O,X,O,X,O,X,O,X
LZTSJOI,O,X,O,X,O,X,O,X,X,X
LZTSOIJ,O,X,X,X,O,X,X,X,O,X
LZTSOJI,O,X,O,X,O,X,O,X,X,X
LZTOIJS,O,X,X,X,O,X,X,X,X,X
LZTOISJ,O,X,X,X,O,X,X,X,O,X
LZTOJIS,O,X,O,X,O,X,O,X,X,X
LZTOJSI,O,X,O,X,O,X,O,X,X,X
LZTOSIJ,O,X,X,X,O,X,X,X,O,X
LZTOSJI,O,X,O,X,O,X,O,X,X,X
LZITJSO,X,X,X,X,O,O,X,X,O,X
LZITJOS,X,X,X,X,O,O,X,X,X,X
LZITSJO,X,X,X,X,O,O,X,X,O,X
LZITSOJ,X,X,X,X,O,O,X,X,O,X
LZITOJS,X,X,X,X,O,O,X,X,X,X
LZITOSJ,X,X,X,X,O,O,X,X,O,X
LZIJTSO,X,O,X,O,O,O,X,O,O,X
LZIJTOS,X,O,X,O,O,O,X,O,X,X
LZIJSTO,X,X,X,X,O,O,X,O,O,X
LZIJSOT,O,O,X,X,O,O,X,O,X,X
LZIJOTS,X,O,X,O,O,O,X,O,X,X
LZIJOST,O,O,X,X,O,O,X,O,X,X
LZISTJO,X,X,X,X,O,O,X,X,O,X
LZISTOJ,X,X,X,X,O,O,X,X,O,X
LZISJTO,X,X,X,X,O,O,X,O,O,X
LZISJOT,O,X,X,X,O,O,X,O,X,X
LZISOTJ,X,X,X,X,O,O,X,X,O,X
LZISOJT,O,X,X,X,O,O,X,O,X,X
LZIOTJS,X,X,X,X,O,O,X,X,X,X
LZIOTSJ,X,X,X,X,O,O,X,X,O,X
LZIOJTS,X,O,X,O,O,O,X,O,X,X
LZIOJST,O,O,X,X,O,O,X,O,X,X
LZIOSTJ,X,X,X,X,O,O,X,X,O,X
LZIOSJT,O,X,X,X,O,O,X,O,X,X
LZJTISO,O,O,O,O,O,X,O,X,O,X
LZJTIOS,O,O,O,O,O,X,O,X,X,X
LZJTSIO,O,O,O,O,O,X,O,X,O,X
LZJTSOI,O,O,O,O,O,X,O,X,X,X
LZJTOIS,O,O,O,O,O,X,O,X,X,X
LZJTOSI,O,O,O,O,O,X,O,X,X,X
LZJITSO,X,O,O,O,O,O,O,O,O,X
LZJITOS,X,O,O,O,O,O,O,O,X,X
LZJISTO,X,X,O,X,O,O,O,O,O,X
LZJISOT,O,O,X,X,O,O,X,O,X,X
LZJIOTS,X,O,X,O,O,O,X,O,X,X
LZJIOST,O,O,X,X,O,O,X,O,X,X
LZJSTIO,O,X,O,X,O,X,O,X,O,X
LZJSTOI,O,X,O,X,O,X,O,X,X,X
LZJSITO,X,X,O,X,O,O,O,O,O,X
LZJSIOT,O,O,X,X,O,O,X,O,X,X
LZJSOTI,O,O,X,X,O,X,X,X,X,X
LZJSOIT,O,O,X,X,O,O,X,O,X,X
LZJOTIS,O,O,X,O,O,X,X,X,X,X
LZJOTSI,O,O,X,O,O,X,X,X,X,X
LZJOITS,X,O,X,O,O,O,X,O,X,X
LZJOIST,O,O,X,X,O,O,X,O,X,X
LZJOSTI,O,O,X,X,O,X,X,X,X,X
LZJOSIT,O,O,X,X,O,O,X,O,X,X
LZSTIJO,O,X,X,X,O,X,X,X,O,X
LZSTIOJ,O,X,X,X,O,X,X,X,O,X
LZSTJIO,O,X,O,X,O,X,O,X,O,X
LZSTJOI,O,X,O,X,O,X,O,X,X,X
LZSTOIJ,O,X,X,X,O,X,X,X,O,X
LZSTOJI,O,X,O,X,O,X,O,X,X,X
LZSITJO,X,X,X,X,O,O,X,X,O,X
LZSITOJ,X,X,X,X,O,O,X,X,O,X
LZSIJTO,X,X,X,X,O,O,X,O,O,X
LZSIJOT,O,X,X,X,O,O,X,O,X,X
LZSIOTJ,X,X,X,X,O,O,X,X,O,X
LZSIOJT,O,X,X,X,O,O,X,O,X,X
LZSJTIO,O,X,O,X,O,X,O,X,O,X
LZSJTOI,O,X,O,X,O,X,O,X,X,X
LZSJITO,X,X,O,X,O,O,O,O,O,X
LZSJIOT,O,X,X,X,O,O,X,O,X,X
LZSJOTI,O,X,X,X,O,X,X,X,X,X
LZSJOIT,O,X,X,X,O,O,X,O,X,X
LZSOTIJ,O,X,X,X,O,X,X,X,O,X
LZSOTJI,O,X,X,X,O,X,X,X,X,X
LZSOITJ,X,X,X,X,O,O,X,X,O,X
LZSOIJT,O,X,X,X,O,O,X,O,X,X
LZSOJTI,O,X,X,X,O,X,X,X,X,X
LZSOJIT,O,X,X,X,O,O,X,O,X,X
LZOTIJS,O,X,X,X,O,X,X,X,X,X
LZOTISJ,O,X,X,X,O,X,X,X,O,X
LZOTJIS,O,X,X,X,O,X,X,X,X,X
LZOTJSI,O,X,X,X,O,X,X,X,X,X
LZOTSIJ,O,X,X,X,O,X,X,X,O,X
LZOTSJI,O,X,X,X,O,X,X,X,X,X
LZOITJS,X,X,X,X,O,O,X,X,X,X
LZOITSJ,X,X,X,X,O,O,X,X,O,X
LZOIJTS,X,O,X,O,O,O,X,O,X,X
LZOIJST,O,O,X,X,O,O,X,O,X,X
LZOISTJ,X,X,X,X,O,O,X,X,O,X
LZOISJT,O,X,X,X,O,O,X,O,X,X
LZOJTIS,O,O,X,O,O,X,X,X,X,X
LZOJTSI,O,O,X,O,O,X,X,X,X,X
LZOJITS,X,O,X,O,O,O,X,O,X,X
LZOJIST,O,O,X,X,O,O,X,O,X,X
LZOJSTI,O,O,X,X,O,X,X,X,X,X
LZOJSIT,O,O,X,X,O,O,X,O,X,X
LZOSTIJ,O,X,X,X,O,X,X,X,O,X
LZOSTJI,O,X,X,X,O,X,X,X,X,X
LZOSITJ,X,X,X,X,O,O,X,X,O,X
LZOSIJT,O,X,X,X,O,O,X,O,X,X
LZOSJTI,O,X,X,X,O,X,X,X,X,X
LZOSJIT,O,X,X,X,O,O,X,O,X,X
LOTIJSZ,X,O,X,O,O,X,O,O,X,X
LOTIJZS,X,O,X,O,O,X,O,O,X,X
LOTISJZ,X,X,X,X,O,X,O,O,X,X
LOTISZJ,X,X,X,X,O,X,X,X,X,X
LOTIZJS,X,X,X,X,O,X,X,X,X,X
LOTIZSJ,X,X,X,X,O,X,X,X,O,X
LOTJISZ,X,O,X,O,O,X,O,O,X,X
LOTJIZS,X,O,X,O,O,X,O,O,X,X
LOTJSIZ,X,O,X,O,O,X,O,O,X,X
LOTJSZI,X,O,X,O,O,X,O,X,X,X
LOTJZIS,X,O,X,O,O,X,O,X,X,X
LOTJZSI,X,O,X,O,O,X,O,X,X,X
LOTSIJZ,X,X,X,X,O,X,O,O,X,X
LOTSIZJ,X,X,X,X,O,X,X,X,X,X
LOTSJIZ,X,X,X,X,O,X,O,O,X,X
LOTSJZI,X,X,X,X,O,X,O,X,X,X
LOTSZIJ,X,X,X,X,O,X,X,X,X,X
LOTSZJI,X,X,X,X,O,X,O,X,X,X
LOTZIJS,X,X,X,X,O,X,X,X,X,X
LOTZISJ,X,X,X,X,O,X,X,X,O,X
LOTZJIS,X,X,X,X,O,X,O,X,X,X
LOTZJSI,X,X,X,X,O,X,O,X,X,X
LOTZSIJ,X,X,X,X,O,X,X,X,O,X
LOTZSJI,X,X,X,X,O,X,O,X,X,X
LOITJSZ,X,O,X,O,O,X,X,O,X,O
LOITJZS,X,O,X,O,O,X,X,O,X,X
LOITSJZ,X,X,X,X,O,X,X,O,X,O
LOITSZJ,X,X,X,X,O,X,X,X,X,X
LOITZJS,X,X,X,X,O,X,X,X,X,X
LOITZSJ,X,X,X,X,O,X,X,X,O,X
LOIJTSZ,X,O,X,O,O,X,X,O,X,X
LOIJTZS,X,O,X,O,O,X,X,O,X,X
LOIJSTZ,X,O,X,O,O,X,X,O,X,X
LOIJSZT,O,O,X,X,O,O,X,O,X,X
LOIJZTS,X,O,X,O,O,O,X,O,X,X
LOIJZST,X,O,X,X,O,O,X,O,X,X
LOISTJZ,X,X,X,X,O,X,X,O,X,O
LOISTZJ,X,X,X,X,O,X,X,X,X,X
LOISJTZ,X,O,X,O,O,X,X,O,X,X
LOISJZT,O,O,X,X,O,O,X,O,X,X
LOISZTJ,X,X,X,X,O,O,X,X,X,X
LOISZJT,X,X,X,X,O,O,X,O,X,X
LOIZTJS,X,X,X,X,O,O,X,X,X,X
LOIZTSJ,X,X,X,X,O,O,X,X,O,X
LOIZJTS,X,O,X,O,O,O,X,O,X,X
LOIZJST,X,O,X,X,O,O,X,O,X,X
LOIZSTJ,X,X,X,X,O,O,X,X,O,X
LOIZSJT,X,X,X,X,O,O,X,O,X,X
LOJTISZ,X,O,X,O,O,X,O,O,X,X
LOJTIZS,X,O,X,O,O,X,O,O,X,X
LOJTSIZ,X,O,X,O,O,X,O,O,X,X
LOJTSZI,X,O,X,O,O,X,O,X,X,X
LOJTZIS,X,O,X,O,O,X,O,X,X,X
LOJTZSI,X,O,X,O,O,X,O,X,X,X
LOJITSZ,X,O,X,O,O,X,O,O,X,X
LOJITZS,X,O,X,O,O,X,O,O,X,X
LOJISTZ,X,O,X,O,O,X,O,O,X,X
LOJISZT,O,O,X,X,O,O,X,O,X,X
LOJIZTS,X,O,X,O,O,O,X,O,X,X
LOJIZST,X,O,X,X,O,O,X,O,X,X
LOJSTIZ,X,O,X,O,O,X,O,O,X,X
LOJSTZI,X,O,X,O,O,X,O,X,X,X
LOJSITZ,X,O,X,O,O,X,O,O,X,X
LOJSIZT,O,O,X,X,O,O,X,O,X,X
LOJSZTI,O,O,X,X,O,X,X,X,X,X
LOJSZIT,O,O,X,X,O,O,X,O,X,X
LOJZTIS,O,O,X,O,O,X,X,X,X,X
LOJZTSI,O,O,X,O,O,X,X,X,X,X
LOJZITS,X,O,X,O,O,O,X,O,X,X
LOJZIST,O,O,X,X,O,O,X,O,X,X
LOJZSTI,O,O,X,X,O,X,X,X,X,X
LOJZSIT,O,O,X,X,O,O,X,O,X,X
LOSTIJZ,X,X,X,X,O,X,O,O,X,X
LOSTIZJ,X,X,X,X,O,X,X,X,X,X
LOSTJIZ,X,X,X,X,O,X,O,O,X,X
LOSTJZI,X,X,X,X,O,X,O,X,X,X
LOSTZIJ,X,X,X,X,O,X,X,X,X,X
LOSTZJI,X,X,X,X,O,X,O,X,X,X
LOSITJZ,X,X,X,X,O,X,X,O,X,O
LOSITZJ,X,X,X,X,O,X,X,X,X,X
LOSIJTZ,X,O,X,O,O,X,X,O,X,X
LOSIJZT,O,O,X,X,O,O,X,O,X,X
LOSIZTJ,X,X,X,X,O,O,X,X,X,X
LOSIZJT,X,X,X,X,O,O,X,O,X,X
LOSJTIZ,X,O,X,O,O,X,O,O,X,X
LOSJTZI,X,O,X,O,O,X,O,X,X,X
LOSJITZ,X,O,X,O,O,X,O,O,X,X
LOSJIZT,O,O,X,X,O,O,X,O,X,X
LOSJZTI,O,O,X,X,O,X,X,X,X,X
LOSJZIT,O,O,X,X,O,O,X,O,X,X
LOSZTIJ,O,X,X,X,O,X,X,X,X,X
LOSZTJI,O,X,X,X,O,X,X,X,X,X
LOSZITJ,X,X,X,X,O,O,X,X,X,X
LOSZIJT,O,X,X,X,O,O,X,O,X,X
LOSZJTI,O,X,X,X,O,X,X,X,X,X
LOSZJIT,O,X,X,X,O,O,X,O,X,X
LOZTIJS,O,X,X,X,O,X,X,X,X,X
LOZTISJ,O,X,X,X,O,X,X,X,O,X
LOZTJIS,O,X,X,X,O,X,X,X,X,X
LOZTJSI,O,X,X,X,O,X,X,X,X,X
LOZTSIJ,O,X,X,X,O,X,X,X,O,X
LOZTSJI,O,X,X,X,O,X,X,X,X,X
LOZITJS,X,X,X,X,O,O,X,X,X,X
LOZITSJ,X,X,X,X,O,O,X,X,O,X
LOZIJTS,X,O,X,O,O,O,X,O,X,X
LOZIJST,O,O,X,X,O,O,X,O,X,X
LOZISTJ,X,X,X,X,O,O,X,X,O,X
LOZISJT,O,X,X,X,O,O,X,O,X,X
LOZJTIS,O,O,X,O,O,X,X,X,X,X
LOZJTSI,O,O,X,O,O,X,X,X,X,X
LOZJITS,X,O,X,O,O,O,X,O,X,X
LOZJIST,O,O,X,X,O,O,X,O,X,X
LOZJSTI,O,O,X,X,O,X,X,X,X,X
LOZJSIT,O,O,X,X,O,O,X,O,X,X
LOZSTIJ,O,X,X,X,O,X,X,X,O,X
LOZSTJI,O,X,X,X,O,X,X,X,X,X
LOZSITJ,X,X,X,X,O,O,X,X,O,X
LOZSIJT,O,X,X,X,O,O,X,O,X,X
LOZSJTI,O,X,X,X,O,X,X,X,X,X
LOZSJIT,O,X,X,X,O,O,X,O,X,X
JTILSZO,X,O,X,O,X,X,O,O,X,X
JTILSOZ,X,O,X,O,X,X,O,O,X,X
JTILZSO,X,O,X,O,X,X,O,O,O,X
JTILZOS,X,O,X,O,X,X,O,O,X,X
JTILOSZ,X,O,X,O,X,X,O,O,X,X
JTILOZS,X,O,X,O,X,X,O,O,X,X
JTISLZO,X,O,X,X,X,X,O,O,X,X
JTISLOZ,X,O,X,X,X,X,O,O,X,X
JTISZLO,X,X,O,X,X,O,O,X,X,X
JTISZOL,X,X,O,X,X,O,X,X,X,X
JTISOLZ,X,O,X,X,O,X,O,O,X,X
JTISOZL,O,X,X,X,X,O,X,X,X,X
JTIZLSO,X,X,O,O,X,O,O,X,X,X
JTIZLOS,X,X,O,O,X,O,O,X,X,X
JTIZSLO,X,X,O,X,X,O,O,X,X,X
JTIZSOL,X,X,O,X,X,O,X,X,X,X
JTIZOLS,X,X,O,O,X,O,X,X,X,X
JTIZOSL,X,X,O,X,X,O,X,X,X,X
JTIOLSZ,X,O,X,O,X,X,O,O,X,X
JTIOLZS,X,O,X,O,X,X,O,O,X,X
JTIOSLZ,X,O,X,X,O,X,O,O,X,X
JTIOSZL,O,X,X,X,X,O,X,X,X,X
JTIOZLS,X,X,X,O,X,O,X,X,X,X
JTIOZSL,X,X,X,X,X,O,X,X,X,X
JTLISZO,X,O,X,O,O,X,O,O,X,X
JTLISOZ,X,O,X,O,O,X,O,O,X,X
JTLIZSO,X,O,X,O,O,X,O,O,O,X
JTLIZOS,X,O,X,O,O,X,O,O,X,X
JTLIOSZ,X,O,X,O,O,X,O,O,X,X
JTLIOZS,X,O,X,O,O,X,O,O,X,X
JTLSIZO,X,O,X,O,O,X,O,O,X,X
JTLSIOZ,X,O,X,O,O,X,O,O,X,X
JTLSZIO,X,O,X,O,O,X,O,X,X,X
JTLSZOI,X,O,X,O,O,X,O,X,X,X
JTLSOIZ,X,O,X,O,O,X,O,O,X,X
JTLSOZI,X,O,X,O,O,X,O,X,X,X
JTLZISO,X,O,X,O,O,X,O,X,O,X
JTLZIOS,X,O,X,O,O,X,O,X,X,X
JTLZSIO,X,O,X,O,O,X,O,X,O,X
JTLZSOI,X,O,X,O,O,X,O,X,X,X
JTLZOIS,X,O,X,O,O,X,O,X,X,X
JTLZOSI,X,O,X,O,O,X,O,X,X,X
JTLOISZ,X,O,X,O,O,X,O,O,X,X
JTLOIZS,X,O,X,O,O,X,O,O,X,X
JTLOSIZ,X,O,X,O,O,X,O,O,X,X
JTLOSZI,X,O,X,O,O,X,O,X,X,X
JTLOZIS,X,O,X,O,O,X,O,X,X,X
JTLOZSI,X,O,X,O,O,X,O,X,X,X
JTSILZO,X,O,X,X,X,X,O,O,X,X
JTSILOZ,X,O,X,X,X,X,O,O,X,X
JTSIZLO,X,X,O,X,X,O,O,X,X,X
JTSIZOL,X,X,O,X,X,O,X,X,X,X
JTSIOLZ,X,O,X,X,O,X,O,O,X,X
JTSIOZL,O,X,X,X,X,O,X,X,X,X
JTSLIZO,X,O,X,O,O,X,O,O,X,X
JTSLIOZ,X,O,X,O,O,X,O,O,X,X
JTSLZIO,X,O,X,O,O,X,O,X,X,X
JTSLZOI,X,O,X,O,O,X,O,X,X,X
JTSLOIZ,X,O,X,O,O,X,O,O,X,X
JTSLOZI,X,O,X,O,O,X,O,X,X,X
JTSZILO,O,X,O,X,X,O,O,X,X,X
JTSZIOL,O,X,O,X,X,O,X,X,X,X
JTSZLIO,O,O,O,O,X,X,O,X,X,X
JTSZLOI,O,O,O,O,X,X,O,X,X,X
JTSZOIL,O,X,O,X,X,O,X,X,X,X
JTSZOLI,O,O,O,O,X,X,X,X,X,X
JTSOILZ,X,O,X,X,O,X,O,O,X,X
JTSOIZL,O,X,X,X,X,O,X,X,X,X
JTSOLIZ,X,O,X,O,O,X,O,O,X,X
JTSOLZI,X,O,X,O,O,X,O,X,X,X
JTSOZIL,O,X,X,X,X,O,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X,X
JTZILSO,O,X,O,O,X,O,O,X,X,X
JTZILOS,O,X,O,O,X,O,O,X,X,X
JTZISLO,O,X,O,X,X,O,O,X,X,X
JTZISOL,O,X,O,X,X,O,X,X,X,X
JTZIOLS,O,X,O,O,X,O,X,X,X,X
JTZIOSL,O,X,O,X,X,O,X,X,X,X
JTZLISO,O,O,O,O,X,X,O,X,X,X
JTZLIOS,O,O,O,O,X,X,O,X,X,X
JTZLSIO,O,O,O,O,X,X,O,X,X,X
JTZLSOI,O,O,O,O,X,X,O,X,X,X
JTZLOIS,O,O,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,X,X
JTZSILO,O,X,O,X,X,O,O,X,X,X
JTZSIOL,O,X,O,X,X,O,X,X,X,X
JTZSLIO,O,O,O,O,X,X,O,X,X,X
JTZSLOI,O,O,O,O,X,X,O,X,X,X
JTZSOIL,O,X,O,X,X,O,X,X,X,X
JTZSOLI,O,O,O,O,X,X,X,X,X,X
JTZOILS,O,X,O,O,X,O,X,X,X,X
JTZOISL,O,X,O,X,X,O,X,X,X,X
JTZOLIS,O,O,O,O,X,X,X,X,X,X
JTZOLSI,O,O,O,O,X,X,X,X,X,X
JTZOSIL,O,X,O,X,X,O,X,X,X,X
JTZOSLI,O,O,O,O,X,X,X,X,X,X
JTOILSZ,X,O,X,O,X,X,O,O,X,X
JTOILZS,X,O,X,O,X,X,O,O,X,X
JTOISLZ,X,O,X,X,O,X,O,O,X,X
JTOISZL,O,X,X,X,X,O,X,X,X,X
JTOIZLS,X,X,X,O,X,O,X,X,X,X
JTOIZSL,X,X,X,X,X,O,X,X,X,X
JTOLISZ,X,O,X,O,O,X,O,O,X,X
JTOLIZS,X,O,X,O,O,X,O,O,X,X
JTOLSIZ,X,O,X,O,O,X,O,O,X,X
JTOLSZI,X,O,X,O,O,X,O,X,X,X
JTOLZIS,X,O,X,O,O,X,O,X,X,X
JTOLZSI,X,O,X,O,O,X,O,X,X,X
JTOSILZ,X,O,X,X,O,X,O,O,X,X
JTOSIZL,O,X,X,X,X,O,X,X,X,X
JTOSLIZ,X,O,X,O,O,X,O,O,X,X
JTOSLZI,X,O,X,O,O,X,O,X,X,X
JTOSZIL,O,X,X,X,X,O,X,X,X,X
JTOSZLI,O,O,X,O,X,X,X,X,X,X
