sequence,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFUcBRdBFgBT?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFzbBRdBUgBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldB6lB/?mBUiBeqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhF8gBRdBKlBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldBigBU?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jel7IvhFRdBmfB6mBT?iB3lB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jey/IvhFWhB3dBTlBx?mBlmB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeR7IvhFzcBuiBigBc?qBlmB/pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Je39IvhFxfBylBWnBT?lBlmB0pB
LZSJIOT,X,O,X,X,X,X,X,X,O
LZSJOTI,X,O,X,O,X,O,X,X,X
LZSJOIT,X,O,X,X,X,O,X,X,X
LZSOTIJ,X,O,X,X,X,O,X,X,X
LZSOTJI,X,O,X,O,X,O,X,X,X
LZSOITJ,X,O,X,X,X,O,X,X,X
LZSOIJT,X,O,X,X,X,O,X,X,X
LZSOJTI,X,O,X,O,X,O,X,X,X
LZSOJIT,X,O,X,X,X,O,X,X,X
LZOTIJS,O,O,X,O,O,X,X,O,X
LZOTISJ,O,O,X,X,X,X,X,X,X
LZOTJIS,O,O,O,O,O,X,X,O,X
LZOTJSI,O,O,O,O,O,X,X,O,X
LZOTSIJ,O,O,O,X,X,X,X,X,X
LZOTSJI,O,O,O,O,X,X,X,O,X
LZOITJS,O,O,X,O,O,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X,X
LZOIJTS,O,O,X,O,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X
LZOISTJ,X,O,X,X,X,O,X,X,X
LZOISJT,X,O,X,X,X,O,X,X,X
LZOJTIS,O,O,O,O,O,X,X,O,X
LZOJTSI,O,O,O,O,O,X,X,O,X
LZOJITS,O,O,O,O,O,X,X,X,X
LZOJIST,O,O,X,X,O,X,X,X,X
LZOJSTI,X,O,O,O,O,X,X,X,X
LZOJSIT,O,O,X,X,O,X,X,X,X
LZOSTIJ,X,O,X,X,X,O,X,X,X
LZOSTJI,X,O,X,O,X,O,X,X,X
LZOSITJ,X,O,X,X,X,O,X,X,X
LZOSIJT,X,O,X,X,X,O,X,X,X
LZOSJTI,X,O,X,O,X,O,X,X,X
LZOSJIT,X,O,X,X,X,O,X,X,X
LOTIJSZ,O,O,X,O,X,X,O,X,X
LOTIJZS,O,O,X,O,X,X,X,X,X
LOTISJZ,X,O,X,O,X,O,O,X,X
LOTISZJ,O,O,X,X,X,O,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,X,X
LOTJISZ,O,O,O,O,O,X,O,X,X
LOTJIZS,O,O,O,O,O,X,X,X,X
LOTJSIZ,O,O,O,O,O,X,O,X,X
LOTJSZI,O,O,O,O,X,X,X,X,X
LOTJZIS,O,O,O,O,O,X,X,X,X
LOTJZSI,O,O,O,O,X,X,X,X,X
LOTSIJZ,X,O,O,O,X,O,O,X,X
LOTSIZJ,O,O,O,X,X,O,X,X,X
LOTSJIZ,O,O,O,O,X,O,O,X,X
LOTSJZI,O,O,O,O,X,O,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,X,X
LOTSZJI,O,O,X,O,X,O,X,X,X
LOTZIJS,O,O,X,O,O,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X,X
LOTZJIS,O,O,O,O,O,X,X,X,X
LOTZJSI,O,O,O,O,O,X,X,X,X
LOTZSIJ,O,O,O,X,X,X,X,X,X
LOTZSJI,O,O,O,O,X,X,X,X,X
LOITJSZ,O,O,X,O,X,X,O,X,X
LOITJZS,O,O,X,O,X,X,X,X,X
LOITSJZ,X,O,X,O,X,O,O,X,X
LOITSZJ,O,O,X,X,X,O,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,X,O,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,O,O,X,O
LOIJSZT,O,X,X,X,X,O,O,X,O
LOIJZTS,O,O,X,O,X,X,X,X,X
LOIJZST,O,O,X,X,X,X,O,X,X
LOISTJZ,X,X,X,O,X,O,O,X,X
LOISTZJ,O,X,X,X,X,O,X,X,X
LOISJTZ,O,X,X,O,X,O,O,X,O
LOISJZT,O,X,X,X,X,O,O,X,O
LOISZTJ,X,X,X,X,X,O,X,X,X
LOISZJT,X,X,X,X,X,O,O,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,X,X
LOIZJTS,O,O,X,O,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,O,X,X
LOIZSTJ,X,O,X,X,X,O,X,X,X
LOIZSJT,X,O,X,X,X,O,O,X,X
LOJTISZ,O,X,O,O,O,X,O,X,X
LOJTIZS,O,X,O,O,O,X,X,X,X
LOJTSIZ,O,X,O,O,O,X,O,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X
LOJTZIS,O,X,O,O,O,X,X,X,X
LOJTZSI,O,X,O,O,O,X,X,X,X
LOJITSZ,O,X,O,O,O,X,O,X,X
LOJITZS,O,X,O,O,O,X,X,X,X
LOJISTZ,O,X,O,O,O,O,O,X,O
LOJISZT,O,X,O,X,O,O,O,X,O
LOJIZTS,O,O,O,O,O,X,X,X,X
LOJIZST,O,O,O,X,O,X,O,X,X
LOJSTIZ,O,X,O,O,O,O,O,X,X
LOJSTZI,O,X,O,O,X,O,X,X,X
LOJSITZ,O,X,O,O,O,O,O,X,O
LOJSIZT,O,X,O,X,O,O,O,X,O
LOJSZTI,X,X,O,O,O,O,X,X,X
LOJSZIT,O,X,O,X,O,O,O,X,X
LOJZTIS,O,O,O,O,O,X,X,X,X
LOJZTSI,O,O,O,O,O,X,X,X,X
LOJZITS,O,O,O,O,O,X,X,X,X
LOJZIST,O,O,O,X,O,X,O,X,X
LOJZSTI,X,O,O,O,O,X,X,X,X
LOJZSIT,O,O,O,X,O,X,O,X,X
LOSTIJZ,X,X,O,O,X,O,O,X,X
LOSTIZJ,O,X,O,X,X,O,X,X,X
LOSTJIZ,O,X,O,O,X,O,O,X,X
LOSTJZI,O,X,O,O,X,O,X,X,X
LOSTZIJ,O,X,X,X,X,O,X,X,X
LOSTZJI,O,X,X,O,X,O,X,X,X
LOSITJZ,X,X,O,O,X,O,O,X,X
LOSITZJ,O,X,O,X,X,O,X,X,X
LOSIJTZ,O,X,X,O,X,O,O,X,O
LOSIJZT,O,X,X,X,X,O,O,X,O
LOSIZTJ,X,X,O,X,X,O,X,X,X
LOSIZJT,X,X,X,X,X,O,O,X,X
LOSJTIZ,O,X,O,O,X,O,O,X,X
LOSJTZI,O,X,O,O,X,O,X,X,X
LOSJITZ,O,X,O,O,X,O,O,X,O
LOSJIZT,O,X,O,X,X,O,O,X,O
LOSJZTI,X,X,O,O,X,O,X,X,X
LOSJZIT,O,X,O,X,X,O,O,X,X
LOSZTIJ,X,X,O,X,X,O,X,X,X
LOSZTJI,X,X,O,O,X,O,X,X,X
LOSZITJ,X,X,O,X,X,O,X,X,X
LOSZIJT,X,X,X,X,X,O,O,X,X
LOSZJTI,X,X,O,O,X,O,X,X,X
LOSZJIT,X,X,O,X,X,O,O,X,X
LOZTIJS,O,O,X,O,O,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X,X,X
LOZTJIS,O,O,O,O,O,X,X,X,X
LOZTJSI,O,O,O,O,O,X,X,X,X
LOZTSIJ,O,O,O,X,X,X,X,X,X
LOZTSJI,O,O,O,O,X,X,X,X,X
LOZITJS,O,O,X,O,O,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X,X
LOZIJTS,O,O,X,O,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,O,X,X
LOZISTJ,X,O,X,X,X,O,X,X,X
LOZISJT,X,O,X,X,X,O,O,X,X
LOZJTIS,O,O,O,O,O,X,X,X,X
LOZJTSI,O,O,O,O,O,X,X,X,X
LOZJITS,O,O,O,O,O,X,X,X,X
LOZJIST,O,O,X,X,O,X,O,X,X
LOZJSTI,X,O,O,O,O,X,X,X,X
LOZJSIT,O,O,X,X,O,X,O,X,X
LOZSTIJ,X,O,X,X,X,O,X,X,X
LOZSTJI,X,O,X,O,X,O,X,X,X
LOZSITJ,X,O,X,X,X,O,X,X,X
LOZSIJT,X,O,X,X,X,O,O,X,X
LOZSJTI,X,O,X,O,X,O,X,X,X
LOZSJIT,X,O,X,X,X,O,O,X,X
JTILSZO,O,O,O,O,X,X,X,X,O
JTILSOZ,X,O,O,O,O,X,X,X,O
JTILZSO,O,O,O,O,X,X,X,X,X
JTILZOS,O,O,O,O,O,X,X,X,X
JTILOSZ,O,O,O,O,O,X,X,X,X
JTILOZS,O,O,O,O,O,X,X,X,X
JTISLZO,O,O,O,O,X,X,X,X,O
JTISLOZ,X,O,O,O,X,X,X,X,O
JTISZLO,O,O,X,O,X,X,X,X,X
JTISZOL,X,O,O,X,X,X,X,X,X
JTISOLZ,X,O,O,O,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X
JTIZLSO,O,O,O,O,X,X,X,O,X
JTIZLOS,O,O,O,O,X,X,X,O,X
JTIZSLO,O,O,O,O,X,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X,X,X
JTIZOLS,O,O,O,O,X,X,X,O,X
JTIZOSL,O,O,O,X,X,X,X,X,X
JTIOLSZ,O,O,O,O,O,X,X,X,X
JTIOLZS,O,O,O,O,O,X,X,X,X
JTIOSLZ,O,O,O,O,X,X,X,X,X
JTIOSZL,O,O,O,X,X,X,X,X,X
JTIOZLS,O,O,O,O,X,X,X,O,X
JTIOZSL,O,O,O,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,X,X,O
JTLISOZ,X,O,O,O,O,X,X,X,O
JTLIZSO,O,O,O,O,O,X,X,X,X
JTLIZOS,O,O,O,O,O,X,X,X,X
JTLIOSZ,O,O,O,O,O,X,X,X,X
JTLIOZS,O,O,O,O,O,X,X,X,X
JTLSIZO,O,O,O,O,X,X,X,X,O
JTLSIOZ,X,O,O,O,O,X,X,X,O
JTLSZIO,O,O,O,O,X,X,X,X,X
JTLSZOI,O,O,O,O,X,X,X,X,X
JTLSOIZ,O,O,O,O,O,X,X,X,X
JTLSOZI,O,O,O,O,X,X,X,X,X
JTLZISO,O,O,O,O,O,X,X,O,X
JTLZIOS,O,O,O,O,O,X,X,O,X
JTLZSIO,O,O,O,O,O,X,X,O,X
JTLZSOI,O,O,O,O,O,X,X,O,X
JTLZOIS,O,O,O,O,O,X,X,O,X
JTLZOSI,O,O,O,O,O,X,X,O,X
JTLOISZ,O,O,O,O,O,X,X,X,X
JTLOIZS,O,O,O,O,O,X,X,X,X
JTLOSIZ,O,O,O,O,O,X,X,X,X
JTLOSZI,O,O,O,O,X,X,X,X,X
JTLOZIS,O,O,O,O,O,X,X,O,X
JTLOZSI,O,O,O,O,O,X,X,O,X
JTSILZO,O,O,O,O,X,X,X,X,O
JTSILOZ,X,O,O,O,X,X,X,X,O
JTSIZLO,O,O,O,O,X,X,X,X,X
JTSIZOL,X,O,O,X,X,X,X,X,X
JTSIOLZ,X,O,O,O,X,X,X,X,X
JTSIOZL,X,O,O,X,X,X,X,X,X
JTSLIZO,O,O,O,O,X,X,X,X,O
JTSLIOZ,X,O,O,O,O,X,X,X,O
JTSLZIO,O,O,O,O,X,X,X,X,X
JTSLZOI,O,O,O,O,X,X,X,X,X
JTSLOIZ,O,O,O,O,O,X,X,X,X
JTSLOZI,O,O,O,O,X,X,X,X,X
JTSZILO,O,O,O,O,X,X,X,X,X
JTSZIOL,X,O,O,X,X,X,X,X,X
JTSZLIO,O,O,O,O,X,X,X,O,X
JTSZLOI,O,O,O,O,X,X,X,O,X
JTSZOIL,O,O,O,X,X,X,X,X,X
JTSZOLI,O,O,O,X,X,X,X,O,X
JTSOILZ,O,O,O,O,X,X,X,X,X
JTSOIZL,O,O,O,X,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,X,X,X,X
JTSOLZI,O,O,O,O,X,X,X,X,X
JTSOZIL,O,O,O,X,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X,O,X
JTZILSO,O,O,O,O,O,X,X,O,X
JTZILOS,O,O,O,O,O,X,X,O,X
JTZISLO,O,O,O,O,X,X,X,X,X
JTZISOL,X,O,O,X,O,X,X,X,X
JTZIOLS,O,O,O,O,O,X,X,O,X
JTZIOSL,O,O,O,X,O,X,X,X,X
JTZLISO,O,O,O,O,O,X,X,O,X
JTZLIOS,O,O,O,O,O,X,X,O,X
JTZLSIO,O,O,O,O,O,X,X,O,X
JTZLSOI,O,O,O,O,O,X,X,O,X
JTZLOIS,O,O,O,O,O,X,X,O,X
JTZLOSI,O,O,O,O,O,X,X,O,X
JTZSILO,O,O,O,O,X,X,X,X,X
JTZSIOL,X,O,O,X,O,X,X,X,X
JTZSLIO,O,O,O,O,O,X,X,O,X
JTZSLOI,O,O,O,O,O,X,X,O,X
JTZSOIL,O,O,O,X,O,X,X,X,X
JTZSOLI,O,O,O,X,O,X,X,O,X
JTZOILS,O,O,O,O,O,X,X,O,X
JTZOISL,O,O,O,X,O,X,X,X,X
JTZOLIS,O,O,O,O,O,X,X,O,X
JTZOLSI,O,O,O,O,O,X,X,O,X
JTZOSIL,O,O,O,X,O,X,X,X,X
JTZOSLI,O,O,O,X,O,X,X,O,X
JTOILSZ,O,O,O,O,O,X,X,X,X
JTOILZS,O,O,O,O,O,X,X,X,X
JTOISLZ,O,O,O,O,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,X,X,X
JTOIZLS,O,O,O,O,X,X,X,O,X
JTOIZSL,O,O,O,X,X,X,X,X,X
JTOLISZ,O,O,O,O,O,X,X,X,X
JTOLIZS,O,O,O,O,O,X,X,X,X
JTOLSIZ,O,O,O,O,O,X,X,X,X
JTOLSZI,O,O,O,O,X,X,X,X,X
JTOLZIS,O,O,O,O,O,X,X,O,X
JTOLZSI,O,O,O,O,O,X,X,O,X
JTOSILZ,O,O,O,O,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X,X
JTOSLIZ,O,O,O,O,O,X,X,X,X
JTOSLZI,O,O,O,O,X,X,X,X,X
JTOSZIL,O,O,O,X,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X,O,X
JTOZILS,O,O,O,O,O,X,X,O,X
JTOZISL,O,O,O,X,O,X,X,X,X
JTOZLIS,O,O,O,O,O,X,X,O,X
JTOZLSI,O,O,O,O,O,X,X,O,X
JTOZSIL,O,O,O,X,O,X,X,X,X
JTOZSLI,O,O,O,X,O,X,X,O,X
JITLSZO,O,O,O,O,X,X,X,X,O
JITLSOZ,X,O,O,O,O,X,X,X,O
JITLZSO,O,O,O,O,X,X,X,X,X
JITLZOS,O,O,O,O,O,X,X,X,X
JITLOSZ,O,O,O,O,O,X,X,X,X
JITLOZS,O,O,O,O,O,X,X,X,X
JITSLZO,O,O,O,O,X,X,X,X,O
JITSLOZ,X,O,O,O,X,X,X,X,O
JITSZLO,O,O,X,O,X,X,X,X,X
JITSZOL,X,O,O,X,X,X,X,X,X
JITSOLZ,X,O,O,O,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,X,X,X
JITZLSO,O,O,O,O,X,X,X,O,X
JITZLOS,O,O,O,O,X,X,X,O,X
JITZSLO,O,O,O,O,X,X,X,X,X
JITZSOL,X,O,O,X,X,X,X,X,X
JITZOLS,O,O,O,O,X,X,X,O,X
JITZOSL,O,O,O,X,X,X,X,X,X
JITOLSZ,O,O,O,O,O,X,X,X,X
JITOLZS,O,O,O,O,O,X,X,X,X
JITOSLZ,O,O,O,O,X,X,X,X,X
JITOSZL,O,O,O,X,X,X,X,X,X
JITOZLS,O,O,O,O,X,X,X,O,X
JITOZSL,O,O,O,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,X,X,X,O
JILTSOZ,X,O,O,O,O,X,X,X,O
JILTZSO,O,O,O,O,O,X,X,X,X
JILTZOS,O,O,O,O,O,X,X,X,X
JILTOSZ,O,O,O,O,O,X,X,X,X
JILTOZS,O,O,O,O,O,X,X,X,X
JILSTZO,O,X,O,O,X,X,X,X,O
JILSTOZ,X,X,O,O,O,X,X,X,O
JILSZTO,O,X,O,X,O,X,X,X,O
JILSZOT,O,O,O,X,O,X,X,X,O
JILSOTZ,X,X,O,O,O,X,X,X,O
JILSOZT,X,X,O,X,O,X,X,X,O
JILZTSO,O,O,O,O,O,X,X,X,X
JILZTOS,O,O,O,O,O,X,X,X,X
JILZSTO,O,X,O,X,O,X,X,X,O
JILZSOT,O,O,O,X,O,X,X,X,O
JILZOTS,O,O,O,O,O,X,X,X,X
JILZOST,O,O,O,X,O,X,X,X,X
JILOTSZ,O,X,O,O,O,X,X,X,X
JILOTZS,O,X,O,O,O,X,X,X,X
JILOSTZ,O,X,O,O,O,X,X,X,O
JILOSZT,O,X,O,X,O,X,X,X,O
JILOZTS,O,O,O,O,O,X,X,X,X
JILOZST,O,O,O,X,O,X,X,X,X
JISTLZO,O,X,O,X,X,X,X,X,O
JISTLOZ,X,X,O,X,X,X,X,X,O
JISTZLO,O,X,O,X,X,X,X,X,X
JISTZOL,X,X,O,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,X,X
JISTOZL,X,X,O,X,X,X,X,X,X
JISLTZO,O,X,O,O,X,X,X,X,O
JISLTOZ,X,X,O,O,X,X,X,X,O
JISLZTO,O,X,O,X,X,X,X,X,O
JISLZOT,O,O,O,X,X,X,X,X,O
JISLOTZ,X,X,O,O,X,X,X,X,O
JISLOZT,X,X,O,X,X,X,X,X,O
JISZTLO,O,X,O,X,X,X,X,X,X
JISZTOL,X,X,O,X,X,X,X,X,X
JISZLTO,O,X,O,X,X,X,X,X,O
JISZLOT,O,O,O,X,X,X,X,X,O
JISZOTL,X,X,O,X,X,X,X,X,X
JISZOLT,X,O,O,X,X,X,X,X,X
JISOTLZ,X,X,O,X,X,X,O,X,X
JISOTZL,X,X,O,X,X,X,X,X,X
JISOLTZ,X,X,O,O,X,X,O,X,O
JISOLZT,X,X,O,X,X,X,O,X,O
JISOZTL,X,X,O,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,X,O,X,X
JIZTLSO,O,O,O,X,O,X,X,O,X
JIZTLOS,O,O,O,X,O,X,X,O,X
JIZTSLO,O,O,O,X,X,X,X,X,X
JIZTSOL,X,O,O,X,O,X,X,X,X
JIZTOLS,O,O,O,X,O,X,X,O,X
JIZTOSL,O,O,O,X,O,X,X,X,X
JIZLTSO,O,O,O,O,O,X,X,O,X
JIZLTOS,O,O,O,O,O,X,X,O,X
JIZLSTO,O,X,X,X,O,X,X,X,O
JIZLSOT,O,O,X,X,O,X,X,X,O
JIZLOTS,O,O,O,O,O,X,X,X,X
JIZLOST,O,O,X,X,O,X,X,X,X
JIZSTLO,O,X,X,X,X,X,X,X,X
JIZSTOL,X,X,X,X,O,X,X,X,X
JIZSLTO,O,X,X,X,X,X,X,X,O
JIZSLOT,O,O,X,X,X,X,X,X,O
JIZSOTL,X,X,X,X,O,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,X,X
JIZOTLS,O,O,O,X,O,X,X,X,X
JIZOTSL,O,X,O,X,O,X,X,X,X
JIZOLTS,O,O,O,O,O,X,X,X,X
JIZOLST,O,O,X,X,O,X,X,X,X
JIZOSTL,O,X,X,X,O,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,X,X
JIOTLSZ,O,X,O,O,O,X,O,X,X
JIOTLZS,O,X,O,O,O,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,O,X,X
JIOTSZL,O,X,O,X,X,X,X,X,X
JIOTZLS,O,X,O,O,X,X,X,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X
JIOLTSZ,O,X,O,O,O,X,O,X,X
JIOLTZS,O,X,O,O,O,X,X,X,X
JIOLSTZ,O,X,O,O,O,O,O,X,O
JIOLSZT,O,X,O,X,O,O,O,X,O
JIOLZTS,O,O,O,O,O,X,X,X,X
JIOLZST,O,O,O,X,O,X,O,X,X
JIOSTLZ,O,X,O,X,X,X,O,X,X
JIOSTZL,O,X,O,X,X,X,X,X,X
JIOSLTZ,O,X,O,O,X,X,O,X,O
JIOSLZT,O,X,O,X,X,X,O,X,O
JIOSZTL,O,X,O,X,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,O,X,X
JIOZTLS,O,O,O,X,O,X,X,X,X
JIOZTSL,O,X,O,X,O,X,X,X,X
JIOZLTS,O,O,O,O,O,X,X,X,X
JIOZLST,O,O,X,X,O,X,O,X,X
JIOZSTL,O,X,X,X,O,X,X,X,X
JIOZSLT,O,O,X,X,X,X,O,X,X
JLTISZO,O,O,O,O,X,X,X,X,O
JLTISOZ,X,O,O,O,O,X,X,X,O
JLTIZSO,O,O,O,O,O,X,X,X,X
JLTIZOS,O,O,O,O,O,X,X,X,X
JLTIOSZ,O,O,O,O,O,X,X,X,X
JLTIOZS,O,O,O,O,O,X,X,X,X
JLTSIZO,O,O,O,O,X,X,X,X,O
JLTSIOZ,X,O,O,O,O,X,X,X,O
JLTSZIO,O,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,O,X,X,X,X,X
JLTSOIZ,O,O,O,O,O,X,X,X,X
JLTSOZI,O,O,O,O,X,X,X,X,X
JLTZISO,O,O,O,O,O,X,X,O,X
JLTZIOS,O,O,O,O,O,X,X,O,X
JLTZSIO,O,O,O,O,O,X,X,O,X
JLTZSOI,O,O,O,O,O,X,X,O,X
JLTZOIS,O,O,O,O,O,X,X,O,X
JLTZOSI,O,O,O,O,O,X,X,O,X
JLTOISZ,O,O,O,O,O,X,X,X,X
JLTOIZS,O,O,O,O,O,X,X,X,X
JLTOSIZ,O,O,O,O,O,X,X,X,X
JLTOSZI,O,O,O,O,X,X,X,X,X
JLTOZIS,O,O,O,O,O,X,X,O,X
JLTOZSI,O,O,O,O,O,X,X,O,X
JLITSZO,O,O,O,O,X,X,X,X,O
JLITSOZ,X,O,O,O,O,X,X,X,O
JLITZSO,O,O,O,O,O,X,X,X,X
JLITZOS,O,O,O,O,O,X,X,X,X
JLITOSZ,O,O,O,O,O,X,X,X,X
JLITOZS,O,O,O,O,O,X,X,X,X
JLISTZO,O,X,O,O,X,X,X,X,O
JLISTOZ,X,X,O,O,O,X,X,X,O
JLISZTO,O,X,O,X,O,X,X,X,O
JLISZOT,O,O,O,X,O,X,X,X,O
JLISOTZ,X,X,O,O,O,X,X,X,O
JLISOZT,X,X,O,X,O,X,X,X,O
JLIZTSO,O,O,O,O,O,X,X,X,X
JLIZTOS,O,O,O,O,O,X,X,X,X
JLIZSTO,O,X,O,X,O,X,X,X,O
JLIZSOT,O,O,O,X,O,X,X,X,O
JLIZOTS,O,O,O,O,O,X,X,X,X
JLIZOST,O,O,O,X,O,X,X,X,X
JLIOTSZ,O,X,O,O,O,X,X,X,X
JLIOTZS,O,X,O,O,O,X,X,X,X
JLIOSTZ,O,X,O,O,O,X,X,X,O
JLIOSZT,O,X,O,X,O,X,X,X,O
JLIOZTS,O,O,O,O,O,X,X,X,X
JLIOZST,O,O,O,X,O,X,X,X,X
JLSTIZO,O,X,O,O,X,X,X,X,O
JLSTIOZ,X,X,O,O,O,O,X,X,O
JLSTZIO,O,X,O,O,X,X,X,X,X
JLSTZOI,O,X,O,O,X,O,X,X,X
JLSTOIZ,O,X,O,O,O,O,X,X,X
JLSTOZI,O,X,O,O,X,O,X,X,X
JLSITZO,O,X,O,O,X,X,X,X,O
JLSITOZ,X,X,O,O,O,O,X,X,O
JLSIZTO,O,X,O,X,O,X,X,X,O
JLSIZOT,O,O,O,X,O,X,X,X,O
JLSIOTZ,X,X,O,O,O,O,X,X,O
JLSIOZT,X,X,O,X,O,O,X,X,O
JLSZTIO,X,X,O,X,O,X,X,X,X
JLSZTOI,X,X,O,X,O,O,X,X,X
JLSZITO,O,X,O,X,O,X,X,X,O
JLSZIOT,O,O,O,X,O,X,X,X,O
JLSZOTI,X,O,O,O,O,O,X,X,X
JLSZOIT,O,O,O,X,O,O,X,X,X
JLSOTIZ,O,X,O,O,O,O,X,X,X
JLSOTZI,O,X,O,O,X,O,X,X,X
JLSOITZ,O,X,O,O,O,O,X,X,O
JLSOIZT,O,X,O,X,O,O,X,X,O
JLSOZTI,X,X,O,O,O,O,X,X,X
JLSOZIT,O,X,O,X,O,O,X,X,X
JLZTISO,O,O,O,O,O,X,X,O,X
JLZTIOS,O,O,O,O,O,X,X,O,X
JLZTSIO,O,O,O,O,O,X,X,O,X
JLZTSOI,O,O,O,O,O,X,X,O,X
JLZTOIS,O,O,O,O,O,X,X,O,X
JLZTOSI,O,O,O,O,O,X,X,O,X
JLZITSO,O,O,O,O,O,X,X,O,X
JLZITOS,O,O,O,O,O,X,X,O,X
JLZISTO,O,X,O,X,O,X,X,X,O
JLZISOT,O,O,O,X,O,X,X,X,O
JLZIOTS,O,O,O,O,O,X,X,X,X
JLZIOST,O,O,O,X,O,X,X,X,X
JLZSTIO,X,X,O,X,O,X,X,O,X
JLZSTOI,X,X,O,X,O,X,X,O,X
JLZSITO,O,X,O,X,O,X,X,X,O
JLZSIOT,O,O,O,X,O,X,X,X,O
JLZSOTI,X,O,O,O,O,X,X,X,X
JLZSOIT,O,O,O,X,O,X,X,X,X
JLZOTIS,O,O,O,O,O,X,X,O,X
JLZOTSI,O,O,O,O,O,X,X,O,X
JLZOITS,O,O,O,O,O,X,X,X,X
JLZOIST,O,O,O,X,O,X,X,X,X
JLZOSTI,X,O,O,O,O,X,X,X,X
JLZOSIT,O,O,O,X,O,X,X,X,X
JLOTISZ,O,X,O,O,O,X,X,X,X
JLOTIZS,O,X,O,O,O,X,X,X,X
JLOTSIZ,O,X,O,O,O,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X,X,X
JLOTZIS,O,X,O,O,O,X,X,X,X
JLOTZSI,O,X,O,O,O,X,X,X,X
JLOITSZ,O,X,O,O,O,X,X,X,X
JLOITZS,O,X,O,O,O,X,X,X,X
JLOISTZ,O,X,O,O,O,O,X,X,O
JLOISZT,O,X,O,X,O,O,X,X,O
JLOIZTS,O,O,O,O,O,X,X,X,X
JLOIZST,O,O,O,X,O,X,X,X,X
JLOSTIZ,O,X,O,O,O,O,X,X,X
JLOSTZI,O,X,O,O,X,O,X,X,X
JLOSITZ,O,X,O,O,O,O,X,X,O
JLOSIZT,O,X,O,X,O,O,X,X,O
JLOSZTI,X,X,O,O,O,O,X,X,X
JLOSZIT,O,X,O,X,O,O,X,X,X
JLOZTIS,O,O,O,O,O,X,X,X,X
JLOZTSI,O,O,O,O,O,X,X,X,X
JLOZITS,O,O,O,O,O,X,X,X,X
JLOZIST,O,O,O,X,O,X,X,X,X
JLOZSTI,X,O,O,O,O,X,X,X,X
JLOZSIT,O,O,O,X,O,X,X,X,X
JSTILZO,O,X,O,X,X,X,X,X,O
JSTILOZ,X,X,O,X,X,X,X,X,O
JSTIZLO,O,X,O,X,X,X,X,X,X
JSTIZOL,X,X,O,X,X,X,X,X,X
JSTIOLZ,X,X,O,X,X,X,X,X,X
JSTIOZL,X,X,O,X,X,X,X,X,X
JSTLIZO,O,X,O,X,X,X,X,X,O
JSTLIOZ,X,X,O,X,O,O,X,X,O
JSTLZIO,O,X,O,X,X,X,X,X,X
