sequence,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBfiB6iBm?fBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBu?kBUgBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBU?gBukBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBzcB+iBi?fB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFGdBRgBUiB3?gBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFRbBSiB3gBU?iBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBGdBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBCdB2kBT?iB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeWBJvhFxcB/kBUgBT?iBikBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFlbBzcB+iBC?lBflB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeX7IvhFxcBTiB0kB6?qBOpBFrB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je//IvhFRbBCdBTiB2?pB0lBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBckBGiBR?qB/qBFsB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFzbBSiBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFGdBUiBClBf?lBzlBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhF3bBCdBTiBF?lBukB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeO/IvhFXbBxcBTiB1?pB0lBCrB
JLSOTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLSOITZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JLSOIZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JLSOZTI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLSOZIT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLZTISO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
JLZTIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JLZTSIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JLZITOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JLZISTO,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
JLZISOT,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
JLZIOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JLZIOST,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
JLZSTIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZSITO,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
JLZSIOT,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
JLZSOTI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZSOIT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZOTIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZOITS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
JLZOIST,X,X,X,O,X,X,X,X,X,O,O,O,O,X,O,X,X
JLZOSTI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZOSIT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JLOTISZ,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JLOTSIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOTSZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOTZIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOITSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLOISTZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JLOISZT,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JLOIZTS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
JLOSTIZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOSTZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOSITZ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JLOSIZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JLOSZTI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOSZIT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JLOZTIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JLOZITS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JLOZIST,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
JLOZSTI,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
JLOZSIT,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
JSTILZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSTILOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTIZLO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTIZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTIOLZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTIOZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSTLIOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTLZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSTLZOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTZIOL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTZLOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZOIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSTZOLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSTOILZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTOIZL,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSTOZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSTOZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSITLZO,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSITLOZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSITZLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSITOLZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSITOZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSILTZO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JSILTOZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSILZTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSILZOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSILOTZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSILOZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSIZTLO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JSIZTOL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JSIZLTO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JSIZLOT,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JSIZOTL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JSIZOLT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JSIOTLZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSIOLZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSIOZTL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSIOZLT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLTIOZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLTZIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLTZOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLITZO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JSLITOZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSLIZTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSLIZOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSLIOTZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JSLIOZT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSLZTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLZTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZITO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLZIOT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLZOIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLOTZI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLOITZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JSLOIZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSLOZTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSLOZIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSZTILO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSZTIOL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSZTLIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JSZTLOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZTOIL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZTOLI,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZITLO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JSZITOL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JSZILTO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JSZILOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JSZIOTL,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
JSZIOLT,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
JSZLTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSZLTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLITO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JSZLIOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
JSZLOTI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZLOIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JSZOTIL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZOILT,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZOLIT,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOTILZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOTIZL,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOTLZI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOTZIL,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOTZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOITLZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOITZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JSOILZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOIZLT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOLTZI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOLITZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JSOLIZT,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
JSOLZTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOLZIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
JSOZTIL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOZTLI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOZITL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOZILT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOZLTI,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOZLIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
JZTILSO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
JZTILOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
JZTISLO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
JZTISOL,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
JZTIOLS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZTIOSL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZTLISO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
JZTLIOS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
JZTLSIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTLSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JZTLOIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZTLOSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JZTSILO,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JZTSIOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O
JZTSLIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTSLOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JZTSOIL,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JZTSOLI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JZTOILS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZTOISL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZTOLIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZTOLSI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JZTOSIL,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JZTOSLI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JZITLSO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
JZITLOS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
JZITSLO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
JZITSOL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JZITOLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZITOSL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
JZILTOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZILSTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
JZILSOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
JZILOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZILOST,X,X,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X
JZISTLO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JZISTOL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZISLTO,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
JZISLOT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
JZISOTL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZISOLT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZIOTLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZIOTSL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
JZIOLTS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
JZIOLST,X,X,X,O,O,X,X,X,X,O,X,O,O,X,O,X,X
JZIOSTL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZIOSLT,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
JZLTISO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X
JZLTIOS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
JZLTSIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOIS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZLTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
JZLITOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZLISTO,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
JZLISOT,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
JZLIOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZLIOST,X,X,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X
JZLSTIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLSTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
JZLSIOT,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
JZLSOTI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JZLSOIT,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
JZLOTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JZLOTSI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZLOITS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
JZLOIST,X,X,X,O,O,X,X,X,X,O,O,O,O,X,O,X,X
JZLOSTI,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
JZLOSIT,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
JZSTILO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
JZSTIOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JZSTLIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSTLOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JZSTOLI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSITLO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSITOL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSILTO,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
JZSILOT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X
JZSIOTL,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSIOLT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZSLTIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSLTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
JZSLIOT,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
JZSLOTI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSLOIT,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSOTIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JZSOTLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSOILT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSOLTI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSOLIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZOTILS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOTISL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOTLIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOTLSI,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JZOTSIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JZOTSLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O
JZOITLS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOITSL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
JZOILTS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
JZOILST,O,X,X,O,O,X,X,X,X,O,O,O,O,X,O,X,X
JZOISTL,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
JZOISLT,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
JZOLTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JZOLTSI,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JZOLITS,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
JZOLIST,O,X,X,O,O,X,X,X,X,O,O,O,O,X,O,X,X
JZOLSTI,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
JZOLSIT,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
JZOSTIL,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JZOSTLI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOSILT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZOSLTI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZOSLIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTILSZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O
JOTILZS,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,O,X
JOTISLZ,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O
JOTISZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O
JOTIZLS,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
JOTIZSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
JOTLISZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O
JOTLIZS,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X
JOTLSIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
JOTLSZI,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOTLZIS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
JOTLZSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
JOTSILZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
JOTSIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
JOTSLIZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
JOTSLZI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
JOTSZIL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
JOTSZLI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
JOTZILS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
JOTZISL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
