sequence,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWBJvhFxcBTeBUgBy?mBfoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFRdBSjBUgB3?hBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBxdBUgBT?iBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBC?iBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFWiBxdBUgBX?jBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeC8IvhFxdBUgB/mBO?oBTnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeSAJvhFFdBTeBxlBm?nB/mBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWCJvhFTeBRgB3gB0?iBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFuiBcjBRgB3?gBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFCeBRgBOoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFGeBRgBaoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBUgBzhBC?jBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBu?mB1nBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBUgBxiBT?iBOoBFsB
ZSLJOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLOTIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSLOTJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZSLOITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSLOIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSLOJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSLOJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJTILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSJTIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSJTLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
ZSJTLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSJTOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZSJTOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZSJITLO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZSJITOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSJILTO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSJILOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSJIOTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSJIOLT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJLTIO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSJLTOI,O,O,O,O,O,O,X,X,O,O,X,O,O,X
ZSJLITO,O,O,O,O,O,O,X,X,O,O,X,X,O,O
ZSJLIOT,O,O,O,O,O,O,X,X,X,X,X,X,O,O
ZSJLOTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJLOIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJOTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSJOTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSJOITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSJOILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJOLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSJOLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOTILJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSOTIJL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
ZSOTLIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSOTLJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZSOTJIL,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZSOTJLI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZSOITLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZSOITJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSOILJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSOIJTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZSOLTIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZSOLTJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZSOLITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZSOLIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZSOLJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOLJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOJTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSOJITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZSOJILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOJLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZSOJLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOTILJS,X,O,X,X,O,X,X,X,O,O,O,X,X,X
ZOTILSJ,X,O,O,O,O,X,X,X,X,X,O,O,X,X
ZOTIJLS,X,O,O,O,O,X,X,O,O,O,O,X,X,X
ZOTIJSL,X,X,O,O,O,X,X,O,O,O,X,X,X,X
ZOTISLJ,X,O,O,O,O,X,X,X,X,X,O,O,X,O
ZOTISJL,X,O,O,O,O,X,X,X,O,O,X,O,X,X
ZOTLIJS,O,O,X,X,O,X,X,X,O,O,O,X,O,X
ZOTLISJ,O,O,O,O,O,X,X,X,X,X,O,O,O,X
ZOTLJIS,O,O,O,O,O,O,X,X,O,O,O,X,O,X
ZOTLJSI,O,O,O,O,O,X,X,X,X,O,O,O,O,X
ZOTLSIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,X
ZOTLSJI,O,O,O,O,O,X,X,X,X,X,O,O,O,X
ZOTJILS,O,O,O,O,O,O,X,O,O,O,O,X,X,X
ZOTJISL,O,X,O,O,O,O,X,O,O,O,X,X,X,X
ZOTJLIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
ZOTJSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZOTJSLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZOTSILJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZOTSIJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
ZOTSLIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
ZOTSLJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
ZOTSJIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
ZOTSJLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
ZOITLJS,X,O,X,X,O,X,X,X,O,O,O,X,X,X
ZOITLSJ,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOITJLS,X,O,X,O,O,X,X,O,O,O,O,X,X,X
ZOITJSL,X,X,X,O,O,X,X,O,O,O,X,X,X,X
ZOITSLJ,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZOITSJL,X,O,X,O,O,X,X,X,O,O,X,X,X,X
ZOILTJS,X,O,X,X,O,X,X,O,X,X,O,X,O,X
ZOILTSJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X
ZOILJTS,X,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOILJST,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZOILSTJ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOILSJT,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOIJTLS,X,X,X,X,X,O,O,X,O,O,X,X,X,X
ZOIJTSL,O,X,X,X,X,O,O,X,O,O,X,X,X,X
ZOIJLTS,X,O,X,X,X,O,O,X,O,O,X,X,X,X
ZOIJLST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOISTJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZOISLJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZOISJTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOISJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOLTIJS,O,O,X,X,O,X,X,O,X,X,O,X,O,X
ZOLTISJ,O,O,X,O,O,X,X,X,X,X,O,O,O,X
ZOLTJIS,O,O,X,O,O,O,X,O,X,X,O,X,O,X
ZOLTJSI,O,O,X,O,O,X,X,X,X,X,O,O,O,X
ZOLTSIJ,O,O,X,O,O,X,X,X,X,X,O,O,O,X
ZOLTSJI,O,O,X,O,O,X,X,X,X,X,O,O,O,X
ZOLITJS,O,O,X,X,O,X,X,O,X,X,O,X,O,X
ZOLITSJ,O,O,X,X,O,X,X,X,X,X,O,X,O,X
ZOLIJTS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOLIJST,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOLISJT,O,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOLJTIS,O,O,X,X,O,O,X,X,X,X,O,X,O,X
ZOLJTSI,O,O,X,O,O,X,X,X,X,X,O,X,O,X
ZOLJITS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOLJIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZOLJSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOLJSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSTIJ,O,O,X,O,O,X,X,X,X,X,X,O,O,X
ZOLSTJI,O,O,X,O,O,O,X,X,X,X,X,O,O,X
ZOLSITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOLSIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSJTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOLSJIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOJTILS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZOJTISL,O,X,O,O,O,O,X,X,O,O,X,X,X,X
ZOJTLIS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZOJTLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZOJTSIL,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZOJTSLI,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZOJITLS,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZOJITSL,O,X,O,X,X,O,O,X,O,O,X,X,X,X
ZOJILTS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
ZOJILST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZOJISTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOJISLT,O,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOJLTIS,O,O,X,X,O,O,X,X,O,O,X,X,O,X
ZOJLTSI,O,O,X,O,O,X,X,X,O,O,X,X,O,X
ZOJLITS,O,O,X,X,X,O,O,X,O,O,X,X,X,X
ZOJLIST,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZOJLSTI,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOJLSIT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOJSTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOJSITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOJSLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOJSLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOSTILJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZOSTIJL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
ZOSTLIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZOSTLJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZOSTJIL,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZOSTJLI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZOSITLJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZOSITJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZOSILJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZOSIJTL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOSLTIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
ZOSLTJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
ZOSLITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,O
ZOSLIJT,O,O,X,O,O,O,X,X,X,X,X,X,O,O
ZOSLJTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOSLJIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOSJTIL,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZOSJITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOSJLTI,O,O,O,O,O,O,X,X,X,X,X,X,O,X
ZOSJLIT,O,O,O,O,O,O,X,X,X,X,X,X,O,X
OTILJSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTILJZS,X,X,X,X,O,X,O,O,O,X,X,X,X,X
OTILSJZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTILSZJ,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTILZJS,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTILZSJ,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTIJLSZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTIJLZS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTIJSLZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTIJSZL,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTIJZLS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTIJZSL,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTISLJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTISLZJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTISJLZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTISJZL,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTISZLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTIZLJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTIZLSJ,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTIZJLS,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OTIZJSL,X,X,O,O,X,X,X,O,O,X,X,X,X,X
OTIZSLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O
OTIZSJL,X,X,O,O,X,X,X,X,O,X,X,O,X,X
OTLIJSZ,O,O,X,X,O,X,O,O,X,X,X,X,O,X
OTLIJZS,X,O,X,X,O,X,O,O,O,X,X,X,O,X
OTLISJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTLISZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
OTLIZJS,X,O,X,X,X,X,X,O,O,X,X,X,O,X
OTLIZSJ,X,O,O,O,X,X,X,X,O,X,X,O,O,X
OTLJISZ,O,O,O,O,O,X,O,O,X,X,X,X,O,X
OTLJIZS,X,O,O,O,O,X,O,O,O,X,X,X,O,X
OTLJSIZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTLJSZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTLJZIS,X,O,O,O,O,X,X,O,O,X,X,X,O,X
OTLJZSI,X,O,O,O,O,X,X,X,O,X,X,O,O,X
OTLSIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTLSIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
OTLSJIZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
OTLSJZI,O,X,O,O,O,X,X,X,X,X,X,X,O,X
OTLSZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTLSZJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTLZIJS,O,O,X,X,O,X,X,O,O,X,X,X,O,X
OTLZISJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTLZJIS,O,O,O,O,O,X,X,O,O,X,X,X,O,X
OTLZJSI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTLZSIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTLZSJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTJILSZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTJILZS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
OTJISLZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X
OTJISZL,X,X,O,O,O,X,O,O,X,X,X,X,X,X
OTJIZLS,X,X,O,O,O,O,O,O,O,X,X,X,X,X
OTJIZSL,X,X,O,O,O,O,O,O,O,X,X,X,X,X
OTJLISZ,X,O,O,O,O,X,O,O,X,X,X,X,X,X
OTJLIZS,X,O,O,O,O,X,O,O,O,X,X,X,X,X
OTJLSIZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJLZIS,X,O,O,O,O,X,X,X,O,X,X,X,X,X
OTJLZSI,X,O,O,O,O,X,X,X,O,X,X,O,X,X
OTJSILZ,X,O,O,O,O,O,X,O,X,X,X,X,X,X
OTJSIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OTJSLIZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OTJSLZI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTJSZIL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJSZLI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJZILS,X,O,O,O,O,O,X,O,O,X,X,X,X,X
OTJZISL,X,X,O,O,O,O,X,O,O,X,X,X,X,X
OTJZLIS,X,O,O,O,O,O,X,X,O,X,X,X,X,X
OTJZLSI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
OTJZSIL,X,O,O,O,O,O,X,X,O,X,X,O,X,X
OTJZSLI,X,O,O,O,O,O,X,X,X,X,X,O,X,X
OTSILJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTSILZJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X
OTSIJLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
OTSIJZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OTSIZLJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTSIZJL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
OTSLIJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTSLIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
OTSLJIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
OTSLJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
OTSLZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSLZJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTSJILZ,O,O,O,O,O,O,X,O,X,X,X,X,X,X
OTSJIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
OTSJLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTSZIJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
OTSZLIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTSZLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTSZJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
OTSZJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTZILJS,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZILSJ,X,O,O,O,O,X,X,X,O,X,X,O,X,X
OTZIJLS,X,O,O,O,O,X,X,O,O,X,X,X,X,X
OTZIJSL,X,X,O,O,O,X,X,O,O,X,X,X,X,X
OTZISLJ,X,O,O,O,O,X,X,X,X,X,X,O,X,O
OTZISJL,X,O,O,O,O,X,X,X,O,X,X,O,X,X
OTZLIJS,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTZLISJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTZLJIS,O,O,O,O,O,O,X,X,O,X,X,X,O,X
OTZLJSI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTZLSIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTZLSJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
OTZJILS,O,O,O,O,O,O,X,O,O,X,X,X,X,X
OTZJISL,O,X,O,O,O,O,X,O,O,X,X,X,X,X
OTZJLIS,O,O,O,O,O,O,X,X,O,X,X,X,X,X
OTZJLSI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
OTZJSIL,O,O,O,O,O,O,X,X,O,X,X,O,X,X
OTZJSLI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
OTZSILJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
OTZSIJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
OTZSLIJ,O,O,O,O,O,X,X,X,X,X,X,O,O,O
OTZSLJI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
OTZSJIL,O,O,O,O,O,O,X,X,O,X,X,O,X,X
OTZSJLI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
OITLJSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OITLJZS,X,X,X,X,X,X,O,O,O,X,X,X,X,X
OITLSJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OITLSZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITLZJS,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OITLZSJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITJLSZ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OITJLZS,X,X,X,O,X,X,O,O,O,X,X,X,X,X
OITJSLZ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OITJZLS,X,X,X,O,X,X,O,O,O,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
OITSLJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITSJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OITSJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OITSZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITZLJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITZLSJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITZJLS,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITZJSL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
OITZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OITZSJL,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,O,O,X,X,X,X,O,X
OILTJZS,X,X,X,X,X,X,O,O,O,X,X,X,O,X
OILTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OILTSZJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OILTZJS,X,X,X,X,X,X,X,O,O,X,X,X,O,X
OILTZSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OILJTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJSZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OILJZST,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSTJZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OILSTZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSJTZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OILSJZT,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OILSZTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZTJS,X,X,X,X,X,X,X,O,O,X,O,X,O,X
OILZTSJ,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OILZJTS,X,X,X,X,X,X,O,X,O,X,O,X,X,X
OILZJST,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJTLSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJTLZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OIJTSZL,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJTZLS,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OIJTZSL,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OIJLTSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJLTZS,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJLSTZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJLSZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJLZTS,X,X,X,X,X,O,O,X,X,O,O,X,X,X
OIJLZST,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJSTZL,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJSLZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJSZTL,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJSZLT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJZTLS,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OIJZTSL,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OIJZLTS,X,X,X,X,X,O,O,X,X,O,X,X,X,X
