sequence,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWBJvhFxcBTeBUgBy?mBfoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFRdBSjBUgB3?hBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBxdBUgBT?iBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBC?iBmnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez7IvhFWiBxdBUgBX?jBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeC8IvhFxdBUgB/mBO?oBTnBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeSAJvhFFdBTeBxlBm?nB/mBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JeWCJvhFTeBRgB3gB0?iBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFuiBcjBRgB3?gBlmBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFCeBRgBOoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8Jez8IvhFGeBRgBaoB3?gBlmBcsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBUgBzhBC?jBOoBFsB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhFxcBTeBUgBu?mB1nBisB,v115@zgC8GeA8IeB8GeF8DeG8AeC8JefBJvhF6hBUgBxiBT?iBOoBFsB
TJILOZS,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TJISLZO,X,O,O,O,O,O,O,X,X,X,X,X,X,X
TJISLOZ,X,O,O,O,O,O,O,X,X,X,X,X,X,X
TJISZLO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TJISZOL,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TJISOLZ,X,O,O,O,O,X,O,O,X,X,X,X,X,X
TJISOZL,X,O,O,O,O,X,O,O,X,X,X,X,X,X
TJIZLSO,X,O,O,O,X,O,O,X,X,O,X,X,X,X
TJIZLOS,X,O,O,O,O,O,O,X,O,O,X,X,X,X
TJIZSLO,X,O,O,O,O,O,O,X,X,O,X,X,X,O
TJIZSOL,X,O,O,O,O,X,O,X,O,O,X,X,X,X
TJIZOLS,X,O,O,O,O,O,O,O,O,O,X,X,X,X
TJIZOSL,X,X,O,O,O,O,O,O,O,O,X,X,X,X
TJIOLSZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TJIOLZS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TJIOSLZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X
TJIOSZL,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TJIOZLS,X,X,O,O,O,O,O,O,O,X,X,X,X,X
TJIOZSL,X,X,O,O,O,O,O,O,O,X,X,X,X,X
TJLISZO,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TJLISOZ,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJLIZSO,O,O,O,O,O,X,O,X,O,O,O,X,X,X
TJLIZOS,X,O,O,O,O,X,O,O,O,O,O,X,X,X
TJLIOSZ,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJLIOZS,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TJLSIZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TJLSZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLSZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TJLSOZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,O,O,O,X,X,X,O,O,O,X,X,X
TJLZIOS,O,O,O,O,O,X,X,O,O,O,O,X,X,X
TJLZSIO,O,O,O,O,O,X,X,X,O,O,O,X,X,X
TJLZSOI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TJLZOIS,O,O,O,O,O,X,X,O,O,O,O,X,X,X
TJLZOSI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TJLOISZ,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TJLOIZS,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TJLOSIZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TJLOSZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLOZIS,X,O,O,O,O,X,X,O,O,X,X,X,X,X
TJLOZSI,X,O,O,O,O,X,X,X,O,X,X,O,X,X
TJSILZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TJSILOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TJSIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSIZOL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TJSIOZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TJSLIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TJSLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TJSLOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,O,O,O,O,X,O,X,X,X,X,X,X
TJSOIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TJSOLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TJSOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,O,O,X,O,X,X,X,O,X,X,X,X
TJZILOS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
TJZISLO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TJZISOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TJZIOLS,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TJZIOSL,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TJZLISO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
TJZLIOS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
TJZLSIO,O,O,O,O,O,O,X,X,X,O,X,X,X,X
TJZLSOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TJZLOIS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
TJZLOSI,O,O,O,O,O,X,X,X,X,O,X,O,X,X
TJZSILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TJZSIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TJZSLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TJZSLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TJZSOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TJZSOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TJZOILS,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TJZOISL,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TJZOLIS,O,O,O,O,O,O,X,X,O,O,X,X,X,X
TJZOLSI,O,O,O,O,O,X,X,X,X,O,X,O,X,X
TJZOSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TJZOSLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TJOILSZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TJOILZS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TJOISLZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X
TJOISZL,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TJOIZLS,X,X,O,O,O,O,O,O,O,X,X,X,X,X
TJOIZSL,X,X,O,O,O,O,O,O,O,X,X,X,X,X
TJOLISZ,X,O,O,O,O,X,O,O,X,X,X,X,X,X
TJOLIZS,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TJOLSIZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOLZIS,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TJOLZSI,X,O,O,O,O,X,X,X,O,X,X,O,X,X
TJOSILZ,X,O,O,O,O,O,X,O,X,X,X,X,X,X
TJOSIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TJOSLIZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X
TJOSLZI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOSZIL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOSZLI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOZILS,X,O,O,O,O,O,X,O,O,X,X,X,X,X
TJOZISL,X,X,O,O,O,O,X,O,O,X,X,X,X,X
TJOZLIS,X,O,O,O,O,O,X,X,O,X,X,X,X,X
TJOZLSI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
TJOZSIL,X,O,O,O,O,O,X,X,O,X,X,O,X,X
TJOZSLI,X,O,O,O,O,O,X,X,X,X,X,O,X,X
TSILJZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSILJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TSILZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSILZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
TSILOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TSILOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TSIJLZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIJZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIJZOL,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TSIJOZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TSIZLJO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSIZLOJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSIZJLO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSIZJOL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSIZOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TSIZOJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSIOLJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSIOLZJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X
TSIOJLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TSIOJZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TSIOZLJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSIOZJL,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSLIJZO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSLIJOZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TSLIZJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSLIZOJ,O,O,X,O,O,X,X,X,O,X,X,X,O,X
TSLIOJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TSLIOZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TSLJIZO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
TSLJIOZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
TSLJZIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSLJZOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSLJOIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
TSLJOZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSLZIJO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TSLZIOJ,O,O,X,O,O,X,X,X,O,X,X,O,O,X
TSLZJIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TSLZJOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSLZOIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSLZOJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSLOIJZ,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TSLOIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TSLOJIZ,O,O,O,O,O,O,X,O,X,X,X,X,O,X
TSLOJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSLOZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSLOZJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSJILZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSJILOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSJIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJIZOL,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TSJIOZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TSJLIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSJLOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,O,O,O,O,X,O,X,X,X,X,X,X
TSJOIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TSJOLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZILOJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TSZIJLO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZIJOL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TSZIOLJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TSZIOJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TSZLIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZLIOJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TSZLJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZLJOI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSZLOIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TSZLOJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSZJILO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZJIOL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TSZJLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSZJLOI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSZJOIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TSZJOLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSZOILJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TSZOIJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TSZOLIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TSZOLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSZOJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TSZOJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSOILJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSOILZJ,O,O,O,O,X,X,X,X,O,X,X,X,O,X
TSOIJLZ,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TSOIJZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TSOIZLJ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSOIZJL,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TSOLIJZ,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSOLIZJ,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TSOLJIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X
TSOLJZI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TSOLZIJ,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSOLZJI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSOJILZ,O,O,O,O,O,O,X,O,X,X,X,X,X,X
TSOJIZL,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TSOJLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSOZIJL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TSOZLIJ,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSOZLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TSOZJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TSOZJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZILJSO,O,O,X,O,O,X,X,X,O,O,O,X,X,X
TZILJOS,O,O,X,O,O,X,X,O,O,O,O,X,X,X
TZILSJO,O,O,X,O,O,X,X,X,O,X,O,X,X,O
TZILSOJ,O,O,X,O,O,X,X,X,O,X,O,O,X,O
TZILOJS,O,O,X,X,O,X,X,O,O,O,O,X,X,X
TZILOSJ,O,O,X,O,O,X,X,X,O,X,O,O,X,X
TZIJLSO,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TZIJLOS,O,O,O,O,O,X,X,X,O,O,O,X,X,X
TZIJSLO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TZIJSOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TZIJOLS,O,O,O,O,O,X,X,O,O,O,O,X,X,X
TZIJOSL,O,X,O,O,O,X,X,O,O,O,X,X,X,X
TZISLJO,O,O,O,O,O,X,X,X,X,X,O,X,X,O
TZISLOJ,O,O,O,O,O,X,X,X,X,X,O,O,X,O
TZISJLO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TZISJOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TZISOLJ,O,O,O,O,O,X,X,X,X,X,O,O,X,O
TZISOJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TZIOLJS,X,O,X,X,O,X,X,X,O,O,O,X,X,X
TZIOLSJ,X,O,O,O,O,X,X,X,O,X,O,O,X,X
TZIOJLS,X,O,O,O,O,X,X,O,O,O,O,X,X,X
TZIOJSL,X,X,O,O,O,X,X,O,O,O,X,X,X,X
TZIOSLJ,X,O,O,O,O,X,X,X,X,X,O,O,X,O
TZIOSJL,X,O,O,O,O,X,X,X,O,O,X,O,X,X
TZLIJSO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
TZLIJOS,O,O,X,O,O,X,X,O,O,O,O,X,O,X
TZLISJO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
TZLISOJ,O,O,X,O,O,X,X,X,O,X,O,O,O,O
TZLIOJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
TZLIOSJ,O,O,X,O,O,X,X,X,O,X,O,O,O,X
TZLJISO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
TZLJIOS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
TZLJSIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
TZLJSOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
TZLJOIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
TZLJOSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
TZLSIJO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
TZLSIOJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
TZLSJIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
TZLSJOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
TZLSOIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,O
TZLSOJI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
TZLOIJS,O,O,X,X,O,X,X,O,O,O,O,X,O,X
TZLOISJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TZLOJIS,O,O,O,O,O,O,X,O,O,O,O,X,O,X
TZLOJSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
TZLOSIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TZLOSJI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TZJILSO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
TZJILOS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZJISLO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZJISOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TZJIOLS,O,O,O,O,O,O,X,O,O,O,O,X,X,X
TZJIOSL,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TZJLISO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZJLIOS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZJLSIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZJLSOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
TZJLOIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZJLOSI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TZJSILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZJSIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TZJSLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZJSLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZJSOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TZJSOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZJOILS,O,O,O,O,O,O,X,O,O,O,O,X,X,X
TZJOISL,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TZJOLIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZJOLSI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
TZJOSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TZJOSLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZSILJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
TZSILOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZSIJLO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TZSIJOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TZSIOLJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZSIOJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TZSLIJO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
TZSLIOJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZSLJIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
TZSLJOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TZSLOIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZSLOJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TZSJILO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZSJIOL,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TZSJLIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TZSJLOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZSJOIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TZSJOLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZSOILJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZSOIJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TZSOLIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZSOLJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TZSOJIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TZSOJLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZOILJS,X,O,X,X,O,X,X,X,O,O,O,X,X,X
TZOILSJ,X,O,O,O,O,X,X,X,O,X,O,O,X,X
TZOIJLS,X,O,O,O,O,X,X,O,O,O,O,X,X,X
TZOIJSL,X,X,O,O,O,X,X,O,O,O,X,X,X,X
TZOISLJ,X,O,O,O,O,X,X,X,X,X,O,O,X,O
TZOISJL,X,O,O,O,O,X,X,X,O,O,X,O,X,X
TZOLIJS,O,O,X,X,O,X,X,X,O,O,O,X,O,X
TZOLISJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TZOLJIS,O,O,O,O,O,O,X,X,O,O,O,X,O,X
TZOLJSI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
TZOLSIJ,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TZOLSJI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TZOJILS,O,O,O,O,O,O,X,O,O,O,O,X,X,X
TZOJISL,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TZOJLIS,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TZOJLSI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
TZOJSIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TZOJSLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TZOSILJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZOSIJL,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TZOSLIJ,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TZOSLJI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TZOSJIL,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TZOSJLI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TOILJSZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TOILJZS,X,X,X,X,O,X,O,O,O,X,X,X,X,X
TOILSJZ,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TOILSZJ,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TOILZJS,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TOILZSJ,X,X,O,O,X,X,X,X,O,X,X,O,X,X
TOIJLSZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOIJLZS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TOIJSLZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOIJSZL,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOIJZLS,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TOIJZSL,X,X,O,O,O,X,O,O,O,X,X,X,X,X
