sequence,v115@zgB8HeC8GeB8EeB8AeB8EeB8AeD8AeE8Je07IvhFmc?BzdB5jBfnBilBFrB,v115@zgB8HeC8GeB8EeB8AeB8EeB8AeD8AeE8Jem7IvhFzd?B5jBclBanB3hBFrB,v115@zgB8HeC8GeB8EeB8AeB8EeB8AeD8AeE8Jel7IvhFch?BmdB5jBXiBTlBirB,v115@zgB8HeC8GeB8EeB8AeB8EeB8AeD8AeE8JeX8IvhFxd?BFiB6oBTgB0mBmqB
SJOZTLI,X,O,O,X
SJOZITL,O,O,O,X
SJOZILT,O,O,O,X
SJOZLTI,O,X,O,X
SJOZLIT,O,O,O,X
SZTILJO,O,O,O,O
SZTILOJ,O,O,X,O
SZTIJLO,O,O,O,X
SZTIJOL,O,O,O,X
SZTIOLJ,O,O,X,X
SZTIOJL,O,O,O,X
SZTLIJO,O,O,O,O
SZTLIOJ,O,O,X,O
SZTLJIO,O,O,O,O
SZTLJOI,O,O,X,O
SZTLOIJ,O,O,X,O
SZTLOJI,O,O,X,O
SZTJILO,O,O,O,X
SZTJIOL,O,O,O,X
SZTJLIO,O,O,O,O
SZTJLOI,O,O,X,O
SZTJOIL,O,O,O,X
SZTJOLI,O,O,X,X
SZTOILJ,O,O,X,X
SZTOIJL,O,O,O,X
SZTOLIJ,O,O,X,O
SZTOLJI,O,O,X,O
SZTOJIL,O,O,O,X
SZTOJLI,O,O,X,X
SZITLJO,O,O,O,O
SZITLOJ,O,O,X,O
SZITJLO,O,O,O,X
SZITJOL,O,O,O,X
SZITOLJ,O,O,X,X
SZITOJL,O,O,O,X
SZILTJO,O,X,O,O
SZILTOJ,O,X,O,O
SZILJTO,O,X,O,X
SZILJOT,O,O,O,X
SZILOTJ,O,X,O,X
SZILOJT,O,O,O,X
SZIJTLO,X,O,O,X
SZIJTOL,O,O,O,X
SZIJLTO,O,X,O,X
SZIJLOT,O,O,O,X
SZIJOTL,O,O,O,X
SZIJOLT,O,O,O,X
SZIOTLJ,O,O,O,X
SZIOTJL,O,O,O,X
SZIOLTJ,O,X,O,X
SZIOLJT,O,O,O,X
SZIOJTL,O,O,O,X
SZIOJLT,O,O,O,X
SZLTIJO,O,X,O,O
SZLTIOJ,O,X,O,O
SZLTJIO,O,X,O,O
SZLTJOI,O,X,O,O
SZLTOIJ,O,X,O,O
SZLTOJI,O,X,O,O
SZLITJO,O,X,O,O
SZLITOJ,O,X,O,O
SZLIJTO,O,X,O,X
SZLIJOT,O,O,O,X
SZLIOTJ,O,X,O,X
SZLIOJT,O,O,O,X
SZLJTIO,O,X,O,O
SZLJTOI,O,X,O,O
SZLJITO,O,X,O,X
SZLJIOT,O,O,O,X
SZLJOTI,O,X,O,X
SZLJOIT,O,O,O,X
SZLOTIJ,O,X,O,O
SZLOTJI,O,X,O,O
SZLOITJ,O,X,O,X
SZLOIJT,O,O,O,X
SZLOJTI,O,X,O,X
SZLOJIT,O,O,O,X
SZJTILO,X,O,O,X
SZJTIOL,O,O,O,X
SZJTLIO,X,O,O,O
SZJTLOI,X,O,X,O
SZJTOIL,O,O,O,X
SZJTOLI,X,O,X,X
SZJITLO,X,O,O,X
SZJITOL,O,O,O,X
SZJILTO,O,X,O,X
SZJILOT,O,O,O,X
SZJIOTL,O,O,O,X
SZJIOLT,O,O,O,X
SZJLTIO,O,X,O,O
SZJLTOI,O,X,O,O
SZJLITO,O,X,O,X
SZJLIOT,O,O,O,X
SZJLOTI,O,X,O,X
SZJLOIT,O,O,O,X
SZJOTIL,O,O,O,X
SZJOTLI,X,O,O,X
SZJOITL,O,O,O,X
SZJOILT,O,O,O,X
SZJOLTI,O,X,O,X
SZJOLIT,O,O,O,X
SZOTILJ,O,O,O,X
SZOTIJL,O,O,O,X
SZOTLIJ,O,O,O,O
SZOTLJI,O,O,O,O
SZOTJIL,O,O,O,X
SZOTJLI,O,O,O,X
SZOITLJ,O,O,O,X
SZOITJL,O,O,O,X
SZOILTJ,O,X,O,X
SZOILJT,O,O,O,X
SZOIJTL,O,O,O,X
SZOIJLT,O,O,O,X
SZOLTIJ,O,X,O,O
SZOLTJI,O,X,O,O
SZOLITJ,O,X,O,X
SZOLIJT,O,O,O,X
SZOLJTI,O,X,O,X
SZOLJIT,O,O,O,X
SZOJTIL,O,O,O,X
SZOJTLI,X,O,O,X
SZOJITL,O,O,O,X
SZOJILT,O,O,O,X
SZOJLTI,O,X,O,X
SZOJLIT,O,O,O,X
SOTILJZ,O,X,O,X
SOTILZJ,O,O,O,X
SOTIJLZ,O,X,O,X
SOTIJZL,O,X,O,X
SOTIZLJ,O,O,O,X
SOTIZJL,O,O,O,X
SOTLIJZ,O,X,O,X
SOTLIZJ,O,O,O,X
SOTLJIZ,O,X,O,X
SOTLJZI,O,X,O,X
SOTLZIJ,O,O,O,X
SOTLZJI,O,O,O,X
SOTJILZ,O,X,O,X
SOTJIZL,O,X,O,X
SOTJLIZ,O,X,O,X
SOTJLZI,O,X,O,X
SOTJZIL,O,X,O,X
SOTJZLI,O,X,O,X
SOTZILJ,O,O,O,X
SOTZIJL,O,O,O,X
SOTZLIJ,O,O,O,X
SOTZLJI,O,O,O,X
SOTZJIL,O,O,O,X
SOTZJLI,O,O,O,X
SOITLJZ,O,X,O,X
SOITLZJ,O,O,O,X
SOITJLZ,O,X,O,X
SOITJZL,O,X,O,X
SOITZLJ,O,O,O,X
SOITZJL,O,O,O,X
SOILTJZ,O,X,O,X
SOILTZJ,O,O,O,X
SOILJTZ,O,X,O,X
SOILJZT,O,X,O,X
SOILZTJ,O,X,O,X
SOILZJT,O,O,O,X
SOIJTLZ,O,X,O,X
SOIJTZL,O,X,O,X
SOIJLTZ,O,X,O,X
SOIJLZT,O,X,O,X
SOIJZTL,O,O,O,X
SOIJZLT,O,O,O,X
SOIZTLJ,O,O,O,X
SOIZTJL,O,O,O,X
SOIZLTJ,O,X,O,X
SOIZLJT,O,O,O,X
SOIZJTL,O,O,O,X
SOIZJLT,O,O,O,X
SOLTIJZ,O,X,O,X
SOLTIZJ,O,O,O,X
SOLTJIZ,O,X,O,X
SOLTJZI,O,X,O,X
SOLTZIJ,O,O,O,X
SOLTZJI,O,O,O,X
SOLITJZ,O,X,O,X
SOLITZJ,O,O,O,X
SOLIJTZ,O,X,O,X
SOLIJZT,O,X,O,X
SOLIZTJ,O,X,O,X
SOLIZJT,O,O,O,X
SOLJTIZ,O,X,O,X
SOLJTZI,O,X,O,X
SOLJITZ,O,X,O,X
SOLJIZT,O,X,O,X
SOLJZTI,O,X,O,X
SOLJZIT,O,X,O,X
SOLZTIJ,O,X,O,X
SOLZTJI,O,X,O,X
SOLZITJ,O,X,O,X
SOLZIJT,O,O,O,X
SOLZJTI,O,X,O,X
SOLZJIT,O,O,O,X
SOJTILZ,O,X,O,X
SOJTIZL,O,X,O,X
SOJTLIZ,O,X,O,X
SOJTLZI,O,X,O,X
SOJTZIL,O,X,O,X
SOJTZLI,O,X,O,X
SOJITLZ,O,X,O,X
SOJITZL,O,X,O,X
SOJILTZ,O,X,O,X
SOJILZT,O,X,O,X
SOJIZTL,O,O,O,X
SOJIZLT,O,O,O,X
SOJLTIZ,O,X,O,X
SOJLTZI,O,X,O,X
SOJLITZ,O,X,O,X
SOJLIZT,O,X,O,X
SOJLZTI,O,X,O,X
SOJLZIT,O,X,O,X
SOJZTIL,O,O,O,X
SOJZTLI,X,O,O,X
SOJZITL,O,O,O,X
SOJZILT,O,O,O,X
SOJZLTI,O,X,O,X
SOJZLIT,O,O,O,X
SOZTILJ,O,O,O,X
SOZTIJL,O,O,O,X
SOZTLIJ,O,O,O,X
SOZTLJI,O,O,O,X
SOZTJIL,O,O,O,X
SOZTJLI,O,O,O,X
SOZITLJ,O,O,O,X
SOZITJL,O,O,O,X
SOZILTJ,O,X,O,X
SOZILJT,O,O,O,X
SOZIJTL,O,O,O,X
SOZIJLT,O,O,O,X
SOZLTIJ,O,X,O,X
SOZLTJI,O,X,O,X
SOZLITJ,O,X,O,X
SOZLIJT,O,O,O,X
SOZLJTI,O,X,O,X
SOZLJIT,O,O,O,X
SOZJTIL,O,O,O,X
SOZJTLI,X,O,O,X
SOZJITL,O,O,O,X
SOZJILT,O,O,O,X
SOZJLTI,O,X,O,X
SOZJLIT,O,O,O,X
ZTILJSO,O,O,O,O
ZTILJOS,O,O,O,X
ZTILSJO,O,O,O,O
ZTILSOJ,O,O,X,O
ZTILOJS,O,O,O,X
ZTILOSJ,O,O,X,O
ZTIJLSO,O,O,X,X
ZTIJLOS,O,O,X,X
ZTIJSLO,O,O,X,X
ZTIJSOL,O,O,X,X
ZTIJOLS,O,O,X,X
ZTIJOSL,O,O,X,X
ZTISLJO,O,O,X,O
ZTISLOJ,O,O,X,O
ZTISJLO,O,O,X,X
ZTISJOL,O,O,X,X
ZTISOLJ,O,O,X,X
ZTISOJL,O,O,X,X
ZTIOLJS,O,O,O,X
ZTIOLSJ,O,O,O,X
ZTIOJLS,O,O,X,X
ZTIOJSL,O,O,X,X
ZTIOSLJ,O,O,X,X
ZTIOSJL,O,O,X,X
ZTLIJSO,O,O,O,O
ZTLIJOS,O,O,O,X
ZTLISJO,O,O,O,O
ZTLISOJ,O,O,X,O
ZTLIOJS,O,O,O,X
ZTLIOSJ,O,O,X,O
ZTLJISO,O,O,O,O
ZTLJIOS,O,O,O,X
ZTLJSIO,O,O,O,O
ZTLJSOI,O,O,X,O
ZTLJOIS,O,O,O,X
ZTLJOSI,O,O,X,X
ZTLSIJO,O,O,O,O
ZTLSIOJ,O,O,X,O
ZTLSJIO,O,O,O,O
ZTLSJOI,O,O,X,O
ZTLSOIJ,O,O,X,O
ZTLSOJI,O,O,X,O
ZTLOIJS,O,O,O,X
ZTLOISJ,O,O,X,O
ZTLOJIS,O,O,O,X
ZTLOJSI,O,O,X,X
ZTLOSIJ,O,O,X,O
ZTLOSJI,O,O,X,O
ZTJILSO,O,O,X,X
ZTJILOS,O,O,X,X
ZTJISLO,O,O,X,X
ZTJISOL,O,O,X,X
ZTJIOLS,O,O,X,X
ZTJIOSL,O,O,X,X
ZTJLISO,O,O,X,O
ZTJLIOS,O,O,X,X
ZTJLSIO,O,O,X,O
ZTJLSOI,O,O,X,O
ZTJLOIS,O,O,X,X
ZTJLOSI,O,O,X,X
ZTJSILO,O,O,X,X
ZTJSIOL,O,O,X,X
ZTJSLIO,O,O,X,O
ZTJSLOI,O,O,X,O
ZTJSOIL,O,O,X,X
ZTJSOLI,O,O,X,X
ZTJOILS,O,O,X,X
ZTJOISL,O,O,X,X
ZTJOLIS,O,O,X,X
ZTJOLSI,O,O,X,X
ZTJOSIL,O,O,X,X
ZTJOSLI,O,O,X,X
ZTSILJO,O,O,X,O
ZTSILOJ,O,O,X,O
ZTSIJLO,O,O,X,X
ZTSIJOL,O,O,X,X
ZTSIOLJ,O,O,X,X
ZTSIOJL,O,O,X,X
ZTSLIJO,O,O,X,O
ZTSLIOJ,O,O,X,O
ZTSLJIO,O,O,X,O
ZTSLJOI,O,O,X,O
ZTSLOIJ,O,O,X,O
ZTSLOJI,O,O,X,O
ZTSJILO,O,O,X,X
ZTSJIOL,O,O,X,X
ZTSJLIO,O,O,X,O
ZTSJLOI,O,O,X,O
ZTSJOIL,O,O,X,X
ZTSJOLI,O,O,X,X
ZTSOILJ,O,O,X,X
ZTSOIJL,O,O,X,X
ZTSOLIJ,O,O,X,O
ZTSOLJI,O,O,X,O
ZTSOJIL,O,O,X,X
ZTSOJLI,O,O,X,X
ZTOILJS,O,O,O,X
ZTOILSJ,O,O,O,X
ZTOIJLS,O,O,X,X
ZTOIJSL,O,O,X,X
ZTOISLJ,O,O,X,X
ZTOISJL,O,O,X,X
ZTOLIJS,O,O,O,X
ZTOLISJ,O,O,O,O
ZTOLJIS,O,O,O,X
ZTOLJSI,O,O,O,X
ZTOLSIJ,O,O,O,O
ZTOLSJI,O,O,O,O
ZTOJILS,O,O,X,X
ZTOJISL,O,O,X,X
ZTOJLIS,O,O,X,X
ZTOJLSI,O,O,X,X
ZTOJSIL,O,O,X,X
ZTOJSLI,O,O,X,X
ZTOSILJ,O,O,X,X
ZTOSIJL,O,O,X,X
ZTOSLIJ,O,O,X,O
ZTOSLJI,O,O,X,O
ZTOSJIL,O,O,X,X
ZTOSJLI,O,O,X,X
ZITLJSO,O,O,O,O
ZITLJOS,O,O,O,X
ZITLSJO,O,O,O,O
ZITLSOJ,O,O,X,O
ZITLOJS,O,O,O,X
ZITLOSJ,O,O,X,O
ZITJLSO,O,O,X,X
ZITJLOS,O,O,X,X
ZITJSLO,O,O,X,X
ZITJSOL,O,O,X,X
ZITJOLS,O,O,X,X
ZITJOSL,O,O,X,X
ZITSLJO,O,O,X,O
ZITSLOJ,O,O,X,O
ZITSJLO,O,O,X,X
ZITSJOL,O,O,X,X
ZITSOLJ,O,O,X,X
ZITSOJL,O,O,X,X
ZITOLJS,O,O,O,X
ZITOLSJ,O,O,O,X
ZITOJLS,O,O,X,X
ZITOJSL,O,O,X,X
ZITOSLJ,O,O,X,X
ZITOSJL,O,O,X,X
ZILTJSO,O,O,O,O
ZILTJOS,O,O,O,X
ZILTSJO,O,O,O,O
ZILTSOJ,O,O,X,O
ZILTOJS,O,O,O,X
ZILTOSJ,O,O,X,O
ZILJTSO,O,O,O,X
ZILJTOS,O,O,O,X
ZILJSTO,O,X,O,X
ZILJSOT,O,O,O,X
ZILJOTS,O,O,O,X
ZILJOST,O,O,X,X
ZILSTJO,O,X,O,O
ZILSTOJ,O,X,O,O
ZILSJTO,O,X,O,X
ZILSJOT,O,O,O,X
ZILSOTJ,O,X,O,X
ZILSOJT,O,O,O,X
ZILOTJS,O,O,O,X
ZILOTSJ,O,O,X,X
ZILOJTS,O,O,O,X
ZILOJST,O,O,X,X
ZILOSTJ,O,X,X,X
ZILOSJT,O,O,X,X
ZIJTLSO,O,O,X,X
ZIJTLOS,O,O,X,X
ZIJTSLO,O,O,X,X
ZIJTSOL,O,O,X,X
ZIJTOLS,O,O,X,X
ZIJTOSL,O,O,X,X
ZIJLTSO,O,O,O,X
ZIJLTOS,O,O,O,X
ZIJLSTO,O,X,O,X
ZIJLSOT,O,O,O,X
ZIJLOTS,O,O,O,X
ZIJLOST,O,O,X,X
ZIJSTLO,X,O,O,X
ZIJSTOL,O,O,O,X
ZIJSLTO,X,X,O,X
ZIJSLOT,O,O,O,X
ZIJSOTL,O,O,O,X
ZIJSOLT,O,O,O,X
ZIJOTLS,O,O,X,X
ZIJOTSL,O,O,X,X
ZIJOLTS,O,O,O,X
ZIJOLST,O,O,O,X
ZIJOSTL,O,O,O,X
ZIJOSLT,O,O,O,X
ZISTLJO,O,O,O,O
ZISTLOJ,O,O,X,O
ZISTJLO,O,O,O,X
ZISTJOL,O,O,O,X
ZISTOLJ,O,O,X,X
ZISTOJL,O,O,O,X
ZISLTJO,O,X,O,O
ZISLTOJ,O,X,O,O
ZISLJTO,O,X,O,X
ZISLJOT,O,O,O,X
ZISLOTJ,O,X,O,X
ZISLOJT,O,O,O,X
ZISJTLO,X,O,O,X
ZISJTOL,O,O,O,X
ZISJLTO,O,X,O,X
ZISJLOT,O,O,O,X
ZISJOTL,O,O,O,X
ZISJOLT,O,O,O,X
ZISOTLJ,O,O,O,X
ZISOTJL,O,O,O,X
ZISOLTJ,O,X,O,X
ZISOLJT,O,O,O,X
ZISOJTL,O,O,O,X
ZISOJLT,O,O,O,X
ZIOTLJS,O,O,O,X
ZIOTLSJ,O,O,O,X
ZIOTJLS,O,O,X,X
ZIOTJSL,O,O,X,X
ZIOTSLJ,O,O,X,X
ZIOTSJL,O,O,X,X
ZIOLTJS,O,O,O,X
ZIOLTSJ,O,O,O,X
ZIOLJTS,O,O,O,X
ZIOLJST,O,O,O,X
ZIOLSTJ,O,X,O,X
ZIOLSJT,O,O,O,X
ZIOJTLS,O,O,X,X
ZIOJTSL,O,O,X,X
ZIOJLTS,O,O,O,X
ZIOJLST,O,O,O,X
ZIOJSTL,O,O,O,X
ZIOJSLT,O,O,O,X
ZIOSTLJ,O,O,O,X
ZIOSTJL,O,O,O,X
ZIOSLTJ,O,X,O,X
ZIOSLJT,O,O,O,X
ZIOSJTL,O,O,O,X
ZIOSJLT,O,O,O,X
ZLTIJSO,O,O,O,O
ZLTIJOS,O,O,O,X
ZLTISJO,O,O,O,O
ZLTISOJ,O,O,X,O
ZLTIOJS,O,O,O,X
ZLTIOSJ,O,O,X,O
ZLTJISO,O,O,O,O
ZLTJIOS,O,O,O,X
ZLTJSIO,O,O,O,O
ZLTJSOI,O,O,X,O
ZLTJOIS,O,O,O,X
ZLTJOSI,O,O,X,X
ZLTSIJO,O,O,O,O
ZLTSIOJ,O,O,X,O
ZLTSJIO,O,O,O,O
ZLTSJOI,O,O,X,O
ZLTSOIJ,O,O,X,O
ZLTSOJI,O,O,X,O
ZLTOIJS,O,O,O,X
ZLTOISJ,O,O,X,O
ZLTOJIS,O,O,O,X
ZLTOJSI,O,O,X,X
ZLTOSIJ,O,O,X,O
ZLTOSJI,O,O,X,O
ZLITJSO,O,O,O,O
ZLITJOS,O,O,O,X
ZLITSJO,O,O,O,O
ZLITSOJ,O,O,X,O
ZLITOJS,O,O,O,X
ZLITOSJ,O,O,X,O
ZLIJTSO,O,O,O,O
ZLIJTOS,O,O,O,X
ZLIJSTO,O,X,O,X
ZLIJSOT,O,O,O,X
ZLIJOTS,O,O,O,X
ZLIJOST,O,O,X,X
ZLISTJO,O,X,O,O
ZLISTOJ,O,X,O,O
ZLISJTO,O,X,O,X
ZLISJOT,O,O,O,X
ZLISOTJ,O,X,O,X
ZLISOJT,O,O,O,X
ZLIOTJS,O,O,O,X
ZLIOTSJ,O,O,X,X
ZLIOJTS,O,O,O,X
ZLIOJST,O,O,X,X
ZLIOSTJ,O,X,X,X
ZLIOSJT,O,O,X,X
ZLJTISO,O,O,O,O
ZLJTIOS,O,O,O,O
ZLJTSIO,O,O,O,O
ZLJTSOI,O,O,X,O
ZLJTOIS,O,O,O,O
ZLJTOSI,O,O,X,O
ZLJITSO,O,O,O,O
ZLJITOS,O,O,O,O
ZLJISTO,O,X,O,O
ZLJISOT,O,O,O,X
ZLJIOTS,O,O,O,X
ZLJIOST,O,O,X,X
ZLJSTIO,O,X,O,O
ZLJSTOI,O,X,O,O
ZLJSITO,O,X,O,O
ZLJSIOT,O,O,O,X
ZLJSOTI,O,X,O,O
ZLJSOIT,O,O,O,X
ZLJOTIS,O,O,O,O
ZLJOTSI,O,O,X,O
ZLJOITS,O,O,O,X
ZLJOIST,O,O,X,X
ZLJOSTI,O,X,X,O
ZLJOSIT,O,O,X,X
ZLSTIJO,O,X,O,O
ZLSTIOJ,O,X,O,O
ZLSTJIO,O,X,O,O
ZLSTJOI,O,X,O,O
ZLSTOIJ,O,X,O,O
ZLSTOJI,O,X,O,O
ZLSITJO,O,X,O,O
ZLSITOJ,O,X,O,O
ZLSIJTO,O,X,O,X
ZLSIJOT,O,O,O,X
ZLSIOTJ,O,X,O,X
ZLSIOJT,O,O,O,X
ZLSJTIO,O,X,O,O
ZLSJTOI,O,X,O,O
ZLSJITO,O,X,O,X
ZLSJIOT,O,O,O,X
ZLSJOTI,O,X,O,X
ZLSJOIT,O,O,O,X
ZLSOTIJ,O,X,O,O
ZLSOTJI,O,X,O,O
ZLSOITJ,O,X,O,X
ZLSOIJT,O,O,O,X
ZLSOJTI,O,X,O,X
ZLSOJIT,O,O,O,X
ZLOTIJS,O,O,O,X
ZLOTISJ,O,O,X,O
ZLOTJIS,O,O,O,X
ZLOTJSI,O,O,X,X
ZLOTSIJ,O,O,X,O
ZLOTSJI,O,O,X,O
ZLOITJS,O,O,O,X
ZLOITSJ,O,O,X,X
ZLOIJTS,O,O,O,X
ZLOIJST,O,O,X,X
ZLOISTJ,O,X,X,X
ZLOISJT,O,O,X,X
ZLOJTIS,O,O,O,X
ZLOJTSI,O,O,X,X
ZLOJITS,O,O,O,X
ZLOJIST,O,O,X,X
ZLOJSTI,O,X,X,X
ZLOJSIT,O,O,X,X
ZLOSTIJ,O,X,X,O
ZLOSTJI,O,X,X,O
ZLOSITJ,O,X,X,X
ZLOSIJT,O,O,X,X
ZLOSJTI,O,X,X,X
ZLOSJIT,O,O,X,X
ZJTILSO,O,O,X,O
ZJTILOS,O,O,X,O
ZJTISLO,O,O,X,O
ZJTISOL,O,O,X,X
ZJTIOLS,O,O,X,X
ZJTIOSL,O,O,X,X
ZJTLISO,O,O,X,O
ZJTLIOS,O,O,X,O
ZJTLSIO,O,O,X,O
ZJTLSOI,O,O,X,O
ZJTLOIS,O,O,X,O
ZJTLOSI,O,O,X,O
ZJTSILO,O,O,X,O
ZJTSIOL,O,O,X,X
ZJTSLIO,O,O,X,O
ZJTSLOI,O,O,X,O
ZJTSOIL,O,O,X,X
ZJTSOLI,O,O,X,O
ZJTOILS,O,O,X,X
ZJTOISL,O,O,X,X
ZJTOLIS,O,O,X,O
ZJTOLSI,O,O,X,O
ZJTOSIL,O,O,X,X
ZJTOSLI,O,O,X,O
ZJITLSO,O,O,X,O
ZJITLOS,O,O,X,O
ZJITSLO,O,O,X,O
ZJITSOL,O,O,X,X
ZJITOLS,O,O,X,X
ZJITOSL,O,O,X,X
ZJILTSO,O,O,O,O
ZJILTOS,O,O,O,O
ZJILSTO,O,X,O,O
ZJILSOT,O,O,O,X
ZJILOTS,O,O,O,X
ZJILOST,O,O,X,X
ZJISTLO,X,O,O,O
ZJISTOL,O,O,O,X
ZJISLTO,X,X,O,O
ZJISLOT,O,O,O,X
ZJISOTL,O,O,O,X
ZJISOLT,O,O,O,X
ZJIOTLS,O,O,X,X
ZJIOTSL,O,O,X,X
ZJIOLTS,O,O,O,X
ZJIOLST,O,O,O,X
ZJIOSTL,O,O,O,X
ZJIOSLT,O,O,O,X
ZJLTISO,O,O,O,O
ZJLTIOS,O,O,O,O
ZJLTSIO,O,O,O,O
ZJLTSOI,O,O,X,O
ZJLTOIS,O,O,O,O
ZJLTOSI,O,O,X,O
ZJLITSO,O,O,O,O
ZJLITOS,O,O,O,O
ZJLISTO,O,X,O,O
ZJLISOT,O,O,O,X
ZJLIOTS,O,O,O,X
ZJLIOST,O,O,X,X
ZJLSTIO,O,X,O,O
ZJLSTOI,O,X,O,O
ZJLSITO,O,X,O,O
ZJLSIOT,O,O,O,X
ZJLSOTI,O,X,O,O
ZJLSOIT,O,O,O,X
ZJLOTIS,O,O,O,O
ZJLOTSI,O,O,X,O
ZJLOITS,O,O,O,X
ZJLOIST,O,O,X,X
ZJLOSTI,O,X,X,O
ZJLOSIT,O,O,X,X
ZJSTILO,X,O,O,O
ZJSTIOL,O,O,O,X
ZJSTLIO,X,O,O,O
ZJSTLOI,X,O,X,O
ZJSTOIL,O,O,O,X
ZJSTOLI,X,O,X,O
ZJSITLO,X,O,O,O
ZJSITOL,O,O,O,X
ZJSILTO,X,X,O,O
ZJSILOT,O,O,O,X
ZJSIOTL,O,O,O,X
ZJSIOLT,O,O,O,X
ZJSLTIO,X,X,O,O
ZJSLTOI,X,X,O,O
ZJSLITO,X,X,O,O
ZJSLIOT,O,O,O,X
ZJSLOTI,X,X,O,O
ZJSLOIT,O,O,O,X
ZJSOTIL,O,O,O,X
ZJSOTLI,X,O,O,O
ZJSOITL,O,O,O,X
ZJSOILT,O,O,O,X
ZJSOLTI,X,X,O,O
ZJSOLIT,O,O,O,X
ZJOTILS,O,O,X,X
ZJOTISL,O,O,X,X
ZJOTLIS,O,O,X,O
ZJOTLSI,O,O,X,O
ZJOTSIL,O,O,X,X
ZJOTSLI,O,O,X,O
ZJOITLS,O,O,X,X
ZJOITSL,O,O,X,X
ZJOILTS,O,O,O,X
ZJOILST,O,O,O,X
ZJOISTL,O,O,O,X
ZJOISLT,O,O,O,X
ZJOLTIS,O,O,O,O
ZJOLTSI,O,O,O,O
ZJOLITS,O,O,O,X
ZJOLIST,O,O,O,X
ZJOLSTI,O,X,O,O
ZJOLSIT,O,O,O,X
ZJOSTIL,O,O,O,X
ZJOSTLI,X,O,O,O
ZJOSITL,O,O,O,X
ZJOSILT,O,O,O,X
ZJOSLTI,X,X,O,O
ZJOSLIT,O,O,O,X
ZSTILJO,O,O,O,O
ZSTILOJ,O,O,X,O
ZSTIJLO,O,O,O,X
ZSTIJOL,O,O,O,X
ZSTIOLJ,O,O,X,X
ZSTIOJL,O,O,O,X
ZSTLIJO,O,O,O,O
ZSTLIOJ,O,O,X,O
ZSTLJIO,O,O,O,O
ZSTLJOI,O,O,X,O
ZSTLOIJ,O,O,X,O
ZSTLOJI,O,O,X,O
ZSTJILO,O,O,O,X
ZSTJIOL,O,O,O,X
ZSTJLIO,O,O,O,O
ZSTJLOI,O,O,X,O
ZSTJOIL,O,O,O,X
ZSTJOLI,O,O,X,X
ZSTOILJ,O,O,X,X
ZSTOIJL,O,O,O,X
ZSTOLIJ,O,O,X,O
ZSTOLJI,O,O,X,O
ZSTOJIL,O,O,O,X
ZSTOJLI,O,O,X,X
ZSITLJO,O,O,O,O
ZSITLOJ,O,O,X,O
ZSITJLO,O,O,O,X
ZSITJOL,O,O,O,X
ZSITOLJ,O,O,X,X
ZSITOJL,O,O,O,X
ZSILTJO,O,X,O,O
ZSILTOJ,O,X,O,O
ZSILJTO,O,X,O,X
ZSILJOT,O,O,O,X
ZSILOTJ,O,X,O,X
ZSILOJT,O,O,O,X
ZSIJTLO,X,O,O,X
ZSIJTOL,O,O,O,X
ZSIJLTO,O,X,O,X
ZSIJLOT,O,O,O,X
ZSIJOTL,O,O,O,X
ZSIJOLT,O,O,O,X
ZSIOTLJ,O,O,O,X
ZSIOTJL,O,O,O,X
ZSIOLTJ,O,X,O,X
ZSIOLJT,O,O,O,X
ZSIOJTL,O,O,O,X
ZSIOJLT,O,O,O,X
ZSLTIJO,O,X,O,O
ZSLTIOJ,O,X,O,O
ZSLTJIO,O,X,O,O
ZSLTJOI,O,X,O,O
ZSLTOIJ,O,X,O,O
ZSLTOJI,O,X,O,O
ZSLITJO,O,X,O,O
ZSLITOJ,O,X,O,O
ZSLIJTO,O,X,O,X
ZSLIJOT,O,O,O,X
ZSLIOTJ,O,X,O,X
ZSLIOJT,O,O,O,X
ZSLJTIO,O,X,O,O
ZSLJTOI,O,X,O,O
ZSLJITO,O,X,O,X
ZSLJIOT,O,O,O,X
ZSLJOTI,O,X,O,X
ZSLJOIT,O,O,O,X
ZSLOTIJ,O,X,O,O
ZSLOTJI,O,X,O,O
ZSLOITJ,O,X,O,X
ZSLOIJT,O,O,O,X
ZSLOJTI,O,X,O,X
ZSLOJIT,O,O,O,X
ZSJTILO,X,O,O,X
ZSJTIOL,O,O,O,X
ZSJTLIO,X,O,O,O
ZSJTLOI,X,O,X,O
ZSJTOIL,O,O,O,X
ZSJTOLI,X,O,X,X
ZSJITLO,X,O,O,X
ZSJITOL,O,O,O,X
ZSJILTO,O,X,O,X
ZSJILOT,O,O,O,X
ZSJIOTL,O,O,O,X
ZSJIOLT,O,O,O,X
ZSJLTIO,O,X,O,O
ZSJLTOI,O,X,O,O
ZSJLITO,O,X,O,X
ZSJLIOT,O,O,O,X
ZSJLOTI,O,X,O,X
ZSJLOIT,O,O,O,X
ZSJOTIL,O,O,O,X
ZSJOTLI,X,O,O,X
ZSJOITL,O,O,O,X
ZSJOILT,O,O,O,X
ZSJOLTI,O,X,O,X
ZSJOLIT,O,O,O,X
ZSOTILJ,O,O,O,X
ZSOTIJL,O,O,O,X
ZSOTLIJ,O,O,O,O
ZSOTLJI,O,O,O,O
ZSOTJIL,O,O,O,X
ZSOTJLI,O,O,O,X
ZSOITLJ,O,O,O,X
ZSOITJL,O,O,O,X
ZSOILTJ,O,X,O,X
ZSOILJT,O,O,O,X
ZSOIJTL,O,O,O,X
