sequence,v115@vhHU7IvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJ3dB+tBtsByrBTkByuBRwB,v115@vhHMBJvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJvhB+tBtsByrBTkByuBRwB,v115@vhHO6I5fB0gBNqBKpBTtBSxBXrB,v115@vhH++IvfBMnB6tBdqBKpBzsBRwB,v115@vhHK6IMjBvlB+tBtsBTkByuBRwB,v115@vhH6+IUbBvfBToBdqBKpBWyBRwB,v115@vhH01IvfB6tBWrBdqBKpBzsBRwB,v115@vhHX5IMjB+tBtsByrBTkByuBRwB,v115@vhHT5IvfBMoBunBdqBKpBSyBRwB,v115@vhHT1IMjBifB+tBtsB3kByuBRwB,v115@vhH6+IsiBvfBToBdqBKpBWyBRwB,v115@vhH6+I0VBvfBToBdqBKpBWyBRwB,v115@vhHG5IKaBvjBtnBKpBTtBUsBRqB,v115@vhH++I0VBvfB6tBdqBKpBzsBRwB,v115@vhHX5IKaBMjB+tBtsBTkByuBRwB,v115@vhHK9I0hB+kBNrBTlBSyBXsBxuB,v115@vhH++IUbBvfB6tBdqBKpBzsBRwB,v115@vhHK6IMjB3dB+tBtsBTkByuBRwB,v115@vhHT5IUbBvfBGjBdqBKpBSyBRwB,v115@vhHT5I0VBvfBGjBdqBKpBSyBRwB,v115@vhH++I6tBTnB9rB3lBMpByxBRvB,v115@vhHT5IMoBunBdsBXmBKpBSyBxvB,v115@vhHe+I3hBKkBznBdsBSyBUrBxuB,v115@vhHq6I5oBUhBtqBzkByxB3rB2uB,v115@vhHX5ITVBMjBKkB+tBtsByuBRwB,v115@vhH6DJ3hBZkBznBdsBSyBUrBWvB,v115@vhHU8IXjBdnBStBuqBTrBipBxxB,v115@vhH38IWmBTfBdsBypBSyBUrBxuB,v115@vhHG5IvjBtnBZkBKrBTtBUsBCqB,v115@vhHi1IMfB5oBdlB+rBisB3qBTpB,v115@vhH01IvfBGjBznBdqBKpBSyBRwB,v115@vhHX5IMjBzfBKkB+tBtsByuBRwB,v115@vhH01IvfBCjBToBdqBKpBWyBRwB,v115@vhHU9IynBTfB+tBtrB3sBipBRvB,v115@vhH01I+jBvfB6sBdqBKpBTtBRwB,v115@vhHa+IznBdsBXmBspBOpBSyBxvB,v115@vhHT5ItiBMoBRmBKqBOpBSyBXsB,v115@vhHe9IvfBMnB6tBdqBKpBzsBRwB,v115@vhHq7IMjBvlB+tBtsBTkByuBRwB,v115@vhHqCJukBvsBUmBNqBKpBTtBRwB,v115@vhHe9IvfBMoBTnBdqBKpBSyBRwB,v115@vhHG3IzbB3hBKkBdsBSyBUrBxuB,v115@vhHT3IqbB3hBZkBdsBSyBUrBWvB,v115@vhHi3IzcB5oBUhBtqByxB3rB2uB,v115@vhHX5IMjBKfB+tBtsBiqBTpBRwB,v115@vhHK/IulBvtBUnBNrBKqBTpBRxB,v115@vhHG5IvjBiaBtnBKpBTtBUsBRqB,v115@vhH+/IThBCoBdsBXlBSyBUrBxuB,v115@vhH+/IThBCoBdsB0lBSyB3pBxvB,v115@vhHKDJukBvsBUmBNqBKpBTtBRwB,v115@vhH+DJ6kBvsBUmBNqBKpBTtBRwB,v115@vhHM/I5oBmiBdlBSsByxB3qBTpB,v115@vhHq6I6tBPtB0mBtqBzkB2uBxwB,v115@vhH++I0VBvfBToBdqBKpBSwBxxB,v115@vhH01IvfB5oBznBdqBKpB2xBSwB,v115@vhH01IvfBSoBdqBKpBTtBGsBRwB,v115@vhHT1ISmBPlBZkBdsBSyBUrBWvB,v115@vhHT4IMoBunBdsBXmBKpBSyBxvB,v115@vhH01IvfBTjBWtBdqBKpBSwBxxB,v115@vhHi6IMoB9lB3fBSyBxrB2vBTpB,v115@vhHx2IUcBtlBvsBqrB2pBTtByvB,v115@vhHM+ISoBPnBZkBNrBTtBSxBWvB,v115@vhHK6IPjB5oBNnBKpBzsB0rBGqB,v115@vhHG3I3hBKkBznBdsBSyBUrBxuB,v115@vhHi3I5oBUhBtqBzkByxB3rB2uB
OLZTJSI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OLZTSIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OLZTSJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OLZITJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OLZITSJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OLZIJTS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,X,X
OLZIJST,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O,O,O,X,X
OLZISTJ,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O,O,O,X,X
OLZISJT,O,X,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O,O,O,X,X
OLZJTIS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,X,X
OLZJTSI,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OLZJITS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,X,X
OLZJIST,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,O,X,X
OLZJSTI,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OLZJSIT,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,O,X,X
OLZSTIJ,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OLZSTJI,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OLZSITJ,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OLZSIJT,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OLZSJTI,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OLZSJIT,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,O,O,X,X
OJTILSZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJTILZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJTISLZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJTISZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJTIZLS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJTIZSL,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OJTLISZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJTLIZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJTLSIZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJTLSZI,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OJTLZIS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OJTLZSI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OJTSILZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJTSIZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJTSLIZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJTSLZI,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OJTSZIL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X
OJTSZLI,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X
OJTZILS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJTZISL,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OJTZLIS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJTZLSI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJTZSIL,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OJTZSLI,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
OJITLSZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJITLZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJITSLZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJITSZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X
OJITZLS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
OJITZSL,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
OJILTSZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJILTZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJILSTZ,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJILSZT,O,X,X,X,O,O,O,O,O,X,X,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X
OJILZTS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
OJILZST,X,O,X,X,X,O,O,O,X,O,X,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X
OJISTLZ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJISTZL,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X
OJISLTZ,O,X,O,X,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJISLZT,O,X,X,X,O,O,O,O,O,X,X,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,O,X,O,O,O,X,O,O,O,X,X,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X
OJISZTL,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,O,O,O,X,X,X,O,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O
OJISZLT,O,O,X,X,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,O,X,X,O,O,O,O,X,X,O,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X,O,O,X,O
OJIZTLS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
OJIZTSL,X,O,X,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
OJIZLTS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
OJIZLST,X,O,X,X,X,O,O,O,X,O,X,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X
OJIZSTL,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X
OJIZSLT,X,O,X,X,X,O,O,O,X,O,X,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,O,X,O,O,X,X
OJLTISZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJLTIZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJLTSIZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJLTSZI,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OJLTZIS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OJLTZSI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OJLITSZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X
OJLITZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
OJLISTZ,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJLISZT,O,X,X,X,O,O,O,O,O,X,X,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OJLIZTS,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
OJLIZST,X,O,X,X,X,O,O,O,X,O,X,X,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,O,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OJLSTIZ,X,X,X,X,X,O,O,O,X,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
OJLSTZI,X,X,X,X,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OJLSITZ,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X
