sequence,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Jex6IvhFXcBOiB?6jBUgBziBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Je06IvhFxbBOiB?6jB3gBziBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Je06IvhFxbBKiB?zdB+jB3gBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Jex6IvhFXcBKiB?zdB+jBUgBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Je06IvhFxbB6jB?3gBmiBTiBFsB,v115@9gA8DeA8DeB8BeB8DeE8CeH8AeC8Jex6IvhFXcB6jB?UgBmiBTiBFsB
JZLSTOI,O,O,O,O,O,O
JZLSITO,O,O,O,O,O,O
JZLSIOT,O,O,X,X,O,O
JZLSOTI,O,O,X,X,O,O
JZLSOIT,O,O,X,X,O,O
JZLOTIS,O,O,X,X,X,X
JZLOTSI,O,O,X,X,X,X
JZLOITS,O,O,X,X,X,X
JZLOIST,O,O,X,X,X,O
JZLOSTI,O,O,X,X,O,O
JZLOSIT,O,O,X,X,O,O
JZSTILO,O,O,O,O,O,O
JZSTIOL,O,O,O,O,O,O
JZSTLIO,O,O,O,O,O,O
JZSTLOI,O,O,O,O,O,O
JZSTOIL,O,O,O,O,O,O
JZSTOLI,O,O,O,O,O,O
JZSITLO,O,O,O,O,O,O
JZSITOL,O,O,O,O,O,O
JZSILTO,O,O,O,O,O,O
JZSILOT,O,O,X,X,O,O
JZSIOTL,O,O,O,O,X,X
JZSIOLT,O,O,X,X,O,O
JZSLTIO,O,O,O,O,O,O
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,O,O,O,O,O
JZSLIOT,O,O,X,X,O,O
JZSLOTI,O,O,X,X,O,O
JZSLOIT,O,O,X,X,O,O
JZSOTIL,O,O,O,O,X,X
JZSOTLI,O,O,O,O,X,X
JZSOITL,O,O,O,O,X,X
JZSOILT,O,O,X,X,O,O
JZSOLTI,O,O,X,X,O,O
JZSOLIT,O,O,X,X,O,O
JZOTILS,O,O,O,O,X,X
JZOTISL,O,X,O,O,X,X
JZOTLIS,O,O,O,O,X,X
JZOTLSI,O,O,O,O,X,X
JZOTSIL,O,O,O,O,X,X
JZOTSLI,O,O,O,O,X,X
JZOITLS,O,O,O,O,X,X
JZOITSL,O,X,X,O,X,X
JZOILTS,O,O,X,X,X,X
JZOILST,O,O,X,X,X,O
JZOISTL,O,O,X,O,X,X
JZOISLT,O,O,X,X,X,O
JZOLTIS,O,O,X,X,X,X
JZOLTSI,O,O,X,X,X,X
JZOLITS,O,O,X,X,X,X
JZOLIST,O,O,X,X,X,O
JZOLSTI,O,O,X,X,O,O
JZOLSIT,O,O,X,X,O,O
JZOSTIL,O,O,O,O,X,X
JZOSTLI,O,O,O,O,X,X
JZOSITL,O,O,O,O,X,X
JZOSILT,O,O,X,X,O,O
JZOSLTI,O,O,X,X,O,O
JZOSLIT,O,O,X,X,O,O
JOTILSZ,O,X,O,O,X,X
JOTILZS,X,O,O,O,X,X
JOTISLZ,O,X,O,O,X,X
JOTISZL,X,X,O,X,X,X
JOTIZLS,X,O,O,O,X,X
JOTIZSL,X,X,O,O,X,X
JOTLISZ,O,X,O,O,X,X
JOTLIZS,X,O,O,O,X,X
JOTLSIZ,O,O,O,O,X,X
JOTLSZI,O,O,O,O,X,X
JOTLZIS,O,O,O,O,X,X
JOTLZSI,O,O,O,O,X,X
JOTSILZ,O,O,O,O,X,X
JOTSIZL,X,O,O,X,X,X
JOTSLIZ,O,O,O,O,X,X
JOTSLZI,O,O,O,O,X,X
JOTSZIL,O,O,O,O,X,X
JOTSZLI,O,O,O,O,X,X
JOTZILS,O,O,O,O,X,X
JOTZISL,O,X,O,O,X,X
JOTZLIS,O,O,O,O,X,X
JOTZLSI,O,O,O,O,X,X
JOTZSIL,O,O,O,O,X,X
JOTZSLI,O,O,O,O,X,X
JOITLSZ,O,X,O,O,X,X
JOITLZS,X,O,O,O,X,X
JOITSLZ,O,X,X,O,X,X
JOITSZL,X,X,X,X,X,X
JOITZLS,X,O,O,O,X,X
JOITZSL,X,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X
JOILTZS,X,O,X,X,X,X
JOILSTZ,O,O,X,X,X,X
JOILSZT,O,O,X,X,X,X
JOILZTS,O,O,X,X,X,X
JOILZST,O,O,X,X,X,X
JOISTLZ,O,O,X,O,X,X
JOISTZL,X,O,X,X,X,X
JOISLTZ,O,O,X,X,X,X
JOISLZT,O,O,X,X,X,X
JOISZTL,O,O,X,X,X,X
JOISZLT,O,O,X,X,X,X
JOIZTLS,O,O,O,X,X,X
JOIZTSL,O,X,X,X,X,X
JOIZLTS,O,O,X,X,X,X
JOIZLST,O,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X
JOIZSLT,O,O,X,X,X,X
JOLTISZ,O,X,X,X,X,X
JOLTIZS,X,O,X,X,X,X
JOLTSIZ,O,O,X,X,X,X
JOLTSZI,O,O,X,X,X,X
JOLTZIS,O,O,X,X,X,X
JOLTZSI,O,O,X,X,X,X
JOLITSZ,O,X,X,X,X,X
JOLITZS,X,O,X,X,X,X
JOLISTZ,O,O,X,X,X,X
JOLISZT,O,O,X,X,X,X
JOLIZTS,O,O,X,X,X,X
JOLIZST,O,O,X,X,X,X
JOLSTIZ,O,O,X,X,X,X
JOLSTZI,O,O,X,X,X,X
JOLSITZ,O,O,X,X,X,X
JOLSIZT,O,O,X,X,O,X
JOLSZTI,O,O,X,X,O,O
JOLSZIT,O,O,X,X,O,O
JOLZTIS,O,O,X,X,X,X
JOLZTSI,O,O,X,X,X,X
JOLZITS,O,O,X,X,X,X
JOLZIST,O,O,X,X,X,O
JOLZSTI,O,O,X,X,O,O
JOLZSIT,O,O,X,X,O,O
JOSTILZ,O,O,O,O,X,X
JOSTIZL,X,O,O,X,X,X
JOSTLIZ,O,O,O,O,X,X
JOSTLZI,O,O,O,O,X,X
JOSTZIL,O,O,O,O,X,X
JOSTZLI,O,O,O,O,X,X
JOSITLZ,O,O,O,O,X,X
JOSITZL,X,O,O,X,X,X
JOSILTZ,O,O,X,X,X,X
JOSILZT,O,O,X,X,O,X
JOSIZTL,O,O,O,X,X,X
JOSIZLT,O,O,X,X,O,X
JOSLTIZ,O,O,X,X,X,X
JOSLTZI,O,O,X,X,X,X
JOSLITZ,O,O,X,X,X,X
JOSLIZT,O,O,X,X,O,X
JOSLZTI,O,O,X,X,O,O
JOSLZIT,O,O,X,X,O,O
JOSZTIL,O,O,O,O,X,X
JOSZTLI,O,O,O,O,X,X
JOSZITL,O,O,O,O,X,X
JOSZILT,O,O,X,X,O,O
JOSZLTI,O,O,X,X,O,O
JOSZLIT,O,O,X,X,O,O
JOZTILS,O,O,O,O,X,X
JOZTISL,O,X,O,O,X,X
JOZTLIS,O,O,O,O,X,X
JOZTLSI,O,O,O,O,X,X
JOZTSIL,O,O,O,O,X,X
JOZTSLI,O,O,O,O,X,X
JOZITLS,O,O,O,O,X,X
JOZITSL,O,X,X,O,X,X
JOZILTS,O,O,X,X,X,X
JOZILST,O,O,X,X,X,O
JOZISTL,O,O,X,O,X,X
JOZISLT,O,O,X,X,X,O
JOZLTIS,O,O,X,X,X,X
JOZLTSI,O,O,X,X,X,X
JOZLITS,O,O,X,X,X,X
JOZLIST,O,O,X,X,X,O
JOZLSTI,O,O,X,X,O,O
JOZLSIT,O,O,X,X,O,O
JOZSTIL,O,O,O,O,X,X
JOZSTLI,O,O,O,O,X,X
JOZSITL,O,O,O,O,X,X
JOZSILT,O,O,X,X,O,O
JOZSLTI,O,O,X,X,O,O
JOZSLIT,O,O,X,X,O,O
STILJZO,O,O,O,O,O,O
STILJOZ,O,O,O,O,O,X
STILZJO,O,O,O,O,O,O
STILZOJ,O,O,O,O,O,O
STILOJZ,O,O,O,O,O,X
STILOZJ,O,O,O,X,O,X
STIJLZO,O,O,O,O,O,O
STIJLOZ,O,O,O,O,O,X
STIJZLO,O,O,O,O,O,O
STIJZOL,O,O,O,O,O,O
STIJOLZ,O,O,O,O,O,X
STIJOZL,O,O,O,X,O,X
STIZLJO,O,O,O,O,O,O
STIZLOJ,O,O,O,O,O,O
STIZJLO,O,O,O,O,O,O
STIZJOL,O,O,O,O,O,O
STIZOLJ,O,O,O,O,O,O
STIZOJL,O,O,O,O,O,O
STIOLJZ,O,O,O,O,O,X
STIOLZJ,O,O,O,X,O,X
STIOJLZ,O,O,O,O,O,X
STIOJZL,O,O,O,X,O,X
STIOZLJ,O,O,O,X,O,X
STIOZJL,O,O,O,X,O,X
STLIJZO,O,O,O,O,O,O
STLIJOZ,O,O,O,O,O,X
STLIZJO,O,O,O,O,O,O
STLIZOJ,O,O,O,O,O,O
STLIOJZ,O,O,O,O,O,X
STLIOZJ,O,O,O,X,O,X
STLJIZO,O,O,O,O,O,O
STLJIOZ,O,O,O,O,O,X
STLJZIO,O,O,O,O,O,O
STLJZOI,O,O,O,O,O,O
STLJOIZ,O,O,O,O,O,X
STLJOZI,O,O,O,O,O,O
STLZIJO,O,O,O,O,O,O
STLZIOJ,O,O,O,O,O,O
STLZJIO,O,O,O,O,O,O
STLZJOI,O,O,O,O,O,O
STLZOIJ,O,O,O,O,O,O
STLZOJI,O,O,O,O,O,O
STLOIJZ,O,O,O,O,O,X
STLOIZJ,O,O,O,X,O,X
STLOJIZ,O,O,O,O,O,X
STLOJZI,O,O,O,O,O,O
STLOZIJ,O,O,O,O,O,O
STLOZJI,O,O,O,O,O,O
STJILZO,O,O,O,O,O,O
STJILOZ,O,O,O,O,O,X
STJIZLO,O,O,O,O,O,O
STJIZOL,O,O,O,O,O,O
STJIOLZ,O,O,O,O,O,X
STJIOZL,O,O,O,X,O,X
STJLIZO,O,O,O,O,O,O
STJLIOZ,O,O,O,O,O,X
STJLZIO,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O
STJLOIZ,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,O
STJZILO,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O
STJOILZ,O,O,O,O,O,X
STJOIZL,O,O,O,X,O,X
STJOLIZ,O,O,O,O,O,X
STJOLZI,O,O,O,O,O,O
STJOZIL,O,O,O,O,O,O
STJOZLI,O,O,O,O,O,O
STZILJO,O,O,O,O,O,O
STZILOJ,O,O,O,O,O,O
STZIJLO,O,O,O,O,O,O
STZIJOL,O,O,O,O,O,O
STZIOLJ,O,O,O,O,O,O
STZIOJL,O,O,O,O,O,O
STZLIJO,O,O,O,O,O,O
STZLIOJ,O,O,O,O,O,O
STZLJIO,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O
STZLOIJ,O,O,O,O,O,O
STZLOJI,O,O,O,O,O,O
STZJILO,O,O,O,O,O,O
STZJIOL,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O
STZOILJ,O,O,O,O,O,O
STZOIJL,O,O,O,O,O,O
STZOLIJ,O,O,O,O,O,O
STZOLJI,O,O,O,O,O,O
STZOJIL,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O
STOILJZ,O,O,O,O,O,X
STOILZJ,O,O,O,X,O,X
STOIJLZ,O,O,O,O,O,X
STOIJZL,O,O,O,X,O,X
STOIZLJ,O,O,O,X,O,X
STOIZJL,O,O,O,X,O,X
STOLIJZ,O,O,O,O,O,X
STOLIZJ,O,O,O,X,O,X
STOLJIZ,O,O,O,O,O,X
STOLJZI,O,O,O,O,O,O
STOLZIJ,O,O,O,O,O,O
STOLZJI,O,O,O,O,O,O
STOJILZ,O,O,O,O,O,X
STOJIZL,O,O,O,X,O,X
STOJLIZ,O,O,O,O,O,X
STOJLZI,O,O,O,O,O,O
STOJZIL,O,O,O,O,O,O
STOJZLI,O,O,O,O,O,O
STOZILJ,O,O,O,O,O,O
STOZIJL,O,O,O,O,O,O
STOZLIJ,O,O,O,O,O,O
STOZLJI,O,O,O,O,O,O
STOZJIL,O,O,O,O,O,O
STOZJLI,O,O,O,O,O,O
SITLJZO,O,O,O,O,O,O
SITLJOZ,O,O,O,O,O,X
SITLZJO,O,O,O,O,O,O
SITLZOJ,O,O,O,O,O,O
SITLOJZ,O,O,O,O,O,X
SITLOZJ,O,O,O,X,O,X
SITJLZO,O,O,O,O,O,O
SITJLOZ,O,O,O,O,O,X
SITJZLO,O,O,O,O,O,O
SITJZOL,O,O,O,O,O,O
SITJOLZ,O,O,O,O,O,X
SITJOZL,O,O,O,X,O,X
SITZLJO,O,O,O,O,O,O
SITZLOJ,O,O,O,O,O,O
SITZJLO,O,O,O,O,O,O
SITZJOL,O,O,O,O,O,O
SITZOLJ,O,O,O,O,O,O
SITZOJL,O,O,O,O,O,O
SITOLJZ,O,O,O,O,O,X
SITOLZJ,O,O,O,X,O,X
SITOJLZ,O,O,O,O,O,X
SITOJZL,O,O,O,X,O,X
SITOZLJ,O,O,O,X,O,X
SITOZJL,O,O,O,X,O,X
SILTJZO,O,O,O,O,O,O
SILTJOZ,O,O,O,O,O,X
SILTZJO,O,O,O,O,O,O
SILTZOJ,O,O,O,X,O,O
SILTOJZ,O,O,O,O,O,X
SILTOZJ,O,O,O,X,O,X
SILJTZO,O,O,O,O,O,X
SILJTOZ,O,O,O,O,O,X
SILJZTO,X,O,O,X,O,O
SILJZOT,X,O,X,X,O,O
SILJOTZ,O,O,X,X,X,X
SILJOZT,O,O,X,X,O,X
SILZTJO,O,O,O,X,O,O
SILZTOJ,O,O,O,X,O,O
SILZJTO,O,O,O,X,O,O
SILZJOT,O,O,X,X,O,O
SILZOTJ,O,O,X,X,O,O
SILZOJT,O,O,X,X,O,O
SILOTJZ,O,O,X,X,O,X
SILOTZJ,O,O,X,X,O,X
SILOJTZ,O,O,X,X,X,X
SILOJZT,O,O,X,X,O,X
SILOZTJ,O,O,X,X,O,X
SILOZJT,O,O,X,X,O,X
SIJTLZO,O,O,O,O,O,X
SIJTLOZ,O,O,O,O,O,X
SIJTZLO,O,O,O,O,O,X
SIJTZOL,O,O,O,O,O,X
SIJTOLZ,O,O,O,O,O,X
SIJTOZL,O,O,O,X,O,X
SIJLTZO,O,O,O,O,O,X
SIJLTOZ,O,O,O,O,O,X
SIJLZTO,X,O,O,X,O,O
SIJLZOT,X,O,X,X,O,O
SIJLOTZ,O,O,X,X,X,X
SIJLOZT,O,O,X,X,O,X
SIJZTLO,X,O,O,O,O,O
SIJZTOL,X,O,O,O,O,X
SIJZLTO,X,O,O,O,O,O
SIJZLOT,X,O,X,X,O,O
SIJZOTL,X,O,O,O,X,X
SIJZOLT,X,O,X,X,O,O
SIJOTLZ,O,O,O,O,X,X
SIJOTZL,X,O,O,X,X,X
SIJOLTZ,O,O,X,X,X,X
SIJOLZT,O,O,X,X,O,X
SIJOZTL,X,O,O,X,X,X
SIJOZLT,O,O,X,X,O,X
SIZTLJO,O,O,O,O,O,O
SIZTLOJ,O,O,O,O,O,O
SIZTJLO,O,O,O,O,O,O
SIZTJOL,O,O,O,O,O,O
SIZTOLJ,O,O,O,O,O,O
SIZTOJL,O,O,O,O,O,O
SIZLTJO,O,O,O,O,O,O
SIZLTOJ,O,O,O,O,O,O
SIZLJTO,O,O,O,O,O,O
SIZLJOT,O,O,X,X,O,O
SIZLOTJ,O,O,X,X,O,O
SIZLOJT,O,O,X,X,O,O
SIZJTLO,O,O,O,O,O,O
SIZJTOL,O,O,O,O,O,O
SIZJLTO,O,O,O,O,O,O
SIZJLOT,O,O,X,X,O,O
SIZJOTL,O,O,O,O,X,X
SIZJOLT,O,O,X,X,O,O
SIZOTLJ,O,O,O,O,O,O
SIZOTJL,O,O,O,O,O,O
SIZOLTJ,O,O,X,X,O,O
SIZOLJT,O,O,X,X,O,O
SIZOJTL,O,O,O,O,X,X
SIZOJLT,O,O,X,X,O,O
SIOTLJZ,O,O,O,O,O,X
SIOTLZJ,O,O,O,X,O,X
SIOTJLZ,O,O,O,O,O,X
SIOTJZL,O,O,O,X,O,X
SIOTZLJ,O,O,O,X,O,X
SIOTZJL,O,O,O,X,O,X
SIOLTJZ,O,O,X,X,O,X
SIOLTZJ,O,O,X,X,O,X
SIOLJTZ,O,O,X,X,X,X
SIOLJZT,O,O,X,X,O,X
SIOLZTJ,O,O,X,X,O,X
SIOLZJT,O,O,X,X,O,X
SIOJTLZ,O,O,O,O,X,X
SIOJTZL,X,O,O,X,X,X
SIOJLTZ,O,O,X,X,X,X
SIOJLZT,O,O,X,X,O,X
SIOJZTL,O,O,O,X,X,X
SIOJZLT,O,O,X,X,O,X
SIOZTLJ,O,O,O,X,O,X
SIOZTJL,O,O,O,X,O,X
SIOZLTJ,O,O,X,X,O,X
SIOZLJT,O,O,X,X,O,X
SIOZJTL,O,O,O,X,X,X
SIOZJLT,O,O,X,X,O,X
SLTIJZO,O,O,O,O,O,O
SLTIJOZ,O,O,O,O,O,X
SLTIZJO,O,O,O,O,O,O
SLTIZOJ,O,O,O,O,O,O
SLTIOJZ,O,O,O,O,O,X
SLTIOZJ,O,O,O,X,O,X
SLTJIZO,O,O,O,O,O,O
SLTJIOZ,O,O,O,O,O,X
SLTJZIO,O,O,O,O,O,O
SLTJZOI,O,O,O,O,O,O
SLTJOIZ,O,O,O,O,O,X
SLTJOZI,O,O,O,O,O,O
SLTZIJO,O,O,O,O,O,O
SLTZIOJ,O,O,O,O,O,O
SLTZJIO,O,O,O,O,O,O
SLTZJOI,O,O,O,O,O,O
SLTZOIJ,O,O,O,O,O,O
SLTZOJI,O,O,O,O,O,O
SLTOIJZ,O,O,O,O,O,X
SLTOIZJ,O,O,O,X,O,X
SLTOJIZ,O,O,O,O,O,X
SLTOJZI,O,O,O,O,O,O
SLTOZIJ,O,O,O,O,O,O
SLTOZJI,O,O,O,O,O,O
SLITJZO,O,O,O,O,O,O
SLITJOZ,O,O,O,O,O,X
SLITZJO,O,O,O,O,O,O
SLITZOJ,O,O,O,X,O,O
SLITOJZ,O,O,O,O,O,X
SLITOZJ,O,O,O,X,O,X
SLIJTZO,O,O,O,O,O,X
SLIJTOZ,O,O,O,O,O,X
SLIJZTO,X,O,O,X,O,O
SLIJZOT,X,O,X,X,O,O
SLIJOTZ,O,O,X,X,X,X
SLIJOZT,O,O,X,X,O,X
SLIZTJO,O,O,O,X,O,O
SLIZTOJ,O,O,O,X,O,O
SLIZJTO,O,O,O,X,O,O
SLIZJOT,O,O,X,X,O,O
SLIZOTJ,O,O,X,X,O,O
SLIZOJT,O,O,X,X,O,O
SLIOTJZ,O,O,X,X,O,X
SLIOTZJ,O,O,X,X,O,X
SLIOJTZ,O,O,X,X,X,X
SLIOJZT,O,O,X,X,O,X
SLIOZTJ,O,O,X,X,O,X
SLIOZJT,O,O,X,X,O,X
SLJTIZO,O,O,O,O,O,O
SLJTIOZ,O,O,O,O,O,X
SLJTZIO,O,O,O,O,O,O
SLJTZOI,O,O,O,O,O,O
SLJTOIZ,O,O,O,O,O,X
SLJTOZI,O,O,O,O,O,O
SLJITZO,O,O,O,O,O,X
SLJITOZ,O,O,O,O,O,X
SLJIZTO,X,O,O,X,O,O
SLJIZOT,X,O,X,X,O,O
SLJIOTZ,O,O,X,X,X,X
SLJIOZT,O,O,X,X,O,X
SLJZTIO,O,O,O,O,O,O
SLJZTOI,O,O,O,O,O,O
SLJZITO,O,O,O,O,O,O
SLJZIOT,O,O,X,X,O,O
SLJZOTI,O,O,X,X,O,O
SLJZOIT,O,O,X,X,O,O
SLJOTIZ,O,O,X,X,X,X
SLJOTZI,O,O,X,X,X,X
SLJOITZ,O,O,X,X,X,X
SLJOIZT,O,O,X,X,O,X
SLJOZTI,O,O,X,X,O,O
SLJOZIT,O,O,X,X,O,O
SLZTIJO,O,O,O,O,O,O
SLZTIOJ,O,O,O,O,O,O
SLZTJIO,O,O,O,O,O,O
SLZTJOI,O,O,O,O,O,O
SLZTOIJ,O,O,O,O,O,O
SLZTOJI,O,O,O,O,O,O
SLZITJO,O,O,O,O,O,O
SLZITOJ,O,O,O,O,O,O
SLZIJTO,O,O,O,O,O,O
SLZIJOT,O,O,X,X,O,O
SLZIOTJ,O,O,X,X,O,O
SLZIOJT,O,O,X,X,O,O
SLZJTIO,O,O,O,O,O,O
SLZJTOI,O,O,O,O,O,O
SLZJITO,O,O,O,O,O,O
SLZJIOT,O,O,X,X,O,O
SLZJOTI,O,O,X,X,O,O
SLZJOIT,O,O,X,X,O,O
SLZOTIJ,O,O,X,X,O,O
SLZOTJI,O,O,X,X,O,O
SLZOITJ,O,O,X,X,O,O
SLZOIJT,O,O,X,X,O,O
SLZOJTI,O,O,X,X,O,O
SLZOJIT,O,O,X,X,O,O
SLOTIJZ,O,O,X,X,O,X
SLOTIZJ,O,O,X,X,O,X
SLOTJIZ,O,O,X,X,O,X
SLOTJZI,O,O,X,X,O,O
SLOTZIJ,O,O,X,X,O,O
SLOTZJI,O,O,X,X,O,O
SLOITJZ,O,O,X,X,O,X
SLOITZJ,O,O,X,X,O,X
SLOIJTZ,O,O,X,X,X,X
SLOIJZT,O,O,X,X,O,X
SLOIZTJ,O,O,X,X,O,X
SLOIZJT,O,O,X,X,O,X
SLOJTIZ,O,O,X,X,X,X
SLOJTZI,O,O,X,X,X,X
SLOJITZ,O,O,X,X,X,X
SLOJIZT,O,O,X,X,O,X
SLOJZTI,O,O,X,X,O,O
SLOJZIT,O,O,X,X,O,O
SLOZTIJ,O,O,X,X,O,O
SLOZTJI,O,O,X,X,O,O
SLOZITJ,O,O,X,X,O,O
SLOZIJT,O,O,X,X,O,O
SLOZJTI,O,O,X,X,O,O
SLOZJIT,O,O,X,X,O,O
SJTILZO,O,O,O,O,O,O
SJTILOZ,O,O,O,O,O,X
SJTIZLO,O,O,O,O,O,O
SJTIZOL,O,O,O,O,O,O
SJTIOLZ,O,O,O,O,O,X
SJTIOZL,O,O,O,X,O,X
SJTLIZO,O,O,O,O,O,O
SJTLIOZ,O,O,O,O,O,X
SJTLZIO,O,O,O,O,O,O
SJTLZOI,O,O,O,O,O,O
SJTLOIZ,O,O,O,O,O,X
SJTLOZI,O,O,O,O,O,O
SJTZILO,O,O,O,O,O,O
SJTZIOL,O,O,O,O,O,O
SJTZLIO,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O
SJTZOLI,O,O,O,O,O,O
SJTOILZ,O,O,O,O,O,X
SJTOIZL,O,O,O,X,O,X
SJTOLIZ,O,O,O,O,O,X
SJTOLZI,O,O,O,O,O,O
SJTOZIL,O,O,O,O,O,O
SJTOZLI,O,O,O,O,O,O
SJITLZO,O,O,O,O,O,X
SJITLOZ,O,O,O,O,O,X
SJITZLO,O,O,O,O,O,X
SJITZOL,O,O,O,O,O,X
SJITOLZ,O,O,O,O,O,X
SJITOZL,O,O,O,X,O,X
SJILTZO,O,O,O,O,O,X
SJILTOZ,O,O,O,O,O,X
SJILZTO,X,O,O,X,O,O
SJILZOT,X,O,X,X,O,O
SJILOTZ,O,O,X,X,X,X
SJILOZT,O,O,X,X,O,X
SJIZTLO,X,O,O,O,O,O
SJIZTOL,X,O,O,O,O,X
SJIZLTO,X,O,O,O,O,O
SJIZLOT,X,O,X,X,O,O
SJIZOTL,X,O,O,O,X,X
SJIZOLT,X,O,X,X,O,O
SJIOTLZ,O,O,O,O,X,X
SJIOTZL,X,O,O,X,X,X
SJIOLTZ,O,O,X,X,X,X
SJIOLZT,O,O,X,X,O,X
SJIOZTL,X,O,O,X,X,X
SJIOZLT,O,O,X,X,O,X
SJLTIZO,O,O,O,O,O,O
SJLTIOZ,O,O,O,O,O,X
SJLTZIO,O,O,O,O,O,O
SJLTZOI,O,O,O,O,O,O
SJLTOIZ,O,O,O,O,O,X
SJLTOZI,O,O,O,O,O,O
SJLITZO,O,O,O,O,O,X
SJLITOZ,O,O,O,O,O,X
SJLIZTO,X,O,O,X,O,O
SJLIZOT,X,O,X,X,O,O
SJLIOTZ,O,O,X,X,X,X
SJLIOZT,O,O,X,X,O,X
SJLZTIO,O,O,O,O,O,O
SJLZTOI,O,O,O,O,O,O
SJLZITO,O,O,O,O,O,O
SJLZIOT,O,O,X,X,O,O
SJLZOTI,O,O,X,X,O,O
SJLZOIT,O,O,X,X,O,O
SJLOTIZ,O,O,X,X,X,X
SJLOTZI,O,O,X,X,X,X
SJLOITZ,O,O,X,X,X,X
SJLOIZT,O,O,X,X,O,X
SJLOZTI,O,O,X,X,O,O
SJLOZIT,O,O,X,X,O,O
SJZTILO,O,O,O,O,O,O
SJZTIOL,O,O,O,O,O,O
SJZTLIO,O,O,O,O,O,O
SJZTLOI,O,O,O,O,O,O
SJZTOIL,O,O,O,O,O,O
SJZTOLI,O,O,O,O,O,O
SJZITLO,O,O,O,O,O,O
SJZITOL,O,O,O,O,O,O
SJZILTO,O,O,O,O,O,O
SJZILOT,O,O,X,X,O,O
SJZIOTL,O,O,O,O,X,X
SJZIOLT,O,O,X,X,O,O
SJZLTIO,O,O,O,O,O,O
SJZLTOI,O,O,O,O,O,O
SJZLITO,O,O,O,O,O,O
SJZLIOT,O,O,X,X,O,O
SJZLOTI,O,O,X,X,O,O
SJZLOIT,O,O,X,X,O,O
SJZOTIL,O,O,O,O,X,X
SJZOTLI,O,O,O,O,X,X
SJZOITL,O,O,O,O,X,X
SJZOILT,O,O,X,X,O,O
SJZOLTI,O,O,X,X,O,O
SJZOLIT,O,O,X,X,O,O
SJOTILZ,O,O,O,O,X,X
SJOTIZL,X,O,O,X,X,X
SJOTLIZ,O,O,O,O,X,X
SJOTLZI,O,O,O,O,X,X
SJOTZIL,O,O,O,O,X,X
SJOTZLI,O,O,O,O,X,X
SJOITLZ,O,O,O,O,X,X
SJOITZL,X,O,O,X,X,X
SJOILTZ,O,O,X,X,X,X
SJOILZT,O,O,X,X,O,X
SJOIZTL,O,O,O,X,X,X
SJOIZLT,O,O,X,X,O,X
SJOLTIZ,O,O,X,X,X,X
SJOLTZI,O,O,X,X,X,X
SJOLITZ,O,O,X,X,X,X
SJOLIZT,O,O,X,X,O,X
SJOLZTI,O,O,X,X,O,O
SJOLZIT,O,O,X,X,O,O
SJOZTIL,O,O,O,O,X,X
SJOZTLI,O,O,O,O,X,X
SJOZITL,O,O,O,O,X,X
SJOZILT,O,O,X,X,O,O
SJOZLTI,O,O,X,X,O,O
SJOZLIT,O,O,X,X,O,O
SZTILJO,O,O,O,O,O,O
SZTILOJ,O,O,O,O,O,O
SZTIJLO,O,O,O,O,O,O
SZTIJOL,O,O,O,O,O,O
SZTIOLJ,O,O,O,O,O,O
SZTIOJL,O,O,O,O,O,O
SZTLIJO,O,O,O,O,O,O
SZTLIOJ,O,O,O,O,O,O
SZTLJIO,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O
SZTJILO,O,O,O,O,O,O
SZTJIOL,O,O,O,O,O,O
SZTJLIO,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O
SZTOILJ,O,O,O,O,O,O
SZTOIJL,O,O,O,O,O,O
SZTOLIJ,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O
SZTOJIL,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O
SZITLJO,O,O,O,O,O,O
SZITLOJ,O,O,O,O,O,O
SZITJLO,O,O,O,O,O,O
SZITJOL,O,O,O,O,O,O
SZITOLJ,O,O,O,O,O,O
