sequence,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhFxbB2kBzgBCiBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhF0cBTfBlgBSnB/q?B2wB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFXcBifBGiBFlB8q?BzrB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gBTcB2kBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBzgBumBcn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Je06IvhF6gB2kBxhBThBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFibBWiBUhBxkBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeO/IvhFXbBRhBcnBThBFl?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFGbBTcBUgBxmBXn?BlqB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFxbBlgB3hBcnBmk?BCrB,v115@5gD8HeB8HeD8EeF8AeF8JeK/IvhFfgBxbBWmBTiB0m?BlqB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFWiBTfBKlBFmBXn?B8qB,v115@5gD8HeB8HeD8EeF8AeF8Je37IvhF1hBTfBcnBmfBxq?BCrB,v115@5gD8HeB8HeD8EeF8AeF8Jex6IvhFTfB0gB/qBCsBOr?BFsB,v115@5gD8HeB8HeD8EeF8AeF8JeT6IvhFXcBxkB8qBCsBOq?BFsB,v115@5gD8HeB8HeD8EeF8AeF8Je36IvhFxgBTiB2kBChB0m?BlqB
ZIOSTJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZIOSLTJ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
ZIOSLJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZIOSJTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLTIJSO,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X
ZLTIJOS,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X
ZLTISJO,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLTISOJ,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLTIOJS,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X
ZLTIOSJ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLTJISO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X
ZLTJIOS,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
ZLTJSIO,X,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X
ZLTJSOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLTJOIS,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
ZLTJOSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLTSIJO,X,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZLTSIOJ,X,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X
ZLTSJIO,X,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X
ZLTSJOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLTSOIJ,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZLTSOJI,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X
ZLTOIJS,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X
ZLTOISJ,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X
ZLTOJIS,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZLTOJSI,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZLTOSIJ,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZLTOSJI,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZLITJSO,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X
ZLITJOS,X,X,O,X,X,X,X,O,O,O,X,X,O,X,O,X
ZLITSJO,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLITSOJ,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLITOJS,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X
ZLITOSJ,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X
ZLIJTSO,X,X,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLIJTOS,X,O,X,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLIJSTO,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLIJSOT,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLIJOTS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X
ZLIJOST,X,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X
ZLISTJO,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLISTOJ,X,O,O,X,O,X,X,O,O,O,X,X,O,X,O,X
ZLISJTO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLISJOT,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLISOTJ,X,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X
ZLISOJT,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLIOTJS,X,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
ZLIOTSJ,X,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
ZLIOJTS,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
ZLIOJST,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
ZLIOSTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
ZLIOSJT,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
ZLJTISO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X
ZLJTIOS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJTSIO,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJTSOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJTOIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJTOSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJITSO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJITOS,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJISTO,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJISOT,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJIOTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZLJIOST,X,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X
ZLJSTIO,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJSTOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJSITO,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJSIOT,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJSOTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJSOIT,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJOTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLJOITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLJOIST,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZLJOSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOSIT,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLSTIJO,X,O,O,X,O,X,X,O,X,O,O,X,X,X,O,X
ZLSTIOJ,X,O,O,X,O,X,X,O,X,O,O,X,X,X,O,X
ZLSTJIO,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZLSTJOI,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZLSTOIJ,X,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X
ZLSTOJI,X,O,X,X,O,X,X,O,X,O,O,O,X,O,X,X
ZLSITJO,X,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZLSITOJ,X,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X
ZLSIJTO,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLSIJOT,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLSIOTJ,X,O,O,X,O,X,X,X,O,O,O,X,X,O,O,X
ZLSIOJT,X,O,O,X,O,X,X,O,O,O,X,X,X,O,O,X
ZLSJTIO,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLSJTOI,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
ZLSJITO,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLSJIOT,X,O,O,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLSJOTI,X,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X
ZLSJOIT,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZLSOTIJ,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,X
ZLSOTJI,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,X
ZLSOITJ,X,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X
ZLSOIJT,X,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X
ZLSOJTI,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
ZLSOJIT,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
ZLOTIJS,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZLOTISJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZLOTJIS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZLOTJSI,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZLOTSIJ,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZLOTSJI,X,O,O,X,O,X,X,O,X,O,O,X,O,X,X,X
ZLOITJS,X,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
ZLOITSJ,X,O,O,X,X,X,X,O,O,X,X,X,O,X,O,X
ZLOIJTS,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZLOIJST,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
ZLOISTJ,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O,X
ZLOISJT,X,O,O,X,X,X,X,O,O,X,X,X,X,O,O,X
ZLOJTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLOJTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZLOJITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOJIST,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZLOJSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLOJSIT,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLOSTIJ,X,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X
ZLOSTJI,X,O,X,X,O,X,X,X,X,O,O,O,X,O,X,X
ZLOSITJ,X,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X
ZLOSIJT,X,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X
ZLOSJTI,X,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X
ZLOSJIT,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZJTILSO,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZJTILOS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZJTISLO,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJTISOL,O,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZJTIOLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZJTIOSL,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
ZJTLISO,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJTLIOS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJTLSIO,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJTLSOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJTLOIS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJTLOSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJTSILO,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJTSIOL,O,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZJTSLIO,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJTSLOI,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJTSOIL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
ZJTSOLI,O,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJTOILS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZJTOISL,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
ZJTOLIS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJTOLSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJTOSIL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
ZJTOSLI,O,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJITLSO,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X
ZJITLOS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
ZJITSLO,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJITSOL,O,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZJITOLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZJITOSL,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
ZJILTSO,O,X,O,O,O,X,X,O,X,O,X,X,O,X,O,X
ZJILTOS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X
ZJILSTO,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJILSOT,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJILOTS,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X
ZJILOST,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X
ZJISTLO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJISTOL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJISLTO,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJISLOT,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJISOTL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJISOLT,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJIOTLS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
ZJIOTSL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZJIOLTS,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X
ZJIOLST,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJIOSTL,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJIOSLT,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZJLTISO,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJLTIOS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJLTSIO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJLTSOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLTOIS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJLTOSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLITSO,O,X,O,O,O,X,X,O,X,O,X,X,X,X,O,X
ZJLITOS,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJLISTO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJLISOT,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJLIOTS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJLIOST,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X
ZJLSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJLSITO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJLSIOT,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X
ZJLSOTI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLSOIT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZJLOTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJLOTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJLOITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOIST,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZJLOSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLOSIT,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZJSTILO,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJSTIOL,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJSTLIO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJSTLOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJSTOIL,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJSTOLI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJSITLO,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJSITOL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJSILTO,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJSILOT,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJSIOTL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJSIOLT,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJSLTOI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJSLITO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJSLIOT,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
ZJSLOTI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZJSOTIL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJSOTLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJSOITL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJSOILT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJSOLTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOTILS,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZJOTISL,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X
ZJOTLIS,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJOTLSI,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
ZJOTSIL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
ZJOTSLI,O,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X
ZJOITLS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZJOITSL,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZJOILTS,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZJOILST,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJOISTL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJOISLT,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZJOLTIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOLTSI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOLITS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOLIST,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZJOLSTI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOLSIT,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZJOSTIL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOSTLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOSITL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOSILT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOSLTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSTILJO,X,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSTILOJ,X,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSTIJLO,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSTIJOL,X,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSTIOLJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSTIOJL,X,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSTLIJO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSTLIOJ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,X,X
ZSTLJIO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSTLJOI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZSTLOIJ,O,O,O,X,O,X,O,O,X,O,X,O,O,O,X,X
ZSTLOJI,O,O,X,X,O,X,O,O,X,O,X,O,O,O,X,X
ZSTJILO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSTJIOL,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSTJLIO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSTJLOI,O,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X
ZSTJOIL,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSTJOLI,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSTOILJ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
ZSTOIJL,O,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSTOLIJ,O,O,O,X,O,X,O,O,X,X,X,X,O,O,X,X
ZSTOLJI,O,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X
ZSTOJIL,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSTOJLI,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSITLJO,X,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSITLOJ,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZSITJLO,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSITJOL,X,X,O,X,X,O,O,O,X,O,X,X,O,X,X,X
ZSITOLJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSITOJL,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSILTJO,X,X,O,X,X,X,O,O,X,O,X,X,O,X,O,X
ZSILTOJ,X,X,O,X,X,X,O,O,X,O,X,X,O,X,O,X
ZSILJTO,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
ZSILJOT,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
ZSILOTJ,X,X,O,X,X,X,O,X,X,O,X,X,O,O,O,X
ZSILOJT,X,X,O,X,X,X,O,O,X,O,X,X,X,O,O,X
ZSIJTLO,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSIJTOL,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSIJLTO,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSIJLOT,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSIJOTL,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSIJOLT,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSIOTLJ,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
ZSIOTJL,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZSIOLTJ,X,X,O,X,X,X,O,X,X,O,X,X,O,O,O,X
ZSIOLJT,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X
ZSIOJTL,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSIOJLT,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X
ZSLTIJO,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLTIOJ,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLTJIO,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSLTJOI,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,X
ZSLTOIJ,O,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X
ZSLTOJI,O,O,X,X,O,X,O,O,X,O,X,O,X,O,X,X
ZSLITJO,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLITOJ,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLIJTO,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLIJOT,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLIOTJ,X,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X
ZSLIOJT,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
ZSLJTIO,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSLJTOI,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZSLJITO,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLJIOT,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSLJOTI,O,O,O,X,O,X,O,X,X,O,X,O,X,O,X,X
ZSLJOIT,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X
ZSLOTIJ,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X
ZSLOTJI,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X
ZSLOITJ,X,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X
ZSLOIJT,X,O,O,X,O,X,O,X,X,O,X,X,X,O,O,X
ZSLOJTI,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X
ZSLOJIT,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X
ZSJTILO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJTIOL,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJTLIO,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSJTLOI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZSJTOIL,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJTOLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X
