sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
TSOLIJZ,O,O,O,O,X,O,O,O,O,X
TSOLIZJ,O,O,O,O,X,O,O,O,O,X
TSOLJIZ,O,O,O,O,X,X,O,X,X,X
TSOLJZI,O,O,O,O,X,X,O,X,X,X
TSOLZIJ,O,O,O,O,X,X,O,X,X,X
TSOLZJI,O,O,O,O,X,X,O,X,X,X
TSOJILZ,O,O,O,O,O,X,O,X,X,X
TSOJIZL,O,O,X,O,O,X,X,X,X,X
TSOJLIZ,O,O,O,O,X,X,O,X,X,X
TSOJLZI,O,O,O,O,X,X,O,X,X,X
TSOJZIL,O,O,X,O,O,X,X,X,X,X
TSOJZLI,O,O,X,O,X,X,X,X,X,X
TSOZILJ,O,O,O,O,O,X,X,X,X,X
TSOZIJL,O,O,X,X,O,X,X,X,X,O
TSOZLIJ,O,O,O,O,X,X,X,X,X,X
TSOZLJI,O,O,O,O,X,X,X,X,X,O
TSOZJIL,O,O,X,X,O,X,X,X,X,O
TSOZJLI,O,O,X,X,X,X,X,X,X,O
TZILJSO,X,X,X,X,O,O,X,X,X,O
TZILJOS,X,X,X,X,O,O,X,X,X,O
TZILSJO,X,X,X,X,O,O,X,X,O,O
TZILSOJ,X,X,X,X,X,O,X,X,O,O
TZILOJS,X,X,X,X,O,O,X,X,X,O
TZILOSJ,X,X,X,X,X,O,X,X,O,O
TZIJLSO,X,X,X,X,O,O,X,X,X,X
TZIJLOS,X,X,X,X,O,O,X,X,X,X
TZIJSLO,X,X,X,X,O,O,X,O,O,X
TZIJSOL,X,X,X,X,X,O,X,O,O,O
TZIJOLS,X,X,X,X,O,O,X,X,X,X
TZIJOSL,X,X,X,X,O,O,X,O,O,O
TZISLJO,X,X,X,X,O,O,X,O,O,X
TZISLOJ,X,X,X,X,X,O,X,O,O,O
TZISJLO,X,X,X,X,O,O,X,O,O,X
TZISJOL,X,X,X,X,X,O,X,O,O,O
TZISOLJ,X,X,X,X,X,O,X,O,O,O
TZISOJL,X,X,X,X,X,O,X,O,O,O
TZIOLJS,X,X,X,X,O,O,X,X,X,O
TZIOLSJ,X,X,X,X,O,O,X,X,O,O
TZIOJLS,X,X,X,X,O,O,X,X,X,X
TZIOJSL,X,X,X,X,O,O,X,O,O,O
TZIOSLJ,X,X,X,X,O,O,X,O,O,O
TZIOSJL,X,X,X,X,O,O,X,O,O,O
TZLIJSO,X,O,O,X,O,O,X,X,X,X
TZLIJOS,X,X,O,X,O,O,X,X,X,X
TZLISJO,X,O,O,X,O,O,X,X,O,X
TZLISOJ,X,O,O,X,X,O,X,X,O,X
TZLIOJS,X,O,O,X,O,O,X,X,X,X
TZLIOSJ,X,O,O,X,X,O,X,X,O,X
TZLJISO,O,O,O,X,O,O,X,X,X,X
TZLJIOS,O,X,O,X,O,O,X,X,X,X
TZLJSIO,O,O,O,X,X,O,O,X,X,X
TZLJSOI,O,O,O,O,X,X,O,X,X,X
TZLJOIS,O,O,O,O,O,X,X,X,X,X
TZLJOSI,O,O,O,O,X,X,O,X,X,X
TZLSIJO,O,O,O,X,X,O,O,X,X,X
TZLSIOJ,X,O,O,X,X,O,O,X,X,X
TZLSJIO,O,O,O,X,X,O,O,X,X,X
TZLSJOI,O,O,O,O,X,X,O,X,X,X
TZLSOIJ,O,O,O,O,X,X,O,X,X,X
TZLSOJI,O,O,O,O,X,X,O,X,X,O
TZLOIJS,X,O,O,X,O,X,X,X,X,X
TZLOISJ,X,O,O,O,O,X,X,X,X,X
TZLOJIS,O,O,O,O,O,X,X,X,X,X
TZLOJSI,O,O,O,O,X,X,O,X,X,X
TZLOSIJ,O,O,O,O,X,X,O,X,X,X
TZLOSJI,O,O,O,O,X,X,O,X,X,O
TZJILSO,O,X,X,X,O,O,X,X,X,X
TZJILOS,O,X,X,X,O,O,X,X,X,X
TZJISLO,O,X,X,X,O,O,X,X,O,X
TZJISOL,O,X,X,X,X,O,X,X,O,X
TZJIOLS,O,X,X,X,O,O,X,X,X,X
TZJIOSL,O,X,X,X,O,O,X,X,O,X
TZJLISO,O,O,X,X,O,O,X,X,X,X
TZJLIOS,O,X,X,X,O,O,X,X,X,X
TZJLSIO,O,O,X,X,X,O,O,X,X,X
TZJLSOI,O,O,X,O,X,X,O,X,X,X
TZJLOIS,O,X,X,O,O,X,X,X,X,X
TZJLOSI,O,O,X,O,X,X,O,X,X,X
TZJSILO,O,O,X,X,O,O,O,X,X,X
TZJSIOL,O,O,X,O,X,O,X,X,X,X
TZJSLIO,O,O,X,X,X,O,O,X,X,X
TZJSLOI,O,O,X,O,X,X,O,X,X,X
TZJSOIL,O,O,X,O,O,X,X,X,X,O
TZJSOLI,O,O,X,O,X,X,X,X,X,O
TZJOILS,O,O,X,O,O,O,X,X,X,X
TZJOISL,O,O,X,O,O,O,X,X,X,X
TZJOLIS,O,O,X,O,O,X,X,X,X,X
TZJOLSI,O,O,X,O,X,X,X,X,X,X
TZJOSIL,O,O,X,O,O,X,X,X,X,O
TZJOSLI,O,O,X,O,X,X,X,X,X,O
TZSILJO,O,O,O,X,O,O,O,O,O,X
TZSILOJ,X,O,O,X,X,O,O,O,O,X
TZSIJLO,O,O,X,X,O,O,O,O,O,X
TZSIJOL,O,O,X,O,X,O,X,O,O,X
TZSIOLJ,O,O,O,O,X,O,X,O,O,X
TZSIOJL,O,O,X,X,X,O,X,O,O,O
TZSLIJO,O,O,O,X,X,O,O,O,O,X
TZSLIOJ,X,O,O,X,X,O,O,O,O,X
TZSLJIO,O,O,O,X,X,O,O,X,X,X
TZSLJOI,O,O,O,O,X,X,O,X,X,X
TZSLOIJ,O,O,O,O,X,X,O,X,X,X
TZSLOJI,O,O,O,O,X,X,O,X,X,O
TZSJILO,O,O,X,X,O,O,O,X,X,X
TZSJIOL,O,O,X,O,X,O,X,X,X,X
TZSJLIO,O,O,X,X,X,O,O,X,X,X
TZSJLOI,O,O,X,O,X,X,O,X,X,X
TZSJOIL,O,O,X,O,O,X,X,X,X,O
TZSJOLI,O,O,X,O,X,X,X,X,X,O
TZSOILJ,O,O,O,O,O,X,X,X,X,X
TZSOIJL,O,O,X,X,O,X,X,X,X,O
TZSOLIJ,O,O,O,O,X,X,X,X,X,X
TZSOLJI,O,O,O,O,X,X,X,X,X,O
TZSOJIL,O,O,X,X,O,X,X,X,X,O
TZSOJLI,O,O,X,X,X,X,X,X,X,O
TZOILJS,X,O,X,X,O,O,X,X,X,O
TZOILSJ,X,O,X,O,O,O,X,X,O,O
TZOIJLS,X,O,X,X,O,O,X,X,X,X
TZOIJSL,X,O,X,X,O,O,X,X,O,O
TZOISLJ,X,O,X,O,O,O,X,X,O,O
TZOISJL,X,O,X,X,O,O,X,X,O,O
TZOLIJS,X,O,O,X,O,X,X,X,X,X
TZOLISJ,X,O,O,O,O,X,X,X,X,X
TZOLJIS,O,O,O,O,O,X,X,X,X,X
TZOLJSI,O,O,O,O,X,X,X,X,X,X
TZOLSIJ,O,O,O,O,X,X,X,X,X,X
TZOLSJI,O,O,O,O,X,X,X,X,X,O
TZOJILS,O,O,X,O,O,O,X,X,X,X
TZOJISL,O,O,X,O,O,O,X,X,X,X
TZOJLIS,O,O,X,O,O,X,X,X,X,X
TZOJLSI,O,O,X,O,X,X,X,X,X,X
TZOJSIL,O,O,X,O,O,X,X,X,X,O
TZOJSLI,O,O,X,O,X,X,X,X,X,O
TZOSILJ,O,O,O,O,O,X,X,X,X,X
TZOSIJL,O,O,X,X,O,X,X,X,X,O
TZOSLIJ,O,O,O,O,X,X,X,X,X,X
TZOSLJI,O,O,O,O,X,X,X,X,X,O
TZOSJIL,O,O,X,X,O,X,X,X,X,O
TZOSJLI,O,O,X,X,X,X,X,X,X,O
TOILJSZ,O,O,X,O,O,X,X,O,X,X
TOILJZS,O,O,X,O,O,X,X,X,X,X
TOILSJZ,O,O,O,O,O,O,X,O,O,X
TOILSZJ,O,O,O,O,O,O,X,O,O,X
TOILZJS,X,O,O,X,O,O,X,X,X,X
TOILZSJ,X,O,O,O,O,O,X,X,O,X
TOIJLSZ,O,O,X,O,O,X,X,O,X,X
TOIJLZS,O,O,X,O,O,X,X,X,X,X
TOIJSLZ,O,O,X,O,O,O,X,O,O,X
TOIJSZL,O,O,X,O,O,O,X,O,O,X
TOIJZLS,O,O,X,O,O,O,X,X,X,X
TOIJZSL,O,O,X,O,O,O,X,O,O,X
TOISLJZ,O,O,O,O,O,O,X,O,O,X
TOISLZJ,O,O,O,O,O,O,X,O,O,X
TOISJLZ,O,O,O,O,O,O,X,O,O,X
TOISJZL,O,O,X,X,O,O,X,O,O,X
TOISZLJ,O,O,O,O,O,O,X,O,O,O
TOISZJL,O,O,X,X,O,O,X,O,O,O
TOIZLJS,X,O,X,X,O,O,X,X,X,O
TOIZLSJ,X,O,X,O,O,O,X,X,O,O
TOIZJLS,X,O,X,X,O,O,X,X,X,X
TOIZJSL,X,O,X,X,O,O,X,O,O,O
TOIZSLJ,X,O,X,O,O,O,X,O,O,O
TOIZSJL,X,O,X,X,O,O,X,O,O,O
TOLIJSZ,O,O,X,O,O,X,O,X,X,X
TOLIJZS,O,O,X,O,O,X,X,X,X,X
TOLISJZ,O,O,O,O,O,X,O,X,X,X
TOLISZJ,O,O,O,O,O,X,O,X,X,X
TOLIZJS,X,O,O,X,O,X,X,X,X,X
TOLIZSJ,X,O,O,O,O,X,X,X,X,X
TOLJISZ,O,O,X,O,O,X,O,X,X,X
TOLJIZS,O,O,X,O,O,X,X,X,X,X
TOLJSIZ,O,O,O,O,X,X,O,X,X,X
TOLJSZI,O,O,O,O,X,X,O,X,X,X
TOLJZIS,O,O,O,O,O,X,X,X,X,X
TOLJZSI,O,O,O,O,X,X,O,X,X,X
TOLSIJZ,O,O,O,O,X,X,O,X,X,X
TOLSIZJ,O,O,O,O,X,X,O,X,X,X
TOLSJIZ,O,O,O,O,X,X,O,X,X,X
TOLSJZI,O,O,O,O,X,X,O,X,X,X
TOLSZIJ,O,O,O,O,X,X,O,X,X,X
TOLSZJI,O,O,O,O,X,X,O,X,X,X
TOLZIJS,X,O,O,X,O,X,X,X,X,X
TOLZISJ,X,O,O,O,O,X,X,X,X,X
TOLZJIS,O,O,O,O,O,X,X,X,X,X
TOLZJSI,O,O,O,O,X,X,O,X,X,X
TOLZSIJ,O,O,O,O,X,X,O,X,X,X
TOLZSJI,O,O,O,O,X,X,O,X,X,X
TOJILSZ,O,O,X,O,O,X,X,X,X,X
TOJILZS,O,O,X,O,O,X,X,X,X,X
TOJISLZ,O,O,X,O,O,X,X,X,X,X
TOJISZL,O,O,X,O,O,X,X,X,X,X
TOJIZLS,O,O,X,O,O,X,X,X,X,X
TOJIZSL,O,O,X,O,O,X,X,X,X,X
TOJLISZ,O,O,X,O,O,X,O,X,X,X
TOJLIZS,O,O,X,O,O,X,X,X,X,X
TOJLSIZ,O,O,O,O,X,X,O,X,X,X
TOJLSZI,O,O,O,O,X,X,O,X,X,X
TOJLZIS,O,O,O,O,O,X,X,X,X,X
TOJLZSI,O,O,O,O,X,X,O,X,X,X
TOJSILZ,O,O,O,O,O,X,O,X,X,X
TOJSIZL,O,O,X,O,O,X,X,X,X,X
TOJSLIZ,O,O,O,O,X,X,O,X,X,X
TOJSLZI,O,O,O,O,X,X,O,X,X,X
TOJSZIL,O,O,X,O,O,X,X,X,X,X
TOJSZLI,O,O,X,O,X,X,X,X,X,X
TOJZILS,O,O,X,O,O,O,X,X,X,X
TOJZISL,O,O,X,O,O,O,X,X,X,X
TOJZLIS,O,O,X,O,O,X,X,X,X,X
TOJZLSI,O,O,X,O,X,X,X,X,X,X
TOJZSIL,O,O,X,O,O,X,X,X,X,X
TOJZSLI,O,O,X,O,X,X,X,X,X,X
TOSILJZ,O,O,O,O,O,O,O,O,O,X
TOSILZJ,O,O,O,O,O,O,O,O,O,X
TOSIJLZ,O,O,O,O,O,O,O,O,O,X
TOSIJZL,O,O,X,O,O,O,X,O,O,X
TOSIZLJ,O,O,O,O,O,O,X,O,O,O
TOSIZJL,O,O,X,X,O,O,X,O,O,O
TOSLIJZ,O,O,O,O,X,O,O,O,O,X
TOSLIZJ,O,O,O,O,X,O,O,O,O,X
TOSLJIZ,O,O,O,O,X,X,O,X,X,X
TOSLJZI,O,O,O,O,X,X,O,X,X,X
TOSLZIJ,O,O,O,O,X,X,O,X,X,X
TOSLZJI,O,O,O,O,X,X,O,X,X,X
TOSJILZ,O,O,O,O,O,X,O,X,X,X
TOSJIZL,O,O,X,O,O,X,X,X,X,X
TOSJLIZ,O,O,O,O,X,X,O,X,X,X
TOSJLZI,O,O,O,O,X,X,O,X,X,X
TOSJZIL,O,O,X,O,O,X,X,X,X,X
TOSJZLI,O,O,X,O,X,X,X,X,X,X
TOSZILJ,O,O,O,O,O,X,X,X,X,X
TOSZIJL,O,O,X,X,O,X,X,X,X,O
TOSZLIJ,O,O,O,O,X,X,X,X,X,X
TOSZLJI,O,O,O,O,X,X,X,X,X,O
TOSZJIL,O,O,X,X,O,X,X,X,X,O
TOSZJLI,O,O,X,X,X,X,X,X,X,O
TOZILJS,X,O,X,X,O,O,X,X,X,O
TOZILSJ,X,O,X,O,O,O,X,X,O,O
TOZIJLS,X,O,X,X,O,O,X,X,X,X
TOZIJSL,X,O,X,X,O,O,X,X,O,O
TOZISLJ,X,O,X,O,O,O,X,X,O,O
TOZISJL,X,O,X,X,O,O,X,X,O,O
TOZLIJS,X,O,O,X,O,X,X,X,X,X
TOZLISJ,X,O,O,O,O,X,X,X,X,X
TOZLJIS,O,O,O,O,O,X,X,X,X,X
TOZLJSI,O,O,O,O,X,X,X,X,X,X
TOZLSIJ,O,O,O,O,X,X,X,X,X,X
TOZLSJI,O,O,O,O,X,X,X,X,X,O
TOZJILS,O,O,X,O,O,O,X,X,X,X
TOZJISL,O,O,X,O,O,O,X,X,X,X
TOZJLIS,O,O,X,O,O,X,X,X,X,X
TOZJLSI,O,O,X,O,X,X,X,X,X,X
TOZJSIL,O,O,X,O,O,X,X,X,X,O
TOZJSLI,O,O,X,O,X,X,X,X,X,O
TOZSILJ,O,O,O,O,O,X,X,X,X,X
TOZSIJL,O,O,X,X,O,X,X,X,X,O
TOZSLIJ,O,O,O,O,X,X,X,X,X,X
TOZSLJI,O,O,O,O,X,X,X,X,X,O
TOZSJIL,O,O,X,X,O,X,X,X,X,O
TOZSJLI,O,O,X,X,X,X,X,X,X,O
ITLJSZO,O,O,X,X,O,X,O,O,X,X
ITLJSOZ,O,O,X,O,X,X,O,O,X,X
ITLJZSO,O,O,X,X,O,X,X,X,X,X
ITLJZOS,O,X,X,X,O,X,X,X,X,X
ITLJOSZ,O,X,X,O,X,X,O,O,X,X
ITLJOZS,O,X,X,O,O,X,X,X,X,X
ITLSJZO,O,O,O,X,O,O,O,O,O,X
ITLSJOZ,O,O,O,O,X,O,O,O,O,X
ITLSZJO,O,O,O,X,O,O,O,O,O,X
ITLSZOJ,X,O,O,X,X,O,O,O,O,X
ITLSOJZ,O,O,O,O,X,O,O,O,O,X
ITLSOZJ,O,O,O,O,X,O,O,O,O,X
ITLZJSO,X,O,O,X,O,O,X,X,X,X
ITLZJOS,X,X,O,X,O,O,X,X,X,X
ITLZSJO,X,O,O,X,O,O,X,X,O,X
ITLZSOJ,X,O,O,X,X,O,X,X,O,X
ITLZOJS,X,O,O,X,O,O,X,X,X,X
ITLZOSJ,X,O,O,X,X,O,X,X,O,X
ITLOJSZ,O,O,X,O,X,X,O,O,X,X
ITLOJZS,O,O,X,O,O,X,X,X,X,X
ITLOSJZ,O,O,O,O,X,O,O,O,O,X
ITLOSZJ,O,O,O,O,X,O,O,O,O,X
ITLOZJS,X,O,O,X,O,O,X,X,X,X
ITLOZSJ,X,O,O,O,X,O,X,X,O,X
ITJLSZO,O,O,X,X,O,X,O,O,X,X
ITJLSOZ,O,O,X,O,X,X,O,O,X,X
ITJLZSO,O,O,X,X,O,X,X,X,X,X
ITJLZOS,O,X,X,X,O,X,X,X,X,X
ITJLOSZ,O,X,X,O,X,X,O,O,X,X
ITJLOZS,O,X,X,O,O,X,X,X,X,X
ITJSLZO,O,O,X,X,O,O,O,O,O,X
ITJSLOZ,O,O,X,O,X,O,O,O,O,X
ITJSZLO,O,O,X,X,O,O,O,O,O,X
ITJSZOL,O,O,X,O,X,O,X,O,O,X
ITJSOLZ,O,O,X,O,X,O,O,O,O,X
ITJSOZL,O,O,X,O,X,O,X,O,O,X
ITJZLSO,O,X,X,X,O,O,X,X,X,X
ITJZLOS,O,X,X,X,O,O,X,X,X,X
ITJZSLO,O,X,X,X,O,O,X,O,O,X
ITJZSOL,O,X,X,X,X,O,X,O,O,X
ITJZOLS,O,X,X,X,O,O,X,X,X,X
ITJZOSL,O,X,X,X,O,O,X,O,O,X
ITJOLSZ,O,O,X,O,O,X,X,O,X,X
ITJOLZS,O,O,X,O,O,X,X,X,X,X
ITJOSLZ,O,O,X,O,O,O,X,O,O,X
ITJOSZL,O,O,X,O,O,O,X,O,O,X
ITJOZLS,O,O,X,O,O,O,X,X,X,X
ITJOZSL,O,O,X,O,O,O,X,O,O,X
ITSLJZO,O,O,O,X,O,O,O,O,O,X
ITSLJOZ,O,O,O,O,X,O,O,O,O,X
ITSLZJO,O,O,O,X,O,O,O,O,O,X
ITSLZOJ,X,O,O,X,X,O,O,O,O,O
ITSLOJZ,O,O,O,O,X,O,O,O,O,X
ITSLOZJ,O,O,O,O,X,O,O,O,O,X
ITSJLZO,O,O,O,X,O,O,O,O,O,X
ITSJLOZ,O,O,O,O,X,O,O,O,O,X
ITSJZLO,O,O,X,X,O,O,O,O,O,X
ITSJZOL,O,O,X,O,X,O,X,O,O,O
ITSJOLZ,O,O,O,O,X,O,O,O,O,X
ITSJOZL,O,O,X,O,X,O,X,O,O,X
ITSZLJO,O,O,O,X,O,O,O,O,O,X
ITSZLOJ,X,O,O,X,X,O,O,O,O,O
ITSZJLO,O,O,X,X,O,O,O,O,O,X
ITSZJOL,O,O,X,O,X,O,X,O,O,O
ITSZOLJ,O,O,O,O,X,O,X,O,O,O
ITSZOJL,O,O,X,X,X,O,X,O,O,O
ITSOLJZ,O,O,O,O,X,O,O,O,O,X
ITSOLZJ,O,O,O,O,X,O,O,O,O,X
ITSOJLZ,O,O,O,O,X,O,O,O,O,X
ITSOJZL,O,O,X,O,X,O,X,O,O,X
ITSOZLJ,O,O,O,O,X,O,X,O,O,O
ITSOZJL,O,O,X,X,X,O,X,O,O,O
ITZLJSO,X,X,X,X,O,O,X,X,X,O
ITZLJOS,X,X,X,X,O,O,X,X,X,O
ITZLSJO,X,X,X,X,O,O,X,X,O,O
ITZLSOJ,X,X,X,X,X,O,X,X,O,O
ITZLOJS,X,X,X,X,O,O,X,X,X,O
ITZLOSJ,X,X,X,X,X,O,X,X,O,O
ITZJLSO,X,X,X,X,O,O,X,X,X,X
ITZJLOS,X,X,X,X,O,O,X,X,X,X
ITZJSLO,X,X,X,X,O,O,X,O,O,X
ITZJSOL,X,X,X,X,X,O,X,O,O,O
ITZJOLS,X,X,X,X,O,O,X,X,X,X
ITZJOSL,X,X,X,X,O,O,X,O,O,O
ITZSLJO,X,X,X,X,O,O,X,O,O,X
ITZSLOJ,X,X,X,X,X,O,X,O,O,O
ITZSJLO,X,X,X,X,O,O,X,O,O,X
ITZSJOL,X,X,X,X,X,O,X,O,O,O
ITZSOLJ,X,X,X,X,X,O,X,O,O,O
ITZSOJL,X,X,X,X,X,O,X,O,O,O
ITZOLJS,X,X,X,X,O,O,X,X,X,O
ITZOLSJ,X,X,X,X,O,O,X,X,O,O
ITZOJLS,X,X,X,X,O,O,X,X,X,X
ITZOJSL,X,X,X,X,O,O,X,O,O,O
ITZOSLJ,X,X,X,X,O,O,X,O,O,O
ITZOSJL,X,X,X,X,O,O,X,O,O,O
ITOLJSZ,O,O,X,O,O,X,X,O,X,X
ITOLJZS,O,O,X,O,O,X,X,X,X,X
ITOLSJZ,O,O,O,O,O,O,X,O,O,X
ITOLSZJ,O,O,O,O,O,O,X,O,O,X
ITOLZJS,X,O,O,X,O,O,X,X,X,X
ITOLZSJ,X,O,O,O,O,O,X,X,O,X
ITOJLSZ,O,O,X,O,O,X,X,O,X,X
ITOJLZS,O,O,X,O,O,X,X,X,X,X
ITOJSLZ,O,O,X,O,O,O,X,O,O,X
ITOJSZL,O,O,X,O,O,O,X,O,O,X
ITOJZLS,O,O,X,O,O,O,X,X,X,X
ITOJZSL,O,O,X,O,O,O,X,O,O,X
ITOSLJZ,O,O,O,O,O,O,X,O,O,X
ITOSLZJ,O,O,O,O,O,O,X,O,O,X
ITOSJLZ,O,O,O,O,O,O,X,O,O,X
ITOSJZL,O,O,X,X,O,O,X,O,O,X
ITOSZLJ,O,O,O,O,O,O,X,O,O,O
ITOSZJL,O,O,X,X,O,O,X,O,O,O
ITOZLJS,X,O,X,X,O,O,X,X,X,O
ITOZLSJ,X,O,X,O,O,O,X,X,O,O
ITOZJLS,X,O,X,X,O,O,X,X,X,X
ITOZJSL,X,O,X,X,O,O,X,O,O,O
ITOZSLJ,X,O,X,O,O,O,X,O,O,O
ITOZSJL,X,O,X,X,O,O,X,O,O,O
ILTJSZO,O,X,X,X,O,X,O,O,X,X
ILTJSOZ,O,X,X,O,X,X,O,O,X,X
ILTJZSO,O,X,X,X,O,X,X,X,X,X
ILTJZOS,O,X,X,X,O,X,X,X,X,X
ILTJOSZ,O,X,X,O,X,X,O,O,X,X
ILTJOZS,O,X,X,O,O,X,X,X,X,X
ILTSJZO,O,X,O,X,O,X,O,O,X,X
ILTSJOZ,O,X,O,O,X,X,O,O,X,X
ILTSZJO,O,X,O,X,O,X,O,O,X,X
ILTSZOJ,X,X,O,X,X,X,O,O,X,X
ILTSOJZ,O,X,O,O,X,X,O,O,X,X
ILTSOZJ,O,X,O,O,X,X,O,O,X,X
ILTZJSO,X,X,O,X,O,X,X,X,X,X
ILTZJOS,X,X,O,X,O,X,X,X,X,X
ILTZSJO,X,X,O,X,O,X,X,X,X,X
ILTZSOJ,X,X,O,X,X,X,X,X,X,X
ILTZOJS,X,X,O,X,O,X,X,X,X,X
ILTZOSJ,X,X,O,X,X,X,X,X,X,X
ILTOJSZ,O,X,X,O,X,X,O,O,X,X
ILTOJZS,O,X,X,O,O,X,X,X,X,X
ILTOSJZ,O,X,O,O,X,X,O,O,X,X
ILTOSZJ,O,X,O,O,X,X,O,O,X,X
ILTOZJS,X,X,O,X,O,X,X,X,X,X
ILTOZSJ,X,X,O,O,X,X,X,X,X,X
ILJTSZO,O,X,X,X,O,X,X,O,X,X
ILJTSOZ,O,X,X,X,X,X,X,O,X,X
ILJTZSO,O,X,X,X,O,X,X,X,X,X
ILJTZOS,O,X,X,X,O,X,X,X,X,X
ILJTOSZ,O,X,X,X,X,X,X,O,X,X
ILJTOZS,O,X,X,X,O,X,X,X,X,X
ILJSTZO,O,O,O,X,O,X,X,X,X,X
ILJSTOZ,O,O,O,X,X,X,X,O,X,X
ILJSZTO,O,O,O,X,O,O,X,X,X,X
ILJSZOT,O,O,O,X,X,O,X,O,X,X
ILJSOTZ,X,O,X,O,X,X,X,O,X,X
ILJSOZT,O,O,X,O,X,X,X,O,X,X
ILJZTSO,O,X,O,X,O,X,X,X,X,X
ILJZTOS,O,X,X,X,O,X,X,X,X,X
ILJZSTO,O,O,O,X,O,O,X,X,X,X
ILJZSOT,O,O,O,X,X,O,X,X,X,X
ILJZOTS,X,X,X,X,O,X,X,X,X,X
ILJZOST,O,X,O,X,O,X,X,X,X,X
ILJOTSZ,X,X,X,O,O,X,X,O,X,X
ILJOTZS,X,X,X,X,O,X,X,X,X,X
ILJOSTZ,X,X,X,O,O,X,X,O,X,X
ILJOSZT,X,X,X,O,O,X,X,O,X,X
ILJOZTS,X,X,X,X,O,X,X,X,X,X
ILJOZST,O,O,X,O,O,X,X,X,X,X
ILSTJZO,O,O,O,X,O,X,O,O,X,X
ILSTJOZ,O,O,O,O,X,X,O,O,X,X
ILSTZJO,O,O,O,X,O,O,O,O,X,X
ILSTZOJ,X,O,O,X,X,O,O,O,O,O
ILSTOJZ,O,O,O,O,X,X,O,O,X,X
ILSTOZJ,O,O,O,O,X,O,O,O,O,X
ILSJTZO,O,O,O,X,O,X,X,X,X,X
ILSJTOZ,O,O,O,X,X,X,X,O,X,X
ILSJZTO,O,O,O,X,O,O,X,X,X,X
ILSJZOT,O,O,O,X,X,O,X,O,O,X
ILSJOTZ,X,O,X,O,X,X,X,O,X,X
ILSJOZT,O,O,X,O,X,O,X,O,O,X
ILSZTJO,X,O,O,X,O,O,X,X,X,X
ILSZTOJ,X,O,O,X,X,O,X,X,O,O
ILSZJTO,O,O,O,X,O,O,X,X,X,X
ILSZJOT,O,O,O,X,X,O,X,O,O,X
ILSZOTJ,X,O,X,X,X,O,X,X,O,O
ILSZOJT,X,O,O,X,X,O,X,O,O,X
ILSOTJZ,X,O,O,X,X,X,O,O,X,X
ILSOTZJ,X,O,O,O,X,O,O,O,O,X
ILSOJTZ,X,O,X,O,X,X,X,O,X,X
ILSOJZT,O,O,X,O,X,O,X,O,O,X
ILSOZTJ,X,O,X,O,X,O,X,X,O,O
ILSOZJT,X,O,O,O,X,O,X,O,O,X
ILZTJSO,X,X,O,X,O,X,X,X,X,O
ILZTJOS,X,X,O,X,O,X,X,X,X,O
ILZTSJO,X,X,O,X,O,X,X,X,X,O
ILZTSOJ,X,X,O,X,X,X,X,X,X,O
ILZTOJS,X,X,O,X,O,X,X,X,X,O
ILZTOSJ,X,X,O,X,X,X,X,X,X,O
ILZJTSO,O,X,O,X,O,X,X,X,X,O
ILZJTOS,X,X,O,X,O,X,X,X,X,O
ILZJSTO,O,O,O,X,O,O,X,X,X,O
ILZJSOT,O,O,O,X,X,O,X,X,X,O
ILZJOTS,X,X,X,X,O,X,X,X,X,O
ILZJOST,O,X,O,X,O,O,X,X,X,O
ILZSTJO,X,O,O,X,O,O,X,X,X,O
ILZSTOJ,X,O,O,X,X,O,X,X,O,O
ILZSJTO,X,O,O,X,O,O,X,X,X,O
ILZSJOT,X,O,O,X,X,O,X,X,O,O
ILZSOTJ,X,O,X,X,X,O,X,X,O,O
ILZSOJT,X,O,O,X,X,O,X,X,O,O
ILZOTJS,X,X,X,X,O,X,X,X,X,O
ILZOTSJ,X,X,X,X,O,X,X,X,X,O
ILZOJTS,X,X,X,X,O,X,X,X,X,O
ILZOJST,X,O,O,X,O,O,X,X,X,O
ILZOSTJ,X,O,X,X,O,O,X,X,O,O
ILZOSJT,X,O,X,X,O,O,X,X,O,O
ILOTJSZ,X,X,X,O,O,X,O,O,X,X
ILOTJZS,X,X,X,O,O,X,X,X,X,X
ILOTSJZ,X,X,X,O,O,X,O,O,X,X
ILOTSZJ,X,X,X,O,O,X,O,O,X,X
