sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
SJOLITZ,X,O,X,O,O,X,X,X,X,X
SJOLIZT,O,O,X,O,O,X,X,X,X,X
SJOLZTI,O,O,X,O,X,X,X,X,X,X
SJOLZIT,O,O,X,O,O,O,X,X,X,X
SJOZTIL,O,O,X,X,O,X,X,X,X,O
SJOZTLI,O,O,X,X,X,X,X,X,X,O
SJOZITL,X,O,X,X,O,O,X,X,X,X
SJOZILT,O,O,X,O,O,O,X,X,X,X
SJOZLTI,O,O,X,O,X,X,X,X,X,X
SJOZLIT,O,O,X,O,O,O,X,X,X,X
SZTILJO,O,O,O,X,O,O,O,O,O,X
SZTILOJ,X,O,O,X,X,O,O,O,O,O
SZTIJLO,O,O,X,X,O,O,O,O,O,X
SZTIJOL,O,O,X,O,X,O,X,O,O,O
SZTIOLJ,O,O,O,O,X,O,X,O,O,O
SZTIOJL,O,O,X,X,X,O,X,O,O,O
SZTLIJO,O,O,O,X,X,O,O,O,O,X
SZTLIOJ,X,O,O,X,X,O,O,O,O,X
SZTLJIO,O,O,O,X,X,O,O,X,X,X
SZTLJOI,O,O,O,O,X,X,O,X,X,X
SZTLOIJ,O,O,O,O,X,X,O,X,X,X
SZTLOJI,O,O,O,O,X,X,O,X,X,O
SZTJILO,O,O,X,X,O,O,O,X,X,X
SZTJIOL,O,O,X,O,X,O,X,X,X,X
SZTJLIO,O,O,X,X,X,O,O,X,X,X
SZTJLOI,O,O,X,O,X,X,O,X,X,X
SZTJOIL,O,O,X,O,O,X,X,X,X,O
SZTJOLI,O,O,X,O,X,X,X,X,X,O
SZTOILJ,O,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,X,X,O,X,X,X,X,O
SZTOLIJ,O,O,O,O,X,X,X,X,X,X
SZTOLJI,O,O,O,O,X,X,X,X,X,O
SZTOJIL,O,O,X,X,O,X,X,X,X,O
SZTOJLI,O,O,X,X,X,X,X,X,X,O
SZITLJO,O,O,O,X,O,O,O,O,X,X
SZITLOJ,X,O,O,X,X,O,O,O,O,O
SZITJLO,O,O,X,X,O,O,O,O,X,X
SZITJOL,O,O,X,O,X,O,X,O,X,O
SZITOLJ,O,O,O,O,X,O,X,O,O,O
SZITOJL,O,O,X,X,X,O,X,O,X,O
SZILTJO,X,O,O,X,O,O,X,X,X,O
SZILTOJ,X,O,O,X,X,O,X,X,O,O
SZILJTO,O,O,O,X,O,O,X,X,X,O
SZILJOT,O,O,O,X,X,O,X,O,O,O
SZILOTJ,X,O,X,X,X,O,X,X,O,O
SZILOJT,X,O,O,X,X,O,X,O,O,O
SZIJTLO,O,O,X,X,O,O,X,X,X,X
SZIJTOL,O,O,X,X,X,O,X,X,X,O
SZIJLTO,O,O,X,X,O,O,X,X,X,X
SZIJLOT,O,O,X,X,X,O,X,O,O,X
SZIJOTL,X,O,X,X,X,O,X,X,X,O
SZIJOLT,O,O,X,O,X,O,X,O,O,X
SZIOTLJ,X,X,X,X,X,O,X,O,O,O
SZIOTJL,X,O,X,X,X,O,X,O,X,O
SZIOLTJ,X,O,X,O,X,O,X,X,O,O
SZIOLJT,X,O,X,O,X,O,X,O,O,O
SZIOJTL,X,O,X,X,X,O,X,X,X,O
SZIOJLT,X,O,X,X,X,O,X,O,O,X
SZLTIJO,O,O,O,X,X,O,O,X,O,X
SZLTIOJ,X,O,O,X,X,O,O,X,O,X
SZLTJIO,O,O,O,X,X,O,O,X,X,X
SZLTJOI,O,X,O,O,X,X,O,X,X,X
SZLTOIJ,O,O,O,O,X,X,O,X,X,X
SZLTOJI,O,O,O,O,X,X,O,X,X,O
SZLITJO,X,O,O,X,O,O,X,X,X,X
SZLITOJ,X,O,O,X,X,O,X,X,O,X
SZLIJTO,O,O,O,X,O,O,X,X,X,X
SZLIJOT,O,O,O,X,X,O,X,O,O,X
SZLIOTJ,X,O,X,X,X,O,X,X,O,X
SZLIOJT,X,O,O,X,X,O,X,O,O,X
SZLJTIO,O,O,O,X,X,O,X,X,X,X
SZLJTOI,O,X,O,X,X,X,X,X,X,X
SZLJITO,O,O,O,X,O,O,X,X,X,X
SZLJIOT,O,O,O,X,X,O,X,X,X,X
SZLJOTI,O,O,O,O,X,X,X,X,X,X
SZLJOIT,O,O,O,O,O,O,X,X,X,X
SZLOTIJ,X,O,O,O,X,X,O,X,X,X
SZLOTJI,X,O,O,O,X,X,O,X,X,O
SZLOITJ,X,O,X,O,O,O,X,X,X,X
SZLOIJT,X,O,O,O,O,O,X,X,X,X
SZLOJTI,X,O,O,O,X,X,X,X,X,X
SZLOJIT,X,O,O,O,O,O,X,X,X,X
SZJTILO,O,O,X,X,O,O,X,X,X,X
SZJTIOL,O,O,X,X,X,O,X,X,X,X
SZJTLIO,O,O,X,X,X,O,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X,X,X
SZJTOIL,O,O,X,X,O,X,X,X,X,O
SZJTOLI,O,O,X,X,X,X,X,X,X,O
SZJITLO,O,O,X,X,O,O,X,X,X,X
SZJITOL,O,O,X,X,X,O,X,X,X,X
SZJILTO,O,O,X,X,O,O,X,X,X,X
SZJILOT,O,O,X,X,X,O,X,X,X,X
SZJIOTL,X,O,X,X,X,O,X,X,X,X
SZJIOLT,O,O,X,O,X,O,X,X,X,X
SZJLTIO,O,O,X,X,X,O,X,X,X,X
SZJLTOI,O,X,X,X,X,X,X,X,X,X
SZJLITO,O,O,X,X,O,O,X,X,X,X
SZJLIOT,O,O,X,X,X,O,X,X,X,X
SZJLOTI,O,X,X,O,X,X,X,X,X,X
SZJLOIT,O,O,X,O,O,O,X,X,X,X
SZJOTIL,O,O,X,X,O,X,X,X,X,O
SZJOTLI,O,O,X,X,X,X,X,X,X,O
SZJOITL,X,O,X,X,O,O,X,X,X,X
SZJOILT,O,O,X,O,O,O,X,X,X,X
SZJOLTI,O,O,X,O,X,X,X,X,X,X
SZJOLIT,O,O,X,O,O,O,X,X,X,X
SZOTILJ,X,O,X,X,O,X,X,X,X,X
SZOTIJL,X,O,X,X,O,X,X,X,X,O
SZOTLIJ,X,O,X,X,X,X,X,X,X,X
SZOTLJI,X,O,X,X,X,X,X,X,X,O
SZOTJIL,X,O,X,X,O,X,X,X,X,O
SZOTJLI,X,O,X,X,X,X,X,X,X,O
SZOITLJ,X,X,X,X,O,O,X,X,X,O
SZOITJL,X,O,X,X,O,O,X,X,X,O
SZOILTJ,X,O,X,O,O,O,X,X,X,O
SZOILJT,X,O,X,O,O,O,X,X,X,O
SZOIJTL,X,O,X,X,O,O,X,X,X,O
SZOIJLT,X,O,X,X,O,O,X,X,X,X
SZOLTIJ,X,O,X,O,X,X,X,X,X,X
SZOLTJI,X,O,X,O,X,X,X,X,X,O
SZOLITJ,X,O,X,O,O,O,X,X,X,X
SZOLIJT,X,O,X,O,O,O,X,X,X,X
SZOLJTI,X,O,X,O,X,X,X,X,X,X
SZOLJIT,X,O,X,O,O,O,X,X,X,X
SZOJTIL,X,O,X,X,O,X,X,X,X,O
SZOJTLI,X,O,X,X,X,X,X,X,X,O
SZOJITL,X,O,X,X,O,O,X,X,X,X
SZOJILT,X,O,X,X,O,O,X,X,X,X
SZOJLTI,X,O,X,X,X,X,X,X,X,X
SZOJLIT,X,O,X,X,O,O,X,X,X,X
SOTILJZ,O,O,O,O,O,O,O,O,O,X
SOTILZJ,O,O,O,O,O,O,O,O,O,X
SOTIJLZ,O,O,O,O,O,O,O,O,O,X
SOTIJZL,O,O,X,O,O,O,X,O,O,X
SOTIZLJ,O,O,O,O,O,O,X,O,O,O
SOTIZJL,O,O,X,X,O,O,X,O,O,O
SOTLIJZ,O,O,O,O,X,O,O,O,O,X
SOTLIZJ,O,O,O,O,X,O,O,O,O,X
SOTLJIZ,O,O,O,O,X,X,O,X,X,X
SOTLJZI,O,O,O,O,X,X,O,X,X,X
SOTLZIJ,O,O,O,O,X,X,O,X,X,X
SOTLZJI,O,O,O,O,X,X,O,X,X,X
SOTJILZ,O,O,O,O,O,X,O,X,X,X
SOTJIZL,O,O,X,O,O,X,X,X,X,X
SOTJLIZ,O,O,O,O,X,X,O,X,X,X
SOTJLZI,O,O,O,O,X,X,O,X,X,X
SOTJZIL,O,O,X,O,O,X,X,X,X,X
SOTJZLI,O,O,X,O,X,X,X,X,X,X
SOTZILJ,O,O,O,O,O,X,X,X,X,X
SOTZIJL,O,O,X,X,O,X,X,X,X,O
SOTZLIJ,O,O,O,O,X,X,X,X,X,X
SOTZLJI,O,O,O,O,X,X,X,X,X,O
SOTZJIL,O,O,X,X,O,X,X,X,X,O
SOTZJLI,O,O,X,X,X,X,X,X,X,O
SOITLJZ,O,O,O,O,O,X,O,O,X,X
SOITLZJ,O,O,O,O,O,O,O,O,O,X
SOITJLZ,O,O,O,O,O,X,O,O,X,X
SOITJZL,O,O,X,O,O,X,X,O,X,X
SOITZLJ,O,O,O,O,O,O,X,O,O,O
SOITZJL,O,O,X,X,O,O,X,O,X,O
SOILTJZ,X,O,O,X,O,X,X,O,X,X
SOILTZJ,X,O,O,O,O,O,X,O,O,X
SOILJTZ,X,O,X,O,O,X,X,O,X,X
SOILJZT,O,O,X,O,O,O,X,O,O,X
SOILZTJ,X,O,X,O,O,O,X,X,O,O
SOILZJT,X,O,O,O,O,O,X,O,O,X
SOIJTLZ,O,O,X,O,O,X,X,O,X,X
SOIJTZL,O,O,X,X,O,X,X,O,X,X
SOIJLTZ,X,O,X,O,O,X,X,O,X,X
SOIJLZT,O,O,X,O,O,O,X,O,O,X
SOIJZTL,X,O,X,X,O,O,X,X,X,O
SOIJZLT,O,O,X,O,O,O,X,O,O,X
SOIZTLJ,X,X,X,X,O,O,X,O,O,O
SOIZTJL,X,O,X,X,O,O,X,O,X,O
SOIZLTJ,X,O,X,O,O,O,X,X,O,O
SOIZLJT,X,O,X,O,O,O,X,O,O,O
SOIZJTL,X,O,X,X,O,O,X,X,X,O
SOIZJLT,X,O,X,X,O,O,X,O,O,X
SOLTIJZ,O,O,O,O,X,X,O,X,O,X
SOLTIZJ,O,O,O,O,X,X,O,X,O,X
SOLTJIZ,O,O,O,O,X,X,O,X,X,X
SOLTJZI,O,O,O,O,X,X,O,X,X,X
SOLTZIJ,O,O,O,O,X,X,O,X,X,X
SOLTZJI,O,O,O,O,X,X,O,X,X,X
SOLITJZ,X,O,O,X,O,X,O,O,X,X
SOLITZJ,X,O,O,O,O,O,O,X,O,X
SOLIJTZ,X,O,X,O,O,X,X,O,X,X
SOLIJZT,O,O,X,O,O,O,X,O,O,X
SOLIZTJ,X,O,X,O,O,O,X,X,O,O
SOLIZJT,X,O,O,O,O,O,X,O,O,X
SOLJTIZ,O,O,X,O,X,X,O,X,X,X
SOLJTZI,O,O,X,O,X,X,O,X,X,X
SOLJITZ,X,O,X,O,O,X,X,X,X,X
SOLJIZT,O,O,X,O,O,X,X,X,X,X
SOLJZTI,O,O,X,O,X,X,X,X,X,X
SOLJZIT,O,O,X,O,O,O,X,X,X,X
SOLZTIJ,X,O,O,O,X,X,O,X,X,X
SOLZTJI,X,O,O,O,X,X,O,X,X,O
SOLZITJ,X,O,X,O,O,O,X,X,X,X
SOLZIJT,X,O,O,O,O,O,X,X,X,X
SOLZJTI,X,O,O,O,X,X,X,X,X,X
SOLZJIT,X,O,O,O,O,O,X,X,X,X
SOJTILZ,O,O,X,O,O,X,X,X,X,X
SOJTIZL,O,O,X,X,O,X,X,X,X,X
SOJTLIZ,O,O,X,O,X,X,X,X,X,X
SOJTLZI,O,O,X,O,X,X,X,X,X,X
SOJTZIL,O,O,X,X,O,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X,X,X,X
SOJITLZ,O,O,X,O,O,X,X,X,X,X
SOJITZL,O,O,X,X,O,X,X,X,X,X
SOJILTZ,X,O,X,O,O,X,X,X,X,X
SOJILZT,O,O,X,O,O,X,X,X,X,X
SOJIZTL,X,O,X,X,O,X,X,X,X,O
SOJIZLT,O,O,X,O,O,X,X,X,X,X
SOJLTIZ,O,O,X,O,X,X,X,X,X,X
SOJLTZI,O,O,X,O,X,X,X,X,X,X
SOJLITZ,X,O,X,O,O,X,X,X,X,X
SOJLIZT,O,O,X,O,O,X,X,X,X,X
SOJLZTI,O,O,X,O,X,X,X,X,X,X
SOJLZIT,O,O,X,O,O,O,X,X,X,X
SOJZTIL,O,O,X,X,O,X,X,X,X,O
SOJZTLI,O,O,X,X,X,X,X,X,X,O
SOJZITL,X,O,X,X,O,O,X,X,X,X
SOJZILT,O,O,X,O,O,O,X,X,X,X
SOJZLTI,O,O,X,O,X,X,X,X,X,X
SOJZLIT,O,O,X,O,O,O,X,X,X,X
SOZTILJ,X,O,X,X,O,X,X,X,X,X
SOZTIJL,X,O,X,X,O,X,X,X,X,O
SOZTLIJ,X,O,X,X,X,X,X,X,X,X
SOZTLJI,X,O,X,X,X,X,X,X,X,O
SOZTJIL,X,O,X,X,O,X,X,X,X,O
SOZTJLI,X,O,X,X,X,X,X,X,X,O
SOZITLJ,X,X,X,X,O,O,X,X,X,O
SOZITJL,X,O,X,X,O,O,X,X,X,O
SOZILTJ,X,O,X,O,O,O,X,X,X,O
SOZILJT,X,O,X,O,O,O,X,X,X,O
SOZIJTL,X,O,X,X,O,O,X,X,X,O
SOZIJLT,X,O,X,X,O,O,X,X,X,X
SOZLTIJ,X,O,X,O,X,X,X,X,X,X
SOZLTJI,X,O,X,O,X,X,X,X,X,O
SOZLITJ,X,O,X,O,O,O,X,X,X,X
SOZLIJT,X,O,X,O,O,O,X,X,X,X
SOZLJTI,X,O,X,O,X,X,X,X,X,X
SOZLJIT,X,O,X,O,O,O,X,X,X,X
SOZJTIL,X,O,X,X,O,X,X,X,X,O
SOZJTLI,X,O,X,X,X,X,X,X,X,O
SOZJITL,X,O,X,X,O,O,X,X,X,X
SOZJILT,X,O,X,X,O,O,X,X,X,X
SOZJLTI,X,O,X,X,X,X,X,X,X,X
SOZJLIT,X,O,X,X,O,O,X,X,X,X
ZTILJSO,X,X,X,X,O,O,X,X,X,O
ZTILJOS,X,X,X,X,O,O,X,X,X,O
ZTILSJO,X,X,X,X,O,O,X,X,O,O
ZTILSOJ,X,X,X,X,X,O,X,X,O,O
ZTILOJS,X,X,X,X,O,O,X,X,X,O
ZTILOSJ,X,X,X,X,X,O,X,X,O,O
ZTIJLSO,X,X,X,X,O,O,X,X,X,X
ZTIJLOS,X,X,X,X,O,O,X,X,X,X
ZTIJSLO,X,X,X,X,O,O,X,O,O,X
ZTIJSOL,X,X,X,X,X,O,X,O,O,O
ZTIJOLS,X,X,X,X,O,O,X,X,X,X
ZTIJOSL,X,X,X,X,O,O,X,O,O,O
ZTISLJO,X,X,X,X,O,O,X,O,O,X
ZTISLOJ,X,X,X,X,X,O,X,O,O,O
ZTISJLO,X,X,X,X,O,O,X,O,O,X
ZTISJOL,X,X,X,X,X,O,X,O,O,O
ZTISOLJ,X,X,X,X,X,O,X,O,O,O
ZTISOJL,X,X,X,X,X,O,X,O,O,O
ZTIOLJS,X,X,X,X,O,O,X,X,X,O
ZTIOLSJ,X,X,X,X,O,O,X,X,O,O
ZTIOJLS,X,X,X,X,O,O,X,X,X,X
ZTIOJSL,X,X,X,X,O,O,X,O,O,O
ZTIOSLJ,X,X,X,X,O,O,X,O,O,O
ZTIOSJL,X,X,X,X,O,O,X,O,O,O
ZTLIJSO,X,O,O,X,O,O,X,X,X,X
ZTLIJOS,X,X,O,X,O,O,X,X,X,X
ZTLISJO,X,O,O,X,O,O,X,X,O,X
ZTLISOJ,X,O,O,X,X,O,X,X,O,X
ZTLIOJS,X,O,O,X,O,O,X,X,X,X
ZTLIOSJ,X,O,O,X,X,O,X,X,O,X
ZTLJISO,O,O,O,X,O,O,X,X,X,X
ZTLJIOS,O,X,O,X,O,O,X,X,X,X
ZTLJSIO,O,O,O,X,X,O,O,X,X,X
ZTLJSOI,O,O,O,O,X,X,O,X,X,X
ZTLJOIS,O,O,O,O,O,X,X,X,X,X
ZTLJOSI,O,O,O,O,X,X,O,X,X,X
ZTLSIJO,O,O,O,X,X,O,O,X,X,X
ZTLSIOJ,X,O,O,X,X,O,O,X,X,X
ZTLSJIO,O,O,O,X,X,O,O,X,X,X
ZTLSJOI,O,O,O,O,X,X,O,X,X,X
ZTLSOIJ,O,O,O,O,X,X,O,X,X,X
ZTLSOJI,O,O,O,O,X,X,O,X,X,O
ZTLOIJS,X,O,O,X,O,X,X,X,X,X
ZTLOISJ,X,O,O,O,O,X,X,X,X,X
ZTLOJIS,O,O,O,O,O,X,X,X,X,X
ZTLOJSI,O,O,O,O,X,X,O,X,X,X
ZTLOSIJ,O,O,O,O,X,X,O,X,X,X
ZTLOSJI,O,O,O,O,X,X,O,X,X,O
ZTJILSO,O,X,X,X,O,O,X,X,X,X
ZTJILOS,O,X,X,X,O,O,X,X,X,X
ZTJISLO,O,X,X,X,O,O,X,X,O,X
ZTJISOL,O,X,X,X,X,O,X,X,O,X
ZTJIOLS,O,X,X,X,O,O,X,X,X,X
ZTJIOSL,O,X,X,X,O,O,X,X,O,X
ZTJLISO,O,O,X,X,O,O,X,X,X,X
ZTJLIOS,O,X,X,X,O,O,X,X,X,X
ZTJLSIO,O,O,X,X,X,O,O,X,X,X
ZTJLSOI,O,O,X,O,X,X,O,X,X,X
ZTJLOIS,O,X,X,O,O,X,X,X,X,X
ZTJLOSI,O,O,X,O,X,X,O,X,X,X
ZTJSILO,O,O,X,X,O,O,O,X,X,X
ZTJSIOL,O,O,X,O,X,O,X,X,X,X
ZTJSLIO,O,O,X,X,X,O,O,X,X,X
ZTJSLOI,O,O,X,O,X,X,O,X,X,X
ZTJSOIL,O,O,X,O,O,X,X,X,X,O
ZTJSOLI,O,O,X,O,X,X,X,X,X,O
ZTJOILS,O,O,X,O,O,O,X,X,X,X
ZTJOISL,O,O,X,O,O,O,X,X,X,X
ZTJOLIS,O,O,X,O,O,X,X,X,X,X
ZTJOLSI,O,O,X,O,X,X,X,X,X,X
ZTJOSIL,O,O,X,O,O,X,X,X,X,O
ZTJOSLI,O,O,X,O,X,X,X,X,X,O
ZTSILJO,O,O,O,X,O,O,O,O,O,X
ZTSILOJ,X,O,O,X,X,O,O,O,O,X
ZTSIJLO,O,O,X,X,O,O,O,O,O,X
ZTSIJOL,O,O,X,O,X,O,X,O,O,X
ZTSIOLJ,O,O,O,O,X,O,X,O,O,X
ZTSIOJL,O,O,X,X,X,O,X,O,O,O
ZTSLIJO,O,O,O,X,X,O,O,O,O,X
ZTSLIOJ,X,O,O,X,X,O,O,O,O,X
ZTSLJIO,O,O,O,X,X,O,O,X,X,X
ZTSLJOI,O,O,O,O,X,X,O,X,X,X
ZTSLOIJ,O,O,O,O,X,X,O,X,X,X
ZTSLOJI,O,O,O,O,X,X,O,X,X,O
ZTSJILO,O,O,X,X,O,O,O,X,X,X
ZTSJIOL,O,O,X,O,X,O,X,X,X,X
ZTSJLIO,O,O,X,X,X,O,O,X,X,X
ZTSJLOI,O,O,X,O,X,X,O,X,X,X
ZTSJOIL,O,O,X,O,O,X,X,X,X,O
ZTSJOLI,O,O,X,O,X,X,X,X,X,O
ZTSOILJ,O,O,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,X,X,O,X,X,X,X,O
ZTSOLIJ,O,O,O,O,X,X,X,X,X,X
ZTSOLJI,O,O,O,O,X,X,X,X,X,O
ZTSOJIL,O,O,X,X,O,X,X,X,X,O
ZTSOJLI,O,O,X,X,X,X,X,X,X,O
ZTOILJS,X,O,X,X,O,O,X,X,X,O
ZTOILSJ,X,O,X,O,O,O,X,X,O,O
ZTOIJLS,X,O,X,X,O,O,X,X,X,X
ZTOIJSL,X,O,X,X,O,O,X,X,O,O
ZTOISLJ,X,O,X,O,O,O,X,X,O,O
ZTOISJL,X,O,X,X,O,O,X,X,O,O
ZTOLIJS,X,O,O,X,O,X,X,X,X,X
ZTOLISJ,X,O,O,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,O,O,X,X,X,X,X,O
ZTOJILS,O,O,X,O,O,O,X,X,X,X
ZTOJISL,O,O,X,O,O,O,X,X,X,X
ZTOJLIS,O,O,X,O,O,X,X,X,X,X
ZTOJLSI,O,O,X,O,X,X,X,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X,X,O
ZTOJSLI,O,O,X,O,X,X,X,X,X,O
ZTOSILJ,O,O,O,O,O,X,X,X,X,X
ZTOSIJL,O,O,X,X,O,X,X,X,X,O
ZTOSLIJ,O,O,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,O,O,X,X,X,X,X,O
ZTOSJIL,O,O,X,X,O,X,X,X,X,O
ZTOSJLI,O,O,X,X,X,X,X,X,X,O
ZITLJSO,X,X,X,X,O,O,X,X,X,O
ZITLJOS,X,X,X,X,O,O,X,X,X,O
ZITLSJO,X,X,X,X,O,O,X,X,X,O
ZITLSOJ,X,X,X,X,X,O,X,X,X,O
ZITLOJS,X,X,X,X,O,O,X,X,X,O
ZITLOSJ,X,X,X,X,X,O,X,X,X,O
ZITJLSO,X,X,X,X,O,O,X,X,X,X
ZITJLOS,X,X,X,X,O,O,X,X,X,X
ZITJSLO,X,X,X,X,O,O,X,O,X,X
ZITJSOL,X,X,X,X,X,O,X,O,X,O
ZITJOLS,X,X,X,X,O,O,X,X,X,X
ZITJOSL,X,X,X,X,O,O,X,O,X,O
ZITSLJO,X,X,X,X,O,O,X,O,X,X
ZITSLOJ,X,X,X,X,X,O,X,O,O,O
ZITSJLO,X,X,X,X,O,O,X,O,X,X
ZITSJOL,X,X,X,X,X,O,X,O,X,O
ZITSOLJ,X,X,X,X,X,O,X,O,O,O
ZITSOJL,X,X,X,X,X,O,X,O,X,O
ZITOLJS,X,X,X,X,O,O,X,X,X,O
ZITOLSJ,X,X,X,X,O,O,X,X,X,O
ZITOJLS,X,X,X,X,O,O,X,X,X,X
ZITOJSL,X,X,X,X,O,O,X,O,X,O
ZITOSLJ,X,X,X,X,O,O,X,O,O,O
ZITOSJL,X,X,X,X,O,O,X,O,X,O
ZILTJSO,X,X,O,X,O,X,X,X,X,O
ZILTJOS,X,X,X,X,O,X,X,X,X,O
ZILTSJO,X,X,X,X,O,X,X,X,X,O
ZILTSOJ,X,X,X,X,X,X,X,X,X,O
ZILTOJS,X,X,X,X,O,X,X,X,X,O
ZILTOSJ,X,X,X,X,X,X,X,X,X,O
ZILJTSO,O,X,O,X,O,X,X,X,X,O
ZILJTOS,X,X,X,X,O,X,X,X,X,O
ZILJSTO,O,X,O,X,O,O,X,X,X,O
ZILJSOT,O,X,O,X,X,O,X,X,X,O
ZILJOTS,X,X,X,X,O,X,X,X,X,O
ZILJOST,O,X,O,X,O,O,X,X,X,O
ZILSTJO,X,X,O,X,O,O,X,X,X,O
ZILSTOJ,X,X,O,X,X,O,X,X,O,O
ZILSJTO,X,X,O,X,O,O,X,X,X,O
ZILSJOT,X,X,O,X,X,O,X,X,O,O
ZILSOTJ,X,X,X,X,X,O,X,X,O,O
ZILSOJT,X,X,O,X,X,O,X,X,O,O
ZILOTJS,X,X,X,X,O,X,X,X,X,O
ZILOTSJ,X,X,X,X,O,X,X,X,X,O
ZILOJTS,X,X,X,X,O,X,X,X,X,O
ZILOJST,X,X,O,X,O,O,X,X,X,O
ZILOSTJ,X,X,X,X,O,O,X,X,O,O
ZILOSJT,X,X,X,X,O,O,X,X,O,O
ZIJTLSO,O,X,X,X,O,O,X,X,X,X
ZIJTLOS,X,X,X,X,O,O,X,X,X,X
ZIJTSLO,X,X,X,X,O,O,X,O,X,X
ZIJTSOL,X,X,X,X,X,O,X,O,X,O
ZIJTOLS,X,X,X,X,O,O,X,X,X,X
ZIJTOSL,X,X,X,X,O,O,X,O,X,O
ZIJLTSO,O,X,X,X,O,X,X,X,X,O
ZIJLTOS,X,X,X,X,O,X,X,X,X,O
ZIJLSTO,O,X,X,X,O,O,X,X,X,O
ZIJLSOT,O,X,X,X,X,O,X,X,X,O
ZIJLOTS,X,X,X,X,O,X,X,X,X,O
ZIJLOST,O,X,X,X,O,O,X,X,X,O
ZIJSTLO,O,O,X,X,O,O,X,X,X,X
ZIJSTOL,O,O,X,X,X,O,X,X,X,O
ZIJSLTO,O,O,X,X,O,O,X,X,X,X
ZIJSLOT,O,O,X,X,X,O,X,O,O,X
ZIJSOTL,X,O,X,X,X,O,X,X,X,O
ZIJSOLT,O,O,X,X,X,O,X,O,O,X
ZIJOTLS,X,X,X,X,O,X,X,X,X,X
ZIJOTSL,X,O,X,X,O,O,X,O,X,O
ZIJOLTS,X,X,X,X,O,X,X,X,X,O
ZIJOLST,O,O,X,X,O,O,X,X,X,O
ZIJOSTL,X,O,X,X,O,O,X,X,X,O
ZIJOSLT,X,O,X,X,O,O,X,O,O,X
ZISTLJO,O,O,O,X,O,O,O,O,X,X
ZISTLOJ,X,O,O,X,X,O,O,O,O,O
ZISTJLO,O,O,X,X,O,O,O,O,X,X
ZISTJOL,O,O,X,X,X,O,X,O,X,O
ZISTOLJ,O,O,O,X,X,O,X,O,O,O
ZISTOJL,O,O,X,X,X,O,X,O,X,O
ZISLTJO,X,O,O,X,O,O,X,X,X,O
ZISLTOJ,X,O,O,X,X,O,X,X,O,O
ZISLJTO,O,O,O,X,O,O,X,X,X,O
ZISLJOT,O,O,O,X,X,O,X,O,O,O
ZISLOTJ,X,O,X,X,X,O,X,X,O,O
ZISLOJT,X,O,O,X,X,O,X,O,O,O
ZISJTLO,O,O,X,X,O,O,X,X,X,X
ZISJTOL,O,O,X,X,X,O,X,X,X,O
ZISJLTO,O,O,X,X,O,O,X,X,X,X
ZISJLOT,O,O,X,X,X,O,X,O,O,X
ZISJOTL,X,O,X,X,X,O,X,X,X,O
ZISJOLT,O,O,X,X,X,O,X,O,O,X
ZISOTLJ,X,X,X,X,X,O,X,O,O,O
ZISOTJL,X,O,X,X,X,O,X,O,X,O
ZISOLTJ,X,O,X,X,X,O,X,X,O,O
ZISOLJT,X,O,X,X,X,O,X,O,O,O
ZISOJTL,X,O,X,X,X,O,X,X,X,O
ZISOJLT,X,O,X,X,X,O,X,O,O,X
ZIOTLJS,X,X,X,X,O,X,X,X,X,O
ZIOTLSJ,X,X,X,X,O,X,X,X,X,O
ZIOTJLS,X,X,X,X,O,X,X,X,X,X
ZIOTJSL,X,O,X,X,O,O,X,O,X,O
ZIOTSLJ,X,X,X,X,O,O,X,O,O,O
ZIOTSJL,X,X,X,X,O,O,X,O,X,O
ZIOLTJS,X,X,X,X,O,X,X,X,X,O
ZIOLTSJ,X,X,X,X,O,X,X,X,X,O
ZIOLJTS,X,X,X,X,O,X,X,X,X,O
ZIOLJST,X,O,X,X,O,O,X,X,X,O
