sequence,v115@5gB8HeB8GeE8DeF8CeG8JeNAJvhFGcBTeBZkB8lBfq?B6pB,v115@5gB8HeB8GeE8DeF8CeG8Je//IvhFRbBchBTeB6lBNp?BeqB,v115@5gB8HeB8GeE8DeF8CeG8Je2/IvhFRbBchBTeB9lBKp?BfqB,v115@5gB8HeB8GeE8DeF8CeG8JeR7IvhFchBTeB6lBOpBdq?B/pB,v115@5gB8HeB8GeE8DeF8CeG8Je06IvhFShBTeBxpBNpBml?BXqB,v115@5gB8HeB8GeE8DeF8CeG8JeO/IvhFxbBTeBXhBcpBNq?BCqB,v115@5gB8HeB8GeE8DeF8CeG8JedAJvhFCcBTeBZkBXhBWq?B0pB
ZOSTILJ,O,O,X,X,X,O,X
ZOSTIJL,O,O,X,X,X,O,X
ZOSTLIJ,O,O,O,X,X,O,X
ZOSTLJI,O,O,O,O,X,O,X
ZOSTJIL,O,O,X,X,X,O,X
ZOSTJLI,O,O,X,O,X,O,X
ZOSITLJ,O,X,X,X,X,O,X
ZOSITJL,O,X,X,X,X,O,X
ZOSILTJ,O,X,X,X,X,O,X
ZOSILJT,O,X,X,X,X,X,O
ZOSIJTL,O,X,X,X,X,O,O
ZOSIJLT,O,X,X,X,X,X,O
ZOSLTIJ,O,X,O,X,X,X,X
ZOSLTJI,O,X,O,O,X,X,X
ZOSLITJ,O,X,O,X,X,O,X
ZOSLIJT,O,X,X,X,X,X,O
ZOSLJTI,O,O,O,X,X,X,O
ZOSLJIT,O,X,X,X,X,X,O
ZOSJTIL,O,O,X,X,X,O,O
ZOSJTLI,O,O,X,O,X,O,O
ZOSJITL,O,X,X,X,X,O,O
ZOSJILT,O,X,X,X,X,X,O
ZOSJLTI,O,O,X,X,X,X,O
ZOSJLIT,O,X,X,X,X,X,O
OTILJSZ,X,X,X,X,O,X,X
OTILJZS,X,X,X,O,O,X,X
OTILSJZ,X,X,O,X,O,X,X
OTILSZJ,X,X,O,X,O,X,X
OTILZJS,X,X,X,O,O,X,X
OTILZSJ,X,X,O,X,O,X,X
OTIJLSZ,X,O,X,X,O,X,O
OTIJLZS,X,O,X,O,O,X,X
OTIJSLZ,X,O,X,X,O,X,O
OTIJSZL,O,O,X,X,O,X,O
OTIJZLS,X,O,X,O,O,X,X
OTIJZSL,O,O,X,X,X,X,O
OTISLJZ,X,X,X,X,O,X,O
OTISLZJ,O,X,X,X,O,O,X
OTISJLZ,X,O,X,X,O,X,O
OTISJZL,O,O,X,X,O,O,O
OTISZLJ,O,O,X,X,O,O,X
OTISZJL,O,O,X,X,O,O,X
OTIZLJS,X,X,X,O,O,X,X
OTIZLSJ,X,X,O,X,O,X,X
OTIZJLS,X,O,X,O,O,X,X
OTIZJSL,O,O,X,X,X,O,X
OTIZSLJ,O,O,X,X,O,O,X
OTIZSJL,O,O,X,X,O,O,X
OTLIJSZ,X,X,X,X,O,X,X
OTLIJZS,X,X,X,O,O,X,X
OTLISJZ,X,X,O,X,O,X,X
OTLISZJ,X,X,O,X,O,X,X
OTLIZJS,X,X,X,O,O,X,X
OTLIZSJ,X,X,O,X,O,X,X
OTLJISZ,X,O,X,X,X,X,X
OTLJIZS,X,O,X,O,X,X,X
OTLJSIZ,X,O,O,X,X,X,X
OTLJSZI,X,O,O,O,X,X,X
OTLJZIS,X,O,X,O,X,X,X
OTLJZSI,X,O,O,O,X,X,X
OTLSIJZ,X,X,O,X,X,X,X
OTLSIZJ,X,X,O,X,X,O,X
OTLSJIZ,X,O,O,X,X,X,X
OTLSJZI,X,O,O,O,X,X,X
OTLSZIJ,X,O,O,X,X,O,X
OTLSZJI,X,O,O,O,X,O,X
OTLZIJS,X,X,X,O,X,X,X
OTLZISJ,X,X,O,X,X,X,X
OTLZJIS,X,O,X,O,X,X,X
OTLZJSI,X,O,O,O,X,O,X
OTLZSIJ,X,O,O,X,X,O,X
OTLZSJI,X,O,O,O,X,O,X
OTJILSZ,X,O,X,X,X,X,O
OTJILZS,X,O,X,O,X,X,X
OTJISLZ,X,O,X,X,X,X,O
OTJISZL,O,O,X,X,X,X,O
OTJIZLS,X,O,X,O,X,X,X
OTJIZSL,O,O,X,X,X,X,O
OTJLISZ,X,O,X,X,X,X,O
OTJLIZS,X,O,X,O,X,X,X
OTJLSIZ,X,O,O,X,X,X,O
OTJLSZI,X,O,O,O,X,X,O
OTJLZIS,X,O,X,O,X,X,X
OTJLZSI,X,O,O,O,X,X,X
OTJSILZ,X,O,X,X,X,X,O
OTJSIZL,O,O,X,X,X,O,O
OTJSLIZ,X,O,X,X,X,X,O
OTJSLZI,X,O,X,O,X,X,O
OTJSZIL,O,O,X,X,X,O,O
OTJSZLI,O,O,X,O,X,O,O
OTJZILS,X,O,X,O,X,X,X
OTJZISL,O,O,X,X,X,O,O
OTJZLIS,X,O,X,O,X,X,X
OTJZLSI,O,O,O,O,X,O,X
OTJZSIL,O,O,X,X,X,O,O
OTJZSLI,O,O,X,O,X,O,O
OTSILJZ,X,X,X,X,X,X,O
OTSILZJ,O,X,X,X,X,O,X
OTSIJLZ,X,O,X,X,X,X,O
OTSIJZL,O,O,X,X,X,O,O
OTSIZLJ,O,O,X,X,X,O,X
OTSIZJL,O,O,X,X,X,O,X
OTSLIJZ,X,X,O,X,X,X,O
OTSLIZJ,O,X,O,X,X,O,X
OTSLJIZ,X,O,O,X,X,X,O
OTSLJZI,X,O,O,O,X,X,O
OTSLZIJ,O,O,O,X,X,O,X
OTSLZJI,O,O,O,O,X,O,X
OTSJILZ,X,O,X,X,X,X,O
OTSJIZL,O,O,X,X,X,O,O
OTSJLIZ,X,O,X,X,X,X,O
OTSJLZI,X,O,X,O,X,X,O
OTSJZIL,O,O,X,X,X,O,O
OTSJZLI,O,O,X,O,X,O,O
OTSZILJ,O,O,X,X,X,O,X
OTSZIJL,O,O,X,X,X,O,X
OTSZLIJ,O,O,O,X,X,O,X
OTSZLJI,O,O,O,O,X,O,X
OTSZJIL,O,O,X,X,X,O,X
OTSZJLI,O,O,X,O,X,O,X
OTZILJS,X,X,X,O,X,X,X
OTZILSJ,X,X,O,X,X,X,X
OTZIJLS,X,O,X,O,X,X,X
OTZIJSL,O,O,X,X,X,O,X
OTZISLJ,O,O,X,X,X,O,X
OTZISJL,O,O,X,X,X,O,X
OTZLIJS,X,X,X,O,X,X,X
OTZLISJ,X,X,O,X,X,X,X
OTZLJIS,X,O,X,O,X,X,X
OTZLJSI,O,O,O,O,X,O,X
OTZLSIJ,O,O,O,X,X,O,X
OTZLSJI,O,O,O,O,X,O,X
OTZJILS,X,O,X,O,X,X,X
OTZJISL,O,O,X,X,X,O,X
OTZJLIS,X,O,X,O,X,X,X
OTZJLSI,O,O,O,O,X,O,X
OTZJSIL,O,O,X,X,X,O,X
OTZJSLI,O,O,X,O,X,O,X
OTZSILJ,O,O,X,X,X,O,X
OTZSIJL,O,O,X,X,X,O,X
OTZSLIJ,O,O,O,X,X,O,X
OTZSLJI,O,O,O,O,X,O,X
OTZSJIL,O,O,X,X,X,O,X
OTZSJLI,O,O,X,O,X,O,X
OITLJSZ,X,X,X,X,O,X,X
OITLJZS,X,X,X,O,O,X,X
OITLSJZ,X,X,O,X,O,X,X
OITLSZJ,X,X,O,X,O,X,X
OITLZJS,X,X,X,O,O,X,X
OITLZSJ,X,X,O,X,O,X,X
OITJLSZ,X,O,X,X,O,X,O
OITJLZS,X,O,X,O,O,X,X
OITJSLZ,X,O,X,X,O,X,O
OITJSZL,O,O,X,X,O,X,O
OITJZLS,X,O,X,O,O,X,X
OITJZSL,O,O,X,X,X,X,O
OITSLJZ,X,X,X,X,O,X,O
OITSLZJ,O,X,X,X,O,O,X
OITSJLZ,X,O,X,X,O,X,O
OITSJZL,O,O,X,X,O,O,O
OITSZLJ,O,O,X,X,O,O,X
OITSZJL,O,O,X,X,O,O,X
OITZLJS,X,X,X,O,O,X,X
OITZLSJ,X,X,O,X,O,X,X
OITZJLS,X,O,X,O,O,X,X
OITZJSL,O,O,X,X,X,O,X
OITZSLJ,O,O,X,X,O,O,X
OITZSJL,O,O,X,X,O,O,X
OILTJSZ,X,X,X,X,O,X,X
OILTJZS,X,X,X,O,O,X,X
OILTSJZ,X,X,O,X,O,X,X
OILTSZJ,X,X,O,X,O,X,X
OILTZJS,X,X,X,O,O,X,X
OILTZSJ,X,X,O,X,O,X,X
OILJTSZ,X,O,X,X,O,X,O
OILJTZS,X,O,X,X,O,X,X
OILJSTZ,X,X,O,X,O,X,O
OILJSZT,O,X,X,X,X,X,O
OILJZTS,X,O,X,X,X,X,X
OILJZST,O,X,X,X,X,X,X
OILSTJZ,X,X,O,X,O,X,O
OILSTZJ,O,X,O,X,O,X,X
OILSJTZ,X,X,O,X,O,X,O
OILSJZT,O,X,X,X,X,X,O
OILSZTJ,O,X,O,X,O,X,X
OILSZJT,O,X,X,X,X,X,O
OILZTJS,X,X,X,O,O,X,X
OILZTSJ,X,X,O,X,O,X,X
OILZJTS,X,O,X,X,X,X,X
OILZJST,O,X,X,X,X,X,X
OILZSTJ,O,X,O,X,O,X,X
OILZSJT,O,X,X,X,X,X,X
OIJTLSZ,X,O,X,X,O,X,O
OIJTLZS,X,O,X,O,O,X,X
OIJTSLZ,X,O,X,X,O,X,O
OIJTSZL,O,O,X,X,O,X,O
OIJTZLS,X,O,X,O,O,X,X
OIJTZSL,O,O,X,X,X,X,O
OIJLTSZ,X,O,X,X,O,X,O
OIJLTZS,X,O,X,X,O,X,X
OIJLSTZ,X,X,X,X,O,X,O
OIJLSZT,O,X,X,X,X,X,O
OIJLZTS,X,O,X,X,X,X,X
OIJLZST,O,X,X,X,X,X,X
OIJSTLZ,X,X,X,X,O,X,O
OIJSTZL,O,X,X,X,O,X,O
OIJSLTZ,X,X,X,X,O,X,O
OIJSLZT,O,X,X,X,X,X,O
OIJSZTL,O,X,X,X,X,X,O
OIJSZLT,O,X,X,X,X,X,O
OIJZTLS,X,O,X,O,X,X,X
OIJZTSL,O,O,X,X,X,X,O
OIJZLTS,X,O,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,X
OIJZSTL,O,X,X,X,X,X,O
OIJZSLT,O,X,X,X,X,X,O
OISTLJZ,X,X,X,X,O,X,O
OISTLZJ,O,X,X,X,O,O,X
OISTJLZ,X,X,X,X,O,X,O
OISTJZL,O,X,X,X,O,O,O
OISTZLJ,O,X,X,X,O,O,X
OISTZJL,O,X,X,X,O,O,X
OISLTJZ,X,X,X,X,O,X,O
OISLTZJ,O,X,X,X,O,O,X
OISLJTZ,X,X,X,X,O,X,O
OISLJZT,O,X,X,X,X,X,O
OISLZTJ,O,X,X,X,O,O,X
OISLZJT,O,X,X,X,X,X,O
OISJTLZ,X,X,X,X,O,X,O
OISJTZL,O,X,X,X,O,O,O
OISJLTZ,X,X,X,X,O,X,O
OISJLZT,O,X,X,X,X,X,O
OISJZTL,O,X,X,X,X,O,O
OISJZLT,O,X,X,X,X,X,O
OISZTLJ,O,X,X,X,O,O,X
OISZTJL,O,X,X,X,O,O,X
OISZLTJ,O,X,X,X,O,O,X
OISZLJT,O,X,X,X,X,X,O
OISZJTL,O,X,X,X,X,O,O
OISZJLT,O,X,X,X,X,X,O
OIZTLJS,X,X,X,O,O,X,X
OIZTLSJ,X,X,O,X,O,X,X
OIZTJLS,X,O,X,O,O,X,X
OIZTJSL,O,O,X,X,X,O,X
OIZTSLJ,O,O,X,X,O,O,X
OIZTSJL,O,O,X,X,O,O,X
OIZLTJS,X,X,X,O,O,X,X
OIZLTSJ,X,X,O,X,O,X,X
OIZLJTS,X,O,X,X,X,X,X
OIZLJST,O,X,X,X,X,X,X
OIZLSTJ,O,X,O,X,O,X,X
OIZLSJT,O,X,X,X,X,X,X
OIZJTLS,X,O,X,O,X,X,X
OIZJTSL,O,O,X,X,X,O,O
OIZJLTS,X,O,X,X,X,X,X
OIZJLST,O,X,X,X,X,X,X
OIZJSTL,O,X,X,X,X,X,O
OIZJSLT,O,X,X,X,X,X,O
OIZSTLJ,O,X,X,X,O,O,X
OIZSTJL,O,X,X,X,O,O,X
OIZSLTJ,O,X,X,X,O,O,X
OIZSLJT,O,X,X,X,X,X,O
OIZSJTL,O,X,X,X,X,O,O
OIZSJLT,O,X,X,X,X,X,O
OLTIJSZ,X,X,X,X,O,X,X
OLTIJZS,X,X,X,O,O,X,X
OLTISJZ,X,X,O,X,O,X,X
OLTISZJ,X,X,O,X,O,X,X
OLTIZJS,X,X,X,O,O,X,X
OLTIZSJ,X,X,O,X,O,X,X
OLTJISZ,X,O,X,X,X,X,X
OLTJIZS,X,O,X,O,X,X,X
OLTJSIZ,X,O,O,X,X,X,X
OLTJSZI,X,O,O,O,X,X,X
OLTJZIS,X,O,X,O,X,X,X
OLTJZSI,X,O,O,O,X,X,X
OLTSIJZ,X,X,O,X,X,X,X
OLTSIZJ,X,X,O,X,X,O,X
OLTSJIZ,X,O,O,X,X,X,X
OLTSJZI,X,O,O,O,X,X,X
OLTSZIJ,X,O,O,X,X,O,X
OLTSZJI,X,O,O,O,X,O,X
OLTZIJS,X,X,X,O,X,X,X
OLTZISJ,X,X,O,X,X,X,X
OLTZJIS,X,O,X,O,X,X,X
OLTZJSI,X,O,O,O,X,O,X
OLTZSIJ,X,O,O,X,X,O,X
OLTZSJI,X,O,O,O,X,O,X
OLITJSZ,X,X,X,X,O,X,X
OLITJZS,X,X,X,O,O,X,X
OLITSJZ,X,X,O,X,O,X,X
OLITSZJ,X,X,O,X,O,X,X
OLITZJS,X,X,X,O,O,X,X
OLITZSJ,X,X,O,X,O,X,X
OLIJTSZ,X,O,X,X,O,X,O
OLIJTZS,X,O,X,X,O,X,X
OLIJSTZ,X,X,O,X,O,X,O
OLIJSZT,O,X,X,X,X,X,O
OLIJZTS,X,O,X,X,X,X,X
OLIJZST,O,X,X,X,X,X,X
OLISTJZ,X,X,O,X,O,X,O
OLISTZJ,O,X,O,X,O,X,X
OLISJTZ,X,X,O,X,O,X,O
OLISJZT,O,X,X,X,X,X,O
OLISZTJ,O,X,O,X,O,X,X
OLISZJT,O,X,X,X,X,X,O
OLIZTJS,X,X,X,O,O,X,X
OLIZTSJ,X,X,O,X,O,X,X
OLIZJTS,X,O,X,X,X,X,X
OLIZJST,O,X,X,X,X,X,X
OLIZSTJ,O,X,O,X,O,X,X
OLIZSJT,O,X,X,X,X,X,X
OLJTISZ,X,O,X,X,X,X,O
OLJTIZS,X,O,X,O,X,X,X
OLJTSIZ,X,O,O,X,X,X,O
OLJTSZI,X,O,O,O,X,X,O
OLJTZIS,X,O,X,O,X,X,X
OLJTZSI,X,O,O,O,X,X,X
OLJITSZ,X,O,X,X,O,X,O
OLJITZS,X,O,X,X,O,X,X
OLJISTZ,X,X,O,X,O,X,O
OLJISZT,O,X,X,X,X,X,O
OLJIZTS,X,O,X,X,X,X,X
OLJIZST,O,X,X,X,X,X,X
OLJSTIZ,X,O,O,X,X,X,O
OLJSTZI,X,O,O,X,X,X,O
OLJSITZ,X,X,O,X,X,X,O
OLJSIZT,O,X,X,X,X,X,O
OLJSZTI,O,O,O,X,X,X,O
OLJSZIT,O,X,X,X,X,X,O
OLJZTIS,X,O,X,O,X,X,X
OLJZTSI,O,O,O,O,X,X,X
OLJZITS,X,O,X,X,X,X,X
OLJZIST,O,X,X,X,X,X,X
OLJZSTI,O,O,O,X,X,X,X
OLJZSIT,O,X,X,X,X,X,X
OLSTIJZ,X,X,O,X,X,X,O
OLSTIZJ,O,X,O,X,X,O,X
OLSTJIZ,X,X,O,X,X,X,O
OLSTJZI,X,X,O,O,X,X,O
OLSTZIJ,O,X,O,X,X,O,X
OLSTZJI,O,X,O,O,X,O,X
OLSITJZ,X,X,O,X,O,X,O
OLSITZJ,O,X,O,X,O,O,X
OLSIJTZ,X,X,O,X,O,X,O
OLSIJZT,O,X,X,X,X,X,O
OLSIZTJ,O,X,O,X,O,O,X
OLSIZJT,O,X,X,X,X,X,O
OLSJTIZ,X,O,O,X,X,X,O
OLSJTZI,X,O,O,X,X,X,O
OLSJITZ,X,X,O,X,X,X,O
OLSJIZT,O,X,X,X,X,X,O
OLSJZTI,O,O,O,X,X,X,O
OLSJZIT,O,X,X,X,X,X,O
OLSZTIJ,O,X,O,X,X,X,X
OLSZTJI,O,X,O,O,X,X,X
OLSZITJ,O,X,O,X,X,O,X
OLSZIJT,O,X,X,X,X,X,O
OLSZJTI,O,O,O,X,X,X,O
OLSZJIT,O,X,X,X,X,X,O
OLZTIJS,X,X,X,O,X,X,X
OLZTISJ,X,X,O,X,X,X,X
OLZTJIS,X,O,X,O,X,X,X
OLZTJSI,O,O,O,O,X,O,X
OLZTSIJ,O,O,O,X,X,O,X
OLZTSJI,O,O,O,O,X,O,X
OLZITJS,X,X,X,O,O,X,X
OLZITSJ,X,X,O,X,O,X,X
OLZIJTS,X,O,X,X,X,X,X
OLZIJST,O,X,X,X,X,X,X
OLZISTJ,O,X,O,X,O,X,X
OLZISJT,O,X,X,X,X,X,X
OLZJTIS,X,O,X,O,X,X,X
OLZJTSI,O,O,O,O,X,O,X
OLZJITS,X,O,X,X,X,X,X
OLZJIST,O,X,X,X,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,X,X,X,X,X,X
OLZSTIJ,O,X,O,X,X,X,X
OLZSTJI,O,X,O,O,X,X,X
OLZSITJ,O,X,O,X,X,O,X
OLZSIJT,O,X,X,X,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,X,X,X,X,X,X
OJTILSZ,X,O,X,X,X,X,O
OJTILZS,X,O,X,O,X,X,X
OJTISLZ,X,O,X,X,X,X,O
OJTISZL,O,O,X,X,X,X,O
OJTIZLS,X,O,X,O,X,X,X
OJTIZSL,O,O,X,X,X,X,O
OJTLISZ,X,O,X,X,X,X,O
OJTLIZS,X,O,X,O,X,X,X
OJTLSIZ,X,O,O,X,X,X,O
OJTLSZI,X,O,O,O,X,X,O
OJTLZIS,X,O,X,O,X,X,X
OJTLZSI,X,O,O,O,X,X,X
OJTSILZ,X,O,X,X,X,X,O
OJTSIZL,O,O,X,X,X,O,O
OJTSLIZ,X,O,X,X,X,X,O
OJTSLZI,X,O,X,O,X,X,O
OJTSZIL,O,O,X,X,X,O,O
OJTSZLI,O,O,X,O,X,O,O
OJTZILS,X,O,X,O,X,X,X
OJTZISL,O,O,X,X,X,O,O
OJTZLIS,X,O,X,O,X,X,X
OJTZLSI,O,O,O,O,X,O,X
OJTZSIL,O,O,X,X,X,O,O
OJTZSLI,O,O,X,O,X,O,O
OJITLSZ,X,O,X,X,O,X,O
OJITLZS,X,O,X,O,O,X,X
OJITSLZ,X,O,X,X,O,X,O
OJITSZL,O,O,X,X,O,X,O
OJITZLS,X,O,X,O,O,X,X
OJITZSL,O,O,X,X,X,X,O
OJILTSZ,X,O,X,X,O,X,O
OJILTZS,X,O,X,X,O,X,X
OJILSTZ,X,X,X,X,O,X,O
OJILSZT,O,X,X,X,X,X,O
OJILZTS,X,O,X,X,X,X,X
OJILZST,O,X,X,X,X,X,X
OJISTLZ,X,X,X,X,O,X,O
OJISTZL,O,X,X,X,O,X,O
OJISLTZ,X,X,X,X,O,X,O
OJISLZT,O,X,X,X,X,X,O
OJISZTL,O,X,X,X,X,X,O
OJISZLT,O,X,X,X,X,X,O
OJIZTLS,X,O,X,O,X,X,X
OJIZTSL,O,O,X,X,X,X,O
OJIZLTS,X,O,X,X,X,X,X
OJIZLST,O,X,X,X,X,X,X
OJIZSTL,O,X,X,X,X,X,O
OJIZSLT,O,X,X,X,X,X,O
OJLTISZ,X,O,X,X,X,X,O
OJLTIZS,X,O,X,O,X,X,X
OJLTSIZ,X,O,O,X,X,X,O
OJLTSZI,X,O,O,O,X,X,O
OJLTZIS,X,O,X,O,X,X,X
OJLTZSI,X,O,O,O,X,X,X
OJLITSZ,X,O,X,X,O,X,O
OJLITZS,X,O,X,X,O,X,X
OJLISTZ,X,X,O,X,O,X,O
OJLISZT,O,X,X,X,X,X,O
OJLIZTS,X,O,X,X,X,X,X
OJLIZST,O,X,X,X,X,X,X
OJLSTIZ,X,O,O,X,X,X,O
OJLSTZI,X,O,O,X,X,X,O
OJLSITZ,X,X,O,X,X,X,O
OJLSIZT,O,X,X,X,X,X,O
OJLSZTI,O,O,O,X,X,X,O
OJLSZIT,O,X,X,X,X,X,O
OJLZTIS,X,O,X,O,X,X,X
OJLZTSI,O,O,O,O,X,X,X
OJLZITS,X,O,X,X,X,X,X
OJLZIST,O,X,X,X,X,X,X
OJLZSTI,O,O,O,X,X,X,X
OJLZSIT,O,X,X,X,X,X,X
OJSTILZ,X,O,X,X,X,X,O
OJSTIZL,O,O,X,X,X,O,O
OJSTLIZ,X,O,X,X,X,X,O
OJSTLZI,X,O,X,O,X,X,O
OJSTZIL,O,O,X,X,X,O,O
OJSTZLI,O,O,X,O,X,O,O
OJSITLZ,X,X,X,X,X,X,O
OJSITZL,O,X,X,X,X,O,O
OJSILTZ,X,X,X,X,X,X,O
OJSILZT,O,X,X,X,X,X,O
OJSIZTL,O,X,X,X,X,O,O
OJSIZLT,O,X,X,X,X,X,O
OJSLTIZ,X,O,X,X,X,X,O
OJSLTZI,X,O,X,X,X,X,O
OJSLITZ,X,X,X,X,X,X,O
OJSLIZT,O,X,X,X,X,X,O
OJSLZTI,O,O,X,X,X,X,O
OJSLZIT,O,X,X,X,X,X,O
OJSZTIL,O,O,X,X,X,X,O
OJSZTLI,O,O,X,O,X,X,O
OJSZITL,O,X,X,X,X,O,O
OJSZILT,O,X,X,X,X,X,O
OJSZLTI,O,O,X,X,X,X,O
OJSZLIT,O,X,X,X,X,X,O
OJZTILS,X,O,X,O,X,X,X
OJZTISL,O,O,X,X,X,O,O
OJZTLIS,X,O,X,O,X,X,X
OJZTLSI,O,O,O,O,X,O,X
OJZTSIL,O,O,X,X,X,O,O
OJZTSLI,O,O,X,O,X,O,O
OJZITLS,X,O,X,O,X,X,X
OJZITSL,O,O,X,X,X,O,O
OJZILTS,X,O,X,X,X,X,X
OJZILST,O,X,X,X,X,X,X
OJZISTL,O,X,X,X,X,X,O
OJZISLT,O,X,X,X,X,X,O
OJZLTIS,X,O,X,O,X,X,X
OJZLTSI,O,O,O,O,X,O,X
OJZLITS,X,O,X,X,X,X,X
OJZLIST,O,X,X,X,X,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,X,X,X,X,X,X
OJZSTIL,O,O,X,X,X,O,O
OJZSTLI,O,O,X,O,X,O,O
OJZSITL,O,X,X,X,X,O,O
OJZSILT,O,X,X,X,X,X,O
OJZSLTI,O,O,X,X,X,X,O
OJZSLIT,O,X,X,X,X,X,O
OSTILJZ,X,X,X,X,X,X,O
OSTILZJ,O,X,X,X,X,O,X
OSTIJLZ,X,O,X,X,X,X,O
OSTIJZL,O,O,X,X,X,O,O
OSTIZLJ,O,O,X,X,X,O,X
OSTIZJL,O,O,X,X,X,O,X
OSTLIJZ,X,X,O,X,X,X,O
OSTLIZJ,O,X,O,X,X,O,X
OSTLJIZ,X,O,O,X,X,X,O
OSTLJZI,X,O,O,O,X,X,O
OSTLZIJ,O,O,O,X,X,O,X
OSTLZJI,O,O,O,O,X,O,X
OSTJILZ,X,O,X,X,X,X,O
OSTJIZL,O,O,X,X,X,O,O
OSTJLIZ,X,O,X,X,X,X,O
OSTJLZI,X,O,X,O,X,X,O
OSTJZIL,O,O,X,X,X,O,O
OSTJZLI,O,O,X,O,X,O,O
OSTZILJ,O,O,X,X,X,O,X
OSTZIJL,O,O,X,X,X,O,X
OSTZLIJ,O,O,O,X,X,O,X
OSTZLJI,O,O,O,O,X,O,X
OSTZJIL,O,O,X,X,X,O,X
OSTZJLI,O,O,X,O,X,O,X
OSITLJZ,X,X,X,X,O,X,O
OSITLZJ,O,X,X,X,O,O,X
OSITJLZ,X,X,X,X,O,X,O
OSITJZL,O,X,X,X,O,O,O
OSITZLJ,O,X,X,X,O,O,X
OSITZJL,O,X,X,X,O,O,X
OSILTJZ,X,X,X,X,O,X,O
OSILTZJ,O,X,X,X,O,O,X
OSILJTZ,X,X,X,X,O,X,O
OSILJZT,O,X,X,X,X,X,O
OSILZTJ,O,X,X,X,O,O,X
OSILZJT,O,X,X,X,X,X,O
OSIJTLZ,X,X,X,X,O,X,O
OSIJTZL,O,X,X,X,O,O,O
OSIJLTZ,X,X,X,X,O,X,O
OSIJLZT,O,X,X,X,X,X,O
OSIJZTL,O,X,X,X,X,O,O
OSIJZLT,O,X,X,X,X,X,O
OSIZTLJ,O,X,X,X,O,O,X
OSIZTJL,O,X,X,X,O,O,X
OSIZLTJ,O,X,X,X,O,O,X
OSIZLJT,O,X,X,X,X,X,O
OSIZJTL,O,X,X,X,X,O,O
OSIZJLT,O,X,X,X,X,X,O
OSLTIJZ,X,X,O,X,X,X,O
OSLTIZJ,O,X,O,X,X,O,X
OSLTJIZ,X,X,O,X,X,X,O
OSLTJZI,X,X,O,O,X,X,O
OSLTZIJ,O,X,O,X,X,O,X
OSLTZJI,O,X,O,O,X,O,X
OSLITJZ,X,X,O,X,O,X,O
OSLITZJ,O,X,O,X,O,O,X
OSLIJTZ,X,X,O,X,O,X,O
OSLIJZT,O,X,X,X,X,X,O
OSLIZTJ,O,X,O,X,O,O,X
OSLIZJT,O,X,X,X,X,X,O
OSLJTIZ,X,O,O,X,X,X,O
OSLJTZI,X,O,O,X,X,X,O
OSLJITZ,X,X,O,X,X,X,O
OSLJIZT,O,X,X,X,X,X,O
OSLJZTI,O,O,O,X,X,X,O
OSLJZIT,O,X,X,X,X,X,O
OSLZTIJ,O,X,O,X,X,X,X
OSLZTJI,O,X,O,O,X,X,X
OSLZITJ,O,X,O,X,X,O,X
OSLZIJT,O,X,X,X,X,X,O
OSLZJTI,O,O,O,X,X,X,O
OSLZJIT,O,X,X,X,X,X,O
OSJTILZ,X,O,X,X,X,X,O
OSJTIZL,O,O,X,X,X,O,O
OSJTLIZ,X,O,X,X,X,X,O
OSJTLZI,X,O,X,O,X,X,O
OSJTZIL,O,O,X,X,X,O,O
OSJTZLI,O,O,X,O,X,O,O
OSJITLZ,X,X,X,X,X,X,O
OSJITZL,O,X,X,X,X,O,O
OSJILTZ,X,X,X,X,X,X,O
OSJILZT,O,X,X,X,X,X,O
OSJIZTL,O,X,X,X,X,O,O
OSJIZLT,O,X,X,X,X,X,O
OSJLTIZ,X,O,X,X,X,X,O
OSJLTZI,X,O,X,X,X,X,O
OSJLITZ,X,X,X,X,X,X,O
OSJLIZT,O,X,X,X,X,X,O
OSJLZTI,O,O,X,X,X,X,O
OSJLZIT,O,X,X,X,X,X,O
OSJZTIL,O,O,X,X,X,X,O
OSJZTLI,O,O,X,O,X,X,O
OSJZITL,O,X,X,X,X,O,O
OSJZILT,O,X,X,X,X,X,O
OSJZLTI,O,O,X,X,X,X,O
OSJZLIT,O,X,X,X,X,X,O
OSZTILJ,O,O,X,X,X,O,X
OSZTIJL,O,O,X,X,X,O,X
OSZTLIJ,O,O,O,X,X,O,X
OSZTLJI,O,O,O,O,X,O,X
OSZTJIL,O,O,X,X,X,O,X
OSZTJLI,O,O,X,O,X,O,X
OSZITLJ,O,X,X,X,X,O,X
OSZITJL,O,X,X,X,X,O,X
OSZILTJ,O,X,X,X,X,O,X
OSZILJT,O,X,X,X,X,X,O
OSZIJTL,O,X,X,X,X,O,O
OSZIJLT,O,X,X,X,X,X,O
OSZLTIJ,O,X,O,X,X,X,X
OSZLTJI,O,X,O,O,X,X,X
OSZLITJ,O,X,O,X,X,O,X
OSZLIJT,O,X,X,X,X,X,O
OSZLJTI,O,O,O,X,X,X,O
OSZLJIT,O,X,X,X,X,X,O
OSZJTIL,O,O,X,X,X,O,O
OSZJTLI,O,O,X,O,X,O,O
