sequence,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFmhBqnBTjB/qBFm?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFzgBRiBcoBfsB6s?BlqB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFlhBGjB/qBUmBKs?BzsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFzgBCiBxnBXoBlq?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFChBxiB0mBXoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFylBumB3iBcoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8Jex/IvhFmhBSoB/qBFmBzn?BUsB,v115@HhB8HeB8GeD8AeB8BeB8Jem/IvhFChB0mBxnBXoBlq?BTsB,v115@HhB8HeB8GeD8AeB8BeB8JeUBJvhF6qBxnBmkB3mBFo?BTsB
LZSITOJ,O,O,O,O,O,O,O,X,O
LZSIJTO,O,O,O,O,X,X,O,X,O
LZSIJOT,O,O,O,X,X,X,X,X,O
LZSIOTJ,O,O,O,X,X,X,O,X,O
LZSIOJT,O,O,O,X,X,X,X,X,O
LZSJTIO,O,O,O,O,X,O,O,X,X
LZSJTOI,O,O,O,O,X,O,O,X,X
LZSJITO,O,O,O,O,X,X,O,X,X
LZSJIOT,O,O,O,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X
LZSOTIJ,O,O,O,X,X,X,O,X,X
LZSOTJI,O,O,O,X,X,X,O,X,X
LZSOITJ,O,O,O,X,X,X,O,X,O
LZSOIJT,O,O,O,X,X,X,X,X,O
LZSOJTI,O,O,O,X,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X
LZOTIJS,O,X,O,O,X,O,X,X,O
LZOTISJ,O,X,O,O,X,O,X,X,O
LZOTJIS,O,X,O,O,X,O,X,X,X
LZOTJSI,O,X,O,O,X,O,O,X,X
LZOTSIJ,O,X,O,O,X,O,X,X,X
LZOTSJI,O,X,O,O,X,O,X,X,X
LZOITJS,O,X,O,O,X,O,X,X,O
LZOITSJ,O,X,O,O,X,O,X,X,O
LZOIJTS,O,X,O,O,X,X,X,X,O
LZOIJST,O,X,O,X,X,X,X,X,O
LZOISTJ,O,X,O,X,X,O,O,X,O
LZOISJT,O,X,O,X,X,X,X,X,O
LZOJTIS,O,X,O,O,X,O,X,X,X
LZOJTSI,O,X,O,O,X,O,O,X,X
LZOJITS,O,X,O,O,X,X,X,X,O
LZOJIST,O,X,O,X,X,X,X,X,O
LZOJSTI,O,X,O,X,X,O,X,X,X
LZOJSIT,O,X,O,X,X,X,X,X,X
LZOSTIJ,O,X,O,X,X,O,O,X,X
LZOSTJI,O,X,O,X,X,O,O,X,X
LZOSITJ,O,X,O,X,X,O,O,X,O
LZOSIJT,O,X,O,X,X,X,X,X,O
LZOSJTI,O,X,O,X,X,O,X,X,X
LZOSJIT,O,X,O,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,X,O,X,X,X
LOTIJZS,X,X,O,X,X,O,X,X,X
LOTISJZ,O,X,O,X,X,O,X,X,X
LOTISZJ,O,X,O,X,X,O,X,X,X
LOTIZJS,X,X,O,X,X,O,X,X,O
LOTIZSJ,X,X,O,X,X,O,X,X,O
LOTJISZ,O,X,O,X,X,O,X,X,X
LOTJIZS,X,X,O,X,X,O,X,X,X
LOTJSIZ,O,X,O,X,X,O,O,X,X
LOTJSZI,O,X,O,X,X,O,O,X,X
LOTJZIS,X,X,O,X,X,O,X,X,X
LOTJZSI,O,X,O,X,X,O,X,X,X
LOTSIJZ,O,X,O,X,X,O,X,X,X
LOTSIZJ,O,X,O,X,X,O,X,X,X
LOTSJIZ,O,X,O,X,X,O,X,X,X
LOTSJZI,O,X,O,X,X,O,X,X,X
LOTSZIJ,O,X,O,X,X,O,X,X,X
LOTSZJI,O,X,O,X,X,O,X,X,X
LOTZIJS,O,X,O,X,X,O,X,X,O
LOTZISJ,X,X,O,X,X,O,X,X,O
LOTZJIS,O,X,O,X,X,O,X,X,X
LOTZJSI,O,X,O,X,X,O,X,X,X
LOTZSIJ,X,X,O,X,X,O,X,X,X
LOTZSJI,O,X,O,X,X,O,X,X,X
LOITJSZ,O,X,O,X,X,O,X,X,X
LOITJZS,X,X,O,X,X,O,X,X,X
LOITSJZ,O,X,O,X,X,O,X,X,X
LOITSZJ,O,X,O,X,X,O,X,X,X
LOITZJS,X,X,O,X,X,O,X,X,O
LOITZSJ,X,X,O,X,X,O,X,X,O
LOIJTSZ,X,X,O,X,X,X,X,X,X
LOIJTZS,X,X,O,X,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X
LOIJSZT,X,X,O,X,X,X,X,X,X
LOIJZTS,X,X,O,X,X,X,X,X,O
LOIJZST,X,X,O,X,X,X,X,X,O
LOISTJZ,O,X,O,X,X,X,O,X,X
LOISTZJ,O,X,O,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X
LOISJZT,X,X,O,X,X,X,X,X,X
LOISZTJ,O,X,O,X,X,X,O,X,O
LOISZJT,O,X,O,X,X,X,X,X,O
LOIZTJS,O,X,O,X,X,O,X,X,O
LOIZTSJ,O,X,O,X,X,O,X,X,O
LOIZJTS,O,X,O,X,X,X,X,X,O
LOIZJST,O,X,O,X,X,X,X,X,O
LOIZSTJ,O,X,O,X,X,O,O,X,O
LOIZSJT,O,X,O,X,X,X,X,X,O
LOJTISZ,O,X,O,X,X,O,X,X,X
LOJTIZS,X,X,O,X,X,O,X,X,X
LOJTSIZ,O,X,O,X,X,O,X,X,X
LOJTSZI,O,X,O,X,X,O,X,X,X
LOJTZIS,X,X,O,X,X,O,X,X,X
LOJTZSI,O,X,O,X,X,O,X,X,X
LOJITSZ,X,X,O,X,X,X,X,X,X
LOJITZS,X,X,O,X,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,X
LOJISZT,X,X,O,X,X,X,X,X,X
LOJIZTS,X,X,O,X,X,X,X,X,O
LOJIZST,X,X,O,X,X,X,X,X,O
LOJSTIZ,O,X,O,X,X,X,X,X,X
LOJSTZI,O,X,O,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,X
LOJSIZT,X,X,O,X,X,X,X,X,X
LOJSZTI,X,X,O,X,X,X,X,X,X
LOJSZIT,X,X,O,X,X,X,X,X,X
LOJZTIS,X,X,O,X,X,O,X,X,X
LOJZTSI,X,X,O,X,X,O,X,X,X
LOJZITS,X,X,O,X,X,X,X,X,O
LOJZIST,X,X,O,X,X,X,X,X,O
LOJZSTI,X,X,O,X,X,O,X,X,X
LOJZSIT,X,X,O,X,X,X,X,X,X
LOSTIJZ,O,X,O,X,X,X,O,X,X
LOSTIZJ,O,X,O,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,X,X,O,X,X
LOSTJZI,O,X,O,X,X,X,O,X,X
LOSTZIJ,O,X,O,X,X,X,X,X,X
LOSTZJI,O,X,O,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,X,O,X,X
LOSITZJ,O,X,O,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,X,X,X
LOSIJZT,X,X,O,X,X,X,X,X,X
LOSIZTJ,O,X,O,X,X,X,O,X,O
LOSIZJT,O,X,O,X,X,X,X,X,O
LOSJTIZ,O,X,O,X,X,X,X,X,X
LOSJTZI,O,X,O,X,X,X,X,X,X
LOSJITZ,O,X,O,X,X,X,X,X,X
LOSJIZT,X,X,O,X,X,X,X,X,X
LOSJZTI,X,X,O,X,X,X,X,X,X
LOSJZIT,X,X,O,X,X,X,X,X,X
LOSZTIJ,O,X,O,X,X,X,O,X,X
LOSZTJI,O,X,O,X,X,X,O,X,X
LOSZITJ,O,X,O,X,X,X,O,X,O
LOSZIJT,O,X,O,X,X,X,X,X,O
LOSZJTI,O,X,O,X,X,X,X,X,X
LOSZJIT,O,X,O,X,X,X,X,X,X
LOZTIJS,O,X,O,X,X,O,X,X,O
LOZTISJ,O,X,O,X,X,O,X,X,O
LOZTJIS,O,X,O,X,X,O,X,X,X
LOZTJSI,O,X,O,X,X,O,O,X,X
LOZTSIJ,O,X,O,X,X,O,X,X,X
LOZTSJI,O,X,O,X,X,O,X,X,X
LOZITJS,O,X,O,X,X,O,X,X,O
LOZITSJ,O,X,O,X,X,O,X,X,O
LOZIJTS,O,X,O,X,X,X,X,X,O
LOZIJST,O,X,O,X,X,X,X,X,O
LOZISTJ,O,X,O,X,X,O,O,X,O
LOZISJT,O,X,O,X,X,X,X,X,O
LOZJTIS,O,X,O,X,X,O,X,X,X
LOZJTSI,O,X,O,X,X,O,O,X,X
LOZJITS,O,X,O,X,X,X,X,X,O
LOZJIST,O,X,O,X,X,X,X,X,O
LOZJSTI,O,X,O,X,X,O,X,X,X
LOZJSIT,O,X,O,X,X,X,X,X,X
LOZSTIJ,O,X,O,X,X,O,O,X,X
LOZSTJI,O,X,O,X,X,O,O,X,X
LOZSITJ,O,X,O,X,X,O,O,X,O
LOZSIJT,O,X,O,X,X,X,X,X,O
LOZSJTI,O,X,O,X,X,O,X,X,X
LOZSJIT,O,X,O,X,X,X,X,X,X
JTILSZO,O,X,O,X,O,O,O,X,X
JTILSOZ,O,X,O,O,O,O,O,X,X
JTILZSO,X,X,O,X,O,O,X,O,X
JTILZOS,X,X,O,O,X,O,X,O,X
JTILOSZ,O,X,O,O,X,O,X,X,X
JTILOZS,X,X,O,O,X,O,X,X,X
JTISLZO,O,O,O,X,O,O,O,X,X
JTISLOZ,O,O,O,O,O,O,O,X,X
JTISZLO,O,O,O,X,O,O,O,O,X
JTISZOL,O,O,O,X,O,O,O,X,X
JTISOLZ,O,O,O,O,O,O,O,X,X
JTISOZL,O,O,O,X,O,O,O,X,X
JTIZLSO,O,X,X,O,O,O,O,O,X
JTIZLOS,O,O,X,O,X,O,X,O,X
JTIZSLO,O,O,X,O,O,O,O,O,X
JTIZSOL,O,O,X,O,O,O,O,X,X
JTIZOLS,X,O,X,O,X,O,X,O,X
JTIZOSL,X,O,X,O,X,O,X,X,X
JTIOLSZ,X,X,O,O,X,O,X,X,X
JTIOLZS,X,X,O,O,X,O,X,X,X
JTIOSLZ,X,O,O,O,X,O,X,X,X
JTIOSZL,X,O,O,X,X,O,X,X,X
JTIOZLS,X,O,X,O,X,O,X,O,X
JTIOZSL,X,O,X,O,X,O,X,X,X
JTLISZO,O,X,O,X,O,O,O,X,X
JTLISOZ,O,X,O,O,O,O,O,X,X
JTLIZSO,X,X,O,X,O,O,X,O,X
JTLIZOS,X,X,O,O,X,O,X,O,X
JTLIOSZ,O,X,O,O,X,O,X,X,X
JTLIOZS,X,X,O,O,X,O,X,X,X
JTLSIZO,O,O,O,X,O,O,O,X,X
JTLSIOZ,O,O,O,X,O,O,O,X,X
JTLSZIO,O,O,O,X,O,O,O,O,X
JTLSZOI,O,O,O,X,O,O,O,X,X
JTLSOIZ,O,O,O,X,O,O,O,X,X
JTLSOZI,O,O,X,X,O,O,O,X,X
JTLZISO,O,X,O,O,O,O,O,O,X
JTLZIOS,O,O,O,O,X,O,X,O,X
JTLZSIO,O,O,O,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,O,O,X,X
JTLZOIS,O,O,X,O,X,O,X,O,X
JTLZOSI,O,O,O,O,O,O,O,X,X
JTLOISZ,O,X,O,O,X,O,X,X,X
JTLOIZS,X,X,O,O,X,O,X,X,X
JTLOSIZ,O,O,O,X,O,O,O,X,X
JTLOSZI,O,O,X,X,O,O,O,X,X
JTLOZIS,X,O,X,O,X,O,X,O,X
JTLOZSI,O,O,O,O,O,O,X,X,X
JTSILZO,O,O,O,X,O,O,O,X,X
JTSILOZ,O,O,O,O,O,O,O,X,X
JTSIZLO,O,O,O,X,O,O,O,O,X
JTSIZOL,O,O,O,X,O,O,O,X,X
JTSIOLZ,O,O,O,O,O,O,O,X,X
JTSIOZL,O,O,O,X,O,O,O,X,X
JTSLIZO,O,O,O,X,O,O,O,X,X
JTSLIOZ,O,O,O,X,O,O,O,X,X
JTSLZIO,O,O,O,X,O,O,O,O,X
JTSLZOI,O,O,O,X,O,O,O,X,X
JTSLOIZ,O,O,O,X,O,O,O,X,X
JTSLOZI,O,O,X,X,O,O,O,X,X
JTSZILO,O,O,O,O,O,O,O,O,X
JTSZIOL,O,O,O,O,O,O,O,X,X
JTSZLIO,O,O,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,O,X,X
JTSZOIL,O,O,O,O,O,O,O,X,X
JTSZOLI,O,O,X,O,O,O,O,X,X
JTSOILZ,O,O,O,O,O,O,O,X,X
JTSOIZL,O,O,O,X,O,O,O,X,X
JTSOLIZ,O,O,O,X,O,O,O,X,X
JTSOLZI,O,O,O,X,O,O,O,X,X
JTSOZIL,O,O,O,O,O,O,O,X,X
JTSOZLI,O,O,O,O,O,O,O,X,X
JTZILSO,O,X,X,O,O,O,O,O,X
JTZILOS,O,O,X,O,X,O,X,O,X
JTZISLO,O,O,O,O,O,O,O,O,X
JTZISOL,O,O,O,O,O,O,O,X,X
JTZIOLS,X,O,X,O,X,O,X,O,X
JTZIOSL,X,O,X,O,X,O,X,X,X
JTZLISO,O,X,O,O,O,O,O,O,X
JTZLIOS,O,O,X,O,X,O,X,O,X
JTZLSIO,O,O,O,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,O,O,X,X
JTZLOIS,O,O,X,O,X,O,X,O,X
JTZLOSI,O,O,O,O,O,O,O,X,X
JTZSILO,O,O,O,O,O,O,O,O,X
JTZSIOL,O,O,O,O,O,O,O,X,X
JTZSLIO,O,O,O,O,O,O,O,O,X
JTZSLOI,O,O,X,O,O,O,O,X,X
JTZSOIL,O,O,O,O,O,O,O,X,X
JTZSOLI,O,O,X,O,O,O,O,X,X
JTZOILS,X,O,X,O,X,O,X,O,X
JTZOISL,X,O,X,O,X,O,X,X,X
JTZOLIS,O,O,X,O,X,O,X,O,X
JTZOLSI,O,O,X,O,O,O,O,X,X
JTZOSIL,O,O,O,O,O,O,O,X,X
JTZOSLI,O,O,X,O,O,O,O,X,X
JTOILSZ,X,X,O,O,X,O,X,X,X
JTOILZS,X,X,O,O,X,O,X,X,X
JTOISLZ,X,O,O,O,X,O,X,X,X
JTOISZL,X,O,O,X,X,O,X,X,X
JTOIZLS,X,O,X,O,X,O,X,O,X
JTOIZSL,X,O,X,O,X,O,X,X,X
JTOLISZ,O,X,O,O,X,O,X,X,X
JTOLIZS,X,X,O,O,X,O,X,X,X
JTOLSIZ,O,O,O,X,O,O,O,X,X
JTOLSZI,O,O,O,X,O,O,O,X,X
JTOLZIS,X,O,O,O,X,O,X,O,X
JTOLZSI,O,O,O,O,O,O,X,X,X
JTOSILZ,O,O,O,O,O,O,O,X,X
JTOSIZL,O,O,O,X,O,O,O,X,X
JTOSLIZ,O,O,O,X,O,O,O,X,X
JTOSLZI,O,O,O,X,O,O,O,X,X
JTOSZIL,O,O,O,O,O,O,O,X,X
JTOSZLI,O,O,O,O,O,O,O,X,X
JTOZILS,X,O,X,O,X,O,X,O,X
JTOZISL,X,O,X,O,X,O,X,X,X
JTOZLIS,O,O,O,O,X,O,X,O,X
JTOZLSI,O,O,O,O,O,O,O,X,X
JTOZSIL,O,O,X,O,O,O,O,X,X
JTOZSLI,O,O,X,O,O,O,O,X,X
JITLSZO,X,X,O,X,O,O,X,X,X
JITLSOZ,X,X,O,O,O,O,X,X,X
JITLZSO,X,X,O,X,O,O,X,O,X
JITLZOS,X,X,O,O,X,O,X,O,X
JITLOSZ,X,X,O,O,X,O,X,X,X
JITLOZS,X,X,O,O,X,O,X,X,X
JITSLZO,X,O,O,X,O,O,X,X,X
JITSLOZ,X,O,O,O,O,O,X,X,X
JITSZLO,X,O,O,X,O,O,X,O,X
JITSZOL,X,O,O,X,O,O,X,X,X
JITSOLZ,X,O,O,O,O,O,X,X,X
JITSOZL,X,O,O,X,O,O,X,X,X
JITZLSO,X,X,X,O,O,O,X,O,X
JITZLOS,X,O,X,O,X,O,X,O,X
JITZSLO,X,O,X,O,O,O,X,O,X
JITZSOL,X,O,X,O,O,O,X,X,X
JITZOLS,X,O,X,O,X,O,X,O,X
JITZOSL,X,O,X,O,X,O,X,X,X
JITOLSZ,X,X,O,O,X,O,X,X,X
JITOLZS,X,X,O,O,X,O,X,X,X
JITOSLZ,X,O,O,O,X,O,X,X,X
JITOSZL,X,O,O,X,X,O,X,X,X
JITOZLS,X,O,X,O,X,O,X,O,X
JITOZSL,X,O,X,O,X,O,X,X,X
JILTSZO,X,X,O,X,X,X,X,X,X
JILTSOZ,X,X,O,O,X,X,X,X,X
JILTZSO,X,X,O,X,X,X,X,O,X
JILTZOS,X,X,O,O,X,X,X,O,X
JILTOSZ,X,X,O,O,X,X,X,X,X
JILTOZS,X,X,O,O,X,X,X,X,X
JILSTZO,O,X,O,X,X,X,O,X,X
JILSTOZ,O,X,O,O,X,X,O,X,X
JILSZTO,X,X,O,X,X,X,O,X,X
JILSZOT,X,X,O,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,X,X,X
JILZTSO,X,X,O,X,X,X,X,X,O
JILZTOS,X,X,O,O,X,X,X,X,O
JILZSTO,X,X,O,X,X,X,O,X,O
JILZSOT,X,X,O,X,X,X,X,X,O
JILZOTS,X,X,X,X,X,X,X,X,O
JILZOST,X,X,X,X,X,X,X,X,O
JILOTSZ,X,X,O,O,X,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X,X
JILOSTZ,O,X,O,X,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,X,X,X
JILOZTS,X,X,O,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,X,X,X
JISTLZO,O,O,O,X,O,X,O,X,X
JISTLOZ,O,O,O,O,O,X,O,X,X
JISTZLO,O,O,O,X,O,X,O,O,X
JISTZOL,O,O,O,X,O,X,O,X,X
JISTOLZ,O,O,O,O,O,X,O,X,X
JISTOZL,O,O,O,X,O,X,O,X,X
JISLTZO,O,O,O,X,O,X,O,X,X
JISLTOZ,O,O,O,O,O,X,O,X,X
JISLZTO,X,O,O,X,X,X,O,X,X
JISLZOT,X,O,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X,X
JISZTLO,O,O,O,X,O,X,O,X,X
JISZTOL,O,O,O,X,O,X,O,X,X
JISZLTO,O,O,O,X,X,X,O,X,X
JISZLOT,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,X,X,X
JISOTLZ,O,X,O,X,O,X,X,X,X
JISOTZL,O,X,O,X,O,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X,X
JISOZTL,O,X,O,X,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,X,X
JIZTLSO,X,X,X,O,X,O,X,O,X
JIZTLOS,O,O,X,O,X,O,X,O,X
JIZTSLO,X,O,O,O,X,O,X,O,X
JIZTSOL,X,O,O,O,X,O,X,X,X
JIZTOLS,X,O,X,O,X,O,X,O,X
JIZTOSL,X,O,X,O,X,O,X,X,X
JIZLTSO,X,X,O,O,X,X,X,X,X
JIZLTOS,O,O,O,O,X,X,X,X,X
JIZLSTO,O,O,O,O,X,X,O,X,X
JIZLSOT,O,X,O,X,X,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,X,X,X
JIZSTLO,O,O,O,O,X,O,O,X,X
JIZSTOL,O,O,O,O,X,O,O,X,X
JIZSLTO,O,O,O,O,X,X,O,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X,X,X
JIZOTLS,X,O,X,O,X,O,X,X,X
JIZOTSL,X,O,X,O,X,O,X,X,X
JIZOLTS,O,X,O,O,X,X,X,X,X
JIZOLST,O,X,O,X,X,X,X,X,X
JIZOSTL,O,O,O,X,X,O,X,X,X
JIZOSLT,O,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,O,X,O,X,X,X
JIOTLZS,X,X,O,O,X,O,X,X,X
JIOTSLZ,X,X,O,O,X,O,X,X,X
JIOTSZL,X,X,O,X,X,O,X,X,X
JIOTZLS,X,X,X,O,X,O,X,O,X
JIOTZSL,X,X,X,X,X,O,X,X,X
JIOLTSZ,X,X,O,O,X,X,X,X,X
JIOLTZS,X,X,O,O,X,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,X,X,X
JIOLZTS,X,X,O,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,X,X,X
JIOSTLZ,O,X,O,X,X,X,X,X,X
JIOSTZL,O,X,O,X,X,X,X,X,X
JIOSLTZ,O,X,O,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X,X
JIOSZTL,O,X,O,X,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,X,X,X
JIOZTLS,X,X,X,X,X,O,X,X,X
JIOZTSL,X,X,X,X,X,O,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X,X
JIOZLST,O,X,O,X,X,X,X,X,X
JIOZSTL,O,X,O,X,X,O,X,X,X
JIOZSLT,O,X,O,X,X,X,X,X,X
JLTISZO,O,X,O,X,O,O,O,X,X
JLTISOZ,O,X,O,O,O,O,O,X,X
JLTIZSO,X,X,O,X,O,O,X,O,X
JLTIZOS,X,X,O,O,X,O,X,O,X
JLTIOSZ,O,X,O,O,X,O,X,X,X
JLTIOZS,X,X,O,O,X,O,X,X,X
JLTSIZO,O,O,O,X,O,O,O,X,X
JLTSIOZ,O,O,O,X,O,O,O,X,X
JLTSZIO,O,O,O,X,O,O,O,O,X
JLTSZOI,O,O,O,X,O,O,O,X,X
JLTSOIZ,O,O,O,X,O,O,O,X,X
JLTSOZI,O,O,O,X,O,O,O,X,X
JLTZISO,X,X,O,O,O,O,X,O,X
JLTZIOS,X,O,O,O,X,O,X,O,X
JLTZSIO,O,O,O,O,O,O,O,O,X
JLTZSOI,O,O,O,O,O,O,O,X,X
JLTZOIS,X,O,O,O,X,O,X,O,X
JLTZOSI,O,O,O,O,O,O,X,X,X
JLTOISZ,O,X,O,O,X,O,X,X,X
JLTOIZS,X,X,O,O,X,O,X,X,X
JLTOSIZ,O,O,O,X,O,O,O,X,X
JLTOSZI,O,O,O,X,O,O,O,X,X
JLTOZIS,X,O,O,O,X,O,X,O,X
JLTOZSI,O,O,O,O,O,O,X,X,X
JLITSZO,X,X,O,X,X,X,X,X,X
JLITSOZ,X,X,O,O,X,X,X,X,X
JLITZSO,X,X,O,X,X,X,X,O,X
JLITZOS,X,X,O,O,X,X,X,O,X
JLITOSZ,X,X,O,O,X,X,X,X,X
JLITOZS,X,X,O,O,X,X,X,X,X
JLISTZO,O,X,O,X,X,X,O,X,X
JLISTOZ,O,X,O,O,X,X,O,X,X
JLISZTO,X,X,O,X,X,X,O,X,X
JLISZOT,X,X,O,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X,X
JLISOZT,X,X,O,X,X,X,X,X,X
JLIZTSO,X,X,O,X,X,X,X,X,O
JLIZTOS,X,X,O,O,X,X,X,X,O
JLIZSTO,X,X,O,X,X,X,O,X,O
JLIZSOT,X,X,O,X,X,X,X,X,O
JLIZOTS,X,X,X,X,X,X,X,X,O
JLIZOST,X,X,X,X,X,X,X,X,O
JLIOTSZ,X,X,O,O,X,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,X
JLIOSZT,X,X,O,X,X,X,X,X,X
JLIOZTS,X,X,O,X,X,X,X,X,X
JLIOZST,X,X,O,X,X,X,X,X,X
JLSTIZO,O,O,O,X,O,X,O,X,X
JLSTIOZ,O,O,O,X,O,X,O,X,X
JLSTZIO,O,O,O,X,O,X,O,X,X
JLSTZOI,O,O,O,X,O,X,O,X,X
JLSTOIZ,O,O,O,X,O,X,O,X,X
JLSTOZI,O,O,O,X,O,X,O,X,X
JLSITZO,O,O,O,X,O,X,O,X,X
JLSITOZ,O,O,O,X,O,X,O,X,X
JLSIZTO,X,O,O,X,X,X,O,X,X
JLSIZOT,X,O,O,X,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,X,X,X,X
JLSIOZT,X,X,O,X,X,X,X,X,X
JLSZTIO,X,O,O,X,X,X,O,X,X
JLSZTOI,X,O,O,X,X,X,O,X,X
JLSZITO,X,O,O,X,X,X,O,X,X
JLSZIOT,X,O,O,X,X,X,X,X,X
JLSZOTI,X,O,O,X,X,X,X,X,X
JLSZOIT,X,O,O,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X,X,X
JLSOIZT,X,X,O,X,X,X,X,X,X
JLSOZTI,X,O,O,X,X,X,X,X,X
JLSOZIT,X,O,O,X,X,X,X,X,X
JLZTISO,X,X,O,O,X,O,O,X,X
JLZTIOS,X,O,O,O,X,O,X,X,X
JLZTSIO,X,O,O,O,X,O,O,X,X
JLZTSOI,X,O,O,O,X,O,O,X,X
JLZTOIS,X,O,O,O,X,O,X,X,X
JLZTOSI,X,O,O,O,X,O,O,X,X
JLZITSO,X,X,O,O,X,X,O,X,O
JLZITOS,X,O,O,O,X,X,X,X,O
JLZISTO,X,O,O,O,X,X,O,X,O
JLZISOT,X,X,O,X,X,X,X,X,O
JLZIOTS,X,X,X,O,X,X,X,X,O
JLZIOST,X,X,X,X,X,X,X,X,O
JLZSTIO,X,O,O,O,X,O,O,X,X
JLZSTOI,X,O,O,O,X,O,O,X,X
JLZSITO,X,O,O,O,X,X,O,X,X
JLZSIOT,X,O,O,X,X,X,X,X,X
JLZSOTI,X,O,O,X,X,X,X,X,X
JLZSOIT,X,O,O,X,X,X,X,X,X
JLZOTIS,X,X,O,O,X,X,X,X,X
JLZOTSI,X,X,O,O,X,X,O,X,X
JLZOITS,X,X,O,O,X,X,X,X,O
JLZOIST,X,X,X,X,X,X,X,X,O
JLZOSTI,X,X,O,X,X,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,O,X,X,O,X,X,X
JLOTIZS,X,X,O,X,X,O,X,X,X
JLOTSIZ,O,X,O,X,X,O,X,X,X
JLOTSZI,O,X,O,X,X,O,X,X,X
JLOTZIS,X,X,O,X,X,O,X,X,X
JLOTZSI,O,X,O,X,X,O,X,X,X
JLOITSZ,X,X,O,X,X,X,X,X,X
JLOITZS,X,X,O,X,X,X,X,X,X
JLOISTZ,O,X,O,X,X,X,X,X,X
JLOISZT,X,X,O,X,X,X,X,X,X
JLOIZTS,X,X,O,X,X,X,X,X,O
JLOIZST,X,X,O,X,X,X,X,X,O
JLOSTIZ,O,X,O,X,X,X,X,X,X
JLOSTZI,O,X,O,X,X,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,X
JLOSIZT,X,X,O,X,X,X,X,X,X
JLOSZTI,X,X,O,X,X,X,X,X,X
JLOSZIT,X,X,O,X,X,X,X,X,X
JLOZTIS,X,X,O,X,X,O,X,X,X
JLOZTSI,X,X,O,X,X,O,X,X,X
JLOZITS,X,X,O,X,X,X,X,X,O
JLOZIST,X,X,O,X,X,X,X,X,O
JLOZSTI,X,X,O,X,X,O,X,X,X
JLOZSIT,X,X,O,X,X,X,X,X,X
JSTILZO,O,O,O,X,O,O,O,X,X
JSTILOZ,O,O,O,O,O,O,O,X,X
