sequence,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhFOgB8gBfiB6?iBZjBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhFibBGdBZjB3?gBUiBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Je2/IvhFzbBfiB6iBZ?jBUgBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhF2gBSiBZjB3?gBUiBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jex6IvhF8gBzcBmfBa?oB3iBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jei6IvhFzbBRdBUgBe?oBXnBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8JeT6IvhF2gBRiB3gBU?iBaoBFsB,v115@8gA8IeC8BeB8CeF8DeG8AeC8Jei6IvhFzbBmdBUgB1?nBRsBfsB
LITSOZJ,O,O,O,X,X,X,X,X
LITZJSO,O,O,X,X,X,X,X,O
LITZJOS,O,O,X,O,X,X,X,O
LITZSJO,O,O,X,X,X,X,X,O
LITZSOJ,O,O,X,X,X,X,X,O
LITZOJS,O,O,X,O,X,X,X,O
LITZOSJ,O,O,X,X,X,X,X,O
LITOJSZ,X,X,O,O,X,X,X,X
LITOJZS,X,X,X,O,X,X,X,X
LITOSJZ,O,O,O,O,X,X,X,X
LITOSZJ,O,O,O,X,X,X,X,X
LITOZJS,O,O,X,O,X,X,X,O
LITOZSJ,O,O,X,X,X,X,X,O
LIJTSZO,X,X,O,X,X,X,X,X
LIJTSOZ,X,X,O,O,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,O
LIJTZOS,X,X,X,O,X,O,X,O
LIJTOSZ,X,X,O,O,X,O,X,X
LIJTOZS,X,X,X,O,X,O,X,X
LIJSTZO,X,X,X,X,X,O,X,X
LIJSTOZ,X,X,O,X,X,O,X,X
LIJSZTO,X,X,X,X,X,O,X,X
LIJSZOT,X,X,O,X,X,O,X,X
LIJSOTZ,X,X,O,O,X,O,X,X
LIJSOZT,X,X,O,O,X,O,X,X
LIJZTSO,X,X,X,X,X,X,X,O
LIJZTOS,X,X,X,X,O,O,X,O
LIJZSTO,X,X,X,X,X,O,X,X
LIJZSOT,X,X,X,X,O,O,X,X
LIJZOTS,X,X,X,O,O,O,X,O
LIJZOST,X,X,X,O,O,O,X,X
LIJOTSZ,X,X,O,O,X,O,O,X
LIJOTZS,X,X,X,O,X,O,O,X
LIJOSTZ,X,X,O,O,X,O,O,X
LIJOSZT,X,X,O,O,X,O,O,X
LIJOZTS,X,X,X,O,O,O,O,X
LIJOZST,X,X,X,O,O,O,O,X
LISTJZO,X,O,X,X,X,X,X,X
LISTJOZ,X,O,O,X,X,X,X,X
LISTZJO,O,O,X,X,X,X,X,O
LISTZOJ,O,O,X,X,X,X,X,O
LISTOJZ,X,O,O,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X
LISJTOZ,X,O,O,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,X
LISJOTZ,X,O,O,O,X,X,X,X
LISJOZT,O,O,O,O,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,O
LISZTOJ,O,O,X,X,X,X,X,O
LISZJTO,O,O,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,O
LISZOJT,O,O,O,X,X,X,X,X
LISOTJZ,X,O,O,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X
LISOJTZ,X,O,O,O,X,X,X,X
LISOJZT,O,O,O,O,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,O
LIZTJOS,O,X,X,X,X,X,X,O
LIZTSJO,O,X,X,X,X,X,X,O
LIZTSOJ,O,X,X,X,X,X,X,O
LIZTOJS,O,X,X,X,X,X,X,O
LIZTOSJ,O,X,X,X,X,X,X,O
LIZJTSO,O,X,X,X,X,X,X,O
LIZJTOS,O,X,X,X,O,O,X,O
LIZJSTO,O,O,X,X,X,O,X,X
LIZJSOT,O,O,X,X,O,O,X,X
LIZJOTS,O,X,X,O,O,O,X,O
LIZJOST,O,O,X,O,O,O,X,X
LIZSTJO,O,O,X,X,X,X,X,O
LIZSTOJ,O,O,X,X,X,X,X,O
LIZSJTO,O,O,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,O
LIZSOJT,O,O,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,X,X,O
LIZOTSJ,O,X,X,X,X,X,X,O
LIZOJTS,O,X,X,O,O,O,X,O
LIZOJST,O,O,X,O,O,O,X,X
LIZOSTJ,O,O,X,X,X,X,X,O
LIZOSJT,O,O,X,X,X,X,X,X
LIOTJSZ,X,X,O,O,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,X
LIOTSJZ,O,O,O,O,X,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,O
LIOTZSJ,O,O,X,X,X,X,X,O
LIOJTSZ,X,X,O,O,X,O,O,X
LIOJTZS,X,X,X,O,X,O,O,X
LIOJSTZ,X,X,O,O,X,O,O,X
LIOJSZT,X,X,O,O,X,O,O,X
LIOJZTS,X,X,X,O,O,O,O,X
LIOJZST,X,X,X,O,O,O,O,X
LIOSTJZ,X,O,O,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X
LIOSJTZ,X,O,O,O,X,X,X,X
LIOSJZT,O,O,O,O,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X
LIOSZJT,O,O,O,X,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,O
LIOZTSJ,O,X,X,X,X,X,X,O
LIOZJTS,O,X,X,O,O,X,X,O
LIOZJST,O,O,X,O,O,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,O
LIOZSJT,O,O,X,X,X,X,X,X
LJTISZO,X,X,O,X,X,X,X,X
LJTISOZ,X,X,O,O,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X
LJTIZOS,X,X,X,O,O,O,X,X
LJTIOSZ,X,X,O,O,X,O,O,X
LJTIOZS,X,X,X,O,O,O,O,X
LJTSIZO,X,X,O,X,X,O,X,X
LJTSIOZ,X,X,O,O,X,O,X,X
LJTSZIO,X,X,O,X,O,O,X,X
LJTSZOI,X,X,O,X,O,O,X,X
LJTSOIZ,X,X,O,O,X,O,X,X
LJTSOZI,X,X,O,X,O,X,X,X
LJTZISO,X,X,X,X,O,X,X,X
LJTZIOS,X,X,X,O,O,O,X,X
LJTZSIO,X,X,X,X,O,O,X,X
LJTZSOI,X,X,X,X,O,O,X,X
LJTZOIS,X,X,X,O,O,O,X,X
LJTZOSI,X,X,X,X,O,O,X,X
LJTOISZ,X,X,O,O,X,O,O,X
LJTOIZS,X,X,X,O,O,O,O,X
LJTOSIZ,X,X,O,O,X,O,X,X
LJTOSZI,X,X,O,X,O,X,X,X
LJTOZIS,X,X,X,O,O,X,X,X
LJTOZSI,X,X,X,X,O,X,X,X
LJITSZO,X,X,O,X,X,X,X,X
LJITSOZ,X,X,O,O,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,O
LJITZOS,X,X,X,O,X,O,X,O
LJITOSZ,X,X,O,O,X,O,X,X
LJITOZS,X,X,X,O,X,O,X,X
LJISTZO,X,X,X,X,X,O,X,X
LJISTOZ,X,X,O,X,X,O,X,X
LJISZTO,X,X,X,X,X,O,X,X
LJISZOT,X,X,O,X,X,O,X,X
LJISOTZ,X,X,O,O,X,O,X,X
LJISOZT,X,X,O,O,X,O,X,X
LJIZTSO,X,X,X,X,X,X,X,O
LJIZTOS,X,X,X,X,O,O,X,O
LJIZSTO,X,X,X,X,X,O,X,X
LJIZSOT,X,X,X,X,O,O,X,X
LJIZOTS,X,X,X,O,O,O,X,O
LJIZOST,X,X,X,O,O,O,X,X
LJIOTSZ,X,X,O,O,X,O,O,X
LJIOTZS,X,X,X,O,X,O,O,X
LJIOSTZ,X,X,O,O,X,O,O,X
LJIOSZT,X,X,O,O,X,O,O,X
LJIOZTS,X,X,X,O,O,O,O,X
LJIOZST,X,X,X,O,O,O,O,X
LJSTIZO,X,X,O,X,X,O,X,X
LJSTIOZ,X,X,O,X,X,O,X,X
LJSTZIO,X,X,O,X,X,O,X,X
LJSTZOI,X,X,O,X,X,O,X,X
LJSTOIZ,X,X,O,X,X,O,X,X
LJSTOZI,X,X,O,X,X,X,X,X
LJSITZO,X,X,X,X,X,O,X,X
LJSITOZ,X,X,O,X,X,O,X,X
LJSIZTO,X,X,X,X,X,O,X,X
LJSIZOT,X,X,O,X,X,O,X,X
LJSIOTZ,X,X,O,O,X,O,X,X
LJSIOZT,X,X,O,O,X,O,X,X
LJSZTIO,X,X,X,X,X,O,X,X
LJSZTOI,X,X,X,X,X,O,X,X
LJSZITO,X,X,X,X,X,O,X,X
LJSZIOT,X,X,O,X,O,O,X,X
LJSZOTI,X,X,X,X,O,O,X,X
LJSZOIT,X,X,O,X,O,O,X,X
LJSOTIZ,X,X,O,X,X,O,X,X
LJSOTZI,X,X,O,X,X,X,X,X
LJSOITZ,X,X,O,O,X,O,X,X
LJSOIZT,X,X,O,O,X,O,X,X
LJSOZTI,X,X,X,X,O,O,X,X
LJSOZIT,X,X,O,X,O,O,X,X
LJZTISO,X,X,X,X,O,X,X,X
LJZTIOS,X,X,X,X,O,O,X,X
LJZTSIO,X,X,X,X,O,O,X,X
LJZTSOI,X,X,X,X,O,O,X,X
LJZTOIS,X,X,X,X,O,O,X,X
LJZTOSI,X,X,X,X,O,O,X,X
LJZITSO,X,X,X,X,O,X,X,O
LJZITOS,X,X,X,X,O,O,X,O
LJZISTO,X,X,X,X,X,O,X,X
LJZISOT,X,X,X,X,O,O,X,X
LJZIOTS,X,X,X,O,O,O,X,O
LJZIOST,X,X,X,O,O,O,X,X
LJZSTIO,X,X,X,X,X,O,X,X
LJZSTOI,X,X,X,X,X,O,X,X
LJZSITO,X,X,X,X,X,O,X,X
LJZSIOT,X,X,X,X,O,O,X,X
LJZSOTI,X,X,X,X,O,O,X,X
LJZSOIT,X,X,X,X,O,O,X,X
LJZOTIS,X,X,X,X,O,O,X,X
LJZOTSI,X,X,X,X,O,O,X,X
LJZOITS,X,X,X,O,O,O,X,O
LJZOIST,X,X,X,O,O,O,X,X
LJZOSTI,X,X,X,X,O,O,X,X
LJZOSIT,X,X,X,X,O,O,X,X
LJOTISZ,X,X,O,O,X,O,O,X
LJOTIZS,X,X,X,O,O,O,O,X
LJOTSIZ,X,X,O,O,X,O,X,X
LJOTSZI,X,X,O,X,O,X,X,X
LJOTZIS,X,X,X,O,O,X,X,X
LJOTZSI,X,X,X,X,O,X,X,X
LJOITSZ,X,X,O,O,X,O,O,X
LJOITZS,X,X,X,O,X,O,O,X
LJOISTZ,X,X,O,O,X,O,O,X
LJOISZT,X,X,O,O,X,O,O,X
LJOIZTS,X,X,X,O,O,O,O,X
LJOIZST,X,X,X,O,O,O,O,X
LJOSTIZ,X,X,O,X,X,O,X,X
LJOSTZI,X,X,O,X,X,X,X,X
LJOSITZ,X,X,O,O,X,O,X,X
LJOSIZT,X,X,O,O,X,O,X,X
LJOSZTI,X,X,X,X,O,O,X,X
LJOSZIT,X,X,O,X,O,O,X,X
LJOZTIS,X,X,X,X,O,O,X,X
LJOZTSI,X,X,X,X,O,O,X,X
LJOZITS,X,X,X,O,O,O,X,X
LJOZIST,X,X,X,O,O,O,X,X
LJOZSTI,X,X,X,X,O,O,X,X
LJOZSIT,X,X,X,X,O,O,X,X
LSTIJZO,O,O,O,X,X,X,X,X
LSTIJOZ,O,O,O,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X,X
LSTIOJZ,O,O,O,X,X,X,X,X
LSTIOZJ,O,O,O,X,X,X,X,X
LSTJIZO,O,O,O,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X
LSTJZIO,O,O,O,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,X
LSTOZIJ,O,O,O,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X,X
LSITJZO,X,O,X,X,X,X,X,X
LSITJOZ,X,O,O,X,X,X,X,X
LSITZJO,O,O,X,X,X,X,X,O
LSITZOJ,O,O,X,X,X,X,X,O
LSITOJZ,X,O,O,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,X,X
LSIJTOZ,X,O,O,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X,X
LSIJOTZ,X,O,O,O,X,X,X,X
LSIJOZT,O,O,O,O,X,X,X,X
LSIZTJO,O,O,X,X,X,X,X,O
LSIZTOJ,O,O,X,X,X,X,X,O
LSIZJTO,O,O,X,X,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X,O
LSIZOJT,O,O,O,X,X,X,X,X
LSIOTJZ,X,O,O,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,X
LSIOJTZ,X,O,O,O,X,X,X,X
LSIOJZT,O,O,O,O,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X
LSJTIZO,X,O,O,X,X,O,X,X
LSJTIOZ,X,O,O,X,X,O,X,X
LSJTZIO,X,O,O,X,X,O,X,X
LSJTZOI,X,O,O,X,X,O,X,X
LSJTOIZ,X,O,O,X,X,O,X,X
LSJTOZI,X,O,O,X,X,X,X,X
LSJITZO,X,O,X,X,X,O,X,X
LSJITOZ,X,O,O,X,X,O,X,X
LSJIZTO,O,O,X,X,X,O,X,X
LSJIZOT,O,O,O,X,X,O,X,X
LSJIOTZ,X,O,O,O,X,O,X,X
LSJIOZT,O,O,O,O,X,O,X,X
LSJZTIO,O,O,X,X,X,O,X,X
LSJZTOI,O,O,X,X,X,O,X,X
LSJZITO,O,O,X,X,X,O,X,X
LSJZIOT,O,O,O,X,O,O,X,X
LSJZOTI,O,O,X,X,O,O,X,X
LSJZOIT,O,O,O,X,O,O,X,X
LSJOTIZ,X,O,O,X,X,O,X,X
LSJOTZI,X,O,O,X,X,X,X,X
LSJOITZ,X,O,O,O,X,O,X,X
LSJOIZT,O,O,O,O,X,O,X,X
LSJOZTI,O,O,X,X,O,O,X,X
LSJOZIT,O,O,O,X,O,O,X,X
LSZTIJO,O,O,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X
LSZTJIO,O,O,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,X,O
LSZITOJ,O,O,X,X,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X,X
LSZIJOT,O,O,O,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,O
LSZIOJT,O,O,O,X,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X
LSZJTOI,O,O,X,X,X,O,X,X
LSZJITO,O,O,X,X,X,O,X,X
LSZJIOT,O,O,O,X,O,O,X,X
LSZJOTI,O,O,X,X,O,O,X,X
LSZJOIT,O,O,O,X,O,O,X,X
LSZOTIJ,O,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,O
LSZOIJT,O,O,O,X,X,X,X,X
LSZOJTI,O,O,X,X,O,O,X,X
LSZOJIT,O,O,O,X,O,O,X,X
LSOTIJZ,O,O,O,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,X,X
LSOTJIZ,O,O,O,X,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X
LSOITJZ,X,O,O,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X
LSOIJTZ,X,O,O,O,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X,X
LSOIZTJ,O,O,X,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X
LSOJTIZ,X,O,O,X,X,O,X,X
LSOJTZI,X,O,O,X,X,X,X,X
LSOJITZ,X,O,O,O,X,O,X,X
LSOJIZT,O,O,O,O,X,O,X,X
LSOJZTI,O,O,X,X,O,X,X,X
LSOJZIT,O,O,O,X,O,O,X,X
LSOZTIJ,O,O,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X
LSOZJTI,O,O,X,X,O,X,X,X
LSOZJIT,O,O,O,X,O,X,X,X
LZTIJSO,O,X,X,X,O,X,X,O
LZTIJOS,O,X,X,X,O,X,X,O
LZTISJO,O,X,X,X,X,X,X,O
LZTISOJ,O,X,X,X,X,X,X,O
LZTIOJS,O,X,X,X,O,X,X,O
LZTIOSJ,O,X,X,X,X,X,X,O
LZTJISO,O,X,X,X,O,X,X,X
LZTJIOS,O,X,X,X,O,O,X,X
LZTJSIO,O,X,X,X,O,O,X,X
LZTJSOI,O,X,X,X,O,O,X,X
LZTJOIS,O,X,X,X,O,O,X,X
LZTJOSI,O,X,X,X,O,O,X,X
LZTSIJO,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,O,X,X,X
LZTSJOI,O,X,X,X,O,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,X
LZTSOJI,O,X,X,X,O,X,X,X
LZTOIJS,O,X,X,X,O,X,X,O
LZTOISJ,O,X,X,X,X,X,X,O
LZTOJIS,O,X,X,X,O,O,X,X
LZTOJSI,O,X,X,X,O,O,X,X
LZTOSIJ,O,X,X,X,X,X,X,X
LZTOSJI,O,X,X,X,O,X,X,X
LZITJSO,O,X,X,X,X,X,X,O
LZITJOS,O,X,X,X,X,X,X,O
LZITSJO,O,X,X,X,X,X,X,O
LZITSOJ,O,X,X,X,X,X,X,O
LZITOJS,O,X,X,X,X,X,X,O
LZITOSJ,O,X,X,X,X,X,X,O
LZIJTSO,O,X,X,X,X,X,X,O
LZIJTOS,O,X,X,X,O,O,X,O
LZIJSTO,O,O,X,X,X,O,X,X
LZIJSOT,O,O,X,X,O,O,X,X
LZIJOTS,O,X,X,O,O,O,X,O
LZIJOST,O,O,X,O,O,O,X,X
LZISTJO,O,O,X,X,X,X,X,O
LZISTOJ,O,O,X,X,X,X,X,O
LZISJTO,O,O,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X,O
LZISOJT,O,O,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,X,X,O
LZIOTSJ,O,X,X,X,X,X,X,O
LZIOJTS,O,X,X,O,O,O,X,O
LZIOJST,O,O,X,O,O,O,X,X
LZIOSTJ,O,O,X,X,X,X,X,O
LZIOSJT,O,O,X,X,X,X,X,X
LZJTISO,O,X,X,X,O,X,X,X
LZJTIOS,O,X,X,X,O,O,X,X
LZJTSIO,O,X,X,X,O,O,X,X
LZJTSOI,O,X,X,X,O,O,X,X
LZJTOIS,O,X,X,X,O,O,X,X
LZJTOSI,O,X,X,X,O,O,X,X
LZJITSO,O,X,X,X,O,X,X,O
LZJITOS,O,X,X,X,O,O,X,O
LZJISTO,O,O,X,X,X,O,X,X
LZJISOT,O,O,X,X,O,O,X,X
LZJIOTS,O,X,X,O,O,O,X,O
LZJIOST,O,O,X,O,O,O,X,X
LZJSTIO,O,O,X,X,X,O,X,X
LZJSTOI,O,O,X,X,X,O,X,X
LZJSITO,O,O,X,X,X,O,X,X
LZJSIOT,O,O,X,X,O,O,X,X
LZJSOTI,O,O,X,X,O,O,X,X
LZJSOIT,O,O,X,X,O,O,X,X
LZJOTIS,O,X,X,X,O,O,X,X
LZJOTSI,O,X,X,X,O,O,X,X
LZJOITS,O,X,X,O,O,O,X,O
LZJOIST,O,O,X,O,O,O,X,X
LZJOSTI,O,O,X,X,O,O,X,X
LZJOSIT,O,O,X,X,O,O,X,X
LZSTIJO,O,O,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,X,X,X,X
LZSTJIO,O,O,X,X,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X
LZSTOJI,O,O,X,X,X,X,X,X
LZSITJO,O,O,X,X,X,X,X,O
LZSITOJ,O,O,X,X,X,X,X,O
LZSIJTO,O,O,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,O
LZSIOJT,O,O,X,X,X,X,X,X
LZSJTIO,O,O,X,X,X,O,X,X
LZSJTOI,O,O,X,X,X,O,X,X
LZSJITO,O,O,X,X,X,O,X,X
LZSJIOT,O,O,X,X,O,O,X,X
LZSJOTI,O,O,X,X,O,O,X,X
LZSJOIT,O,O,X,X,O,O,X,X
LZSOTIJ,O,O,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,O
LZSOIJT,O,O,X,X,X,X,X,X
LZSOJTI,O,O,X,X,O,O,X,X
LZSOJIT,O,O,X,X,O,O,X,X
LZOTIJS,O,X,X,X,O,X,X,O
LZOTISJ,O,X,X,X,X,X,X,O
LZOTJIS,O,X,X,X,O,O,X,X
LZOTJSI,O,X,X,X,O,O,X,X
LZOTSIJ,O,X,X,X,X,X,X,X
LZOTSJI,O,X,X,X,O,X,X,X
LZOITJS,O,X,X,X,X,X,X,O
LZOITSJ,O,X,X,X,X,X,X,O
LZOIJTS,O,X,X,O,O,O,X,O
LZOIJST,O,O,X,O,O,O,X,X
LZOISTJ,O,O,X,X,X,X,X,O
LZOISJT,O,O,X,X,X,X,X,X
LZOJTIS,O,X,X,X,O,O,X,X
LZOJTSI,O,X,X,X,O,O,X,X
LZOJITS,O,X,X,O,O,O,X,O
LZOJIST,O,O,X,O,O,O,X,X
LZOJSTI,O,O,X,X,O,O,X,X
LZOJSIT,O,O,X,X,O,O,X,X
LZOSTIJ,O,O,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,O
LZOSIJT,O,O,X,X,X,X,X,X
LZOSJTI,O,O,X,X,O,O,X,X
LZOSJIT,O,O,X,X,O,O,X,X
LOTIJSZ,X,X,O,O,X,X,O,X
LOTIJZS,X,X,X,O,O,X,O,X
LOTISJZ,O,O,O,O,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,X
LOTIZJS,O,O,X,O,O,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,X
LOTJISZ,X,X,O,O,X,O,O,X
LOTJIZS,X,X,X,O,O,O,O,X
LOTJSIZ,X,X,O,O,X,O,X,X
LOTJSZI,X,X,O,X,O,X,X,X
LOTJZIS,X,X,X,O,O,X,X,X
LOTJZSI,X,X,X,X,O,X,X,X
LOTSIJZ,O,O,O,O,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,X
LOTSJZI,O,O,O,X,O,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X
LOTSZJI,O,O,O,X,O,X,X,X
LOTZIJS,O,O,X,O,O,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,O,X,X,X
LOTZJSI,O,O,X,X,O,X,X,X
LOTZSIJ,O,O,X,X,X,X,X,X
LOTZSJI,O,O,X,X,O,X,X,X
LOITJSZ,X,X,O,O,X,X,X,X
LOITJZS,X,X,X,O,X,X,X,X
LOITSJZ,O,O,O,O,X,X,X,X
LOITSZJ,O,O,O,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,O
LOITZSJ,O,O,X,X,X,X,X,O
LOIJTSZ,X,X,O,O,X,O,O,X
LOIJTZS,X,X,X,O,X,O,O,X
LOIJSTZ,X,X,O,O,X,O,O,X
LOIJSZT,X,X,O,O,X,O,O,X
LOIJZTS,X,X,X,O,O,O,O,X
LOIJZST,X,X,X,O,O,O,O,X
LOISTJZ,X,O,O,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X
LOISJTZ,X,O,O,O,X,X,X,X
LOISJZT,O,O,O,O,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X,X
LOISZJT,O,O,O,X,X,X,X,X
LOIZTJS,O,X,X,X,X,X,X,O
LOIZTSJ,O,X,X,X,X,X,X,O
LOIZJTS,O,X,X,O,O,X,X,O
LOIZJST,O,O,X,O,O,X,X,X
LOIZSTJ,O,O,X,X,X,X,X,O
LOIZSJT,O,O,X,X,X,X,X,X
LOJTISZ,X,X,O,O,X,O,O,X
LOJTIZS,X,X,X,O,O,O,O,X
LOJTSIZ,X,X,O,O,X,O,X,X
LOJTSZI,X,X,O,X,O,X,X,X
LOJTZIS,X,X,X,O,O,X,X,X
LOJTZSI,X,X,X,X,O,X,X,X
LOJITSZ,X,X,O,O,X,O,O,X
LOJITZS,X,X,X,O,X,O,O,X
LOJISTZ,X,X,O,O,X,O,O,X
LOJISZT,X,X,O,O,X,O,O,X
LOJIZTS,X,X,X,O,O,O,O,X
LOJIZST,X,X,X,O,O,O,O,X
LOJSTIZ,X,X,O,X,X,O,X,X
LOJSTZI,X,X,O,X,X,X,X,X
LOJSITZ,X,X,O,O,X,O,X,X
LOJSIZT,X,X,O,O,X,O,X,X
LOJSZTI,X,X,X,X,O,O,X,X
LOJSZIT,X,X,O,X,O,O,X,X
LOJZTIS,X,X,X,X,O,O,X,X
LOJZTSI,X,X,X,X,O,O,X,X
LOJZITS,X,X,X,O,O,O,X,X
LOJZIST,X,X,X,O,O,O,X,X
LOJZSTI,X,X,X,X,O,O,X,X
LOJZSIT,X,X,X,X,O,O,X,X
LOSTIJZ,O,O,O,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X,X
LOSITJZ,X,O,O,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X
LOSIJTZ,X,O,O,O,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X
LOSJTIZ,X,O,O,X,X,O,X,X
LOSJTZI,X,O,O,X,X,X,X,X
LOSJITZ,X,O,O,O,X,O,X,X
LOSJIZT,O,O,O,O,X,O,X,X
LOSJZTI,O,O,X,X,O,X,X,X
LOSJZIT,O,O,O,X,O,O,X,X
LOSZTIJ,O,O,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X
LOSZJTI,O,O,X,X,O,X,X,X
