sequence,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhFTfB0gBlhB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBKrBWxB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhFxbBCgBXhBl?iBUnBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBlhB3?iBxrBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgBu?nBimB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBTcBl?iBxrB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jem6IvhFCcBTfBlhB3?iBxrBUrB
LITSJOZ,X,X,X,O,X,X,O,X
LITSZJO,O,X,O,O,O,X,O,X
LITSZOJ,O,X,O,X,O,X,O,X
LITSOJZ,O,X,X,O,X,X,O,X
LITSOZJ,O,X,X,X,O,X,O,X
LITZJSO,O,X,O,O,O,X,O,X
LITZJOS,O,X,O,O,X,X,O,X
LITZSJO,O,X,O,O,O,X,O,X
LITZSOJ,O,X,O,O,O,X,O,X
LITZOJS,O,X,O,O,X,X,O,X
LITZOSJ,O,X,O,X,X,X,O,X
LITOJSZ,O,X,O,O,X,X,X,X
LITOJZS,O,X,O,O,X,X,O,X
LITOSJZ,O,X,O,O,X,X,O,X
LITOSZJ,O,X,O,O,X,X,O,X
LITOZJS,O,X,O,O,X,X,O,X
LITOZSJ,O,X,O,X,X,X,O,X
LIJTSZO,O,X,O,O,X,X,O,X
LIJTSOZ,X,X,X,O,X,X,O,X
LIJTZSO,O,X,O,O,X,X,O,X
LIJTZOS,O,X,O,O,X,X,O,X
LIJTOSZ,O,X,O,O,X,X,X,X
LIJTOZS,O,X,O,O,X,X,O,X
LIJSTZO,X,X,X,O,O,X,X,O
LIJSTOZ,X,X,X,O,X,X,X,O
LIJSZTO,X,X,X,O,O,X,O,O
LIJSZOT,X,X,X,O,O,X,O,O
LIJSOTZ,X,X,X,O,X,X,X,X
LIJSOZT,X,X,X,O,X,X,O,X
LIJZTSO,O,X,O,O,O,X,O,O
LIJZTOS,O,X,O,O,X,X,O,O
LIJZSTO,X,X,X,O,O,X,O,O
LIJZSOT,X,X,X,O,O,X,O,O
LIJZOTS,O,X,O,O,X,X,O,O
LIJZOST,O,X,O,O,O,X,O,O
LIJOTSZ,O,X,O,O,X,X,X,X
LIJOTZS,O,X,O,O,X,X,X,X
LIJOSTZ,O,X,O,O,X,X,X,X
LIJOSZT,O,X,O,O,X,X,X,X
LIJOZTS,O,X,O,O,X,X,O,X
LIJOZST,O,X,O,O,X,X,O,X
LISTJZO,O,X,O,O,O,X,O,O
LISTJOZ,X,X,X,O,X,X,O,O
LISTZJO,O,X,O,X,O,X,O,O
LISTZOJ,O,O,O,X,O,X,O,O
LISTOJZ,O,X,O,X,X,X,O,O
LISTOZJ,O,O,O,X,O,X,O,O
LISJTZO,O,X,X,O,O,X,X,O
LISJTOZ,O,X,X,O,X,X,X,O
LISJZTO,O,X,X,O,O,X,O,O
LISJZOT,O,X,X,O,O,X,O,O
LISJOTZ,O,X,X,O,X,X,X,X
LISJOZT,O,X,X,O,X,X,O,X
LISZTJO,O,X,O,X,O,X,O,O
LISZTOJ,O,O,O,X,O,X,O,O
LISZJTO,X,X,X,O,O,X,O,O
LISZJOT,X,X,X,O,O,X,O,O
LISZOTJ,O,O,O,X,O,X,O,O
LISZOJT,O,O,O,X,O,X,O,O
LISOTJZ,O,X,O,X,X,X,X,O
LISOTZJ,O,O,O,X,O,X,O,O
LISOJTZ,O,X,X,O,X,X,X,O
LISOJZT,O,O,O,O,X,X,O,O
LISOZTJ,O,O,O,X,O,X,O,O
LISOZJT,O,O,O,X,O,X,O,O
LIZTJSO,X,X,X,O,O,X,O,O
LIZTJOS,X,X,X,O,X,X,O,O
LIZTSJO,X,X,X,X,O,X,O,O
LIZTSOJ,X,X,X,X,O,X,O,O
LIZTOJS,X,X,X,X,X,X,O,O
LIZTOSJ,X,X,X,X,X,X,O,O
LIZJTSO,X,X,X,O,O,X,O,O
LIZJTOS,X,X,X,O,X,X,O,O
LIZJSTO,X,X,X,O,O,X,O,O
LIZJSOT,X,X,X,O,O,X,O,O
LIZJOTS,X,X,X,O,X,X,O,O
LIZJOST,X,X,X,O,O,X,O,O
LIZSTJO,X,X,X,O,O,X,O,O
LIZSTOJ,X,O,X,X,O,X,O,O
LIZSJTO,X,X,X,O,O,X,O,O
LIZSJOT,X,X,X,O,O,X,O,O
LIZSOTJ,X,O,X,X,O,X,O,O
LIZSOJT,X,O,X,O,O,X,O,O
LIZOTJS,X,X,X,X,X,X,O,O
LIZOTSJ,X,O,X,X,X,X,O,O
LIZOJTS,X,X,X,O,X,X,O,O
LIZOJST,X,O,X,O,O,X,O,O
LIZOSTJ,X,O,X,X,O,X,O,O
LIZOSJT,X,O,X,X,O,X,O,O
LIOTJSZ,O,X,O,O,X,X,X,X
LIOTJZS,O,X,O,O,X,X,O,X
LIOTSJZ,O,X,O,O,X,X,O,X
LIOTSZJ,O,O,O,O,X,X,O,X
LIOTZJS,O,X,O,O,X,X,O,X
LIOTZSJ,O,O,O,X,X,X,O,X
LIOJTSZ,O,X,O,O,X,X,X,X
LIOJTZS,O,X,O,O,X,X,X,X
LIOJSTZ,O,X,O,O,X,X,X,O
LIOJSZT,O,O,O,O,X,X,X,O
LIOJZTS,O,X,O,O,X,X,O,O
LIOJZST,O,O,O,O,X,X,O,O
LIOSTJZ,O,X,O,O,X,X,X,O
LIOSTZJ,O,O,O,X,O,X,O,O
LIOSJTZ,O,X,O,O,X,X,X,O
LIOSJZT,O,O,O,O,X,X,O,O
LIOSZTJ,O,O,O,X,O,X,O,O
LIOSZJT,O,O,O,O,O,X,O,O
LIOZTJS,O,X,X,O,X,X,O,O
LIOZTSJ,O,O,X,X,X,X,O,O
LIOZJTS,O,X,O,O,X,X,O,O
LIOZJST,O,O,O,O,O,X,O,O
LIOZSTJ,O,O,O,O,O,X,O,O
LIOZSJT,O,O,O,O,O,X,O,O
LJTISZO,O,X,O,O,X,O,O,X
LJTISOZ,X,X,X,O,X,X,O,X
LJTIZSO,O,X,O,O,X,X,O,X
LJTIZOS,O,X,O,O,X,O,O,X
LJTIOSZ,O,X,O,O,X,X,X,X
LJTIOZS,O,X,O,O,X,X,O,X
LJTSIZO,O,X,O,O,X,O,X,X
LJTSIOZ,X,X,X,O,X,X,X,X
LJTSZIO,O,X,O,O,X,O,X,X
LJTSZOI,O,X,O,O,X,O,X,X
LJTSOIZ,O,X,O,O,X,O,X,X
LJTSOZI,O,X,O,O,X,O,X,X
LJTZISO,O,X,O,O,X,X,O,X
LJTZIOS,O,X,O,O,X,O,O,X
LJTZSIO,O,X,O,O,X,X,O,X
LJTZSOI,O,X,O,O,X,X,O,X
LJTZOIS,O,X,O,O,X,O,O,X
LJTZOSI,O,X,O,O,X,X,O,X
LJTOISZ,O,X,O,O,X,O,X,X
LJTOIZS,O,X,O,O,X,O,X,X
LJTOSIZ,O,X,O,O,X,O,X,X
LJTOSZI,O,X,O,O,X,O,X,X
LJTOZIS,O,X,O,O,X,O,O,X
LJTOZSI,O,X,O,O,X,X,O,X
LJITSZO,O,X,O,O,X,X,O,X
LJITSOZ,X,X,X,O,X,X,O,X
LJITZSO,O,X,O,O,X,X,O,X
LJITZOS,O,X,O,O,X,X,O,X
LJITOSZ,O,X,O,O,X,X,X,X
LJITOZS,O,X,O,O,X,X,O,X
LJISTZO,X,X,X,O,O,X,X,O
LJISTOZ,X,X,X,O,X,X,X,O
LJISZTO,X,X,X,O,O,X,O,O
LJISZOT,X,X,X,O,O,X,O,O
LJISOTZ,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,O,X,X,O,X
LJIZTSO,O,X,O,O,O,X,O,O
LJIZTOS,O,X,O,O,X,X,O,O
LJIZSTO,X,X,X,O,O,X,O,O
LJIZSOT,X,X,X,O,O,X,O,O
LJIZOTS,O,X,O,O,X,X,O,O
LJIZOST,O,X,O,O,O,X,O,O
LJIOTSZ,O,X,O,O,X,X,X,X
LJIOTZS,O,X,O,O,X,X,X,X
LJIOSTZ,O,X,O,O,X,X,X,X
LJIOSZT,O,X,O,O,X,X,X,X
LJIOZTS,O,X,O,O,X,X,O,X
LJIOZST,O,X,O,O,X,X,O,X
LJSTIZO,O,X,O,O,X,O,X,X
LJSTIOZ,O,X,X,O,X,O,X,O
LJSTZIO,O,X,O,O,O,O,X,X
LJSTZOI,O,O,O,O,O,O,X,O
LJSTOIZ,O,X,O,O,X,O,X,O
LJSTOZI,O,O,O,O,X,O,X,O
LJSITZO,O,X,X,O,O,O,X,O
LJSITOZ,O,X,X,O,X,O,X,O
LJSIZTO,O,X,X,O,O,O,X,O
LJSIZOT,O,X,X,O,O,O,X,O
LJSIOTZ,O,X,X,O,X,O,X,X
LJSIOZT,O,X,X,O,X,O,X,X
LJSZTIO,O,X,O,O,O,O,X,X
LJSZTOI,O,O,O,X,O,O,X,X
LJSZITO,O,X,X,O,O,O,X,X
LJSZIOT,O,X,X,O,O,O,X,X
LJSZOTI,O,O,O,X,O,O,X,X
LJSZOIT,O,O,O,O,O,O,X,X
LJSOTIZ,O,X,O,O,X,O,X,X
LJSOTZI,O,O,O,O,X,O,X,X
LJSOITZ,O,X,O,O,X,O,X,X
LJSOIZT,O,O,O,O,X,O,X,X
LJSOZTI,O,O,O,O,X,O,X,X
LJSOZIT,O,O,O,O,X,O,X,X
LJZTISO,O,X,O,O,O,X,O,X
LJZTIOS,O,X,O,O,X,X,O,X
LJZTSIO,O,X,O,O,O,X,O,X
LJZTSOI,O,X,O,O,O,X,O,X
LJZTOIS,O,X,O,O,X,X,O,X
LJZTOSI,O,X,O,O,X,X,O,X
LJZITSO,O,X,O,O,O,X,O,X
LJZITOS,O,X,O,O,X,X,O,X
LJZISTO,X,X,X,O,O,X,O,X
LJZISOT,X,X,X,O,O,X,O,X
LJZIOTS,O,X,O,O,X,X,O,X
LJZIOST,O,X,O,O,O,X,O,X
LJZSTIO,O,X,O,O,O,X,O,X
LJZSTOI,O,O,O,X,O,X,O,X
LJZSITO,X,X,X,O,O,X,O,X
LJZSIOT,X,X,X,O,O,X,O,X
LJZSOTI,O,O,O,X,O,X,O,X
LJZSOIT,O,O,O,O,O,X,O,X
LJZOTIS,O,X,O,O,X,X,O,X
LJZOTSI,O,X,O,O,X,X,O,X
LJZOITS,O,X,O,O,X,X,O,X
LJZOIST,O,O,O,O,O,X,O,X
LJZOSTI,O,O,O,O,O,X,O,X
LJZOSIT,O,O,O,O,O,X,O,X
LJOTISZ,O,X,O,O,X,O,X,X
LJOTIZS,O,X,O,O,X,O,X,X
LJOTSIZ,O,X,O,O,X,O,X,X
LJOTSZI,O,X,O,O,X,O,X,X
LJOTZIS,O,X,O,O,X,O,X,X
LJOTZSI,O,X,O,O,X,X,X,X
LJOITSZ,O,X,O,O,X,O,X,X
LJOITZS,O,X,O,O,X,O,X,X
LJOISTZ,O,X,O,O,X,O,X,X
LJOISZT,O,O,O,O,X,O,X,X
LJOIZTS,O,X,O,O,X,X,X,X
LJOIZST,O,O,O,O,X,X,X,X
LJOSTIZ,O,X,O,O,X,O,X,X
LJOSTZI,O,O,O,O,X,O,X,X
LJOSITZ,O,X,O,O,X,O,X,X
LJOSIZT,O,O,O,O,X,O,X,X
LJOSZTI,O,O,O,O,X,O,X,X
LJOSZIT,O,O,O,O,X,O,X,X
LJOZTIS,O,X,O,O,X,X,O,X
LJOZTSI,O,X,O,O,X,X,O,X
LJOZITS,O,X,O,O,X,X,O,X
LJOZIST,O,O,O,O,X,X,O,X
LJOZSTI,O,O,O,O,X,X,O,X
LJOZSIT,O,O,O,O,X,X,O,X
LSTIJZO,O,X,O,O,O,O,O,X
LSTIJOZ,X,X,X,O,X,X,O,O
LSTIZJO,O,X,O,O,O,O,O,X
LSTIZOJ,O,O,O,X,O,O,O,X
LSTIOJZ,O,X,O,O,X,O,O,O
LSTIOZJ,O,O,O,X,O,O,O,X
LSTJIZO,O,X,O,O,X,O,X,X
LSTJIOZ,O,X,X,O,X,X,X,O
LSTJZIO,O,X,O,O,O,O,X,X
LSTJZOI,O,O,O,O,O,O,X,O
LSTJOIZ,O,X,O,O,X,O,X,O
LSTJOZI,O,O,O,O,X,O,X,O
LSTZIJO,O,X,O,O,O,O,O,X
LSTZIOJ,O,O,O,O,O,O,O,X
LSTZJIO,O,X,O,O,O,O,O,X
LSTZJOI,O,O,O,O,O,O,O,O
LSTZOIJ,O,O,O,O,X,O,X,X
LSTZOJI,O,O,O,O,O,O,O,O
LSTOIJZ,O,X,O,O,X,O,X,O
LSTOIZJ,O,O,O,O,X,O,X,X
LSTOJIZ,O,X,O,O,X,O,X,O
LSTOJZI,O,O,O,O,X,O,X,O
LSTOZIJ,O,O,O,O,X,O,X,X
LSTOZJI,O,O,O,O,O,O,O,O
LSITJZO,O,X,O,O,O,O,O,O
LSITJOZ,X,X,X,O,X,X,O,O
LSITZJO,O,X,O,X,O,O,O,O
LSITZOJ,O,O,O,X,O,O,O,O
LSITOJZ,O,X,O,X,X,O,O,O
LSITOZJ,O,O,O,X,O,O,O,O
LSIJTZO,O,X,X,O,O,X,X,O
LSIJTOZ,O,X,X,O,X,X,X,O
LSIJZTO,O,X,X,O,O,X,O,O
LSIJZOT,O,X,X,O,O,X,O,O
LSIJOTZ,O,X,X,O,X,X,X,X
LSIJOZT,O,X,X,O,X,X,O,X
LSIZTJO,O,X,O,X,O,O,O,O
LSIZTOJ,O,O,O,X,O,O,O,O
LSIZJTO,X,X,X,O,O,X,O,O
LSIZJOT,X,X,X,O,O,X,O,O
LSIZOTJ,O,O,O,X,O,O,O,O
LSIZOJT,O,O,O,X,O,O,O,O
LSIOTJZ,O,X,O,X,X,O,X,O
LSIOTZJ,O,O,O,X,O,O,O,O
LSIOJTZ,O,X,X,O,X,O,X,O
LSIOJZT,O,O,O,O,X,O,O,O
LSIOZTJ,O,O,O,X,O,O,O,O
LSIOZJT,O,O,O,X,O,O,O,O
LSJTIZO,O,X,O,O,X,O,X,X
LSJTIOZ,O,X,O,O,X,X,X,O
LSJTZIO,O,X,O,O,O,O,X,X
LSJTZOI,O,O,O,O,O,O,X,O
LSJTOIZ,O,X,O,O,X,O,X,O
LSJTOZI,O,O,O,O,X,O,X,O
LSJITZO,O,X,O,O,O,X,X,O
LSJITOZ,O,X,O,O,X,X,X,O
LSJIZTO,O,X,O,O,O,X,X,O
LSJIZOT,O,X,O,O,O,X,X,O
LSJIOTZ,O,X,O,O,X,X,X,X
LSJIOZT,O,X,O,O,X,X,X,X
LSJZTIO,O,X,O,O,O,O,X,X
LSJZTOI,O,O,O,X,O,O,X,X
LSJZITO,O,X,O,O,O,X,X,X
LSJZIOT,O,X,O,O,O,X,X,X
LSJZOTI,O,O,O,X,O,O,X,X
LSJZOIT,O,O,O,O,O,O,X,X
LSJOTIZ,O,X,O,O,X,O,X,X
LSJOTZI,O,O,O,O,X,O,X,X
LSJOITZ,O,X,O,O,X,O,X,X
LSJOIZT,O,O,O,O,X,O,X,X
LSJOZTI,O,O,O,O,X,O,X,X
LSJOZIT,O,O,O,O,X,O,X,X
LSZTIJO,O,X,O,O,O,O,O,X
LSZTIOJ,O,O,O,X,O,O,O,X
LSZTJIO,O,X,O,O,O,O,O,X
LSZTJOI,O,O,O,X,O,O,O,X
LSZTOIJ,O,O,O,X,X,O,X,X
LSZTOJI,O,O,O,X,O,O,O,X
LSZITJO,O,X,O,O,O,O,O,X
LSZITOJ,O,O,O,X,O,O,O,X
LSZIJTO,X,X,X,O,O,X,O,X
LSZIJOT,X,X,X,O,O,X,O,X
LSZIOTJ,O,O,O,X,O,O,O,X
LSZIOJT,O,O,O,O,O,O,O,X
LSZJTIO,O,X,O,O,O,O,O,X
LSZJTOI,O,O,O,X,O,O,O,X
LSZJITO,O,X,X,O,O,X,O,X
LSZJIOT,O,X,X,O,O,X,O,X
LSZJOTI,O,O,O,X,O,O,O,X
LSZJOIT,O,O,O,O,O,O,O,X
LSZOTIJ,O,O,O,X,X,O,X,X
LSZOTJI,O,O,O,X,O,O,X,X
LSZOITJ,O,O,O,X,O,O,X,X
LSZOIJT,O,O,O,O,O,O,X,X
LSZOJTI,O,O,O,X,O,O,O,X
LSZOJIT,O,O,O,O,O,O,O,X
LSOTIJZ,O,X,O,O,X,O,X,O
LSOTIZJ,O,O,O,O,X,O,X,X
LSOTJIZ,O,X,O,O,X,O,X,O
LSOTJZI,O,O,O,O,X,O,X,O
LSOTZIJ,O,O,O,O,X,O,X,X
LSOTZJI,O,O,O,O,O,O,X,O
LSOITJZ,O,X,O,O,X,O,X,O
LSOITZJ,O,O,O,X,O,O,X,O
LSOIJTZ,O,X,O,O,X,O,X,O
LSOIJZT,O,O,O,O,X,O,X,O
LSOIZTJ,O,O,O,X,O,O,X,O
LSOIZJT,O,O,O,O,O,O,X,O
LSOJTIZ,O,X,O,O,X,O,X,O
LSOJTZI,O,O,O,O,X,O,X,O
LSOJITZ,O,X,O,O,X,O,X,O
LSOJIZT,O,O,O,O,X,O,X,O
LSOJZTI,O,O,O,O,X,O,X,X
LSOJZIT,O,O,O,O,X,O,X,X
LSOZTIJ,O,O,O,O,X,O,X,X
LSOZTJI,O,O,O,O,O,O,X,X
LSOZITJ,O,O,O,O,O,O,X,X
LSOZIJT,O,O,O,O,O,O,X,X
LSOZJTI,O,O,O,O,O,O,O,X
LSOZJIT,O,O,O,O,O,O,O,X
LZTIJSO,O,X,O,O,O,X,O,X
LZTIJOS,O,X,O,O,X,X,O,X
LZTISJO,O,X,O,O,O,X,O,X
LZTISOJ,O,X,O,O,O,X,O,X
LZTIOJS,O,X,O,O,X,X,O,X
LZTIOSJ,O,X,O,X,X,X,O,X
LZTJISO,O,X,O,O,O,X,O,X
LZTJIOS,O,X,O,O,X,X,O,X
LZTJSIO,X,X,O,O,O,X,O,X
LZTJSOI,X,X,O,O,O,X,O,X
LZTJOIS,O,X,O,O,X,X,O,X
LZTJOSI,X,X,O,O,X,X,O,X
LZTSIJO,O,X,O,O,O,X,O,X
LZTSIOJ,O,O,O,O,O,X,O,X
LZTSJIO,O,X,X,O,O,X,O,X
LZTSJOI,O,O,X,O,O,X,O,X
LZTSOIJ,O,O,O,O,X,X,X,X
LZTSOJI,O,O,X,O,O,X,O,X
LZTOIJS,O,X,O,O,X,X,O,X
LZTOISJ,O,O,O,X,X,X,O,X
LZTOJIS,O,X,O,O,X,X,O,X
LZTOJSI,X,X,O,O,X,X,O,X
LZTOSIJ,O,O,O,O,X,X,X,X
LZTOSJI,O,O,X,O,X,X,O,X
LZITJSO,X,X,X,O,O,X,O,X
LZITJOS,X,X,X,O,X,X,O,X
LZITSJO,X,X,X,X,O,X,O,X
LZITSOJ,X,X,X,X,O,X,O,X
LZITOJS,X,X,X,X,X,X,O,X
LZITOSJ,X,X,X,X,X,X,O,X
LZIJTSO,X,X,X,O,O,X,O,X
LZIJTOS,X,X,X,O,X,X,O,X
LZIJSTO,X,X,X,O,O,X,O,X
LZIJSOT,X,X,X,O,O,X,O,X
LZIJOTS,X,X,X,O,X,X,O,X
LZIJOST,X,X,X,O,O,X,O,X
LZISTJO,X,X,X,O,O,X,O,X
LZISTOJ,X,O,X,X,O,X,O,X
LZISJTO,X,X,X,O,O,X,O,X
LZISJOT,X,X,X,O,O,X,O,X
LZISOTJ,X,O,X,X,O,X,O,X
LZISOJT,X,O,X,O,O,X,O,X
LZIOTJS,X,X,X,X,X,X,O,X
LZIOTSJ,X,O,X,X,X,X,O,X
LZIOJTS,X,X,X,O,X,X,O,X
LZIOJST,X,O,X,O,O,X,O,X
LZIOSTJ,X,O,X,X,O,X,O,X
LZIOSJT,X,O,X,X,O,X,O,X
LZJTISO,O,X,O,O,O,X,O,X
LZJTIOS,O,X,O,O,X,X,O,X
LZJTSIO,O,X,O,O,O,X,O,X
LZJTSOI,O,X,O,O,O,X,O,X
LZJTOIS,O,X,O,O,X,X,O,X
LZJTOSI,O,X,O,O,X,X,O,X
LZJITSO,O,X,O,O,O,X,O,X
LZJITOS,O,X,O,O,X,X,O,X
LZJISTO,X,X,X,O,O,X,O,X
LZJISOT,X,X,X,O,O,X,O,X
LZJIOTS,O,X,O,O,X,X,O,X
LZJIOST,O,X,O,O,O,X,O,X
LZJSTIO,O,X,O,O,O,X,O,X
LZJSTOI,O,O,O,X,O,X,O,X
LZJSITO,X,X,X,O,O,X,O,X
LZJSIOT,X,X,X,O,O,X,O,X
LZJSOTI,O,O,O,X,O,X,O,X
LZJSOIT,O,O,O,O,O,X,O,X
LZJOTIS,O,X,O,O,X,X,O,X
LZJOTSI,O,X,O,O,X,X,O,X
LZJOITS,O,X,O,O,X,X,O,X
LZJOIST,O,O,O,O,O,X,O,X
LZJOSTI,O,O,O,O,O,X,O,X
LZJOSIT,O,O,O,O,O,X,O,X
LZSTIJO,O,X,O,O,O,X,O,X
LZSTIOJ,O,O,O,X,O,X,O,X
LZSTJIO,O,X,O,O,O,X,O,X
LZSTJOI,O,O,O,X,O,X,O,X
LZSTOIJ,O,O,O,X,X,X,X,X
LZSTOJI,O,O,O,X,O,X,O,X
LZSITJO,O,X,O,O,O,X,O,X
LZSITOJ,O,O,O,X,O,X,O,X
LZSIJTO,X,X,X,O,O,X,O,X
LZSIJOT,X,X,X,O,O,X,O,X
LZSIOTJ,O,O,O,X,O,X,O,X
LZSIOJT,O,O,O,O,O,X,O,X
LZSJTIO,O,X,O,O,O,X,O,X
LZSJTOI,O,O,O,X,O,X,O,X
LZSJITO,O,X,X,O,O,X,O,X
LZSJIOT,O,X,X,O,O,X,O,X
LZSJOTI,O,O,O,X,O,X,O,X
LZSJOIT,O,O,O,O,O,X,O,X
LZSOTIJ,O,O,O,X,X,X,X,X
LZSOTJI,O,O,O,X,O,X,X,X
LZSOITJ,O,O,O,X,O,X,X,X
LZSOIJT,O,O,O,O,O,X,X,X
LZSOJTI,O,O,O,X,O,X,O,X
LZSOJIT,O,O,O,O,O,X,O,X
LZOTIJS,O,X,O,O,X,X,O,X
LZOTISJ,O,O,O,X,X,X,O,X
LZOTJIS,O,X,O,O,X,X,O,X
LZOTJSI,X,X,O,O,X,X,O,X
LZOTSIJ,O,O,O,O,X,X,X,X
LZOTSJI,O,O,X,O,X,X,O,X
LZOITJS,O,X,X,O,X,X,O,X
LZOITSJ,O,O,X,X,X,X,O,X
LZOIJTS,O,X,O,O,X,X,O,X
LZOIJST,O,O,O,O,O,X,O,X
LZOISTJ,O,O,O,O,O,X,O,X
LZOISJT,O,O,O,O,O,X,O,X
LZOJTIS,O,X,O,O,X,X,O,X
LZOJTSI,O,X,O,O,X,X,O,X
LZOJITS,O,X,O,O,X,X,O,X
LZOJIST,O,O,O,O,O,X,O,X
LZOJSTI,O,O,O,O,O,X,O,X
LZOJSIT,O,O,O,O,O,X,O,X
LZOSTIJ,O,O,O,O,X,X,X,X
LZOSTJI,O,O,O,O,O,X,X,X
LZOSITJ,O,O,O,O,O,X,X,X
LZOSIJT,O,O,O,O,O,X,X,X
LZOSJTI,O,O,O,O,O,X,O,X
LZOSJIT,O,O,O,O,O,X,O,X
LOTIJSZ,O,X,O,O,X,O,X,X
LOTIJZS,O,X,O,O,X,O,O,X
LOTISJZ,O,X,O,O,X,O,O,X
LOTISZJ,O,O,O,O,X,O,O,X
LOTIZJS,O,X,O,O,X,O,O,X
LOTIZSJ,O,O,O,X,X,X,O,X
LOTJISZ,O,X,O,O,X,O,X,X
LOTJIZS,O,X,O,O,X,O,X,X
LOTJSIZ,O,X,O,O,X,O,X,X
LOTJSZI,O,X,O,O,X,O,X,X
LOTJZIS,O,X,O,O,X,O,O,X
LOTJZSI,O,X,O,O,X,X,O,X
LOTSIJZ,O,X,O,O,X,O,X,X
LOTSIZJ,O,O,O,O,X,O,X,X
LOTSJIZ,O,X,O,O,X,O,X,X
LOTSJZI,O,O,O,O,X,O,X,X
LOTSZIJ,O,O,O,O,X,O,X,X
LOTSZJI,O,O,O,O,X,O,O,X
LOTZIJS,O,X,O,O,X,O,O,X
LOTZISJ,O,O,O,X,X,X,O,X
LOTZJIS,O,X,O,O,X,X,O,X
LOTZJSI,X,X,O,O,X,X,O,X
LOTZSIJ,O,O,O,O,X,X,X,X
LOTZSJI,O,O,X,O,X,X,O,X
LOITJSZ,O,X,O,O,X,O,X,X
LOITJZS,O,X,O,O,X,O,O,X
LOITSJZ,O,X,O,O,X,O,O,X
LOITSZJ,O,O,O,O,X,O,O,X
LOITZJS,O,X,O,O,X,O,O,X
LOITZSJ,O,O,O,X,X,X,O,X
LOIJTSZ,O,X,O,O,X,O,X,X
LOIJTZS,O,X,O,O,X,O,X,X
LOIJSTZ,O,X,O,O,X,O,X,O
LOIJSZT,O,O,O,O,X,O,X,O
LOIJZTS,O,X,O,O,X,X,O,O
LOIJZST,O,O,O,O,X,X,O,O
LOISTJZ,O,X,O,O,X,O,X,O
LOISTZJ,O,O,O,X,O,O,O,O
LOISJTZ,O,X,O,O,X,O,X,O
LOISJZT,O,O,O,O,X,O,O,O
LOISZTJ,O,O,O,X,O,O,O,O
LOISZJT,O,O,O,O,O,O,O,O
LOIZTJS,O,X,X,O,X,X,O,O
LOIZTSJ,O,O,X,X,X,X,O,O
LOIZJTS,O,X,O,O,X,X,O,O
LOIZJST,O,O,O,O,O,X,O,O
LOIZSTJ,O,O,O,O,O,X,O,O
LOIZSJT,O,O,O,O,O,X,O,O
LOJTISZ,O,X,O,O,X,O,X,X
LOJTIZS,O,X,O,O,X,O,X,X
LOJTSIZ,O,X,O,O,X,O,X,X
LOJTSZI,O,X,O,O,X,O,X,X
LOJTZIS,O,X,O,O,X,O,X,X
LOJTZSI,O,X,O,O,X,X,X,X
LOJITSZ,O,X,O,O,X,O,X,X
LOJITZS,O,X,O,O,X,O,X,X
LOJISTZ,O,X,O,O,X,O,X,O
LOJISZT,O,O,O,O,X,O,X,O
LOJIZTS,O,X,O,O,X,X,X,O
LOJIZST,O,O,O,O,X,X,X,O
LOJSTIZ,O,X,O,O,X,O,X,O
LOJSTZI,O,O,O,O,X,O,X,O
LOJSITZ,O,X,O,O,X,O,X,O
LOJSIZT,O,O,O,O,X,O,X,O
LOJSZTI,O,O,O,O,X,O,X,X
LOJSZIT,O,O,O,O,X,O,X,X
LOJZTIS,O,X,O,O,X,X,O,X
LOJZTSI,O,X,O,O,X,X,O,X
LOJZITS,O,X,O,O,X,X,O,X
LOJZIST,O,O,O,O,X,X,O,X
LOJZSTI,O,O,O,O,X,X,O,X
LOJZSIT,O,O,O,O,X,X,O,X
LOSTIJZ,O,X,O,O,X,O,X,O
LOSTIZJ,O,O,O,O,X,O,X,X
LOSTJIZ,O,X,O,O,X,O,X,O
LOSTJZI,O,O,O,O,X,O,X,O
LOSTZIJ,O,O,O,O,X,O,X,X
LOSTZJI,O,O,O,O,O,O,X,O
LOSITJZ,O,X,O,O,X,O,X,O
LOSITZJ,O,O,O,X,O,O,X,O
LOSIJTZ,O,X,O,O,X,O,X,O
LOSIJZT,O,O,O,O,X,O,X,O
LOSIZTJ,O,O,O,X,O,O,X,O
LOSIZJT,O,O,O,O,O,O,X,O
LOSJTIZ,O,X,O,O,X,O,X,O
LOSJTZI,O,O,O,O,X,O,X,O
LOSJITZ,O,X,O,O,X,O,X,O
LOSJIZT,O,O,O,O,X,O,X,O
LOSJZTI,O,O,O,O,X,O,X,X
LOSJZIT,O,O,O,O,X,O,X,X
LOSZTIJ,O,O,O,O,X,O,X,X
