sequence,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFicBuiBcjBX?gBzhBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBqiBTeBX?gB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBSjBXgB0?hBziBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Je2AJvhFRcBCeBzhBX?jB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhF/hBRdBSjB2?nB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jei7IvhFWjBRhB0fBz?hBXjBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFyhBGeBXgBz?iB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhF2hBTeBXgBS?nB8sBFsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhFxhBOoB0fBl?hBCjB/sB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFTcBcjBXgBS?nB2sBlsB
IOTSLJZ,O,O,X,O,O,X,X,X,X,X
IOTSLZJ,O,O,X,O,X,X,X,X,X,X
IOTSJLZ,O,O,X,O,O,X,X,X,X,X
IOTSJZL,O,O,X,O,O,X,X,X,X,X
IOTSZLJ,O,O,X,O,X,X,X,X,X,X
IOTSZJL,O,O,X,O,X,X,X,X,X,X
IOTZLJS,O,O,X,X,X,X,X,X,X,X
IOTZLSJ,O,O,X,X,X,X,X,X,X,X
IOTZJLS,O,O,X,X,X,X,X,X,X,X
IOTZJSL,O,X,X,O,X,X,X,X,X,X
IOTZSLJ,O,O,X,O,X,X,X,X,X,X
IOTZSJL,O,O,X,O,X,X,X,X,X,X
IOLTJSZ,X,X,X,O,O,O,X,X,X,X
IOLTJZS,O,O,X,X,X,O,X,X,X,X
IOLTSJZ,O,X,X,O,O,X,X,X,X,X
IOLTSZJ,O,O,X,O,X,X,X,X,X,X
IOLTZJS,O,O,X,X,X,X,X,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,O,X,O,X,X,X,X
IOLJTZS,O,X,X,X,X,O,X,X,X,X
IOLJSTZ,X,X,X,O,X,O,X,X,O,X
IOLJSZT,X,X,X,O,X,O,X,X,O,X
IOLJZTS,O,X,X,X,X,O,X,X,X,X
IOLJZST,O,X,X,X,X,O,X,X,O,X
IOLSTJZ,O,X,X,O,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X,X,O
IOLSJTZ,O,X,X,O,X,X,X,X,X,X
IOLSJZT,O,X,X,O,X,X,X,X,X,O
IOLSZTJ,O,X,X,X,X,X,X,X,X,O
IOLSZJT,O,X,X,O,X,X,X,X,X,O
IOLZTJS,O,X,X,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,X,X,X,X,X,X,X
IOLZJST,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,X,X,X,X,X,X,O
IOLZSJT,O,X,X,X,X,X,X,X,X,O
IOJTLSZ,X,X,X,O,X,X,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,X,X,X
IOJTSLZ,X,X,X,O,X,X,X,X,O,X
IOJTSZL,X,X,X,O,X,X,X,X,O,X
IOJTZLS,O,O,X,X,X,X,X,X,X,X
IOJTZSL,O,X,X,O,X,X,X,X,O,X
IOJLTSZ,X,X,X,O,X,O,X,X,X,X
IOJLTZS,O,X,X,X,X,O,X,X,X,X
IOJLSTZ,X,X,X,O,X,O,X,X,O,X
IOJLSZT,X,X,X,O,X,O,X,X,O,X
IOJLZTS,O,X,X,X,X,O,X,X,X,X
IOJLZST,O,X,X,X,X,O,X,X,O,X
IOJSTLZ,X,X,X,O,X,X,X,X,O,X
IOJSTZL,X,X,X,O,X,X,X,X,O,X
IOJSLTZ,X,X,X,O,X,X,X,X,O,X
IOJSLZT,X,X,X,O,X,X,X,X,O,X
IOJSZTL,X,X,X,X,X,X,X,X,O,X
IOJSZLT,X,X,X,O,X,X,X,X,O,X
IOJZTLS,O,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,O,X,X,X,X,O,X
IOJZLTS,O,X,X,X,X,X,X,X,X,X
IOJZLST,O,X,X,X,X,X,X,X,O,X
IOJZSTL,X,X,X,X,X,X,X,X,O,X
IOJZSLT,O,X,X,O,X,X,X,X,O,X
IOSTLJZ,O,O,X,O,O,X,X,X,X,X
IOSTLZJ,O,O,X,O,X,X,X,X,X,O
IOSTJLZ,O,O,X,O,O,X,X,X,O,X
IOSTJZL,O,O,X,O,O,X,X,X,O,X
IOSTZLJ,O,O,X,O,X,X,X,O,X,O
IOSTZJL,O,O,X,O,X,X,X,O,X,X
IOSLTJZ,O,O,X,O,X,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X,X,O
IOSLJTZ,O,X,X,O,X,X,X,X,O,X
IOSLJZT,O,X,X,O,X,X,X,X,O,O
IOSLZTJ,O,X,X,X,X,X,X,O,X,O
IOSLZJT,O,X,X,O,X,X,X,O,X,O
IOSJTLZ,O,O,X,O,X,X,X,X,O,X
IOSJTZL,O,O,X,O,X,X,X,X,O,X
IOSJLTZ,O,X,X,O,X,X,X,X,O,X
IOSJLZT,O,X,X,O,X,X,X,X,O,O
IOSJZTL,O,X,X,X,X,X,X,O,O,X
IOSJZLT,O,X,X,O,X,X,X,O,O,O
IOSZTLJ,O,O,X,X,X,X,X,O,X,O
IOSZTJL,O,O,X,X,X,X,X,O,X,X
IOSZLTJ,O,X,X,X,X,X,X,O,X,O
IOSZLJT,O,X,X,O,X,X,X,O,X,O
IOSZJTL,O,X,X,X,X,X,X,O,O,X
IOSZJLT,O,X,X,O,X,X,X,O,O,O
IOZTLJS,O,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,X,X,X,X,X,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,X,X,O,X,X,X,X,X,X
IOZTSLJ,O,O,X,O,X,X,X,X,X,X
IOZTSJL,O,X,X,O,X,X,X,X,X,X
IOZLTJS,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,X,X,X,X,X,X
IOZLJTS,O,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X,O,X,X
IOZLSTJ,O,X,X,X,X,X,X,O,X,O
IOZLSJT,O,X,X,X,X,X,X,O,X,O
IOZJTLS,O,O,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,O,X,X,X,X,O,X
IOZJLTS,O,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,O,O,X
IOZJSTL,O,X,X,X,X,X,X,O,O,X
IOZJSLT,O,X,X,O,X,X,X,O,O,X
IOZSTLJ,O,X,X,X,X,X,X,O,X,O
IOZSTJL,O,X,X,X,X,X,X,O,X,X
IOZSLTJ,O,X,X,X,X,X,X,O,X,O
IOZSLJT,O,X,X,O,X,X,X,O,X,O
IOZSJTL,O,X,X,X,X,X,X,O,X,X
IOZSJLT,O,X,X,O,X,X,X,O,X,O
LTIJSZO,X,X,X,X,O,O,X,X,X,X
LTIJSOZ,X,X,X,X,O,O,X,X,X,X
LTIJZSO,O,O,X,X,X,O,X,X,X,X
LTIJZOS,O,O,X,X,X,O,X,X,X,X
LTIJOSZ,X,X,X,X,O,O,X,X,X,X
LTIJOZS,O,O,X,X,X,O,X,X,X,X
LTISJZO,O,O,O,X,O,O,X,X,X,X
LTISJOZ,O,O,X,X,O,O,O,X,X,X
LTISZJO,O,O,O,X,X,X,X,X,X,X
LTISZOJ,O,O,O,X,X,X,O,X,X,X
LTISOJZ,O,O,X,X,O,X,O,X,X,X
LTISOZJ,O,O,O,X,X,X,O,X,X,X
LTIZJSO,O,O,O,X,X,O,X,X,X,X
LTIZJOS,O,O,X,X,X,O,X,X,X,X
LTIZSJO,O,O,O,X,X,X,X,X,X,X
LTIZSOJ,O,O,O,X,X,X,X,X,X,X
LTIZOJS,O,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,O,O,O,X,X,X
LTIOJZS,O,O,X,X,X,O,X,X,X,X
LTIOSJZ,O,O,X,X,O,X,O,X,X,X
LTIOSZJ,O,O,X,X,X,X,O,X,X,X
LTIOZJS,O,O,X,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,O,O,X,X,X,X
LTJISOZ,X,X,X,X,O,O,X,X,X,X
LTJIZSO,O,O,X,X,X,O,X,X,X,X
LTJIZOS,O,O,X,X,X,O,X,X,X,X
LTJIOSZ,X,X,X,O,O,O,X,X,X,X
LTJIOZS,O,O,X,X,X,O,X,X,X,X
LTJSIZO,O,O,O,X,O,X,X,X,X,X
LTJSIOZ,O,O,X,O,O,X,O,X,X,X
LTJSZIO,O,O,O,X,O,X,X,X,X,X
LTJSZOI,O,O,O,O,O,X,X,X,X,X
LTJSOIZ,O,O,X,O,O,X,O,X,X,X
LTJSOZI,O,O,X,O,O,X,O,X,X,X
LTJZISO,O,O,O,X,X,X,X,X,X,X
LTJZIOS,O,O,X,X,X,X,X,X,X,X
LTJZSIO,O,O,O,X,O,X,X,X,X,X
LTJZSOI,O,O,O,X,O,X,X,X,X,X
LTJZOIS,O,O,X,X,X,X,X,X,X,X
LTJZOSI,O,O,O,X,O,X,X,X,X,X
LTJOISZ,X,X,X,O,O,X,O,X,X,X
LTJOIZS,O,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,O,O,X,O,X,X,X
LTJOSZI,O,O,X,O,O,X,O,X,X,X
LTJOZIS,O,O,X,X,X,X,X,X,X,X
LTJOZSI,O,O,X,X,O,X,O,X,X,X
LTSIJZO,O,O,O,X,O,X,X,X,X,X
LTSIJOZ,O,O,X,O,O,X,O,X,X,X
LTSIZJO,O,O,O,X,X,X,X,X,X,O
LTSIZOJ,O,O,O,X,X,X,O,X,X,O
LTSIOJZ,O,O,X,O,O,X,O,X,X,X
LTSIOZJ,O,O,O,O,X,X,O,X,X,O
LTSJIZO,O,O,O,X,O,X,X,X,X,X
LTSJIOZ,O,O,X,O,O,X,O,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X,X,X
LTSJZOI,O,O,O,O,O,X,X,X,X,X
LTSJOIZ,O,O,X,O,O,X,O,X,X,X
LTSJOZI,O,O,X,O,O,X,O,X,X,X
LTSZIJO,O,O,O,X,X,X,X,X,X,O
LTSZIOJ,O,O,O,X,X,X,O,X,X,O
LTSZJIO,O,O,O,X,O,X,X,X,X,O
LTSZJOI,O,O,O,O,O,X,X,X,X,O
LTSZOIJ,O,O,O,O,X,X,O,X,X,O
LTSZOJI,O,O,O,O,O,X,O,X,X,O
LTSOIJZ,O,O,X,O,O,X,O,X,X,X
LTSOIZJ,O,O,O,O,X,X,O,X,X,O
LTSOJIZ,O,O,X,O,O,X,O,X,X,X
LTSOJZI,O,O,X,O,O,X,O,X,X,X
LTSOZIJ,O,O,O,O,X,X,O,X,X,O
LTSOZJI,O,O,O,O,O,X,O,X,X,O
LTZIJSO,O,O,O,X,X,X,X,X,X,X
LTZIJOS,O,O,X,X,X,X,X,X,X,X
LTZISJO,O,O,O,X,X,X,X,X,X,X
LTZISOJ,O,O,O,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,X,X,X,X,X,X
LTZJIOS,O,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,O,X,O,X,X,X,X,X
LTZJSOI,O,O,O,X,O,X,X,X,X,X
LTZJOIS,O,O,X,X,X,X,X,X,X,X
LTZJOSI,O,O,O,X,O,X,X,X,X,X
LTZSIJO,O,O,O,X,X,X,X,X,X,O
LTZSIOJ,O,O,O,X,X,X,O,X,X,O
LTZSJIO,O,O,O,X,O,X,X,X,X,O
LTZSJOI,O,O,O,X,O,X,X,X,X,O
LTZSOIJ,O,O,O,X,X,X,O,X,X,O
LTZSOJI,O,O,O,X,O,X,O,X,X,O
LTZOIJS,O,O,X,X,X,X,X,X,X,X
LTZOISJ,O,O,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,X,O,X,O,X,X,X
LTZOSIJ,O,O,O,X,X,X,O,X,X,O
LTZOSJI,O,O,O,X,O,X,O,X,X,O
LTOIJSZ,X,X,X,O,O,X,O,X,X,X
LTOIJZS,O,O,X,X,X,X,X,X,X,X
LTOISJZ,O,O,X,O,O,X,O,X,X,X
LTOISZJ,O,O,X,O,X,X,O,X,X,X
LTOIZJS,O,O,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,O,O,X,O,X,X,X
LTOJIZS,O,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,O,O,X,O,X,X,X
LTOJSZI,O,O,X,O,O,X,O,X,X,X
LTOJZIS,O,O,X,X,X,X,X,X,X,X
LTOJZSI,O,O,X,X,O,X,O,X,X,X
LTOSIJZ,O,O,X,O,O,X,O,X,X,X
LTOSIZJ,O,O,O,O,X,X,O,X,X,O
LTOSJIZ,O,O,X,O,O,X,O,X,X,X
LTOSJZI,O,O,X,O,O,X,O,X,X,X
LTOSZIJ,O,O,O,O,X,X,O,X,X,O
LTOSZJI,O,O,O,O,O,X,O,X,X,O
LTOZIJS,O,O,X,X,X,X,X,X,X,X
LTOZISJ,O,O,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,X,X,X,X,X,X,X
LTOZJSI,O,O,O,X,O,X,O,X,X,X
LTOZSIJ,O,O,O,X,X,X,O,X,X,O
LTOZSJI,O,O,O,X,O,X,O,X,X,O
LITJSZO,X,X,X,X,O,O,X,X,X,X
LITJSOZ,X,X,X,X,O,O,X,X,X,X
LITJZSO,O,O,X,X,X,O,X,X,X,X
LITJZOS,O,O,X,X,X,O,X,X,X,X
LITJOSZ,X,X,X,X,O,O,X,X,X,X
LITJOZS,O,O,X,X,X,O,X,X,X,X
LITSJZO,O,X,O,X,O,O,X,X,X,X
LITSJOZ,O,X,X,X,O,O,O,X,X,X
LITSZJO,O,O,O,X,X,X,X,X,X,X
LITSZOJ,O,O,O,X,X,X,O,X,X,X
LITSOJZ,O,X,X,X,O,X,O,X,X,X
LITSOZJ,O,O,O,X,X,X,O,X,X,X
LITZJSO,O,O,O,X,X,O,X,X,X,X
LITZJOS,O,O,X,X,X,O,X,X,X,X
LITZSJO,O,O,O,X,X,X,X,X,X,X
LITZSOJ,O,O,O,X,X,X,X,X,X,X
LITZOJS,O,O,X,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,O,O,X,X,X
LITOJZS,O,O,X,X,X,O,X,X,X,X
LITOSJZ,O,X,X,X,O,X,O,X,X,X
LITOSZJ,O,O,X,X,X,X,O,X,X,X
LITOZJS,O,O,X,X,X,X,X,X,X,X
LITOZSJ,O,O,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,X,X,X
LIJTZSO,O,X,X,X,X,O,X,X,X,X
LIJTZOS,O,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,X,X,X,X
LIJTOZS,O,X,X,X,X,O,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X
LIJSZTO,X,X,X,X,X,O,X,X,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X
LIJSOTZ,X,X,X,X,X,O,X,X,X,X
LIJSOZT,X,X,X,X,X,O,X,X,X,X
LIJZTSO,O,X,X,X,X,O,X,X,X,X
LIJZTOS,O,X,X,X,X,O,X,X,X,X
LIJZSTO,O,X,X,X,X,O,X,X,X,X
LIJZSOT,O,X,X,X,X,O,X,X,X,X
LIJZOTS,O,X,X,X,X,O,X,X,X,X
LIJZOST,O,X,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,X,O,X,X,X,X
LIJOTZS,O,X,X,X,X,O,X,X,X,X
LIJOSTZ,X,X,X,X,X,O,X,X,O,X
LIJOSZT,X,X,X,X,X,O,X,X,O,X
LIJOZTS,O,X,X,X,X,O,X,X,X,X
LIJOZST,O,X,X,X,X,O,X,X,O,X
LISTJZO,O,X,O,X,X,O,X,X,X,X
LISTJOZ,O,X,X,X,X,O,O,X,X,X
LISTZJO,O,X,O,X,X,X,X,X,X,O
LISTZOJ,O,X,O,X,X,X,O,X,X,O
LISTOJZ,O,X,X,X,X,X,O,X,X,X
LISTOZJ,O,X,O,X,X,X,O,X,X,O
LISJTZO,O,X,O,X,X,O,X,X,X,X
LISJTOZ,O,X,X,X,X,O,O,X,X,X
LISJZTO,O,X,O,X,X,O,X,X,X,O
LISJZOT,O,X,O,X,X,O,X,X,X,O
LISJOTZ,O,X,X,X,X,O,X,X,X,X
LISJOZT,O,X,X,X,X,O,X,X,X,O
LISZTJO,O,X,O,X,X,X,X,X,X,O
LISZTOJ,O,X,O,X,X,X,O,X,X,O
LISZJTO,O,X,O,X,X,X,X,X,X,O
LISZJOT,O,X,O,X,X,X,X,X,X,O
LISZOTJ,O,X,X,X,X,X,X,X,X,O
LISZOJT,O,X,O,X,X,X,X,X,X,O
LISOTJZ,O,X,X,X,X,X,O,X,X,X
LISOTZJ,O,X,O,X,X,X,O,X,X,O
LISOJTZ,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,O
LISOZTJ,O,X,X,X,X,X,X,X,X,O
LISOZJT,O,X,O,X,X,X,X,X,X,O
LIZTJSO,O,O,X,X,X,O,X,X,X,X
LIZTJOS,O,O,X,X,X,O,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,O,X,X,X,X
LIZJTOS,O,O,X,X,X,O,X,X,X,X
LIZJSTO,O,X,O,X,X,O,X,X,X,X
LIZJSOT,O,X,O,X,X,O,X,X,X,X
LIZJOTS,O,X,X,X,X,O,X,X,X,X
LIZJOST,O,X,X,X,X,O,X,X,X,X
LIZSTJO,O,X,O,X,X,X,X,X,X,O
LIZSTOJ,X,X,X,X,X,X,X,X,X,O
LIZSJTO,O,X,O,X,X,X,X,X,X,O
LIZSJOT,O,X,O,X,X,X,X,X,X,O
LIZSOTJ,X,X,X,X,X,X,X,X,X,O
LIZSOJT,O,X,O,X,X,X,X,X,X,O
LIZOTJS,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,O
LIZOSJT,O,X,X,X,X,X,X,X,X,O
LIOTJSZ,X,X,X,X,O,O,X,X,X,X
LIOTJZS,O,O,X,X,X,O,X,X,X,X
LIOTSJZ,O,X,X,X,O,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X,X,X
LIOJTZS,O,X,X,X,X,O,X,X,X,X
LIOJSTZ,X,X,X,X,X,O,X,X,O,X
LIOJSZT,X,X,X,X,X,O,X,X,O,X
LIOJZTS,O,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,X,O,X,X,O,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,O
LIOSJTZ,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,O
LIOSZTJ,O,X,X,X,X,X,X,X,X,O
LIOSZJT,O,X,X,X,X,X,X,X,X,O
LIOZTJS,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,O
LIOZSJT,O,X,X,X,X,X,X,X,X,O
LJTISZO,X,X,X,X,O,O,X,X,X,X
LJTISOZ,X,X,X,X,O,O,X,X,X,X
LJTIZSO,O,X,X,X,X,O,X,X,X,X
LJTIZOS,O,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,O,O,O,X,X,X,X
LJTIOZS,O,X,X,X,X,O,X,X,X,X
LJTSIZO,O,X,O,X,O,X,X,X,X,X
LJTSIOZ,O,X,X,O,O,X,O,X,X,X
LJTSZIO,O,X,O,X,O,X,X,X,X,X
LJTSZOI,O,X,O,O,O,X,X,X,X,X
LJTSOIZ,O,X,X,O,O,X,O,X,X,X
LJTSOZI,O,X,X,O,O,X,O,X,X,X
LJTZISO,O,X,O,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,O,X,O,X,X,X,X,X
LJTZSOI,O,X,O,X,O,X,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,O,X,X,X,X,X
LJTOISZ,X,X,X,O,O,X,O,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,O,O,X,O,X,X,X
LJTOSZI,O,X,X,O,O,X,O,X,X,X
LJTOZIS,O,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,X,X,O,X,O,X,X,X
LJITSZO,X,X,X,X,X,O,X,X,X,X
LJITSOZ,X,X,X,X,X,O,X,X,X,X
LJITZSO,O,X,X,X,X,O,X,X,X,X
LJITZOS,O,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,O,X,O,X,X,X,X
LJITOZS,O,X,X,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,X,X,O,X,X,X,X
LJISOTZ,X,X,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,X,X,O,X,X,X,X
LJIZTSO,O,X,X,X,X,O,X,X,X,X
LJIZTOS,O,X,X,X,X,O,X,X,X,X
LJIZSTO,O,X,X,X,X,O,X,X,X,X
LJIZSOT,O,X,X,X,X,O,X,X,X,X
LJIZOTS,O,X,X,X,X,O,X,X,X,X
LJIZOST,O,X,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,O,X,O,X,X,X,X
LJIOTZS,O,X,X,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,O,X,O,X,X,O,X
LJIOSZT,X,X,X,O,X,O,X,X,O,X
LJIOZTS,O,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,X,O,X,X,O,X
LJSTIZO,O,X,O,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,O,X,X,X
LJSTZIO,O,X,O,X,X,X,X,X,X,X
LJSTZOI,O,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,O,X,X,O,X,X,X
LJSTOZI,O,X,X,O,X,X,O,X,X,X
LJSITZO,O,X,O,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,O,X,X,X
LJSIZTO,O,X,O,X,X,X,X,O,X,O
LJSIZOT,O,X,O,X,X,X,X,O,X,O
LJSIOTZ,O,X,X,O,X,X,X,X,O,X
LJSIOZT,O,X,X,O,X,X,X,X,O,O
LJSZTIO,O,X,O,X,X,X,X,O,X,O
LJSZTOI,X,X,O,X,X,X,X,O,X,O
LJSZITO,O,X,O,X,X,X,X,O,X,O
LJSZIOT,O,X,O,X,X,X,X,O,X,O
LJSZOTI,X,X,O,O,X,X,X,O,X,O
LJSZOIT,O,X,O,O,X,X,X,O,X,O
LJSOTIZ,O,X,X,O,X,X,X,X,X,X
LJSOTZI,O,X,X,O,X,X,X,X,X,X
LJSOITZ,O,X,X,O,X,X,X,X,O,X
LJSOIZT,O,X,X,O,X,X,X,X,O,O
LJSOZTI,O,X,X,O,X,X,X,X,X,O
LJSOZIT,O,X,X,O,X,X,X,X,X,O
LJZTISO,O,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,O,X,X,X,X,O,X,X
LJZTSOI,X,X,O,X,X,X,X,O,X,X
LJZTOIS,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,O,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,O,X,X,X,X,O,X,X
LJZISOT,O,X,O,X,X,X,X,O,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,O,X,X
LJZSTIO,O,X,O,X,X,X,X,O,X,O
LJZSTOI,X,X,O,X,X,X,X,O,X,O
LJZSITO,O,X,O,X,X,X,X,O,X,O
LJZSIOT,O,X,O,X,X,X,X,O,X,O
LJZSOTI,X,X,O,X,X,X,X,O,X,O
LJZSOIT,O,X,O,X,X,X,X,O,X,O
LJZOTIS,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,O,X,X
LJZOITS,O,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,O,X,X
LJZOSTI,X,X,O,X,X,X,X,O,X,O
LJZOSIT,O,X,O,X,X,X,X,O,X,O
LJOTISZ,X,X,X,O,O,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,O,O,X,X,X,X,X
LJOTSZI,O,X,X,O,O,X,X,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,X,X
LJOTZSI,O,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X,O,X
LJOISZT,X,X,X,O,X,X,X,X,O,X
LJOIZTS,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,O,X
LJOSTIZ,O,X,X,O,X,X,X,X,X,X
LJOSTZI,O,X,X,O,X,X,X,X,X,X
LJOSITZ,O,X,X,O,X,X,X,X,O,X
LJOSIZT,O,X,X,O,X,X,X,X,O,O
LJOSZTI,O,X,X,O,X,X,X,X,X,O
LJOSZIT,O,X,X,O,X,X,X,X,X,O
LJOZTIS,O,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,O
LJOZSIT,O,X,X,X,X,X,X,X,X,O
LSTIJZO,O,O,O,X,O,X,X,X,X,X
LSTIJOZ,O,O,X,X,O,X,O,X,X,X
LSTIZJO,O,O,O,X,X,X,X,X,X,O
LSTIZOJ,O,O,O,X,X,X,O,X,X,O
LSTIOJZ,O,O,X,X,O,X,O,X,X,X
LSTIOZJ,O,O,O,X,X,X,O,X,X,O
LSTJIZO,O,O,O,X,O,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,X,O,X,X,X
LSTJZIO,O,O,O,X,O,X,X,X,X,X
LSTJZOI,O,O,O,X,O,X,X,X,X,X
