sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB
LJOITSZ,X,X,X,O,X,X,O
LJOITZS,X,X,X,O,O,X,X
LJOISTZ,X,X,O,O,X,X,X
LJOISZT,X,X,O,O,X,X,X
LJOIZTS,X,X,X,O,O,X,X
LJOIZST,X,X,X,O,O,X,X
LJOSTIZ,X,X,O,O,X,X,X
LJOSTZI,X,X,X,O,X,X,X
LJOSITZ,X,X,O,O,X,X,X
LJOSIZT,X,X,O,O,X,X,X
LJOSZTI,X,X,X,O,X,X,X
LJOSZIT,X,X,O,O,X,X,X
LJOZTIS,X,X,X,O,O,X,X
LJOZTSI,X,X,X,X,X,X,X
LJOZITS,X,X,X,O,O,X,X
LJOZIST,X,X,X,O,O,X,X
LJOZSTI,X,X,X,O,X,X,X
LJOZSIT,X,X,X,O,O,X,X
LSTIJZO,O,O,O,O,X,X,X
LSTIJOZ,O,O,O,O,X,X,X
LSTIZJO,O,O,O,O,O,O,X
LSTIZOJ,O,O,O,O,O,O,X
LSTIOJZ,O,O,O,O,X,X,X
LSTIOZJ,O,O,O,O,O,O,X
LSTJIZO,O,O,O,O,X,X,X
LSTJIOZ,O,O,O,O,X,X,X
LSTJZIO,O,O,O,O,X,O,X
LSTJZOI,O,O,O,O,X,O,X
LSTJOIZ,O,O,O,O,X,X,X
LSTJOZI,O,O,O,O,X,O,X
LSTZIJO,O,O,O,O,O,O,X
LSTZIOJ,O,O,O,O,O,O,X
LSTZJIO,O,O,O,O,O,O,X
LSTZJOI,O,O,O,O,O,O,X
LSTZOIJ,O,O,O,O,O,O,X
LSTZOJI,O,O,O,O,O,O,X
LSTOIJZ,O,O,O,O,X,X,X
LSTOIZJ,O,O,O,O,O,O,X
LSTOJIZ,O,O,O,O,X,X,X
LSTOJZI,O,O,O,O,X,O,X
LSTOZIJ,O,O,O,O,O,O,X
LSTOZJI,O,O,O,O,O,O,X
LSITJZO,X,O,O,X,X,X,X
LSITJOZ,X,O,O,O,X,X,X
LSITZJO,O,O,O,X,O,O,X
LSITZOJ,O,O,O,X,O,O,X
LSITOJZ,X,O,O,O,X,X,X
LSITOZJ,O,O,O,X,O,O,X
LSIJTZO,X,O,O,X,X,X,X
LSIJTOZ,X,O,O,O,X,X,X
LSIJZTO,O,O,X,O,X,X,X
LSIJZOT,O,O,O,O,X,X,X
LSIJOTZ,X,O,O,O,X,X,X
LSIJOZT,O,O,O,O,X,X,X
LSIZTJO,O,O,X,O,X,O,X
LSIZTOJ,O,O,X,O,X,O,X
LSIZJTO,O,O,X,O,X,O,X
LSIZJOT,O,O,O,O,O,X,X
LSIZOTJ,O,O,X,O,X,O,X
LSIZOJT,O,O,O,O,O,X,X
LSIOTJZ,X,O,O,O,X,X,X
LSIOTZJ,O,O,O,X,O,X,X
LSIOJTZ,X,O,O,O,X,X,X
LSIOJZT,O,O,O,O,X,X,X
LSIOZTJ,O,O,X,O,X,X,X
LSIOZJT,O,O,O,O,O,X,X
LSJTIZO,X,O,O,O,X,X,X
LSJTIOZ,X,O,O,O,X,X,X
LSJTZIO,X,O,O,O,X,O,X
LSJTZOI,X,O,O,O,X,O,X
LSJTOIZ,X,O,O,O,X,X,X
LSJTOZI,X,O,O,O,X,O,X
LSJITZO,X,O,O,X,X,X,X
LSJITOZ,X,O,O,O,X,X,X
LSJIZTO,O,O,X,O,X,X,X
LSJIZOT,O,O,O,O,X,X,X
LSJIOTZ,X,O,O,O,X,X,X
LSJIOZT,O,O,O,O,X,X,X
LSJZTIO,O,O,X,O,X,O,X
LSJZTOI,O,O,X,O,X,O,X
LSJZITO,O,O,X,O,X,O,X
LSJZIOT,O,O,O,O,X,X,X
LSJZOTI,O,O,X,O,X,X,X
LSJZOIT,O,O,O,O,X,X,X
LSJOTIZ,X,O,O,O,X,X,X
LSJOTZI,X,O,O,O,X,X,X
LSJOITZ,X,O,O,O,X,X,X
LSJOIZT,O,O,O,O,X,X,X
LSJOZTI,O,O,X,O,X,X,X
LSJOZIT,O,O,O,O,X,X,X
LSZTIJO,O,O,X,O,X,O,X
LSZTIOJ,O,O,X,O,X,O,X
LSZTJIO,O,O,X,O,X,O,X
LSZTJOI,O,O,X,O,X,O,X
LSZTOIJ,O,O,X,O,X,O,X
LSZTOJI,O,O,X,O,X,O,X
LSZITJO,O,O,X,O,X,O,X
LSZITOJ,O,O,X,O,X,O,X
LSZIJTO,O,O,X,O,X,O,X
LSZIJOT,O,O,O,O,O,X,X
LSZIOTJ,O,O,X,O,X,O,X
LSZIOJT,O,O,O,O,O,X,X
LSZJTIO,O,O,X,O,X,O,X
LSZJTOI,O,O,X,O,X,O,X
LSZJITO,O,O,X,O,X,O,X
LSZJIOT,O,O,O,O,O,X,X
LSZJOTI,O,O,X,O,X,X,X
LSZJOIT,O,O,O,O,O,X,X
LSZOTIJ,O,O,X,O,X,O,X
LSZOTJI,O,O,X,O,X,O,X
LSZOITJ,O,O,X,O,X,O,X
LSZOIJT,O,O,O,O,O,X,X
LSZOJTI,O,O,X,O,X,X,X
LSZOJIT,O,O,O,O,O,X,X
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,O,O,O,O,X
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,O,X
LSOTZIJ,O,O,O,O,O,O,X
LSOTZJI,O,O,O,O,O,O,X
LSOITJZ,X,O,O,O,X,X,X
LSOITZJ,O,O,O,X,O,X,X
LSOIJTZ,X,O,O,O,X,X,X
LSOIJZT,O,O,O,O,X,X,X
LSOIZTJ,O,O,X,O,X,X,X
LSOIZJT,O,O,O,O,O,X,X
LSOJTIZ,X,O,O,O,X,X,X
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,O,X,X,X
LSOJIZT,O,O,O,O,X,X,X
LSOJZTI,O,O,X,O,X,X,X
LSOJZIT,O,O,O,O,X,X,X
LSOZTIJ,O,O,X,O,X,O,X
LSOZTJI,O,O,X,O,X,O,X
LSOZITJ,O,O,X,O,X,O,X
LSOZIJT,O,O,O,O,O,X,X
LSOZJTI,O,O,X,O,X,X,X
LSOZJIT,O,O,O,O,O,X,X
LZTIJSO,O,X,X,O,O,O,X
LZTIJOS,O,X,X,O,O,O,X
LZTISJO,O,X,X,O,O,O,X
LZTISOJ,O,X,X,O,O,O,X
LZTIOJS,O,X,X,O,O,O,X
LZTIOSJ,O,X,X,X,O,O,X
LZTJISO,O,X,X,O,O,O,X
LZTJIOS,O,X,X,O,O,O,X
LZTJSIO,O,X,X,O,O,O,X
LZTJSOI,O,X,X,O,O,O,X
LZTJOIS,O,X,X,O,O,O,X
LZTJOSI,O,X,X,X,O,O,X
LZTSIJO,O,X,X,O,O,O,X
LZTSIOJ,O,X,X,O,O,O,X
LZTSJIO,O,X,X,O,O,O,X
LZTSJOI,O,X,X,O,O,O,X
LZTSOIJ,O,X,X,O,O,O,X
LZTSOJI,O,X,X,O,O,O,X
LZTOIJS,O,X,X,O,O,O,X
LZTOISJ,O,X,X,X,O,O,X
LZTOJIS,O,X,X,O,O,O,X
LZTOJSI,O,X,X,X,O,O,X
LZTOSIJ,O,X,X,X,O,O,X
LZTOSJI,O,X,X,X,O,O,X
LZITJSO,O,X,X,O,O,O,X
LZITJOS,O,X,X,O,O,O,X
LZITSJO,O,X,X,O,O,O,X
LZITSOJ,O,X,X,O,O,O,X
LZITOJS,O,X,X,O,O,O,X
LZITOSJ,O,X,X,X,O,O,X
LZIJTSO,O,X,X,O,X,O,X
LZIJTOS,O,X,X,O,O,O,X
LZIJSTO,O,O,X,O,X,O,X
LZIJSOT,O,O,O,O,O,X,X
LZIJOTS,O,X,X,O,O,X,X
LZIJOST,O,O,X,O,O,X,X
LZISTJO,O,O,X,O,X,O,X
LZISTOJ,O,O,X,O,X,O,X
LZISJTO,O,O,X,O,X,O,X
LZISJOT,O,O,O,O,O,X,X
LZISOTJ,O,O,X,O,X,O,X
LZISOJT,O,O,O,O,O,X,X
LZIOTJS,O,X,X,O,O,O,X
LZIOTSJ,O,X,X,X,O,O,X
LZIOJTS,O,X,X,O,O,X,X
LZIOJST,O,O,X,O,O,X,X
LZIOSTJ,O,O,X,O,X,O,X
LZIOSJT,O,O,X,O,O,X,X
LZJTISO,O,X,X,O,X,O,X
LZJTIOS,O,X,X,O,O,O,X
LZJTSIO,O,X,X,O,X,O,X
LZJTSOI,O,X,X,O,X,O,X
LZJTOIS,O,X,X,O,O,O,X
LZJTOSI,O,X,X,X,X,O,X
LZJITSO,O,X,X,O,X,O,X
LZJITOS,O,X,X,O,O,O,X
LZJISTO,O,O,X,O,X,O,X
LZJISOT,O,O,O,O,O,X,X
LZJIOTS,O,X,X,O,O,X,X
LZJIOST,O,O,X,O,O,X,X
LZJSTIO,O,O,X,O,X,O,X
LZJSTOI,O,O,X,O,X,O,X
LZJSITO,O,O,X,O,X,O,X
LZJSIOT,O,O,O,O,O,X,X
LZJSOTI,O,O,X,O,X,X,X
LZJSOIT,O,O,O,O,O,X,X
LZJOTIS,O,X,X,O,O,X,X
LZJOTSI,O,X,X,X,X,X,X
LZJOITS,O,X,X,O,O,X,X
LZJOIST,O,O,X,O,O,X,X
LZJOSTI,O,O,X,O,X,X,X
LZJOSIT,O,O,X,O,O,X,X
LZSTIJO,O,O,X,O,X,O,X
LZSTIOJ,O,O,X,O,X,O,X
LZSTJIO,O,O,X,O,X,O,X
LZSTJOI,O,O,X,O,X,O,X
LZSTOIJ,O,O,X,O,X,O,X
LZSTOJI,O,O,X,O,X,O,X
LZSITJO,O,O,X,O,X,O,X
LZSITOJ,O,O,X,O,X,O,X
LZSIJTO,O,O,X,O,X,O,X
LZSIJOT,O,O,O,O,O,X,X
LZSIOTJ,O,O,X,O,X,O,X
LZSIOJT,O,O,O,O,O,X,X
LZSJTIO,O,O,X,O,X,O,X
LZSJTOI,O,O,X,O,X,O,X
LZSJITO,O,O,X,O,X,O,X
LZSJIOT,O,O,O,O,O,X,X
LZSJOTI,O,O,X,O,X,X,X
LZSJOIT,O,O,O,O,O,X,X
LZSOTIJ,O,O,X,O,X,O,X
LZSOTJI,O,O,X,O,X,O,X
LZSOITJ,O,O,X,O,X,O,X
LZSOIJT,O,O,O,O,O,X,X
LZSOJTI,O,O,X,O,X,X,X
LZSOJIT,O,O,O,O,O,X,X
LZOTIJS,O,X,X,O,O,O,X
LZOTISJ,O,X,X,X,O,O,X
LZOTJIS,O,X,X,O,O,O,X
LZOTJSI,O,X,X,X,O,O,X
LZOTSIJ,O,X,X,X,O,O,X
LZOTSJI,O,X,X,X,O,O,X
LZOITJS,O,X,X,O,O,O,X
LZOITSJ,O,X,X,X,O,O,X
LZOIJTS,O,X,X,O,O,X,X
LZOIJST,O,O,X,O,O,X,X
LZOISTJ,O,O,X,O,X,O,X
LZOISJT,O,O,X,O,O,X,X
LZOJTIS,O,X,X,O,O,X,X
LZOJTSI,O,X,X,X,X,X,X
LZOJITS,O,X,X,O,O,X,X
LZOJIST,O,O,X,O,O,X,X
LZOJSTI,O,O,X,O,X,X,X
LZOJSIT,O,O,X,O,O,X,X
LZOSTIJ,O,O,X,O,X,O,X
LZOSTJI,O,O,X,O,X,O,X
LZOSITJ,O,O,X,O,X,O,X
LZOSIJT,O,O,X,O,O,X,X
LZOSJTI,O,O,X,O,X,X,X
LZOSJIT,O,O,X,O,O,X,X
LOTIJSZ,X,X,X,O,X,X,O
LOTIJZS,X,X,X,O,O,X,X
LOTISJZ,O,O,X,O,X,X,O
LOTISZJ,O,O,X,X,O,O,X
LOTIZJS,O,O,X,O,O,O,X
LOTIZSJ,O,O,X,O,O,O,X
LOTJISZ,X,X,X,O,X,X,O
LOTJIZS,X,X,X,O,O,X,X
LOTJSIZ,X,X,X,O,X,X,O
LOTJSZI,X,X,X,O,X,O,X
LOTJZIS,X,X,X,O,O,O,X
LOTJZSI,X,X,X,O,O,O,X
LOTSIJZ,O,O,X,O,X,X,O
LOTSIZJ,O,O,X,X,O,O,X
LOTSJIZ,O,O,X,O,X,X,O
LOTSJZI,O,O,X,O,X,O,X
LOTSZIJ,O,O,X,O,O,O,X
LOTSZJI,O,O,X,O,O,O,X
LOTZIJS,O,O,X,O,O,O,X
LOTZISJ,O,O,X,O,O,O,X
LOTZJIS,O,O,X,O,O,O,X
LOTZJSI,O,O,X,O,O,O,X
LOTZSIJ,O,O,X,O,O,O,X
LOTZSJI,O,O,X,O,O,O,X
LOITJSZ,X,X,X,O,X,X,O
LOITJZS,X,X,X,O,O,X,X
LOITSJZ,O,O,X,X,X,X,O
LOITSZJ,O,O,X,X,O,X,X
LOITZJS,O,O,X,X,O,X,X
LOITZSJ,O,O,X,X,O,X,X
LOIJTSZ,X,X,X,O,X,X,O
LOIJTZS,X,X,X,O,O,X,X
LOIJSTZ,X,X,O,O,X,X,X
LOIJSZT,X,X,O,O,X,X,X
LOIJZTS,X,X,X,O,O,X,X
LOIJZST,X,X,X,O,O,X,X
LOISTJZ,X,O,O,O,X,X,X
LOISTZJ,O,O,X,X,O,X,X
LOISJTZ,X,O,O,O,X,X,X
LOISJZT,O,O,O,O,X,X,X
LOISZTJ,O,O,X,X,X,X,X
LOISZJT,O,O,O,O,O,X,X
LOIZTJS,O,X,X,O,O,X,X
LOIZTSJ,O,X,X,X,O,X,X
LOIZJTS,O,X,X,O,O,X,X
LOIZJST,O,O,X,O,O,X,X
LOIZSTJ,O,O,X,X,X,X,X
LOIZSJT,O,O,X,O,O,X,X
LOJTISZ,X,X,X,O,X,X,O
LOJTIZS,X,X,X,O,O,X,X
LOJTSIZ,X,X,X,O,X,X,O
LOJTSZI,X,X,X,O,X,X,X
LOJTZIS,X,X,X,O,O,X,X
LOJTZSI,X,X,X,O,O,X,X
LOJITSZ,X,X,X,O,X,X,O
LOJITZS,X,X,X,O,O,X,X
LOJISTZ,X,X,O,O,X,X,X
LOJISZT,X,X,O,O,X,X,X
LOJIZTS,X,X,X,O,O,X,X
LOJIZST,X,X,X,O,O,X,X
LOJSTIZ,X,X,O,O,X,X,X
LOJSTZI,X,X,X,O,X,X,X
LOJSITZ,X,X,O,O,X,X,X
LOJSIZT,X,X,O,O,X,X,X
LOJSZTI,X,X,X,O,X,X,X
LOJSZIT,X,X,O,O,X,X,X
LOJZTIS,X,X,X,O,O,X,X
LOJZTSI,X,X,X,X,X,X,X
LOJZITS,X,X,X,O,O,X,X
LOJZIST,X,X,X,O,O,X,X
LOJZSTI,X,X,X,O,X,X,X
LOJZSIT,X,X,X,O,O,X,X
LOSTIJZ,O,O,O,O,X,X,X
LOSTIZJ,O,O,X,X,O,O,X
LOSTJIZ,O,O,O,O,X,X,X
LOSTJZI,O,O,X,O,X,O,X
LOSTZIJ,O,O,X,O,O,O,X
LOSTZJI,O,O,X,O,O,O,X
LOSITJZ,X,O,O,O,X,X,X
LOSITZJ,O,O,X,X,O,X,X
LOSIJTZ,X,O,O,O,X,X,X
LOSIJZT,O,O,O,O,X,X,X
LOSIZTJ,O,O,X,O,X,X,X
LOSIZJT,O,O,O,O,O,X,X
LOSJTIZ,X,O,O,O,X,X,X
LOSJTZI,X,O,X,O,X,X,X
LOSJITZ,X,O,O,O,X,X,X
LOSJIZT,O,O,O,O,X,X,X
LOSJZTI,O,O,X,O,X,X,X
LOSJZIT,O,O,O,O,X,X,X
LOSZTIJ,O,O,X,O,X,O,X
LOSZTJI,O,O,X,O,X,O,X
LOSZITJ,O,O,X,O,X,O,X
LOSZIJT,O,O,O,O,O,X,X
LOSZJTI,O,O,X,O,X,X,X
LOSZJIT,O,O,O,O,O,X,X
LOZTIJS,O,X,X,O,O,O,X
LOZTISJ,O,X,X,X,O,O,X
LOZTJIS,O,X,X,O,O,O,X
LOZTJSI,O,X,X,X,O,O,X
LOZTSIJ,O,X,X,X,O,O,X
LOZTSJI,O,X,X,X,O,O,X
LOZITJS,O,X,X,O,O,O,X
LOZITSJ,O,X,X,X,O,O,X
LOZIJTS,O,X,X,O,O,X,X
LOZIJST,O,O,X,O,O,X,X
LOZISTJ,O,O,X,O,X,O,X
LOZISJT,O,O,X,O,O,X,X
LOZJTIS,O,X,X,O,O,X,X
LOZJTSI,O,X,X,X,X,X,X
LOZJITS,O,X,X,O,O,X,X
LOZJIST,O,O,X,O,O,X,X
LOZJSTI,O,O,X,O,X,X,X
LOZJSIT,O,O,X,O,O,X,X
LOZSTIJ,O,O,X,O,X,O,X
LOZSTJI,O,O,X,O,X,O,X
LOZSITJ,O,O,X,O,X,O,X
LOZSIJT,O,O,X,O,O,X,X
LOZSJTI,O,O,X,O,X,X,X
LOZSJIT,O,O,X,O,O,X,X
JTILSZO,X,X,O,O,X,X,X
JTILSOZ,X,X,O,O,X,X,O
JTILZSO,X,X,O,O,O,X,X
JTILZOS,X,X,X,O,O,X,X
JTILOSZ,X,X,O,O,X,X,O
JTILOZS,X,X,X,O,O,X,X
JTISLZO,O,O,O,O,X,X,X
JTISLOZ,O,O,O,O,X,X,O
JTISZLO,O,O,O,O,X,X,X
JTISZOL,O,O,O,O,X,X,O
JTISOLZ,O,O,O,O,X,X,O
JTISOZL,O,O,O,O,X,X,O
JTIZLSO,O,O,O,O,O,X,X
JTIZLOS,O,O,X,O,O,X,X
JTIZSLO,O,O,O,O,O,X,X
JTIZSOL,O,O,O,O,O,X,O
JTIZOLS,O,O,X,O,O,X,X
JTIZOSL,O,O,X,O,O,X,O
JTIOLSZ,X,X,O,O,X,X,O
JTIOLZS,X,X,X,O,O,X,X
JTIOSLZ,O,O,O,X,X,X,O
JTIOSZL,O,O,O,X,X,X,O
JTIOZLS,O,O,X,O,O,X,X
JTIOZSL,O,O,X,O,O,X,O
JTLISZO,X,X,O,O,X,X,X
JTLISOZ,X,X,O,O,X,X,O
JTLIZSO,X,X,O,O,O,X,X
JTLIZOS,X,X,X,O,O,X,X
JTLIOSZ,X,X,O,O,X,X,O
JTLIOZS,X,X,X,O,O,X,X
JTLSIZO,X,X,O,O,X,X,X
JTLSIOZ,X,X,O,O,X,X,O
JTLSZIO,X,X,O,O,X,O,X
JTLSZOI,X,X,O,O,X,O,X
JTLSOIZ,X,X,O,O,X,X,O
JTLSOZI,X,X,O,O,X,O,X
JTLZISO,X,X,O,O,O,O,X
JTLZIOS,X,X,X,O,O,O,X
JTLZSIO,X,X,O,O,O,O,X
JTLZSOI,X,X,O,O,O,O,X
JTLZOIS,X,X,X,O,O,O,X
JTLZOSI,X,X,X,O,O,O,X
JTLOISZ,X,X,O,O,X,X,O
JTLOIZS,X,X,X,O,O,X,X
JTLOSIZ,X,X,O,O,X,X,O
JTLOSZI,X,X,O,O,X,O,X
JTLOZIS,X,X,X,O,O,O,X
JTLOZSI,X,X,X,O,O,O,X
JTSILZO,O,O,O,O,X,X,X
JTSILOZ,O,O,O,O,X,X,O
JTSIZLO,O,O,O,O,X,X,X
JTSIZOL,O,O,O,O,X,X,O
JTSIOLZ,O,O,O,O,X,X,O
JTSIOZL,O,O,O,O,X,X,O
JTSLIZO,O,O,O,O,X,X,X
JTSLIOZ,O,O,O,O,X,X,O
JTSLZIO,O,O,O,O,X,O,X
JTSLZOI,O,O,O,O,X,O,X
JTSLOIZ,O,O,O,O,X,X,O
JTSLOZI,O,O,O,O,X,O,X
JTSZILO,O,O,O,O,X,O,X
JTSZIOL,O,O,O,O,X,O,O
JTSZLIO,O,O,O,O,X,O,X
JTSZLOI,O,O,O,O,X,O,X
JTSZOIL,O,O,O,O,X,O,O
JTSZOLI,O,O,O,O,X,O,X
JTSOILZ,O,O,O,O,X,X,O
JTSOIZL,O,O,O,O,X,X,O
JTSOLIZ,O,O,O,O,X,X,O
JTSOLZI,O,O,O,O,X,O,X
JTSOZIL,O,O,O,O,X,O,O
JTSOZLI,O,O,O,O,X,O,X
JTZILSO,O,O,O,O,O,O,X
JTZILOS,O,O,X,O,O,O,X
JTZISLO,O,O,O,O,O,O,X
JTZISOL,O,O,O,O,O,O,O
JTZIOLS,O,O,X,O,O,O,X
JTZIOSL,O,O,X,O,O,O,O
JTZLISO,O,O,O,O,O,O,X
JTZLIOS,O,O,X,O,O,O,X
JTZLSIO,O,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,O,X
JTZLOIS,O,O,X,O,O,O,X
JTZLOSI,O,O,X,O,O,O,X
JTZSILO,O,O,O,O,O,O,X
JTZSIOL,O,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,O,O,O
JTZSOLI,O,O,O,O,O,O,X
JTZOILS,O,O,X,O,O,O,X
JTZOISL,O,O,X,O,O,O,O
JTZOLIS,O,O,X,O,O,O,X
JTZOLSI,O,O,X,O,O,O,X
JTZOSIL,O,O,X,O,O,O,O
JTZOSLI,O,O,X,O,O,O,X
JTOILSZ,X,X,O,O,X,X,O
JTOILZS,X,X,X,O,O,X,X
JTOISLZ,O,O,O,X,X,X,O
JTOISZL,O,O,O,X,X,X,O
JTOIZLS,O,O,X,O,O,X,X
JTOIZSL,O,O,X,O,O,X,O
JTOLISZ,X,X,O,O,X,X,O
JTOLIZS,X,X,X,O,O,X,X
JTOLSIZ,X,X,O,O,X,X,O
JTOLSZI,X,X,O,O,X,O,X
JTOLZIS,X,X,X,O,O,O,X
JTOLZSI,X,X,X,O,O,O,X
JTOSILZ,O,O,O,O,X,X,O
JTOSIZL,O,O,O,O,X,X,O
JTOSLIZ,O,O,O,O,X,X,O
JTOSLZI,O,O,O,O,X,O,X
JTOSZIL,O,O,O,O,X,O,O
JTOSZLI,O,O,O,O,X,O,X
JTOZILS,O,O,X,O,O,O,X
JTOZISL,O,O,X,O,O,O,O
JTOZLIS,O,O,X,O,O,O,X
JTOZLSI,O,O,X,O,O,O,X
JTOZSIL,O,O,X,O,O,O,O
JTOZSLI,O,O,X,O,O,O,X
JITLSZO,X,X,O,O,X,X,X
JITLSOZ,X,X,O,O,X,X,O
JITLZSO,X,X,O,O,O,X,X
JITLZOS,X,X,X,O,O,X,X
JITLOSZ,X,X,O,O,X,X,O
JITLOZS,X,X,X,O,O,X,X
JITSLZO,O,O,O,O,X,X,X
JITSLOZ,O,O,O,O,X,X,O
JITSZLO,O,O,O,O,X,X,X
JITSZOL,O,O,O,O,X,X,O
JITSOLZ,O,O,O,O,X,X,O
JITSOZL,O,O,O,O,X,X,O
JITZLSO,O,O,O,O,O,X,X
JITZLOS,O,O,X,O,O,X,X
JITZSLO,O,O,O,O,O,X,X
JITZSOL,O,O,O,O,O,X,O
JITZOLS,O,O,X,O,O,X,X
JITZOSL,O,O,X,O,O,X,O
JITOLSZ,X,X,O,O,X,X,O
JITOLZS,X,X,X,O,O,X,X
JITOSLZ,O,O,O,X,X,X,O
JITOSZL,O,O,O,X,X,X,O
JITOZLS,O,O,X,O,O,X,X
JITOZSL,O,O,X,O,O,X,O
JILTSZO,X,X,O,X,X,X,X
JILTSOZ,X,X,O,O,X,X,O
JILTZSO,X,X,O,X,O,X,X
JILTZOS,X,X,X,X,O,X,X
JILTOSZ,X,X,O,O,X,X,O
JILTOZS,X,X,X,O,O,X,X
JILSTZO,X,X,O,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X
JILSZTO,X,X,X,O,X,X,X
JILSZOT,X,X,O,O,X,X,X
JILSOTZ,X,X,O,O,X,X,X
JILSOZT,X,X,O,O,X,X,X
JILZTSO,X,X,X,O,X,X,X
JILZTOS,X,X,X,O,O,X,X
JILZSTO,X,X,X,O,X,X,X
JILZSOT,X,X,O,O,O,X,X
JILZOTS,X,X,X,O,O,X,X
JILZOST,X,X,X,O,O,X,X
JILOTSZ,X,X,X,O,X,X,O
JILOTZS,X,X,X,O,O,X,X
JILOSTZ,X,X,O,O,X,X,X
JILOSZT,X,X,O,O,X,X,X
JILOZTS,X,X,X,O,O,X,X
JILOZST,X,X,X,O,O,X,X
JISTLZO,X,O,O,O,X,X,X
JISTLOZ,X,O,O,O,X,X,O
JISTZLO,X,O,O,O,X,X,X
JISTZOL,X,O,O,O,X,X,O
JISTOLZ,X,O,O,O,X,X,O
JISTOZL,X,O,O,O,X,X,O
JISLTZO,X,O,O,X,X,X,X
JISLTOZ,X,O,O,O,X,X,X
JISLZTO,O,O,X,O,X,X,X
JISLZOT,O,O,O,O,X,X,X
JISLOTZ,X,O,O,O,X,X,X
JISLOZT,O,O,O,O,X,X,X
JISZTLO,O,O,O,X,X,X,X
JISZTOL,O,O,O,O,X,X,X
JISZLTO,O,O,X,O,X,X,X
JISZLOT,O,O,O,O,X,X,X
JISZOTL,O,O,O,O,X,X,X
JISZOLT,O,O,O,O,X,X,X
JISOTLZ,X,O,O,O,X,X,O
JISOTZL,X,O,O,O,X,X,O
JISOLTZ,X,O,O,O,X,X,X
JISOLZT,O,O,O,O,X,X,X
JISOZTL,O,O,O,O,X,X,X
JISOZLT,O,O,O,O,X,X,X
JIZTLSO,O,X,O,X,X,X,X
JIZTLOS,O,X,X,X,O,X,X
JIZTSLO,O,O,O,X,X,X,X
JIZTSOL,O,O,O,O,X,X,O
JIZTOLS,O,X,X,O,O,X,X
JIZTOSL,O,O,X,O,X,X,O
JIZLTSO,O,X,X,O,X,X,X
JIZLTOS,O,X,X,O,O,X,X
JIZLSTO,O,O,X,O,X,X,X
JIZLSOT,O,O,O,O,O,X,X
JIZLOTS,O,X,X,O,O,X,X
JIZLOST,O,O,X,O,O,X,X
JIZSTLO,O,O,O,X,X,X,X
JIZSTOL,O,O,O,O,X,X,X
JIZSLTO,O,O,X,O,X,X,X
JIZSLOT,O,O,O,O,O,X,X
JIZSOTL,O,O,O,O,X,X,X
JIZSOLT,O,O,O,O,O,X,X
JIZOTLS,O,X,X,O,O,X,X
JIZOTSL,O,O,X,O,X,X,O
JIZOLTS,O,X,X,O,O,X,X
JIZOLST,O,O,X,O,O,X,X
JIZOSTL,O,O,X,O,X,X,X
JIZOSLT,O,O,X,O,O,X,X
JIOTLSZ,X,X,O,O,X,X,O
JIOTLZS,X,X,X,O,O,X,X
JIOTSLZ,O,O,O,X,X,X,O
JIOTSZL,O,O,O,X,X,X,O
JIOTZLS,O,O,X,O,O,X,X
JIOTZSL,O,O,X,O,O,X,O
JIOLTSZ,X,X,X,O,X,X,O
JIOLTZS,X,X,X,O,O,X,X
JIOLSTZ,X,X,O,O,X,X,X
JIOLSZT,X,X,O,O,X,X,X
JIOLZTS,X,X,X,O,O,X,X
JIOLZST,X,X,X,O,O,X,X
JIOSTLZ,X,O,O,X,X,X,O
JIOSTZL,X,O,O,X,X,X,O
JIOSLTZ,X,O,O,X,X,X,X
JIOSLZT,O,O,O,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X
JIOZTLS,O,X,X,O,O,X,X
JIOZTSL,O,O,X,O,X,X,O
JIOZLTS,O,X,X,O,O,X,X
JIOZLST,O,O,X,O,O,X,X
JIOZSTL,O,O,X,O,X,X,X
JIOZSLT,O,O,X,O,O,X,X
JLTISZO,X,X,O,O,X,X,X
