sequence,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBmcB5jBa?oB3iBFsB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBxcBiiB+?oBXjBFsB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBGeBZnBq?sB/tBlrB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBfjB6jBZ?nBWyBlrB
JSILOTZ,X,X,O,O
JSILOZT,O,X,O,O
JSIZTLO,O,X,X,O
JSIZTOL,O,X,X,O
JSIZLTO,X,X,O,O
JSIZLOT,O,X,O,O
JSIZOTL,O,X,X,O
JSIZOLT,O,X,O,O
JSIOTLZ,O,X,X,O
JSIOTZL,O,X,X,O
JSIOLTZ,X,X,O,O
JSIOLZT,O,X,O,O
JSIOZTL,O,X,X,O
JSIOZLT,O,X,O,O
JSLTIZO,X,X,O,O
JSLTIOZ,X,X,O,O
JSLTZIO,X,X,O,O
JSLTZOI,X,X,O,O
JSLTOIZ,X,X,O,O
JSLTOZI,X,X,O,O
JSLITZO,X,X,O,O
JSLITOZ,X,X,O,O
JSLIZTO,X,X,O,O
JSLIZOT,O,X,O,O
JSLIOTZ,X,X,O,O
JSLIOZT,O,X,O,O
JSLZTIO,X,X,O,O
JSLZTOI,X,X,O,O
JSLZITO,X,X,O,O
JSLZIOT,O,X,O,O
JSLZOTI,X,X,O,O
JSLZOIT,O,X,O,O
JSLOTIZ,X,X,O,O
JSLOTZI,X,X,O,O
JSLOITZ,X,X,O,O
JSLOIZT,O,X,O,O
JSLOZTI,X,X,O,O
JSLOZIT,O,X,O,O
JSZTILO,O,O,X,O
JSZTIOL,O,O,X,O
JSZTLIO,O,O,O,O
JSZTLOI,O,O,O,O
JSZTOIL,O,O,X,O
JSZTOLI,O,O,O,O
JSZITLO,O,X,X,O
JSZITOL,O,X,X,O
JSZILTO,X,X,O,O
JSZILOT,O,X,O,O
JSZIOTL,O,X,X,O
JSZIOLT,O,X,O,O
JSZLTIO,X,X,O,O
JSZLTOI,X,X,O,O
JSZLITO,X,X,O,O
JSZLIOT,O,X,O,O
JSZLOTI,X,X,O,O
JSZLOIT,O,X,O,O
JSZOTIL,O,O,X,O
JSZOTLI,O,O,O,O
JSZOITL,O,X,X,O
JSZOILT,O,X,O,O
JSZOLTI,X,X,O,O
JSZOLIT,O,X,O,O
JSOTILZ,O,O,X,O
JSOTIZL,O,O,X,O
JSOTLIZ,O,O,O,O
JSOTLZI,O,O,O,O
JSOTZIL,O,O,X,O
JSOTZLI,O,O,O,O
JSOITLZ,O,X,X,O
JSOITZL,O,X,X,O
JSOILTZ,X,X,O,O
JSOILZT,O,X,O,O
JSOIZTL,O,X,X,O
JSOIZLT,O,X,O,O
JSOLTIZ,X,X,O,O
JSOLTZI,X,X,O,O
JSOLITZ,X,X,O,O
JSOLIZT,O,X,O,O
JSOLZTI,X,X,O,O
JSOLZIT,O,X,O,O
JSOZTIL,O,O,X,O
JSOZTLI,O,O,O,O
JSOZITL,O,X,X,O
JSOZILT,O,X,O,O
JSOZLTI,X,X,O,O
JSOZLIT,O,X,O,O
JZTILSO,O,O,X,X
JZTILOS,O,O,X,X
JZTISLO,O,O,X,O
JZTISOL,O,O,X,O
JZTIOLS,O,O,X,X
JZTIOSL,O,O,X,O
JZTLISO,O,O,X,X
JZTLIOS,O,O,X,X
JZTLSIO,O,O,X,X
JZTLSOI,O,O,X,X
JZTLOIS,O,O,X,X
JZTLOSI,O,O,X,X
JZTSILO,O,O,X,O
JZTSIOL,O,O,X,O
JZTSLIO,O,O,X,O
JZTSLOI,O,O,X,O
JZTSOIL,O,O,X,O
JZTSOLI,O,O,X,O
JZTOILS,O,O,X,X
JZTOISL,O,O,X,O
JZTOLIS,O,O,X,X
JZTOLSI,O,O,X,X
JZTOSIL,O,O,X,O
JZTOSLI,O,O,X,O
JZITLSO,O,O,X,X
JZITLOS,O,O,X,X
JZITSLO,O,O,X,O
JZITSOL,O,O,X,O
JZITOLS,O,O,X,X
JZITOSL,O,O,X,O
JZILTSO,O,X,X,X
JZILTOS,O,X,X,X
JZILSTO,X,X,O,O
JZILSOT,O,X,O,O
JZILOTS,O,X,X,X
JZILOST,O,X,O,O
JZISTLO,O,X,X,O
JZISTOL,O,X,X,O
JZISLTO,X,X,X,O
JZISLOT,O,X,X,O
JZISOTL,O,X,X,O
JZISOLT,O,X,X,O
JZIOTLS,O,O,X,X
JZIOTSL,O,O,X,O
JZIOLTS,O,X,X,X
JZIOLST,O,X,O,O
JZIOSTL,O,X,X,O
JZIOSLT,O,X,X,O
JZLTISO,O,O,X,X
JZLTIOS,O,O,X,X
JZLTSIO,O,O,X,X
JZLTSOI,O,O,X,X
JZLTOIS,O,O,X,X
JZLTOSI,O,O,X,X
JZLITSO,O,X,X,X
JZLITOS,O,X,X,X
JZLISTO,X,X,O,O
JZLISOT,O,X,O,O
JZLIOTS,O,X,X,X
JZLIOST,O,X,O,O
JZLSTIO,X,X,O,O
JZLSTOI,X,X,O,O
JZLSITO,X,X,O,O
JZLSIOT,O,X,O,O
JZLSOTI,X,X,O,O
JZLSOIT,O,X,O,O
JZLOTIS,O,O,X,X
JZLOTSI,O,O,X,X
JZLOITS,O,X,X,X
JZLOIST,O,X,O,O
JZLOSTI,X,X,O,O
JZLOSIT,O,X,O,O
JZSTILO,O,O,X,O
JZSTIOL,O,O,X,O
JZSTLIO,O,O,O,O
JZSTLOI,O,O,O,O
JZSTOIL,O,O,X,O
JZSTOLI,O,O,O,O
JZSITLO,O,X,X,O
JZSITOL,O,X,X,O
JZSILTO,X,X,O,O
JZSILOT,O,X,O,O
JZSIOTL,O,X,X,O
JZSIOLT,O,X,O,O
JZSLTIO,X,X,O,O
JZSLTOI,X,X,O,O
JZSLITO,X,X,O,O
JZSLIOT,O,X,O,O
JZSLOTI,X,X,O,O
JZSLOIT,O,X,O,O
JZSOTIL,O,O,X,O
JZSOTLI,O,O,O,O
JZSOITL,O,X,X,O
JZSOILT,O,X,O,O
JZSOLTI,X,X,O,O
JZSOLIT,O,X,O,O
JZOTILS,O,O,X,X
JZOTISL,O,O,X,O
JZOTLIS,O,O,X,X
JZOTLSI,O,O,X,X
JZOTSIL,O,O,X,O
JZOTSLI,O,O,X,O
JZOITLS,O,O,X,X
JZOITSL,O,O,X,O
JZOILTS,O,X,X,X
JZOILST,O,X,O,O
JZOISTL,O,X,X,O
JZOISLT,O,X,X,O
JZOLTIS,O,O,X,X
JZOLTSI,O,O,X,X
JZOLITS,O,X,X,X
JZOLIST,O,X,O,O
JZOLSTI,X,X,O,O
JZOLSIT,O,X,O,O
JZOSTIL,O,O,X,O
JZOSTLI,O,O,O,O
JZOSITL,O,X,X,O
JZOSILT,O,X,O,O
JZOSLTI,X,X,O,O
JZOSLIT,O,X,O,O
JOTILSZ,O,O,X,X
JOTILZS,O,O,X,X
JOTISLZ,O,O,X,O
JOTISZL,O,O,X,O
JOTIZLS,O,O,X,X
JOTIZSL,O,O,X,O
JOTLISZ,O,O,X,X
JOTLIZS,O,O,X,X
JOTLSIZ,O,O,X,X
JOTLSZI,O,O,X,X
JOTLZIS,O,O,X,X
JOTLZSI,O,O,X,X
JOTSILZ,O,O,X,O
JOTSIZL,O,O,X,O
JOTSLIZ,O,O,X,O
JOTSLZI,O,O,X,O
JOTSZIL,O,O,X,O
JOTSZLI,O,O,X,O
JOTZILS,O,O,X,X
JOTZISL,O,O,X,O
JOTZLIS,O,O,X,X
JOTZLSI,O,O,X,X
JOTZSIL,O,O,X,O
JOTZSLI,O,O,X,O
JOITLSZ,O,O,X,X
JOITLZS,O,O,X,X
JOITSLZ,O,O,X,O
JOITSZL,O,O,X,O
JOITZLS,O,O,X,X
JOITZSL,O,O,X,O
JOILTSZ,O,X,X,X
JOILTZS,O,X,X,X
JOILSTZ,X,X,O,O
JOILSZT,O,X,O,O
JOILZTS,O,X,X,X
JOILZST,O,X,O,O
JOISTLZ,O,X,X,O
JOISTZL,O,X,X,O
JOISLTZ,X,X,X,O
JOISLZT,O,X,X,O
JOISZTL,O,X,X,O
JOISZLT,O,X,X,O
JOIZTLS,O,O,X,X
JOIZTSL,O,O,X,O
JOIZLTS,O,X,X,X
JOIZLST,O,X,O,O
JOIZSTL,O,X,X,O
JOIZSLT,O,X,X,O
JOLTISZ,O,O,X,X
JOLTIZS,O,O,X,X
JOLTSIZ,O,O,X,X
JOLTSZI,O,O,X,X
JOLTZIS,O,O,X,X
JOLTZSI,O,O,X,X
JOLITSZ,O,X,X,X
JOLITZS,O,X,X,X
JOLISTZ,X,X,O,O
JOLISZT,O,X,O,O
JOLIZTS,O,X,X,X
JOLIZST,O,X,O,O
JOLSTIZ,X,X,O,O
JOLSTZI,X,X,O,O
JOLSITZ,X,X,O,O
JOLSIZT,O,X,O,O
JOLSZTI,X,X,O,O
JOLSZIT,O,X,O,O
JOLZTIS,O,O,X,X
JOLZTSI,O,O,X,X
JOLZITS,O,X,X,X
JOLZIST,O,X,O,O
JOLZSTI,X,X,O,O
JOLZSIT,O,X,O,O
JOSTILZ,O,O,X,O
JOSTIZL,O,O,X,O
JOSTLIZ,O,O,O,O
JOSTLZI,O,O,O,O
JOSTZIL,O,O,X,O
JOSTZLI,O,O,O,O
JOSITLZ,O,X,X,O
JOSITZL,O,X,X,O
JOSILTZ,X,X,O,O
JOSILZT,O,X,O,O
JOSIZTL,O,X,X,O
JOSIZLT,O,X,O,O
JOSLTIZ,X,X,O,O
JOSLTZI,X,X,O,O
JOSLITZ,X,X,O,O
JOSLIZT,O,X,O,O
JOSLZTI,X,X,O,O
JOSLZIT,O,X,O,O
JOSZTIL,O,O,X,O
JOSZTLI,O,O,O,O
JOSZITL,O,X,X,O
JOSZILT,O,X,O,O
JOSZLTI,X,X,O,O
JOSZLIT,O,X,O,O
JOZTILS,O,O,X,X
JOZTISL,O,O,X,O
JOZTLIS,O,O,X,X
JOZTLSI,O,O,X,X
JOZTSIL,O,O,X,O
JOZTSLI,O,O,X,O
JOZITLS,O,O,X,X
JOZITSL,O,O,X,O
JOZILTS,O,X,X,X
JOZILST,O,X,O,O
JOZISTL,O,X,X,O
JOZISLT,O,X,X,O
JOZLTIS,O,O,X,X
JOZLTSI,O,O,X,X
JOZLITS,O,X,X,X
JOZLIST,O,X,O,O
JOZLSTI,X,X,O,O
JOZLSIT,O,X,O,O
JOZSTIL,O,O,X,O
JOZSTLI,O,O,O,O
JOZSITL,O,X,X,O
JOZSILT,O,X,O,O
JOZSLTI,X,X,O,O
JOZSLIT,O,X,O,O
STILJZO,O,X,X,X
STILJOZ,O,X,X,X
STILZJO,O,X,X,X
STILZOJ,O,X,X,X
STILOJZ,O,X,X,X
STILOZJ,O,X,X,X
STIJLZO,O,O,X,X
STIJLOZ,O,O,X,X
STIJZLO,O,O,X,X
STIJZOL,O,O,X,X
STIJOLZ,O,O,X,X
STIJOZL,O,O,X,X
STIZLJO,O,X,X,X
STIZLOJ,O,X,X,X
STIZJLO,O,O,X,X
STIZJOL,O,O,X,X
STIZOLJ,O,X,X,X
STIZOJL,O,O,X,X
STIOLJZ,O,X,X,X
STIOLZJ,O,X,X,X
STIOJLZ,O,O,X,X
STIOJZL,O,O,X,X
STIOZLJ,O,X,X,X
STIOZJL,O,O,X,X
STLIJZO,O,X,O,X
STLIJOZ,O,X,O,X
STLIZJO,O,X,O,X
STLIZOJ,O,X,O,X
STLIOJZ,O,X,O,X
STLIOZJ,O,X,O,X
STLJIZO,O,X,O,X
STLJIOZ,O,X,O,X
STLJZIO,O,X,O,X
STLJZOI,O,X,O,X
STLJOIZ,O,X,O,X
STLJOZI,O,X,O,X
STLZIJO,O,X,O,X
STLZIOJ,O,X,O,X
STLZJIO,O,X,O,X
STLZJOI,O,X,O,X
STLZOIJ,O,X,O,X
STLZOJI,O,X,O,X
STLOIJZ,O,X,O,X
STLOIZJ,O,X,O,X
STLOJIZ,O,X,O,X
STLOJZI,O,X,O,X
STLOZIJ,O,X,O,X
STLOZJI,O,X,O,X
STJILZO,O,O,X,X
STJILOZ,O,O,X,X
STJIZLO,O,O,X,X
STJIZOL,O,O,X,X
STJIOLZ,O,O,X,X
STJIOZL,O,O,X,X
STJLIZO,O,O,O,X
STJLIOZ,O,O,O,X
STJLZIO,O,O,O,X
STJLZOI,O,O,O,X
STJLOIZ,O,O,O,X
STJLOZI,O,O,O,X
STJZILO,O,O,X,X
STJZIOL,O,O,X,X
STJZLIO,O,O,O,X
STJZLOI,O,O,O,X
STJZOIL,O,O,X,X
STJZOLI,O,O,O,X
STJOILZ,O,O,X,X
STJOIZL,O,O,X,X
STJOLIZ,O,O,O,X
STJOLZI,O,O,O,X
STJOZIL,O,O,X,X
STJOZLI,O,O,O,X
STZILJO,O,X,X,X
STZILOJ,O,X,X,X
STZIJLO,O,O,X,X
STZIJOL,O,O,X,X
STZIOLJ,O,X,X,X
STZIOJL,O,O,X,X
STZLIJO,O,X,O,X
STZLIOJ,O,X,O,X
STZLJIO,O,X,O,X
STZLJOI,O,X,O,X
STZLOIJ,O,X,O,X
STZLOJI,O,X,O,X
STZJILO,O,O,X,X
STZJIOL,O,O,X,X
STZJLIO,O,O,O,X
STZJLOI,O,O,O,X
STZJOIL,O,O,X,X
STZJOLI,O,O,O,X
STZOILJ,O,X,X,X
STZOIJL,O,O,X,X
STZOLIJ,O,X,O,X
STZOLJI,O,X,O,X
STZOJIL,O,O,X,X
STZOJLI,O,O,O,X
STOILJZ,O,X,X,X
STOILZJ,O,X,X,X
STOIJLZ,O,O,X,X
STOIJZL,O,O,X,X
STOIZLJ,O,X,X,X
STOIZJL,O,O,X,X
STOLIJZ,O,X,O,X
STOLIZJ,O,X,O,X
STOLJIZ,O,X,O,X
STOLJZI,O,X,O,X
STOLZIJ,O,X,O,X
STOLZJI,O,X,O,X
STOJILZ,O,O,X,X
STOJIZL,O,O,X,X
STOJLIZ,O,O,O,X
STOJLZI,O,O,O,X
STOJZIL,O,O,X,X
STOJZLI,O,O,O,X
STOZILJ,O,X,X,X
STOZIJL,O,O,X,X
STOZLIJ,O,X,O,X
STOZLJI,O,X,O,X
STOZJIL,O,O,X,X
STOZJLI,O,O,O,X
SITLJZO,O,X,X,X
SITLJOZ,O,X,X,X
SITLZJO,O,X,X,X
SITLZOJ,O,X,X,X
SITLOJZ,O,X,X,X
SITLOZJ,O,X,X,X
SITJLZO,O,O,X,X
SITJLOZ,O,O,X,X
SITJZLO,O,O,X,X
SITJZOL,O,O,X,X
SITJOLZ,O,O,X,X
SITJOZL,O,O,X,X
SITZLJO,O,X,X,X
SITZLOJ,O,X,X,X
SITZJLO,O,O,X,X
SITZJOL,O,O,X,X
SITZOLJ,O,X,X,X
SITZOJL,O,O,X,X
SITOLJZ,O,X,X,X
SITOLZJ,O,X,X,X
SITOJLZ,O,O,X,X
SITOJZL,O,O,X,X
SITOZLJ,O,X,X,X
SITOZJL,O,O,X,X
SILTJZO,X,X,O,X
SILTJOZ,X,X,O,X
SILTZJO,X,X,O,X
SILTZOJ,X,X,O,X
SILTOJZ,X,X,O,X
SILTOZJ,X,X,O,X
SILJTZO,X,X,O,X
SILJTOZ,X,X,O,X
SILJZTO,X,X,O,X
SILJZOT,O,X,O,X
SILJOTZ,X,X,O,X
SILJOZT,O,X,O,X
SILZTJO,X,X,O,X
SILZTOJ,X,X,O,X
SILZJTO,X,X,O,X
SILZJOT,O,X,O,X
SILZOTJ,X,X,O,X
SILZOJT,O,X,O,X
SILOTJZ,X,X,O,X
SILOTZJ,X,X,O,X
SILOJTZ,X,X,O,X
SILOJZT,O,X,O,X
SILOZTJ,X,X,O,X
SILOZJT,O,X,O,X
SIJTLZO,O,X,X,O
SIJTLOZ,O,X,X,O
SIJTZLO,O,X,X,O
SIJTZOL,O,X,X,O
SIJTOLZ,O,X,X,O
SIJTOZL,O,X,X,O
SIJLTZO,X,X,O,O
SIJLTOZ,X,X,O,O
SIJLZTO,X,X,O,O
SIJLZOT,O,X,O,O
SIJLOTZ,X,X,O,O
SIJLOZT,O,X,O,O
SIJZTLO,O,X,X,O
SIJZTOL,O,X,X,O
SIJZLTO,X,X,O,O
SIJZLOT,O,X,O,O
SIJZOTL,O,X,X,O
SIJZOLT,O,X,O,O
SIJOTLZ,O,X,X,O
SIJOTZL,O,X,X,O
SIJOLTZ,X,X,O,O
SIJOLZT,O,X,O,O
SIJOZTL,O,X,X,O
SIJOZLT,O,X,O,O
SIZTLJO,O,X,X,X
SIZTLOJ,O,X,X,X
SIZTJLO,O,O,X,X
SIZTJOL,O,O,X,X
SIZTOLJ,O,X,X,X
SIZTOJL,O,O,X,X
SIZLTJO,X,X,O,X
SIZLTOJ,X,X,O,X
SIZLJTO,X,X,O,X
SIZLJOT,O,X,O,X
SIZLOTJ,X,X,O,X
SIZLOJT,O,X,O,X
SIZJTLO,O,X,X,O
SIZJTOL,O,X,X,O
SIZJLTO,X,X,O,O
SIZJLOT,O,X,O,O
SIZJOTL,O,X,X,O
SIZJOLT,O,X,O,O
SIZOTLJ,O,X,X,X
SIZOTJL,O,O,X,X
SIZOLTJ,X,X,O,X
SIZOLJT,O,X,O,X
SIZOJTL,O,X,X,O
SIZOJLT,O,X,O,O
SIOTLJZ,O,X,X,X
SIOTLZJ,O,X,X,X
SIOTJLZ,O,O,X,X
SIOTJZL,O,O,X,X
SIOTZLJ,O,X,X,X
SIOTZJL,O,O,X,X
SIOLTJZ,X,X,O,X
SIOLTZJ,X,X,O,X
SIOLJTZ,X,X,O,X
SIOLJZT,O,X,O,X
SIOLZTJ,X,X,O,X
SIOLZJT,O,X,O,X
SIOJTLZ,O,X,X,O
SIOJTZL,O,X,X,O
SIOJLTZ,X,X,O,O
SIOJLZT,O,X,O,O
SIOJZTL,O,X,X,O
SIOJZLT,O,X,O,O
SIOZTLJ,O,X,X,X
SIOZTJL,O,O,X,X
SIOZLTJ,X,X,O,X
SIOZLJT,O,X,O,X
SIOZJTL,O,X,X,O
SIOZJLT,O,X,O,O
SLTIJZO,X,X,O,X
SLTIJOZ,X,X,O,X
SLTIZJO,X,X,O,X
SLTIZOJ,X,X,O,X
SLTIOJZ,X,X,O,X
SLTIOZJ,X,X,O,X
SLTJIZO,X,X,O,X
SLTJIOZ,X,X,O,X
SLTJZIO,X,X,O,X
SLTJZOI,X,X,O,X
SLTJOIZ,X,X,O,X
SLTJOZI,X,X,O,X
SLTZIJO,X,X,O,X
SLTZIOJ,X,X,O,X
SLTZJIO,X,X,O,X
SLTZJOI,X,X,O,X
SLTZOIJ,X,X,O,X
SLTZOJI,X,X,O,X
SLTOIJZ,X,X,O,X
SLTOIZJ,X,X,O,X
SLTOJIZ,X,X,O,X
SLTOJZI,X,X,O,X
SLTOZIJ,X,X,O,X
SLTOZJI,X,X,O,X
SLITJZO,X,X,O,X
SLITJOZ,X,X,O,X
SLITZJO,X,X,O,X
SLITZOJ,X,X,O,X
SLITOJZ,X,X,O,X
SLITOZJ,X,X,O,X
SLIJTZO,X,X,O,X
SLIJTOZ,X,X,O,X
SLIJZTO,X,X,O,X
SLIJZOT,O,X,O,X
SLIJOTZ,X,X,O,X
SLIJOZT,O,X,O,X
SLIZTJO,X,X,O,X
SLIZTOJ,X,X,O,X
SLIZJTO,X,X,O,X
SLIZJOT,O,X,O,X
SLIZOTJ,X,X,O,X
SLIZOJT,O,X,O,X
SLIOTJZ,X,X,O,X
SLIOTZJ,X,X,O,X
SLIOJTZ,X,X,O,X
SLIOJZT,O,X,O,X
SLIOZTJ,X,X,O,X
SLIOZJT,O,X,O,X
SLJTIZO,X,X,O,X
SLJTIOZ,X,X,O,X
SLJTZIO,X,X,O,X
SLJTZOI,X,X,O,X
SLJTOIZ,X,X,O,X
SLJTOZI,X,X,O,X
SLJITZO,X,X,O,X
SLJITOZ,X,X,O,X
SLJIZTO,X,X,O,X
SLJIZOT,O,X,O,X
SLJIOTZ,X,X,O,X
SLJIOZT,O,X,O,X
SLJZTIO,X,X,O,X
SLJZTOI,X,X,O,X
SLJZITO,X,X,O,X
SLJZIOT,O,X,O,X
SLJZOTI,X,X,O,X
SLJZOIT,O,X,O,X
SLJOTIZ,X,X,O,X
SLJOTZI,X,X,O,X
SLJOITZ,X,X,O,X
SLJOIZT,O,X,O,X
SLJOZTI,X,X,O,X
SLJOZIT,O,X,O,X
SLZTIJO,X,X,O,X
SLZTIOJ,X,X,O,X
SLZTJIO,X,X,O,X
SLZTJOI,X,X,O,X
SLZTOIJ,X,X,O,X
SLZTOJI,X,X,O,X
SLZITJO,X,X,O,X
SLZITOJ,X,X,O,X
SLZIJTO,X,X,O,X
SLZIJOT,O,X,O,X
SLZIOTJ,X,X,O,X
SLZIOJT,O,X,O,X
SLZJTIO,X,X,O,X
SLZJTOI,X,X,O,X
SLZJITO,X,X,O,X
SLZJIOT,O,X,O,X
SLZJOTI,X,X,O,X
SLZJOIT,O,X,O,X
SLZOTIJ,X,X,O,X
SLZOTJI,X,X,O,X
SLZOITJ,X,X,O,X
SLZOIJT,O,X,O,X
SLZOJTI,X,X,O,X
SLZOJIT,O,X,O,X
SLOTIJZ,X,X,O,X
SLOTIZJ,X,X,O,X
SLOTJIZ,X,X,O,X
SLOTJZI,X,X,O,X
SLOTZIJ,X,X,O,X
SLOTZJI,X,X,O,X
SLOITJZ,X,X,O,X
SLOITZJ,X,X,O,X
SLOIJTZ,X,X,O,X
SLOIJZT,O,X,O,X
SLOIZTJ,X,X,O,X
SLOIZJT,O,X,O,X
SLOJTIZ,X,X,O,X
SLOJTZI,X,X,O,X
SLOJITZ,X,X,O,X
SLOJIZT,O,X,O,X
SLOJZTI,X,X,O,X
SLOJZIT,O,X,O,X
SLOZTIJ,X,X,O,X
SLOZTJI,X,X,O,X
SLOZITJ,X,X,O,X
SLOZIJT,O,X,O,X
SLOZJTI,X,X,O,X
SLOZJIT,O,X,O,X
SJTILZO,O,O,X,O
SJTILOZ,O,O,X,O
SJTIZLO,O,O,X,O
SJTIZOL,O,O,X,O
SJTIOLZ,O,O,X,O
SJTIOZL,O,O,X,O
SJTLIZO,O,O,O,O
SJTLIOZ,O,O,O,O
SJTLZIO,O,O,O,O
SJTLZOI,O,O,O,O
SJTLOIZ,O,O,O,O
SJTLOZI,O,O,O,O
SJTZILO,O,O,X,O
SJTZIOL,O,O,X,O
SJTZLIO,O,O,O,O
SJTZLOI,O,O,O,O
SJTZOIL,O,O,X,O
SJTZOLI,O,O,O,O
SJTOILZ,O,O,X,O
SJTOIZL,O,O,X,O
SJTOLIZ,O,O,O,O
SJTOLZI,O,O,O,O
SJTOZIL,O,O,X,O
SJTOZLI,O,O,O,O
SJITLZO,O,X,X,O
SJITLOZ,O,X,X,O
SJITZLO,O,X,X,O
SJITZOL,O,X,X,O
SJITOLZ,O,X,X,O
SJITOZL,O,X,X,O
SJILTZO,X,X,O,O
SJILTOZ,X,X,O,O
SJILZTO,X,X,O,O
SJILZOT,O,X,O,O
SJILOTZ,X,X,O,O
SJILOZT,O,X,O,O
SJIZTLO,O,X,X,O
SJIZTOL,O,X,X,O
SJIZLTO,X,X,O,O
SJIZLOT,O,X,O,O
SJIZOTL,O,X,X,O
SJIZOLT,O,X,O,O
SJIOTLZ,O,X,X,O
SJIOTZL,O,X,X,O
SJIOLTZ,X,X,O,O
SJIOLZT,O,X,O,O
SJIOZTL,O,X,X,O
SJIOZLT,O,X,O,O
SJLTIZO,X,X,O,O
SJLTIOZ,X,X,O,O
SJLTZIO,X,X,O,O
SJLTZOI,X,X,O,O
SJLTOIZ,X,X,O,O
SJLTOZI,X,X,O,O
SJLITZO,X,X,O,O
SJLITOZ,X,X,O,O
SJLIZTO,X,X,O,O
SJLIZOT,O,X,O,O
SJLIOTZ,X,X,O,O
SJLIOZT,O,X,O,O
SJLZTIO,X,X,O,O
SJLZTOI,X,X,O,O
SJLZITO,X,X,O,O
SJLZIOT,O,X,O,O
SJLZOTI,X,X,O,O
SJLZOIT,O,X,O,O
SJLOTIZ,X,X,O,O
SJLOTZI,X,X,O,O
SJLOITZ,X,X,O,O
SJLOIZT,O,X,O,O
SJLOZTI,X,X,O,O
SJLOZIT,O,X,O,O
SJZTILO,O,O,X,O
SJZTIOL,O,O,X,O
SJZTLIO,O,O,O,O
SJZTLOI,O,O,O,O
SJZTOIL,O,O,X,O
SJZTOLI,O,O,O,O
SJZITLO,O,X,X,O
SJZITOL,O,X,X,O
SJZILTO,X,X,O,O
SJZILOT,O,X,O,O
SJZIOTL,O,X,X,O
SJZIOLT,O,X,O,O
SJZLTIO,X,X,O,O
SJZLTOI,X,X,O,O
SJZLITO,X,X,O,O
SJZLIOT,O,X,O,O
SJZLOTI,X,X,O,O
SJZLOIT,O,X,O,O
SJZOTIL,O,O,X,O
SJZOTLI,O,O,O,O
SJZOITL,O,X,X,O
SJZOILT,O,X,O,O
SJZOLTI,X,X,O,O
SJZOLIT,O,X,O,O
SJOTILZ,O,O,X,O
SJOTIZL,O,O,X,O
SJOTLIZ,O,O,O,O
SJOTLZI,O,O,O,O
SJOTZIL,O,O,X,O
SJOTZLI,O,O,O,O
SJOITLZ,O,X,X,O
SJOITZL,O,X,X,O
SJOILTZ,X,X,O,O
SJOILZT,O,X,O,O
SJOIZTL,O,X,X,O
SJOIZLT,O,X,O,O
SJOLTIZ,X,X,O,O
SJOLTZI,X,X,O,O
SJOLITZ,X,X,O,O
SJOLIZT,O,X,O,O
SJOLZTI,X,X,O,O
SJOLZIT,O,X,O,O
SJOZTIL,O,O,X,O
SJOZTLI,O,O,O,O
SJOZITL,O,X,X,O
SJOZILT,O,X,O,O
SJOZLTI,X,X,O,O
SJOZLIT,O,X,O,O
SZTILJO,O,X,X,X
SZTILOJ,O,X,X,X
SZTIJLO,O,O,X,X
SZTIJOL,O,O,X,X
SZTIOLJ,O,X,X,X
SZTIOJL,O,O,X,X
SZTLIJO,O,X,O,X
SZTLIOJ,O,X,O,X
SZTLJIO,O,X,O,X
SZTLJOI,O,X,O,X
SZTLOIJ,O,X,O,X
SZTLOJI,O,X,O,X
SZTJILO,O,O,X,X
SZTJIOL,O,O,X,X
SZTJLIO,O,O,O,X
SZTJLOI,O,O,O,X
SZTJOIL,O,O,X,X
SZTJOLI,O,O,O,X
SZTOILJ,O,X,X,X
SZTOIJL,O,O,X,X
SZTOLIJ,O,X,O,X
SZTOLJI,O,X,O,X
SZTOJIL,O,O,X,X
SZTOJLI,O,O,O,X
SZITLJO,O,X,X,X
SZITLOJ,O,X,X,X
SZITJLO,O,O,X,X
SZITJOL,O,O,X,X
SZITOLJ,O,X,X,X
SZITOJL,O,O,X,X
SZILTJO,X,X,O,X
SZILTOJ,X,X,O,X
SZILJTO,X,X,O,X
SZILJOT,O,X,O,X
SZILOTJ,X,X,O,X
SZILOJT,O,X,O,X
SZIJTLO,O,X,X,O
SZIJTOL,O,X,X,O
SZIJLTO,X,X,O,O
SZIJLOT,O,X,O,O
SZIJOTL,O,X,X,O
SZIJOLT,O,X,O,O
SZIOTLJ,O,X,X,X
SZIOTJL,O,O,X,X
SZIOLTJ,X,X,O,X
SZIOLJT,O,X,O,X
SZIOJTL,O,X,X,O
SZIOJLT,O,X,O,O
SZLTIJO,X,X,O,X
SZLTIOJ,X,X,O,X
SZLTJIO,X,X,O,X
SZLTJOI,X,X,O,X
SZLTOIJ,X,X,O,X
SZLTOJI,X,X,O,X
SZLITJO,X,X,O,X
SZLITOJ,X,X,O,X
SZLIJTO,X,X,O,X
SZLIJOT,O,X,O,X
SZLIOTJ,X,X,O,X
SZLIOJT,O,X,O,X
SZLJTIO,X,X,O,X
SZLJTOI,X,X,O,X
SZLJITO,X,X,O,X
SZLJIOT,O,X,O,X
SZLJOTI,X,X,O,X
