sequence,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBOiB6jBcmBzi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBcmBmiBTi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBKiBzdB+jBcm?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBFiB8nBTm?BOsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXdBTeBamBWoB0h?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFTeBFhB3mBCoBcn?BmrB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFmcBCeBFhBTjB3m?BcsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFCeB/nBTjB0mBFm?BmrB
LIOSTJZ,O,X,X,X,X,O,O,X
LIOSTZJ,O,X,X,O,X,O,O,O
LIOSJTZ,O,X,X,X,X,O,X,X
LIOSJZT,O,X,X,O,X,X,X,O
LIOSZTJ,O,O,X,O,X,O,O,O
LIOSZJT,O,O,X,O,X,X,O,O
LIOZTJS,O,O,X,O,X,X,O,X
LIOZTSJ,O,O,X,O,X,X,O,X
LIOZJTS,O,X,X,O,X,X,O,X
LIOZJST,O,O,X,O,X,X,O,X
LIOZSTJ,O,O,X,O,X,O,O,O
LIOZSJT,O,O,X,O,X,X,O,O
LJTISZO,O,O,O,X,O,X,X,X
LJTISOZ,X,X,O,X,O,X,X,X
LJTIZSO,O,O,O,X,O,X,X,X
LJTIZOS,O,O,O,X,O,X,X,X
LJTIOSZ,O,X,O,X,O,X,X,X
LJTIOZS,O,O,O,X,O,X,X,X
LJTSIZO,O,O,O,X,O,X,X,X
LJTSIOZ,X,X,O,X,O,X,X,X
LJTSZIO,O,O,O,X,O,X,X,X
LJTSZOI,O,O,O,X,O,X,X,X
LJTSOIZ,X,X,O,X,O,X,X,X
LJTSOZI,X,X,O,X,O,X,X,X
LJTZISO,O,O,O,X,O,X,X,X
LJTZIOS,O,O,O,X,O,X,X,X
LJTZSIO,O,O,O,X,O,X,X,X
LJTZSOI,O,O,O,X,O,X,X,X
LJTZOIS,O,O,O,X,O,X,X,X
LJTZOSI,O,O,O,X,O,X,X,X
LJTOISZ,O,X,O,X,O,X,X,X
LJTOIZS,O,O,O,X,O,X,X,X
LJTOSIZ,O,X,O,X,O,X,X,X
LJTOSZI,O,X,O,X,O,X,X,X
LJTOZIS,O,O,O,X,O,X,X,X
LJTOZSI,O,O,O,X,O,X,X,X
LJITSZO,O,O,O,X,O,X,X,X
LJITSOZ,X,X,O,X,O,X,X,X
LJITZSO,O,O,O,X,O,X,X,X
LJITZOS,O,O,O,X,O,X,X,X
LJITOSZ,O,X,O,X,O,X,X,X
LJITOZS,O,O,O,X,O,X,X,X
LJISTZO,X,O,X,X,O,O,X,X
LJISTOZ,X,X,X,X,O,O,X,X
LJISZTO,O,O,O,X,X,X,X,X
LJISZOT,O,O,X,X,O,X,X,X
LJISOTZ,X,X,X,X,O,O,X,X
LJISOZT,X,X,X,O,O,X,X,X
LJIZTSO,O,O,O,X,O,X,X,X
LJIZTOS,O,O,O,X,O,X,X,X
LJIZSTO,O,O,O,X,X,X,X,X
LJIZSOT,O,O,X,X,O,X,X,X
LJIZOTS,O,X,X,O,O,X,X,X
LJIZOST,O,O,X,O,O,X,X,X
LJIOTSZ,O,X,O,X,O,X,X,X
LJIOTZS,O,O,O,X,O,X,X,X
LJIOSTZ,O,X,X,X,O,O,X,X
LJIOSZT,O,X,X,O,O,X,X,X
LJIOZTS,O,X,X,O,O,X,X,X
LJIOZST,O,O,X,O,O,X,X,X
LJSTIZO,X,O,X,X,O,O,X,X
LJSTIOZ,X,X,X,X,O,O,X,X
LJSTZIO,X,O,X,X,O,O,X,X
LJSTZOI,X,O,X,X,O,O,X,X
LJSTOIZ,X,X,X,X,O,O,X,X
LJSTOZI,X,X,X,X,O,O,X,X
LJSITZO,X,O,X,X,O,O,X,X
LJSITOZ,X,X,X,X,O,O,X,X
LJSIZTO,O,O,O,X,X,X,X,X
LJSIZOT,O,O,X,X,O,X,X,X
LJSIOTZ,X,X,X,X,O,O,X,X
LJSIOZT,X,X,X,O,O,X,X,X
LJSZTIO,O,O,O,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X
LJSZITO,O,O,O,X,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,X
LJSZOTI,O,O,X,X,O,X,X,X
LJSZOIT,O,O,X,X,O,X,X,X
LJSOTIZ,X,X,X,X,O,O,X,X
LJSOTZI,X,X,X,X,O,O,X,X
LJSOITZ,X,X,X,X,O,O,X,X
LJSOIZT,X,X,X,O,O,X,X,X
LJSOZTI,X,X,X,O,O,X,X,X
LJSOZIT,X,X,X,O,O,X,X,X
LJZTISO,O,O,O,X,O,X,X,X
LJZTIOS,O,O,O,X,O,X,X,X
LJZTSIO,O,O,O,X,O,X,X,X
LJZTSOI,O,O,O,X,O,X,X,X
LJZTOIS,O,O,O,X,O,X,X,X
LJZTOSI,O,O,O,X,O,X,X,X
LJZITSO,O,O,O,X,O,X,X,X
LJZITOS,O,O,O,X,O,X,X,X
LJZISTO,O,O,O,X,X,X,X,X
LJZISOT,O,O,X,X,O,X,X,X
LJZIOTS,O,X,X,O,O,X,X,X
LJZIOST,O,O,X,O,O,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X
LJZSITO,O,O,O,X,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X
LJZSOIT,O,O,X,X,O,X,X,X
LJZOTIS,O,X,X,O,O,X,X,X
LJZOTSI,O,X,X,O,O,X,X,X
LJZOITS,O,X,X,O,O,X,X,X
LJZOIST,O,O,X,O,O,X,X,X
LJZOSTI,O,O,X,O,O,X,X,X
LJZOSIT,O,O,X,O,O,X,X,X
LJOTISZ,O,X,O,X,O,X,X,X
LJOTIZS,O,O,O,X,O,X,X,X
LJOTSIZ,O,X,O,X,O,X,X,X
LJOTSZI,O,X,O,X,O,X,X,X
LJOTZIS,O,O,O,X,O,X,X,X
LJOTZSI,O,O,O,X,O,X,X,X
LJOITSZ,O,X,O,X,O,X,X,X
LJOITZS,O,O,O,X,O,X,X,X
LJOISTZ,O,X,X,X,O,O,X,X
LJOISZT,O,X,X,O,O,X,X,X
LJOIZTS,O,X,X,O,O,X,X,X
LJOIZST,O,O,X,O,O,X,X,X
LJOSTIZ,O,X,X,X,O,O,X,X
LJOSTZI,O,X,X,X,O,O,X,X
LJOSITZ,O,X,X,X,O,O,X,X
LJOSIZT,O,X,X,O,O,X,X,X
LJOSZTI,O,X,X,O,O,X,X,X
LJOSZIT,O,X,X,O,O,X,X,X
LJOZTIS,O,X,X,O,O,X,X,X
LJOZTSI,O,X,X,O,O,X,X,X
LJOZITS,O,X,X,O,O,X,X,X
LJOZIST,O,O,X,O,O,X,X,X
LJOZSTI,O,O,X,O,O,X,X,X
LJOZSIT,O,O,X,O,O,X,X,X
LSTIJZO,O,O,X,X,O,O,X,X
LSTIJOZ,X,X,X,X,O,O,X,X
LSTIZJO,O,O,X,X,X,O,O,X
LSTIZOJ,O,O,X,X,X,O,O,X
LSTIOJZ,O,X,X,X,X,O,X,X
LSTIOZJ,O,X,X,O,X,O,O,X
LSTJIZO,O,O,X,X,O,O,X,X
LSTJIOZ,X,X,X,X,O,O,X,X
LSTJZIO,O,O,X,X,O,O,X,X
LSTJZOI,O,O,X,X,O,O,X,X
LSTJOIZ,X,X,X,X,O,O,X,X
LSTJOZI,X,X,X,X,O,O,X,X
LSTZIJO,O,O,X,X,X,O,O,X
LSTZIOJ,O,O,X,X,X,O,O,X
LSTZJIO,O,O,X,X,X,O,O,X
LSTZJOI,O,O,X,X,X,O,O,X
LSTZOIJ,O,O,X,X,X,O,O,X
LSTZOJI,O,O,X,X,X,O,O,X
LSTOIJZ,O,X,X,X,X,O,X,X
LSTOIZJ,O,X,X,O,X,O,O,X
LSTOJIZ,O,X,X,X,X,O,X,X
LSTOJZI,O,X,X,X,X,O,X,X
LSTOZIJ,O,X,X,O,X,O,O,X
LSTOZJI,O,X,X,O,X,O,O,X
LSITJZO,O,O,X,X,O,O,X,X
LSITJOZ,X,X,X,X,O,O,X,X
LSITZJO,O,O,X,X,X,O,O,X
LSITZOJ,O,O,X,X,X,O,O,X
LSITOJZ,O,X,X,X,X,O,X,X
LSITOZJ,O,X,X,O,X,O,O,X
LSIJTZO,X,O,X,X,O,O,X,X
LSIJTOZ,X,X,X,X,O,O,X,X
LSIJZTO,O,O,O,X,X,X,X,X
LSIJZOT,O,O,X,X,O,X,X,X
LSIJOTZ,X,X,X,X,O,O,X,X
LSIJOZT,X,X,X,O,O,X,X,X
LSIZTJO,O,O,O,X,X,O,X,X
LSIZTOJ,O,O,O,X,X,O,X,X
LSIZJTO,O,O,O,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,X
LSIZOTJ,O,O,X,O,X,O,X,O
LSIZOJT,O,O,X,O,X,X,X,O
LSIOTJZ,O,X,X,X,X,O,X,X
LSIOTZJ,O,X,X,O,X,O,O,O
LSIOJTZ,O,X,X,X,X,O,X,X
LSIOJZT,O,X,X,O,X,X,X,O
LSIOZTJ,O,O,X,O,X,O,X,O
LSIOZJT,O,O,X,O,X,X,X,O
LSJTIZO,X,O,X,X,O,O,X,X
LSJTIOZ,X,X,X,X,O,O,X,X
LSJTZIO,X,O,X,X,O,O,X,X
LSJTZOI,X,O,X,X,O,O,X,X
LSJTOIZ,X,X,X,X,O,O,X,X
LSJTOZI,X,X,X,X,O,O,X,X
LSJITZO,X,O,X,X,O,O,X,X
LSJITOZ,X,X,X,X,O,O,X,X
LSJIZTO,O,O,O,X,X,X,X,X
LSJIZOT,O,O,X,X,O,X,X,X
LSJIOTZ,X,X,X,X,O,O,X,X
LSJIOZT,X,X,X,O,O,X,X,X
LSJZTIO,O,O,O,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X
LSJZITO,O,O,O,X,X,X,X,X
LSJZIOT,O,O,X,X,O,X,X,X
LSJZOTI,O,O,X,X,O,X,X,X
LSJZOIT,O,O,X,X,O,X,X,X
LSJOTIZ,X,X,X,X,O,O,X,X
LSJOTZI,X,X,X,X,O,O,X,X
LSJOITZ,X,X,X,X,O,O,X,X
LSJOIZT,X,X,X,O,O,X,X,X
LSJOZTI,X,X,X,O,O,X,X,X
LSJOZIT,X,X,X,O,O,X,X,X
LSZTIJO,O,O,O,X,X,O,X,X
LSZTIOJ,O,O,O,X,X,O,X,X
LSZTJIO,O,O,O,X,X,O,X,X
LSZTJOI,O,O,O,X,X,O,X,X
LSZTOIJ,O,O,O,X,X,O,X,X
LSZTOJI,O,O,O,X,X,O,X,X
LSZITJO,O,O,O,X,X,O,X,X
LSZITOJ,O,O,O,X,X,O,X,X
LSZIJTO,O,O,O,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X
LSZIOTJ,O,O,X,O,X,O,X,O
LSZIOJT,O,O,X,O,X,X,X,O
LSZJTIO,O,O,O,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X
LSZJITO,O,O,O,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,X,O,X,O
LSZOTJI,O,O,X,O,X,O,X,O
LSZOITJ,O,O,X,O,X,O,X,O
LSZOIJT,O,O,X,O,X,X,X,O
LSZOJTI,O,O,X,O,X,X,X,O
LSZOJIT,O,O,X,O,X,X,X,O
LSOTIJZ,O,X,X,X,X,O,X,X
LSOTIZJ,O,X,X,O,X,O,O,O
LSOTJIZ,O,X,X,X,X,O,X,X
LSOTJZI,O,X,X,X,X,O,X,X
LSOTZIJ,O,X,X,O,X,O,O,O
LSOTZJI,O,X,X,O,X,O,O,O
LSOITJZ,O,X,X,X,X,O,X,X
LSOITZJ,O,X,X,O,X,O,O,O
LSOIJTZ,O,X,X,X,X,O,X,X
LSOIJZT,O,X,X,O,X,X,X,O
LSOIZTJ,O,O,X,O,X,O,X,O
LSOIZJT,O,O,X,O,X,X,X,O
LSOJTIZ,O,X,X,X,X,O,X,X
LSOJTZI,O,X,X,X,X,O,X,X
LSOJITZ,O,X,X,X,X,O,X,X
LSOJIZT,O,X,X,O,X,X,X,O
LSOJZTI,O,X,X,O,X,X,X,O
LSOJZIT,O,X,X,O,X,X,X,O
LSOZTIJ,O,O,X,O,X,O,X,O
LSOZTJI,O,O,X,O,X,O,X,O
LSOZITJ,O,O,X,O,X,O,X,O
LSOZIJT,O,O,X,O,X,X,X,O
LSOZJTI,O,O,X,O,X,X,X,O
LSOZJIT,O,O,X,O,X,X,X,O
LZTIJSO,O,O,O,X,O,X,O,X
LZTIJOS,O,O,O,X,O,X,O,X
LZTISJO,O,O,O,X,X,X,O,X
LZTISOJ,O,O,O,X,X,X,O,X
LZTIOJS,O,O,O,O,X,X,O,X
LZTIOSJ,O,O,O,O,X,X,O,X
LZTJISO,O,O,O,X,O,X,O,X
LZTJIOS,O,O,O,X,O,X,O,X
LZTJSIO,O,O,O,X,O,X,O,X
LZTJSOI,O,O,O,X,O,X,X,X
LZTJOIS,O,O,O,X,O,X,O,X
LZTJOSI,O,O,O,X,O,X,O,X
LZTSIJO,O,O,O,X,X,X,O,X
LZTSIOJ,O,O,O,X,X,X,O,X
LZTSJIO,O,O,O,X,X,X,O,X
LZTSJOI,O,O,O,X,X,X,O,X
LZTSOIJ,O,O,O,X,X,X,O,X
LZTSOJI,O,O,O,X,X,X,O,X
LZTOIJS,O,O,O,O,X,X,O,X
LZTOISJ,O,O,O,O,X,X,O,X
LZTOJIS,O,O,O,O,X,X,O,X
LZTOJSI,O,O,O,O,X,X,O,X
LZTOSIJ,O,O,O,O,X,X,O,X
LZTOSJI,O,O,O,O,X,X,O,X
LZITJSO,O,O,O,X,O,X,O,X
LZITJOS,O,O,O,X,O,X,O,X
LZITSJO,O,O,O,X,X,X,O,X
LZITSOJ,O,O,O,X,X,X,O,X
LZITOJS,O,O,O,O,X,X,O,X
LZITOSJ,O,O,O,O,X,X,O,X
LZIJTSO,O,O,O,X,O,X,O,X
LZIJTOS,O,O,O,X,O,X,O,X
LZIJSTO,O,O,O,X,X,X,O,X
LZIJSOT,O,O,X,X,O,X,O,X
LZIJOTS,O,X,X,O,O,X,X,X
LZIJOST,O,O,X,O,O,X,X,X
LZISTJO,O,O,O,X,X,O,O,X
LZISTOJ,O,O,O,X,X,O,O,X
LZISJTO,O,O,O,X,X,X,O,X
LZISJOT,O,O,X,X,X,X,O,X
LZISOTJ,O,O,X,O,X,O,O,O
LZISOJT,O,O,X,O,X,X,O,O
LZIOTJS,O,O,X,O,X,X,O,X
LZIOTSJ,O,O,X,O,X,X,O,X
LZIOJTS,O,X,X,O,X,X,O,X
LZIOJST,O,O,X,O,X,X,O,X
LZIOSTJ,O,O,X,O,X,O,O,O
LZIOSJT,O,O,X,O,X,X,O,O
LZJTISO,O,O,O,X,O,X,O,X
LZJTIOS,O,O,O,X,O,X,O,X
LZJTSIO,O,O,O,X,O,X,O,X
LZJTSOI,O,O,O,X,O,X,X,X
LZJTOIS,O,O,O,X,O,X,O,X
LZJTOSI,O,O,O,X,O,X,X,X
LZJITSO,O,O,O,X,O,X,O,X
LZJITOS,O,O,O,X,O,X,O,X
LZJISTO,O,O,O,X,X,X,O,X
LZJISOT,O,O,X,X,O,X,O,X
LZJIOTS,O,X,X,O,O,X,X,X
LZJIOST,O,O,X,O,O,X,X,X
LZJSTIO,O,O,O,X,X,X,O,X
LZJSTOI,O,O,O,X,X,X,O,X
LZJSITO,O,O,O,X,X,X,O,X
LZJSIOT,O,O,X,X,O,X,O,X
LZJSOTI,O,O,X,X,O,X,X,X
LZJSOIT,O,O,X,X,O,X,O,X
LZJOTIS,O,X,X,O,O,X,X,X
LZJOTSI,O,X,X,O,O,X,X,X
LZJOITS,O,X,X,O,O,X,X,X
LZJOIST,O,O,X,O,O,X,X,X
LZJOSTI,O,O,X,O,O,X,X,X
LZJOSIT,O,O,X,O,O,X,X,X
LZSTIJO,O,O,O,X,X,O,O,X
LZSTIOJ,O,O,O,X,X,O,O,X
LZSTJIO,O,O,O,X,X,O,O,X
LZSTJOI,O,O,O,X,X,O,O,X
LZSTOIJ,O,O,O,X,X,O,O,X
LZSTOJI,O,O,O,X,X,O,O,X
LZSITJO,O,O,O,X,X,O,O,X
LZSITOJ,O,O,O,X,X,O,O,X
LZSIJTO,O,O,O,X,X,X,O,X
LZSIJOT,O,O,X,X,X,X,O,X
LZSIOTJ,O,O,X,O,X,O,O,O
LZSIOJT,O,O,X,O,X,X,O,O
LZSJTIO,O,O,O,X,X,X,O,X
LZSJTOI,O,O,O,X,X,X,O,X
LZSJITO,O,O,O,X,X,X,O,X
LZSJIOT,O,O,X,X,X,X,O,X
LZSJOTI,O,O,X,X,X,X,O,X
LZSJOIT,O,O,X,X,X,X,O,X
LZSOTIJ,O,O,X,O,X,O,O,O
LZSOTJI,O,O,X,O,X,O,O,O
LZSOITJ,O,O,X,O,X,O,O,O
LZSOIJT,O,O,X,O,X,X,O,O
LZSOJTI,O,O,X,O,X,X,O,O
LZSOJIT,O,O,X,O,X,X,O,O
LZOTIJS,O,O,X,O,X,X,O,X
LZOTISJ,O,O,X,O,X,X,O,X
LZOTJIS,O,O,X,O,X,X,O,X
LZOTJSI,O,O,X,O,X,X,O,X
LZOTSIJ,O,O,X,O,X,X,O,X
LZOTSJI,O,O,X,O,X,X,O,X
LZOITJS,O,O,X,O,X,X,O,X
LZOITSJ,O,O,X,O,X,X,O,X
LZOIJTS,O,X,X,O,X,X,O,X
LZOIJST,O,O,X,O,X,X,O,X
LZOISTJ,O,O,X,O,X,O,O,O
LZOISJT,O,O,X,O,X,X,O,O
LZOJTIS,O,X,X,O,X,X,O,X
LZOJTSI,O,X,X,O,X,X,O,X
LZOJITS,O,X,X,O,X,X,O,X
LZOJIST,O,O,X,O,X,X,O,X
LZOJSTI,O,O,X,O,X,X,O,X
LZOJSIT,O,O,X,O,X,X,O,X
LZOSTIJ,O,O,X,O,X,O,O,O
LZOSTJI,O,O,X,O,X,O,O,O
LZOSITJ,O,O,X,O,X,O,O,O
LZOSIJT,O,O,X,O,X,X,O,O
LZOSJTI,O,O,X,O,X,X,O,O
LZOSJIT,O,O,X,O,X,X,O,O
LOTIJSZ,O,X,X,X,O,X,O,X
LOTIJZS,O,O,X,X,O,X,O,X
LOTISJZ,O,X,X,X,X,O,O,X
LOTISZJ,O,X,X,O,X,O,O,O
LOTIZJS,O,O,X,O,X,X,O,X
LOTIZSJ,O,O,X,O,X,X,O,X
LOTJISZ,O,X,X,X,O,X,O,X
LOTJIZS,O,O,X,X,O,X,O,X
LOTJSIZ,O,X,X,X,O,X,O,X
LOTJSZI,O,X,X,X,O,X,X,X
LOTJZIS,O,O,X,X,O,X,O,X
LOTJZSI,O,O,X,X,O,X,X,X
LOTSIJZ,O,X,X,X,X,O,O,X
LOTSIZJ,O,X,X,O,X,O,O,O
LOTSJIZ,O,X,X,X,X,O,O,X
LOTSJZI,O,X,X,X,X,O,X,X
LOTSZIJ,O,X,X,O,X,O,O,O
LOTSZJI,O,X,X,O,X,O,O,O
LOTZIJS,O,O,X,O,X,X,O,X
LOTZISJ,O,O,X,O,X,X,O,X
LOTZJIS,O,O,X,O,X,X,O,X
LOTZJSI,O,O,X,O,X,X,O,X
LOTZSIJ,O,O,X,O,X,X,O,X
LOTZSJI,O,O,X,O,X,X,O,X
LOITJSZ,O,X,X,X,O,X,O,X
LOITJZS,O,O,X,X,O,X,O,X
LOITSJZ,O,X,X,X,X,O,O,X
LOITSZJ,O,X,X,O,X,O,O,O
LOITZJS,O,O,X,O,X,X,O,X
LOITZSJ,O,O,X,O,X,X,O,X
LOIJTSZ,O,X,X,X,O,X,O,X
LOIJTZS,O,O,X,X,O,X,O,X
LOIJSTZ,O,X,X,X,O,O,X,X
LOIJSZT,O,X,X,O,O,X,X,O
LOIJZTS,O,X,X,O,O,X,O,X
LOIJZST,O,O,X,O,O,X,O,X
LOISTJZ,O,X,X,X,X,O,O,X
LOISTZJ,O,X,X,O,X,O,O,O
LOISJTZ,O,X,X,X,X,O,X,X
LOISJZT,O,X,X,O,X,X,X,O
LOISZTJ,O,O,X,O,X,O,O,O
LOISZJT,O,O,X,O,X,X,O,O
LOIZTJS,O,O,X,O,X,X,O,X
LOIZTSJ,O,O,X,O,X,X,O,X
LOIZJTS,O,X,X,O,X,X,O,X
LOIZJST,O,O,X,O,X,X,O,X
LOIZSTJ,O,O,X,O,X,O,O,O
LOIZSJT,O,O,X,O,X,X,O,O
LOJTISZ,O,X,X,X,O,X,O,X
LOJTIZS,O,O,X,X,O,X,O,X
LOJTSIZ,O,X,X,X,O,X,O,X
LOJTSZI,O,X,X,X,O,X,X,X
LOJTZIS,O,O,X,X,O,X,O,X
LOJTZSI,O,O,X,X,O,X,X,X
LOJITSZ,O,X,X,X,O,X,O,X
LOJITZS,O,O,X,X,O,X,O,X
LOJISTZ,O,X,X,X,O,O,X,X
LOJISZT,O,X,X,O,O,X,X,O
LOJIZTS,O,X,X,O,O,X,O,X
LOJIZST,O,O,X,O,O,X,O,X
LOJSTIZ,O,X,X,X,O,O,X,X
LOJSTZI,O,X,X,X,O,O,X,X
LOJSITZ,O,X,X,X,O,O,X,X
LOJSIZT,O,X,X,O,O,X,X,O
LOJSZTI,O,X,X,O,O,X,X,O
LOJSZIT,O,X,X,O,O,X,X,O
LOJZTIS,O,X,X,O,O,X,O,X
LOJZTSI,O,X,X,O,O,X,O,X
LOJZITS,O,X,X,O,O,X,O,X
LOJZIST,O,O,X,O,O,X,O,X
LOJZSTI,O,O,X,O,O,X,O,X
LOJZSIT,O,O,X,O,O,X,O,X
LOSTIJZ,O,X,X,X,X,O,O,X
LOSTIZJ,O,X,X,O,X,O,O,O
LOSTJIZ,O,X,X,X,X,O,O,X
LOSTJZI,O,X,X,X,X,O,X,X
LOSTZIJ,O,X,X,O,X,O,O,O
LOSTZJI,O,X,X,O,X,O,O,O
LOSITJZ,O,X,X,X,X,O,O,X
LOSITZJ,O,X,X,O,X,O,O,O
LOSIJTZ,O,X,X,X,X,O,X,X
LOSIJZT,O,X,X,O,X,X,X,O
LOSIZTJ,O,O,X,O,X,O,O,O
LOSIZJT,O,O,X,O,X,X,O,O
LOSJTIZ,O,X,X,X,X,O,X,X
LOSJTZI,O,X,X,X,X,O,X,X
LOSJITZ,O,X,X,X,X,O,X,X
LOSJIZT,O,X,X,O,X,X,X,O
LOSJZTI,O,X,X,O,X,X,X,O
LOSJZIT,O,X,X,O,X,X,X,O
LOSZTIJ,O,O,X,O,X,O,O,O
LOSZTJI,O,O,X,O,X,O,O,O
LOSZITJ,O,O,X,O,X,O,O,O
LOSZIJT,O,O,X,O,X,X,O,O
LOSZJTI,O,O,X,O,X,X,O,O
LOSZJIT,O,O,X,O,X,X,O,O
LOZTIJS,O,O,X,O,X,X,O,X
LOZTISJ,O,O,X,O,X,X,O,X
LOZTJIS,O,O,X,O,X,X,O,X
LOZTJSI,O,O,X,O,X,X,O,X
LOZTSIJ,O,O,X,O,X,X,O,X
LOZTSJI,O,O,X,O,X,X,O,X
LOZITJS,O,O,X,O,X,X,O,X
LOZITSJ,O,O,X,O,X,X,O,X
LOZIJTS,O,X,X,O,X,X,O,X
LOZIJST,O,O,X,O,X,X,O,X
LOZISTJ,O,O,X,O,X,O,O,O
LOZISJT,O,O,X,O,X,X,O,O
LOZJTIS,O,X,X,O,X,X,O,X
LOZJTSI,O,X,X,O,X,X,O,X
LOZJITS,O,X,X,O,X,X,O,X
LOZJIST,O,O,X,O,X,X,O,X
LOZJSTI,O,O,X,O,X,X,O,X
LOZJSIT,O,O,X,O,X,X,O,X
LOZSTIJ,O,O,X,O,X,O,O,O
LOZSTJI,O,O,X,O,X,O,O,O
LOZSITJ,O,O,X,O,X,O,O,O
LOZSIJT,O,O,X,O,X,X,O,O
LOZSJTI,O,O,X,O,X,X,O,O
LOZSJIT,O,O,X,O,X,X,O,O
JTILSZO,O,O,O,X,O,X,X,X
JTILSOZ,X,X,O,X,O,X,X,X
JTILZSO,O,O,O,X,O,X,O,X
JTILZOS,O,O,O,X,O,X,O,X
JTILOSZ,O,X,O,X,O,X,O,X
JTILOZS,O,O,O,X,O,X,O,X
JTISLZO,O,O,O,X,O,O,X,X
JTISLOZ,X,X,O,X,O,O,X,X
JTISZLO,O,O,O,X,X,X,O,X
JTISZOL,O,O,O,X,X,X,O,X
JTISOLZ,O,X,O,X,O,X,O,X
JTISOZL,O,X,O,X,X,X,O,X
JTIZLSO,O,O,O,X,X,X,O,X
JTIZLOS,O,O,O,X,X,X,O,X
JTIZSLO,O,O,O,X,X,X,O,X
JTIZSOL,O,O,O,X,X,X,O,X
JTIZOLS,O,O,O,X,X,X,O,X
JTIZOSL,O,O,O,X,X,X,O,X
JTIOLSZ,O,X,O,X,O,X,O,X
JTIOLZS,O,O,O,X,O,X,O,X
JTIOSLZ,O,X,O,X,O,X,O,X
JTIOSZL,O,X,O,X,X,X,O,X
JTIOZLS,O,O,O,X,X,X,O,X
JTIOZSL,O,O,O,X,X,X,O,X
JTLISZO,O,O,O,X,O,X,X,X
JTLISOZ,X,X,O,X,O,X,X,X
JTLIZSO,O,O,O,X,O,X,O,X
JTLIZOS,O,O,O,X,O,X,O,X
JTLIOSZ,O,X,O,X,O,X,O,X
JTLIOZS,O,O,O,X,O,X,O,X
JTLSIZO,O,O,O,X,O,X,X,X
JTLSIOZ,X,X,O,X,O,X,X,X
JTLSZIO,O,O,O,X,O,X,X,X
JTLSZOI,O,O,O,X,O,X,X,X
JTLSOIZ,X,X,O,X,O,X,X,X
JTLSOZI,X,X,O,X,O,X,X,X
JTLZISO,O,O,O,X,O,X,O,X
JTLZIOS,O,O,O,X,O,X,O,X
JTLZSIO,O,O,O,X,O,X,O,X
JTLZSOI,O,O,O,X,O,X,X,X
JTLZOIS,O,O,O,X,O,X,O,X
JTLZOSI,O,O,O,X,O,X,O,X
JTLOISZ,O,X,O,X,O,X,O,X
JTLOIZS,O,O,O,X,O,X,O,X
JTLOSIZ,O,X,O,X,O,X,O,X
JTLOSZI,O,X,O,X,O,X,X,X
JTLOZIS,O,O,O,X,O,X,O,X
JTLOZSI,O,O,O,X,O,X,X,X
JTSILZO,O,O,O,X,O,O,X,X
JTSILOZ,X,X,O,X,O,O,X,X
JTSIZLO,O,O,O,X,X,X,O,X
JTSIZOL,O,O,O,X,X,X,O,X
JTSIOLZ,O,X,O,X,O,X,O,X
JTSIOZL,O,X,O,X,X,X,O,X
JTSLIZO,O,O,O,X,O,O,X,X
JTSLIOZ,X,X,O,X,O,O,X,X
JTSLZIO,O,O,O,X,O,O,X,X
JTSLZOI,O,O,O,X,O,O,X,X
JTSLOIZ,X,X,O,X,O,O,X,X
JTSLOZI,X,X,O,X,O,O,X,X
JTSZILO,O,O,O,X,X,X,O,X
JTSZIOL,O,O,O,X,X,X,O,X
JTSZLIO,O,O,O,X,O,X,O,X
JTSZLOI,O,O,O,X,O,X,O,X
JTSZOIL,O,O,O,X,X,X,O,X
JTSZOLI,O,O,O,X,O,X,O,X
JTSOILZ,O,X,O,X,O,X,O,X
JTSOIZL,O,X,O,X,X,X,O,X
JTSOLIZ,O,X,O,X,O,X,O,X
JTSOLZI,O,X,O,X,O,X,X,X
JTSOZIL,O,X,O,X,X,X,O,X
JTSOZLI,O,X,O,X,O,X,O,X
JTZILSO,O,O,O,X,X,X,O,X
